econ_tradebal_reference_month,econ_tradebal_reporting_country_iso2,econ_tradebal_partner_area_code,econ_tradebal_flow_direction,econ_tradebal_hs2_code,econ_tradebal_product_group,econ_tradebal_trade_value_eur,econ_tradebal_trade_quantity_kg,econ_tradebal_trade_value_index,econ_tradebal_unit_value_index,econ_tradebal_intra_eu_flag,econ_tradebal_extra_eu_flag,econ_tradebal_mode_of_transport_code,econ_tradebal_incoterms_code,econ_tradebal_customs_procedure_code,econ_tradebal_sanctions_regime_flag,econ_tradebal_current_account_balance_eur,econ_tradebal_financial_account_balance_eur,econ_tradebal_eurostat_table_code,econ_tradebal_data_extract_date
2026-05,BG,USA,IMPORT,11,VEHICLES,33118278.11,36869.51,149.929,99.004,0,1,PIPE,DAP,5100,0,3409164875.05,-6046943736.05,bop_q_c,2024-01-10
2018-10,FR,UK,EXPORT,28,MACHINERY,33258431.75,37020.96,149.405,98.503,0,1,RAIL,CIP,6100,0,-3952158646.63,-5136446554.01,bop_q_g,2025-09-08
2019-03,LT,EFTA,IMPORT,45,CHEMICALS,33342982.41,37090.33,149.688,100.064,1,0,ROAD,CPT,7100,0,-3437213331.81,1446073452.7,ext_lt_extratrd,2025-10-24
2020-08,SK,EA20,EXPORT,62,ENERGY,33376316.28,37217.04,149.816,100.295,1,0,AIR,FCA,A123,0,2297175638.85,-1647481323.87,bop_q_f,2024-02-19
2021-01,HR,EU27_2020,IMPORT,79,AGRI_FOOD,33454324.66,37409.62,150.894,99.598,1,0,SEA,EXW,4000,0,2709785413.72,-5997393109.14,ext_lt_intratrd,2024-06-29
2022-06,DE,APAC,EXPORT,96,SERVICES_EST,33587185.44,37534.89,152.199,100.178,0,1,POST,CIF,4200,0,6716728108.01,3075554945.85,bop_q_c,2024-03-22
2023-11,LU,LATAM,IMPORT,14,ELECTRONICS,33678830.11,37650.9,151.217,100.633,0,1,PIPE,CFR,5100,0,3795051624.05,-1047441867.8,bop_q_g,2025-09-11
2024-04,SI,AFR,EXPORT,31,METALS,33808894.28,37820.48,152.945,101.533,0,1,RAIL,FOB,6100,0,143608451.1,1465019796.09,ext_lt_extratrd,2024-01-15
2025-09,CY,MEA,IMPORT,48,TEXTILES,33855864.88,37899.76,152.506,101.981,0,1,ROAD,DDP,7100,0,-3418741183.43,-1834277555.23,bop_q_f,2025-09-15
2026-02,GR,TUR,EXPORT,65,PHARMA,33960850.72,38036.35,152.621,102.054,0,1,AIR,DPU,A123,0,-1692236858.05,944797485.97,ext_lt_intratrd,2024-02-29
2018-07,MT,RUS,IMPORT,82,VEHICLES,34096853.35,38245.24,154.397,103.101,0,1,SEA,DAP,4000,1,-2438132482.42,-3480215273.27,bop_q_c,2025-07-15
2019-12,ES,CHN,EXPORT,99,MACHINERY,34178242.89,38326.14,154.658,103.683,0,1,POST,CIP,4200,0,-895038674.44,1296161330.07,bop_q_g,2024-10-04
2020-05,CZ,USA,IMPORT,17,CHEMICALS,34234441.26,38435.14,155.179,103.595,0,1,PIPE,CPT,5100,0,2273473183.35,-202350130.32,ext_lt_extratrd,2025-04-30
2021-10,HU,UK,EXPORT,34,ENERGY,34368370.85,38657.42,155.421,104.607,0,1,RAIL,FCA,6100,0,2474492735.87,6638868166.75,bop_q_f,2024-06-06
2022-03,NL,EFTA,IMPORT,51,AGRI_FOOD,34439025.62,38777.29,154.796,104.851,1,0,ROAD,EXW,7100,0,2716630788.14,1455001184.27,ext_lt_intratrd,2025-05-29
2023-08,SE,EA20,EXPORT,68,SERVICES_EST,34502285.04,38900.89,155.182,104.648,0,1,AIR,CIF,A123,0,5448714419.68,1437363563.23,bop_q_c,2024-09-05
2024-01,DK,EU27_2020,IMPORT,85,ELECTRONICS,34641641.39,39011.67,155.702,105.271,1,0,SEA,CFR,4000,0,8096563196.32,-2225230381.19,bop_q_g,2024-11-20
2025-06,IE,APAC,EXPORT,03,METALS,34727611.27,39105.27,157.646,106.234,0,1,POST,FOB,4200,0,640772032.34,-819595722.24,ext_lt_extratrd,2025-05-29
2026-11,PL,LATAM,IMPORT,20,TEXTILES,34786544.88,39271.6,157.881,105.689,0,1,PIPE,DDP,5100,0,6747680315.29,2032138240.23,bop_q_f,2025-05-15
2018-04,AT,AFR,EXPORT,37,PHARMA,34959524.5,39471.78,157.305,107.036,0,1,RAIL,DPU,6100,0,4772317969.86,-704488153.22,ext_lt_intratrd,2024-03-04
2019-09,EE,MEA,IMPORT,54,VEHICLES,34998718.16,39549.41,158.243,106.689,0,1,ROAD,DAP,7100,0,3074150642.32,-3871986811.02,bop_q_c,2024-11-22
2020-02,IT,TUR,EXPORT,71,MACHINERY,35072445.3,39653.37,159.232,108.08,0,1,AIR,CIP,A123,0,-235562289.14,4292891142.09,bop_q_g,2025-01-26
2021-07,PT,RUS,IMPORT,88,CHEMICALS,35183081.3,39791.01,159.762,107.629,0,1,SEA,CPT,4000,0,7168512458.07,4778467545.22,ext_lt_extratrd,2024-02-05
2022-12,BE,CHN,EXPORT,06,ENERGY,35339515.82,39950.99,159.503,107.697,0,1,POST,FCA,4200,0,7915208067.5,213961550.62,bop_q_f,2025-05-04
2023-05,FI,USA,IMPORT,23,AGRI_FOOD,35380133.18,40115.6,160.153,108.349,0,1,PIPE,EXW,5100,0,5420574516.52,3780782654.71,ext_lt_intratrd,2024-12-23
2024-10,LV,UK,EXPORT,40,SERVICES_EST,35486833.83,40236.8,161.244,108.981,0,1,RAIL,CIF,6100,0,1642932152.93,-1542825656.45,bop_q_c,2024-08-09
2025-03,RO,EFTA,IMPORT,57,ELECTRONICS,35559134.18,40322.51,161.337,109.992,1,0,ROAD,CFR,7100,0,-513423068.29,6406128832.39,bop_q_g,2024-11-27
2026-08,BG,EA20,EXPORT,74,METALS,35694496.82,40482.55,162.039,109.394,1,0,AIR,FOB,A123,0,-2656767157.6,-3774650041.67,ext_lt_extratrd,2025-04-24
2018-01,FR,EU27_2020,IMPORT,91,TEXTILES,35755289.8,40660.24,162.506,110.478,1,0,SEA,DDP,4000,0,7843392205.5,150825190.47,bop_q_f,2024-07-05
2019-06,LT,APAC,EXPORT,09,PHARMA,35907352.19,40770.07,162.154,111.234,0,1,POST,DPU,4200,0,-656544666.18,-3150907529.09,ext_lt_intratrd,2024-01-24
2020-11,SK,LATAM,IMPORT,26,VEHICLES,36009376.51,40939.12,163.467,110.945,0,1,PIPE,DAP,5100,0,-680682406.19,188236135.19,bop_q_c,2024-02-25
2021-04,HR,AFR,EXPORT,43,MACHINERY,36046912.39,41054.82,163.871,111.46,0,1,RAIL,CIP,6100,0,3448316191.01,1915580432.32,bop_q_g,2024-01-21
2022-09,DE,MEA,IMPORT,60,CHEMICALS,36195111.58,41205.18,163.949,111.206,0,1,ROAD,CPT,7100,0,7429027393.84,-3752408209.98,ext_lt_extratrd,2024-01-25
2023-02,LU,TUR,EXPORT,77,ENERGY,36284154.6,41295.76,164.518,112.227,0,1,AIR,FCA,A123,0,-1553973767.61,-1050055477.09,bop_q_f,2026-02-21
2024-07,SI,RUS,IMPORT,94,AGRI_FOOD,36391339.14,41485.54,164.039,112.254,0,1,SEA,EXW,4000,0,6907391092.53,1409291448.14,ext_lt_intratrd,2024-05-04
2025-12,CY,CHN,EXPORT,12,SERVICES_EST,36449432.75,41617.2,164.901,112.67,0,1,POST,CIF,4200,0,656049362.12,3005764826.24,bop_q_c,2024-08-23
2026-05,GR,USA,IMPORT,29,ELECTRONICS,36568430.49,41728.13,166.18,113.695,0,1,PIPE,CFR,5100,0,8933987126.26,2861948367.87,bop_q_g,2024-02-20
2018-10,MT,UK,EXPORT,46,METALS,36601767.74,41889.78,165.257,114.354,0,1,RAIL,FOB,6100,0,8585395321.72,7320179069.21,ext_lt_extratrd,2025-04-03
2019-03,ES,EFTA,IMPORT,63,TEXTILES,36772204.72,41950.06,165.541,114.003,0,1,ROAD,DDP,7100,0,1243974359.14,5644474562.72,bop_q_f,2025-12-26
2020-08,CZ,EA20,EXPORT,80,PHARMA,36779882.51,42138.3,166.352,114.592,1,0,AIR,DPU,A123,0,4076191249.72,4941539367.56,ext_lt_intratrd,2025-12-11
2021-01,HU,EU27_2020,IMPORT,97,VEHICLES,36952845.6,42251.41,167.71,115.647,1,0,SEA,DAP,4000,0,-2475198067.54,-2427188103.41,bop_q_c,2026-02-09
2022-06,NL,APAC,EXPORT,15,MACHINERY,36979750.13,42366.83,167.92,115.013,0,1,POST,CIP,4200,0,2219270509.14,-4477738414.24,bop_q_g,2025-04-03
2023-11,SE,LATAM,IMPORT,32,CHEMICALS,37155977.47,42546.51,167.789,116.398,0,1,PIPE,CPT,5100,0,5815574872.97,3793758687.27,ext_lt_extratrd,2025-01-29
2024-04,DK,AFR,EXPORT,49,ENERGY,37217193.2,42661.01,168.207,116.046,0,1,RAIL,FCA,6100,0,8844140635.55,620883530.53,bop_q_f,2026-01-31
2025-09,IE,MEA,IMPORT,66,AGRI_FOOD,37322691.99,42809.97,168.761,116.791,0,1,ROAD,EXW,7100,0,6855401189.0,-1483433618.02,ext_lt_intratrd,2024-09-08
2026-02,PL,TUR,EXPORT,83,SERVICES_EST,37431905.92,42919.67,169.548,116.666,0,1,AIR,CIF,A123,0,9124806952.88,4892952969.16,bop_q_c,2025-01-24
2018-07,AT,RUS,IMPORT,01,ELECTRONICS,37470691.2,43040.69,169.261,117.925,0,1,SEA,CFR,4000,0,5582939294.41,4261302707.84,bop_q_g,2026-02-04
2019-12,EE,CHN,EXPORT,18,METALS,37627404.72,43189.81,169.604,118.507,0,1,POST,FOB,4200,0,523667834.49,-4563255781.04,ext_lt_extratrd,2024-08-22
2020-05,IT,USA,IMPORT,35,TEXTILES,37688426.68,43301.75,170.952,118.42,0,1,PIPE,DDP,5100,0,1506663939.61,-4410272470.53,bop_q_f,2025-06-26
2021-10,PT,UK,EXPORT,52,PHARMA,37741463.58,43497.87,171.867,118.964,0,1,RAIL,DPU,6100,0,-648931280.58,3810622257.03,ext_lt_intratrd,2025-05-20
2022-03,BE,EFTA,IMPORT,69,VEHICLES,37828281.64,43617.55,172.111,119.888,1,1,ROAD,DAP,7100,0,-3132932551.93,-606807005.26,bop_q_c,2025-12-01
2023-08,FI,EA20,EXPORT,86,MACHINERY,37918665.14,43775.3,171.919,119.55,1,0,AIR,CIP,A123,0,440317531.72,6592084653.14,bop_q_g,2025-04-19
2024-01,LV,EU27_2020,IMPORT,04,CHEMICALS,38029822.46,43862.5,172.778,120.943,1,0,SEA,CPT,4000,0,-2716255771.93,-916427440.35,ext_lt_extratrd,2024-03-24
2025-06,RO,APAC,EXPORT,21,ENERGY,38125257.9,44052.31,172.533,120.927,0,1,POST,FCA,4200,0,-924549808.44,-870737181.03,bop_q_f,2024-12-14
2026-11,BG,LATAM,IMPORT,38,AGRI_FOOD,38270656.07,44173.14,172.868,121.729,0,1,PIPE,EXW,5100,0,4592715146.13,2172444417.75,ext_lt_intratrd,2025-08-04
2018-04,FR,AFR,EXPORT,55,SERVICES_EST,38364195.2,44321.87,174.647,122.159,0,1,RAIL,CIF,6100,0,5518529105.95,6851381573.45,bop_q_c,2024-12-24
2019-09,LT,MEA,IMPORT,72,ELECTRONICS,38445858.47,44450.66,174.889,122.668,0,1,ROAD,CFR,7100,0,-1087706457.68,3503502539.58,bop_q_g,2025-07-10
2020-02,SK,TUR,EXPORT,89,METALS,38540261.05,44596.53,174.733,122.839,0,1,AIR,FOB,A123,0,-2790737127.42,6599602829.29,ext_lt_extratrd,2024-10-13
2021-07,HR,RUS,IMPORT,07,TEXTILES,38582895.89,44689.65,176.04,122.585,0,1,SEA,DDP,4000,1,-534365646.29,6258322402.36,bop_q_f,2024-09-18
2022-12,DE,CHN,EXPORT,24,PHARMA,38724577.01,44873.55,175.814,123.68,0,1,POST,DPU,4200,0,7317691286.45,1673342885.56,ext_lt_intratrd,2024-06-27
2023-05,LU,USA,IMPORT,41,VEHICLES,38792286.03,44970.63,176.055,123.486,0,1,PIPE,DAP,5100,0,8076345697.63,3900240914.85,bop_q_c,2026-01-29
2024-10,SI,UK,EXPORT,58,MACHINERY,38898753.78,45112.25,177.355,124.108,0,1,RAIL,CIP,6100,0,-2379751999.31,-959446271.21,bop_q_g,2024-07-13
2025-03,CY,EFTA,IMPORT,75,CHEMICALS,39040500.34,45189.11,176.558,124.591,1,0,ROAD,CPT,7100,0,6585370932.35,4027196997.99,ext_lt_extratrd,2026-02-16
2026-08,GR,EA20,EXPORT,92,ENERGY,39132558.01,45369.74,177.97,125.525,1,0,AIR,FCA,A123,0,-3177956619.61,5583374971.53,bop_q_f,2025-05-10
2018-01,MT,EU27_2020,IMPORT,10,AGRI_FOOD,39170935.53,45470.76,177.284,125.038,1,0,SEA,EXW,4000,0,1531320535.55,-2710279782.55,ext_lt_intratrd,2025-01-22
2019-06,ES,APAC,EXPORT,27,SERVICES_EST,39276910.22,45598.75,178.935,125.721,0,1,POST,CIF,4200,0,4531058301.24,-1451968944.62,bop_q_c,2025-06-09
2020-11,CZ,LATAM,IMPORT,44,ELECTRONICS,39409429.58,45726.52,178.347,125.72,0,1,PIPE,CFR,5100,0,-1840549445.81,4779341938.25,bop_q_g,2025-06-01
2021-04,HU,AFR,EXPORT,61,METALS,39490461.44,45938.64,179.895,127.212,0,1,RAIL,FOB,6100,0,4089910607.76,-2757660630.88,ext_lt_extratrd,2024-06-19
2022-09,NL,MEA,IMPORT,78,TEXTILES,39582606.8,46076.51,179.127,127.588,0,1,ROAD,DDP,7100,0,226029940.8,6940526708.12,bop_q_f,2025-01-27
2023-02,SE,TUR,EXPORT,95,PHARMA,39659409.45,46134.72,180.558,128.125,0,1,AIR,DPU,A123,0,2657685025.48,-4753616438.01,ext_lt_intratrd,2024-06-27
2024-07,DK,RUS,IMPORT,13,VEHICLES,39742712.67,46296.73,181.155,127.95,0,1,SEA,DAP,4000,1,1386565123.84,1598978785.1,bop_q_c,2024-04-07
2025-12,IE,CHN,EXPORT,30,MACHINERY,39851218.34,46450.64,180.961,128.379,0,1,POST,CIP,4200,0,340089445.22,6567359978.36,bop_q_g,2024-09-14
2026-05,PL,USA,IMPORT,47,CHEMICALS,39952931.89,46628.07,182.385,128.481,0,1,PIPE,CPT,5100,0,7548890949.22,4093963462.57,ext_lt_extratrd,2024-02-15
2018-10,AT,UK,EXPORT,64,ENERGY,40091819.62,46764.25,181.66,128.876,0,1,RAIL,FCA,6100,0,1110697358.47,-5177074225.81,bop_q_f,2025-04-20
2019-03,EE,EFTA,IMPORT,81,AGRI_FOOD,40183984.91,46875.12,182.986,129.16,1,0,ROAD,EXW,7100,0,4257294545.81,-5131192826.21,ext_lt_intratrd,2025-05-07
2020-08,IT,EA20,EXPORT,98,SERVICES_EST,40273884.5,47030.7,182.834,130.621,1,0,AIR,CIF,A123,0,47521576.5,6388062360.08,bop_q_c,2025-04-06
2021-01,PT,EU27_2020,IMPORT,16,ELECTRONICS,40382506.99,47160.28,183.149,130.875,1,0,SEA,CFR,4000,0,7712484138.89,3327553924.2,bop_q_g,2025-10-29
2022-06,BE,APAC,EXPORT,33,METALS,40422869.99,47270.78,184.179,131.011,0,1,POST,FOB,4200,0,6530336029.22,4578320038.55,ext_lt_extratrd,2024-02-11
2023-11,FI,LATAM,IMPORT,50,TEXTILES,40496427.3,47407.56,184.082,131.04,0,1,PIPE,DDP,5100,0,3295783113.33,-734501301.85,bop_q_f,2024-01-31
2024-04,LV,AFR,EXPORT,67,PHARMA,40638526.63,47512.18,185.068,130.944,0,1,RAIL,DPU,6100,0,-4154430751.17,1285951035.02,ext_lt_intratrd,2024-04-15
2025-09,RO,MEA,IMPORT,84,VEHICLES,40700697.64,47701.2,185.637,131.959,0,1,ROAD,DAP,7100,0,-2009631001.55,-207128018.37,bop_q_c,2024-02-12
2026-02,BG,TUR,EXPORT,02,MACHINERY,40835677.64,47753.6,186.357,131.879,0,1,AIR,CIP,A123,0,-4730798915.07,7227755032.69,bop_q_g,2025-09-02
2018-07,FR,RUS,IMPORT,19,CHEMICALS,40900976.99,47910.37,185.394,132.21,0,1,SEA,CPT,4000,1,7647171984.18,7149097356.18,ext_lt_extratrd,2025-03-13
2019-12,LT,CHN,EXPORT,36,ENERGY,40984942.37,48095.78,186.019,132.794,0,1,POST,FCA,4200,0,4832010795.29,-5547506593.33,bop_q_f,2025-03-23
2020-05,SK,USA,IMPORT,53,AGRI_FOOD,41126980.83,48244.12,69.34,134.108,0,1,PIPE,EXW,5100,0,3073943108.68,4340548031.42,ext_lt_intratrd,2024-08-29
2021-10,HR,UK,EXPORT,70,SERVICES_EST,41173109.75,48320.81,70.249,134.305,0,1,RAIL,CIF,6100,0,7145172041.52,6053518700.46,bop_q_c,2025-05-10
2022-03,DE,EFTA,IMPORT,87,ELECTRONICS,41312692.11,48504.59,70.926,134.974,1,0,ROAD,CFR,7100,0,-1879332050.51,-5433436929.67,bop_q_g,2024-06-17
2023-08,LU,EA20,EXPORT,05,METALS,41374132.35,48610.19,71.863,134.645,1,0,AIR,FOB,A123,0,-3537113714.21,-1000288803.9,ext_lt_extratrd,2025-10-30
2024-01,SI,EU27_2020,IMPORT,22,TEXTILES,41525623.25,48729.52,71.699,134.894,1,0,SEA,DDP,4000,0,6737627924.89,3808566780.79,bop_q_f,2026-01-02
2025-06,CY,APAC,EXPORT,39,PHARMA,41545591.35,48909.78,72.888,135.358,0,1,POST,DPU,4200,0,-1084256484.54,2673651331.24,ext_lt_intratrd,2024-11-25
2026-11,GR,LATAM,IMPORT,56,VEHICLES,41661083.18,49017.21,72.467,135.841,0,1,PIPE,DAP,5100,0,473355575.42,193206516.23,bop_q_c,2024-03-12
2018-04,MT,AFR,EXPORT,73,MACHINERY,41808684.79,49144.27,73.0,136.496,0,1,RAIL,CIP,6100,0,3974542124.13,206750507.88,bop_q_g,2024-01-13
2019-09,ES,MEA,IMPORT,90,CHEMICALS,41899409.14,49278.04,73.42,137.922,0,1,ROAD,CPT,7100,0,3661827298.88,-848665825.85,ext_lt_extratrd,2024-08-04
2020-02,CZ,TUR,EXPORT,08,ENERGY,41995583.32,49410.75,73.962,138.247,0,1,AIR,FCA,A123,0,1607769303.62,-4318145532.62,bop_q_f,2024-12-21
2021-07,HU,RUS,IMPORT,25,AGRI_FOOD,42023228.05,49542.02,74.541,138.787,0,1,SEA,EXW,4000,0,-713411201.19,-2085307884.74,ext_lt_intratrd,2025-03-01
2022-12,NL,CHN,EXPORT,42,SERVICES_EST,42116043.92,49682.26,75.557,138.79,0,1,POST,CIF,4200,0,7215428945.4,-3838487987.55,bop_q_c,2025-09-13
2023-05,SE,USA,IMPORT,59,ELECTRONICS,42228301.73,49802.76,75.791,138.493,0,1,PIPE,CFR,5100,0,5494734234.26,-6845257565.21,bop_q_g,2024-05-31
2024-10,DK,UK,EXPORT,76,METALS,42375292.28,49936.61,75.936,138.831,0,1,RAIL,FOB,6100,0,-4017325353.16,6579997255.98,ext_lt_extratrd,2024-06-23
2025-03,IE,EFTA,IMPORT,93,TEXTILES,42395155.77,50065.88,75.79,139.796,1,0,ROAD,DDP,7100,0,1296028202.53,-3243249355.39,bop_q_f,2025-03-19
2026-08,PL,EA20,EXPORT,11,PHARMA,42536087.86,50190.67,77.138,139.306,1,1,AIR,DPU,A123,0,7279096496.86,3928161774.55,ext_lt_intratrd,2025-07-13
2018-01,AT,EU27_2020,IMPORT,28,VEHICLES,42585009.6,50360.06,76.805,140.006,1,0,SEA,DAP,4000,0,379102943.1,3986630270.89,bop_q_c,2025-06-06
2019-06,EE,APAC,EXPORT,45,MACHINERY,42716867.64,50514.78,77.069,140.85,0,1,POST,CIP,4200,0,6048044369.36,-4242156451.62,bop_q_g,2025-03-30
2020-11,IT,LATAM,IMPORT,62,CHEMICALS,42807410.8,50633.56,77.426,140.565,0,1,PIPE,CPT,5100,0,4148964283.44,-2104193276.11,ext_lt_extratrd,2024-10-29
2021-04,PT,AFR,EXPORT,79,ENERGY,42951276.21,50740.37,78.093,141.828,0,1,RAIL,FCA,6100,0,3416833874.44,-3023683019.97,bop_q_f,2024-05-22
2022-09,BE,MEA,IMPORT,96,AGRI_FOOD,42998840.09,50906.4,78.684,142.267,0,1,ROAD,EXW,7100,0,-2183436130.11,4482148954.53,ext_lt_intratrd,2025-10-01
2023-02,FI,TUR,EXPORT,14,SERVICES_EST,43128057.35,51020.13,79.542,142.919,0,1,AIR,CIF,A123,0,7674465760.69,-3771843838.5,bop_q_c,2025-11-13
2024-07,LV,RUS,IMPORT,31,ELECTRONICS,43148024.44,51173.73,79.236,142.405,0,1,SEA,CFR,4000,1,-2451592361.09,-6691072865.29,bop_q_g,2025-05-20
2025-12,RO,CHN,EXPORT,48,METALS,43281528.5,51258.86,79.966,143.212,0,1,POST,FOB,4200,0,4907513347.67,-1265537361.55,ext_lt_extratrd,2024-01-15
2026-05,BG,USA,IMPORT,65,TEXTILES,43384627.92,51482.21,81.166,143.99,0,1,PIPE,DDP,5100,0,3866861424.35,-6183594054.63,bop_q_f,2024-07-30
2018-10,FR,UK,EXPORT,82,PHARMA,43467583.64,51554.18,80.936,144.339,0,1,RAIL,DPU,6100,0,-2742121584.89,-2996938659.23,ext_lt_intratrd,2024-10-11
2019-03,LT,EFTA,IMPORT,99,VEHICLES,43615497.79,51747.23,82.351,144.803,0,1,ROAD,DAP,7100,0,6874378131.69,43936058.29,bop_q_c,2024-02-11
2020-08,SK,EA20,EXPORT,17,MACHINERY,43637712.89,51852.2,82.173,145.146,0,1,AIR,CIP,A123,0,3049256083.96,-6523561715.34,bop_q_g,2025-12-26
2021-01,HR,EU27_2020,IMPORT,34,CHEMICALS,43805760.95,51981.87,82.261,145.448,1,0,SEA,CPT,4000,0,-2907017490.7,3730689354.55,ext_lt_extratrd,2024-12-19
2022-06,DE,APAC,EXPORT,51,ENERGY,43818642.65,52111.23,82.37,146.683,0,1,POST,FCA,4200,0,4042503331.11,-2823571980.05,bop_q_f,2025-09-02
2023-11,LU,LATAM,IMPORT,68,AGRI_FOOD,43960914.23,52265.51,84.22,147.182,0,1,PIPE,EXW,5100,0,913733606.95,6656304859.27,ext_lt_intratrd,2024-08-17
2024-04,SI,AFR,EXPORT,85,SERVICES_EST,44067829.13,52389.35,83.566,147.599,0,1,RAIL,CIF,6100,0,7332005289.24,-5292477700.74,bop_q_c,2024-02-17
2025-09,CY,MEA,IMPORT,03,ELECTRONICS,44147281.14,52504.59,84.268,147.721,0,1,ROAD,CFR,7100,0,3659364243.7,-2994613093.17,bop_q_g,2025-12-14
2026-02,GR,TUR,EXPORT,20,METALS,44224601.28,52671.37,85.597,147.397,0,1,AIR,FOB,A123,0,319567471.55,6870857218.16,ext_lt_extratrd,2025-10-11
2018-07,MT,RUS,IMPORT,37,TEXTILES,44324937.23,52759.0,86.073,147.388,0,1,SEA,DDP,4000,1,8284631460.95,5931471486.57,bop_q_f,2025-10-26
2019-12,ES,CHN,EXPORT,54,PHARMA,44424249.14,52917.81,85.724,148.828,0,1,POST,DPU,4200,0,-4237228715.61,-2870734454.62,ext_lt_intratrd,2025-06-15
2020-05,CZ,USA,IMPORT,71,VEHICLES,44486948.63,53041.07,86.618,149.351,0,1,PIPE,DAP,5100,0,7513202163.85,-4327151668.94,bop_q_c,2025-03-02
2021-10,HU,UK,EXPORT,88,MACHINERY,44583967.94,53205.9,86.212,149.148,0,1,RAIL,CIP,6100,0,4226570479.44,1989252366.69,bop_q_g,2024-11-21
2022-03,NL,EFTA,IMPORT,06,CHEMICALS,44660990.89,53301.5,86.85,149.242,1,0,ROAD,CPT,7100,0,-4004940831.28,-1350027305.69,ext_lt_extratrd,2025-09-23
2023-08,SE,EA20,EXPORT,23,ENERGY,44804920.63,53477.71,87.035,150.379,1,0,AIR,FCA,A123,0,-241576634.14,2005217919.61,bop_q_f,2024-06-14
2024-01,DK,EU27_2020,IMPORT,40,AGRI_FOOD,44914034.88,53612.67,88.217,151.143,1,0,SEA,EXW,4000,0,-76296868.49,4869138485.14,ext_lt_intratrd,2025-10-08
2025-06,IE,APAC,EXPORT,57,SERVICES_EST,44960229.95,53781.17,87.727,150.415,0,1,POST,CIF,4200,0,-1515414299.52,-3622077607.67,bop_q_c,2025-04-15
2026-11,PL,LATAM,IMPORT,74,ELECTRONICS,45069618.35,53913.18,88.683,151.742,0,1,PIPE,CFR,5100,0,8461069868.02,3197472275.95,bop_q_g,2025-10-12
2018-04,AT,AFR,EXPORT,91,METALS,45233392.29,53984.73,89.871,151.674,0,1,RAIL,FOB,6100,0,446852057.92,-6160167957.12,ext_lt_extratrd,2026-01-13
2019-09,EE,MEA,IMPORT,09,TEXTILES,45246377.13,54166.8,90.079,153.054,0,1,ROAD,DDP,7100,0,3234522784.11,-2668951307.56,bop_q_f,2025-07-19
2020-02,IT,TUR,EXPORT,26,PHARMA,45357988.91,54293.22,90.156,152.463,0,1,AIR,DPU,A123,0,-1428895982.14,4366672195.81,ext_lt_intratrd,2025-04-01
2021-07,PT,RUS,IMPORT,43,VEHICLES,45442957.43,54425.42,89.937,153.722,0,1,SEA,DAP,4000,0,-2046479415.21,-5269068624.98,bop_q_c,2025-03-24
2022-12,BE,CHN,EXPORT,60,MACHINERY,45579591.49,54526.64,90.704,153.076,0,1,POST,CIP,4200,0,3077013649.78,-6511350694.31,bop_q_g,2025-01-18
2023-05,FI,USA,IMPORT,77,CHEMICALS,45660286.86,54666.05,91.223,154.499,0,1,PIPE,CPT,5100,0,-3849270282.41,383858144.61,ext_lt_extratrd,2025-11-20
2024-10,LV,UK,EXPORT,94,ENERGY,45763841.01,54844.04,91.561,153.945,0,1,RAIL,FCA,6100,0,2186863817.66,79640160.23,bop_q_f,2025-08-31
2025-03,RO,EFTA,IMPORT,12,AGRI_FOOD,45811254.72,54981.76,92.363,154.676,1,0,ROAD,EXW,7100,0,-2273587665.28,-2745271217.05,ext_lt_intratrd,2024-03-04
2026-08,BG,EA20,EXPORT,29,SERVICES_EST,45974786.4,55104.12,93.456,155.482,1,0,AIR,CIF,A123,0,7035668798.13,-1631956103.29,bop_q_c,2024-04-21
2018-01,FR,EU27_2020,IMPORT,46,ELECTRONICS,46038915.27,55179.88,93.492,156.289,1,0,SEA,CFR,4000,0,8044639990.5,-1342698549.09,bop_q_g,2024-03-26
2019-06,LT,APAC,EXPORT,63,METALS,46134141.59,55372.7,93.969,155.924,0,1,POST,FOB,4200,0,154723270.03,-1786404870.95,ext_lt_extratrd,2024-09-12
2020-11,SK,LATAM,IMPORT,80,TEXTILES,46210590.15,55467.06,94.198,156.728,0,1,PIPE,DDP,5100,0,149950305.44,5865359222.19,bop_q_f,2024-09-04
2021-04,HR,AFR,EXPORT,97,PHARMA,46317531.34,55609.09,95.392,157.124,0,1,RAIL,DPU,6100,0,405755923.95,6149731726.34,ext_lt_intratrd,2025-08-21
2022-09,DE,MEA,IMPORT,15,VEHICLES,46389610.27,55715.53,94.93,157.975,0,1,ROAD,DAP,7100,0,-4027777660.15,4854461936.51,bop_q_c,2025-06-20
2023-02,LU,TUR,EXPORT,32,MACHINERY,46522361.97,55933.67,95.576,158.283,0,1,AIR,CIP,A123,0,8088454898.93,5051979332.21,bop_q_g,2024-11-27
2024-07,SI,RUS,IMPORT,49,CHEMICALS,46594816.16,56021.68,96.802,157.59,0,1,SEA,CPT,4000,1,-1453228775.15,-3409273293.31,ext_lt_extratrd,2025-12-24
2025-12,CY,CHN,EXPORT,66,ENERGY,46725877.66,56203.65,96.104,158.904,0,1,POST,FCA,4200,0,-344349874.25,1691871159.55,bop_q_f,2025-03-29
2026-05,GR,USA,IMPORT,83,AGRI_FOOD,46841187.77,56308.49,97.74,159.014,0,1,PIPE,EXW,5100,0,3540013545.6,-419060118.54,ext_lt_intratrd,2025-02-07
