tech_infra_project_start_date,tech_infra_project_id,tech_infra_project_type_code,tech_infra_funding_source_code,tech_infra_total_budget_inr,tech_infra_matching_funds_inr,tech_infra_km_fiber_planned,tech_infra_km_fiber_completed,tech_infra_locations_planned,tech_infra_locations_connected,tech_infra_construction_status_code,tech_infra_permits_issued_count,tech_infra_right_of_way_delay_days,tech_infra_contractor_id,tech_infra_workforce_local_hire_pct,tech_infra_equipment_supply_risk_score,tech_infra_open_access_policy_flag,tech_infra_community_anchor_sites_connected,tech_infra_performance_milestone_met_flag,tech_infra_project_closeout_date
2023-01-24,INF8PNKXHTFST,SAT_GATEWAY,USOF,42889372,29803906,1251.4,18.3,54173,19096,PLANNED,1082,67,CON0508698,83.1,0.47,0,805,1,
2019-11-20,INFXF3KK2YJ4P,TOWER_UPGRADE,PRIVATE_CAPEX,234379391,12282866,1378.6,259.7,93716,47425,IN_PROGRESS,988,121,CON9415181,95.1,0.691,0,2243,0,
2025-01-30,INFAVZR0XDZHG,TOWER_UPGRADE,STATE_GRANT,8831873,1609624,878.8,263.0,130016,128234,CANCELLED,435,16,CON5005728,15.9,0.765,0,2836,0,2021-10-02
2024-03-30,INFBMZEXLB2OM,SAT_GATEWAY,MDB_LOAN,237716206,16792552,69.6,8.2,162827,157159,COMPLETED,1049,218,CON4838701,42.2,0.364,0,2750,1,2022-05-01
2020-03-04,INFWHCDJ4EOHX,TOWER_UPGRADE,USOF,70905571,1910179,5.2,0.3,81424,813,IN_PROGRESS,1232,1,CON0143179,36.2,0.11,1,813,1,
2024-12-21,INF3IZQ8UQE8N,FIBER_BACKBONE,PRIVATE_CAPEX,221654588,142312946,821.3,578.0,52686,29741,IN_PROGRESS,1009,22,CON3211170,66.8,0.378,1,2805,0,
2023-04-05,INFZ7OSKJFZ3S,TOWER_UPGRADE,PRIVATE_CAPEX,47862680,20431925,46.5,46.2,14354,7445,COMPLETED,23,169,CON3492144,99.7,0.43,0,924,0,2020-04-13
2019-03-07,INFBL66E5LWA5,TOWER_UPGRADE,PRIVATE_CAPEX,147730844,10805019,396.3,252.9,20602,7368,ON_HOLD,355,150,CON4025230,79.2,0.468,0,925,1,
2023-07-25,INFSR9CYX5ISM,FIBER_BACKBONE,USOF,11888345,686173,63.9,51.2,118293,67388,COMPLETED,710,190,CON3599408,83.1,0.591,1,937,0,2022-03-30
2022-12-18,INF9SZZBUKWAG,FIBER_BACKBONE,PRIVATE_CAPEX,43487869,15325966,1185.4,1059.8,42040,37196,CANCELLED,569,355,CON3338773,12.2,0.082,0,1922,0,2024-06-06
2023-06-13,INFSX8RRMXIV9,FIBER_BACKBONE,PPP,191262247,33720218,130.7,9.6,107063,13315,PLANNED,830,356,CON2585540,43.0,0.799,0,811,0,
2019-04-29,INF2TSLOWR3H4,TOWER_UPGRADE,MDB_LOAN,104171149,55579416,500.0,45.7,47602,932,CANCELLED,341,133,CON1336706,2.3,0.152,0,1461,0,2025-08-30
2020-07-02,INFJH9CKSJ4YG,FIBER_BACKBONE,PPP,55291658,4562232,1437.7,1008.9,141455,105764,PLANNED,742,99,CON2466269,74.9,0.686,0,336,0,
2021-12-03,INFV4P9BCZO7D,LAST_MILE,PRIVATE_CAPEX,48340259,12131555,115.1,60.1,210935,122939,ON_HOLD,300,349,CON0135394,26.6,0.472,1,1339,1,
2023-10-28,INFLSJVJM6LPO,LAST_MILE,PPP,146063506,17693337,659.9,493.7,157885,105643,CANCELLED,116,158,CON7807841,51.1,0.179,0,225,0,2022-04-18
2024-11-21,INFXDEO55L5GK,TOWER_UPGRADE,STATE_GRANT,37893671,12316573,1449.3,337.1,155563,24958,ON_HOLD,519,295,CON9649781,63.0,0.156,0,2129,0,
2020-12-09,INFJSSGU9H67J,FIBER_BACKBONE,USOF,220895309,150953029,405.0,378.8,107719,97272,PLANNED,915,50,CON4594400,30.5,0.757,1,2087,0,
2021-08-07,INF8G05405ZKM,FIBER_BACKBONE,PPP,246082140,78471320,1280.9,463.3,178099,131943,COMPLETED,617,61,CON4377905,92.0,0.892,0,427,1,2025-05-04
2023-12-02,INFO3ODWD38X6,SAT_GATEWAY,PPP,95826477,7493477,1108.6,339.1,13076,2716,CANCELLED,678,3,CON4060624,25.9,0.388,0,598,0,2022-08-01
2022-06-25,INFB43VADGZHJ,LAST_MILE,PRIVATE_CAPEX,207516666,100030871,680.0,316.6,187320,185009,ON_HOLD,1292,114,CON2972861,67.7,0.359,0,2169,0,
2022-06-29,INFHNSRHH1YGC,COMMUNITY_WIFI,MDB_LOAN,23192796,1834399,923.3,339.9,236657,84182,IN_PROGRESS,781,130,CON6527860,35.7,0.122,1,768,0,
2022-04-10,INFBUNSY42FPG,TOWER_UPGRADE,STATE_GRANT,183013632,95851060,850.5,666.5,196545,187692,ON_HOLD,287,285,CON5162317,10.2,0.127,0,2136,0,
2020-10-21,INF6SMNKLWUHV,FIBER_BACKBONE,STATE_GRANT,100592889,12988652,890.8,483.0,33983,31925,ON_HOLD,1349,54,CON4693594,95.9,0.274,0,1084,0,
2025-01-22,INFTJB079O7YO,FIBER_BACKBONE,PRIVATE_CAPEX,57964610,27803300,1294.4,739.7,242053,209826,ON_HOLD,131,180,CON0164022,69.0,0.881,0,2397,0,
2024-04-05,INF7Y378TUJVV,TOWER_UPGRADE,USOF,191717132,88347862,706.0,511.1,100344,83204,CANCELLED,621,45,CON1378211,72.2,0.767,0,727,0,2025-05-21
2025-05-13,INFE28A2UIB6U,TOWER_UPGRADE,STATE_GRANT,20450228,11715850,66.6,63.5,59889,47808,ON_HOLD,1340,313,CON5660637,80.9,0.959,0,2548,0,
2025-10-06,INFKYB2LUS0M0,TOWER_UPGRADE,STATE_GRANT,208735040,36071419,95.5,63.6,15692,10522,COMPLETED,11,162,CON6884096,54.4,0.121,0,364,0,2024-01-30
2024-03-30,INFVMGHOFTGBR,LAST_MILE,PRIVATE_CAPEX,29496188,11379089,429.2,242.5,129907,18374,IN_PROGRESS,723,363,CON0145713,2.9,0.69,0,1904,0,
2024-01-20,INF7S9M3TUT09,SAT_GATEWAY,MDB_LOAN,98877021,64517955,751.5,178.1,143575,44213,CANCELLED,742,90,CON1238785,79.4,0.505,0,2437,1,2020-09-05
2025-09-08,INFP6GNMYNK33,COMMUNITY_WIFI,USOF,54622041,9711524,257.0,12.3,94264,24150,COMPLETED,31,274,CON7617728,19.5,0.483,0,851,0,2020-07-08
2021-09-20,INFC1US0LMQ78,COMMUNITY_WIFI,PRIVATE_CAPEX,201769859,116118251,952.3,895.2,147830,122373,ON_HOLD,442,293,CON5678347,53.1,0.967,0,1919,0,
2023-10-28,INFY4GQB9RMR4,COMMUNITY_WIFI,STATE_GRANT,190501900,102757222,281.9,153.7,61903,16517,ON_HOLD,792,291,CON7423411,64.2,0.017,0,2146,0,
2021-12-04,INFO2Y8O7J2BH,COMMUNITY_WIFI,USOF,154881894,81659324,1287.7,788.2,117539,63287,CANCELLED,1425,12,CON5603270,85.1,0.797,0,1121,0,2022-11-09
2021-01-28,INFL9EB6U5KG0,TOWER_UPGRADE,USOF,191120592,122533944,1236.7,402.9,196064,61614,ON_HOLD,628,276,CON2981398,38.9,0.229,1,252,0,
2020-03-25,INFDWW3WB6JRE,SAT_GATEWAY,MDB_LOAN,70319461,9277534,1191.9,1172.1,83103,48693,PLANNED,1081,0,CON2101850,9.1,0.782,0,2457,0,
2023-01-19,INFZW52I770WT,COMMUNITY_WIFI,PRIVATE_CAPEX,152150638,72861716,1010.8,831.0,183674,36168,COMPLETED,826,29,CON4611361,41.5,0.296,1,2661,0,2021-10-30
2020-09-07,INFGO7TVAQU3S,TOWER_UPGRADE,PRIVATE_CAPEX,119483603,12006819,589.5,395.0,100924,68142,PLANNED,794,28,CON8309889,48.2,0.942,0,976,0,
2019-10-29,INFDAET25PXZL,LAST_MILE,MDB_LOAN,10209200,26840,655.5,211.0,121844,78186,COMPLETED,1369,85,CON9656714,22.1,0.121,0,58,1,2022-10-13
2025-12-14,INF2PQHGN1O4F,COMMUNITY_WIFI,PPP,67172665,13359168,1404.6,869.0,170799,42084,IN_PROGRESS,689,36,CON8469273,52.0,0.355,0,1447,1,
2019-03-10,INFIS828NY91M,LAST_MILE,STATE_GRANT,139436361,26424143,1087.4,285.3,127796,60223,PLANNED,1336,201,CON1690536,44.7,0.159,0,840,1,
2024-11-22,INFJYEZ7SXYQZ,FIBER_BACKBONE,MDB_LOAN,10035635,1069035,896.5,435.2,167325,94849,CANCELLED,904,82,CON3982618,13.3,0.235,1,720,0,2023-10-29
2024-10-29,INF3M30QZZRWA,COMMUNITY_WIFI,STATE_GRANT,236513847,65092401,675.6,502.1,235379,133093,CANCELLED,1426,7,CON7608929,6.1,0.824,1,978,0,2024-06-15
2020-08-05,INF67CZTJ0C45,FIBER_BACKBONE,PPP,58525458,5834306,1151.0,345.2,195324,90879,CANCELLED,1044,28,CON6078271,33.1,0.941,1,2617,0,2020-09-13
2021-05-18,INFQ5BPD1IZ67,COMMUNITY_WIFI,USOF,114044758,33731778,1114.4,342.1,198932,155434,IN_PROGRESS,636,262,CON9319161,94.8,0.093,1,1441,1,
2020-10-27,INF7WBN502X0L,LAST_MILE,MDB_LOAN,136627373,32418540,759.8,253.5,77339,17632,PLANNED,911,271,CON2087366,67.0,0.849,0,2022,0,
2025-01-24,INFQJDU6E7Q9N,COMMUNITY_WIFI,PPP,70197357,13796851,79.2,20.1,217395,154308,PLANNED,326,303,CON7179279,89.4,0.018,0,1565,0,
2023-08-16,INFSF1LBRGA9T,SAT_GATEWAY,PPP,138476818,76060440,55.4,44.5,47965,35967,COMPLETED,132,193,CON7214356,7.7,0.276,1,1828,1,2024-09-24
2023-08-02,INFYN5CXA5OEK,FIBER_BACKBONE,PRIVATE_CAPEX,165625780,62149146,138.4,41.6,7109,408,IN_PROGRESS,1424,44,CON0926962,0.5,0.431,0,2874,1,
2022-03-27,INFZDE20OQYSC,LAST_MILE,STATE_GRANT,182239697,82095849,16.7,12.5,5400,2469,PLANNED,629,168,CON9004014,57.8,0.043,1,662,0,
2023-03-18,INFJYH0XAJQEL,FIBER_BACKBONE,USOF,158809406,81667249,525.7,132.7,109827,31241,COMPLETED,886,239,CON4039126,53.5,0.742,0,2284,1,2020-12-21
2024-06-16,INF2KA3WYCVN3,SAT_GATEWAY,PPP,24557690,3910677,1132.2,779.9,147186,77062,PLANNED,742,183,CON5576904,42.2,0.125,0,2762,0,
2023-10-17,INF0FUVLTQRA6,FIBER_BACKBONE,STATE_GRANT,23825297,1621983,988.0,719.8,132602,84431,PLANNED,108,19,CON4167948,65.3,0.486,1,409,1,
2024-04-20,INF9EEOX1HRBR,LAST_MILE,PRIVATE_CAPEX,199798814,41803868,932.1,336.2,77379,19359,COMPLETED,555,148,CON5787701,58.2,0.303,0,280,0,2020-10-02
2023-11-06,INFV0JDICDTNT,LAST_MILE,STATE_GRANT,46810317,23387228,231.4,87.2,154376,46441,COMPLETED,707,46,CON7611474,64.6,0.874,0,716,0,2023-03-10
2023-10-24,INFZW3JH33TYH,LAST_MILE,PPP,142391279,26087056,87.8,30.9,239791,147480,CANCELLED,1494,105,CON9866735,11.7,0.601,0,2044,0,2021-10-07
2019-04-28,INF87L3EC6XNV,LAST_MILE,USOF,178539714,39833046,1122.4,1083.3,95705,19483,CANCELLED,1418,182,CON2950835,55.2,0.588,1,900,0,2021-12-13
2021-06-12,INF45LPWS0QBA,SAT_GATEWAY,PRIVATE_CAPEX,24287631,2383325,1481.2,938.3,223490,96552,CANCELLED,767,105,CON5642651,57.4,0.603,0,663,1,2025-04-02
2021-11-02,INFEYPULBWD5B,COMMUNITY_WIFI,PPP,161802608,91310402,170.0,37.6,188254,29722,COMPLETED,1106,351,CON6651167,37.6,0.512,0,473,0,2025-04-27
2022-06-23,INF89SSQP0CTM,TOWER_UPGRADE,PPP,222409424,99974360,201.9,123.1,53026,12619,PLANNED,63,263,CON5326863,89.3,0.702,0,124,0,
2023-02-18,INFTVPEGVIL5Y,SAT_GATEWAY,STATE_GRANT,96231160,46801083,987.8,982.8,5987,3516,CANCELLED,100,353,CON5468176,62.4,0.131,1,2617,0,2021-03-27
2020-07-21,INF060G1FH9BO,LAST_MILE,PRIVATE_CAPEX,107914371,39026893,901.9,173.1,3740,911,ON_HOLD,535,353,CON4066130,51.0,0.335,1,608,0,
2021-02-11,INFLA8OYD0HU1,FIBER_BACKBONE,STATE_GRANT,94663900,40780355,56.4,53.1,47519,8045,IN_PROGRESS,509,273,CON2696871,77.3,0.334,1,231,0,
2019-01-29,INFUKWAQ14TSC,LAST_MILE,PRIVATE_CAPEX,203169070,97370737,963.7,318.8,210599,87882,COMPLETED,701,127,CON1786751,59.6,0.065,1,150,1,2020-04-24
2025-11-03,INF91HU3DTU5H,LAST_MILE,MDB_LOAN,173073355,53714229,1001.0,528.8,139986,66046,ON_HOLD,1060,19,CON5283623,28.2,0.325,0,435,0,
2023-06-02,INFREA189IQ7C,LAST_MILE,MDB_LOAN,60114611,10736744,580.6,219.6,157217,120584,IN_PROGRESS,1233,308,CON6336598,73.2,0.184,0,1345,1,
2025-07-07,INFA5MTGR26SZ,COMMUNITY_WIFI,MDB_LOAN,115373987,13118828,877.5,818.3,163773,52327,ON_HOLD,424,49,CON6836626,52.5,0.934,0,2116,0,
2020-01-27,INF6VGWYBP0BQ,LAST_MILE,PPP,202277104,38038344,1118.8,1051.2,31036,24733,COMPLETED,792,138,CON5460732,45.6,0.69,0,665,0,2023-06-13
2022-09-27,INFTRGNWKHIT7,FIBER_BACKBONE,USOF,197828123,67217656,469.2,370.7,154648,134409,IN_PROGRESS,452,324,CON9970863,50.4,0.775,0,1094,1,
2019-09-11,INFLSADAXF3O4,TOWER_UPGRADE,PRIVATE_CAPEX,206429362,133739476,1384.0,705.7,186050,49526,ON_HOLD,976,147,CON6490124,94.3,0.3,0,2344,0,
2024-06-07,INFIDFNTPQM0F,LAST_MILE,PRIVATE_CAPEX,59746243,26860499,1336.6,1176.9,189150,88884,COMPLETED,827,306,CON4098443,98.4,0.71,0,1269,1,2022-08-28
2020-04-03,INFC72TMJ61FA,COMMUNITY_WIFI,PRIVATE_CAPEX,114914423,77914282,1001.1,24.5,27677,19102,PLANNED,682,56,CON5828418,49.2,0.146,0,2977,0,
2023-07-20,INFGEQGI9GMOR,TOWER_UPGRADE,STATE_GRANT,130611281,44496662,467.1,32.3,200570,55426,CANCELLED,542,156,CON7132828,84.4,0.189,0,1574,0,2020-07-07
2025-11-14,INF7J7PVZT33B,COMMUNITY_WIFI,PPP,152472653,38921342,105.2,1.8,61654,49041,IN_PROGRESS,1258,229,CON7446114,59.0,0.813,1,2804,0,
2020-07-20,INFHA7JYPFDJY,FIBER_BACKBONE,PRIVATE_CAPEX,214005628,2329785,987.6,79.5,42952,7136,ON_HOLD,152,326,CON0960822,79.2,0.451,0,412,0,
2025-11-11,INF790N1AGZWC,FIBER_BACKBONE,STATE_GRANT,227573447,87277901,220.1,211.7,144956,93728,IN_PROGRESS,265,128,CON7273522,69.1,0.549,0,1229,1,
2024-11-27,INFKFL4F4DH4L,COMMUNITY_WIFI,USOF,121836060,79480688,540.8,382.4,210736,22488,IN_PROGRESS,43,69,CON2145386,83.2,0.173,0,1369,1,
2025-06-10,INFWI6M8G71IM,LAST_MILE,PPP,91614516,27742541,1203.1,1051.9,202238,73621,PLANNED,560,279,CON6069468,72.6,0.294,0,2958,0,
2024-09-27,INFO8WEINIICV,COMMUNITY_WIFI,PRIVATE_CAPEX,3343949,1076431,827.1,351.8,106112,105080,PLANNED,705,135,CON3402434,13.6,0.374,0,2454,0,
2019-01-21,INFXB20LHYVOU,TOWER_UPGRADE,USOF,56390746,18085285,287.0,108.0,138850,67930,COMPLETED,1251,291,CON3145350,50.4,0.333,1,70,0,2022-04-15
2019-09-26,INFF3CJABXVAI,SAT_GATEWAY,USOF,82382032,42142592,101.7,19.3,88932,40955,ON_HOLD,895,219,CON2500702,9.6,0.47,0,2977,0,
2020-01-26,INFREI2OYLH4Z,LAST_MILE,MDB_LOAN,91529866,13896808,255.7,61.1,72216,22325,CANCELLED,1274,186,CON9735419,70.8,0.915,0,1495,0,2024-07-30
2021-10-27,INFJ1QP5QOYPV,COMMUNITY_WIFI,STATE_GRANT,36046347,11166518,1293.2,984.3,137483,37810,PLANNED,1089,314,CON9085970,24.8,0.535,0,2247,0,
2026-02-05,INF34ZNNWBKDY,COMMUNITY_WIFI,PRIVATE_CAPEX,126729561,34387038,955.2,702.7,160539,118797,CANCELLED,364,168,CON7704970,35.2,0.795,1,718,0,2025-01-16
2025-10-03,INFF6TBL2WQ5O,TOWER_UPGRADE,PPP,195634085,35225541,1232.3,164.6,102579,18336,PLANNED,95,196,CON4485426,86.4,0.584,1,2749,0,
2026-02-16,INF9IQ6ZYEAH4,COMMUNITY_WIFI,STATE_GRANT,115743428,45721867,1069.4,45.1,109927,28027,IN_PROGRESS,1081,118,CON1812487,12.1,0.901,1,756,1,
2024-05-21,INF8RA2X0SB2J,COMMUNITY_WIFI,STATE_GRANT,44504711,8350393,1499.4,590.5,142755,136851,PLANNED,88,81,CON8697173,75.5,0.038,0,109,0,
2025-03-01,INFL731AE1FIL,SAT_GATEWAY,PPP,139807117,87575050,673.0,621.5,193820,137416,IN_PROGRESS,139,318,CON3035446,44.3,0.602,1,882,0,
2019-04-15,INF7F7DX4EPLK,FIBER_BACKBONE,PPP,215876232,15297488,1499.5,823.4,106739,40512,PLANNED,189,72,CON8469038,15.5,0.926,1,458,0,
2022-01-19,INFG5YJXE9QO7,SAT_GATEWAY,USOF,215031068,27779295,443.0,150.0,239711,116610,ON_HOLD,64,282,CON7529251,71.1,0.506,1,1673,0,
2022-08-09,INF9K0T7Y40B2,SAT_GATEWAY,STATE_GRANT,39658619,26955174,1003.3,426.6,15778,11614,CANCELLED,438,73,CON0161036,22.6,0.883,0,989,1,2024-04-15
2025-06-01,INFW7CRYKWLRD,SAT_GATEWAY,USOF,139356288,48745380,1485.5,338.5,157182,39528,CANCELLED,302,265,CON6300419,53.0,0.236,0,1107,0,2025-03-05
2026-02-07,INFJ9MWZYYWO7,FIBER_BACKBONE,USOF,137466740,11670366,770.0,421.0,167675,40028,IN_PROGRESS,353,97,CON7377850,13.3,0.705,1,1288,0,
2020-06-24,INFKFM1TIZB73,COMMUNITY_WIFI,MDB_LOAN,67394020,19078514,450.4,376.4,159758,78697,ON_HOLD,195,52,CON6577268,94.1,0.468,0,587,0,
2022-12-26,INF3GR9KSJAZJ,LAST_MILE,STATE_GRANT,153701043,44530220,856.9,853.6,103388,98366,PLANNED,639,123,CON0604955,90.4,0.496,0,990,0,
2020-06-22,INFFEAL3GPEJY,COMMUNITY_WIFI,PRIVATE_CAPEX,176720869,120414363,331.9,192.1,247009,32180,COMPLETED,817,32,CON2604157,5.9,0.596,0,40,0,2024-04-23
2023-09-28,INFL8TXHSY5YG,LAST_MILE,MDB_LOAN,94091047,47454033,1129.4,410.8,193725,156037,PLANNED,883,74,CON0343987,57.9,0.955,0,2831,0,
2019-04-02,INFD7EXUOIH8F,TOWER_UPGRADE,MDB_LOAN,221211867,1769276,831.0,516.8,91271,69031,PLANNED,843,187,CON3899108,58.5,0.789,1,1725,0,
2023-03-05,INFAKYGWOQRV9,TOWER_UPGRADE,PRIVATE_CAPEX,164494245,79863802,213.5,75.6,76628,72905,IN_PROGRESS,1430,254,CON5725277,72.8,0.484,1,1862,1,
2025-11-25,INFLTZQRX5DM7,TOWER_UPGRADE,MDB_LOAN,131428774,20207527,932.4,688.5,122761,90881,CANCELLED,1272,68,CON7929250,40.5,0.357,1,2245,0,2024-08-28
2020-08-11,INF2B4ZMT5YH4,LAST_MILE,USOF,145611277,45044345,516.1,405.9,121248,70267,ON_HOLD,986,164,CON3327087,92.7,0.358,0,2052,0,
2021-05-04,INFQUDSZLS7MJ,TOWER_UPGRADE,STATE_GRANT,28045713,4023319,344.1,107.2,14351,3603,PLANNED,1341,274,CON5802747,38.1,0.762,0,1902,1,
2023-03-08,INFV3P6K0GTFP,SAT_GATEWAY,PRIVATE_CAPEX,190845325,61568076,801.6,253.2,166407,2130,CANCELLED,170,18,CON9530494,32.5,0.205,0,2625,0,2024-11-13
2024-12-11,INFI6BHNTGFOY,TOWER_UPGRADE,USOF,167305876,66258300,448.7,76.9,94629,9303,CANCELLED,110,227,CON8004279,13.1,0.5,1,2728,0,2025-08-31
2023-03-18,INFZFPTBIKD7N,FIBER_BACKBONE,PPP,161264105,90404609,393.0,276.6,178433,12542,ON_HOLD,490,227,CON2143000,1.5,0.73,0,1601,0,
2020-03-02,INFSLKKCN7PKM,FIBER_BACKBONE,USOF,242692066,20941237,183.6,112.2,176416,64043,IN_PROGRESS,93,318,CON4423541,19.3,0.843,1,1097,1,
2023-11-14,INFAJQV7X5I55,COMMUNITY_WIFI,STATE_GRANT,39225577,9044526,650.7,261.9,186241,82636,COMPLETED,546,330,CON8371594,56.4,0.443,0,2760,1,2023-04-01
2019-07-23,INF7R5MBQ8QLH,LAST_MILE,PRIVATE_CAPEX,113517533,12877064,151.3,42.2,229773,59254,IN_PROGRESS,354,356,CON5951409,53.3,0.142,1,1455,0,
2024-09-20,INFCNA3SUHPXZ,COMMUNITY_WIFI,USOF,230384341,129476520,932.2,483.1,86688,74951,COMPLETED,940,347,CON0669721,28.9,0.876,0,2737,0,2024-07-16
2024-01-20,INFTOB1AQ1LE3,COMMUNITY_WIFI,USOF,86498849,8319993,745.1,239.2,186640,109773,COMPLETED,483,55,CON6104807,32.7,0.367,1,2649,0,2023-03-05
2019-01-25,INF03S2TT8I21,TOWER_UPGRADE,STATE_GRANT,90997338,15411648,396.1,164.4,69494,52711,COMPLETED,370,262,CON6509020,41.3,0.082,0,2978,1,2020-09-09
2020-02-07,INFGSC3AO7VMX,COMMUNITY_WIFI,MDB_LOAN,54974525,11905593,1200.1,461.0,246793,145632,IN_PROGRESS,1490,164,CON8137393,69.5,0.948,0,1133,1,
2019-03-05,INFF66L0UJ9FG,SAT_GATEWAY,STATE_GRANT,179603257,26272004,182.9,34.7,124542,15865,COMPLETED,488,224,CON9575885,22.7,0.61,1,942,0,2025-06-15
2021-04-20,INFCZ6XFEMEI2,LAST_MILE,PRIVATE_CAPEX,97545417,67738241,1336.3,641.4,62467,24550,CANCELLED,305,321,CON0614025,90.6,0.529,1,1011,0,2025-03-04
2024-11-14,INFD6L9Y3EGX7,LAST_MILE,STATE_GRANT,206628308,33176274,81.4,58.5,225595,114453,COMPLETED,691,349,CON9371967,38.0,0.356,1,692,1,2026-01-24
2022-04-03,INFQWLB5IYGFK,LAST_MILE,PRIVATE_CAPEX,212643711,1078768,186.2,57.0,149437,90447,CANCELLED,898,59,CON3666527,94.4,0.873,0,693,0,2020-05-01
2025-10-13,INFJX36FZPNR3,LAST_MILE,MDB_LOAN,218952631,37290881,279.0,193.9,27965,25290,ON_HOLD,1316,28,CON3491163,6.2,0.062,1,2449,0,
2019-10-23,INFDC0567YF1U,FIBER_BACKBONE,STATE_GRANT,129408056,54236941,927.4,84.0,242182,148965,COMPLETED,450,107,CON5995211,51.3,0.523,1,1306,0,2021-07-10
2022-06-30,INFS8FZOYNLFU,COMMUNITY_WIFI,PRIVATE_CAPEX,230157873,14589872,690.1,209.5,100214,5497,CANCELLED,465,60,CON3549141,97.6,0.33,1,507,0,2024-08-29
2019-10-31,INFS7IOCUS4RJ,FIBER_BACKBONE,USOF,207133938,131541507,1136.8,32.9,137919,11731,COMPLETED,322,81,CON2966475,3.4,0.861,1,289,0,2023-11-11
2021-10-07,INFRHRCVBI7FH,LAST_MILE,PPP,102790288,20962337,692.1,148.5,52780,14773,COMPLETED,232,104,CON9476891,90.2,0.214,0,1465,0,2021-10-22
2021-02-21,INF3FMQAX7S54,SAT_GATEWAY,USOF,228387849,20271640,624.1,589.4,71763,11806,CANCELLED,722,330,CON3970210,95.6,0.357,0,1461,0,2024-07-04
2023-09-12,INFCL5EW5HWJO,FIBER_BACKBONE,PPP,9485665,4242275,782.1,478.7,183456,134503,CANCELLED,1471,94,CON3930563,15.8,0.895,1,1399,1,2025-06-05
2021-11-15,INFN5KFLX2WZF,COMMUNITY_WIFI,STATE_GRANT,236190371,138355323,168.4,92.0,168219,75763,ON_HOLD,683,161,CON0485435,49.7,0.374,0,1827,1,
2024-08-27,INF9H0XRQH4JU,TOWER_UPGRADE,PPP,36926121,6673884,705.2,696.8,147430,146142,PLANNED,531,117,CON5209320,37.7,0.579,1,551,0,
2020-08-16,INFF96TR2SINS,TOWER_UPGRADE,PRIVATE_CAPEX,189997901,80962885,1377.2,816.2,14319,4983,PLANNED,861,296,CON8178413,39.6,0.64,1,1992,0,
2022-03-06,INFW47210Q1KQ,FIBER_BACKBONE,STATE_GRANT,147215054,16482740,103.5,72.6,18918,11338,ON_HOLD,1262,274,CON0841549,29.9,0.304,0,2762,0,
2025-02-27,INFZ097R1VSN0,COMMUNITY_WIFI,PPP,5012592,1695396,1195.8,413.8,59416,43812,COMPLETED,1341,287,CON1420109,26.8,0.087,1,2132,0,2020-09-30
2025-03-23,INFWNBPCRWWNH,SAT_GATEWAY,PPP,200938079,110794235,837.2,742.8,153217,86987,CANCELLED,1028,184,CON7667410,99.2,0.072,0,43,0,2023-05-29
2024-02-24,INF48MT6F0T8T,COMMUNITY_WIFI,STATE_GRANT,156183748,65587490,176.1,52.9,146397,20497,ON_HOLD,1242,142,CON2149710,16.8,0.78,1,624,1,
2020-03-26,INFEAE3HX9JS2,TOWER_UPGRADE,USOF,221150219,137866424,438.9,370.0,5110,1493,ON_HOLD,709,278,CON0705941,52.7,0.703,0,1458,0,
2022-09-23,INFDG7ARGSRC8,COMMUNITY_WIFI,USOF,69141268,47218710,508.4,414.2,118973,113129,CANCELLED,516,63,CON0214573,30.3,0.948,1,1297,0,2025-06-04
2026-02-05,INF6XDDPTVR9W,COMMUNITY_WIFI,STATE_GRANT,9002113,2064852,1338.2,585.6,173339,161609,IN_PROGRESS,1299,140,CON7940149,69.8,0.653,0,1414,1,
2023-05-16,INF5LHMYHND9J,FIBER_BACKBONE,MDB_LOAN,140620715,92474548,834.7,437.5,166655,145116,PLANNED,1264,22,CON8285830,90.6,0.033,1,1427,0,
2019-07-22,INF24Z0HIXSJS,FIBER_BACKBONE,PPP,179948722,105923491,1200.6,1.0,210108,183278,CANCELLED,924,240,CON4388953,62.1,0.252,0,1868,1,2023-03-25
2020-03-18,INFJY32CREJ05,LAST_MILE,PPP,120098818,56395191,783.4,381.3,217869,74,ON_HOLD,1099,1,CON9203726,70.8,0.081,0,1981,0,
2024-08-10,INFLHSMK1MTZ6,TOWER_UPGRADE,USOF,68146263,14832143,431.6,56.4,200090,77714,COMPLETED,768,223,CON4911741,74.2,0.515,0,1665,1,2020-11-27
2024-07-27,INFOZCTXNIZVB,SAT_GATEWAY,USOF,2457726,837757,1080.0,252.6,222658,135032,IN_PROGRESS,67,264,CON4691919,29.8,0.796,1,2723,0,
2025-05-20,INF1ZUPVR39QV,COMMUNITY_WIFI,STATE_GRANT,144971060,57993271,1058.7,1042.8,220690,57297,PLANNED,1102,62,CON5254544,39.0,0.12,0,1626,0,
2021-06-23,INFZ5GC2O0OA8,TOWER_UPGRADE,MDB_LOAN,99074976,20292511,1070.8,665.6,40586,23929,IN_PROGRESS,425,86,CON6928625,63.3,0.822,0,1211,0,
2023-10-29,INFWOLVB9NM63,SAT_GATEWAY,PRIVATE_CAPEX,61375424,29740262,132.1,98.4,43290,17994,IN_PROGRESS,901,334,CON6648732,59.8,0.803,0,1437,1,
2025-05-06,INF3OUXH3843H,FIBER_BACKBONE,USOF,183873552,100790364,1429.7,1087.6,83105,34345,PLANNED,414,74,CON7446671,18.1,0.333,1,2790,0,
