civic_district_plan_id,civic_district_plan_effective_year,civic_district_district_number,civic_district_district_type_code,civic_district_population_total_ideal,civic_district_population_deviation_pct,civic_district_voting_age_population,civic_district_citizen_vap,civic_district_minority_vap_share_pct,civic_district_compactness_polsby_popper,civic_district_compactness_reock,civic_district_contiguity_flag,civic_district_split_count_county,civic_district_split_count_tract,civic_district_incumbent_residence_flag,civic_district_communities_of_interest_index,civic_district_partisan_lean_metric,civic_district_election_competitiveness_score,civic_district_public_comment_count,civic_district_litigation_risk_flag
PLAN2010-SPYA2O,2010,429,VIDHANSABHA,1265745,1.83,890134,823890,36.49,0.364,0.525,1,2,4,1,88.8,-3.15,23.1,27,0
PLAN2020-KQXW11,2020,25,LOKSABHA,829679,4.08,598949,574646,41.76,0.34,0.427,1,1,3,1,91.7,13.17,20.5,19,0
PLAN2023-OMI8CO,2023,376,VIDHANSABHA,2097189,6.39,1585602,1549188,3.94,0.569,0.509,1,2,3,0,53.8,10.38,87.7,12,0
PLAN2010-ZDIRHE,2010,83,LOKSABHA,2197637,-0.49,1406659,1354507,4.78,0.638,0.106,1,2,1,1,32.7,11.4,3.0,11,0
PLAN2017-QF3ADT,2017,462,PANCHAYAT_WARD,701218,0.7,546805,522896,29.62,0.482,0.608,1,2,2,0,56.8,8.63,21.4,20,0
PLAN2021-386A6N,2021,81,MUNICIPAL_WARD,2365359,4.8,1530958,1494680,19.9,0.181,0.51,1,3,2,1,68.6,-5.73,43.1,18,0
PLAN2018-UE99OH,2018,217,MUNICIPAL_WARD,379244,1.81,253107,247772,28.88,0.08,0.162,1,2,5,1,56.8,-10.29,54.7,22,0
PLAN2025-2PGX40,2025,167,VIDHANSABHA,1597866,1.2,1092271,1014918,44.32,0.334,0.799,1,2,1,0,65.9,-13.03,29.6,12,0
PLAN2011-NZMO7G,2011,438,LOKSABHA,479688,-3.0,373555,358971,39.14,0.122,0.789,1,1,0,0,44.6,-6.12,85.0,16,0
PLAN2010-Q0V3WK,2010,363,VIDHANSABHA,1979378,4.66,1323452,1279629,30.79,0.4,0.774,1,1,1,1,60.4,-4.6,90.6,13,0
PLAN2009-OUSX9D,2009,290,PANCHAYAT_WARD,2327183,-1.75,1814981,1771902,28.37,0.548,0.728,1,0,3,1,78.9,-5.15,53.0,30,0
PLAN2022-ZNKQWQ,2022,469,LOKSABHA,337405,-4.28,241367,223438,28.66,0.335,0.101,1,0,4,0,82.1,-10.78,0.3,20,0
PLAN2022-O6ILVB,2022,452,PANCHAYAT_WARD,668864,2.7,467449,455206,41.09,0.186,0.726,1,0,6,0,55.9,10.18,0.9,25,0
PLAN2018-DM1AOZ,2018,232,MUNICIPAL_WARD,165204,1.38,118309,117064,31.46,0.47,0.163,1,1,4,0,69.2,12.65,91.0,10,0
PLAN2019-0B1HI8,2019,380,VIDHANSABHA,2172803,-1.16,1681208,1613433,12.13,0.536,0.378,1,1,2,1,35.0,-7.79,92.7,26,0
PLAN2010-RX3XHY,2010,352,LOKSABHA,397213,3.33,289369,279977,5.13,0.285,0.18,1,2,1,1,69.3,-10.86,44.7,20,1
PLAN2008-K3TYDC,2008,343,LOKSABHA,1755862,6.5,1208412,1185223,38.12,0.373,0.634,1,0,3,1,73.5,11.39,36.9,16,0
PLAN2018-5RHCJT,2018,533,LOKSABHA,238877,0.53,169809,165039,44.29,0.104,0.265,1,1,3,0,13.3,7.55,65.2,14,0
PLAN2009-O9UZXC,2009,431,LOKSABHA,1482756,-4.33,1055480,1038881,11.63,0.414,0.525,0,2,0,1,21.5,5.68,15.0,23,0
PLAN2018-BL6F6F,2018,478,PANCHAYAT_WARD,1104039,0.18,832469,810463,24.42,0.256,0.109,1,0,4,1,26.6,-2.79,14.9,14,0
PLAN2015-47OTB8,2015,506,LOKSABHA,1842610,-3.62,1237081,1219235,28.12,0.114,0.359,1,2,1,1,39.3,13.39,4.6,15,0
PLAN2013-IF81J6,2013,41,MUNICIPAL_WARD,1300433,2.99,947791,885622,19.96,0.261,0.631,1,4,5,0,88.6,-8.64,54.2,16,0
PLAN2010-KJFCLC,2010,507,LOKSABHA,1813340,1.43,1328067,1306292,5.13,0.408,0.451,1,1,3,1,15.4,-3.45,59.2,25,0
PLAN2012-ZUYR7V,2012,478,VIDHANSABHA,2215227,-5.31,1527219,1439025,22.7,0.364,0.76,1,4,3,1,50.9,3.21,11.1,15,0
PLAN2018-7NC2DZ,2018,504,LOKSABHA,1630665,-2.35,1195845,1101957,39.97,0.309,0.179,1,2,2,0,62.9,-6.26,38.1,21,0
PLAN2019-2E52DY,2019,380,LOKSABHA,2009198,2.03,1467008,1361367,18.11,0.558,0.177,1,1,1,1,84.7,14.61,41.7,17,0
PLAN2022-9KQ5F7,2022,94,LOKSABHA,1560399,-0.05,1024762,963711,34.49,0.534,0.405,1,1,5,1,71.1,0.86,81.1,21,0
PLAN2012-KE4QWL,2012,102,PANCHAYAT_WARD,700292,4.54,523391,512580,12.56,0.419,0.573,1,3,0,0,83.7,1.39,30.8,22,0
PLAN2020-7C7HP4,2020,14,MUNICIPAL_WARD,249597,2.35,164526,157562,40.11,0.446,0.361,1,3,4,0,13.3,9.85,15.7,11,0
PLAN2014-RKPVI2,2014,482,LOKSABHA,1979494,0.96,1420694,1372223,36.34,0.569,0.304,1,2,3,1,74.9,0.89,63.1,16,0
PLAN2020-BWK8XN,2020,120,MUNICIPAL_WARD,2022052,-2.15,1426079,1356897,20.86,0.547,0.564,1,3,4,0,18.0,8.23,45.9,20,0
PLAN2025-GXEKBZ,2025,255,LOKSABHA,1518849,1.95,1175943,1131497,23.37,0.286,0.174,1,0,1,1,74.5,-12.17,13.7,12,0
PLAN2024-7HBVPX,2024,373,PANCHAYAT_WARD,906079,4.58,680106,653601,26.51,0.443,0.783,1,0,3,1,23.0,-11.82,84.4,17,0
PLAN2008-CT3M9G,2008,306,PANCHAYAT_WARD,1378879,4.29,983990,930850,9.74,0.302,0.267,1,1,3,1,54.6,13.61,80.4,17,0
PLAN2009-06AWKZ,2009,103,LOKSABHA,2036572,-0.92,1343550,1316803,14.04,0.469,0.579,1,2,2,1,64.2,4.94,54.3,22,0
PLAN2016-7QTZJS,2016,255,MUNICIPAL_WARD,819145,5.63,612095,572026,35.46,0.251,0.526,1,0,3,1,75.4,10.4,2.7,22,0
PLAN2014-PVS9V9,2014,127,LOKSABHA,294166,2.73,189849,180838,17.5,0.333,0.491,1,1,1,0,42.3,-1.76,92.7,25,0
PLAN2025-NVW0PM,2025,291,PANCHAYAT_WARD,178340,3.26,116198,113050,41.52,0.466,0.388,1,0,2,1,55.6,-4.9,23.1,18,1
PLAN2011-HNS54G,2011,292,LOKSABHA,1726786,-5.49,1227158,1164931,11.4,0.545,0.626,1,1,1,0,38.8,5.81,26.3,21,0
PLAN2023-QOEXOA,2023,298,PANCHAYAT_WARD,261425,5.18,187328,175931,31.8,0.617,0.177,1,1,4,0,67.5,-3.02,23.2,25,0
PLAN2013-5RXC4X,2013,536,MUNICIPAL_WARD,504796,0.84,333173,323515,24.08,0.6,0.101,1,1,5,1,27.1,-14.02,93.6,13,0
PLAN2017-EI9NX8,2017,6,VIDHANSABHA,688426,-3.99,516460,487482,38.25,0.2,0.43,1,1,3,1,45.3,3.69,42.7,17,0
PLAN2015-J2S2DA,2015,144,PANCHAYAT_WARD,1799972,5.81,1117633,1087080,44.26,0.587,0.601,1,3,1,1,45.1,-7.26,25.9,22,0
PLAN2020-OVY92D,2020,501,VIDHANSABHA,147655,5.6,109691,104029,34.98,0.518,0.219,1,3,3,1,88.3,8.44,35.4,14,0
PLAN2014-TAOGZE,2014,238,VIDHANSABHA,1418435,5.09,1023808,979281,19.14,0.446,0.137,1,0,1,1,34.8,3.67,33.4,21,0
PLAN2017-FFFGFA,2017,82,MUNICIPAL_WARD,373443,3.77,281888,276598,10.74,0.591,0.446,1,1,0,1,10.4,10.08,31.1,20,0
PLAN2022-Q5SMVV,2022,500,LOKSABHA,2277488,-1.07,1618055,1540380,41.25,0.17,0.687,1,3,1,1,79.6,0.18,54.7,26,0
PLAN2011-AD0TQ2,2011,156,VIDHANSABHA,1483235,-0.67,1125155,1102914,43.25,0.469,0.445,1,1,2,1,34.7,9.67,63.0,19,0
PLAN2025-N2Z7MB,2025,388,MUNICIPAL_WARD,182231,-2.48,126349,117548,30.8,0.094,0.724,1,1,6,0,66.2,8.46,65.5,18,0
PLAN2012-G877FX,2012,236,VIDHANSABHA,1380003,-3.91,906907,841159,33.85,0.096,0.142,1,3,1,1,66.1,8.82,40.4,16,0
PLAN2018-7A7KX7,2018,467,MUNICIPAL_WARD,1084686,3.32,685082,636054,7.88,0.36,0.716,1,2,7,0,15.5,11.54,6.5,18,0
PLAN2015-8UB1SB,2015,478,LOKSABHA,1217908,-4.19,794567,743890,37.04,0.417,0.151,1,2,0,1,60.6,4.36,44.2,19,0
PLAN2008-4AKW6Z,2008,150,MUNICIPAL_WARD,1147352,-3.42,713000,670296,7.34,0.351,0.367,1,0,7,0,28.4,-1.32,63.8,13,0
PLAN2019-ICL12S,2019,285,LOKSABHA,2327895,-3.77,1494862,1477512,6.32,0.488,0.588,1,0,1,1,18.4,-14.62,21.9,21,0
PLAN2022-7JQOQ0,2022,234,VIDHANSABHA,2095910,-0.79,1362419,1259758,29.21,0.611,0.65,1,1,2,1,21.6,-14.0,51.1,18,0
PLAN2022-TGXY7I,2022,387,PANCHAYAT_WARD,2074676,4.8,1389609,1296281,7.67,0.416,0.787,1,0,2,0,41.7,-8.5,88.3,14,0
PLAN2016-HM9UZA,2016,136,VIDHANSABHA,1937121,-3.65,1454534,1351868,10.0,0.403,0.116,1,2,2,1,20.8,13.86,50.5,19,0
PLAN2015-QVEFHX,2015,457,PANCHAYAT_WARD,1807726,-5.74,1266764,1187064,32.67,0.277,0.753,1,3,3,0,39.4,11.21,47.4,21,0
PLAN2020-J7IZVA,2020,271,MUNICIPAL_WARD,1904894,2.63,1465957,1446713,35.8,0.075,0.289,1,0,5,0,48.8,-1.74,52.5,26,0
PLAN2024-T862VL,2024,415,LOKSABHA,2244065,0.22,1546547,1437376,35.75,0.513,0.24,1,0,2,1,17.4,9.39,15.2,17,0
PLAN2025-TKU04V,2025,8,PANCHAYAT_WARD,810046,6.48,511364,472736,42.18,0.068,0.72,1,3,4,0,84.0,9.74,10.3,12,0
PLAN2020-UBK6S2,2020,258,PANCHAYAT_WARD,315751,-3.52,211624,207219,39.62,0.513,0.508,1,0,6,0,43.3,-12.06,83.3,19,0
PLAN2017-ACBLQI,2017,425,MUNICIPAL_WARD,444538,6.21,294841,271352,39.3,0.09,0.712,1,0,3,1,26.9,3.32,41.5,16,0
PLAN2025-N6CLPD,2025,298,VIDHANSABHA,1709568,0.36,1281620,1237460,17.05,0.463,0.182,1,2,4,1,79.7,4.51,43.4,15,1
PLAN2025-PUK6CM,2025,437,LOKSABHA,428689,4.97,297420,281260,25.88,0.49,0.182,1,0,0,1,41.9,7.93,49.6,20,0
PLAN2010-SH0WFW,2010,422,PANCHAYAT_WARD,2142426,-4.32,1626267,1574105,8.45,0.347,0.632,1,4,3,0,62.9,-13.77,14.8,14,0
PLAN2010-KK1R6L,2010,33,LOKSABHA,2390067,3.17,1752795,1684179,38.94,0.58,0.278,1,0,3,1,58.5,10.02,54.7,26,0
PLAN2018-TYIFJH,2018,481,LOKSABHA,1764777,1.46,1322444,1263449,40.01,0.223,0.702,1,0,1,1,75.3,3.29,97.1,25,0
PLAN2019-1JQEDL,2019,224,VIDHANSABHA,2356694,-2.39,1635268,1560896,24.18,0.129,0.22,1,0,2,1,89.1,-10.96,43.9,15,0
PLAN2009-7ODTLK,2009,199,LOKSABHA,1422056,-6.07,1011921,988633,7.84,0.459,0.247,1,0,6,0,84.8,-4.5,17.3,19,0
PLAN2021-N4UNFF,2021,232,PANCHAYAT_WARD,1360075,-3.15,930508,910165,39.62,0.463,0.408,1,1,2,0,10.4,-11.64,13.7,20,0
PLAN2014-C9HXWM,2014,63,MUNICIPAL_WARD,500516,-1.66,316946,299364,24.27,0.174,0.225,1,0,3,1,19.3,-14.95,13.4,21,0
PLAN2008-M74LT3,2008,398,PANCHAYAT_WARD,1858072,5.06,1395814,1356162,38.32,0.445,0.775,1,0,2,0,26.6,-12.68,16.8,14,0
PLAN2015-IK6FPG,2015,455,LOKSABHA,1033838,-5.81,666193,628171,26.88,0.374,0.152,1,0,3,0,23.1,9.09,55.5,21,0
PLAN2021-PDKFEE,2021,544,MUNICIPAL_WARD,2282821,-0.62,1726104,1602304,21.16,0.105,0.127,1,6,9,1,80.4,-2.19,53.0,15,1
PLAN2018-DQ7GEY,2018,211,VIDHANSABHA,567588,-2.79,433951,400235,15.71,0.226,0.622,1,0,2,0,63.7,6.2,0.2,26,0
PLAN2021-6NH44O,2021,467,VIDHANSABHA,906763,-1.31,621786,610276,44.54,0.323,0.373,1,0,1,1,11.9,11.14,72.3,16,0
PLAN2015-318EIF,2015,399,LOKSABHA,1210061,-3.11,863431,813863,32.57,0.478,0.785,1,0,1,1,31.9,-2.69,17.4,20,0
PLAN2011-K23AFP,2011,223,LOKSABHA,948022,5.48,714555,694611,36.54,0.385,0.374,1,1,3,1,66.0,-3.24,54.4,23,0
PLAN2021-DIINIV,2021,12,LOKSABHA,2280110,-1.44,1713292,1583938,42.26,0.168,0.251,1,0,1,1,81.5,-9.6,39.5,20,0
PLAN2025-VAXGUM,2025,527,LOKSABHA,2182305,-0.31,1508740,1445898,4.34,0.174,0.662,1,2,6,0,25.2,7.88,83.5,14,0
PLAN2009-NGMZYZ,2009,185,LOKSABHA,2371949,-4.72,1707495,1573888,20.74,0.197,0.335,1,1,4,0,94.3,4.98,10.0,20,0
PLAN2020-SN8L0U,2020,358,VIDHANSABHA,1219503,0.71,844504,791468,36.52,0.424,0.471,1,1,3,0,25.1,0.86,37.8,19,0
PLAN2014-IK209E,2014,89,VIDHANSABHA,2149023,-1.62,1548802,1441329,27.68,0.154,0.179,1,0,4,0,56.2,9.44,48.9,21,0
PLAN2016-CNWQ21,2016,377,MUNICIPAL_WARD,669071,-0.14,472687,435631,22.96,0.213,0.336,1,1,4,1,56.0,-10.08,0.9,19,0
PLAN2012-LK04P2,2012,509,LOKSABHA,208067,4.83,160553,154670,18.79,0.359,0.592,1,0,2,0,92.9,9.1,41.3,22,0
PLAN2009-W8MYZD,2009,162,LOKSABHA,2303163,5.26,1577813,1509922,35.81,0.213,0.521,1,0,1,1,20.2,1.28,73.4,20,0
PLAN2013-Y9PPPC,2013,488,VIDHANSABHA,222798,1.63,156282,147743,21.45,0.35,0.391,1,3,7,0,70.6,-2.67,80.0,18,0
PLAN2022-XX1CAU,2022,152,LOKSABHA,1530869,4.15,1094639,1080755,22.63,0.077,0.362,1,1,5,1,30.2,-13.12,81.8,18,0
PLAN2008-3XRBX2,2008,321,LOKSABHA,1758966,2.53,1175327,1140125,6.81,0.322,0.375,1,1,4,1,40.8,8.41,65.9,23,0
PLAN2017-FIYOWY,2017,400,PANCHAYAT_WARD,829648,-3.85,560396,529146,8.99,0.41,0.158,1,2,2,0,91.5,12.21,47.9,22,0
PLAN2010-AWRPME,2010,204,VIDHANSABHA,211350,-1.73,132112,123058,29.11,0.187,0.696,1,0,3,1,53.9,7.17,13.8,14,0
PLAN2018-YEMF5N,2018,76,MUNICIPAL_WARD,265894,-5.01,183079,173461,21.78,0.373,0.385,0,3,2,1,26.4,12.27,71.2,15,0
PLAN2018-XNHRC4,2018,398,MUNICIPAL_WARD,415281,-1.73,305776,292575,29.39,0.292,0.51,1,1,5,0,33.6,-12.48,4.6,26,0
PLAN2025-GB7I31,2025,429,VIDHANSABHA,443913,-2.46,343648,328474,35.41,0.198,0.382,1,0,6,1,57.6,11.94,2.0,18,0
PLAN2022-UT6FIZ,2022,90,VIDHANSABHA,993996,-3.93,672164,662506,34.89,0.411,0.408,1,2,7,1,49.3,3.38,50.7,25,0
PLAN2019-FPVW4N,2019,423,VIDHANSABHA,1342027,-4.83,947323,909644,37.79,0.451,0.692,1,0,6,0,29.4,9.92,65.1,20,0
PLAN2021-ER8ZDX,2021,223,VIDHANSABHA,127338,0.45,84387,81122,21.18,0.459,0.526,1,0,0,0,33.2,-12.53,67.8,21,0
PLAN2013-2RMC96,2013,116,VIDHANSABHA,2216334,0.14,1485859,1464069,13.24,0.123,0.257,1,2,2,0,57.4,-9.0,44.3,27,0
PLAN2009-BDJ532,2009,386,VIDHANSABHA,188401,5.57,134356,128948,38.27,0.645,0.759,1,3,3,1,84.4,10.55,53.7,16,0
PLAN2011-ZOGQ2H,2011,349,MUNICIPAL_WARD,1308372,0.9,867323,798940,12.52,0.417,0.277,0,0,4,0,39.8,0.52,1.6,20,0
PLAN2023-CFGK7H,2023,500,VIDHANSABHA,962706,-1.36,629710,611272,27.15,0.583,0.254,1,1,4,1,53.2,13.31,50.4,14,0
PLAN2015-R4YL1W,2015,280,PANCHAYAT_WARD,1231239,4.7,831668,766253,4.6,0.545,0.395,1,2,3,1,29.4,-4.26,63.4,15,0
PLAN2015-JPKPF3,2015,22,MUNICIPAL_WARD,822780,-0.53,548754,521583,18.06,0.062,0.189,1,0,1,0,94.0,-11.72,84.0,11,1
PLAN2016-Z3AOEA,2016,406,PANCHAYAT_WARD,1817646,-3.24,1247102,1219308,27.07,0.587,0.719,1,0,2,1,40.8,4.18,60.4,14,0
PLAN2020-U8PN74,2020,509,VIDHANSABHA,1128429,-1.0,770641,749701,14.8,0.238,0.506,1,0,1,1,31.4,0.78,42.0,21,0
PLAN2019-3BPEQP,2019,536,PANCHAYAT_WARD,143804,3.02,110012,101732,3.91,0.455,0.552,1,4,3,0,16.6,1.86,30.6,14,0
PLAN2025-G80ZWV,2025,128,VIDHANSABHA,1126747,-1.82,719114,711302,17.74,0.345,0.27,1,0,4,0,51.2,12.21,99.3,25,0
PLAN2008-J55CUK,2008,348,MUNICIPAL_WARD,1547358,-4.88,983218,928674,9.63,0.137,0.467,1,0,5,1,16.4,-1.1,42.7,14,0
PLAN2016-6G2KRT,2016,215,LOKSABHA,1328299,-0.02,886996,819402,36.11,0.335,0.575,1,0,3,0,20.4,-11.79,92.2,17,0
PLAN2008-KMRU4E,2008,151,LOKSABHA,2183819,-0.89,1509638,1410131,42.12,0.383,0.424,1,1,2,0,48.7,-1.42,46.0,14,0
PLAN2023-5KXQHX,2023,206,VIDHANSABHA,2296834,4.91,1474217,1416532,28.63,0.564,0.14,1,2,1,0,76.2,-7.67,22.0,16,0
PLAN2019-DQY89F,2019,173,VIDHANSABHA,1608552,1.94,1100420,1024756,34.4,0.134,0.151,1,4,1,1,33.8,7.71,36.2,14,0
PLAN2009-GX5Y7Z,2009,517,MUNICIPAL_WARD,603620,-2.68,431765,424895,24.11,0.367,0.487,1,2,1,1,17.1,-6.98,97.9,25,0
PLAN2018-LZOO0A,2018,361,VIDHANSABHA,966160,-5.87,750748,725639,24.52,0.118,0.286,1,3,2,1,77.1,-14.46,52.0,13,0
PLAN2017-OHF59S,2017,172,VIDHANSABHA,541183,2.23,414683,402401,16.55,0.261,0.334,1,0,0,0,79.5,11.06,74.8,13,0
PLAN2010-ACE2F3,2010,491,LOKSABHA,2255363,1.45,1525232,1476045,22.49,0.371,0.769,1,1,3,0,32.8,10.52,90.9,17,0
PLAN2024-6ZSSJN,2024,127,MUNICIPAL_WARD,845041,-2.5,579327,550488,19.11,0.436,0.71,1,0,0,1,22.2,-12.9,10.8,20,0
PLAN2015-15H9H4,2015,84,PANCHAYAT_WARD,1122816,-6.07,741706,719421,21.24,0.366,0.195,1,1,2,0,18.2,10.38,85.5,20,0
PLAN2022-A2F9TO,2022,382,LOKSABHA,2030293,-0.67,1407808,1344170,22.9,0.359,0.157,1,0,0,0,86.5,14.86,29.7,12,0
PLAN2013-ZN4XJ7,2013,229,PANCHAYAT_WARD,402205,-5.9,257410,241077,4.62,0.138,0.122,1,2,5,0,64.0,6.91,97.9,11,0
PLAN2025-5VA97K,2025,376,LOKSABHA,1286662,-4.04,841140,830870,7.46,0.489,0.101,1,1,4,1,10.6,-7.83,87.0,27,0
PLAN2017-EGJN56,2017,60,VIDHANSABHA,1649344,1.92,1102620,1056409,29.28,0.42,0.747,1,1,4,1,62.1,-8.33,0.6,19,0
PLAN2016-N385C6,2016,283,MUNICIPAL_WARD,1906300,1.74,1211516,1163961,5.68,0.322,0.579,1,2,3,1,59.1,2.5,61.0,17,0
PLAN2018-OR2TYZ,2018,309,LOKSABHA,886670,-4.57,660318,610981,13.09,0.151,0.42,1,0,2,1,61.7,2.04,47.3,21,0
PLAN2013-TB80U1,2013,110,LOKSABHA,1059345,4.41,775467,729438,40.61,0.449,0.427,1,0,6,0,88.5,-8.68,24.5,21,0
PLAN2009-KWCCIM,2009,54,PANCHAYAT_WARD,1069720,2.04,726415,688721,4.66,0.547,0.282,1,2,1,1,38.1,-9.15,59.2,16,0
PLAN2023-6MY4GW,2023,156,LOKSABHA,741497,3.51,547860,527850,35.14,0.17,0.614,0,1,6,1,35.9,-9.65,16.3,13,0
PLAN2013-JXRQMB,2013,381,LOKSABHA,150373,-0.52,100188,97158,37.1,0.408,0.166,1,0,1,0,40.2,11.97,79.6,16,1
PLAN2009-WA7SLK,2009,493,LOKSABHA,1090286,2.85,754745,733193,3.28,0.406,0.468,1,2,1,0,93.1,-3.8,57.7,24,0
PLAN2017-R3TB8V,2017,375,VIDHANSABHA,2019009,1.51,1322970,1234956,33.12,0.559,0.589,1,1,3,0,19.7,-4.88,61.0,23,0
PLAN2017-52XOVY,2017,83,VIDHANSABHA,531202,5.87,351737,346384,23.5,0.312,0.663,1,0,2,1,20.2,13.2,64.0,14,0
PLAN2016-RDDN7P,2016,81,PANCHAYAT_WARD,2362890,0.6,1732536,1618433,7.22,0.139,0.774,1,1,4,1,41.6,-13.98,49.5,18,0
PLAN2009-EUQ3PU,2009,236,VIDHANSABHA,2238527,-4.63,1723318,1608419,16.11,0.229,0.56,1,2,3,0,87.0,13.18,45.1,19,0
PLAN2008-XFC5Z5,2008,440,MUNICIPAL_WARD,880152,3.34,671567,622471,14.74,0.118,0.151,0,1,1,1,19.2,-1.67,36.0,15,0
PLAN2012-8TNJXC,2012,303,MUNICIPAL_WARD,893080,0.96,688755,648980,23.73,0.064,0.792,1,2,4,1,66.9,2.38,91.7,12,0
PLAN2008-PPFNNI,2008,78,VIDHANSABHA,927777,0.43,719566,663777,10.48,0.378,0.599,1,0,6,1,90.4,13.91,52.6,17,1
PLAN2014-UV1FFO,2014,272,VIDHANSABHA,2074487,4.9,1504144,1418737,10.78,0.449,0.107,1,1,6,1,79.4,14.12,61.9,20,0
PLAN2025-D6ZMBY,2025,370,MUNICIPAL_WARD,1742463,1.47,1215114,1154326,31.57,0.186,0.441,1,0,1,1,46.5,9.44,47.0,14,0
PLAN2023-7PR5A5,2023,60,VIDHANSABHA,1956327,-1.4,1481891,1395236,41.86,0.058,0.19,0,1,3,1,27.5,-12.17,76.8,17,0
PLAN2025-A2MF3G,2025,285,PANCHAYAT_WARD,2245600,5.06,1599643,1489598,4.95,0.315,0.604,0,0,3,1,75.6,-6.89,95.8,12,0
PLAN2015-PUXJCN,2015,320,LOKSABHA,2211605,-4.44,1636906,1568550,8.04,0.619,0.273,1,2,7,1,63.0,-0.39,57.6,15,0
PLAN2020-FES7P8,2020,404,LOKSABHA,328145,-6.42,221995,210241,41.41,0.127,0.59,1,1,2,0,38.9,-12.16,1.1,15,1
PLAN2013-2QG6TU,2013,474,PANCHAYAT_WARD,1380161,2.98,914221,872223,25.81,0.478,0.501,1,0,4,1,65.7,-8.12,42.8,19,0
PLAN2016-EZAQ3U,2016,536,VIDHANSABHA,1645705,-2.21,1238756,1153787,10.25,0.321,0.284,1,0,3,1,47.7,9.51,28.0,16,0
PLAN2020-82Q78E,2020,127,MUNICIPAL_WARD,310159,3.68,239696,236969,33.16,0.471,0.594,1,1,1,1,90.5,-10.86,48.5,17,0
PLAN2020-FE0X7H,2020,395,LOKSABHA,411665,2.8,306104,300035,42.98,0.59,0.543,1,2,5,0,57.3,12.0,31.1,20,0
PLAN2014-A6FBF4,2014,492,VIDHANSABHA,1315738,-2.5,918860,897452,29.62,0.623,0.784,1,2,3,1,19.6,5.56,85.7,13,0
PLAN2010-GYR58M,2010,197,PANCHAYAT_WARD,171637,6.02,111968,107273,20.2,0.424,0.405,1,2,5,1,85.9,3.72,83.2,18,0
PLAN2015-4YQQ14,2015,409,PANCHAYAT_WARD,861738,6.36,640487,598776,41.15,0.151,0.712,1,0,2,0,48.8,4.57,3.3,18,0
PLAN2023-7YURNZ,2023,268,PANCHAYAT_WARD,1340532,2.28,1023284,991405,28.57,0.497,0.588,1,0,1,1,54.4,1.4,38.6,9,0
PLAN2024-MO1OBV,2024,115,PANCHAYAT_WARD,1162421,6.28,763726,725212,29.33,0.198,0.67,1,1,1,0,46.6,-12.15,55.9,16,0
PLAN2019-SIKJAZ,2019,536,VIDHANSABHA,501434,-0.39,366281,352653,35.09,0.465,0.439,1,0,7,1,31.3,2.57,28.4,22,0
PLAN2011-F3KEYY,2011,21,MUNICIPAL_WARD,1287128,1.14,911141,847517,22.46,0.607,0.757,1,0,3,1,20.1,-5.51,64.3,11,0
PLAN2012-HQHZED,2012,341,LOKSABHA,2391585,1.97,1639422,1536051,11.66,0.515,0.3,1,0,2,1,63.1,11.78,97.0,21,0
PLAN2025-1IWAAY,2025,536,PANCHAYAT_WARD,2114481,-3.51,1333180,1294820,30.04,0.251,0.783,1,1,1,0,48.3,-0.82,4.1,18,0
PLAN2012-YP1M2V,2012,158,LOKSABHA,2344014,-6.46,1771654,1631000,43.7,0.386,0.358,1,0,4,0,41.7,-11.02,89.3,22,0
PLAN2016-6L0DCZ,2016,6,VIDHANSABHA,996552,0.16,747197,707826,12.8,0.328,0.273,1,1,6,0,45.1,12.35,80.4,21,1
PLAN2012-PBBOUZ,2012,49,MUNICIPAL_WARD,323020,-4.42,228514,225063,41.95,0.479,0.439,1,3,4,0,37.3,-13.84,88.5,19,0
PLAN2025-46V57H,2025,24,MUNICIPAL_WARD,787137,6.41,512739,491434,10.22,0.57,0.563,1,2,2,1,24.6,-8.62,84.2,17,0
PLAN2013-KSHRDG,2013,480,MUNICIPAL_WARD,1073709,-2.78,740043,686297,6.08,0.292,0.578,1,0,5,1,24.2,-7.2,67.4,18,0
PLAN2010-UQDJI6,2010,146,PANCHAYAT_WARD,2297792,-4.59,1652531,1558198,19.96,0.335,0.19,1,0,3,1,84.4,-0.74,68.6,20,0
PLAN2019-9NK33A,2019,315,VIDHANSABHA,572656,4.69,389325,369580,39.6,0.374,0.383,1,2,4,0,91.3,11.29,40.3,23,0
PLAN2014-D9REXP,2014,254,VIDHANSABHA,1555181,-2.15,1015715,992860,33.97,0.087,0.477,1,1,2,0,42.8,-0.28,6.7,21,1
PLAN2023-2FOL4V,2023,105,VIDHANSABHA,196621,5.19,125910,120649,32.63,0.547,0.309,1,1,2,0,81.7,-13.56,85.3,22,0
PLAN2014-9REA3Y,2014,536,VIDHANSABHA,1149329,-5.78,806137,794355,7.49,0.356,0.662,1,2,5,0,93.2,-0.79,99.8,15,0
PLAN2008-AOBK02,2008,174,MUNICIPAL_WARD,2252920,-3.27,1604353,1482334,43.76,0.258,0.781,1,1,1,0,25.8,-10.94,55.9,15,0
PLAN2017-DA1K3R,2017,280,LOKSABHA,1822567,-6.28,1380763,1355392,42.77,0.347,0.537,1,3,2,1,55.2,7.51,57.2,17,0
PLAN2022-OX05ZH,2022,517,VIDHANSABHA,891967,-3.92,625069,595208,34.95,0.352,0.658,1,0,3,1,80.7,0.08,95.8,13,1
