travel_intl_arrival_year,travel_intl_arrival_month,travel_intl_port_of_entry_air_sea,travel_intl_visitor_country_code,travel_intl_visitor_region_code,travel_intl_purpose_of_trip_code,travel_intl_length_of_stay_days_median,travel_intl_visitor_spend_inr_total,travel_intl_visitor_spend_retail_inr,travel_intl_visitor_spend_lodging_inr,travel_intl_visitor_spend_food_inr,travel_intl_visitor_spend_entertainment_inr,travel_intl_payment_method_share_cash,travel_intl_payment_method_share_card,travel_intl_group_tour_flag,travel_intl_business_travel_flag,travel_intl_visa_waiver_eligible_flag,travel_intl_repeat_visitor_flag,travel_intl_satisfaction_score,travel_intl_exchange_rate_index
2022,8,BOM_AIR,MDV,N_AMERICA,VFR,7,445914,203590,315395,178211,180038,0.4,0.41,0,0,1,1,2.3,76.98
2018,3,CCU_AIR,AUS,N_AMERICA,EDUCATION,2,854774,291419,319367,68333,50887,0.38,0.58,1,0,0,0,7.9,102.24
2020,3,AMD_AIR,AFG,OCEANIA,PILGRIMAGE,40,642933,185505,490904,54378,74073,0.52,0.46,0,1,1,0,3.4,93.26
2020,3,GOI_AIR,USA,S_AMERICA,MEDICAL,34,451422,139440,292633,113479,11137,0.19,0.31,1,0,1,0,9.2,95.26
2022,12,BOM_SEA,IND,EUROPE,LEISURE,4,1099369,100722,43842,104619,161251,0.55,0.22,1,1,1,1,8.1,79.07
2023,11,KOCHI_SEA,DEU,EUROPE,PILGRIMAGE,17,931787,95514,550504,141588,43519,0.47,0.26,0,0,1,0,5.1,60.12
2025,1,COK_AIR,CAN,EUROPE,EDUCATION,7,109990,130906,383854,48682,128866,0.18,0.32,1,0,1,0,1.4,69.9
2020,10,MUM_SEA,JPN,EUROPE,BUSINESS,12,929979,396475,278620,90026,143498,0.71,0.13,0,1,0,0,7.2,125.74
2024,8,COK_AIR,ETH,OCEANIA,BUSINESS,12,153692,80162,532722,51576,108145,0.11,0.11,0,1,0,0,5.2,101.17
2019,8,GOI_AIR,BGD,OCEANIA,CONFERENCE,10,529625,286703,429398,174093,136599,0.25,0.43,1,0,0,1,8.2,71.55
2024,7,MUM_SEA,VNM,MIDDLE_EAST,VFR,44,46903,257787,224977,177942,115508,0.19,0.55,0,0,1,0,7.7,73.11
2023,3,BOM_AIR,ESP,EUROPE,PILGRIMAGE,25,888542,9660,435974,235945,155524,0.44,0.56,1,0,0,1,7.7,124.14
2018,10,GOI_AIR,VNM,N_AMERICA,VFR,5,192543,297540,328536,11250,34815,0.65,0.24,1,1,1,1,2.5,75.04
2024,7,HYD_AIR,BGD,ASIA,BUSINESS,17,1103382,259335,54496,42533,110157,0.26,0.47,1,1,1,0,4.9,66.04
2015,12,GOI_AIR,SAU,N_AMERICA,LEISURE,38,398968,21485,363454,232176,70736,0.18,0.34,0,1,0,1,5.2,125.82
2023,7,GOI_AIR,LKA,N_AMERICA,PILGRIMAGE,11,1085143,282320,58552,28268,115238,0.53,0.07,1,0,1,1,8.1,77.03
2019,10,GOI_AIR,JPN,N_AMERICA,MEDICAL,45,887444,109858,85254,182031,152384,0.62,0.25,0,1,1,1,4.7,120.89
2021,7,BOM_AIR,KEN,ASIA,CONFERENCE,22,445268,333934,469924,43808,158711,0.86,0.06,0,1,0,1,8.8,114.68
2024,4,AMD_AIR,KOR,N_AMERICA,VFR,20,229581,164031,247286,57827,28299,0.57,0.33,0,1,0,0,3.5,83.06
2025,5,HYD_AIR,FRA,OCEANIA,PILGRIMAGE,32,672418,383883,529395,113928,51429,0.53,0.37,1,0,1,0,9.9,128.4
2020,5,DEL_AIR,SAU,MIDDLE_EAST,MEDICAL,23,175256,200921,15575,28557,92239,0.45,0.1,0,0,1,1,1.8,125.4
2017,4,COK_AIR,SAU,ASIA,CONFERENCE,23,1086552,237985,202892,104863,69155,0.29,0.23,1,0,1,0,5.5,81.38
2021,1,BLR_AIR,LKA,EUROPE,EDUCATION,2,1043357,258466,523321,167782,83970,0.86,0.12,1,0,0,1,6.3,75.56
2025,2,COK_AIR,BTN,EUROPE,LEISURE,45,1022924,393085,12644,237901,125875,0.65,0.34,1,0,1,1,5.0,63.58
2021,10,BOM_SEA,JPN,N_AMERICA,VFR,3,583095,24732,88916,111070,3140,0.45,0.42,0,1,1,0,5.9,124.44
2021,12,DEL_AIR,LKA,EUROPE,BUSINESS,33,201127,366273,296532,36794,70431,0.5,0.23,0,0,0,1,8.0,121.7
2024,2,HYD_AIR,FRA,S_AMERICA,CONFERENCE,5,1173546,258145,597867,49887,160528,0.86,0.12,0,0,1,1,2.5,107.91
2025,5,KOCHI_SEA,NPL,OCEANIA,LEISURE,23,768668,365082,494128,231429,95426,0.46,0.19,1,1,0,1,9.5,124.09
2017,3,BOM_SEA,GBR,N_AMERICA,MEDICAL,25,813737,348044,573450,230628,61664,0.89,0.1,0,1,1,0,4.5,80.18
2017,2,BOM_SEA,ESP,ASIA,PILGRIMAGE,24,488368,135465,461300,212360,107922,0.54,0.07,1,1,1,0,6.6,67.36
2016,11,COK_AIR,RUS,S_AMERICA,EDUCATION,30,583108,113683,580915,180326,182710,0.83,0.17,0,1,1,0,5.0,114.64
2019,5,CCU_AIR,KOR,EUROPE,CONFERENCE,30,63835,349291,128820,200141,132151,0.67,0.08,0,1,0,0,6.4,128.36
2019,2,BOM_SEA,AFG,S_AMERICA,BUSINESS,8,1066245,293378,580021,21931,95784,0.14,0.79,1,0,0,1,7.5,77.81
2018,10,AMD_AIR,RUS,AFRICA,BUSINESS,36,654859,123255,85065,229346,123407,0.57,0.37,1,0,0,1,5.6,75.52
2024,3,BOM_SEA,GBR,ASIA,EDUCATION,29,210617,26037,178416,176102,38786,0.86,0.08,1,1,1,0,2.0,125.77
2023,9,MAA_AIR,FRA,S_AMERICA,MEDICAL,21,447258,192912,335786,171996,152682,0.33,0.34,0,1,0,1,4.0,110.37
2016,7,CCU_AIR,CHN,EUROPE,VFR,16,1126139,158757,503877,202621,31385,0.35,0.18,1,0,1,0,8.2,79.8
2025,12,GOI_AIR,LKA,S_AMERICA,LEISURE,23,587786,222610,343223,131005,31946,0.15,0.43,0,1,1,1,6.1,99.25
2015,9,CCU_AIR,PAK,ASIA,MEDICAL,29,40444,272959,282928,44798,93466,0.48,0.13,1,0,0,0,7.8,93.43
2024,7,DEL_AIR,MYS,OCEANIA,VFR,37,1029026,133186,219641,225740,19274,0.3,0.24,0,0,0,1,9.0,111.38
2025,4,BLR_AIR,DEU,MIDDLE_EAST,EDUCATION,26,749133,327687,125664,117168,129121,0.71,0.06,1,0,1,0,4.9,89.69
2023,10,BOM_SEA,CAN,OCEANIA,MEDICAL,45,424054,326950,172037,55165,7933,0.23,0.45,1,1,0,0,4.2,88.46
2018,10,BLR_AIR,NPL,EUROPE,LEISURE,24,1016565,120028,410842,231332,109940,0.68,0.25,0,0,0,1,2.0,119.56
2018,6,MUM_SEA,SAU,MIDDLE_EAST,BUSINESS,40,777620,170690,185764,189451,16187,0.4,0.16,1,1,1,0,3.4,109.5
2024,1,BOM_AIR,CHN,ASIA,LEISURE,26,639507,260693,418886,59874,2754,0.85,0.11,0,0,0,1,4.8,110.36
2022,11,MUM_SEA,CHN,OCEANIA,MEDICAL,45,70372,193711,571638,3811,187299,0.54,0.07,0,0,0,1,2.2,79.03
2021,1,KOCHI_SEA,KOR,ASIA,CONFERENCE,27,548461,130477,337419,128104,119287,0.8,0.06,1,0,1,0,2.0,91.89
2025,3,KOCHI_SEA,DEU,ASIA,PILGRIMAGE,11,299374,356768,529486,133427,149987,0.27,0.42,0,1,0,0,5.0,101.62
2015,5,COK_AIR,SAU,N_AMERICA,MEDICAL,27,302768,293135,144689,59335,152782,0.85,0.06,0,0,1,0,4.4,78.15
2024,6,HYD_AIR,NPL,AFRICA,VFR,22,250545,171172,488588,235818,106500,0.23,0.38,1,0,0,1,8.6,129.51
2017,10,MUM_SEA,BTN,EUROPE,CONFERENCE,1,908195,229596,70519,127872,133234,0.85,0.06,0,0,0,0,1.3,91.39
2024,8,KOCHI_SEA,MMR,EUROPE,LEISURE,38,827323,235983,138487,69562,69634,0.79,0.11,0,1,1,0,7.9,85.84
2020,1,DEL_AIR,MYS,AFRICA,MEDICAL,27,436472,243395,202774,47788,154602,0.22,0.69,1,0,0,1,2.9,119.6
2020,1,BLR_AIR,SAU,S_AMERICA,LEISURE,1,386252,265317,148043,155204,186142,0.61,0.3,0,1,0,0,8.9,77.33
2020,10,BLR_AIR,AFG,EUROPE,MEDICAL,15,968981,315133,525778,148134,86171,0.36,0.29,0,0,0,1,3.6,116.17
2020,4,BOM_SEA,NGA,N_AMERICA,VFR,11,507299,320625,203617,5432,129156,0.39,0.25,0,1,0,0,6.0,126.0
2022,3,HYD_AIR,ETH,EUROPE,BUSINESS,38,730529,284593,419865,163226,104208,0.08,0.37,0,1,1,1,3.3,110.43
2021,1,COK_AIR,BGD,ASIA,MEDICAL,29,347975,33088,144680,216317,157236,0.75,0.08,1,0,0,0,4.7,94.84
2017,2,AMD_AIR,CAN,OCEANIA,PILGRIMAGE,30,621388,157995,23982,78240,129615,0.27,0.32,0,0,1,0,3.1,68.68
2018,7,MAA_AIR,USA,OCEANIA,VFR,23,406696,54546,204336,136815,16060,0.7,0.2,0,0,0,0,4.4,109.04
2017,1,CCU_AIR,USA,MIDDLE_EAST,MEDICAL,42,767577,217977,261859,68165,8263,0.55,0.39,1,0,1,0,8.8,118.44
2023,4,HYD_AIR,THA,S_AMERICA,CONFERENCE,26,824392,137820,151917,133010,183967,0.88,0.1,0,1,1,0,7.3,89.03
2019,7,BOM_AIR,CAN,ASIA,LEISURE,37,882280,234757,28209,150687,158262,0.22,0.52,1,1,0,1,4.0,113.57
2023,8,CCU_AIR,NPL,MIDDLE_EAST,BUSINESS,18,237842,249166,125976,97660,58894,0.32,0.09,0,0,0,1,8.7,97.81
2021,3,GOI_AIR,DEU,AFRICA,BUSINESS,15,412224,281519,575655,50798,152654,0.19,0.16,1,0,0,1,1.5,114.33
2015,11,HYD_AIR,DEU,ASIA,EDUCATION,40,833733,114618,112132,213840,95261,0.76,0.07,1,0,0,1,7.3,78.77
2023,3,COK_AIR,BTN,S_AMERICA,EDUCATION,22,712768,33055,40852,47701,55015,0.33,0.17,0,1,1,0,6.6,60.38
2016,6,BLR_AIR,SAU,EUROPE,PILGRIMAGE,2,795602,396682,406870,215931,12223,0.22,0.62,1,0,1,1,4.4,129.73
2024,8,MUM_SEA,SGP,ASIA,PILGRIMAGE,3,1096853,157713,81648,245799,85284,0.55,0.3,0,1,0,0,4.7,71.73
2016,12,KOCHI_SEA,NPL,AFRICA,EDUCATION,26,234817,269965,566027,141812,179559,0.37,0.31,0,0,0,1,4.4,121.52
2018,1,BLR_AIR,PAK,MIDDLE_EAST,LEISURE,29,374670,274265,492159,198859,111904,0.74,0.05,1,1,1,0,6.8,66.21
2020,8,KOCHI_SEA,AUS,S_AMERICA,PILGRIMAGE,29,188609,358536,347798,191152,102040,0.7,0.22,1,0,1,0,3.1,105.67
2020,2,GOI_AIR,KEN,OCEANIA,LEISURE,38,108624,444,416060,108917,125392,0.15,0.48,1,1,1,1,10.0,63.93
2024,10,BLR_AIR,MDV,N_AMERICA,CONFERENCE,23,426767,386806,71772,35575,109826,0.78,0.06,0,0,0,0,1.0,106.94
2023,3,HYD_AIR,ARE,OCEANIA,LEISURE,39,830231,102940,218387,215574,185642,0.89,0.09,0,0,0,1,5.2,67.44
2023,9,GOI_AIR,VNM,MIDDLE_EAST,EDUCATION,23,373363,249786,344645,41078,31669,0.69,0.12,0,1,0,0,3.1,102.32
2018,8,MAA_AIR,PAK,N_AMERICA,MEDICAL,28,147054,197502,47994,217514,4998,0.75,0.15,0,0,0,1,4.2,85.32
2019,2,CCU_AIR,NGA,OCEANIA,MEDICAL,35,464925,256244,331882,134892,76504,0.83,0.09,1,1,1,1,8.8,96.77
2017,2,HYD_AIR,SGP,EUROPE,BUSINESS,2,413375,244404,258715,229228,73773,0.72,0.12,1,0,1,1,4.2,63.5
2025,1,CCU_AIR,ITA,EUROPE,LEISURE,43,840205,154122,138072,79636,50126,0.55,0.07,1,0,0,0,2.9,84.74
2019,2,AMD_AIR,CAN,MIDDLE_EAST,LEISURE,28,984254,297439,33308,150080,173977,0.11,0.09,1,1,0,1,4.3,114.61
2021,6,AMD_AIR,SGP,ASIA,MEDICAL,24,532777,46944,375577,225611,34708,0.46,0.43,1,1,1,0,3.9,114.28
2016,8,BOM_AIR,BGD,AFRICA,VFR,3,542037,3483,301947,55234,43579,0.72,0.05,0,0,1,1,5.6,106.27
2024,5,BLR_AIR,DEU,MIDDLE_EAST,EDUCATION,10,1091967,137270,302000,98274,179900,0.27,0.25,1,1,0,0,9.1,126.52
2016,4,BLR_AIR,BGD,N_AMERICA,VFR,34,1099050,351782,184347,219586,73737,0.61,0.37,1,1,0,1,7.3,106.41
2015,11,HYD_AIR,AFG,OCEANIA,BUSINESS,19,24697,56893,246703,113089,161738,0.32,0.55,1,1,1,1,8.7,84.17
2016,4,DEL_AIR,MYS,EUROPE,PILGRIMAGE,1,742370,197438,81167,75226,138670,0.78,0.14,1,1,1,1,3.7,107.25
2019,3,MUM_SEA,THA,S_AMERICA,MEDICAL,38,396939,314421,65107,219509,40019,0.36,0.49,0,0,0,0,1.3,84.93
2023,3,CCU_AIR,FRA,S_AMERICA,MEDICAL,37,74561,41237,421336,11560,141990,0.09,0.86,0,1,0,1,4.3,102.32
2019,11,CCU_AIR,ARE,S_AMERICA,BUSINESS,4,504933,17226,346840,116161,191123,0.54,0.44,1,1,1,0,7.4,106.85
2025,4,BOM_SEA,AUS,OCEANIA,BUSINESS,7,405891,198399,123339,167571,145612,0.09,0.43,0,0,0,1,3.5,91.89
2023,5,BOM_AIR,AUS,S_AMERICA,LEISURE,3,905579,181570,441660,237780,93782,0.23,0.28,1,1,1,1,3.5,128.85
2016,10,HYD_AIR,BTN,N_AMERICA,PILGRIMAGE,14,684401,68299,578050,125195,195483,0.48,0.4,0,0,1,0,1.8,66.91
2025,8,GOI_AIR,ESP,EUROPE,VFR,16,753043,7883,573698,113913,44647,0.72,0.14,1,0,1,1,2.9,95.48
2020,10,AMD_AIR,JPN,AFRICA,CONFERENCE,28,1158318,179231,64327,174270,31727,0.32,0.15,1,0,1,1,7.6,122.71
2015,7,KOCHI_SEA,USA,EUROPE,BUSINESS,28,512873,298992,198668,88367,48161,0.3,0.18,1,0,1,0,5.6,90.77
2015,5,BLR_AIR,DEU,EUROPE,CONFERENCE,6,880363,330665,27217,61593,68562,0.15,0.48,0,1,0,0,1.6,102.91
2017,10,MUM_SEA,AFG,EUROPE,LEISURE,28,754291,308548,305801,128068,409,0.55,0.25,1,1,0,0,10.0,88.74
2019,4,BOM_AIR,NGA,MIDDLE_EAST,BUSINESS,18,1046648,15468,586164,52243,137610,0.5,0.26,1,0,1,0,6.1,126.96
2021,7,BOM_AIR,MMR,ASIA,MEDICAL,18,798743,146313,436470,28321,168849,0.06,0.38,1,0,0,0,2.4,128.36
2024,11,BOM_AIR,MMR,OCEANIA,CONFERENCE,43,112812,75047,513042,165179,146845,0.65,0.15,1,0,0,1,1.4,73.16
2021,2,KOCHI_SEA,SGP,EUROPE,VFR,15,969240,164789,289874,112824,173241,0.44,0.15,0,0,0,1,6.0,125.35
2015,7,KOCHI_SEA,FRA,S_AMERICA,LEISURE,14,41318,304135,586873,104211,46657,0.3,0.49,0,1,0,1,3.3,95.94
2016,8,BOM_SEA,BTN,ASIA,MEDICAL,22,495886,283160,284326,81384,101394,0.65,0.2,0,1,0,1,3.3,100.18
2015,1,AMD_AIR,VNM,OCEANIA,VFR,14,92611,216660,392656,25014,45076,0.74,0.13,1,0,0,1,5.5,126.05
2015,4,HYD_AIR,MMR,EUROPE,VFR,19,188255,205061,171695,145198,99067,0.56,0.35,1,1,0,0,5.2,111.55
2018,8,CCU_AIR,SGP,N_AMERICA,EDUCATION,30,86664,298597,346801,120885,92026,0.13,0.57,1,0,1,1,4.2,104.09
2025,7,MUM_SEA,MYS,N_AMERICA,LEISURE,19,494433,143528,364216,233705,167696,0.82,0.15,1,1,0,0,8.3,121.48
2015,8,MUM_SEA,MMR,N_AMERICA,BUSINESS,39,751119,117022,350386,105711,179873,0.07,0.62,1,0,1,0,4.6,106.07
2018,4,BOM_SEA,ITA,S_AMERICA,PILGRIMAGE,33,776031,374882,116077,52707,70379,0.23,0.5,0,0,0,0,5.0,65.34
2025,8,KOCHI_SEA,MYS,MIDDLE_EAST,LEISURE,38,513479,285107,560107,116419,187214,0.27,0.33,1,1,0,1,6.7,108.72
2017,11,MAA_AIR,AUS,MIDDLE_EAST,CONFERENCE,32,1108076,34169,232239,25713,14459,0.36,0.22,1,0,1,0,7.4,125.98
2021,3,BLR_AIR,MMR,N_AMERICA,PILGRIMAGE,14,954514,328658,249464,146672,25126,0.35,0.19,1,0,0,0,4.3,97.26
2023,3,MUM_SEA,PAK,S_AMERICA,VFR,34,1078706,392807,19134,22766,46675,0.81,0.18,1,1,0,0,5.7,97.71
2025,1,BOM_SEA,ESP,ASIA,PILGRIMAGE,23,855102,74086,304483,215960,171280,0.73,0.09,1,1,1,0,5.5,79.45
2025,1,MAA_AIR,IND,OCEANIA,BUSINESS,34,899359,17740,559158,135306,86808,0.22,0.54,0,0,0,0,8.9,99.38
2024,1,COK_AIR,BGD,S_AMERICA,CONFERENCE,19,316569,313143,569491,61579,66421,0.86,0.07,0,0,0,0,4.8,125.65
2020,12,MUM_SEA,ESP,AFRICA,MEDICAL,25,436208,225301,530930,39343,181018,0.36,0.6,1,1,0,1,5.1,79.83
2019,3,COK_AIR,DEU,AFRICA,VFR,26,346493,153066,107613,71089,79671,0.24,0.19,1,1,1,0,6.2,127.77
2025,10,BOM_AIR,BGD,ASIA,MEDICAL,22,903589,35950,145384,115358,135326,0.85,0.14,1,1,1,1,7.0,109.62
2019,5,DEL_AIR,MYS,AFRICA,PILGRIMAGE,11,847252,53652,162390,148713,62023,0.54,0.43,1,0,0,0,1.0,75.3
2022,10,HYD_AIR,MDV,MIDDLE_EAST,EDUCATION,31,1189575,25602,499687,143057,98584,0.55,0.13,1,0,0,0,6.9,109.32
2016,4,DEL_AIR,BTN,EUROPE,LEISURE,41,372102,68041,271878,37179,109371,0.61,0.35,1,1,0,0,2.4,89.65
2023,12,AMD_AIR,THA,MIDDLE_EAST,BUSINESS,5,1075837,67948,549440,110014,143432,0.58,0.09,1,1,1,1,9.8,101.06
2015,3,BLR_AIR,BGD,N_AMERICA,VFR,44,895907,181976,467614,244925,76329,0.59,0.3,0,1,0,0,4.2,120.28
2018,6,KOCHI_SEA,MYS,S_AMERICA,EDUCATION,31,287304,102893,304807,91964,19243,0.05,0.51,0,1,0,0,5.3,75.06
2023,3,GOI_AIR,KOR,EUROPE,VFR,3,1171072,46692,396229,31065,93184,0.63,0.36,1,0,0,1,1.6,91.36
2019,4,MUM_SEA,BGD,N_AMERICA,LEISURE,20,167370,297477,318614,196865,104669,0.68,0.18,0,1,1,1,8.8,90.67
2025,6,DEL_AIR,PAK,AFRICA,PILGRIMAGE,15,670993,7478,285988,69606,49007,0.07,0.11,1,1,1,0,3.2,108.28
2018,3,HYD_AIR,IND,ASIA,VFR,31,416350,176412,128364,137172,153841,0.58,0.1,0,1,0,1,3.8,64.78
2022,10,DEL_AIR,LKA,S_AMERICA,LEISURE,5,198631,351307,538369,189767,77167,0.27,0.27,0,0,0,0,6.6,73.06
2024,11,CCU_AIR,VNM,N_AMERICA,BUSINESS,14,271139,71168,444287,189073,168173,0.58,0.22,1,0,1,0,1.1,90.84
2020,6,BLR_AIR,DEU,EUROPE,PILGRIMAGE,22,694725,176711,256056,41819,59318,0.28,0.69,1,1,0,1,9.9,98.12
2018,2,BOM_AIR,KEN,AFRICA,PILGRIMAGE,19,222401,365633,383860,219390,134925,0.13,0.45,1,1,1,1,5.6,63.04
2021,10,MUM_SEA,SGP,N_AMERICA,EDUCATION,42,49070,18951,168162,135637,61993,0.2,0.75,0,0,0,0,8.5,91.04
2025,11,GOI_AIR,SAU,ASIA,CONFERENCE,42,101117,28611,2500,237109,20717,0.83,0.16,1,1,1,1,9.2,103.46
2019,4,BLR_AIR,IND,EUROPE,EDUCATION,42,743681,93373,249005,41612,94105,0.42,0.14,0,1,0,1,1.0,69.5
2023,11,BLR_AIR,ITA,S_AMERICA,BUSINESS,7,216997,97776,39405,105434,54797,0.83,0.16,0,1,1,1,4.9,90.92
2015,6,MAA_AIR,PAK,ASIA,BUSINESS,5,970847,319564,458375,24870,160679,0.46,0.18,0,1,1,1,9.0,111.75
2021,4,BOM_SEA,NPL,OCEANIA,PILGRIMAGE,24,1198851,329846,395137,71430,60204,0.81,0.17,1,0,1,0,7.2,66.28
2020,2,MAA_AIR,DEU,ASIA,EDUCATION,14,1033986,239516,332910,246576,52003,0.53,0.46,0,1,1,1,7.7,103.4
2015,5,HYD_AIR,BTN,S_AMERICA,LEISURE,18,406608,174440,356966,54458,158905,0.35,0.09,1,0,0,0,6.0,86.83
2020,1,MAA_AIR,SGP,AFRICA,MEDICAL,15,334579,230952,152409,18833,37843,0.24,0.53,0,0,1,1,9.8,91.55
2025,9,DEL_AIR,IND,ASIA,CONFERENCE,28,483086,138659,582153,219233,185721,0.37,0.3,0,1,1,0,1.9,85.23
2024,1,DEL_AIR,ETH,MIDDLE_EAST,CONFERENCE,33,105030,361614,2647,100701,14405,0.2,0.39,1,1,1,1,8.8,65.89
2020,7,GOI_AIR,MYS,N_AMERICA,EDUCATION,36,310019,350395,585745,65087,10516,0.88,0.09,1,0,0,1,7.1,101.88
2024,10,CCU_AIR,THA,MIDDLE_EAST,VFR,21,118756,34375,242380,180043,77706,0.35,0.62,0,1,0,0,5.9,89.75
2023,5,HYD_AIR,LKA,ASIA,BUSINESS,17,610158,108422,59315,168409,16986,0.52,0.32,0,1,1,1,7.0,118.81
2024,3,DEL_AIR,MYS,OCEANIA,VFR,2,231607,271859,476532,218654,103389,0.9,0.1,0,1,1,1,8.1,111.27
2025,12,AMD_AIR,MYS,EUROPE,CONFERENCE,1,235841,86871,46056,87830,88502,0.49,0.49,0,1,0,1,2.7,100.58
2021,3,HYD_AIR,FRA,MIDDLE_EAST,BUSINESS,13,1126390,397136,357509,42055,4493,0.31,0.6,1,1,0,0,3.0,76.58
2015,1,BLR_AIR,GBR,MIDDLE_EAST,VFR,16,196127,379038,143006,53352,190801,0.57,0.32,0,1,0,0,3.2,93.98
2018,6,GOI_AIR,KOR,AFRICA,BUSINESS,37,472096,116187,376918,236831,11563,0.74,0.1,1,0,1,0,4.1,114.44
2019,5,HYD_AIR,NGA,S_AMERICA,VFR,15,1030811,377363,145049,91378,15423,0.57,0.27,0,1,0,0,6.1,68.22
2017,10,BOM_AIR,RUS,ASIA,VFR,39,1052778,59792,384443,69187,9075,0.24,0.22,1,0,0,1,9.2,68.31
2023,1,GOI_AIR,NPL,OCEANIA,VFR,44,352506,262380,173407,131781,36095,0.21,0.76,0,1,1,0,3.3,75.34
2025,8,BOM_SEA,BTN,MIDDLE_EAST,EDUCATION,20,530020,291851,233010,37888,144502,0.66,0.33,1,0,0,1,6.0,122.04
2022,12,KOCHI_SEA,SAU,AFRICA,LEISURE,14,749261,200651,344998,64914,66379,0.77,0.11,1,0,0,1,9.8,95.62
2019,6,HYD_AIR,USA,AFRICA,CONFERENCE,3,357073,78968,569553,52579,24753,0.64,0.06,0,0,1,0,7.1,128.32
2018,8,BOM_SEA,CHN,ASIA,MEDICAL,15,898785,164993,230381,110804,11114,0.13,0.73,1,0,1,0,4.9,122.0
2016,1,COK_AIR,GBR,N_AMERICA,VFR,44,619186,299563,493704,1409,147007,0.32,0.27,0,1,1,0,1.7,76.14
2025,4,DEL_AIR,ETH,AFRICA,VFR,6,513802,59261,328847,141807,19146,0.63,0.15,1,1,1,1,3.9,129.01
2021,9,KOCHI_SEA,DEU,EUROPE,VFR,9,1068968,253146,392059,171435,183523,0.65,0.22,0,0,0,1,3.9,94.32
2021,8,COK_AIR,SAU,N_AMERICA,LEISURE,43,1123190,345745,578290,199594,169294,0.44,0.05,0,0,0,0,7.1,120.92
2019,6,HYD_AIR,AFG,EUROPE,VFR,45,97231,344759,395583,187554,195799,0.3,0.29,1,1,1,1,2.5,93.31
2021,5,MAA_AIR,ESP,N_AMERICA,EDUCATION,1,75496,253493,94609,28562,59958,0.13,0.39,1,0,1,0,5.4,126.23
2025,11,AMD_AIR,ETH,AFRICA,EDUCATION,38,1166839,391259,127185,248021,164128,0.1,0.88,1,0,0,1,4.6,112.05
2019,2,HYD_AIR,MDV,AFRICA,VFR,45,394591,283810,297442,127130,152027,0.15,0.18,0,0,0,1,2.3,96.95
2017,1,HYD_AIR,MMR,EUROPE,LEISURE,39,345685,132824,539329,71570,7119,0.34,0.14,1,0,0,0,9.0,108.99
2021,10,DEL_AIR,BGD,ASIA,LEISURE,31,1069083,297613,141535,34805,161931,0.57,0.29,0,1,0,1,6.6,75.87
2020,8,KOCHI_SEA,THA,N_AMERICA,CONFERENCE,36,911204,184802,381449,226415,188717,0.77,0.06,1,1,1,0,7.1,119.84
2022,3,GOI_AIR,NPL,S_AMERICA,EDUCATION,37,151723,313827,443524,167441,61268,0.26,0.48,0,0,1,0,4.6,79.12
2016,4,CCU_AIR,BTN,AFRICA,BUSINESS,26,1035463,101921,44343,187114,195481,0.11,0.39,1,1,1,1,8.5,101.55
2017,8,AMD_AIR,THA,ASIA,VFR,34,951366,267629,478857,159166,55240,0.87,0.05,0,0,1,1,9.3,129.39
2016,3,KOCHI_SEA,SAU,N_AMERICA,BUSINESS,22,100910,51985,183511,19384,145043,0.57,0.22,1,0,1,1,1.2,63.71
2021,3,DEL_AIR,BTN,S_AMERICA,CONFERENCE,36,888905,53121,477563,168209,196465,0.17,0.63,1,0,0,0,5.0,72.09
2017,7,BOM_SEA,JPN,S_AMERICA,LEISURE,17,118507,76565,546131,110218,196137,0.26,0.14,1,1,1,0,7.0,108.08
2017,5,MUM_SEA,THA,AFRICA,LEISURE,10,769255,261924,376612,169499,89075,0.41,0.15,1,1,1,1,8.5,104.58
2022,11,HYD_AIR,ESP,N_AMERICA,BUSINESS,26,213473,230649,304284,105818,148676,0.87,0.07,1,0,1,0,8.1,110.7
2020,6,HYD_AIR,MMR,MIDDLE_EAST,CONFERENCE,10,1046342,273919,231344,226277,149199,0.15,0.36,0,1,1,0,9.8,61.36
2016,8,KOCHI_SEA,NPL,ASIA,BUSINESS,11,758743,160057,28967,90954,196491,0.41,0.56,0,0,1,1,7.8,107.78
2020,12,MUM_SEA,AFG,ASIA,MEDICAL,31,1152750,163439,401518,147129,194660,0.42,0.09,1,0,1,0,2.1,125.89
2021,6,GOI_AIR,ETH,AFRICA,LEISURE,18,1187457,106812,235850,13545,166113,0.89,0.1,1,0,0,0,2.4,88.07
2021,11,CCU_AIR,KOR,EUROPE,VFR,28,1070983,84,227849,3636,92285,0.21,0.64,1,0,0,0,9.6,94.31
2021,1,BOM_AIR,CHN,S_AMERICA,EDUCATION,35,705128,308629,158352,69199,65685,0.45,0.28,0,1,0,0,1.2,109.03
2020,9,CCU_AIR,CHN,MIDDLE_EAST,BUSINESS,19,706590,269183,4177,221591,152590,0.89,0.06,1,0,1,0,4.4,121.63
2020,8,BLR_AIR,FRA,MIDDLE_EAST,LEISURE,13,551251,22474,420372,87208,20066,0.61,0.26,0,0,1,0,4.9,112.74
2016,8,BOM_SEA,BTN,EUROPE,MEDICAL,20,45779,223736,153075,35502,9283,0.19,0.6,1,1,0,0,3.3,127.33
2018,8,HYD_AIR,LKA,EUROPE,VFR,36,794187,20556,193952,246896,65143,0.85,0.07,1,0,0,1,7.6,111.75
