health_chronic_surveillance_year,health_chronic_small_area_id,health_chronic_condition_code,health_chronic_prevalence_rate_pct,health_chronic_incidence_rate_per_100k,health_chronic_hospitalization_rate_per_100k,health_chronic_mortality_rate_per_100k,health_chronic_comorbidity_index,health_chronic_risk_factor_smoking_rate,health_chronic_risk_factor_obesity_rate,health_chronic_risk_factor_diabetes_rate,health_chronic_physical_activity_rate,health_chronic_diet_quality_score,health_chronic_medication_adherence_rate,health_chronic_preventive_screening_rate,health_chronic_avoidable_ed_visit_rate,health_chronic_healthcare_access_barrier_index,health_chronic_ncoioeconomic_deprivation_index,health_chronic_age_adjustment_standard,health_chronic_confidence_interval_width
2015,LGD-SA-3833249,STROKE,43.28,2393.59,460.41,987.77,7.22,7.67,32.01,21.39,25.37,53.52,70.16,19.26,32.12,55.29,60.83,GBDStd,13.569
2024,LGD-SA-9578675,COPD,41.9,864.29,1576.73,1511.32,3.96,5.19,46.24,15.63,62.37,14.43,77.84,83.99,46.7,84.24,95.41,Census2011,5.758
2023,LGD-SA-3861898,COPD,5.68,2410.57,1744.4,532.27,10.11,26.08,9.12,17.79,23.52,9.54,55.26,28.79,69.19,27.0,10.17,WHO2000,14.161
2019,LGD-SA-3166030,CVD,16.57,2657.37,1083.25,398.12,1.2,18.9,44.9,28.82,69.28,32.34,87.55,50.55,46.35,73.49,71.11,GBDStd,6.577
2024,LGD-SA-6160858,TB_SEQ,41.86,3435.41,2065.51,1527.82,5.59,38.41,54.45,31.06,71.55,4.56,80.5,85.06,120.64,96.27,65.46,Census2011,13.625
2015,LGD-SA-8457485,ASTH,12.38,3008.95,593.98,1034.46,0.04,6.79,21.82,12.59,19.91,70.38,93.49,85.26,68.44,5.89,71.62,GBDStd,3.534
2016,LGD-SA-6887370,COPD,37.36,2856.04,1506.48,634.69,2.36,27.68,43.64,24.03,26.37,62.87,54.36,38.88,77.77,6.79,69.33,India2011,6.409
2019,LGD-SA-3259076,STROKE,14.54,891.81,882.7,932.41,8.98,24.96,27.65,21.13,86.15,54.83,45.38,64.69,45.19,33.1,2.6,India2011,3.726
2018,LGD-SA-3257395,TB_SEQ,28.19,2622.24,892.96,1772.43,0.06,7.34,27.94,24.82,81.49,87.36,39.4,62.73,33.94,92.45,2.52,India2011,14.031
2024,LGD-SA-8756197,ASTH,6.5,1642.3,1887.67,277.1,10.66,31.44,17.38,19.92,57.49,64.46,62.13,66.56,48.37,83.06,74.56,India2011,11.866
2015,LGD-SA-4486202,TB_SEQ,16.26,455.53,1161.93,1064.03,5.51,39.98,6.01,1.07,55.42,55.71,84.1,89.61,112.8,20.38,97.29,WHO2000,0.863
2024,LGD-SA-9357882,CKD,33.31,2707.57,20.71,182.52,11.25,30.07,35.98,4.0,47.94,74.35,70.93,56.44,159.27,14.95,59.31,GBDStd,12.005
2016,LGD-SA-3008099,OBES,4.54,337.37,818.49,544.87,2.39,35.1,36.57,27.26,64.81,1.45,96.92,59.44,176.04,62.54,82.51,Census2011,4.86
2018,LGD-SA-2337640,OBES,9.51,2615.51,2134.99,108.23,0.15,33.29,5.11,13.84,28.97,83.55,65.01,63.18,152.67,80.91,35.88,India2011,1.39
2025,LGD-SA-4039838,STROKE,19.69,2925.67,1283.43,593.68,4.1,42.53,46.83,20.42,53.61,90.81,33.93,46.29,149.49,55.68,48.67,India2011,14.36
2022,LGD-SA-5658302,COPD,36.61,1863.03,644.36,743.77,0.42,37.6,46.59,3.35,74.85,71.24,44.8,70.32,31.19,58.59,30.99,Census2011,9.097
2019,LGD-SA-5907385,TB_SEQ,20.55,390.73,137.46,1655.33,12.88,25.19,46.26,3.86,89.3,45.52,36.51,61.41,156.19,47.61,91.71,India2011,11.417
2020,LGD-SA-5845985,HTN,21.8,1125.37,2112.11,1350.83,10.05,15.62,31.08,31.27,67.71,91.28,90.62,10.62,120.23,52.89,0.56,Census2011,9.86
2017,LGD-SA-9432684,TB_SEQ,5.25,1220.19,941.4,133.83,2.25,4.59,32.87,1.3,67.84,4.9,46.58,26.8,47.12,32.74,32.6,WHO2000,2.338
2021,LGD-SA-2982890,HTN,40.37,1017.2,956.87,613.86,6.01,13.71,2.88,28.09,65.13,6.06,50.62,32.54,24.76,19.92,58.15,GBDStd,7.817
2024,LGD-SA-4084473,STROKE,22.02,1514.14,1751.45,1609.02,9.25,15.6,21.74,12.27,16.13,65.97,57.77,71.31,9.96,3.59,93.98,GBDStd,10.514
2019,LGD-SA-5401967,CKD,43.81,994.65,1311.91,1310.11,9.61,43.68,8.21,3.98,32.76,42.65,25.42,13.28,94.72,54.48,75.58,Census2011,0.584
2016,LGD-SA-7499263,TB_SEQ,10.16,1918.55,1355.06,1396.19,9.61,7.43,31.72,31.23,46.54,40.19,43.13,79.5,131.47,28.32,52.53,India2011,4.902
2020,LGD-SA-8586626,ASTH,44.96,2033.03,1470.6,1441.14,5.93,21.67,39.62,19.26,12.02,10.96,28.03,19.92,174.33,26.76,95.33,WHO2000,12.685
2016,LGD-SA-7864678,ASTH,12.47,836.98,2106.61,1302.63,10.73,13.02,38.63,6.91,58.75,62.43,75.02,10.01,94.13,83.21,7.39,WHO2000,10.786
2025,LGD-SA-5370269,ASTH,23.67,3141.43,1411.76,231.34,10.55,7.7,49.48,14.71,30.56,9.14,73.44,80.11,17.77,76.09,32.13,WHO2000,14.686
2023,LGD-SA-7890255,NCD_MULTI,11.51,1566.11,1824.23,1528.6,2.45,32.35,40.43,5.92,65.94,31.08,49.29,30.65,58.61,14.71,46.29,Census2011,7.093
2015,LGD-SA-6113198,CANC,42.16,875.67,692.13,1502.77,14.84,41.48,29.08,19.48,50.74,43.73,88.57,45.39,62.73,87.41,32.98,WHO2000,5.087
2025,LGD-SA-2499070,TB_SEQ,18.45,1665.14,1031.95,158.24,0.25,41.47,15.55,10.74,42.7,16.73,33.04,36.61,130.42,28.98,16.43,India2011,8.999
2022,LGD-SA-5077223,DM2,12.86,539.87,610.72,1128.17,12.31,33.72,18.76,9.15,54.9,79.56,56.08,58.43,133.7,18.44,15.37,WHO2000,4.372
2019,LGD-SA-4993807,ASTH,24.55,2977.73,814.85,1540.22,7.15,19.77,5.52,27.87,42.28,79.11,41.5,78.39,113.7,50.34,94.55,GBDStd,5.136
2021,LGD-SA-1358379,TB_SEQ,17.52,2826.8,1761.39,1252.0,4.42,26.57,17.59,11.16,79.73,34.37,28.07,48.52,57.44,18.87,29.62,India2011,9.624
2018,LGD-SA-9762407,COPD,7.08,3037.61,694.59,1381.55,0.34,14.0,26.11,23.77,40.7,45.7,32.68,23.49,14.61,3.62,75.08,Census2011,13.239
2022,LGD-SA-4204189,COPD,4.63,1056.43,1374.58,707.0,10.12,43.77,11.61,8.03,75.92,92.9,93.17,88.44,72.57,11.57,96.08,WHO2000,5.309
2016,LGD-SA-5785278,ASTH,39.69,1863.42,1765.44,1145.57,13.64,9.65,8.55,28.45,28.58,46.93,65.83,44.85,126.08,86.59,59.06,GBDStd,3.551
2020,LGD-SA-3170439,HTN,19.04,1245.43,1404.29,1695.84,7.35,39.2,18.0,17.32,75.2,80.76,85.71,33.65,76.9,71.6,32.63,GBDStd,8.179
2017,LGD-SA-5280594,ASTH,37.28,1439.58,220.35,830.39,6.06,2.15,18.23,18.47,62.88,50.8,20.16,62.89,23.55,91.01,53.04,Census2011,8.668
2018,LGD-SA-9834831,CKD,27.4,265.99,1361.54,186.63,5.41,25.21,42.85,32.14,17.9,2.11,42.22,54.2,48.19,57.14,78.81,Census2011,11.806
2018,LGD-SA-3026689,CANC,17.47,550.68,437.08,1747.35,13.73,42.28,13.25,16.82,73.56,1.61,86.62,69.69,4.51,69.55,89.23,WHO2000,8.927
2018,LGD-SA-2837320,NCD_MULTI,34.23,994.95,308.18,662.32,3.69,20.69,43.13,2.69,26.8,36.22,33.37,0.7,124.55,42.08,44.64,GBDStd,7.594
2016,LGD-SA-5094177,STROKE,35.1,1634.24,259.68,1181.1,4.25,36.68,13.19,1.66,32.97,4.27,62.03,39.42,48.29,77.49,50.88,Census2011,5.953
2020,LGD-SA-6540719,NCD_MULTI,5.29,122.11,951.57,775.19,7.1,22.33,8.93,23.89,55.97,87.49,50.43,18.13,90.81,76.89,75.35,India2011,7.034
2024,LGD-SA-1268434,TB_SEQ,24.84,2519.18,1041.95,1524.94,1.29,4.29,36.67,5.03,14.48,81.04,81.92,36.89,47.49,75.2,62.01,Census2011,3.656
2025,LGD-SA-8264966,COPD,38.11,203.02,800.5,456.44,14.36,38.49,8.21,18.34,31.08,24.41,30.83,48.74,49.77,11.38,11.7,GBDStd,6.71
2024,LGD-SA-7856747,ASTH,0.81,343.61,1667.09,780.94,14.69,22.12,23.16,21.14,34.63,12.61,72.12,4.52,19.78,76.36,0.87,GBDStd,2.922
2024,LGD-SA-2735981,HTN,0.91,508.51,645.3,503.7,10.75,8.59,48.63,9.31,41.78,71.91,53.54,11.37,102.27,27.86,74.11,Census2011,11.798
2018,LGD-SA-3613125,HTN,11.04,2041.68,1460.47,1609.49,5.49,26.05,29.82,17.73,60.72,45.47,30.48,32.58,51.68,55.4,51.68,GBDStd,5.989
2019,LGD-SA-1063424,STROKE,13.16,1315.66,573.31,1689.7,12.61,42.01,37.32,13.37,82.58,67.28,88.02,70.18,177.93,99.47,99.62,WHO2000,4.225
2018,LGD-SA-6143477,COPD,40.49,606.43,984.33,1.16,12.56,21.28,10.83,20.83,63.13,7.82,64.12,87.22,83.32,18.8,17.04,WHO2000,5.406
2025,LGD-SA-6800435,OBES,5.48,2625.1,2034.98,1583.01,11.56,28.28,18.37,8.38,74.28,13.69,60.85,70.85,72.72,7.52,35.49,WHO2000,10.144
2023,LGD-SA-3647673,HTN,21.57,2314.63,748.41,1319.83,10.4,22.79,45.79,25.76,82.07,62.54,40.52,7.0,18.17,66.17,13.61,India2011,1.634
2023,LGD-SA-1537727,CANC,7.53,2757.25,353.19,689.05,12.01,4.3,45.28,8.61,54.22,15.5,63.26,29.82,2.48,95.7,66.76,India2011,7.871
2022,LGD-SA-9907881,OBES,0.71,2596.92,1910.05,533.85,9.81,32.17,45.02,18.2,19.67,92.58,97.44,47.92,166.06,24.1,57.83,Census2011,7.146
2018,LGD-SA-1418617,COPD,15.02,3161.74,803.63,1308.03,6.2,18.48,23.07,13.75,82.76,29.28,62.91,22.46,27.53,75.63,40.4,India2011,4.004
2023,LGD-SA-2218389,OBES,6.59,3294.76,564.45,867.8,5.11,43.47,41.76,16.54,75.31,44.47,93.25,58.89,30.47,63.61,40.42,Census2011,8.387
2018,LGD-SA-2420904,HTN,18.22,15.09,1622.37,1597.03,2.54,33.06,26.15,26.73,53.99,38.7,20.71,67.91,66.38,8.81,87.63,GBDStd,6.717
2020,LGD-SA-4155316,CKD,23.33,269.24,1250.15,684.84,14.36,28.44,43.19,3.06,12.18,68.22,38.76,58.03,87.18,3.9,77.17,WHO2000,14.904
2018,LGD-SA-8768369,TB_SEQ,34.05,1949.34,697.28,418.09,0.2,44.62,36.99,4.18,37.99,84.12,78.59,19.36,156.3,50.26,45.73,GBDStd,7.389
2015,LGD-SA-3442751,STROKE,25.32,2351.83,1603.48,1753.66,3.76,9.66,2.44,4.73,89.32,41.1,84.72,32.88,174.05,3.55,88.56,India2011,5.357
2015,LGD-SA-7618364,OBES,12.49,1972.67,973.39,938.34,9.45,9.41,22.47,20.11,13.67,37.2,34.54,55.64,48.02,77.42,59.75,GBDStd,9.534
2015,LGD-SA-3028051,ASTH,34.54,1680.71,470.54,604.43,3.69,16.87,47.37,22.38,67.61,96.17,78.96,27.44,68.28,25.26,7.11,WHO2000,6.261
2024,LGD-SA-8239489,STROKE,27.26,1582.71,1418.57,1724.25,9.67,12.14,46.64,31.81,23.29,31.87,53.39,12.96,179.69,82.58,64.84,GBDStd,12.675
2016,LGD-SA-7858675,COPD,12.88,572.38,1522.62,896.09,5.9,6.65,34.07,9.72,13.04,4.13,62.84,18.8,157.24,46.08,8.88,Census2011,3.609
2015,LGD-SA-5299510,HTN,14.06,1583.78,59.71,1078.01,2.75,34.0,32.39,17.92,16.26,49.46,91.23,16.11,156.68,40.51,18.58,India2011,4.174
2024,LGD-SA-3944753,TB_SEQ,29.18,497.43,1459.54,884.94,14.19,35.82,4.42,26.63,83.14,94.58,77.82,35.33,34.32,0.56,67.79,GBDStd,1.541
2025,LGD-SA-2117329,HTN,28.29,2302.68,466.84,1393.64,4.37,32.19,45.1,5.14,47.41,33.03,65.88,65.89,159.69,69.1,65.15,WHO2000,7.399
2018,LGD-SA-6756253,HTN,36.13,1617.89,1189.02,1116.02,2.66,27.3,4.45,31.86,77.22,22.33,79.65,59.16,160.57,74.15,9.11,WHO2000,8.429
2024,LGD-SA-9504937,CVD,28.07,262.33,1890.73,815.44,5.46,5.93,9.57,30.5,27.05,70.09,75.19,29.94,134.31,60.56,87.74,India2011,10.093
2024,LGD-SA-1633421,COPD,13.36,2600.83,1377.24,694.93,4.88,25.57,14.95,20.22,18.25,8.05,78.94,21.04,33.27,39.14,0.72,GBDStd,4.8
2024,LGD-SA-6883296,DM2,19.6,3473.82,1399.76,779.32,13.23,8.02,53.18,4.89,26.46,39.04,66.9,21.35,114.8,87.66,77.05,WHO2000,6.817
2019,LGD-SA-2035287,STROKE,40.8,3490.59,1330.42,532.19,0.75,38.05,33.33,32.29,29.0,4.39,87.3,29.52,110.21,61.35,3.95,India2011,8.992
2018,LGD-SA-6620691,ASTH,21.28,1167.42,735.21,234.3,10.73,23.65,10.49,26.46,54.72,91.99,75.77,47.11,104.65,69.84,64.72,Census2011,2.649
2018,LGD-SA-5195950,CKD,12.48,49.1,101.75,565.15,13.34,17.93,2.73,27.24,21.75,90.73,81.74,72.55,13.73,40.16,23.12,GBDStd,3.961
2015,LGD-SA-5323254,OBES,22.08,2558.89,564.53,902.53,13.79,22.97,22.11,7.58,58.67,81.35,86.53,22.96,109.0,63.43,88.15,India2011,10.676
2024,LGD-SA-2745792,CKD,42.1,2820.2,284.13,5.47,14.0,18.62,45.48,10.18,33.41,44.58,36.09,52.02,65.73,53.33,93.99,Census2011,3.317
2021,LGD-SA-6559978,STROKE,19.66,2659.44,1198.93,403.31,14.17,14.56,18.73,33.49,47.39,21.24,57.88,93.16,89.0,56.24,58.77,GBDStd,3.252
2023,LGD-SA-6218850,TB_SEQ,19.94,1111.85,1773.97,1269.62,4.2,38.07,6.69,19.42,74.7,45.45,36.19,1.14,55.72,83.34,29.02,GBDStd,3.487
2025,LGD-SA-3782414,NCD_MULTI,7.68,3006.43,1655.36,1579.46,0.93,11.59,3.99,19.13,69.11,66.12,58.28,53.44,93.77,61.26,25.75,WHO2000,7.09
2015,LGD-SA-7219886,HTN,33.54,1449.91,582.47,1531.07,1.7,20.48,39.09,30.7,30.51,86.95,89.31,17.53,153.3,37.69,94.27,India2011,6.358
2020,LGD-SA-6176299,NCD_MULTI,10.37,3401.23,761.26,1037.6,5.17,32.88,15.02,1.68,68.47,81.34,77.87,48.6,154.02,65.68,68.29,India2011,2.372
2016,LGD-SA-9605611,COPD,29.13,2560.15,184.96,1724.02,7.08,23.74,43.68,12.43,60.79,14.82,66.06,8.64,92.23,49.98,73.8,Census2011,2.1
2024,LGD-SA-1500435,TB_SEQ,40.31,1416.49,2086.62,1515.03,11.48,17.45,28.38,34.81,32.68,67.86,77.25,16.2,22.73,7.17,36.45,Census2011,4.342
2023,LGD-SA-6284011,COPD,18.38,1044.29,976.88,820.14,8.81,31.84,5.12,25.1,56.28,73.51,50.86,55.36,170.58,53.54,60.58,India2011,3.88
2019,LGD-SA-5505015,CVD,26.09,2188.28,360.47,1577.97,0.0,29.32,29.21,20.63,51.75,97.31,24.83,30.23,119.4,84.23,74.41,GBDStd,13.601
2024,LGD-SA-5849625,TB_SEQ,44.78,47.82,1255.98,1608.75,6.8,3.06,43.62,1.55,25.2,89.45,38.01,87.6,7.08,50.24,29.4,WHO2000,12.589
2017,LGD-SA-2108291,TB_SEQ,34.51,2638.34,1322.03,171.27,2.94,33.95,34.49,21.57,55.37,13.0,61.02,63.0,42.63,32.17,2.19,India2011,13.822
2023,LGD-SA-7459655,COPD,21.33,2022.41,43.95,545.96,3.28,23.18,10.38,4.72,64.68,45.27,63.1,40.02,89.8,4.83,72.32,WHO2000,8.181
2022,LGD-SA-8244508,STROKE,15.97,3069.75,501.5,340.46,10.96,4.14,24.45,32.56,26.82,79.59,27.48,89.02,4.27,23.78,33.31,WHO2000,0.129
2025,LGD-SA-3846148,STROKE,40.62,3370.52,2057.52,1715.73,1.7,33.62,23.75,16.61,53.76,74.2,74.32,50.23,100.48,74.97,57.18,GBDStd,3.573
2023,LGD-SA-7658257,OBES,27.13,21.41,179.01,1015.9,12.72,31.36,14.84,10.26,47.98,63.64,46.3,93.09,16.95,19.6,33.65,India2011,6.19
2024,LGD-SA-1983995,CVD,32.58,321.45,598.4,1313.61,0.67,10.74,36.75,19.08,21.11,57.62,87.15,22.32,62.15,45.19,65.76,GBDStd,13.74
2020,LGD-SA-1946440,CKD,33.4,2563.89,1288.88,984.35,0.97,10.51,52.87,28.09,78.77,66.17,33.83,87.73,58.49,59.55,42.69,WHO2000,5.648
2020,LGD-SA-4323445,STROKE,32.26,3415.15,1387.28,145.58,12.0,39.14,53.28,26.36,13.27,94.21,78.14,7.58,140.8,45.7,8.45,WHO2000,7.708
2016,LGD-SA-5992820,STROKE,4.46,770.83,1036.74,604.11,9.97,27.21,38.71,9.96,35.23,89.34,92.05,50.13,57.67,80.49,53.09,Census2011,5.874
2015,LGD-SA-9579671,COPD,26.96,2470.07,797.47,448.3,8.66,14.78,22.47,25.92,32.11,64.02,37.45,8.06,124.28,19.48,62.95,India2011,13.38
2025,LGD-SA-6888322,COPD,2.89,2470.63,698.87,1.97,7.53,39.84,39.22,12.27,78.52,80.76,24.09,83.25,69.8,40.94,71.12,WHO2000,14.062
2022,LGD-SA-9528310,CKD,12.39,233.79,2085.17,1396.24,13.2,9.39,10.35,23.58,41.58,84.01,34.0,32.21,162.65,4.5,67.01,GBDStd,10.783
2018,LGD-SA-5305763,CVD,14.24,3196.91,1933.03,927.16,3.65,35.21,36.75,26.45,46.29,12.26,41.15,50.56,172.23,43.76,20.99,Census2011,0.891
2021,LGD-SA-2633333,CKD,26.38,2774.03,832.38,878.96,11.2,42.56,53.59,6.02,53.77,98.67,47.29,36.54,120.13,46.21,92.21,WHO2000,2.254
2020,LGD-SA-8058773,STROKE,0.21,2505.28,1884.49,1176.77,6.86,37.47,8.93,31.02,33.41,10.68,68.42,4.78,167.58,75.79,88.54,WHO2000,8.585
2025,LGD-SA-4844687,HTN,34.6,3311.65,238.66,180.35,8.83,37.63,32.03,18.23,31.44,98.46,22.06,55.87,83.71,22.58,0.53,Census2011,6.89
2022,LGD-SA-2827654,CANC,28.18,2396.04,1792.14,1403.44,13.09,11.11,49.05,20.2,35.45,87.64,50.06,17.38,145.84,64.44,33.65,Census2011,9.825
2024,LGD-SA-5566263,STROKE,34.37,2205.37,800.6,722.02,13.24,38.15,17.96,26.67,70.3,81.93,25.11,64.75,120.89,21.05,21.61,WHO2000,8.56
2025,LGD-SA-9480931,CANC,4.63,3176.23,1707.7,1524.77,3.1,42.06,2.58,14.23,33.79,53.18,37.73,49.55,134.43,20.7,51.84,GBDStd,4.139
2016,LGD-SA-1881813,STROKE,3.03,996.4,336.25,99.35,7.02,12.55,36.39,7.89,23.93,30.65,83.53,34.0,151.18,16.86,34.6,Census2011,13.709
2015,LGD-SA-5250577,ASTH,19.3,2560.43,18.11,186.29,0.0,44.72,42.95,6.27,27.75,13.75,22.56,80.85,142.69,30.64,47.48,GBDStd,12.216
2020,LGD-SA-7133228,CVD,2.06,86.73,1314.54,1166.07,9.14,17.3,17.74,28.89,41.84,97.37,68.48,65.67,90.7,43.93,85.0,Census2011,2.568
2025,LGD-SA-4399142,HTN,16.95,432.05,1853.38,1295.24,9.22,30.49,23.15,30.26,82.49,73.78,60.77,24.38,98.5,38.9,54.31,Census2011,4.825
2018,LGD-SA-7674689,TB_SEQ,19.93,90.85,7.12,1237.96,6.25,25.51,11.98,10.88,41.37,59.4,93.55,28.86,143.92,69.85,15.18,GBDStd,6.159
2019,LGD-SA-8949715,OBES,22.94,3216.54,1066.15,1775.56,6.67,1.04,30.26,1.1,83.26,68.4,50.34,36.11,70.91,24.1,47.33,India2011,1.339
2020,LGD-SA-6570179,COPD,30.52,736.06,892.86,1576.34,1.38,37.35,30.7,26.39,14.88,41.6,86.31,53.39,156.29,29.57,63.2,GBDStd,3.417
2016,LGD-SA-8016953,HTN,16.63,3361.93,1546.79,1638.68,3.42,33.34,49.24,18.45,37.79,72.52,97.7,46.49,33.62,85.11,62.64,Census2011,4.905
2019,LGD-SA-4028282,CVD,2.61,240.26,1390.96,1759.89,9.78,18.71,32.26,26.46,11.25,88.84,92.63,72.29,37.44,7.47,36.8,WHO2000,6.696
2023,LGD-SA-6374026,CANC,44.33,2584.13,105.74,238.47,9.74,1.65,30.32,26.72,47.86,41.62,76.3,9.46,178.44,96.8,51.73,WHO2000,4.019
2018,LGD-SA-7626304,TB_SEQ,19.34,533.1,82.55,1681.87,11.36,32.71,17.43,19.84,64.83,2.9,58.43,50.94,115.95,72.77,5.93,WHO2000,6.516
2025,LGD-SA-5201581,DM2,27.6,3425.79,1598.77,472.1,13.99,8.9,44.42,27.05,35.2,18.46,47.09,37.69,92.34,91.24,86.45,Census2011,11.348
2020,LGD-SA-6876933,DM2,6.49,3454.96,1065.58,1377.53,10.71,8.53,14.45,22.33,47.32,22.38,24.81,5.19,30.64,86.76,34.12,WHO2000,4.982
2015,LGD-SA-6658472,CVD,24.88,2224.54,839.76,168.56,0.59,41.99,12.24,34.37,50.77,73.74,80.72,44.45,19.25,78.28,79.11,WHO2000,13.157
2021,LGD-SA-4078620,COPD,4.76,759.1,319.25,1782.31,7.6,29.4,50.18,26.91,73.55,50.56,52.42,70.4,104.96,92.1,99.6,Census2011,13.141
2024,LGD-SA-4396912,CKD,31.16,1456.14,448.33,397.82,0.66,20.16,38.36,26.75,82.06,62.67,48.74,65.51,172.33,81.2,68.97,India2011,12.183
2018,LGD-SA-5471716,HTN,39.73,501.88,642.74,1148.58,14.07,8.75,1.35,18.21,15.69,12.5,26.2,59.6,67.64,32.12,88.95,Census2011,11.006
2015,LGD-SA-8094048,DM2,43.62,770.92,1514.04,782.87,10.36,4.39,6.13,18.93,52.87,5.26,57.83,73.49,63.87,71.35,3.16,Census2011,1.545
2016,LGD-SA-8220124,NCD_MULTI,43.32,2782.14,2029.94,1341.33,4.9,42.5,45.78,20.48,61.49,37.32,26.37,34.04,48.14,68.88,88.16,India2011,2.91
2018,LGD-SA-2118439,OBES,13.79,2695.46,723.91,351.16,0.86,40.62,19.03,30.12,51.11,74.88,53.71,74.96,156.62,53.75,57.27,WHO2000,8.493
2023,LGD-SA-5915291,STROKE,9.25,3066.1,2009.26,438.6,9.65,3.37,37.06,8.89,75.51,49.13,39.71,93.8,111.46,52.01,39.61,Census2011,13.894
2024,LGD-SA-3264624,HTN,7.86,1391.13,1533.25,1274.69,10.38,10.42,44.74,22.4,47.98,9.74,37.98,94.1,125.3,48.23,58.22,India2011,4.794
2015,LGD-SA-2641879,TB_SEQ,19.38,3443.4,489.9,1016.12,13.16,40.69,29.46,25.6,64.36,77.46,89.74,2.64,54.87,7.31,43.14,India2011,8.468
2021,LGD-SA-5539935,ASTH,32.07,3100.52,110.4,97.91,1.5,1.49,52.23,17.9,39.86,68.23,26.88,81.67,76.7,70.91,56.33,WHO2000,3.36
2021,LGD-SA-7323981,TB_SEQ,14.23,1357.86,1919.32,63.51,4.72,13.55,10.15,7.61,62.61,41.02,23.19,22.91,81.7,46.99,95.68,GBDStd,1.143
2021,LGD-SA-3900967,TB_SEQ,34.66,1664.15,1141.87,1026.67,14.65,31.6,2.28,20.41,80.68,74.52,38.92,6.81,20.32,85.65,37.41,India2011,9.028
2025,LGD-SA-9081011,CANC,25.16,1498.51,931.02,187.49,8.38,5.03,47.8,18.98,20.96,53.29,44.94,9.43,51.67,69.01,70.31,GBDStd,3.005
2021,LGD-SA-4813151,CKD,27.22,2032.82,2132.51,22.36,13.34,15.08,19.72,3.48,61.49,83.48,65.72,19.93,74.62,50.41,0.0,Census2011,4.098
2023,LGD-SA-9940554,NCD_MULTI,22.79,282.35,111.65,1635.89,13.64,23.07,6.07,29.52,61.63,78.99,75.51,16.65,134.02,48.06,84.04,WHO2000,5.515
2015,LGD-SA-8160188,HTN,40.45,2925.52,1819.07,707.11,2.18,3.34,7.31,13.43,35.92,84.3,31.42,77.86,141.54,46.98,83.01,WHO2000,13.245
2025,LGD-SA-2846309,ASTH,10.68,3223.73,739.85,105.75,7.15,31.32,35.79,18.72,60.16,23.16,53.88,76.86,158.08,19.17,8.79,GBDStd,10.238
2015,LGD-SA-6441428,COPD,40.29,1753.2,1331.65,280.86,8.61,16.76,37.51,10.04,47.38,50.63,22.09,75.44,143.43,21.44,63.58,India2011,4.315
2021,LGD-SA-1989986,CKD,20.24,243.9,1053.21,785.91,14.52,33.59,45.58,18.3,64.73,6.3,92.65,84.2,169.48,72.84,49.39,WHO2000,0.156
2019,LGD-SA-2314096,DM2,21.46,2218.43,829.54,498.08,2.32,4.91,26.98,1.48,56.43,34.14,27.56,9.3,110.05,7.13,74.75,GBDStd,14.196
2024,LGD-SA-7362795,DM2,17.66,2416.13,1760.74,743.57,3.92,20.93,31.84,7.05,72.49,91.2,49.02,79.32,113.06,78.73,26.38,WHO2000,11.437
2025,LGD-SA-3519589,CANC,6.99,1550.23,239.38,1004.47,10.29,29.16,16.12,15.73,81.84,8.27,97.48,79.78,56.63,16.71,41.84,India2011,3.697
2018,LGD-SA-5655772,CANC,22.75,1000.84,1610.1,1188.59,1.51,16.3,17.96,2.52,59.3,67.64,36.07,7.64,170.0,17.91,52.54,GBDStd,6.562
2016,LGD-SA-2376973,DM2,7.47,3439.81,886.32,301.24,11.06,30.34,6.84,17.35,56.24,76.88,50.36,13.04,166.75,7.76,78.4,Census2011,13.488
2021,LGD-SA-3010529,CVD,0.72,756.34,784.39,907.62,13.53,44.23,4.78,13.16,26.71,88.08,78.07,16.23,60.6,99.04,61.36,India2011,11.778
2023,LGD-SA-6631139,HTN,38.61,2461.56,1440.35,1590.07,9.76,37.42,43.92,6.08,61.11,18.51,30.82,49.9,9.44,27.16,30.57,WHO2000,6.77
2020,LGD-SA-2743332,STROKE,26.02,328.82,400.28,816.21,6.53,16.38,3.25,17.09,43.47,43.76,86.43,2.08,0.88,81.06,45.57,WHO2000,6.922
2021,LGD-SA-7085275,DM2,20.6,853.49,457.79,1754.51,1.67,41.41,51.51,32.09,49.58,68.93,95.86,13.15,9.18,98.49,41.6,WHO2000,1.233
2023,LGD-SA-1091088,OBES,9.29,769.06,1330.94,238.94,4.17,4.61,46.2,19.37,76.7,46.8,30.79,11.59,40.92,9.75,13.14,WHO2000,13.708
2024,LGD-SA-7582579,CKD,10.89,1889.69,1753.56,1692.32,12.62,40.4,39.28,25.38,51.38,36.93,63.6,31.88,11.86,69.95,13.17,Census2011,9.484
2024,LGD-SA-5979621,COPD,4.61,1766.9,1546.03,757.42,8.64,42.53,41.23,22.03,37.74,28.53,56.31,51.31,116.35,93.73,4.01,WHO2000,11.773
2015,LGD-SA-5834329,STROKE,2.03,1357.24,1900.77,580.58,5.99,12.73,4.68,14.06,57.28,82.9,72.52,81.49,82.19,49.46,45.02,WHO2000,12.435
2019,LGD-SA-6348045,HTN,40.26,913.14,1336.02,245.2,2.18,35.2,18.19,1.69,78.87,5.29,25.58,62.94,146.45,97.85,41.31,GBDStd,12.657
