env_ghg_reference_year,env_ghg_country_iso2,env_ghg_sector_ipcc_code,env_ghg_subsector_code,env_ghg_emissions_co2e_tonnes,env_ghg_emissions_ch4_tonnes,env_ghg_emissions_n2o_tonnes,env_ghg_lulucf_net_sink_co2e_tonnes,env_ghg_per_capita_co2e_tonnes,env_ghg_emissions_intensity_per_gdp,env_ghg_national_target_2030_pct,env_ghg_fit55_alignment_flag,env_ghg_policy_measure_count,env_ghg_energy_efficiency_contribution_pct,env_ghg_renewables_contribution_pct,env_ghg_transport_contribution_pct,env_ghg_agriculture_contribution_pct,env_ghg_data_source_eea_inventory,env_ghg_methodology_version,env_ghg_data_extract_date
2022,ES,1_ENERGY,1B_FUGITIVE,225959963.1,22548.7792,10752.38611,-782162.18,4.533,0.0797,-48.51,1,86,36.83,42.86,6.1,15.79,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-02-23
2023,CZ,1_ENERGY,1A1_ENERGY_INDUSTRIES,234457539.89,17848.0249,2975.69931,-270199.77,12.992,0.0923,-55.86,0,117,23.08,52.76,39.39,18.87,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-10-17
2024,HU,1_ENERGY,1A2_MANUFACTURING,413493458.98,167098.7941,31704.26265,-824308.83,14.86,0.2439,-41.13,0,101,38.94,46.79,39.33,21.3,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-01-23
2025,NL,1_ENERGY,1A3_TRANSPORT,288796867.01,29935.8151,18326.48063,-954977.63,11.351,0.2401,-51.14,0,101,44.74,30.95,15.85,11.68,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-01-23
1995,SE,1_ENERGY,1A4_BUILDINGS,245611636.82,121443.29,15252.61839,-494155.33,13.114,0.1935,-62.9,0,129,24.74,33.9,36.89,13.13,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-04-12
1996,DK,1_ENERGY,1B_FUGITIVE,39765872.42,1403.9013,1097.06591,-941740.5,15.805,0.2742,-62.33,0,126,39.94,13.28,14.15,13.74,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-11-26
1997,IE,1_ENERGY,1A1_ENERGY_INDUSTRIES,517229532.04,323065.4248,33883.37942,-111573.15,17.778,0.0969,-48.99,1,100,38.25,48.26,37.27,21.8,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-09-09
1998,PL,1_ENERGY,1A2_MANUFACTURING,217856423.9,29136.1834,14355.85762,-715359.62,5.886,0.0776,-41.17,1,96,38.48,13.21,10.79,20.96,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-08-13
1999,AT,1_ENERGY,1A3_TRANSPORT,156302910.93,107307.6891,5176.22466,-963320.09,16.875,0.5196,-35.16,1,135,21.65,42.92,20.56,7.7,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-09-26
2000,EE,1_ENERGY,1A4_BUILDINGS,231609527.49,135174.2751,638.08825,-733692.8,17.07,0.298,-32.13,1,98,28.98,38.45,5.33,4.16,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-06-03
2001,IT,1_ENERGY,1B_FUGITIVE,486959368.18,285152.8485,32970.31426,-209876.72,16.339,0.2283,-53.06,1,126,31.59,32.52,23.92,4.78,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-04-29
2002,PT,1_ENERGY,1A1_ENERGY_INDUSTRIES,37259700.53,8370.1967,2494.66143,-738712.81,12.433,0.0833,-41.2,1,99,33.7,49.29,39.09,3.23,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-10-19
2003,BE,1_ENERGY,1A2_MANUFACTURING,518489357.56,137963.1824,26258.08322,-649393.84,4.008,0.2234,-46.72,0,131,6.3,51.64,18.2,24.65,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-06-16
2004,FI,1_ENERGY,1A3_TRANSPORT,110280920.97,7629.4466,8400.16091,-207147.62,17.307,0.0846,-58.3,1,104,9.53,29.96,12.49,16.3,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-11-01
2005,LV,1_ENERGY,1A4_BUILDINGS,266041362.73,94063.4987,15346.35025,-240033.2,16.156,0.1583,-47.52,0,113,38.66,38.54,23.18,19.89,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-06-29
2006,RO,1_ENERGY,1B_FUGITIVE,177717100.69,37637.1913,8965.08854,-739884.86,17.194,0.0984,-53.79,0,126,13.61,27.75,13.4,12.22,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-12-18
2007,BG,1_ENERGY,1A1_ENERGY_INDUSTRIES,71674699.6,10366.3044,3493.8284,-735490.26,15.155,0.4887,-61.89,1,100,39.11,11.29,28.84,16.46,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-03-14
2008,FR,1_ENERGY,1A2_MANUFACTURING,487938898.36,272635.8818,29486.48522,-458088.81,9.117,0.4859,-40.29,0,119,25.96,8.65,34.9,23.69,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-03-28
2009,LT,1_ENERGY,1A3_TRANSPORT,221628867.01,122163.2687,7748.85679,-479177.98,10.945,0.5759,-45.15,1,145,41.3,44.4,20.4,23.17,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-05-15
2010,SK,1_ENERGY,1A4_BUILDINGS,427243895.95,213912.1895,9995.5975,-129204.96,6.561,0.6372,-57.31,1,120,29.91,26.68,33.92,12.56,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-08-13
2011,HR,1_ENERGY,1B_FUGITIVE,184295460.51,64451.9777,8885.83075,-946471.8,6.822,0.1375,-44.15,0,152,44.06,32.15,29.9,24.38,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-04-12
2012,DE,1_ENERGY,1A1_ENERGY_INDUSTRIES,85026465.88,17337.1664,1622.70664,-751239.67,2.039,0.1283,-31.96,0,149,20.46,7.44,6.52,20.85,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-05-06
2013,LU,1_ENERGY,1A2_MANUFACTURING,369204632.97,238569.5586,19355.04941,-794533.9,11.431,0.1805,-63.06,1,109,36.38,32.84,6.74,24.22,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-01-05
2014,SI,1_ENERGY,1A3_TRANSPORT,202681259.62,123582.8362,6637.49583,-393461.34,10.08,0.4643,-62.69,1,112,30.03,19.24,9.1,2.53,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-08-19
2015,CY,1_ENERGY,1A4_BUILDINGS,92488167.31,9169.8212,6576.69163,-824316.84,9.171,0.6173,-38.06,1,115,15.56,50.87,27.29,23.54,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-03-10
2016,GR,1_ENERGY,1B_FUGITIVE,450846167.42,23586.8704,17171.09496,-273077.88,2.349,0.5511,-38.23,0,142,29.04,36.75,20.29,24.73,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-08-29
2017,MT,1_ENERGY,1A1_ENERGY_INDUSTRIES,20508418.62,4457.8348,814.21481,-355057.86,6.572,0.421,-42.01,1,134,24.55,21.34,19.91,18.13,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-11-18
2018,ES,1_ENERGY,1A2_MANUFACTURING,83680241.85,11424.2089,175.63347,-888672.38,4.69,0.1595,-58.84,1,119,8.13,8.21,34.95,23.51,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-08-07
2019,CZ,1_ENERGY,1A3_TRANSPORT,85811564.17,40175.082,2524.88269,-774843.16,16.539,0.1203,-37.23,1,158,18.67,37.43,27.7,20.3,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-07-28
2020,HU,1_ENERGY,1A4_BUILDINGS,9800876.57,2519.1884,560.854,-519829.67,11.586,0.4594,-50.98,0,150,28.65,16.15,36.7,19.87,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-07-14
2021,NL,1_ENERGY,1B_FUGITIVE,239878281.1,137280.5702,2858.07142,-407909.32,6.071,0.3059,-41.79,1,119,33.7,49.31,31.57,3.07,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-12-20
2022,SE,1_ENERGY,1A1_ENERGY_INDUSTRIES,90703301.31,57537.0294,6044.22247,-531144.52,8.415,0.4959,-39.05,0,126,23.15,6.07,17.48,8.44,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-08-20
2023,DK,1_ENERGY,1A2_MANUFACTURING,252547234.39,94562.9228,10835.87993,-122230.49,14.646,0.5284,-35.01,1,142,31.72,11.85,39.82,18.55,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-08-07
2024,IE,1_ENERGY,1A3_TRANSPORT,103592425.58,57667.4604,827.50774,-560562.64,8.099,0.3767,-39.93,1,138,8.7,19.62,9.03,24.49,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-09-11
2025,PL,1_ENERGY,1A4_BUILDINGS,438168182.8,240302.1289,18812.88105,-753332.37,13.306,0.5585,-36.64,1,122,41.74,36.74,24.2,22.94,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-03-31
1995,AT,1_ENERGY,1B_FUGITIVE,419818833.23,22250.1832,24239.33215,-496442.14,8.181,0.3802,-61.51,1,160,10.53,54.94,16.14,5.39,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-05-01
1996,EE,1_ENERGY,1A1_ENERGY_INDUSTRIES,81734996.83,50411.1972,5617.46857,-267535.81,13.759,0.0716,-33.18,0,162,5.18,13.45,9.35,7.66,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-07-15
1997,IT,1_ENERGY,1A2_MANUFACTURING,139186064.07,43005.0957,1757.00208,-118823.03,16.501,0.5802,-56.68,1,124,29.13,35.56,38.64,16.6,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-08-07
1998,PT,1_ENERGY,1A3_TRANSPORT,282820774.11,120021.9296,12387.71075,-644925.95,8.705,0.2263,-64.84,1,128,25.5,54.14,20.09,4.57,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-03-10
1999,BE,1_ENERGY,1A4_BUILDINGS,118651606.03,35084.4358,4596.40807,-223871.71,3.961,0.2624,-34.4,1,123,41.13,15.65,35.42,21.7,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-10-14
2000,FI,1_ENERGY,1B_FUGITIVE,274970240.34,17896.0419,1090.82702,-194267.42,9.802,0.1424,-60.8,1,163,19.61,26.87,24.04,6.14,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-07-03
2001,LV,1_ENERGY,1A1_ENERGY_INDUSTRIES,216363338.36,120126.6529,7219.1452,-969713.16,3.67,0.4546,-37.62,1,13,22.07,19.15,26.03,12.87,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-07-05
2002,RO,1_ENERGY,1A2_MANUFACTURING,222087281.02,139103.2646,11425.85917,-618202.58,9.613,0.3649,-42.2,1,17,5.69,13.1,36.82,24.27,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-08-23
2003,BG,1_ENERGY,1A3_TRANSPORT,319152631.22,67051.5105,12652.29739,-523115.88,5.23,0.3771,-30.09,0,17,34.31,24.54,13.3,3.42,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-02-18
2004,FR,1_ENERGY,1A4_BUILDINGS,255976060.53,39750.4223,19947.83773,-308371.29,9.498,0.1254,-62.13,1,40,21.42,9.46,20.63,3.16,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-02-07
2005,LT,1_ENERGY,1B_FUGITIVE,131918137.31,19154.1442,8746.97938,-758014.2,13.406,0.1079,-34.75,1,18,35.95,24.41,7.81,2.13,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-11-15
2006,SK,1_ENERGY,1A1_ENERGY_INDUSTRIES,84231903.76,58363.2909,1576.84332,-532657.78,9.052,0.3894,-41.49,1,12,13.45,54.49,5.96,3.49,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-11-30
2007,HR,1_ENERGY,1A2_MANUFACTURING,198734206.27,31616.7878,2333.93791,-731055.12,2.639,0.1833,-63.09,1,15,31.01,15.92,7.65,15.81,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-02-23
2008,DE,1_ENERGY,1A3_TRANSPORT,337753899.12,77670.8463,18203.25781,-110149.95,17.492,0.3188,-40.24,1,51,17.76,54.1,14.74,13.32,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-07-12
2009,LU,1_ENERGY,1A4_BUILDINGS,213751642.25,54657.5519,4424.66713,-747044.75,8.972,0.3005,-41.82,1,61,27.93,38.78,20.97,10.64,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-04-18
2010,SI,1_ENERGY,1B_FUGITIVE,209666039.9,99751.5316,8149.85572,-988408.66,16.147,0.2256,-39.85,1,63,24.61,24.5,11.88,19.61,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-09-02
2011,CY,1_ENERGY,1A1_ENERGY_INDUSTRIES,152809939.49,45677.0727,7864.78712,-228761.27,10.179,0.3497,-61.57,0,60,24.79,28.42,37.05,19.09,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-03-26
2012,GR,1_ENERGY,1A2_MANUFACTURING,49741574.34,4956.0386,58.82984,-915117.53,7.527,0.1378,-35.47,1,51,23.78,18.58,16.55,8.95,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-11-05
2013,MT,1_ENERGY,1A3_TRANSPORT,214028995.01,35109.9852,3504.1159,-222558.48,6.258,0.4167,-51.63,0,40,23.42,50.17,13.6,2.71,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-03-07
2014,ES,1_ENERGY,1A4_BUILDINGS,568853008.22,31909.5799,23947.37897,-587821.0,11.987,0.3721,-54.91,1,53,31.89,21.77,23.09,24.14,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-06-30
2015,CZ,1_ENERGY,1B_FUGITIVE,392532874.64,113471.6626,8383.04404,-934654.26,6.496,0.2274,-38.58,1,53,31.82,44.68,26.49,13.28,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-11-03
2016,HU,1_ENERGY,1A1_ENERGY_INDUSTRIES,290537442.99,132817.6096,14780.78948,-220312.09,7.844,0.1737,-46.59,1,38,5.23,50.54,31.62,12.27,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-06-24
2017,NL,1_ENERGY,1A2_MANUFACTURING,320944816.02,109730.4727,21127.34415,-528194.69,10.271,0.4627,-30.9,1,24,12.66,20.19,15.28,10.06,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-05-28
2018,SE,1_ENERGY,1A3_TRANSPORT,265718590.78,144028.6954,10241.7611,-974959.57,17.893,0.4484,-48.69,0,64,41.78,49.75,27.54,19.47,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-01-22
2019,DK,1_ENERGY,1A4_BUILDINGS,240707101.11,45568.3066,18469.34583,-725224.77,6.389,0.5024,-58.58,1,50,43.85,47.88,30.03,3.5,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-07-10
2020,IE,1_ENERGY,1B_FUGITIVE,26550784.67,1154.9344,1174.48434,-859011.72,3.247,0.4386,-55.2,1,50,34.83,25.62,30.58,19.89,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-10-19
2021,PL,1_ENERGY,1A1_ENERGY_INDUSTRIES,152247390.36,46623.107,9130.3298,-88571.53,16.601,0.6041,-57.28,0,62,39.89,52.89,22.14,7.61,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-07-14
2022,AT,1_ENERGY,1A2_MANUFACTURING,48406338.32,24913.7647,138.32912,-563496.35,2.525,0.6041,-38.17,1,28,22.26,52.58,22.07,8.76,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-09-01
2023,EE,1_ENERGY,1A3_TRANSPORT,175654279.46,57529.7342,1413.39555,-989948.78,11.808,0.451,-60.62,0,67,24.08,39.35,23.49,10.51,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-05-29
2024,IT,1_ENERGY,1A4_BUILDINGS,123287084.29,77211.3152,4603.47405,-363478.42,6.122,0.6035,-59.05,1,46,8.18,54.32,27.88,11.52,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-01-26
2025,PT,1_ENERGY,1B_FUGITIVE,497100688.79,122677.9952,31748.73693,-768386.4,17.991,0.3269,-37.45,1,29,39.03,28.65,33.1,18.04,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-03-16
1995,BE,1_ENERGY,1A1_ENERGY_INDUSTRIES,596952028.06,341414.4848,45604.5751,-363429.83,14.401,0.2997,-46.69,1,75,31.1,15.92,36.08,15.5,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-05-25
1996,FI,1_ENERGY,1A2_MANUFACTURING,142255529.92,43249.629,6704.88517,-836497.38,2.804,0.6495,-33.16,1,44,26.17,12.05,11.98,8.94,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-08-25
1997,LV,1_ENERGY,1A3_TRANSPORT,158796090.66,27376.3762,1731.72074,-207602.27,8.772,0.459,-34.89,0,38,40.16,37.43,11.41,24.91,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-10-15
1998,RO,1_ENERGY,1A4_BUILDINGS,267694743.98,9723.7998,1801.6322,-955792.84,12.876,0.6161,-39.86,1,70,6.18,20.51,29.26,11.03,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-01-05
1999,BG,1_ENERGY,1B_FUGITIVE,421220254.29,201019.2259,25916.29795,-799373.97,7.701,0.3265,-43.3,1,47,36.23,37.96,20.18,14.16,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-11-06
2000,FR,1_ENERGY,1A1_ENERGY_INDUSTRIES,57642727.08,21733.1106,2840.37493,-54670.0,5.762,0.4673,-32.82,1,78,20.3,53.84,22.99,9.62,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-03-23
2001,LT,1_ENERGY,1A2_MANUFACTURING,380210404.64,37053.9063,30348.4067,-608934.03,13.635,0.1117,-58.68,1,84,29.49,12.01,11.74,6.06,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-01-30
2002,SK,1_ENERGY,1A3_TRANSPORT,404750425.43,168039.1166,27641.63431,-70006.17,14.232,0.4951,-33.93,1,84,12.29,43.57,6.36,16.22,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-01-02
2003,HR,1_ENERGY,1A4_BUILDINGS,313166782.63,108509.6283,22119.5895,-768468.95,6.182,0.4264,-60.51,1,87,11.3,37.81,25.53,6.81,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-07-20
2004,DE,1_ENERGY,1B_FUGITIVE,567422217.73,348822.129,24854.93593,-96273.92,10.93,0.353,-32.66,1,73,43.98,14.67,25.09,18.68,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-04-03
2005,LU,1_ENERGY,1A1_ENERGY_INDUSTRIES,138235117.83,56082.692,1705.31981,-44502.76,15.764,0.381,-44.92,1,53,34.48,53.96,37.7,18.94,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-07-26
2006,SI,1_ENERGY,1A2_MANUFACTURING,284817429.64,81200.6458,19217.68998,-864422.92,10.317,0.3188,-54.69,1,68,16.71,16.64,20.47,24.79,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-11-17
2007,CY,1_ENERGY,1A3_TRANSPORT,541701961.3,82404.0189,31852.54589,-134052.02,17.536,0.2139,-38.8,1,83,16.6,51.58,17.01,17.7,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-09-06
2008,GR,1_ENERGY,1A4_BUILDINGS,233033845.16,154208.8611,14095.14201,-63226.76,10.625,0.4312,-64.18,1,71,37.05,15.64,31.94,2.68,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-11-09
2009,MT,1_ENERGY,1B_FUGITIVE,286301512.12,197485.5907,7773.91471,-683136.24,4.8,0.1632,-32.0,1,45,24.97,32.03,11.52,8.64,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-05-17
2010,ES,1_ENERGY,1A1_ENERGY_INDUSTRIES,378014967.8,91855.2399,11314.69948,-384647.39,12.411,0.242,-37.0,1,49,38.35,28.8,37.44,7.47,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-04-27
2011,CZ,1_ENERGY,1A2_MANUFACTURING,352721260.5,138666.6378,19669.42222,-948511.59,17.133,0.524,-35.99,1,60,26.67,48.19,23.53,16.15,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-05-22
2012,HU,1_ENERGY,1A3_TRANSPORT,141800783.62,35074.3659,5039.06371,-318390.54,9.419,0.3688,-31.18,0,61,29.93,29.57,28.83,2.41,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-07-23
2013,NL,1_ENERGY,1A4_BUILDINGS,341049751.67,34855.5055,21371.18066,-232352.14,13.911,0.2241,-54.89,1,59,34.71,47.74,14.25,15.34,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-02-13
2014,SE,1_ENERGY,1B_FUGITIVE,243815024.01,103537.2283,7311.56292,-961832.37,9.585,0.0691,-41.68,1,60,44.1,46.2,17.94,12.44,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-08-12
2015,DK,1_ENERGY,1A1_ENERGY_INDUSTRIES,372105468.71,83186.5918,8916.98245,-971545.7,15.92,0.3617,-52.84,1,97,17.34,31.07,19.73,7.62,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-12-06
2016,IE,1_ENERGY,1A2_MANUFACTURING,313191469.77,103025.3164,22231.30395,-849836.07,13.877,0.415,-53.81,1,86,15.34,48.3,32.18,17.39,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-08-17
2017,PL,1_ENERGY,1A3_TRANSPORT,20997169.84,2727.0246,1117.65124,-946885.35,13.015,0.3978,-44.75,0,93,22.26,34.66,25.41,6.74,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-09-13
2018,AT,1_ENERGY,1A4_BUILDINGS,343918513.29,91564.4409,1833.01921,-72440.62,6.564,0.1284,-30.27,1,60,19.03,46.92,30.25,22.68,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-02-26
2019,EE,1_ENERGY,1B_FUGITIVE,399848934.43,259046.1415,25282.5175,-17419.29,13.967,0.2828,-57.78,1,92,33.84,21.47,16.65,21.44,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-02-07
2020,IT,1_ENERGY,1A1_ENERGY_INDUSTRIES,154386271.71,51650.442,11926.81321,-585559.93,16.165,0.5035,-52.87,0,79,41.25,36.09,20.76,13.06,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-11-15
2021,PT,1_ENERGY,1A2_MANUFACTURING,412408890.28,62389.9792,4867.7084,-472675.64,4.566,0.1988,-61.38,1,85,21.64,40.51,21.02,24.53,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-09-02
2022,BE,1_ENERGY,1A3_TRANSPORT,573941308.85,20375.9247,41535.19956,-420026.76,3.438,0.2658,-32.8,1,83,26.17,15.66,10.14,5.4,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-05-07
2023,FI,1_ENERGY,1A4_BUILDINGS,268315098.24,170363.2737,15810.80101,-679269.35,11.635,0.2776,-40.01,0,101,28.21,23.49,34.29,3.01,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-09-28
2024,LV,1_ENERGY,1B_FUGITIVE,297081041.89,173819.5059,11888.25161,-723644.03,6.249,0.0884,-48.57,0,78,28.31,52.71,26.91,2.3,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-04-17
2025,RO,1_ENERGY,1A1_ENERGY_INDUSTRIES,60503052.57,10145.7561,85.60973,-795613.59,12.96,0.2724,-62.62,0,86,21.22,24.21,9.03,16.22,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-01-17
1995,BG,1_ENERGY,1A2_MANUFACTURING,11162251.69,3461.8932,117.71784,-651538.43,12.407,0.5127,-52.8,1,84,37.39,7.53,31.41,2.81,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-04-18
1996,FR,1_ENERGY,1A3_TRANSPORT,183667290.6,53173.6254,12004.51816,-954656.94,10.541,0.3356,-48.13,1,89,16.99,38.18,38.72,7.32,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-08-01
1997,LT,1_ENERGY,1A4_BUILDINGS,336322331.84,85967.7697,16368.84658,-129195.48,6.952,0.4744,-55.52,1,79,44.74,13.93,27.23,17.99,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-08-22
1998,SK,1_ENERGY,1B_FUGITIVE,501849399.46,145364.4645,10604.65063,-516078.45,5.449,0.3971,-35.33,0,110,17.31,51.39,27.54,10.49,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-05-22
1999,HR,1_ENERGY,1A1_ENERGY_INDUSTRIES,319962457.69,92373.6926,7795.38311,-141890.74,5.468,0.6021,-63.02,1,65,16.81,33.63,14.61,6.01,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-01-14
2000,DE,1_ENERGY,1A2_MANUFACTURING,501439362.21,19703.7369,26049.29224,-873684.31,9.786,0.2862,-46.82,1,96,19.48,36.81,28.52,3.19,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-10-26
2001,LU,1_ENERGY,1A3_TRANSPORT,257960160.28,34361.1799,16538.61622,-76542.99,17.002,0.0744,-33.55,0,99,5.99,33.69,32.86,21.2,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2026-01-05
2002,SI,1_ENERGY,1A4_BUILDINGS,70014138.13,27153.9861,2056.4374,-207967.09,8.835,0.2078,-55.12,1,102,14.37,47.76,14.59,7.77,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-01-24
2003,CY,1_ENERGY,1B_FUGITIVE,165078200.97,104596.9081,6699.3024,-943651.7,16.483,0.1832,-34.66,1,82,29.48,22.4,33.87,18.99,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-01-12
2004,GR,1_ENERGY,1A1_ENERGY_INDUSTRIES,64061738.06,27409.8913,3567.67927,-621274.99,5.008,0.0738,-63.34,1,80,38.9,5.21,28.05,16.68,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-09-14
2005,MT,1_ENERGY,1A2_MANUFACTURING,152951196.37,105992.85,6038.98825,-460663.12,15.955,0.3482,-60.76,1,90,5.18,15.65,10.5,12.85,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-07-14
2006,ES,1_ENERGY,1A3_TRANSPORT,6018797.01,3766.7595,27.83766,-843888.79,3.534,0.6137,-61.35,1,107,7.39,32.85,23.5,14.72,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-01-22
2007,CZ,1_ENERGY,1A4_BUILDINGS,185324913.49,7749.2308,12216.93771,-986403.21,4.638,0.4484,-55.99,1,98,7.86,28.08,6.95,14.74,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-05-09
