demo_popproj_projection_year,demo_popproj_geography_geoid,demo_popproj_age_cohort_5yr,demo_popproj_sex_at_birth,demo_popproj_race_ethnicity_group,demo_popproj_population_base_estimate,demo_popproj_population_projected_mid,demo_popproj_population_projected_low,demo_popproj_population_projected_high,demo_popproj_net_births_assumption,demo_popproj_net_deaths_assumption,demo_popproj_domestic_migration_assumption,demo_popproj_international_migration_assumption,demo_popproj_housing_units_baseline,demo_popproj_group_quarters_population,demo_popproj_cohort_survival_rate,demo_popproj_fertility_rate_assumption,demo_popproj_migration_rate_assumption,demo_popproj_release_vintage,demo_popproj_methodology_code
2037,09069,70-74,F,NH_Multiracial,22999,24327,23995,24921,4.28,14.08,-3.73,-4.76,454873,13798,0.8782,2.222,-0.005,2021,MICROSIM
2021,09070,80-84,F,NH_Asian,627340,684501,659115,727370,15.32,21.81,-20.17,8.9,97131,19884,0.991,1.673,0.0138,2021,COHORT_COMP
2041,09071,20-24,M,Hispanic,445344,502704,489117,519652,7.76,7.31,23.9,9.32,685821,9074,0.9011,2.052,-0.0127,2020,COHORT_COMP
2047,09072,20-24,M,NH_AI_AN,1634724,1824433,1798385,1893721,1.13,3.25,0.6,-1.57,1124296,27349,0.8947,1.377,-0.0267,2023,MICROSIM
2036,09073,20-24,M,Hispanic,1446895,1614198,1524619,1713695,6.12,2.64,6.47,19.57,898219,26907,0.9521,2.107,0.0106,2023,MICROSIM
2037,09074,65-69,F,NH_NHPI,872405,863673,845124,899350,13.86,16.21,8.54,-8.08,558749,21989,0.97,1.859,0.0089,2019,HYBRID_SCEN
2049,09075,5-9,M,NH_White,144204,146957,142671,150132,17.3,18.6,-6.88,8.24,641855,39187,0.9064,1.522,0.0181,2022,MICROSIM
2025,09076,40-44,F,NH_White,1140949,1186910,1151221,1262304,5.33,14.7,12.38,4.39,278051,8624,0.9613,1.793,0.007,2024,HYBRID_SCEN
2038,09077,65-69,M,NH_White,66256,75721,72285,76619,4.81,20.1,18.51,-2.64,280353,58552,0.9817,2.036,-0.0206,2025,TREND_EXTRAP
2050,09078,70-74,M,Hispanic,1367564,1361926,1326781,1448713,10.36,15.96,-5.64,-5.09,542719,7889,0.9643,1.214,0.0212,2019,MICROSIM
2023,09079,15-19,M,NH_AI_AN,1170973,1359960,1332407,1377681,14.7,9.42,7.85,12.11,292169,27256,0.8551,1.965,0.0076,2025,MICROSIM
2020,09080,25-29,M,NH_White,520582,581380,549777,610420,13.56,5.63,12.86,17.49,409341,10455,0.9733,1.85,0.0185,2024,MICROSIM
2027,09081,65-69,F,NH_AI_AN,2397140,2730950,2639944,2770004,10.3,20.49,-15.49,-6.77,525804,47200,0.9654,1.464,0.0164,2022,HYBRID_SCEN
2048,09082,20-24,F,Hispanic,1043861,1058713,1000550,1114160,11.55,4.07,-8.37,-4.18,976767,11194,0.9497,2.104,-0.0121,2022,MICROSIM
2042,09083,50-54,M,NH_NHPI,2181443,2343607,2305239,2371819,4.74,12.86,-19.56,19.59,608358,21622,0.9632,1.564,-0.0255,2020,MICROSIM
2026,09084,65-69,F,NH_AI_AN,1728735,1880754,1815645,1994628,8.07,8.28,5.11,-9.55,1145384,26988,0.9959,1.532,-0.0194,2021,COHORT_COMP
2022,09085,30-34,M,NH_NHPI,1925964,2090244,2049271,2169582,4.97,7.43,15.05,5.25,395442,50969,0.9142,1.765,-0.0244,2025,COHORT_COMP
2029,09086,65-69,M,Hispanic,1917296,2085518,1998769,2118067,15.98,14.92,5.54,5.48,277633,7570,0.86,2.011,-0.0154,2021,COHORT_COMP
2029,09087,60-64,M,Hispanic,1286688,1355407,1282559,1426442,2.47,6.62,-16.01,-2.11,1113796,21487,0.9187,2.315,-0.0024,2021,MICROSIM
2038,09088,85+,M,NH_Asian,434297,468220,441098,486647,12.4,20.33,2.32,9.89,825911,617,0.8569,1.37,0.0244,2023,COHORT_COMP
2033,09089,5-9,F,Hispanic,801107,906864,865216,926322,5.05,10.12,16.75,18.35,368405,45452,0.8938,1.676,0.0223,2021,TREND_EXTRAP
2021,09090,40-44,M,Hispanic,2088284,2088303,1988506,2111149,8.82,15.55,-9.86,3.51,85843,59849,0.9374,1.28,0.0131,2023,COHORT_COMP
2047,09091,50-54,M,NH_Black,2234915,2598810,2515693,2689975,5.74,16.56,16.63,12.48,390433,41277,0.8961,2.11,-0.0286,2024,MICROSIM
2020,09092,50-54,F,NH_White,2443230,2758196,2595702,2799948,6.16,15.66,14.23,9.38,936060,47485,0.9521,1.737,-0.0095,2019,COHORT_COMP
2042,09093,25-29,M,NH_Asian,1784594,1806165,1744806,1834431,5.06,20.07,-23.91,4.19,589688,6285,0.9725,2.048,0.0109,2025,COHORT_COMP
2042,09094,0-4,M,NH_Multiracial,902653,986626,946755,1012317,13.67,6.62,-13.03,-8.51,947747,33224,0.9126,1.587,-0.0223,2023,COHORT_COMP
2047,09095,20-24,M,NH_Asian,2145297,2411506,2336402,2526842,6.9,3.72,2.15,12.25,243150,500,0.9841,2.213,0.0181,2022,TREND_EXTRAP
2037,09096,65-69,F,NH_Asian,240108,239119,233169,249112,13.21,3.11,10.88,0.9,1036996,57226,0.8619,1.842,0.0249,2020,TREND_EXTRAP
2026,09097,75-79,M,NH_Multiracial,548071,587816,571183,596127,8.48,19.56,19.03,-3.27,1192643,28994,0.9752,2.332,-0.0088,2025,HYBRID_SCEN
2048,09098,40-44,F,NH_Black,349615,372441,368430,397806,10.08,21.47,7.05,18.45,607024,51467,0.9735,1.295,0.0124,2020,MICROSIM
2027,09099,35-39,M,NH_NHPI,103280,106509,100854,113243,10.01,8.05,-5.98,13.21,217707,36642,0.898,1.817,-0.0211,2022,TREND_EXTRAP
2020,09100,35-39,M,Hispanic,1472316,1583536,1522549,1624000,17.58,15.87,-15.77,18.87,218383,23014,0.8945,2.12,0.0114,2024,TREND_EXTRAP
2044,09101,75-79,F,NH_White,1491922,1542621,1482831,1569370,6.92,2.18,13.0,-2.31,543493,4973,0.8955,1.92,-0.0287,2025,TREND_EXTRAP
2042,09102,85+,M,NH_AI_AN,817666,942326,905436,1005032,4.13,5.77,-14.66,15.07,110937,4774,0.9709,1.228,-0.021,2019,MICROSIM
2022,09103,35-39,M,NH_Multiracial,853659,881318,857689,914515,16.46,15.79,9.77,8.23,870645,15519,0.9739,2.367,0.0126,2020,HYBRID_SCEN
2043,09104,40-44,F,NH_NHPI,896096,1001404,965845,1030114,3.56,3.32,-15.94,19.45,780204,47117,0.8991,1.558,0.0127,2025,MICROSIM
2042,09105,20-24,F,NH_Multiracial,2431629,2360325,2279770,2453372,15.1,11.37,-20.45,18.39,222516,50155,0.9383,1.499,0.0085,2022,COHORT_COMP
2046,09106,5-9,F,Hispanic,583543,618725,594976,653599,3.13,15.25,-12.44,19.19,478906,56000,0.8707,1.783,-0.0014,2020,HYBRID_SCEN
2050,09107,65-69,F,NH_Black,1601220,1714488,1696631,1748954,12.03,17.32,-10.75,18.55,640242,20580,0.9198,1.851,0.0105,2023,COHORT_COMP
2048,09108,85+,F,NH_Multiracial,1990742,2106886,2078186,2224976,3.13,11.08,7.36,-9.77,227443,23099,0.9988,2.12,0.0164,2024,TREND_EXTRAP
2027,09109,60-64,M,Hispanic,1843495,1928703,1842656,2034717,16.65,14.61,-16.96,12.23,131977,50218,0.8737,1.672,0.028,2020,MICROSIM
2041,09110,55-59,F,Hispanic,2194154,2259866,2136883,2355595,10.39,12.79,21.52,-1.84,313854,46390,0.9912,1.728,0.0233,2024,COHORT_COMP
2044,09111,70-74,M,NH_Black,1969912,2196988,2157416,2333092,6.26,3.05,2.72,11.15,832925,37484,0.9728,1.842,0.0177,2024,HYBRID_SCEN
2034,09112,70-74,M,NH_Asian,591111,667936,661162,679911,2.96,16.86,-0.45,19.42,1019820,42588,0.9949,1.673,0.0117,2023,COHORT_COMP
2024,09113,0-4,M,NH_Asian,432706,460862,439952,481936,7.0,5.45,-3.27,-8.82,831052,48855,0.8768,2.297,0.0044,2025,COHORT_COMP
2022,09114,30-34,F,NH_White,738402,741504,710278,768910,12.84,2.64,3.33,7.01,413568,13302,0.8818,2.222,-0.0228,2024,TREND_EXTRAP
2038,09115,60-64,F,NH_White,1528053,1799491,1776244,1863080,7.24,11.02,-23.88,12.05,1108054,55760,0.8525,1.746,-0.0201,2023,COHORT_COMP
2020,09116,85+,M,NH_Asian,429056,436440,425771,447418,4.81,19.31,24.5,-2.4,972834,3234,0.958,1.2,0.0192,2020,COHORT_COMP
2047,09117,0-4,F,NH_NHPI,1678583,1649098,1574528,1702424,10.6,5.02,2.88,-3.25,985559,6494,0.946,2.281,0.0182,2020,TREND_EXTRAP
2034,09118,50-54,F,NH_AI_AN,2433120,2309621,2238143,2347704,7.81,2.26,-23.24,-8.19,60416,59625,0.8765,1.349,0.0069,2024,HYBRID_SCEN
2027,09119,60-64,F,Hispanic,1851197,1991827,1966354,2041813,3.4,4.2,4.5,-7.18,598187,14239,0.9679,1.493,-0.0037,2023,TREND_EXTRAP
2021,09120,40-44,F,NH_AI_AN,1683120,1778982,1744453,1825801,3.19,9.27,-3.15,9.7,398250,4498,0.8946,1.383,-0.0284,2020,COHORT_COMP
2022,09121,75-79,M,Hispanic,480850,544253,531785,573229,12.88,13.6,-23.8,5.16,424928,59742,0.8701,1.416,-0.0104,2024,MICROSIM
2043,09122,50-54,M,NH_Asian,496732,549715,536988,556813,17.56,5.86,21.22,-9.1,331842,44198,0.913,2.163,-0.0048,2025,TREND_EXTRAP
2033,09123,10-14,F,NH_White,1687523,1835032,1741263,1925079,4.58,18.04,-24.47,19.09,406444,5267,0.8636,1.895,-0.0009,2019,TREND_EXTRAP
2043,09124,80-84,M,NH_NHPI,1749682,1843671,1809072,1886600,14.03,17.07,3.89,9.68,405133,55323,0.8892,2.347,0.0258,2021,COHORT_COMP
2033,09125,5-9,F,NH_White,2047219,2326866,2219378,2361563,2.03,15.92,23.09,5.46,1020802,12546,0.9053,1.478,-0.0235,2025,MICROSIM
2030,09126,40-44,F,NH_AI_AN,1427048,1686832,1664090,1734144,7.18,11.75,-13.12,-1.82,770093,24479,0.9769,1.783,0.0011,2025,HYBRID_SCEN
2035,09127,40-44,M,NH_White,1847280,2088421,2001191,2137432,9.37,9.3,-12.29,9.74,821844,36437,0.9681,2.373,-0.0079,2021,MICROSIM
2023,09128,75-79,M,NH_Asian,876317,913287,897654,952669,5.2,9.51,-24.98,0.93,303444,53867,0.916,2.192,0.0294,2022,TREND_EXTRAP
2039,09129,0-4,M,NH_NHPI,2025111,2261834,2156232,2332951,9.77,12.06,-21.68,11.07,651703,9657,0.958,2.074,0.0217,2024,MICROSIM
2024,09130,80-84,F,NH_AI_AN,250731,262233,253245,280054,15.95,3.55,-22.76,10.48,576504,22453,0.9347,1.427,-0.0037,2021,HYBRID_SCEN
2041,09131,45-49,M,NH_NHPI,1062016,1065941,1007681,1138225,17.03,15.65,16.13,-7.22,1068077,34729,0.9008,2.123,0.03,2019,MICROSIM
2040,09132,20-24,F,Hispanic,380671,386783,376342,400948,2.26,9.03,16.84,17.28,870349,46708,0.9582,1.617,0.0008,2024,MICROSIM
2033,09133,35-39,M,NH_White,541720,567998,557662,600774,5.26,6.5,11.34,4.61,254731,17259,0.9518,1.837,-0.02,2021,MICROSIM
2050,09134,60-64,M,NH_NHPI,979435,1054104,1028723,1065484,17.63,7.57,-7.36,1.79,592597,28645,0.9422,1.931,0.0034,2021,TREND_EXTRAP
2042,09135,20-24,F,NH_Black,1073724,1281634,1238267,1336575,5.23,5.61,16.06,18.66,698319,12093,0.9421,1.931,-0.0164,2019,COHORT_COMP
2035,09136,15-19,F,NH_White,1030951,1048578,988028,1105828,12.62,20.03,1.99,3.15,509565,8734,0.9518,2.072,0.0082,2023,COHORT_COMP
2037,09137,35-39,F,Hispanic,2130618,2448952,2416312,2505318,4.94,5.38,-9.78,11.64,1011884,3516,0.9073,1.994,0.0262,2021,MICROSIM
2026,09138,30-34,F,NH_NHPI,421493,442974,432021,449029,6.74,19.66,-3.14,9.65,879691,53017,0.9795,1.282,0.0172,2025,TREND_EXTRAP
2029,09139,20-24,F,NH_AI_AN,2261291,2146003,2097274,2187539,3.85,13.44,-21.71,-5.05,99217,15032,0.8742,1.749,-0.0136,2022,TREND_EXTRAP
2026,09140,45-49,F,Hispanic,246831,256619,251418,265988,15.49,19.35,22.25,19.73,1002047,20883,0.9817,1.997,-0.0122,2025,TREND_EXTRAP
2020,09141,80-84,F,NH_Black,1091674,1245165,1217008,1295447,15.95,11.48,5.96,3.91,253180,25594,0.901,1.555,-0.0258,2021,COHORT_COMP
2042,09142,25-29,F,NH_NHPI,190771,208070,200174,214905,5.7,20.55,11.56,1.84,460842,40001,0.8686,1.576,-0.0128,2021,TREND_EXTRAP
2040,09143,45-49,M,NH_Multiracial,407514,445929,435530,462160,14.91,6.23,8.83,17.59,675511,26004,0.9394,1.349,-0.0244,2019,MICROSIM
2038,09144,75-79,F,NH_Multiracial,848016,974972,946942,1012229,6.77,13.09,8.39,5.88,1124182,13170,0.906,1.702,-0.0,2019,COHORT_COMP
2035,09145,45-49,F,NH_Asian,2345656,2363998,2323102,2496774,2.23,4.52,-24.14,11.15,784712,38715,0.9715,2.384,0.0125,2024,TREND_EXTRAP
2048,09146,15-19,M,NH_White,1004010,1010932,990837,1027424,13.77,10.94,1.27,15.39,551330,16958,0.9142,1.542,0.0151,2022,MICROSIM
2038,09147,5-9,F,NH_AI_AN,17618,16458,15504,17381,10.94,13.4,16.09,-2.94,928420,17842,0.9496,1.838,-0.0264,2020,COHORT_COMP
2023,09148,0-4,M,NH_Asian,1071692,1203108,1153713,1264848,5.3,14.11,-22.77,-4.92,369399,40163,0.8959,2.092,-0.0096,2019,TREND_EXTRAP
2048,09149,10-14,M,NH_NHPI,2229522,2460832,2317453,2594946,4.93,9.31,22.81,-7.94,484156,26075,0.8812,1.216,-0.0127,2020,HYBRID_SCEN
2047,09150,60-64,F,NH_Multiracial,1860871,2071964,1958220,2183991,17.57,3.53,-3.79,16.91,46608,26067,0.9078,2.281,-0.0237,2022,MICROSIM
2037,09151,55-59,M,NH_Multiracial,3295,3291,3192,3416,15.59,15.11,-10.51,-3.99,632895,3172,0.9404,1.664,-0.0083,2021,HYBRID_SCEN
2021,09152,0-4,F,NH_Multiracial,1571980,1530707,1505742,1565429,14.67,11.77,1.59,-0.77,1085306,51622,0.9479,2.243,-0.012,2024,COHORT_COMP
2020,09153,45-49,M,NH_NHPI,1931373,1913648,1810294,1994399,2.74,4.74,15.06,-1.43,110247,36195,0.9362,1.247,0.0081,2021,TREND_EXTRAP
2034,09154,25-29,M,NH_Multiracial,787663,799198,769271,853127,13.72,20.72,-1.26,-0.86,1009624,40566,0.9972,1.375,0.023,2025,MICROSIM
2024,09155,40-44,M,Hispanic,2256746,2625131,2587181,2744079,4.25,21.11,7.26,10.04,846362,7736,0.953,1.587,-0.0027,2024,MICROSIM
2039,09156,0-4,F,NH_NHPI,2361401,2668401,2616941,2696853,17.6,19.13,-0.0,18.62,600111,48258,0.9888,1.615,0.0148,2020,MICROSIM
2030,09157,55-59,F,NH_AI_AN,2261054,2357164,2276981,2389180,1.41,18.88,6.56,-0.12,602146,31268,0.8676,2.217,-0.0212,2025,HYBRID_SCEN
2029,09158,20-24,M,NH_Asian,419507,456404,446627,488156,6.66,3.97,-18.1,2.23,850540,43475,0.8591,1.213,0.0237,2022,TREND_EXTRAP
2050,09159,0-4,M,NH_AI_AN,1401656,1442722,1393863,1463377,8.0,21.87,-23.07,13.13,877750,44511,0.8963,1.969,-0.0208,2022,TREND_EXTRAP
2021,09160,5-9,F,NH_Black,223534,244067,231352,247181,14.92,10.01,-18.15,2.97,844024,4206,0.8704,1.358,-0.0185,2019,TREND_EXTRAP
2022,09161,65-69,F,NH_Multiracial,1673058,1675926,1585822,1728183,13.91,5.26,-10.71,17.78,26705,51352,0.9284,2.188,-0.0236,2020,HYBRID_SCEN
2042,09162,5-9,M,NH_Black,791171,882167,837545,942294,7.06,18.24,-12.33,5.1,89030,19348,0.9273,2.134,-0.0114,2024,COHORT_COMP
2042,09163,20-24,M,NH_White,2380659,2425933,2322942,2496577,10.4,6.51,5.76,0.43,1132828,56057,0.9357,1.8,0.0031,2019,HYBRID_SCEN
2031,09164,45-49,F,NH_White,314059,351229,346496,363379,15.12,12.52,-2.21,19.15,870077,36081,0.961,1.455,0.0293,2020,COHORT_COMP
2039,09165,25-29,F,NH_Black,69468,72549,71096,76034,0.82,4.56,-23.06,2.77,685801,47823,0.9947,1.961,0.0176,2025,HYBRID_SCEN
2024,09166,20-24,F,NH_NHPI,494391,505561,486167,511348,14.54,11.49,-23.26,-3.06,1196560,52079,0.9809,1.388,-0.0072,2019,TREND_EXTRAP
2024,09167,5-9,F,NH_AI_AN,585218,682820,658684,726428,17.07,13.16,-20.47,-4.67,29305,41641,0.8676,1.428,0.0046,2019,TREND_EXTRAP
2025,09168,40-44,F,NH_Black,1299148,1403881,1338292,1461673,1.06,10.92,-7.35,19.86,1155859,24854,0.9004,1.952,0.0074,2022,TREND_EXTRAP
2049,09169,45-49,M,NH_White,2099167,2205529,2150870,2289358,1.3,3.39,-24.69,12.59,30582,37226,0.8881,2.389,0.0194,2022,HYBRID_SCEN
2028,09170,35-39,F,NH_Black,2194858,2448343,2399714,2599267,6.53,11.7,-0.3,2.26,350236,18032,0.8763,2.269,0.0142,2021,MICROSIM
2021,09171,25-29,M,NH_NHPI,2342934,2318568,2207149,2474340,2.04,11.38,-6.97,14.79,514075,54679,0.9312,1.912,0.0042,2021,HYBRID_SCEN
2040,09172,20-24,F,NH_Black,1809066,2055843,1936791,2128631,8.89,7.23,2.77,6.4,19789,29272,0.9324,1.846,0.0102,2022,COHORT_COMP
2031,09173,85+,M,NH_AI_AN,843172,895139,869354,913351,13.25,20.43,11.04,-0.48,695161,42118,0.8839,2.398,0.0148,2022,HYBRID_SCEN
2022,09174,85+,F,NH_Asian,2103238,2326280,2252131,2463396,10.42,10.36,-12.45,12.3,383173,40952,0.9561,1.857,-0.022,2025,COHORT_COMP
2039,09175,5-9,F,NH_NHPI,1019225,995912,956181,1029967,3.94,19.28,-17.15,12.38,434091,48633,0.9592,1.704,-0.018,2019,HYBRID_SCEN
2045,09176,55-59,M,NH_White,770065,806299,783879,859621,11.96,4.19,-11.1,5.01,165638,35109,0.8531,2.291,0.0113,2021,MICROSIM
2041,09177,35-39,M,NH_AI_AN,1604550,1717309,1661549,1832358,12.48,8.38,-24.91,-8.65,397267,50670,0.909,1.481,0.021,2022,MICROSIM
2031,09178,15-19,F,NH_Black,2117691,2396840,2283059,2437322,16.82,5.53,-19.0,-7.69,240585,34606,0.9826,1.317,-0.0054,2020,TREND_EXTRAP
2043,09179,15-19,F,NH_Black,1609925,1788344,1716607,1908866,3.07,10.17,12.54,13.66,987847,50022,0.9275,1.961,0.0288,2020,MICROSIM
2036,09180,40-44,F,NH_Asian,2304207,2411240,2318179,2488631,12.62,4.23,-13.86,14.7,779848,5538,0.9018,1.315,-0.017,2021,HYBRID_SCEN
2029,09181,40-44,F,NH_White,1540163,1677355,1650538,1759168,16.45,10.82,24.71,10.35,42171,44237,0.8878,1.648,-0.005,2020,MICROSIM
2049,09182,55-59,F,NH_White,999399,1144705,1131020,1158538,9.28,9.08,-16.61,15.17,480904,9533,0.8863,1.708,-0.0073,2024,TREND_EXTRAP
2043,09183,65-69,M,Hispanic,1268806,1342397,1321791,1427415,6.83,6.47,14.44,11.58,791291,30792,0.8649,1.857,0.0258,2019,HYBRID_SCEN
2046,09184,10-14,M,NH_White,2099229,2207272,2154206,2314315,3.49,14.84,10.25,16.91,946324,59650,0.9718,2.39,-0.0129,2021,COHORT_COMP
2033,09185,25-29,F,NH_Asian,108292,103594,100408,108630,15.67,21.02,-8.89,-5.49,928500,5477,0.8629,1.465,-0.0018,2024,HYBRID_SCEN
2042,09186,70-74,M,NH_Multiracial,1821344,1918340,1869351,2041364,7.4,6.14,-8.46,1.63,195086,9363,0.8936,1.651,-0.0188,2022,TREND_EXTRAP
2036,09187,15-19,M,Hispanic,1287616,1243350,1227131,1293706,16.69,16.24,3.18,3.92,575663,12264,0.8568,1.359,0.0013,2025,MICROSIM
2037,09188,0-4,M,Hispanic,951802,1011898,963832,1046941,15.34,16.85,17.62,-1.07,538425,46304,0.9664,1.929,0.0214,2025,MICROSIM
2038,09189,40-44,F,NH_Black,11285,12744,12320,13533,7.09,11.96,-5.69,11.76,1014771,50280,0.8559,2.073,-0.0118,2024,HYBRID_SCEN
2036,09190,75-79,M,NH_Black,1121303,1057188,1030208,1114852,10.54,19.95,-21.94,17.37,1199417,11819,0.8959,1.778,0.0186,2020,COHORT_COMP
2033,09191,40-44,F,NH_White,905612,1036067,1009090,1105419,0.98,21.33,-6.28,2.37,274687,12191,0.9354,1.495,0.0247,2019,COHORT_COMP
2028,09192,55-59,M,Hispanic,151153,158738,151216,169279,5.11,9.24,-14.63,18.25,1095579,6499,0.911,1.945,-0.0256,2022,COHORT_COMP
2027,09193,65-69,F,NH_Black,2414988,2580100,2500985,2665087,12.93,15.02,21.96,5.5,77269,44847,0.8921,1.847,0.0154,2023,COHORT_COMP
2021,09194,70-74,M,NH_Asian,264106,274631,269082,284742,12.36,15.24,9.86,5.68,948836,17668,0.891,1.405,-0.0147,2019,HYBRID_SCEN
2032,09195,75-79,F,NH_Black,2488644,2407030,2319784,2468070,6.68,10.07,-22.46,8.01,424772,8762,0.9689,1.687,-0.0195,2020,MICROSIM
2044,09196,35-39,F,NH_NHPI,1768609,1809323,1772530,1899135,14.65,8.34,-10.35,-1.95,1064214,31292,0.9951,1.722,0.0061,2019,COHORT_COMP
2026,09197,45-49,M,NH_NHPI,933515,1116338,1069445,1151918,4.63,20.67,-22.49,1.5,157638,19248,0.9019,2.379,0.0123,2025,HYBRID_SCEN
2028,09198,65-69,F,NH_Black,1748850,1756260,1733319,1856658,8.57,17.8,16.5,6.6,866136,38813,0.8558,2.219,-0.0063,2023,HYBRID_SCEN
2041,09199,80-84,F,Hispanic,1645937,1604274,1550845,1632016,8.77,4.29,20.31,18.26,804122,44944,0.8554,2.081,-0.0276,2023,HYBRID_SCEN
2041,09200,10-14,F,NH_Multiracial,2322389,2504644,2428997,2547183,6.46,4.4,-19.39,9.28,674733,11333,0.9631,2.267,0.0245,2019,COHORT_COMP
2030,10001,15-19,F,NH_Multiracial,894735,952761,897089,973976,17.21,20.45,-2.99,-0.01,1190224,51129,0.9323,2.083,0.0138,2025,COHORT_COMP
2033,10002,75-79,F,Hispanic,1586750,1667039,1581208,1692140,12.69,3.63,21.59,-9.69,1008354,30652,0.9668,2.284,-0.0137,2022,HYBRID_SCEN
2023,10003,65-69,F,NH_AI_AN,386713,414118,402376,433665,9.94,15.77,-17.74,19.45,328598,41406,0.9539,1.265,-0.0002,2025,HYBRID_SCEN
2045,10004,65-69,F,NH_Multiracial,1103536,1223437,1175715,1246487,9.43,6.54,-10.4,4.79,328185,13070,0.9852,1.747,-0.0283,2024,HYBRID_SCEN
2045,10005,75-79,F,NH_NHPI,2497089,2583913,2494530,2634551,3.29,2.7,-9.79,18.15,480766,25856,0.982,2.096,-0.0096,2022,MICROSIM
2048,10006,35-39,M,NH_Asian,417190,451259,425604,456156,7.01,3.19,-23.5,6.48,566172,31628,0.9675,1.9,0.0014,2023,MICROSIM
2032,10007,85+,M,Hispanic,1024077,1158673,1137477,1224630,12.27,9.47,-23.19,8.16,555199,37807,0.9208,1.41,0.001,2021,TREND_EXTRAP
2021,10008,30-34,F,NH_White,1164451,1176424,1151984,1245524,16.68,3.55,22.64,11.36,428780,23423,0.8959,1.609,-0.0175,2021,TREND_EXTRAP
2042,10009,10-14,F,NH_NHPI,152617,142035,134829,144836,14.79,13.93,3.55,-0.37,703169,48033,0.9255,1.581,0.0166,2022,COHORT_COMP
2024,10010,25-29,M,NH_Asian,878251,975076,947497,1028092,5.76,14.95,-9.67,10.97,936523,25212,0.9248,1.514,-0.0121,2021,MICROSIM
2030,10011,75-79,M,NH_Asian,1165658,1422309,1395165,1473530,8.09,9.47,-6.07,5.8,540276,35741,0.9409,1.612,0.0048,2022,TREND_EXTRAP
2025,10012,15-19,M,Hispanic,922926,987123,959525,1011184,1.95,16.86,10.74,10.17,575543,4626,0.8777,1.818,-0.0137,2020,HYBRID_SCEN
2037,10013,5-9,F,NH_Asian,1816379,1965532,1878104,2058468,2.29,11.8,-6.67,15.07,468848,49270,0.9477,2.226,-0.0045,2022,HYBRID_SCEN
2040,10014,15-19,M,Hispanic,678566,714022,694604,728808,8.73,10.6,-13.61,-4.47,873094,40767,0.918,2.09,-0.0175,2020,COHORT_COMP
2029,10015,5-9,F,NH_Multiracial,1878279,2188727,2080435,2310010,9.78,10.14,-19.91,8.41,1062152,2292,0.9424,2.202,0.008,2024,COHORT_COMP
2023,10016,30-34,F,NH_Black,1625699,1731913,1655557,1754180,5.12,10.62,11.45,-8.44,834238,51256,0.8857,2.26,-0.0045,2023,TREND_EXTRAP
2028,10017,70-74,M,NH_NHPI,1802451,1908446,1816847,2037357,11.75,21.36,-15.97,-6.94,865025,50219,0.9147,1.699,-0.029,2021,HYBRID_SCEN
2025,10018,80-84,F,NH_AI_AN,53449,60111,58178,60971,12.81,15.63,-21.52,10.24,787915,14859,0.8813,1.615,-0.0283,2024,COHORT_COMP
2021,10019,65-69,F,NH_Black,464430,483445,457054,505087,5.73,8.3,-3.65,-7.87,80656,30585,0.9804,1.269,-0.0017,2024,COHORT_COMP
2036,10020,50-54,F,NH_NHPI,2193210,2177678,2148639,2317336,13.77,16.68,-23.02,7.86,65983,16807,0.9227,2.317,-0.019,2025,MICROSIM
2024,10021,80-84,F,Hispanic,1009760,1133897,1084771,1146045,4.1,8.61,23.25,-3.4,279709,3819,0.8835,1.279,0.0051,2025,TREND_EXTRAP
2044,10022,20-24,M,NH_NHPI,789648,816896,776826,849499,10.02,4.51,6.36,-0.88,1020371,24087,0.8561,2.089,-0.0055,2023,COHORT_COMP
2025,10023,65-69,M,NH_Multiracial,1516009,1533401,1479467,1580937,14.57,11.51,-17.37,-6.11,1197797,45450,0.9507,1.654,0.0093,2019,TREND_EXTRAP
2045,10024,80-84,F,Hispanic,1553591,1858099,1772347,1941378,9.9,17.02,-16.38,-2.54,903461,47553,0.882,2.339,0.0271,2019,HYBRID_SCEN
2031,10025,5-9,F,NH_Black,2169568,2298189,2221763,2352259,16.39,9.55,3.49,14.64,689063,1280,0.9974,1.704,0.0017,2024,TREND_EXTRAP
2042,10026,30-34,M,NH_White,1308666,1439079,1377810,1459073,1.52,19.38,-7.17,9.17,338731,13241,0.9295,2.18,0.0172,2024,COHORT_COMP
2040,10027,15-19,F,NH_White,2095604,2246009,2126079,2352820,10.8,9.74,13.71,18.49,80142,42779,0.8931,1.539,0.0152,2025,MICROSIM
2029,10028,35-39,M,NH_NHPI,1998553,2032170,1937257,2103318,10.33,9.0,2.29,-8.54,919539,14147,0.948,1.559,0.0253,2023,TREND_EXTRAP
2041,10029,0-4,F,NH_White,1123770,1248919,1201362,1308054,12.06,21.96,-3.33,13.77,255585,19816,0.891,1.915,-0.0172,2022,TREND_EXTRAP
2040,10030,45-49,F,Hispanic,855626,931669,877180,952754,15.08,11.65,23.15,10.97,1103556,49914,0.9722,2.398,0.0196,2022,HYBRID_SCEN
2046,10031,0-4,M,NH_Asian,1331228,1371746,1342297,1413343,13.2,18.1,-5.46,-2.17,1115188,1629,0.8959,1.821,0.0243,2021,MICROSIM
2044,10032,0-4,M,Hispanic,1029742,1128588,1095961,1177908,14.33,18.1,-4.97,11.88,947150,38267,0.9972,2.324,-0.0064,2023,TREND_EXTRAP
