health_mch_birth_cohort_year,health_mch_prenatal_visit_adequacy_index,health_mch_maternal_mortality_ratio,health_mch_severe_maternal_morbidity_rate,health_mch_preterm_birth_rate,health_mch_low_birthweight_rate,health_mch_breastfeeding_initiation_rate,health_mch_breastfeeding_6mo_rate,health_mch_postpartum_care_rate,health_mch_infant_sleep_safe_rate,health_mch_immunization_series_completion,health_mch_well_child_visit_rate,health_mch_teen_birth_rate,health_mch_fertility_rate_age_specific,health_mch_nicu_admission_rate,health_mch_postnatal_depression_screen_rate,health_mch_substance_exposure_flag_rate,health_mch_doula_support_rate,health_mch_pmjay_eligibility_category,health_mch_home_visiting_program_uptake
2015,8.48,249.07,2.751,11.79,29.5,42.43,54.49,11.82,42.87,26.73,41.27,4.57,187.83,4.69,62.65,8.15,9.16,SECC_Eligible,63.5
2022,4.43,204.99,3.65,17.68,5.25,75.28,52.52,48.18,93.35,98.94,42.81,20.85,235.97,21.64,20.29,7.34,27.6,Unknown,4.76
2020,4.63,248.1,3.928,16.05,4.38,79.04,78.61,30.47,97.11,18.13,19.33,11.3,103.93,1.93,73.82,10.9,8.57,SECC_Eligible,49.03
2022,7.3,74.15,2.913,17.09,27.54,96.34,56.35,91.74,80.5,38.85,73.06,13.83,65.32,8.34,16.25,0.96,22.77,PMJAY_OtherEligible,12.49
2016,7.35,277.36,0.418,5.05,23.2,50.49,37.0,13.4,41.47,73.73,48.79,18.99,105.03,16.84,89.91,4.76,7.42,NotEligible,19.55
2021,4.65,74.28,1.422,2.83,15.2,66.12,80.38,28.38,22.04,35.6,63.03,4.39,15.75,17.34,34.06,10.69,23.65,PMJAY_OtherEligible,17.89
2017,0.98,78.54,1.503,17.65,27.59,61.84,36.54,70.01,22.95,76.59,17.26,11.5,61.99,23.18,14.99,10.25,22.99,SECC_Eligible,33.12
2025,3.77,242.52,1.119,14.06,20.49,96.01,58.91,73.82,89.23,81.52,8.08,22.92,92.03,4.0,79.25,9.71,14.1,NotEligible,54.57
2015,6.7,349.14,5.871,13.01,14.91,72.94,11.34,61.25,15.81,45.47,65.27,28.47,109.51,16.8,45.03,10.41,19.39,NotEligible,56.97
2024,3.73,342.26,5.728,14.25,9.06,61.18,48.13,88.78,51.76,22.59,84.57,33.75,46.59,24.79,64.91,4.0,0.63,NotEligible,18.94
2021,4.1,45.11,1.682,15.05,15.3,74.39,52.4,68.06,34.56,14.39,56.03,8.87,64.8,12.6,61.73,8.07,28.56,PMJAY_OtherEligible,50.16
2025,0.82,194.87,5.662,11.44,27.9,37.21,62.5,52.92,78.14,22.71,15.85,34.43,152.14,12.02,0.05,8.96,14.13,NotEligible,31.21
2021,8.24,169.94,5.793,3.79,15.83,81.23,6.52,35.08,61.62,56.44,16.01,15.05,153.36,9.38,45.6,1.16,22.92,PMJAY_OtherEligible,64.54
2017,3.18,239.61,5.81,3.89,23.53,82.84,37.12,76.92,43.07,91.64,22.22,24.86,214.96,14.44,61.01,2.36,9.23,PMJAY_OtherEligible,45.61
2019,2.78,151.46,2.028,13.0,14.19,74.89,75.26,79.1,14.15,97.22,53.76,0.41,196.33,9.7,15.81,9.83,28.28,SECC_Eligible,27.11
2023,2.46,57.01,0.567,2.91,25.66,44.97,10.18,31.94,17.2,26.63,11.68,6.31,92.29,1.57,87.39,10.69,4.85,SECC_Eligible,28.96
2019,1.81,174.68,3.145,10.94,23.92,82.62,40.25,28.88,27.63,96.91,64.69,20.44,39.33,15.07,54.47,5.93,6.67,Unknown,41.78
2023,6.76,287.93,2.113,2.75,11.57,24.38,47.77,28.61,20.13,22.28,81.69,13.73,151.25,4.88,37.28,5.44,16.61,NotEligible,66.52
2018,3.59,141.19,2.968,13.73,13.89,68.42,62.15,70.62,53.22,43.39,15.81,4.87,164.1,22.9,5.08,11.06,0.64,PMJAY_OtherEligible,72.05
2016,6.68,52.04,5.334,16.63,18.97,72.66,18.6,41.77,65.65,45.85,8.52,10.46,143.97,4.84,79.14,5.07,21.74,Unknown,52.09
2021,7.09,178.19,5.997,12.15,13.77,61.47,73.11,10.02,42.13,11.01,70.65,0.08,0.84,0.21,32.66,9.3,19.41,NotEligible,62.56
2024,4.62,142.64,3.96,13.0,17.48,77.15,11.0,25.54,27.51,78.59,26.92,19.03,35.41,3.23,66.44,4.27,11.05,NotEligible,55.25
2019,7.03,42.89,0.951,14.67,29.67,37.32,64.88,67.76,50.35,82.23,21.36,32.9,83.87,15.07,45.49,3.03,9.99,Unknown,22.63
2024,9.66,260.08,0.511,16.69,14.41,23.53,54.45,64.88,49.41,77.86,13.0,16.7,154.42,24.84,80.58,6.5,2.37,Unknown,30.47
2017,7.91,34.87,5.536,13.48,28.19,38.23,41.93,76.22,73.56,34.52,78.34,21.4,197.85,21.16,12.11,10.26,17.7,Unknown,58.09
2018,7.21,112.44,0.6,15.22,25.29,40.65,47.32,11.38,69.25,94.2,56.28,27.42,240.8,11.51,76.2,0.41,22.35,SECC_Eligible,21.45
2024,6.43,29.08,2.929,16.9,4.47,94.07,56.33,78.96,47.24,15.64,44.24,32.49,49.82,14.6,22.27,10.78,17.47,PMJAY_OtherEligible,44.44
2021,7.71,55.32,5.146,12.5,26.38,84.14,48.35,29.05,70.08,13.86,47.04,20.43,59.08,12.28,81.66,6.13,18.7,Unknown,66.03
2015,8.57,130.24,4.593,7.13,21.43,97.53,16.29,85.34,52.86,75.44,21.58,10.66,115.15,23.77,81.55,7.58,28.94,PMJAY_OtherEligible,16.58
2017,0.05,190.06,5.9,10.62,8.34,78.42,65.43,77.01,90.84,49.4,42.3,30.05,208.11,20.41,81.72,0.93,16.11,Unknown,60.3
2022,1.43,272.27,4.129,8.25,9.14,84.89,14.86,86.48,74.1,61.44,83.12,15.1,30.55,4.59,33.91,1.07,16.9,Unknown,9.66
2021,3.83,318.63,5.844,17.28,15.39,34.98,17.05,65.09,33.84,31.0,60.6,16.68,16.57,5.3,5.89,7.43,18.9,SECC_Eligible,13.73
2017,5.04,127.74,0.246,3.5,11.66,53.57,82.73,10.12,11.26,24.73,80.91,12.29,179.39,20.85,62.81,3.35,17.09,NotEligible,18.84
2025,8.73,174.03,4.875,17.24,11.39,96.67,71.98,19.88,23.58,27.01,33.41,8.53,208.66,5.41,57.02,8.87,21.54,SECC_Eligible,59.33
2024,1.8,105.88,1.704,14.04,15.96,88.81,26.5,80.34,63.67,92.23,60.14,27.97,98.31,23.58,26.03,5.09,15.52,Unknown,52.88
2020,4.86,280.18,4.927,8.19,23.36,35.57,73.98,18.78,53.88,28.56,13.99,20.91,6.15,19.01,57.0,5.47,6.82,PMJAY_OtherEligible,45.9
2019,0.68,210.48,0.733,4.03,7.86,58.64,39.82,37.48,70.41,32.81,80.22,24.72,41.78,9.31,35.11,5.24,14.9,Unknown,30.35
2019,2.04,214.23,1.045,9.57,12.95,37.53,46.0,62.83,54.71,50.45,45.36,13.57,53.0,14.8,21.31,3.46,11.25,PMJAY_OtherEligible,78.53
2025,6.41,122.16,5.476,5.25,27.91,49.05,25.52,60.87,48.55,80.17,42.0,14.89,110.04,18.81,71.3,4.18,6.81,NotEligible,16.75
2022,7.02,47.2,3.608,16.48,13.5,43.23,38.42,86.25,44.89,78.79,65.08,33.59,214.2,8.42,38.17,8.17,12.15,SECC_Eligible,15.36
2017,4.27,184.0,0.462,17.97,24.38,70.46,79.48,73.23,81.58,14.4,92.46,29.3,243.32,14.95,24.03,10.84,0.36,Unknown,5.82
2020,1.06,62.02,1.218,6.04,20.3,57.06,36.62,40.17,52.15,45.21,77.1,8.8,241.42,9.24,72.21,1.4,20.59,NotEligible,25.23
2025,9.01,268.07,1.423,9.09,15.12,46.05,66.41,14.29,49.14,89.74,12.91,9.24,127.32,2.59,66.34,4.84,22.79,Unknown,8.55
2021,8.57,311.51,3.302,2.19,22.52,59.66,44.41,62.71,83.17,73.0,8.9,25.8,149.99,0.55,28.42,3.89,2.06,SECC_Eligible,0.69
2016,4.72,78.29,5.64,12.36,4.27,36.22,55.81,85.01,80.51,19.29,90.54,32.58,15.16,19.28,45.35,1.53,12.92,Unknown,30.9
2023,8.91,302.32,2.247,14.09,12.67,22.83,44.61,44.91,90.29,72.66,24.34,10.72,51.94,6.73,7.63,0.42,27.69,SECC_Eligible,37.22
2017,1.5,99.07,2.428,6.62,4.36,66.58,52.38,45.33,48.75,17.47,37.0,34.17,116.58,17.7,68.98,7.16,28.79,Unknown,0.57
2018,6.3,224.79,1.259,13.17,26.11,83.53,47.01,82.24,55.35,14.2,23.39,16.14,61.66,16.83,74.61,7.82,18.8,SECC_Eligible,54.0
2024,7.44,340.24,4.038,11.8,27.02,42.86,12.29,26.9,71.51,70.11,47.74,14.51,107.97,14.91,81.78,8.8,23.51,SECC_Eligible,17.07
2018,8.79,70.71,1.193,3.25,9.77,79.81,53.53,28.41,70.54,62.57,94.56,21.76,51.14,6.74,50.56,1.37,20.57,SECC_Eligible,70.78
2024,0.44,73.55,4.932,17.32,28.67,55.49,56.68,63.11,19.08,47.24,75.84,29.02,146.6,22.72,49.73,8.42,19.74,Unknown,34.59
2020,4.11,278.63,5.601,3.04,8.7,94.87,44.78,77.19,93.43,75.43,48.93,9.02,72.92,22.96,53.6,2.48,19.36,Unknown,79.36
2025,1.69,146.55,1.378,17.31,24.42,23.33,36.66,88.13,37.72,39.45,66.69,30.2,9.81,6.02,80.81,4.12,27.16,SECC_Eligible,1.64
2023,4.99,139.27,3.389,2.48,12.35,57.81,52.73,87.86,81.03,10.71,48.27,31.96,190.77,23.47,71.26,9.13,10.17,PMJAY_OtherEligible,75.41
2018,3.23,329.75,2.485,3.15,26.63,71.99,51.31,40.64,20.5,70.7,15.49,19.49,66.06,16.97,15.73,2.1,22.29,PMJAY_OtherEligible,66.65
2014,5.17,270.37,2.692,7.41,10.52,87.22,64.26,55.3,95.56,92.25,53.05,15.94,77.16,3.99,79.28,3.6,25.79,NotEligible,32.55
2022,1.06,254.82,1.702,5.56,14.0,40.19,44.57,71.88,46.38,86.41,17.09,18.19,216.59,8.17,29.2,10.66,21.53,Unknown,72.83
2020,9.25,248.0,5.171,14.34,14.24,82.3,72.67,24.06,64.9,67.81,25.12,0.0,69.93,17.94,79.3,10.78,14.69,SECC_Eligible,40.55
2024,4.98,129.79,4.73,8.26,28.38,39.82,19.63,46.55,21.62,71.94,50.37,7.06,243.92,9.07,14.66,1.54,12.86,SECC_Eligible,59.98
2020,0.52,346.25,4.675,9.84,20.84,34.82,18.51,69.33,26.26,78.2,63.66,34.29,117.21,11.27,27.13,3.61,10.23,Unknown,45.93
2023,2.8,200.84,0.751,15.99,6.45,69.68,80.0,15.87,90.45,96.97,38.97,26.5,50.74,4.1,43.91,9.57,4.54,Unknown,33.38
2020,3.49,191.5,4.257,13.8,26.48,54.5,7.35,24.8,15.39,21.44,60.25,15.45,117.79,20.99,80.52,5.81,28.89,PMJAY_OtherEligible,68.08
2020,1.29,260.93,3.403,10.1,26.44,59.23,69.71,39.07,82.8,46.79,93.34,15.16,235.55,22.85,32.0,11.68,1.96,SECC_Eligible,67.36
2019,5.75,139.01,1.357,7.43,9.62,76.57,11.69,75.68,26.85,81.17,22.38,16.41,192.71,10.22,84.4,4.93,7.09,NotEligible,50.59
2021,5.23,102.18,5.952,9.22,26.09,95.46,82.49,80.17,48.21,44.92,54.91,17.54,241.36,14.46,26.17,2.28,17.72,PMJAY_OtherEligible,14.63
2021,3.8,236.73,5.849,17.59,9.37,28.0,47.33,49.6,36.79,18.12,64.51,8.39,75.58,9.96,70.79,6.31,20.42,NotEligible,19.8
2024,8.22,144.89,1.247,8.09,29.62,88.02,82.6,41.42,76.86,19.28,75.96,9.48,126.25,19.05,63.0,6.54,8.73,SECC_Eligible,8.91
2023,7.17,131.29,4.233,11.53,9.32,95.97,12.62,31.09,67.48,14.67,56.39,0.75,169.73,19.04,35.99,6.46,28.28,Unknown,62.74
2024,5.99,239.31,2.637,9.77,15.06,38.16,70.44,84.37,93.3,11.57,8.43,22.11,25.1,1.36,77.07,7.3,25.84,Unknown,4.16
2018,9.7,168.7,1.49,16.87,18.66,49.28,14.8,38.68,82.24,21.46,7.92,30.51,78.96,16.05,2.52,0.55,25.97,SECC_Eligible,77.24
2016,1.23,140.47,5.359,10.37,25.24,26.18,29.44,39.57,78.65,60.17,80.61,9.22,202.8,21.27,72.38,7.09,13.01,SECC_Eligible,7.38
2015,4.71,277.36,0.707,9.28,25.92,92.46,25.88,23.56,60.07,36.72,82.39,28.35,232.64,22.52,47.71,2.37,3.53,NotEligible,14.77
2020,8.61,212.17,5.748,3.54,14.83,57.42,20.68,14.14,80.52,45.8,12.68,17.05,61.49,9.42,73.7,9.12,0.2,PMJAY_OtherEligible,69.13
2018,5.25,294.22,5.961,13.26,29.25,62.45,33.78,41.84,52.28,45.04,16.16,14.01,113.84,0.16,45.63,11.99,1.26,Unknown,8.09
2024,7.34,225.44,0.288,11.43,22.09,45.34,60.28,76.19,25.54,10.13,35.03,23.7,224.06,24.22,7.36,1.57,4.36,SECC_Eligible,56.63
2021,4.37,32.36,0.405,12.67,14.03,75.4,39.83,85.53,12.46,87.01,32.36,13.25,225.76,10.72,11.14,2.83,28.81,Unknown,19.43
2024,9.8,244.15,1.983,5.53,19.21,37.14,40.02,72.58,16.01,96.44,82.33,12.72,234.78,19.85,31.41,9.92,3.01,PMJAY_OtherEligible,11.13
2020,0.06,322.01,5.555,11.29,8.9,20.96,15.76,44.75,11.63,28.32,67.07,10.32,142.4,6.9,23.07,8.44,10.45,PMJAY_OtherEligible,42.28
2019,7.41,297.83,3.751,6.95,16.81,76.1,77.49,75.19,19.17,93.61,34.08,16.12,0.54,11.12,13.95,1.98,21.84,NotEligible,50.13
2015,9.51,145.87,4.659,10.36,11.19,67.76,25.94,81.62,14.37,21.28,91.32,6.98,38.16,5.21,3.37,7.15,0.38,NotEligible,31.0
2021,1.63,104.53,5.699,11.1,25.9,55.73,46.72,73.08,85.5,20.56,87.11,5.27,59.7,20.07,69.28,11.4,11.87,Unknown,49.19
2017,5.93,104.42,4.994,2.19,15.8,69.74,38.32,83.02,12.32,81.18,74.08,12.84,167.84,19.74,12.04,2.92,28.07,Unknown,48.41
2014,1.68,230.13,3.961,16.94,26.93,39.81,28.23,41.3,16.27,74.92,89.95,27.83,242.45,1.96,39.23,9.69,19.72,PMJAY_OtherEligible,79.69
2022,0.79,173.96,5.685,6.2,22.82,24.44,70.63,76.94,24.11,60.96,80.88,4.08,155.29,7.05,37.0,5.94,18.32,Unknown,21.95
2015,7.86,236.57,2.238,12.01,27.47,66.88,53.65,42.7,14.39,18.6,21.19,30.1,50.23,19.56,37.42,0.29,14.37,Unknown,57.86
2024,8.33,198.04,4.097,15.72,6.37,86.68,56.44,55.09,36.05,24.19,36.28,0.17,14.66,24.0,45.93,3.21,8.81,Unknown,21.46
2022,4.48,177.16,1.057,13.71,16.39,36.85,84.12,63.58,24.61,14.59,71.25,31.8,178.58,4.04,69.11,7.2,14.14,SECC_Eligible,76.8
2015,8.58,32.29,3.741,3.87,5.95,40.38,43.67,79.44,37.98,80.79,77.15,1.15,40.19,22.96,22.08,6.98,16.2,Unknown,37.93
2020,1.2,233.6,2.647,17.57,7.2,28.96,18.42,16.96,56.33,16.59,87.91,18.32,217.1,0.22,73.43,10.4,19.91,SECC_Eligible,2.36
2014,5.89,86.73,1.314,8.07,28.3,62.18,62.82,84.53,59.6,96.23,29.11,20.0,94.54,7.97,31.48,5.98,10.62,SECC_Eligible,75.87
2018,7.28,180.31,2.552,9.69,12.49,80.5,45.28,32.45,45.46,86.57,90.06,27.49,82.17,23.18,44.45,8.5,16.71,Unknown,33.39
2016,4.03,135.31,2.582,7.9,5.2,49.16,60.51,21.54,10.02,89.68,58.41,6.29,202.68,20.03,65.2,5.65,9.14,Unknown,45.19
2014,4.57,209.58,4.603,17.42,21.7,24.16,53.45,81.66,23.62,40.61,87.73,7.63,65.39,14.71,2.47,0.29,12.93,PMJAY_OtherEligible,68.41
2017,9.43,116.31,5.254,7.87,7.41,38.66,52.45,63.47,69.57,96.7,10.47,7.03,1.95,2.01,22.41,11.35,15.47,Unknown,56.72
2014,7.45,244.29,0.728,11.06,24.98,78.05,35.42,40.69,90.85,34.48,71.98,14.77,131.92,17.16,71.36,3.1,4.42,Unknown,47.9
2018,6.5,244.17,2.126,15.67,6.68,88.83,82.86,48.4,88.57,49.04,61.54,26.88,169.57,24.84,89.87,4.98,22.21,Unknown,35.0
2023,3.74,107.5,4.39,9.93,15.2,59.74,24.5,13.0,43.31,24.49,64.22,10.27,142.16,13.06,75.65,3.76,6.18,Unknown,25.23
2021,7.32,138.55,5.6,13.56,28.13,32.31,10.39,79.31,11.04,87.91,83.63,24.61,48.26,7.9,76.15,8.48,19.6,Unknown,58.53
2023,7.6,267.62,2.703,2.99,5.44,44.1,28.46,86.25,21.29,88.48,28.67,31.63,96.14,24.53,42.14,10.19,17.34,NotEligible,57.12
2020,0.92,83.44,1.513,11.61,28.39,69.35,10.97,65.99,73.59,42.28,87.45,21.5,44.09,20.16,8.96,10.17,7.98,PMJAY_OtherEligible,58.85
2022,5.33,233.54,1.553,8.35,15.69,65.21,78.64,79.24,80.81,34.49,12.37,23.47,226.33,24.2,9.62,6.55,11.89,SECC_Eligible,76.67
2025,4.67,116.31,1.253,9.11,18.29,24.82,32.36,49.35,42.26,58.58,22.17,18.32,59.29,5.3,80.88,2.04,0.89,NotEligible,53.53
2021,1.18,334.98,3.404,7.13,12.86,61.58,54.31,90.58,62.47,28.51,24.33,27.94,233.48,22.17,18.36,6.47,2.51,PMJAY_OtherEligible,26.91
2018,9.66,70.14,1.066,16.29,12.74,50.09,50.75,79.54,66.97,21.13,28.04,31.56,77.79,11.11,77.54,6.57,0.98,NotEligible,17.18
2018,5.92,135.53,4.205,5.38,16.21,25.9,47.34,25.41,32.5,24.04,64.03,7.16,181.56,10.7,57.05,7.22,14.57,SECC_Eligible,25.25
2020,6.03,280.25,2.514,6.73,15.49,72.95,46.34,29.95,60.03,15.57,40.25,23.15,45.4,23.65,11.96,3.48,5.78,Unknown,16.48
2024,6.92,236.95,2.766,16.55,9.66,76.22,74.44,11.43,82.75,67.81,20.25,0.4,168.38,7.56,29.15,10.41,11.0,NotEligible,59.83
2025,2.1,292.67,4.628,13.6,25.33,87.8,30.04,31.1,52.3,71.29,26.79,8.16,42.19,14.8,17.01,10.17,15.03,SECC_Eligible,76.01
2020,4.34,39.86,3.513,11.93,16.78,96.4,68.85,61.25,27.0,52.78,33.08,9.7,98.73,10.31,55.63,6.29,15.52,PMJAY_OtherEligible,59.76
2019,9.5,251.8,3.134,17.13,6.52,35.39,12.14,46.49,64.73,51.51,84.78,7.26,73.39,12.32,25.01,8.51,18.04,SECC_Eligible,55.65
2020,3.18,157.74,1.615,5.98,16.99,70.75,29.12,10.79,84.76,84.3,69.14,19.08,154.38,4.51,39.18,8.86,21.3,PMJAY_OtherEligible,16.17
2016,9.11,193.82,2.655,11.59,11.53,22.84,66.9,46.98,23.16,68.21,70.59,12.7,165.16,12.22,22.66,0.55,7.94,NotEligible,37.73
2018,2.72,161.73,5.84,9.27,15.75,26.51,17.06,83.24,13.09,13.35,37.1,3.96,116.2,19.42,12.0,11.88,3.25,PMJAY_OtherEligible,76.44
2019,8.29,141.55,3.947,14.61,8.83,75.12,5.02,51.64,57.81,62.5,57.77,14.94,30.41,20.86,15.13,4.85,20.85,SECC_Eligible,7.37
2017,1.67,178.65,1.253,3.98,20.59,84.1,10.72,83.3,63.8,10.33,28.31,7.6,93.4,5.28,23.22,2.07,26.19,PMJAY_OtherEligible,77.23
2017,2.65,75.4,3.557,14.29,24.65,72.6,83.58,89.18,30.88,21.47,17.51,32.75,35.72,22.14,56.6,4.02,26.95,PMJAY_OtherEligible,74.83
2018,4.0,338.76,2.715,3.3,6.46,42.74,52.18,14.29,31.07,46.05,93.89,19.49,176.06,3.05,86.81,7.42,10.07,SECC_Eligible,5.98
2022,0.88,178.68,2.581,9.81,5.18,42.31,75.87,15.48,79.89,21.23,9.38,6.93,211.33,11.63,29.85,1.01,1.06,PMJAY_OtherEligible,62.43
2020,8.67,244.87,5.157,13.16,27.48,55.72,48.57,27.05,20.93,42.35,38.26,5.49,159.46,13.75,45.47,5.02,21.45,PMJAY_OtherEligible,60.87
2021,9.9,112.97,4.248,15.71,6.79,83.78,55.11,85.84,92.61,50.56,53.32,24.16,143.1,16.8,69.48,1.14,0.5,PMJAY_OtherEligible,34.2
2019,4.47,323.36,0.213,13.53,6.5,22.69,7.34,49.57,41.93,41.78,17.79,6.62,221.52,21.06,9.46,4.54,4.12,PMJAY_OtherEligible,64.83
2024,7.77,53.27,0.294,17.7,11.36,74.25,21.01,14.71,73.63,29.28,52.71,10.16,170.91,2.3,77.47,0.89,24.87,Unknown,54.41
2016,6.81,203.34,2.119,3.81,11.6,37.53,42.24,66.0,94.31,19.79,31.28,30.24,228.71,16.42,55.61,4.13,5.28,NotEligible,77.74
2018,1.25,316.21,1.02,10.37,15.42,31.66,10.25,79.74,43.15,92.95,41.33,18.47,183.13,3.39,40.63,4.12,6.39,Unknown,31.4
2016,4.47,304.36,2.48,10.63,22.26,86.64,50.43,55.64,51.11,12.36,84.53,21.98,227.08,22.88,89.61,7.93,25.06,Unknown,15.17
2018,9.35,113.22,3.422,9.36,23.19,30.91,12.15,36.17,80.09,62.71,24.38,21.23,2.92,24.4,89.13,9.79,14.48,NotEligible,14.97
2020,7.42,299.84,4.106,8.18,14.0,50.05,12.87,49.01,43.49,50.06,59.14,0.18,94.68,18.84,22.68,9.23,0.24,SECC_Eligible,33.0
2021,7.68,207.07,4.626,10.94,20.31,62.28,35.81,76.91,28.56,41.54,23.64,0.5,241.62,5.44,76.49,7.98,5.12,Unknown,65.8
2025,6.23,233.58,3.863,12.78,18.06,30.29,27.94,33.13,87.08,86.24,63.95,20.44,69.73,22.12,17.46,5.11,11.07,Unknown,73.74
2023,3.65,52.03,0.263,3.87,15.1,61.54,22.45,72.93,90.67,76.98,43.4,30.66,143.63,10.85,84.13,10.4,28.63,Unknown,40.06
2015,5.89,334.34,5.917,16.39,4.41,52.03,83.05,48.09,40.61,45.08,19.85,0.0,162.45,12.86,64.98,8.08,11.89,SECC_Eligible,71.61
2014,9.82,269.01,2.013,4.87,14.23,90.61,48.55,32.99,93.11,51.19,82.24,2.63,227.2,14.12,7.47,2.38,19.73,SECC_Eligible,76.57
2025,8.98,192.57,3.81,4.78,24.57,24.03,75.47,25.64,83.3,72.05,66.75,26.24,109.99,10.4,78.98,10.43,2.36,Unknown,50.6
2025,5.53,195.6,2.763,6.79,7.67,38.72,28.85,10.92,87.27,70.28,51.63,34.73,102.07,21.96,40.35,6.91,12.74,Unknown,31.35
2018,6.64,205.7,2.99,12.87,20.75,61.68,75.37,91.82,34.2,84.52,11.81,31.42,138.84,9.79,21.71,10.26,21.26,SECC_Eligible,3.44
2021,9.29,230.79,4.02,3.81,4.85,45.23,39.8,32.64,62.42,18.8,6.79,5.95,188.69,0.59,30.12,6.86,13.77,SECC_Eligible,14.03
2024,1.69,35.12,1.463,15.24,22.15,30.92,84.63,61.06,67.04,38.56,19.3,29.03,197.03,18.88,13.62,10.16,7.6,NotEligible,40.3
2018,5.79,204.14,2.25,7.76,8.52,45.41,82.4,74.03,68.06,88.86,35.93,20.1,194.61,23.5,4.44,3.62,14.15,PMJAY_OtherEligible,17.27
2018,6.47,224.2,5.815,9.38,24.45,38.39,22.05,79.36,60.56,58.83,70.81,24.74,232.37,2.87,59.53,2.8,0.76,Unknown,42.72
2016,8.79,248.17,2.983,3.0,11.01,77.38,73.64,71.83,47.24,13.84,26.69,33.93,189.28,7.52,80.43,11.2,9.57,PMJAY_OtherEligible,13.06
2016,6.9,157.22,3.574,12.66,11.91,59.69,64.19,33.84,74.55,75.55,69.49,13.31,58.98,9.43,71.01,4.41,19.13,PMJAY_OtherEligible,16.89
2016,1.09,198.1,4.223,5.11,14.02,71.86,56.47,85.57,45.98,91.8,31.81,5.63,117.67,9.59,28.7,1.87,27.51,PMJAY_OtherEligible,32.67
2022,6.01,123.8,0.111,7.24,24.88,64.47,8.62,33.0,63.98,66.14,13.51,6.34,77.67,1.26,22.8,6.9,11.01,SECC_Eligible,36.28
2020,8.98,231.48,4.199,12.1,21.52,39.61,27.43,11.73,43.3,90.38,63.98,26.35,112.27,20.89,36.36,10.8,26.44,SECC_Eligible,13.38
2024,3.02,55.78,4.151,14.0,5.23,62.81,16.41,20.4,19.84,10.34,47.97,8.72,79.82,14.06,19.1,0.92,16.68,Unknown,40.24
2021,1.58,213.91,0.516,13.1,6.91,25.88,45.52,37.5,46.98,84.0,29.39,14.77,55.82,15.01,16.61,11.14,28.16,SECC_Eligible,35.1
2019,6.41,175.33,2.834,17.59,5.25,72.63,57.4,24.24,77.58,56.86,74.49,1.81,1.78,5.01,60.05,9.35,12.86,Unknown,3.57
2025,1.54,171.59,2.833,7.43,16.76,37.01,81.29,16.61,51.37,14.43,10.99,16.34,241.48,11.32,89.12,1.48,18.28,NotEligible,72.57
2018,2.4,98.69,0.18,4.3,13.54,25.63,60.7,33.45,49.95,10.5,49.67,9.67,98.67,16.04,18.75,10.49,7.34,NotEligible,64.66
2016,2.24,116.62,3.408,5.64,15.32,21.96,82.88,14.82,50.49,75.69,75.79,11.47,42.03,1.14,70.21,9.87,20.44,SECC_Eligible,13.56
2016,5.13,23.01,1.723,3.85,18.56,40.8,49.45,47.29,35.37,11.41,26.65,26.04,83.2,9.46,68.1,3.36,9.69,SECC_Eligible,45.21
2020,7.65,70.76,3.645,3.35,28.28,79.11,39.1,66.49,25.69,31.71,65.85,27.32,194.65,17.69,89.02,2.44,27.15,SECC_Eligible,22.69
2024,3.38,305.95,4.087,4.14,20.03,40.55,37.96,76.14,43.75,14.04,22.05,23.44,20.23,5.58,59.92,7.22,16.84,SECC_Eligible,25.15
2015,4.19,225.6,0.525,13.55,27.25,84.77,84.38,89.7,38.09,77.16,13.49,10.37,127.14,13.52,67.71,7.28,23.07,PMJAY_OtherEligible,14.97
2021,3.29,87.2,2.77,13.2,20.62,93.95,21.09,86.32,68.37,53.52,34.4,7.85,137.36,24.85,53.09,4.07,6.03,SECC_Eligible,30.64
2016,1.49,112.26,3.413,10.68,29.87,61.78,17.83,44.95,25.67,46.9,40.09,3.44,150.48,0.64,87.01,6.1,27.76,PMJAY_OtherEligible,4.65
2016,5.05,292.34,5.351,16.4,17.34,68.9,15.38,47.37,87.35,44.48,43.04,3.01,238.67,11.17,27.47,6.96,15.42,NotEligible,49.36
2021,6.29,187.48,3.304,5.47,10.22,81.08,30.47,86.59,33.15,11.11,93.13,22.16,245.8,21.64,80.35,5.32,20.17,PMJAY_OtherEligible,72.88
2016,2.09,94.74,1.517,3.25,20.14,71.4,36.12,71.92,83.31,97.38,9.94,25.14,29.75,6.28,16.21,3.98,2.24,PMJAY_OtherEligible,60.93
2017,1.37,124.23,1.102,6.47,28.59,92.5,61.7,81.76,33.1,32.82,39.94,29.2,49.73,8.46,50.59,3.45,4.72,NotEligible,72.26
2021,4.13,21.98,2.807,17.68,28.37,65.11,29.77,64.2,87.82,62.52,54.96,29.6,204.71,19.89,4.98,1.21,7.42,Unknown,28.15
2024,6.19,114.77,1.428,9.69,15.78,45.6,20.76,25.73,14.29,27.95,23.47,10.37,197.06,5.52,49.79,5.4,4.17,Unknown,71.54
2022,9.45,244.89,0.175,15.99,12.19,59.67,81.4,94.77,32.28,38.62,81.17,24.16,35.07,17.89,6.67,9.0,19.15,Unknown,60.01
2021,4.07,205.37,1.78,10.06,7.92,35.01,19.5,60.86,45.76,33.09,29.59,6.46,157.45,4.02,11.34,5.9,5.66,Unknown,18.13
