trans_mar_reference_month,trans_mar_port_code,trans_mar_country_iso2,trans_mar_ship_type_code,trans_mar_gross_tonnage_total,trans_mar_cargo_tonnes_total,trans_mar_container_teu_total,trans_mar_passengers_count,trans_mar_vessel_calls_count,trans_mar_port_dwell_time_hours_median,trans_mar_congestion_index,trans_mar_fuel_type_code,trans_mar_sulphur_cap_compliance_flag,trans_mar_ghg_intensity_index,trans_mar_shore_power_available_flag,trans_mar_eu_mrv_reporting_flag,trans_mar_accident_incidents_count,trans_mar_customs_clearance_time_hours_median,trans_mar_data_source,trans_mar_data_extract_date
2026-07,DKPORT179,DK,FERRY,34987288.75,176897938.24,3779313,13463656,4567,49.82,2.4488,VLSFO,1,2.2214,1,1,23,62.94,EU_MRV_DATABASE,2024-02-13
2026-08,GRPORT180,GR,GENERAL_CARGO,30800601.46,213482245.11,1601215,1993293,28161,11.49,1.909,HFO_SCRUBBER,0,0.7872,0,1,0,36.28,CUSTOMS_ADMIN_DATA,2025-07-30
2026-09,LTPORT181,LT,CRUISE,21119958.42,98732295.82,1256013,11242146,9265,81.76,1.6333,AMMONIA_PILOT,1,0.3854,1,1,14,38.27,EMSA_PORT_STAT,2025-09-09
2026-10,PTPORT182,PT,RORO,86204015.59,297542412.94,2035565,7314688,2732,40.31,1.4113,METHANOL,0,1.9479,0,1,31,36.22,PORT_AUTHORITY_REPORT,2025-12-18
2026-11,SEPORT183,SE,TANKER,24853003.69,12476644.21,3121494,586764,30399,49.95,1.0641,LNG,1,1.3742,1,1,55,61.08,EU_MRV_DATABASE,2024-08-24
2026-12,CYPORT184,CY,BULK_CARRIER,80603735.88,221682145.39,2599726,2229187,20528,22.74,1.959,MGO,1,0.7552,1,1,24,57.78,CUSTOMS_ADMIN_DATA,2025-10-30
2016-01,FRPORT185,FR,CONTAINER,14707585.02,43379162.03,12269658,334371,12041,92.34,1.6095,VLSFO,1,1.2264,0,1,43,19.66,EMSA_PORT_STAT,2025-01-29
2016-02,ITPORT186,IT,OFFSHORE_SUPPORT,48687335.24,311514312.28,2175073,704767,9840,11.5,1.8298,HFO_SCRUBBER,1,2.4672,0,0,24,25.0,PORT_AUTHORITY_REPORT,2025-11-09
2016-03,NLPORT187,NL,FERRY,39233162.85,206759006.86,3599554,298210,12335,77.15,1.8891,AMMONIA_PILOT,1,0.5225,1,1,6,49.75,EU_MRV_DATABASE,2025-08-23
2016-04,SIPORT188,SI,GENERAL_CARGO,47892168.1,238301414.93,3677724,2305669,11760,45.57,0.7085,METHANOL,1,1.3168,1,1,39,59.06,CUSTOMS_ADMIN_DATA,2025-10-01
2016-05,BGPORT189,BG,CRUISE,109135836.62,20390311.46,3268174,13799983,9666,22.42,2.4612,LNG,1,1.6078,0,0,10,13.83,EMSA_PORT_STAT,2025-08-01
2016-06,EEPORT190,EE,RORO,75194055.0,166550250.03,154139,4633802,19490,26.56,0.829,MGO,1,2.2898,1,1,37,34.39,PORT_AUTHORITY_REPORT,2025-06-04
2016-07,HUPORT191,HU,TANKER,52900917.56,188660582.71,570777,391202,25759,41.8,2.192,VLSFO,1,2.0774,0,1,52,18.57,EU_MRV_DATABASE,2025-02-03
2016-08,LUPORT192,LU,BULK_CARRIER,23613997.54,90328479.99,1016631,1358998,6376,7.84,1.6881,HFO_SCRUBBER,1,0.7898,0,0,9,65.02,CUSTOMS_ADMIN_DATA,2026-02-13
2016-09,ROPORT193,RO,CONTAINER,80582831.66,112507939.97,3144798,2023413,7089,64.52,2.1969,AMMONIA_PILOT,1,0.4673,0,1,41,48.82,EMSA_PORT_STAT,2024-06-11
2016-10,ATPORT194,AT,OFFSHORE_SUPPORT,46668231.37,218938788.97,1855415,394741,21202,55.64,2.4487,METHANOL,1,1.9763,1,1,29,76.19,PORT_AUTHORITY_REPORT,2024-02-21
2016-11,CZPORT195,CZ,FERRY,21454419.34,60328368.52,3049844,5883289,3103,18.88,1.4634,LNG,0,0.6687,1,0,40,53.55,EU_MRV_DATABASE,2025-06-20
2016-12,DEPORT196,DE,GENERAL_CARGO,71772554.06,50713039.97,1874552,409300,6985,16.05,1.7399,MGO,1,2.1641,0,1,14,68.34,CUSTOMS_ADMIN_DATA,2024-01-13
2017-01,LVPORT197,LV,CRUISE,110267941.21,166189597.21,1593253,13678132,15884,18.88,0.5974,VLSFO,1,0.7513,0,1,33,3.9,EMSA_PORT_STAT,2024-07-25
2017-02,PLPORT198,PL,RORO,62138374.25,969799.04,1030332,11454825,14743,37.78,0.9155,HFO_SCRUBBER,1,1.5301,0,1,43,27.16,PORT_AUTHORITY_REPORT,2024-07-29
2017-03,ESPORT199,ES,TANKER,43293434.18,30086951.39,496190,2119791,13541,9.8,1.1073,AMMONIA_PILOT,1,0.6026,0,1,26,54.09,EU_MRV_DATABASE,2025-11-18
2017-04,HRPORT200,HR,BULK_CARRIER,117872379.55,183775984.55,2219721,388311,1249,60.82,2.3931,METHANOL,1,1.438,0,1,13,16.97,CUSTOMS_ADMIN_DATA,2025-07-13
2017-05,FIPORT201,FI,CONTAINER,15332976.99,135194463.65,12052704,879029,14186,23.31,2.6936,LNG,1,1.4082,0,1,23,28.99,EMSA_PORT_STAT,2024-10-26
2017-06,IEPORT202,IE,OFFSHORE_SUPPORT,15286596.7,8444944.94,3792523,638496,17545,5.91,1.0171,MGO,1,1.0228,1,1,31,57.13,PORT_AUTHORITY_REPORT,2024-03-19
2017-07,MTPORT203,MT,FERRY,55174695.16,119340980.93,970052,3444095,2640,42.62,0.8144,VLSFO,0,1.9348,1,1,9,38.61,EU_MRV_DATABASE,2025-10-01
2017-08,SKPORT204,SK,GENERAL_CARGO,59268425.68,140207917.8,552819,2124626,2051,10.18,2.4896,HFO_SCRUBBER,1,0.4019,0,1,30,33.47,CUSTOMS_ADMIN_DATA,2024-06-13
2017-09,BEPORT205,BE,CRUISE,117501026.46,207438158.11,1133310,14986327,18377,67.71,1.6806,AMMONIA_PILOT,1,1.3001,0,1,37,64.21,EMSA_PORT_STAT,2024-04-26
2017-10,DKPORT206,DK,RORO,41955439.82,87311505.8,984760,10579595,26325,34.95,0.1404,METHANOL,1,1.7219,0,0,35,19.07,PORT_AUTHORITY_REPORT,2024-04-02
2017-11,GRPORT207,GR,TANKER,55288146.88,88802233.64,1760757,2229675,25570,55.2,2.7978,LNG,1,1.2156,1,1,36,32.31,EU_MRV_DATABASE,2024-04-21
2017-12,LTPORT208,LT,BULK_CARRIER,75239395.49,246317796.12,510089,1707544,9799,80.63,0.9531,MGO,1,0.819,0,1,19,36.68,CUSTOMS_ADMIN_DATA,2024-01-25
2018-01,PTPORT209,PT,CONTAINER,69328990.9,150216689.98,3185690,1050965,6642,3.96,1.0366,VLSFO,1,0.4063,0,1,30,4.02,EMSA_PORT_STAT,2025-01-05
2018-02,SEPORT210,SE,OFFSHORE_SUPPORT,42253885.83,162779143.73,1508024,2160051,22949,91.47,0.117,HFO_SCRUBBER,1,0.7428,0,1,6,9.18,PORT_AUTHORITY_REPORT,2024-09-10
2018-03,CYPORT211,CY,FERRY,54245921.43,115574270.71,3310747,11294765,3431,31.12,2.1266,AMMONIA_PILOT,1,0.9146,0,1,16,27.97,EU_MRV_DATABASE,2024-03-25
2018-04,FRPORT212,FR,GENERAL_CARGO,25966923.48,120728697.55,3415235,987819,21045,62.28,0.3486,METHANOL,1,1.1831,0,1,39,32.89,CUSTOMS_ADMIN_DATA,2024-03-26
2018-05,ITPORT213,IT,CRUISE,26340162.99,22277239.51,1493486,10068351,18050,60.37,0.6952,LNG,1,1.5983,0,1,6,23.66,EMSA_PORT_STAT,2025-01-27
2018-06,NLPORT214,NL,RORO,41240625.58,174693142.86,3500136,2200819,5750,32.75,0.561,MGO,1,1.7348,0,1,27,6.52,PORT_AUTHORITY_REPORT,2026-01-06
2018-07,SIPORT215,SI,TANKER,13608590.43,145236032.34,335718,1916383,25572,7.26,2.3695,VLSFO,1,0.4763,0,1,64,22.12,EU_MRV_DATABASE,2024-06-18
2018-08,BGPORT216,BG,BULK_CARRIER,4451283.86,41792416.0,3494273,2209555,9139,40.45,0.5204,HFO_SCRUBBER,0,1.8286,1,1,27,34.29,CUSTOMS_ADMIN_DATA,2024-05-25
2018-09,EEPORT217,EE,CONTAINER,42552414.22,162996846.97,10282947,622840,19108,71.77,1.0424,AMMONIA_PILOT,0,0.4869,0,0,3,17.9,EMSA_PORT_STAT,2024-07-21
2018-10,HUPORT218,HU,OFFSHORE_SUPPORT,56273704.92,129973189.68,3119980,1859858,17865,69.41,0.1604,METHANOL,1,1.4823,0,1,5,8.79,PORT_AUTHORITY_REPORT,2026-02-15
2018-11,LUPORT219,LU,FERRY,80924392.16,204230760.06,397504,6200753,1555,35.83,2.4628,LNG,1,1.4401,0,1,39,80.98,EU_MRV_DATABASE,2025-06-04
2018-12,ROPORT220,RO,GENERAL_CARGO,34598144.8,176142118.64,2816450,2121835,20208,75.26,1.3111,MGO,1,1.4625,0,1,1,44.4,CUSTOMS_ADMIN_DATA,2026-01-01
2019-01,ATPORT221,AT,CRUISE,35819116.59,309040041.35,3283952,3357133,16029,92.25,2.0229,VLSFO,1,0.8196,0,1,34,74.56,EMSA_PORT_STAT,2025-04-24
2019-02,CZPORT222,CZ,RORO,114195411.19,300057088.3,1170823,7256692,11171,19.43,1.4213,HFO_SCRUBBER,1,1.8534,0,1,5,47.51,PORT_AUTHORITY_REPORT,2024-07-05
2019-03,DEPORT223,DE,TANKER,27621568.82,36907067.54,1255953,1703713,12429,37.13,0.3539,AMMONIA_PILOT,1,1.3283,0,1,24,53.24,EU_MRV_DATABASE,2024-12-02
2019-04,LVPORT224,LV,BULK_CARRIER,13272784.71,105631121.87,2891969,231060,23409,77.34,1.2517,METHANOL,1,0.4429,0,0,41,24.8,CUSTOMS_ADMIN_DATA,2025-11-17
2019-05,PLPORT225,PL,CONTAINER,44701925.24,205047173.86,1402588,886444,19055,61.33,0.3468,LNG,1,1.6694,0,1,15,44.42,EMSA_PORT_STAT,2026-02-01
2019-06,ESPORT226,ES,OFFSHORE_SUPPORT,38952023.7,228288059.96,1151513,1497471,20191,72.03,1.7215,MGO,1,1.1969,0,0,27,45.88,PORT_AUTHORITY_REPORT,2024-07-25
2019-07,HRPORT227,HR,FERRY,50291862.23,300568966.78,420837,4851981,22302,47.67,0.6784,VLSFO,1,2.0669,0,0,19,18.63,EU_MRV_DATABASE,2025-09-10
2019-08,FIPORT228,FI,GENERAL_CARGO,72823784.58,351041961.71,3071682,1555558,24251,13.49,1.5529,HFO_SCRUBBER,1,2.4218,1,0,6,43.83,CUSTOMS_ADMIN_DATA,2024-07-14
2019-09,IEPORT229,IE,CRUISE,14736680.82,248811476.55,435461,9733248,568,45.99,2.2535,AMMONIA_PILOT,0,0.4078,1,1,30,13.39,EMSA_PORT_STAT,2026-01-21
2019-10,MTPORT230,MT,RORO,116670007.85,23953349.02,920003,14087930,8414,8.21,0.4939,METHANOL,0,1.4265,0,1,6,29.6,PORT_AUTHORITY_REPORT,2024-05-09
2019-11,SKPORT231,SK,TANKER,62329088.61,206643443.3,2681480,1104081,5326,57.47,0.4341,LNG,1,1.5958,0,1,48,23.42,EU_MRV_DATABASE,2024-06-02
2019-12,BEPORT232,BE,BULK_CARRIER,15022213.37,30559270.86,349058,27001,878,35.96,0.3079,MGO,1,0.971,1,1,42,50.18,CUSTOMS_ADMIN_DATA,2024-04-20
2020-01,DKPORT233,DK,CONTAINER,19238472.94,42828089.65,13265511,376028,7045,56.24,0.1166,VLSFO,1,1.8913,0,1,15,1.73,EMSA_PORT_STAT,2025-04-02
2020-02,GRPORT234,GR,OFFSHORE_SUPPORT,62141561.18,12209334.86,3846776,898115,18514,55.55,2.1112,HFO_SCRUBBER,1,2.283,1,1,41,58.31,PORT_AUTHORITY_REPORT,2025-09-27
2020-03,LTPORT235,LT,FERRY,125309235.12,214122309.15,437306,12169943,9815,78.83,1.326,AMMONIA_PILOT,0,0.4158,0,1,20,6.84,EU_MRV_DATABASE,2025-03-11
2020-04,PTPORT236,PT,GENERAL_CARGO,29139669.64,325787827.37,2066751,670458,17995,5.69,1.4753,METHANOL,1,1.4785,1,0,25,45.59,CUSTOMS_ADMIN_DATA,2024-04-01
2020-05,SEPORT237,SE,CRUISE,61254944.98,137105412.37,606056,6211084,14909,32.52,0.5642,LNG,1,0.7447,0,1,13,21.59,EMSA_PORT_STAT,2025-04-04
2020-06,CYPORT238,CY,RORO,12706276.48,6308785.31,2666618,1389280,29286,90.3,0.8048,MGO,1,0.6694,1,1,2,42.97,PORT_AUTHORITY_REPORT,2024-06-06
2020-07,FRPORT239,FR,TANKER,27353407.01,8730379.39,2558668,1338392,6109,19.56,2.2056,VLSFO,1,2.379,1,1,39,17.65,EU_MRV_DATABASE,2025-08-31
2020-08,ITPORT240,IT,BULK_CARRIER,51407103.51,209920173.47,2241633,1709630,10120,37.67,0.2878,HFO_SCRUBBER,1,0.6195,0,1,41,8.68,CUSTOMS_ADMIN_DATA,2025-09-14
2020-09,NLPORT241,NL,CONTAINER,112986584.07,105078668.46,12239077,19352,12831,16.73,0.8809,AMMONIA_PILOT,0,0.9929,0,1,39,12.14,EMSA_PORT_STAT,2025-04-19
2020-10,SIPORT242,SI,OFFSHORE_SUPPORT,56818203.74,67445332.85,723961,2247823,7579,59.66,0.8393,METHANOL,1,1.2528,1,1,34,21.28,PORT_AUTHORITY_REPORT,2025-02-28
2020-11,BGPORT243,BG,FERRY,91344523.53,261371851.13,2200012,371416,16172,31.35,1.4949,LNG,1,1.6754,0,0,35,23.69,EU_MRV_DATABASE,2025-07-03
2020-12,EEPORT244,EE,GENERAL_CARGO,3723918.36,265944915.46,2062550,620153,19768,36.35,0.3682,MGO,1,2.085,0,1,36,6.7,CUSTOMS_ADMIN_DATA,2024-01-03
2021-01,HUPORT245,HU,CRUISE,608422.79,132751911.41,2850502,4534350,9363,91.56,0.5641,VLSFO,1,0.5951,0,1,26,11.69,EMSA_PORT_STAT,2024-10-14
2021-02,LUPORT246,LU,RORO,12036482.53,8126358.98,1892044,1495442,17830,63.94,2.108,HFO_SCRUBBER,1,1.894,1,1,30,38.26,PORT_AUTHORITY_REPORT,2025-05-16
2021-03,ROPORT247,RO,TANKER,72737335.89,172572543.99,161891,53967,8008,62.36,1.5752,AMMONIA_PILOT,1,1.299,0,1,2,81.25,EU_MRV_DATABASE,2024-03-23
2021-04,ATPORT248,AT,BULK_CARRIER,107490594.1,25864680.44,3314123,2083222,12730,30.62,2.0719,METHANOL,1,0.5132,1,1,29,69.78,CUSTOMS_ADMIN_DATA,2024-03-13
2021-05,CZPORT249,CZ,CONTAINER,55200815.34,147781838.5,1972613,1448797,15352,81.53,2.3513,LNG,1,0.3524,0,1,11,72.68,EMSA_PORT_STAT,2025-03-22
2021-06,DEPORT250,DE,OFFSHORE_SUPPORT,75670829.82,13669446.49,1801105,2275285,15723,26.79,2.3976,MGO,1,2.384,1,1,46,76.6,PORT_AUTHORITY_REPORT,2026-01-30
2021-07,LVPORT251,LV,FERRY,10276333.83,368867993.01,3617049,14263838,20341,38.8,0.209,VLSFO,1,0.5898,1,1,17,30.14,EU_MRV_DATABASE,2024-07-11
2021-08,PLPORT252,PL,GENERAL_CARGO,79163409.65,336843589.45,3201786,1781814,7106,49.15,0.9328,HFO_SCRUBBER,1,0.584,0,1,36,31.13,CUSTOMS_ADMIN_DATA,2024-06-27
2021-09,ESPORT253,ES,CRUISE,45684580.53,39906722.28,2816056,12552614,14597,42.09,2.5372,AMMONIA_PILOT,1,1.4021,0,1,11,25.4,EMSA_PORT_STAT,2025-08-29
2021-10,HRPORT254,HR,RORO,23321946.64,80676328.15,1218475,13330138,26520,59.8,1.5935,METHANOL,1,0.5131,0,1,37,20.76,PORT_AUTHORITY_REPORT,2024-03-20
2021-11,FIPORT255,FI,TANKER,10781202.7,307994000.18,2589675,595893,9751,54.78,0.957,LNG,1,1.1086,0,1,19,15.79,EU_MRV_DATABASE,2024-04-26
2021-12,IEPORT256,IE,BULK_CARRIER,41260007.59,232492163.49,738818,523591,1105,35.75,0.7876,MGO,1,0.422,0,1,20,41.85,CUSTOMS_ADMIN_DATA,2025-10-30
2022-01,MTPORT257,MT,CONTAINER,88911719.86,122694222.13,7681871,1331175,13531,73.79,1.3906,VLSFO,1,2.2329,0,1,8,45.6,EMSA_PORT_STAT,2024-04-25
2022-02,SKPORT258,SK,OFFSHORE_SUPPORT,54123237.52,170892117.63,1246651,912764,6457,40.69,2.4407,HFO_SCRUBBER,1,2.1034,0,1,39,20.15,PORT_AUTHORITY_REPORT,2024-02-05
2022-03,BEPORT259,BE,FERRY,51695057.91,311090150.63,1970981,5572050,16868,44.27,1.5393,AMMONIA_PILOT,0,1.9591,0,1,23,61.66,EU_MRV_DATABASE,2024-03-27
2022-04,DKPORT260,DK,GENERAL_CARGO,30492472.46,229292169.96,2743483,525968,21869,91.95,2.0379,METHANOL,1,1.8936,0,0,35,58.01,CUSTOMS_ADMIN_DATA,2024-09-11
2022-05,GRPORT261,GR,CRUISE,17748610.9,169270149.09,915238,3498194,21025,27.26,2.6416,LNG,1,0.3692,0,1,30,9.22,EMSA_PORT_STAT,2025-08-01
2022-06,LTPORT262,LT,RORO,92847087.97,27115953.21,3327803,11600002,25805,32.96,2.5947,MGO,1,0.856,0,1,21,76.78,PORT_AUTHORITY_REPORT,2024-08-10
2022-07,PTPORT263,PT,TANKER,111478243.93,149059451.53,684559,905443,21131,63.77,2.3864,VLSFO,1,2.4979,1,0,48,43.25,EU_MRV_DATABASE,2026-02-12
2022-08,SEPORT264,SE,BULK_CARRIER,68805141.72,68702296.83,3095705,1024821,7437,21.52,0.8207,HFO_SCRUBBER,1,1.5522,0,1,34,7.84,CUSTOMS_ADMIN_DATA,2024-01-22
2022-09,CYPORT265,CY,CONTAINER,25212800.01,61004137.23,10009261,1774480,11232,11.36,1.024,AMMONIA_PILOT,1,1.9096,1,1,27,20.06,EMSA_PORT_STAT,2025-04-08
2022-10,FRPORT266,FR,OFFSHORE_SUPPORT,9255157.87,24551420.42,3407562,2024897,8444,60.92,1.2361,METHANOL,1,0.8811,1,0,40,49.69,PORT_AUTHORITY_REPORT,2024-11-06
2022-11,ITPORT267,IT,FERRY,88423052.99,58977194.94,3805538,4440199,5612,38.67,1.3583,LNG,1,1.1362,0,0,21,41.19,EU_MRV_DATABASE,2024-10-17
2022-12,NLPORT268,NL,GENERAL_CARGO,57053733.79,171989078.82,573260,2252196,16306,43.38,0.4,MGO,1,2.0993,1,0,26,23.31,CUSTOMS_ADMIN_DATA,2024-02-10
2023-01,SIPORT269,SI,CRUISE,58501705.03,149533382.34,1514145,14480396,1757,56.35,2.1849,VLSFO,1,0.8333,1,1,23,86.29,EMSA_PORT_STAT,2025-07-06
2023-02,BGPORT270,BG,RORO,15454141.54,125008128.44,1663439,9636425,24552,13.9,0.37,HFO_SCRUBBER,1,0.8702,0,1,31,16.27,PORT_AUTHORITY_REPORT,2025-06-22
2023-03,EEPORT271,EE,TANKER,9552567.24,203058373.7,1524885,415382,26089,47.65,2.5131,AMMONIA_PILOT,0,1.0609,0,0,14,27.87,EU_MRV_DATABASE,2025-06-01
2023-04,HUPORT272,HU,BULK_CARRIER,28081299.76,301426389.97,1505566,1687750,910,47.28,2.751,METHANOL,1,1.504,0,1,32,38.0,CUSTOMS_ADMIN_DATA,2024-09-02
2023-05,LUPORT273,LU,CONTAINER,39363605.63,97252379.53,2882351,1409488,15112,47.92,2.3286,LNG,1,1.2789,1,1,30,39.62,EMSA_PORT_STAT,2025-09-16
2023-06,ROPORT274,RO,OFFSHORE_SUPPORT,60575443.85,231732642.77,154749,1878226,8235,79.9,0.6334,MGO,1,0.3918,1,1,58,60.11,PORT_AUTHORITY_REPORT,2024-03-13
2023-07,ATPORT275,AT,FERRY,103121167.45,115287638.53,1424729,13855214,3990,13.08,0.9302,VLSFO,1,1.0944,0,1,10,22.51,EU_MRV_DATABASE,2025-07-05
2023-08,CZPORT276,CZ,GENERAL_CARGO,43963640.96,231117744.14,1473337,703755,10099,67.81,2.7426,HFO_SCRUBBER,1,0.7141,1,1,43,29.84,CUSTOMS_ADMIN_DATA,2025-12-10
2023-09,DEPORT277,DE,CRUISE,77829040.07,244877610.42,1217365,132527,17824,21.86,0.2386,AMMONIA_PILOT,1,1.1707,1,0,29,8.31,EMSA_PORT_STAT,2024-05-30
2023-10,LVPORT278,LV,RORO,32022952.7,97510511.11,2323740,14057320,7252,39.87,0.7649,METHANOL,1,0.4512,0,1,22,44.13,PORT_AUTHORITY_REPORT,2024-06-05
2023-11,PLPORT279,PL,TANKER,38027617.15,257862307.01,1314278,1156713,11769,51.92,2.4392,LNG,1,1.3439,1,1,19,36.24,EU_MRV_DATABASE,2024-04-02
2023-12,ESPORT280,ES,BULK_CARRIER,58844933.99,116719208.06,2196037,2165536,16530,64.85,2.0813,MGO,1,2.3231,0,1,20,77.6,CUSTOMS_ADMIN_DATA,2025-04-06
2024-01,HRPORT281,HR,CONTAINER,7326853.8,35201048.56,11258834,126882,5789,55.58,0.7568,VLSFO,0,1.9636,0,1,41,38.41,EMSA_PORT_STAT,2024-02-08
2024-02,FIPORT282,FI,OFFSHORE_SUPPORT,20755504.28,271568367.45,2919671,75859,8961,11.21,2.596,HFO_SCRUBBER,1,0.5492,1,1,8,32.52,PORT_AUTHORITY_REPORT,2024-08-07
2024-03,IEPORT283,IE,FERRY,12311004.44,130471533.6,3355531,12379275,19744,80.52,1.1306,AMMONIA_PILOT,1,1.6112,1,1,40,31.35,EU_MRV_DATABASE,2025-08-11
2024-04,MTPORT284,MT,GENERAL_CARGO,32739557.69,205386313.67,2408970,1118459,4114,22.01,2.5134,METHANOL,1,2.0069,0,1,17,7.44,CUSTOMS_ADMIN_DATA,2024-02-19
2024-05,SKPORT285,SK,CRUISE,56434551.87,244748752.85,3655394,9915216,2197,21.24,2.2646,LNG,1,0.7524,0,1,6,11.09,EMSA_PORT_STAT,2024-11-17
2024-06,BEPORT286,BE,RORO,108926374.68,246169262.58,2482334,2066391,15447,51.39,0.6004,MGO,1,1.3847,0,0,39,47.02,PORT_AUTHORITY_REPORT,2025-02-27
2024-07,DKPORT287,DK,TANKER,41336118.63,70295774.8,2732725,1874731,607,37.01,2.6723,VLSFO,1,0.6508,0,0,25,42.2,EU_MRV_DATABASE,2025-04-05
2024-08,GRPORT288,GR,BULK_CARRIER,103423441.48,315687228.79,3488699,1656340,5195,22.11,0.5618,HFO_SCRUBBER,1,0.4424,1,1,18,18.54,CUSTOMS_ADMIN_DATA,2026-02-19
2024-09,LTPORT289,LT,CONTAINER,73054903.91,1188654.27,621465,567127,6861,18.57,2.7408,AMMONIA_PILOT,1,1.4789,1,1,7,39.71,EMSA_PORT_STAT,2024-05-22
2024-10,PTPORT290,PT,OFFSHORE_SUPPORT,55083008.78,31991384.09,2966622,1387770,3285,46.75,2.3557,METHANOL,1,1.5253,1,0,9,4.92,PORT_AUTHORITY_REPORT,2025-06-05
2024-11,SEPORT291,SE,FERRY,3829134.34,124116715.87,3015974,3715902,9016,50.61,2.4627,LNG,1,1.964,1,1,12,68.86,EU_MRV_DATABASE,2026-02-07
2024-12,CYPORT292,CY,GENERAL_CARGO,95304591.92,307235394.84,462363,448130,19675,59.79,0.5955,MGO,1,0.6266,0,0,26,4.85,CUSTOMS_ADMIN_DATA,2025-02-08
2025-01,FRPORT293,FR,CRUISE,35304399.72,226259611.24,2152007,11011227,6332,60.97,1.6548,VLSFO,1,1.4567,1,1,22,73.18,EMSA_PORT_STAT,2024-01-22
2025-02,ITPORT294,IT,RORO,3205128.7,105083202.56,654377,5359126,16869,23.05,1.6212,HFO_SCRUBBER,1,0.6095,0,1,25,32.02,PORT_AUTHORITY_REPORT,2025-08-31
2025-03,NLPORT295,NL,TANKER,78015863.45,322669708.52,2545221,341844,23032,43.27,1.7871,AMMONIA_PILOT,1,0.5588,0,1,7,59.28,EU_MRV_DATABASE,2024-05-25
2025-04,SIPORT296,SI,BULK_CARRIER,40633784.63,300095975.35,3161798,239684,7528,19.28,0.7002,METHANOL,1,0.7442,0,1,5,39.05,CUSTOMS_ADMIN_DATA,2024-09-30
2025-05,BGPORT297,BG,CONTAINER,3834312.95,131128528.12,7705867,2133799,23664,61.35,2.3918,LNG,1,0.6197,1,1,2,67.41,EMSA_PORT_STAT,2024-01-27
2025-06,EEPORT298,EE,OFFSHORE_SUPPORT,24974288.09,25682630.69,503724,2227410,14884,64.86,1.9429,MGO,0,1.9432,1,1,12,6.57,PORT_AUTHORITY_REPORT,2026-01-22
2025-07,HUPORT299,HU,FERRY,37911894.94,125071564.43,559071,383164,9967,21.77,0.1113,VLSFO,1,1.6655,1,1,5,37.66,EU_MRV_DATABASE,2025-11-06
2025-08,LUPORT300,LU,GENERAL_CARGO,40992757.14,155488469.67,147290,1929994,16178,25.93,2.4305,HFO_SCRUBBER,1,1.2912,1,1,29,82.23,CUSTOMS_ADMIN_DATA,2024-05-17
2025-09,ROPORT301,RO,CRUISE,107247825.37,233619657.24,1816929,8397150,25468,90.37,1.0456,AMMONIA_PILOT,1,1.834,0,1,15,20.84,EMSA_PORT_STAT,2024-11-26
2025-10,ATPORT302,AT,RORO,31138508.73,259619795.38,3400105,2367429,1960,25.69,2.2234,METHANOL,1,1.7717,1,1,33,3.3,PORT_AUTHORITY_REPORT,2025-07-18
2025-11,CZPORT303,CZ,TANKER,4730324.74,163430064.01,1430983,1265801,19510,82.24,1.3146,LNG,1,0.9776,1,0,42,8.69,EU_MRV_DATABASE,2024-04-02
2025-12,DEPORT304,DE,BULK_CARRIER,1861363.12,133693367.32,1608049,976498,7949,27.94,2.6313,MGO,1,2.0755,0,1,5,84.81,CUSTOMS_ADMIN_DATA,2024-03-12
2026-01,LVPORT305,LV,CONTAINER,64857838.78,123925297.13,12402928,2005467,5440,39.27,1.3332,VLSFO,1,0.9358,0,1,38,6.13,EMSA_PORT_STAT,2024-10-20
2026-02,PLPORT306,PL,OFFSHORE_SUPPORT,7436722.1,314498355.69,3424769,1685546,10380,38.84,1.7319,HFO_SCRUBBER,1,0.7111,1,1,58,47.91,PORT_AUTHORITY_REPORT,2025-03-23
2026-03,ESPORT307,ES,FERRY,50606905.96,49196285.78,1818631,14490246,2708,32.14,0.3788,AMMONIA_PILOT,0,1.0903,0,1,27,6.41,EU_MRV_DATABASE,2026-01-08
2026-04,HRPORT308,HR,GENERAL_CARGO,89569574.91,65031526.28,2307383,1555938,22624,14.52,2.1377,METHANOL,1,1.4419,1,1,21,79.3,CUSTOMS_ADMIN_DATA,2026-01-30
2026-05,FIPORT309,FI,CRUISE,79851883.97,222207469.46,216593,5176120,5573,34.52,2.3361,LNG,0,1.1489,0,1,31,57.54,EMSA_PORT_STAT,2025-10-12
2026-06,IEPORT310,IE,RORO,58692102.94,224741573.58,2868697,145140,7634,26.01,1.0642,MGO,1,0.3746,0,1,22,19.01,PORT_AUTHORITY_REPORT,2025-10-31
2026-07,MTPORT311,MT,TANKER,11236886.28,107631907.32,505911,1786620,672,47.13,0.2587,VLSFO,1,0.9329,0,0,12,17.88,EU_MRV_DATABASE,2024-07-13
2026-08,SKPORT312,SK,BULK_CARRIER,64283192.27,113040085.3,2463056,2247197,8501,46.29,2.2329,HFO_SCRUBBER,1,1.9722,0,1,0,16.77,CUSTOMS_ADMIN_DATA,2026-02-23
2026-09,BEPORT313,BE,CONTAINER,63169945.67,19175727.72,4051745,2014235,13307,90.91,0.233,AMMONIA_PILOT,1,1.2045,0,1,40,38.99,EMSA_PORT_STAT,2025-07-16
2026-10,DKPORT314,DK,OFFSHORE_SUPPORT,22624225.29,204590037.86,1326191,1656054,12458,67.95,2.0405,METHANOL,1,1.6265,0,0,59,6.89,PORT_AUTHORITY_REPORT,2024-04-21
