tech_broadband_reference_year,tech_broadband_country_iso2,tech_broadband_region_nuts_code,tech_broadband_technology_type_code,tech_broadband_households_covered_pct,tech_broadband_households_subscribed_pct,tech_broadband_download_speed_mbps_median,tech_broadband_upload_speed_mbps_median,tech_broadband_latency_ms_median,tech_broadband_5g_coverage_pct,tech_broadband_fiber_coverage_pct,tech_broadband_rural_coverage_gap_pp,tech_broadband_affordability_index,tech_broadband_price_eur_per_month_median,tech_broadband_outage_minutes_avg,tech_broadband_net_neutrality_complaints_count,tech_broadband_public_subsidy_program_code,tech_broadband_infrastructure_investment_eur,tech_broadband_desi_component_score,tech_broadband_data_extract_date
2020,FR,ES884,DSL,64.2,27.12,47.9,8.74,21.93,57.46,68.56,41.58,69.76,46.67,320.88,5,CEF2_DIGITAL,314239107.88,76.06,2026-01-31
2021,IT,HR9,DSL,43.01,29.5,52.38,4.96,37.15,23.59,28.25,45.42,95.08,52.41,332.43,6,NONE,178749671.39,39.87,2024-12-13
2022,NL,LT27,DSL,71.73,37.97,20.75,14.93,51.16,28.73,67.39,28.31,72.9,82.22,370.83,3,STATE_AID_GBER,297480952.94,64.16,2025-07-20
2023,SI,CZ589,DSL,55.52,39.19,42.72,9.2,40.88,49.71,26.57,52.37,41.05,51.77,165.12,6,NATIONAL_RURAL_FIBER,89522933.47,81.26,2025-02-26
2024,BG,HR91,DSL,59.1,49.0,26.79,13.92,45.1,37.27,73.93,38.01,78.5,57.81,331.49,10,ERDF_CONNECT,340140526.03,22.55,2025-01-21
2025,EE,GR58,DSL,39.03,17.69,16.29,11.25,54.18,54.99,11.11,13.9,51.33,76.54,315.99,17,RRF_BROADBAND,321063216.89,65.78,2024-12-16
2026,HU,EE82,DSL,61.76,28.55,16.52,5.2,47.68,25.91,72.26,54.01,88.59,41.3,323.6,48,CEF2_DIGITAL,84872317.67,22.39,2024-03-05
2014,LU,GR679,DSL,43.58,24.8,28.34,11.9,37.08,63.89,35.21,18.97,95.31,38.98,51.01,25,NONE,107634662.63,21.93,2024-03-15
2015,RO,DK32,DSL,47.29,36.47,44.14,13.97,39.61,14.35,62.29,11.03,59.17,72.58,22.11,15,STATE_AID_GBER,12717084.7,80.86,2024-01-26
2016,AT,PT774,DSL,71.43,55.53,46.05,12.71,53.6,90.12,57.78,10.18,56.5,49.34,401.93,20,NATIONAL_RURAL_FIBER,187793678.27,48.46,2025-02-20
2017,CZ,SE49,DSL,54.64,49.67,36.45,1.6,43.9,40.17,47.02,35.32,62.3,21.41,295.36,17,ERDF_CONNECT,126859312.21,77.24,2024-09-22
2018,DE,RO88,DSL,69.08,51.19,30.48,8.6,22.26,82.89,40.13,48.83,62.96,57.73,262.56,38,RRF_BROADBAND,231539018.86,21.41,2024-08-09
2019,LV,BG17,DSL,65.4,48.52,27.37,9.9,34.58,88.49,71.5,14.9,56.15,79.34,215.51,14,CEF2_DIGITAL,106507515.5,75.28,2025-01-24
2020,PL,SK60,DSL,44.39,40.3,26.94,14.89,51.55,62.35,23.81,6.37,85.54,41.58,91.27,16,NONE,186064343.5,75.68,2024-01-27
2021,ES,BG8,DSL,44.53,27.69,15.58,4.07,32.23,50.17,8.13,25.38,63.17,65.65,255.21,15,STATE_AID_GBER,5974341.9,77.72,2024-09-03
2022,HR,LU369,DSL,67.1,55.38,32.67,4.86,31.31,48.96,17.57,6.22,42.09,37.24,194.25,16,NATIONAL_RURAL_FIBER,287678045.33,47.2,2024-09-20
2023,FI,CY331,DSL,70.63,51.22,25.3,13.32,54.54,32.67,73.56,36.83,83.7,43.16,210.28,27,ERDF_CONNECT,204513356.5,25.32,2024-01-12
2024,IE,PL5,DSL,38.71,29.78,17.0,5.3,20.61,48.57,58.23,39.22,78.17,28.61,402.61,18,RRF_BROADBAND,396554070.14,76.51,2024-03-21
2025,MT,SE70,DSL,75.87,65.24,15.56,1.78,28.57,68.7,33.93,27.98,65.64,58.19,248.85,22,CEF2_DIGITAL,38176002.28,69.73,2024-02-19
2026,SK,LT5,DSL,66.53,52.69,23.18,12.92,35.49,60.99,49.7,13.3,63.57,77.06,27.47,39,NONE,52606258.85,76.81,2024-01-09
2014,BE,IE922,DSL,63.26,35.45,45.76,4.99,45.65,73.47,35.34,47.99,55.17,39.29,351.86,29,STATE_AID_GBER,247328096.52,78.25,2024-05-15
2015,DK,CZ52,DSL,71.63,41.32,45.19,11.76,39.71,57.52,71.61,17.22,91.99,24.1,382.71,41,NATIONAL_RURAL_FIBER,25076077.51,36.35,2024-02-27
2016,GR,MT605,DSL,84.73,58.96,31.75,1.51,28.07,10.14,43.59,45.05,83.83,23.81,90.57,52,ERDF_CONNECT,263704780.62,68.2,2024-10-15
2017,LT,LU71,DSL,38.41,21.49,22.3,8.37,43.28,21.11,62.84,50.7,84.8,36.16,219.78,24,RRF_BROADBAND,179234561.87,28.82,2024-12-24
2018,PT,SI2,DSL,74.68,50.24,54.94,8.96,24.17,51.86,15.27,53.21,95.43,26.19,118.8,30,CEF2_DIGITAL,7145528.44,65.36,2025-10-16
2019,SE,RO59,DSL,36.43,14.68,47.26,1.57,52.37,77.92,31.15,14.8,66.58,30.41,355.68,25,NONE,342512908.1,79.85,2024-11-06
2020,CY,LV71,DSL,56.43,25.96,22.28,6.96,35.61,64.99,69.94,6.51,80.67,31.28,287.92,29,STATE_AID_GBER,48335068.37,38.97,2025-03-30
2021,FR,ES165,DSL,73.18,60.72,11.4,8.66,29.42,16.34,46.24,46.2,80.69,20.41,16.66,36,NATIONAL_RURAL_FIBER,235265517.41,62.41,2024-11-21
2022,IT,EE656,DSL,80.21,41.88,49.13,7.36,45.5,34.29,70.5,14.44,97.01,79.59,111.16,34,ERDF_CONNECT,292634687.15,65.37,2025-08-15
2023,NL,DK18,DSL,41.14,24.97,43.61,13.26,33.78,26.73,51.52,14.81,77.54,76.42,396.42,29,RRF_BROADBAND,51979807.42,33.43,2025-07-25
2024,SI,LT70,DSL,71.26,28.88,36.33,12.64,19.2,53.11,66.95,53.59,76.55,34.13,269.86,33,CEF2_DIGITAL,87452084.71,20.66,2025-08-20
2025,BG,DK368,DSL,41.56,35.46,19.91,7.38,33.26,53.36,47.0,28.6,42.63,23.9,288.44,81,NONE,211247960.68,78.41,2025-04-21
2026,EE,FI37,DSL,72.17,46.74,54.69,14.23,36.2,81.45,56.73,11.48,93.27,67.14,251.47,34,STATE_AID_GBER,274836242.16,73.9,2024-04-16
2014,HU,ES145,DSL,61.64,29.74,13.51,9.24,27.59,75.71,34.0,18.36,47.4,24.47,329.75,33,NATIONAL_RURAL_FIBER,193662815.65,84.47,2025-06-28
2015,LU,BE309,DSL,67.66,51.33,46.0,10.85,43.58,37.66,30.37,31.63,84.01,69.47,279.59,38,ERDF_CONNECT,34491340.69,54.67,2025-12-18
2016,RO,ES504,DSL,76.96,56.82,15.71,2.55,32.66,21.97,23.59,25.24,83.65,64.06,140.8,35,RRF_BROADBAND,371742496.17,33.57,2025-03-14
2017,AT,CZ380,DSL,82.71,52.02,15.14,9.13,35.6,81.1,70.31,41.02,81.52,47.13,87.96,45,CEF2_DIGITAL,88033407.49,20.55,2025-09-17
2018,CZ,PL980,DSL,35.75,27.75,47.99,8.92,25.43,76.89,17.29,11.3,92.29,64.98,392.78,49,NONE,70210094.14,21.27,2025-05-30
2019,DE,SK535,DSL,51.72,24.16,39.66,1.51,29.35,35.35,39.44,49.29,93.42,26.79,190.86,77,STATE_AID_GBER,327129026.04,40.73,2024-10-09
2020,LV,IE1,DSL,41.38,27.82,39.29,11.56,43.08,50.05,16.25,12.17,54.95,76.7,288.28,46,NATIONAL_RURAL_FIBER,108394318.9,21.91,2024-12-05
2021,PL,ES77,DSL,50.31,26.83,46.18,7.8,32.22,40.34,60.96,36.79,50.87,22.78,146.39,48,ERDF_CONNECT,22393382.49,51.59,2025-10-29
2022,ES,PT94,DSL,70.88,38.33,17.83,5.28,45.97,66.66,42.46,43.7,70.48,34.34,175.79,11,RRF_BROADBAND,82773788.31,84.36,2026-01-19
2023,HR,CY85,DSL,75.1,37.16,50.09,3.52,35.49,75.39,7.6,36.6,51.22,70.66,134.99,2,CEF2_DIGITAL,183700730.5,20.65,2024-10-03
2024,FI,LT65,DSL,73.48,58.68,51.51,8.53,54.36,87.54,73.02,27.13,97.76,31.86,104.0,11,NONE,171515591.45,29.05,2025-01-02
2025,IE,BE18,DSL,70.29,58.98,15.48,1.92,35.84,27.53,55.37,44.25,80.0,27.84,132.67,41,STATE_AID_GBER,96692775.93,34.06,2024-12-24
2026,MT,PT530,DSL,56.86,39.04,51.55,8.74,24.79,17.35,39.43,22.01,83.71,48.43,122.35,46,NATIONAL_RURAL_FIBER,233952689.33,28.81,2025-07-27
2014,SK,FI19,DSL,82.0,37.2,47.92,6.02,26.87,39.57,23.86,7.25,77.1,54.17,148.58,13,ERDF_CONNECT,127061684.99,35.37,2026-01-19
2015,BE,CY753,DSL,83.58,58.75,14.2,9.11,21.41,17.49,71.63,49.31,45.6,47.91,121.21,18,RRF_BROADBAND,142900994.43,25.71,2024-04-14
2016,DK,AT998,DSL,56.51,35.69,13.83,5.56,47.01,13.55,51.0,24.45,55.53,37.83,389.38,14,CEF2_DIGITAL,261152672.8,76.35,2024-07-26
2017,GR,NL698,DSL,42.82,17.07,17.83,9.69,28.72,88.8,51.42,18.8,91.41,64.24,272.79,21,NONE,19336444.12,70.65,2025-11-20
2018,LT,BE882,DSL,58.86,29.51,13.41,3.41,20.87,41.18,72.58,21.79,50.57,30.23,115.87,20,STATE_AID_GBER,123444222.48,60.42,2025-09-01
2019,PT,IE42,DSL,59.08,23.54,37.09,11.12,27.13,76.51,31.36,17.28,68.08,55.48,67.29,19,NATIONAL_RURAL_FIBER,147385572.64,83.61,2024-08-11
2020,SE,IE67,DSL,77.21,42.25,48.79,10.82,19.59,59.85,47.45,30.44,67.62,50.47,307.19,15,ERDF_CONNECT,97028688.77,70.21,2024-04-12
2021,CY,LV6,DSL,83.2,62.71,24.56,12.05,46.13,48.18,26.17,26.42,86.73,76.5,113.48,64,RRF_BROADBAND,56001160.24,65.37,2024-11-19
2022,FR,HR59,DSL,47.43,21.32,35.47,14.59,48.49,83.93,40.37,13.9,63.67,45.45,315.6,21,CEF2_DIGITAL,106138918.04,73.59,2026-01-27
2023,IT,DE535,DSL,53.75,31.77,20.85,12.49,37.4,81.79,10.42,26.56,49.96,65.72,82.59,20,NONE,28596057.37,50.1,2024-12-28
2024,NL,GR77,DSL,41.22,24.62,24.63,10.44,19.57,69.7,14.63,40.89,92.52,18.14,306.16,27,STATE_AID_GBER,208087802.53,67.96,2024-12-08
2025,SI,SK460,DSL,70.47,35.68,21.51,1.67,46.37,54.47,34.37,42.07,76.17,54.35,397.99,27,NATIONAL_RURAL_FIBER,241275719.2,71.95,2024-07-31
2026,BG,IE406,DSL,79.49,50.62,31.51,9.94,37.74,17.61,25.7,27.14,42.49,38.92,149.16,23,ERDF_CONNECT,272009335.15,21.42,2025-10-09
2014,EE,GR656,DSL,42.33,32.63,36.91,8.6,52.24,45.3,13.8,24.15,62.95,43.93,60.2,30,RRF_BROADBAND,196959280.22,64.71,2025-07-20
2015,HU,FI955,DSL,69.47,61.03,39.04,2.86,21.67,64.47,32.47,23.56,48.05,72.91,134.64,41,CEF2_DIGITAL,93368510.37,61.65,2024-06-16
2016,LU,LT700,DSL,72.87,64.74,45.16,9.59,27.39,16.64,9.65,53.51,62.86,18.93,78.14,58,NONE,113928062.45,59.59,2024-11-21
2017,RO,LU33,DSL,84.93,64.71,50.33,9.83,32.43,10.15,41.26,20.2,50.17,70.15,187.07,48,STATE_AID_GBER,325990799.56,83.99,2025-05-03
2018,AT,FR65,DSL,40.78,24.03,53.07,14.53,50.49,18.47,20.7,52.65,55.99,62.96,183.28,35,NATIONAL_RURAL_FIBER,196775847.74,43.51,2026-01-01
2019,CZ,BG38,DSL,43.28,32.9,49.76,10.82,36.43,27.52,23.8,51.94,43.96,73.21,136.38,24,ERDF_CONNECT,114882605.54,43.84,2025-10-02
2020,DE,DE88,DSL,41.47,33.53,29.13,6.53,35.25,67.33,13.2,23.22,71.34,66.22,16.94,37,RRF_BROADBAND,1759434.69,84.93,2024-06-15
2021,LV,IE10,DSL,78.85,44.57,38.45,9.5,53.58,27.82,73.11,9.94,82.21,64.79,358.86,76,CEF2_DIGITAL,312060356.54,83.65,2025-08-31
2022,PL,SI40,DSL,44.15,16.51,23.23,8.98,22.56,39.79,43.42,30.04,66.44,31.02,166.06,39,NONE,161478232.45,69.32,2025-05-09
2023,ES,FR3,DSL,50.25,43.45,19.15,4.49,52.1,91.02,18.94,44.07,64.55,62.51,317.61,35,STATE_AID_GBER,231445445.25,33.89,2025-11-07
2024,HR,SI9,DSL,38.48,27.0,17.95,2.1,43.49,16.43,62.68,50.67,42.99,64.13,370.14,49,NATIONAL_RURAL_FIBER,63072663.96,55.89,2025-07-06
2025,FI,LU276,DSL,62.63,55.4,24.35,7.65,22.7,95.11,30.16,40.3,76.7,60.15,342.0,31,ERDF_CONNECT,161355869.96,25.44,2024-05-08
2026,IE,PT3,DSL,57.82,20.84,31.53,11.11,53.44,14.5,21.1,22.78,84.21,54.39,151.5,38,RRF_BROADBAND,14821482.92,29.53,2025-05-28
2014,MT,GR81,DSL,69.58,30.84,20.43,12.97,31.44,81.37,42.04,41.63,97.22,70.83,61.23,35,CEF2_DIGITAL,15307726.73,20.19,2025-02-15
2015,SK,SK3,DSL,46.44,33.52,46.0,12.92,45.09,32.35,24.49,51.92,81.67,22.55,381.01,37,NONE,109470485.55,64.22,2025-11-18
2016,BE,FR546,DSL,69.89,60.21,11.21,4.9,38.1,51.59,47.18,9.66,47.96,36.25,20.06,62,STATE_AID_GBER,27431004.83,57.78,2025-05-24
2017,DK,LV504,DSL,76.8,46.73,45.18,7.47,42.42,53.9,11.92,16.5,73.88,83.1,207.98,39,NATIONAL_RURAL_FIBER,325125153.81,75.69,2024-06-09
2018,GR,LT94,DSL,44.93,31.67,32.61,5.85,48.0,25.44,23.94,41.81,87.29,37.23,296.74,93,ERDF_CONNECT,274507995.04,41.58,2024-10-22
2019,LT,EE824,DSL,76.44,52.81,15.8,1.91,28.33,31.44,74.11,24.77,84.77,35.59,256.66,45,RRF_BROADBAND,16003577.68,70.26,2026-01-30
2020,PT,HU427,DSL,59.91,49.99,45.74,10.2,40.34,26.4,8.45,53.4,89.21,29.64,152.68,59,CEF2_DIGITAL,50530608.23,36.62,2024-04-08
2021,SE,GR802,DSL,81.3,72.79,30.34,11.96,28.07,41.75,50.09,37.4,78.74,74.16,384.85,49,NONE,70565485.05,33.57,2025-03-07
2022,CY,MT406,DSL,68.79,56.83,31.73,14.62,22.85,97.65,19.18,54.85,65.02,67.68,403.49,2,STATE_AID_GBER,280012922.25,69.54,2025-12-15
2023,FR,CZ821,DSL,43.39,22.08,52.36,12.88,50.67,73.57,48.34,19.85,62.06,41.6,174.96,5,NATIONAL_RURAL_FIBER,12120007.01,82.95,2024-06-16
2024,IT,BG29,DSL,78.14,58.72,54.99,2.39,51.31,77.28,65.93,16.31,96.57,65.45,282.85,2,ERDF_CONNECT,257518358.38,84.45,2025-09-14
2025,NL,EE16,DSL,79.86,65.55,34.94,13.04,29.35,15.87,60.57,40.89,44.54,19.47,40.35,6,RRF_BROADBAND,240356514.3,58.38,2025-04-06
2026,SI,MT122,DSL,50.97,27.27,37.76,5.89,32.87,64.42,6.43,45.01,41.36,76.85,416.64,15,CEF2_DIGITAL,26042775.84,27.42,2024-02-29
2014,BG,AT30,DSL,78.78,57.55,53.54,6.24,47.36,86.28,22.39,33.16,56.69,74.26,245.32,17,NONE,196543980.69,42.81,2024-05-18
2015,EE,LV4,DSL,52.89,45.48,42.62,9.16,31.11,36.07,50.0,30.0,41.72,26.64,291.46,11,STATE_AID_GBER,16356890.06,54.95,2025-01-16
2016,HU,ES60,DSL,52.35,37.5,37.22,5.56,54.93,70.19,66.79,17.1,50.44,36.3,115.54,19,NATIONAL_RURAL_FIBER,183607380.99,20.33,2026-01-11
2017,LU,CY23,DSL,79.16,65.14,21.26,14.56,29.83,16.56,18.93,12.85,78.93,18.16,347.87,14,ERDF_CONNECT,18762491.92,62.19,2024-02-09
2018,RO,FR497,DSL,84.38,60.6,13.1,8.27,52.71,16.96,47.18,26.37,45.98,74.47,367.83,13,RRF_BROADBAND,204242744.73,41.46,2025-04-09
2019,AT,ES287,DSL,71.6,60.61,50.16,3.03,21.81,69.08,49.77,28.21,70.79,40.29,419.84,22,CEF2_DIGITAL,106819868.91,61.29,2024-11-29
2020,CZ,DK30,DSL,78.44,53.24,22.73,7.68,38.74,45.66,50.06,19.06,63.17,26.84,373.87,64,NONE,242595914.82,20.94,2024-01-05
2021,DE,DE1,DSL,39.7,28.8,27.98,7.38,48.55,72.45,28.99,25.68,93.37,72.04,242.1,22,STATE_AID_GBER,119656156.31,57.6,2025-01-20
2022,LV,EE25,DSL,78.06,49.04,23.05,13.67,24.19,64.55,59.18,35.06,43.5,64.56,334.07,18,NATIONAL_RURAL_FIBER,201140260.28,76.87,2024-08-17
2023,PL,PT1,DSL,82.12,39.9,53.99,6.77,24.67,39.91,23.31,9.76,43.77,23.28,55.24,29,ERDF_CONNECT,211149004.61,46.44,2025-05-30
2024,ES,ES762,DSL,40.36,24.8,46.67,12.65,25.61,67.51,72.43,49.2,66.18,52.91,303.38,23,RRF_BROADBAND,231565790.77,38.96,2025-12-20
2025,HR,IE3,DSL,69.42,51.12,34.65,9.29,37.99,43.67,35.57,12.13,41.11,67.57,133.95,17,CEF2_DIGITAL,195374719.22,50.22,2025-05-22
2026,FI,SK97,DSL,56.95,48.2,30.33,8.18,29.02,60.03,28.07,28.69,60.39,21.28,264.33,28,NONE,28084471.13,50.87,2025-09-25
2014,IE,PT17,DSL,45.05,29.67,46.39,5.57,42.75,10.26,50.47,32.08,79.32,23.76,169.95,22,STATE_AID_GBER,34665413.39,48.77,2024-06-09
2015,MT,BE30,DSL,48.41,34.11,50.12,14.7,25.72,63.17,35.2,36.26,51.66,67.78,176.01,23,NATIONAL_RURAL_FIBER,147645874.61,63.22,2024-10-17
2016,SK,LT6,DSL,55.51,41.61,35.72,9.62,40.88,21.49,31.18,52.55,73.77,20.43,150.99,20,ERDF_CONNECT,313931293.74,39.37,2024-11-07
2017,BE,CZ873,DSL,73.23,35.71,47.94,7.99,21.51,67.43,71.3,36.74,94.09,76.33,206.04,31,RRF_BROADBAND,211467363.32,81.04,2024-06-25
2018,DK,PL41,DSL,37.47,24.0,26.72,3.65,28.69,78.2,51.85,21.03,59.82,37.08,411.89,58,CEF2_DIGITAL,335169750.29,46.14,2025-09-12
2019,GR,DK8,DSL,47.45,26.09,42.6,7.3,31.62,87.48,56.85,24.78,44.79,72.98,376.41,27,NONE,273938931.28,75.22,2026-01-03
2020,LT,AT305,DSL,73.25,37.15,10.88,7.43,20.47,94.05,54.19,17.14,42.24,76.7,247.91,32,STATE_AID_GBER,179167977.69,50.39,2024-01-01
2021,PT,BE44,DSL,45.54,32.26,37.22,9.94,45.07,47.06,17.57,26.37,82.49,67.09,261.82,32,NATIONAL_RURAL_FIBER,402707555.58,22.54,2025-06-06
2022,SE,GR5,DSL,72.69,56.83,23.43,3.1,50.73,26.96,64.51,32.19,52.36,84.65,40.17,51,ERDF_CONNECT,225401034.63,78.2,2024-04-26
2023,CY,IE18,DSL,48.26,37.1,53.19,14.66,35.1,42.33,19.66,40.07,91.08,42.89,417.65,35,RRF_BROADBAND,100598113.33,29.22,2024-01-11
2024,FR,MT888,DSL,79.14,68.8,52.34,2.62,23.64,49.53,25.74,40.88,70.58,63.13,22.25,35,CEF2_DIGITAL,32591186.54,24.82,2025-05-13
2025,IT,LU83,DSL,63.62,42.17,25.62,7.46,26.42,96.71,50.81,21.63,60.68,18.92,268.86,38,NONE,217078106.24,39.22,2025-06-25
2026,NL,NL27,DSL,53.88,33.44,27.51,12.24,21.96,65.95,56.47,53.73,42.6,27.42,230.77,40,STATE_AID_GBER,267536238.56,64.05,2025-06-12
2014,SI,CZ9,DSL,61.4,23.23,35.92,9.94,40.47,42.36,59.74,23.09,49.16,79.23,120.48,39,NATIONAL_RURAL_FIBER,110346982.5,61.35,2024-09-15
2015,BG,BE335,DSL,50.7,20.31,29.68,10.12,46.68,56.84,58.92,45.99,77.65,82.26,105.52,33,ERDF_CONNECT,421254235.68,55.02,2024-05-11
2016,EE,ES100,DSL,62.28,23.0,52.51,9.06,53.18,21.67,49.92,9.76,73.51,23.46,321.46,35,RRF_BROADBAND,97825021.74,33.52,2025-12-07
2017,HU,AT1,DSL,79.11,61.33,12.79,9.85,28.05,94.72,8.23,11.89,71.12,62.9,217.91,78,CEF2_DIGITAL,149361997.64,55.29,2024-03-28
2018,LU,MT9,DSL,49.6,40.16,25.49,6.25,25.39,52.14,50.28,33.58,58.66,71.2,186.66,77,NONE,174227551.2,47.65,2025-12-17
2019,RO,CY379,DSL,36.17,15.23,22.53,14.4,49.65,61.38,46.61,9.26,55.24,34.81,117.98,45,STATE_AID_GBER,61494714.32,28.97,2025-03-16
2020,AT,PT19,DSL,43.29,23.42,41.67,3.39,39.88,75.61,66.22,23.28,79.76,71.35,97.21,46,NATIONAL_RURAL_FIBER,154866625.95,32.56,2024-07-02
2021,CZ,ES5,DSL,68.01,35.26,46.22,6.24,48.61,26.13,52.98,20.7,44.55,65.62,403.01,44,ERDF_CONNECT,126445807.25,75.7,2025-11-13
2022,DE,RO848,DSL,54.42,45.76,23.94,13.41,27.48,83.2,22.78,52.34,40.09,72.23,379.56,39,RRF_BROADBAND,22290360.27,45.51,2024-12-07
2023,LV,BG645,DSL,46.82,29.55,51.61,13.32,25.75,55.05,17.32,50.95,49.2,24.9,222.08,8,CEF2_DIGITAL,91781264.24,39.35,2025-12-12
2024,PL,CZ316,DSL,67.42,51.43,15.86,11.58,22.01,31.87,8.62,11.95,97.16,39.2,291.47,2,NONE,80557705.78,79.27,2025-06-25
2025,ES,LV22,DSL,72.41,29.21,28.54,4.43,28.62,20.75,22.11,40.57,43.91,29.87,100.76,6,STATE_AID_GBER,136470267.28,43.39,2024-04-26
2026,HR,LU670,DSL,55.86,35.85,25.05,3.19,30.72,66.11,5.68,19.22,43.73,22.77,209.23,24,NATIONAL_RURAL_FIBER,8311312.28,49.46,2026-01-25
2014,FI,LT8,DSL,56.62,51.95,44.29,2.02,31.61,19.71,5.85,31.83,96.76,60.82,172.29,5,ERDF_CONNECT,113729813.31,29.25,2025-05-30
2015,IE,HR957,DSL,55.59,22.07,25.02,6.28,53.43,13.38,45.42,7.33,85.15,79.1,58.8,17,RRF_BROADBAND,29733796.56,35.45,2024-06-09
2016,MT,SE1,DSL,74.05,29.2,13.42,14.3,18.38,83.45,15.97,49.08,71.61,66.09,179.14,25,CEF2_DIGITAL,271193450.19,21.09,2024-03-29
2017,SK,RO668,DSL,37.98,13.38,44.24,12.76,18.9,43.78,69.8,33.04,50.53,54.1,263.18,8,NONE,18867786.91,31.19,2025-10-02
2018,BE,HU588,DSL,59.36,46.57,47.95,8.73,51.29,90.89,48.98,41.76,96.5,50.21,413.48,20,STATE_AID_GBER,5679767.38,38.4,2025-10-08
2019,DK,MT950,DSL,77.02,57.5,54.89,4.68,49.82,96.27,46.07,8.49,88.22,21.2,231.78,17,NATIONAL_RURAL_FIBER,256708308.77,57.88,2026-02-18
2020,GR,RO240,DSL,80.71,43.97,13.54,11.71,32.58,38.82,45.47,24.39,60.21,30.18,191.68,13,ERDF_CONNECT,83414896.19,39.93,2025-02-22
2021,LT,PT819,DSL,64.3,24.74,23.93,6.03,40.07,54.84,7.1,22.08,56.0,64.05,179.49,14,RRF_BROADBAND,59184085.08,55.26,2025-03-22
2022,PT,BE648,DSL,46.86,24.21,12.85,3.26,50.37,14.96,50.96,7.1,92.76,71.83,102.58,22,CEF2_DIGITAL,156002303.41,45.97,2025-08-16
2023,SE,HU43,DSL,63.52,40.34,13.71,14.92,43.68,69.7,51.86,7.06,49.79,49.51,372.97,13,NONE,148998719.32,45.44,2024-07-31
2024,CY,MT8,DSL,72.3,49.1,12.32,8.19,39.59,96.97,67.72,15.22,47.0,39.89,301.21,14,STATE_AID_GBER,73226852.6,34.12,2024-01-16
2025,FR,LU689,DSL,51.76,37.64,33.92,5.68,46.04,69.08,28.53,36.71,51.33,73.56,110.39,19,NATIONAL_RURAL_FIBER,257462358.87,76.48,2024-07-23
2026,IT,LV402,DSL,82.39,75.31,19.98,10.02,42.41,10.56,17.63,26.7,84.65,56.59,154.39,25,ERDF_CONNECT,111799317.93,63.94,2025-12-23
2014,NL,SE866,DSL,59.72,51.29,33.4,6.38,20.64,16.63,6.73,17.47,61.28,61.61,138.61,24,RRF_BROADBAND,189926695.7,81.79,2024-08-03
2015,SI,FR25,DSL,73.98,29.81,15.22,11.92,41.63,41.57,14.04,18.05,81.21,79.64,342.41,18,CEF2_DIGITAL,99788985.45,56.67,2024-10-11
2016,BG,FI96,DSL,38.72,28.92,12.16,14.7,29.26,86.25,66.29,43.68,48.27,50.48,247.06,25,NONE,195445714.46,50.91,2024-09-03
2017,EE,MT166,DSL,38.3,33.51,11.76,10.18,51.68,20.63,25.92,39.68,74.23,73.59,298.03,32,STATE_AID_GBER,27498674.07,21.15,2026-02-07
2018,HU,FR443,DSL,51.33,43.13,44.89,11.51,36.34,89.29,35.64,26.15,77.67,81.95,213.48,32,NATIONAL_RURAL_FIBER,198127544.87,51.19,2025-02-06
2019,LU,NL89,DSL,69.88,63.72,44.16,3.13,18.39,27.99,35.76,52.58,63.81,55.67,120.3,32,ERDF_CONNECT,32781298.68,39.73,2025-08-30
2020,RO,SK545,DSL,75.29,29.53,38.41,8.17,32.86,88.15,51.65,11.17,46.53,62.91,174.55,31,RRF_BROADBAND,129004772.94,62.28,2025-04-02
2021,AT,GR17,DSL,58.52,40.34,26.9,11.7,38.62,44.1,30.3,48.22,49.6,65.28,391.96,32,CEF2_DIGITAL,37560208.69,41.83,2025-04-28
2022,CZ,IE38,DSL,40.47,22.18,15.11,10.14,20.33,90.33,44.97,14.63,69.79,73.31,299.34,36,NONE,89024781.96,51.81,2024-11-23
2023,DE,LU638,DSL,36.85,14.03,49.82,14.55,44.05,89.0,8.27,27.5,58.79,19.58,298.24,36,STATE_AID_GBER,125314949.58,66.0,2025-04-27
2024,LV,BE942,DSL,62.91,38.81,32.08,5.47,28.54,78.83,41.71,53.75,45.86,24.18,158.96,43,NATIONAL_RURAL_FIBER,212108796.7,82.45,2025-01-02
2025,PL,ES4,DSL,83.73,73.47,52.11,7.47,33.42,13.65,25.36,32.44,78.5,32.32,231.6,28,ERDF_CONNECT,270450189.52,47.04,2025-12-19
2026,ES,RO152,DSL,67.99,31.82,28.5,3.89,48.74,82.13,55.96,24.58,54.28,73.05,115.77,41,RRF_BROADBAND,127369348.9,80.91,2025-06-12
2014,HR,PL27,DSL,46.86,31.83,15.95,5.9,26.52,51.51,52.89,48.03,44.61,18.43,142.48,36,CEF2_DIGITAL,349831627.12,63.45,2024-12-31
2015,FI,IE580,DSL,52.88,28.86,46.52,13.53,23.11,97.66,44.43,21.92,74.01,58.38,81.26,64,NONE,235461630.75,49.05,2025-03-13
2016,IE,DK5,DSL,65.82,60.15,41.63,2.03,32.1,21.63,16.37,11.78,89.23,68.78,155.1,43,STATE_AID_GBER,122070689.55,61.8,2025-04-06
2017,MT,PL53,DSL,63.64,57.43,28.72,10.98,46.36,83.53,70.08,9.04,43.57,64.92,195.98,34,NATIONAL_RURAL_FIBER,42527234.52,56.72,2026-02-23
2018,SK,MT369,DSL,78.71,58.65,28.96,5.54,18.44,21.36,23.04,15.57,97.49,76.82,271.82,43,ERDF_CONNECT,91494127.35,65.57,2024-02-07
