tax_vat_reference_year,tax_vat_country_iso2,tax_vat_region_nuts_code,tax_vat_vat_rate_standard_pct,tax_vat_vat_rate_reduced_pct,tax_vat_tax_base_eur,tax_vat_net_vat_revenue_eur,tax_vat_gross_vat_revenue_eur,tax_vat_refunds_eur,tax_vat_vies_transactions_count,tax_vat_one_stop_shop_oss_flag,tax_vat_e_invoicing_mandate_flag,tax_vat_vat_gap_eur,tax_vat_vat_gap_pct,tax_vat_compliance_rate_pct,tax_vat_audit_yield_eur,tax_vat_late_payment_interest_eur,tax_vat_carousel_fraud_cases_count,tax_vat_data_source,tax_vat_data_extract_date
2013,GR,HR214,20.1,11.74,8928457475.6,1636061915.37,2055944412.43,419882497.06,113876,0,1,86289822.04,5.01,94.99,109312839.25,704298.99,64,EU_COMMISSION_VAT_GAP_STUDY,2024-10-25
2014,LT,BE8,24.85,18.62,9186376173.04,1632019076.34,2003620307.5,371601231.16,109171,1,0,304865657.04,15.74,84.26,228671644.83,20921993.23,9,NATIONAL_TAX_AUTHORITY,2024-02-18
2015,PT,CY80,26.11,15.59,9286780625.36,1774159549.13,2197972644.73,423813095.6,119859,1,1,301852092.72,14.54,85.46,194356173.72,9772681.78,99,EUROFISC,2025-09-30
2016,SE,HU42,23.8,11.45,9529618409.62,1761399626.36,2297459536.89,536059910.53,132303,1,1,368209400.79,17.29,82.71,233591269.04,16450592.81,27,VIES_AGGREGATE,2024-02-12
2017,CY,IE11,20.03,12.63,9624013876.79,1470599606.82,1925937301.54,455337694.72,127729,0,1,161948802.17,9.92,90.08,73336007.52,25157897.73,61,EU_COMMISSION_VAT_GAP_STUDY,2024-05-23
2018,FR,BE253,22.83,16.29,9911874829.64,1829078169.54,2049444798.31,220366628.77,122902,0,1,147235357.78,7.45,92.55,25625478.47,1853465.8,130,NATIONAL_TAX_AUTHORITY,2024-02-22
2019,IT,FR65,27.13,13.36,9983220807.09,1977053574.48,2348909737.07,371856162.59,129100,1,1,365426964.01,15.6,84.4,246191263.79,10220981.64,18,EUROFISC,2026-02-14
2020,NL,LU456,24.12,16.21,10229256202.05,1768990248.14,2092939081.2,323948833.06,123971,1,0,488238599.81,21.63,78.37,131349286.52,18579473.91,2,VIES_AGGREGATE,2025-05-19
2021,SI,LT49,25.0,14.42,10431584694.76,2337612557.25,2916400689.09,578788131.84,133528,0,1,114257127.3,4.66,95.34,41085236.44,20909123.57,3,EU_COMMISSION_VAT_GAP_STUDY,2025-08-25
2022,BG,AT141,16.94,5.13,10548515033.18,1291086031.65,1673456137.35,382370105.7,133323,0,1,362668331.93,21.93,78.07,20992356.86,20740624.96,62,NATIONAL_TAX_AUTHORITY,2025-12-04
2023,EE,HR312,27.14,18.82,10725853200.68,2522271546.97,3239581969.01,717310422.04,144845,1,1,196865523.93,7.24,92.76,42243778.99,15264672.29,71,EUROFISC,2025-04-01
2024,HU,LU3,18.78,8.68,10911770773.82,1695842047.82,1909086431.77,213244383.95,147138,0,0,97181897.86,5.42,94.58,140081619.71,10712582.11,123,VIES_AGGREGATE,2024-06-19
2025,LU,HR91,20.0,10.22,11150255882.78,1890081936.13,2257322518.25,367240582.12,140168,0,0,182603595.32,8.81,91.19,67028093.65,13900516.05,114,EU_COMMISSION_VAT_GAP_STUDY,2025-11-09
2026,RO,MT4,22.21,16.1,11241672464.41,2256698026.02,2934873250.03,678175224.01,156882,1,0,72436070.4,3.11,96.89,82928062.0,27104659.55,24,NATIONAL_TAX_AUTHORITY,2024-07-15
2010,AT,RO59,26.85,13.8,11474226882.07,2337220967.73,3059339278.5,722118310.77,151992,1,1,482104686.95,17.1,82.9,292560203.62,15112448.56,153,EUROFISC,2025-11-13
2011,CZ,SK1,19.09,12.9,11634255470.1,1974787352.75,2380074851.36,405287498.61,145223,0,0,68448397.63,3.35,96.65,70607198.33,27650628.63,57,VIES_AGGREGATE,2024-08-11
2012,DE,NL86,18.22,11.53,11847364989.68,1793259614.58,1956546122.69,163286508.11,161395,0,1,165944596.69,8.47,91.53,81845389.73,22271814.33,152,EU_COMMISSION_VAT_GAP_STUDY,2024-08-21
2013,LV,HR992,17.22,7.98,12039240835.12,1599838481.1,1911760555.36,311922074.26,150526,0,0,333267465.13,17.24,82.76,222139984.63,2999048.59,27,NATIONAL_TAX_AUTHORITY,2024-08-31
2014,PL,SK356,23.98,11.83,12140501439.17,2450597528.04,2935207189.48,484609661.44,164752,0,1,186722239.55,7.08,92.92,9282851.53,7602778.11,154,EUROFISC,2025-03-19
2015,ES,IE33,20.07,13.95,12408755551.16,1747025545.53,2042393238.76,295367693.23,159455,0,1,313632092.51,15.22,84.78,176483549.09,4362916.84,54,VIES_AGGREGATE,2024-03-31
2016,HR,GR1,20.88,9.33,12508589841.33,2105943142.3,2372460664.48,266517522.18,159240,1,0,364661201.09,14.76,85.24,2639689.67,5711254.61,88,EU_COMMISSION_VAT_GAP_STUDY,2025-12-16
2017,FI,SI564,21.76,11.84,12799054796.3,2213817597.8,2563509761.93,349692164.13,173441,0,0,333435420.04,13.09,86.91,123399697.37,26308781.91,56,NATIONAL_TAX_AUTHORITY,2024-06-21
2018,IE,DK357,21.2,9.25,12936661390.51,1828010391.14,2274186376.58,446175985.44,176672,0,0,486805856.98,21.03,78.97,25432042.87,41368501.17,152,EUROFISC,2024-03-20
2019,MT,DK10,21.96,15.1,13044115299.82,2257872946.93,2714669655.75,456796708.82,175580,0,1,482264124.58,17.6,82.4,290092290.34,35036190.88,159,VIES_AGGREGATE,2025-01-04
2020,SK,CY932,23.18,12.45,13231324895.18,2041809716.87,2539233429.38,497423712.51,168776,1,1,570536389.66,21.84,78.16,130523229.19,9103473.58,132,EU_COMMISSION_VAT_GAP_STUDY,2025-10-26
2021,BE,SI53,27.13,14.57,13497867848.49,2687501157.5,3023078549.43,335577391.93,178408,0,1,553575974.07,17.08,82.92,264818015.93,36879427.45,153,NATIONAL_TAX_AUTHORITY,2025-11-29
2022,DK,GR68,17.88,7.52,13588548347.39,2010607011.04,2547508715.53,536901704.49,175161,1,1,223649029.68,10.01,89.99,49460307.31,4048780.74,15,EUROFISC,2025-02-01
2023,GR,CZ679,25.81,19.49,13824471662.48,2858644473.96,3552757286.01,694112812.05,186156,1,0,212854907.11,6.93,93.07,74229391.77,25710855.06,126,VIES_AGGREGATE,2024-07-30
2024,LT,SI69,20.85,11.87,13976286672.89,2563644866.3,3328631715.96,764986849.66,188887,1,0,46991453.76,1.8,98.2,20551478.2,25173950.25,148,EU_COMMISSION_VAT_GAP_STUDY,2024-06-07
2025,PT,FR429,25.97,13.5,14147620263.58,2752250301.04,3364476308.35,612226007.31,187929,1,1,552962021.57,16.73,83.27,14917036.65,39902628.22,22,NATIONAL_TAX_AUTHORITY,2025-02-01
2026,SE,LV955,17.76,8.84,14311623326.92,1806106408.82,2356215061.47,550108652.65,199680,1,0,490862189.44,21.37,78.63,297953374.45,39685548.73,127,EUROFISC,2024-10-12
2010,CY,HU793,17.88,9.31,14539910185.62,1873304454.12,2333381600.39,460077146.27,199156,1,1,406764258.29,17.84,82.16,116669142.89,4170658.03,25,VIES_AGGREGATE,2024-08-28
2011,FR,LT9,25.02,16.27,14717241735.92,2898141881.8,3474529943.61,576388061.81,190476,1,1,395201165.69,12.0,88.0,16090020.25,26089841.25,31,EU_COMMISSION_VAT_GAP_STUDY,2025-10-06
2012,IT,DK7,18.93,12.23,14900087413.32,2571010085.16,3316901612.33,745891527.17,191857,0,0,47926540.24,1.83,98.17,99038628.49,9410200.65,147,NATIONAL_TAX_AUTHORITY,2024-10-26
2013,NL,RO15,19.96,10.07,15050733965.13,2181610987.4,2865458733.69,683847746.29,193743,1,1,425165195.42,16.31,83.69,131648737.97,18994437.61,112,EUROFISC,2024-05-08
2014,SI,HU66,21.15,9.79,15278497832.4,2802853037.28,3506414273.38,703561236.1,206743,0,0,294222142.03,9.5,90.5,75565124.52,25070311.71,148,VIES_AGGREGATE,2024-01-21
2015,BG,FI7,26.16,16.31,15442131095.52,2943846559.5,3580351175.09,636504615.59,201520,1,1,688289849.51,18.95,81.05,243645426.31,14695847.93,20,EU_COMMISSION_VAT_GAP_STUDY,2025-02-14
2016,EE,SK791,21.93,15.67,15620257654.26,2962262102.26,3256646262.97,294384160.71,213955,1,1,317842096.9,9.69,90.31,34540597.05,8395517.81,1,NATIONAL_TAX_AUTHORITY,2025-09-30
2017,HU,IT638,19.16,6.15,15746748541.15,2483096779.18,2907514592.91,424417813.73,214272,0,1,111299604.87,4.29,95.71,33025673.33,8435275.49,36,EUROFISC,2025-11-28
2018,LU,BE849,23.06,15.2,15920883660.88,2564462601.23,2885226553.75,320763952.52,213030,1,0,694895051.58,21.32,78.68,252555598.16,34829686.4,30,VIES_AGGREGATE,2024-03-31
2019,RO,HU1,19.18,8.86,16161271576.08,2417303137.14,3124051104.73,706747967.59,207114,0,0,365684586.94,13.14,86.86,191062170.98,27077281.18,129,EU_COMMISSION_VAT_GAP_STUDY,2025-01-06
2020,AT,IE78,21.89,10.76,16398078328.77,2572553011.58,3136483975.05,563930963.47,207790,1,0,708346123.2,21.59,78.41,289613642.27,39118581.14,63,NATIONAL_TAX_AUTHORITY,2024-04-20
2021,CZ,LU131,25.88,13.73,16526858484.66,3033243757.75,3989448668.97,956204911.22,218730,0,0,562777294.72,15.65,84.35,104943565.4,33486873.27,13,EUROFISC,2024-08-04
2022,DE,SK9,23.96,13.49,16713625574.38,3155047156.42,3717347474.72,562300318.3,213632,1,1,190708046.57,5.7,94.3,80070957.42,21087464.79,115,VIES_AGGREGATE,2024-04-20
2023,LV,SE387,16.98,5.96,16887892172.99,2167706035.79,2396314954.49,228608918.7,234985,0,1,465561743.35,17.68,82.32,191444318.77,19617367.11,103,EU_COMMISSION_VAT_GAP_STUDY,2026-01-04
2024,PL,EE198,25.94,13.81,17075579958.42,3540299596.75,4317059352.02,776759755.27,234135,1,0,157141235.37,4.25,95.75,116306388.0,5396093.39,138,NATIONAL_TAX_AUTHORITY,2025-07-25
2025,ES,ES546,21.25,12.04,17189606936.49,2468313710.94,2898856971.76,430543260.82,238087,1,1,655738574.77,20.99,79.01,89144612.22,20731233.8,158,EUROFISC,2024-05-04
2026,HR,DE32,18.07,7.97,17402865499.12,2238945342.48,2628284370.61,389339028.13,237190,1,0,491808825.69,18.01,81.99,73178650.52,40176563.96,166,VIES_AGGREGATE,2025-04-30
2010,FI,IT89,16.76,9.26,17543488480.99,2543972901.0,3318933399.17,774960498.17,236539,1,0,140675580.43,5.24,94.76,39873044.95,6398239.83,41,EU_COMMISSION_VAT_GAP_STUDY,2025-03-08
2011,IE,NL415,23.02,9.37,17795653508.19,3101353985.19,3745752059.53,644398074.34,232268,0,0,460554806.81,12.93,87.07,217494819.75,33001231.07,46,NATIONAL_TAX_AUTHORITY,2024-07-10
2012,MT,SE49,20.23,9.8,17974723045.28,2935906243.63,3821456235.04,885549991.41,239237,0,0,163329736.13,5.27,94.73,72021950.65,16988411.36,13,EUROFISC,2025-10-03
2013,SK,HR4,16.85,6.4,18099778158.53,2449371810.57,2775689225.22,326317414.65,244160,1,0,328638635.81,11.83,88.17,104684404.01,289939.83,66,VIES_AGGREGATE,2025-11-30
2014,BE,ES44,27.21,17.39,18286668274.59,4105926176.62,4894681810.57,788755633.95,243783,1,0,476580716.93,10.4,89.6,298528489.31,22002242.53,26,EU_COMMISSION_VAT_GAP_STUDY,2025-03-30
2015,DK,DK467,24.91,14.81,18502003790.6,3386119305.9,3678147065.42,292027759.52,240123,1,0,712306385.09,17.38,82.62,299551172.48,28119275.49,176,NATIONAL_TAX_AUTHORITY,2025-10-09
2016,GR,LV650,25.92,13.53,18708267819.72,3628699036.25,4385420848.49,756721812.24,252788,1,0,885169649.22,19.61,80.39,37560156.54,24773124.5,71,EUROFISC,2025-10-24
2017,LT,RO3,23.13,11.62,18899286433.71,3246995144.68,3671698345.69,424703201.01,260700,1,1,806175676.3,19.89,80.11,54107352.11,20162344.51,41,VIES_AGGREGATE,2024-01-26
2018,PT,FI9,17.24,7.07,19090012400.14,2424275851.9,3031170115.25,606894263.35,262332,1,1,677407684.31,21.84,78.16,109395322.68,16386839.05,56,EU_COMMISSION_VAT_GAP_STUDY,2024-11-29
2019,SE,SE62,22.9,9.12,19246317191.54,3685700282.51,4411952078.11,726251795.6,260452,1,0,406339555.96,9.93,90.07,123869202.25,12256374.89,0,NATIONAL_TAX_AUTHORITY,2024-09-20
2020,CY,AT88,27.19,20.69,19378595855.37,4440351725.76,5492343521.76,1051991796.0,260461,1,0,90157126.16,1.99,98.01,96492594.51,18538178.54,159,EUROFISC,2025-06-12
2021,FR,FR58,25.07,12.3,19554340003.83,4091921098.3,4472070378.46,380149280.16,266899,1,1,147972278.86,3.49,96.51,100589607.13,18551548.54,67,VIES_AGGREGATE,2024-10-21
2022,IT,PT230,18.87,11.63,19807532123.4,3046620008.79,3815344737.4,768724728.61,273514,0,1,344919575.75,10.17,89.83,17964318.57,13917580.21,142,EU_COMMISSION_VAT_GAP_STUDY,2024-10-02
2023,NL,PT327,19.19,11.47,19883202940.34,3344800403.61,3792071905.06,447271501.45,268061,1,0,60963167.93,1.79,98.21,2943890.14,20418099.46,111,NATIONAL_TAX_AUTHORITY,2024-02-11
2024,SI,CZ174,20.1,13.35,20099771597.33,3499729306.66,4222653648.98,722924342.32,271472,1,0,241296141.4,6.45,93.55,26574450.71,17876325.75,119,EUROFISC,2024-03-02
2025,BG,NL148,22.07,9.21,20338436139.02,4067987701.88,4426321726.89,358334025.01,264092,1,0,150603713.53,3.57,96.43,147632512.84,20863513.7,42,VIES_AGGREGATE,2025-09-23
2026,EE,LV69,19.14,9.81,20420469076.42,3502301334.37,3932119801.14,429818466.77,267114,1,0,178906711.0,4.86,95.14,10223614.95,19530932.18,45,EU_COMMISSION_VAT_GAP_STUDY,2024-10-04
2010,HU,ES6,25.98,17.99,20664283597.61,3925996177.26,4494723879.88,568727702.62,277187,0,0,569076157.59,12.66,87.34,259843945.25,35192463.85,10,NATIONAL_TAX_AUTHORITY,2025-09-12
2011,LU,MT31,21.19,9.01,20893986784.31,3307005337.52,3934969518.53,627964181.01,283117,0,0,392933505.08,10.62,89.38,10886306.65,1819494.11,78,EUROFISC,2024-01-05
2012,RO,ES7,23.04,12.73,21061810155.09,3646163254.88,4195713283.33,549550028.45,289634,1,0,566619246.43,13.45,86.55,102520906.05,15685733.02,75,VIES_AGGREGATE,2024-10-19
2013,AT,RO63,24.09,10.19,21165589576.65,3855517841.42,4922108724.74,1066590883.32,292999,1,1,989314831.89,20.42,79.58,303804666.37,1779963.01,106,EU_COMMISSION_VAT_GAP_STUDY,2025-02-22
2014,CZ,BG342,27.18,19.83,21401920061.63,4125108769.77,5360682607.91,1235573838.14,284655,0,1,713728496.83,14.75,85.25,245162091.35,1311241.71,31,NATIONAL_TAX_AUTHORITY,2024-09-23
2015,DE,SE614,20.15,9.29,21612809386.46,3433528874.56,4423190172.94,989661298.38,280947,1,1,514417399.51,13.03,86.97,162047199.44,43623775.19,118,EUROFISC,2025-11-09
2016,LV,DK6,25.12,18.26,21736672589.23,4444630057.85,5685171615.39,1240541557.54,283590,0,1,728356508.55,14.08,85.92,119291488.38,25185542.86,66,VIES_AGGREGATE,2025-05-30
2017,PL,AT12,23.86,14.53,21866690107.4,4169932563.45,4714770745.69,544838182.24,287629,1,0,149898124.88,3.47,96.53,2704083.47,3121328.37,80,EU_COMMISSION_VAT_GAP_STUDY,2024-08-05
2018,ES,CZ932,16.88,3.0,22143361888.45,2895419535.14,3281291999.73,385872464.59,294369,0,1,640322967.17,18.11,81.89,272563477.78,21229719.46,89,NATIONAL_TAX_AUTHORITY,2024-07-31
2019,HR,AT25,22.78,13.29,22318223905.1,3923961258.6,4881509659.3,957548400.7,295345,0,0,807122969.28,17.06,82.94,58550384.68,9044385.91,24,EUROFISC,2025-07-15
2020,FI,FR900,23.79,16.51,22430576675.75,4732922137.33,5467050113.57,734127976.24,310522,0,1,99548903.44,2.06,97.94,89344701.19,1706063.13,95,VIES_AGGREGATE,2024-12-24
2021,IE,IT1,20.1,9.54,22653948952.91,3425078282.77,4458592612.75,1033514329.98,311286,1,0,751846452.31,18.0,82.0,251796764.09,16074301.09,93,EU_COMMISSION_VAT_GAP_STUDY,2024-06-24
2022,MT,HU411,24.06,15.89,22762685844.26,3960681443.6,4869324344.26,908642900.66,299109,1,0,718762606.02,15.36,84.64,240312357.66,18444721.55,75,NATIONAL_TAX_AUTHORITY,2025-09-08
2023,SK,HU9,23.78,10.24,23006328274.25,3862210519.71,4815744147.23,953533627.52,313841,1,0,1045299670.52,21.3,78.7,83329024.98,22041902.67,135,EUROFISC,2024-10-01
2024,BE,BE4,17.94,8.62,23173981048.02,3767842164.36,4109188108.5,341345944.14,318657,1,1,183334601.96,4.64,95.36,81705839.06,7055274.8,84,VIES_AGGREGATE,2025-07-22
2025,DK,IE9,24.95,16.46,23336040835.01,4961643204.92,6222037556.02,1260394351.1,305561,1,0,484129163.55,8.89,91.11,11193469.94,16229000.42,159,EU_COMMISSION_VAT_GAP_STUDY,2025-12-24
2026,GR,FI43,22.0,15.4,23588857010.4,4280389683.5,5413661939.81,1133272256.31,316729,0,0,341063224.61,7.38,92.62,92412487.15,18919855.52,22,NATIONAL_TAX_AUTHORITY,2025-01-31
2010,LT,SE521,16.9,5.11,23766378511.9,3324579861.25,3713102528.75,388522667.5,313226,0,1,328403174.96,8.99,91.01,111389284.1,1614990.18,26,EUROFISC,2024-10-12
2011,PT,HR87,24.14,13.08,23932506308.5,3914094244.4,4491398434.01,577304189.61,320993,0,1,977912060.31,19.99,80.01,16759011.22,23650460.09,6,VIES_AGGREGATE,2024-03-14
2012,SE,EE2,22.76,10.91,24069809445.77,3956541122.11,4572958064.75,616416942.64,326029,1,0,575060208.91,12.69,87.31,205137609.12,41821913.36,120,EU_COMMISSION_VAT_GAP_STUDY,2024-02-22
2013,CY,SI534,21.76,14.2,24268379999.55,3941540801.59,4728654023.93,787113222.34,329205,0,0,902432163.38,18.63,81.37,60606335.98,42880083.31,68,NATIONAL_TAX_AUTHORITY,2024-04-17
2014,FR,IE7,19.06,8.18,24429893161.53,4160870474.93,5138824631.02,977954156.09,331408,0,0,97952938.51,2.3,97.7,129599133.5,20994725.64,18,EUROFISC,2025-09-30
2015,IT,CY903,24.1,11.5,24592040442.82,4133118863.81,5378544377.45,1245425513.64,324186,1,0,1104644238.22,21.09,78.91,18341639.85,24444663.87,139,VIES_AGGREGATE,2025-03-11
2016,NL,DK5,19.16,9.76,24797401483.9,3759553979.86,4369208493.56,609654513.7,326146,0,1,736982295.53,16.39,83.61,74186627.67,38694794.79,72,EU_COMMISSION_VAT_GAP_STUDY,2024-09-16
2017,SI,GR71,21.19,9.8,24937213383.95,4250938065.1,4744310149.78,493372084.68,331909,1,0,428650293.66,9.16,90.84,98637703.83,15281423.74,12,NATIONAL_TAX_AUTHORITY,2025-03-05
2018,BG,BG703,22.22,14.9,25120135123.47,5080580696.54,6063056969.82,982476273.28,344144,0,0,246092292.07,4.62,95.38,145594356.76,17137293.16,62,EUROFISC,2024-04-30
2019,EE,DK966,25.05,12.98,25320779897.0,5331317262.2,6295621429.73,964304167.53,332934,1,0,516348924.26,8.83,91.17,56632745.33,25089698.96,89,VIES_AGGREGATE,2026-01-26
2020,HU,DE35,22.89,14.85,25532006090.52,4966946866.1,5462383714.4,495436848.3,352172,1,1,579615798.44,10.45,89.55,29748255.33,10119729.93,90,EU_COMMISSION_VAT_GAP_STUDY,2025-02-11
2021,LU,DE566,20.01,7.86,25659089855.79,3788399871.91,4298707865.96,510307994.05,353773,1,1,878841562.0,18.83,81.17,47786367.03,16466188.4,24,NATIONAL_TAX_AUTHORITY,2025-04-30
2022,RO,FI63,26.96,20.1,25849877714.72,6054586032.34,7787234655.21,1732648622.87,347235,0,0,137463499.61,2.22,97.78,13852085.02,19608930.67,21,EUROFISC,2025-03-21
2023,AT,FR83,20.0,9.0,26034321048.33,3512774879.09,4262083943.95,749309064.86,351946,1,0,792623918.67,18.41,81.59,32934011.81,39740749.21,104,VIES_AGGREGATE,2024-03-06
2024,CZ,RO4,17.93,10.96,26208886826.06,3850330472.99,4424737864.36,574407391.37,359149,0,1,512650232.95,11.75,88.25,42385603.98,7514939.89,33,EU_COMMISSION_VAT_GAP_STUDY,2025-01-01
2025,DE,FI716,22.15,11.49,26469198479.51,4031048369.59,5034848142.62,1003799773.03,351502,1,0,1094903270.27,21.36,78.64,168314332.81,2673700.57,118,NATIONAL_TAX_AUTHORITY,2024-10-17
2026,LV,ES862,22.79,14.86,26620019350.11,4733687483.95,5137810480.42,404122996.47,356027,1,0,367818587.77,7.21,92.79,18998153.68,16176410.44,31,EUROFISC,2024-02-07
2010,PL,HR107,27.2,19.88,26839912768.04,6236495689.32,7818180695.67,1581685006.35,368824,1,1,769228517.96,10.98,89.02,222401432.09,13082897.96,123,VIES_AGGREGATE,2025-05-11
2011,ES,CZ25,25.19,13.69,26957838941.33,5579210776.59,7081396713.89,1502185937.3,366900,0,1,298592401.44,5.08,94.92,119381328.95,12349668.5,17,EU_COMMISSION_VAT_GAP_STUDY,2026-01-20
2012,HR,CY26,22.1,14.52,27118481065.55,4366212007.63,5204500275.33,838288267.7,376973,1,1,1124497257.5,20.48,79.52,251069347.28,18914151.93,60,NATIONAL_TAX_AUTHORITY,2024-07-26
2013,FI,LV65,16.93,6.4,27319941362.8,3856598371.31,4590657959.83,734059588.52,370693,1,1,319921415.69,7.66,92.34,143294217.64,18083633.48,128,EUROFISC,2024-12-28
2014,IE,FR7,17.07,7.1,27479812193.5,3320110713.17,3656054159.65,335943446.48,379107,1,1,781323151.16,19.05,80.95,305635608.2,26674981.98,153,VIES_AGGREGATE,2025-11-12
2015,MT,NL6,19.88,10.48,27676541429.25,4439800591.92,5514139390.39,1074338798.47,373030,1,1,723959110.25,14.02,85.98,23283920.11,3107195.76,130,EU_COMMISSION_VAT_GAP_STUDY,2024-06-09
2016,SK,SI7,20.76,10.39,27833342468.12,4072499812.21,4657859521.73,585359709.52,375366,1,0,771101296.5,15.92,84.08,291707433.9,13602671.04,58,NATIONAL_TAX_AUTHORITY,2024-04-22
2017,BE,CZ878,24.87,13.69,28015868143.0,5084328187.16,6111155097.03,1026826909.87,372707,0,1,1020039908.85,16.71,83.29,114737900.87,25463650.79,52,EUROFISC,2025-11-26
2018,DK,NL74,24.09,13.66,28188839588.58,4763790684.56,5907068019.69,1143277335.13,391128,0,0,946134623.56,16.57,83.43,256856157.46,14086647.48,99,VIES_AGGREGATE,2024-08-21
2019,GR,IE375,17.22,4.39,28378134209.34,3852555381.37,4388632068.37,536076687.0,388203,1,0,730546428.5,15.94,84.06,215615391.96,32108719.88,82,EU_COMMISSION_VAT_GAP_STUDY,2024-10-12
2020,LT,CY40,18.88,10.06,28540123733.69,4527155895.46,4962725579.52,435569684.06,382326,1,1,582500871.43,11.4,88.6,157080571.77,519556.59,144,NATIONAL_TAX_AUTHORITY,2025-11-15
2021,PT,BE1,26.06,18.47,28703658175.44,5565521557.95,6794225224.53,1228703666.58,391689,1,0,1343020594.42,19.44,80.56,59564543.75,40317523.72,89,EUROFISC,2026-01-16
2022,SE,CZ3,21.18,10.35,28932044215.6,4540583632.02,5178322022.6,637738390.58,397475,0,1,548615686.54,10.78,89.22,291516100.91,11571.34,134,VIES_AGGREGATE,2024-01-20
2023,CY,DE782,24.11,15.73,29080008402.84,5319293522.7,5801129163.67,481835640.97,387636,1,0,678331376.05,11.31,88.69,220236655.67,25451506.49,98,EU_COMMISSION_VAT_GAP_STUDY,2026-01-14
2024,FR,FR50,26.93,13.99,29277242175.51,6872291140.93,7721272301.3,848981160.37,399162,1,0,524427340.32,7.09,92.91,125178855.07,12640667.95,92,NATIONAL_TAX_AUTHORITY,2025-08-28
2025,IT,SE977,18.81,10.22,29531453971.13,4470438037.31,5641302874.69,1170864837.38,409855,1,1,109459552.39,2.39,97.61,120996196.24,27330961.52,64,EUROFISC,2025-12-25
2026,NL,DE3,19.16,11.12,29616644242.61,4013468870.01,5209961499.07,1196492629.06,404596,1,1,687244259.54,14.62,85.38,280473425.05,36259104.35,33,VIES_AGGREGATE,2024-12-07
2010,SI,CY4,16.89,5.96,29897405556.03,3584020370.42,4215953947.8,631933577.38,408527,0,1,689283993.98,16.13,83.87,57191119.09,10135638.11,151,EU_COMMISSION_VAT_GAP_STUDY,2025-12-23
2011,BG,AT498,25.02,18.67,29977869046.3,6101542576.29,7881070468.27,1779527891.98,415384,1,0,330612785.6,5.14,94.86,131449595.55,704872.0,113,NATIONAL_TAX_AUTHORITY,2024-06-18
2012,EE,MT5,16.77,7.8,30259980087.66,3584481013.45,4387033464.87,802552451.42,400467,1,0,633051653.28,15.01,84.99,113123500.21,16619712.94,77,EUROFISC,2025-03-23
2013,HU,DK778,20.15,7.86,30351424046.92,4162878545.44,5262301456.59,1099422911.15,403620,0,0,1062929319.79,20.34,79.66,16513738.48,24253781.62,1,VIES_AGGREGATE,2025-05-06
2014,LU,LT53,25.98,16.82,30512102065.94,5673250605.38,6450793635.39,777543030.01,409472,0,0,1087863213.45,16.09,83.91,209234924.02,20715911.69,165,EU_COMMISSION_VAT_GAP_STUDY,2025-05-14
2015,RO,RO10,21.13,7.15,30705283574.71,4838540982.63,5539419035.09,700878052.46,417694,1,1,497300418.6,9.32,90.68,4690677.63,15942511.13,19,NATIONAL_TAX_AUTHORITY,2025-05-31
2016,AT,RO95,20.12,6.45,30905051081.38,4734296637.09,5673856277.34,939559640.25,424303,1,0,1074656291.85,18.5,81.5,281702976.71,24281688.58,139,EUROFISC,2025-12-18
2017,CZ,SE753,17.22,9.35,31119217338.1,4508631500.3,5304969194.64,796337694.34,422022,1,1,508205598.06,10.13,89.87,230370874.99,24295676.68,154,VIES_AGGREGATE,2025-11-04
2018,DE,RO958,27.18,17.31,31293411564.05,5961428949.99,7279599271.94,1318170321.95,422962,1,1,1597121766.37,21.13,78.87,118538737.3,6097434.35,103,EU_COMMISSION_VAT_GAP_STUDY,2024-07-17
2019,LV,LV346,17.77,4.25,31452169834.83,3949209989.31,4752192672.46,802982683.15,424980,0,1,919145520.2,18.88,81.12,166091390.54,2312523.27,2,NATIONAL_TAX_AUTHORITY,2024-07-19
2020,PL,FR38,26.05,16.79,31651072110.79,7028160559.8,9236158646.13,2207998086.33,425639,1,1,452585113.21,6.05,93.95,80187982.26,12810068.85,63,EUROFISC,2025-12-21
