biz_innov_reference_year,biz_innov_country_iso2,biz_innov_region_nuts_code,biz_innov_patent_office_code,biz_innov_patent_family_id_hash,biz_innov_technology_field_code,biz_innov_patent_applications_count,biz_innov_patent_grants_count,biz_innov_r_and_d_expenditure_eur,biz_innov_r_and_d_expenditure_pct_gdp,biz_innov_researchers_fte_count,biz_innov_horizon_programme_code,biz_innov_horizon_grants_awarded_eur,biz_innov_horizon_participants_count,biz_innov_startup_creation_rate_per_1k,biz_innov_spinout_count,biz_innov_tech_transfer_office_count,biz_innov_trl_level,biz_innov_open_science_policy_flag,biz_innov_data_extract_date
2026,SK,NL9,UPV,50f440285d310efe0660,SECURITY,45,29,4359070537.53,1.096,5743,EIC_PATHFINDER,189141720.66,26,5.665,35,35,2,1,2025-01-04
2014,BE,CY41,OEPM,086cd7550f35613b36d5,ICT,36,35,17496889383.82,3.878,5858,HORIZON_SPACE,74752714.26,25,3.009,5,1,3,1,2024-07-26
2015,DK,SE73,INPI,8bff7c2c2a106cf434d6,BIOTECH,39,31,13920930683.34,2.79,5728,HORIZON_DIGITAL,22946328.34,42,5.818,11,2,4,0,2024-07-17
2016,GR,MT9,EUIPO,9b4358cd4cf894a373af,MEDTECH,33,20,11674585528.82,2.262,5634,EIC_ACCELERATOR,218283595.02,43,6.074,10,3,5,0,2024-08-19
2017,LT,AT15,BOIP,ed39f2a7abf082fa3f84,CLEAN_ENERGY,37,21,11687166469.02,2.547,5807,HORIZON_INDUSTRY,271325194.14,27,2.439,45,4,6,1,2025-02-09
2018,PT,IE9,PRV,cf9fd9b888bfdeabf5b4,ADV_MATERIALS,50,22,13948948836.73,3.363,5562,HORIZON_HEALTH,192291437.77,32,6.104,56,5,7,0,2025-12-06
2019,SE,NL8,UKIPO,90e474c8f3eedf7256e1,AEROSPACE,51,30,5590319557.39,1.071,5202,HORIZON_WIDENING,162713355.37,33,3.811,24,6,8,1,2025-12-26
2020,CY,GR62,DPMA,fd0d35fe5afd2ac5682e,MOBILITY,32,19,9691576493.07,2.055,5898,HORIZON_CLIMATE,51463640.74,41,2.016,5,7,9,1,2025-01-31
2021,FR,LU59,EPO,de470468b0af80048bb5,FINTECH,33,31,7715123898.36,1.842,5941,EIC_PATHFINDER,6840461.2,53,3.968,32,8,1,1,2025-11-11
2022,IT,PT34,UPV,34465a34e6bd65b6b876,AGRI_TECH,39,16,10524449794.54,2.583,5343,HORIZON_SPACE,65341860.59,41,5.566,36,9,2,1,2025-09-26
2023,NL,AT562,OEPM,bddf0ff3203d19bb3771,SECURITY,30,30,9979901348.16,2.175,5478,HORIZON_DIGITAL,8047048.02,44,6.149,16,10,3,1,2024-03-12
2024,SI,AT22,INPI,3255d74df2ffed7fc1a3,ICT,51,51,8352168202.35,1.79,5742,EIC_ACCELERATOR,69569538.42,43,5.55,8,11,4,0,2026-02-24
2025,BG,IE542,EUIPO,7c0f5aaacc463a39a89e,BIOTECH,43,39,2342584394.26,0.534,5717,HORIZON_INDUSTRY,15224456.78,32,2.756,35,12,5,0,2025-11-14
2026,EE,DK8,BOIP,b985a306e82eeca26203,MEDTECH,56,27,12623460954.12,2.338,5853,HORIZON_HEALTH,139852470.63,57,5.666,56,13,6,0,2024-05-03
2014,HU,LU768,PRV,0a836095f4b92315f7c6,CLEAN_ENERGY,54,37,18688216051.97,3.209,5592,HORIZON_WIDENING,100927853.49,53,1.915,39,14,7,1,2025-06-12
2015,LU,FI327,UKIPO,de78a4916147f8238c45,ADV_MATERIALS,50,28,18073406427.57,3.283,5272,HORIZON_CLIMATE,138017477.6,41,1.888,58,15,8,0,2025-01-01
2016,RO,CZ42,DPMA,811e3f205b9e926a34a8,AEROSPACE,46,26,8459122556.32,1.491,5312,EIC_PATHFINDER,165402330.29,38,0.531,5,16,9,1,2025-04-25
2017,AT,CZ311,EPO,db1d8a2f50a9dd62e416,MOBILITY,48,48,3567076621.26,0.769,5223,HORIZON_SPACE,170285972.6,44,0.899,20,17,1,1,2024-09-27
2018,CZ,FI525,UPV,79557b274d00ef8057f8,FINTECH,46,33,8718908367.59,1.901,5924,HORIZON_DIGITAL,350262022.34,50,4.537,37,18,2,1,2024-09-23
2019,DE,FR95,OEPM,b48c6ca0fc551da381dc,AGRI_TECH,63,49,15775704120.17,3.428,5311,EIC_ACCELERATOR,63795564.83,53,2.843,26,19,3,1,2025-07-14
2020,LV,PL6,INPI,5b91847bef95c91447dc,SECURITY,54,33,4214527983.17,0.937,5684,HORIZON_INDUSTRY,174942177.66,63,6.404,50,20,4,0,2025-07-12
2021,PL,PT328,EUIPO,6aa98d857b574c7ddce5,ICT,44,18,13727886777.08,2.505,5588,HORIZON_HEALTH,127389280.03,65,1.437,28,21,5,1,2025-10-26
2022,ES,BG374,BOIP,233fbcb3d36fce4bc7e9,BIOTECH,51,44,21866909268.21,4.155,5703,HORIZON_WIDENING,88914332.49,55,2.654,28,22,6,1,2024-01-15
2023,HR,FR871,PRV,9d78c124b62adbdc915c,MEDTECH,59,30,9994013835.51,2.088,5313,HORIZON_CLIMATE,35229360.38,51,4.578,49,23,7,1,2024-05-04
2024,FI,SK11,UKIPO,1f237f570014a8caf073,CLEAN_ENERGY,65,31,21869941634.59,4.075,5275,EIC_PATHFINDER,193731877.26,55,6.002,48,24,8,1,2025-08-29
2025,IE,BE10,DPMA,af0514b1e8aa1b93b7a4,ADV_MATERIALS,45,37,20423605196.32,3.689,5615,HORIZON_SPACE,110885949.45,56,2.56,35,25,9,0,2024-09-22
2026,MT,GR49,EPO,e85fb8345b8e3bb1f3ef,AEROSPACE,71,49,8491474146.96,1.739,5469,HORIZON_DIGITAL,81777165.25,58,4.267,35,26,1,1,2024-12-27
2014,SK,LT78,UPV,990e94f43785cb32d5bf,MOBILITY,50,28,8307733326.67,1.51,5470,EIC_ACCELERATOR,114165054.63,70,4.51,38,27,2,0,2024-12-01
2015,BE,IT1,OEPM,c0ce455865183df33519,FINTECH,58,26,10978692860.33,2.432,5798,HORIZON_INDUSTRY,228887508.07,58,1.904,25,28,3,1,2025-10-19
2016,DK,PT74,INPI,81b873753718a6b7eb70,AGRI_TECH,63,54,21362985283.01,4.084,5555,HORIZON_HEALTH,121951994.04,66,3.247,47,29,4,0,2025-08-07
2017,GR,SK550,EUIPO,1ef5125db909e52eefb1,SECURITY,72,66,17176687057.5,3.247,5663,HORIZON_WIDENING,201636329.51,73,3.442,50,30,5,1,2026-01-30
2018,LT,AT2,BOIP,43fdd6abe3c7d1d6c2e7,ICT,63,52,4691680229.62,0.927,5784,HORIZON_CLIMATE,103644727.51,70,6.257,61,31,6,1,2024-03-16
2019,PT,DK3,PRV,b82f49031d818dc0ad65,BIOTECH,76,39,8330952021.57,1.494,5886,EIC_PATHFINDER,23631465.03,54,5.887,58,32,7,1,2024-03-02
2020,SE,LV25,UKIPO,cad4d1afe930d9fa0f80,MEDTECH,65,27,12817938647.46,2.455,5449,HORIZON_SPACE,14001697.26,76,5.646,58,33,8,0,2024-10-29
2021,CY,CZ949,DPMA,1d5a21e91d9a9aab08dc,CLEAN_ENERGY,58,34,4954610493.37,0.957,5304,HORIZON_DIGITAL,139872365.91,71,4.25,28,34,9,0,2024-07-10
2022,FR,AT8,EPO,cae057bbb1eed41cc834,ADV_MATERIALS,57,41,15461645623.38,3.058,5412,EIC_ACCELERATOR,22869594.36,60,3.219,32,35,1,1,2025-03-13
2023,IT,SI75,UPV,7a15f813906cc2cb622e,AEROSPACE,72,41,2564807220.46,0.417,5506,HORIZON_INDUSTRY,236057160.68,66,1.59,11,1,2,1,2025-03-16
2024,NL,IT38,OEPM,02208e7629e1b7777ff6,MOBILITY,59,58,4740773617.3,0.817,5445,HORIZON_HEALTH,309267027.59,68,2.227,45,2,3,1,2026-02-25
2025,SI,SK61,INPI,430f100e211460a1fe7e,FINTECH,68,39,23875484405.52,3.727,5942,HORIZON_WIDENING,383948507.64,73,5.965,29,3,4,1,2024-12-19
2026,BG,SE5,EUIPO,57bbbda7a269aab4a742,AGRI_TECH,76,60,14590104866.88,2.245,5405,HORIZON_CLIMATE,254546755.25,69,6.458,16,4,5,1,2025-11-15
2014,EE,IT44,BOIP,06416e66d9916fa3a04c,SECURITY,70,42,16961102224.74,2.626,5936,EIC_PATHFINDER,186494798.91,78,5.85,61,5,6,1,2024-07-18
2015,HU,LT43,PRV,5bd04b436a189544a3a5,ICT,80,36,18858197350.39,3.483,5526,HORIZON_SPACE,89673913.63,80,0.271,31,6,7,0,2024-02-24
2016,LU,FR78,UKIPO,8b47477dc2b358adb42d,BIOTECH,85,49,23259273607.63,3.633,5435,HORIZON_DIGITAL,211916027.45,64,3.591,58,7,8,1,2025-09-30
2017,RO,HR434,DPMA,87ea1ae2420d3919fdc4,MEDTECH,79,35,11846879631.0,1.925,5827,EIC_ACCELERATOR,39319231.93,69,2.977,57,8,9,0,2024-08-05
2018,AT,FI665,EPO,db2bf86618e69e690279,CLEAN_ENERGY,80,46,17814758395.74,3.406,5618,HORIZON_INDUSTRY,229540629.2,65,1.927,47,9,1,1,2025-06-14
2019,CZ,BE674,UPV,e2f2f3d73d65125ea038,ADV_MATERIALS,86,56,7189849379.06,1.353,5465,HORIZON_HEALTH,286049027.85,87,1.224,59,10,2,1,2025-05-08
2020,DE,IT66,OEPM,34d0dda3132f6a83591a,AEROSPACE,79,65,5132051747.46,0.999,5682,HORIZON_WIDENING,114256357.62,68,4.787,14,11,3,1,2025-07-07
2021,LV,FI24,INPI,64bbcb14dbd45fb4b7a5,MOBILITY,92,70,2745062632.08,0.49,5332,HORIZON_CLIMATE,175496212.91,69,5.112,38,12,4,1,2025-09-03
2022,PL,CZ332,EUIPO,89199457c57cd6f9ddd2,FINTECH,72,66,14551956837.91,2.474,5803,EIC_PATHFINDER,97039881.61,88,5.987,38,13,5,1,2025-03-06
2023,ES,HR79,BOIP,77ecea3c4b9d0e33604c,AGRI_TECH,87,75,22683384041.54,3.387,5546,HORIZON_SPACE,21250151.23,84,2.401,17,14,6,0,2024-10-10
2024,HR,NL971,PRV,365c888083321d986ca6,SECURITY,90,89,3671994370.17,0.711,5388,HORIZON_DIGITAL,6578998.46,79,4.107,46,15,7,1,2024-04-23
2025,FI,GR831,UKIPO,420d6ce4fcd0af9faffc,ICT,87,40,18952445517.87,3.674,5814,EIC_ACCELERATOR,226412669.85,80,4.08,38,16,8,1,2024-07-15
2026,IE,BE586,DPMA,e1e000606e0b934dd957,BIOTECH,89,81,14323138006.32,2.377,5975,HORIZON_INDUSTRY,56727112.55,73,3.379,29,17,9,0,2024-07-25
2014,MT,SI79,EPO,09decc22882765aa426d,MEDTECH,85,48,2973626667.2,0.507,5344,HORIZON_HEALTH,6776927.29,96,1.235,61,18,1,0,2025-12-19
2015,SK,IT69,UPV,9b26b3327993df01b841,CLEAN_ENERGY,84,65,24838386517.95,4.025,6002,HORIZON_WIDENING,193594237.25,81,4.477,29,19,2,0,2025-11-13
2016,BE,PL80,OEPM,12a3e3f31d76663983f8,ADV_MATERIALS,85,70,21519821446.14,3.266,5717,HORIZON_CLIMATE,179691693.22,87,1.602,42,20,3,1,2024-08-29
2017,DK,CY2,INPI,ea9966cd0a16d817ec7e,AEROSPACE,100,95,13248283264.0,1.985,5601,EIC_PATHFINDER,75550841.5,77,1.498,54,21,4,0,2025-08-20
2018,GR,LT60,EUIPO,5ee7e23e466da7ad6227,MOBILITY,96,48,23532315596.22,3.786,5847,HORIZON_SPACE,293861273.33,84,2.644,62,22,5,1,2025-11-24
2019,LT,BG199,BOIP,cedefc1a3ae43638f4ce,FINTECH,97,65,2765560456.78,0.503,5694,HORIZON_DIGITAL,119405857.62,85,4.407,21,23,6,0,2025-02-05
2020,PT,IT7,PRV,b309191f941cd7e2e2dd,AGRI_TECH,96,52,22287031189.61,3.711,5839,EIC_ACCELERATOR,181544169.84,88,2.269,50,24,7,1,2024-04-15
2021,SE,IT23,UKIPO,11477b0eefa860e899f7,SECURITY,90,36,21682593306.56,3.146,5962,HORIZON_INDUSTRY,94590597.46,95,0.799,12,25,8,1,2024-11-06
2022,CY,IE7,DPMA,40c79cb172f265462018,ICT,105,75,4321305555.09,0.608,5733,HORIZON_HEALTH,181222830.1,94,1.401,34,26,9,0,2026-01-03
2023,FR,ES269,EPO,6f4cc6f6381f3a6d40a6,BIOTECH,89,88,26001560366.88,3.52,5356,HORIZON_WIDENING,170608948.68,102,6.079,37,27,1,1,2025-07-28
2024,IT,CZ92,UPV,abc25c2b77a7fd6a274a,MEDTECH,94,75,13701460800.29,2.529,6062,HORIZON_CLIMATE,249997876.82,91,2.284,40,28,2,1,2024-08-31
2025,NL,DE41,OEPM,4723dc35f7596d368f1a,CLEAN_ENERGY,89,75,6171525169.77,0.83,5311,EIC_PATHFINDER,331329037.29,85,3.472,46,29,3,0,2024-09-15
2026,SI,DE39,INPI,504ffadff994225c0957,ADV_MATERIALS,95,77,21047366149.66,3.866,5943,HORIZON_SPACE,160234506.08,97,0.859,35,30,4,0,2024-09-16
2014,BG,SK955,EUIPO,1d9d4f08d3043e9b42c7,AEROSPACE,107,50,3986456269.65,0.62,5575,HORIZON_DIGITAL,195795847.77,94,3.597,60,31,5,1,2024-02-08
2015,EE,CY732,BOIP,726ecd0826f4bed95943,MOBILITY,109,98,29900993073.27,3.983,5429,EIC_ACCELERATOR,327343863.43,90,3.873,56,32,6,0,2024-10-10
2016,HU,FI976,PRV,f4b85bac71de9c4bcb83,FINTECH,94,81,10607326609.18,1.837,5889,HORIZON_INDUSTRY,57035859.07,89,2.85,62,33,7,0,2024-02-01
2017,LU,LV554,UKIPO,c5e24b1cb8832e3db506,AGRI_TECH,108,53,20266804956.8,2.864,6015,HORIZON_HEALTH,263754006.36,114,1.314,48,34,8,1,2024-06-22
2018,RO,BG3,DPMA,697852d27d5472e35bb3,SECURITY,115,106,24224207790.91,4.108,5976,HORIZON_WIDENING,285849145.95,94,3.45,47,35,9,1,2025-08-26
2019,AT,SK67,EPO,ce2422ba054a0b2e2654,ICT,116,95,13272900776.78,2.125,5860,HORIZON_CLIMATE,251468392.83,22,1.878,53,1,1,1,2025-05-30
2020,CZ,MT19,UPV,1ef936ca4502253f56a0,BIOTECH,107,103,4955483667.59,0.797,5574,EIC_PATHFINDER,165719198.38,24,0.447,16,2,2,0,2025-09-04
2021,DE,SK487,OEPM,24183d4549d93c644a9e,MEDTECH,111,95,15469386428.02,2.522,5852,HORIZON_SPACE,46300699.93,13,4.685,36,3,3,0,2025-10-07
2022,LV,HR24,INPI,8ff96425d17194628488,CLEAN_ENERGY,95,66,30338119230.24,3.894,5556,HORIZON_DIGITAL,92997621.53,28,4.07,12,4,4,1,2025-07-14
2023,PL,SI59,EUIPO,7658e151790c06e0f0f1,ADV_MATERIALS,100,90,27066431490.6,3.92,5569,EIC_ACCELERATOR,271267507.59,17,0.703,18,5,5,0,2025-04-30
2024,ES,BG803,BOIP,c2ee372cf62b82662c88,AEROSPACE,97,90,29516904163.65,4.137,5555,HORIZON_INDUSTRY,67138733.78,10,5.429,33,6,6,1,2025-06-21
2025,HR,FR99,PRV,6532f7309c826b5e9fef,MOBILITY,99,46,20405382810.41,3.079,5907,HORIZON_HEALTH,25761004.86,12,2.267,52,7,7,0,2025-10-08
2026,FI,PT596,UKIPO,70ac40b995cc85558b4c,FINTECH,120,117,14557530798.39,2.336,5423,HORIZON_WIDENING,66315246.42,13,1.786,59,8,8,1,2025-05-26
2014,IE,CZ658,DPMA,fd0376ea921ebeca7116,AGRI_TECH,104,72,23859603030.91,3.956,5548,HORIZON_CLIMATE,183118172.02,13,6.175,43,9,9,1,2024-12-04
2015,MT,DK20,EPO,bfe1ef6545bea5c117bb,SECURITY,118,92,17138276083.76,2.517,5589,EIC_PATHFINDER,308785662.17,26,3.008,45,10,1,1,2025-11-18
2016,SK,DK733,UPV,90e68e47007fbbf7ba39,ICT,113,75,32797907012.61,4.151,5338,HORIZON_SPACE,204261317.07,16,3.913,35,11,2,1,2025-03-28
2017,BE,PT3,OEPM,ce927b69ec4788a0b327,BIOTECH,120,102,13772009547.78,1.903,5634,HORIZON_DIGITAL,87621099.41,21,3.423,21,12,3,1,2025-04-18
2018,DK,PL96,INPI,7e35bbb1e50504f08204,MEDTECH,124,96,19191036460.47,3.0,5931,EIC_ACCELERATOR,41783317.39,32,4.923,33,13,4,0,2025-01-21
2019,GR,MT29,EUIPO,ccf1181fa17c7d826b94,CLEAN_ENERGY,129,113,16836008118.88,2.057,5964,HORIZON_INDUSTRY,277895344.97,16,4.695,61,14,5,1,2025-02-18
2020,LT,DK24,BOIP,78004b29bd670b94aaf2,ADV_MATERIALS,108,45,17922372526.06,2.346,5995,HORIZON_HEALTH,90381048.31,25,0.763,46,15,6,1,2024-11-16
2021,PT,IE90,PRV,0235cda0576c1cb03db6,AEROSPACE,109,82,19870334290.51,3.171,5365,HORIZON_WIDENING,188087462.29,28,0.42,53,16,7,1,2026-01-14
2022,SE,BE95,UKIPO,e5aa3824f8e462d09fe6,MOBILITY,114,57,6295573491.31,0.844,6008,HORIZON_CLIMATE,298130338.65,21,5.412,61,17,8,1,2024-04-21
2023,CY,CY696,DPMA,52826d9b525c9325d337,FINTECH,108,108,8844840941.2,1.131,5932,EIC_PATHFINDER,245316457.69,41,5.66,60,18,9,0,2024-05-12
2024,FR,PT49,EPO,abf9b211b6c22787e53e,AGRI_TECH,128,94,4215631454.19,0.553,5875,HORIZON_SPACE,201006948.33,20,3.909,22,19,1,1,2024-11-03
2025,IT,EE98,UPV,343160022fd3ac0f3c0b,SECURITY,112,66,5798626989.05,0.931,5360,HORIZON_DIGITAL,132925961.19,37,2.051,19,20,2,0,2025-10-03
2026,NL,SE13,OEPM,24e12dbc4e0df390959b,ICT,123,78,29321442537.48,3.59,5678,EIC_ACCELERATOR,214653547.22,37,5.568,17,21,3,0,2026-01-23
2014,SI,NL69,INPI,561cb800c1e7ecc399d8,BIOTECH,136,62,27216292351.23,3.86,5944,HORIZON_INDUSTRY,171332819.72,35,3.271,38,22,4,1,2024-11-03
2015,BG,HU2,EUIPO,25f43f8d911da4cc1dda,MEDTECH,122,111,25238204976.19,3.153,5725,HORIZON_HEALTH,272954755.4,47,4.324,56,23,5,0,2025-09-27
2016,EE,AT79,BOIP,e0af012de0eec64ba7b4,CLEAN_ENERGY,118,57,29130350856.98,3.914,5650,HORIZON_WIDENING,15120143.69,39,2.698,64,24,6,1,2025-11-18
2017,HU,PL87,PRV,a19d1ca1ff5511e4902f,ADV_MATERIALS,132,75,19157933570.1,2.593,5760,HORIZON_CLIMATE,151937188.05,40,0.872,41,25,7,1,2025-02-20
2018,LU,LV2,UKIPO,b24fd6316ea366e1defd,AEROSPACE,137,71,12956810914.59,1.991,5438,EIC_PATHFINDER,280131355.41,40,4.008,31,26,8,0,2024-08-19
2019,RO,AT7,DPMA,a9eab9e83ede535e5796,MOBILITY,141,72,27589630270.63,4.006,5488,HORIZON_SPACE,11301811.04,36,6.473,62,27,9,1,2025-05-05
2020,AT,CZ34,EPO,70638e9793071b713e35,FINTECH,140,57,12666690565.8,1.836,5757,HORIZON_DIGITAL,56230254.37,32,4.931,18,28,1,0,2025-04-14
2021,CZ,HR28,UPV,3fe72ff5486806960d45,AGRI_TECH,127,96,10964409018.27,1.738,5620,EIC_ACCELERATOR,221800648.35,38,5.913,62,29,2,0,2025-08-06
2022,DE,LT578,OEPM,3e78b2734b74917245a8,SECURITY,141,80,13784798730.79,1.775,5836,HORIZON_INDUSTRY,286766285.67,48,3.959,58,30,3,0,2024-11-18
2023,LV,CZ544,INPI,13c22fecfc61a41f2d2c,ICT,143,79,14316670675.37,1.728,5386,HORIZON_HEALTH,168270012.24,55,1.605,48,31,4,1,2024-03-05
2024,PL,FR5,EUIPO,cfe00360e0dce42a109e,BIOTECH,138,57,21395449599.48,2.75,6105,HORIZON_WIDENING,338032172.86,39,0.338,63,32,5,1,2024-06-08
2025,ES,SE4,BOIP,033f28334be3f79a64f1,MEDTECH,135,101,26961464638.56,3.072,6016,HORIZON_CLIMATE,180901450.58,34,2.53,50,33,6,1,2025-05-29
2026,HR,BG154,PRV,f6cb411b07ca9e2c6b3f,CLEAN_ENERGY,128,85,24761467723.58,2.901,5390,EIC_PATHFINDER,288163804.51,51,1.521,53,34,7,0,2025-05-19
2014,FI,PL746,UKIPO,b4d867e7f13fc3e159db,ADV_MATERIALS,135,114,23037025137.53,2.961,5694,HORIZON_SPACE,109420016.95,52,4.657,57,35,8,0,2025-07-13
2015,IE,SI5,DPMA,91cb6ce5cf925d837dc2,AEROSPACE,140,77,2805040845.02,0.423,5607,HORIZON_DIGITAL,316807512.45,58,3.727,39,1,9,1,2024-03-30
2016,MT,ES691,EPO,744f2288defe6dcd2058,MOBILITY,141,67,25587097354.57,3.014,5881,EIC_ACCELERATOR,145783515.04,49,5.111,34,2,1,1,2026-01-03
2017,SK,IE89,UPV,c46ec927dfd9186d3168,FINTECH,143,74,8665756953.33,1.063,5534,HORIZON_INDUSTRY,186112216.39,62,0.27,15,3,2,1,2026-01-12
2018,BE,LV812,OEPM,c2a250e375a303be3ce5,AGRI_TECH,147,114,4087283756.52,0.601,5400,HORIZON_HEALTH,67585996.78,63,2.746,38,4,3,0,2024-07-27
2019,DK,BE173,INPI,12f972a49fee80dc067a,SECURITY,149,87,11870079145.75,1.365,5688,HORIZON_WIDENING,110534686.44,51,5.338,50,5,4,0,2025-08-03
2020,GR,MT3,EUIPO,c9caaae4f7d36cf9c715,ICT,136,103,26523164824.31,3.564,5547,HORIZON_CLIMATE,49628617.5,59,1.32,42,6,5,1,2024-05-18
2021,LT,PT82,BOIP,94e1d7c56e0d21e14888,BIOTECH,136,86,25960765306.8,3.228,6003,EIC_PATHFINDER,185090103.23,45,2.933,49,7,6,0,2025-07-27
2022,PT,SK71,PRV,dec11eaa64fd88bbe781,MEDTECH,157,89,28603230111.88,3.679,5573,HORIZON_SPACE,10428889.69,46,1.709,35,8,7,1,2024-09-29
2023,SE,HR401,UKIPO,7ec396480e33be56691e,CLEAN_ENERGY,145,62,23249142853.04,2.848,5589,HORIZON_DIGITAL,157070089.74,53,2.513,21,9,8,1,2025-01-10
2024,CY,FI8,DPMA,8f3f57e6bf26dd1e60b9,ADV_MATERIALS,137,55,25685626710.56,3.743,5916,EIC_ACCELERATOR,344655647.05,57,5.636,32,10,9,1,2025-05-08
2025,FR,GR522,EPO,28ebb59f10ba43a7b273,AEROSPACE,154,117,23068948455.41,2.99,5478,HORIZON_INDUSTRY,255527984.98,62,2.515,26,11,1,0,2025-01-07
2026,IT,NL67,UPV,b8a15144e142a7eaaf5e,MOBILITY,152,119,10569883976.56,1.438,5392,HORIZON_HEALTH,219558440.27,61,2.104,31,12,2,0,2024-05-28
2014,NL,BG7,OEPM,8bbd04c8a000dcebb92a,FINTECH,159,156,30486990803.95,3.338,5752,HORIZON_WIDENING,69849910.94,59,3.629,49,13,3,0,2024-11-11
2015,SI,FR28,INPI,fb7f12a23e739dca8c76,AGRI_TECH,160,144,17109536374.8,2.363,5411,HORIZON_CLIMATE,32445202.9,64,3.601,68,14,4,1,2025-03-18
2016,BG,FR60,EUIPO,3e49f8df98def2aaecc7,SECURITY,147,119,24346095859.64,2.764,6150,EIC_PATHFINDER,120892829.17,50,1.648,55,15,5,1,2025-07-26
2017,EE,EE713,BOIP,3424140e90e46eb5c7c2,ICT,159,138,26633114241.23,3.896,5518,HORIZON_SPACE,162292075.02,51,2.272,28,16,6,0,2024-10-20
2018,HU,IE439,PRV,4274378414ce7a58eee7,BIOTECH,146,86,9031590699.81,0.999,5692,HORIZON_DIGITAL,245584250.82,71,0.376,44,17,7,1,2024-01-14
2019,LU,AT48,UKIPO,178ef342bf0544ebe808,MEDTECH,151,85,12196861290.17,1.556,5648,EIC_ACCELERATOR,22094537.72,73,4.987,51,18,8,0,2024-06-08
2020,RO,BG140,DPMA,9d98bfea0644b7b25a5c,CLEAN_ENERGY,163,142,33266881880.22,4.195,6093,HORIZON_INDUSTRY,234779833.84,64,3.734,31,19,9,1,2025-11-01
2021,AT,AT25,EPO,3e8541c714dd4fb2472e,ADV_MATERIALS,163,163,11214413903.86,1.599,6003,HORIZON_HEALTH,30594252.32,63,2.281,55,20,1,1,2024-12-13
2022,CZ,BG14,UPV,c54276bac7a3b61f9cf5,AEROSPACE,150,63,6571380980.41,0.821,5911,HORIZON_WIDENING,236629148.64,65,2.801,15,21,2,1,2025-10-28
2023,DE,SE957,OEPM,c83c1a57958fa0c1dfda,MOBILITY,160,158,9707270547.31,1.403,6083,HORIZON_CLIMATE,73720620.94,80,4.138,58,22,3,1,2024-08-10
2024,LV,LT2,INPI,ff599c0b12783f7f0ae4,FINTECH,167,103,26007918389.47,3.028,5427,EIC_PATHFINDER,135716450.23,77,3.793,25,23,4,1,2025-05-03
2025,PL,CY1,EUIPO,d335b37e5678439ceb63,AGRI_TECH,157,76,29537562455.13,3.504,5572,HORIZON_SPACE,67969891.9,66,6.065,27,24,5,0,2024-04-02
2026,ES,GR6,BOIP,13904cec22163240ea6f,SECURITY,158,72,3907641877.93,0.417,6052,HORIZON_DIGITAL,91127004.12,67,4.121,53,25,6,1,2025-08-07
2014,HR,LT349,PRV,32b09c9ba46bede07165,ICT,171,92,33590886548.31,3.509,6092,EIC_ACCELERATOR,236098955.12,61,5.42,72,26,7,1,2024-01-16
2015,FI,SK110,UKIPO,6b571dbcdb5a4e3f0244,BIOTECH,163,135,25857435618.78,2.906,6082,HORIZON_INDUSTRY,156861187.55,74,5.066,64,27,8,0,2025-06-19
2016,IE,PL398,DPMA,5acd99a21a46c8fd954f,MEDTECH,178,136,14960225530.97,1.752,6130,HORIZON_HEALTH,218066336.06,70,1.675,22,28,9,0,2024-01-20
2017,MT,AT82,EPO,0734f16af79560de8b15,CLEAN_ENERGY,168,114,10297258262.14,1.374,5419,HORIZON_WIDENING,3949751.27,77,1.459,40,29,1,1,2025-01-06
2018,SK,SI29,UPV,38215fd123b5546db5e8,ADV_MATERIALS,180,148,15495427470.13,2.145,5734,HORIZON_CLIMATE,112334525.35,84,3.605,40,30,2,0,2024-12-08
2019,BE,GR376,OEPM,4061efbfafc38ff5036f,AEROSPACE,160,157,12003672241.24,1.406,6189,EIC_PATHFINDER,158456509.02,74,4.732,25,31,3,1,2024-09-23
2020,DK,ES2,INPI,8a55ad892ebc5610f9d0,MOBILITY,176,118,24727005060.91,3.002,6210,HORIZON_SPACE,34950041.67,85,5.687,17,32,4,1,2024-10-05
2021,GR,FR199,EUIPO,6118084bb900243a38e6,FINTECH,169,146,36764443420.33,3.986,6009,HORIZON_DIGITAL,15845568.82,79,5.601,40,33,5,0,2024-09-10
2022,LT,NL24,BOIP,6621317ae439011747e8,AGRI_TECH,165,159,5013685019.38,0.649,5418,EIC_ACCELERATOR,6564106.6,77,5.897,64,34,6,1,2025-07-31
2023,PT,PT113,PRV,e8fc20c81457e81b8a24,SECURITY,163,108,3644739347.56,0.454,5624,HORIZON_INDUSTRY,146687119.33,76,6.101,16,35,7,1,2024-09-19
2024,SE,ES77,UKIPO,d5f46ab868e3c80d00ea,ICT,162,75,26950373044.65,2.664,5655,HORIZON_HEALTH,92524527.13,90,5.589,67,1,8,0,2025-05-21
2025,CY,SI42,DPMA,dc39c9415173f2ed11c0,BIOTECH,171,90,26198645315.07,2.713,5833,HORIZON_WIDENING,124585911.98,79,2.087,64,2,9,0,2025-11-13
2026,FR,SK76,EPO,3f08d2eac195658f9828,MEDTECH,173,84,31702618176.38,3.255,5702,HORIZON_CLIMATE,146166408.68,78,4.779,64,3,1,1,2024-05-17
2014,IT,LV48,UPV,0980061ee1c436d94e2d,CLEAN_ENERGY,167,145,38201512056.67,3.799,5834,EIC_PATHFINDER,255504838.24,91,3.438,16,4,2,1,2026-02-04
