econ_leading_indicator_date,econ_leading_indicator_name_code,econ_leading_composite_index_value,econ_leading_diffusion_index_value,econ_leading_yield_curve_spread_bps,econ_leading_initial_claims_level,econ_leading_new_orders_index,econ_leading_consumer_expectations_index,econ_leading_building_permits_level,econ_leading_stock_market_index_level,econ_leading_credit_spread_bps,econ_leading_money_supply_growth_pct,econ_leading_manufacturing_hours_index,econ_leading_vendor_delivery_times_index,econ_leading_inventory_to_sales_ratio,econ_leading_recession_signal_flag,econ_leading_signal_threshold_used,econ_leading_lag_months_assumed,econ_leading_nowcast_gdp_growth_pct,econ_leading_model_version_tag
2023-09-30,PERMITS,92.823,57.62,91,235957,49.48,56.05,1863136,1861.94,391,9.05,77.47,39.48,1.61,1,95.39,1,3.75,v2_0
2023-10-01,CREDIT,114.003,51.441,183,449173,35.54,90.12,1111730,3298.83,50,3.91,112.02,49.48,1.626,0,92.27,1,1.83,v1_2
2023-10-02,LEI,109.093,47.052,-101,271247,42.79,101.09,1681747,5025.28,394,-1.47,100.99,54.33,1.673,0,94.03,2,3.84,v1_1
2023-10-03,CLAIMS,128.015,58.434,121,499118,44.13,78.68,734332,2663.77,271,2.67,106.5,46.28,1.139,0,93.77,4,2.46,v1_1
2023-10-04,CLAIMS,89.625,56.207,318,256880,57.22,60.72,1321076,3521.67,136,2.09,88.46,62.16,1.305,1,92.35,2,1.56,v2_0
2023-10-05,LEI,118.352,37.613,241,183065,63.36,83.06,1830902,2439.65,244,-2.47,90.75,37.51,1.558,0,96.82,7,-3.26,v1_0
2023-10-06,M2,88.742,45.428,-226,374964,48.98,92.69,1488147,5607.67,235,3.83,101.51,44.27,1.69,1,97.4,2,3.73,v1_0
2023-10-07,ECI,87.839,63.278,196,221994,37.31,99.84,706961,4575.5,257,-4.66,80.31,40.1,1.133,1,96.51,6,5.14,v1_1
2023-10-08,ECI,129.278,41.307,-101,166848,59.02,64.04,1462758,5554.73,379,-0.45,102.68,62.75,1.442,0,95.49,7,2.32,v1_0
2023-10-09,PERMITS,101.569,55.408,-224,492027,59.88,58.46,1678747,5867.75,246,1.26,94.01,58.69,1.651,0,92.95,4,7.36,v1_0
2023-10-10,M2,92.082,45.236,225,521658,59.63,99.37,1639801,2512.0,339,1.79,105.4,46.41,1.199,1,97.83,8,5.39,v2_1
2023-10-11,ECI,118.308,54.363,72,365488,51.22,73.27,766177,4646.06,376,1.87,99.39,48.11,1.276,0,94.04,5,1.71,v1_1
2023-10-12,PMI_NEW_ORDERS,114.62,64.423,207,484673,37.16,108.88,951128,2544.64,183,6.59,91.53,59.16,1.177,0,94.65,10,4.0,v2_1
2023-10-13,M2,125.277,45.458,-95,171042,40.51,79.02,941902,4401.31,75,8.39,109.96,58.98,1.499,0,94.37,12,3.12,v2_0
2023-10-14,LEI,116.688,47.999,320,432829,54.41,88.68,1378758,4734.52,265,2.56,96.27,45.98,1.618,0,92.03,1,0.53,v1_1
2023-10-15,PMI_NEW_ORDERS,107.601,46.18,75,426971,45.94,62.57,1118932,3184.51,254,1.69,93.99,62.6,1.617,0,93.08,6,2.09,v2_0
2023-10-16,PMI_NEW_ORDERS,123.812,57.477,101,516877,51.38,76.28,1433605,3440.87,220,-4.87,89.0,45.46,1.216,0,97.81,10,2.34,v1_0
2023-10-17,EQUITIES,101.223,64.297,-20,468369,49.66,64.1,1560987,4839.8,196,-2.23,91.55,36.67,1.258,0,92.02,5,3.06,v2_1
2023-10-18,LEI,93.404,47.001,-16,205519,61.07,79.44,1864870,2960.73,315,2.81,112.32,52.93,1.553,1,96.37,6,3.43,v1_0
2023-10-19,CLAIMS,106.106,35.963,228,199824,37.77,76.89,1535675,2612.83,263,-0.9,114.53,52.83,1.571,0,94.13,9,1.49,v2_0
2023-10-20,PERMITS,118.659,63.345,-221,170960,62.28,92.53,808039,2295.5,228,-1.47,78.76,57.43,1.438,0,98.95,4,4.09,v2_1
2023-10-21,LEI,101.84,56.488,162,172944,47.52,69.63,820877,5803.55,217,11.1,95.5,54.84,1.209,0,97.97,6,-0.56,v2_1
2023-10-22,CLAIMS,129.166,58.306,-183,401044,43.56,69.89,1217000,1961.14,249,8.87,100.44,50.99,1.514,0,97.91,3,1.47,v2_0
2023-10-23,LEI,85.411,56.477,312,151267,49.18,107.92,1489658,4031.29,88,-0.19,106.39,39.89,1.216,1,94.91,8,4.62,v2_0
2023-10-24,M2,127.267,55.358,-226,357268,48.53,76.13,801351,5010.32,100,-4.27,80.98,58.78,1.532,0,95.04,2,-4.7,v2_0
2023-10-25,CLAIMS,94.556,35.525,249,442123,55.67,66.52,1655123,2473.07,413,10.67,92.6,52.58,1.124,1,96.01,9,4.83,v1_0
2023-10-26,LEI,98.047,45.811,279,346424,60.04,60.34,716283,4158.53,292,5.03,90.94,40.7,1.599,0,97.82,9,2.93,v1_2
2023-10-27,ECI,90.805,40.768,-238,187064,62.18,91.28,1133158,3221.77,317,2.98,90.23,35.06,1.111,1,93.72,12,2.58,v2_0
2023-10-28,M2,118.623,43.302,19,458825,56.44,59.39,1544489,3964.75,232,-3.24,80.84,39.71,1.323,0,98.48,2,7.15,v1_2
2023-10-29,PMI_NEW_ORDERS,119.178,37.403,-227,464031,60.93,65.59,1453684,1810.49,280,4.78,102.83,59.46,1.233,0,95.91,2,5.03,v2_1
2023-10-30,EQUITIES,109.747,55.593,-75,548039,58.42,105.53,912404,5374.46,54,-0.9,105.47,50.27,1.121,0,96.9,2,1.6,v1_1
2023-10-31,EQUITIES,120.495,64.124,-48,482496,43.92,97.04,1166925,5667.5,392,13.4,93.19,63.1,1.671,0,96.81,2,2.86,v1_0
2023-11-01,EQUITIES,104.966,41.942,328,216389,57.98,63.42,1093769,5432.56,184,6.02,101.54,61.36,1.365,0,96.34,11,2.41,v2_1
2023-11-02,CLAIMS,115.329,42.974,-243,411826,61.84,62.58,1765025,3532.55,346,3.33,101.55,54.23,1.5,0,93.57,1,0.41,v1_0
2023-11-03,ECI,111.019,43.832,117,521914,39.79,106.07,1174347,2278.61,345,2.79,91.41,61.17,1.351,0,92.41,3,-3.25,v1_1
2023-11-04,YIELD_CURVE,110.998,48.252,-213,462430,55.2,91.57,1071161,3822.53,224,-5.26,77.2,53.96,1.237,0,96.06,9,-0.93,v2_0
2023-11-05,PERMITS,88.165,44.157,108,516243,53.1,71.32,1217387,4115.71,166,-1.78,110.9,62.83,1.584,1,94.21,3,3.72,v2_1
2023-11-06,M2,86.766,44.53,50,260123,64.04,106.39,1655908,4061.21,236,2.83,110.92,56.9,1.64,1,97.67,12,2.06,v1_2
2023-11-07,EQUITIES,109.378,47.633,-189,163025,52.58,106.34,1195282,5959.09,396,4.82,86.91,41.16,1.525,0,98.76,3,4.21,v1_2
2023-11-08,LEI,122.187,56.898,64,247592,63.5,73.79,946131,5528.99,138,-4.68,112.98,38.97,1.325,0,92.79,9,2.85,v1_0
2023-11-09,EQUITIES,109.173,45.662,-7,409596,64.02,95.49,1143638,5813.4,53,-1.28,102.68,37.71,1.693,0,94.2,4,2.59,v2_1
2023-11-10,M2,86.448,50.238,35,466093,39.27,60.24,871446,4053.2,297,1.31,80.05,48.12,1.554,1,93.91,8,2.55,v2_1
2023-11-11,LEI,120.165,45.168,-130,193707,63.93,104.77,1589539,2915.31,266,3.56,106.02,57.25,1.114,0,92.58,9,1.02,v2_0
2023-11-12,EQUITIES,87.517,57.054,252,517738,63.83,101.41,1211232,3426.01,246,2.46,89.41,59.76,1.149,1,93.21,2,1.37,v1_0
2023-11-13,M2,93.507,64.767,327,203594,39.34,77.45,1032500,2610.33,310,5.23,91.77,42.35,1.356,1,93.98,3,4.42,v1_0
2023-11-14,ECI,88.094,52.902,153,327304,44.52,92.97,1854848,3843.14,293,-1.19,77.28,42.13,1.499,1,93.81,2,-0.1,v1_0
2023-11-15,M2,110.81,37.12,83,447936,43.44,98.78,802682,5488.61,384,3.6,76.34,62.6,1.106,0,92.52,11,2.9,v1_0
2023-11-16,YIELD_CURVE,126.735,58.193,237,340996,55.67,63.41,1178678,5125.83,252,-0.44,95.84,59.11,1.202,0,96.75,11,-0.75,v2_0
2023-11-17,EQUITIES,107.76,53.143,-80,225697,60.85,77.94,1157363,3456.82,324,7.27,90.16,62.77,1.194,0,92.25,8,1.39,v1_1
2023-11-18,LEI,122.976,61.635,-201,347734,54.1,103.8,845108,3409.75,305,1.44,90.9,44.89,1.648,0,96.72,5,2.88,v1_0
2023-11-19,CLAIMS,117.808,48.473,151,189514,58.3,101.01,1128529,2231.93,53,-0.45,76.25,39.79,1.682,0,92.33,11,1.0,v1_0
2023-11-20,YIELD_CURVE,98.604,51.81,-118,367147,62.57,108.23,1611628,2105.55,133,-4.15,99.3,39.14,1.617,0,96.08,4,2.08,v1_1
2023-11-21,EQUITIES,91.705,57.52,105,266640,52.89,65.31,1158125,1997.66,241,4.7,101.96,52.48,1.139,1,93.69,10,3.41,v1_1
2023-11-22,ECI,106.999,36.149,-203,437709,49.53,102.82,1495684,1894.87,130,3.6,110.69,45.79,1.625,0,92.08,11,1.22,v1_0
2023-11-23,CLAIMS,122.45,40.413,10,542300,35.89,97.56,1675080,4668.43,246,-3.54,105.27,52.09,1.254,0,95.56,11,1.5,v1_0
2023-11-24,ECI,95.006,47.056,-17,181821,58.73,88.81,1785772,5402.93,205,-0.01,100.23,51.58,1.618,0,92.46,3,5.84,v1_2
2023-11-25,PMI_NEW_ORDERS,121.097,58.929,248,295420,44.92,94.02,1307094,2295.04,114,3.02,108.59,41.27,1.521,0,94.25,9,2.33,v1_0
2023-11-26,M2,123.485,37.168,-115,471187,43.62,97.63,909047,2093.24,343,4.89,113.88,41.6,1.157,0,95.09,4,0.47,v1_2
2023-11-27,M2,111.913,56.847,-231,317552,58.39,68.31,1056196,5276.65,327,6.16,110.88,61.62,1.362,0,93.31,7,-0.97,v1_2
2023-11-28,PERMITS,97.6,60.024,-123,212589,57.7,61.16,1135671,4606.06,282,4.09,96.74,49.87,1.507,0,93.22,8,-0.05,v1_1
2023-11-29,PERMITS,117.338,40.148,236,156937,59.64,57.11,963737,4135.37,392,2.95,94.63,35.99,1.162,0,97.59,8,3.77,v1_2
2023-11-30,EQUITIES,88.475,57.86,-61,280714,50.52,87.71,1506434,1927.71,232,0.98,90.97,62.89,1.271,1,93.44,10,4.38,v1_2
2023-12-01,CREDIT,110.204,43.378,-134,247398,59.96,89.04,1202420,3401.45,393,2.16,94.11,45.54,1.67,0,93.07,7,0.12,v1_0
2023-12-02,YIELD_CURVE,100.605,60.956,142,435830,47.69,91.96,764791,4000.17,334,4.6,108.86,55.1,1.387,0,96.7,2,6.78,v2_1
2023-12-03,PMI_NEW_ORDERS,127.836,37.562,137,379963,62.56,99.71,1693714,4427.98,184,2.48,105.87,45.93,1.259,0,95.32,11,1.78,v1_2
2023-12-04,ECI,125.273,41.716,92,315582,47.14,70.71,1114296,5161.38,296,2.55,105.44,59.28,1.678,0,93.36,12,1.04,v1_1
2023-12-05,YIELD_CURVE,113.241,59.52,315,423869,45.52,96.1,1603011,3356.1,332,0.17,84.93,48.4,1.213,0,97.97,6,3.66,v1_0
2023-12-06,PMI_NEW_ORDERS,90.826,54.109,-186,400540,49.53,98.45,1386910,4480.35,418,-3.81,83.55,45.8,1.404,1,97.87,1,5.74,v1_1
2023-12-07,YIELD_CURVE,108.067,45.146,-126,318550,53.01,61.25,1453119,2453.74,313,6.46,87.94,46.58,1.624,0,94.98,7,0.73,v2_1
2023-12-08,PERMITS,121.717,47.053,17,430921,45.88,55.44,1554243,1988.1,174,9.42,79.58,49.21,1.37,0,97.75,4,1.93,v1_2
2023-12-09,CREDIT,97.261,40.195,229,436100,45.11,99.61,1400172,3188.37,202,5.01,99.39,46.22,1.136,0,95.3,4,2.83,v2_1
2023-12-10,CREDIT,113.285,35.252,191,165149,35.21,66.16,1890191,4676.2,342,3.31,104.2,36.22,1.457,0,93.78,10,3.53,v1_2
2023-12-11,EQUITIES,85.454,35.078,237,529072,36.09,85.17,1262657,4639.8,273,2.79,92.69,48.37,1.272,1,94.05,1,4.36,v1_1
2023-12-12,CLAIMS,93.136,52.051,25,477650,47.48,86.52,1771588,2669.07,93,5.14,75.15,40.37,1.241,1,94.37,8,4.58,v1_1
2023-12-13,CREDIT,129.058,50.306,229,499850,45.41,64.8,1841749,2068.41,294,-3.24,78.35,61.45,1.188,0,95.95,11,0.34,v1_2
2023-12-14,PERMITS,116.579,51.15,-56,199055,51.35,64.1,1138567,1963.76,173,1.74,83.57,54.93,1.686,0,94.71,8,7.15,v1_2
2023-12-15,CREDIT,128.778,48.316,-41,439461,64.66,104.17,1242930,3034.56,306,7.93,95.93,48.84,1.683,0,92.24,1,-0.55,v1_0
2023-12-16,LEI,92.787,60.731,-194,405134,45.03,88.59,1182346,2205.67,159,7.87,76.31,62.95,1.407,1,94.78,12,1.95,v2_1
2023-12-17,LEI,127.0,60.768,4,421630,48.34,73.44,1471384,4979.22,135,8.04,105.79,51.86,1.677,0,93.55,10,2.9,v1_0
2023-12-18,CLAIMS,117.647,61.783,-232,311365,57.64,77.77,1432856,4121.33,207,3.76,84.15,58.4,1.691,0,95.31,11,5.91,v2_1
2023-12-19,CLAIMS,111.629,57.817,249,503108,58.96,93.67,957511,5807.88,113,10.02,94.49,54.36,1.529,0,98.77,11,1.63,v2_1
2023-12-20,YIELD_CURVE,111.213,43.988,-149,505677,53.98,102.71,1163991,4255.45,156,-2.25,78.58,44.12,1.377,0,92.86,1,4.22,v2_1
2023-12-21,ECI,98.972,56.483,202,370846,45.16,92.23,1737625,2000.55,247,0.22,111.06,53.48,1.605,0,93.45,5,4.1,v1_2
2023-12-22,ECI,116.553,40.882,196,289750,61.72,104.8,1012453,1870.79,231,-0.62,100.82,50.87,1.104,0,96.11,7,-0.47,v1_1
2023-12-23,CREDIT,118.621,48.726,-242,172806,51.11,78.12,1479961,2788.97,227,-1.39,87.51,52.79,1.479,0,92.89,4,2.46,v1_1
2023-12-24,PERMITS,105.545,58.04,-53,384400,40.64,98.1,1880313,3136.1,307,3.61,78.72,52.0,1.137,0,98.87,5,3.94,v1_0
2023-12-25,CLAIMS,94.658,59.286,-216,385429,52.68,83.92,778481,4380.15,323,4.58,101.95,42.2,1.46,1,92.69,1,2.05,v1_1
2023-12-26,PERMITS,116.9,58.084,329,272119,54.74,62.1,1201139,4523.06,100,4.52,101.06,62.29,1.63,0,97.32,10,3.3,v2_1
2023-12-27,CREDIT,85.955,54.585,121,346256,63.67,66.75,1227496,4628.05,398,-1.15,94.35,58.24,1.624,1,94.6,2,1.9,v1_2
2023-12-28,EQUITIES,95.329,51.989,-192,352208,47.38,55.74,1214765,2249.9,84,4.89,79.58,42.45,1.308,0,92.09,12,3.81,v2_1
2023-12-29,CLAIMS,106.772,36.682,347,294364,39.45,105.88,722490,4304.25,347,-1.53,77.29,56.95,1.405,0,94.1,11,1.9,v1_0
2023-12-30,EQUITIES,92.206,61.697,72,270318,58.48,82.97,947913,4328.33,358,6.86,91.34,53.47,1.642,1,96.2,7,-1.15,v1_2
2023-12-31,YIELD_CURVE,90.932,53.707,-42,298339,43.12,74.52,1200761,1883.93,258,-4.27,93.09,50.71,1.602,1,96.07,7,1.25,v2_1
2024-01-01,PERMITS,98.463,54.786,142,317349,41.19,79.08,1826160,2565.94,72,5.13,90.13,61.31,1.286,0,98.43,1,2.67,v1_2
2024-01-02,M2,116.277,51.106,-87,337666,52.47,57.03,796421,5333.55,329,3.17,103.19,35.61,1.586,0,95.5,5,1.92,v1_1
2024-01-03,ECI,99.134,60.852,249,252323,47.8,89.04,847314,3386.95,416,4.16,109.51,42.11,1.467,0,92.21,3,4.88,v2_0
2024-01-04,ECI,120.809,58.228,196,549333,47.7,90.13,1070141,4383.06,101,7.12,91.11,50.02,1.351,0,96.81,12,3.5,v1_0
2024-01-05,CREDIT,125.243,47.948,-245,374357,63.98,59.58,1816725,4666.52,255,8.8,99.57,35.25,1.651,0,92.46,7,2.42,v1_2
2024-01-06,LEI,123.578,55.623,253,443222,54.65,56.5,949247,2313.48,102,-2.52,92.31,36.06,1.583,0,96.22,3,-0.29,v2_1
2024-01-07,M2,129.903,58.196,76,517988,46.06,96.36,1048983,3932.31,173,4.72,99.06,45.09,1.4,0,92.28,1,2.41,v2_1
2024-01-08,ECI,100.956,50.148,-79,220054,39.51,101.69,1135199,4037.87,177,5.99,108.41,36.62,1.643,0,92.13,5,1.11,v1_1
2024-01-09,EQUITIES,90.386,54.893,188,486192,48.47,90.01,1136150,5070.24,327,5.55,80.6,63.68,1.616,1,92.6,11,3.67,v1_2
2024-01-10,CREDIT,97.082,53.577,-164,539548,57.35,82.44,1774888,5472.08,293,1.96,108.23,39.05,1.282,0,96.07,1,1.99,v2_0
2024-01-11,PERMITS,104.346,54.695,-99,383814,44.59,105.89,1115637,4125.04,405,3.61,79.51,46.71,1.468,0,93.34,3,4.47,v2_0
2024-01-12,CLAIMS,97.042,64.753,65,514681,52.71,91.42,878657,3216.55,217,7.36,96.63,35.71,1.674,0,97.32,2,3.36,v2_0
2024-01-13,YIELD_CURVE,92.558,42.733,18,328875,35.54,61.75,1477259,5042.35,263,2.27,112.33,40.28,1.484,1,96.37,9,0.88,v1_2
2024-01-14,ECI,94.643,35.008,348,463689,61.8,70.44,959347,2362.46,178,10.14,97.89,37.85,1.531,1,93.88,9,0.71,v1_2
2024-01-15,EQUITIES,124.678,53.026,-159,218711,39.33,74.09,1762623,4915.58,401,-0.79,89.6,57.18,1.477,0,93.01,10,2.09,v1_0
2024-01-16,ECI,113.843,48.063,-13,438538,62.89,94.55,1410075,3258.84,197,0.4,105.65,45.53,1.459,0,94.51,9,2.42,v2_0
2024-01-17,CREDIT,100.922,56.201,47,388493,60.65,72.53,1263183,4315.99,104,-7.91,107.4,35.73,1.58,0,92.82,6,4.89,v1_1
2024-01-18,YIELD_CURVE,99.863,46.962,182,349711,39.22,82.22,1408606,5155.5,346,-0.03,109.35,64.83,1.12,0,96.22,8,-0.41,v1_0
2024-01-19,M2,109.282,58.597,-210,276300,62.69,61.83,1848920,3069.37,218,5.69,80.87,58.86,1.174,0,94.64,12,2.41,v2_1
2024-01-20,CREDIT,103.543,45.94,10,435351,49.45,57.66,1750994,2702.51,165,3.51,86.68,38.71,1.23,0,95.3,4,0.69,v1_2
2024-01-21,LEI,122.805,53.943,-106,243709,50.66,109.53,1294104,2544.67,101,0.32,78.7,47.55,1.212,0,92.99,2,2.7,v2_1
2024-01-22,CREDIT,102.278,42.073,-156,236522,38.89,92.16,894958,4399.53,103,7.9,106.18,39.07,1.484,0,95.73,7,2.51,v2_1
2024-01-23,CLAIMS,124.681,61.446,-107,522950,48.59,61.27,1137165,2476.63,141,7.53,79.48,52.64,1.44,0,93.49,8,2.36,v1_0
2024-01-24,PERMITS,126.39,39.258,2,166811,57.86,109.16,1263778,4339.47,246,6.01,82.67,42.61,1.599,0,92.6,7,3.95,v2_1
2024-01-25,ECI,90.783,58.714,-144,377380,63.39,85.12,1647868,5425.73,83,5.46,87.77,45.77,1.498,1,98.43,9,-0.41,v1_2
2024-01-26,CREDIT,94.663,50.173,-175,290583,52.79,65.04,1186418,2111.5,417,11.85,83.08,57.03,1.424,1,96.97,6,4.3,v1_1
2024-01-27,PERMITS,91.883,37.445,305,414299,61.41,92.73,912944,5026.04,64,3.46,113.46,48.44,1.314,1,94.13,12,3.38,v1_0
2024-01-28,CLAIMS,85.195,38.206,71,512689,38.93,85.29,807467,4856.4,193,0.27,94.92,53.57,1.538,1,95.22,5,2.79,v2_0
2024-01-29,ECI,86.625,55.842,43,393954,41.14,105.7,934229,2487.95,106,8.35,108.27,36.0,1.111,1,92.61,12,0.25,v2_0
2024-01-30,PMI_NEW_ORDERS,103.356,51.307,272,289930,41.73,64.04,740508,3579.7,416,-1.55,114.4,51.19,1.139,0,93.79,11,1.5,v2_1
2024-01-31,PMI_NEW_ORDERS,120.96,52.642,0,496959,53.75,106.79,957391,3300.04,211,1.91,96.84,48.62,1.178,0,95.37,4,4.12,v1_1
2024-02-01,LEI,97.168,51.212,-149,414680,57.28,83.42,1472549,2318.01,334,7.13,81.46,54.75,1.223,0,93.28,12,3.05,v1_2
2024-02-02,M2,122.695,58.594,-113,193910,62.79,57.79,1590254,4304.31,284,0.25,102.85,60.44,1.56,0,94.79,3,2.17,v2_1
2024-02-03,ECI,88.353,58.046,-115,380458,58.7,98.65,892251,1943.88,250,5.15,93.19,48.75,1.297,1,97.99,7,0.59,v2_0
2024-02-04,ECI,128.785,41.746,223,281677,54.04,65.6,950116,2909.01,79,4.99,102.32,55.62,1.568,0,96.68,1,-3.6,v1_2
2024-02-05,CLAIMS,124.164,43.379,176,436452,40.9,91.83,1481105,2889.69,118,3.48,89.1,46.47,1.452,0,96.13,9,5.26,v2_1
2024-02-06,PMI_NEW_ORDERS,121.563,46.148,299,220958,49.15,93.89,1457554,4879.64,261,5.24,111.67,62.2,1.119,0,96.23,8,6.21,v1_2
2024-02-07,PERMITS,90.748,46.059,-117,259206,45.57,108.08,1844067,4703.34,132,-2.38,105.75,54.72,1.424,1,97.69,1,-1.67,v1_2
2024-02-08,M2,87.216,49.841,18,238957,40.41,94.53,1169389,4692.39,203,-2.05,88.38,45.86,1.57,1,96.97,1,4.45,v1_1
2024-02-09,ECI,96.141,38.796,130,235813,61.14,90.72,704947,3930.97,232,2.3,97.02,53.26,1.501,0,98.2,4,3.45,v1_0
2024-02-10,LEI,104.403,64.717,156,225724,59.55,107.27,1887036,5050.21,115,-4.06,77.0,36.44,1.48,0,97.31,4,4.29,v1_0
2024-02-11,ECI,99.462,38.964,-244,363275,54.33,101.95,1670123,4894.03,356,-0.02,98.01,42.72,1.421,0,92.18,7,1.5,v1_2
2024-02-12,EQUITIES,111.759,36.117,165,285142,46.87,76.31,1824974,2456.17,146,3.71,103.07,42.34,1.198,0,98.37,8,3.07,v1_2
2024-02-13,PERMITS,113.178,44.075,183,300796,57.76,90.85,1790126,2173.18,199,4.56,95.99,52.69,1.452,0,95.08,8,5.1,v1_2
2024-02-14,LEI,88.051,57.695,333,496986,39.71,96.83,1172538,5085.44,407,2.27,89.08,52.12,1.551,1,95.63,4,3.14,v1_1
2024-02-15,CREDIT,94.552,50.672,56,383352,42.97,67.5,1577257,2358.49,220,0.98,102.81,63.67,1.494,1,94.57,3,7.83,v2_1
2024-02-16,CREDIT,100.274,41.116,194,251821,57.57,72.11,1149428,4759.62,166,4.71,97.98,61.21,1.327,0,98.34,10,5.37,v1_1
2024-02-17,M2,125.112,54.303,49,366694,37.76,67.44,844471,4997.63,158,6.94,105.48,58.71,1.241,0,95.39,12,2.14,v2_0
2024-02-18,YIELD_CURVE,118.85,50.189,82,529438,62.64,82.37,1745312,4951.47,346,9.86,90.23,35.17,1.278,0,96.29,7,3.68,v2_0
2024-02-19,CREDIT,94.933,63.33,302,543096,41.4,62.6,1647511,3557.26,337,2.43,91.05,47.53,1.54,1,96.73,8,1.39,v2_0
2024-02-20,YIELD_CURVE,86.943,49.607,-207,226473,49.32,76.51,1126575,1899.37,401,10.08,78.02,57.62,1.416,1,92.14,4,-1.2,v2_1
2024-02-21,LEI,88.14,47.682,63,427333,49.96,78.39,1488938,4377.21,182,1.87,90.87,35.07,1.347,1,93.75,2,0.17,v1_0
2024-02-22,M2,99.273,60.199,-208,204804,43.59,99.08,1208179,1956.18,295,3.18,111.64,39.71,1.581,0,94.1,6,0.26,v2_1
2024-02-23,LEI,124.695,59.798,26,494376,39.87,56.79,963442,5677.67,56,2.32,75.74,52.83,1.645,0,94.7,7,2.94,v1_1
2024-02-24,EQUITIES,109.422,60.343,212,367548,51.72,73.41,1610003,4242.61,316,-5.14,106.75,58.7,1.383,0,97.16,12,5.79,v2_1
2024-02-25,EQUITIES,124.699,54.454,238,390460,50.22,75.32,1895628,5741.46,282,4.93,96.84,56.88,1.665,0,98.61,5,2.37,v1_2
2024-02-26,CREDIT,115.912,63.303,143,220847,40.54,105.32,808300,5504.64,58,-2.33,109.14,52.47,1.377,0,93.82,10,2.02,v2_0
2024-02-27,M2,106.541,44.055,274,531003,62.55,105.15,1776592,5087.46,195,14.84,80.13,35.09,1.229,0,93.78,11,2.16,v1_2
2024-02-28,EQUITIES,107.853,56.704,166,457495,55.81,64.66,1612105,4845.96,80,8.31,78.87,51.17,1.296,0,96.13,7,3.86,v1_1
2024-02-29,M2,103.839,45.327,-30,348121,38.98,88.17,1626537,3632.87,262,7.35,79.55,41.41,1.537,0,96.39,2,1.13,v2_1
2024-03-01,CLAIMS,97.366,60.387,-82,332281,59.88,107.34,1240272,2513.97,311,4.79,82.86,53.24,1.323,0,96.02,12,3.81,v1_0
2024-03-02,LEI,92.234,59.309,-188,362462,39.3,102.49,1890836,4995.73,352,4.48,113.26,52.06,1.294,1,98.58,3,2.05,v1_0
2024-03-03,PMI_NEW_ORDERS,114.84,49.937,27,185248,61.59,92.46,1316996,2594.38,319,4.17,101.86,47.99,1.49,0,97.69,8,-1.81,v1_1
2024-03-04,M2,128.962,56.674,-216,547047,51.78,82.88,1579422,4742.3,292,1.86,96.28,46.45,1.168,0,98.22,10,3.12,v2_1
2024-03-05,CREDIT,85.157,43.355,-186,252786,55.81,92.75,1813624,4688.62,193,-4.3,100.7,46.94,1.255,1,98.1,9,0.22,v1_2
2024-03-06,PMI_NEW_ORDERS,112.518,47.769,-228,231377,63.22,75.1,914354,4301.08,167,8.15,109.83,49.83,1.427,0,96.61,10,4.52,v1_1
2024-03-07,CLAIMS,128.797,49.104,-104,523494,41.57,79.04,815533,3006.89,276,2.23,102.73,53.61,1.539,0,92.74,5,-0.25,v1_2
2024-03-08,LEI,99.911,39.752,-160,170346,58.71,69.54,1075456,5303.01,122,-0.46,86.68,54.21,1.357,0,96.03,10,0.79,v1_1
2024-03-09,LEI,107.553,56.318,-126,418965,40.32,100.28,1113770,3887.14,375,5.06,106.78,37.32,1.494,0,98.07,1,2.25,v1_1
2024-03-10,CREDIT,124.469,58.327,193,516673,59.83,63.71,1071604,4780.04,187,-0.14,103.98,57.94,1.311,0,92.91,7,4.39,v1_2
2024-03-11,YIELD_CURVE,128.414,53.871,-119,422771,35.54,77.43,1872473,4584.8,341,9.47,91.17,37.77,1.43,0,98.62,12,1.61,v1_1
2024-03-12,PMI_NEW_ORDERS,89.961,61.275,110,452424,52.27,78.48,883396,3371.62,274,1.26,105.12,36.66,1.527,1,97.46,4,3.16,v1_1
2024-03-13,ECI,118.02,46.94,-45,297800,61.45,91.36,774798,1922.64,136,2.41,109.93,53.09,1.216,0,96.72,9,6.32,v1_0
2024-03-14,CREDIT,87.145,54.555,-212,370256,37.05,66.92,1081871,4901.66,180,6.35,88.19,43.02,1.663,1,92.51,8,1.07,v1_2
2024-03-15,PMI_NEW_ORDERS,123.235,37.092,76,481437,56.32,58.59,797847,4193.25,300,10.05,85.94,56.79,1.259,0,92.77,1,2.77,v1_2
2024-03-16,ECI,94.224,39.182,155,396948,61.99,78.87,1717056,2918.84,226,8.18,112.66,42.99,1.535,1,98.58,12,2.2,v1_0
2024-03-17,CREDIT,108.731,37.062,-111,535237,41.09,61.52,781643,2480.33,247,1.99,79.78,58.03,1.411,0,96.03,2,2.8,v2_0
2024-03-18,CLAIMS,85.77,64.149,154,468682,51.23,89.75,1271680,2110.55,69,7.22,80.08,43.01,1.206,1,98.86,5,1.99,v1_2
2024-03-19,CREDIT,128.646,36.259,287,318704,47.69,101.87,822071,2063.72,199,-3.09,103.57,40.6,1.28,0,97.69,8,2.42,v1_0
2024-03-20,CREDIT,91.948,62.221,-21,502817,54.62,83.07,1748492,3780.27,195,0.55,81.89,50.99,1.485,1,97.69,8,-0.19,v1_0
