care_coverage_coverage_year,care_coverage_marketplace_rating_area,care_coverage_plan_metal_level,care_coverage_premium_second_lowest_silver,care_coverage_premium_benchmark_adjusted,care_coverage_deductible_individual,care_coverage_oop_max_individual,care_coverage_network_tier_type,care_coverage_covered_lives_count,care_coverage_uninsured_rate_estimate,care_coverage_medicaid_enrollment,care_coverage_chip_enrollment,care_coverage_medicare_enrollment,care_coverage_employer_covered_share_pct,care_coverage_self_insured_share_pct,care_coverage_subsidy_eligible_share_pct,care_coverage_csr_variant_code,care_coverage_plan_switch_rate_pct,care_coverage_special_enrollment_count,care_coverage_rate_review_status
2024,RA001709,GOLD,700.0,752.3,9028,5399,NARROW,262964,20.56,598247,128633,237840,48.72,12.1,71.91,NONE,40.88,16719,APPROVED
2025,RA001710,BRONZE,648.46,568.18,5379,2107,PPO,77938,5.67,734580,195060,249489,56.15,18.47,32.76,CSR73,1.36,8424,APPROVED
2018,RA001711,GOLD,505.83,434.32,1634,4921,HMO,36741,9.83,779062,149999,832554,50.6,44.98,14.11,NONE,16.5,5002,APPROVED
2025,RA001712,BRONZE,283.97,258.61,6872,1644,HMO,132958,11.37,933526,184271,379069,43.98,7.6,48.07,NONE,31.29,4593,PENDING
2023,RA001713,SILVER,321.16,286.47,8144,2896,TIERED,207288,11.65,971742,70080,862625,30.23,42.45,2.02,NONE,25.52,13386,APPROVED
2019,RA001714,BRONZE,784.26,681.84,867,4597,NARROW,182161,10.45,167456,64620,1310241,52.6,8.23,26.9,NONE,25.72,62808,PENDING
2014,RA001715,SILVER,630.15,606.86,7162,6383,BROAD,192494,10.05,930350,205134,320451,47.58,24.26,76.89,NONE,40.11,30610,APPROVED
2017,RA001716,BRONZE,300.25,298.93,2971,6741,EPO,89395,17.62,464954,216572,458510,30.28,58.79,83.57,NONE,39.26,52519,APPROVED
2022,RA001717,SILVER,293.44,264.31,769,3162,PPO,221272,19.9,694582,195435,1500379,60.04,25.35,35.93,NONE,14.91,66350,NOT_REQUIRED
2019,RA001718,SILVER,795.77,778.11,4800,6092,BROAD,41007,14.7,545552,108181,1064149,68.13,50.15,33.69,NONE,13.77,18864,APPROVED
2022,RA001719,BRONZE,291.26,271.25,2064,3221,PPO,53327,2.04,255887,212625,1578476,20.45,60.61,71.06,NONE,3.71,35898,APPROVED
2019,RA001720,GOLD,652.58,598.08,1844,4698,NARROW,185633,9.86,1098412,231328,1327746,42.88,32.08,5.02,NONE,28.71,42914,PENDING
2018,RA001721,PLATINUM,847.4,761.66,693,7110,BROAD,227928,22.33,382262,228371,173674,26.63,28.98,50.33,NONE,3.04,54632,APPROVED
2024,RA001722,SILVER,571.64,494.57,1744,7110,NARROW,262894,10.57,95289,147345,992537,30.31,38.95,41.79,NONE,22.02,23319,NOT_REQUIRED
2017,RA001723,SILVER,712.39,669.99,4662,8809,BROAD,95657,3.73,497765,135087,307199,51.84,41.58,61.91,NONE,23.13,2918,PENDING
2020,RA001724,GOLD,355.01,353.68,8098,2740,HMO,165033,10.46,926911,165897,1282514,35.53,28.26,9.31,CSR87,29.67,29141,APPROVED
2022,RA001725,SILVER,472.4,492.91,6504,4136,NARROW,71907,9.99,259317,59587,426240,62.71,24.49,8.17,NONE,22.21,1291,APPROVED
2016,RA001726,PLATINUM,569.62,568.82,1105,5501,BROAD,185993,13.81,517312,70115,938543,23.19,63.32,12.86,NONE,38.15,44138,DENIED
2019,RA001727,SILVER,536.28,539.94,4425,8414,NARROW,256354,16.72,125753,153746,1068194,57.39,61.85,42.88,NONE,0.22,15470,APPROVED
2020,RA001728,SILVER,691.17,732.09,1257,7405,PPO,163923,12.89,361148,112067,499381,73.21,11.37,44.44,NONE,34.97,3661,APPROVED
2019,RA001729,SILVER,892.76,918.12,1115,7840,EPO,9296,21.25,1001401,95479,1484679,66.26,11.83,21.4,NONE,25.31,48813,MODIFIED
2024,RA001730,SILVER,645.51,673.62,3926,6534,NARROW,62999,18.38,1097530,94170,1100356,46.35,64.35,57.26,CSR87,11.7,58268,APPROVED
2022,RA001731,BRONZE,882.98,924.01,3561,2590,TIERED,51707,9.07,173526,217347,539670,24.92,45.78,82.24,NONE,28.14,81889,NOT_REQUIRED
2017,RA001732,SILVER,238.36,215.17,3281,4590,EPO,161181,7.44,320639,101603,972948,74.92,32.02,58.01,NONE,40.72,3840,APPROVED
2020,RA001733,BRONZE,685.1,664.74,2093,3827,TIERED,56662,7.58,134861,13193,1237698,32.9,26.46,43.56,NONE,31.01,74467,APPROVED
2015,RA001734,SILVER,789.41,680.82,7483,6090,TIERED,142648,6.96,1100035,96036,315239,55.42,27.23,28.11,NONE,13.9,55066,PENDING
2015,RA001735,SILVER,956.77,997.63,7492,2885,PPO,51546,4.27,310146,216475,1580462,31.75,15.33,16.21,CSR73,5.77,46495,NOT_REQUIRED
2018,RA001736,BRONZE,762.45,742.09,5826,3906,EPO,279064,22.1,652143,103632,502987,40.82,21.95,39.37,CSR87,9.96,47336,PENDING
2024,RA001737,SILVER,466.65,501.45,3385,7782,NARROW,60399,3.77,887224,200857,936371,56.54,64.89,25.15,CSR87,10.37,56017,MODIFIED
2014,RA001738,GOLD,242.1,241.78,2078,9027,EPO,197000,17.96,658463,4850,1199207,24.75,63.89,0.85,NONE,9.94,29952,PENDING
2016,RA001739,SILVER,870.18,777.03,4387,6360,EPO,227944,2.16,1080962,225132,249209,33.48,64.75,35.66,NONE,37.56,40602,APPROVED
2023,RA001740,CATASTROPHIC,727.9,664.78,50,4053,NARROW,31830,11.48,421028,7895,1311145,44.45,18.82,26.06,CSR73,24.43,39699,APPROVED
2016,RA001741,SILVER,557.29,479.39,2334,5124,EPO,229895,14.1,257070,42251,1094981,71.59,35.77,64.35,NONE,35.63,14152,APPROVED
2024,RA001742,GOLD,950.44,1022.38,6435,2510,EPO,15933,22.06,584565,238152,926511,63.35,29.86,41.22,CSR87,27.16,17125,APPROVED
2021,RA001743,GOLD,518.03,520.04,5539,2150,EPO,43668,22.66,906426,190055,207469,52.71,36.01,24.7,CSR87,23.49,25492,NOT_REQUIRED
2014,RA001744,SILVER,729.51,730.07,6584,2687,BROAD,18957,15.51,584541,68329,1502568,70.95,43.04,66.37,NONE,32.75,22608,NOT_REQUIRED
2020,RA001745,BRONZE,242.96,229.35,933,2837,PPO,115082,17.71,2495,125200,122279,63.71,62.68,67.01,NONE,20.79,44317,NOT_REQUIRED
2016,RA001746,GOLD,302.18,280.53,7735,7631,TIERED,62760,11.42,1077766,216781,1031573,69.49,32.87,32.74,NONE,17.11,12338,MODIFIED
2024,RA001747,GOLD,390.78,396.73,2788,5240,NARROW,90639,4.06,128624,235531,1408696,74.38,57.9,0.5,NONE,31.52,76596,DENIED
2021,RA001748,BRONZE,540.44,461.8,6674,7688,HMO,144094,19.38,229514,117305,66959,74.79,50.37,68.12,NONE,41.89,62814,APPROVED
2018,RA001749,SILVER,364.12,334.74,7351,3210,NARROW,95838,8.68,903617,47528,1315659,68.32,40.39,26.1,NONE,19.47,62817,APPROVED
2019,RA001750,GOLD,719.8,641.06,6574,4332,HMO,15488,19.42,890991,2386,1020220,21.53,43.78,1.31,NONE,13.68,58557,PENDING
2021,RA001751,SILVER,451.91,399.0,2266,4051,EPO,38350,13.8,633304,230965,235273,37.52,25.9,53.12,CSR73,35.42,11867,NOT_REQUIRED
2021,RA001752,BRONZE,755.69,734.79,8963,4293,HMO,69187,20.47,351321,140427,220725,67.99,62.48,45.19,CSR94,26.27,34394,PENDING
2023,RA001753,GOLD,531.78,502.49,712,8358,HMO,113506,21.99,673534,153877,1064068,53.62,45.66,6.56,NONE,40.61,59971,PENDING
2015,RA001754,PLATINUM,343.03,342.79,1006,3367,TIERED,149041,17.09,444556,106454,1116178,65.29,33.12,41.8,CSR94,34.04,35730,NOT_REQUIRED
2018,RA001755,BRONZE,551.45,544.32,3845,6736,EPO,247398,5.15,291948,239139,712418,21.2,17.01,67.28,NONE,7.57,63389,PENDING
2020,RA001756,BRONZE,586.28,627.19,8670,5910,PPO,146605,5.96,928513,122291,962551,33.0,24.0,65.74,NONE,21.82,64709,APPROVED
2021,RA001757,SILVER,886.84,816.48,2571,3332,HMO,46246,7.11,174797,170033,173501,57.26,44.51,41.65,NONE,36.77,65300,NOT_REQUIRED
2015,RA001758,GOLD,924.94,848.64,1743,7866,BROAD,152576,12.67,319791,49196,222656,47.23,49.6,71.6,CSR94,25.23,79776,MODIFIED
2014,RA001759,SILVER,605.73,556.28,4587,8773,NARROW,155199,23.09,423536,197667,363540,43.69,33.43,46.31,CSR73,31.66,4977,PENDING
2022,RA001760,BRONZE,221.88,239.62,8681,4509,EPO,86921,11.02,259341,143880,1465336,51.32,41.92,37.58,NONE,31.78,79473,NOT_REQUIRED
2015,RA001761,SILVER,856.51,918.71,7321,1782,TIERED,197196,5.19,79270,163608,1153830,68.06,51.6,47.98,NONE,4.38,49553,APPROVED
2017,RA001762,SILVER,544.62,490.91,5271,8975,TIERED,42457,10.49,29681,215574,671200,25.85,49.43,82.8,CSR73,27.15,45315,DENIED
2015,RA001763,BRONZE,779.93,741.47,2617,7136,TIERED,166553,21.09,808530,14422,954475,56.04,18.91,23.71,NONE,18.7,75875,APPROVED
2023,RA001764,BRONZE,915.22,948.6,592,2169,NARROW,270546,21.88,607400,161750,947014,38.1,47.33,75.41,NONE,24.26,75441,NOT_REQUIRED
2018,RA001765,GOLD,654.66,687.58,4698,6400,EPO,125124,2.12,768808,1915,794678,74.43,46.95,28.98,CSR94,24.68,5197,APPROVED
2015,RA001766,SILVER,578.03,498.53,2462,8347,TIERED,19232,3.55,526078,47895,35718,53.65,45.72,55.88,CSR94,6.37,3741,MODIFIED
2021,RA001767,BRONZE,469.05,427.45,5033,2879,TIERED,126979,6.65,522139,202206,1603078,72.5,51.06,80.92,CSR73,9.31,54379,PENDING
2019,RA001768,GOLD,889.08,812.3,7293,6544,PPO,207283,1.65,482664,3189,1586872,23.05,18.59,30.06,NONE,20.64,23927,NOT_REQUIRED
2021,RA001769,BRONZE,294.74,315.93,6004,4887,HMO,19298,20.85,532845,153634,1543614,72.49,54.37,23.8,NONE,8.28,35630,NOT_REQUIRED
2021,RA001770,CATASTROPHIC,302.57,283.55,1500,4900,BROAD,232739,15.0,1055992,113242,561204,32.93,53.95,75.0,NONE,8.07,1808,APPROVED
2019,RA001771,GOLD,393.41,360.75,3678,6517,NARROW,130450,23.32,470939,87687,1377591,32.27,32.89,75.98,NONE,3.78,11570,APPROVED
2023,RA001772,GOLD,220.52,206.93,5901,3800,EPO,278536,9.38,270256,87083,1075203,26.65,22.3,28.28,NONE,34.63,54014,PENDING
2017,RA001773,SILVER,975.68,951.1,4725,5857,PPO,251516,1.96,1174872,183386,482354,35.13,25.63,25.04,CSR73,36.38,13525,APPROVED
2022,RA001774,GOLD,593.19,595.54,3908,7174,NARROW,123838,22.25,548485,130694,489823,63.44,7.44,84.88,NONE,30.75,5334,APPROVED
2024,RA001775,SILVER,420.5,410.05,2570,5636,HMO,226331,20.74,1139469,112607,1120920,72.59,35.27,3.45,NONE,17.04,24661,APPROVED
2024,RA001776,BRONZE,353.96,376.79,4671,2061,HMO,187554,19.07,391665,161227,509015,49.06,19.37,75.73,CSR87,32.08,8238,APPROVED
2015,RA001777,BRONZE,508.13,442.77,1311,4784,PPO,61086,20.27,920967,232077,1335575,54.62,9.6,12.92,NONE,33.74,33357,NOT_REQUIRED
2015,RA001778,GOLD,471.76,427.77,5130,3876,EPO,118168,6.23,289671,167596,1385712,29.95,43.92,84.73,NONE,27.9,29999,APPROVED
2016,RA001779,SILVER,749.28,702.9,8843,4901,TIERED,172626,7.36,8886,68484,1096578,61.02,42.51,40.12,NONE,41.19,4367,NOT_REQUIRED
2025,RA001780,GOLD,554.52,498.0,4939,2936,HMO,68573,4.34,404077,196257,1381077,53.3,47.73,15.98,CSR87,3.59,65975,PENDING
2015,RA001781,GOLD,843.95,829.87,1011,7231,PPO,197606,22.36,272861,102060,1139009,67.81,22.12,45.32,NONE,2.75,64705,APPROVED
2023,RA001782,SILVER,941.87,978.78,5159,2665,EPO,224396,13.31,1006728,215537,911445,24.83,40.7,16.44,NONE,40.98,68486,PENDING
2022,RA001783,BRONZE,429.04,435.54,2861,8717,NARROW,219423,21.19,1028699,225230,407522,65.67,23.01,77.87,NONE,11.27,6044,PENDING
2024,RA001784,SILVER,775.15,669.18,1424,6670,HMO,102870,14.78,560983,51195,1458435,56.77,29.42,43.62,NONE,29.96,40535,PENDING
2019,RA001785,BRONZE,269.33,270.48,7990,7466,NARROW,252952,9.77,99489,178055,570725,29.49,46.16,56.95,CSR73,33.57,67129,APPROVED
2022,RA001786,SILVER,551.3,592.08,1269,2369,NARROW,17588,15.7,762277,154630,945481,27.63,48.73,68.98,NONE,5.45,30197,APPROVED
2022,RA001787,GOLD,496.72,494.78,1161,1829,PPO,169471,8.03,597965,199484,538283,74.25,50.06,24.98,NONE,17.81,16992,PENDING
2025,RA001788,PLATINUM,222.07,198.96,9147,1639,BROAD,45075,10.49,845867,97274,788123,72.93,64.74,67.99,NONE,19.82,35253,PENDING
2021,RA001789,GOLD,739.73,746.57,1692,7964,EPO,8714,12.64,370530,60930,570526,26.49,64.72,69.97,CSR73,25.56,59425,NOT_REQUIRED
2021,RA001790,SILVER,606.67,642.86,4264,3542,BROAD,167833,10.71,531628,165729,611734,33.57,6.48,59.84,NONE,13.1,1841,NOT_REQUIRED
2024,RA001791,GOLD,481.45,472.49,6163,3497,EPO,230642,6.9,860796,42433,240988,43.96,17.83,1.49,NONE,41.4,56652,APPROVED
2015,RA001792,SILVER,615.21,614.25,2015,6270,NARROW,191787,15.48,937335,116917,905768,44.86,59.44,66.86,NONE,38.87,69607,PENDING
2023,RA001793,SILVER,399.21,386.65,518,3576,EPO,88712,2.42,225203,15360,1171337,26.8,5.77,83.22,NONE,5.54,12281,PENDING
2017,RA001794,BRONZE,480.56,411.76,8321,7603,HMO,6667,2.47,137087,184115,1482919,29.95,42.34,32.87,NONE,20.01,48246,MODIFIED
2020,RA001795,SILVER,881.92,836.57,7486,5253,EPO,247126,18.86,1006837,40373,1356807,32.01,55.7,47.76,NONE,12.83,30601,APPROVED
2016,RA001796,SILVER,629.45,574.58,4140,5093,EPO,237664,20.12,901615,178982,1119610,23.33,49.62,77.65,CSR73,36.67,40744,APPROVED
2015,RA001797,GOLD,496.96,443.43,2557,3413,EPO,58100,13.7,249169,164058,151347,53.62,42.79,28.17,NONE,0.09,17302,PENDING
2018,RA001798,BRONZE,595.38,597.95,3990,2561,EPO,153334,9.57,1068678,70265,230836,20.3,35.48,45.07,NONE,34.56,84042,PENDING
2025,RA001799,BRONZE,434.48,372.24,7084,4607,NARROW,39549,20.18,121608,124555,589783,69.56,12.12,69.93,NONE,17.75,17141,PENDING
2025,RA001800,PLATINUM,887.53,817.68,4367,9078,EPO,20639,21.1,466449,227212,592135,55.64,46.63,37.61,CSR73,28.31,33662,MODIFIED
2016,RA001801,GOLD,390.24,387.28,1218,4175,HMO,256549,22.4,97099,41398,349400,29.84,26.65,40.23,NONE,33.54,66430,APPROVED
2023,RA001802,SILVER,748.47,757.98,2847,4149,PPO,226872,2.26,1095360,228292,24596,73.83,27.95,9.39,NONE,29.2,43640,APPROVED
2022,RA001803,GOLD,326.21,314.42,7367,5790,PPO,232468,17.8,860780,64420,1204487,25.06,5.6,3.65,CSR87,41.99,43459,MODIFIED
2017,RA001804,SILVER,368.37,391.03,8452,3179,EPO,186110,11.52,755740,196287,888572,53.86,31.71,3.22,NONE,19.98,25091,APPROVED
2024,RA001805,BRONZE,277.69,283.36,6176,4315,HMO,100052,3.21,794341,33743,127501,55.02,22.93,0.8,NONE,3.71,55568,NOT_REQUIRED
2023,RA001806,SILVER,275.8,242.61,7922,6639,NARROW,81236,20.11,662104,238389,1267806,38.44,19.76,12.22,CSR73,18.55,60920,MODIFIED
2025,RA001807,BRONZE,341.07,342.43,1603,5690,TIERED,128865,5.92,552697,60404,1608960,27.91,49.81,9.93,CSR73,4.04,15230,NOT_REQUIRED
2019,RA001808,SILVER,457.53,464.47,3346,7689,BROAD,150569,17.78,502381,136400,771619,47.76,25.87,21.28,NONE,35.46,41212,APPROVED
2019,RA001809,SILVER,736.12,705.45,1323,4191,BROAD,88823,1.85,1198528,71309,29214,42.08,17.64,13.41,NONE,4.71,67780,PENDING
2025,RA001810,SILVER,248.84,242.71,5943,8779,PPO,122253,13.87,690113,10373,815052,54.09,43.14,7.11,NONE,31.72,28965,APPROVED
2014,RA001811,SILVER,366.56,373.81,28,8871,HMO,145544,7.99,1105902,31644,109382,45.28,54.59,74.89,CSR73,9.39,78011,PENDING
2021,RA001812,BRONZE,229.02,212.89,7074,5637,TIERED,55163,23.55,1012744,220103,1204420,31.7,41.99,12.4,CSR87,40.86,31747,NOT_REQUIRED
2021,RA001813,PLATINUM,835.82,902.21,4238,2492,HMO,233299,11.68,1023510,17731,1549869,42.4,9.86,45.95,NONE,7.64,25068,NOT_REQUIRED
2019,RA001814,BRONZE,256.99,274.15,2016,3157,PPO,187162,3.33,54798,52562,1250443,42.51,14.33,84.6,NONE,21.84,58473,PENDING
2021,RA001815,BRONZE,425.47,363.7,6679,5338,HMO,262659,12.06,732845,1382,1367893,20.82,26.25,0.62,CSR73,17.04,40015,MODIFIED
2017,RA001816,SILVER,916.3,970.68,2968,8350,BROAD,123969,7.29,887582,97644,1177950,51.74,53.07,21.08,NONE,9.39,54177,PENDING
2019,RA001817,SILVER,860.02,757.6,1073,6024,NARROW,253097,8.74,282543,218211,563369,33.57,37.64,78.43,NONE,17.33,83956,APPROVED
2021,RA001818,SILVER,800.46,694.18,4843,3253,EPO,58919,8.39,982571,219371,404110,39.39,9.21,37.84,NONE,29.86,74178,APPROVED
2024,RA001819,SILVER,749.67,670.09,2160,4856,BROAD,9624,12.1,480547,233025,1482238,23.18,62.57,17.36,CSR87,26.99,83309,MODIFIED
2017,RA001820,GOLD,617.88,611.39,5789,6751,TIERED,161131,5.47,140784,203093,1508687,58.44,39.0,45.67,NONE,39.56,18751,APPROVED
2021,RA001821,BRONZE,530.53,522.5,4317,9010,PPO,63775,22.03,771188,77287,1242305,36.48,28.77,12.42,NONE,33.89,20206,APPROVED
2022,RA001822,SILVER,850.32,852.73,5675,2354,TIERED,52937,5.3,171280,122750,1433565,64.3,23.14,74.23,NONE,8.76,67038,APPROVED
2017,RA001823,BRONZE,490.47,478.51,6833,4953,TIERED,261409,9.03,250386,174698,634142,21.78,5.7,37.47,CSR73,11.99,55289,APPROVED
2017,RA001824,SILVER,461.3,496.54,5241,3480,NARROW,158509,7.75,1002174,203340,217946,74.66,45.86,4.18,CSR73,5.36,10342,APPROVED
2020,RA001825,GOLD,666.55,629.8,5379,5976,TIERED,225479,4.59,857161,224707,1027318,58.65,35.92,25.71,NONE,39.03,12375,APPROVED
2015,RA001826,SILVER,903.82,972.84,3986,6175,EPO,259067,8.56,44870,64850,286521,40.23,37.42,18.99,NONE,4.27,41387,APPROVED
2021,RA001827,SILVER,824.13,816.01,6738,1996,TIERED,51760,22.31,681723,137790,1416590,46.84,45.4,71.28,CSR94,17.42,81649,MODIFIED
2018,RA001828,GOLD,669.27,675.72,8344,5463,NARROW,8680,1.76,965882,49943,498504,27.73,5.61,49.29,NONE,9.47,44603,NOT_REQUIRED
2017,RA001829,SILVER,585.87,596.12,7153,5670,EPO,165665,8.69,504805,43130,659615,42.93,21.24,83.1,NONE,14.5,51247,PENDING
2021,RA001830,SILVER,683.83,593.01,5306,3251,EPO,67302,7.3,900604,136575,607634,48.84,42.23,82.37,NONE,33.52,63039,APPROVED
2019,RA001831,BRONZE,740.57,657.06,6935,6664,BROAD,62714,10.69,893754,90093,866452,54.62,8.26,27.08,CSR73,4.63,53745,APPROVED
2020,RA001832,SILVER,961.44,876.3,6402,7522,PPO,106660,14.95,601649,38902,6770,59.66,34.52,12.92,NONE,3.58,36066,APPROVED
2016,RA001833,SILVER,640.81,615.51,6367,8353,NARROW,257238,5.37,144060,172319,1321227,72.76,58.66,43.22,NONE,31.89,30189,APPROVED
2023,RA001834,PLATINUM,813.33,835.61,3780,2608,PPO,97091,6.17,366854,214657,1524818,29.39,55.59,15.47,NONE,12.08,51300,NOT_REQUIRED
2024,RA001835,BRONZE,934.3,917.45,80,8340,HMO,25035,20.98,879847,179202,768392,24.71,8.56,83.75,NONE,11.9,34747,NOT_REQUIRED
2025,RA001836,GOLD,541.45,557.66,9103,7418,HMO,139901,14.89,67951,86952,257622,35.41,35.23,44.16,CSR94,15.07,71840,PENDING
2024,RA001837,BRONZE,478.37,469.25,3397,4421,TIERED,176013,4.63,378849,136871,395762,32.14,53.98,84.4,NONE,28.91,32269,DENIED
2016,RA001838,BRONZE,479.3,415.88,548,7405,BROAD,178791,8.14,512995,98071,1330495,39.43,32.93,8.94,CSR73,34.82,28280,APPROVED
2019,RA001839,SILVER,700.32,697.2,4526,8486,PPO,137538,11.3,449657,12684,446313,69.59,45.24,9.83,NONE,17.98,10033,MODIFIED
2016,RA001840,SILVER,252.99,252.08,1738,8832,HMO,200639,22.73,450347,217935,167260,53.08,26.13,57.65,NONE,38.9,37400,PENDING
2015,RA001841,SILVER,287.94,272.96,2272,3270,TIERED,226560,22.66,910545,42622,880272,27.5,17.29,38.1,CSR87,16.79,61726,APPROVED
2016,RA001842,PLATINUM,702.98,709.53,6452,6652,NARROW,269682,20.73,997394,196547,1414775,37.27,19.39,2.66,CSR73,25.55,8403,PENDING
2019,RA001843,BRONZE,368.72,340.38,1271,5116,TIERED,274952,17.75,931963,9150,376776,73.08,40.96,32.05,NONE,20.94,34381,DENIED
2024,RA001844,BRONZE,853.13,815.67,3297,6219,EPO,80094,12.3,47947,154535,605778,23.33,56.92,11.43,NONE,13.83,44880,APPROVED
2020,RA001845,GOLD,869.64,796.62,6766,7640,PPO,219947,15.19,349149,123709,1571235,62.21,32.0,45.8,NONE,22.58,79491,APPROVED
2016,RA001846,SILVER,280.45,291.23,5987,1837,TIERED,232814,6.45,862756,72603,1018148,53.84,22.99,21.04,NONE,16.24,30832,NOT_REQUIRED
2019,RA001847,BRONZE,731.97,788.16,3224,7011,PPO,237389,2.2,334101,16628,1566131,26.13,54.82,19.0,CSR87,40.12,16236,MODIFIED
2018,RA001848,SILVER,854.9,805.96,1524,3704,HMO,186825,11.15,1186818,156246,867808,35.5,42.92,0.42,NONE,40.93,30349,PENDING
2025,RA001849,BRONZE,363.81,313.88,8577,8841,EPO,142760,10.37,1027209,163789,213737,41.97,42.74,10.74,NONE,13.28,73960,NOT_REQUIRED
2017,RA001850,BRONZE,425.51,390.05,2160,1695,HMO,11379,12.03,237427,41629,1479622,68.49,29.28,63.32,CSR73,39.12,71766,APPROVED
2015,RA001851,SILVER,341.15,338.78,8290,7171,EPO,254180,13.83,23751,98027,1531953,28.21,59.02,32.02,CSR87,22.34,7044,MODIFIED
2025,RA001852,BRONZE,515.76,507.77,7619,5435,NARROW,202054,8.62,44490,148477,1619846,66.05,49.53,27.65,CSR87,6.62,81011,PENDING
2018,RA001853,SILVER,893.98,823.36,8719,6374,NARROW,156214,8.7,966443,154951,592366,61.31,17.27,19.15,NONE,3.18,44264,PENDING
2016,RA001854,SILVER,513.23,503.59,4372,3886,PPO,40786,17.49,725738,231652,1349438,39.39,10.41,36.38,NONE,3.24,20881,APPROVED
2022,RA001855,SILVER,384.76,386.37,4876,8153,EPO,148935,8.7,68442,79285,1603203,32.79,18.1,9.61,NONE,29.54,9214,DENIED
2019,RA001856,SILVER,758.8,644.99,2571,3513,NARROW,211355,7.18,343071,126478,706599,36.45,58.56,69.95,NONE,8.02,58240,APPROVED
2019,RA001857,GOLD,608.83,521.23,2928,4142,BROAD,255990,9.22,362743,179768,1224956,25.56,8.34,72.86,CSR94,1.9,76011,APPROVED
2024,RA001858,BRONZE,464.26,458.37,678,4004,PPO,277534,17.23,1026642,24347,1110738,65.31,20.79,79.17,NONE,22.17,23877,NOT_REQUIRED
2023,RA001859,SILVER,330.67,305.74,7663,2392,HMO,161092,19.98,788904,171459,1527266,36.46,23.73,79.64,CSR87,32.02,37017,APPROVED
2016,RA001860,BRONZE,744.58,791.37,5684,9052,PPO,64302,23.98,1118545,191368,909409,43.08,35.34,59.2,NONE,11.41,53195,PENDING
2022,RA001861,SILVER,332.29,357.96,3435,4743,BROAD,160758,11.4,883253,201713,375437,72.12,8.05,84.98,CSR87,4.19,14844,APPROVED
2019,RA001862,SILVER,830.38,863.53,2395,3736,BROAD,197167,10.76,727685,12386,525164,33.51,29.25,28.07,NONE,3.16,30395,APPROVED
2018,RA001863,BRONZE,737.23,634.48,6981,2061,BROAD,24953,23.74,670601,151607,1367453,42.95,7.16,21.03,CSR87,14.68,2777,NOT_REQUIRED
2016,RA001864,GOLD,889.69,845.03,8985,1656,PPO,182524,21.55,214344,107459,928313,20.81,13.19,79.59,NONE,19.78,69136,MODIFIED
2022,RA001865,GOLD,547.44,554.11,8311,4069,PPO,160823,4.43,270928,109206,539771,56.25,7.06,64.84,NONE,1.68,2722,PENDING
2025,RA001866,BRONZE,584.77,619.45,3887,7099,TIERED,55877,15.49,818866,149556,131925,32.1,21.25,81.54,NONE,26.14,1374,NOT_REQUIRED
2022,RA001867,BRONZE,448.5,405.29,3206,3865,EPO,211700,4.12,975091,52952,58548,40.73,30.8,18.79,NONE,40.34,45459,NOT_REQUIRED
2014,RA001868,GOLD,735.0,642.23,1345,8545,BROAD,39979,8.6,991130,133654,1332597,39.09,39.81,23.67,NONE,40.66,10612,MODIFIED
2025,RA001869,BRONZE,926.17,804.53,4166,1783,EPO,192460,12.23,143597,18625,365504,60.05,39.9,26.61,NONE,34.24,47531,APPROVED
2021,RA001870,SILVER,380.25,335.29,2638,7774,HMO,265851,17.9,595206,4537,1299146,64.91,49.37,20.84,NONE,25.23,16646,DENIED
2016,RA001871,GOLD,875.13,822.58,1369,6062,BROAD,187894,18.58,577515,126766,461725,28.93,53.62,83.41,NONE,28.66,75236,APPROVED
2016,RA001872,SILVER,293.43,256.51,4493,6168,PPO,23218,2.26,653929,237307,1238916,32.53,23.57,23.36,CSR87,22.53,258,PENDING
2019,RA001873,SILVER,796.44,734.71,1361,7031,NARROW,194562,4.3,281228,236540,1200978,46.47,29.71,66.5,NONE,25.12,4031,MODIFIED
2025,RA001874,BRONZE,662.1,713.25,2428,7398,BROAD,115424,14.02,38701,181779,1325481,21.02,6.02,6.85,NONE,26.35,13121,APPROVED
2017,RA001875,SILVER,821.54,757.65,4159,7586,PPO,126369,18.9,369717,187355,20420,58.05,52.98,83.3,NONE,18.81,35000,APPROVED
2019,RA001876,GOLD,586.52,608.02,8087,7653,PPO,26206,2.29,535115,142136,603270,62.78,16.34,9.59,CSR87,15.21,35154,APPROVED
2025,RA001877,GOLD,743.37,666.71,8499,4196,TIERED,12185,5.52,1007262,148436,424074,48.7,23.68,19.81,NONE,27.41,47197,APPROVED
2020,RA001878,GOLD,711.5,712.26,4470,2957,EPO,119067,13.78,585681,35177,1038525,24.5,40.75,46.55,NONE,30.55,3200,MODIFIED
2014,RA001879,GOLD,505.4,440.01,8214,7762,EPO,112518,19.56,404107,135627,1149983,20.37,21.77,5.48,NONE,5.96,56054,PENDING
2023,RA001880,BRONZE,225.75,240.98,2976,8988,NARROW,178284,20.48,227462,213211,105713,61.99,9.77,21.65,CSR73,29.26,32958,APPROVED
2018,RA001881,PLATINUM,722.5,770.95,3830,7020,PPO,113185,19.61,1004130,28945,1009286,27.39,31.36,81.22,NONE,7.31,25177,MODIFIED
2023,RA001882,GOLD,762.78,808.91,1746,4535,TIERED,170793,4.86,612754,120557,1409133,46.25,57.74,19.41,NONE,31.28,61895,MODIFIED
