qol_social_survey_cycle_id,qol_social_neighborhood_cluster_id,qol_social_neighborliness_score,qol_social_belonging_score,qol_social_participation_local_events_rate,qol_social_mutual_aid_participation_rate,qol_social_intergroup_contact_score,qol_social_civic_pride_score,qol_social_shared_norms_score,qol_social_conflict_resolution_score,qol_social_online_community_engagement_rate,qol_social_hate_incident_awareness_score,qol_social_trust_local_institutions_score,qol_social_youth_engagement_score,qol_social_senior_engagement_score,qol_social_newcomer_integration_score,qol_social_language_inclusion_score,qol_social_public_space_comfort_score,qol_social_community_problem_solving_score,qol_social_survey_sampling_weight
CYC000001654,NBH000204,9.3423,4.474,0.0872,0.5703,1.423,1.919,5.322,7.07,0.8135,2.276,9.377,3.162,4.929,9.666,6.576,0.493,6.724,0.4444
CYC000001655,NBH000217,5.0814,8.973,0.8302,0.1242,0.995,4.18,3.419,0.283,0.0704,4.394,2.018,4.554,4.888,9.302,6.958,0.156,6.937,4.7643
CYC000001656,NBH000136,4.8995,7.17,0.3219,0.5987,2.461,7.939,2.566,1.246,0.6115,2.257,3.228,1.733,6.309,3.811,8.647,9.789,3.036,1.5838
CYC000001657,NBH000246,9.9796,0.466,0.7592,0.5367,8.059,1.116,2.099,1.753,0.2821,1.717,7.118,5.531,5.663,3.394,3.849,9.824,7.365,1.9978
CYC000001658,NBH000127,6.1757,1.008,0.9498,0.627,5.062,8.922,5.019,6.267,0.2512,9.649,8.293,1.207,4.413,8.941,3.469,8.349,7.485,2.1561
CYC000001659,NBH000229,3.4368,7.964,0.7638,0.005,7.805,6.764,3.419,2.621,0.3446,0.089,3.72,9.277,9.075,3.079,0.037,2.578,0.305,4.6248
CYC000001660,NBH000195,1.4119,4.517,0.4795,0.0239,5.905,9.434,8.624,1.884,0.5685,3.617,2.05,9.23,3.224,5.595,4.443,8.259,7.88,0.8349
CYC000001661,NBH000177,4.659,7.249,0.1323,0.7161,1.275,7.533,0.76,2.442,0.3377,5.891,6.898,8.129,1.221,6.288,2.623,1.652,0.656,3.8938
CYC000001662,NBH000244,8.7661,5.465,0.8923,0.9655,1.128,6.749,7.094,5.915,0.9266,4.658,7.445,2.988,2.756,8.89,6.372,7.806,3.646,2.9359
CYC000001663,NBH000088,7.4872,0.831,0.6992,0.8275,9.383,0.452,9.272,5.198,0.942,1.605,8.13,0.192,5.574,2.735,7.673,8.759,2.955,1.4148
CYC000001664,NBH000246,5.1253,9.205,0.9949,0.2333,7.241,4.985,1.365,0.649,0.5945,1.857,7.066,1.346,3.557,5.697,8.789,9.309,8.224,3.251
CYC000001665,NBH000104,1.1744,0.4,0.4318,0.6524,2.997,4.463,7.929,4.21,0.139,4.116,6.126,6.351,8.172,3.227,5.2,9.289,4.23,3.9102
CYC000001666,NBH000121,1.9965,0.229,0.1431,0.1512,4.478,2.037,9.465,2.892,0.0674,6.552,5.346,9.131,5.311,2.143,4.36,0.844,0.245,4.4653
CYC000001667,NBH000234,4.1906,7.709,0.3646,0.6628,7.357,7.016,3.191,3.51,0.9433,6.84,8.392,8.373,1.653,8.192,0.524,4.741,7.228,4.7676
CYC000001668,NBH000220,2.3537,4.654,0.2436,0.2878,5.421,2.099,5.073,4.036,0.2038,9.13,2.998,0.428,9.474,4.943,5.874,1.904,0.969,2.4785
CYC000001669,NBH000137,2.7058,0.985,0.5398,0.6179,3.441,2.638,7.642,6.949,0.0117,0.028,6.054,3.101,1.295,5.004,1.869,4.475,8.157,2.5078
CYC000001670,NBH000114,1.1799,5.987,0.2859,0.3942,8.371,0.401,5.889,0.383,0.5183,7.826,3.142,9.224,5.559,3.397,3.937,9.901,0.68,4.2569
CYC000001671,NBH000073,1.357,5.999,0.287,0.9024,2.783,6.149,4.933,4.709,0.7125,4.62,8.964,9.049,0.845,0.45,2.93,5.127,0.442,2.7752
CYC000001672,NBH000100,7.7581,7.63,0.8035,0.1684,3.227,9.124,1.422,2.181,0.5495,0.39,5.988,2.419,9.597,0.653,8.135,8.057,3.535,4.1245
CYC000001673,NBH000025,7.0102,6.012,0.0137,0.0128,1.31,7.893,0.621,5.159,0.0605,0.116,7.41,7.218,5.31,7.515,8.069,2.655,2.639,4.9525
CYC000001674,NBH000165,3.0863,0.919,0.8103,0.4199,4.253,6.732,4.62,6.456,0.3997,8.814,7.039,6.751,2.333,0.596,6.786,3.178,1.243,1.4845
CYC000001675,NBH000119,8.9124,6.491,0.311,0.6125,3.48,5.465,2.486,2.963,0.7569,4.059,1.554,6.218,5.176,6.517,4.155,1.402,1.772,0.7509
CYC000001676,NBH000061,3.0175,5.343,0.2123,0.0913,5.738,0.74,0.361,8.918,0.5756,3.638,6.062,1.441,3.543,1.461,9.943,7.646,0.897,4.0362
CYC000001677,NBH000231,5.9096,1.935,0.5022,0.9713,1.946,5.912,6.536,3.702,0.9744,8.811,5.24,6.184,7.647,6.561,8.782,6.206,1.769,3.4994
CYC000001678,NBH000205,2.1767,4.708,0.2171,0.3403,5.145,1.861,3.763,1.348,0.4672,4.493,7.794,7.14,8.635,9.414,2.795,2.441,7.546,3.7583
CYC000001679,NBH000085,0.5998,8.186,0.25,0.1081,4.274,1.241,1.683,7.3,0.9133,0.315,1.003,3.864,6.488,7.028,5.243,5.845,5.158,2.797
CYC000001680,NBH000087,7.6759,3.687,0.8323,0.1007,7.313,9.293,5.547,6.107,0.374,5.398,1.173,1.494,8.175,7.202,8.381,0.761,2.59,1.3136
CYC000001681,NBH000054,9.02,8.588,0.3615,0.0231,2.216,9.918,2.519,5.166,0.8699,6.799,6.763,7.972,0.507,5.388,9.091,9.054,0.947,1.4141
CYC000001682,NBH000013,4.2561,9.384,0.9777,0.6707,9.801,2.772,0.117,7.043,0.3281,7.109,6.951,8.952,7.859,8.414,9.973,7.038,1.948,2.0054
CYC000001683,NBH000228,4.0302,4.786,0.2443,0.0269,8.844,3.639,2.773,6.466,0.7012,5.912,7.233,0.537,7.139,2.511,2.805,1.926,8.038,3.124
CYC000001684,NBH000094,0.4003,3.814,0.285,0.0563,2.861,0.64,5.454,1.014,0.9999,2.574,0.983,0.304,7.781,7.674,3.908,7.707,1.086,2.7881
CYC000001685,NBH000034,1.1554,9.777,0.2147,0.0011,1.857,9.436,5.06,5.139,0.0374,7.71,4.629,2.586,4.591,2.018,7.466,1.928,6.958,4.4479
CYC000001686,NBH000157,0.5605,0.217,0.9844,0.4437,1.802,7.2,9.221,5.169,0.8236,0.335,1.951,4.932,5.465,0.622,3.123,3.5,2.149,0.6015
CYC000001687,NBH000161,4.8726,2.048,0.3435,0.2274,3.503,0.718,2.19,8.695,0.4285,5.719,5.322,2.735,9.471,8.236,6.214,4.7,0.989,4.3163
CYC000001688,NBH000149,1.6387,7.892,0.6234,0.9129,5.958,3.346,4.761,0.508,0.8464,7.999,9.413,2.254,6.497,1.168,2.28,7.622,2.176,4.2985
CYC000001689,NBH000207,6.8258,2.222,0.5323,0.9992,5.873,4.077,1.63,7.913,0.4778,9.533,3.224,8.684,2.686,0.901,5.357,5.734,8.403,0.6616
CYC000001690,NBH000097,4.6659,7.303,0.8224,0.7059,2.053,3.882,2.248,6.269,0.2517,9.545,6.782,6.724,3.268,8.405,5.858,8.476,9.765,2.6667
CYC000001691,NBH000229,9.643,2.42,0.5217,0.7239,3.072,3.444,4.313,4.184,0.5816,0.563,7.251,4.528,9.399,1.916,8.068,7.483,0.173,2.3793
CYC000001692,NBH000072,3.7881,5.45,0.5047,0.8561,6.256,6.779,8.216,9.269,0.1514,7.381,4.841,0.378,1.86,7.599,1.666,5.808,9.18,2.9253
CYC000001693,NBH000119,9.1882,9.766,0.74,0.9412,4.532,7.571,9.373,5.392,0.6376,3.795,5.658,4.363,1.108,5.932,3.516,6.579,7.09,3.0834
CYC000001694,NBH000154,0.8343,4.74,0.9726,0.598,2.754,9.552,4.585,2.513,0.5326,1.451,9.762,6.322,2.04,6.704,8.19,5.166,7.815,2.9238
CYC000001695,NBH000237,6.8044,6.161,0.3545,0.1717,6.573,0.99,0.436,2.457,0.6198,2.249,2.963,2.655,7.683,5.35,3.101,4.352,7.88,1.2102
CYC000001696,NBH000168,7.2075,0.071,0.9633,0.3212,1.147,1.791,5.374,1.384,0.9484,7.421,3.688,9.98,8.468,9.206,4.073,6.901,1.956,1.9607
CYC000001697,NBH000133,0.5106,4.559,0.5008,0.6445,1.726,5.834,5.99,8.982,0.6805,8.693,0.79,2.871,1.745,3.658,2.418,8.212,1.897,1.7518
CYC000001698,NBH000024,5.8387,3.9,0.2819,0.8065,9.925,7.429,1.517,2.312,0.139,9.264,8.379,5.289,2.409,6.579,7.442,0.759,6.275,1.3957
CYC000001699,NBH000028,9.2588,4.29,0.1246,0.2895,4.284,4.477,7.415,2.376,0.4467,6.415,2.677,9.747,4.485,6.695,7.68,3.578,2.574,2.9055
CYC000001700,NBH000141,4.4469,1.994,0.4999,0.8519,2.634,6.986,5.748,4.765,0.7901,8.438,9.522,1.433,5.382,5.34,7.723,2.636,9.8,4.352
CYC000001701,NBH000154,0.617,7.585,0.6223,0.6015,3.929,9.603,7.794,1.647,0.1066,1.06,8.245,7.433,4.432,3.359,8.896,0.724,8.604,2.3151
CYC000001702,NBH000209,5.1991,4.093,0.6907,0.5319,5.753,6.624,7.742,6.876,0.8222,4.603,3.491,7.778,8.179,4.363,5.156,2.145,7.655,4.0786
CYC000001703,NBH000066,4.3862,8.001,0.5114,0.5767,0.661,9.838,2.861,9.355,0.6677,5.26,5.184,7.091,4.842,5.405,2.614,7.651,3.013,0.7953
CYC000001704,NBH000040,9.7553,4.328,0.6785,0.2073,7.223,4.409,3.374,2.419,0.592,0.39,5.513,4.912,5.734,1.883,7.702,4.921,6.506,3.4926
CYC000001705,NBH000179,4.1704,5.973,0.6813,0.9625,3.741,5.045,0.839,6.215,0.2034,2.139,8.362,8.053,8.153,5.102,5.001,3.503,7.54,2.581
CYC000001706,NBH000088,1.7095,4.468,0.3494,0.3479,3.077,5.145,8.309,1.323,0.4939,2.13,8.63,6.857,6.522,8.124,2.356,2.526,7.648,1.0348
CYC000001707,NBH000207,4.3406,8.228,0.5945,0.9331,2.098,0.279,6.016,8.252,0.7652,4.443,4.427,5.326,4.574,9.655,4.414,7.14,5.811,2.5941
CYC000001708,NBH000199,4.4617,6.743,0.3056,0.7253,5.496,2.639,0.614,2.884,0.7273,7.63,7.071,9.83,2.338,0.612,5.552,7.787,6.116,3.0143
CYC000001709,NBH000170,7.3438,6.19,0.5388,0.288,5.958,7.532,4.901,3.176,0.4317,9.275,0.299,2.794,1.489,9.026,2.81,3.464,8.486,4.9193
CYC000001710,NBH000166,6.0329,9.513,0.0934,0.3987,0.548,1.036,5.806,6.245,0.0657,9.392,9.783,1.275,0.374,6.475,1.11,4.564,9.833,0.7866
CYC000001711,NBH000109,4.327,3.717,0.4411,0.996,8.798,6.75,9.481,3.622,0.1344,7.279,6.885,7.66,9.23,0.698,4.782,4.385,3.325,4.7914
CYC000001712,NBH000006,6.0021,3.678,0.2457,0.0921,6.731,5.575,2.117,9.626,0.7516,7.25,0.187,9.428,5.784,6.947,6.92,2.411,6.25,4.6868
CYC000001713,NBH000149,0.9042,4.427,0.251,0.5029,7.72,8.646,8.296,7.763,0.9808,6.686,4.199,0.276,2.984,5.592,1.999,2.794,3.626,0.2471
CYC000001714,NBH000162,6.8793,4.458,0.0781,0.029,5.563,5.243,2.196,0.756,0.0702,9.711,4.522,6.897,9.193,5.177,1.354,0.027,3.84,2.8765
CYC000001715,NBH000200,2.0804,8.666,0.9649,0.9242,3.962,3.199,9.128,6.72,0.2889,3.654,2.331,0.593,6.107,3.594,4.093,8.022,6.73,1.3674
CYC000001716,NBH000091,3.5305,8.709,0.0282,0.8735,8.4,4.141,3.493,9.036,0.386,5.13,5.568,5.218,9.104,2.42,8.944,3.195,6.851,4.9344
CYC000001717,NBH000075,10.1376,2.508,0.1671,0.9384,5.369,3.173,9.784,2.819,0.9695,6.183,0.404,6.699,5.337,9.5,2.673,4.427,0.191,2.5666
CYC000001718,NBH000018,0.2557,8.587,0.178,0.7424,3.686,1.832,5.524,6.175,0.0582,9.098,3.985,2.111,8.514,7.224,3.928,1.309,6.575,3.5595
CYC000001719,NBH000132,1.8008,9.999,0.2792,0.4076,1.806,9.936,0.573,7.066,0.9623,5.876,4.351,3.216,6.327,1.479,0.648,1.271,4.331,3.6179
CYC000001720,NBH000172,6.0539,9.658,0.2683,0.4538,9.91,7.15,3.192,2.105,0.2334,3.015,9.908,8.14,2.372,9.009,2.792,0.777,0.408,1.6534
CYC000001721,NBH000169,0.993,8.285,0.1986,0.0104,6.317,1.066,5.953,9.375,0.5537,5.771,3.925,8.059,0.564,7.154,2.525,8.602,5.875,2.9723
CYC000001722,NBH000094,5.7231,5.166,0.0924,0.7331,3.81,9.153,2.797,7.489,0.4674,1.667,5.645,6.994,3.852,9.488,1.763,2.011,7.326,2.6873
CYC000001723,NBH000148,4.6112,7.048,0.1013,0.8032,6.203,8.384,2.431,2.845,0.2142,2.55,2.484,4.681,9.717,1.636,6.952,9.637,2.79,3.6131
CYC000001724,NBH000147,3.6973,4.565,0.1649,0.241,2.629,7.955,4.214,9.241,0.5254,8.715,7.623,3.979,9.291,9.199,8.058,4.278,0.734,3.9778
CYC000001725,NBH000131,4.9414,8.704,0.4747,0.8151,9.68,0.488,6.271,7.534,0.582,2.32,2.445,3.79,2.576,8.266,0.162,7.496,4.95,1.5875
CYC000001726,NBH000162,3.1435,5.538,0.5856,0.0819,8.155,3.104,4.932,3.06,0.8815,8.215,7.378,9.388,2.02,9.467,5.69,9.021,5.551,4.2192
CYC000001727,NBH000173,3.7436,3.674,0.6114,0.5964,5.99,2.661,9.346,4.273,0.6069,5.349,0.871,9.431,1.513,6.96,2.112,4.864,2.41,1.9047
CYC000001728,NBH000064,5.3947,7.323,0.6945,0.5657,6.807,4.979,0.931,9.327,0.7803,8.198,6.978,2.365,6.261,0.386,9.82,8.75,4.791,0.998
CYC000001729,NBH000241,2.8848,5.409,0.5808,0.1115,7.138,5.925,7.103,2.703,0.4461,3.651,6.593,6.73,1.136,6.757,9.774,5.052,8.509,2.7761
CYC000001730,NBH000086,4.3449,5.572,0.0027,0.8309,7.706,2.411,5.65,8.857,0.0249,6.174,8.204,8.824,4.648,3.629,4.038,7.143,7.362,3.2254
CYC000001731,NBH000062,7.787,5.948,0.4562,0.2595,0.597,0.976,2.364,9.395,0.1919,9.991,6.269,6.514,0.704,9.353,4.88,2.447,4.304,0.2665
CYC000001732,NBH000132,7.9701,1.385,0.6709,0.8678,7.497,3.597,1.766,8.436,0.0253,3.509,4.644,2.074,7.561,2.046,0.488,6.698,4.304,2.9751
CYC000001733,NBH000224,1.6242,8.11,0.1767,0.9939,2.199,9.434,6.45,4.935,0.05,7.914,7.765,2.657,7.165,9.703,6.091,6.131,3.673,2.905
CYC000001734,NBH000001,1.7883,4.055,0.9748,0.6009,9.116,5.459,0.394,2.771,0.394,7.297,7.73,1.784,2.74,6.616,3.943,3.254,1.467,3.7771
CYC000001735,NBH000066,2.4904,6.15,0.8336,0.2442,2.656,8.885,9.549,1.462,0.3944,2.948,6.328,2.859,8.321,4.538,7.423,9.184,9.251,1.4888
CYC000001736,NBH000090,1.4445,5.072,0.5986,0.8082,1.463,5.216,4.448,0.243,0.0977,0.365,4.224,9.603,4.754,3.36,5.974,1.739,9.845,0.3281
CYC000001737,NBH000100,5.0166,9.905,0.7475,0.498,1.436,4.364,0.742,3.367,0.1696,8.661,3.751,8.482,0.425,3.397,7.265,4.096,9.885,4.012
CYC000001738,NBH000078,9.3537,2.61,0.9432,0.0239,0.728,2.291,1.952,1.632,0.4576,8.813,2.641,7.337,0.422,7.62,9.227,5.327,9.051,0.1747
CYC000001739,NBH000006,5.5318,5.106,0.1104,0.038,0.504,2.412,7.925,3.762,0.5508,5.104,0.235,6.27,7.045,5.314,9.635,9.181,5.003,3.1506
CYC000001740,NBH000056,7.3769,6.673,0.4243,0.9425,5.522,8.078,0.949,6.885,0.4186,8.888,3.758,1.082,6.183,0.183,5.954,8.343,7.959,1.9774
CYC000001741,NBH000186,10.156,6.727,0.5315,0.3873,8.244,7.685,1.709,4.073,0.598,1.631,0.25,9.152,5.098,8.063,4.888,1.765,9.573,2.4274
CYC000001742,NBH000196,6.7291,6.808,0.6328,0.5841,0.805,8.596,7.885,2.814,0.5715,7.418,6.048,1.488,1.484,7.368,6.473,8.059,2.803,0.5018
CYC000001743,NBH000172,9.9672,5.508,0.6059,0.5201,5.936,7.454,9.175,2.472,0.147,6.681,9.919,3.388,0.024,3.514,8.69,0.741,5.763,4.6974
CYC000001744,NBH000066,6.0283,9.266,0.6038,0.8635,0.052,9.145,0.04,0.996,0.6625,2.892,7.327,3.774,3.092,8.926,5.043,4.37,9.265,1.3316
CYC000001745,NBH000027,1.3244,9.708,0.5186,0.276,0.595,5.905,5.887,8.94,0.4522,3.376,0.525,8.194,0.845,6.067,1.635,7.055,3.16,3.9303
CYC000001746,NBH000049,8.6405,3.792,0.0474,0.8394,1.236,6.71,2.888,7.694,0.8712,0.246,8.974,4.163,3.015,3.125,9.525,1.982,8.296,0.2382
CYC000001747,NBH000086,6.6836,5.306,0.9438,0.3649,2.221,1.617,2.117,7.847,0.2097,8.234,2.842,5.182,5.528,3.714,5.625,8.252,4.862,0.1114
CYC000001748,NBH000076,1.2927,0.641,0.4331,0.6272,5.366,3.762,8.71,2.329,0.7472,8.267,4.382,3.683,4.81,0.112,2.262,0.795,5.78,1.5401
CYC000001749,NBH000055,8.7758,6.477,0.4695,0.2653,3.625,9.042,4.606,7.93,0.0802,1.176,5.198,4.908,2.978,2.949,4.078,1.646,1.281,1.4552
CYC000001750,NBH000129,2.8479,5.636,0.8749,0.7298,0.905,7.924,2.589,8.198,0.5931,7.158,9.399,3.75,4.561,0.976,5.147,3.915,3.863,0.8449
CYC000001751,NBH000155,2.449,1.142,0.3976,0.4596,7.845,1.681,6.503,7.488,0.3784,8.877,7.988,1.167,6.672,5.046,0.19,5.225,1.1,1.14
CYC000001752,NBH000248,5.4841,2.756,0.336,0.9598,3.497,6.194,3.727,8.051,0.4767,4.941,5.009,8.842,8.24,6.324,0.564,9.735,9.619,4.6399
CYC000001753,NBH000163,5.8512,4.758,0.1986,0.5345,6.53,8.91,4.628,5.986,0.9806,1.388,6.36,0.432,5.095,0.42,3.285,3.617,8.941,2.7317
CYC000001754,NBH000076,0.9133,4.174,0.0344,0.9181,6.889,6.963,2.307,0.847,0.6668,0.933,7.369,5.779,1.907,4.115,3.647,3.761,4.299,4.5119
CYC000001755,NBH000012,2.8754,3.181,0.9736,0.7427,6.152,5.902,7.814,0.071,0.6344,4.125,1.1,8.754,7.307,8.191,0.247,6.904,8.621,3.5159
CYC000001756,NBH000124,9.3955,4.438,0.175,0.8485,1.316,3.591,1.147,0.024,0.0204,1.386,8.848,3.75,0.829,1.701,7.127,6.456,8.006,4.5021
CYC000001757,NBH000004,8.1066,6.74,0.5632,0.7335,1.802,3.284,0.6,8.735,0.7914,1.114,0.926,4.119,8.249,6.003,9.208,1.214,9.121,4.012
CYC000001758,NBH000173,2.4487,5.385,0.0962,0.4322,6.797,8.559,3.163,8.942,0.983,1.162,2.875,7.875,4.715,6.115,7.903,3.602,1.973,3.6508
CYC000001759,NBH000027,2.6398,5.39,0.0861,0.1382,5.641,0.074,7.402,4.818,0.0229,1.387,3.561,5.027,1.256,0.182,9.493,9.611,8.787,3.8037
CYC000001760,NBH000214,9.3339,4.735,0.5516,0.8529,9.408,9.402,0.438,6.909,0.8076,9.106,1.969,4.345,6.585,9.933,8.526,9.458,1.426,4.0654
CYC000001761,NBH000132,9.722,4.001,0.7398,0.7216,7.709,1.381,6.384,6.67,0.2575,6.033,5.078,9.543,5.239,9.446,9.654,3.519,0.35,3.0661
CYC000001762,NBH000115,6.5581,2.013,0.8684,0.4533,2.009,5.935,7.178,0.384,0.3109,9.515,8.862,3.48,7.538,0.487,2.78,1.679,1.844,4.3203
CYC000001763,NBH000227,2.7482,8.165,0.6191,0.9552,5.46,6.28,0.497,6.937,0.5464,3.517,3.937,4.504,3.619,8.94,4.488,3.563,7.291,4.5866
CYC000001764,NBH000018,7.4653,3.417,0.1066,0.7416,0.903,2.085,5.65,2.083,0.2919,9.041,8.042,6.012,7.169,9.673,7.669,5.141,2.082,3.5701
CYC000001765,NBH000050,9.6494,5.737,0.4619,0.1463,3.976,8.213,2.718,0.393,0.503,8.616,5.101,5.278,5.952,1.389,8.245,8.578,9.664,3.4994
CYC000001766,NBH000172,3.9935,9.171,0.097,0.2329,8.813,1.951,7.945,7.925,0.2195,7.93,3.291,4.779,6.804,7.857,7.718,0.707,2.154,4.9278
CYC000001767,NBH000207,1.0976,2.322,0.6782,0.9277,4.584,8.052,2.393,7.793,0.5909,3.136,5.03,0.626,1.79,3.62,7.818,9.345,0.115,0.8433
CYC000001768,NBH000206,2.9827,5.543,0.9902,0.2296,0.606,5.643,6.128,5.661,0.9674,0.505,3.885,5.443,2.184,5.89,0.692,0.469,2.648,1.8814
CYC000001769,NBH000192,8.9318,5.624,0.2481,0.5078,8.684,6.771,0.756,6.873,0.8782,4.909,2.64,4.27,1.008,4.201,2.535,8.68,0.647,3.35
CYC000001770,NBH000089,7.6669,5.895,0.4831,0.1022,9.607,8.675,9.496,7.131,0.0106,7.069,4.483,4.937,9.001,6.216,8.963,2.407,6.519,3.9769
CYC000001771,NBH000246,8.865,0.416,0.4654,0.0058,6.046,1.91,5.236,7.877,0.8543,9.519,1.994,5.804,7.38,7.28,2.292,1.758,0.8,3.5981
CYC000001772,NBH000087,1.7031,1.469,0.4898,0.3599,4.776,1.128,4.868,8.536,0.9775,0.654,6.226,2.721,9.978,8.36,5.062,4.544,9.29,2.4794
CYC000001773,NBH000141,5.4642,9.883,0.9151,0.8495,1.972,5.673,7.335,3.187,0.7656,2.999,9.515,2.8,4.302,6.068,6.16,6.114,6.468,3.43
CYC000001774,NBH000109,8.3013,4.262,0.4695,0.8925,1.522,6.744,3.393,7.974,0.5068,6.446,1.597,2.12,0.244,5.484,6.517,4.511,3.431,0.9044
CYC000001775,NBH000208,3.0934,0.118,0.1586,0.8473,8.845,9.772,4.709,4.444,0.9574,7.634,4.422,7.465,7.096,2.196,8.088,3.24,3.435,0.5425
CYC000001776,NBH000110,8.5435,4.428,0.3026,0.4207,0.962,6.696,6.684,0.374,0.3995,0.027,5.39,1.66,3.623,6.782,1.617,5.601,8.56,1.1649
CYC000001777,NBH000210,8.2976,6.048,0.1507,0.2548,9.366,8.783,8.032,3.572,0.6411,4.919,0.581,8.111,8.764,8.741,1.034,2.667,6.101,1.6612
CYC000001778,NBH000001,1.7577,5.299,0.7122,0.1527,2.202,3.094,4.896,8.38,0.9039,2.478,2.567,3.817,4.536,8.539,9.645,8.452,3.007,3.0866
CYC000001779,NBH000159,6.1818,6.184,0.645,0.2611,9.785,0.125,0.542,4.143,0.9539,4.196,5.964,9.762,9.721,0.053,8.695,0.327,7.608,2.3855
CYC000001780,NBH000180,6.5349,2.163,0.7279,0.6885,0.061,1.47,7.873,8.934,0.833,2.073,5.564,5.832,6.904,6.528,5.524,2.674,6.416,2.3799
CYC000001781,NBH000105,3.831,8.051,0.6236,0.2129,9.946,0.564,8.287,9.826,0.6401,0.675,3.377,4.177,9.004,6.293,5.984,1.872,7.645,0.8772
CYC000001782,NBH000126,6.8301,3.869,0.8054,0.5913,5.304,3.146,4.925,1.755,0.0361,5.26,1.155,7.945,7.19,0.044,2.216,3.206,2.14,4.9592
CYC000001783,NBH000167,6.6822,2.024,0.5084,0.9492,4.615,3.266,1.184,6.371,0.9797,2.349,3.182,5.268,4.722,6.389,6.86,7.771,9.555,0.1799
CYC000001784,NBH000177,5.1833,3.094,0.7178,0.6732,0.09,5.178,5.935,1.132,0.4994,1.502,3.172,9.504,9.623,2.172,3.866,4.844,7.344,3.6486
CYC000001785,NBH000243,7.4324,8.868,0.4062,0.563,8.344,7.556,1.749,6.316,0.9259,7.037,3.905,5.52,0.398,1.62,0.392,2.245,9.133,1.0374
CYC000001786,NBH000130,8.7135,5.521,0.2485,0.9443,1.317,0.971,4.082,1.168,0.0949,3.488,8.452,7.047,8.843,4.643,0.577,6.289,6.469,4.9326
CYC000001787,NBH000145,9.5496,1.856,0.166,0.4695,3.149,8.562,4.497,3.492,0.1012,9.019,2.842,4.655,4.527,7.378,8.028,1.689,5.701,4.2033
CYC000001788,NBH000220,3.3687,0.908,0.5139,0.556,8.227,4.403,2.223,3.396,0.2909,5.672,9.573,3.64,7.99,4.871,8.07,7.404,4.162,3.4792
CYC000001789,NBH000204,9.6738,1.237,0.4698,0.4197,2.696,9.086,3.11,6.788,0.8424,4.047,9.146,4.177,7.918,0.269,3.997,2.327,2.05,1.9771
CYC000001790,NBH000136,7.0139,5.858,0.9991,0.9789,5.548,9.126,3.931,9.282,0.0642,7.675,9.942,9.652,2.158,1.132,9.461,6.737,4.017,3.7275
CYC000001791,NBH000093,5.007,2.976,0.4513,0.3615,2.206,1.49,4.51,6.319,0.7858,7.842,1.489,6.711,0.908,8.187,0.756,9.851,1.647,4.8958
CYC000001792,NBH000156,6.3391,7.757,0.701,0.6047,7.562,9.74,6.324,6.024,0.2268,1.583,7.25,7.712,5.103,5.697,1.487,9.906,8.428,3.3246
CYC000001793,NBH000157,8.8992,7.017,0.1462,0.8165,6.725,9.266,8.849,6.903,0.1575,6.217,0.073,9.611,2.669,0.76,4.375,0.923,3.054,3.3407
CYC000001794,NBH000042,6.9993,3.97,0.8818,0.2973,1.194,8.764,2.697,9.835,0.378,7.36,9.94,6.12,2.5,8.384,8.045,8.326,5.994,0.2519
CYC000001795,NBH000131,7.8014,8.95,0.7131,0.5357,3.536,2.873,3.34,2.65,0.1984,3.663,0.316,5.682,9.335,7.076,0.021,4.874,9.416,1.1059
CYC000001796,NBH000087,5.9385,6.531,0.123,0.4364,7.922,0.381,1.767,3.449,0.4538,6.741,8.417,6.217,4.232,4.297,3.739,9.397,3.368,4.1108
CYC000001797,NBH000172,0.4046,4.671,0.3093,0.2893,2.104,1.924,2.868,3.15,0.2881,3.757,2.187,3.197,0.696,2.617,0.511,8.107,2.57,0.8971
CYC000001798,NBH000185,2.9387,9.214,0.9423,0.0592,0.193,6.331,3.06,5.068,0.0037,7.564,2.842,3.978,8.719,3.844,7.264,1.407,9.376,1.8984
CYC000001799,NBH000050,6.1588,8.269,0.0366,0.8013,0.761,0.949,0.008,7.293,0.7114,9.039,7.171,0.829,8.683,4.517,1.901,0.933,0.759,0.6264
CYC000001800,NBH000220,9.9839,0.737,0.6801,0.7427,7.058,6.833,5.595,7.39,0.1513,2.768,5.29,0.427,1.398,0.31,2.889,2.864,5.656,0.621
CYC000001801,NBH000231,8.339,4.632,0.6558,0.7126,2.048,1.236,3.751,8.948,0.3968,4.276,7.164,3.067,6.303,6.048,8.823,2.564,2.448,0.6555
CYC000001802,NBH000006,6.6071,8.806,0.8345,0.6996,6.773,7.937,3.512,9.973,0.8592,3.754,8.809,8.474,8.054,2.764,3.036,8.459,6.33,3.8692
CYC000001803,NBH000174,10.1082,9.093,0.334,0.4466,5.243,5.308,8.123,8.752,0.7094,7.484,1.171,9.926,8.745,5.46,3.433,3.728,2.182,3.1683
CYC000001804,NBH000236,6.2253,2.074,0.2902,0.1428,0.286,8.392,3.035,4.648,0.8675,4.103,9.379,1.59,4.9,5.534,0.6,2.083,5.077,4.2859
CYC000001805,NBH000115,6.5644,8.219,0.0719,0.7563,0.345,4.909,1.13,1.058,0.2637,0.98,8.548,3.404,6.818,1.782,5.183,8.31,2.101,1.7527
CYC000001806,NBH000028,0.4705,8.185,0.732,0.4532,5.773,7.202,7.208,4.633,0.6194,6.437,9.123,3.227,6.825,6.708,8.474,2.24,4.444,0.9911
