tech_opendata_reference_year,tech_opendata_country_iso2,tech_opendata_open_data_maturity_score,tech_opendata_open_by_default_policy_flag,tech_opendata_public_sector_info_directive_compliance_flag,tech_opendata_high_value_datasets_published_count,tech_opendata_api_endpoints_count,tech_opendata_machine_readable_share_pct,tech_opendata_metadata_dc_at_ap_compliance_pct,tech_opendata_licensing_standard_code,tech_opendata_reuse_cases_count,tech_opendata_digital_identity_eidas_level,tech_opendata_eudi_wallet_ready_flag,tech_opendata_cross_border_service_usage_count,tech_opendata_interoperability_framework_adoption_pct,tech_opendata_data_spaces_participation_flag,tech_opendata_gaia_x_alignment_flag,tech_opendata_data_governance_act_compliance_flag,tech_opendata_data_act_compliance_flag,tech_opendata_data_extract_date
2024,RO,26.63,0,1,91,1044,76.69,81.03,CC_BY_4_0,497,SUBSTANTIAL,1,2142,68.98,1,0,0,0,2024-12-13
2025,AT,56.31,1,1,80,1018,80.33,92.73,ODC_BY,316,LOW,0,3944,39.78,1,0,1,1,2024-02-19
2026,CZ,92.27,1,1,65,839,52.83,58.53,OTHER,521,HIGH,1,2007,50.39,0,0,1,0,2024-01-02
2014,DE,90.39,1,0,57,854,44.59,54.17,CC0_1_0,277,SUBSTANTIAL,1,2306,91.6,1,1,0,1,2025-06-21
2015,LV,85.56,0,1,67,885,51.6,64.77,EU_PSI_STANDARD,549,LOW,1,3079,70.37,0,0,0,0,2024-03-21
2016,PL,92.6,1,1,71,916,44.15,58.81,CC_BY_4_0,597,HIGH,1,4135,43.26,0,0,1,0,2026-02-11
2017,ES,32.33,1,1,43,898,90.87,93.5,ODC_BY,531,SUBSTANTIAL,1,4144,43.71,0,0,0,0,2024-05-14
2018,HR,69.79,1,1,94,1010,36.15,94.48,OTHER,518,LOW,0,4691,51.82,1,0,1,1,2025-09-08
2019,FI,61.06,1,1,53,913,65.91,82.58,CC0_1_0,519,HIGH,0,5383,22.78,0,0,1,1,2024-06-02
2020,IE,73.61,0,1,44,981,39.9,48.94,EU_PSI_STANDARD,599,SUBSTANTIAL,1,3294,20.32,0,0,0,1,2025-11-25
2021,MT,74.06,0,1,84,1031,93.19,52.46,CC_BY_4_0,125,LOW,0,5515,60.61,0,0,0,1,2024-03-01
2022,SK,62.75,0,1,86,864,47.48,83.71,ODC_BY,315,HIGH,1,2443,53.18,1,0,1,1,2026-01-21
2023,BE,40.68,1,1,72,939,90.32,84.53,OTHER,319,SUBSTANTIAL,1,4018,49.35,1,1,1,0,2025-08-16
2024,DK,37.05,1,0,94,922,96.51,95.38,CC0_1_0,200,LOW,0,2514,81.83,1,0,1,1,2025-06-06
2025,GR,44.65,0,0,53,957,52.25,46.6,EU_PSI_STANDARD,313,HIGH,1,2350,79.4,1,0,0,1,2025-08-26
2026,LT,22.86,1,1,63,1076,85.12,46.62,CC_BY_4_0,209,SUBSTANTIAL,1,4469,82.29,0,0,1,1,2026-02-23
2014,PT,81.51,0,0,112,957,87.23,82.92,ODC_BY,255,LOW,0,2431,25.38,0,1,1,0,2026-01-17
2015,SE,28.35,1,0,111,925,55.62,64.58,OTHER,157,HIGH,1,3016,66.8,0,0,0,0,2026-01-29
2016,CY,30.34,1,1,105,897,73.87,63.94,CC0_1_0,532,SUBSTANTIAL,0,2392,90.24,0,0,0,0,2024-11-17
2017,FR,78.35,1,1,60,914,87.4,64.46,EU_PSI_STANDARD,410,LOW,0,4826,29.58,0,1,1,1,2024-06-05
2018,IT,75.33,1,1,127,1051,89.88,98.17,CC_BY_4_0,472,HIGH,0,5323,20.56,0,0,1,1,2024-09-19
2019,NL,92.21,1,1,121,836,77.53,42.03,ODC_BY,482,SUBSTANTIAL,1,4199,67.91,0,1,1,0,2025-12-18
2020,SI,73.5,1,0,90,1079,83.08,54.86,OTHER,150,LOW,0,2706,63.08,1,1,1,1,2025-04-18
2021,BG,64.61,0,1,129,873,64.44,71.57,CC0_1_0,497,HIGH,1,5026,22.49,0,0,1,1,2025-06-27
2022,EE,76.12,1,1,117,1000,43.43,53.11,EU_PSI_STANDARD,281,SUBSTANTIAL,1,5196,45.61,0,0,1,0,2025-02-24
2023,HU,65.22,1,1,73,880,90.48,94.39,CC_BY_4_0,321,LOW,0,4385,93.33,1,0,1,0,2024-07-28
2024,LU,80.09,1,0,129,990,40.97,64.45,ODC_BY,166,HIGH,0,5470,64.02,0,0,1,0,2024-11-04
2025,RO,71.93,0,0,76,987,79.57,50.9,OTHER,613,SUBSTANTIAL,0,5327,90.91,1,0,0,1,2026-01-19
2026,AT,74.27,1,0,103,956,67.28,83.05,CC0_1_0,249,LOW,0,5086,80.24,1,0,0,1,2025-02-01
2014,CZ,51.95,1,1,92,931,77.51,94.55,EU_PSI_STANDARD,511,HIGH,0,2594,62.19,1,1,0,1,2025-02-15
2015,DE,60.15,1,1,63,1089,95.98,55.17,CC_BY_4_0,363,SUBSTANTIAL,0,4150,64.59,0,1,0,0,2024-06-12
2016,LV,76.9,1,1,89,944,76.46,77.83,ODC_BY,466,LOW,0,3193,26.77,0,0,1,0,2025-07-19
2017,PL,20.26,1,1,123,922,54.72,70.99,OTHER,233,HIGH,1,4662,95.8,1,0,0,0,2024-07-19
2018,ES,36.0,1,1,111,901,83.78,63.65,CC0_1_0,391,SUBSTANTIAL,1,1762,73.6,0,1,1,1,2025-11-30
2019,HR,93.01,1,0,69,898,60.26,76.64,EU_PSI_STANDARD,334,LOW,0,2822,89.69,1,0,1,0,2026-01-13
2020,FI,34.11,0,1,104,994,89.91,44.26,CC_BY_4_0,350,HIGH,1,3033,62.07,1,1,0,1,2025-01-08
2021,IE,64.99,0,0,77,929,37.54,64.11,ODC_BY,523,SUBSTANTIAL,0,5477,68.28,1,0,0,0,2024-02-07
2022,MT,26.34,1,1,71,931,51.79,40.81,OTHER,276,LOW,0,5222,68.54,1,0,1,0,2024-03-07
2023,SK,27.42,1,1,116,972,94.41,52.21,CC0_1_0,189,HIGH,1,5530,51.36,0,1,0,1,2024-03-15
2024,BE,88.03,1,1,146,878,60.2,69.76,EU_PSI_STANDARD,227,SUBSTANTIAL,1,3606,31.05,0,0,1,1,2024-01-02
2025,DK,60.45,1,1,77,988,46.61,80.52,CC_BY_4_0,536,LOW,0,4953,74.83,1,0,1,1,2025-06-02
2026,GR,52.04,1,1,122,1033,53.0,55.1,ODC_BY,209,HIGH,0,3683,29.75,0,1,0,0,2024-02-10
2014,LT,75.35,1,0,82,972,61.03,65.08,OTHER,457,SUBSTANTIAL,1,4283,86.87,1,0,0,0,2025-07-06
2015,PT,44.8,0,1,122,914,60.56,62.75,CC0_1_0,378,LOW,0,2115,59.67,1,0,0,1,2024-02-12
2016,SE,40.84,0,1,112,972,84.34,49.26,EU_PSI_STANDARD,626,HIGH,1,2792,31.87,0,0,0,0,2025-01-03
2017,CY,22.75,0,1,114,1049,61.45,83.23,CC_BY_4_0,255,SUBSTANTIAL,1,4412,22.49,0,1,0,0,2024-09-11
2018,FR,74.2,1,1,120,1109,86.42,72.07,ODC_BY,397,LOW,0,3808,46.57,1,0,1,1,2025-04-17
2019,IT,58.82,1,1,79,879,65.55,95.67,OTHER,160,HIGH,0,4414,65.95,1,1,0,0,2024-12-08
2020,NL,62.68,1,0,140,1008,47.09,86.78,CC0_1_0,450,SUBSTANTIAL,1,2190,74.6,1,1,1,1,2025-06-30
2021,SI,32.1,1,1,158,1009,53.33,78.4,EU_PSI_STANDARD,584,LOW,0,2291,35.05,1,1,0,1,2026-02-01
2022,BG,28.7,0,1,149,1001,49.98,43.18,CC_BY_4_0,447,HIGH,1,4167,24.45,0,0,1,0,2025-09-20
2023,EE,44.09,0,1,153,1077,68.2,57.18,ODC_BY,430,SUBSTANTIAL,0,3698,90.07,0,0,1,1,2025-03-06
2024,HU,73.36,0,1,109,869,47.59,73.89,OTHER,364,LOW,0,1897,25.56,0,0,0,1,2024-06-19
2025,LU,79.95,1,1,141,1040,50.5,61.38,CC0_1_0,442,HIGH,0,2560,53.81,1,0,1,1,2025-07-23
2026,RO,28.41,1,1,138,1027,65.09,42.98,EU_PSI_STANDARD,344,SUBSTANTIAL,1,5214,86.68,1,0,1,1,2024-09-02
2014,AT,21.85,1,0,124,1082,63.35,59.13,CC_BY_4_0,429,LOW,0,4828,58.77,0,0,0,0,2025-03-22
2015,CZ,34.11,0,1,149,911,87.07,51.83,ODC_BY,464,HIGH,1,2974,62.81,1,0,0,1,2026-02-23
2016,DE,36.87,1,1,136,966,76.65,80.91,OTHER,288,SUBSTANTIAL,1,2923,92.36,0,0,0,1,2025-03-27
2017,LV,86.3,0,0,133,1037,41.25,41.15,CC0_1_0,168,LOW,1,3625,42.52,0,1,0,0,2024-12-29
2018,PL,41.86,1,0,96,974,45.84,68.89,EU_PSI_STANDARD,545,HIGH,0,4039,63.96,1,1,1,1,2025-05-01
2019,ES,62.66,0,1,164,904,39.92,91.67,CC_BY_4_0,615,SUBSTANTIAL,1,2784,66.79,0,0,0,0,2025-08-19
2020,HR,60.01,0,1,158,1105,84.44,43.92,ODC_BY,178,LOW,0,4818,53.65,0,0,0,0,2024-08-01
2021,FI,38.64,1,0,133,942,68.74,75.19,OTHER,347,HIGH,1,5155,46.9,1,1,1,0,2025-03-29
2022,IE,21.69,0,1,116,1033,77.29,51.83,CC0_1_0,361,SUBSTANTIAL,1,2943,92.87,0,0,1,1,2025-03-23
2023,MT,20.72,1,0,97,1023,71.43,51.03,EU_PSI_STANDARD,471,LOW,1,5243,45.19,0,1,0,1,2025-06-22
2024,SK,50.06,0,1,160,1070,58.99,94.25,CC_BY_4_0,251,HIGH,1,3249,83.16,1,0,0,0,2025-10-16
2025,BE,71.78,0,0,139,908,45.16,49.65,ODC_BY,206,SUBSTANTIAL,1,2793,27.76,1,0,1,1,2025-07-21
2026,DK,31.94,1,0,141,932,40.68,75.15,OTHER,622,LOW,0,2691,48.25,1,0,1,1,2025-11-04
2014,GR,63.59,1,1,168,1031,48.25,74.23,CC0_1_0,478,HIGH,1,5511,46.88,1,0,1,1,2025-10-20
2015,LT,21.75,1,0,121,1025,35.21,56.41,EU_PSI_STANDARD,528,SUBSTANTIAL,1,1982,39.23,1,0,1,1,2025-04-15
2016,PT,35.36,0,1,174,897,97.77,40.88,CC_BY_4_0,616,LOW,1,3362,20.46,0,1,1,0,2025-06-11
2017,SE,69.0,1,1,168,1006,78.35,95.58,ODC_BY,545,HIGH,0,3261,94.32,0,0,1,0,2024-02-01
2018,CY,78.41,1,1,147,953,61.97,56.38,OTHER,293,SUBSTANTIAL,1,3043,94.88,0,1,1,1,2024-03-09
2019,FR,93.98,1,1,113,1109,68.21,73.43,CC0_1_0,575,LOW,0,5687,39.25,0,0,1,0,2025-07-06
2020,IT,36.25,1,1,132,963,55.45,57.4,EU_PSI_STANDARD,373,HIGH,1,3468,48.68,1,0,0,0,2025-12-25
2021,NL,84.35,1,1,176,901,65.54,49.09,CC_BY_4_0,629,SUBSTANTIAL,1,2187,31.49,1,1,1,0,2024-06-13
2022,SI,90.66,0,1,167,1029,85.5,87.91,ODC_BY,295,LOW,0,4676,70.58,1,0,1,1,2025-01-06
2023,BG,28.84,1,1,116,946,73.27,89.94,OTHER,636,HIGH,1,4078,63.98,0,0,1,1,2024-03-02
2024,EE,76.3,1,0,154,915,36.33,48.47,CC0_1_0,449,SUBSTANTIAL,0,4006,28.22,1,0,1,1,2024-08-01
2025,HU,66.43,1,1,162,1028,52.91,85.9,EU_PSI_STANDARD,237,LOW,0,3533,64.21,1,1,0,0,2025-02-12
2026,LU,30.98,1,0,188,954,97.09,46.9,CC_BY_4_0,243,HIGH,0,3908,88.15,0,1,1,0,2025-06-30
2014,RO,60.9,0,1,156,946,60.69,63.02,ODC_BY,572,SUBSTANTIAL,1,3445,34.88,0,0,1,1,2025-05-07
2015,AT,46.89,1,1,136,1053,86.24,64.55,OTHER,619,LOW,0,4689,74.44,0,0,1,1,2024-06-22
2016,CZ,81.54,0,0,130,934,55.39,55.79,CC0_1_0,263,HIGH,1,1842,42.61,0,0,1,1,2025-01-23
2017,DE,56.1,1,1,145,1077,52.86,56.34,EU_PSI_STANDARD,418,SUBSTANTIAL,0,1926,28.15,0,0,0,0,2024-02-20
2018,LV,40.37,1,1,125,904,83.23,54.79,CC_BY_4_0,615,LOW,0,3465,72.57,0,0,0,0,2025-03-11
2019,PL,64.05,0,1,148,1098,48.99,84.72,ODC_BY,300,HIGH,0,4652,93.66,1,0,0,1,2025-07-08
2020,ES,42.27,1,1,178,1145,51.67,53.33,OTHER,377,SUBSTANTIAL,1,4879,70.14,1,1,1,0,2025-06-20
2021,HR,86.93,0,1,192,1016,53.93,98.51,CC0_1_0,288,LOW,1,3711,23.15,0,0,0,0,2025-09-09
2022,FI,94.01,1,1,150,975,79.97,92.26,EU_PSI_STANDARD,221,HIGH,1,3968,50.62,1,1,0,0,2024-05-15
2023,IE,91.28,1,1,191,1028,97.64,54.61,CC_BY_4_0,575,SUBSTANTIAL,0,4590,22.09,1,0,1,1,2024-08-06
2024,MT,25.31,0,1,128,1028,77.62,43.01,ODC_BY,669,LOW,0,3305,31.35,0,1,1,0,2025-01-03
2025,SK,40.36,0,1,138,1006,78.71,98.55,OTHER,300,HIGH,0,3067,66.63,1,0,1,0,2024-12-25
2026,BE,60.22,0,1,154,1053,50.97,77.28,CC0_1_0,607,SUBSTANTIAL,1,3103,68.02,0,0,0,0,2026-02-23
2014,DK,22.57,1,1,195,1009,44.4,70.45,EU_PSI_STANDARD,680,LOW,0,1923,68.11,1,0,1,0,2024-02-21
2015,GR,47.28,1,1,164,913,73.14,46.79,CC_BY_4_0,403,HIGH,0,2678,73.01,0,1,0,1,2024-01-27
2016,LT,51.14,0,1,149,1131,45.48,96.01,ODC_BY,635,SUBSTANTIAL,1,4526,79.56,0,1,1,0,2025-12-24
2017,PT,60.56,1,1,207,1119,73.89,96.09,OTHER,340,LOW,0,2190,33.73,0,0,0,1,2024-01-18
2018,SE,74.34,1,0,207,927,40.54,59.96,CC0_1_0,569,HIGH,0,4308,43.19,0,0,1,1,2025-11-15
2019,CY,86.03,0,1,164,939,58.23,97.84,EU_PSI_STANDARD,250,SUBSTANTIAL,0,5799,34.91,0,0,0,0,2024-11-03
2020,FR,94.91,1,1,194,200,84.33,88.03,CC_BY_4_0,463,LOW,0,2513,76.36,0,0,1,1,2024-01-30
2021,IT,70.44,1,1,159,84,79.41,96.21,ODC_BY,470,HIGH,1,5691,32.58,0,0,0,0,2024-05-15
2022,NL,74.14,0,1,142,67,88.73,87.73,OTHER,420,SUBSTANTIAL,0,4613,40.83,0,0,0,1,2024-02-14
2023,SI,67.83,0,1,173,44,85.31,47.42,CC0_1_0,682,LOW,1,3476,60.93,0,1,1,0,2025-01-06
2024,BG,55.34,1,0,148,238,58.21,65.64,EU_PSI_STANDARD,344,HIGH,1,4436,67.09,0,0,0,0,2024-02-21
2025,EE,24.09,1,1,208,82,36.71,76.17,CC_BY_4_0,594,SUBSTANTIAL,0,3815,50.29,1,0,1,0,2026-01-20
2026,HU,68.87,0,1,166,73,79.44,54.61,ODC_BY,332,LOW,1,3001,32.07,1,0,0,0,2026-01-23
2014,LU,93.69,1,0,165,245,52.7,83.51,OTHER,619,HIGH,1,3077,46.41,1,1,1,1,2026-01-04
2015,RO,35.73,0,1,209,184,92.11,89.29,CC0_1_0,656,SUBSTANTIAL,0,5666,39.12,1,0,0,1,2025-03-08
2016,AT,32.56,0,1,160,45,57.37,61.63,EU_PSI_STANDARD,536,LOW,1,3861,59.17,0,0,1,1,2025-10-27
2017,CZ,35.8,1,0,210,152,68.54,98.45,CC_BY_4_0,244,HIGH,1,1853,51.41,1,1,0,0,2025-02-27
2018,DE,40.89,1,1,198,182,75.04,61.18,ODC_BY,587,SUBSTANTIAL,1,4135,32.24,0,0,1,1,2025-01-22
2019,LV,44.27,1,1,178,108,60.29,42.04,OTHER,256,LOW,0,4608,71.19,0,0,0,0,2025-05-02
2020,PL,54.39,0,1,197,99,86.2,96.51,CC0_1_0,709,HIGH,1,4540,81.77,0,0,1,0,2024-03-24
2021,ES,41.9,1,1,146,92,52.16,95.02,EU_PSI_STANDARD,247,SUBSTANTIAL,1,1835,18.2,0,0,1,0,2024-04-07
2022,HR,25.45,0,1,169,188,77.71,55.63,CC_BY_4_0,661,LOW,0,2651,61.87,1,1,0,1,2024-04-12
2023,FI,82.47,1,1,224,218,55.09,63.21,ODC_BY,509,HIGH,0,4283,73.16,0,0,0,1,2025-06-22
2024,IE,90.67,1,1,180,177,90.83,50.24,OTHER,333,SUBSTANTIAL,1,2718,49.97,1,0,0,1,2026-01-04
2025,MT,76.19,1,1,162,101,36.93,80.84,CC0_1_0,550,LOW,0,3422,93.78,1,1,0,1,2024-09-21
2026,SK,86.12,1,1,160,172,36.31,76.18,EU_PSI_STANDARD,460,HIGH,1,3337,78.39,0,1,0,1,2024-05-08
2014,BE,26.07,1,1,173,169,49.0,85.37,CC_BY_4_0,236,SUBSTANTIAL,1,3344,39.85,0,1,1,1,2025-01-23
2015,DK,47.83,1,1,161,272,44.26,71.05,ODC_BY,311,LOW,0,4333,74.74,1,0,0,0,2025-03-16
2016,GR,66.16,0,0,223,45,82.88,72.93,OTHER,275,HIGH,1,5561,89.73,1,0,0,1,2026-01-17
2017,LT,77.75,1,1,181,126,44.34,92.16,CC0_1_0,465,SUBSTANTIAL,1,2596,66.63,1,0,1,0,2024-08-11
2018,PT,38.01,1,1,166,225,88.53,51.58,EU_PSI_STANDARD,551,LOW,0,1873,42.41,1,1,0,0,2025-07-12
2019,SE,38.05,1,0,173,156,51.53,65.34,CC_BY_4_0,617,HIGH,1,4415,53.59,0,0,1,1,2026-01-08
2020,CY,93.96,0,0,181,72,70.91,58.9,ODC_BY,459,SUBSTANTIAL,0,1969,80.86,0,1,0,1,2024-07-19
2021,FR,85.35,1,0,194,168,46.29,91.16,OTHER,705,LOW,0,4177,38.66,1,0,0,1,2025-04-07
2022,IT,51.88,0,1,184,157,69.78,89.17,CC0_1_0,654,HIGH,0,4198,62.7,1,0,1,1,2024-11-29
2023,NL,57.12,0,0,220,82,73.8,49.84,EU_PSI_STANDARD,626,SUBSTANTIAL,1,4422,67.32,1,1,0,1,2025-08-31
2024,SI,66.43,1,1,235,216,57.66,93.94,CC_BY_4_0,358,LOW,1,5323,18.72,1,1,0,1,2025-12-05
2025,BG,64.65,0,1,236,288,45.4,94.05,ODC_BY,506,HIGH,1,3165,59.69,0,0,1,0,2024-08-06
2026,EE,82.46,1,1,242,141,83.77,61.67,OTHER,414,SUBSTANTIAL,1,5524,57.86,0,0,1,0,2025-09-12
2014,HU,84.16,0,1,239,274,95.04,60.31,CC0_1_0,697,LOW,0,2403,71.63,0,1,1,1,2025-03-11
2015,LU,59.53,1,1,185,234,76.67,48.12,EU_PSI_STANDARD,489,HIGH,1,4723,35.65,1,0,0,0,2025-03-30
2016,RO,73.92,1,1,210,298,72.38,83.54,CC_BY_4_0,559,SUBSTANTIAL,0,4280,63.27,0,0,0,1,2025-04-23
2017,AT,78.42,0,1,208,83,82.57,74.01,ODC_BY,443,LOW,0,4735,64.78,0,0,1,1,2025-10-06
2018,CZ,64.56,1,1,240,236,64.29,82.29,OTHER,593,HIGH,1,2555,26.57,1,1,1,0,2026-01-13
2019,DE,77.92,1,1,224,206,61.7,98.33,CC0_1_0,511,SUBSTANTIAL,1,2662,26.79,0,0,0,1,2024-12-28
2020,LV,91.97,1,1,233,81,67.14,59.82,EU_PSI_STANDARD,541,LOW,0,4364,47.87,1,0,0,1,2024-10-18
2021,PL,63.28,1,1,192,99,75.51,53.81,CC_BY_4_0,558,HIGH,1,3022,43.86,1,0,0,1,2025-02-23
2022,ES,85.48,0,1,250,168,87.33,56.95,ODC_BY,339,SUBSTANTIAL,1,1936,24.76,1,1,0,1,2025-04-02
2023,HR,48.53,0,0,189,204,83.62,77.48,OTHER,339,LOW,0,3083,89.17,1,0,1,0,2025-09-08
2024,FI,54.98,0,1,227,300,44.28,75.78,CC0_1_0,539,HIGH,0,3191,38.69,0,0,1,1,2024-02-13
2025,IE,80.92,1,1,192,66,87.96,66.24,EU_PSI_STANDARD,257,SUBSTANTIAL,1,4224,71.21,0,1,1,0,2025-04-14
2026,MT,34.34,1,0,231,213,40.77,46.51,CC_BY_4_0,491,LOW,1,3877,41.48,1,1,1,0,2024-03-21
2014,SK,84.27,0,1,220,302,36.35,92.38,ODC_BY,312,HIGH,0,2675,75.29,0,0,1,0,2025-09-28
2015,BE,37.99,1,1,198,123,48.64,98.82,OTHER,634,SUBSTANTIAL,1,4243,40.53,1,1,0,0,2024-08-08
2016,DK,29.0,1,1,218,84,65.51,46.11,CC0_1_0,602,LOW,0,3002,91.36,0,1,1,1,2025-07-06
2017,GR,43.61,1,0,247,118,78.33,83.98,EU_PSI_STANDARD,367,HIGH,1,4247,82.47,0,0,0,1,2024-06-04
2018,LT,74.97,1,0,209,306,93.79,49.27,CC_BY_4_0,596,SUBSTANTIAL,1,3853,75.85,0,0,1,0,2025-03-02
2019,PT,63.92,0,1,255,198,64.3,82.59,ODC_BY,347,LOW,0,5277,40.43,1,0,1,1,2024-02-08
2020,SE,47.5,0,0,219,72,86.04,73.53,OTHER,613,HIGH,1,2494,78.16,0,0,1,1,2024-08-14
2021,CY,26.33,0,1,258,252,76.86,87.25,CC0_1_0,321,SUBSTANTIAL,1,4227,61.14,0,0,1,0,2025-05-12
2022,FR,68.57,0,1,259,257,48.72,61.29,EU_PSI_STANDARD,753,LOW,0,3432,77.9,0,1,0,0,2025-05-09
2023,IT,38.44,1,0,235,100,64.65,75.7,CC_BY_4_0,532,HIGH,0,1981,84.84,0,0,1,1,2024-12-11
2024,NL,41.17,1,1,237,89,49.37,98.42,ODC_BY,474,SUBSTANTIAL,1,5671,57.14,0,0,1,1,2025-04-04
2025,SI,22.83,1,1,203,134,84.79,51.69,OTHER,758,LOW,0,4769,26.1,0,0,0,0,2025-06-17
2026,BG,94.85,1,0,228,264,64.4,80.81,CC0_1_0,390,HIGH,1,3774,21.51,0,1,0,0,2024-10-21
2014,EE,86.85,0,0,203,148,49.3,66.77,EU_PSI_STANDARD,522,SUBSTANTIAL,1,5366,33.05,0,1,1,1,2025-10-20
2015,HU,57.6,1,0,263,196,72.03,57.56,CC_BY_4_0,631,LOW,0,4376,34.73,0,1,0,0,2024-03-07
2016,LU,33.42,0,0,244,304,96.03,83.61,ODC_BY,281,HIGH,1,4772,95.71,0,1,1,0,2025-04-04
2017,RO,62.68,0,1,250,105,45.4,82.02,OTHER,315,SUBSTANTIAL,0,4567,55.75,0,1,1,1,2025-09-14
2018,AT,54.62,1,0,228,117,45.38,46.44,CC0_1_0,435,LOW,0,2030,50.43,0,1,1,0,2024-04-03
2019,CZ,28.45,0,1,212,232,69.03,85.36,EU_PSI_STANDARD,442,HIGH,1,2214,40.64,0,0,1,0,2025-09-02
2020,DE,83.27,1,0,203,261,39.12,86.55,CC_BY_4_0,307,SUBSTANTIAL,0,3773,70.94,0,0,0,0,2025-08-11
2021,LV,33.28,1,1,197,139,60.28,62.58,ODC_BY,328,LOW,0,5084,34.62,0,0,1,1,2025-11-13
2022,PL,83.39,0,1,255,103,87.65,68.11,OTHER,308,HIGH,0,4467,89.28,1,1,0,1,2025-11-14
2023,ES,93.04,1,0,215,260,94.83,49.43,CC0_1_0,557,SUBSTANTIAL,1,3225,35.68,1,0,1,0,2024-12-01
2024,HR,41.41,1,1,207,136,58.8,62.82,EU_PSI_STANDARD,597,LOW,0,2996,75.52,1,0,0,0,2025-12-22
2025,FI,53.07,1,1,225,253,79.45,67.64,CC_BY_4_0,319,HIGH,0,2290,44.62,0,0,0,1,2024-08-21
2026,IE,27.66,1,1,252,245,74.91,41.75,ODC_BY,447,SUBSTANTIAL,0,4880,70.42,1,0,1,0,2024-02-01
2014,MT,68.91,1,1,206,284,48.22,93.63,OTHER,309,LOW,0,5432,33.33,1,0,1,1,2025-06-06
2015,SK,78.85,1,1,212,298,74.99,58.61,CC0_1_0,436,HIGH,1,4128,21.02,0,0,1,1,2024-05-19
2016,BE,61.42,1,0,223,127,58.36,80.85,EU_PSI_STANDARD,564,SUBSTANTIAL,1,1911,95.07,0,0,0,1,2024-01-13
2017,DK,22.56,1,1,240,267,36.92,72.24,CC_BY_4_0,712,LOW,0,3915,50.35,0,0,1,1,2024-07-04
2018,GR,89.77,0,1,231,203,70.27,96.49,ODC_BY,337,HIGH,1,5678,90.88,1,0,1,0,2024-06-04
2019,LT,49.37,1,1,223,301,89.66,43.67,OTHER,651,SUBSTANTIAL,1,5179,69.57,0,0,1,1,2025-06-08
2020,PT,57.58,1,0,233,243,65.4,65.19,CC0_1_0,549,LOW,0,2572,56.95,0,0,0,1,2024-11-25
2021,SE,40.7,0,1,240,249,93.82,59.61,EU_PSI_STANDARD,539,HIGH,1,3397,84.45,0,1,1,0,2024-11-10
2022,CY,45.25,1,1,278,254,92.61,65.96,CC_BY_4_0,608,SUBSTANTIAL,1,5742,65.8,0,0,1,1,2024-01-14
2023,FR,30.55,1,1,251,302,66.73,48.65,ODC_BY,648,LOW,0,2302,69.51,1,0,1,1,2025-08-14
2024,IT,25.35,1,1,233,142,52.0,51.41,OTHER,477,HIGH,0,2079,52.37,1,0,0,1,2024-03-26
2025,NL,68.95,0,1,261,240,55.31,49.24,CC0_1_0,655,SUBSTANTIAL,0,5462,27.66,0,1,0,0,2024-08-30
2026,SI,75.97,0,0,257,342,94.82,89.5,EU_PSI_STANDARD,412,LOW,0,3594,29.45,0,0,1,1,2025-05-04
2014,BG,21.54,0,0,216,123,65.28,53.43,CC_BY_4_0,600,HIGH,1,2766,59.31,0,0,0,0,2024-07-28
2015,EE,50.44,1,1,250,347,50.33,76.62,ODC_BY,688,SUBSTANTIAL,1,3529,83.13,0,0,1,0,2025-04-08
2016,HU,50.14,1,1,220,169,40.41,73.32,OTHER,640,LOW,0,5660,43.69,0,1,0,0,2025-12-13
2017,LU,89.3,0,1,266,319,73.0,96.92,CC0_1_0,359,HIGH,0,4070,68.47,0,1,0,1,2026-01-12
2018,RO,30.2,1,1,298,167,47.95,81.19,EU_PSI_STANDARD,688,SUBSTANTIAL,1,5177,19.62,1,0,1,0,2024-08-28
2019,AT,65.87,0,0,292,322,94.25,84.34,CC_BY_4_0,758,LOW,0,2075,69.45,1,0,0,1,2025-10-22
2020,CZ,86.33,1,0,287,241,51.06,71.94,ODC_BY,515,HIGH,1,4873,75.11,1,0,1,0,2024-11-23
2021,DE,83.55,0,1,226,283,40.35,40.27,OTHER,563,SUBSTANTIAL,1,3363,62.47,1,0,1,0,2025-01-17
2022,LV,64.24,1,0,227,233,84.34,40.15,CC0_1_0,579,LOW,0,4007,29.09,1,0,0,1,2024-05-02
2023,PL,22.6,1,1,257,229,79.96,70.87,EU_PSI_STANDARD,704,HIGH,1,5575,65.07,1,0,1,0,2025-06-09
2024,ES,52.89,1,1,246,324,50.22,60.02,CC_BY_4_0,603,SUBSTANTIAL,0,2635,49.14,0,0,1,0,2024-02-10
2025,HR,91.48,0,1,297,215,80.81,75.61,ODC_BY,506,LOW,0,2639,35.76,0,0,1,0,2025-11-17
2026,FI,62.57,1,1,281,210,51.97,66.88,OTHER,488,HIGH,1,2579,50.55,1,0,1,0,2025-08-02
2014,IE,35.94,0,1,291,272,47.21,78.91,CC0_1_0,514,SUBSTANTIAL,1,5305,62.77,0,1,0,0,2024-02-01
2015,MT,86.81,0,1,290,179,67.82,58.01,EU_PSI_STANDARD,573,LOW,0,3868,29.63,0,0,1,1,2025-03-08
2016,SK,39.11,0,1,293,283,92.78,90.78,CC_BY_4_0,467,HIGH,1,3084,47.41,0,0,0,1,2024-11-25
