civ_trans_reference_year,civ_trans_register_entity_id,civ_trans_entity_type_code,civ_trans_headquarters_country_iso2,civ_trans_policy_area_code,civ_trans_declared_spend_eur,civ_trans_spend_bracket_code,civ_trans_number_of_persons_involved,civ_trans_meetings_commissioners_count,civ_trans_meetings_cabinet_count,civ_trans_meetings_meps_count,civ_trans_legislative_files_targeted_count,civ_trans_clients_count,civ_trans_consultation_participations_count,civ_trans_code_of_conduct_breach_flag,civ_trans_sanction_type_code,civ_trans_sanction_date,civ_trans_data_source,civ_trans_last_update_date,civ_trans_data_extract_date
2025,REG_2025_001637,LAW_FIRM,NL,TRANSPORT,3006492.55,1M_4_9M,1644,13,8,60,80,203,3,0,NONE,,PUBLIC_DISCLOSURE_API,2025-04-04,2024-06-16
2026,REG_2026_001638,NGO,SE,ENERGY,3882560.88,1M_4_9M,1712,13,29,31,63,40,40,0,NONE,,JOINT_SECRETARIAT,2026-02-01,2025-12-17
2014,REG_2014_001639,PUBLIC_BODY,TR,DIGITAL,1532949.76,1M_4_9M,1646,19,6,44,15,18,16,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-10-14,2025-01-05
2015,REG_2015_001640,TRADE_ASSOCIATION,HR,DATA_GOV,1177788.25,1M_4_9M,1696,1,6,39,1,33,6,0,NONE,,PUBLIC_DISCLOSURE_API,2015-04-16,2024-09-12
2016,REG_2016_001641,COMPANY,DE,CONSUMER,2695604.02,1M_4_9M,1663,11,25,25,36,25,26,0,NONE,,JOINT_SECRETARIAT,2016-04-21,2024-04-18
2017,REG_2017_001642,THINK_TANK,LU,MIGRATION,6221367.13,5M_PLUS,1686,14,34,30,75,39,40,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-07-07,2025-12-30
2018,REG_2018_001643,CONSULTANCY,SI,FINANCE,1603315.58,1M_4_9M,1697,1,7,15,45,222,52,0,NONE,,PUBLIC_DISCLOSURE_API,2019-08-09,2025-08-02
2019,REG_2019_001644,UNIVERSITY,IS,HEALTH,6439648.28,5M_PLUS,1687,14,10,30,85,0,45,0,NONE,,JOINT_SECRETARIAT,2020-11-05,2025-04-17
2020,REG_2020_001645,LAW_FIRM,BE,CLIMATE,5717843.38,5M_PLUS,1658,18,5,59,69,96,40,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-02-18,2025-10-11
2021,REG_2021_001646,NGO,FI,SPACE,2028825.82,1M_4_9M,1721,5,1,31,31,16,38,0,NONE,,PUBLIC_DISCLOSURE_API,2021-11-29,2025-12-16
2022,REG_2022_001647,PUBLIC_BODY,LV,COMPETITION,5773816.79,5M_PLUS,1686,25,33,50,84,18,40,0,NONE,,JOINT_SECRETARIAT,2023-04-20,2025-04-04
2023,REG_2023_001648,TRADE_ASSOCIATION,RO,SECURITY,3485856.66,1M_4_9M,1685,24,26,36,82,36,10,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-05-03,2024-10-22
2024,REG_2024_001649,COMPANY,CH,AGRICULTURE,2946269.82,1M_4_9M,1702,6,35,3,18,29,37,0,NONE,,PUBLIC_DISCLOSURE_API,2024-05-19,2026-01-02
2025,REG_2025_001650,THINK_TANK,KR,TRANSPORT,10041289.6,5M_PLUS,1669,19,23,25,5,12,5,0,NONE,,JOINT_SECRETARIAT,2025-07-31,2025-04-14
2026,REG_2026_001651,CONSULTANCY,DK,ENERGY,4743085.65,1M_4_9M,1660,20,19,59,60,33,33,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-03-15,2024-02-15
2014,REG_2014_001652,UNIVERSITY,IE,DIGITAL,3909206.76,1M_4_9M,1669,10,12,36,84,35,27,0,NONE,,PUBLIC_DISCLOSURE_API,2014-04-26,2025-12-18
2015,REG_2015_001653,LAW_FIRM,PL,DATA_GOV,6171308.75,5M_PLUS,1664,7,17,59,52,121,14,0,NONE,,JOINT_SECRETARIAT,2016-07-19,2025-03-15
2016,REG_2016_001654,NGO,US,CONSUMER,1137715.79,1M_4_9M,1685,10,13,43,9,2,31,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-01-09,2025-03-29
2017,REG_2017_001655,PUBLIC_BODY,CA,MIGRATION,6838901.81,5M_PLUS,1667,7,4,28,66,29,15,0,NONE,,PUBLIC_DISCLOSURE_API,2018-08-13,2025-12-04
2018,REG_2018_001656,TRADE_ASSOCIATION,CY,FINANCE,2548576.24,1M_4_9M,1676,5,18,43,82,40,18,0,NONE,,JOINT_SECRETARIAT,2019-12-03,2024-12-17
2019,REG_2019_001657,COMPANY,GR,HEALTH,5701828.71,5M_PLUS,1684,14,21,16,48,8,47,1,REMOVAL,2019-01-15,EU_TRANSPARENCY_REGISTER,2019-05-30,2024-08-13
2020,REG_2020_001658,THINK_TANK,MT,CLIMATE,3342394.79,1M_4_9M,1729,18,20,10,17,25,26,0,NONE,,PUBLIC_DISCLOSURE_API,2020-08-11,2024-01-27
2021,REG_2021_001659,CONSULTANCY,ES,SPACE,335001.02,100000_499999,1681,16,5,44,69,124,6,0,NONE,,JOINT_SECRETARIAT,2022-11-12,2024-06-07
2022,REG_2022_001660,UNIVERSITY,UA,COMPETITION,6528176.97,5M_PLUS,1675,10,20,14,12,35,41,0,NONE,,EU_TRANSPARENCY_REGISTER,2022-11-09,2026-02-21
2023,REG_2023_001661,LAW_FIRM,BG,SECURITY,1791202.96,1M_4_9M,1696,0,35,56,23,244,1,0,NONE,,PUBLIC_DISCLOSURE_API,2023-03-14,2024-10-06
2024,REG_2024_001662,NGO,FR,AGRICULTURE,2771658.43,1M_4_9M,1707,12,21,11,60,3,35,0,NONE,,JOINT_SECRETARIAT,2024-01-16,2025-09-26
2025,REG_2025_001663,PUBLIC_BODY,LT,TRANSPORT,10168586.93,5M_PLUS,1701,0,27,55,37,4,22,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-04-28,2025-03-25
2026,REG_2026_001664,TRADE_ASSOCIATION,SK,ENERGY,10333028.92,5M_PLUS,1705,17,20,51,3,20,23,0,NONE,,PUBLIC_DISCLOSURE_API,2026-01-20,2026-02-20
2014,REG_2014_001665,COMPANY,NO,DIGITAL,3683153.03,1M_4_9M,1737,10,14,52,44,40,4,0,NONE,,JOINT_SECRETARIAT,2014-03-18,2024-11-18
2015,REG_2015_001666,THINK_TANK,AT,DATA_GOV,2948625.63,1M_4_9M,1705,7,25,58,34,26,12,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-01-23,2025-06-21
2016,REG_2016_001667,CONSULTANCY,EE,CONSUMER,3090888.71,1M_4_9M,1667,14,11,5,43,22,40,0,NONE,,PUBLIC_DISCLOSURE_API,2016-04-08,2026-02-18
2017,REG_2017_001668,UNIVERSITY,IT,MIGRATION,5565024.02,5M_PLUS,1676,4,18,33,93,12,58,0,NONE,,JOINT_SECRETARIAT,2018-09-02,2025-02-12
2018,REG_2018_001669,LAW_FIRM,PT,FINANCE,6885371.59,5M_PLUS,1689,18,33,7,72,191,3,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-09-05,2024-03-18
2019,REG_2019_001670,NGO,GB,HEALTH,3527586.34,1M_4_9M,1736,6,0,28,53,5,20,1,SUSPENSION,2020-09-13,PUBLIC_DISCLOSURE_API,2020-09-06,2024-07-08
2020,REG_2020_001671,PUBLIC_BODY,JP,CLIMATE,3195983.5,1M_4_9M,1721,11,20,20,3,40,49,0,NONE,,JOINT_SECRETARIAT,2021-03-15,2025-11-16
2021,REG_2021_001672,TRADE_ASSOCIATION,CZ,SPACE,231275.8,100000_499999,1692,10,24,5,63,35,32,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-10-26,2024-06-04
2022,REG_2022_001673,COMPANY,HU,COMPETITION,3548391.7,1M_4_9M,1688,22,30,41,78,22,19,0,NONE,,PUBLIC_DISCLOSURE_API,2022-02-20,2025-09-26
2023,REG_2023_001674,THINK_TANK,NL,SECURITY,2741441.76,1M_4_9M,1707,17,24,6,63,26,33,0,NONE,,JOINT_SECRETARIAT,2023-02-04,2024-01-27
2024,REG_2024_001675,CONSULTANCY,SE,AGRICULTURE,8715393.09,5M_PLUS,1713,25,19,7,34,192,48,0,NONE,,EU_TRANSPARENCY_REGISTER,2025-03-29,2025-10-08
2025,REG_2025_001676,UNIVERSITY,TR,TRANSPORT,30011.67,10000_49999,1741,6,0,45,51,7,9,0,NONE,,PUBLIC_DISCLOSURE_API,2025-11-20,2024-06-30
2026,REG_2026_001677,LAW_FIRM,HR,ENERGY,4397308.42,1M_4_9M,1757,8,28,38,84,113,20,0,NONE,,JOINT_SECRETARIAT,2026-10-03,2024-01-14
2014,REG_2014_001678,NGO,DE,DIGITAL,1544767.79,1M_4_9M,1681,13,24,29,29,4,41,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-02-14,2024-03-31
2015,REG_2015_001679,PUBLIC_BODY,LU,DATA_GOV,2014541.49,1M_4_9M,1753,17,34,13,85,0,26,0,NONE,,PUBLIC_DISCLOSURE_API,2015-08-08,2024-08-20
2016,REG_2016_001680,TRADE_ASSOCIATION,SI,CONSUMER,5625347.35,5M_PLUS,1739,7,30,53,69,29,49,0,NONE,,JOINT_SECRETARIAT,2017-06-30,2025-11-13
2017,REG_2017_001681,COMPANY,IS,MIGRATION,2281973.65,1M_4_9M,1713,3,30,38,57,28,20,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-06-27,2025-07-19
2018,REG_2018_001682,THINK_TANK,BE,FINANCE,2235710.06,1M_4_9M,1704,10,25,36,36,21,50,1,REMOVAL,2018-03-06,PUBLIC_DISCLOSURE_API,2018-09-15,2024-12-07
2019,REG_2019_001683,CONSULTANCY,FI,HEALTH,7892150.4,5M_PLUS,1713,0,25,37,80,12,3,0,NONE,,JOINT_SECRETARIAT,2019-12-15,2024-08-28
2020,REG_2020_001684,UNIVERSITY,LV,CLIMATE,5988569.2,5M_PLUS,1722,12,6,1,49,5,1,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-04-13,2026-02-09
2021,REG_2021_001685,LAW_FIRM,RO,SPACE,4197589.6,1M_4_9M,1698,2,21,31,10,243,20,0,NONE,,PUBLIC_DISCLOSURE_API,2022-10-15,2025-06-15
2022,REG_2022_001686,NGO,CH,COMPETITION,4467424.48,1M_4_9M,1756,18,4,29,50,5,45,0,NONE,,JOINT_SECRETARIAT,2023-06-03,2025-06-02
2023,REG_2023_001687,PUBLIC_BODY,KR,SECURITY,1462557.84,1M_4_9M,1716,5,26,29,2,19,49,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-06-14,2024-05-07
2024,REG_2024_001688,TRADE_ASSOCIATION,DK,AGRICULTURE,2086373.31,1M_4_9M,1706,8,27,49,78,34,62,0,NONE,,PUBLIC_DISCLOSURE_API,2025-10-12,2025-01-07
2025,REG_2025_001689,COMPANY,IE,TRANSPORT,599054.44,500000_999999,1769,3,8,6,83,36,0,0,NONE,,JOINT_SECRETARIAT,2025-11-21,2024-03-01
2026,REG_2026_001690,THINK_TANK,PL,ENERGY,1461037.75,1M_4_9M,1731,7,14,31,49,12,14,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-07-18,2025-06-11
2014,REG_2014_001691,CONSULTANCY,US,DIGITAL,3404255.96,1M_4_9M,1692,18,17,16,44,190,17,0,NONE,,PUBLIC_DISCLOSURE_API,2015-07-07,2024-05-22
2015,REG_2015_001692,UNIVERSITY,CA,DATA_GOV,3104830.27,1M_4_9M,1696,6,13,22,84,23,16,0,NONE,,JOINT_SECRETARIAT,2016-09-18,2024-04-24
2016,REG_2016_001693,LAW_FIRM,CY,CONSUMER,4099254.65,1M_4_9M,1694,13,33,37,79,106,33,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-12-13,2025-09-19
2017,REG_2017_001694,NGO,GR,MIGRATION,8544657.58,5M_PLUS,1774,9,13,29,48,29,6,0,NONE,,PUBLIC_DISCLOSURE_API,2017-01-15,2024-08-24
2018,REG_2018_001695,PUBLIC_BODY,MT,FINANCE,2335284.29,1M_4_9M,1752,15,31,30,18,34,14,0,NONE,,JOINT_SECRETARIAT,2018-02-08,2024-02-02
2019,REG_2019_001696,TRADE_ASSOCIATION,ES,HEALTH,3566753.31,1M_4_9M,1713,11,22,52,24,13,30,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-01-01,2025-03-13
2020,REG_2020_001697,COMPANY,UA,CLIMATE,7930568.69,5M_PLUS,1758,12,17,20,66,37,23,0,NONE,,PUBLIC_DISCLOSURE_API,2021-12-15,2025-08-03
2021,REG_2021_001698,THINK_TANK,BG,SPACE,4092013.12,1M_4_9M,1736,17,8,57,24,20,41,0,NONE,,JOINT_SECRETARIAT,2022-02-03,2025-12-06
2022,REG_2022_001699,CONSULTANCY,FR,COMPETITION,2880926.66,1M_4_9M,1710,4,19,60,74,70,14,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-07-17,2024-06-04
2023,REG_2023_001700,UNIVERSITY,LT,SECURITY,7061256.02,5M_PLUS,1710,13,29,1,28,38,39,0,NONE,,PUBLIC_DISCLOSURE_API,2023-01-25,2024-03-11
2024,REG_2024_001701,LAW_FIRM,SK,AGRICULTURE,6723913.75,5M_PLUS,1759,4,7,34,54,94,53,0,NONE,,JOINT_SECRETARIAT,2024-10-26,2025-06-29
2025,REG_2025_001702,NGO,NO,TRANSPORT,6866892.23,5M_PLUS,1724,14,5,6,18,25,39,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-06-19,2025-12-11
2026,REG_2026_001703,PUBLIC_BODY,AT,ENERGY,465955.87,100000_499999,1776,4,29,60,17,33,4,0,NONE,,PUBLIC_DISCLOSURE_API,2026-11-27,2025-08-02
2014,REG_2014_001704,TRADE_ASSOCIATION,EE,DIGITAL,8764802.52,5M_PLUS,1742,15,17,56,84,31,1,0,NONE,,JOINT_SECRETARIAT,2015-06-30,2024-10-03
2015,REG_2015_001705,COMPANY,IT,DATA_GOV,3249473.81,1M_4_9M,1772,21,3,28,44,11,9,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-11-16,2026-01-26
2016,REG_2016_001706,THINK_TANK,PT,CONSUMER,4927787.97,1M_4_9M,1714,15,2,8,57,21,25,0,NONE,,PUBLIC_DISCLOSURE_API,2016-12-03,2025-04-27
2017,REG_2017_001707,CONSULTANCY,GB,MIGRATION,1023353.75,1M_4_9M,1728,10,14,50,82,39,10,0,NONE,,JOINT_SECRETARIAT,2017-04-29,2025-09-11
2018,REG_2018_001708,UNIVERSITY,JP,FINANCE,5926257.33,5M_PLUS,1782,8,25,49,44,27,18,0,NONE,,EU_TRANSPARENCY_REGISTER,2018-07-30,2024-09-06
2019,REG_2019_001709,LAW_FIRM,CZ,HEALTH,848825.01,500000_999999,1768,0,34,36,14,59,51,0,NONE,,PUBLIC_DISCLOSURE_API,2019-02-21,2024-09-26
2020,REG_2020_001710,NGO,HU,CLIMATE,7700954.34,5M_PLUS,1744,18,12,17,27,31,40,0,NONE,,JOINT_SECRETARIAT,2020-11-18,2024-01-21
2021,REG_2021_001711,PUBLIC_BODY,NL,SPACE,1302736.41,1M_4_9M,1739,17,8,26,58,24,10,0,NONE,,EU_TRANSPARENCY_REGISTER,2022-09-20,2024-12-13
2022,REG_2022_001712,TRADE_ASSOCIATION,SE,COMPETITION,2216325.68,1M_4_9M,1714,16,22,37,15,22,41,0,NONE,,PUBLIC_DISCLOSURE_API,2022-05-25,2025-06-17
2023,REG_2023_001713,COMPANY,TR,SECURITY,2482176.29,1M_4_9M,1718,18,9,47,80,22,38,0,NONE,,JOINT_SECRETARIAT,2023-01-08,2025-01-17
2024,REG_2024_001714,THINK_TANK,HR,AGRICULTURE,1220115.18,1M_4_9M,1792,18,18,21,11,2,53,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-10-14,2025-04-16
2025,REG_2025_001715,CONSULTANCY,DE,TRANSPORT,1790133.93,1M_4_9M,1776,2,21,3,4,239,3,0,NONE,,PUBLIC_DISCLOSURE_API,2026-01-28,2024-08-03
2026,REG_2026_001716,UNIVERSITY,LU,ENERGY,5851735.5,5M_PLUS,1740,4,23,41,47,32,51,1,WARNING,2026-06-20,JOINT_SECRETARIAT,2026-03-21,2025-09-06
2014,REG_2014_001717,LAW_FIRM,SI,DIGITAL,605030.36,500000_999999,1747,22,32,25,2,215,23,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-02-01,2024-04-19
2015,REG_2015_001718,NGO,IS,DATA_GOV,1131886.47,1M_4_9M,1736,10,19,15,65,30,31,0,NONE,,PUBLIC_DISCLOSURE_API,2016-05-20,2025-06-09
2016,REG_2016_001719,PUBLIC_BODY,BE,CONSUMER,4526139.18,1M_4_9M,1737,15,28,53,5,27,50,0,NONE,,JOINT_SECRETARIAT,2016-12-17,2025-11-05
2017,REG_2017_001720,TRADE_ASSOCIATION,FI,MIGRATION,1942898.07,1M_4_9M,1742,13,25,45,68,26,0,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-08-30,2025-01-31
2018,REG_2018_001721,COMPANY,LV,FINANCE,2732999.4,1M_4_9M,1765,15,17,26,36,27,55,0,NONE,,PUBLIC_DISCLOSURE_API,2018-02-27,2024-04-08
2019,REG_2019_001722,THINK_TANK,RO,HEALTH,3448848.9,1M_4_9M,1781,5,1,43,6,3,38,1,REMOVAL,2020-10-15,JOINT_SECRETARIAT,2020-08-08,2025-01-05
2020,REG_2020_001723,CONSULTANCY,CH,CLIMATE,533804.82,500000_999999,1753,13,9,28,63,117,39,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-04-20,2025-12-09
2021,REG_2021_001724,UNIVERSITY,KR,SPACE,737534.67,500000_999999,1734,19,10,39,73,2,14,0,NONE,,PUBLIC_DISCLOSURE_API,2021-01-14,2024-10-18
2022,REG_2022_001725,LAW_FIRM,DK,COMPETITION,7302607.25,5M_PLUS,1784,1,23,9,16,140,53,0,NONE,,JOINT_SECRETARIAT,2023-08-20,2024-03-29
2023,REG_2023_001726,NGO,IE,SECURITY,5882363.62,5M_PLUS,1763,5,10,1,4,24,15,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-02-26,2025-08-23
2024,REG_2024_001727,PUBLIC_BODY,PL,AGRICULTURE,1573018.96,1M_4_9M,1763,10,7,19,30,3,46,0,NONE,,PUBLIC_DISCLOSURE_API,2025-04-21,2024-02-05
2025,REG_2025_001728,TRADE_ASSOCIATION,US,TRANSPORT,1669559.22,1M_4_9M,1774,13,18,26,16,11,33,0,NONE,,JOINT_SECRETARIAT,2026-05-04,2024-09-14
2026,REG_2026_001729,COMPANY,CA,ENERGY,343363.57,100000_499999,1751,18,31,49,65,20,23,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-03-16,2025-03-13
2014,REG_2014_001730,THINK_TANK,CY,DIGITAL,4636286.96,1M_4_9M,1786,10,34,24,83,19,53,0,NONE,,PUBLIC_DISCLOSURE_API,2014-07-27,2024-11-01
2015,REG_2015_001731,CONSULTANCY,GR,DATA_GOV,2955311.36,1M_4_9M,1788,14,34,50,10,182,17,0,NONE,,JOINT_SECRETARIAT,2015-06-14,2024-02-05
2016,REG_2016_001732,UNIVERSITY,MT,CONSUMER,4895607.87,1M_4_9M,1809,17,1,42,73,3,6,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-03-18,2024-12-29
2017,REG_2017_001733,LAW_FIRM,ES,MIGRATION,1014354.3,1M_4_9M,1782,17,0,2,33,163,44,0,NONE,,PUBLIC_DISCLOSURE_API,2017-03-30,2025-07-13
2018,REG_2018_001734,NGO,UA,FINANCE,3088024.96,1M_4_9M,1793,3,23,34,52,33,28,0,NONE,,JOINT_SECRETARIAT,2019-03-15,2025-10-02
2019,REG_2019_001735,PUBLIC_BODY,BG,HEALTH,1924342.73,1M_4_9M,1802,0,30,69,48,19,0,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-04-02,2025-02-10
2020,REG_2020_001736,TRADE_ASSOCIATION,FR,CLIMATE,3343663.38,1M_4_9M,1736,12,30,56,66,14,6,0,NONE,,PUBLIC_DISCLOSURE_API,2020-05-12,2024-06-23
2021,REG_2021_001737,COMPANY,LT,SPACE,7199263.63,5M_PLUS,1782,1,19,38,67,15,25,1,REMOVAL,2021-07-03,JOINT_SECRETARIAT,2022-08-26,2025-11-25
2022,REG_2022_001738,THINK_TANK,SK,COMPETITION,4691611.16,1M_4_9M,1809,15,3,24,27,36,16,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-08-19,2024-03-07
2023,REG_2023_001739,CONSULTANCY,NO,SECURITY,1641831.71,1M_4_9M,1757,12,2,4,50,177,5,0,NONE,,PUBLIC_DISCLOSURE_API,2024-01-16,2024-10-06
2024,REG_2024_001740,UNIVERSITY,AT,AGRICULTURE,1501431.36,1M_4_9M,1808,19,24,18,71,3,49,0,NONE,,JOINT_SECRETARIAT,2024-10-18,2024-09-30
2025,REG_2025_001741,LAW_FIRM,EE,TRANSPORT,7712673.78,5M_PLUS,1750,11,14,5,96,160,19,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-10-21,2025-01-27
2026,REG_2026_001742,NGO,IT,ENERGY,2314092.07,1M_4_9M,1820,7,15,46,4,27,33,0,NONE,,PUBLIC_DISCLOSURE_API,2026-10-23,2024-03-21
2014,REG_2014_001743,PUBLIC_BODY,PT,DIGITAL,1537642.44,1M_4_9M,1763,11,1,38,37,6,26,0,NONE,,JOINT_SECRETARIAT,2015-06-27,2024-11-07
2015,REG_2015_001744,TRADE_ASSOCIATION,GB,DATA_GOV,5641455.94,5M_PLUS,1801,16,7,20,43,17,41,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-03-15,2025-10-27
2016,REG_2016_001745,COMPANY,JP,CONSUMER,2625318.47,1M_4_9M,1750,17,25,60,17,27,25,0,NONE,,PUBLIC_DISCLOSURE_API,2017-08-19,2025-08-11
2017,REG_2017_001746,THINK_TANK,CZ,MIGRATION,8146274.86,5M_PLUS,1750,16,24,58,13,27,23,0,NONE,,JOINT_SECRETARIAT,2017-11-19,2024-08-10
2018,REG_2018_001747,CONSULTANCY,HU,FINANCE,7631466.24,5M_PLUS,1747,19,16,53,51,81,28,0,NONE,,EU_TRANSPARENCY_REGISTER,2018-02-07,2024-03-18
2019,REG_2019_001748,UNIVERSITY,NL,HEALTH,106163.03,100000_499999,1768,15,24,34,12,4,22,0,NONE,,PUBLIC_DISCLOSURE_API,2019-04-30,2025-02-24
2020,REG_2020_001749,LAW_FIRM,SE,CLIMATE,5101181.19,5M_PLUS,1754,14,35,54,82,207,8,0,NONE,,JOINT_SECRETARIAT,2020-02-24,2024-11-18
2021,REG_2021_001750,NGO,TR,SPACE,6409131.42,5M_PLUS,1753,11,40,39,80,34,5,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-09-16,2024-02-07
2022,REG_2022_001751,PUBLIC_BODY,HR,COMPETITION,9358308.29,5M_PLUS,1819,19,26,32,3,19,19,0,NONE,,PUBLIC_DISCLOSURE_API,2023-07-24,2025-06-01
2023,REG_2023_001752,TRADE_ASSOCIATION,DE,SECURITY,1217369.34,1M_4_9M,1775,19,21,5,44,17,38,0,NONE,,JOINT_SECRETARIAT,2023-03-13,2025-02-08
2024,REG_2024_001753,COMPANY,LU,AGRICULTURE,8566475.47,5M_PLUS,1786,20,35,21,73,28,42,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-04-17,2025-09-30
2025,REG_2025_001754,THINK_TANK,SI,TRANSPORT,4490103.29,1M_4_9M,1834,18,3,57,88,3,45,0,NONE,,PUBLIC_DISCLOSURE_API,2026-08-12,2024-04-05
2026,REG_2026_001755,CONSULTANCY,IS,ENERGY,3355869.44,1M_4_9M,1769,20,29,54,0,227,32,0,NONE,,JOINT_SECRETARIAT,2026-05-09,2025-10-17
2014,REG_2014_001756,UNIVERSITY,BE,DIGITAL,7890362.95,5M_PLUS,1772,5,33,56,90,32,36,0,NONE,,EU_TRANSPARENCY_REGISTER,2014-08-17,2024-12-03
2015,REG_2015_001757,LAW_FIRM,FI,DATA_GOV,5990222.98,5M_PLUS,1798,5,20,37,47,133,31,0,NONE,,PUBLIC_DISCLOSURE_API,2015-06-09,2025-11-05
2016,REG_2016_001758,NGO,LV,CONSUMER,5844278.11,5M_PLUS,1764,2,25,29,89,23,15,0,NONE,,JOINT_SECRETARIAT,2016-12-12,2025-01-21
2017,REG_2017_001759,PUBLIC_BODY,RO,MIGRATION,794734.65,500000_999999,1792,6,12,20,83,34,51,0,NONE,,EU_TRANSPARENCY_REGISTER,2018-08-20,2025-09-20
2018,REG_2018_001760,TRADE_ASSOCIATION,CH,FINANCE,4768677.37,1M_4_9M,1805,13,11,51,20,12,3,0,NONE,,PUBLIC_DISCLOSURE_API,2019-02-06,2024-05-12
2019,REG_2019_001761,COMPANY,KR,HEALTH,4881847.67,1M_4_9M,1761,9,13,39,66,5,54,0,NONE,,JOINT_SECRETARIAT,2020-08-08,2026-01-21
2020,REG_2020_001762,THINK_TANK,DK,CLIMATE,2976048.93,1M_4_9M,1785,16,2,27,83,11,13,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-08-15,2024-05-26
2021,REG_2021_001763,CONSULTANCY,IE,SPACE,6270636.14,5M_PLUS,1776,1,21,39,58,157,26,0,NONE,,PUBLIC_DISCLOSURE_API,2021-09-10,2026-02-12
2022,REG_2022_001764,UNIVERSITY,PL,COMPETITION,7830464.59,5M_PLUS,1781,17,30,44,54,7,50,0,NONE,,JOINT_SECRETARIAT,2022-06-20,2024-01-26
2023,REG_2023_001765,LAW_FIRM,US,SECURITY,4032443.8,1M_4_9M,1844,2,22,11,38,29,48,1,NONE,,EU_TRANSPARENCY_REGISTER,2023-09-18,2025-08-05
2024,REG_2024_001766,NGO,CA,AGRICULTURE,4177529.13,1M_4_9M,1793,10,31,19,4,8,0,0,NONE,,PUBLIC_DISCLOSURE_API,2025-04-23,2024-03-05
2025,REG_2025_001767,PUBLIC_BODY,CY,TRANSPORT,6562581.78,5M_PLUS,1843,10,4,7,72,7,24,0,NONE,,JOINT_SECRETARIAT,2026-11-04,2025-03-06
2026,REG_2026_001768,TRADE_ASSOCIATION,GR,ENERGY,3923884.6,1M_4_9M,1768,19,7,17,64,37,6,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-08-31,2025-07-27
2014,REG_2014_001769,COMPANY,MT,DIGITAL,3896508.13,1M_4_9M,1794,10,25,43,72,26,20,0,NONE,,PUBLIC_DISCLOSURE_API,2015-11-09,2024-05-06
2015,REG_2015_001770,THINK_TANK,ES,DATA_GOV,9214462.4,5M_PLUS,1820,7,25,58,36,19,43,0,NONE,,JOINT_SECRETARIAT,2015-02-09,2025-12-29
2016,REG_2016_001771,CONSULTANCY,UA,CONSUMER,3101674.38,1M_4_9M,1799,20,26,59,47,145,8,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-01-26,2025-02-21
2017,REG_2017_001772,UNIVERSITY,BG,MIGRATION,6531221.49,5M_PLUS,1842,12,5,25,40,19,44,0,NONE,,PUBLIC_DISCLOSURE_API,2018-04-18,2025-04-19
2018,REG_2018_001773,LAW_FIRM,FR,FINANCE,7645799.51,5M_PLUS,1836,14,25,45,32,150,37,0,NONE,,JOINT_SECRETARIAT,2019-01-06,2025-04-30
2019,REG_2019_001774,NGO,LT,HEALTH,8795040.62,5M_PLUS,1819,7,30,68,5,24,10,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-03-09,2024-11-11
2020,REG_2020_001775,PUBLIC_BODY,SK,CLIMATE,4085791.77,1M_4_9M,1783,18,16,47,9,21,31,0,NONE,,PUBLIC_DISCLOSURE_API,2021-12-14,2024-08-25
2021,REG_2021_001776,TRADE_ASSOCIATION,NO,SPACE,6123272.02,5M_PLUS,1849,1,26,59,49,26,23,0,NONE,,JOINT_SECRETARIAT,2021-01-08,2025-09-20
