env_adapt_reference_year,env_adapt_country_iso2,env_adapt_region_nuts_code,env_adapt_hazard_type_code,env_adapt_hazard_frequency_index,env_adapt_hazard_severity_index,env_adapt_population_exposed_count,env_adapt_assets_exposed_eur,env_adapt_vulnerability_index,env_adapt_adaptive_capacity_index,env_adapt_expected_annual_loss_eur,env_adapt_insurance_penetration_pct,env_adapt_national_adaptation_plan_flag,env_adapt_local_adaptation_plan_count,env_adapt_nature_based_solutions_area_ha,env_adapt_climate_services_usage_flag,env_adapt_disaster_risk_reduction_investment_eur,env_adapt_solidarity_fund_activation_flag,env_adapt_data_source,env_adapt_data_extract_date
2023,MT,IE90,HEATWAVE,0.107,0.1619,815071,31527629375.91,0.1093,0.8504,1879131.18,82.35,0,46,42057.96,0,3303948062.17,0,EEA_CLIMATE_ADAPTATION_DB,2025-03-11
2024,SK,DE68,COLD_SPELL,0.8758,0.7729,787817,54483684423.38,0.2008,0.2631,170420199.27,6.38,0,215,22841.76,0,36991826.43,0,COPERNICUS_C3S_INDICATORS,2024-08-31
2025,BE,NL644,LANDSLIDE,0.251,0.1593,812145,56701967368.73,0.3368,0.7299,44950640.49,47.95,0,132,32732.59,1,3713116879.47,1,NATIONAL_RISK_ASSESSMENT,2025-12-30
2005,DK,GR213,STORM_WIND,0.2243,0.5066,756476,45509546203.46,0.8383,0.9724,49826210.91,20.07,1,79,49713.12,1,1526735392.03,0,REGIONAL_RESILIENCE_REPORT,2025-03-17
2006,GR,BE700,WILDFIRE,0.2051,0.5995,824058,46521065310.96,0.4363,0.2342,75939448.33,21.77,1,69,55031.77,1,197737778.19,0,EEA_CLIMATE_ADAPTATION_DB,2025-03-13
2007,LT,HU3,DROUGHT,0.4317,0.9131,757359,63309671191.2,0.9176,0.9329,1481180435.82,73.72,1,113,55779.86,1,2611019667.23,0,COPERNICUS_C3S_INDICATORS,2026-01-14
2008,PT,BG533,FLOOD_COASTAL,0.4783,0.375,771839,21029735247.07,0.3067,0.6538,47115876.58,65.08,0,128,31175.36,1,1366909367.36,0,NATIONAL_RISK_ASSESSMENT,2024-05-10
2009,SE,PL956,FLOOD_RIVER,0.7178,0.5377,778930,29022842823.64,0.2361,0.7262,134209635.94,58.15,0,127,16163.78,1,2622604153.85,0,REGIONAL_RESILIENCE_REPORT,2025-11-05
2010,CY,BG61,HEATWAVE,0.5873,0.1458,762240,52947883960.95,0.6589,0.6623,119615483.05,42.48,1,41,32714.84,1,1142910209.27,1,EEA_CLIMATE_ADAPTATION_DB,2025-05-25
2011,FR,ES9,COLD_SPELL,0.5724,0.2556,827231,50396237119.97,0.6065,0.1293,229366335.68,15.32,0,149,53147.6,1,1132461362.43,0,COPERNICUS_C3S_INDICATORS,2024-02-05
2012,IT,GR24,LANDSLIDE,0.6437,0.3694,783340,42121294418.11,0.2046,0.1565,135592121.17,77.62,0,25,47516.91,0,2314787139.91,0,NATIONAL_RISK_ASSESSMENT,2024-06-13
2013,NL,HR254,STORM_WIND,0.5615,0.354,827936,43653108865.44,0.4034,0.5977,126081884.3,12.15,0,129,67501.29,1,265055464.44,0,REGIONAL_RESILIENCE_REPORT,2024-08-10
2014,SI,FR485,WILDFIRE,0.0509,0.6294,824534,24175523063.29,0.176,0.54,3551364.67,80.52,0,3,19610.44,0,891433440.1,0,EEA_CLIMATE_ADAPTATION_DB,2024-07-03
2015,BG,SE667,DROUGHT,0.7661,0.7292,811212,8766962786.77,0.4699,0.9227,171263030.7,77.87,0,47,62054.46,0,301602863.04,0,COPERNICUS_C3S_INDICATORS,2025-08-23
2016,EE,ES53,FLOOD_COASTAL,0.1613,0.4185,822963,25844330087.4,0.922,0.1885,71109517.19,32.98,1,51,85164.03,0,3784044471.93,0,NATIONAL_RISK_ASSESSMENT,2024-02-16
2017,HU,GR4,FLOOD_RIVER,0.0981,0.7604,755554,51982061168.48,0.3227,0.8188,42460213.99,76.89,1,47,57529.39,1,1735884144.0,0,REGIONAL_RESILIENCE_REPORT,2025-01-15
2018,LU,HR68,HEATWAVE,0.3916,0.3798,810409,3273687937.57,0.1436,0.5988,3117163.84,30.33,0,122,69624.84,0,1650741563.48,0,EEA_CLIMATE_ADAPTATION_DB,2025-09-20
2019,RO,PL9,COLD_SPELL,0.0925,0.1217,803323,3668515164.57,0.2038,0.6888,197326.65,75.31,1,179,38322.45,0,2086065799.38,0,COPERNICUS_C3S_INDICATORS,2026-02-11
2020,AT,LV60,LANDSLIDE,0.2506,0.5565,820425,43535502868.68,0.4683,0.7009,158109421.29,45.38,1,212,75826.53,0,693775204.18,0,NATIONAL_RISK_ASSESSMENT,2025-06-05
2021,CZ,FR160,STORM_WIND,0.7576,0.828,784506,3148088635.78,0.325,0.3578,26839404.6,56.26,0,158,64670.26,1,2945205082.23,0,REGIONAL_RESILIENCE_REPORT,2025-07-15
2022,DE,GR1,WILDFIRE,0.9143,0.4941,795466,46710000237.86,0.622,0.1995,238557136.99,70.68,0,81,638.62,1,2972399124.03,0,EEA_CLIMATE_ADAPTATION_DB,2025-07-12
2023,LV,GR82,DROUGHT,0.303,0.7278,793994,29153968976.1,0.7599,0.5587,230133083.78,16.43,1,2,102.71,1,2214727025.18,1,COPERNICUS_C3S_INDICATORS,2024-04-23
2024,PL,HU9,FLOOD_COASTAL,0.3389,0.6687,773815,10913626982.89,0.7672,0.7056,76103374.56,80.34,1,54,17460.27,1,1789587421.48,1,NATIONAL_RISK_ASSESSMENT,2025-09-16
2025,ES,NL379,FLOOD_RIVER,0.7075,0.2271,773323,37708802523.48,0.5184,0.7791,38922894.76,48.21,1,142,95229.45,1,1987895933.34,1,REGIONAL_RESILIENCE_REPORT,2024-01-20
2005,HR,FI415,HEATWAVE,0.536,0.3292,819002,67122730518.14,0.5504,0.376,233594939.17,34.55,1,44,23223.08,1,1496398439.55,0,EEA_CLIMATE_ADAPTATION_DB,2024-03-03
2006,FI,ES991,COLD_SPELL,0.6866,0.3595,782267,62097702803.26,0.7793,0.4403,875059678.37,35.32,0,186,4816.16,1,1394031672.16,0,COPERNICUS_C3S_INDICATORS,2025-02-07
2007,IE,SK899,LANDSLIDE,0.6456,0.3729,836809,51235139029.73,0.7179,0.2613,327864359.77,34.56,1,113,49619.69,0,355796118.19,0,NATIONAL_RISK_ASSESSMENT,2024-12-27
2008,MT,PL357,STORM_WIND,0.2004,0.4507,808573,29400100345.34,0.373,0.8433,37748604.33,69.35,1,20,68125.18,0,2825060360.94,0,REGIONAL_RESILIENCE_REPORT,2025-09-18
2009,SK,GR57,WILDFIRE,0.6648,0.5703,798283,39519437120.72,0.5129,0.1388,128474777.65,70.89,0,48,10816.38,1,2420576322.43,0,EEA_CLIMATE_ADAPTATION_DB,2025-12-11
2010,BE,RO63,DROUGHT,0.3854,0.3535,784920,12584158994.15,0.4627,0.5367,23009006.56,36.1,0,119,27768.6,1,314468468.23,1,COPERNICUS_C3S_INDICATORS,2025-09-02
2011,DK,BE361,FLOOD_COASTAL,0.5304,0.8,807650,23346405000.65,0.6701,0.3222,259121682.32,19.98,1,118,91213.79,1,3660312301.08,0,NATIONAL_RISK_ASSESSMENT,2024-04-26
2012,GR,LT8,FLOOD_RIVER,0.6455,0.5845,809831,41490026614.51,0.6273,0.6595,731113262.02,72.64,1,211,76830.81,0,2141998974.5,0,REGIONAL_RESILIENCE_REPORT,2025-06-27
2013,LT,PL609,HEATWAVE,0.8456,0.4548,839519,36351417313.0,0.7515,0.9326,810467101.83,44.67,0,94,83310.92,0,2680739753.02,0,EEA_CLIMATE_ADAPTATION_DB,2024-08-28
2014,PT,HR3,COLD_SPELL,0.2236,0.9516,786479,52109642708.69,0.4781,0.2295,329033895.43,58.8,1,151,27101.97,1,932991388.29,1,COPERNICUS_C3S_INDICATORS,2024-10-28
2015,SE,HR38,LANDSLIDE,0.936,0.271,826239,57895988248.44,0.819,0.264,376459745.96,75.66,1,134,37713.48,1,1815920367.81,0,NATIONAL_RISK_ASSESSMENT,2025-07-06
2016,CY,MT419,STORM_WIND,0.7897,0.8271,791515,999987084.92,0.5101,0.3281,26215199.17,77.59,1,235,32147.23,1,3471945565.66,0,REGIONAL_RESILIENCE_REPORT,2024-07-01
2017,FR,CY40,WILDFIRE,0.5247,0.9215,818112,20412925098.11,0.1564,0.2942,69495361.0,64.71,1,180,72396.48,0,757380501.49,0,EEA_CLIMATE_ADAPTATION_DB,2025-09-23
2018,IT,EE4,DROUGHT,0.4935,0.6974,822283,7191215093.59,0.2109,0.6605,39008757.78,24.3,0,46,5569.5,0,1948932.58,0,COPERNICUS_C3S_INDICATORS,2025-08-14
2019,NL,LT897,FLOOD_COASTAL,0.0973,0.4237,783744,45110510610.17,0.2723,0.3251,14692801.51,14.93,0,213,66169.96,1,3079748136.53,0,NATIONAL_RISK_ASSESSMENT,2024-09-02
2020,SI,CY958,FLOOD_RIVER,0.6657,0.5313,822342,27995910214.12,0.5743,0.9689,126853057.13,80.4,1,209,97683.84,1,727811228.11,0,REGIONAL_RESILIENCE_REPORT,2025-07-26
2021,BG,SI8,HEATWAVE,0.8945,0.2437,843727,2557514449.43,0.3371,0.667,4167749.89,18.11,1,1,46531.8,0,1208920320.85,1,EEA_CLIMATE_ADAPTATION_DB,2024-05-24
2022,EE,IE57,COLD_SPELL,0.2844,0.4178,782795,57991459379.89,0.3423,0.7682,79619720.74,83.05,1,57,26349.89,1,162715876.4,0,COPERNICUS_C3S_INDICATORS,2025-06-24
2023,HU,NL61,LANDSLIDE,0.1488,0.1112,770837,38089403565.63,0.7858,0.5667,30175847.0,78.0,1,51,63763.58,0,1548375278.67,1,NATIONAL_RISK_ASSESSMENT,2024-04-02
2024,LU,PL932,STORM_WIND,0.914,0.1462,835714,46727501012.5,0.5593,0.3549,120662522.8,64.04,1,25,54966.75,0,1974105421.77,0,REGIONAL_RESILIENCE_REPORT,2024-12-20
2025,RO,CY338,WILDFIRE,0.6569,0.7083,780792,48504698778.75,0.8938,0.5529,847024047.02,28.03,1,42,46119.42,0,486613156.7,0,EEA_CLIMATE_ADAPTATION_DB,2025-06-06
2005,AT,MT19,DROUGHT,0.1963,0.3973,829805,56029146196.67,0.8907,0.6256,128013722.29,59.62,0,116,71677.29,1,404949909.37,0,COPERNICUS_C3S_INDICATORS,2025-05-17
2006,CZ,ES6,FLOOD_COASTAL,0.6993,0.3863,817529,17698617409.74,0.2252,0.4475,62157570.74,59.4,1,169,79093.14,1,501998592.94,0,NATIONAL_RISK_ASSESSMENT,2024-04-05
2007,DE,CY454,FLOOD_RIVER,0.2958,0.1955,778405,859199320.42,0.4186,0.6031,1560085.17,62.16,0,75,41245.9,1,1577880444.83,0,REGIONAL_RESILIENCE_REPORT,2025-02-10
2008,LV,BE93,HEATWAVE,0.5995,0.1533,845957,35706409799.65,0.3464,0.3184,25120641.27,79.75,1,48,21438.81,1,2615677891.12,0,EEA_CLIMATE_ADAPTATION_DB,2024-01-10
2009,PL,FI804,COLD_SPELL,0.6296,0.2284,773275,49229628786.15,0.3402,0.566,45440229.65,69.43,1,26,62057.86,1,363483721.42,0,COPERNICUS_C3S_INDICATORS,2025-01-06
2010,ES,SK7,LANDSLIDE,0.8152,0.2555,802550,46843574001.86,0.5634,0.9784,81255250.98,49.99,0,90,50242.29,1,1574093406.01,0,NATIONAL_RISK_ASSESSMENT,2025-10-22
2011,HR,BG665,STORM_WIND,0.6349,0.3122,790956,53305618502.01,0.615,0.2555,186781988.54,53.61,1,58,40348.69,0,782031560.46,0,REGIONAL_RESILIENCE_REPORT,2026-02-13
2012,FI,CY811,WILDFIRE,0.721,0.6291,793011,10456465164.44,0.8892,0.9297,125227813.64,73.7,1,164,61788.88,1,4087114338.62,0,EEA_CLIMATE_ADAPTATION_DB,2025-07-12
2013,IE,AT23,DROUGHT,0.6637,0.319,794621,53967633966.89,0.5609,0.6788,385242011.67,80.27,1,45,31399.97,0,2400937550.65,0,COPERNICUS_C3S_INDICATORS,2024-08-12
2014,MT,DE57,FLOOD_COASTAL,0.4803,0.6242,804715,7955369497.02,0.3862,0.8912,61125163.32,43.7,1,91,40924.63,1,719129783.44,0,NATIONAL_RISK_ASSESSMENT,2025-04-12
2015,SK,LT73,FLOOD_RIVER,0.7333,0.7588,790580,4385200593.39,0.1959,0.2047,20150674.17,41.52,1,61,66046.12,1,2864110367.13,0,REGIONAL_RESILIENCE_REPORT,2025-03-27
2016,BE,CY2,HEATWAVE,0.3042,0.2296,832836,1977921879.67,0.8129,0.8963,2005426.05,81.58,1,36,46459.37,1,1698342788.38,0,EEA_CLIMATE_ADAPTATION_DB,2025-06-25
2017,DK,SK273,COLD_SPELL,0.402,0.858,815180,42677606774.69,0.7867,0.5067,396805699.76,33.76,0,162,69405.9,1,2940598289.93,0,COPERNICUS_C3S_INDICATORS,2024-03-17
2018,GR,LT242,LANDSLIDE,0.2252,0.4452,807994,5841616900.91,0.802,0.5405,21364571.02,58.62,1,76,4472.85,1,2176184154.68,0,NATIONAL_RISK_ASSESSMENT,2026-02-04
2019,LT,MT23,STORM_WIND,0.8934,0.3891,844544,46342673101.5,0.6682,0.9521,580460727.74,62.81,1,11,70150.17,0,2759796142.97,0,REGIONAL_RESILIENCE_REPORT,2026-02-04
2020,PT,GR78,WILDFIRE,0.3649,0.3072,782104,4775202449.08,0.8051,0.7517,21015700.06,63.99,1,11,2538.5,0,2016134111.7,0,EEA_CLIMATE_ADAPTATION_DB,2025-11-19
2021,SE,MT5,DROUGHT,0.5772,0.1043,823992,11147098950.47,0.4974,0.202,5325735.77,5.46,1,180,67715.36,1,4335734159.35,0,COPERNICUS_C3S_INDICATORS,2025-04-18
2022,CY,AT262,FLOOD_COASTAL,0.7175,0.728,828943,16967401625.02,0.3857,0.1305,233730791.06,6.21,1,12,869.31,1,800105808.44,1,NATIONAL_RISK_ASSESSMENT,2024-08-31
2023,FR,CY33,FLOOD_RIVER,0.2608,0.834,820781,15836325718.24,0.9037,0.624,32928669.61,78.91,1,150,91804.65,1,1903481724.61,0,REGIONAL_RESILIENCE_REPORT,2025-08-06
2024,IT,PT91,HEATWAVE,0.6462,0.7748,819674,49776980984.76,0.3005,0.5168,384647323.14,62.41,1,208,25597.41,0,3123440311.71,0,EEA_CLIMATE_ADAPTATION_DB,2024-07-15
2025,NL,LV95,COLD_SPELL,0.2575,0.3514,796199,65075518959.25,0.1217,0.1627,18709359.9,45.84,0,87,38869.44,0,4364513035.06,0,COPERNICUS_C3S_INDICATORS,2025-02-16
2005,SI,IT487,LANDSLIDE,0.1507,0.483,812985,40768136199.53,0.3672,0.7186,29758507.78,12.27,0,172,30867.45,1,1518739816.89,0,NATIONAL_RISK_ASSESSMENT,2024-06-11
2006,BG,CY588,STORM_WIND,0.4556,0.1853,803904,10853905896.88,0.6997,0.817,24811150.67,39.09,1,151,67132.61,1,2603057236.39,0,REGIONAL_RESILIENCE_REPORT,2026-01-12
2007,EE,SI7,WILDFIRE,0.6638,0.6746,852470,45478735862.73,0.3943,0.6314,89502511.05,5.2,1,184,74667.74,0,709559309.29,0,EEA_CLIMATE_ADAPTATION_DB,2025-09-18
2008,HU,BE206,DROUGHT,0.2142,0.6646,800752,1239306891.67,0.4468,0.5395,2144187.72,18.56,0,139,56787.47,1,1494814337.13,0,COPERNICUS_C3S_INDICATORS,2024-02-23
2009,LU,HR861,FLOOD_COASTAL,0.341,0.606,838835,48299753299.22,0.3819,0.1866,38167211.21,63.86,0,55,95594.48,0,1535143492.12,0,NATIONAL_RISK_ASSESSMENT,2025-10-27
2010,RO,SE8,FLOOD_RIVER,0.1083,0.1876,798473,47947111606.08,0.257,0.9639,16657667.31,27.0,0,30,81220.71,1,1564053656.81,0,REGIONAL_RESILIENCE_REPORT,2024-08-24
2011,AT,NL4,HEATWAVE,0.1261,0.7583,818727,15490373970.9,0.5843,0.9089,63695556.88,20.1,0,86,47206.11,0,2920444626.72,0,EEA_CLIMATE_ADAPTATION_DB,2024-01-16
2012,CZ,LU637,COLD_SPELL,0.6162,0.9001,830497,40014581819.62,0.2233,0.131,226405077.88,78.14,0,11,8805.78,1,2005787227.86,0,COPERNICUS_C3S_INDICATORS,2024-03-18
2013,DE,IT215,LANDSLIDE,0.2181,0.1644,816126,59372422495.89,0.9186,0.4241,21350717.07,84.97,1,120,5529.69,1,2803102862.33,0,NATIONAL_RISK_ASSESSMENT,2025-05-09
2014,LV,IT3,STORM_WIND,0.3075,0.58,843970,29051463650.78,0.3879,0.1684,137185333.32,40.18,1,185,25530.73,1,193830832.91,0,REGIONAL_RESILIENCE_REPORT,2025-08-24
2015,PL,IT932,WILDFIRE,0.3562,0.2343,810489,44450809097.36,0.3095,0.4993,39612450.48,23.66,1,171,38013.5,1,1441511866.86,0,EEA_CLIMATE_ADAPTATION_DB,2025-08-02
2016,ES,BE7,DROUGHT,0.2349,0.4746,851428,27110907853.35,0.6324,0.3623,127187469.97,82.18,1,249,27579.88,1,1870276436.5,0,COPERNICUS_C3S_INDICATORS,2025-10-21
2017,HR,BG3,FLOOD_COASTAL,0.155,0.2236,785895,67262138514.41,0.1762,0.328,15449996.19,83.7,1,98,76488.98,1,992928347.7,0,NATIONAL_RISK_ASSESSMENT,2025-07-13
2018,FI,IE874,FLOOD_RIVER,0.6386,0.9454,803927,28707577809.79,0.3586,0.5521,79850464.32,58.18,1,76,46326.14,0,2261609127.32,0,REGIONAL_RESILIENCE_REPORT,2025-02-21
2019,IE,ES79,HEATWAVE,0.2481,0.3265,839244,46961108033.32,0.2047,0.5644,43523643.45,60.77,0,219,54925.17,0,829855907.25,0,EEA_CLIMATE_ADAPTATION_DB,2025-12-16
2020,MT,EE8,COLD_SPELL,0.7425,0.5528,851637,22740793816.3,0.2767,0.3966,120889657.52,54.59,1,51,57782.46,1,772143410.22,0,COPERNICUS_C3S_INDICATORS,2024-02-21
2021,SK,IT505,LANDSLIDE,0.3101,0.8994,793494,34697108255.77,0.2284,0.1424,39498374.68,34.08,1,56,69495.7,1,1806867094.72,0,NATIONAL_RISK_ASSESSMENT,2024-04-26
2022,BE,FI5,STORM_WIND,0.902,0.7733,815145,62879818690.81,0.5013,0.2339,239669599.06,77.62,1,158,73973.28,0,759604093.24,1,REGIONAL_RESILIENCE_REPORT,2025-04-26
2023,DK,NL81,WILDFIRE,0.6925,0.9578,818098,9959562848.16,0.9428,0.8848,279978730.36,36.1,1,127,16825.35,1,75905594.11,1,EEA_CLIMATE_ADAPTATION_DB,2025-11-05
2024,GR,BG95,DROUGHT,0.4858,0.6576,824968,8578121070.68,0.1503,0.9576,30485987.71,71.31,1,83,30427.75,0,108627980.78,0,COPERNICUS_C3S_INDICATORS,2025-02-10
2025,LT,LV246,FLOOD_COASTAL,0.3049,0.9726,856065,37487290796.13,0.5689,0.746,315011704.43,41.41,1,78,54863.44,0,181509361.68,0,NATIONAL_RISK_ASSESSMENT,2024-08-26
2005,PT,MT7,FLOOD_RIVER,0.3078,0.441,803041,50270680231.71,0.4656,0.3048,95502385.14,73.06,1,125,53346.9,1,1237861355.18,0,REGIONAL_RESILIENCE_REPORT,2025-09-03
2006,SE,PL27,HEATWAVE,0.9413,0.8501,850681,8756582149.38,0.5424,0.1977,74590113.92,22.35,1,159,72761.84,1,1948151466.53,0,EEA_CLIMATE_ADAPTATION_DB,2025-12-08
2007,CY,MT8,COLD_SPELL,0.828,0.8974,809853,28819999376.37,0.8614,0.87,1037523543.68,46.69,1,162,28446.65,1,2531925364.88,0,COPERNICUS_C3S_INDICATORS,2024-06-15
2008,FR,SE349,LANDSLIDE,0.0907,0.7751,804466,51743239359.49,0.1211,0.9125,32020361.13,23.36,0,36,7676.43,1,523726137.47,0,NATIONAL_RISK_ASSESSMENT,2025-08-25
2009,IT,CZ7,STORM_WIND,0.3083,0.939,815598,39742894934.34,0.8231,0.5798,303879335.53,55.77,1,4,4824.6,0,2640033486.61,0,REGIONAL_RESILIENCE_REPORT,2025-10-31
2010,NL,MT3,WILDFIRE,0.3314,0.1084,857512,16265836698.53,0.9096,0.3821,34696699.86,57.01,0,99,23160.63,1,1345587164.52,0,EEA_CLIMATE_ADAPTATION_DB,2025-02-07
2011,SI,BE269,DROUGHT,0.069,0.2614,861918,6227241137.74,0.2117,0.6537,1624460.78,63.61,1,66,59202.38,1,2627214585.08,0,COPERNICUS_C3S_INDICATORS,2026-01-20
2012,BG,CZ685,FLOOD_COASTAL,0.8838,0.8924,795253,44828496102.04,0.7032,0.5461,1426823008.31,23.88,1,198,63705.52,1,1550544981.29,0,NATIONAL_RISK_ASSESSMENT,2025-02-10
2013,EE,IE8,FLOOD_RIVER,0.5609,0.659,800225,39955898718.88,0.7573,0.2566,446746788.36,39.65,1,90,90944.23,1,3710877644.28,0,REGIONAL_RESILIENCE_REPORT,2026-01-11
2014,HU,GR60,HEATWAVE,0.3984,0.2117,853043,16606715455.94,0.6922,0.6351,60687927.16,57.62,1,182,4801.29,1,1478440061.44,0,EEA_CLIMATE_ADAPTATION_DB,2025-04-21
2015,LU,HU496,COLD_SPELL,0.9221,0.5872,836002,14999558098.54,0.8122,0.4391,125594061.25,33.8,1,155,18422.32,1,537784038.88,0,COPERNICUS_C3S_INDICATORS,2025-10-21
2016,RO,AT97,LANDSLIDE,0.4472,0.1809,811132,27238714657.73,0.8982,0.3325,155196125.6,18.85,1,243,39648.73,1,3762459797.92,0,NATIONAL_RISK_ASSESSMENT,2025-03-21
2017,AT,SK628,STORM_WIND,0.5539,0.9567,802915,23632849961.16,0.9262,0.4934,893825929.71,84.91,0,201,8254.49,0,1568779746.28,0,REGIONAL_RESILIENCE_REPORT,2025-06-16
2018,CZ,PL840,WILDFIRE,0.71,0.3442,847397,39692743619.23,0.6947,0.6407,361605703.62,27.04,1,129,20267.79,1,1940665313.41,0,EEA_CLIMATE_ADAPTATION_DB,2025-02-22
2019,DE,LU58,DROUGHT,0.731,0.843,861792,12596113779.63,0.7433,0.5813,245852362.56,47.2,1,158,49829.46,0,3308517848.75,0,COPERNICUS_C3S_INDICATORS,2024-06-15
2020,LV,LT969,FLOOD_COASTAL,0.6516,0.8266,843822,28330408372.19,0.5082,0.9309,609067533.16,73.74,1,188,96106.21,0,3644781607.74,0,NATIONAL_RISK_ASSESSMENT,2025-02-25
2021,PL,DE55,FLOOD_RIVER,0.2041,0.8183,846086,41774174381.79,0.7694,0.14,148581573.28,41.74,1,90,33251.78,0,1658801004.95,0,REGIONAL_RESILIENCE_REPORT,2025-03-04
2022,ES,FI57,HEATWAVE,0.8605,0.8217,802629,56342099413.73,0.2227,0.1903,253809288.08,9.42,1,189,86076.74,0,2515670945.88,0,EEA_CLIMATE_ADAPTATION_DB,2024-05-01
2023,HR,CZ25,COLD_SPELL,0.8431,0.6686,804647,12383782393.11,0.2799,0.4772,156309511.66,22.1,0,83,13525.89,0,2743585071.26,0,COPERNICUS_C3S_INDICATORS,2024-05-02
2024,FI,SI6,LANDSLIDE,0.7493,0.7697,862324,33398810544.35,0.3525,0.431,182875977.99,60.64,1,30,66202.89,1,1189349539.38,0,NATIONAL_RISK_ASSESSMENT,2024-07-28
2025,IE,DK167,STORM_WIND,0.6425,0.8114,830816,48198070143.37,0.4577,0.8969,623723891.52,10.74,0,212,57582.8,1,2136917904.42,0,REGIONAL_RESILIENCE_REPORT,2024-09-12
2005,MT,PL413,WILDFIRE,0.3693,0.6518,803035,23477699137.55,0.6251,0.1549,82961849.04,81.55,1,4,65937.97,1,1346740414.59,1,EEA_CLIMATE_ADAPTATION_DB,2024-08-08
2006,SK,EE407,DROUGHT,0.4429,0.2737,863238,1428296337.44,0.8207,0.9393,10304324.17,6.85,1,197,47886.99,0,3684481133.0,0,COPERNICUS_C3S_INDICATORS,2025-03-23
2007,BE,SE260,FLOOD_COASTAL,0.0595,0.109,841875,38324370483.72,0.7333,0.6392,3084185.04,47.31,0,64,339.96,0,167471036.84,0,NATIONAL_RISK_ASSESSMENT,2025-02-20
2008,DK,PL5,FLOOD_RIVER,0.2651,0.5939,824773,40437464154.73,0.8526,0.8668,174059435.94,36.55,1,246,74740.65,1,2724984150.36,0,REGIONAL_RESILIENCE_REPORT,2024-07-16
2009,GR,FI94,HEATWAVE,0.9303,0.485,841938,61740705881.72,0.5575,0.2801,161575363.52,11.09,1,136,82802.99,0,2215303695.88,0,EEA_CLIMATE_ADAPTATION_DB,2024-02-10
2010,LT,RO928,COLD_SPELL,0.4232,0.465,865411,55898894210.69,0.1605,0.6559,101203856.22,12.36,1,129,32599.1,1,2121478969.4,0,COPERNICUS_C3S_INDICATORS,2024-03-02
2011,PT,BG88,LANDSLIDE,0.6051,0.4424,869978,48502175141.47,0.1304,0.6301,46848848.38,67.72,1,162,31543.17,0,348336668.83,0,NATIONAL_RISK_ASSESSMENT,2024-08-19
2012,SE,IE5,STORM_WIND,0.5869,0.6787,799552,6293410546.5,0.4447,0.3661,84665987.15,23.59,1,97,12345.01,1,554384099.06,0,REGIONAL_RESILIENCE_REPORT,2025-05-24
2013,CY,HR594,WILDFIRE,0.7019,0.1857,854960,53567555322.6,0.1825,0.7063,74541203.53,80.45,1,66,9930.19,0,2923454176.72,0,EEA_CLIMATE_ADAPTATION_DB,2024-10-10
2014,FR,LU429,DROUGHT,0.6491,0.8888,867240,69384593061.12,0.8512,0.561,1078045003.86,85.0,1,39,58249.08,0,1390745256.39,0,COPERNICUS_C3S_INDICATORS,2024-09-01
2015,IT,SE87,FLOOD_COASTAL,0.0922,0.958,852355,60558070781.54,0.3189,0.7493,61488840.1,6.06,0,185,89379.41,1,2098795472.16,0,NATIONAL_RISK_ASSESSMENT,2025-09-01
2016,NL,ES3,FLOOD_RIVER,0.593,0.4462,846000,32062143288.15,0.4271,0.9001,199156180.14,78.44,1,189,31966.41,0,643272522.32,0,REGIONAL_RESILIENCE_REPORT,2025-04-25
2017,SI,PT866,HEATWAVE,0.3395,0.9776,821860,44663773825.1,0.7577,0.7845,516331310.34,56.83,0,52,55432.98,0,701216399.26,0,EEA_CLIMATE_ADAPTATION_DB,2024-02-10
2018,BG,RO65,COLD_SPELL,0.3472,0.2919,842983,3417256599.55,0.2569,0.6739,4922641.08,79.23,1,199,57715.06,1,57846559.12,1,COPERNICUS_C3S_INDICATORS,2025-07-03
2019,EE,SI83,LANDSLIDE,0.539,0.3065,843518,21725039122.74,0.5324,0.8671,95881213.92,46.09,1,146,121.79,0,2394995261.72,0,NATIONAL_RISK_ASSESSMENT,2024-07-08
2020,HU,FI66,STORM_WIND,0.5005,0.9239,801748,8735838524.11,0.2561,0.783,65370619.45,83.34,0,218,61159.53,0,2194391704.95,0,REGIONAL_RESILIENCE_REPORT,2024-01-17
2021,LU,MT194,WILDFIRE,0.5226,0.8686,802116,45673557182.82,0.4354,0.3776,163982109.4,46.97,1,193,45404.18,0,1138763907.55,0,EEA_CLIMATE_ADAPTATION_DB,2025-01-01
2022,RO,LU360,DROUGHT,0.0717,0.9722,819285,25089471022.18,0.8908,0.163,92096884.85,49.52,1,108,21356.62,0,874643703.58,0,COPERNICUS_C3S_INDICATORS,2024-05-08
2023,AT,PL234,FLOOD_COASTAL,0.6978,0.7193,844079,36075318932.42,0.628,0.8055,279541260.27,26.14,0,37,67685.35,0,1834406725.21,0,NATIONAL_RISK_ASSESSMENT,2024-09-26
2024,CZ,FI1,FLOOD_RIVER,0.8589,0.8659,812213,29250457363.14,0.4057,0.2183,247473563.9,74.31,0,149,79552.75,0,1903308847.67,0,REGIONAL_RESILIENCE_REPORT,2025-02-14
2025,DE,MT1,HEATWAVE,0.6256,0.5998,869967,32509626306.59,0.4931,0.478,254788188.56,73.26,1,103,68045.04,0,3748127176.03,1,EEA_CLIMATE_ADAPTATION_DB,2025-01-03
