house_rent_rent_month,house_rent_building_id_hash,house_rent_unit_bedroom_count,house_rent_asking_rent_inr,house_rent_effective_rent_inr,house_rent_rent_concession_weeks,house_rent_vacancy_rate_building,house_rent_lease_term_months,house_rent_tenant_income_requirement,house_rent_rent_to_income_ratio,house_rent_utility_included_flag,house_rent_pet_fee_inr,house_rent_application_fee_inr,house_rent_security_deposit_inr,house_rent_eviction_filing_rate,house_rent_rent_control_coverage_flag,house_rent_affordability_target_ami,house_rent_subsidy_waitlist_length,house_rent_move_in_incentive_flag,house_rent_renter_turnover_rate
2019-09,BLDG-8f1d3c604ae4,2,120340,116657,0,9.65,9,3.08,20.9,Y,15628,2466,74750,1.1,Y,184.6,1986,N,45.92
2021-12,BLDG-7332d4c66116,1,23544,23070,2,15.18,9,4.63,18.45,Y,19518,1142,67999,7.086,Y,162.9,21753,Y,29.89
2023-07,BLDG-47fe75572eb9,1,28692,25136,1,10.02,11,2.18,31.21,Y,6236,33,36113,5.896,Y,175.2,30286,N,57.7
2021-12,BLDG-f7cd3a98c9c6,0,154860,136408,8,25.67,12,2.67,24.84,N,17139,2371,86832,1.811,Y,93.8,40620,N,19.37
2020-06,BLDG-736d122d6e17,4,117913,101767,2,15.12,3,3.84,32.98,N,2746,5311,268173,2.381,Y,176.4,36295,Y,59.69
2020-06,BLDG-d52387a8b500,3,55746,47970,2,10.57,9,3.32,16.51,N,6932,5311,319451,1.504,N,36.0,17431,Y,30.2
2023-05,BLDG-d7503da62e5f,2,72721,70536,5,13.37,12,4.72,19.26,Y,17226,5860,287324,2.695,N,186.2,36254,Y,59.15
2024-06,BLDG-fba900b96a75,0,63458,57851,5,17.88,12,3.04,34.19,N,23063,5131,152315,2.538,N,58.7,41710,Y,50.27
2024-07,BLDG-de3c245f1925,4,155514,148480,1,20.97,36,3.71,35.23,Y,13137,5451,131208,4.302,N,190.5,14312,N,42.74
2023-02,BLDG-8db3b3efc263,4,159499,147561,4,14.86,12,3.81,11.38,Y,16560,3681,340791,3.175,N,125.9,8881,N,13.87
2020-08,BLDG-3f78dbea9c26,3,53471,48539,2,8.64,12,4.33,50.66,Y,15389,470,24268,7.61,N,67.5,4984,N,37.3
2020-12,BLDG-c6b072d97a72,2,101576,94203,3,0.21,3,2.59,53.79,Y,20783,1993,188730,3.786,N,148.5,41705,N,45.15
2020-09,BLDG-d000b44b88cb,4,23532,23288,5,25.0,6,2.16,50.1,N,876,3121,43131,1.765,N,180.5,29182,N,51.25
2023-06,BLDG-bef558baec46,0,65160,64344,1,4.72,24,4.71,30.9,N,3776,3170,156979,2.387,N,155.5,36995,N,63.17
2021-12,BLDG-b3ef48676868,1,168822,159457,6,19.75,12,4.6,30.69,N,24280,5447,234594,4.301,Y,197.4,20451,N,56.13
2023-07,BLDG-8c545dbfe6bc,4,79908,81134,7,10.48,3,4.09,36.04,N,11306,4035,262535,2.562,N,34.2,24325,N,25.31
2020-09,BLDG-2c05d91c8413,5,25739,25382,2,24.25,3,2.32,15.33,N,11065,3195,295408,2.567,Y,183.0,24836,N,63.54
2023-08,BLDG-8e510951b4ef,1,81822,74285,5,10.16,9,3.11,27.24,Y,2382,5039,185568,4.924,N,144.8,11958,Y,55.11
2024-06,BLDG-d2d940ac229a,0,75928,75684,0,18.05,3,4.99,32.09,Y,16305,3620,181781,3.229,N,138.5,3948,N,24.97
2025-01,BLDG-3f7d0665c8dc,3,73616,69986,0,19.96,6,4.61,41.23,Y,15211,5425,325440,2.594,N,91.9,12884,N,35.62
2023-10,BLDG-f822c332ae8c,0,160985,158812,7,0.86,11,3.37,25.55,Y,21898,2587,275366,7.732,N,122.6,19449,Y,18.04
2025-03,BLDG-1a5f8b6a5190,1,121106,106701,0,17.9,3,2.48,54.78,Y,22367,4758,324420,2.705,N,132.9,32863,N,27.52
2021-10,BLDG-72638a817f6f,4,120860,110029,7,13.28,11,4.13,27.79,Y,11235,2032,52193,1.512,N,110.5,42622,Y,35.95
2023-06,BLDG-3eab43f9353f,5,89264,88100,8,11.55,24,4.12,11.16,N,6332,5316,92478,5.613,N,119.0,4445,N,13.46
2024-12,BLDG-c27a39a4c79d,0,104577,105782,0,25.8,11,3.46,26.04,Y,8664,4917,151089,1.11,Y,88.5,43900,N,46.7
2020-09,BLDG-796790ae5cb6,3,20124,18955,8,25.63,6,3.19,32.12,Y,12434,2648,41498,6.198,Y,184.0,33900,N,23.96
2021-09,BLDG-7c8a8d433b22,0,77301,68939,7,0.78,3,4.11,50.28,N,10506,826,35035,6.563,N,100.6,20236,N,29.69
2025-05,BLDG-a7f641a3110d,4,21349,20025,4,0.52,24,2.43,9.72,Y,3770,4354,358622,1.066,N,94.9,8433,N,12.66
2021-09,BLDG-3060c3fc5c57,3,54414,51006,0,19.83,3,1.99,9.14,Y,8231,2458,188789,1.308,N,71.5,16229,N,51.9
2024-08,BLDG-8db440c45972,1,42398,42570,3,18.76,12,2.91,46.64,Y,21970,228,182014,1.787,N,31.6,4273,N,15.16
2025-06,BLDG-14305bd4ed5c,5,88459,84995,8,23.86,3,4.07,31.73,N,23289,2376,48205,3.128,N,188.7,14939,Y,46.96
2021-04,BLDG-d3386d7e24fb,5,126705,113347,4,24.49,12,4.08,30.88,N,21820,5091,308772,1.069,Y,77.0,9034,N,56.4
2022-08,BLDG-a1b8a55603d0,2,139647,120669,8,10.21,11,3.2,15.35,N,11099,1479,239620,3.792,N,136.0,5779,N,0.08
2024-11,BLDG-7396f15873b7,2,124302,116613,8,12.61,9,2.09,19.27,Y,21099,3396,355691,2.675,Y,170.6,8133,N,6.19
2022-12,BLDG-8c220e549c4c,4,48012,43693,0,24.98,6,4.52,28.08,N,6466,4092,65461,7.847,N,140.1,38151,Y,7.32
2025-03,BLDG-7c51a93b7a6a,3,32050,30836,5,7.56,9,1.99,9.09,N,21696,2723,205812,3.637,Y,152.9,16998,N,14.2
2021-08,BLDG-dd7e3be8f80d,4,74108,67151,7,9.95,24,2.2,30.04,N,897,5689,290338,3.199,Y,136.9,33780,N,37.25
2025-05,BLDG-f98782486ca3,3,151443,153784,7,25.11,9,2.76,17.99,N,17653,5289,132720,7.987,N,184.8,10915,Y,29.59
2024-10,BLDG-22f256d2130b,3,70206,60184,1,27.42,12,1.86,37.33,N,21514,366,190175,2.721,N,101.6,29645,Y,25.75
2019-01,BLDG-3b6331d91573,0,26317,25667,3,14.32,6,2.15,41.54,Y,3729,41,152863,5.413,N,87.3,34650,N,63.87
2019-05,BLDG-bfeb0c2447ba,5,129671,123483,1,20.17,11,1.99,54.31,Y,12892,2492,189501,0.235,N,153.5,8133,Y,9.48
2020-07,BLDG-8d3ea34dca18,0,32617,33052,6,18.54,6,4.19,52.39,N,303,2861,64915,1.725,Y,77.4,30467,N,0.43
2019-05,BLDG-68b65dcc8d46,2,129477,124209,8,9.16,3,3.54,41.66,N,16959,2896,240077,7.461,Y,90.8,15501,Y,59.89
2020-03,BLDG-5efdf78d9476,4,82535,72988,8,22.65,11,4.41,19.13,Y,23397,4497,354744,6.162,Y,82.8,19522,Y,50.11
2019-10,BLDG-32cf8bb00b3a,4,17416,14859,6,11.78,12,4.68,13.46,Y,8654,3596,183987,5.234,Y,143.9,33288,Y,13.13
2024-03,BLDG-7857afd91424,2,61687,54398,4,5.91,12,3.92,46.26,Y,15321,3905,149788,7.385,N,50.1,41957,Y,12.89
2023-01,BLDG-ae9f79458992,0,121442,123450,3,26.06,36,4.85,37.35,Y,14577,3985,333925,6.843,N,115.6,16963,Y,29.72
2023-11,BLDG-6b437230c76b,1,174085,149155,4,2.63,12,2.4,38.27,N,15520,3841,152099,1.939,Y,33.4,24018,N,14.28
2021-03,BLDG-39e85ffa0c1c,5,34991,31074,0,20.1,6,4.11,12.23,Y,846,3068,52239,4.482,N,155.0,41348,Y,37.07
2021-03,BLDG-f551185aaf76,1,38549,39242,5,3.01,3,3.9,51.25,Y,20810,2682,215253,5.866,N,82.7,36803,Y,24.84
2024-02,BLDG-40aef958d06a,2,89895,77736,1,21.53,36,2.25,11.76,Y,12616,4091,247043,3.718,N,66.4,391,Y,18.33
2019-01,BLDG-cf243a76946a,4,38746,36532,0,22.54,6,4.18,39.34,Y,235,1855,117132,1.219,N,86.6,31832,Y,62.68
2020-05,BLDG-d3f0efe4ffbd,0,92453,84999,4,21.63,6,4.19,53.98,N,4145,883,61478,2.717,N,52.8,42461,N,20.23
2022-03,BLDG-8fcb5c7c147e,4,69459,60786,6,8.98,24,2.29,16.92,N,7048,106,206721,4.748,Y,157.2,38864,N,58.07
2019-03,BLDG-800a2869014f,5,75250,76123,0,21.7,11,3.45,43.76,N,24958,686,136324,2.143,Y,147.4,43814,N,48.1
2021-05,BLDG-fc075fdba839,2,105734,92453,5,4.44,24,2.42,38.37,N,690,3964,201167,6.571,Y,95.6,1014,Y,18.53
2022-10,BLDG-63f8b2806633,2,78623,78360,6,18.45,3,2.7,51.2,Y,22486,3027,48105,4.415,N,153.1,18359,Y,5.9
2020-06,BLDG-b0bfa8ae5686,1,44818,43528,2,4.78,3,4.98,35.5,Y,9050,919,345447,3.532,N,73.5,15068,N,54.77
2023-03,BLDG-3c8676d8d77f,3,112016,106986,3,18.88,11,2.89,21.7,N,10430,4133,200293,5.83,N,185.0,16109,Y,42.86
2022-12,BLDG-2b4d3e33893e,3,70553,63038,3,13.91,11,2.61,46.21,Y,10706,1421,236324,3.198,N,56.8,38459,Y,49.31
2021-02,BLDG-f8fca4c1139f,0,86493,80459,4,21.35,36,4.45,46.69,N,23928,2984,255954,7.508,Y,189.8,37391,N,1.32
2019-05,BLDG-525104686fe2,1,165862,154284,6,21.78,36,3.3,11.54,N,1862,1021,78534,7.661,Y,48.3,43965,N,56.77
2022-07,BLDG-8418ab2211c2,0,141891,128107,4,25.67,36,3.91,29.51,N,6205,2039,37097,0.598,N,52.6,33556,Y,62.68
2021-03,BLDG-c553bd98e78b,0,103545,92932,6,7.87,24,2.61,49.28,N,6835,227,206012,2.489,Y,113.2,28287,N,46.51
2023-08,BLDG-b76bc0b9c042,1,26229,23661,0,20.77,11,2.81,50.27,N,235,5811,115815,2.525,Y,120.5,10810,N,14.45
2024-06,BLDG-03671942b069,4,110425,110626,6,2.35,9,3.86,48.78,N,9341,1322,138589,2.008,N,123.4,43062,N,13.72
2021-08,BLDG-742e51db0b06,0,177711,173399,8,12.8,3,4.82,21.58,Y,10615,815,68804,5.111,N,199.1,24745,Y,17.79
2021-04,BLDG-6e9185f415a8,1,154660,151802,2,15.7,24,3.29,41.02,Y,2085,1694,25724,3.799,N,125.9,31217,Y,59.56
2023-09,BLDG-09b4b5c4dda9,0,61674,58735,6,24.9,36,2.94,29.48,N,21006,5578,276918,0.171,Y,163.4,38012,N,9.85
2022-04,BLDG-98278377853d,4,6836,6906,0,18.71,12,3.71,28.96,N,15747,3491,17881,3.409,N,128.1,35980,Y,7.27
2023-02,BLDG-1ff51adccfb4,2,124634,109580,3,6.52,36,3.59,29.09,N,21054,5689,231610,3.082,Y,126.4,1256,Y,50.17
2020-02,BLDG-85267a05437c,0,132910,133529,6,9.83,36,2.56,15.44,Y,9130,2792,357865,0.719,N,148.8,10511,N,49.61
2023-07,BLDG-8addadc871c4,0,75906,71291,5,11.69,12,4.22,16.49,N,24786,742,286598,0.834,Y,40.4,14094,N,41.9
2021-04,BLDG-0932ae551f22,0,23205,20436,4,24.32,6,4.27,35.79,N,10071,4355,37143,1.774,N,158.7,23519,N,23.27
2021-09,BLDG-f86cb8efc5ff,1,162346,142342,2,17.58,9,3.93,48.21,N,2816,1598,330452,1.196,N,188.7,41359,N,28.03
2019-01,BLDG-d7a1cedbf5d5,0,139959,141533,7,8.14,3,2.87,27.36,Y,19058,4239,102232,3.471,Y,54.2,17302,N,9.53
2024-05,BLDG-4f4d645122f5,1,132836,124878,6,2.81,3,2.18,26.74,N,5039,1732,87009,5.109,Y,190.2,2326,Y,16.99
2024-10,BLDG-9177052cfaf7,1,119140,111814,8,7.39,3,4.5,30.89,N,20888,4357,175930,2.588,Y,106.8,5262,N,29.21
2024-10,BLDG-0d9acd971d5a,5,161067,153986,1,24.14,6,4.7,19.75,N,8525,1494,110167,2.462,Y,35.1,26366,N,41.74
2019-06,BLDG-4197c752c90e,1,19570,17611,5,19.57,12,3.65,37.37,N,11686,5237,61473,5.915,N,58.2,3291,N,29.02
2019-01,BLDG-eb205e335023,5,153774,147227,2,20.42,3,1.92,36.87,Y,15323,1092,102758,2.928,N,42.1,18085,N,29.16
2024-08,BLDG-e88fd39e5abf,3,53085,52223,1,24.15,12,4.39,42.85,Y,17090,3851,86431,4.323,Y,89.7,7008,Y,30.81
2022-10,BLDG-c779e73ef9c8,2,134034,115860,5,13.82,24,1.91,15.95,Y,4641,1978,298142,3.94,Y,65.2,312,Y,51.32
2021-10,BLDG-1cb9e80fd48d,0,119927,111650,0,17.32,6,3.0,10.26,N,23000,5528,345127,3.586,N,103.2,42940,Y,63.66
2020-02,BLDG-c8ae0f502a83,4,179966,166194,1,24.54,9,4.12,20.34,Y,10235,5501,131651,2.27,Y,174.1,33014,N,43.55
2020-01,BLDG-acd95a92caad,2,12383,11255,6,13.28,11,3.66,40.43,N,16431,3870,11646,2.481,N,34.0,22250,Y,2.12
2022-02,BLDG-22e49d334cfc,5,164073,162994,3,23.12,3,4.59,33.9,N,24872,3712,28632,4.564,Y,44.9,30766,Y,27.19
2020-08,BLDG-6f64810092e4,5,134634,115292,8,19.49,9,5.0,45.15,Y,12961,1373,33966,3.991,Y,52.6,37741,N,42.53
2025-10,BLDG-842f628a5f5a,2,4341,3909,8,7.33,24,4.03,43.05,N,973,1063,137217,3.922,N,77.5,25383,N,2.86
2022-08,BLDG-4463024b0184,3,120086,120458,2,11.75,6,3.27,18.74,Y,9094,3189,12221,3.218,Y,195.1,32996,Y,60.27
2024-03,BLDG-1fb1e7c9b366,3,162768,150063,5,16.35,9,3.63,17.12,Y,21957,5372,153619,4.521,N,78.4,44211,N,6.48
2023-03,BLDG-18002c515ecf,4,30033,28059,5,21.61,11,3.02,9.12,N,7398,4114,58179,7.294,Y,50.8,10591,Y,43.38
2020-12,BLDG-17fef9ddfd82,2,51427,45072,2,17.82,3,3.02,41.31,Y,2025,2166,250100,5.163,Y,140.7,12110,Y,23.39
2021-03,BLDG-368c0e04391f,1,91353,86539,6,8.64,9,4.41,47.9,Y,10319,2028,100989,5.57,N,143.2,23125,N,7.37
2020-10,BLDG-ac3587b3af58,0,48966,44831,6,25.39,9,3.29,43.23,Y,21110,3062,129116,6.791,N,102.0,8334,Y,3.81
2025-04,BLDG-5a40f6df71ba,3,112894,113868,2,22.59,12,3.35,53.91,N,10398,4815,169423,1.541,N,111.9,28526,N,0.58
2022-02,BLDG-c17b00081a5b,5,174069,169293,7,17.65,36,4.14,14.78,N,18365,5948,89359,6.171,N,72.6,15876,Y,50.43
2021-07,BLDG-36c97d5d3b09,0,108368,99751,8,16.42,9,3.3,32.69,N,4282,1678,259946,2.976,Y,171.2,37474,Y,49.7
2019-10,BLDG-e0880b094d76,5,54032,46087,4,24.05,11,4.05,22.65,Y,3304,1939,280390,4.02,Y,190.1,9524,Y,36.97
2025-07,BLDG-787900e8a2db,5,112218,106977,2,17.92,24,3.65,32.43,N,14643,1292,331558,1.452,Y,159.5,12229,Y,12.73
2021-07,BLDG-9c2cf2fdb038,1,44039,41542,1,25.22,3,2.2,21.37,N,16013,3458,296332,6.241,N,32.9,39682,N,45.81
2021-07,BLDG-828241331cbc,1,28305,28681,2,21.7,36,4.19,15.31,Y,1973,75,106734,3.756,Y,71.5,5382,Y,28.11
2019-11,BLDG-9e1421e61f47,1,33016,32976,4,0.24,3,2.09,29.06,N,1583,340,18644,7.563,N,154.0,1233,N,12.54
2019-05,BLDG-a6815577b394,2,39096,39016,3,2.74,11,2.1,40.58,N,7073,5172,285319,1.795,Y,181.0,27039,Y,25.3
2021-04,BLDG-42d1e0dbc2cf,0,75757,71872,5,25.82,3,3.3,43.41,Y,5606,3207,30894,4.833,Y,48.7,33313,N,22.13
2022-01,BLDG-b8955e4e5fb9,0,156964,140799,2,17.85,6,1.91,34.97,N,16198,3355,265800,6.931,Y,94.6,11457,Y,29.14
2025-09,BLDG-4cb2f45f043a,5,7500,7118,4,1.94,24,3.22,39.27,N,1992,3645,144802,7.776,N,115.5,27819,Y,53.41
2024-10,BLDG-f01e6203b22c,3,20519,17823,0,16.58,24,3.83,24.32,N,3075,3086,46034,6.035,N,159.1,25537,N,61.7
2024-08,BLDG-70e0516c5123,2,78747,79566,4,20.37,3,2.04,21.44,Y,23007,872,255370,4.907,N,74.9,37543,N,8.55
2020-08,BLDG-b6f754553b0a,4,16477,15479,5,8.28,9,4.11,51.19,N,23482,2911,122402,1.569,Y,104.3,16149,N,7.29
2025-03,BLDG-79b3d2e1c0fb,3,136562,119658,8,15.32,6,1.81,33.96,Y,22808,4368,40602,2.937,N,146.4,1071,N,21.68
2019-07,BLDG-bb579b2c3608,3,71244,62746,6,18.39,24,1.97,39.13,N,15958,795,25975,1.223,Y,70.2,29665,Y,63.68
2025-09,BLDG-95d2db782e8a,4,12737,12425,3,23.75,3,4.26,24.62,Y,4389,3198,2512,5.153,N,50.3,58,N,4.92
2022-03,BLDG-fcb2b1ccecd5,2,116536,115220,2,4.34,24,3.86,36.06,N,8880,1389,289650,6.997,N,37.5,40431,Y,4.84
2019-04,BLDG-f9a278179db2,1,93952,80008,2,9.56,6,4.16,20.43,N,23327,2838,109839,3.883,Y,90.5,14448,Y,32.25
2020-04,BLDG-ef26ed1fee7b,2,146063,143275,1,16.61,9,2.56,16.47,Y,14574,3779,278199,1.383,Y,118.8,19594,Y,32.51
2023-01,BLDG-ee45c3681d17,4,69334,66858,6,5.52,24,2.33,30.39,Y,12387,991,112279,0.888,Y,158.3,26165,Y,6.35
2021-12,BLDG-261771517df0,3,162813,161983,8,10.49,6,3.52,16.8,N,21651,1773,55669,0.601,Y,33.2,16631,Y,7.16
2022-03,BLDG-097ba08393e0,2,148401,127594,8,4.87,6,4.8,48.79,Y,2553,2638,19899,3.377,Y,105.3,6065,Y,46.17
2019-09,BLDG-24ed8fabacf6,1,118849,120174,1,13.33,36,1.85,20.24,N,18588,3393,63974,2.77,Y,129.0,35031,N,35.77
2020-02,BLDG-2ea71be01c27,3,115267,115025,0,8.42,3,1.91,44.16,N,175,5268,148166,0.47,Y,123.0,41504,Y,3.47
2023-04,BLDG-70752eb5484e,5,99011,87669,6,12.94,24,4.03,31.95,N,23126,4489,123179,1.509,Y,97.4,34815,N,29.99
2024-04,BLDG-94a111d819f7,4,53337,52382,4,1.93,36,4.01,49.98,N,13063,988,39396,2.087,N,125.1,39630,Y,26.57
2021-05,BLDG-e842a7eabfa0,5,64221,59813,7,20.84,24,2.81,14.3,Y,5547,3132,293159,0.39,N,168.4,7411,Y,5.81
2025-04,BLDG-b26f0d5bc281,3,149792,131097,5,24.81,36,2.95,17.53,Y,10358,1301,95568,1.957,N,64.8,14627,N,16.11
2024-10,BLDG-300fbf1eb4a6,3,92688,91679,3,5.25,6,3.22,30.79,N,16257,938,43465,0.083,N,191.3,30219,N,19.56
2025-03,BLDG-b963614b86d6,2,136525,133533,4,7.37,6,2.49,37.39,Y,11520,4052,355626,0.511,Y,146.8,40806,Y,44.86
2019-05,BLDG-3ccb565d1f3c,5,167640,148622,6,9.72,6,4.98,25.74,N,16079,3043,21504,1.652,Y,57.2,6133,N,45.99
2020-01,BLDG-d04f2ac3c948,1,81738,78266,0,15.03,11,3.73,20.03,N,21532,4870,240015,7.519,N,145.7,26822,N,28.37
2020-02,BLDG-e129ed28c13a,4,106466,101344,3,24.87,36,3.76,40.71,N,14470,5960,226634,0.728,Y,152.0,37772,N,62.6
2024-07,BLDG-af7af75f5e85,3,55356,47820,4,10.14,9,3.65,18.17,Y,17137,3286,34690,0.84,N,110.0,24213,N,14.57
2019-09,BLDG-5826bf82fd3d,5,118046,109592,1,0.09,11,2.9,19.31,N,1126,3843,182984,1.613,Y,114.3,3528,N,8.42
2023-02,BLDG-b0d054751eff,3,29311,27402,6,13.91,9,3.21,41.3,N,10494,2545,186637,4.447,Y,54.1,18658,N,3.88
2022-11,BLDG-00378a786a27,0,170988,166068,5,13.72,24,2.27,32.11,Y,22973,3412,251060,5.147,N,197.8,2256,Y,56.38
2021-02,BLDG-d7bbf6aa4fd5,3,167276,162017,2,22.43,12,3.34,41.42,Y,23253,3923,106328,0.269,Y,133.4,5595,N,50.56
2022-11,BLDG-1067fd1e1fe1,4,150615,148502,2,13.03,36,2.46,18.69,Y,24487,3012,332087,4.955,N,191.7,29291,Y,39.79
2025-05,BLDG-3947c9dbab3f,0,125648,116633,2,3.29,3,2.88,8.33,N,14437,2867,326207,6.053,N,179.9,39833,N,33.34
2023-01,BLDG-527d4b44f912,1,44227,39437,3,21.81,12,3.43,39.92,Y,24587,232,57595,0.468,Y,40.5,13281,Y,35.16
2020-02,BLDG-d156584c69d9,5,31890,29817,2,0.03,11,1.99,18.55,Y,1193,3657,75572,7.577,Y,44.5,16251,N,40.03
2024-06,BLDG-af041dbdb0b7,0,97796,84605,6,13.45,9,3.28,41.13,Y,4967,1484,83745,0.328,N,178.2,1114,Y,53.26
2020-07,BLDG-aa6aa01f08ee,5,124761,124509,7,24.74,11,2.01,41.32,N,23559,2570,43108,7.475,Y,44.7,30679,N,38.0
2022-11,BLDG-7e4c3e72ddeb,4,80270,75360,2,15.42,3,2.85,48.01,N,363,1654,26345,7.378,Y,64.0,40364,Y,14.05
2021-11,BLDG-f32e72be1fae,4,15688,13628,7,11.29,11,3.81,22.79,N,24680,833,336306,7.652,Y,136.5,9942,N,56.73
2025-10,BLDG-30c8f620ab61,5,77531,71795,7,19.46,3,3.6,40.1,N,18994,3258,301664,6.36,Y,146.5,36104,Y,41.57
2021-12,BLDG-5034c20ec942,1,115779,100502,2,26.31,3,4.69,22.21,N,3020,4269,172429,7.6,Y,105.8,14831,Y,17.43
2019-10,BLDG-e8669a43860a,5,24192,24374,5,1.59,12,2.75,11.69,Y,96,4112,17277,3.689,Y,123.2,19036,Y,47.88
2022-07,BLDG-9817d569a641,4,45214,40500,6,17.78,24,2.51,15.18,Y,15722,1625,354911,7.041,Y,51.2,29562,Y,59.37
2024-11,BLDG-0c64d5ebdc73,3,142080,144562,8,8.53,24,3.96,21.15,N,8590,316,252544,5.041,N,81.6,41583,Y,26.17
2019-04,BLDG-b550e5675779,2,94568,86032,2,26.63,11,2.83,50.69,N,3763,233,57404,4.177,N,159.5,32297,N,26.41
2025-04,BLDG-e94b904a47c5,0,137625,128030,0,10.59,6,4.94,42.56,N,665,1288,257088,5.866,Y,111.1,44713,Y,60.34
2025-09,BLDG-8641e413b9d0,4,52989,52586,1,26.23,6,4.97,43.23,N,4889,1339,30084,1.555,Y,114.9,23529,N,64.09
2019-07,BLDG-631b963eaa51,1,163774,139891,7,14.09,36,4.42,50.84,Y,10121,4353,110903,2.758,N,199.5,17933,Y,1.35
2023-10,BLDG-f6fd1b410a21,0,106383,93116,6,20.86,9,4.22,47.35,Y,4325,2786,141468,7.757,N,141.0,31507,N,19.18
2025-07,BLDG-708a74f41d34,2,66918,58530,1,4.32,24,4.1,15.46,N,5408,1840,27683,2.631,N,144.3,5356,N,12.84
2024-10,BLDG-c56b72f8a6ae,2,61529,53091,8,20.36,6,4.93,10.24,Y,10984,5688,261359,1.435,N,64.4,8719,N,60.39
2023-09,BLDG-d2db7a689b5e,0,140321,130587,6,15.76,12,3.77,20.69,Y,15690,3435,220082,3.199,N,148.7,21381,N,52.85
2024-09,BLDG-512104366e14,0,86429,80709,1,8.33,36,3.65,49.62,Y,9170,3881,61207,0.576,Y,75.1,5646,N,35.13
2024-06,BLDG-8966d7a32dcc,5,49393,50222,5,0.69,36,2.18,44.63,Y,16430,267,31800,1.057,Y,122.8,15526,N,54.57
2024-02,BLDG-9049076287fe,5,127519,125555,0,12.95,24,3.17,11.34,N,22963,925,75470,3.611,N,195.8,44297,N,22.17
2024-07,BLDG-6ac93cc8e803,1,32403,27880,0,18.31,12,2.39,30.94,Y,12742,5912,279674,5.309,N,139.2,36476,N,8.6
2024-04,BLDG-82b495e82aa7,4,15568,13473,7,19.47,3,3.13,27.08,Y,13146,588,27231,1.12,N,184.0,43966,Y,39.9
2020-02,BLDG-7cba31f8d411,5,83047,73921,1,19.52,12,4.68,27.31,Y,17453,4428,173420,7.481,N,171.0,22782,Y,16.36
2024-07,BLDG-06e1476c8019,3,146734,145722,7,4.48,3,2.75,49.28,N,15850,1283,196867,1.787,Y,75.0,8894,N,30.52
2022-09,BLDG-2d824305ff83,0,156146,153820,4,10.6,6,2.94,46.21,Y,15977,4284,351079,4.589,N,44.8,5171,N,58.21
2022-08,BLDG-a60a824dfd8b,5,69441,69602,3,21.81,6,4.8,9.82,Y,16499,4209,55458,5.095,N,91.5,12882,N,16.5
2025-03,BLDG-0b6407eb3b45,0,157583,155673,6,19.53,6,1.92,33.06,Y,2008,3145,170953,0.672,N,80.7,10062,N,46.56
2021-01,BLDG-1019fb7a440a,4,53089,48930,8,21.86,36,4.55,27.99,Y,2095,3149,59111,2.579,N,162.2,4222,Y,26.2
2023-07,BLDG-6eee1c70d0b9,5,67900,66880,5,4.48,3,1.8,41.94,Y,18495,819,241690,3.154,N,50.1,2406,Y,56.66
2024-01,BLDG-21bfc0259c16,5,89033,78705,0,11.28,3,2.23,12.26,Y,3437,2338,335816,7.002,N,113.2,18258,N,34.91
2021-11,BLDG-3c904916ed91,2,91736,83900,7,14.2,36,2.93,11.96,N,22965,392,7610,5.905,N,53.3,38279,N,64.28
2019-11,BLDG-bc1b842809c9,5,90227,87987,8,15.72,11,3.83,33.91,N,650,4639,70307,5.865,Y,170.2,8018,Y,58.78
2023-01,BLDG-ef488c6447c0,4,146621,134238,0,3.83,12,3.51,20.72,N,13228,2229,184028,4.543,Y,122.6,32621,N,21.09
2019-01,BLDG-5750f287480a,3,40492,36713,3,5.55,12,4.89,45.34,N,11916,4119,244495,1.519,N,105.5,36631,N,41.49
2019-11,BLDG-88f4bc77bbe8,4,110413,99255,5,3.99,3,2.89,16.96,Y,8912,777,295376,7.681,Y,164.8,28687,N,19.43
2021-05,BLDG-dbf3defe3787,0,144465,123496,2,1.14,3,4.06,45.72,Y,976,5869,133878,1.083,Y,113.2,16358,N,16.77
2025-11,BLDG-173fa3b1fad0,3,7390,6783,1,16.76,36,4.51,45.48,Y,2161,5065,101543,7.129,Y,171.3,43192,Y,56.42
2021-01,BLDG-25f965728afc,3,57359,48964,0,24.01,24,2.73,41.57,Y,15677,4607,105350,7.329,N,129.6,23177,N,60.32
2025-03,BLDG-06fb0ab3655b,3,173673,149094,1,17.8,24,2.42,12.27,N,16878,4476,116160,1.17,N,134.7,15859,N,31.42
2025-09,BLDG-f28e8c41bf34,4,158873,144953,4,3.03,12,3.23,47.0,Y,14214,5622,4395,0.165,Y,155.4,12480,N,24.42
2024-02,BLDG-abec5dc70724,1,150191,141897,7,6.81,9,3.0,51.31,Y,12840,5268,97784,6.975,Y,179.9,31758,Y,7.86
2021-01,BLDG-69dd24a64f51,1,71104,63268,4,18.54,36,3.63,12.13,N,8764,1173,127050,1.402,Y,147.5,43465,Y,48.27
2022-08,BLDG-1dfcd19922bb,2,168171,147337,0,15.34,3,4.38,25.56,Y,9501,1586,103328,5.706,Y,109.5,35844,N,4.97
2023-09,BLDG-904334891544,3,89083,79979,2,3.77,36,1.97,52.87,Y,6302,5460,95308,4.002,N,193.1,28963,N,8.47
2022-08,BLDG-6b2c884d601e,5,123528,113785,6,11.16,6,4.8,51.46,Y,1309,3100,71593,2.449,Y,93.5,25061,N,18.14
