lab_wages_reference_year,lab_wages_country_iso2,lab_wages_region_nuts_code,lab_wages_nace_section,lab_wages_occupation_isco_code,lab_wages_mean_hourly_earnings_eur,lab_wages_median_hourly_earnings_eur,lab_wages_wage_growth_pct,lab_wages_gender_pay_gap_unadjusted_pct,lab_wages_gender_pay_gap_adjusted_pct,lab_wages_collective_bargaining_coverage_pct,lab_wages_minimum_wage_level_eur_month,lab_wages_low_pay_share_pct,lab_wages_bonus_share_pct,lab_wages_inwork_poverty_rate_pct,lab_wages_labor_share_gdp_pct,lab_wages_unit_labor_cost_index,lab_wages_eurostat_table_code,lab_wages_revision_round,lab_wages_data_extract_date
2025,HR,PL677,M,7_CRAFT,22.3,18.96,2.94,11.75,5.21,78.58,762.46,7.23,7.96,4.99,64.25,91.89,nama_10_lp_ulc,FIRST,2024-06-30
2006,FI,EE692,C,2_PROFESSIONALS,26.85,21.14,5.73,5.32,2.51,34.68,1193.81,26.3,18.15,4.45,54.3,123.5,earn_ses_hourly,FLASH,2024-06-02
2007,IE,CY42,N,6_AGRI,20.31,15.9,2.96,10.41,7.35,36.04,687.34,22.21,9.62,14.5,56.75,100.37,earn_ses_annual,BENCHMARK,2024-05-13
2008,MT,HU6,D,1_MANAGERS,36.66,33.99,6.12,15.69,6.3,24.8,668.95,15.09,8.64,6.56,43.89,115.55,lfs_gpg,SECOND,2025-06-09
2009,SK,CZ490,O,5_SERVICE_SALES,15.27,13.72,3.68,10.57,7.12,51.83,1520.96,10.76,0.59,8.16,58.14,105.93,nama_10_lp_ulc,FIRST,2024-12-22
2010,BE,LT959,E,9_ELEMENTARY,29.05,23.15,7.93,19.4,7.64,67.85,1459.08,9.07,4.27,9.86,62.23,103.19,earn_ses_hourly,FLASH,2024-02-01
2011,DK,IE252,P,4_CLERICAL,28.63,25.63,5.35,12.68,8.25,72.82,130.13,12.81,1.71,6.7,53.53,115.1,earn_ses_annual,BENCHMARK,2025-09-22
2012,GR,HR3,F,8_PLANT_MACHINE,25.56,22.39,5.12,11.64,7.31,39.08,1101.23,17.9,9.92,10.3,48.49,114.03,lfs_gpg,SECOND,2025-10-13
2013,LT,RO46,Q,3_TECHNICIANS,30.56,26.49,0.07,2.54,1.28,72.56,390.54,7.56,9.96,7.4,60.9,107.12,nama_10_lp_ulc,FIRST,2024-02-26
2014,PT,DE59,G,7_CRAFT,35.1,27.38,1.66,5.33,3.49,78.84,1515.74,14.67,7.18,10.54,61.41,111.87,earn_ses_hourly,FLASH,2026-01-24
2015,SE,CY729,R,2_PROFESSIONALS,81.63,67.29,0.02,11.62,5.59,80.43,487.66,18.14,12.1,12.36,51.27,94.57,earn_ses_annual,BENCHMARK,2025-12-05
2016,CY,CY783,H,6_AGRI,15.61,13.57,3.57,6.26,2.92,44.1,1316.29,14.88,1.04,7.38,50.52,88.25,lfs_gpg,SECOND,2025-01-14
2017,FR,NL614,S,1_MANAGERS,64.17,52.79,3.59,3.3,1.49,29.92,812.0,23.27,7.29,15.29,58.25,110.98,nama_10_lp_ulc,FIRST,2024-07-29
2018,IT,HU31,I,5_SERVICE_SALES,13.52,12.33,5.79,3.74,1.96,86.93,710.47,27.06,9.22,14.89,55.12,92.28,earn_ses_hourly,FLASH,2024-09-05
2019,NL,BE938,T,9_ELEMENTARY,32.83,27.24,1.02,4.19,2.56,60.19,760.13,7.57,8.61,5.83,49.58,113.78,earn_ses_annual,BENCHMARK,2024-10-30
2020,SI,SE63,J,4_CLERICAL,29.54,27.06,1.43,17.41,11.97,61.57,1741.38,8.41,11.24,7.77,64.81,92.16,lfs_gpg,SECOND,2025-08-21
2021,BG,FR794,U,8_PLANT_MACHINE,12.98,11.59,6.56,14.17,8.26,79.37,609.85,15.44,11.32,9.1,49.14,133.47,nama_10_lp_ulc,FIRST,2025-03-26
2022,EE,FR5,K,3_TECHNICIANS,16.49,14.44,-0.37,8.67,3.52,28.31,1727.26,13.76,4.46,7.28,59.51,123.88,earn_ses_hourly,FLASH,2024-01-23
2023,HU,PT544,A,7_CRAFT,11.29,9.33,-1.73,8.1,2.88,49.88,188.69,28.45,1.04,3.12,52.33,95.41,earn_ses_annual,BENCHMARK,2024-11-07
2024,LU,GR818,L,2_PROFESSIONALS,74.11,66.3,6.64,5.97,3.73,36.74,1743.67,9.26,18.88,7.95,47.61,100.57,lfs_gpg,SECOND,2025-04-20
2025,RO,EE61,B,6_AGRI,19.02,16.3,5.39,8.9,6.63,71.72,1821.86,21.98,10.53,8.25,51.21,136.39,nama_10_lp_ulc,FIRST,2024-12-30
2006,AT,LU468,M,1_MANAGERS,63.0,50.47,4.89,6.32,2.34,53.62,1174.1,21.16,10.34,5.84,58.15,88.93,earn_ses_hourly,FLASH,2024-03-28
2007,CZ,HR75,C,5_SERVICE_SALES,8.42,7.58,5.71,11.82,8.82,22.72,901.0,10.76,1.32,8.07,52.96,104.66,earn_ses_annual,BENCHMARK,2025-09-04
2008,DE,HR850,N,9_ELEMENTARY,13.42,12.18,7.26,6.01,3.01,23.16,38.72,15.24,6.01,2.05,48.6,105.12,lfs_gpg,SECOND,2025-12-18
2009,LV,NL815,D,4_CLERICAL,14.9,11.94,-0.22,12.77,7.32,39.03,542.44,11.02,3.22,6.51,46.5,83.45,nama_10_lp_ulc,FIRST,2025-01-27
2010,PL,NL91,O,8_PLANT_MACHINE,20.11,17.4,0.73,3.82,1.94,60.3,814.23,16.53,9.58,2.69,53.7,103.3,earn_ses_hourly,FLASH,2026-01-08
2011,ES,PT22,E,3_TECHNICIANS,26.67,21.0,7.99,11.25,6.39,74.22,381.48,25.75,6.42,15.77,48.82,101.8,earn_ses_annual,BENCHMARK,2025-03-17
2012,HR,EE3,P,7_CRAFT,11.4,9.28,1.82,13.08,5.65,50.24,1251.96,9.56,3.42,9.36,54.12,115.26,lfs_gpg,SECOND,2024-04-30
2013,FI,RO881,F,2_PROFESSIONALS,26.27,22.3,5.86,20.37,13.36,96.24,429.68,23.91,16.08,14.07,60.09,87.13,nama_10_lp_ulc,FIRST,2025-10-28
2014,IE,DE3,Q,6_AGRI,24.74,22.2,-1.04,5.96,4.45,24.02,1203.2,22.56,8.83,9.89,47.67,84.49,earn_ses_hourly,FLASH,2024-08-21
2015,MT,BE43,G,1_MANAGERS,33.52,28.09,4.14,6.3,4.43,63.68,1853.07,17.05,2.7,7.37,48.91,96.05,earn_ses_annual,BENCHMARK,2026-02-17
2016,SK,NL849,R,5_SERVICE_SALES,22.81,20.05,5.25,4.28,3.13,46.82,880.52,19.63,6.48,14.3,59.48,96.27,lfs_gpg,SECOND,2026-01-02
2017,BE,PT87,H,9_ELEMENTARY,23.89,21.5,3.16,17.94,11.57,77.1,1266.79,17.54,6.61,5.21,60.58,104.57,nama_10_lp_ulc,FIRST,2025-05-25
2018,DK,GR89,S,4_CLERICAL,21.28,17.57,5.69,3.08,1.47,46.96,1088.92,7.1,6.36,3.22,53.11,94.77,earn_ses_hourly,FLASH,2025-01-19
2019,GR,LU2,I,8_PLANT_MACHINE,26.14,23.26,6.33,3.77,1.66,22.6,530.84,23.4,3.09,4.04,49.81,117.2,earn_ses_annual,BENCHMARK,2025-10-22
2020,LT,LU9,T,3_TECHNICIANS,33.16,29.71,2.98,19.6,7.08,63.05,1250.83,13.22,4.37,11.38,56.72,108.94,lfs_gpg,SECOND,2025-06-21
2021,PT,BE505,J,7_CRAFT,12.8,11.15,-0.83,5.72,3.78,75.02,756.82,17.11,1.98,10.68,57.4,117.51,nama_10_lp_ulc,FIRST,2024-11-24
2022,SE,CY8,U,2_PROFESSIONALS,87.63,69.18,8.36,8.92,3.78,70.89,1023.14,19.96,16.16,12.3,51.56,110.04,earn_ses_hourly,FLASH,2024-05-19
2023,CY,LT991,K,6_AGRI,19.19,16.59,4.6,7.4,5.05,50.79,1113.3,14.76,4.05,9.98,51.99,142.08,earn_ses_annual,BENCHMARK,2026-02-21
2024,FR,MT6,A,1_MANAGERS,75.54,67.79,3.87,4.34,2.23,71.55,1814.75,9.78,14.64,7.63,48.51,132.75,lfs_gpg,SECOND,2026-01-14
2025,IT,DE5,L,5_SERVICE_SALES,14.77,12.88,5.32,11.67,6.29,58.32,93.36,7.09,8.79,9.52,45.57,130.13,nama_10_lp_ulc,FIRST,2025-12-09
2006,NL,PL4,B,9_ELEMENTARY,13.88,11.97,6.47,2.62,1.52,71.37,806.96,9.67,8.99,5.26,52.47,86.55,earn_ses_hourly,FLASH,2026-02-18
2007,SI,DE99,M,4_CLERICAL,28.16,22.96,4.29,6.39,3.14,72.13,300.26,10.65,7.66,7.8,62.55,97.68,earn_ses_annual,BENCHMARK,2025-06-08
2008,BG,HR18,C,8_PLANT_MACHINE,28.84,25.24,2.54,10.52,4.2,76.84,1294.28,13.22,4.98,4.94,49.41,101.11,lfs_gpg,SECOND,2025-01-28
2009,EE,RO17,N,3_TECHNICIANS,29.5,26.98,-0.47,3.32,1.67,53.95,1733.23,9.93,1.35,8.37,54.17,79.56,nama_10_lp_ulc,FIRST,2024-03-06
2010,HU,NL9,D,7_CRAFT,17.69,13.88,2.9,15.96,9.73,39.82,1697.98,27.92,10.44,8.07,53.32,91.06,earn_ses_hourly,FLASH,2025-08-07
2011,LU,RO30,O,2_PROFESSIONALS,35.71,32.01,1.81,17.01,7.58,39.64,300.77,11.72,8.83,9.58,59.09,95.34,earn_ses_annual,BENCHMARK,2026-02-23
2012,RO,SK98,E,6_AGRI,17.04,14.27,6.84,3.67,2.34,26.21,1075.29,7.24,4.74,8.23,51.59,108.04,lfs_gpg,SECOND,2025-10-08
2013,AT,HU480,P,1_MANAGERS,34.86,31.5,7.5,21.64,12.94,22.6,580.1,19.74,18.1,14.42,52.1,88.42,nama_10_lp_ulc,FIRST,2024-02-21
2014,CZ,BE9,F,5_SERVICE_SALES,9.48,8.62,1.79,7.49,3.46,75.91,1457.05,13.59,7.25,10.5,49.34,83.72,earn_ses_hourly,FLASH,2024-03-19
2015,DE,FR53,Q,9_ELEMENTARY,29.79,26.43,7.7,12.09,7.76,40.82,59.72,28.6,5.32,6.97,55.6,96.7,earn_ses_annual,BENCHMARK,2025-06-27
2016,LV,AT58,G,4_CLERICAL,26.82,23.11,7.3,2.2,1.45,57.51,617.55,15.42,4.4,7.66,46.35,115.73,lfs_gpg,SECOND,2024-03-01
2017,PL,CY3,R,8_PLANT_MACHINE,40.06,35.81,6.3,16.68,10.8,18.98,109.1,9.93,4.56,10.2,57.11,104.87,nama_10_lp_ulc,FIRST,2025-12-13
2018,ES,SE71,H,3_TECHNICIANS,27.63,22.78,-0.71,8.36,4.05,56.12,237.85,20.53,11.63,8.34,46.65,85.6,earn_ses_hourly,FLASH,2025-09-24
2019,HR,AT74,S,7_CRAFT,12.74,11.62,-0.52,13.88,8.86,25.55,449.92,18.11,3.06,8.22,58.74,105.17,earn_ses_annual,BENCHMARK,2024-05-06
2020,FI,FR26,I,2_PROFESSIONALS,27.16,23.14,3.12,9.19,6.43,50.42,715.69,18.06,17.85,5.91,56.36,95.48,lfs_gpg,SECOND,2026-01-31
2021,IE,LV66,T,6_AGRI,37.37,29.84,0.05,11.92,5.58,59.91,2569.18,21.46,6.66,2.81,46.54,113.61,nama_10_lp_ulc,FIRST,2025-07-01
2022,MT,PT212,J,1_MANAGERS,55.95,49.82,8.74,18.89,8.56,47.21,7.14,11.63,6.16,7.07,54.66,121.0,earn_ses_hourly,FLASH,2024-05-12
2023,SK,AT9,U,5_SERVICE_SALES,25.42,21.03,3.06,17.55,9.62,54.16,1109.54,19.7,1.06,8.62,50.17,131.72,earn_ses_annual,BENCHMARK,2025-05-13
2024,BE,SE2,K,9_ELEMENTARY,25.6,21.95,0.45,10.2,4.13,67.07,1025.56,16.89,2.0,10.87,51.0,114.28,lfs_gpg,SECOND,2024-07-12
2025,DK,SK517,A,4_CLERICAL,28.45,22.22,2.38,9.13,6.03,87.45,1689.05,26.17,0.7,8.06,56.2,96.16,nama_10_lp_ulc,FIRST,2024-03-29
2006,GR,CZ4,L,8_PLANT_MACHINE,23.53,19.92,7.26,11.46,4.36,45.41,673.94,27.05,4.18,11.88,53.31,111.16,earn_ses_hourly,FLASH,2025-11-28
2007,LT,RO278,B,3_TECHNICIANS,12.67,10.37,6.47,6.48,2.3,35.37,1533.33,25.05,2.52,11.9,56.85,105.34,earn_ses_annual,BENCHMARK,2024-09-10
2008,PT,HR6,M,7_CRAFT,31.67,29.34,6.86,14.47,9.0,44.47,366.38,12.43,4.67,4.98,57.01,101.89,lfs_gpg,SECOND,2024-11-27
2009,SE,LU6,C,2_PROFESSIONALS,57.93,47.36,5.43,13.39,7.17,61.42,74.67,8.75,6.56,2.26,49.44,104.77,nama_10_lp_ulc,FIRST,2024-09-30
2010,CY,PL76,N,6_AGRI,23.57,21.9,2.05,18.69,10.21,49.73,743.87,23.71,3.54,6.26,48.05,90.66,earn_ses_hourly,FLASH,2025-03-10
2011,FR,SK4,D,1_MANAGERS,25.58,21.79,0.57,6.98,4.36,87.74,1133.15,12.28,17.4,11.72,64.38,83.66,earn_ses_annual,BENCHMARK,2024-05-09
2012,IT,IT91,O,5_SERVICE_SALES,26.13,20.4,4.7,19.29,10.94,78.93,719.81,18.7,4.57,15.42,65.31,106.59,lfs_gpg,SECOND,2024-12-22
2013,NL,LV423,E,9_ELEMENTARY,17.8,14.81,-1.2,14.26,10.05,73.97,2264.79,15.21,11.82,4.28,54.4,108.23,nama_10_lp_ulc,FIRST,2024-09-20
2014,SI,LT12,P,4_CLERICAL,34.33,27.78,4.23,15.31,8.75,71.06,210.95,6.14,8.61,7.7,54.74,91.05,earn_ses_hourly,FLASH,2024-10-20
2015,BG,LU570,F,8_PLANT_MACHINE,11.63,9.82,1.4,7.05,4.63,37.39,336.71,24.56,9.49,16.21,49.09,107.1,earn_ses_annual,BENCHMARK,2024-07-19
2016,EE,BG96,Q,3_TECHNICIANS,37.82,32.43,1.77,10.91,3.89,45.39,199.93,19.68,7.62,15.69,56.65,99.81,lfs_gpg,SECOND,2025-07-03
2017,HU,CZ592,G,7_CRAFT,26.66,24.28,6.32,19.13,12.7,58.58,1315.49,18.72,10.41,3.72,58.29,108.04,nama_10_lp_ulc,FIRST,2024-05-06
2018,LU,LT41,R,2_PROFESSIONALS,58.49,52.97,4.44,19.87,8.61,73.83,594.82,22.8,16.35,13.31,50.85,95.64,earn_ses_hourly,FLASH,2025-04-09
2019,RO,SI83,H,6_AGRI,19.19,15.39,4.86,19.57,13.16,35.81,1738.61,26.62,4.76,14.3,54.67,123.06,earn_ses_annual,BENCHMARK,2025-07-26
2020,AT,HU130,S,1_MANAGERS,31.04,24.45,0.9,10.54,5.8,34.41,153.52,14.87,14.65,6.25,52.54,94.01,lfs_gpg,SECOND,2024-09-26
2021,CZ,MT937,I,5_SERVICE_SALES,32.07,28.37,1.82,10.78,5.93,59.57,542.69,12.1,1.05,7.99,45.36,114.87,nama_10_lp_ulc,FIRST,2025-03-18
2022,DE,HR887,T,9_ELEMENTARY,31.86,27.73,2.06,3.74,2.77,74.56,1240.61,17.7,1.54,5.23,62.18,114.01,earn_ses_hourly,FLASH,2025-01-02
2023,LV,LU36,J,4_CLERICAL,18.39,16.3,5.32,11.16,4.72,79.69,1589.88,10.47,7.73,7.09,56.27,118.42,earn_ses_annual,BENCHMARK,2024-11-10
2024,PL,GR162,U,8_PLANT_MACHINE,43.45,37.5,3.21,13.08,8.25,27.53,568.93,9.39,7.76,1.84,59.78,132.75,lfs_gpg,SECOND,2024-11-12
2025,ES,AT8,K,3_TECHNICIANS,54.73,50.19,5.65,15.52,7.69,36.76,369.01,22.1,4.05,6.42,58.12,108.25,nama_10_lp_ulc,FIRST,2024-06-02
2006,HR,PL42,A,7_CRAFT,30.35,27.66,5.58,15.46,8.63,33.41,117.42,11.85,9.11,4.42,49.71,88.87,earn_ses_hourly,FLASH,2024-12-10
2007,FI,PT47,L,2_PROFESSIONALS,46.5,39.0,1.66,3.74,1.45,25.71,1749.63,10.15,8.81,11.73,58.75,113.54,earn_ses_annual,BENCHMARK,2025-12-14
2008,IE,EE529,B,6_AGRI,24.6,21.96,7.95,2.14,1.49,73.58,1411.18,11.25,3.84,9.8,56.83,96.2,lfs_gpg,SECOND,2025-11-17
2009,MT,HU10,M,1_MANAGERS,22.86,18.65,6.53,2.8,1.66,23.48,772.68,23.41,13.63,8.52,54.76,109.02,nama_10_lp_ulc,FIRST,2025-05-12
2010,SK,LU32,C,5_SERVICE_SALES,27.0,22.08,4.76,18.82,12.86,51.41,329.62,22.18,8.97,10.82,45.09,99.12,earn_ses_hourly,FLASH,2024-10-10
2011,BE,CZ1,N,9_ELEMENTARY,27.74,23.06,4.91,12.76,7.62,87.41,732.82,7.81,3.68,6.42,59.12,95.75,earn_ses_annual,BENCHMARK,2025-03-16
2012,DK,PL81,D,4_CLERICAL,18.73,17.17,3.22,17.88,11.93,86.11,1267.94,6.81,10.87,8.32,49.25,100.58,lfs_gpg,SECOND,2025-12-26
2013,GR,SK696,O,8_PLANT_MACHINE,30.54,26.34,2.95,5.06,3.7,79.28,344.43,10.74,8.5,4.38,56.68,97.39,nama_10_lp_ulc,FIRST,2024-11-26
2014,LT,LU346,E,3_TECHNICIANS,22.28,18.53,2.62,13.36,8.68,80.45,313.04,25.43,4.87,3.04,53.62,94.54,earn_ses_hourly,FLASH,2024-01-13
2015,PT,LU913,P,7_CRAFT,38.78,33.12,3.14,8.75,4.89,63.11,1910.74,17.16,9.83,10.66,49.61,86.67,earn_ses_annual,BENCHMARK,2025-03-30
2016,SE,LV61,F,2_PROFESSIONALS,55.86,43.83,7.26,11.48,6.44,43.4,1078.01,20.27,18.07,3.37,55.68,98.43,lfs_gpg,SECOND,2024-04-07
2017,CY,LT74,Q,6_AGRI,24.38,19.21,4.7,13.18,5.98,54.82,136.71,16.04,5.99,3.43,49.07,88.7,nama_10_lp_ulc,FIRST,2025-08-01
2018,FR,AT40,G,1_MANAGERS,46.56,40.03,-1.42,21.93,13.83,60.55,134.05,14.78,17.94,11.24,51.95,110.11,earn_ses_hourly,FLASH,2024-03-07
2019,IT,IT38,R,5_SERVICE_SALES,36.77,31.89,6.13,18.49,9.47,35.98,229.7,20.65,7.81,5.75,52.7,109.64,earn_ses_annual,BENCHMARK,2025-05-31
2020,NL,LT86,H,9_ELEMENTARY,36.59,29.24,7.03,12.13,6.53,42.29,457.43,22.66,11.07,9.89,54.33,120.53,lfs_gpg,SECOND,2025-05-02
2021,SI,BG1,S,4_CLERICAL,29.03,22.97,4.85,14.51,5.92,59.12,1364.82,14.75,6.14,3.67,59.76,136.54,nama_10_lp_ulc,FIRST,2025-03-21
2022,BG,BE686,I,8_PLANT_MACHINE,28.98,23.85,7.26,13.92,6.98,21.34,699.21,20.82,2.53,12.21,51.48,134.56,earn_ses_hourly,FLASH,2024-06-07
2023,EE,RO38,T,3_TECHNICIANS,49.14,44.89,5.95,17.73,10.92,27.48,1474.37,15.99,4.43,10.83,48.18,110.64,earn_ses_annual,BENCHMARK,2025-05-20
2024,HU,NL41,J,7_CRAFT,30.54,28.12,8.04,3.98,1.48,57.36,1730.05,17.32,1.72,1.86,57.11,136.88,lfs_gpg,SECOND,2025-04-10
2025,LU,AT51,U,2_PROFESSIONALS,31.19,26.48,3.22,3.6,2.08,79.9,572.26,6.69,7.24,4.1,63.23,122.04,nama_10_lp_ulc,FIRST,2025-07-10
2006,RO,IE80,K,6_AGRI,16.94,14.84,5.56,16.66,6.51,50.71,1114.37,12.78,11.14,12.15,58.93,103.41,earn_ses_hourly,FLASH,2025-11-17
2007,AT,MT7,A,1_MANAGERS,32.9,26.18,0.57,5.05,2.01,76.87,1682.58,9.41,2.55,5.09,51.28,88.49,earn_ses_annual,BENCHMARK,2024-10-03
2008,CZ,IT3,L,5_SERVICE_SALES,20.3,16.89,-0.72,2.12,1.14,34.96,1670.95,26.82,7.9,14.4,49.24,79.89,lfs_gpg,SECOND,2025-02-11
2009,DE,RO83,B,9_ELEMENTARY,20.37,17.43,-1.32,18.8,7.19,58.31,761.94,8.33,2.23,3.88,54.29,109.09,nama_10_lp_ulc,FIRST,2024-08-15
2010,LV,BE631,M,4_CLERICAL,18.83,15.68,0.16,11.37,6.81,41.91,83.03,12.07,1.66,4.7,48.41,81.04,earn_ses_hourly,FLASH,2025-04-02
2011,PL,BE542,C,8_PLANT_MACHINE,10.07,9.29,2.71,19.39,10.23,77.37,1271.98,18.32,4.4,3.69,64.81,97.99,earn_ses_annual,BENCHMARK,2024-07-01
2012,ES,PL57,N,3_TECHNICIANS,24.37,20.66,2.82,12.73,7.73,63.52,1120.17,13.46,5.55,6.69,57.76,114.1,lfs_gpg,SECOND,2025-07-01
2013,HR,IE84,D,7_CRAFT,21.89,20.21,1.31,14.8,10.39,76.13,628.1,26.25,11.97,5.94,50.55,111.3,nama_10_lp_ulc,FIRST,2025-09-14
2014,FI,IT59,O,2_PROFESSIONALS,22.82,19.96,0.3,15.09,9.13,71.34,866.89,22.62,7.55,7.9,51.07,81.06,earn_ses_hourly,FLASH,2025-04-01
2015,IE,ES557,E,6_AGRI,11.96,10.52,0.23,8.25,3.18,71.45,2607.12,20.61,4.42,11.43,56.52,101.44,earn_ses_annual,BENCHMARK,2025-03-22
2016,MT,IT23,P,1_MANAGERS,31.96,28.16,7.41,21.07,10.08,24.85,554.39,19.4,6.12,6.62,51.42,102.04,lfs_gpg,SECOND,2024-09-20
2017,SK,SE23,F,5_SERVICE_SALES,24.33,22.31,4.93,17.06,10.56,23.58,1165.88,24.56,8.63,14.89,57.65,91.41,nama_10_lp_ulc,FIRST,2024-08-28
2018,BE,DE973,Q,9_ELEMENTARY,27.28,24.52,1.0,11.59,7.31,87.28,421.52,14.81,1.08,10.02,59.12,89.13,earn_ses_hourly,FLASH,2024-04-06
2019,DK,ES129,G,4_CLERICAL,43.97,40.05,-0.45,8.76,6.17,61.26,1514.8,13.59,1.44,9.99,58.56,98.3,earn_ses_annual,BENCHMARK,2025-11-20
2020,GR,MT43,R,8_PLANT_MACHINE,25.28,22.46,5.6,18.32,8.76,48.28,1137.28,23.62,6.66,13.23,45.22,120.13,lfs_gpg,SECOND,2025-02-15
2021,LT,SI409,H,3_TECHNICIANS,26.66,20.95,7.81,14.98,9.62,23.94,1340.78,22.28,0.43,13.58,48.99,110.4,nama_10_lp_ulc,FIRST,2026-01-22
2022,PT,IE86,S,7_CRAFT,31.05,24.3,8.49,12.06,4.4,35.45,195.95,16.31,11.47,4.12,58.67,110.19,earn_ses_hourly,FLASH,2024-12-06
2023,SE,SE27,I,2_PROFESSIONALS,37.41,32.84,5.79,3.91,2.13,51.93,365.54,11.05,13.84,8.75,52.66,141.31,earn_ses_annual,BENCHMARK,2024-06-16
2024,CY,PT148,T,6_AGRI,14.98,11.99,-1.02,18.51,11.79,36.39,400.51,22.84,3.77,10.44,47.07,134.57,lfs_gpg,SECOND,2025-08-05
2025,FR,FI114,J,1_MANAGERS,80.13,65.39,7.56,2.04,1.1,60.66,2009.75,21.26,2.93,10.93,63.35,119.25,nama_10_lp_ulc,FIRST,2024-08-08
2006,IT,DK71,U,5_SERVICE_SALES,12.39,11.5,-1.04,7.68,5.44,77.99,22.13,6.98,4.93,13.33,58.17,86.47,earn_ses_hourly,FLASH,2025-02-03
2007,NL,GR575,K,9_ELEMENTARY,15.52,13.53,6.83,4.76,2.72,23.92,1859.21,12.64,5.54,6.79,46.35,85.83,earn_ses_annual,BENCHMARK,2025-03-12
2008,SI,LT854,A,4_CLERICAL,30.25,25.27,6.16,13.01,7.11,26.9,1664.65,19.72,6.45,2.7,45.6,91.64,lfs_gpg,SECOND,2025-08-16
2009,BG,PT63,L,8_PLANT_MACHINE,10.96,8.55,0.66,7.05,4.76,27.03,1008.83,22.25,8.32,12.71,53.88,79.59,nama_10_lp_ulc,FIRST,2024-07-03
2010,EE,SE96,B,3_TECHNICIANS,15.01,11.74,1.44,5.22,3.29,46.45,1008.78,26.49,10.9,13.58,51.95,110.31,earn_ses_hourly,FLASH,2024-03-26
2011,HU,IT5,M,7_CRAFT,35.47,31.57,-1.01,15.23,5.62,48.01,1768.99,10.22,9.83,5.04,55.94,97.26,earn_ses_annual,BENCHMARK,2024-04-04
2012,LU,LT1,C,2_PROFESSIONALS,51.94,44.23,1.94,5.81,4.35,71.1,7.56,17.86,10.1,6.49,56.45,102.47,lfs_gpg,SECOND,2025-10-22
2013,RO,SI4,N,6_AGRI,20.81,16.34,0.15,14.08,9.96,31.45,1458.56,14.13,2.53,10.95,55.68,103.0,nama_10_lp_ulc,FIRST,2025-11-09
2014,AT,HU687,D,1_MANAGERS,32.0,26.86,2.28,3.32,1.97,58.15,441.84,19.37,5.62,6.51,45.43,94.0,earn_ses_hourly,FLASH,2024-04-03
2015,CZ,HU73,O,5_SERVICE_SALES,25.64,22.52,-0.62,5.33,3.68,56.1,1592.8,10.8,4.61,7.38,54.08,85.7,earn_ses_annual,BENCHMARK,2026-01-28
2016,DE,CY555,E,9_ELEMENTARY,22.95,18.14,5.69,10.06,6.31,64.26,1416.07,23.53,4.63,7.55,48.84,118.42,lfs_gpg,SECOND,2024-05-07
2017,LV,PL317,P,4_CLERICAL,16.13,14.87,-0.41,15.83,6.21,17.19,1597.11,14.71,9.95,2.21,57.97,94.62,nama_10_lp_ulc,FIRST,2025-04-12
2018,PL,GR75,F,8_PLANT_MACHINE,29.54,24.05,5.09,5.77,2.15,23.38,183.37,12.31,9.1,6.56,53.53,111.87,earn_ses_hourly,FLASH,2025-06-06
2019,ES,HU46,Q,3_TECHNICIANS,23.14,19.98,7.85,17.56,8.84,52.2,2021.02,14.86,7.88,3.57,57.89,100.97,earn_ses_annual,BENCHMARK,2025-12-12
2020,HR,EE11,G,7_CRAFT,28.68,25.68,5.82,8.38,4.81,71.78,20.55,19.73,10.95,3.76,65.29,86.86,lfs_gpg,SECOND,2024-05-24
2021,FI,IT27,R,2_PROFESSIONALS,93.93,86.67,7.31,18.38,8.12,98.6,986.56,20.08,12.89,15.44,57.55,134.04,nama_10_lp_ulc,FIRST,2025-01-19
2022,IE,EE22,H,6_AGRI,21.08,19.15,7.49,10.26,4.69,69.74,308.16,24.74,10.09,5.7,54.1,122.02,earn_ses_hourly,FLASH,2024-03-06
2023,MT,EE440,S,1_MANAGERS,40.83,32.73,1.1,3.5,1.32,72.75,1607.52,20.1,16.63,4.32,55.44,112.38,earn_ses_annual,BENCHMARK,2025-10-11
2024,SK,CY759,I,5_SERVICE_SALES,37.27,30.35,2.68,11.08,7.46,20.28,1464.67,20.84,6.73,9.31,51.9,133.09,lfs_gpg,SECOND,2025-03-10
2025,BE,BE382,T,9_ELEMENTARY,34.52,28.61,6.93,9.67,7.02,40.13,937.39,15.24,0.63,4.28,52.12,133.69,nama_10_lp_ulc,FIRST,2024-04-07
2006,DK,ES934,J,4_CLERICAL,27.82,23.37,0.61,16.66,8.78,77.16,590.65,21.43,9.28,2.28,48.49,91.72,earn_ses_hourly,FLASH,2024-10-06
2007,GR,LU383,U,8_PLANT_MACHINE,12.63,11.34,2.77,13.85,8.37,32.3,1898.58,17.61,7.78,8.03,50.66,81.94,earn_ses_annual,BENCHMARK,2025-01-08
2008,LT,CZ99,K,3_TECHNICIANS,28.32,25.77,-0.75,5.72,3.17,23.72,1410.89,16.45,0.93,1.83,58.96,81.31,lfs_gpg,SECOND,2024-11-26
2009,PT,DE47,A,7_CRAFT,18.33,15.64,-1.26,13.69,6.39,18.97,959.87,26.04,3.45,15.0,56.05,101.35,nama_10_lp_ulc,FIRST,2026-01-06
2010,SE,CY44,L,2_PROFESSIONALS,61.05,53.6,5.52,13.59,5.35,86.92,1707.65,17.96,1.68,9.02,57.64,106.58,earn_ses_hourly,FLASH,2025-04-19
