labor_wage_wage_survey_year,labor_wage_occupation_nco_6,labor_wage_industry_nic_3,labor_wage_pay_period_type,labor_wage_wage_p10,labor_wage_wage_p25,labor_wage_wage_median,labor_wage_wage_p75,labor_wage_wage_p90,labor_wage_annualized_wage_mean,labor_wage_overtime_share_pct,labor_wage_bonus_share_pct,labor_wage_benefits_cost_share_pct,labor_wage_union_coverage_rate_pct,labor_wage_gender_pay_gap_pct,labor_wage_race_pay_gap_pct,labor_wage_education_premium_pct,labor_wage_experience_premium_pct,labor_wage_cost_adjusted_wage_index,labor_wage_sampling_error_margin
2023,641568,092,Hourly,21729.29,27038.61,31385.11,39936.04,47339.82,365832.78,5.61,26.4,28.72,11.23,2.42,5.43,10.5,4.85,78.149,7.408
2022,409440,223,Daily,109139.94,137685.07,165403.69,183848.9,206953.46,2127826.68,15.07,8.33,26.89,13.35,-2.11,-6.69,54.37,32.11,133.812,4.645
2024,748199,281,Daily,72430.5,93812.24,109840.33,152307.07,176343.33,1477813.91,22.92,24.03,0.31,26.58,21.16,-7.04,55.29,24.36,123.414,2.862
2019,221186,591,Monthly,38427.21,57999.12,79419.08,96649.09,105711.03,996609.72,19.02,28.32,26.16,19.34,7.27,-1.88,28.87,17.26,149.817,1.024
2020,638904,020,Daily,68837.02,100389.2,129990.05,163454.59,185335.5,1729127.07,11.79,11.06,18.78,18.14,18.65,-5.7,33.4,42.62,83.264,4.547
2022,001666,403,Annual,83134.37,107150.58,148959.51,168471.87,186877.48,1831996.36,9.04,15.54,0.35,37.81,24.24,12.52,29.52,28.76,147.002,1.016
2024,924185,137,Annual,74762.83,89939.08,114159.56,167759.16,213589.7,1286208.2,17.69,21.51,14.94,14.76,4.48,1.65,57.63,9.25,155.481,4.026
2019,317930,672,Daily,97286.86,126597.51,164744.47,233351.72,312392.01,1761462.18,23.85,21.54,14.24,35.29,-8.76,20.39,33.23,0.06,155.336,1.012
2018,173155,894,Hourly,87789.37,142923.1,172477.63,256012.02,296283.28,2346001.2,9.94,26.77,32.53,9.34,1.1,1.9,51.64,26.45,141.756,4.477
2021,759370,323,Daily,79004.23,126527.99,166713.39,186501.33,245848.15,1872900.2,22.09,10.44,27.32,37.96,33.27,1.81,29.28,18.65,83.211,7.38
2022,072961,460,Daily,48658.83,67927.53,75525.52,109747.47,138707.03,799858.61,3.75,13.66,7.27,0.19,8.46,0.64,10.13,32.73,97.662,6.145
2016,501836,826,Annual,26776.16,32541.42,40165.43,48911.44,56294.57,427699.89,18.14,25.35,30.45,9.6,17.33,0.23,58.96,51.33,108.367,1.519
2018,818676,452,Annual,96214.58,149620.26,172425.45,238202.47,289563.33,1977235.23,23.39,17.21,30.75,30.92,31.38,23.01,47.5,7.92,116.926,4.28
2019,549808,830,Monthly,58941.23,89688.77,117068.85,143210.22,162494.05,1573312.03,16.49,3.21,11.5,24.18,25.09,15.28,36.16,34.75,120.761,6.306
2018,751268,953,Annual,10672.02,15629.12,19688.5,23033.43,26008.31,223460.97,16.04,0.23,16.62,7.6,30.71,28.09,10.05,46.56,152.726,4.55
2022,474183,761,Hourly,44986.91,55012.3,61247.44,69325.35,74828.71,711448.88,15.6,9.96,16.3,4.38,14.12,10.76,1.02,29.49,89.073,7.337
2022,577176,949,Daily,72097.25,119262.38,150452.39,170452.11,198701.28,2022666.29,4.66,6.9,24.68,38.48,6.52,12.13,1.43,50.66,156.457,5.088
2024,821100,577,Monthly,65413.15,107225.87,133310.52,197410.93,243274.08,1499612.9,24.53,17.97,1.0,4.4,14.42,2.63,22.77,29.63,159.235,2.293
2020,488085,786,Hourly,98009.81,134972.94,159334.59,235282.4,263920.79,1904653.19,9.79,9.6,9.16,0.54,14.44,0.3,55.43,12.16,76.313,1.447
2020,085312,570,Annual,120807.46,146492.77,165156.5,202679.53,214530.8,2277789.65,6.55,15.82,5.56,8.78,17.9,3.82,31.15,41.48,100.871,0.871
2023,764373,109,Daily,12014.33,17791.1,21696.43,30270.16,40352.3,250599.16,1.3,15.56,26.9,5.11,23.06,-8.93,26.38,1.5,102.386,5.472
2021,782514,243,Annual,54006.02,63824.46,75638.45,111358.58,147355.83,845592.72,0.01,23.41,8.37,27.28,26.74,19.08,7.06,24.52,127.32,6.393
2017,916073,406,Daily,73659.74,102088.03,127729.49,170158.4,184496.19,1467060.71,9.52,25.44,30.34,12.23,2.05,6.02,23.15,35.83,141.47,1.23
2020,931427,335,Daily,115791.9,142248.33,176709.89,229603.12,251032.33,2437101.43,1.88,12.24,32.76,0.33,14.4,-4.39,4.35,29.09,157.454,4.888
2022,485051,499,Daily,68587.07,81086.64,92141.76,127431.41,171137.72,1134035.0,9.28,26.93,3.87,9.75,6.32,-4.12,57.83,1.34,123.631,6.609
2018,137450,188,Daily,101691.56,125070.22,144646.56,161127.47,178746.28,1556931.39,18.08,23.88,18.58,36.19,-5.57,8.97,26.15,6.83,133.738,5.729
2021,204241,320,Monthly,15160.18,18447.24,22325.73,28828.51,32643.51,258092.2,21.86,0.14,1.91,2.11,28.85,2.75,33.44,33.96,70.695,4.167
2025,098549,082,Annual,60954.07,89336.3,122381.24,149192.31,162122.32,1638726.12,17.27,15.57,16.82,13.63,15.45,8.47,9.26,39.68,92.315,2.725
2025,820573,109,Hourly,55968.61,81709.9,95836.69,138819.12,165758.94,1143984.75,1.98,11.67,2.66,3.22,-8.56,-6.02,17.57,30.49,81.016,5.261
2022,528265,596,Hourly,74467.48,92176.48,106646.08,120105.82,130954.16,1333466.9,22.27,12.12,12.39,32.78,-2.67,6.64,8.13,54.79,71.901,4.197
2021,369507,816,Annual,9291.5,14344.17,17297.61,24693.03,30216.05,186851.85,16.71,12.33,7.74,12.5,16.99,-8.67,54.88,26.14,107.728,1.358
2018,703342,377,Daily,98449.21,131925.97,154034.28,193266.21,224691.93,2103432.43,14.97,0.14,18.94,34.19,21.08,-8.17,40.73,3.92,114.242,5.031
2022,456725,575,Annual,100920.86,118940.11,148340.23,194156.16,217600.71,1574958.67,14.17,26.46,28.42,26.72,22.94,16.58,22.16,32.31,73.651,2.256
2017,592803,801,Hourly,65242.6,87740.64,98871.8,128684.76,151677.53,1256109.29,24.28,1.02,8.45,32.11,33.61,18.19,34.88,33.25,157.743,5.637
2021,135422,892,Hourly,68898.54,82179.86,109334.1,157178.77,187783.05,1211024.43,8.69,16.44,13.58,21.85,-9.72,-1.71,59.57,37.4,80.647,5.9
2020,143721,061,Monthly,83106.46,131595.74,171273.54,201551.15,212014.29,2012972.74,17.48,18.74,22.42,3.8,11.69,11.88,40.76,33.84,94.028,5.936
2018,818099,369,Annual,34258.55,43874.11,49455.95,54776.76,61240.49,624651.98,15.62,25.29,25.66,20.87,0.27,-1.14,36.14,53.42,155.929,5.447
2025,596901,462,Hourly,42636.28,61182.98,74143.35,99401.75,117708.2,883196.81,7.77,3.72,10.69,20.21,24.56,6.82,46.47,39.71,80.336,3.432
2022,761756,228,Daily,82285.03,101639.02,123224.74,157133.25,197913.48,1628049.76,0.04,4.33,27.02,8.37,14.19,-7.22,57.95,24.98,152.485,2.899
2017,392167,112,Hourly,15392.06,22340.4,25593.17,32223.49,41610.29,334475.64,19.76,12.22,24.82,10.91,15.65,16.71,50.61,45.74,132.4,1.051
2018,686136,797,Annual,35300.74,47558.36,62290.99,93392.09,124395.57,663800.1,12.45,26.64,18.8,8.66,1.64,-2.25,53.03,4.0,132.117,4.886
2020,652780,607,Monthly,85283.16,126525.34,141915.61,200998.92,256071.93,1722219.28,24.71,7.07,3.22,5.03,-1.43,13.51,53.89,33.52,135.021,7.608
2018,284785,455,Annual,51778.86,74388.13,103737.34,135097.56,155649.28,1233361.15,15.12,2.24,7.22,25.76,20.3,24.36,40.83,24.87,78.467,6.863
2024,051428,450,Monthly,69698.58,111104.24,133920.03,152276.73,192072.41,1523693.79,15.44,2.81,4.32,12.79,3.56,7.17,10.48,44.38,139.835,5.513
2019,877834,304,Hourly,38394.56,61978.05,72067.88,94509.19,111123.58,976963.38,16.22,1.57,12.16,33.62,-5.76,28.29,37.27,22.62,118.502,3.008
2018,704477,357,Annual,29902.37,35700.2,40355.71,58517.82,68843.9,485216.07,13.48,10.02,20.32,33.49,13.15,3.51,8.72,42.54,97.821,6.58
2020,203804,792,Annual,55713.31,65672.46,79959.13,99366.12,126715.34,1012038.66,16.71,8.08,10.17,14.13,23.21,-1.45,35.34,21.08,140.911,4.475
2022,222616,248,Hourly,12002.99,19351.76,24850.4,32715.38,41448.43,328073.33,13.4,25.52,29.09,28.6,20.52,6.82,11.62,8.59,79.723,6.802
2017,631777,373,Hourly,70769.52,113730.2,126432.9,140795.32,154947.28,1499319.24,18.14,6.1,0.58,36.78,27.52,8.23,53.77,36.24,93.429,2.647
2025,363110,992,Annual,79904.05,114562.12,139196.06,165187.99,181947.88,1463806.16,7.51,8.08,21.9,19.67,8.53,-4.5,39.42,49.58,109.524,7.543
2022,723766,206,Daily,38459.86,45788.84,59000.61,79984.66,102545.61,792586.68,9.27,11.83,32.7,17.29,12.62,17.54,49.1,51.61,121.647,5.037
2025,125677,326,Hourly,66194.67,105800.08,130346.02,190848.63,233786.52,1512805.32,17.17,19.54,27.19,25.83,9.12,10.8,6.35,46.82,132.374,3.605
2018,687138,183,Hourly,20538.88,33497.32,42575.1,54433.44,72920.01,476159.1,5.82,29.02,3.82,18.33,-4.97,18.31,45.58,9.96,116.688,2.67
2022,944336,493,Hourly,19245.32,30730.88,42393.59,50200.87,61413.66,577027.87,19.57,23.05,11.95,34.5,-5.83,3.59,9.71,43.66,145.453,2.377
2020,360879,244,Hourly,30535.49,39121.07,54059.21,72298.14,79765.98,654039.07,19.1,21.18,33.57,16.5,8.04,21.09,35.97,30.88,130.688,5.31
2024,680616,878,Monthly,91312.77,113232.4,142929.35,212079.84,231504.71,1633575.21,9.94,1.92,33.65,26.0,34.88,2.34,1.47,42.29,100.338,6.369
2023,527598,651,Annual,10001.86,13450.44,16085.46,20671.57,26768.06,205761.1,20.57,7.13,13.59,8.8,-2.09,18.04,5.62,26.47,121.328,1.053
2023,843924,813,Annual,77292.04,91759.16,113760.23,130960.15,148079.63,1251171.72,19.9,2.75,23.64,12.46,34.91,-6.38,23.0,3.44,118.189,3.469
2022,831976,891,Monthly,7604.71,10509.73,14802.11,19897.47,21842.69,193490.27,5.73,20.95,10.85,12.82,12.34,-2.16,57.91,13.14,111.126,0.686
2016,980021,175,Annual,12192.82,14387.78,16744.41,23194.5,30160.13,208032.44,15.9,24.73,21.68,5.11,17.51,22.78,7.35,1.03,142.009,2.769
2018,054906,859,Annual,43544.95,52880.93,72781.49,105965.76,112422.36,798111.06,1.54,14.43,5.9,4.42,14.64,-5.78,57.32,34.46,95.191,4.52
2024,131324,259,Monthly,107165.22,135406.47,153981.19,188880.37,240974.89,2033226.1,22.97,18.28,2.79,17.15,10.14,1.45,47.73,51.11,144.919,3.975
2019,576362,439,Daily,14535.64,19257.14,24714.79,28404.46,34862.3,338259.35,20.51,8.62,29.25,22.18,29.32,12.81,16.13,16.32,117.259,7.716
2021,360904,243,Hourly,69458.89,95374.37,111391.65,128038.79,141902.16,1409819.63,21.0,6.92,21.6,6.44,23.65,13.31,2.3,19.3,72.085,6.388
2021,897949,940,Daily,87985.17,138977.34,174487.01,251016.95,330695.55,2436280.89,23.96,4.19,12.05,21.72,23.05,-5.7,44.36,23.14,141.953,5.509
2019,802565,579,Monthly,45888.18,54087.56,74693.55,90058.24,94607.75,816644.04,17.66,24.99,8.73,9.25,-7.72,11.74,21.96,38.49,84.954,7.17
2018,734051,988,Monthly,39059.9,53692.38,61239.48,86548.84,106415.75,799393.46,14.63,28.88,28.35,33.94,9.02,12.87,20.15,18.15,114.153,1.474
2016,943564,207,Daily,36813.81,57079.14,66086.87,91822.66,97723.49,723874.57,18.46,9.7,2.51,32.75,4.95,3.47,33.11,20.99,128.038,2.674
2024,636888,135,Monthly,49640.77,66897.56,86280.62,102143.5,109360.8,1046782.42,1.16,23.41,1.07,30.76,-8.76,26.72,47.65,21.48,157.965,7.352
2021,153470,463,Annual,7291.39,10634.32,13355.79,16195.66,17015.89,167056.76,19.39,21.84,9.86,28.37,24.9,-3.34,53.22,38.06,127.976,4.276
2018,049827,623,Monthly,30333.3,42855.49,48550.91,58839.86,77659.74,660144.41,10.85,20.76,16.82,25.32,9.85,7.86,25.34,25.32,71.548,3.66
2016,718065,530,Hourly,52002.19,71712.85,90507.27,126584.95,168928.66,1048570.85,12.73,20.89,29.16,34.39,16.7,9.16,5.4,26.26,131.462,4.322
2025,011539,196,Hourly,58246.42,88215.98,125641.26,174349.91,226577.56,1320789.84,19.18,9.61,7.35,6.35,21.29,18.08,8.86,36.3,129.581,1.501
2020,280761,151,Daily,83957.74,102491.93,127646.28,150469.37,187196.07,1492408.05,18.79,21.72,12.17,1.56,0.77,-6.94,12.77,37.77,79.513,5.479
2024,819537,217,Annual,79115.94,104428.08,135002.93,201308.58,251073.74,1418777.29,2.82,22.23,30.0,19.22,-4.64,-4.61,4.34,13.77,148.318,3.594
2017,654543,185,Daily,80896.65,115922.24,142089.48,156726.76,193222.38,1827143.69,16.93,12.8,3.14,24.48,2.42,-7.72,1.98,32.45,154.773,1.703
2020,887254,017,Daily,110831.32,134078.4,158141.02,228862.42,289408.68,1920381.01,15.35,22.42,33.64,32.37,3.02,-0.84,35.54,6.05,148.393,0.748
2021,698551,487,Annual,89288.58,108412.4,137329.86,179107.74,200738.52,1743359.11,0.43,4.03,20.46,12.98,-0.65,-3.46,25.37,15.62,152.468,4.557
2024,377733,395,Daily,95207.22,115948.51,163612.03,200471.99,251262.96,1886665.14,4.98,3.46,11.88,27.96,-1.42,5.17,20.8,31.35,88.044,1.271
2020,518360,274,Daily,76366.15,113787.01,129710.89,149545.27,164069.15,1600901.56,4.66,19.62,15.53,39.33,13.61,10.82,32.54,16.27,79.435,4.414
2021,936006,498,Annual,51168.54,81684.74,102478.3,113116.0,139633.93,1300998.9,4.91,20.38,31.35,17.99,7.2,24.7,36.6,20.0,151.868,7.778
2018,742745,783,Hourly,9612.52,15669.64,21824.09,29629.61,32810.34,234913.54,17.47,2.08,28.37,0.06,29.53,0.79,44.34,40.78,132.521,6.987
2023,100061,325,Monthly,31016.97,46769.2,61506.96,82101.87,103909.11,681894.95,12.19,12.89,4.03,14.09,-9.05,-2.84,9.21,0.93,101.343,6.77
2019,500537,149,Annual,78440.14,101473.35,113029.98,150125.63,159335.45,1239482.13,3.11,14.89,21.59,20.55,16.77,9.42,33.4,40.51,80.397,4.089
2022,872967,209,Daily,47940.66,59574.86,75001.63,89058.14,118119.22,849104.85,9.82,20.79,2.9,19.0,5.79,3.4,13.75,25.65,142.78,6.966
2023,251466,719,Annual,79961.56,127623.22,162916.18,223424.65,272156.25,1874837.75,12.46,12.72,5.74,35.61,32.87,24.89,2.89,25.05,143.277,4.639
2021,296089,420,Hourly,43193.84,66390.56,86466.04,107622.14,125317.21,1162882.18,24.08,12.9,24.4,23.33,-4.78,-4.98,2.92,54.01,128.545,7.124
2018,330139,534,Monthly,100907.25,126403.15,177127.68,233219.24,248828.2,2453262.37,4.06,24.58,31.0,29.38,21.35,7.88,40.79,17.13,110.998,7.434
2021,787720,779,Daily,93069.89,129675.36,175996.64,230390.43,248996.68,2150997.4,24.62,7.05,16.25,28.74,18.53,15.51,22.57,14.96,90.24,5.668
2017,477492,994,Monthly,64791.51,80743.15,109331.02,148153.16,175647.24,1508425.67,22.15,27.06,32.32,27.79,24.15,-1.02,31.96,45.41,86.185,7.226
2017,184110,283,Daily,122981.34,153911.96,176315.5,210125.24,280326.16,2344766.87,23.4,5.02,16.49,27.68,-6.14,-9.57,52.33,29.59,80.382,1.54
2020,696476,533,Hourly,15355.16,21455.12,24362.39,33348.66,44982.52,337445.93,14.43,5.95,6.4,19.78,3.63,-7.61,16.5,41.54,98.424,3.938
2017,079507,212,Hourly,54708.67,69688.5,86602.91,107415.19,128765.54,1085474.24,0.06,5.75,0.56,14.99,-7.82,23.78,43.73,31.66,139.787,2.829
2023,021954,211,Monthly,90169.36,125308.2,176142.16,211865.7,244157.81,2097685.63,10.55,3.64,4.3,2.52,30.8,15.02,27.43,14.96,118.837,6.786
2021,643454,581,Monthly,71668.7,105533.32,138165.45,164126.67,199820.96,1777816.94,20.98,7.29,19.93,15.17,27.42,-2.84,12.26,54.37,151.804,6.996
2016,987202,112,Hourly,41435.48,62988.58,83171.4,123219.78,163861.17,873724.99,19.49,9.82,20.09,30.51,27.92,-2.53,11.74,50.42,70.986,4.706
2025,789204,348,Monthly,65702.35,91215.05,123345.24,151790.15,198280.88,1537271.49,20.36,6.2,15.89,4.24,0.75,2.26,26.26,49.08,132.999,1.344
2024,969475,236,Annual,95564.63,129515.07,171426.4,246649.99,262885.36,2149775.47,23.54,10.61,20.35,37.49,16.69,27.75,28.25,32.16,143.42,4.118
2016,865883,349,Monthly,80247.53,96543.44,109118.23,133892.41,148383.3,1481008.13,17.23,0.06,20.8,4.03,-0.57,2.91,31.05,47.28,140.663,7.409
2020,362679,071,Daily,64376.37,90974.95,115768.95,151673.31,183826.59,1542254.94,10.69,6.29,29.66,35.37,-1.94,0.24,18.2,8.53,154.587,1.921
2024,662416,438,Monthly,86449.86,114173.41,131831.25,145724.02,156523.33,1506526.73,1.58,1.08,22.65,7.4,24.74,1.04,1.53,2.03,84.641,7.384
2023,315022,808,Monthly,42883.6,62550.56,80258.07,105533.8,131424.02,940898.3,6.08,29.15,27.15,2.46,3.16,11.76,39.61,48.76,118.452,5.999
2023,781509,917,Hourly,82314.78,116877.97,150033.86,214249.8,288382.75,1799334.62,9.63,6.7,24.25,35.4,33.01,0.2,35.97,25.54,98.936,2.991
2016,287471,193,Hourly,37393.86,56230.29,73472.24,102193.64,136560.6,908126.25,10.04,5.86,12.89,12.59,1.98,14.61,42.27,0.43,154.813,4.261
2022,789330,665,Monthly,46278.24,60393.13,84752.2,111784.34,140722.31,1143052.2,8.18,9.92,8.55,9.58,32.33,-2.66,10.77,37.49,131.575,1.559
2022,021627,788,Hourly,21776.39,28290.51,36996.9,49381.98,56148.74,441254.11,17.95,4.63,9.62,29.01,14.4,0.83,56.07,6.0,86.826,4.165
2025,458965,798,Monthly,27432.79,42722.0,58061.13,82442.9,110894.31,627090.66,13.37,9.89,34.55,8.21,-7.73,1.21,30.17,32.89,94.042,6.083
2022,761419,106,Monthly,90109.06,128024.81,162459.89,182978.91,211287.05,1938673.15,13.66,29.22,32.53,32.19,32.34,-9.26,35.11,18.01,156.142,1.134
2017,316646,613,Annual,51163.76,65308.99,85034.42,95134.61,122370.2,1070767.76,13.54,28.01,20.56,38.01,-9.7,-0.01,12.46,7.13,152.086,6.139
2021,015411,362,Hourly,26249.25,36893.33,51341.43,74066.25,80134.94,666060.89,17.71,5.2,34.18,1.45,-4.74,6.18,47.78,4.63,100.066,1.15
2016,281694,480,Hourly,83220.06,101231.21,118260.81,133261.01,169907.02,1635827.51,6.79,16.16,16.61,30.66,24.84,0.95,58.24,15.63,151.585,5.63
2022,058282,515,Daily,32605.01,45999.72,61833.78,74240.29,87046.4,670215.02,2.34,24.27,28.34,22.87,28.27,25.9,52.08,48.3,111.525,5.793
2023,906037,214,Hourly,11597.16,14387.47,18819.28,26506.9,31034.43,253599.0,21.77,9.29,16.21,13.93,-9.02,7.13,11.9,51.85,116.051,1.629
2022,705888,913,Annual,47086.73,59550.96,75403.81,91199.56,97784.34,896533.83,4.11,8.82,11.75,8.43,21.79,25.18,21.61,11.43,149.454,1.74
2016,302512,246,Hourly,34949.58,56848.49,68632.75,78808.51,88797.13,769979.2,13.08,25.59,2.63,38.64,7.08,17.84,7.97,29.43,90.701,4.344
2024,607154,506,Monthly,73013.2,100391.71,135538.29,150692.21,181429.54,1883001.16,22.15,21.64,32.53,0.63,25.88,-8.52,38.94,14.49,111.919,0.504
2022,410594,799,Daily,56500.56,74145.28,95295.64,106152.44,134743.57,1179087.72,20.92,22.78,14.72,21.94,13.03,17.11,5.28,17.59,121.902,2.988
2017,325733,720,Annual,93281.43,117252.82,153400.96,213248.01,226719.96,2108408.78,10.93,0.88,0.21,19.24,4.19,7.89,20.61,21.75,71.528,4.603
2016,786561,886,Annual,72665.05,98851.78,112074.96,162625.26,198773.15,1394345.37,4.25,5.02,18.55,23.66,9.54,3.31,38.56,35.21,142.522,6.779
2020,132423,720,Annual,103048.88,132803.31,165467.31,246797.21,321862.31,1851767.45,11.74,6.29,21.31,31.1,33.27,27.92,47.81,12.96,88.749,6.124
2019,064805,990,Monthly,92869.01,132107.97,147567.51,192200.44,255601.7,1589681.77,20.37,16.06,22.94,8.17,-3.13,22.7,1.64,51.36,77.12,7.655
2023,864632,343,Monthly,13378.92,17707.98,21320.81,25446.98,26811.14,254963.76,18.57,5.85,33.47,10.49,0.59,8.79,4.87,28.55,138.308,4.831
2022,200129,811,Monthly,29039.18,36122.12,48269.27,63153.81,68618.78,633656.06,20.94,12.2,14.57,34.37,28.81,18.86,20.1,30.06,76.871,5.058
2018,480048,545,Monthly,91954.71,135788.49,164514.93,189834.99,255879.2,2215844.01,14.63,4.4,6.87,37.55,31.77,29.93,30.05,21.72,123.44,7.143
2019,626206,512,Monthly,71176.19,98840.3,131529.38,177710.41,202428.88,1476397.1,6.34,24.95,33.74,22.38,31.27,-7.79,41.85,1.13,123.732,1.761
2017,026992,054,Monthly,52400.28,73950.81,90280.08,127373.12,168332.05,1194122.25,11.6,14.83,16.19,34.96,20.45,0.36,29.86,19.35,136.91,0.516
2017,339894,916,Monthly,71965.21,118925.74,159176.17,237143.02,320098.41,1808793.83,15.18,25.98,1.87,18.13,29.41,26.81,46.26,29.26,118.254,7.966
2016,995221,623,Daily,30179.17,42834.52,50090.33,70132.96,92163.82,533805.09,17.66,27.88,25.37,28.17,18.06,3.01,6.21,41.48,79.713,2.825
2024,601082,087,Monthly,51038.85,75811.24,104378.29,130718.65,141647.96,1321087.67,4.39,29.85,34.24,14.77,32.69,1.55,38.22,41.37,84.152,2.541
2017,177801,612,Annual,48939.05,74151.09,85988.12,124125.88,148047.14,1076696.43,19.59,9.79,21.78,26.72,4.99,27.53,3.39,26.32,141.212,3.735
2017,293087,920,Monthly,26249.19,34356.7,47613.56,55380.28,72993.78,530068.49,7.43,28.33,2.58,37.89,13.96,-1.99,46.75,45.94,87.395,4.321
2021,283950,516,Monthly,68107.54,98640.85,123705.76,142165.37,186598.07,1569192.53,4.6,11.88,16.14,2.06,-7.31,-6.59,36.53,29.79,116.058,2.311
2017,701574,151,Hourly,60754.1,89263.83,123252.94,174642.82,213439.53,1573899.48,1.03,24.2,23.68,21.51,33.02,-9.83,34.0,21.43,138.783,2.845
2017,716109,614,Annual,25761.36,34554.28,40405.94,49497.05,60153.93,561250.23,9.02,19.46,15.59,21.65,-8.34,-7.31,13.21,12.19,116.256,3.696
2017,563058,462,Daily,57898.91,90448.07,101969.7,145355.55,181149.6,1154247.99,2.29,2.11,6.83,0.01,12.55,16.43,52.94,52.5,124.14,0.969
2020,865736,247,Annual,72139.67,115535.16,156781.44,207408.95,256205.33,1881187.56,7.57,29.32,15.47,3.6,28.95,13.74,19.84,34.14,157.15,1.056
2016,246241,980,Daily,24846.84,37000.29,45300.49,49985.69,57148.21,549282.41,4.77,24.59,4.47,35.76,2.49,22.51,31.55,33.76,152.449,0.763
2024,734626,136,Annual,104331.6,130559.8,160077.84,223184.43,241821.91,1865790.89,10.97,18.19,0.3,31.36,24.88,-5.11,51.16,7.24,154.009,7.899
2018,216695,871,Annual,94159.49,143298.21,176142.1,201058.53,229385.18,1979967.56,15.04,17.7,34.28,1.83,16.11,3.06,57.69,15.97,155.262,2.221
2021,987721,098,Annual,76362.02,91128.64,122728.2,176934.6,197106.75,1293980.03,4.98,24.5,23.66,2.71,6.22,5.77,55.36,23.95,135.988,4.753
2021,203230,605,Annual,82051.13,124980.94,145639.07,202356.62,266957.68,1980866.04,7.27,16.91,17.95,12.21,23.55,25.14,7.93,47.62,78.05,7.448
2022,836911,573,Daily,37175.24,60688.89,81919.91,119211.79,141887.71,1103492.03,1.0,22.08,11.25,39.87,13.74,23.09,19.72,13.42,72.739,5.886
2018,216767,014,Daily,11511.55,17649.27,20629.39,28688.62,30475.47,261222.82,9.54,21.97,13.2,23.35,31.14,10.67,46.89,30.74,158.185,3.669
2017,019235,076,Hourly,121017.26,143903.85,171709.04,192913.06,228490.55,2380620.35,20.86,11.08,27.06,22.63,18.41,16.6,2.77,22.88,107.106,2.202
2024,905749,018,Daily,61136.45,94340.33,114494.26,134140.05,144199.7,1469491.83,3.86,11.38,26.52,13.58,-7.78,15.31,57.01,39.33,115.977,5.678
2020,065129,603,Annual,32874.07,48866.26,54651.54,72841.61,89194.33,745372.28,12.54,16.38,17.4,20.15,25.15,-3.39,17.36,17.64,127.236,0.712
2018,080096,683,Hourly,12261.98,17220.18,23503.45,26273.99,27981.14,303868.91,19.08,27.9,21.18,19.69,6.08,-9.04,49.75,15.45,99.398,5.261
2016,802890,158,Monthly,100056.49,122445.29,144368.72,170306.32,181750.36,2001318.87,10.15,1.4,9.02,4.33,10.64,29.84,4.87,46.64,130.547,7.947
2020,158661,535,Daily,46681.04,65189.35,76324.34,109406.14,121484.65,923313.01,15.99,18.23,20.07,23.04,18.35,26.79,33.75,21.38,119.986,1.475
2025,202634,038,Annual,23711.1,32917.84,45310.8,65592.01,73991.44,503191.04,10.81,18.06,25.92,28.71,1.68,1.63,20.54,25.97,125.62,3.893
2024,173726,745,Hourly,38029.81,53376.49,59377.47,85688.85,91361.97,783434.98,14.47,16.2,27.95,2.69,29.67,-1.02,6.65,15.73,136.047,5.403
2024,806410,694,Monthly,77294.14,93957.77,121630.43,139003.8,163777.6,1481452.91,5.7,18.73,13.61,29.8,8.44,8.42,22.52,23.37,116.082,0.781
2023,988719,326,Monthly,46742.53,76261.56,92265.6,129027.2,146502.93,1105981.42,21.31,15.67,23.23,13.44,1.91,-4.78,2.0,43.19,115.553,4.207
2021,601561,652,Daily,62873.83,102480.55,119790.99,168725.8,190106.85,1368186.41,9.53,1.25,10.58,17.21,7.45,16.4,24.06,17.9,128.992,3.886
2019,423372,913,Daily,34863.44,46111.97,53065.25,77644.26,104307.47,580116.45,1.07,1.97,26.62,14.45,34.28,-3.68,32.75,34.19,153.84,6.916
2024,285050,165,Daily,39890.87,55055.72,72003.32,105594.27,136394.03,840791.8,16.83,19.45,13.5,3.15,18.51,1.85,31.7,48.87,128.034,7.814
2022,944559,286,Annual,74448.83,90624.8,104421.98,122785.04,150758.4,1356135.87,18.35,5.87,19.83,3.2,10.27,19.61,30.54,1.64,91.441,0.661
2024,754913,488,Annual,127059.45,153812.88,171164.68,220111.34,251128.27,2115853.32,5.23,4.5,20.08,19.32,-5.37,4.27,17.59,16.57,73.131,5.12
2019,660827,493,Daily,37391.6,55200.89,65081.74,83173.66,111905.5,744120.87,15.8,29.78,34.62,2.17,21.81,8.12,5.15,36.11,98.243,5.354
2022,574414,159,Monthly,88034.13,111050.32,135818.49,197917.51,226699.85,1770214.35,17.44,21.38,34.41,9.62,28.54,25.17,55.21,21.07,118.725,2.896
2022,043981,869,Annual,31683.18,42668.06,54725.33,70388.31,74846.49,575071.83,14.64,25.19,31.49,3.65,29.42,28.88,55.76,50.33,100.011,4.499
2025,850484,740,Hourly,60060.46,72209.91,85730.4,98126.09,103563.45,1082156.48,13.61,19.82,6.93,22.62,9.57,-8.52,4.01,37.52,149.538,2.783
