gov_debt_reporting_year,gov_debt_issuer_id,gov_debt_debt_type_code,gov_debt_principal_outstanding_inr,gov_debt_principal_issued_inr,gov_debt_principal_retired_inr,gov_debt_interest_cost_inr,gov_debt_average_coupon_rate,gov_debt_maturity_years_weighted,gov_debt_debt_service_coverage_ratio,gov_debt_days_cash_on_hand,gov_debt_liquidity_ratio,gov_debt_net_position_change_inr,gov_debt_unfunded_pension_liability,gov_debt_opeb_liability,gov_debt_bond_rating_agency,gov_debt_bond_rating_value,gov_debt_default_event_flag,gov_debt_refinancing_savings_inr,gov_debt_fiscal_distress_flag
2011,GOV16901788,GOVJL6UU,64989811,237242732,606808,5989021,43.29,val_1699_01788,4.476,2889,4.409,val_1699_01788,val_1699_01788,val_1699_01788,DoPT,604861150,0,91403357,0
2010,GOV16901789,GOVKCABL,62955,6642746,25902,56778145,27.33,val_1699_01789,3.121,3197,0.141,val_1699_01789,val_1699_01789,val_1699_01789,DoPT,3986381,0,53129,0
2014,GOV16901790,GOV5HEQD,148944,53698,56904866,560099510,51.87,val_1699_01790,1.736,421,1.485,val_1699_01790,val_1699_01790,val_1699_01790,MNRE,506348,0,3835819,1
2023,GOV16901791,GOVNCU8M,32847907,6476238,381480,500206,95.37,val_1699_01791,1.039,1038,4.337,val_1699_01791,val_1699_01791,val_1699_01791,MoRD,3915181,0,25199,0
2020,GOV16901792,GOVYP40N,52097,188591,1666602,490943,8.63,val_1699_01792,3.542,138,0.739,val_1699_01792,val_1699_01792,val_1699_01792,DoPT,4443929,0,39850,1
2015,GOV16901793,GOVL6LSR,4704884,51271,27521231,659018143,31.38,val_1699_01793,4.176,2462,0.499,val_1699_01793,val_1699_01793,val_1699_01793,MoE,43128211,0,3082367,1
2017,GOV16901794,GOV4OYS1,268704,265161184,61810675,69059255,8.0,val_1699_01794,3.778,2855,3.669,val_1699_01794,val_1699_01794,val_1699_01794,MoE,22865655,0,61574,1
2013,GOV16901795,GOVH39V8,487141,50298827,70819526,838381769,51.62,val_1699_01795,2.2,2251,2.185,val_1699_01795,val_1699_01795,val_1699_01795,MoRTH,320612,1,433639917,1
2010,GOV16901796,GOV37H8K,62540047,49747,337467940,5046796,54.24,val_1699_01796,2.931,753,3.521,val_1699_01796,val_1699_01796,val_1699_01796,MoE,75155625,0,72223,0
2024,GOV16901797,GOVMUPHF,51390764,52828094,288032146,66365844,63.61,val_1699_01797,1.315,2350,4.329,val_1699_01797,val_1699_01797,val_1699_01797,MoRD,690866,0,1464247,0
2019,GOV16901798,GOVTC9O1,67899464,29375007,907579681,43703,17.46,val_1699_01798,4.495,2010,1.76,val_1699_01798,val_1699_01798,val_1699_01798,DoPT,3127368,1,7013142,0
2018,GOV16901799,GOVG5F5C,6114482,32149027,78327,265100,26.92,val_1699_01799,2.549,1644,4.496,val_1699_01799,val_1699_01799,val_1699_01799,MoE,398016,1,5207407,1
2016,GOV16901800,GOVE3HIV,9347730,1184641,40186,638109966,69.65,val_1699_01800,2.102,998,3.772,val_1699_01800,val_1699_01800,val_1699_01800,MoHFW,5315453,1,42546592,0
2013,GOV16901801,GOVJ1BYL,50478,340193961,2582095,609088646,73.56,val_1699_01801,2.185,3510,2.001,val_1699_01801,val_1699_01801,val_1699_01801,MoRTH,584411,0,4670037,0
2023,GOV16901802,GOV6IYU5,779189040,375386,10588281,5237020,62.26,val_1699_01802,3.182,3111,1.354,val_1699_01802,val_1699_01802,val_1699_01802,MNRE,5504326,1,861921563,0
2011,GOV16901803,GOVT93PL,71259731,309165,393968,38218,64.96,val_1699_01803,1.013,667,2.682,val_1699_01803,val_1699_01803,val_1699_01803,MeitY,686266,1,53168,1
2016,GOV16901804,GOVHM24K,61128,74300,49582715,58323,67.64,val_1699_01804,1.939,1964,4.861,val_1699_01804,val_1699_01804,val_1699_01804,MOF,432386,1,5172366,0
2020,GOV16901805,GOVZ1HSV,473893,25587,55077945,1131101499,43.09,val_1699_01805,0.331,1060,0.921,val_1699_01805,val_1699_01805,val_1699_01805,DoPT,6057169,0,62193,0
2019,GOV16901806,GOVTJ51H,47288,62350618,204537950,27302105,51.27,val_1699_01806,4.37,2820,1.205,val_1699_01806,val_1699_01806,val_1699_01806,MoHFW,264949248,0,734972530,1
2019,GOV16901807,GOVV9AWK,31365491,43964,586789956,7083581,25.24,val_1699_01807,3.551,2162,1.657,val_1699_01807,val_1699_01807,val_1699_01807,MNRE,94117289,1,460756666,1
2026,GOV16901808,GOV15FTC,38481,386651327,715965,550812732,29.01,val_1699_01808,1.852,1764,2.183,val_1699_01808,val_1699_01808,val_1699_01808,MoE,532284,0,73919,0
2010,GOV16901809,GOVRLWJ1,49707,73271179,321206601,49769392,74.86,val_1699_01809,3.252,2409,4.321,val_1699_01809,val_1699_01809,val_1699_01809,MOF,331714151,1,420536067,0
2024,GOV16901810,GOVRUFMY,18545249,91339,606409651,113322422,11.99,val_1699_01810,0.869,1209,3.95,val_1699_01810,val_1699_01810,val_1699_01810,MHA,7666569,1,470943,1
2017,GOV16901811,GOVDNDZN,18100933,15857,2630627,62042948,67.0,val_1699_01811,3.348,1269,3.278,val_1699_01811,val_1699_01811,val_1699_01811,MNRE,47019021,0,86587736,1
2010,GOV16901812,GOVTTLA8,551005,4102987,604827,4341925,79.69,val_1699_01812,4.53,240,0.474,val_1699_01812,val_1699_01812,val_1699_01812,MNRE,34492539,1,6596610,1
2011,GOV16901813,GOVEK06J,45208553,8372622,70273861,4852897,30.8,val_1699_01813,0.777,2401,4.756,val_1699_01813,val_1699_01813,val_1699_01813,MOF,13694863,1,3173948,1
2010,GOV16901814,GOV1OXOX,468979875,5436068,46812528,32607333,50.41,val_1699_01814,1.711,1199,3.544,val_1699_01814,val_1699_01814,val_1699_01814,MoE,4265779,0,3449231,0
2012,GOV16901815,GOVDSKB3,538152840,5833071,3501790,110735,33.63,val_1699_01815,1.937,1785,1.143,val_1699_01815,val_1699_01815,val_1699_01815,MoRTH,729897,1,91175238,0
2026,GOV16901816,GOVTFHEO,57890858,6286032,612198350,2074086,96.12,val_1699_01816,1.822,1861,2.83,val_1699_01816,val_1699_01816,val_1699_01816,MOF,4328056,0,879428346,1
2025,GOV16901817,GOVDEY6T,828645,54541,535650,2019170,3.13,val_1699_01817,0.241,1159,0.345,val_1699_01817,val_1699_01817,val_1699_01817,MoHUA,389223,0,331631450,0
2020,GOV16901818,GOVPIHZB,42326,2722878,8074093,847666800,44.39,val_1699_01818,2.864,2910,3.35,val_1699_01818,val_1699_01818,val_1699_01818,MOF,35828632,1,653358475,1
2012,GOV16901819,GOVJQUW6,794820,81998,794676650,70639886,84.71,val_1699_01819,1.769,2546,2.97,val_1699_01819,val_1699_01819,val_1699_01819,MoHFW,73471545,1,78404,0
2014,GOV16901820,GOVAGQ7K,609967,49107711,712824,832647,33.91,val_1699_01820,1.649,21,1.17,val_1699_01820,val_1699_01820,val_1699_01820,MoE,403724489,1,34812868,0
2016,GOV16901821,GOV2Q4OJ,35234,767396,72052,26538,80.46,val_1699_01821,2.36,3091,3.081,val_1699_01821,val_1699_01821,val_1699_01821,MoHUA,611698389,0,1708780,1
2016,GOV16901822,GOV3IBI9,42084,69113924,898257,53635,10.18,val_1699_01822,3.673,2913,1.068,val_1699_01822,val_1699_01822,val_1699_01822,MoE,21548,1,753981,1
2022,GOV16901823,GOVRV6UH,57179,7523076,30960,446756211,95.19,val_1699_01823,3.391,1287,3.062,val_1699_01823,val_1699_01823,val_1699_01823,MoHUA,447655,1,24448404,0
2019,GOV16901824,GOVWQ1ZD,41104,4804154,32394596,82740,3.16,val_1699_01824,0.192,1674,3.776,val_1699_01824,val_1699_01824,val_1699_01824,MoE,4381160,1,355144050,1
2015,GOV16901825,GOV023DB,51240445,33719,264582,28791648,65.33,val_1699_01825,0.98,419,3.045,val_1699_01825,val_1699_01825,val_1699_01825,MeitY,5007522,1,159235,1
2015,GOV16901826,GOVHN6NQ,619798093,63791564,341822,9746382,65.05,val_1699_01826,2.51,2626,3.9,val_1699_01826,val_1699_01826,val_1699_01826,MeitY,98250250,1,431492,0
2017,GOV16901827,GOVD9AQL,46836,37139,16197197,511909,68.39,val_1699_01827,0.268,3110,2.564,val_1699_01827,val_1699_01827,val_1699_01827,MOF,861610,0,4298365,1
2011,GOV16901828,GOV8U68B,7502714,490355,48359741,358657173,7.54,val_1699_01828,2.237,3212,4.097,val_1699_01828,val_1699_01828,val_1699_01828,MOF,377237163,1,66542614,1
2018,GOV16901829,GOVT82KV,978574,28370867,66954208,400966,84.68,val_1699_01829,0.652,241,2.653,val_1699_01829,val_1699_01829,val_1699_01829,MOF,25408806,1,80696,0
2017,GOV16901830,GOVR9JPL,402716404,55300211,307405,84548649,16.98,val_1699_01830,4.332,1868,3.913,val_1699_01830,val_1699_01830,val_1699_01830,MoRD,650052,1,307553,1
2024,GOV16901831,GOV1BB12,633631081,569267,722025425,610518,50.5,val_1699_01831,0.529,2092,3.867,val_1699_01831,val_1699_01831,val_1699_01831,MeitY,76438185,1,73435,1
2021,GOV16901832,GOVIMAX5,5689849,55788,5610303,741732017,60.67,val_1699_01832,2.483,933,1.416,val_1699_01832,val_1699_01832,val_1699_01832,MoRD,261998505,1,8711959,1
2025,GOV16901833,GOVANAZI,384957,891024,97294950,55708,72.94,val_1699_01833,4.446,2903,0.744,val_1699_01833,val_1699_01833,val_1699_01833,MNRE,456449344,0,44298,0
2013,GOV16901834,GOVJSAOM,60884,391543887,725954,8726945,42.84,val_1699_01834,4.868,150,3.449,val_1699_01834,val_1699_01834,val_1699_01834,MoE,258557,0,3759228,1
2024,GOV16901835,GOVUIN2I,430748468,894271,330929755,715466812,60.27,val_1699_01835,0.725,1936,0.253,val_1699_01835,val_1699_01835,val_1699_01835,MoRD,52783168,0,18127,1
2010,GOV16901836,GOV8Q788,33416423,7082712,5272137,419810642,86.05,val_1699_01836,4.582,2702,0.789,val_1699_01836,val_1699_01836,val_1699_01836,MNRE,1797587,1,497295,0
2020,GOV16901837,GOVUZE1U,12539844,31245714,870787,608198,14.37,val_1699_01837,1.479,1911,0.958,val_1699_01837,val_1699_01837,val_1699_01837,MoRTH,150271,0,370959,1
2017,GOV16901838,GOV7OMNB,728923,67981,48659065,5802565,62.77,val_1699_01838,3.146,3050,1.118,val_1699_01838,val_1699_01838,val_1699_01838,MeitY,4826936,1,602286,1
2023,GOV16901839,GOVF7XEL,5302979,494257627,53953,650603,17.82,val_1699_01839,3.326,2755,3.597,val_1699_01839,val_1699_01839,val_1699_01839,MeitY,64592746,1,44502408,0
2019,GOV16901840,GOVU28RH,648020,39923884,579181,60398356,7.99,val_1699_01840,2.62,3148,3.516,val_1699_01840,val_1699_01840,val_1699_01840,MHA,529935,1,31995,0
2017,GOV16901841,GOV8G6RM,4749779,751117,4058524,649285,33.76,val_1699_01841,2.517,1731,3.47,val_1699_01841,val_1699_01841,val_1699_01841,MoE,37737723,0,443837,1
2017,GOV16901842,GOVM12YH,49427,540721576,51819838,2215024,12.17,val_1699_01842,0.874,2400,0.307,val_1699_01842,val_1699_01842,val_1699_01842,MoHFW,6220361,0,523669748,0
2011,GOV16901843,GOVNXWBD,45446,503336,18333,44950204,78.15,val_1699_01843,0.057,2173,2.354,val_1699_01843,val_1699_01843,val_1699_01843,MoHFW,39942832,1,658546877,0
2022,GOV16901844,GOVLF8WR,47078,34154,46214,29132,3.28,val_1699_01844,1.969,508,0.266,val_1699_01844,val_1699_01844,val_1699_01844,MoRTH,94129384,0,85970,0
2023,GOV16901845,GOVTUGNK,18526833,71317,56906,388575,70.37,val_1699_01845,3.966,3255,4.697,val_1699_01845,val_1699_01845,val_1699_01845,MoHUA,640296098,0,2978028,1
2017,GOV16901846,GOV1VLE6,4131061,559163513,70641071,83413,44.88,val_1699_01846,2.187,140,0.046,val_1699_01846,val_1699_01846,val_1699_01846,MeitY,56100,1,60070,0
2026,GOV16901847,GOV90EWF,72409020,1182435,167533920,638228640,82.75,val_1699_01847,3.301,1100,4.705,val_1699_01847,val_1699_01847,val_1699_01847,MoHFW,613232,0,14279,0
2025,GOV16901848,GOVK9U9Q,473444,26989,588626,507264,31.71,val_1699_01848,3.863,2424,2.298,val_1699_01848,val_1699_01848,val_1699_01848,MOF,50335,0,31606007,0
2018,GOV16901849,GOVHK94H,39374358,67868804,7484028,781122,51.41,val_1699_01849,1.601,2122,3.059,val_1699_01849,val_1699_01849,val_1699_01849,MOF,752043068,0,4067435,0
2023,GOV16901850,GOVXG9ON,510819242,41874,199071625,639095008,4.4,val_1699_01850,1.01,2563,4.673,val_1699_01850,val_1699_01850,val_1699_01850,DoPT,370253,1,350767,1
2015,GOV16901851,GOVHVHWQ,512255,440019383,766556,6473973,10.98,val_1699_01851,2.552,2786,4.38,val_1699_01851,val_1699_01851,val_1699_01851,MoHUA,40294821,0,460756,1
2015,GOV16901852,GOV1MSEY,60814,2633411,545665,3581998,40.42,val_1699_01852,0.127,1072,2.264,val_1699_01852,val_1699_01852,val_1699_01852,MoE,5378390,1,729127,0
2026,GOV16901853,GOV8MHAQ,75549736,3796721,7031483,6490180,55.96,val_1699_01853,1.987,3562,4.124,val_1699_01853,val_1699_01853,val_1699_01853,MoE,4710712,1,26427116,1
2021,GOV16901854,GOVDJMPW,532789,50497661,178460603,61427,72.76,val_1699_01854,3.378,2049,0.032,val_1699_01854,val_1699_01854,val_1699_01854,MOF,659128995,0,601260864,0
2018,GOV16901855,GOVLU20Y,390309,6153007,2103239,6547370,23.4,val_1699_01855,1.694,1000,0.771,val_1699_01855,val_1699_01855,val_1699_01855,MeitY,4982904,0,6146993,0
2011,GOV16901856,GOV9MSRL,382877,7029321,684957,6184290,81.11,val_1699_01856,0.72,102,1.851,val_1699_01856,val_1699_01856,val_1699_01856,MeitY,62739814,0,415105,1
2025,GOV16901857,GOV7YS7K,601260572,493444880,296273,7250993,61.98,val_1699_01857,3.42,509,1.956,val_1699_01857,val_1699_01857,val_1699_01857,MoE,351679,0,615975595,1
2022,GOV16901858,GOVGIE3Z,308380418,46476403,5381298,27935803,2.67,val_1699_01858,1.095,922,1.921,val_1699_01858,val_1699_01858,val_1699_01858,MoRD,405934826,1,50432,0
2022,GOV16901859,GOVR7YWG,611267,7647385,3245353,7144699,94.89,val_1699_01859,1.933,2674,0.386,val_1699_01859,val_1699_01859,val_1699_01859,MoHFW,876161625,0,305493126,1
2023,GOV16901860,GOVH4SDT,8010102,47806646,563974,44595,31.02,val_1699_01860,3.901,103,0.929,val_1699_01860,val_1699_01860,val_1699_01860,MoHFW,82575,1,17736010,0
2025,GOV16901861,GOVY98RW,6821768,5395257,662748,22104,68.4,val_1699_01861,0.845,178,2.192,val_1699_01861,val_1699_01861,val_1699_01861,MeitY,89252,1,579363,1
2021,GOV16901862,GOVT6I9W,662841,577903,425572,375400,42.97,val_1699_01862,0.236,167,1.737,val_1699_01862,val_1699_01862,val_1699_01862,MoRD,19396,1,433221,0
2017,GOV16901863,GOVSE7PK,537360586,73585,100001833,496723598,93.12,val_1699_01863,2.752,374,4.308,val_1699_01863,val_1699_01863,val_1699_01863,MoRD,488465393,1,300692,1
2022,GOV16901864,GOVRL7VH,502316,641881029,48862,592232977,95.3,val_1699_01864,4.4,26,1.312,val_1699_01864,val_1699_01864,val_1699_01864,DoPT,525077,0,666511,0
2020,GOV16901865,GOVWE8K5,66464796,40134699,33847,589498,88.44,val_1699_01865,1.128,945,1.666,val_1699_01865,val_1699_01865,val_1699_01865,MeitY,661218817,1,41016417,1
2015,GOV16901866,GOVDFNNU,59448613,45728,283334,670817786,41.33,val_1699_01866,0.39,1528,4.316,val_1699_01866,val_1699_01866,val_1699_01866,MoHUA,657828714,1,46439854,0
2021,GOV16901867,GOVL49TA,56152,688277,71512,689387884,32.17,val_1699_01867,4.315,2423,1.317,val_1699_01867,val_1699_01867,val_1699_01867,MOF,6721792,0,215474989,0
2013,GOV16901868,GOVN2XLV,2357643,968126,704659,32508913,69.92,val_1699_01868,1.926,3020,1.82,val_1699_01868,val_1699_01868,val_1699_01868,MoRTH,3504493,1,41554065,1
2016,GOV16901869,GOV9OK3L,630401785,53713429,18250,417787,25.33,val_1699_01869,3.455,1797,1.381,val_1699_01869,val_1699_01869,val_1699_01869,MOF,64768752,0,57980,0
2018,GOV16901870,GOVMHLKB,29542650,557247404,41775,334179852,45.64,val_1699_01870,2.828,2672,3.567,val_1699_01870,val_1699_01870,val_1699_01870,MHA,4867875,0,43212,0
2018,GOV16901871,GOVUKHTP,21927182,98119942,54854426,439565,53.62,val_1699_01871,3.574,1142,2.188,val_1699_01871,val_1699_01871,val_1699_01871,DoPT,77736,0,578192195,0
2021,GOV16901872,GOV3JJ9X,6430076,257847962,159556,4388,58.41,val_1699_01872,1.989,1256,0.387,val_1699_01872,val_1699_01872,val_1699_01872,MeitY,59307,0,306325704,1
2025,GOV16901873,GOV1PKFR,597717,67991,83556,6282518,3.22,val_1699_01873,3.104,414,2.052,val_1699_01873,val_1699_01873,val_1699_01873,MoHUA,41195,1,2257354,1
2017,GOV16901874,GOVFRL00,861635,40439,46716,368125,53.4,val_1699_01874,4.048,3464,1.139,val_1699_01874,val_1699_01874,val_1699_01874,MoHFW,3784816,1,2945450,0
2021,GOV16901875,GOVNZCNA,516501919,600167,5470378,648682,28.4,val_1699_01875,0.716,3541,4.366,val_1699_01875,val_1699_01875,val_1699_01875,MoRD,36408526,0,55554288,0
2019,GOV16901876,GOVK027Y,7853589,582067473,318417645,2577809,71.55,val_1699_01876,1.092,1510,0.732,val_1699_01876,val_1699_01876,val_1699_01876,MHA,52386,1,21418514,1
2024,GOV16901877,GOVJW6KZ,524736878,426841278,505157981,33416696,32.48,val_1699_01877,4.749,3234,2.211,val_1699_01877,val_1699_01877,val_1699_01877,MHA,472995442,1,90592304,1
2026,GOV16901878,GOVT20VS,565550,426603,45541397,64674,72.58,val_1699_01878,2.507,938,4.778,val_1699_01878,val_1699_01878,val_1699_01878,MOF,16452027,1,26556,1
2023,GOV16901879,GOVZGHJ2,45765,815972,6181490,469736,28.18,val_1699_01879,2.568,1407,4.114,val_1699_01879,val_1699_01879,val_1699_01879,MNRE,38748768,0,200185,1
2019,GOV16901880,GOV42FU7,2438888,65563,72083870,419851,52.67,val_1699_01880,2.496,2366,2.962,val_1699_01880,val_1699_01880,val_1699_01880,MeitY,21226,0,339531325,1
2015,GOV16901881,GOV6Z4UE,43022,5233828,63630,177441,65.91,val_1699_01881,2.758,349,1.847,val_1699_01881,val_1699_01881,val_1699_01881,MOF,78812502,1,317134640,0
2018,GOV16901882,GOV2RU17,333079481,7583601,867118,657756042,28.39,val_1699_01882,0.247,724,2.551,val_1699_01882,val_1699_01882,val_1699_01882,MoE,445124660,0,11697745,0
2011,GOV16901883,GOVDVC1C,516857057,48968939,53727,58115964,41.02,val_1699_01883,1.375,2331,3.763,val_1699_01883,val_1699_01883,val_1699_01883,MHA,6438835,0,35388084,0
2016,GOV16901884,GOVK6V2M,475365,66830,37045482,6087940,52.7,val_1699_01884,0.036,1726,2.534,val_1699_01884,val_1699_01884,val_1699_01884,MoHFW,347527,1,52019524,1
2017,GOV16901885,GOVE53H6,559949879,62152772,90593,386896,70.09,val_1699_01885,2.818,3599,2.742,val_1699_01885,val_1699_01885,val_1699_01885,MeitY,351534,1,541207,1
2012,GOV16901886,GOVMKVZX,599981293,45035,458036,64474,41.66,val_1699_01886,3.701,855,2.35,val_1699_01886,val_1699_01886,val_1699_01886,MoHUA,85717423,0,33681,1
2025,GOV16901887,GOVS2IWM,642036,46160983,844219,25818298,69.04,val_1699_01887,3.738,3092,2.178,val_1699_01887,val_1699_01887,val_1699_01887,MHA,36648,0,47350791,0
2023,GOV16901888,GOVGOAC9,706413,57607,51140254,66435815,1.43,val_1699_01888,0.659,919,4.763,val_1699_01888,val_1699_01888,val_1699_01888,MNRE,40257696,1,28098,1
2016,GOV16901889,GOVU4X4C,55291,40078985,74269,40045527,1.55,val_1699_01889,4.27,1143,2.206,val_1699_01889,val_1699_01889,val_1699_01889,MoHUA,58214,1,47669,0
2019,GOV16901890,GOV60L0W,4502434,422783666,768544157,2776137,64.43,val_1699_01890,4.24,1942,0.222,val_1699_01890,val_1699_01890,val_1699_01890,MoRD,216895,0,1207118,0
2019,GOV16901891,GOVXBHM8,744180,554192232,598008238,506977,47.45,val_1699_01891,1.264,1499,2.488,val_1699_01891,val_1699_01891,val_1699_01891,MNRE,42069,1,405431102,0
2010,GOV16901892,GOVL3F6N,47874706,7313813,8349003,7374401,24.72,val_1699_01892,1.568,3187,4.45,val_1699_01892,val_1699_01892,val_1699_01892,MoRD,4060379,1,102014,0
2025,GOV16901893,GOVQ7P5B,387588545,473082818,301886698,7620141,63.58,val_1699_01893,3.862,27,4.546,val_1699_01893,val_1699_01893,val_1699_01893,MeitY,29694659,1,434948145,1
2026,GOV16901894,GOVM2R58,730838,64428165,63884,57660,45.98,val_1699_01894,2.369,1922,1.115,val_1699_01894,val_1699_01894,val_1699_01894,MeitY,340494039,1,699878988,1
2026,GOV16901895,GOVEHPW0,50617,55960,6373991,8882777,98.1,val_1699_01895,4.201,2740,4.004,val_1699_01895,val_1699_01895,val_1699_01895,DoPT,753017,1,6117975,0
2025,GOV16901896,GOVMZE34,41495,425074,498178163,61666808,7.2,val_1699_01896,1.505,891,0.377,val_1699_01896,val_1699_01896,val_1699_01896,MeitY,6759988,0,45613717,0
2026,GOV16901897,GOV9WWM9,48741185,45026481,74317,238468493,38.19,val_1699_01897,3.626,2912,4.5,val_1699_01897,val_1699_01897,val_1699_01897,MoHUA,222866850,1,39584904,1
2015,GOV16901898,GOVDFU70,7128507,770857,44338014,739022,91.68,val_1699_01898,2.932,1353,2.626,val_1699_01898,val_1699_01898,val_1699_01898,MoE,51543675,0,597941,1
2018,GOV16901899,GOVUDXMN,49700360,6330781,39949615,705905,35.91,val_1699_01899,1.252,1542,4.604,val_1699_01899,val_1699_01899,val_1699_01899,MHA,47733234,0,1249173,1
2018,GOV16901900,GOVZCXX7,3129984,72672,604955,440358,77.62,val_1699_01900,3.554,632,4.101,val_1699_01900,val_1699_01900,val_1699_01900,DoPT,616307,0,22642,0
2018,GOV16901901,GOVKICCM,396187,42821685,51951,4320513,72.12,val_1699_01901,2.659,2000,2.565,val_1699_01901,val_1699_01901,val_1699_01901,MoHUA,2503390,1,714178,1
2023,GOV16901902,GOVK2RMN,20396,530027,72948,71912,83.74,val_1699_01902,4.766,36,3.014,val_1699_01902,val_1699_01902,val_1699_01902,MoRD,196313,1,5767049,1
2012,GOV16901903,GOVXD1TD,58027674,5985433,49676820,464470,65.41,val_1699_01903,1.626,1911,1.999,val_1699_01903,val_1699_01903,val_1699_01903,MoHFW,7027936,0,542709,0
2025,GOV16901904,GOVZPT67,68010,845673,56187,2367067,58.47,val_1699_01904,3.504,695,2.119,val_1699_01904,val_1699_01904,val_1699_01904,MoHFW,3879793,1,3010640,1
2020,GOV16901905,GOVNC74S,341902,29904275,4440532,14819,36.6,val_1699_01905,3.63,1890,4.987,val_1699_01905,val_1699_01905,val_1699_01905,MOF,585003,0,516333,0
2020,GOV16901906,GOV46RGJ,32603407,680638808,70800459,1853160,11.31,val_1699_01906,1.24,2498,2.475,val_1699_01906,val_1699_01906,val_1699_01906,MoRTH,3590463,1,509811,1
2017,GOV16901907,GOVQ1Q1Y,195172,471975,470620486,74357,30.89,val_1699_01907,1.39,397,1.308,val_1699_01907,val_1699_01907,val_1699_01907,MoRD,638436237,1,79799546,0
2016,GOV16901908,GOVK7GUQ,54365849,170571,37511,67949338,33.83,val_1699_01908,0.914,469,3.101,val_1699_01908,val_1699_01908,val_1699_01908,MoRD,67895674,0,266981,1
2015,GOV16901909,GOVNY7IY,3019707,28098427,76946780,3781703,56.44,val_1699_01909,4.25,3383,0.185,val_1699_01909,val_1699_01909,val_1699_01909,MoHUA,49911513,0,74717426,1
2011,GOV16901910,GOVTQDPH,4571123,4484857,548297,691287952,25.42,val_1699_01910,0.821,1252,3.386,val_1699_01910,val_1699_01910,val_1699_01910,MoE,632656596,1,329445,1
2020,GOV16901911,GOVLJG0K,56150662,308506,567607790,50066788,29.97,val_1699_01911,4.169,3567,0.01,val_1699_01911,val_1699_01911,val_1699_01911,MoHFW,323625284,0,408974322,1
2021,GOV16901912,GOV9C15W,77809475,5145970,4283075,60154896,38.43,val_1699_01912,3.773,204,4.368,val_1699_01912,val_1699_01912,val_1699_01912,MoE,43527,0,483381397,1
2015,GOV16901913,GOVRZ3XL,587950783,35010854,357461,2608298,14.59,val_1699_01913,4.108,2375,4.179,val_1699_01913,val_1699_01913,val_1699_01913,MoRD,31209930,1,4633143,0
2023,GOV16901914,GOV4RYM5,459268258,55978500,888461,688138,64.1,val_1699_01914,1.187,3523,0.578,val_1699_01914,val_1699_01914,val_1699_01914,MoHFW,358826,0,6103479,1
2026,GOV16901915,GOVL1YE6,40920449,267293203,7159465,3549965,79.06,val_1699_01915,2.193,3006,1.444,val_1699_01915,val_1699_01915,val_1699_01915,DoPT,59691,0,104734335,0
2021,GOV16901916,GOV5N7P0,283747977,497886106,648626007,38219638,19.5,val_1699_01916,4.27,2065,2.805,val_1699_01916,val_1699_01916,val_1699_01916,MoRTH,236026289,1,179295787,1
2024,GOV16901917,GOV80GHE,5849058,54252085,2414994,51282382,66.38,val_1699_01917,2.263,462,2.208,val_1699_01917,val_1699_01917,val_1699_01917,MoRTH,52757,0,516556732,1
2019,GOV16901918,GOVQMPBL,43727149,452751,52356,650788,95.95,val_1699_01918,3.346,1882,1.415,val_1699_01918,val_1699_01918,val_1699_01918,MoHUA,817074,0,53232,0
