house_social_reference_year,house_social_country_iso2,house_social_region_nuts_code,house_social_social_housing_stock_count,house_social_social_housing_share_pct,house_social_new_units_completed_count,house_social_renovated_units_count,house_social_waitlist_households_count,house_social_average_wait_time_months,house_social_allocation_rule_code,house_social_income_threshold_eur,house_social_rent_setting_rule_code,house_social_rent_level_eur_median,house_social_energy_efficiency_upgrade_flag,house_social_state_aid_compliance_flag,house_social_public_investment_eur,house_social_eu_funding_support_eur,house_social_data_source,house_social_last_update_date,house_social_data_extract_date
2013,SI,EE2,505372,23.92,17680,40919,350176,6.57,LOTTERY,60976.36,INCOME_RELATED,1278.4,1,0,2698795181.88,983007912.52,AUDIT_REPORT,2018-10-17,2024-02-01
2014,BG,NL446,2402825,20.43,91139,95125,128739,68.0,LOCAL_PRIORITY,56909.94,CAPPED_RENT,1308.17,0,0,3709744459.33,200940593.36,HOUSING_AUTHORITY_ADMIN,2018-11-09,2024-06-21
2015,EE,SE6,2026850,7.5,109048,81669,300196,38.45,MIXED_MODEL,44747.65,MARKET_DISCOUNTED,1456.97,0,1,973000279.21,601011399.75,MINISTRY_HOUSING_REPORT,2018-12-02,2026-01-20
2016,HU,DE77,1506867,22.25,6255,135418,177971,21.07,POINTS_BASED,24859.1,COST_BASED,316.15,0,1,4174309880.33,903736443.92,SOCIAL_HOUSING_REGISTER,2018-12-25,2024-05-03
2017,LU,RO6,3522141,22.24,20037,242033,258931,73.69,NEEDS_BASED,93252.92,FIXED_GRID,400.15,1,1,658345344.71,1748161998.82,AUDIT_REPORT,2019-01-17,2025-11-02
2018,RO,DE684,753367,5.88,6537,9864,180560,53.11,LOTTERY,64791.37,INCOME_RELATED,297.42,1,1,1456094705.01,1950075378.6,HOUSING_AUTHORITY_ADMIN,2019-02-09,2026-01-13
2019,AT,HR148,1651494,14.4,18057,42984,366207,91.22,LOCAL_PRIORITY,57546.42,CAPPED_RENT,480.66,1,0,9243316792.16,2198063562.9,MINISTRY_HOUSING_REPORT,2019-03-04,2026-02-18
2020,CZ,DK989,1104223,10.14,65695,54933,402643,51.06,MIXED_MODEL,27772.25,MARKET_DISCOUNTED,1933.65,1,1,898923758.19,1363693641.75,SOCIAL_HOUSING_REGISTER,2019-03-27,2024-01-24
2021,DE,EE1,3347022,5.99,25248,11005,25122,48.95,POINTS_BASED,82003.84,COST_BASED,1484.13,1,1,2573705111.74,1186316676.53,AUDIT_REPORT,2019-04-19,2024-09-27
2022,LV,FR833,1534441,25.76,71650,55485,181656,49.74,NEEDS_BASED,81402.62,FIXED_GRID,216.29,1,1,9530088085.07,625179842.13,HOUSING_AUTHORITY_ADMIN,2019-05-12,2025-05-31
2023,PL,HU18,1477734,11.09,86764,92159,56625,40.06,LOTTERY,60623.94,INCOME_RELATED,273.68,0,1,4568822820.2,325996959.84,MINISTRY_HOUSING_REPORT,2019-06-04,2024-01-20
2024,ES,FR417,642758,25.67,8500,12397,291526,35.84,LOCAL_PRIORITY,42567.29,CAPPED_RENT,774.12,1,1,1399837068.79,2248511431.23,SOCIAL_HOUSING_REGISTER,2019-06-27,2024-10-12
2025,HR,PL677,1851911,17.98,54729,43719,172667,36.89,MIXED_MODEL,38197.02,MARKET_DISCOUNTED,870.47,0,1,7790260421.32,690105027.86,AUDIT_REPORT,2019-07-20,2025-05-10
2006,FI,EE692,808879,19.58,22808,21606,612364,45.65,POINTS_BASED,33102.6,COST_BASED,251.24,1,1,7811528095.01,292787230.41,HOUSING_AUTHORITY_ADMIN,2019-08-12,2025-04-16
2007,IE,CY42,690113,23.69,25367,16003,39794,28.4,NEEDS_BASED,62791.88,FIXED_GRID,1198.46,1,1,9968238593.87,384914644.06,MINISTRY_HOUSING_REPORT,2019-09-04,2025-08-22
2008,MT,HU6,1157497,17.49,60115,10490,390527,6.6,LOTTERY,23130.03,INCOME_RELATED,753.26,0,0,3500397960.83,958971291.65,SOCIAL_HOUSING_REGISTER,2019-09-27,2024-10-21
2009,SK,CZ490,321397,9.71,4901,17752,324146,68.06,LOCAL_PRIORITY,58111.51,CAPPED_RENT,388.83,0,0,902164861.75,743279241.57,AUDIT_REPORT,2019-10-20,2026-01-31
2010,BE,LT959,588389,22.58,19146,15363,305489,75.52,MIXED_MODEL,83639.7,MARKET_DISCOUNTED,1029.42,0,1,2194125414.46,1117024254.78,HOUSING_AUTHORITY_ADMIN,2019-11-12,2024-06-17
2011,DK,IE252,2446800,5.11,108133,167126,137895,26.26,POINTS_BASED,68480.37,COST_BASED,1521.31,1,0,6819684967.43,39949410.39,MINISTRY_HOUSING_REPORT,2019-12-05,2024-09-16
2012,GR,HR3,1347798,15.7,59954,8669,187526,12.82,NEEDS_BASED,81095.68,FIXED_GRID,748.04,1,1,58691542.53,78074399.08,SOCIAL_HOUSING_REGISTER,2019-12-28,2024-02-18
2013,LT,RO46,109474,23.71,5642,5339,505158,90.42,LOTTERY,85197.44,INCOME_RELATED,586.8,1,0,5424993950.65,312960339.95,AUDIT_REPORT,2020-01-20,2025-03-31
2014,PT,DE59,1286503,26.19,4960,6069,56595,19.3,LOCAL_PRIORITY,32684.89,CAPPED_RENT,1308.14,0,1,8440943895.58,830911438.09,HOUSING_AUTHORITY_ADMIN,2020-02-12,2025-02-19
2015,SE,CY729,1647118,11.11,30074,144047,350777,18.62,MIXED_MODEL,13495.5,MARKET_DISCOUNTED,1389.69,0,1,3146535105.89,2237398860.91,MINISTRY_HOUSING_REPORT,2020-03-06,2025-10-20
2016,CY,CY783,740198,15.29,40495,37922,363446,21.99,POINTS_BASED,74360.8,COST_BASED,473.91,1,1,5283043116.27,502279559.55,SOCIAL_HOUSING_REGISTER,2020-03-29,2026-01-16
2017,FR,NL614,26635,24.77,1496,1069,101507,19.06,NEEDS_BASED,59116.2,FIXED_GRID,376.26,1,1,5157981137.16,1497787155.1,AUDIT_REPORT,2020-04-21,2024-01-03
2018,IT,HU31,541379,23.14,20573,39377,223031,52.22,LOTTERY,90866.1,INCOME_RELATED,520.92,0,1,994080167.33,3803922017.15,HOUSING_AUTHORITY_ADMIN,2020-05-14,2025-01-25
2019,NL,BE938,292572,16.71,5387,21236,84803,64.13,LOCAL_PRIORITY,42226.91,CAPPED_RENT,1085.66,0,1,6920135609.1,84481071.23,MINISTRY_HOUSING_REPORT,2020-06-06,2025-01-24
2020,SI,SE63,767875,6.51,44948,22423,310987,12.66,MIXED_MODEL,33561.7,MARKET_DISCOUNTED,705.13,0,1,511779031.69,1208381234.71,SOCIAL_HOUSING_REGISTER,2020-06-29,2024-02-25
2021,BG,FR794,1918373,14.33,14981,66840,27201,28.01,POINTS_BASED,61567.54,COST_BASED,582.24,0,1,6788057020.99,305180880.41,AUDIT_REPORT,2020-07-22,2025-06-10
2022,EE,FR5,187862,25.39,6672,1931,434618,83.05,NEEDS_BASED,27676.01,FIXED_GRID,703.5,0,1,4741273263.65,1781761544.08,HOUSING_AUTHORITY_ADMIN,2020-08-14,2025-06-07
2023,HU,PT544,620765,24.22,28621,37156,318794,96.76,LOTTERY,69627.27,INCOME_RELATED,954.22,1,0,662747820.47,2488664828.58,MINISTRY_HOUSING_REPORT,2020-09-06,2024-07-30
2024,LU,GR818,2484296,4.76,44178,140884,323390,4.68,LOCAL_PRIORITY,13511.82,CAPPED_RENT,1125.71,0,1,3915683776.53,409253887.57,SOCIAL_HOUSING_REGISTER,2020-09-29,2024-05-11
2025,RO,EE61,2756762,27.5,89756,146768,187318,31.49,MIXED_MODEL,78550.25,MARKET_DISCOUNTED,1358.33,0,1,10087418227.63,1359272963.85,AUDIT_REPORT,2020-10-22,2025-10-15
2006,AT,LU468,946124,4.96,5803,22770,491586,30.43,POINTS_BASED,85034.84,COST_BASED,1359.44,0,1,3670358709.36,1088982411.98,HOUSING_AUTHORITY_ADMIN,2020-11-14,2024-12-02
2007,CZ,HR75,1267254,17.24,7542,19694,575693,12.72,NEEDS_BASED,29858.06,FIXED_GRID,1019.95,0,1,6671318488.27,526026918.94,MINISTRY_HOUSING_REPORT,2020-12-07,2025-03-14
2008,DE,HR850,332383,9.24,17283,3024,93191,34.8,LOTTERY,47190.24,INCOME_RELATED,698.92,1,1,5580634149.14,368471255.74,SOCIAL_HOUSING_REGISTER,2020-12-30,2024-03-15
2009,LV,NL815,1776323,12.71,88427,6043,70342,14.11,LOCAL_PRIORITY,64208.92,CAPPED_RENT,438.1,0,1,2094262459.56,1173017076.87,AUDIT_REPORT,2021-01-22,2026-01-29
2010,PL,NL91,946525,6.02,33862,70925,261153,62.69,MIXED_MODEL,28232.59,MARKET_DISCOUNTED,1050.46,1,1,4822394244.9,727486934.14,HOUSING_AUTHORITY_ADMIN,2021-02-14,2024-09-01
2011,ES,PT22,724016,12.74,9578,17620,57581,57.62,POINTS_BASED,54945.99,COST_BASED,320.68,1,0,96682217.26,1000141852.73,MINISTRY_HOUSING_REPORT,2021-03-09,2024-10-09
2012,HR,EE3,750035,9.64,12348,57262,522606,64.98,NEEDS_BASED,29629.76,FIXED_GRID,500.29,1,1,1795311229.64,568260724.73,SOCIAL_HOUSING_REGISTER,2021-04-01,2024-04-11
2013,FI,RO881,757351,9.26,14757,45206,139677,8.95,LOTTERY,68520.54,INCOME_RELATED,859.92,0,0,1652827036.62,393847798.53,AUDIT_REPORT,2021-04-24,2024-04-23
2014,IE,DE3,467382,12.9,8846,22657,420883,15.24,LOCAL_PRIORITY,45426.14,CAPPED_RENT,966.26,0,0,7433920856.57,1451437504.12,HOUSING_AUTHORITY_ADMIN,2021-05-17,2024-11-15
2015,MT,BE43,371119,16.3,4771,18500,292534,92.45,MIXED_MODEL,84747.33,MARKET_DISCOUNTED,1743.26,1,0,4647390296.18,1203713535.64,MINISTRY_HOUSING_REPORT,2021-06-09,2024-01-26
2016,SK,NL849,940222,8.69,38104,54822,329110,22.74,POINTS_BASED,33420.52,COST_BASED,496.42,1,1,8179917720.5,486397072.33,SOCIAL_HOUSING_REGISTER,2021-07-02,2025-01-23
2017,BE,PT87,2548705,8.91,133053,10799,328239,75.66,NEEDS_BASED,54508.32,FIXED_GRID,345.88,1,0,484622349.81,896027513.9,AUDIT_REPORT,2021-07-25,2025-03-09
2018,DK,GR89,795910,26.46,34149,62529,224603,19.06,LOTTERY,32179.64,INCOME_RELATED,645.47,0,1,587942253.05,142401052.74,HOUSING_AUTHORITY_ADMIN,2021-08-17,2025-05-07
2019,GR,LU2,963092,20.52,3167,42768,540124,95.73,LOCAL_PRIORITY,24258.79,CAPPED_RENT,1385.6,1,1,719292092.24,2101844065.2,MINISTRY_HOUSING_REPORT,2021-09-09,2025-11-19
2020,LT,LU9,1362140,24.89,44253,9770,7438,31.04,MIXED_MODEL,53232.37,MARKET_DISCOUNTED,579.63,1,1,5535257191.73,1382584741.68,SOCIAL_HOUSING_REGISTER,2021-10-02,2025-05-09
2021,PT,BE505,799644,9.05,22725,51753,623945,34.95,POINTS_BASED,74447.84,COST_BASED,774.32,0,0,2196615164.67,918033843.61,AUDIT_REPORT,2021-10-25,2025-10-20
2022,SE,CY8,728963,8.42,6174,39257,343814,68.41,NEEDS_BASED,75055.86,FIXED_GRID,982.97,1,0,4261356700.91,2386984146.29,HOUSING_AUTHORITY_ADMIN,2021-11-17,2025-12-14
2023,CY,LT991,257325,16.88,10830,9595,356805,73.55,LOTTERY,17522.82,INCOME_RELATED,1061.4,0,0,57998117.53,461085309.07,MINISTRY_HOUSING_REPORT,2021-12-10,2024-05-14
2024,FR,MT6,1016350,4.55,47114,81848,54438,14.73,LOCAL_PRIORITY,52359.43,CAPPED_RENT,1493.53,0,1,4367637186.35,1250430948.14,SOCIAL_HOUSING_REGISTER,2022-01-02,2025-05-10
2025,IT,DE5,1384068,22.21,78977,20901,299583,48.91,MIXED_MODEL,31095.37,MARKET_DISCOUNTED,699.75,0,1,1444564097.61,1650933365.58,AUDIT_REPORT,2022-01-25,2024-07-24
2006,NL,PL4,943036,13.85,30190,24841,59836,46.91,POINTS_BASED,49001.05,COST_BASED,683.17,1,1,3377563406.92,8647087.51,HOUSING_AUTHORITY_ADMIN,2022-02-17,2026-01-30
2007,SI,DE99,2054509,4.0,63055,127390,99144,48.54,NEEDS_BASED,13851.92,FIXED_GRID,303.16,0,1,9898346778.52,765414309.37,MINISTRY_HOUSING_REPORT,2022-03-12,2024-11-08
2008,BG,HR18,193422,5.42,8386,5100,520402,60.28,LOTTERY,88037.96,INCOME_RELATED,968.28,1,1,771660939.27,488829519.82,SOCIAL_HOUSING_REGISTER,2022-04-04,2025-01-15
2009,EE,RO17,1352819,15.48,36174,8451,1509,54.8,LOCAL_PRIORITY,72532.71,CAPPED_RENT,430.38,0,1,6975568815.21,1022204040.2,AUDIT_REPORT,2022-04-27,2024-11-22
2010,HU,NL9,139971,15.05,4138,4346,355531,95.04,MIXED_MODEL,71028.05,MARKET_DISCOUNTED,1655.95,0,0,1880567005.55,414953377.96,HOUSING_AUTHORITY_ADMIN,2022-05-20,2024-11-12
2011,LU,RO30,1780873,5.84,20104,143321,491858,20.2,POINTS_BASED,14950.29,COST_BASED,344.77,0,1,7355222354.0,506353639.62,MINISTRY_HOUSING_REPORT,2022-06-12,2024-03-09
2012,RO,SK98,300814,25.35,4611,11899,257102,26.65,NEEDS_BASED,35585.33,FIXED_GRID,1124.33,1,0,1005662430.23,956115954.81,SOCIAL_HOUSING_REGISTER,2022-07-05,2025-07-29
2013,AT,HU480,1691836,9.01,9134,41361,114644,65.58,LOTTERY,52102.94,INCOME_RELATED,801.64,1,1,5897497213.02,415562797.69,AUDIT_REPORT,2022-07-28,2025-05-25
2014,CZ,BE9,3020903,8.6,35151,90711,265408,27.92,LOCAL_PRIORITY,76934.7,CAPPED_RENT,715.7,0,0,5531883972.21,480409694.5,HOUSING_AUTHORITY_ADMIN,2022-08-20,2025-08-19
2015,DE,FR53,1368436,2.23,71395,12593,544513,90.14,MIXED_MODEL,17075.56,MARKET_DISCOUNTED,271.04,1,1,2828321519.66,1444497465.79,MINISTRY_HOUSING_REPORT,2022-09-12,2025-11-12
2016,LV,AT58,830549,6.8,2914,3394,301074,65.53,POINTS_BASED,44687.41,COST_BASED,865.3,0,1,5320466123.37,2830952215.33,SOCIAL_HOUSING_REGISTER,2022-10-05,2024-03-26
2017,PL,CY3,627452,19.5,20632,23882,18506,59.1,NEEDS_BASED,38607.78,FIXED_GRID,762.07,0,0,3207092402.16,934816565.23,AUDIT_REPORT,2022-10-28,2025-10-23
2018,ES,SE71,1756474,16.74,67296,105921,233791,67.59,LOTTERY,23686.08,INCOME_RELATED,307.52,1,0,48305481.28,1077413408.36,HOUSING_AUTHORITY_ADMIN,2022-11-20,2025-12-20
2019,HR,AT74,2277877,19.15,21475,62997,391233,97.28,LOCAL_PRIORITY,71547.82,CAPPED_RENT,1480.67,0,1,6561679313.9,2522329042.94,MINISTRY_HOUSING_REPORT,2022-12-13,2025-11-22
2020,FI,FR26,172622,5.88,2832,12574,21815,23.36,MIXED_MODEL,87254.54,MARKET_DISCOUNTED,967.09,1,1,7347007357.93,1185470368.16,SOCIAL_HOUSING_REGISTER,2023-01-05,2024-02-24
2021,IE,LV66,3501258,12.66,55603,200534,79685,35.2,POINTS_BASED,42374.85,COST_BASED,1046.58,1,0,6014388406.88,368611232.36,AUDIT_REPORT,2023-01-28,2025-01-29
2022,MT,PT212,308292,5.65,13973,3087,442643,89.73,NEEDS_BASED,37397.97,FIXED_GRID,867.84,1,1,10089166671.75,2933501274.74,HOUSING_AUTHORITY_ADMIN,2023-02-20,2025-06-15
2023,SK,AT9,1384004,20.06,44370,86178,256976,10.43,LOTTERY,98876.26,INCOME_RELATED,1155.82,0,1,2609343650.16,587330422.47,MINISTRY_HOUSING_REPORT,2023-03-15,2024-02-12
2024,BE,SE2,909359,12.29,24821,56599,54787,41.58,LOCAL_PRIORITY,43079.73,CAPPED_RENT,1993.75,0,1,476524385.24,1852820252.29,SOCIAL_HOUSING_REGISTER,2023-04-07,2024-12-25
2025,DK,SK517,3040284,26.22,71611,248348,376953,21.94,MIXED_MODEL,25928.52,MARKET_DISCOUNTED,759.52,1,1,9585204870.31,238054742.24,AUDIT_REPORT,2023-04-30,2024-01-28
2006,GR,CZ4,2545420,14.66,16332,192475,150057,10.16,POINTS_BASED,10675.47,COST_BASED,1233.99,1,1,8396550090.01,514875019.61,HOUSING_AUTHORITY_ADMIN,2023-05-23,2025-03-02
2007,LT,RO278,2138013,26.92,90611,170150,21936,9.82,NEEDS_BASED,61857.52,FIXED_GRID,566.15,1,1,505250796.14,3354543.31,MINISTRY_HOUSING_REPORT,2023-06-15,2025-12-27
2008,PT,HR6,311653,18.9,7731,12901,427138,34.83,LOTTERY,70309.08,INCOME_RELATED,229.14,1,0,5186677167.07,554849991.19,SOCIAL_HOUSING_REGISTER,2023-07-08,2025-07-01
2009,SE,LU6,2881198,10.72,139678,105790,227433,57.9,LOCAL_PRIORITY,93998.56,CAPPED_RENT,1923.79,0,1,6608771374.47,1000534428.23,AUDIT_REPORT,2023-07-31,2025-06-03
2010,CY,PL76,2262109,25.67,72567,148169,15289,14.97,MIXED_MODEL,70902.03,MARKET_DISCOUNTED,1211.22,1,1,8538949908.71,1082870203.6,HOUSING_AUTHORITY_ADMIN,2023-08-23,2024-05-31
2011,FR,SK4,1867717,12.07,100143,14780,292224,75.83,POINTS_BASED,63858.46,COST_BASED,307.14,1,0,5537403525.78,776978423.51,MINISTRY_HOUSING_REPORT,2023-09-15,2024-06-28
2012,IT,IT91,72453,16.22,3939,5358,230264,52.31,NEEDS_BASED,20034.99,FIXED_GRID,274.49,1,1,8475154080.46,555792541.66,SOCIAL_HOUSING_REGISTER,2023-10-08,2025-01-15
2013,NL,LV423,1364250,17.89,76954,92102,129820,17.48,LOTTERY,41666.51,INCOME_RELATED,937.85,1,1,6236321944.57,685367205.9,AUDIT_REPORT,2023-10-31,2025-06-08
2014,SI,LT12,244702,19.08,7606,8489,63414,46.28,LOCAL_PRIORITY,52267.31,CAPPED_RENT,300.03,0,0,3344769589.6,2886406411.17,HOUSING_AUTHORITY_ADMIN,2023-11-23,2025-04-24
2015,BG,LU570,277229,13.07,15086,9288,321501,54.66,MIXED_MODEL,51528.3,MARKET_DISCOUNTED,504.39,0,1,2661858472.84,970287832.08,MINISTRY_HOUSING_REPORT,2023-12-16,2024-04-23
2016,EE,BG96,707163,11.62,10917,47453,114176,6.65,POINTS_BASED,73098.93,COST_BASED,1140.58,0,1,5606239786.63,1686405304.34,SOCIAL_HOUSING_REGISTER,2024-01-08,2024-09-19
2017,HU,CZ592,1398343,8.12,22689,56028,332636,81.22,NEEDS_BASED,44638.57,FIXED_GRID,454.98,0,1,6423806410.68,118285450.84,AUDIT_REPORT,2024-01-31,2026-02-25
2018,LU,LT41,1456933,11.6,9192,80150,230654,86.64,LOTTERY,29894.46,INCOME_RELATED,1141.26,1,1,3324071476.28,1363625934.99,HOUSING_AUTHORITY_ADMIN,2024-02-23,2026-01-09
2019,RO,SI83,1619876,24.67,13657,107856,391809,51.16,LOCAL_PRIORITY,72104.12,CAPPED_RENT,962.05,0,1,2713897819.63,769064368.2,MINISTRY_HOUSING_REPORT,2024-03-17,2024-10-22
2020,AT,HU130,1580632,16.46,21130,33738,299943,94.57,MIXED_MODEL,35211.79,MARKET_DISCOUNTED,237.38,1,1,5762173992.0,696004190.24,SOCIAL_HOUSING_REGISTER,2024-04-09,2024-11-11
2021,CZ,MT937,731753,14.03,40331,54070,186411,67.1,POINTS_BASED,25922.33,COST_BASED,508.29,1,1,3313919233.1,1503539679.42,AUDIT_REPORT,2024-05-02,2024-05-14
2022,DE,HR887,1253814,13.82,23007,59713,283316,8.66,NEEDS_BASED,20236.66,FIXED_GRID,551.22,0,1,10566431799.71,2621795932.98,HOUSING_AUTHORITY_ADMIN,2024-05-25,2024-08-15
2023,LV,LU36,2388367,6.41,122091,29256,401333,58.43,LOTTERY,16327.05,INCOME_RELATED,1133.89,0,1,8335307868.95,1580162701.89,MINISTRY_HOUSING_REPORT,2024-06-17,2024-09-04
2024,PL,GR162,743578,7.28,16265,39350,210609,75.33,LOCAL_PRIORITY,20063.82,CAPPED_RENT,1190.22,0,1,5689072660.75,2367073039.51,SOCIAL_HOUSING_REGISTER,2024-07-10,2025-03-10
2025,ES,AT8,3030864,3.74,169962,225165,291921,83.62,MIXED_MODEL,14677.73,MARKET_DISCOUNTED,803.24,0,0,5530590716.44,1028327485.27,AUDIT_REPORT,2024-08-02,2024-04-30
2006,HR,PL42,962459,25.47,9044,54378,326636,82.87,POINTS_BASED,65898.61,COST_BASED,761.61,1,1,3853722781.98,916653286.69,HOUSING_AUTHORITY_ADMIN,2024-08-25,2024-11-22
2007,FI,PT47,986947,10.89,59073,54772,54869,27.61,NEEDS_BASED,78644.59,FIXED_GRID,1442.3,1,1,10392129687.23,166698230.74,MINISTRY_HOUSING_REPORT,2024-09-17,2024-06-04
2008,IE,EE529,1500344,22.65,15818,96328,28264,29.38,LOTTERY,73094.37,INCOME_RELATED,1118.46,1,1,6494128152.32,755022077.0,SOCIAL_HOUSING_REGISTER,2024-10-10,2024-10-11
2009,MT,HU10,1742616,13.35,34901,69515,241688,46.06,LOCAL_PRIORITY,21396.4,CAPPED_RENT,1504.55,1,1,8049050080.77,147506490.56,AUDIT_REPORT,2024-11-02,2026-01-18
2010,SK,LU32,587599,3.47,14671,11414,219062,7.17,MIXED_MODEL,53534.08,MARKET_DISCOUNTED,464.76,0,1,1831768131.21,89565132.02,HOUSING_AUTHORITY_ADMIN,2024-11-25,2024-09-25
2011,BE,CZ1,1118319,10.79,58662,83347,180056,61.91,POINTS_BASED,49216.55,COST_BASED,401.76,0,1,3655901135.52,165300778.97,MINISTRY_HOUSING_REPORT,2024-12-18,2024-12-26
2012,DK,PL81,1200788,2.98,52245,93637,120389,67.66,NEEDS_BASED,82900.38,FIXED_GRID,713.18,0,1,1946461439.87,29901733.56,SOCIAL_HOUSING_REGISTER,2025-01-10,2024-08-31
2013,GR,SK696,2006402,20.37,59020,112370,140211,38.97,LOTTERY,57111.22,INCOME_RELATED,1305.36,1,1,3186634878.76,398640293.68,AUDIT_REPORT,2025-02-02,2024-09-01
2014,LT,LU346,1014472,5.59,41739,69274,185880,23.99,LOCAL_PRIORITY,90378.89,CAPPED_RENT,1034.36,1,1,1718096560.84,1600184279.22,HOUSING_AUTHORITY_ADMIN,2025-02-25,2025-01-30
2015,PT,LU913,324532,20.95,3672,11129,233161,98.73,MIXED_MODEL,62707.21,MARKET_DISCOUNTED,1469.17,0,1,7758552974.66,250003182.62,MINISTRY_HOUSING_REPORT,2025-03-20,2024-07-06
2016,SE,LV61,1614267,21.46,61537,25347,562181,38.04,POINTS_BASED,17422.1,COST_BASED,1279.42,1,1,10925713839.05,33232200.02,SOCIAL_HOUSING_REGISTER,2025-04-12,2024-10-05
2017,CY,LT74,1276416,19.61,72457,50284,71557,78.28,NEEDS_BASED,57556.8,FIXED_GRID,360.04,0,0,5556964392.26,2338930433.89,AUDIT_REPORT,2025-05-05,2024-12-04
2018,FR,AT40,2042972,17.83,70694,109370,7406,30.55,LOTTERY,63476.08,INCOME_RELATED,369.43,0,0,1126673630.25,490115038.22,HOUSING_AUTHORITY_ADMIN,2025-05-28,2025-02-02
2019,IT,IT38,792810,4.25,32787,40903,53370,39.92,LOCAL_PRIORITY,66552.93,CAPPED_RENT,2033.41,0,1,2898676941.73,849683113.58,MINISTRY_HOUSING_REPORT,2025-06-20,2025-08-24
2020,NL,LT86,1765114,12.3,21650,34785,46333,19.48,MIXED_MODEL,93359.71,MARKET_DISCOUNTED,1094.29,1,1,4953459473.12,848024586.76,SOCIAL_HOUSING_REGISTER,2025-07-13,2024-07-19
2021,SI,BG1,2227463,1.28,42318,163875,366522,57.34,POINTS_BASED,33307.76,COST_BASED,1353.55,1,1,1592395219.0,2683989688.21,AUDIT_REPORT,2025-08-05,2025-03-21
2022,BG,BE686,1851165,13.94,25871,139052,115766,22.26,NEEDS_BASED,45140.84,FIXED_GRID,414.05,0,0,7078756536.35,1669582017.36,HOUSING_AUTHORITY_ADMIN,2025-08-28,2024-01-01
2023,EE,RO38,1160957,4.93,21044,54373,134701,59.99,LOTTERY,12162.25,INCOME_RELATED,807.24,1,1,10442086949.65,2605575574.94,MINISTRY_HOUSING_REPORT,2025-09-20,2025-03-21
2024,HU,NL41,1166950,1.42,51802,23092,373437,62.85,LOCAL_PRIORITY,48740.93,CAPPED_RENT,876.63,1,1,2416956231.77,2115992492.94,SOCIAL_HOUSING_REGISTER,2025-10-13,2025-04-04
2025,LU,AT51,2225713,2.75,25500,162243,349629,80.1,MIXED_MODEL,80409.72,MARKET_DISCOUNTED,1059.81,0,1,4414605292.78,2742239116.33,AUDIT_REPORT,2025-11-05,2024-01-04
2006,RO,IE80,163557,17.02,2297,3596,79843,69.78,POINTS_BASED,66642.97,COST_BASED,687.76,0,1,4843365947.06,940445847.87,HOUSING_AUTHORITY_ADMIN,2025-11-28,2024-03-27
2007,AT,MT7,2375818,23.78,6954,133644,249493,90.36,NEEDS_BASED,58623.37,FIXED_GRID,1044.28,1,0,846713680.75,879322863.25,MINISTRY_HOUSING_REPORT,2025-12-21,2025-03-17
2008,CZ,IT3,1641529,6.25,93729,51303,170898,44.79,LOTTERY,32920.34,INCOME_RELATED,354.1,0,0,4046135941.64,594981097.02,SOCIAL_HOUSING_REGISTER,2026-01-13,2025-07-21
2009,DE,RO83,2390922,2.06,54237,86104,151622,66.73,LOCAL_PRIORITY,33351.79,CAPPED_RENT,931.19,0,1,8809186916.44,380776113.74,AUDIT_REPORT,2026-02-05,2025-08-28
2010,LV,BE631,1762323,18.97,58328,26467,157172,29.12,MIXED_MODEL,61067.5,MARKET_DISCOUNTED,1224.19,1,1,7762473285.46,62663118.41,HOUSING_AUTHORITY_ADMIN,2010-01-03,2024-10-18
2011,PL,BE542,1638770,11.24,48134,78923,279051,23.03,POINTS_BASED,80665.36,COST_BASED,1295.86,1,1,5447541509.09,125464173.28,MINISTRY_HOUSING_REPORT,2010-01-26,2025-07-28
2012,ES,PL57,357015,13.9,7083,5427,495459,29.02,NEEDS_BASED,71033.89,FIXED_GRID,972.97,0,1,4630517147.05,585561792.49,SOCIAL_HOUSING_REGISTER,2010-02-18,2025-05-08
2013,HR,IE84,683666,26.24,31123,6702,93176,19.9,LOTTERY,23020.0,INCOME_RELATED,1296.78,1,0,3802961037.35,550153496.29,AUDIT_REPORT,2010-03-13,2024-09-19
2014,FI,IT59,1904205,26.37,54818,111275,97401,5.4,LOCAL_PRIORITY,89425.77,CAPPED_RENT,1353.17,0,1,867752714.33,369391231.06,HOUSING_AUTHORITY_ADMIN,2010-04-05,2024-04-30
2015,IE,ES557,679645,9.78,23449,16483,223446,47.49,MIXED_MODEL,48793.23,MARKET_DISCOUNTED,1582.2,0,1,7911345971.98,326886353.38,MINISTRY_HOUSING_REPORT,2010-04-28,2024-12-12
2016,MT,IT23,1230618,21.31,42524,37842,47104,27.88,POINTS_BASED,51186.2,COST_BASED,781.64,0,1,7654243406.44,2585346171.77,SOCIAL_HOUSING_REGISTER,2010-05-21,2025-08-01
2017,SK,SE23,34190,5.98,1113,1644,251972,94.98,NEEDS_BASED,30823.99,FIXED_GRID,1034.73,0,1,2138132005.73,1532000461.38,AUDIT_REPORT,2010-06-13,2024-01-11
2018,BE,DE973,2203405,1.56,119638,159321,20316,48.49,LOTTERY,70571.97,INCOME_RELATED,761.41,0,1,8209425660.18,1545535523.75,HOUSING_AUTHORITY_ADMIN,2010-07-06,2025-11-10
2019,DK,ES129,30770,1.36,1651,1341,1313,68.21,LOCAL_PRIORITY,42767.29,CAPPED_RENT,1089.02,0,1,6182723237.49,1161295720.84,MINISTRY_HOUSING_REPORT,2010-07-29,2025-08-27
