env_hazard_event_start_date,env_hazard_event_end_date,env_hazard_hazard_type_code,env_hazard_ndma_disaster_number,env_hazard_impact_area_polygon_id,env_hazard_fatalities_direct,env_hazard_fatalities_indirect,env_hazard_injuries_reported,env_hazard_property_damage_inr,env_hazard_crop_damage_inr,env_hazard_insured_loss_inr,env_hazard_evacuation_order_flag,env_hazard_power_outage_customers_peak,env_hazard_shelter_population_peak,env_hazard_flood_depth_max_ft,env_hazard_wind_gust_max_kmph,env_hazard_drought_severity_index,env_hazard_heat_index_max_f,env_hazard_snowfall_total_in,env_hazard_event_narrative_code
2010-03-10,2010-03-22,landslide,NDMA-5671-29,IN-POLY-00001697,0,0,11,2300411,76000,174603,1,428894,3475,3.7,54,0.11,97,1.9,state_relief_note
2025-02-21,2025-03-05,cold_wave,NDMA-4921-74,IN-POLY-00001698,2,0,13,5495124,1695390,808235,1,45516,19497,6.0,65,2.41,94,0.3,state_relief_note
2015-05-14,2015-05-28,flood,NDMA-4398-34,IN-POLY-00001699,3,2,8,2680554,444023,747033,0,53711,2929,1.1,99,1.15,114,1.2,rapid_assessment
2021-11-07,2021-11-14,landslide,NDMA-1857-66,IN-POLY-00001700,0,0,13,670526,2201297,102725,0,17432,6259,1.3,100,1.08,117,3.5,ndma_sitrep
2018-04-15,2018-04-17,cold_wave,NDMA-2256-82,IN-POLY-00001701,0,1,18,2223671,4093727,836628,0,39484,4627,3.0,102,1.28,112,0.3,impact_brief_a
2013-02-17,2013-03-08,cyclone,NDMA-9124-53,IN-POLY-00001702,1,0,14,2410187,779004,767598,0,344723,5518,6.0,94,0.79,107,5.7,ndma_sitrep
2016-10-15,2016-11-03,landslide,NDMA-8854-87,IN-POLY-00001703,0,1,12,2370399,5024483,616706,0,1043102,49444,1.0,132,2.37,116,3.2,impact_brief_b
2012-10-13,2012-11-01,flood,NDMA-3847-94,IN-POLY-00001704,1,0,13,847564,347093,91617,1,210282,5373,6.2,135,2.2,117,3.0,impact_brief_b
2024-02-12,2024-02-26,wildfire,NDMA-2384-13,IN-POLY-00001705,1,1,10,29694181,257408,9513946,0,30870,4624,2.3,109,2.69,110,0.5,impact_brief_a
2025-09-26,2025-10-15,heatwave,NDMA-8488-88,IN-POLY-00001706,2,0,11,1775629,810209,207128,1,66315,10451,5.0,30,0.0,93,4.7,impact_brief_b
2020-05-27,2020-06-02,flood,NDMA-9605-11,IN-POLY-00001707,1,0,16,997568,409627,424085,0,177085,4559,2.7,86,2.15,107,4.1,rapid_assessment
2019-10-25,2019-11-08,heatwave,NDMA-5911-15,IN-POLY-00001708,0,0,10,1932875,2237666,153919,1,202344,78913,4.9,69,0.83,104,5.0,ndma_sitrep
2014-09-27,2014-10-11,flood,NDMA-3626-97,IN-POLY-00001709,1,0,14,3622460,170237,765527,0,238395,10034,3.7,38,2.75,99,1.6,state_relief_note
2021-06-15,2021-07-01,landslide,NDMA-3629-43,IN-POLY-00001710,0,1,10,4411261,219756,721235,0,335648,18130,4.6,71,3.62,108,0.0,rapid_assessment
2017-12-14,2017-12-21,cyclone,NDMA-8030-46,IN-POLY-00001711,1,2,10,7258404,7457778,2303554,0,166040,7798,4.8,102,4.6,102,0.7,rapid_assessment
2012-05-20,2012-06-06,flood,NDMA-5277-95,IN-POLY-00001712,3,0,12,49303363,954013,15685557,0,48473,37680,4.5,36,2.81,93,0.7,impact_brief_b
2015-06-21,2015-06-29,flood,NDMA-4813-31,IN-POLY-00001713,0,0,10,9977036,4475626,3501702,0,236464,12292,2.3,118,3.63,105,0.8,impact_brief_b
2010-03-29,2010-04-04,flood,NDMA-4439-11,IN-POLY-00001714,1,0,20,494042,5015525,178852,0,131025,25458,2.3,122,0.0,103,0.7,rapid_assessment
2025-08-31,2025-09-07,heatwave,NDMA-2701-77,IN-POLY-00001715,2,1,8,7411568,384846,1046350,1,357937,21317,0.0,42,1.83,96,6.4,media_digest
2020-03-03,2020-03-14,drought,NDMA-2669-43,IN-POLY-00001716,0,0,9,177163,546742,54220,0,64688,20906,2.0,67,1.66,104,5.7,impact_brief_a
2025-01-24,2025-01-31,heatwave,NDMA-8006-61,IN-POLY-00001717,0,0,9,2097086,2614097,292886,0,72008,3499,3.4,120,2.64,123,6.2,impact_brief_b
2014-12-17,2014-12-31,drought,NDMA-4064-15,IN-POLY-00001718,1,0,15,3325764,102744,924129,0,92330,12609,2.5,110,1.23,113,0.6,ndma_sitrep
2026-01-24,2026-02-10,drought,NDMA-4111-25,IN-POLY-00001719,0,1,9,1143891,185784,275640,0,153060,14958,6.7,79,2.49,111,3.6,impact_brief_b
2013-08-28,2013-08-29,heatwave,NDMA-5673-19,IN-POLY-00001720,0,2,12,1991475,2075097,728764,1,306758,53525,6.2,143,1.09,110,2.6,ndma_sitrep
2013-02-07,2013-02-17,drought,NDMA-4409-39,IN-POLY-00001721,2,1,13,4021380,322282,719310,0,325581,34281,5.8,124,0.6,91,2.6,impact_brief_a
2022-03-15,2022-03-23,wildfire,NDMA-5163-48,IN-POLY-00001722,1,1,10,9892208,289588,639173,0,23416,12463,3.0,83,0.0,120,0.6,impact_brief_b
2015-04-24,2015-05-10,flood,NDMA-1319-34,IN-POLY-00001723,1,1,12,24778795,1857991,4900436,1,26561,18972,7.0,122,3.35,107,1.8,impact_brief_a
2024-07-12,2024-07-18,earthquake,NDMA-8694-83,IN-POLY-00001724,0,0,12,1221900,177305,472963,0,55128,11040,2.5,48,2.76,101,3.1,rapid_assessment
2018-06-07,2018-06-09,cyclone,NDMA-1580-85,IN-POLY-00001725,2,0,13,1617882,597265,370834,0,290846,12758,5.0,41,0.59,104,1.6,rapid_assessment
2015-08-30,2015-09-05,cyclone,NDMA-1170-60,IN-POLY-00001726,1,0,12,1204446,436424,454430,0,23280,5555,2.9,72,1.51,88,5.4,rapid_assessment
2014-10-11,2014-10-25,wildfire,NDMA-8054-87,IN-POLY-00001727,1,0,8,6780501,930153,1021482,1,56959,11694,5.2,114,2.8,107,0.7,state_relief_note
2022-04-18,2022-04-30,drought,NDMA-8350-12,IN-POLY-00001728,1,0,9,627634,1263167,92952,0,616889,8734,3.5,141,2.2,120,1.2,rapid_assessment
2025-05-02,2025-05-22,flood,NDMA-6257-33,IN-POLY-00001729,2,0,15,122176484,111340,19071208,0,45931,5382,4.0,97,1.87,108,4.2,state_relief_note
2024-01-20,2024-02-08,flood,NDMA-7518-51,IN-POLY-00001730,1,1,22,11866216,1163715,4100431,0,52509,6122,3.1,93,0.06,96,4.8,ndma_sitrep
2025-01-02,2025-01-15,cold_wave,NDMA-8763-75,IN-POLY-00001731,2,2,14,5026567,1284222,1347989,0,60595,20710,4.0,120,4.58,123,0.2,impact_brief_b
2010-12-26,2011-01-09,heatwave,NDMA-6837-19,IN-POLY-00001732,1,0,10,685140,7429410,228730,1,110776,3039,1.6,86,3.29,90,0.2,rapid_assessment
2022-12-02,2022-12-18,flood,NDMA-9689-50,IN-POLY-00001733,3,0,15,121617,1430349,24451,1,403302,14688,5.4,107,2.35,92,4.8,media_digest
2014-08-13,2014-08-22,flood,NDMA-9388-66,IN-POLY-00001734,2,0,6,6661954,914932,1526028,0,65165,3498,2.5,120,1.74,99,1.3,media_digest
2019-03-28,2019-04-17,heatwave,NDMA-5231-89,IN-POLY-00001735,1,0,13,32589325,2891355,7816301,0,87122,9338,5.2,126,3.07,118,0.5,impact_brief_a
2017-02-18,2017-02-28,cloudburst,NDMA-2701-83,IN-POLY-00001736,2,2,10,1159528,1074362,287995,0,122671,7601,2.4,40,3.85,106,1.1,rapid_assessment
2010-04-09,2010-04-19,flood,NDMA-7297-19,IN-POLY-00001737,0,1,15,1829875,1249513,304217,1,44415,4448,2.0,102,1.68,110,0.2,rapid_assessment
2021-06-16,2021-06-28,flood,NDMA-3926-66,IN-POLY-00001738,0,0,5,13145980,1091833,4241583,0,239166,23916,2.8,50,0.35,92,6.5,impact_brief_b
2025-08-26,2025-09-07,heatwave,NDMA-8986-34,IN-POLY-00001739,2,0,12,22395464,7415329,5953839,0,49022,4716,3.9,75,2.72,129,0.7,ndma_sitrep
2023-07-29,2023-08-17,flood,NDMA-3808-83,IN-POLY-00001740,0,0,13,3380719,173389,1021126,1,20256,7335,8.6,142,3.48,89,0.3,state_relief_note
2025-12-28,2026-01-13,storm_surge,NDMA-3531-24,IN-POLY-00001741,1,1,9,646594,671113,58512,0,65024,3241,5.1,59,1.06,92,0.2,media_digest
2021-06-12,2021-06-25,heatwave,NDMA-3089-30,IN-POLY-00001742,0,0,9,2101263,1467586,209197,1,58338,38220,5.8,45,4.06,84,0.2,impact_brief_b
2013-09-20,2013-10-03,heatwave,NDMA-5122-89,IN-POLY-00001743,0,0,7,1017733,707022,213088,0,587382,6841,1.4,63,0.0,127,3.4,impact_brief_a
2020-03-25,2020-03-31,flood,NDMA-2086-60,IN-POLY-00001744,2,1,9,9211117,249786,2731696,0,54474,114035,7.4,63,0.0,112,2.3,impact_brief_a
2022-06-24,2022-07-02,landslide,NDMA-1671-21,IN-POLY-00001745,0,0,19,34809999,623802,5748744,0,28809,10852,0.9,52,0.93,124,0.1,impact_brief_a
2014-12-05,2014-12-20,heatwave,NDMA-2767-33,IN-POLY-00001746,1,1,14,5801306,501623,564176,0,165424,63053,6.9,48,3.95,107,2.4,state_relief_note
2015-03-28,2015-04-15,drought,NDMA-9169-82,IN-POLY-00001747,0,0,10,1156403,308053,394195,0,79591,25331,0.9,102,2.61,105,4.5,state_relief_note
2011-07-28,2011-08-11,flood,NDMA-5266-51,IN-POLY-00001748,3,1,11,1110787,1775578,406821,0,75915,7834,3.2,0,2.34,98,0.1,rapid_assessment
2012-12-24,2012-12-29,flood,NDMA-9266-79,IN-POLY-00001749,1,1,19,558513,356050,172082,0,47281,39615,4.3,84,2.6,96,0.3,media_digest
2015-10-31,2015-11-12,heatwave,NDMA-1282-71,IN-POLY-00001750,2,1,11,167793,7979138,30788,0,17018,12474,4.4,65,1.78,105,2.4,impact_brief_b
2012-04-13,2012-04-21,flood,NDMA-4597-96,IN-POLY-00001751,1,0,10,1638337,449130,466829,1,40564,10483,3.1,84,5.0,115,0.5,ndma_sitrep
2012-01-26,2012-02-14,heatwave,NDMA-7648-65,IN-POLY-00001752,1,0,10,1829033,3080694,318785,0,135834,29315,2.4,93,1.53,107,0.2,state_relief_note
2020-06-04,2020-06-22,storm_surge,NDMA-9551-74,IN-POLY-00001753,0,2,10,3242909,571041,1215040,0,104978,3840,3.1,163,1.13,97,3.3,impact_brief_b
2021-10-03,2021-10-12,heatwave,NDMA-1448-79,IN-POLY-00001754,2,0,12,13015511,4783057,5694227,1,102360,6213,0.9,154,2.86,112,1.9,impact_brief_b
2022-11-05,2022-11-24,flood,NDMA-6562-41,IN-POLY-00001755,1,1,20,2900685,221670,303690,0,169958,5966,2.6,120,0.12,131,1.3,rapid_assessment
2016-02-24,2016-03-13,drought,NDMA-9234-47,IN-POLY-00001756,5,0,12,898237,17299067,317643,0,1078389,7081,7.3,128,0.43,111,1.0,media_digest
2023-09-06,2023-09-21,flood,NDMA-8836-78,IN-POLY-00001757,2,0,12,1757666,1341491,89622,0,241796,4457,4.0,85,1.13,112,2.4,state_relief_note
2014-06-05,2014-06-23,cloudburst,NDMA-5480-15,IN-POLY-00001758,0,2,13,9689175,6139504,2175435,0,112345,29873,5.8,97,0.0,107,1.1,impact_brief_b
2024-12-04,2024-12-08,flood,NDMA-7780-45,IN-POLY-00001759,1,1,12,5955625,3061301,2079971,0,127197,14176,0.2,157,0.65,101,1.8,impact_brief_b
2022-03-06,2022-03-10,cold_wave,NDMA-6115-73,IN-POLY-00001760,0,0,16,1565377,11523084,529137,0,297688,18954,1.7,102,1.56,117,0.5,rapid_assessment
2011-05-10,2011-05-20,flood,NDMA-9521-36,IN-POLY-00001761,1,2,17,3501213,1401243,1483862,1,166994,2947,6.2,44,2.47,129,5.6,ndma_sitrep
2011-06-04,2011-06-20,cloudburst,NDMA-4200-38,IN-POLY-00001762,0,1,12,2053213,34896,845676,0,40179,22856,3.6,70,2.04,106,0.3,ndma_sitrep
2024-08-21,2024-08-26,flood,NDMA-5689-87,IN-POLY-00001763,0,0,12,2266126,521269,560757,0,24514,11197,4.9,88,1.45,102,0.1,impact_brief_a
2018-08-16,2018-08-29,landslide,NDMA-8896-79,IN-POLY-00001764,3,0,13,23825312,326924,9074612,0,478384,6523,0.0,96,1.33,102,1.5,impact_brief_a
2015-12-07,2015-12-10,heatwave,NDMA-9833-33,IN-POLY-00001765,1,0,15,405234,2294878,181566,0,78181,10410,1.9,140,2.47,110,5.2,rapid_assessment
2024-06-07,2024-06-11,cyclone,NDMA-1563-35,IN-POLY-00001766,0,1,15,1681484,4495352,475374,0,52233,16861,4.9,36,0.49,96,3.4,impact_brief_b
2024-02-20,2024-02-21,cloudburst,NDMA-5608-33,IN-POLY-00001767,1,1,12,3104153,382987,970116,1,79694,3721,0.0,104,2.82,121,0.1,impact_brief_b
2015-03-09,2015-03-19,cloudburst,NDMA-9731-42,IN-POLY-00001768,1,2,13,6888720,15610643,566706,0,166783,13942,6.5,81,2.41,96,5.8,media_digest
2014-09-12,2014-09-20,drought,NDMA-1229-51,IN-POLY-00001769,1,1,15,471777,178818,209330,1,17488,9536,5.7,111,1.41,119,0.6,ndma_sitrep
2014-06-15,2014-06-22,cold_wave,NDMA-1433-20,IN-POLY-00001770,1,0,8,4836664,535426,2013006,0,254283,5135,0.3,70,2.54,99,1.8,ndma_sitrep
2023-04-20,2023-05-05,landslide,NDMA-3621-88,IN-POLY-00001771,3,0,14,8448340,592804,2010787,0,87367,28675,1.4,44,1.92,99,0.8,media_digest
2020-09-09,2020-09-27,cyclone,NDMA-4401-58,IN-POLY-00001772,2,1,12,1932871,190278,461676,0,9150,28843,0.6,71,1.3,108,0.5,impact_brief_b
2021-11-28,2021-12-01,wildfire,NDMA-5999-38,IN-POLY-00001773,0,3,12,4644133,1881408,1310740,0,78690,14661,5.0,98,1.94,100,2.5,impact_brief_a
2022-07-27,2022-08-12,cyclone,NDMA-3162-47,IN-POLY-00001774,0,1,14,480096,357837,163797,1,200335,23042,2.9,103,2.62,88,2.7,media_digest
2011-06-05,2011-06-16,cloudburst,NDMA-6580-61,IN-POLY-00001775,0,0,9,370352,259737,125689,0,286111,6689,7.8,65,4.86,117,1.9,state_relief_note
2014-05-26,2014-06-08,heatwave,NDMA-2006-89,IN-POLY-00001776,2,1,12,2900180,236050,894240,0,81538,4715,4.7,91,1.72,124,0.4,impact_brief_a
2024-12-25,2024-12-28,landslide,NDMA-1595-27,IN-POLY-00001777,0,1,11,23207311,364380,3830029,0,482123,10604,0.8,75,1.24,94,1.9,impact_brief_b
2011-11-03,2011-11-17,drought,NDMA-2217-90,IN-POLY-00001778,1,1,11,10583121,1911056,2830301,0,81223,45840,0.0,64,3.55,103,1.9,media_digest
2025-11-27,2025-12-11,landslide,NDMA-2152-78,IN-POLY-00001779,1,1,9,1232253,339437,334556,0,328004,3349,0.0,91,0.5,109,1.4,impact_brief_b
2011-08-26,2011-09-12,flood,NDMA-8115-21,IN-POLY-00001780,2,0,15,1406499,1753387,343520,0,211435,5417,0.6,117,1.48,105,13.9,media_digest
2021-04-10,2021-04-15,wildfire,NDMA-8560-25,IN-POLY-00001781,1,0,16,992300,2078275,76861,0,131614,6703,1.5,74,3.86,113,5.2,impact_brief_b
2010-11-16,2010-12-02,earthquake,NDMA-2520-31,IN-POLY-00001782,1,0,16,1047346,2188844,423172,0,523249,14081,3.4,85,1.71,103,4.4,state_relief_note
2022-07-22,2022-07-24,drought,NDMA-2778-58,IN-POLY-00001783,2,1,6,986678,749600,176721,1,43757,6720,2.9,113,1.8,101,1.2,media_digest
2021-08-17,2021-09-05,flood,NDMA-7530-89,IN-POLY-00001784,1,0,10,7517125,102839,2271304,1,41702,9422,0.1,75,1.89,105,2.7,rapid_assessment
2022-10-14,2022-10-24,heatwave,NDMA-3905-47,IN-POLY-00001785,1,0,13,18776216,340557,5664476,0,75504,6563,1.3,163,2.93,103,6.0,media_digest
2010-10-06,2010-10-08,heatwave,NDMA-9984-15,IN-POLY-00001786,0,1,12,1460650,269361,146074,0,21594,10599,5.0,39,2.45,119,3.2,impact_brief_b
2017-01-08,2017-01-10,flood,NDMA-4186-85,IN-POLY-00001787,2,1,10,24571198,847753,10037359,0,78262,21074,2.2,89,2.04,107,1.2,media_digest
2010-05-07,2010-05-27,cold_wave,NDMA-9228-69,IN-POLY-00001788,2,0,20,2732283,3926024,532038,0,101092,2470,0.5,62,0.96,110,1.6,ndma_sitrep
2017-05-11,2017-05-28,landslide,NDMA-8628-16,IN-POLY-00001789,0,0,8,2557581,1208684,198004,0,259890,7594,6.8,17,3.71,108,8.6,media_digest
2018-12-22,2018-12-28,wildfire,NDMA-5835-67,IN-POLY-00001790,0,0,13,1448983,1749121,600124,1,61578,67443,4.1,99,3.42,101,0.2,impact_brief_b
2013-01-05,2013-01-13,drought,NDMA-9466-82,IN-POLY-00001791,0,0,10,4313327,163430,588535,1,185385,29615,2.2,55,0.34,93,0.6,ndma_sitrep
2014-10-02,2014-10-07,cyclone,NDMA-2674-61,IN-POLY-00001792,2,1,12,1036624,3479332,356870,0,6576,4148,3.9,125,0.57,112,5.8,rapid_assessment
2012-11-01,2012-11-03,heatwave,NDMA-8475-22,IN-POLY-00001793,1,0,7,1109384,759008,479814,0,27747,25382,2.9,120,2.2,99,0.2,media_digest
2022-09-27,2022-10-07,earthquake,NDMA-1921-63,IN-POLY-00001794,1,2,7,9105030,153123,1287365,0,85490,21662,2.4,144,1.05,116,2.3,ndma_sitrep
2018-01-20,2018-01-25,flood,NDMA-2372-26,IN-POLY-00001795,0,1,16,23388478,417814,7753170,0,78082,3838,5.9,110,2.82,95,2.4,rapid_assessment
2015-11-06,2015-11-18,flood,NDMA-9198-28,IN-POLY-00001796,2,0,10,12710669,4893818,2063662,0,70074,29999,0.0,76,1.84,92,0.4,impact_brief_a
2020-10-26,2020-11-12,flood,NDMA-5777-17,IN-POLY-00001797,2,2,11,4485755,1799952,1693442,0,249523,16546,1.1,42,1.54,117,0.6,ndma_sitrep
2022-05-04,2022-05-07,flood,NDMA-1487-89,IN-POLY-00001798,1,0,9,6580505,2706881,2567534,1,146676,7485,3.4,93,1.24,123,0.5,state_relief_note
2015-02-19,2015-02-21,heatwave,NDMA-5322-49,IN-POLY-00001799,2,1,13,1530256,577837,396851,0,38884,7638,4.9,97,2.37,103,4.4,ndma_sitrep
2023-09-26,2023-09-27,landslide,NDMA-4045-77,IN-POLY-00001800,0,0,13,4785546,310636,1263488,0,26295,3273,2.7,108,2.07,114,2.7,state_relief_note
2016-12-05,2016-12-25,wildfire,NDMA-8983-36,IN-POLY-00001801,2,0,13,7851356,846586,2121530,1,408031,17862,5.8,86,0.64,120,2.2,rapid_assessment
2012-03-01,2012-03-16,heatwave,NDMA-3445-59,IN-POLY-00001802,1,1,14,4863513,533318,1851676,0,42196,21999,4.1,69,0.21,109,11.3,media_digest
2020-01-22,2020-01-26,heatwave,NDMA-7404-92,IN-POLY-00001803,1,1,17,2970038,4580401,293417,0,160812,26185,7.0,68,3.38,102,3.1,rapid_assessment
2023-02-22,2023-02-26,cyclone,NDMA-3664-57,IN-POLY-00001804,4,1,11,3113507,910439,639414,0,6773,6077,0.0,113,3.64,110,7.2,rapid_assessment
2025-11-09,2025-11-29,cyclone,NDMA-4042-41,IN-POLY-00001805,0,0,12,966436,8075656,137488,0,195546,10303,3.4,115,2.71,105,1.5,media_digest
2020-07-03,2020-07-10,flood,NDMA-8296-72,IN-POLY-00001806,1,0,11,1083546,201605,391051,0,134039,9351,2.2,70,2.97,131,4.2,impact_brief_b
2023-09-28,2023-10-06,landslide,NDMA-3314-19,IN-POLY-00001807,0,0,7,2460715,5223312,720733,0,34263,3342,3.1,37,3.47,101,0.8,impact_brief_b
2013-03-17,2013-03-22,flood,NDMA-7864-44,IN-POLY-00001808,1,1,16,1308624,279111,320313,0,100032,23302,4.0,79,2.81,118,0.8,media_digest
2021-11-10,2021-11-24,landslide,NDMA-5995-82,IN-POLY-00001809,1,1,12,11686676,539406,2670789,0,5144,6680,4.5,117,2.02,104,4.3,impact_brief_a
2018-02-19,2018-03-08,drought,NDMA-8835-35,IN-POLY-00001810,1,1,14,2699869,489892,1038183,0,518458,18143,2.5,116,2.1,102,5.0,impact_brief_b
2010-11-06,2010-11-17,storm_surge,NDMA-2498-25,IN-POLY-00001811,1,1,8,9221958,626966,1165175,0,53080,10494,1.5,52,0.32,95,1.2,state_relief_note
2010-09-14,2010-09-29,flood,NDMA-1729-78,IN-POLY-00001812,2,1,7,3422317,3041538,723743,0,35238,2082,3.4,0,2.09,92,0.4,rapid_assessment
2011-12-14,2011-12-15,flood,NDMA-5401-90,IN-POLY-00001813,1,1,19,4790948,717164,1372501,0,44003,13922,3.1,72,3.52,119,1.0,state_relief_note
2012-08-30,2012-09-02,flood,NDMA-1136-89,IN-POLY-00001814,3,0,15,7449653,8478227,905644,0,11943,8523,7.0,83,0.0,107,0.5,ndma_sitrep
2024-04-26,2024-05-02,cold_wave,NDMA-2037-84,IN-POLY-00001815,1,0,16,3689169,1127640,826908,0,70978,1539,2.2,77,3.16,94,2.4,media_digest
2014-07-03,2014-07-23,heatwave,NDMA-4124-57,IN-POLY-00001816,3,0,6,9715575,874922,3111497,0,392172,32679,6.1,0,0.68,104,0.8,impact_brief_a
2022-09-02,2022-09-13,cloudburst,NDMA-4765-12,IN-POLY-00001817,1,0,13,8009939,451643,1810544,1,71916,1791,3.9,1,1.05,108,3.2,impact_brief_b
2022-12-10,2022-12-12,flood,NDMA-2589-13,IN-POLY-00001818,2,0,17,1753659,2793870,161020,0,349493,11299,4.1,70,1.96,111,0.1,rapid_assessment
2011-01-07,2011-01-15,cyclone,NDMA-7783-52,IN-POLY-00001819,1,0,12,12649789,591908,3647095,0,49045,16426,4.5,14,3.85,100,1.5,ndma_sitrep
2010-08-15,2010-08-21,drought,NDMA-1401-75,IN-POLY-00001820,0,1,11,2136212,180105,242034,0,20073,12707,3.4,77,2.13,97,0.2,impact_brief_a
2013-11-04,2013-11-20,flood,NDMA-8023-87,IN-POLY-00001821,1,1,10,2968600,286884,516113,0,102410,7729,6.0,43,1.19,92,3.7,impact_brief_a
2017-10-27,2017-10-30,cold_wave,NDMA-7885-98,IN-POLY-00001822,0,2,12,2931350,605700,210198,0,54344,12007,3.2,124,4.29,111,1.1,rapid_assessment
2024-03-19,2024-03-27,heatwave,NDMA-5293-98,IN-POLY-00001823,2,0,7,1568404,7372458,391422,0,502619,3245,5.3,76,1.85,102,4.1,impact_brief_b
2011-04-14,2011-05-02,drought,NDMA-9177-49,IN-POLY-00001824,1,3,13,2533484,1264541,558320,0,129476,26572,2.3,103,0.65,93,3.0,impact_brief_a
2024-04-22,2024-04-30,cyclone,NDMA-1157-32,IN-POLY-00001825,0,0,14,7316924,1423171,2620516,1,37544,8910,7.0,114,1.94,97,5.0,state_relief_note
2023-03-17,2023-03-26,flood,NDMA-9113-33,IN-POLY-00001826,1,0,12,1832358,284765,682404,0,690009,6366,6.5,68,2.95,103,6.6,rapid_assessment
2019-08-01,2019-08-07,landslide,NDMA-6192-57,IN-POLY-00001827,0,0,18,2889770,2690979,1171655,0,67806,6685,3.4,67,1.82,121,0.2,impact_brief_b
2020-02-01,2020-02-12,landslide,NDMA-9678-64,IN-POLY-00001828,0,1,19,7307323,230784,741838,0,30845,9535,0.0,95,0.0,104,0.2,state_relief_note
2024-05-01,2024-05-15,landslide,NDMA-8689-60,IN-POLY-00001829,0,1,17,11235880,1351680,1887983,0,145833,4578,3.1,92,0.0,112,2.9,impact_brief_b
2013-12-15,2013-12-23,cyclone,NDMA-5717-22,IN-POLY-00001830,2,0,9,7728892,243267,2337622,0,169032,9401,0.0,46,1.5,104,0.3,state_relief_note
2015-08-19,2015-08-20,earthquake,NDMA-6645-41,IN-POLY-00001831,1,0,10,1915163,2962498,820090,0,98225,5055,4.5,88,5.0,103,3.8,impact_brief_b
2015-12-06,2015-12-16,cyclone,NDMA-3073-60,IN-POLY-00001832,0,0,3,11217477,3120031,2670906,0,11190,12734,3.4,127,2.41,123,4.5,media_digest
2021-06-30,2021-07-11,cyclone,NDMA-4130-30,IN-POLY-00001833,0,1,11,2746302,2743221,692162,1,146228,13904,3.2,96,3.98,120,5.4,state_relief_note
2020-06-18,2020-07-06,flood,NDMA-1140-25,IN-POLY-00001834,1,1,11,1212389,4714392,260617,0,83026,3103,1.5,29,0.77,95,1.2,rapid_assessment
2025-03-29,2025-04-16,heatwave,NDMA-2326-62,IN-POLY-00001835,0,1,15,3514143,732808,588254,0,157657,5502,4.8,112,1.54,121,12.4,rapid_assessment
2023-04-09,2023-04-17,flood,NDMA-6455-73,IN-POLY-00001836,1,0,6,2708875,390816,436798,0,14721,2365,1.4,76,0.46,113,2.4,state_relief_note
2021-06-01,2021-06-21,flood,NDMA-1670-31,IN-POLY-00001837,1,0,11,2154407,789839,364818,0,276226,19119,0.5,68,2.67,104,3.5,media_digest
2024-07-07,2024-07-26,flood,NDMA-2386-53,IN-POLY-00001838,0,0,13,9563276,5021080,2011140,0,127026,633,4.9,50,3.54,101,3.6,ndma_sitrep
2011-05-14,2011-05-26,earthquake,NDMA-4423-91,IN-POLY-00001839,0,0,13,591099,2123532,140613,0,120809,4037,0.0,85,0.0,101,1.9,impact_brief_a
2019-01-28,2019-02-12,drought,NDMA-4299-35,IN-POLY-00001840,2,1,4,16700969,657889,1268160,1,311523,25600,1.5,62,0.0,97,3.1,impact_brief_b
2010-02-19,2010-02-28,flood,NDMA-3791-74,IN-POLY-00001841,2,2,13,3254148,669242,1143886,0,49307,26677,1.9,63,0.0,103,3.3,impact_brief_a
2019-03-14,2019-03-19,cyclone,NDMA-2249-86,IN-POLY-00001842,0,0,10,8160806,898708,737272,0,77828,23718,3.1,0,2.81,110,3.7,impact_brief_a
2022-06-20,2022-07-04,cloudburst,NDMA-3224-17,IN-POLY-00001843,1,0,13,8933701,62519,2591182,0,92345,34308,1.9,106,1.27,108,1.5,media_digest
2014-09-22,2014-10-10,drought,NDMA-9782-85,IN-POLY-00001844,0,1,11,6203869,304162,1889834,0,41184,1410,1.3,100,3.31,90,6.1,state_relief_note
2010-09-25,2010-10-06,drought,NDMA-4259-28,IN-POLY-00001845,1,0,17,2635076,472449,178539,0,101486,20016,0.7,100,1.28,111,1.2,media_digest
2019-03-23,2019-04-05,cloudburst,NDMA-3937-24,IN-POLY-00001846,2,0,11,1682108,227595,319789,0,24634,9767,1.0,97,2.14,98,6.3,rapid_assessment
2011-07-10,2011-07-12,drought,NDMA-9664-36,IN-POLY-00001847,0,0,14,3566498,1245666,1246531,0,75163,4459,2.3,151,4.1,113,1.2,media_digest
2016-08-25,2016-09-11,cyclone,NDMA-7481-78,IN-POLY-00001848,2,1,7,1088627,293161,187304,0,120474,11270,0.0,92,0.61,86,1.4,media_digest
2012-12-09,2012-12-23,cyclone,NDMA-8286-67,IN-POLY-00001849,2,0,12,7119469,327459,2900698,0,52390,2192,1.9,106,2.31,92,3.5,impact_brief_a
2013-07-22,2013-08-03,flood,NDMA-9358-77,IN-POLY-00001850,1,0,9,8292067,786737,3571554,1,60994,17158,3.2,92,1.55,111,4.6,rapid_assessment
2020-07-26,2020-08-01,flood,NDMA-9465-63,IN-POLY-00001851,3,1,15,3680701,589577,1518711,1,255405,4912,6.4,53,2.56,123,2.7,impact_brief_b
2020-05-13,2020-05-20,cyclone,NDMA-7652-57,IN-POLY-00001852,2,0,13,1906529,2034687,553064,1,49839,1692,2.2,99,1.65,106,2.1,impact_brief_a
