tax_incent_incentive_fiscal_year,tax_incent_incentive_program_id,tax_incent_incentive_type_code,tax_incent_eligible_industry_nic,tax_incent_eligible_activity_code,tax_incent_applications_received,tax_incent_applications_approved,tax_incent_credits_authorized_inr,tax_incent_credits_claimed_inr,tax_incent_beneficiaries_count,tax_incent_jobs_promised_count,tax_incent_jobs_created_verified,tax_incent_capital_investment_promised,tax_incent_capital_investment_verified,tax_incent_clawback_trigger_flag,tax_incent_recapture_amount_inr,tax_incent_performance_reporting_compliance,tax_incent_cost_per_job_estimate,tax_incent_equity_targeting_flag,tax_incent_sunset_date_program
2023,INC-5234,TAX_HOLIDAY,14,SKILL_DEV,170,109,446742690,392799545,1289,2434,2004,8973737355,5085136929,0,0,94.44,222925.49,1,2027-08-25
2023,INC-9957,TAX_HOLIDAY,84,GREEN_TECH,4839,2166,81267091,44781584,1669,2488,1181,3531813877,3220793052,0,0,80.39,68812.1,0,2027-05-11
2022,INC-9683,INTEREST_SUBVENTION,65,R_AND_D,716,352,80702767,32048693,2202,3467,1081,15720522069,4248868329,0,0,95.74,74655.66,0,2026-11-03
2022,INC-0788,INTEREST_SUBVENTION,53,EXPORT_PROMOTE,4108,2611,23408857,8508500,2546,4614,910,7547432473,2569496596,0,0,82.59,25724.02,1,2026-03-04
2022,INC-8658,CAPEX_SUBSIDY,36,SKILL_DEV,4583,3383,419197210,206518159,3673,4330,891,12357311945,5321715531,0,0,71.98,470479.47,1,2031-12-31
2019,INC-4240,INTEREST_SUBVENTION,62,GREEN_TECH,4843,3260,32066953,28219867,4081,3770,3374,18119073020,5422214717,0,0,99.58,9504.14,0,2030-12-23
2022,INC-2719,TAX_HOLIDAY,33,GREEN_TECH,1956,1307,24125723,11807324,1613,851,155,4958902366,3938840381,0,0,64.96,155649.83,0,2031-03-25
2023,INC-2493,CAPEX_SUBSIDY,21,GREEN_TECH,3648,3162,436451165,268506187,3442,6546,4246,15730059232,9884821629,0,0,74.04,102791.14,1,2030-05-03
2019,INC-1315,INTEREST_SUBVENTION,67,EXPORT_PROMOTE,1202,285,377981350,157458953,3409,6394,4254,13916922260,10384339279,0,0,90.16,88853.16,1,2027-07-16
2025,INC-0253,TAX_HOLIDAY,88,R_AND_D,1752,372,167643452,60313187,4532,7572,2354,15868968372,11054420699,0,0,67.36,71216.42,1,2029-01-07
2021,INC-3855,EXPORT_REBATE,88,R_AND_D,1107,795,228815028,130249765,4553,6691,3635,16465067396,7123898703,1,9814847,82.76,62947.74,1,2028-12-07
2025,INC-1690,GST_REFUND,49,EXPORT_PROMOTE,3731,1360,147167587,71157802,999,4876,2777,7552903557,7101284013,0,0,62.88,52995.17,1,2027-12-21
2023,INC-7019,GST_REFUND,64,GREEN_TECH,2091,1672,388280340,336247230,4516,5732,1816,19627560460,10014257774,0,0,61.08,213810.76,0,2027-11-27
2020,INC-7765,TAX_HOLIDAY,49,SKILL_DEV,4157,2970,443049916,351946333,2717,2971,737,6271102829,3773979572,0,0,84.92,601153.21,1,2028-07-21
2021,INC-0306,EXPORT_REBATE,59,MSME_FORMALIZE,1943,1103,355598474,240263497,4756,3751,1765,11373949367,5404122602,0,0,62.96,201472.22,0,2032-01-04
2025,INC-5962,INTEREST_SUBVENTION,30,SKILL_DEV,3538,1810,47656307,18367906,6,2655,1027,6139895570,2243593009,1,4668116,98.16,46403.41,1,2033-09-08
2019,INC-3284,GST_REFUND,86,EXPORT_PROMOTE,366,133,384816970,354329471,3785,6607,2378,8079277879,5120554770,0,0,71.67,161823.79,0,2026-03-26
2020,INC-6086,CAPEX_SUBSIDY,70,MSME_FORMALIZE,4507,2192,294711393,220473196,1273,2236,1407,2514615303,783571818,0,0,89.52,209460.83,0,2026-03-09
2022,INC-3686,CAPEX_SUBSIDY,65,R_AND_D,1547,550,358006438,233773945,4736,3621,1092,5221030098,4254084527,0,0,60.27,327844.72,0,2030-03-04
2022,INC-3344,EXPORT_REBATE,24,MANUF_UPGRADE,178,83,475515683,229640360,326,2099,740,9273830881,5010635117,0,0,85.42,642588.76,0,2031-05-17
2022,INC-9172,GST_REFUND,68,GREEN_TECH,3812,1543,454673921,192897636,3059,2282,734,6544074850,5853446849,0,0,68.51,619446.76,0,2032-01-28
2024,INC-7217,CAPEX_SUBSIDY,28,MSME_FORMALIZE,1821,1690,228997889,181265035,574,3533,2556,4085713343,1069013959,0,0,76.27,89592.29,0,2026-07-12
2025,INC-2342,GST_REFUND,72,MANUF_UPGRADE,4316,2899,61902973,31097431,4968,3989,1640,9735662531,6452539559,0,0,83.04,37745.72,0,2030-01-22
2022,INC-4938,CAPEX_SUBSIDY,18,GREEN_TECH,3971,2815,322744697,118983946,4052,328,101,3508885752,2573861324,0,0,81.6,3195492.05,1,2031-06-10
2024,INC-3405,TAX_HOLIDAY,34,GREEN_TECH,2311,595,429190671,406770995,2660,7234,4735,3901811367,1827714513,0,0,68.91,90642.17,0,2033-12-19
2022,INC-1082,TAX_HOLIDAY,68,GREEN_TECH,3840,2538,92158795,55715091,2343,3848,1321,14012309753,4829854324,0,0,60.73,69764.42,0,2031-04-17
2025,INC-1833,TAX_HOLIDAY,94,EXPORT_PROMOTE,832,549,236289573,223625521,3655,3806,2564,17933952920,8930073541,0,0,95.31,92156.62,0,2032-08-21
2023,INC-9557,EXPORT_REBATE,94,SKILL_DEV,1659,776,385291476,307559292,2914,1175,502,12587182640,7705312010,0,0,67.05,767512.9,0,2030-04-07
2025,INC-7676,CAPEX_SUBSIDY,91,EXPORT_PROMOTE,2273,1599,496808476,445285097,4727,7805,3264,15263092703,6392644386,0,0,95.52,152208.48,0,2029-12-12
2024,INC-2445,EXPORT_REBATE,22,MSME_FORMALIZE,4337,993,479660747,210964086,2451,2134,579,17108659403,16201962013,0,0,94.0,828429.61,1,2031-07-18
2022,INC-5625,INTEREST_SUBVENTION,25,SKILL_DEV,1258,1033,287114972,211635959,3298,7709,2918,15421508299,8344830741,0,0,60.81,98394.44,1,2030-12-11
2018,INC-3119,INTEREST_SUBVENTION,28,MANUF_UPGRADE,2625,1165,474110566,326014791,3601,6787,3924,19908278766,10258829756,0,0,94.0,120823.28,0,2029-01-06
2025,INC-3641,CAPEX_SUBSIDY,71,R_AND_D,1468,692,482924823,205108453,679,3296,1229,12330533041,9440720546,0,0,63.26,392941.27,0,2027-09-11
2018,INC-7480,INTEREST_SUBVENTION,40,GREEN_TECH,464,321,346134822,122282388,1719,3921,3147,204558327,201444625,0,0,85.08,109988.82,1,2030-10-30
2018,INC-3790,INTEREST_SUBVENTION,19,R_AND_D,14,6,414927308,247261873,556,3813,422,3888253789,2277712139,0,0,75.45,983240.07,1,2032-01-25
2018,INC-1929,CAPEX_SUBSIDY,86,GREEN_TECH,3973,2232,245947773,213277246,69,4510,1015,13773746322,13432572371,1,41913904,80.99,242313.08,1,2033-03-02
2025,INC-0144,GST_REFUND,21,R_AND_D,4871,4529,452740623,439444491,1784,6449,2273,3029345846,1187367494,1,180387152,60.83,199181.97,1,2032-05-21
2019,INC-7892,INTEREST_SUBVENTION,69,GREEN_TECH,2633,1215,459137883,399694431,3323,6062,5297,11833091693,8996895019,0,0,81.48,86678.85,1,2032-07-04
2022,INC-7612,CAPEX_SUBSIDY,12,MSME_FORMALIZE,304,157,41892660,29693238,1092,17,12,5654162814,4203093590,0,0,94.92,3491055.0,0,2030-02-07
2018,INC-5118,CAPEX_SUBSIDY,36,MSME_FORMALIZE,4807,1459,179477837,175551793,2468,2992,2554,6805411494,4570455080,0,0,89.6,70273.23,0,2033-09-18
2019,INC-6504,CAPEX_SUBSIDY,34,GREEN_TECH,617,563,279122975,228596564,3897,3184,1682,3143949078,2170305574,1,74241723,92.78,165947.07,0,2030-07-30
2024,INC-7397,EXPORT_REBATE,13,R_AND_D,60,43,463099397,207794919,857,942,841,9681373949,3408394117,0,0,94.59,550653.27,1,2030-08-22
2024,INC-0554,INTEREST_SUBVENTION,63,MSME_FORMALIZE,2392,1271,387222288,372724301,2212,4301,4060,13328599036,13219043087,0,0,78.79,95374.95,1,2031-03-09
2021,INC-7759,TAX_HOLIDAY,59,MSME_FORMALIZE,3583,2205,58785950,55190716,1588,1895,410,11444867509,5235504893,1,12866338,81.41,143380.37,1,2026-12-21
2018,INC-0533,INTEREST_SUBVENTION,49,GREEN_TECH,2050,1526,191570339,176749096,3952,817,337,16480129619,14497311447,0,0,96.9,568457.98,0,2026-04-04
2020,INC-1231,EXPORT_REBATE,70,R_AND_D,168,79,176162408,141386556,3789,3031,1461,14589826512,13558196688,0,0,96.65,120576.6,0,2032-05-12
2022,INC-6888,INTEREST_SUBVENTION,16,MANUF_UPGRADE,157,139,375420247,327764777,784,4085,2401,9698398149,9065982784,1,131221134,65.27,156359.95,1,2030-07-20
2023,INC-1726,INTEREST_SUBVENTION,37,MSME_FORMALIZE,3927,1072,272465737,266495721,2463,3249,1278,7149244932,3040775737,0,0,99.13,213196.98,1,2031-08-21
2019,INC-7498,CAPEX_SUBSIDY,37,MANUF_UPGRADE,3743,2997,107112854,43100855,3727,334,279,18587911903,7018084989,0,0,86.56,383917.04,0,2032-04-12
2022,INC-5977,TAX_HOLIDAY,24,SKILL_DEV,4396,1810,63936014,62286300,3427,1162,1053,13158711121,7554239694,1,6892668,77.64,60717.96,0,2029-10-06
2022,INC-0993,INTEREST_SUBVENTION,43,R_AND_D,4950,1022,474856122,340901242,1971,1494,231,18905801226,5483741883,0,0,61.56,2055654.21,1,2033-01-05
2025,INC-8020,GST_REFUND,71,R_AND_D,4335,3428,30366340,23128031,2634,6946,4472,7715071328,3971004034,0,0,97.47,6790.33,1,2028-10-05
2019,INC-7556,EXPORT_REBATE,98,GREEN_TECH,356,95,21351845,10368939,3228,3448,2116,9462017051,3737020810,0,0,72.31,10090.66,0,2029-07-19
2022,INC-8708,CAPEX_SUBSIDY,20,EXPORT_PROMOTE,1715,858,278346089,175159679,1351,6832,6153,7068627660,6814928395,0,0,93.65,45237.46,0,2029-01-20
2019,INC-7254,TAX_HOLIDAY,67,SKILL_DEV,4454,3929,91470135,79082301,1427,4959,3500,17120041271,16635725279,0,0,82.52,26134.32,1,2029-03-13
2025,INC-4961,TAX_HOLIDAY,45,SKILL_DEV,3409,2645,65873083,35245730,1493,968,390,6666157821,3690057535,0,0,85.03,168905.34,0,2032-04-14
2018,INC-5917,INTEREST_SUBVENTION,58,GREEN_TECH,3087,1731,411699486,232228645,1546,7541,4419,8159953658,8068002309,0,0,80.67,93165.76,0,2028-05-17
2024,INC-2077,INTEREST_SUBVENTION,98,EXPORT_PROMOTE,1152,539,169488336,115941824,2783,3484,2502,7760491796,2341591900,0,0,66.53,67741.14,1,2026-03-25
2021,INC-0990,CAPEX_SUBSIDY,60,GREEN_TECH,2693,1025,292913520,149399754,1837,2825,1088,18684756822,15422841038,0,0,63.97,269221.99,1,2030-11-25
2021,INC-4505,TAX_HOLIDAY,11,R_AND_D,2533,591,152911275,111413262,3337,1459,255,9703897815,3184223561,0,0,67.78,599652.06,0,2032-08-06
2021,INC-1694,CAPEX_SUBSIDY,29,SKILL_DEV,4528,2225,148909332,143642866,4993,5347,3735,11554793288,4869586178,0,0,95.64,39868.63,1,2030-10-11
2021,INC-9838,INTEREST_SUBVENTION,28,R_AND_D,1057,598,15923273,10437308,3006,1554,925,12599735253,5725194716,0,0,87.17,17214.35,0,2033-05-19
2020,INC-5372,CAPEX_SUBSIDY,29,MSME_FORMALIZE,2860,1054,437742443,387422829,4387,602,501,12279852649,3895720870,0,0,84.8,873737.41,0,2029-04-26
2019,INC-3498,GST_REFUND,95,GREEN_TECH,1430,616,9820553,8546721,2965,7705,1335,16955390301,14236178527,0,0,64.49,7356.22,0,2029-06-18
2022,INC-5598,INTEREST_SUBVENTION,47,SKILL_DEV,3551,2322,313744404,212699860,575,637,590,6647345111,6329101139,0,0,73.1,531770.18,0,2031-05-27
2019,INC-5803,CAPEX_SUBSIDY,38,EXPORT_PROMOTE,3911,2101,56416866,42344890,4417,1463,489,3036125675,1686991966,0,0,76.67,115371.91,0,2032-12-17
2018,INC-3707,INTEREST_SUBVENTION,35,MSME_FORMALIZE,3252,3001,294020038,153725909,495,7426,4626,10155429818,5295426150,0,0,75.08,63558.16,1,2027-01-14
2022,INC-0867,INTEREST_SUBVENTION,58,R_AND_D,159,43,168711519,107495301,3943,3041,1374,19209792237,8151258122,0,0,79.8,122788.59,0,2032-07-12
2021,INC-6811,CAPEX_SUBSIDY,44,R_AND_D,3157,1889,392703099,287341708,2938,5490,1539,4382500192,1181008978,1,118038181,72.75,255167.71,0,2026-07-11
2025,INC-5614,TAX_HOLIDAY,87,EXPORT_PROMOTE,245,135,473319026,237642996,314,6388,4001,11835737347,3894580761,0,0,98.33,118300.18,1,2032-12-28
2019,INC-3340,GST_REFUND,82,GREEN_TECH,3973,3148,469279969,415820814,2566,1591,972,16450691377,5196854998,0,0,75.73,482798.32,0,2029-01-01
2018,INC-6602,EXPORT_REBATE,80,EXPORT_PROMOTE,1097,975,228343864,186627381,2341,559,119,9842254263,9427999869,0,0,88.71,1918856.0,0,2030-08-08
2020,INC-0312,TAX_HOLIDAY,64,SKILL_DEV,4134,1869,216214711,193280537,2008,6770,1822,15733010078,14017905250,0,0,67.22,118668.89,0,2033-11-17
2025,INC-6178,EXPORT_REBATE,11,EXPORT_PROMOTE,2711,2186,473852542,202247409,2392,5178,2844,12300568322,9712086742,0,0,76.36,166614.82,0,2031-07-02
2019,INC-7322,TAX_HOLIDAY,21,GREEN_TECH,673,577,426770264,274362830,2890,76,18,6331295757,4259793491,0,0,78.48,23709459.11,0,2028-11-07
2021,INC-8132,TAX_HOLIDAY,43,EXPORT_PROMOTE,2801,1723,99372104,53636882,1673,5410,834,18682627323,17917795539,0,0,90.41,119151.2,0,2027-04-27
2023,INC-6492,INTEREST_SUBVENTION,48,EXPORT_PROMOTE,1800,1405,216922600,98411429,2178,3570,2125,5424615548,3025524831,0,0,72.0,102081.22,1,2029-12-13
2022,INC-5239,INTEREST_SUBVENTION,17,MANUF_UPGRADE,4050,1109,85026231,80343768,330,6623,1526,9041518945,6369623035,0,0,84.42,55718.37,0,2033-01-08
2025,INC-0576,GST_REFUND,53,GREEN_TECH,3033,2595,117983902,66284334,4944,6513,3149,17563266679,10267348046,0,0,76.42,37467.1,0,2031-05-20
2023,INC-2791,EXPORT_REBATE,87,GREEN_TECH,2336,2150,176409609,107028325,4748,2967,504,9093917537,8572116095,0,0,93.22,350019.07,0,2030-03-16
2020,INC-6524,GST_REFUND,19,SKILL_DEV,2598,2139,233836527,206706305,1060,4707,2998,15240224953,6869449816,0,0,91.57,77997.51,1,2033-02-06
2019,INC-9146,INTEREST_SUBVENTION,71,EXPORT_PROMOTE,2107,606,91645813,87712403,4634,4614,4010,8859009217,6829936740,0,0,81.42,22854.32,0,2029-11-23
2021,INC-4061,INTEREST_SUBVENTION,49,R_AND_D,2501,504,114935114,56240168,2952,590,108,10162242918,7458323385,0,0,66.81,1064214.02,0,2030-11-07
2023,INC-9783,TAX_HOLIDAY,56,GREEN_TECH,1123,515,447511814,261642226,799,4655,4318,16475735853,8858301661,0,0,99.91,103638.68,0,2029-04-27
2018,INC-5859,INTEREST_SUBVENTION,12,SKILL_DEV,73,29,68925549,29758925,2119,3126,2416,14029165455,10394280183,0,0,83.74,28528.79,1,2032-06-16
2025,INC-1755,EXPORT_REBATE,75,MANUF_UPGRADE,1838,1158,487310929,463707598,50,5257,4551,17084501925,10867969534,0,0,70.74,107077.77,1,2032-12-09
2020,INC-1772,CAPEX_SUBSIDY,70,MANUF_UPGRADE,3197,646,246865427,200100937,1394,5709,5009,8066151790,2180993689,1,61344641,66.88,49284.37,0,2031-02-21
2018,INC-4053,EXPORT_REBATE,15,GREEN_TECH,4451,2667,224849823,78784777,4261,5091,1743,5592854211,4492990681,0,0,86.49,129001.62,0,2030-04-23
2024,INC-7614,GST_REFUND,47,MANUF_UPGRADE,1031,908,255579413,153704552,3340,166,23,18019863580,7256764457,0,0,85.15,11112148.39,0,2032-02-04
2024,INC-0918,GST_REFUND,57,MANUF_UPGRADE,2285,1342,175606205,69886968,3575,6269,5224,4720042943,3900905505,0,0,89.29,33615.28,0,2031-01-17
2022,INC-3849,TAX_HOLIDAY,89,GREEN_TECH,353,82,391137189,302301375,2280,524,62,1481831980,626022644,0,0,77.72,6308664.34,1,2027-05-22
2024,INC-0498,EXPORT_REBATE,45,MANUF_UPGRADE,2039,1155,5866574,2189600,3874,757,559,10830500853,6404233903,0,0,85.92,10494.77,0,2030-01-25
2020,INC-8809,TAX_HOLIDAY,25,MANUF_UPGRADE,4006,2811,133872609,61551029,4392,2446,1190,12240219863,5590856082,0,0,91.74,112497.99,0,2031-10-16
2024,INC-0962,GST_REFUND,70,R_AND_D,351,151,136215438,55298183,2887,792,529,1165934896,395969221,0,0,62.94,257496.1,1,2027-04-30
2018,INC-4545,CAPEX_SUBSIDY,80,SKILL_DEV,942,838,391920495,241636705,3992,2054,510,3353595853,919766313,0,0,71.89,768471.56,1,2029-08-11
2024,INC-1231,EXPORT_REBATE,16,MANUF_UPGRADE,3215,2936,113334438,91131143,2785,2288,2245,565017666,535347394,0,0,70.13,50483.05,1,2033-12-03
2020,INC-7738,CAPEX_SUBSIDY,22,SKILL_DEV,4162,3041,164745148,94729550,624,4707,4250,17923680339,6134414578,0,0,71.44,38763.56,0,2027-12-18
2021,INC-7945,EXPORT_REBATE,58,MANUF_UPGRADE,1911,1172,25855308,11714759,28,6614,2493,5889556835,3643856327,0,0,90.4,10371.16,0,2028-09-29
2018,INC-5728,CAPEX_SUBSIDY,32,GREEN_TECH,4102,2007,157661339,69210370,310,7125,4701,19084532530,5940118062,1,7472433,61.61,33537.83,0,2033-04-18
2019,INC-9702,TAX_HOLIDAY,95,SKILL_DEV,3414,1938,339673851,150523623,3621,1263,293,18463897399,16768206195,0,0,84.52,1159296.42,1,2033-10-19
2024,INC-8123,CAPEX_SUBSIDY,50,R_AND_D,4108,1973,459163649,223588172,617,3961,424,18599562572,12469153432,0,0,61.01,1082933.13,0,2028-09-24
2022,INC-0349,CAPEX_SUBSIDY,19,MSME_FORMALIZE,229,146,261345652,108770092,3543,66,60,16144847027,7124151103,1,23504256,76.22,4355760.87,0,2029-09-02
2025,INC-3966,CAPEX_SUBSIDY,55,GREEN_TECH,468,170,209375671,196652595,3668,4827,865,911428346,885821344,0,0,84.58,242052.8,1,2029-04-19
2018,INC-4373,GST_REFUND,39,GREEN_TECH,592,170,195015726,84001800,4230,3234,1057,16030083340,8978032670,0,0,79.66,184499.27,1,2027-05-22
2024,INC-6492,INTEREST_SUBVENTION,93,EXPORT_PROMOTE,567,528,431178787,421694178,4936,1295,1045,2882101896,1307249439,0,0,75.63,412611.28,0,2032-10-07
2025,INC-6236,INTEREST_SUBVENTION,27,GREEN_TECH,3835,1526,309292029,222550404,3554,1414,195,18243568715,16081818235,0,0,79.44,1586112.97,0,2032-05-23
2022,INC-9645,INTEREST_SUBVENTION,85,MSME_FORMALIZE,1220,784,387253127,273414345,4909,1991,1738,8251054496,6971729049,1,33073334,73.89,222815.38,0,2033-08-09
2019,INC-9575,TAX_HOLIDAY,77,GREEN_TECH,4874,3534,171625189,90936949,2314,421,392,6845996028,3416705293,0,0,74.14,437819.36,0,2030-11-30
2021,INC-2223,GST_REFUND,74,MANUF_UPGRADE,2243,1427,375250229,213730900,1178,463,356,19422755262,8301317463,0,0,94.93,1054073.68,0,2027-12-09
2020,INC-9497,CAPEX_SUBSIDY,42,SKILL_DEV,3349,2459,21971514,20029279,368,4808,1509,8943225978,8894211498,0,0,81.41,14560.31,0,2030-12-13
2024,INC-4787,GST_REFUND,96,SKILL_DEV,3446,1354,243972805,96099219,2869,6249,4776,14537805109,11045788987,0,0,64.18,51083.08,0,2027-10-05
2025,INC-5613,GST_REFUND,59,SKILL_DEV,1250,1083,251470574,192823210,2538,2519,521,1845465917,1231961856,0,0,62.24,482669.05,0,2026-12-25
2018,INC-9174,EXPORT_REBATE,11,R_AND_D,3308,1653,1285500,665205,3917,6344,1689,15542678320,10573760815,0,0,71.49,761.1,0,2032-01-30
2020,INC-3283,CAPEX_SUBSIDY,16,GREEN_TECH,2547,1589,32000142,30352883,3235,3126,2792,19912671125,6226573403,0,0,92.32,11461.37,1,2032-05-07
2023,INC-5895,GST_REFUND,68,SKILL_DEV,367,120,440173019,414021759,3103,5682,5634,7731173788,7010915498,0,0,68.59,78127.98,0,2031-10-22
2024,INC-9513,INTEREST_SUBVENTION,97,MSME_FORMALIZE,4057,2046,188050378,79573735,59,1731,203,5250719619,3392156536,0,0,83.09,926356.54,0,2032-05-27
2023,INC-8110,EXPORT_REBATE,64,SKILL_DEV,27,19,492275160,257728265,2908,7894,1793,7789029291,6155992002,0,0,75.4,274553.91,0,2027-09-12
2024,INC-0564,CAPEX_SUBSIDY,89,R_AND_D,1377,893,499337509,413622672,4092,5756,2403,2211951904,839524039,0,0,62.48,207797.55,0,2033-06-23
2020,INC-5794,EXPORT_REBATE,71,GREEN_TECH,4563,2433,325372538,204934368,753,6684,1604,11242308359,11014297892,0,0,85.63,202850.71,0,2033-03-02
2021,INC-7027,TAX_HOLIDAY,88,SKILL_DEV,1961,591,12101487,10336042,3331,4516,2120,5442729738,3339199960,0,0,93.98,5708.25,0,2029-01-23
2018,INC-6977,TAX_HOLIDAY,34,MANUF_UPGRADE,2683,939,402652628,262587694,1914,7453,2849,1741786609,1374919546,0,0,64.19,141331.21,0,2026-08-12
2021,INC-3616,CAPEX_SUBSIDY,94,SKILL_DEV,3100,2808,273300073,182159429,4174,2721,2550,19721145123,8167728933,0,0,73.73,107176.5,0,2033-02-19
2022,INC-0850,EXPORT_REBATE,44,SKILL_DEV,3602,2864,476290167,280658801,2031,2033,1871,7019154532,5285418603,0,0,83.94,254564.49,0,2030-12-11
2024,INC-6641,TAX_HOLIDAY,18,MSME_FORMALIZE,191,99,178735246,136555438,4726,6675,3322,871027625,287088088,0,0,78.78,53803.51,1,2033-07-25
2022,INC-5643,TAX_HOLIDAY,37,R_AND_D,1091,955,195970599,102752181,3437,6914,2485,1708400562,1663657194,0,0,60.72,78861.41,0,2031-09-02
2021,INC-2711,GST_REFUND,66,MANUF_UPGRADE,591,202,337193586,210148162,4061,1734,1166,15838390686,11487004320,0,0,88.88,289188.32,0,2033-01-29
2019,INC-3051,TAX_HOLIDAY,93,MANUF_UPGRADE,4380,1133,201137884,117687854,4390,6815,1335,393751146,153063648,0,0,87.92,150665.08,1,2031-10-06
2019,INC-9545,EXPORT_REBATE,89,GREEN_TECH,4894,4645,483696205,377818512,1940,3593,2428,18770968456,16221243914,0,0,96.01,199215.9,0,2033-06-20
2018,INC-6361,EXPORT_REBATE,97,R_AND_D,4600,2747,247450497,186814612,698,62,20,13400708059,11929445247,0,0,68.94,12372524.85,1,2028-04-15
2018,INC-9432,CAPEX_SUBSIDY,57,GREEN_TECH,3442,3138,330888513,149567529,302,4394,2796,19854829358,10662945793,0,0,98.79,118343.53,0,2026-08-02
2019,INC-3941,TAX_HOLIDAY,15,GREEN_TECH,2908,1762,172714246,94075010,10,4258,1963,18059737850,16921283853,0,0,83.21,87984.84,1,2026-08-31
2022,INC-9668,CAPEX_SUBSIDY,67,GREEN_TECH,4041,2273,70001030,51825723,420,7775,3960,14041429427,13880386764,0,0,65.86,17677.03,0,2030-07-19
2020,INC-6449,GST_REFUND,46,GREEN_TECH,4418,3284,333723542,246387290,3524,210,68,6436955815,4238653876,0,0,98.85,4907699.15,0,2028-04-28
2020,INC-8320,GST_REFUND,90,MSME_FORMALIZE,4593,2566,98936404,89996491,3146,3125,2886,9356925908,6378488477,0,0,84.22,34281.5,1,2026-09-18
2021,INC-1383,GST_REFUND,23,EXPORT_PROMOTE,644,351,277820317,168125219,2351,296,203,12362358001,3740023823,0,0,91.28,1368572.99,0,2033-02-13
2021,INC-4872,TAX_HOLIDAY,34,R_AND_D,4150,2529,369670936,161701595,3560,5557,1663,3411622633,2339004398,0,0,97.16,222291.6,0,2032-08-22
2021,INC-4240,INTEREST_SUBVENTION,35,MANUF_UPGRADE,4217,1532,328960868,248473319,2558,869,231,12154234310,4489653342,0,0,77.02,1424073.02,1,2027-04-07
2021,INC-8128,TAX_HOLIDAY,27,MSME_FORMALIZE,3070,1590,230309355,208094171,3859,2510,658,12998938098,10502741271,0,0,99.83,350014.22,1,2033-01-08
2024,INC-4453,GST_REFUND,37,SKILL_DEV,1140,842,385165892,210756941,1737,6912,2613,2273410545,1292626020,0,0,89.68,147403.71,0,2031-07-09
2021,INC-2208,GST_REFUND,76,MANUF_UPGRADE,2704,1504,310220906,253281577,4854,132,67,13723295214,8711954668,0,0,99.53,4630162.78,1,2028-01-17
2022,INC-3218,CAPEX_SUBSIDY,63,MSME_FORMALIZE,3793,2612,260708600,193306391,3534,6132,5415,11738829938,10791818336,0,0,78.59,48145.63,0,2032-02-11
2020,INC-4247,EXPORT_REBATE,30,GREEN_TECH,1210,1126,90791403,75022618,3642,3337,3145,8145899043,5820642489,0,0,92.14,28868.49,1,2029-05-02
2019,INC-5936,EXPORT_REBATE,27,SKILL_DEV,3854,2705,462792070,196037242,1720,6888,2199,17964498512,11213681551,0,0,91.9,210455.69,1,2029-11-21
2018,INC-0895,EXPORT_REBATE,86,MSME_FORMALIZE,4429,2540,89399506,69280366,4982,2708,1738,18914673979,6995107971,1,25887920,92.07,51438.15,0,2027-10-24
2023,INC-9073,GST_REFUND,30,EXPORT_PROMOTE,3163,2798,79725410,58958615,538,5684,1640,16645320817,16180712684,0,0,70.66,48613.05,0,2028-06-09
2020,INC-5069,INTEREST_SUBVENTION,65,GREEN_TECH,2602,2095,483504991,429319782,2125,7451,2262,18645255450,9105157513,0,0,73.79,213751.1,1,2029-03-24
2021,INC-4002,EXPORT_REBATE,68,MANUF_UPGRADE,7,3,241958681,112631555,2555,6459,1721,15280863953,14995492472,0,0,83.66,140591.91,1,2026-12-18
2022,INC-5518,GST_REFUND,98,SKILL_DEV,4570,3322,123562809,113939178,1095,4338,3095,19621997683,18315398776,0,0,90.98,39923.36,0,2028-01-19
2023,INC-8210,GST_REFUND,63,R_AND_D,348,202,163966372,141431131,4930,3466,2217,10567960499,2725574444,0,0,91.85,73958.67,0,2026-10-04
2021,INC-0576,CAPEX_SUBSIDY,90,R_AND_D,2169,1433,164847365,85477621,2571,1173,1091,4589048772,2052367642,0,0,81.87,151097.49,0,2026-07-30
2021,INC-6883,CAPEX_SUBSIDY,80,MANUF_UPGRADE,1379,930,294486239,273639898,3605,2665,1717,5573056556,2152929870,1,103531410,82.13,171512.08,0,2028-11-25
2020,INC-6440,INTEREST_SUBVENTION,50,R_AND_D,3250,1925,27987218,25285364,301,4485,1511,837882856,554124670,0,0,66.65,18522.32,0,2029-03-02
2025,INC-7476,INTEREST_SUBVENTION,37,GREEN_TECH,3098,1620,468740302,451214013,705,6999,2046,6608874904,2324595758,0,0,95.32,229100.83,0,2027-07-20
2021,INC-0594,CAPEX_SUBSIDY,69,EXPORT_PROMOTE,301,128,60495363,25191895,2806,4205,3181,19871014852,11726820586,0,0,88.46,19017.72,0,2029-04-25
2019,INC-2849,GST_REFUND,28,EXPORT_PROMOTE,696,294,24428263,14244238,3734,5048,1854,16689305951,14296392453,0,0,78.34,13175.98,0,2031-03-27
2021,INC-8169,GST_REFUND,68,R_AND_D,4537,4017,51157768,40545873,2085,4870,860,4712838255,4159305459,0,0,94.49,59485.78,1,2030-09-09
2020,INC-1025,INTEREST_SUBVENTION,25,SKILL_DEV,364,166,128659528,46800337,1221,6846,1867,1956561308,1595735537,0,0,98.4,68912.44,0,2030-12-27
