gov_unionspend_obligation_date,gov_unionspend_program_cfda_number,gov_unionspend_awarding_agency_code,gov_unionspend_funding_subagency_code,gov_unionspend_recipient_uei_hash,gov_unionspend_recipient_type_code,gov_unionspend_award_amount_inr,gov_unionspend_award_type_code,gov_unionspend_assistance_listing_title,gov_unionspend_place_of_performance_lgd_code,gov_unionspend_primary_purpose_code,gov_unionspend_covid_relief_flag,gov_unionspend_infrastructure_act_flag,gov_unionspend_competition_indicator,gov_unionspend_matching_requirement_flag,gov_unionspend_period_of_performance_days,gov_unionspend_outlay_estimate_inr,gov_unionspend_deobligation_amount_inr,gov_unionspend_reporting_period_quarter,gov_unionspend_data_source_system
2021-06-08,411322,3482,MoRD,GOVe273e56eb93c,GOVK6JK4,501555,16125,Urban Transit 48,GOVI6RKM,GOVJJY64,0,1,GOVS1GLP,1,3345,67014,7678536,2023Q2,PFMS
2021-04-25,214961,66,MoHFW,GOVa49c8954983d,GOV2ZEOS,5484453,138471,Renewable Energy 53,GOVH1M6W,GOVGM5WG,0,1,GOVV2U4Q,0,89,484603031,80152385,2019Q1,eProcure
2022-07-11,365595,443402,MoE,GOVf6362a0b68a1,GOV3E9FD,79882,53006,Housing Upgrade 68,GOVUSL8M,GOVQ50GE,1,0,GOVC2J0F,0,138,55118,630747,2026Q3,DBT
2021-10-26,242041,267476,MoE,GOVd008042a56df,GOVJEIH3,511312,4362,Clean Water 77,GOVT9OPC,GOVY8BS1,1,1,GOVCXIPE,1,1341,569483,59100,2019Q2,eProcure
2023-11-02,87661,220582,MoHUA,GOV7d1f0bb35de3,GOV1XSGI,521739,468547,Skill Training 93,GOV9CPO7,GOVSD1KD,0,0,GOVNM8B4,0,250,515020,235929728,2023Q2,GeM
2019-08-12,231063,326717,MoRD,GOV720c0f9f8b7b,GOVUBZWV,9949492,147952,Housing Upgrade 98,GOVNPIW6,GOVDZL9W,0,1,GOV72X16,0,1373,365246846,398512,2019Q3,IFMIS
2022-04-10,155032,304475,MoE,GOVfe1f1326e793,GOVOWE10,52519,70700,Disaster Relief 57,GOVGF9KL,GOVJ07TK,0,0,GOV9KLYZ,1,3612,515950840,508743,2020Q4,DBT
2025-11-10,170165,309207,MHA,GOVc600ce9560e5,GOVZXCBW,3521073,276048,Skill Training 38,GOVKSL77,GOV2P8FO,1,1,GOVSO10Y,1,2347,19297640,7888157,2018Q1,PFMS
2022-03-11,375973,231223,MNRE,GOV69bcb93f0a5f,GOVGB6X5,7213655,138772,Housing Upgrade 71,GOV4RL7V,GOVRQ1H4,1,0,GOVRNEIC,0,650,2720295,38724967,2022Q1,CPGRAMS
2023-03-05,478633,95553,DoPT,GOV2564edc50311,GOV15PEY,6152485,107729,Renewable Energy 19,GOVBLFP9,GOVDK9F3,1,0,GOVCXTGE,0,1749,364383922,373380669,2023Q3,eProcure
2022-07-22,78676,272153,MOF,GOV4d139ebbfacd,GOVPESIO,48309395,107555,Urban Transit 16,GOV1QNXM,GOVKA7DS,1,0,GOVT00GO,1,1561,42176734,35731,2021Q1,DBT
2025-07-02,419666,24061,MOF,GOVabd805ac04c0,GOV87ABC,5919925,267929,Renewable Energy 34,GOVIN870,GOV71T2C,0,1,GOVA5JVY,0,694,78264939,729966240,2019Q1,IFMIS
2018-05-04,25462,449031,MoE,GOVdc5d7fc900c4,GOV4CGAI,20107,387326,Housing Upgrade 84,GOV4JRZL,GOVQ21RX,1,1,GOV86K7L,0,1143,311820,750026,2020Q1,DBT
2020-09-12,386723,412874,MoRTH,GOVfeedba51c59b,GOV2DV62,5011541,67977,Housing Upgrade 28,GOVJDS9S,GOVDHLLV,0,1,GOVV9ITT,0,750,706690,7890645,2018Q2,IFMIS
2019-02-27,16228,222603,MNRE,GOV4a402aabe5f0,GOVYDZX8,3958608,344957,Urban Transit 71,GOV01BKQ,GOVON13N,0,0,GOV6BHWB,0,1001,304014812,42146,2025Q4,eProcure
2025-07-07,235613,285285,MoRD,GOV962a1e282b00,GOVMZS6V,845337,295481,Rural Roads 80,GOVN3S9L,GOV2XQZ5,0,1,GOVF5QQE,1,2946,40709,1093,2022Q2,PFMS
2025-12-25,30372,441159,MNRE,GOV765c73031117,GOVEGJ3L,49110,245177,Women Empowerment 55,GOVKF79T,GOVEFOTQ,1,1,GOVRYN67,1,648,47119,60895173,2024Q2,CAG
2024-01-22,199941,300827,MHA,GOV0229f0d065e4,GOVCJZTU,710567,443569,Women Empowerment 34,GOV8FBWN,GOVLW1Q7,0,0,GOVNHJR8,0,3435,76069820,25781801,2020Q3,PFMS
2025-05-03,8080,337992,MNRE,GOV984ea9b72178,GOVBBEX6,680062,142664,Farm Support 63,GOVSZ8I2,GOVSIPJK,0,0,GOVVNSA6,0,2485,53967,221709334,2021Q2,PFMS
2025-12-03,109286,219671,MoRD,GOV67ac674c3e56,GOVGONVE,67404444,292830,Skill Training 65,GOVKROC9,GOVGBDUW,0,1,GOVHFNR4,0,1691,70214792,385679,2026Q2,PFMS
2022-09-22,118710,151017,MeitY,GOV0255ee229eea,GOVOBZ5Y,357999152,385451,Clean Water 55,GOVUCTOE,GOVY6M86,1,0,GOV7T4BI,1,1000,549802,632260,2019Q2,CAG
2024-05-12,456646,487530,MNRE,GOV3d21216984cd,GOV7CGQL,48250189,260715,Skill Training 68,GOV7WZ4I,GOVEUX3M,1,0,GOV2VNFS,0,714,25255,18721,2026Q3,CPGRAMS
2021-06-05,186194,464521,MHA,GOV37673446ea5c,GOVLXZMT,531637,356565,Skill Training 77,GOV2RGS1,GOVXR0L3,0,1,GOV0C06L,0,1480,356229867,903523674,2020Q4,DBT
2022-08-12,240267,170968,MoE,GOV0743c4c35b0b,GOVZHU8I,3713274,480160,Farm Support 27,GOV307WC,GOV9G1G0,1,1,GOVW1OLD,1,516,685069532,6005541,2024Q2,PFMS
2018-05-27,92706,382177,MHA,GOV0eba4fb65d64,GOV5U3I0,2934377,487246,Women Empowerment 94,GOV4I2KO,GOVKJKU9,0,1,GOV8T0RF,0,2927,52170453,37874628,2018Q2,CPGRAMS
2023-01-05,265180,320191,MeitY,GOV2ae5fa764b60,GOV5669N,29949,317467,Rural Roads 59,GOVIZYL1,GOV6AV7E,0,0,GOV14FV8,0,2292,569288651,567733,2026Q1,eProcure
2020-03-17,319801,220713,MHA,GOVdf25830d382b,GOVYRY4H,193258,62663,Disaster Relief 90,GOVAXWNN,GOVWSR16,1,0,GOVINPRJ,0,1611,48017976,40651,2019Q1,CAG
2023-07-20,375784,488326,MoE,GOV4f17b34b7e07,GOVU7FU7,57667967,439271,Clean Water 69,GOVD4CFM,GOVDZH64,0,1,GOV12IDH,1,1507,69160,41954270,2024Q2,CPGRAMS
2023-09-02,190737,384453,MoRD,GOV4069acf8ff8e,GOV7FGT9,346397968,156650,Urban Transit 77,GOV5M6A3,GOVTNERX,0,0,GOVF8YJV,0,1715,253335,40218,2022Q1,PFMS
2025-05-12,317130,284954,MoRTH,GOV82e03f91e5e2,GOV7VPZN,58203,299307,Digital Health 96,GOVLGN3O,GOVQHYK4,0,1,GOVTDCYN,0,2988,462568057,65146766,2025Q4,DBT
2022-03-16,149682,36398,MeitY,GOVdf71ac273ff4,GOVGN8W1,50848,274411,Urban Transit 78,GOVGBH5T,GOVTKODQ,1,0,GOVSY3OU,0,2029,58470,501734734,2021Q2,PFMS
2018-09-22,444337,26151,MeitY,GOV6ac7e6814c8b,GOVZ7ZJX,40885,376503,Farm Support 97,GOVOOKGY,GOVVA1BH,1,0,GOVJYWFQ,0,1267,2879068,59306,2023Q4,PFMS
2023-06-08,485242,354371,MoE,GOV5f8960713c00,GOV51S9S,609037,394358,Disaster Relief 46,GOVRP63F,GOVGHKQ9,1,0,GOVIQJG4,1,781,38131844,391250298,2023Q3,eProcure
2020-11-01,109152,360,MoRD,GOV0e350d2d4f72,GOVLJAZC,82865,457316,Urban Transit 51,GOV4P010,GOV6NAFS,0,0,GOVIEB28,1,1796,33463,496983033,2021Q2,eProcure
2021-09-14,309564,279452,MoE,GOV91ebfa53fc19,GOVDABVD,63992345,44076,Farm Support 78,GOVSOX8L,GOVRBWDT,0,1,GOVX6ESZ,1,595,16803,55955,2023Q3,DBT
2025-09-10,40520,392008,MoRD,GOV5f84ff1eee4d,GOVIEYOA,448228405,206600,Digital Health 79,GOVNABUD,GOVJXW6C,0,0,GOV1IAPG,1,494,57484,498503013,2022Q3,CPGRAMS
2018-03-13,342968,485967,MoHUA,GOVeb1cdd80dea6,GOVTA5SF,98842,223256,Digital Health 62,GOVPZ6VQ,GOVQ99A9,1,0,GOVXWGVL,1,1712,725123,395148874,2020Q2,CAG
2023-11-07,497437,166070,MoRD,GOVfdf50e4670c9,GOVVCAEH,464680,55813,Rural Roads 17,GOVTV5Y7,GOVEUORM,0,0,GOVQUMW2,0,3293,762945542,51395,2018Q1,IFMIS
2024-05-26,97089,111951,MoHFW,GOV6c9fa8f0fe53,GOVPXG0U,16208048,301547,Women Empowerment 46,GOVP4496,GOVB7X37,0,0,GOVH5SBX,0,3582,55884503,535981,2023Q4,eProcure
2019-09-26,374881,100898,MOF,GOVb4c8358b25c3,GOVZB8HM,46966,130097,Rural Roads 54,GOVTQNQJ,GOV5JY3J,0,0,GOV2IV1C,0,269,468131846,70671088,2022Q4,DBT
2024-10-30,44819,168312,MoE,GOVd423f95b34f6,GOVKT9KR,23505940,453952,Clean Water 42,GOVR3TIZ,GOV0W37M,0,0,GOVNWGBQ,0,1038,781790432,547474,2018Q1,CAG
2021-09-21,125961,333715,MoRD,GOV233af5d0560a,GOV3I188,5882887,340709,Urban Transit 86,GOVE1EK6,GOVA2U8J,1,1,GOVK1Q3C,0,1255,2601893,61797061,2024Q3,eProcure
2021-08-24,90003,295977,MNRE,GOV7ddb51b75a2d,GOVTKAMU,626787769,475451,Digital Health 84,GOVT2UBZ,GOVZ9UUF,1,1,GOVU52WW,0,1397,344784,71352,2023Q1,CPGRAMS
2020-08-28,150005,175200,MoHUA,GOV5d9f19feeefe,GOVNG8Z3,84866024,250540,Digital Health 10,GOVPB1ON,GOVLT75C,0,1,GOV1I2SN,1,2780,535297,10160046,2023Q1,GeM
2019-02-13,27984,67686,MoHFW,GOVf9a85b79c358,GOVVKBCR,533544411,194806,Rural Roads 13,GOV0T77E,GOVRJHU1,1,1,GOV3NB1H,1,1274,6361919,818542608,2024Q2,CAG
2025-06-13,115974,222235,MoHFW,GOV378e0822caf2,GOVM5UC3,692758,364994,Skill Training 99,GOV3HLF7,GOVR93QS,0,1,GOV2JKBN,1,345,40685,49106699,2022Q3,PFMS
2021-07-25,297411,2314,MoHUA,GOVe8c05fb4eaf5,GOVHOGNT,75917697,379067,Rural Roads 79,GOVZ54KY,GOVVN6MQ,0,0,GOV5S6G6,0,976,486652,6938688,2022Q2,PFMS
2018-05-25,120190,246624,MOF,GOVc2c46087a7e4,GOVVATHY,45294874,121220,Housing Upgrade 54,GOVNRCE6,GOVN8DX8,0,1,GOVO7DEE,0,2826,86043317,425291373,2019Q1,GeM
2018-12-10,401956,239199,MoRD,GOVa72cf173eaa9,GOVYW0IB,410547223,153974,Farm Support 84,GOVRW6FJ,GOVZC8A5,0,0,GOVMJ71C,1,1602,6014414,40516634,2018Q1,PFMS
2024-09-20,401121,129567,MNRE,GOVe94f612afd15,GOV565J2,2732392,92163,Farm Support 97,GOV0HHVI,GOV8A5OP,1,1,GOV3TOMP,1,1133,82499,645901,2019Q2,eProcure
2023-10-14,167086,278695,MOF,GOV04e7f64977bb,GOVP6MJ0,31402,492373,Disaster Relief 22,GOVMT92K,GOV1USAV,1,0,GOV8DNY6,1,3295,38351,67551874,2022Q4,CAG
2018-03-02,491478,6799,MoE,GOV7bee59ce37aa,GOVCU7Y7,4326764,142744,Housing Upgrade 49,GOVITLPG,GOVH3URG,0,1,GOVMZ4XS,0,2399,5226894,64162726,2019Q2,IFMIS
2020-02-05,316625,114900,MHA,GOVce780313fd53,GOV30FU7,5271381,349251,Digital Health 73,GOVZIXCJ,GOV5CKFB,0,0,GOVDXVI0,0,3524,747519581,45213,2020Q2,PFMS
2024-03-06,439185,404355,MoRD,GOV3fe25272a761,GOVIKKZ9,4816162,450502,Women Empowerment 72,GOVW8HTY,GOVP17C4,1,1,GOVIH3C2,1,2532,456049538,5463654,2020Q3,IFMIS
2021-01-26,355578,216852,DoPT,GOVac586050e08b,GOV4Y44V,560711,499151,Women Empowerment 34,GOVVJ8TF,GOVA8FD7,1,0,GOVYUJOP,0,2596,709042,35862679,2019Q4,PFMS
2023-11-05,190723,28794,MoHUA,GOVdf5d5a6b7da0,GOVIFJT3,37777,421692,Rural Roads 30,GOV1B75C,GOVOAX1Y,0,0,GOV3HYKM,1,1984,324367825,421747,2018Q3,GeM
2021-03-02,376037,160699,MoHFW,GOV6acc4fdca54e,GOVO23J3,373811508,218047,Women Empowerment 6,GOVHN135,GOV95HFZ,1,1,GOVB7VH5,0,1581,344137601,62826855,2025Q2,eProcure
2018-10-03,196096,491232,MoHUA,GOV2dbe7b9e19d9,GOVE90D2,67830,173884,Renewable Energy 33,GOV6LM47,GOVULUAG,1,0,GOV59Y1Q,1,2832,96739491,527285,2024Q4,CPGRAMS
2018-05-06,5615,26709,MNRE,GOV9b378e332e9e,GOVI5A71,62869417,95323,Digital Health 17,GOV62VD6,GOVDWBHX,1,0,GOV59I4R,0,697,5090112,37710,2020Q2,CAG
2020-09-10,427198,203445,MoRTH,GOVc64f15a9ef77,GOVBT7OD,499774120,108467,Urban Transit 22,GOVD2ND3,GOV1Z10Q,1,0,GOV070S7,0,3028,4292384,49465568,2025Q1,CPGRAMS
2023-08-23,234339,73794,MoHUA,GOV6d4d87d37d73,GOVAKGO2,287757,84865,Clean Water 90,GOVD2FGE,GOVLCFP2,0,0,GOV4VFL2,1,2799,414051962,77749,2022Q2,DBT
2019-12-31,268686,328997,MOF,GOVf62ae5d9a897,GOVRPASU,669498377,263620,Farm Support 18,GOVH5LU6,GOV6BZT3,0,1,GOVETBNB,1,2063,517240,554603657,2022Q4,IFMIS
2020-11-08,361681,436188,MOF,GOV573bbafab102,GOVG9VCE,57960,292445,Clean Water 8,GOVIVC0N,GOVTZJM8,0,0,GOVWDBAL,0,3646,5527133,96222963,2018Q1,CPGRAMS
2021-09-17,407454,44059,MoE,GOV577d4c2af8be,GOVVQ35X,20539,54881,Rural Roads 87,GOVTPAOJ,GOVODHMR,0,1,GOV3CZ5P,1,1944,31603070,80622233,2020Q2,PFMS
2018-05-31,387756,415587,MHA,GOVaa773301a432,GOVSE9AC,45951102,160613,Skill Training 40,GOVAN970,GOVXND7Z,0,0,GOVX7HU0,1,2648,7371266,43036506,2019Q4,CAG
2021-04-28,69232,90799,MoHFW,GOV5f9a1185e5b0,GOV58T8X,797476360,330676,Farm Support 4,GOVHP5C3,GOVPO08G,1,0,GOVX2S2A,0,2239,52543656,35472872,2024Q2,GeM
2024-12-05,230474,209434,MoHUA,GOV259a840c96d9,GOV40CIL,52894763,305701,Digital Health 63,GOV71HD2,GOVZGTUW,1,0,GOVA2BUX,1,1268,177325,656845759,2021Q2,DBT
2023-04-13,318720,234001,MHA,GOVba83cf26a2e5,GOVO6BNI,660252,69217,Disaster Relief 41,GOVM3CLX,GOV4QEUZ,0,0,GOVO8W8F,1,1234,50365,659423,2022Q3,eProcure
2021-02-25,387604,400787,MoE,GOV665f30c4f0ba,GOVICKXF,478962,767,Housing Upgrade 48,GOVYBHCC,GOVX3P7M,0,0,GOV7GUO6,1,2553,5955846,71779,2018Q3,DBT
2022-05-09,80616,251121,MoHFW,GOVdeecc3d29184,GOVDAAKL,59966,55043,Rural Roads 79,GOVVSJID,GOVR3LFA,0,1,GOV60MSP,1,2858,508140,49794956,2026Q3,PFMS
2021-10-16,222448,230944,MoHFW,GOVa8b652fc3a58,GOVZP6MB,681533571,38759,Farm Support 35,GOVOSM1F,GOVF9IS0,1,0,GOV8APAC,1,282,156234515,220221648,2026Q3,CPGRAMS
2024-08-02,479023,127001,MNRE,GOV37ea597db118,GOVI1CSH,461231,131527,Rural Roads 98,GOVXHP4Z,GOVM87PH,1,1,GOV76QBS,1,1915,51829,429827103,2022Q4,eProcure
2021-09-28,301597,381274,MNRE,GOVe2f189b3b673,GOV2YXSL,42633279,8851,Digital Health 47,GOV0UE9C,GOVMCAUT,0,1,GOVSTZAX,1,1120,14745,9207744,2023Q4,CAG
2023-03-17,60316,376449,MoHFW,GOVca9b03cb1ebb,GOV64827,8313176,323322,Farm Support 78,GOVA7NKQ,GOV7S8LD,1,1,GOV5CYSG,0,1069,80393289,3125549,2022Q1,CPGRAMS
2024-10-15,445713,35641,MNRE,GOV559adfe25c40,GOVQ5B26,786305702,6597,Housing Upgrade 59,GOVR4592,GOV1DDY5,1,1,GOVQSHSK,0,3308,366100705,632432320,2024Q2,CAG
2020-02-18,35229,306351,MoRD,GOVc5f967b0261f,GOVE9H1T,4841957,66850,Urban Transit 50,GOVI825J,GOVSN4GU,0,1,GOV13W4W,1,225,252213458,89992333,2022Q4,CPGRAMS
2018-06-21,275748,216161,MoRTH,GOV370864dcbd5e,GOV004Z3,652034,60213,Disaster Relief 92,GOVGQ6I9,GOVSH59W,1,1,GOV2OE7H,0,1693,393583,29869,2023Q1,CPGRAMS
2022-11-15,178763,473431,DoPT,GOVf141ee7a7914,GOV4GRC0,23208558,56110,Housing Upgrade 1,GOVBSO2C,GOVFF500,0,1,GOV2X094,1,461,80190292,480447,2020Q2,CAG
2019-09-25,99089,489787,MNRE,GOVebf17a2d44cf,GOVQD8CP,709435295,492703,Rural Roads 37,GOVLH0QX,GOVED27D,0,0,GOV3MKSK,1,3424,228412840,5395219,2020Q2,GeM
2018-03-26,258288,62155,DoPT,GOVa51ad6b36fcf,GOVIYPN9,62697,428830,Urban Transit 37,GOV6Q140,GOVFYY1B,0,1,GOVHF6N1,0,185,582853348,58620,2018Q1,DBT
2022-10-08,346529,379730,MoRTH,GOV811ede4a011a,GOVVAGQ9,124736733,428771,Renewable Energy 30,GOVPCKT6,GOVKEPDT,0,1,GOV5RLP3,0,2334,7939292,453417,2022Q3,IFMIS
2023-10-26,221219,185238,MoRTH,GOV9b96e5750abf,GOVVS6A8,423854,368683,Disaster Relief 80,GOVOGLX3,GOVEHHQX,1,1,GOVLNVOI,0,3366,610556,4075636,2026Q2,PFMS
2019-03-25,165006,292361,MOF,GOV40b05961e20e,GOVYL72O,238468,428713,Skill Training 5,GOVPY63L,GOVL4TOI,1,0,GOVCPBFR,0,1455,61337,338819636,2026Q1,DBT
2018-06-30,319568,329867,MHA,GOV5c10dbc27497,GOVI283Z,100948059,317671,Skill Training 62,GOVPK7NH,GOVXXHQL,0,1,GOV17SSG,0,2108,6956619,3214661,2019Q1,CPGRAMS
2018-09-18,123117,267871,MoRTH,GOV03c78b6ac68b,GOV76POE,49987027,287372,Renewable Energy 17,GOVBA5ZL,GOVSDOK9,1,0,GOV1I624,1,1469,470335182,479511121,2018Q3,GeM
2020-01-24,295905,251030,MoE,GOVae6ec89977d3,GOVOHKWM,418632293,177883,Digital Health 84,GOVKP9U3,GOVG2LDU,0,0,GOVBLQFJ,0,1922,233741884,398297,2026Q4,DBT
2022-11-14,329805,242301,MoRTH,GOV33c438d379c1,GOVPGGBH,49891476,107673,Women Empowerment 1,GOV8TT03,GOV9III8,0,0,GOVH66FL,1,2803,32998,66922,2025Q3,PFMS
2024-02-22,229776,320532,MOF,GOV754d5cae9476,GOV9US1N,27530972,384325,Clean Water 76,GOVUZO3B,GOVY10C4,1,0,GOVGEDQD,0,1823,31065,37926501,2018Q1,CAG
2019-07-06,252558,499101,DoPT,GOV074a41963331,GOVZU71G,70641491,491498,Housing Upgrade 76,GOVFHADW,GOVP1YRD,1,1,GOVM6CSO,0,1355,67347210,60036,2019Q4,IFMIS
2019-09-22,265989,263590,MoRTH,GOVe3159e975709,GOVKHYOQ,67289834,279629,Housing Upgrade 96,GOV21S1V,GOVPVPQ5,1,0,GOVY1GV1,0,3645,21784,380998,2023Q4,eProcure
2021-03-11,406008,374558,MNRE,GOVef28ad00b1c1,GOVIYFH6,49350,103277,Renewable Energy 54,GOVKW3HJ,GOVUOUVS,1,0,GOVX6ZE1,0,3241,70125,849642,2019Q2,CAG
2019-09-27,336585,482090,MeitY,GOV214141cc94fd,GOVGPLKM,675744463,229450,Farm Support 73,GOV3W8CL,GOVB7C0U,1,0,GOVHRBB8,0,1185,245846,5606314,2019Q4,DBT
2019-07-16,450284,382725,MoHUA,GOVa364c703cb18,GOVOO49R,79256645,160685,Renewable Energy 77,GOVSGVJV,GOV465EZ,1,1,GOVXCWAF,0,3489,47682,885142313,2025Q3,DBT
2018-03-25,398763,469438,MHA,GOV7e91671cbc30,GOVYP9P4,607201,327967,Rural Roads 2,GOVZUFX2,GOVV8ZZF,1,0,GOVJGTHX,1,250,40587918,649784165,2024Q2,GeM
2022-12-17,375044,39924,MHA,GOVfa918cf6b281,GOV6NIZN,58618477,462675,Renewable Energy 78,GOVCYFID,GOV7GT88,0,1,GOV8QXYM,0,2419,3814854,30643,2025Q3,eProcure
2023-10-11,366225,426654,MoE,GOV6fa40efc5656,GOV1MQJX,4892630,58494,Women Empowerment 13,GOVMS6J9,GOVLLD0O,1,0,GOVC2KZK,0,1051,524977,35476998,2026Q1,CPGRAMS
2026-02-23,399414,352568,MoRD,GOVbee2be0cbff7,GOVK29Z0,59200981,489867,Farm Support 94,GOVC1REG,GOVF9GRE,0,1,GOV3RED7,1,3290,45332,550433831,2020Q3,DBT
2018-10-22,78440,452348,MoRTH,GOV216d20f20876,GOVXQ8A6,61097,463057,Rural Roads 11,GOVNECKJ,GOV8L8Q5,0,1,GOVYNJQP,1,1143,289663,58257,2018Q3,IFMIS
2023-10-01,329501,396211,MoE,GOVb65a7807d562,GOVG4N26,15309147,356911,Farm Support 59,GOVX2CQR,GOV6B7W6,0,0,GOVYDA55,0,3291,72769211,579379,2023Q1,GeM
2025-07-20,300864,484807,MoRD,GOV47184abb3d0b,GOVLF2CB,762230,169845,Women Empowerment 46,GOVAS6QI,GOVFRWVB,0,1,GOV04Y60,1,3198,69389,21905,2026Q1,PFMS
2021-12-06,465525,55020,DoPT,GOV6511232ca4df,GOVN3HE5,33395349,287646,Women Empowerment 25,GOV14IXW,GOVKZHMS,1,0,GOVWB61C,0,410,87031702,27648,2025Q4,GeM
2022-08-27,311871,298128,MoRTH,GOVa1f949683e19,GOVV3K8M,4375443,91173,Clean Water 15,GOVX2GC5,GOVA79DO,0,0,GOVL144S,1,1827,8259693,595730081,2020Q4,CAG
2025-03-01,179960,85867,MoRTH,GOVe45fcf42a924,GOVX2FTT,66099,197603,Housing Upgrade 41,GOVAGXKZ,GOVQEW7N,0,1,GOVXUEGP,1,950,408960763,50357,2025Q4,DBT
2020-12-23,47284,8279,DoPT,GOV3d3c3cc96de9,GOVLH4XL,730002343,489968,Housing Upgrade 19,GOVTMQCN,GOVJLKLD,0,1,GOVZVW9I,0,2107,78910162,887767376,2022Q1,GeM
2023-02-19,76926,212071,MHA,GOV32732c1f136a,GOVXO2X8,64829,60092,Women Empowerment 83,GOVCX06J,GOV97IT2,0,0,GOVL3RDU,1,3273,84162,611134,2021Q4,PFMS
2021-06-16,218803,115012,MHA,GOVba98c3343873,GOV31BRJ,4006111,130471,Women Empowerment 79,GOVUJL5L,GOVI3QT0,1,0,GOVWU1V5,0,262,661106,344024199,2018Q4,DBT
2019-10-30,190066,142705,MeitY,GOV8b3b8758810b,GOVGX89K,387368606,365695,Renewable Energy 56,GOV0DDMK,GOVQNA63,0,0,GOVVQWMN,1,1250,64236,502621958,2020Q2,CAG
2020-10-24,341004,411943,MoRD,GOV7be90b080b17,GOV2UH4Q,2981253,180797,Renewable Energy 24,GOVMA3LV,GOVRMD7V,0,0,GOVW6G6O,0,2822,701686,735953166,2025Q1,CPGRAMS
2019-09-07,17240,137221,MoRD,GOVfc5c9538d93c,GOVOF59H,490015117,130844,Housing Upgrade 94,GOVPVTOU,GOVYW2BN,1,0,GOV7RYT3,1,1261,529532,31014,2020Q2,eProcure
2018-03-06,63419,243710,MeitY,GOV70fb05e67c19,GOV3CSDN,42627651,383428,Housing Upgrade 20,GOVCZO3G,GOV7EH09,1,0,GOV1VPUF,0,1128,67343778,3385385,2022Q2,PFMS
2023-06-24,128567,386919,DoPT,GOVe1630ff9ae81,GOVQ1A4C,5321473,384287,Housing Upgrade 98,GOVCHZ1P,GOVSS4C7,0,1,GOV6VRUC,1,1272,56152,524443999,2025Q4,DBT
2023-08-11,9914,146731,MoHFW,GOV3e00dcceb902,GOVZYMU0,32910,50525,Disaster Relief 96,GOVX4HXZ,GOV621AW,0,0,GOV1DQYG,0,871,35223379,47932783,2023Q2,CPGRAMS
2022-11-22,180225,381229,MOF,GOV07c1d2d16806,GOVX0W0T,32219,491902,Digital Health 20,GOVS8YK7,GOVW58D1,1,0,GOV6I9AP,0,665,454626,247836886,2026Q2,CAG
2019-08-25,43746,406711,MoE,GOV73e12f5c3fa7,GOV8D17G,199028,257203,Digital Health 68,GOV5WGQW,GOV54JOV,1,1,GOVNRX77,1,878,310202755,14925028,2024Q3,GeM
2020-03-09,465737,291454,MHA,GOV0bd5c16548c1,GOVZQKVD,315133,494306,Skill Training 22,GOVQC8PH,GOV3G5Y9,1,0,GOVJUXLU,0,2646,49320500,75344,2018Q2,CPGRAMS
2019-03-06,118711,282626,MoRD,GOV99b52991329d,GOV5JTFQ,183008130,159592,Women Empowerment 37,GOVYI6GZ,GOV89J3G,0,0,GOVGW1JS,1,180,51352900,4273875,2025Q3,eProcure
2018-08-19,106981,156945,MoRD,GOV682587e31447,GOVS27RG,44179324,479472,Farm Support 39,GOVF1HX7,GOVYMN0N,1,1,GOVCDO11,1,798,242769,364476,2025Q2,GeM
2022-04-13,499015,209090,MoE,GOV747fb78be8ac,GOVJZD2Q,539599486,398562,Skill Training 30,GOVRL58L,GOV914VB,1,1,GOV9QUA0,1,3135,83507,52555677,2020Q2,CAG
2024-08-04,407306,116175,MHA,GOV4afd89b228bf,GOV499PI,54915,137912,Renewable Energy 12,GOVQ4THR,GOVDPSWR,0,0,GOVGSNIJ,0,1677,66681,5318917,2024Q2,CAG
2024-04-21,408218,152112,MoRD,GOV1bf0c6f94db2,GOVINNE1,74822,21148,Renewable Energy 76,GOVMX1GV,GOVCD9WC,0,1,GOV95V9W,0,2518,155357,42977,2023Q2,DBT
2022-02-25,234715,134838,MoE,GOV3a346fd52d82,GOV1RC8V,2386828,315030,Disaster Relief 79,GOVAWI4Y,GOVT5WLY,1,1,GOVAURVO,1,242,60041149,773721605,2019Q2,CAG
2021-05-09,393427,1015,MoHFW,GOVa01045fe405a,GOV9VUYK,44065,173157,Digital Health 21,GOVH7HTZ,GOV51N78,1,1,GOVYRFTE,1,220,475738970,5541503,2020Q4,CAG
2023-04-19,426382,142359,DoPT,GOV9fb974505562,GOVGP78S,403775736,495789,Renewable Energy 95,GOVRL6CW,GOVP2562,0,0,GOVPI1XP,1,1290,46653016,553326,2023Q3,IFMIS
2018-06-08,44318,129401,MoHFW,GOVca524e9f7edf,GOV75EIZ,2110770,370907,Renewable Energy 17,GOV8ND0E,GOVNP1O2,1,0,GOVP74OD,1,1152,54177552,31830248,2023Q1,CPGRAMS
2026-02-04,195619,17229,DoPT,GOVe476a24d0fd4,GOV1D20M,624034,295610,Disaster Relief 41,GOVRW194,GOVMYVTE,0,1,GOVOYKO9,0,2816,44226532,1677264,2024Q3,CAG
2020-02-21,343289,92879,MoRTH,GOV2a10b29d92c5,GOVPMROG,49327,177927,Housing Upgrade 94,GOV9KSGA,GOVW5XPS,0,0,GOVHPBWJ,0,3116,30265233,52271,2020Q4,IFMIS
