safe_survey_survey_wave_id,safe_survey_respondent_household_id,safe_survey_perceived_safety_night_score,safe_survey_perceived_safety_day_score,safe_survey_victimization_any_flag,safe_survey_victimization_property_flag,safe_survey_victimization_violent_flag,safe_survey_reporting_to_police_flag,safe_survey_reason_not_reported_code,safe_survey_trust_in_police_score,safe_survey_fear_of_crime_index,safe_survey_neighborhood_disorder_index,safe_survey_social_cohesion_score,safe_survey_collective_efficacy_score,safe_survey_gun_heard_frequency,safe_survey_drug_activity_observed_frequency,safe_survey_lighting_adequacy_score,safe_survey_public_space_usage_score,safe_survey_survey_mode_type,safe_survey_weight_calibration_factor
WAVE014,HH000001733,4,4,0,0,0,0,NOT_APPLICABLE,2,0.2509,0.1359,0.8346,0.1042,NEVER,RARELY,0,0.9812,MAIL,1.613564
WAVE015,HH000001734,4,6,0,1,0,1,NOT_APPLICABLE,8,0.2112,0.1004,0.6022,0.508,NEVER,RARELY,5,0.8652,PHONE,2.610746
WAVE016,HH000001735,7,5,0,0,1,1,NOT_APPLICABLE,1,0.0859,0.687,0.6708,0.1298,NEVER,NEVER,1,0.3919,WEB,0.539136
WAVE017,HH000001736,10,1,0,0,0,0,TOO_MINOR,7,0.0832,0.738,0.7045,0.7097,RARELY,OFTEN,1,0.5436,PHONE,1.602633
WAVE018,HH000001737,6,0,0,1,0,1,NO_TRUST,6,0.1176,0.6741,0.3231,0.1848,OFTEN,SOMETIMES,9,0.892,PHONE,0.220648
WAVE019,HH000001738,1,9,1,0,0,1,NOT_APPLICABLE,4,0.1436,0.617,0.1648,0.9582,NEVER,SOMETIMES,3,0.0042,WEB,2.578151
WAVE020,HH000001739,3,1,0,1,0,1,FEAR_RETALIATION,5,0.7232,0.017,0.4992,0.0699,RARELY,RARELY,8,0.863,WEB,2.855719
WAVE021,HH000001740,6,8,0,0,0,1,TOO_MINOR,6,0.1777,0.7226,0.2415,0.1275,RARELY,RARELY,2,0.7825,MAIL,1.002506
WAVE022,HH000001741,4,6,0,0,0,1,TOO_MINOR,7,0.9937,0.2552,0.4044,0.7014,NEVER,RARELY,4,0.1411,WEB,2.412554
WAVE023,HH000001742,10,2,0,0,0,0,NOT_APPLICABLE,4,0.0611,0.3834,0.7586,0.3104,RARELY,NEVER,2,0.8081,PHONE,2.958444
WAVE024,HH000001743,8,1,0,0,0,0,NOT_APPLICABLE,3,0.9063,0.0447,0.9009,0.6013,NEVER,NEVER,0,0.6701,PHONE,2.211435
WAVE025,HH000001744,10,8,0,1,0,0,TOO_MINOR,9,0.2011,0.8165,0.4636,0.8648,SOMETIMES,SOMETIMES,4,0.7062,WEB,2.431869
WAVE026,HH000001745,6,6,1,0,1,0,NOT_APPLICABLE,3,0.2862,0.0881,0.6032,0.5348,NEVER,SOMETIMES,4,0.0772,WEB,1.70965
WAVE027,HH000001746,4,5,1,0,0,0,OTHER,9,0.4164,0.6976,0.1626,0.5791,NEVER,OFTEN,1,0.2213,WEB,0.273069
WAVE028,HH000001747,10,10,0,0,1,0,NOT_APPLICABLE,4,0.9487,0.7008,0.6355,0.6831,NEVER,OFTEN,8,0.7423,WEB,1.879996
WAVE029,HH000001748,6,8,1,0,0,1,FEAR_RETALIATION,7,0.5404,0.2213,0.7536,0.8791,NEVER,SOMETIMES,4,0.7361,PHONE,1.229216
WAVE030,HH000001749,9,2,0,0,0,0,NOT_APPLICABLE,9,0.0915,0.8122,0.1521,0.5047,NEVER,RARELY,10,0.576,MAIL,2.360672
WAVE031,HH000001750,5,6,1,0,0,1,NOT_APPLICABLE,3,0.896,0.7437,0.3628,0.5745,RARELY,SOMETIMES,4,0.5734,IN_PERSON,2.357002
WAVE032,HH000001751,2,7,0,0,1,0,NO_TRUST,1,0.9332,0.8632,0.5254,0.7694,SOMETIMES,NEVER,1,0.8872,PHONE,2.029603
WAVE033,HH000001752,8,1,0,0,1,1,NO_TRUST,0,0.2306,0.0215,0.5854,0.3571,RARELY,SOMETIMES,7,0.5931,WEB,2.388665
WAVE034,HH000001753,8,7,0,0,0,0,NOT_APPLICABLE,1,0.6527,0.6261,0.9031,0.0596,NEVER,NEVER,1,0.3574,MAIL,1.188486
WAVE035,HH000001754,0,5,0,0,0,0,NOT_APPLICABLE,7,0.7637,0.9066,0.4898,0.9458,SOMETIMES,OFTEN,0,0.8024,WEB,2.828172
WAVE036,HH000001755,9,3,0,1,0,0,NO_TIME,7,0.0515,0.3759,0.6177,0.8382,RARELY,SOMETIMES,7,0.9796,PHONE,2.20195
WAVE037,HH000001756,9,4,0,1,0,0,NOT_APPLICABLE,3,0.0706,0.7338,0.414,0.2558,NEVER,RARELY,5,0.8387,MAIL,2.636569
WAVE038,HH000001757,5,8,0,0,0,0,FEAR_RETALIATION,0,0.5223,0.3518,0.0646,0.9953,RARELY,RARELY,4,0.1752,MAIL,1.529663
WAVE039,HH000001758,1,3,0,0,0,0,NOT_APPLICABLE,10,0.5587,0.2547,0.6361,0.3161,NEVER,OFTEN,6,0.7971,PHONE,2.36453
WAVE040,HH000001759,10,9,0,1,1,1,TOO_MINOR,4,0.6342,0.907,0.8708,0.3074,NEVER,OFTEN,10,0.0565,MAIL,1.084938
WAVE001,HH000001760,5,8,1,0,0,0,FEAR_RETALIATION,9,0.0182,0.058,0.7674,0.7613,RARELY,NEVER,7,0.253,PHONE,1.115656
WAVE002,HH000001761,1,6,0,0,0,0,NO_TRUST,6,0.6459,0.8328,0.2283,0.6651,RARELY,RARELY,1,0.9257,WEB,2.434628
WAVE003,HH000001762,1,8,0,0,0,1,NOT_APPLICABLE,3,0.5863,0.4614,0.8351,0.2982,SOMETIMES,NEVER,1,0.7763,WEB,2.798936
WAVE004,HH000001763,2,1,0,0,0,0,NO_TRUST,2,0.0771,0.194,0.0431,0.9503,OFTEN,SOMETIMES,9,0.273,PHONE,2.197489
WAVE005,HH000001764,7,3,0,1,0,0,NOT_APPLICABLE,2,0.6115,0.9663,0.4901,0.0514,NEVER,RARELY,6,0.3862,WEB,1.213077
WAVE006,HH000001765,5,7,0,0,0,1,FEAR_RETALIATION,9,0.7979,0.7759,0.4256,0.8778,SOMETIMES,RARELY,10,0.0166,MAIL,2.508851
WAVE007,HH000001766,6,0,1,0,0,0,NOT_APPLICABLE,3,0.4178,0.0953,0.1937,0.8237,NEVER,RARELY,7,0.0832,WEB,1.523842
WAVE008,HH000001767,0,3,0,0,0,1,NOT_APPLICABLE,7,0.1043,0.4965,0.2725,0.2804,NEVER,NEVER,4,0.7047,PHONE,0.393659
WAVE009,HH000001768,7,9,1,0,0,1,NOT_APPLICABLE,6,0.253,0.6021,0.5949,0.3217,RARELY,NEVER,7,0.6349,WEB,0.455029
WAVE010,HH000001769,1,4,0,1,0,0,NOT_APPLICABLE,10,0.8989,0.3662,0.2688,0.592,RARELY,RARELY,0,0.4044,PHONE,1.29964
WAVE011,HH000001770,2,6,0,0,0,1,NOT_APPLICABLE,8,0.4051,0.677,0.0498,0.2678,RARELY,NEVER,8,0.1755,PHONE,2.740962
WAVE012,HH000001771,9,8,0,0,0,1,TOO_MINOR,9,0.4111,0.8724,0.3726,0.1801,NEVER,NEVER,4,0.1857,WEB,1.81682
WAVE013,HH000001772,1,0,0,0,0,1,NOT_APPLICABLE,9,0.2292,0.5476,0.688,0.3894,RARELY,NEVER,10,0.2959,PHONE,1.127211
WAVE014,HH000001773,10,3,1,0,0,0,NOT_APPLICABLE,8,0.9466,0.6017,0.9639,0.2067,SOMETIMES,SOMETIMES,10,0.1958,PHONE,2.284593
WAVE015,HH000001774,6,7,0,0,0,1,NOT_APPLICABLE,9,0.2614,0.3676,0.7449,0.0677,RARELY,RARELY,8,0.5159,MAIL,1.741704
WAVE016,HH000001775,2,1,0,0,0,0,TOO_MINOR,9,0.3506,0.5705,0.6821,0.6851,OFTEN,SOMETIMES,2,0.6407,PHONE,0.252963
WAVE017,HH000001776,9,3,0,0,0,0,FEAR_RETALIATION,5,0.9224,0.5938,0.2956,0.0161,NEVER,RARELY,0,0.3414,WEB,1.396966
WAVE018,HH000001777,3,1,0,0,0,1,NO_TRUST,6,0.5306,0.6337,0.2834,0.0024,NEVER,NEVER,1,0.4015,WEB,0.278955
WAVE019,HH000001778,0,1,1,0,0,0,TOO_MINOR,8,0.7416,0.007,0.1026,0.7359,SOMETIMES,RARELY,3,0.7377,WEB,1.060815
WAVE020,HH000001779,2,6,0,1,1,0,NOT_APPLICABLE,1,0.4763,0.1405,0.7799,0.3828,NEVER,RARELY,2,0.5955,IN_PERSON,0.595065
WAVE021,HH000001780,9,7,0,1,0,0,NOT_APPLICABLE,9,0.2095,0.6375,0.6884,0.4163,RARELY,SOMETIMES,4,0.6506,WEB,2.554782
WAVE022,HH000001781,6,9,0,0,0,1,NOT_APPLICABLE,4,0.591,0.1541,0.7115,0.1493,SOMETIMES,SOMETIMES,3,0.0216,PHONE,1.649251
WAVE023,HH000001782,1,4,0,0,0,0,TOO_MINOR,1,0.8004,0.2199,0.7108,0.0596,NEVER,RARELY,9,0.2885,WEB,0.624717
WAVE024,HH000001783,8,8,0,0,0,1,NOT_APPLICABLE,2,0.9526,0.4054,0.3649,0.6519,NEVER,RARELY,8,0.5029,WEB,0.710893
WAVE025,HH000001784,6,0,1,0,1,0,TOO_MINOR,10,0.9061,0.8524,0.463,0.0439,SOMETIMES,RARELY,6,0.4176,WEB,1.38836
WAVE026,HH000001785,3,3,0,0,0,1,NOT_APPLICABLE,4,0.736,0.6735,0.4694,0.4772,SOMETIMES,SOMETIMES,4,0.2927,WEB,1.724941
WAVE027,HH000001786,0,1,0,0,0,0,TOO_MINOR,10,0.6014,0.2064,0.9178,0.8807,SOMETIMES,SOMETIMES,3,0.8337,WEB,0.997922
WAVE028,HH000001787,1,2,1,1,1,1,FEAR_RETALIATION,0,0.8026,0.575,0.8265,0.1716,NEVER,NEVER,4,0.2079,MAIL,1.507352
WAVE029,HH000001788,3,0,0,0,0,0,NOT_APPLICABLE,0,0.0101,0.3991,0.279,0.3116,NEVER,NEVER,2,0.7948,WEB,1.351216
WAVE030,HH000001789,1,4,0,1,0,0,FEAR_RETALIATION,2,0.636,0.5854,0.2839,0.0476,NEVER,SOMETIMES,6,0.2064,WEB,1.091478
WAVE031,HH000001790,4,5,0,1,0,0,TOO_MINOR,0,0.171,0.3938,0.4461,0.2163,NEVER,RARELY,9,0.4814,MAIL,0.926474
WAVE032,HH000001791,3,5,1,0,0,1,NOT_APPLICABLE,10,0.861,0.8589,0.7019,0.0331,RARELY,NEVER,8,0.3441,WEB,2.917536
WAVE033,HH000001792,3,8,0,0,0,0,NOT_APPLICABLE,8,0.8115,0.4657,0.52,0.2132,NEVER,SOMETIMES,2,0.0406,WEB,0.38161
WAVE034,HH000001793,4,8,0,0,1,0,NOT_APPLICABLE,9,0.7984,0.933,0.3498,0.1292,NEVER,RARELY,8,0.3661,WEB,0.723562
WAVE035,HH000001794,1,7,0,1,0,0,TOO_MINOR,3,0.7296,0.3066,0.3596,0.1729,OFTEN,OFTEN,3,0.6909,WEB,1.563091
WAVE036,HH000001795,5,5,0,0,0,1,NOT_APPLICABLE,9,0.5805,0.9292,0.1872,0.2253,RARELY,RARELY,7,0.1215,IN_PERSON,1.384483
WAVE037,HH000001796,3,2,0,0,0,0,NOT_APPLICABLE,0,0.4739,0.4766,0.941,0.4226,OFTEN,NEVER,10,0.2412,MAIL,1.05241
WAVE038,HH000001797,4,5,1,0,0,1,FEAR_RETALIATION,10,0.934,0.4438,0.3111,0.6343,RARELY,NEVER,3,0.5016,IN_PERSON,0.578747
WAVE039,HH000001798,2,8,0,0,0,0,TOO_MINOR,4,0.1585,0.2859,0.5925,0.0104,NEVER,RARELY,8,0.4794,WEB,2.92899
WAVE040,HH000001799,2,9,0,0,0,0,TOO_MINOR,5,0.4935,0.3664,0.049,0.6608,RARELY,RARELY,10,0.5886,IN_PERSON,2.08287
WAVE001,HH000001800,3,1,0,0,0,0,NOT_APPLICABLE,9,0.0353,0.7994,0.3692,0.1551,NEVER,SOMETIMES,9,0.0444,WEB,0.802754
WAVE002,HH000001801,10,8,1,0,0,1,NOT_APPLICABLE,3,0.8938,0.2319,0.1033,0.2841,RARELY,NEVER,3,0.6513,WEB,1.325259
WAVE003,HH000001802,10,9,1,0,1,0,NOT_APPLICABLE,0,0.1721,0.5362,0.3492,0.8007,OFTEN,NEVER,10,0.7138,WEB,2.862603
WAVE004,HH000001803,3,1,0,0,0,1,NOT_APPLICABLE,5,0.1733,0.0751,0.9666,0.3055,RARELY,NEVER,4,0.9164,WEB,1.194992
WAVE005,HH000001804,6,6,0,0,0,1,NO_TRUST,2,0.5005,0.2172,0.4396,0.6212,OFTEN,SOMETIMES,7,0.921,MAIL,2.604336
WAVE006,HH000001805,10,9,0,0,0,1,NOT_APPLICABLE,1,0.1476,0.6916,0.7411,0.9572,RARELY,NEVER,1,0.5815,PHONE,1.017836
WAVE007,HH000001806,3,7,0,0,1,0,FEAR_RETALIATION,1,0.0525,0.982,0.2074,0.2358,NEVER,NEVER,5,0.8105,WEB,1.784456
WAVE008,HH000001807,7,6,0,0,0,0,TOO_MINOR,4,0.3854,0.6298,0.58,0.9155,SOMETIMES,NEVER,7,0.581,PHONE,1.569612
WAVE009,HH000001808,8,6,0,0,0,0,NOT_APPLICABLE,0,0.8986,0.3072,0.3617,0.2577,RARELY,RARELY,10,0.701,WEB,2.97733
WAVE010,HH000001809,5,0,0,0,0,0,NOT_APPLICABLE,8,0.8643,0.0491,0.2697,0.4126,NEVER,RARELY,2,0.2881,PHONE,1.329178
WAVE011,HH000001810,9,0,1,0,0,1,NO_TIME,3,0.4376,0.1858,0.7233,0.21,NEVER,NEVER,5,0.2613,WEB,1.740383
WAVE012,HH000001811,7,10,0,0,0,1,OTHER,3,0.6821,0.6436,0.5073,0.6038,NEVER,RARELY,7,0.2765,MAIL,0.754279
WAVE013,HH000001812,9,8,0,0,0,1,NO_TIME,2,0.6808,0.1419,0.8704,0.6715,OFTEN,RARELY,8,0.6791,WEB,2.255899
WAVE014,HH000001813,10,1,0,0,0,0,FEAR_RETALIATION,1,0.9702,0.3383,0.3688,0.2957,NEVER,SOMETIMES,0,0.8938,WEB,0.694898
WAVE015,HH000001814,8,2,1,1,0,0,TOO_MINOR,7,0.307,0.9189,0.0819,0.3365,RARELY,SOMETIMES,0,0.1632,WEB,0.476908
WAVE016,HH000001815,5,3,0,0,0,0,NOT_APPLICABLE,2,0.7232,0.7647,0.0988,0.3631,NEVER,RARELY,0,0.9249,WEB,0.490075
WAVE017,HH000001816,6,7,0,0,0,1,NO_TRUST,0,0.7668,0.8018,0.4445,0.03,RARELY,NEVER,1,0.3513,WEB,1.243861
WAVE018,HH000001817,3,9,0,0,0,1,NOT_APPLICABLE,1,0.6824,0.524,0.0046,0.3667,RARELY,NEVER,4,0.0681,WEB,1.865544
WAVE019,HH000001818,8,10,1,1,0,0,NO_TRUST,7,0.959,0.0522,0.2386,0.3673,NEVER,RARELY,0,0.4452,PHONE,2.634301
WAVE020,HH000001819,6,0,1,0,0,0,NOT_APPLICABLE,3,0.8671,0.6978,0.6397,0.2816,NEVER,RARELY,0,0.5638,PHONE,1.666377
WAVE021,HH000001820,1,2,0,0,0,0,TOO_MINOR,10,0.2521,0.416,0.4997,0.7987,RARELY,OFTEN,3,0.615,MAIL,0.481859
WAVE022,HH000001821,1,6,1,0,0,0,TOO_MINOR,4,0.1734,0.2358,0.0673,0.1436,SOMETIMES,NEVER,1,0.791,PHONE,2.481295
WAVE023,HH000001822,7,9,0,1,1,0,NO_TIME,3,0.1727,0.2806,0.2298,0.9791,NEVER,SOMETIMES,9,0.3184,WEB,2.90603
WAVE024,HH000001823,1,9,0,0,0,0,NOT_APPLICABLE,3,0.4636,0.4159,0.527,0.4912,RARELY,OFTEN,10,0.4003,PHONE,0.485709
WAVE025,HH000001824,3,3,0,0,0,0,NOT_APPLICABLE,3,0.669,0.0435,0.7804,0.6195,NEVER,SOMETIMES,9,0.3367,WEB,0.510405
WAVE026,HH000001825,7,3,0,0,0,0,NOT_APPLICABLE,0,0.1926,0.6382,0.7151,0.0593,SOMETIMES,NEVER,2,0.1931,PHONE,1.938247
WAVE027,HH000001826,2,1,0,0,0,1,TOO_MINOR,4,0.5538,0.9608,0.3145,0.6054,NEVER,SOMETIMES,6,0.8205,WEB,1.731195
WAVE028,HH000001827,3,7,0,0,0,0,NO_TRUST,6,0.8934,0.375,0.8773,0.6785,RARELY,NEVER,10,0.184,WEB,2.749742
WAVE029,HH000001828,4,7,0,0,0,0,NO_TRUST,0,0.7413,0.3084,0.5095,0.2733,NEVER,RARELY,3,0.0617,WEB,0.279027
WAVE030,HH000001829,1,7,0,1,0,0,NOT_APPLICABLE,0,0.4611,0.2445,0.2432,0.2148,RARELY,SOMETIMES,5,0.7322,PHONE,1.681919
WAVE031,HH000001830,2,1,0,0,0,0,NO_TIME,5,0.6158,0.3726,0.7851,0.9194,OFTEN,RARELY,8,0.8611,WEB,2.214737
WAVE032,HH000001831,9,5,0,0,0,1,NOT_APPLICABLE,9,0.274,0.9016,0.1957,0.6323,RARELY,RARELY,5,0.2764,MAIL,1.337408
WAVE033,HH000001832,2,3,0,1,0,1,OTHER,10,0.5123,0.6651,0.6566,0.9631,SOMETIMES,RARELY,8,0.6132,PHONE,2.527701
WAVE034,HH000001833,2,9,0,0,0,1,OTHER,0,0.0705,0.9611,0.8176,0.5104,NEVER,SOMETIMES,1,0.9148,WEB,0.508828
WAVE035,HH000001834,10,1,1,0,0,0,NOT_APPLICABLE,0,0.2446,0.3824,0.069,0.7654,RARELY,RARELY,9,0.1115,PHONE,0.423093
WAVE036,HH000001835,5,4,1,0,0,1,NOT_APPLICABLE,5,0.2564,0.5093,0.7279,0.9337,NEVER,RARELY,9,0.5801,PHONE,2.843587
WAVE037,HH000001836,1,8,0,0,0,1,NO_TIME,0,0.5035,0.8274,0.9064,0.8006,SOMETIMES,SOMETIMES,9,0.4165,MAIL,2.074278
WAVE038,HH000001837,2,9,1,0,0,1,NOT_APPLICABLE,1,0.2073,0.4288,0.1107,0.0241,NEVER,SOMETIMES,9,0.7599,PHONE,1.427048
WAVE039,HH000001838,1,10,0,1,0,1,NOT_APPLICABLE,7,0.8541,0.3223,0.0676,0.7595,NEVER,NEVER,9,0.9744,WEB,1.636238
WAVE040,HH000001839,7,0,0,0,0,0,NOT_APPLICABLE,0,0.4527,0.0741,0.8261,0.475,NEVER,NEVER,3,0.149,PHONE,2.428612
WAVE001,HH000001840,4,4,0,1,0,0,TOO_MINOR,3,0.8719,0.3982,0.2857,0.1537,NEVER,RARELY,7,0.4089,WEB,1.429674
WAVE002,HH000001841,10,9,0,0,0,0,NO_TRUST,0,0.3026,0.1111,0.7297,0.6559,OFTEN,SOMETIMES,5,0.5608,WEB,0.403941
WAVE003,HH000001842,4,7,0,0,0,0,TOO_MINOR,1,0.7345,0.8355,0.8829,0.7323,RARELY,RARELY,1,0.7314,WEB,2.363579
WAVE004,HH000001843,2,5,1,0,0,1,NOT_APPLICABLE,8,0.9535,0.3452,0.6076,0.325,NEVER,NEVER,9,0.2089,IN_PERSON,2.93397
WAVE005,HH000001844,8,7,1,0,0,1,NOT_APPLICABLE,2,0.3012,0.0391,0.4475,0.5297,NEVER,RARELY,1,0.4879,WEB,1.289917
WAVE006,HH000001845,2,10,0,0,0,1,FEAR_RETALIATION,0,0.1455,0.061,0.7684,0.5656,NEVER,NEVER,2,0.6762,MAIL,1.851821
WAVE007,HH000001846,8,8,0,0,0,0,FEAR_RETALIATION,8,0.9622,0.8947,0.9489,0.2478,OFTEN,SOMETIMES,9,0.6904,MAIL,2.276348
WAVE008,HH000001847,1,6,0,0,0,0,TOO_MINOR,2,0.9017,0.3923,0.1727,0.3043,NEVER,NEVER,2,0.832,PHONE,2.324488
WAVE009,HH000001848,2,4,0,0,0,0,NOT_APPLICABLE,9,0.0311,0.6286,0.5959,0.1693,NEVER,RARELY,8,0.7276,WEB,1.800848
WAVE010,HH000001849,7,1,0,0,0,0,NOT_APPLICABLE,10,0.9936,0.3149,0.1578,0.9723,NEVER,RARELY,1,0.1827,WEB,1.941345
WAVE011,HH000001850,7,1,0,0,0,1,NOT_APPLICABLE,10,0.6358,0.6711,0.5841,0.5582,RARELY,NEVER,6,0.3994,WEB,2.142278
WAVE012,HH000001851,3,4,0,0,0,1,NOT_APPLICABLE,6,0.0141,0.7609,0.8932,0.7699,NEVER,SOMETIMES,3,0.2616,WEB,2.193158
WAVE013,HH000001852,6,1,1,0,1,1,TOO_MINOR,1,0.4315,0.8153,0.6275,0.4235,NEVER,RARELY,3,0.4388,WEB,1.003566
WAVE014,HH000001853,2,3,1,0,0,1,NO_TRUST,8,0.2901,0.5993,0.9507,0.6527,RARELY,RARELY,4,0.6066,MAIL,2.562253
WAVE015,HH000001854,1,1,0,1,0,0,NOT_APPLICABLE,6,0.0195,0.0248,0.5077,0.2863,SOMETIMES,RARELY,10,0.216,WEB,0.963742
WAVE016,HH000001855,5,10,0,1,0,1,NOT_APPLICABLE,6,0.3222,0.446,0.185,0.6071,RARELY,NEVER,7,0.2126,WEB,1.939942
WAVE017,HH000001856,10,9,0,0,0,0,NOT_APPLICABLE,6,0.3087,0.3629,0.9651,0.9199,NEVER,NEVER,0,0.25,WEB,1.926095
WAVE018,HH000001857,8,1,0,0,0,1,NOT_APPLICABLE,9,0.7319,0.185,0.7985,0.7603,NEVER,SOMETIMES,3,0.5433,PHONE,2.610175
WAVE019,HH000001858,1,1,0,0,0,1,NOT_APPLICABLE,9,0.7686,0.1276,0.2747,0.6997,SOMETIMES,SOMETIMES,6,0.1267,PHONE,1.254006
WAVE020,HH000001859,4,3,0,0,0,0,TOO_MINOR,6,0.2223,0.5017,0.9965,0.3304,SOMETIMES,SOMETIMES,0,0.778,WEB,2.155637
WAVE021,HH000001860,3,9,0,0,0,1,NOT_APPLICABLE,0,0.0809,0.0889,0.5819,0.7982,SOMETIMES,NEVER,4,0.5326,WEB,1.621092
WAVE022,HH000001861,8,8,0,0,0,0,TOO_MINOR,6,0.7168,0.6468,0.7594,0.1636,NEVER,RARELY,3,0.4548,WEB,0.84661
WAVE023,HH000001862,0,7,0,0,0,0,NO_TRUST,4,0.7369,0.3548,0.0698,0.539,NEVER,RARELY,1,0.8307,WEB,1.642984
WAVE024,HH000001863,5,0,0,0,0,1,NOT_APPLICABLE,8,0.7885,0.1963,0.3804,0.7506,NEVER,NEVER,1,0.2782,WEB,0.323138
WAVE025,HH000001864,9,10,0,0,1,1,TOO_MINOR,9,0.973,0.539,0.2666,0.7928,SOMETIMES,NEVER,7,0.6948,IN_PERSON,1.544926
WAVE026,HH000001865,0,2,1,0,0,1,NOT_APPLICABLE,10,0.0449,0.0264,0.162,0.3153,NEVER,RARELY,3,0.7209,PHONE,0.420012
WAVE027,HH000001866,4,5,0,0,0,1,OTHER,3,0.9703,0.3266,0.9298,0.3482,SOMETIMES,NEVER,1,0.3161,PHONE,1.89004
WAVE028,HH000001867,8,10,1,0,0,1,NOT_APPLICABLE,4,0.0728,0.4647,0.7827,0.6646,NEVER,OFTEN,6,0.2028,PHONE,1.189748
WAVE029,HH000001868,7,7,0,1,0,0,TOO_MINOR,8,0.3329,0.0898,0.5838,0.1071,RARELY,RARELY,5,0.2833,MAIL,1.311746
WAVE030,HH000001869,9,2,0,0,0,0,NOT_APPLICABLE,2,0.7204,0.3109,0.9196,0.9366,SOMETIMES,RARELY,9,0.3431,WEB,0.581536
WAVE031,HH000001870,6,4,0,1,0,0,NOT_APPLICABLE,6,0.0648,0.6824,0.0758,0.7538,NEVER,NEVER,2,0.278,WEB,0.715581
WAVE032,HH000001871,2,8,0,0,1,0,NOT_APPLICABLE,7,0.7694,0.2089,0.4905,0.9969,NEVER,SOMETIMES,10,0.4379,WEB,0.349029
WAVE033,HH000001872,6,5,0,0,0,1,NOT_APPLICABLE,9,0.61,0.1169,0.0293,0.7134,NEVER,SOMETIMES,3,0.4172,PHONE,0.314033
WAVE034,HH000001873,4,3,0,1,0,1,NOT_APPLICABLE,0,0.1646,0.4188,0.8814,0.1158,NEVER,NEVER,0,0.0335,PHONE,0.576838
WAVE035,HH000001874,8,7,0,0,0,1,TOO_MINOR,1,0.2766,0.5022,0.3305,0.2291,NEVER,NEVER,3,0.3252,PHONE,0.729868
WAVE036,HH000001875,9,7,0,0,0,0,NO_TIME,10,0.1147,0.3627,0.1089,0.8784,RARELY,NEVER,5,0.4624,WEB,0.235171
WAVE037,HH000001876,9,0,0,0,1,1,TOO_MINOR,8,0.6808,0.7211,0.9985,0.2807,NEVER,OFTEN,1,0.7749,IN_PERSON,1.174832
WAVE038,HH000001877,5,1,0,0,1,0,TOO_MINOR,8,0.1996,0.3096,0.3049,0.3969,SOMETIMES,NEVER,6,0.36,WEB,2.799567
WAVE039,HH000001878,0,1,0,0,0,1,NOT_APPLICABLE,1,0.8563,0.661,0.3532,0.5886,SOMETIMES,NEVER,1,0.2818,MAIL,2.31897
WAVE040,HH000001879,10,7,1,1,0,1,NOT_APPLICABLE,0,0.4339,0.7487,0.5041,0.3151,NEVER,NEVER,3,0.8604,PHONE,2.168708
WAVE001,HH000001880,9,3,1,0,1,0,NOT_APPLICABLE,5,0.8957,0.3335,0.0756,0.2623,RARELY,RARELY,3,0.7486,MAIL,1.263056
WAVE002,HH000001881,8,4,0,0,0,1,NOT_APPLICABLE,0,0.4756,0.9147,0.2028,0.49,NEVER,RARELY,3,0.2498,PHONE,2.751216
WAVE003,HH000001882,3,5,0,0,0,0,NO_TIME,3,0.9668,0.9276,0.2815,0.0337,SOMETIMES,NEVER,7,0.3608,WEB,2.34533
WAVE004,HH000001883,9,9,0,0,0,0,NOT_APPLICABLE,10,0.3869,0.8509,0.0819,0.2483,SOMETIMES,SOMETIMES,3,0.2905,IN_PERSON,2.384526
WAVE005,HH000001884,3,2,0,0,0,0,TOO_MINOR,4,0.0533,0.0705,0.4876,0.6461,RARELY,SOMETIMES,5,0.4416,PHONE,1.686115
WAVE006,HH000001885,6,9,0,0,0,0,OTHER,1,0.4583,0.3141,0.3941,0.8466,SOMETIMES,NEVER,0,0.065,WEB,2.602987
WAVE007,HH000001886,7,6,0,0,0,0,NOT_APPLICABLE,8,0.2925,0.2381,0.0435,0.2801,NEVER,RARELY,5,0.3652,IN_PERSON,2.064714
WAVE008,HH000001887,8,10,1,0,0,0,TOO_MINOR,9,0.1002,0.8331,0.7921,0.5997,NEVER,NEVER,5,0.3565,PHONE,1.489512
WAVE009,HH000001888,6,8,0,0,0,1,TOO_MINOR,9,0.4476,0.5478,0.5665,0.366,OFTEN,RARELY,0,0.7837,WEB,0.302838
WAVE010,HH000001889,0,5,1,0,0,1,NOT_APPLICABLE,8,0.8561,0.3913,0.8431,0.6834,SOMETIMES,NEVER,2,0.0103,PHONE,2.904696
WAVE011,HH000001890,6,2,0,0,0,1,NO_TRUST,5,0.0228,0.7146,0.3854,0.3032,RARELY,NEVER,6,0.7829,WEB,1.598853
WAVE012,HH000001891,6,6,1,0,0,1,NOT_APPLICABLE,4,0.6357,0.3401,0.7715,0.2579,RARELY,NEVER,9,0.0562,WEB,1.072344
WAVE013,HH000001892,9,3,0,0,0,0,NOT_APPLICABLE,5,0.2596,0.3095,0.3429,0.0072,NEVER,NEVER,10,0.4779,PHONE,1.52647
WAVE014,HH000001893,8,3,1,1,1,0,FEAR_RETALIATION,6,0.2667,0.6482,0.051,0.8036,NEVER,NEVER,10,0.986,WEB,0.443678
WAVE015,HH000001894,6,2,0,0,0,0,FEAR_RETALIATION,9,0.5052,0.175,0.8685,0.6197,RARELY,RARELY,0,0.9465,IN_PERSON,2.913312
