ph_env_reference_year,ph_env_country_iso2,ph_env_region_nuts_code,ph_env_heatwave_days_count,ph_env_heat_related_mortality_count,ph_env_cold_spell_days_count,ph_env_air_pollution_attributable_deaths_count,ph_env_noise_exposure_l_den_share_pct,ph_env_urban_heat_island_index,ph_env_green_space_access_pct,ph_env_water_quality_compliance_pct,ph_env_bathing_water_quality_code,ph_env_chemical_exposure_indicator,ph_env_endocrine_disruptor_risk_index,ph_env_climate_adaptation_measures_count,ph_env_health_alert_system_flag,ph_env_data_source,ph_env_methodology_version,ph_env_revision_round,ph_env_data_extract_date
2013,NL,AT443,7,250,2,311,19.97,1.82,23.85,80.45,SUFFICIENT,26.11,21.21,19,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-04-06
2014,SI,FI1,15,1498,23,20658,31.61,1.28,53.61,90.34,POOR,56.21,46.96,57,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-05-18
2015,BG,SK22,6,1018,8,27199,6.34,0.97,68.03,80.63,UNKNOWN,59.75,7.58,75,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-01-22
2016,EE,HU43,7,562,11,30092,12.38,6.64,23.79,83.51,EXCELLENT,27.62,61.92,24,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-04-28
2017,HU,CZ48,17,1279,2,27230,11.34,5.85,64.31,79.66,GOOD,66.97,50.03,74,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-01-13
2018,LU,DE860,20,2107,0,31899,23.86,4.65,52.26,91.42,SUFFICIENT,14.16,64.0,51,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-10-04
2019,RO,NL21,13,2181,11,19421,27.41,3.04,28.1,71.14,POOR,24.4,41.79,49,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-05-04
2020,AT,BE16,22,5566,2,31788,21.5,2.37,66.05,75.59,UNKNOWN,8.4,22.19,36,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-11-30
2021,CZ,LV13,10,131,19,2145,27.67,7.69,75.6,78.66,EXCELLENT,45.73,31.92,10,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-10-16
2022,DE,PT53,14,1753,16,11268,38.12,2.28,32.63,80.74,GOOD,83.49,58.98,56,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2026-01-12
2023,LV,FI843,18,2466,11,24448,33.47,1.64,28.46,72.25,SUFFICIENT,13.17,9.46,62,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-07-08
2024,PL,LV47,19,1176,12,5844,24.6,5.22,44.8,86.87,POOR,55.95,13.08,88,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-08-08
2025,ES,LT50,15,1162,4,1756,45.72,5.09,41.18,89.77,UNKNOWN,30.96,67.16,59,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-04-29
2006,HR,EE519,9,684,14,35853,33.54,2.78,22.59,86.78,EXCELLENT,44.51,10.53,54,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-03-07
2007,FI,RO55,12,1789,18,17153,20.81,4.82,58.08,81.3,GOOD,15.83,14.82,36,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2026-02-15
2008,IE,CY1,3,346,12,44490,8.22,5.22,81.65,89.57,SUFFICIENT,55.08,58.63,54,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-09-28
2009,MT,EE449,17,1480,10,6387,27.25,4.57,21.83,83.98,POOR,40.15,24.37,51,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-07-04
2010,SK,GR443,16,860,11,2009,11.09,5.31,38.55,92.02,UNKNOWN,48.06,24.73,35,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-10-16
2011,BE,GR1,9,1461,6,11961,5.89,2.3,51.81,94.14,EXCELLENT,24.37,44.19,7,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-09-26
2012,DK,LU35,13,2341,20,25935,29.1,4.66,21.65,83.88,GOOD,14.42,36.36,58,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-01-10
2013,GR,EE444,13,141,12,2826,12.84,6.13,41.22,82.97,SUFFICIENT,53.16,78.09,49,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-07-19
2014,LT,CZ9,17,915,3,11376,35.21,0.93,42.55,81.13,POOR,34.66,58.37,42,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-11-12
2015,PT,LT549,13,406,5,18567,25.74,4.67,81.35,86.25,UNKNOWN,42.83,64.12,70,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-05-13
2016,SE,PL43,12,1685,20,21746,27.47,6.21,84.24,78.05,EXCELLENT,20.44,27.36,13,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-04-24
2017,CY,SI447,21,1035,7,40789,31.53,2.68,33.08,80.34,GOOD,17.83,8.71,87,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-09-11
2018,FR,ES95,27,5011,21,5271,13.29,1.89,78.27,100.0,SUFFICIENT,30.62,57.09,69,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-04-12
2019,IT,BG297,10,1265,7,36910,24.83,6.01,40.69,72.65,POOR,56.33,84.17,47,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-05-10
2020,NL,CY9,18,1063,10,26764,36.59,7.86,76.22,89.66,UNKNOWN,80.17,72.74,40,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-11-02
2021,SI,LV2,21,1347,3,29716,26.37,2.38,30.62,92.76,EXCELLENT,14.55,42.14,14,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2026-02-20
2022,BG,IE97,10,57,7,12246,35.23,6.9,38.87,88.62,GOOD,9.86,18.41,25,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-06-06
2023,EE,DE841,20,595,7,13832,7.17,1.59,32.43,75.93,SUFFICIENT,56.25,29.31,14,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-08-07
2024,HU,MT120,24,1861,12,12715,21.17,4.82,38.74,88.91,POOR,54.82,55.6,38,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-03-23
2025,LU,SE40,24,2784,13,7745,10.1,4.35,39.32,83.89,UNKNOWN,26.03,60.03,89,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2026-01-14
2006,RO,LU5,15,1713,11,21794,15.98,4.86,46.26,80.07,EXCELLENT,47.53,28.21,54,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-01-17
2007,AT,MT204,14,3053,12,29039,11.0,1.09,78.53,77.57,GOOD,21.06,70.71,49,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-10-13
2008,CZ,GR5,10,593,7,43000,28.77,1.21,54.32,81.04,SUFFICIENT,49.76,34.94,36,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-08-10
2009,DE,HR874,1,10,25,29556,27.93,2.9,56.99,90.97,POOR,19.21,43.05,55,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-02-24
2010,LV,GR674,19,3057,18,13493,24.31,1.89,17.18,77.46,UNKNOWN,45.09,27.38,59,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-10-01
2011,PL,DE9,8,909,21,1041,23.7,6.08,29.0,92.72,EXCELLENT,39.72,8.62,60,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-03-25
2012,ES,MT29,21,4202,16,12805,43.35,7.16,66.13,87.01,GOOD,50.6,48.65,49,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-04-26
2013,HR,LV730,15,1077,5,38301,5.67,4.26,66.47,87.47,SUFFICIENT,25.3,56.82,26,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-07-30
2014,FI,SK54,19,2663,23,5186,11.69,0.85,54.83,84.78,POOR,62.77,74.59,36,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-02-16
2015,IE,HU1,11,430,10,17424,25.77,4.13,80.42,75.99,UNKNOWN,33.95,20.61,51,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2026-01-27
2016,MT,CZ146,13,1544,6,39047,8.41,4.64,75.6,87.62,EXCELLENT,36.43,12.46,71,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-02-28
2017,SK,HU7,5,209,10,43814,15.4,0.56,34.43,96.09,GOOD,46.11,36.31,39,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-07-08
2018,BE,MT26,12,669,0,10672,6.81,4.37,38.6,80.64,SUFFICIENT,13.06,42.69,34,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-10-17
2019,DK,LU216,6,182,10,7934,29.9,4.46,47.57,77.0,POOR,64.32,17.08,51,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-11-23
2020,GR,FR4,6,205,3,9180,18.06,3.93,39.38,94.4,UNKNOWN,66.78,23.36,85,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-06-27
2021,LT,IE10,18,3738,15,40164,5.96,6.77,32.98,95.89,EXCELLENT,53.94,89.67,44,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-09-25
2022,PT,LU26,6,685,5,38181,11.8,2.52,37.35,96.06,GOOD,58.37,76.28,64,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-11-03
2023,SE,ES9,29,5024,9,6809,11.53,0.54,52.99,87.73,SUFFICIENT,39.08,60.05,52,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-07-05
2024,CY,DK440,27,299,3,23639,24.5,2.04,35.57,93.53,POOR,30.71,31.46,67,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-06-05
2025,FR,PL749,19,527,3,41977,44.64,2.54,56.13,85.18,UNKNOWN,25.05,28.97,61,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-08-01
2006,IT,MT496,1,37,4,27407,45.99,3.03,21.61,87.36,EXCELLENT,49.0,65.21,8,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-11-12
2007,NL,HR421,16,150,4,10106,16.75,3.75,25.8,97.86,GOOD,25.77,13.11,21,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-03-07
2008,SI,HU19,17,1806,13,38122,27.81,2.26,52.42,78.01,SUFFICIENT,29.5,65.33,30,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-08-05
2009,BG,CY14,13,1683,14,13137,9.68,4.65,23.18,82.76,POOR,18.52,38.17,7,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-09-09
2010,EE,AT98,21,1119,18,45662,15.62,2.46,40.1,89.87,UNKNOWN,53.5,79.06,23,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-06-06
2011,HU,SI475,18,2812,12,27578,11.83,4.16,29.84,71.87,EXCELLENT,26.0,43.58,50,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-01-18
2012,LU,IT1,10,58,3,23725,7.03,1.53,66.21,85.34,GOOD,40.49,73.75,24,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-10-18
2013,RO,GR43,22,2182,19,23563,27.0,6.98,36.82,89.56,SUFFICIENT,29.94,17.13,34,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-01-01
2014,AT,BE34,14,2254,19,25984,37.79,7.34,45.29,86.49,POOR,37.27,29.66,39,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-03-27
2015,CZ,DK742,19,3892,21,25214,33.78,4.94,38.29,79.41,UNKNOWN,33.61,21.32,36,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-03-08
2016,DE,NL291,23,3510,12,763,38.35,5.39,67.69,73.79,EXCELLENT,12.86,39.59,28,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-05-17
2017,LV,RO2,5,53,17,1950,37.23,6.49,32.69,73.91,GOOD,52.77,83.31,74,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-08-06
2018,PL,DK302,14,3084,18,19504,33.49,7.25,17.53,81.73,SUFFICIENT,30.85,43.5,44,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-11-14
2019,ES,GR384,9,445,0,15406,26.41,4.75,31.13,77.9,POOR,69.49,38.16,21,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-06-18
2020,HR,DE12,15,379,7,37125,28.94,6.69,56.23,100.0,UNKNOWN,62.6,49.51,46,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-10-08
2021,FI,LV233,16,1039,8,14993,12.2,4.78,51.0,85.48,EXCELLENT,51.29,72.32,71,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-09-11
2022,IE,HU632,11,967,15,10505,22.37,4.16,40.0,85.93,GOOD,23.41,10.78,18,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-11-09
2023,MT,SK96,19,750,7,41451,18.31,5.73,60.83,90.53,SUFFICIENT,44.51,68.11,32,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-07-11
2024,SK,LT2,22,1061,14,20364,23.29,4.09,67.84,71.25,POOR,15.22,72.93,25,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-05-28
2025,BE,IT93,13,818,13,15273,17.41,1.83,56.7,83.05,UNKNOWN,68.52,31.01,116,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-01-28
2006,DK,FR26,1,94,23,13204,25.05,2.87,61.59,76.95,EXCELLENT,71.69,30.64,40,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-10-26
2007,GR,NL857,12,1028,18,21956,23.69,6.37,20.89,87.51,GOOD,41.14,8.54,20,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-08-07
2008,LT,IE42,4,602,23,23205,27.48,6.0,43.0,73.88,SUFFICIENT,58.7,81.42,57,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-01-13
2009,PT,BE10,6,186,10,18397,25.32,4.92,79.91,90.12,POOR,69.28,79.95,13,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2026-01-10
2010,SE,SE801,6,356,20,14796,8.99,6.37,46.35,89.56,UNKNOWN,17.05,36.77,52,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-12-03
2011,CY,FR535,18,1284,10,10313,31.03,4.64,23.33,77.9,EXCELLENT,70.74,10.05,66,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-05-27
2012,FR,DK734,8,707,3,5624,32.11,1.45,60.14,90.98,GOOD,46.48,76.31,55,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-12-27
2013,IT,AT79,16,522,23,20534,40.95,6.18,37.55,87.01,SUFFICIENT,55.79,56.88,65,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-02-06
2014,NL,BE7,19,2635,14,24873,41.39,5.42,57.58,85.46,POOR,55.7,62.6,42,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-01-01
2015,SI,CZ97,21,1679,21,10186,18.09,4.13,26.13,74.35,UNKNOWN,14.11,12.56,49,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-11-28
2016,BG,LT72,24,1377,16,6892,15.16,6.57,66.15,89.33,EXCELLENT,62.17,80.48,29,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-10-30
2017,EE,DK532,19,931,6,35172,20.33,3.08,33.53,73.14,GOOD,26.54,47.47,63,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2026-01-13
2018,HU,PL872,15,1080,11,37620,12.07,2.75,77.07,98.52,SUFFICIENT,70.16,34.76,31,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-10-04
2019,LU,NL76,19,620,16,11150,37.63,2.62,54.34,92.97,POOR,13.63,17.88,75,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-09-04
2020,RO,GR76,13,1667,12,16551,19.1,1.95,57.51,92.9,UNKNOWN,48.71,18.88,50,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2026-02-18
2021,AT,AT91,26,2556,5,14705,8.13,2.03,60.07,91.3,EXCELLENT,18.01,20.83,43,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-06-24
2022,CZ,LV6,15,623,1,4378,27.63,7.6,54.88,87.91,GOOD,59.83,75.89,88,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-11-09
2023,DE,EE9,32,3521,13,23208,31.24,2.08,55.31,87.72,SUFFICIENT,58.05,79.8,47,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-05-17
2024,LV,LV594,17,1421,9,8064,25.13,7.63,54.33,89.65,POOR,56.34,43.79,54,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-12-22
2025,PL,SI41,7,670,0,23205,31.45,3.98,53.97,80.0,UNKNOWN,17.75,60.7,38,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-01-24
2006,ES,DK542,16,2131,3,35651,41.51,4.34,37.67,95.63,EXCELLENT,73.88,41.2,35,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-01-18
2007,HR,GR2,7,227,0,19254,25.56,7.3,61.82,94.87,GOOD,45.55,18.22,25,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-10-30
2008,FI,AT780,1,145,10,5645,16.57,2.87,82.05,80.16,SUFFICIENT,32.52,57.48,56,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-07-23
2009,IE,RO849,19,237,13,4981,5.92,3.89,49.33,81.66,POOR,13.15,70.73,13,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-10-06
2010,MT,SK70,6,402,9,32907,11.48,4.38,35.56,77.9,UNKNOWN,21.8,57.76,39,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-05-26
2011,SK,SK9,7,493,16,43324,25.58,1.77,34.41,85.7,EXCELLENT,71.71,43.91,26,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-02-21
2012,BE,RO3,7,414,22,5776,25.01,2.85,44.91,85.21,GOOD,44.82,18.31,36,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-04-03
2013,DK,NL26,13,1678,5,21132,27.66,6.43,75.56,93.61,SUFFICIENT,49.76,12.06,38,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-06-03
2014,GR,FR360,16,1283,16,19437,5.5,1.73,67.99,75.78,POOR,20.88,64.7,57,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-06-06
2015,LT,IT421,24,1349,3,24366,13.55,3.97,28.25,89.52,UNKNOWN,8.75,39.72,40,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-11-10
2016,PT,HR22,22,929,12,14597,7.1,2.73,27.45,73.64,EXCELLENT,60.47,34.38,9,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-09-20
2017,SE,PL23,8,545,20,25420,37.64,6.46,19.89,77.39,GOOD,25.18,42.0,54,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-05-08
2018,CY,FI50,10,1226,9,29401,9.21,6.78,48.01,87.81,SUFFICIENT,64.73,9.67,28,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-03-31
2019,FR,PT317,18,2770,6,23788,10.24,3.15,59.94,93.68,POOR,37.22,6.07,51,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-04-28
2020,IT,BG47,15,379,3,24173,17.6,5.53,76.08,84.9,UNKNOWN,56.67,30.61,65,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-06-26
2021,NL,RO8,7,1091,16,6992,33.67,7.83,39.28,85.97,EXCELLENT,70.72,68.37,85,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-06-10
2022,SI,LV7,18,121,1,2351,23.82,5.24,34.44,87.67,GOOD,28.49,35.37,78,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-12-09
2023,BG,HU250,30,4076,2,38430,8.37,4.05,55.34,96.77,SUFFICIENT,53.15,76.3,101,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-01-15
2024,EE,LT31,25,65,4,7689,32.95,5.72,24.17,94.09,POOR,10.16,34.64,49,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-07-05
2025,HU,PL8,15,2426,10,18186,18.4,6.61,35.74,84.45,UNKNOWN,56.04,55.43,72,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-10-15
2006,LU,SK3,16,214,5,5269,8.61,4.71,61.59,87.29,EXCELLENT,24.51,41.61,45,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-05-21
2007,RO,LV612,4,738,19,36503,16.73,5.63,70.98,83.79,GOOD,45.12,25.04,3,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-02-17
2008,AT,IT8,7,369,8,18254,7.69,0.94,47.0,85.32,SUFFICIENT,19.65,9.12,56,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-01-17
2009,CZ,HU70,12,1180,7,25512,11.39,3.33,43.84,91.48,POOR,67.17,35.51,58,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-05-04
2010,DE,HU12,6,591,7,12575,23.15,0.79,71.37,75.33,UNKNOWN,79.46,19.56,19,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-02-26
2011,LV,DK13,13,361,21,18340,16.12,2.14,62.13,79.54,EXCELLENT,51.39,22.47,65,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-04-19
2012,PL,PL635,17,1637,11,39834,12.36,3.3,53.95,86.8,GOOD,68.76,82.69,12,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-08-23
2013,ES,LV74,21,474,15,15365,21.45,5.88,69.67,100.0,SUFFICIENT,62.11,82.47,44,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-11-14
2014,HR,IE51,9,1557,3,5175,31.88,2.03,21.37,90.97,POOR,62.7,80.43,27,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-06-09
2015,FI,PL843,15,1121,23,21845,19.46,3.94,86.97,86.02,UNKNOWN,47.93,73.23,22,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-06-22
2016,IE,FI152,10,1,9,14657,32.17,1.61,40.34,76.72,EXCELLENT,31.98,6.75,58,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-07-03
2017,MT,CY4,22,3209,4,15253,32.67,1.93,52.29,83.72,GOOD,70.8,68.16,21,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-08-06
2018,SK,PT750,11,1301,13,15448,18.33,3.86,61.79,77.62,SUFFICIENT,23.53,65.46,57,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-01-17
2019,BE,GR841,24,1154,18,24925,36.12,4.19,60.22,91.1,POOR,79.09,85.08,87,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-07-08
2020,DK,IE4,11,1038,7,37105,11.24,3.85,31.69,92.19,UNKNOWN,61.23,76.77,8,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-08-03
2021,GR,PT49,14,782,18,6429,6.65,3.35,55.03,81.8,EXCELLENT,35.32,32.04,33,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-03-12
2022,LT,AT325,19,1812,16,5322,26.56,5.38,24.83,82.26,GOOD,31.8,55.06,42,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-02-25
2023,PT,SE447,13,1799,19,14072,35.9,1.47,32.74,91.03,SUFFICIENT,70.87,64.34,43,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-01-14
2024,SE,FI55,31,230,15,24236,23.01,4.31,82.59,98.58,POOR,35.62,72.48,71,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-07-29
2025,CY,NL74,16,1035,10,15611,21.83,2.24,76.08,92.5,UNKNOWN,45.43,20.97,82,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-11-26
2006,FR,SE3,12,2285,22,7462,16.79,3.23,37.15,93.68,EXCELLENT,70.18,26.82,12,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-09-02
2007,IT,PT847,12,1842,5,11445,24.73,6.3,82.01,96.86,GOOD,61.14,15.56,30,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-06-03
2008,NL,BE23,15,915,21,18578,15.41,2.28,62.6,79.14,SUFFICIENT,12.12,51.04,40,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-05-03
2009,SI,HU77,12,272,1,9485,28.0,7.4,68.46,97.76,POOR,30.13,19.07,54,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2026-02-07
2010,BG,CY670,10,396,15,45667,10.36,2.68,70.06,80.06,UNKNOWN,12.86,32.26,8,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-05-30
2011,EE,LU41,15,1656,13,2940,27.97,6.23,64.23,87.21,EXCELLENT,73.68,79.44,35,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2026-02-18
2012,HU,LU108,11,408,22,5021,11.67,6.73,70.02,77.99,GOOD,38.27,42.11,16,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-07-28
2013,LU,DK98,21,683,0,8742,18.17,3.45,65.56,94.55,SUFFICIENT,38.0,42.68,27,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-04-05
2014,RO,BG199,11,174,20,3134,34.89,4.47,25.89,100.0,POOR,69.72,27.59,20,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-09-11
2015,AT,AT77,20,834,6,25150,33.85,3.64,53.05,89.79,UNKNOWN,51.57,42.46,54,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-05-01
2016,CZ,MT524,14,638,9,5044,8.9,0.88,30.86,98.63,EXCELLENT,70.52,15.92,20,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-12-25
2017,DE,RO607,24,2289,7,32010,13.74,3.9,83.24,86.93,GOOD,70.63,31.36,44,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-01-25
2018,LV,RO812,9,1259,10,16290,10.72,1.34,31.03,95.93,SUFFICIENT,72.29,37.78,36,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-09-09
2019,PL,DE3,21,2907,15,37175,31.79,2.5,74.83,90.3,POOR,25.01,34.89,65,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-04-15
2020,ES,NL45,19,1931,5,16325,35.54,4.91,60.05,92.75,UNKNOWN,20.44,30.09,72,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-07-20
2021,HR,AT559,7,1052,19,32766,6.86,6.53,62.41,95.93,EXCELLENT,22.03,61.43,33,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-05-08
2022,FI,NL4,16,818,11,23461,16.25,3.75,83.58,91.13,GOOD,15.29,36.0,64,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-10-23
2023,IE,FI80,18,723,6,23937,6.89,5.51,54.14,94.66,SUFFICIENT,24.63,25.42,4,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-03-15
