demo_migflow_move_year,demo_migflow_origin_nuts_code,demo_migflow_destination_nuts_code,demo_migflow_movement_scope_code,demo_migflow_schengen_flag,demo_migflow_residence_permit_type,demo_migflow_citizenship_iso2,demo_migflow_age_at_move,demo_migflow_sex,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_employment_status_before_move,demo_migflow_employment_status_after_move,demo_migflow_commute_change_minutes,demo_migflow_distance_km_estimate,demo_migflow_cross_border_worker_flag,demo_migflow_inflow_count,demo_migflow_outflow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2019,EE778,NL7,INTRA_EU,1,WORK,SE,48,F,5,FAMILY,EMPLOYED,EMPLOYED,-29,1962,0,225,98,2.665,2023Q1
2020,PL870,SI590,EXTRA_EU,1,WORK,DE,51,T,6,STUDY,INACTIVE,INACTIVE,-25,2059,0,214,134,0.7776,2025Q2
2021,RO5,MT81,INTERNAL,1,WORK,PT,54,M,1,WORK,STUDENT,STUDENT,65,2050,0,225,114,1.8649,2022Q3
2022,DE84,DE225,CROSS_BORDER,1,WORK,CZ,57,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-61,2576,1,215,145,1.91,2024Q4
2023,SK6,SE171,INTRA_EU,1,WORK,LT,60,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-13,853,0,246,121,0.5629,2022Q1
2024,DK849,SI90,EXTRA_EU,1,WORK,AT,63,M,4,PROTECTION,INACTIVE,INACTIVE,-68,901,0,248,146,3.1706,2024Q2
2025,FR6,DK697,INTERNAL,0,WORK,GR,66,F,5,FAMILY,STUDENT,STUDENT,-80,507,0,213,116,1.7753,2026Q3
2026,CY10,FI347,CROSS_BORDER,0,WORK,RO,69,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-66,572,1,230,151,1.1274,2023Q4
2015,HR5,PL424,INTRA_EU,0,WORK,DK,72,M,1,WORK,EMPLOYED,EMPLOYED,-13,1862,0,244,126,1.4628,2026Q1
2016,CZ5,IE4,EXTRA_EU,0,WORK,LU,75,F,2,OTHER,INACTIVE,INACTIVE,-52,457,0,244,149,1.5499,2023Q2
2017,PL122,HR374,INTERNAL,1,WORK,BE,78,T,3,RETIREMENT,STUDENT,STUDENT,-14,2249,0,230,164,0.5705,2025Q3
2018,HR799,LV8,CROSS_BORDER,1,WORK,HU,81,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,55,1275,1,242,162,3.246,2022Q4
2019,IT59,FI68,INTRA_EU,0,WORK,SK,84,F,5,FAMILY,EMPLOYED,EMPLOYED,-5,1641,0,248,161,1.5316,2025Q1
2020,SK4,IT855,EXTRA_EU,0,WORK,EE,87,T,6,STUDY,INACTIVE,INACTIVE,3,1619,1,241,145,0.3269,2022Q2
2021,PT3,DK496,INTERNAL,1,WORK,MT,0,M,1,WORK,STUDENT,STUDENT,117,1405,0,228,177,1.6945,2024Q3
2022,IE84,SK76,CROSS_BORDER,1,WORK,BG,3,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-38,762,1,244,146,1.2201,2026Q4
2023,RO81,CY617,INTRA_EU,1,WORK,IE,6,T,3,RETIREMENT,EMPLOYED,EMPLOYED,12,2032,0,259,181,1.9041,2024Q1
2024,NL571,IE317,EXTRA_EU,0,WORK,SI,9,M,4,PROTECTION,INACTIVE,INACTIVE,-1,1481,0,240,158,0.8332,2026Q2
2025,LT871,RO25,INTERNAL,1,WORK,FI,12,F,5,FAMILY,STUDENT,STUDENT,55,2274,0,226,178,3.1493,2023Q3
2026,SK50,EE531,CROSS_BORDER,1,WORK,NL,15,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,91,2201,1,239,188,1.6817,2025Q4
2015,LT842,AT6,INTRA_EU,1,WORK,HR,18,M,1,WORK,EMPLOYED,EMPLOYED,-112,257,0,256,166,1.2769,2023Q1
2016,LV75,GR72,EXTRA_EU,0,WORK,IT,21,F,2,OTHER,INACTIVE,INACTIVE,-10,833,0,242,171,2.8603,2025Q2
2017,IE846,CZ2,INTERNAL,1,WORK,ES,24,T,3,RETIREMENT,STUDENT,STUDENT,-57,232,0,262,176,3.4994,2022Q3
2018,DE61,MT4,CROSS_BORDER,0,WORK,FR,27,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-59,995,0,235,174,2.8631,2024Q4
2019,PT860,PT8,INTRA_EU,1,WORK,PL,30,F,5,FAMILY,EMPLOYED,EMPLOYED,51,92,0,246,202,2.0017,2022Q1
2020,PL13,IT56,EXTRA_EU,1,WORK,CY,33,T,6,STUDY,INACTIVE,INACTIVE,7,1314,0,249,195,0.7911,2024Q2
2021,RO20,DK81,INTERNAL,1,WORK,LV,36,M,1,WORK,STUDENT,STUDENT,-33,311,0,258,214,1.7639,2026Q3
2022,LU9,FR506,CROSS_BORDER,1,WORK,SE,39,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-4,2148,1,237,207,3.3645,2023Q4
2023,SE8,NL843,INTRA_EU,0,WORK,DE,42,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-69,2668,0,239,197,1.3502,2026Q1
2024,LT567,NL31,EXTRA_EU,0,WORK,PT,45,M,4,PROTECTION,INACTIVE,INACTIVE,-12,2534,0,250,198,2.8852,2023Q2
2025,DK921,BE621,INTERNAL,1,WORK,CZ,48,F,5,FAMILY,STUDENT,STUDENT,86,2360,0,270,215,2.4257,2025Q3
2026,SK82,DK9,CROSS_BORDER,1,WORK,LT,51,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,47,2191,0,261,193,2.516,2022Q4
2015,LU775,FI55,INTRA_EU,1,WORK,AT,54,M,1,WORK,EMPLOYED,EMPLOYED,71,2393,0,265,202,1.144,2025Q1
2016,EE15,PT785,EXTRA_EU,1,WORK,GR,57,F,2,OTHER,INACTIVE,INACTIVE,34,1260,0,265,207,2.1941,2022Q2
2017,PT370,GR596,INTERNAL,1,WORK,RO,60,T,3,RETIREMENT,STUDENT,STUDENT,106,2203,0,267,233,3.052,2024Q3
2018,HR802,DE417,CROSS_BORDER,0,WORK,DK,63,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,4,2421,1,268,233,2.1067,2026Q4
2019,ES69,FR21,INTRA_EU,0,WORK,LU,66,F,5,FAMILY,EMPLOYED,EMPLOYED,106,204,0,242,214,2.3959,2024Q1
2020,PT757,GR969,EXTRA_EU,0,WORK,BE,69,T,6,STUDY,INACTIVE,INACTIVE,97,2030,0,281,212,2.475,2026Q2
2021,IE2,SE74,INTERNAL,0,WORK,HU,72,M,1,WORK,STUDENT,STUDENT,-40,2774,0,244,224,2.0281,2023Q3
2022,ES5,IT6,CROSS_BORDER,1,WORK,SK,75,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-80,418,0,268,255,0.5407,2025Q4
2023,EE792,BE53,INTRA_EU,1,WORK,EE,78,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-50,1446,0,270,228,2.944,2023Q1
2024,NL47,PL105,EXTRA_EU,0,WORK,MT,81,M,4,PROTECTION,INACTIVE,INACTIVE,65,1113,0,258,230,0.4141,2025Q2
2025,IT574,SI1,INTERNAL,1,WORK,BG,84,F,5,FAMILY,STUDENT,STUDENT,-12,1676,0,263,262,0.9788,2022Q3
2026,FR921,LU31,CROSS_BORDER,1,WORK,IE,87,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-111,2142,1,261,235,1.5264,2024Q4
2015,RO84,DE3,INTRA_EU,1,WORK,SI,0,M,1,WORK,EMPLOYED,EMPLOYED,52,2210,0,267,230,1.0521,2022Q1
2016,EE69,SK8,EXTRA_EU,1,WORK,FI,3,F,2,OTHER,INACTIVE,INACTIVE,-40,1288,0,289,266,2.9822,2024Q2
2017,FI1,HR93,INTERNAL,1,WORK,NL,6,T,3,RETIREMENT,STUDENT,STUDENT,-50,658,1,270,269,1.2521,2026Q3
2018,NL43,FR10,CROSS_BORDER,1,WORK,HR,9,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-32,206,1,276,239,2.7319,2023Q4
2019,PL147,LV811,INTRA_EU,1,WORK,IT,12,F,5,FAMILY,EMPLOYED,EMPLOYED,-66,1015,0,286,245,3.0359,2026Q1
2020,FR72,FI956,EXTRA_EU,1,WORK,ES,15,T,6,STUDY,INACTIVE,INACTIVE,105,2319,0,284,246,0.7471,2023Q2
2021,GR942,NL21,INTERNAL,1,WORK,FR,18,M,1,WORK,STUDENT,STUDENT,-43,833,0,295,248,1.7978,2025Q3
2022,ES8,IT7,CROSS_BORDER,1,WORK,PL,21,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,22,717,1,278,266,3.3038,2022Q4
2023,BG14,IE55,INTRA_EU,1,WORK,CY,24,T,3,RETIREMENT,EMPLOYED,EMPLOYED,102,2007,0,272,285,1.6957,2025Q1
2024,SE613,SE2,EXTRA_EU,1,WORK,LV,27,M,4,PROTECTION,INACTIVE,INACTIVE,-8,1634,1,267,285,1.4423,2022Q2
2025,RO71,ES9,INTERNAL,0,WORK,SE,30,F,5,FAMILY,STUDENT,STUDENT,-34,1317,0,16,28,1.7981,2024Q3
2026,EE367,PT7,CROSS_BORDER,1,WORK,DE,33,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,112,1600,1,17,34,3.1522,2026Q4
2015,SK361,NL61,INTRA_EU,1,WORK,PT,36,M,1,WORK,EMPLOYED,EMPLOYED,-65,2368,0,20,54,1.152,2024Q1
2016,BE637,LU24,EXTRA_EU,1,WORK,CZ,39,F,2,OTHER,INACTIVE,INACTIVE,-107,573,0,35,22,3.288,2026Q2
2017,HR685,LU909,INTERNAL,1,WORK,LT,42,T,3,RETIREMENT,STUDENT,STUDENT,106,1048,0,28,62,1.0986,2023Q3
2018,HR23,FI555,CROSS_BORDER,1,WORK,AT,45,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-80,1940,0,54,46,1.9136,2025Q4
2019,BG493,MT712,INTRA_EU,0,WORK,GR,48,F,5,FAMILY,EMPLOYED,EMPLOYED,87,1833,0,29,64,0.5236,2023Q1
2020,FI3,DK77,EXTRA_EU,1,WORK,RO,51,T,6,STUDY,INACTIVE,INACTIVE,101,2477,0,31,59,3.2407,2025Q2
2021,AT49,FR699,INTERNAL,1,WORK,DK,54,M,1,WORK,STUDENT,STUDENT,-92,611,0,40,72,1.0757,2022Q3
2022,SK91,CZ114,CROSS_BORDER,1,WORK,LU,57,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-28,1295,1,24,55,2.8665,2024Q4
2023,IT99,IT53,INTRA_EU,1,WORK,BE,60,T,3,RETIREMENT,EMPLOYED,EMPLOYED,69,371,0,31,51,0.4075,2022Q1
2024,NL9,HR88,EXTRA_EU,0,WORK,HU,63,M,4,PROTECTION,INACTIVE,INACTIVE,-20,2681,0,41,81,0.5843,2024Q2
2025,LV71,FR3,INTERNAL,1,WORK,SK,66,F,5,FAMILY,STUDENT,STUDENT,-50,1034,0,38,59,1.5553,2026Q3
2026,DE312,HR8,CROSS_BORDER,1,WORK,EE,69,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-67,661,0,49,86,0.5973,2023Q4
2015,NL578,HU488,INTRA_EU,1,WORK,MT,72,M,1,WORK,EMPLOYED,EMPLOYED,56,35,0,53,92,0.7808,2026Q1
2016,PL936,SK7,EXTRA_EU,0,WORK,BG,75,F,2,OTHER,INACTIVE,INACTIVE,-7,1635,0,40,75,0.8031,2023Q2
2017,DE76,MT76,INTERNAL,1,WORK,IE,78,T,3,RETIREMENT,STUDENT,STUDENT,96,2574,0,54,92,1.3227,2025Q3
2018,CY811,IT616,CROSS_BORDER,1,WORK,SI,81,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-106,2469,0,50,74,0.4264,2022Q4
2019,IE6,HU63,INTRA_EU,1,WORK,FI,84,F,5,FAMILY,EMPLOYED,EMPLOYED,-109,250,0,41,104,3.4215,2025Q1
2020,BE985,DK62,EXTRA_EU,1,WORK,NL,87,T,6,STUDY,INACTIVE,INACTIVE,67,1742,0,59,95,3.1311,2022Q2
2021,GR704,CZ879,INTERNAL,1,WORK,HR,0,M,1,WORK,STUDENT,STUDENT,-26,2264,0,60,80,2.0688,2024Q3
2022,MT427,DE627,CROSS_BORDER,1,WORK,IT,3,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-2,2684,1,49,90,2.871,2026Q4
2023,MT7,ES15,INTRA_EU,1,WORK,ES,6,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-64,757,0,56,98,2.3752,2024Q1
2024,PT502,GR21,EXTRA_EU,0,WORK,FR,9,M,4,PROTECTION,INACTIVE,INACTIVE,51,1697,0,66,97,3.3025,2026Q2
2025,AT3,MT179,INTERNAL,1,WORK,PL,12,F,5,FAMILY,STUDENT,STUDENT,-35,1220,0,46,103,0.6875,2023Q3
2026,SK118,NL92,CROSS_BORDER,1,WORK,CY,15,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-68,1289,0,67,108,0.6463,2025Q4
2015,DE6,RO9,INTRA_EU,1,WORK,LV,18,M,1,WORK,EMPLOYED,EMPLOYED,7,1626,0,60,110,2.5516,2023Q1
2016,BG3,LT355,EXTRA_EU,1,WORK,SE,21,F,2,OTHER,INACTIVE,INACTIVE,113,2380,0,63,91,0.4337,2025Q2
2017,IT779,PT151,INTERNAL,0,WORK,DE,24,T,3,RETIREMENT,STUDENT,STUDENT,115,941,0,66,114,0.791,2022Q3
2018,SI256,PT54,CROSS_BORDER,1,WORK,PT,27,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-19,1119,1,79,105,0.5825,2024Q4
2019,HU103,MT354,INTRA_EU,1,WORK,CZ,30,F,5,FAMILY,EMPLOYED,EMPLOYED,-73,528,0,56,121,1.43,2022Q1
2020,SI55,LU62,EXTRA_EU,0,WORK,LT,33,T,6,STUDY,INACTIVE,INACTIVE,42,1513,0,53,132,2.3518,2024Q2
2021,SK32,LT15,INTERNAL,1,WORK,AT,36,M,1,WORK,STUDENT,STUDENT,-19,1697,1,46,124,0.7605,2026Q3
2022,SE616,DE43,CROSS_BORDER,1,WORK,GR,39,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-66,240,1,73,111,2.0444,2023Q4
2023,AT25,FR9,INTRA_EU,1,WORK,RO,42,T,3,RETIREMENT,EMPLOYED,EMPLOYED,4,640,0,79,121,0.69,2026Q1
2024,AT39,SI396,EXTRA_EU,1,WORK,DK,45,M,4,PROTECTION,INACTIVE,INACTIVE,-69,1486,0,54,134,3.156,2023Q2
2025,MT91,SE370,INTERNAL,1,WORK,LU,48,F,5,FAMILY,STUDENT,STUDENT,35,630,0,86,141,0.4054,2025Q3
2026,LT288,NL83,CROSS_BORDER,1,WORK,BE,51,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,52,2737,0,72,129,2.0824,2022Q4
2015,NL2,ES45,INTRA_EU,1,WORK,HU,54,M,1,WORK,EMPLOYED,EMPLOYED,86,1776,0,85,145,0.934,2025Q1
2016,SI899,SI98,EXTRA_EU,1,WORK,SK,57,F,2,OTHER,INACTIVE,INACTIVE,19,1921,0,62,145,2.7049,2022Q2
2017,BG84,PL68,INTERNAL,1,WORK,EE,60,T,3,RETIREMENT,STUDENT,STUDENT,55,2559,1,78,162,0.7987,2024Q3
2018,IT10,BG5,CROSS_BORDER,1,WORK,MT,63,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-10,1611,1,70,168,1.0103,2026Q4
2019,NL967,EE60,INTRA_EU,0,WORK,BG,66,F,5,FAMILY,EMPLOYED,EMPLOYED,89,24,0,88,176,1.2897,2024Q1
2020,PL6,LT46,EXTRA_EU,1,WORK,IE,69,T,6,STUDY,INACTIVE,INACTIVE,9,655,0,75,140,1.994,2026Q2
2021,BE25,ES3,INTERNAL,1,WORK,SI,72,M,1,WORK,STUDENT,STUDENT,-74,1373,0,81,152,2.1268,2023Q3
2022,EE878,SI879,CROSS_BORDER,0,WORK,FI,75,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-24,1562,1,64,158,2.883,2025Q4
2023,FR75,LU961,INTRA_EU,1,WORK,NL,78,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-37,1839,0,66,179,1.0842,2023Q1
2024,DE9,HR4,EXTRA_EU,0,WORK,HR,81,M,4,PROTECTION,INACTIVE,INACTIVE,63,1696,0,95,161,1.8154,2025Q2
2025,SK351,SE90,INTERNAL,1,WORK,IT,84,F,5,FAMILY,STUDENT,STUDENT,54,1112,0,70,169,1.1106,2022Q3
2026,PL729,LT28,CROSS_BORDER,1,WORK,ES,87,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,104,1768,1,65,159,1.431,2024Q4
2015,PT916,HU16,INTRA_EU,0,WORK,FR,0,M,1,WORK,EMPLOYED,EMPLOYED,-44,2460,0,84,165,2.0499,2022Q1
2016,FR4,ES6,EXTRA_EU,0,WORK,PL,3,F,2,OTHER,INACTIVE,INACTIVE,102,2107,0,93,198,1.5356,2024Q2
2017,CY2,RO32,INTERNAL,1,WORK,CY,6,T,3,RETIREMENT,STUDENT,STUDENT,13,2142,0,101,176,1.1699,2026Q3
2018,SI905,DK4,CROSS_BORDER,1,WORK,LV,9,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,108,1048,0,102,192,0.5668,2023Q4
2019,CY3,HU840,INTRA_EU,0,WORK,SE,12,F,5,FAMILY,EMPLOYED,EMPLOYED,39,1332,0,69,186,2.4351,2026Q1
2020,IE47,SI6,EXTRA_EU,1,WORK,DE,15,T,6,STUDY,INACTIVE,INACTIVE,97,2304,0,79,190,3.0802,2023Q2
2021,LU5,IE86,INTERNAL,1,WORK,PT,18,M,1,WORK,STUDENT,STUDENT,19,118,0,103,190,1.1571,2025Q3
2022,PT874,RO68,CROSS_BORDER,1,WORK,CZ,21,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-103,558,0,80,212,3.3898,2022Q4
2023,ES340,BG38,INTRA_EU,1,WORK,LT,24,T,3,RETIREMENT,EMPLOYED,EMPLOYED,80,1019,0,107,219,2.8826,2025Q1
2024,HR914,NL727,EXTRA_EU,1,WORK,AT,27,M,4,PROTECTION,INACTIVE,INACTIVE,52,651,0,70,191,1.5338,2022Q2
2025,IT361,BG758,INTERNAL,1,WORK,GR,30,F,5,FAMILY,STUDENT,STUDENT,75,1508,0,70,230,0.7905,2024Q3
2026,IE7,NL802,CROSS_BORDER,1,WORK,RO,33,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-27,627,1,83,208,2.9038,2026Q4
2015,BG40,CY855,INTRA_EU,1,WORK,DK,36,M,1,WORK,EMPLOYED,EMPLOYED,74,893,0,90,196,2.1997,2024Q1
2016,BE82,PL41,EXTRA_EU,1,WORK,LU,39,F,2,OTHER,INACTIVE,INACTIVE,-78,1991,1,88,206,2.0576,2026Q2
2017,AT1,HU244,INTERNAL,0,WORK,BE,42,T,3,RETIREMENT,STUDENT,STUDENT,3,772,1,81,213,2.2918,2023Q3
2018,SI44,FR831,CROSS_BORDER,1,WORK,HU,45,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,109,1008,1,104,236,2.3339,2025Q4
2019,IE811,CZ815,INTRA_EU,1,WORK,SK,48,F,5,FAMILY,EMPLOYED,EMPLOYED,27,61,1,76,214,2.3997,2023Q1
2020,EE721,LU52,EXTRA_EU,1,WORK,EE,51,T,6,STUDY,INACTIVE,INACTIVE,72,329,0,101,232,2.9973,2025Q2
2021,LU980,ES4,INTERNAL,0,WORK,MT,54,M,1,WORK,STUDENT,STUDENT,90,718,0,97,247,1.0631,2022Q3
2022,GR15,CY214,CROSS_BORDER,0,WORK,BG,57,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,80,2095,0,102,221,1.3004,2024Q4
2023,EE295,SI22,INTRA_EU,1,WORK,IE,60,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-43,1788,0,87,249,3.4244,2022Q1
2024,BG804,PT628,EXTRA_EU,1,WORK,SI,63,M,4,PROTECTION,INACTIVE,INACTIVE,63,2267,0,89,253,0.75,2024Q2
2025,BE58,CZ6,INTERNAL,0,WORK,FI,66,F,5,FAMILY,STUDENT,STUDENT,111,140,0,85,228,2.2944,2026Q3
2026,SI445,LT24,CROSS_BORDER,1,WORK,NL,69,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,67,2133,1,117,241,1.2057,2023Q4
2015,FI6,PL91,INTRA_EU,1,WORK,HR,72,M,1,WORK,EMPLOYED,EMPLOYED,44,472,0,97,242,0.6624,2026Q1
2016,DE8,SE101,EXTRA_EU,1,WORK,IT,75,F,2,OTHER,INACTIVE,INACTIVE,-117,107,0,123,248,0.8694,2023Q2
2017,FI7,IE178,INTERNAL,1,WORK,ES,78,T,3,RETIREMENT,STUDENT,STUDENT,19,961,0,108,249,2.5765,2025Q3
2018,DE547,ES747,CROSS_BORDER,1,WORK,FR,81,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-28,609,1,97,246,1.0048,2022Q4
2019,NL50,DE355,INTRA_EU,1,WORK,PL,84,F,5,FAMILY,EMPLOYED,EMPLOYED,-1,2315,0,106,254,1.9932,2025Q1
2020,ES302,HR47,EXTRA_EU,0,WORK,CY,87,T,6,STUDY,INACTIVE,INACTIVE,-65,690,0,120,248,0.6248,2022Q2
2021,GR19,FR73,INTERNAL,1,WORK,LV,0,M,1,WORK,STUDENT,STUDENT,-18,1831,0,97,277,3.4591,2024Q3
2022,IT3,LT84,CROSS_BORDER,1,WORK,SE,3,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,92,2204,1,99,291,0.3226,2026Q4
2023,AT378,FR84,INTRA_EU,1,WORK,DE,6,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-35,778,0,108,266,1.6834,2024Q1
2024,RO49,SK75,EXTRA_EU,1,WORK,PT,9,M,4,PROTECTION,INACTIVE,INACTIVE,-116,703,0,132,295,1.2564,2026Q2
2025,CY8,LU6,INTERNAL,1,WORK,CZ,12,F,5,FAMILY,STUDENT,STUDENT,86,1389,0,95,30,3.3254,2023Q3
2026,PT28,LT94,CROSS_BORDER,1,WORK,LT,15,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,82,813,1,128,32,2.7938,2025Q4
2015,RO358,HU68,INTRA_EU,1,WORK,AT,18,M,1,WORK,EMPLOYED,EMPLOYED,-33,117,0,116,18,1.9884,2023Q1
2016,LU678,NL780,EXTRA_EU,1,WORK,GR,21,F,2,OTHER,INACTIVE,INACTIVE,-79,2248,0,128,49,0.4993,2025Q2
2017,HU886,RO88,INTERNAL,0,WORK,RO,24,T,3,RETIREMENT,STUDENT,STUDENT,9,1031,0,137,55,0.4584,2022Q3
2018,DE277,HU595,CROSS_BORDER,1,WORK,DK,27,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,47,935,0,124,44,2.4116,2024Q4
2019,PL326,DE269,INTRA_EU,0,WORK,LU,30,F,5,FAMILY,EMPLOYED,EMPLOYED,-34,2093,0,120,30,0.5695,2022Q1
2020,RO6,FI409,EXTRA_EU,0,WORK,BE,33,T,6,STUDY,INACTIVE,INACTIVE,-7,689,0,139,61,1.0756,2024Q2
2021,DK942,BE230,INTERNAL,1,WORK,HU,36,M,1,WORK,STUDENT,STUDENT,20,772,0,109,71,3.2049,2026Q3
2022,LT399,IE468,CROSS_BORDER,1,WORK,SK,39,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-28,447,1,113,43,2.9445,2023Q4
2023,BE539,LT9,INTRA_EU,1,WORK,EE,42,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-11,805,0,138,43,0.5336,2026Q1
2024,FR573,LU95,EXTRA_EU,1,WORK,MT,45,M,4,PROTECTION,INACTIVE,INACTIVE,-110,1495,1,124,47,1.5839,2023Q2
2025,BG127,DK5,INTERNAL,1,WORK,BG,48,F,5,FAMILY,STUDENT,STUDENT,52,1926,0,123,78,2.8663,2025Q3
2026,SK72,SI47,CROSS_BORDER,1,WORK,IE,51,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-3,205,0,129,79,2.1136,2022Q4
2015,HR83,ES541,INTRA_EU,0,WORK,SI,54,M,1,WORK,EMPLOYED,EMPLOYED,22,1666,0,148,59,0.8233,2025Q1
2016,CZ63,SE34,EXTRA_EU,0,WORK,FI,57,F,2,OTHER,INACTIVE,INACTIVE,83,1047,0,137,95,0.3808,2022Q2
2017,HU833,DK584,INTERNAL,1,WORK,NL,60,T,3,RETIREMENT,STUDENT,STUDENT,19,333,0,144,93,0.6855,2024Q3
2018,IE5,EE401,CROSS_BORDER,1,WORK,HR,63,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-89,413,0,128,84,2.5358,2026Q4
2019,BE19,PT1,INTRA_EU,1,WORK,IT,66,F,5,FAMILY,EMPLOYED,EMPLOYED,57,1652,0,138,70,2.1703,2024Q1
2020,LU26,SI64,EXTRA_EU,1,WORK,ES,69,T,6,STUDY,INACTIVE,INACTIVE,-52,2317,0,114,75,1.8486,2026Q2
2021,SE221,PL480,INTERNAL,1,WORK,FR,72,M,1,WORK,STUDENT,STUDENT,82,392,0,133,93,0.5403,2023Q3
2022,GR4,SE82,CROSS_BORDER,0,WORK,PL,75,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,102,1916,1,124,88,2.0764,2025Q4
2023,BE3,FR254,INTRA_EU,1,WORK,CY,78,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-31,947,0,148,88,1.7094,2023Q1
2024,CY62,CY843,EXTRA_EU,1,WORK,LV,81,M,4,PROTECTION,INACTIVE,INACTIVE,-38,781,0,120,120,3.2357,2025Q2
2025,LT979,AT649,INTERNAL,1,WORK,SE,84,F,5,FAMILY,STUDENT,STUDENT,44,752,0,151,120,2.078,2022Q3
2026,FR197,DE7,CROSS_BORDER,0,WORK,DE,87,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-28,2061,1,148,97,2.2821,2024Q4
2015,PL723,AT73,INTRA_EU,0,WORK,PT,0,M,1,WORK,EMPLOYED,EMPLOYED,-72,885,0,141,120,3.1536,2022Q1
2016,IT72,MT145,EXTRA_EU,1,WORK,CZ,3,F,2,OTHER,INACTIVE,INACTIVE,-79,1049,1,160,108,2.141,2024Q2
2017,SI802,PT514,INTERNAL,1,WORK,LT,6,T,3,RETIREMENT,STUDENT,STUDENT,-12,805,0,155,115,2.7505,2026Q3
2018,DE886,SK668,CROSS_BORDER,1,WORK,AT,9,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-47,1096,1,152,114,2.1737,2023Q4
2019,PT597,IT619,INTRA_EU,1,WORK,GR,12,F,5,FAMILY,EMPLOYED,EMPLOYED,65,1614,0,146,110,2.5724,2026Q1
2020,LU44,LT23,EXTRA_EU,1,WORK,RO,15,T,6,STUDY,INACTIVE,INACTIVE,21,2269,0,154,130,0.8313,2023Q2
2021,DE68,CY779,INTERNAL,0,WORK,DK,18,M,1,WORK,STUDENT,STUDENT,1,1024,0,140,123,3.042,2025Q3
2022,MT966,HU13,CROSS_BORDER,0,WORK,LU,21,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,120,1604,1,133,137,1.6572,2022Q4
2023,IT573,IE28,INTRA_EU,1,WORK,BE,24,T,3,RETIREMENT,EMPLOYED,EMPLOYED,79,247,0,136,119,1.4981,2025Q1
2024,CY4,SI7,EXTRA_EU,1,WORK,HU,27,M,4,PROTECTION,INACTIVE,INACTIVE,-55,1411,0,155,130,1.5837,2022Q2
2025,IE81,HU9,INTERNAL,0,WORK,SK,30,F,5,FAMILY,STUDENT,STUDENT,15,2284,0,143,132,1.4662,2024Q3
