agri_nutrition_reference_year,agri_nutrition_country_iso2,agri_nutrition_region_nuts_code,agri_nutrition_age_group,agri_nutrition_sex,agri_nutrition_bmi_category,agri_nutrition_obesity_rate_pct,agri_nutrition_fruit_veg_intake_servings_day,agri_nutrition_ultra_processed_food_share_pct,agri_nutrition_food_desert_index,agri_nutrition_school_meal_program_flag,agri_nutrition_front_of_pack_label_scheme_code,agri_nutrition_sugar_sweetened_tax_flag,agri_nutrition_salt_reduction_policy_flag,agri_nutrition_breastfeeding_rate_pct,agri_nutrition_household_food_insecurity_rate_pct,agri_nutrition_nutri_score_distribution,agri_nutrition_ehis_table_code,agri_nutrition_data_source,agri_nutrition_data_extract_date
2021,GR,LV9,20-34,T,UNDERWEIGHT,5.4,4.85,9.05,0.1722,0,NORDIC_KEYHOLE,0,0,55.49,2.33,A:0.12;B:0.14;C:0.24;D:0.25;E:0.25,hlth_ehis_bm1e,EHIS,2024-06-08
2022,LT,RO5,15-19,F,NORMAL,7.6,5.89,55.85,0.6539,1,KEYHOLE,0,1,52.49,9.84,A:0.1;B:0.29;C:0.13;D:0.1;E:0.38,hlth_ehis_dn1e,ECDC_NUTRITION,2024-06-08
2023,PT,NL472,10-14,M,OVERWEIGHT,6.05,6.6,25.6,0.9342,1,NUTRI_SCORE,0,0,18.49,9.57,A:0.17;B:0.16;C:0.26;D:0.17;E:0.24,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-05-21
2024,SE,LU6,5-9,T,OBESE,6.08,3.22,35.8,0.6584,0,NONE,1,0,24.36,10.95,A:0.14;B:0.27;C:0.15;D:0.1;E:0.34,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-06-11
2025,CY,HU4,0-4,F,UNDERWEIGHT,33.39,5.55,29.53,0.8157,1,TRAFFIC_LIGHTS,0,1,67.76,3.55,A:0.16;B:0.32;C:0.33;D:0.14;E:0.05,hlth_ehis_sk1e,WHO_EURO,2024-03-05
2026,FR,PT28,65+,M,NORMAL,5.6,6.39,39.0,0.6652,1,BATTERY_LABEL,0,1,28.19,11.77,A:0.14;B:0.33;C:0.14;D:0.23;E:0.16,hlth_ehis_bm1e,EHIS,2024-05-11
2010,IT,SE9,50-64,T,OVERWEIGHT,8.92,2.92,11.47,0.5401,1,NORDIC_KEYHOLE,0,0,36.3,8.68,A:0.18;B:0.27;C:0.33;D:0.22;E:0.0,hlth_ehis_dn1e,ECDC_NUTRITION,2025-12-31
2011,NL,PL9,35-49,F,OBESE,10.4,6.28,33.28,0.5936,0,KEYHOLE,0,1,31.86,6.79,A:0.17;B:0.3;C:0.33;D:0.15;E:0.05,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-08-24
2012,SI,CY8,20-34,M,UNDERWEIGHT,13.9,5.99,32.78,0.7934,1,NUTRI_SCORE,0,1,24.62,4.35,A:0.22;B:0.14;C:0.29;D:0.24;E:0.11,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-05-24
2013,BG,DE907,15-19,T,NORMAL,26.36,5.95,60.52,0.9186,1,NONE,1,0,45.04,4.45,A:0.11;B:0.29;C:0.28;D:0.07;E:0.25,hlth_ehis_sk1e,WHO_EURO,2026-01-20
2014,EE,RO34,10-14,F,OVERWEIGHT,8.62,2.38,12.51,0.6101,1,TRAFFIC_LIGHTS,0,0,47.62,13.55,A:0.33;B:0.21;C:0.26;D:0.2;E:0.0,hlth_ehis_bm1e,EHIS,2025-06-11
2015,HU,BE91,5-9,M,OBESE,5.62,4.7,55.19,0.0574,1,BATTERY_LABEL,0,0,21.98,16.78,A:0.14;B:0.32;C:0.24;D:0.19;E:0.11,hlth_ehis_dn1e,ECDC_NUTRITION,2024-11-09
2016,LU,HU566,0-4,T,UNDERWEIGHT,15.65,5.61,36.16,0.3615,1,NORDIC_KEYHOLE,1,0,37.98,2.51,A:0.15;B:0.24;C:0.16;D:0.06;E:0.39,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2026-01-07
2017,RO,FI11,65+,F,NORMAL,15.45,4.29,26.86,0.7694,0,KEYHOLE,0,0,60.83,15.88,A:0.21;B:0.32;C:0.31;D:0.1;E:0.06,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-09-06
2018,AT,HR66,50-64,M,OVERWEIGHT,13.88,3.71,34.05,0.1234,0,NUTRI_SCORE,0,0,60.51,9.03,A:0.12;B:0.26;C:0.23;D:0.16;E:0.23,hlth_ehis_sk1e,WHO_EURO,2025-07-05
2019,CZ,CY36,35-49,T,OBESE,5.11,5.7,50.99,0.4379,1,NONE,0,0,55.62,9.55,A:0.27;B:0.17;C:0.14;D:0.24;E:0.18,hlth_ehis_bm1e,EHIS,2024-06-07
2020,DE,PT573,20-34,F,UNDERWEIGHT,28.01,2.66,56.03,0.5204,1,TRAFFIC_LIGHTS,1,1,35.32,9.02,A:0.11;B:0.13;C:0.23;D:0.19;E:0.34,hlth_ehis_dn1e,ECDC_NUTRITION,2024-08-07
2021,LV,AT589,15-19,M,NORMAL,19.76,4.33,22.41,0.5048,1,BATTERY_LABEL,0,1,24.48,13.26,A:0.12;B:0.14;C:0.15;D:0.09;E:0.5,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-06-11
2022,PL,LT2,10-14,T,OVERWEIGHT,21.9,5.41,25.92,0.6533,0,NORDIC_KEYHOLE,1,0,53.5,4.65,A:0.13;B:0.25;C:0.24;D:0.2;E:0.18,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-01-25
2023,ES,FR38,5-9,F,OBESE,14.52,2.25,43.58,0.4137,1,KEYHOLE,1,1,60.14,16.59,A:0.17;B:0.31;C:0.17;D:0.25;E:0.1,hlth_ehis_sk1e,WHO_EURO,2024-08-05
2024,HR,AT283,0-4,M,UNDERWEIGHT,26.09,3.31,42.64,0.2249,1,NUTRI_SCORE,0,1,49.22,11.16,A:0.32;B:0.11;C:0.22;D:0.24;E:0.11,hlth_ehis_bm1e,EHIS,2024-09-21
2025,FI,HR288,65+,T,NORMAL,17.77,3.46,23.02,0.658,0,NONE,0,1,43.21,5.92,A:0.18;B:0.22;C:0.14;D:0.05;E:0.41,hlth_ehis_dn1e,ECDC_NUTRITION,2026-02-03
2026,IE,NL36,50-64,F,OVERWEIGHT,4.81,4.29,61.37,0.5611,1,TRAFFIC_LIGHTS,0,0,60.59,15.44,A:0.31;B:0.13;C:0.16;D:0.21;E:0.19,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-11-01
2010,MT,AT31,35-49,M,OBESE,7.46,4.69,15.51,0.792,0,BATTERY_LABEL,0,1,32.73,1.72,A:0.13;B:0.34;C:0.18;D:0.09;E:0.26,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-10-14
2011,SK,SE143,20-34,T,UNDERWEIGHT,33.24,5.61,16.74,0.8298,1,NORDIC_KEYHOLE,1,1,57.36,7.88,A:0.32;B:0.28;C:0.22;D:0.13;E:0.05,hlth_ehis_sk1e,WHO_EURO,2025-04-29
2012,BE,AT71,15-19,F,NORMAL,11.74,2.1,34.93,0.2193,1,KEYHOLE,0,0,60.41,3.74,A:0.16;B:0.34;C:0.3;D:0.18;E:0.02,hlth_ehis_bm1e,EHIS,2025-10-10
2013,DK,NL98,10-14,M,OVERWEIGHT,8.47,5.34,49.8,0.0716,1,NUTRI_SCORE,0,1,48.59,15.21,A:0.34;B:0.13;C:0.2;D:0.06;E:0.27,hlth_ehis_dn1e,ECDC_NUTRITION,2025-01-20
2014,GR,LV77,5-9,T,OBESE,23.85,4.56,29.4,0.7937,0,NONE,1,1,66.17,13.09,A:0.32;B:0.32;C:0.19;D:0.12;E:0.05,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-12-22
2015,LT,HR377,0-4,F,UNDERWEIGHT,5.61,5.08,28.25,0.0925,0,TRAFFIC_LIGHTS,0,1,57.73,4.66,A:0.17;B:0.32;C:0.13;D:0.14;E:0.24,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-09-28
2016,PT,BE3,65+,M,NORMAL,8.89,4.81,28.69,0.307,1,BATTERY_LABEL,1,1,20.84,4.27,A:0.27;B:0.28;C:0.3;D:0.16;E:0.0,hlth_ehis_sk1e,WHO_EURO,2024-01-18
2017,SE,GR7,50-64,T,OVERWEIGHT,21.37,6.6,51.82,0.2797,1,NORDIC_KEYHOLE,0,1,31.27,10.17,A:0.28;B:0.26;C:0.11;D:0.17;E:0.18,hlth_ehis_bm1e,EHIS,2025-04-12
2018,CY,NL15,35-49,F,OBESE,34.4,4.92,33.66,0.7191,0,KEYHOLE,0,1,69.01,2.07,A:0.2;B:0.29;C:0.12;D:0.24;E:0.15,hlth_ehis_dn1e,ECDC_NUTRITION,2024-01-14
2019,FR,BE42,20-34,M,UNDERWEIGHT,19.82,6.05,8.96,0.3877,1,NUTRI_SCORE,0,0,64.09,4.99,A:0.29;B:0.18;C:0.31;D:0.09;E:0.13,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-01-08
2020,IT,MT215,15-19,T,NORMAL,6.69,4.94,35.92,0.0667,0,NONE,0,0,58.53,6.42,A:0.16;B:0.11;C:0.15;D:0.16;E:0.42,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-10-09
2021,NL,MT7,10-14,F,OVERWEIGHT,17.18,5.54,13.13,0.3213,1,TRAFFIC_LIGHTS,0,1,45.27,7.36,A:0.24;B:0.12;C:0.17;D:0.12;E:0.35,hlth_ehis_sk1e,WHO_EURO,2024-12-06
2022,SI,SK781,5-9,M,OBESE,33.59,6.36,49.95,0.4501,1,BATTERY_LABEL,0,1,30.62,15.69,A:0.24;B:0.14;C:0.3;D:0.14;E:0.18,hlth_ehis_bm1e,EHIS,2024-01-22
2023,BG,DE3,0-4,T,UNDERWEIGHT,10.27,2.73,10.34,0.4224,1,NORDIC_KEYHOLE,0,1,58.76,3.82,A:0.11;B:0.13;C:0.32;D:0.11;E:0.33,hlth_ehis_dn1e,ECDC_NUTRITION,2025-07-27
2024,EE,HR76,65+,F,NORMAL,17.66,2.92,9.47,0.6547,0,KEYHOLE,0,1,46.59,12.51,A:0.13;B:0.27;C:0.24;D:0.22;E:0.14,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-08-14
2025,HU,FI739,50-64,M,OVERWEIGHT,19.76,4.78,10.5,0.1659,0,NUTRI_SCORE,1,1,48.94,6.47,A:0.3;B:0.31;C:0.15;D:0.14;E:0.1,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-10-24
2026,LU,LV157,35-49,T,OBESE,20.68,3.97,41.16,0.9324,1,NONE,0,1,53.04,8.41,A:0.21;B:0.21;C:0.28;D:0.18;E:0.12,hlth_ehis_sk1e,WHO_EURO,2025-11-11
2010,RO,SI4,20-34,F,UNDERWEIGHT,13.41,5.53,40.95,0.6324,0,TRAFFIC_LIGHTS,0,0,64.35,8.2,A:0.22;B:0.18;C:0.33;D:0.08;E:0.19,hlth_ehis_bm1e,EHIS,2024-05-20
2011,AT,SK2,15-19,M,NORMAL,33.81,3.83,50.76,0.5472,0,BATTERY_LABEL,1,0,55.6,14.4,A:0.14;B:0.28;C:0.31;D:0.08;E:0.19,hlth_ehis_dn1e,ECDC_NUTRITION,2025-02-08
2012,CZ,LV449,10-14,T,OVERWEIGHT,23.38,2.88,56.24,0.233,0,NORDIC_KEYHOLE,0,1,53.42,13.68,A:0.19;B:0.18;C:0.26;D:0.21;E:0.16,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-12-26
2013,DE,FR9,5-9,F,OBESE,34.64,4.52,24.81,0.0501,1,KEYHOLE,1,0,54.36,6.25,A:0.17;B:0.33;C:0.29;D:0.12;E:0.09,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-05-06
2014,LV,CY2,0-4,M,UNDERWEIGHT,16.5,1.77,41.24,0.4388,0,NUTRI_SCORE,1,1,40.13,3.3,A:0.25;B:0.12;C:0.24;D:0.12;E:0.27,hlth_ehis_sk1e,WHO_EURO,2025-05-18
2015,PL,MT41,65+,T,NORMAL,34.21,5.14,42.33,0.9093,1,NONE,0,1,54.66,12.8,A:0.19;B:0.29;C:0.23;D:0.19;E:0.1,hlth_ehis_bm1e,EHIS,2025-09-03
2016,ES,HU79,50-64,F,OVERWEIGHT,17.04,3.63,33.3,0.785,1,TRAFFIC_LIGHTS,0,0,30.56,15.39,A:0.24;B:0.32;C:0.17;D:0.15;E:0.12,hlth_ehis_dn1e,ECDC_NUTRITION,2024-12-12
2017,HR,FR85,35-49,M,OBESE,18.75,4.25,39.08,0.5716,0,BATTERY_LABEL,1,0,48.22,4.95,A:0.17;B:0.18;C:0.11;D:0.13;E:0.41,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-05-07
2018,FI,SE365,20-34,T,UNDERWEIGHT,11.43,4.41,50.37,0.9033,0,NORDIC_KEYHOLE,0,0,24.65,6.06,A:0.14;B:0.23;C:0.18;D:0.19;E:0.26,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-07-18
2019,IE,CY9,15-19,F,NORMAL,22.08,2.13,58.5,0.9,1,KEYHOLE,1,1,29.96,4.67,A:0.31;B:0.21;C:0.26;D:0.22;E:0.0,hlth_ehis_sk1e,WHO_EURO,2024-12-09
2020,MT,AT42,10-14,M,OVERWEIGHT,15.91,2.81,35.4,0.3904,1,NUTRI_SCORE,1,1,42.86,11.74,A:0.29;B:0.33;C:0.31;D:0.06;E:0.0,hlth_ehis_bm1e,EHIS,2024-07-05
2021,SK,IE66,5-9,T,OBESE,7.31,6.42,57.52,0.299,1,NONE,1,0,43.68,13.07,A:0.22;B:0.35;C:0.16;D:0.09;E:0.18,hlth_ehis_dn1e,ECDC_NUTRITION,2025-12-04
2022,BE,PT302,0-4,F,UNDERWEIGHT,5.19,5.87,50.73,0.6373,1,TRAFFIC_LIGHTS,0,0,32.98,17.81,A:0.2;B:0.25;C:0.29;D:0.22;E:0.04,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-04-02
2023,DK,DK4,65+,M,NORMAL,18.6,1.86,20.85,0.3615,1,BATTERY_LABEL,0,1,69.18,11.82,A:0.31;B:0.33;C:0.18;D:0.07;E:0.11,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2026-01-15
2024,GR,CZ5,50-64,T,OVERWEIGHT,24.27,5.42,23.67,0.4039,0,NORDIC_KEYHOLE,0,0,65.03,14.68,A:0.24;B:0.33;C:0.22;D:0.22;E:0.0,hlth_ehis_sk1e,WHO_EURO,2024-12-18
2025,LT,HU269,35-49,F,OBESE,24.67,1.3,41.55,0.3368,1,KEYHOLE,0,1,71.24,6.56,A:0.2;B:0.3;C:0.27;D:0.1;E:0.13,hlth_ehis_bm1e,EHIS,2024-02-16
2026,PT,SI689,20-34,M,UNDERWEIGHT,32.86,4.78,9.24,0.3335,1,NUTRI_SCORE,1,1,39.06,11.9,A:0.22;B:0.13;C:0.3;D:0.09;E:0.26,hlth_ehis_dn1e,ECDC_NUTRITION,2024-01-01
2010,SE,FI67,15-19,T,NORMAL,34.74,5.2,50.39,0.9268,1,NONE,0,0,52.07,15.88,A:0.19;B:0.1;C:0.32;D:0.14;E:0.25,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-04-25
2011,CY,AT9,10-14,F,OVERWEIGHT,8.56,5.0,59.63,0.3829,0,TRAFFIC_LIGHTS,0,0,25.32,3.28,A:0.21;B:0.31;C:0.28;D:0.17;E:0.03,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2026-02-09
2012,FR,SI800,5-9,M,OBESE,12.64,6.08,17.19,0.6506,0,BATTERY_LABEL,0,1,31.27,17.26,A:0.31;B:0.28;C:0.24;D:0.17;E:0.0,hlth_ehis_sk1e,WHO_EURO,2024-12-25
2013,IT,SI69,0-4,T,UNDERWEIGHT,15.28,4.02,60.33,0.3504,0,NORDIC_KEYHOLE,0,0,39.46,13.97,A:0.23;B:0.2;C:0.2;D:0.05;E:0.32,hlth_ehis_bm1e,EHIS,2024-07-01
2014,NL,NL165,65+,F,NORMAL,29.58,4.57,51.96,0.7574,1,KEYHOLE,0,0,37.53,5.02,A:0.16;B:0.23;C:0.35;D:0.08;E:0.18,hlth_ehis_dn1e,ECDC_NUTRITION,2025-03-20
2015,SI,PT3,50-64,M,OVERWEIGHT,18.93,5.5,12.18,0.2546,1,NUTRI_SCORE,0,0,55.25,10.12,A:0.12;B:0.28;C:0.19;D:0.18;E:0.23,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-07-12
2016,BG,LU816,35-49,T,OBESE,7.67,1.39,36.0,0.2568,1,NONE,1,0,71.75,4.49,A:0.27;B:0.24;C:0.31;D:0.14;E:0.04,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-06-14
2017,EE,SE91,20-34,F,UNDERWEIGHT,18.22,5.46,12.87,0.6273,0,TRAFFIC_LIGHTS,0,0,65.3,17.47,A:0.24;B:0.24;C:0.12;D:0.23;E:0.17,hlth_ehis_sk1e,WHO_EURO,2025-09-30
2018,HU,AT3,15-19,M,NORMAL,25.21,1.38,19.79,0.072,0,BATTERY_LABEL,0,0,41.02,14.16,A:0.34;B:0.14;C:0.11;D:0.13;E:0.28,hlth_ehis_bm1e,EHIS,2025-08-13
2019,LU,LV2,10-14,T,OVERWEIGHT,23.21,2.94,52.78,0.2748,1,NORDIC_KEYHOLE,0,0,45.45,2.13,A:0.31;B:0.2;C:0.27;D:0.22;E:0.0,hlth_ehis_dn1e,ECDC_NUTRITION,2024-04-17
2020,RO,RO145,5-9,F,OBESE,22.77,3.98,24.12,0.4632,1,KEYHOLE,0,1,29.4,14.88,A:0.25;B:0.34;C:0.34;D:0.05;E:0.02,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-11-19
2021,AT,LV6,0-4,M,UNDERWEIGHT,10.7,5.48,30.38,0.7848,1,NUTRI_SCORE,1,1,69.96,3.98,A:0.19;B:0.25;C:0.31;D:0.09;E:0.16,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-11-26
2022,CZ,ES633,65+,T,NORMAL,8.58,2.28,22.58,0.605,0,NONE,1,1,34.04,4.8,A:0.17;B:0.2;C:0.22;D:0.23;E:0.18,hlth_ehis_sk1e,WHO_EURO,2025-06-17
2023,DE,GR33,50-64,F,OVERWEIGHT,9.97,2.17,10.49,0.0771,1,TRAFFIC_LIGHTS,1,1,51.25,17.81,A:0.17;B:0.15;C:0.11;D:0.23;E:0.34,hlth_ehis_bm1e,EHIS,2024-03-27
2024,LV,AT18,35-49,M,OBESE,16.15,4.76,43.96,0.8059,0,BATTERY_LABEL,0,0,61.89,4.04,A:0.23;B:0.33;C:0.13;D:0.12;E:0.19,hlth_ehis_dn1e,ECDC_NUTRITION,2025-11-06
2025,PL,LU3,20-34,T,UNDERWEIGHT,33.44,4.34,19.56,0.9103,1,NORDIC_KEYHOLE,0,1,28.6,2.19,A:0.15;B:0.16;C:0.11;D:0.21;E:0.37,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-12-02
2026,ES,BG957,15-19,F,NORMAL,16.6,2.34,57.87,0.7698,1,KEYHOLE,1,0,58.52,12.08,A:0.29;B:0.29;C:0.25;D:0.18;E:0.0,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-05-14
2010,HR,DE67,10-14,M,OVERWEIGHT,34.87,2.33,54.4,0.139,1,NUTRI_SCORE,1,1,43.06,8.71,A:0.28;B:0.3;C:0.24;D:0.19;E:0.0,hlth_ehis_sk1e,WHO_EURO,2025-03-26
2011,FI,LU924,5-9,T,OBESE,21.52,3.18,18.66,0.3736,0,NONE,0,1,24.47,13.96,A:0.18;B:0.13;C:0.28;D:0.12;E:0.29,hlth_ehis_bm1e,EHIS,2024-07-14
2012,IE,HR9,0-4,F,UNDERWEIGHT,27.22,3.74,10.51,0.6084,1,TRAFFIC_LIGHTS,0,1,46.41,16.13,A:0.3;B:0.18;C:0.19;D:0.12;E:0.21,hlth_ehis_dn1e,ECDC_NUTRITION,2024-01-16
2013,MT,GR16,65+,M,NORMAL,29.44,1.91,16.52,0.8577,1,BATTERY_LABEL,0,0,32.03,8.79,A:0.1;B:0.26;C:0.34;D:0.08;E:0.22,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-06-22
2014,SK,FI7,50-64,T,OVERWEIGHT,29.32,4.96,11.53,0.7397,0,NORDIC_KEYHOLE,0,1,56.84,16.38,A:0.34;B:0.18;C:0.23;D:0.09;E:0.16,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-03-15
2015,BE,LV65,35-49,F,OBESE,19.14,2.23,12.71,0.5605,0,KEYHOLE,0,1,38.43,6.52,A:0.28;B:0.19;C:0.15;D:0.15;E:0.23,hlth_ehis_sk1e,WHO_EURO,2025-01-02
2016,DK,GR555,20-34,M,UNDERWEIGHT,22.65,4.09,23.14,0.3744,1,NUTRI_SCORE,0,0,48.22,3.0,A:0.29;B:0.25;C:0.15;D:0.12;E:0.19,hlth_ehis_bm1e,EHIS,2025-03-25
2017,GR,DE28,15-19,T,NORMAL,13.78,4.07,47.43,0.439,0,NONE,1,1,27.59,12.7,A:0.28;B:0.28;C:0.29;D:0.16;E:0.0,hlth_ehis_dn1e,ECDC_NUTRITION,2025-06-05
2018,LT,DE174,10-14,F,OVERWEIGHT,10.62,4.82,17.76,0.1729,1,TRAFFIC_LIGHTS,0,1,28.88,4.17,A:0.23;B:0.2;C:0.3;D:0.17;E:0.1,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-10-10
2019,PT,PL19,5-9,M,OBESE,8.81,3.16,34.15,0.0716,1,BATTERY_LABEL,1,1,44.77,1.58,A:0.35;B:0.15;C:0.29;D:0.17;E:0.04,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-05-04
2020,SE,NL7,0-4,T,UNDERWEIGHT,10.1,1.72,18.37,0.5402,1,NORDIC_KEYHOLE,1,1,34.57,5.91,A:0.3;B:0.14;C:0.15;D:0.17;E:0.24,hlth_ehis_sk1e,WHO_EURO,2026-02-23
2021,CY,BE389,65+,F,NORMAL,32.64,5.39,13.32,0.3535,0,KEYHOLE,0,0,63.57,17.4,A:0.1;B:0.11;C:0.27;D:0.24;E:0.28,hlth_ehis_bm1e,EHIS,2024-02-01
2022,FR,FR11,50-64,M,OVERWEIGHT,9.81,6.27,50.53,0.7627,1,NUTRI_SCORE,1,1,66.76,14.27,A:0.25;B:0.19;C:0.3;D:0.12;E:0.14,hlth_ehis_dn1e,ECDC_NUTRITION,2025-07-12
2023,IT,HU96,35-49,T,OBESE,21.2,5.88,59.98,0.5194,0,NONE,0,1,45.42,4.87,A:0.27;B:0.22;C:0.13;D:0.13;E:0.25,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-12-12
2024,NL,PL260,20-34,F,UNDERWEIGHT,14.39,3.12,42.12,0.8995,1,TRAFFIC_LIGHTS,0,0,66.21,15.11,A:0.1;B:0.11;C:0.34;D:0.16;E:0.29,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-01-04
2025,SI,FR49,15-19,M,NORMAL,28.4,3.91,24.28,0.7652,1,BATTERY_LABEL,1,1,32.82,7.75,A:0.21;B:0.33;C:0.27;D:0.12;E:0.07,hlth_ehis_sk1e,WHO_EURO,2024-12-25
2026,BG,FI5,10-14,T,OVERWEIGHT,32.24,5.52,56.96,0.589,1,NORDIC_KEYHOLE,0,1,61.28,4.33,A:0.34;B:0.23;C:0.13;D:0.11;E:0.19,hlth_ehis_bm1e,EHIS,2024-04-18
2010,EE,LU118,5-9,F,OBESE,14.22,2.9,21.62,0.3225,0,KEYHOLE,1,1,34.64,5.38,A:0.27;B:0.19;C:0.21;D:0.16;E:0.17,hlth_ehis_dn1e,ECDC_NUTRITION,2025-04-28
2011,HU,LU29,0-4,M,UNDERWEIGHT,5.06,1.69,25.86,0.6067,0,NUTRI_SCORE,0,1,52.0,9.65,A:0.28;B:0.27;C:0.24;D:0.17;E:0.04,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-02-08
2012,LU,SI497,65+,T,NORMAL,20.3,2.89,30.18,0.5183,1,NONE,0,0,57.23,2.73,A:0.19;B:0.17;C:0.24;D:0.08;E:0.32,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-01-03
2013,RO,SE51,50-64,F,OVERWEIGHT,14.27,6.25,25.01,0.9473,1,TRAFFIC_LIGHTS,0,1,29.75,13.77,A:0.25;B:0.22;C:0.17;D:0.08;E:0.28,hlth_ehis_sk1e,WHO_EURO,2024-10-16
2014,AT,LT475,35-49,M,OBESE,19.68,6.33,21.89,0.8547,0,BATTERY_LABEL,0,1,21.29,8.52,A:0.32;B:0.22;C:0.24;D:0.06;E:0.16,hlth_ehis_bm1e,EHIS,2025-06-07
2015,CZ,RO63,20-34,T,UNDERWEIGHT,20.19,3.24,44.53,0.3461,1,NORDIC_KEYHOLE,0,0,50.3,1.91,A:0.1;B:0.34;C:0.35;D:0.05;E:0.16,hlth_ehis_dn1e,ECDC_NUTRITION,2024-05-02
2016,DE,ES8,15-19,F,NORMAL,24.37,1.7,57.46,0.0798,1,KEYHOLE,0,1,58.41,17.52,A:0.27;B:0.14;C:0.18;D:0.14;E:0.27,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-10-22
2017,LV,IE303,10-14,M,OVERWEIGHT,6.64,3.35,56.1,0.0853,0,NUTRI_SCORE,1,0,52.43,4.84,A:0.19;B:0.26;C:0.12;D:0.09;E:0.34,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2026-02-24
2018,PL,PT326,5-9,T,OBESE,18.9,1.39,61.95,0.7871,1,NONE,0,0,50.56,14.16,A:0.25;B:0.2;C:0.21;D:0.13;E:0.21,hlth_ehis_sk1e,WHO_EURO,2025-09-15
2019,ES,BE29,0-4,F,UNDERWEIGHT,24.52,3.79,38.69,0.2099,0,TRAFFIC_LIGHTS,0,0,46.2,5.07,A:0.15;B:0.21;C:0.17;D:0.12;E:0.35,hlth_ehis_bm1e,EHIS,2025-02-19
2020,HR,CY260,65+,M,NORMAL,7.27,3.23,16.17,0.8739,1,BATTERY_LABEL,1,0,49.58,17.5,A:0.25;B:0.28;C:0.34;D:0.12;E:0.01,hlth_ehis_dn1e,ECDC_NUTRITION,2025-10-25
2021,FI,SK58,50-64,T,OVERWEIGHT,15.75,1.68,8.43,0.9117,1,NORDIC_KEYHOLE,0,1,26.28,10.2,A:0.13;B:0.3;C:0.26;D:0.05;E:0.26,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-05-06
2022,IE,EE76,35-49,F,OBESE,7.47,3.22,31.16,0.292,1,KEYHOLE,0,1,24.02,11.28,A:0.27;B:0.2;C:0.13;D:0.15;E:0.25,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-06-11
2023,MT,PL98,20-34,M,UNDERWEIGHT,30.8,4.59,56.43,0.565,0,NUTRI_SCORE,1,0,23.7,16.65,A:0.15;B:0.26;C:0.15;D:0.18;E:0.26,hlth_ehis_sk1e,WHO_EURO,2025-12-02
2024,SK,EE420,15-19,T,NORMAL,23.02,4.98,57.87,0.651,0,NONE,0,1,21.54,12.99,A:0.19;B:0.34;C:0.18;D:0.06;E:0.23,hlth_ehis_bm1e,EHIS,2025-05-04
2025,BE,SE3,10-14,F,OVERWEIGHT,7.82,6.37,12.32,0.2986,1,TRAFFIC_LIGHTS,0,1,54.0,1.31,A:0.33;B:0.15;C:0.27;D:0.25;E:0.0,hlth_ehis_dn1e,ECDC_NUTRITION,2024-12-19
