gov_debt_reporting_year,gov_debt_issuer_id,gov_debt_debt_type_code,gov_debt_principal_outstanding_usd,gov_debt_principal_issued_usd,gov_debt_principal_retired_usd,gov_debt_interest_cost_usd,gov_debt_average_coupon_rate,gov_debt_maturity_years_weighted,gov_debt_debt_service_coverage_ratio,gov_debt_days_cash_on_hand,gov_debt_liquidity_ratio,gov_debt_net_position_change_usd,gov_debt_unfunded_pension_liability,gov_debt_opeb_liability,gov_debt_bond_rating_agency,gov_debt_bond_rating_value,gov_debt_default_event_flag,gov_debt_refinancing_savings_usd,gov_debt_fiscal_distress_flag
2013,ISSUER0001822,GO_BOND,77758850899.76,42535013822.07,19444325635.4,3948871514.93,6.653,9.014,0.738,475.33,2.536,924694383.91,123142995779.72,40921290106.09,S&P,BB,0,1762846071.4,0
2017,ISSUER0001823,REVENUE_BOND,174183875101.77,39617581450.96,21944360364.14,3343177968.7,6.479,14.132,4.067,43.52,1.916,5695823663.09,127439554727.45,72883599443.15,S&P,A-,0,2092287922.09,0
2001,ISSUER0001824,CERT_PARTICIPATION,82243684324.0,7530237155.44,29266938268.41,5959402869.88,0.724,19.189,2.81,94.77,1.804,-1963907358.55,87653636077.84,31680958541.79,KBRA,AA,0,54975947.05,0
2011,ISSUER0001825,GO_BOND,81061385619.59,16622422988.47,21899941638.06,3249637087.74,6.54,29.835,3.189,29.38,0.402,7738952808.84,111402194486.15,77240711399.86,FITCH,AAA,0,725657499.05,0
2000,ISSUER0001826,REVENUE_BOND,227888644415.65,32040897040.61,9514038093.69,12290261777.7,0.806,17.456,1.285,281.34,0.601,1110902252.37,63490338068.88,63301741196.44,MOODYS,BB,0,1145094696.92,0
2003,ISSUER0001827,REVENUE_BOND,182086404669.1,19322982375.66,9285396502.35,4570728230.96,4.171,29.633,2.987,162.1,1.551,-5602154664.44,125734811875.67,45394804698.46,MOODYS,A+,0,984570948.18,0
2021,ISSUER0001828,GO_BOND,17040138008.54,34754899716.13,38852710428.26,353567404.88,7.238,0.691,4.263,475.77,0.395,2413553116.64,65953699117.21,10267267585.27,S&P,AAA,0,1586054488.94,0
2007,ISSUER0001829,REVENUE_BOND,137294459928.51,11925257433.06,21433154033.69,6419796569.88,5.188,25.952,4.201,140.94,1.802,4270572108.53,91409372474.79,70772161531.75,MOODYS,NR,0,2175131208.53,0
2012,ISSUER0001830,REVENUE_BOND,245568679734.98,22118510150.7,29314640867.78,4852559853.75,1.474,15.794,1.479,308.85,0.806,-1339252686.92,104397059127.21,6858692816.92,S&P,BBB,0,2423978185.99,1
2011,ISSUER0001831,GO_BOND,95656782162.81,30010753203.93,16038660293.14,5279794909.97,6.821,7.244,0.922,444.46,1.787,7527095849.23,66648762496.61,39481033385.39,MOODYS,A,0,1378375411.32,0
2018,ISSUER0001832,GO_BOND,100605362209.5,38486845031.01,13400066785.29,2403975976.26,2.39,21.947,4.214,231.44,0.603,-311297558.59,145871181777.05,3499029378.98,NONE,AA,0,773947272.82,0
2016,ISSUER0001833,REVENUE_BOND,95322582256.46,27273441558.78,29049901448.29,4555648666.52,8.335,18.999,1.057,423.49,0.99,-35480661.19,58874229417.99,55614124755.46,FITCH,BBB,0,540049098.81,0
2004,ISSUER0001834,GO_BOND,126806591761.78,12462545119.4,2880459436.14,3192763937.51,3.568,15.967,3.659,244.57,1.836,-1451546808.65,68655737850.06,62653243540.31,FITCH,AA,0,718108030.97,0
2005,ISSUER0001835,GO_BOND,220010422737.73,5705572192.19,24478091034.68,5988236295.82,3.14,24.973,2.679,329.76,2.163,-5705041204.94,7835567371.43,48016463103.87,S&P,A-,0,875615708.55,0
2018,ISSUER0001836,LEASE,191339046289.69,43252161790.04,23388405591.14,5549612852.32,4.743,19.991,4.091,144.06,0.722,3457404114.12,92316402495.72,39474088841.78,MOODYS,AA+,0,728638036.68,0
2004,ISSUER0001837,GO_BOND,143148581444.62,42184527967.38,38833739214.3,5748011450.6,6.568,11.428,0.932,209.55,0.999,-5750079756.24,3301880197.93,29464219420.67,MOODYS,A-,0,86575010.38,0
2013,ISSUER0001838,NOTES,239784577798.45,28654741447.0,21785627266.06,15378965644.64,8.271,12.0,2.867,258.01,2.529,-6314741160.09,130560195.43,78225806745.24,S&P,A,0,912422064.49,0
2019,ISSUER0001839,REVENUE_BOND,161362034612.59,35281346365.44,18392592120.01,11063058778.58,4.295,2.099,2.067,77.58,1.625,-4470304527.75,151401293031.55,13901982575.49,MOODYS,AA-,0,1904349720.45,0
2018,ISSUER0001840,LEASE,36371240245.96,26148724353.05,3860186090.33,1926390123.93,3.524,25.212,4.191,302.48,2.235,-6143134958.11,111385526152.97,55464133835.38,MOODYS,A+,0,14474019.03,0
2015,ISSUER0001841,GO_BOND,35752046588.31,9931592967.5,23354817934.7,1870260479.03,4.627,12.179,1.02,415.82,2.324,-5591914906.88,2375442138.01,65937638165.33,NONE,AA-,0,70521217.7,0
2001,ISSUER0001842,REVENUE_BOND,207313140208.94,38371779784.86,34810728535.81,6809410808.48,5.102,5.771,4.247,3.1,1.124,-3911816233.39,47799217828.93,24656534809.42,NONE,BBB+,0,1164579449.5,0
2019,ISSUER0001843,GO_BOND,145256135726.65,23771328497.31,26222674006.83,4488356063.76,7.303,10.501,1.561,185.23,0.319,3400829951.32,46293550620.44,20633111267.15,NONE,BBB+,0,271291070.41,0
2002,ISSUER0001844,REVENUE_BOND,53960799611.84,28129367878.97,16611697627.7,3940980024.79,8.103,14.631,1.826,81.28,0.514,6552743344.02,98829418187.49,12009025201.3,S&P,A,0,583867305.9,0
2023,ISSUER0001845,GO_BOND,88521374697.04,1283927156.67,12321556099.54,4001729715.22,3.753,10.584,0.474,280.05,2.82,7309561360.65,89530129335.64,43710908749.72,S&P,BBB,0,1337361996.1,0
2007,ISSUER0001846,GO_BOND,147547473402.63,40983715154.49,8357646039.27,9896474977.16,2.349,5.469,1.943,446.3,0.425,3955533332.72,20762280527.45,15296465900.19,MOODYS,NR,0,1510008208.02,0
2015,ISSUER0001847,GO_BOND,249032662960.99,12862456853.64,17127134021.84,4445308558.99,6.857,5.981,1.796,18.72,0.649,6025896937.2,6788588648.07,16273724443.77,S&P,AA,0,898637245.02,0
2019,ISSUER0001848,GO_BOND,136341096586.76,24930239840.82,23309663420.74,9748545732.53,6.397,0.733,3.126,34.04,0.919,1183844420.4,91090755997.6,17060322291.73,NONE,AA-,0,2265722128.71,1
2009,ISSUER0001849,REVENUE_BOND,231483009098.28,25349756680.79,19830395330.67,8224083534.54,4.267,5.903,2.287,101.61,1.648,-6903020318.15,92178406331.78,30794223455.81,NONE,A-,0,1374887130.24,0
2005,ISSUER0001850,REVENUE_BOND,42117530133.02,7693186970.24,36910443020.33,2447037541.2,3.342,25.578,2.34,202.1,0.029,2094633047.39,112008495670.1,48192231325.02,MOODYS,AAA,0,2306169893.63,1
2014,ISSUER0001851,NOTES,234175366105.36,2778097120.48,15997684869.29,5585874966.04,3.487,15.294,4.491,92.51,0.204,-1214371579.05,4843755573.8,15105060423.18,FITCH,BBB+,0,486461095.48,0
2014,ISSUER0001852,GO_BOND,228518113860.8,19241470813.2,27506633284.51,7281862921.19,2.843,27.592,3.453,35.18,0.481,2216349195.39,158906686713.27,11630533807.1,NONE,AA-,0,1975977645.92,0
2009,ISSUER0001853,REVENUE_BOND,127653840184.53,30515296985.11,5480700934.78,2050540065.21,1.939,8.49,2.417,265.14,0.966,-6582847458.34,123500606847.29,37541003778.08,KBRA,AA+,0,1481504640.42,0
2021,ISSUER0001854,GO_BOND,208835815260.77,34819680086.7,17038539356.69,15582356861.34,2.631,6.717,1.247,216.45,1.788,3962713590.75,8707543875.78,3833138252.43,FITCH,AA-,0,324064778.57,0
2013,ISSUER0001855,REVENUE_BOND,112505372875.79,6360435605.92,29756356357.21,6563742827.7,7.095,28.107,1.96,429.44,0.035,-6763690187.43,30501154081.83,43757715187.85,MOODYS,BBB+,0,1746438604.17,0
2006,ISSUER0001856,LEASE,37841544088.79,22785450110.08,39535017230.46,708522057.5,3.355,27.804,4.123,375.19,2.085,-6455571123.83,130532718052.29,7114117482.84,S&P,AA,0,1081892979.35,0
2018,ISSUER0001857,GO_BOND,193419369428.4,31891832842.37,38688506105.81,8035656681.15,7.01,14.713,1.998,37.98,2.443,-2971088572.58,38763034298.33,57576164740.39,FITCH,A,0,1811880177.14,0
2003,ISSUER0001858,GO_BOND,16870144361.73,37699403948.15,13729817890.84,413135502.4,1.415,9.105,1.299,288.94,2.153,7314415458.18,107138395433.49,32923882722.78,NONE,BB+,0,14693715.35,0
2019,ISSUER0001859,REVENUE_BOND,103009273934.73,9294258021.26,39330960350.2,3127000793.5,5.272,20.677,0.539,212.62,0.275,3347890174.8,7155445178.16,62944908445.2,NONE,AA-,0,1730758205.76,0
2025,ISSUER0001860,GO_BOND,16497161408.87,4831439505.36,24271974688.65,962229499.18,2.239,9.063,4.037,316.83,1.361,947647847.79,98047246215.69,19738765565.97,NONE,BBB,0,1793418197.24,0
2005,ISSUER0001861,REVENUE_BOND,11094984629.14,9511777494.16,37335195857.49,511808257.8,7.039,11.014,1.543,176.94,2.381,1409376692.74,33834875682.39,51577868474.42,NONE,A+,0,1427957687.36,0
2009,ISSUER0001862,NOTES,208286893032.76,8642595515.83,26846944553.93,4861511960.59,2.91,8.532,3.42,178.82,0.94,-6702271730.1,113128651709.1,26131024346.79,MOODYS,BBB+,0,1661259925.56,0
2004,ISSUER0001863,PENSION_OBLIGATION,176707906807.97,17635230502.0,32328631715.46,5807983027.98,1.221,0.842,1.452,52.99,2.689,5318528345.1,143819875344.16,57554798840.55,KBRA,BB+,0,2201015882.92,0
2011,ISSUER0001864,NOTES,111789252961.33,31267595643.89,11266493645.83,1596729835.04,3.392,27.755,1.212,90.77,1.112,-2447395524.46,152677335195.94,51975278868.51,NONE,A,0,2019431745.88,0
2005,ISSUER0001865,REVENUE_BOND,202270819257.68,4730852553.24,12511799719.04,8431836470.73,2.602,7.262,4.256,291.19,1.734,-5534591706.52,68525294906.7,25928660672.71,NONE,AA-,0,1877865664.86,0
2006,ISSUER0001866,GO_BOND,162078378025.26,32060897108.89,4095844929.02,8180105133.41,4.987,12.703,4.453,271.24,2.203,3856182415.04,9119129686.29,33231385488.41,NONE,A-,0,1763506361.42,0
2022,ISSUER0001867,PENSION_OBLIGATION,179998430664.97,11494666342.93,37717908451.3,12670690149.08,7.414,25.159,2.003,106.27,1.595,4691018967.5,134190496160.62,4210346181.51,FITCH,BBB+,0,937478972.51,0
2018,ISSUER0001868,LEASE,182369474153.64,28382304903.59,7937786365.96,3521720954.63,5.308,14.46,3.841,508.88,1.927,-1698269847.57,136002671108.22,78161718860.29,NONE,A-,0,28433869.01,0
2010,ISSUER0001869,GO_BOND,29997735472.1,16422726037.15,4164438412.12,822803992.66,2.887,25.9,0.591,338.03,2.34,3554850023.47,18875205888.13,66565443188.9,S&P,BBB,0,1893003172.12,0
2012,ISSUER0001870,GO_BOND,147241763831.66,14390714750.56,1767962695.48,9022000446.05,1.199,21.691,0.433,487.99,2.238,-4057474673.23,3793098170.39,47633364716.61,S&P,BBB,0,1386591853.19,0
2011,ISSUER0001871,CERT_PARTICIPATION,46098010570.4,42967202158.27,23678214609.08,1235549505.45,5.636,12.418,1.432,17.43,2.054,-7992830945.7,48512964722.03,48028364946.63,FITCH,BBB,0,893900873.9,0
2014,ISSUER0001872,REVENUE_BOND,101679872558.15,17347686281.65,8910912527.68,2682993842.16,5.006,23.484,1.586,290.36,2.022,2060460786.76,409353468.47,1683420322.99,FITCH,BBB-,0,88262588.61,0
2015,ISSUER0001873,GO_BOND,12264845263.69,21593797887.03,28583895662.43,166742565.1,3.028,28.705,3.458,447.82,0.061,765392406.94,33933255177.12,8085381333.79,MOODYS,AA,0,1123777988.39,1
2001,ISSUER0001874,NOTES,34242376401.09,21052634618.1,21228888756.38,1689514119.57,2.017,23.004,3.352,62.01,2.132,-6740802058.46,35471689127.27,34311260843.16,MOODYS,AA-,0,307479539.76,0
2006,ISSUER0001875,NOTES,36429731869.23,19861613489.79,38973019442.47,688365555.94,5.295,22.882,3.218,58.11,0.487,-7799753323.59,120044678440.18,49610536932.06,S&P,AA-,0,1259967793.92,0
2021,ISSUER0001876,GO_BOND,205779290796.74,6915290877.12,9710197374.73,6547289762.22,4.274,17.973,1.223,475.36,0.275,847626370.93,112376859796.23,10014190028.18,S&P,NR,0,888662700.25,0
2015,ISSUER0001877,REVENUE_BOND,110434565940.6,38102158714.86,2909894557.91,3477031955.48,6.556,0.531,1.802,166.57,0.619,-600770965.64,99433470327.46,15336364235.43,MOODYS,A,0,2487137409.86,0
2016,ISSUER0001878,REVENUE_BOND,237558445940.45,12613767968.52,34826428251.59,5448148568.15,2.571,6.717,2.716,426.41,1.265,4762622398.27,97906843374.66,58257482385.55,NONE,AA+,0,26609078.64,0
2025,ISSUER0001879,LEASE,136115232829.06,21771287886.43,1457473875.46,1526808206.04,8.316,13.37,1.529,238.44,1.53,-3777779266.94,99591128294.01,52471002473.6,S&P,A,0,1201882192.52,0
2015,ISSUER0001880,GO_BOND,11486314211.57,2138225776.59,38869123812.25,581594419.02,4.028,29.606,0.79,58.02,2.741,6638660731.55,155110513746.33,21327429823.47,NONE,AA-,0,1008183596.81,0
2007,ISSUER0001881,REVENUE_BOND,32472218553.77,21025022514.26,2417658815.23,1959113634.82,3.543,17.834,1.439,403.13,0.176,-2455838514.89,30428525806.62,14851072710.59,MOODYS,A+,0,1316482584.91,0
2002,ISSUER0001882,GO_BOND,175303613851.2,43756990956.99,17430016260.37,10000451552.96,4.016,12.121,4.062,491.36,1.882,7446995928.59,1735924366.71,8811016120.99,S&P,A+,0,2409047932.6,0
2005,ISSUER0001883,GO_BOND,26491331779.33,8151505416.58,577020757.42,1022057552.65,5.347,4.575,1.556,207.97,0.742,7510139856.09,124089616712.0,48478895230.05,NONE,BBB-,0,974639504.33,0
2013,ISSUER0001884,REVENUE_BOND,38893018498.01,7465975950.13,16965819969.11,821563711.73,8.427,6.328,3.091,501.78,1.395,-1749924067.54,159577087523.67,72353985086.38,S&P,AA+,0,1697591922.55,0
2018,ISSUER0001885,PENSION_OBLIGATION,155284642804.79,13200157300.87,994351608.72,11369505905.32,5.693,27.582,2.825,346.62,2.29,-5174189378.19,156690236929.68,78010616973.39,MOODYS,A-,0,1269664753.55,0
2025,ISSUER0001886,REVENUE_BOND,1136622073.24,6935864727.96,33932080134.83,36909299.41,4.438,19.25,3.714,392.35,0.6,-975578278.1,41341835329.42,37096014808.96,S&P,AA-,0,894030676.03,0
2010,ISSUER0001887,LEASE,154555807582.76,31174268884.35,33987333424.29,2528947728.28,7.147,9.963,4.181,438.39,1.593,1128879486.64,107251254316.84,18957052373.14,S&P,A-,0,203621526.77,0
2018,ISSUER0001888,REVENUE_BOND,62651362691.44,9474054404.6,13339215312.68,4298926158.83,1.552,8.386,1.353,225.82,1.968,6829014942.64,70100505369.04,30369857157.89,MOODYS,AA-,0,756613661.37,0
2015,ISSUER0001889,NOTES,60648395667.96,21869984663.77,15288625087.51,3211335466.98,2.838,28.483,2.441,378.27,2.135,-6716456919.98,38573046703.79,1824101948.95,FITCH,A,0,2306752044.87,0
2001,ISSUER0001890,REVENUE_BOND,246604969116.33,22766005716.33,24590586606.0,11635858926.92,6.046,4.242,1.355,409.78,1.771,-4013510900.89,116366554233.59,8585758076.58,NONE,AA-,0,2291362873.23,0
2017,ISSUER0001891,GO_BOND,41563980029.39,18499137238.72,32781302202.17,3026980420.19,7.812,29.259,0.633,342.37,1.392,1306819968.06,77359074857.87,27282926224.15,NONE,AA+,0,1763482337.06,0
2021,ISSUER0001892,NOTES,187421309722.14,28384188213.79,18000508327.52,12765483500.8,7.277,29.89,2.463,311.1,1.418,-172050732.02,108858453549.12,50301790065.77,KBRA,AA,0,1503762558.16,1
2011,ISSUER0001893,REVENUE_BOND,79580244443.47,23769909036.03,7322741084.23,3632457698.74,7.167,19.836,1.212,395.5,0.75,5919642766.37,80121611916.92,28533445595.29,S&P,NR,0,852627986.99,0
2006,ISSUER0001894,GO_BOND,90776037551.55,37428138071.1,8902202862.42,2078216522.71,7.353,13.651,3.333,183.25,0.769,6450944634.35,120024740022.42,68390214840.47,S&P,BB+,0,1802896007.59,0
2000,ISSUER0001895,REVENUE_BOND,48221709133.35,27007932215.24,2686502293.89,1038515880.91,1.562,12.984,2.132,406.57,2.837,-2170138030.4,137686828079.87,23237358536.7,NONE,AA,0,1756021224.03,0
2016,ISSUER0001896,NOTES,70234956297.23,14490203313.59,33931457406.32,3864196382.09,5.928,12.753,1.126,429.06,2.824,3483245936.18,109119806769.88,6638869330.28,S&P,A+,0,1484165764.92,0
2013,ISSUER0001897,GO_BOND,63384156497.12,864519288.99,16346472986.82,2344139030.96,5.816,3.091,3.36,110.3,0.26,-185069871.89,129073664018.81,4731456122.12,S&P,A,0,1840313128.07,0
2001,ISSUER0001898,LEASE,55674478164.82,15000015455.05,33066732905.25,1523463142.83,3.029,24.711,3.66,61.59,0.11,7806486519.17,133858233360.43,13961301320.48,MOODYS,A-,0,1649612835.02,0
2011,ISSUER0001899,NOTES,240271556882.21,43749150686.1,24481039488.61,17598145770.63,6.89,24.901,2.377,284.65,2.635,2726181250.72,20921700537.21,78630664246.09,S&P,BBB-,0,1445829908.73,1
2002,ISSUER0001900,PENSION_OBLIGATION,125541280600.95,27096882468.73,12221799405.25,7628128925.88,3.734,29.22,4.278,377.31,1.805,-6525818738.67,107359444367.88,14306798471.28,S&P,AAA,0,1956254488.08,0
2003,ISSUER0001901,LEASE,21934311998.51,30047153112.79,32327919424.18,357713032.86,5.582,27.395,3.723,2.71,0.982,-2728102341.08,5459131681.22,15012450330.58,MOODYS,AA-,0,1703145872.66,0
2016,ISSUER0001902,REVENUE_BOND,77212700500.56,13235378560.07,19590219370.66,1150260349.83,7.264,23.168,2.032,4.91,0.445,-1212140290.98,110690678173.37,65859486432.19,NONE,BBB-,0,488542778.8,0
2000,ISSUER0001903,CERT_PARTICIPATION,110990916893.11,25079635227.79,16307661235.91,4244728416.83,1.785,9.052,1.87,153.42,2.173,7251477011.94,37589888956.23,75107699011.14,MOODYS,AA,0,1082929731.6,0
2024,ISSUER0001904,REVENUE_BOND,67656740769.02,19365773862.16,6155226101.01,3054765925.9,6.789,25.13,1.137,297.69,0.689,2731527155.6,16907922333.96,24505613663.07,MOODYS,A-,0,2451999539.02,0
2007,ISSUER0001905,LEASE,136563683925.68,21592184127.79,35776291967.44,1391401058.8,5.58,19.11,0.842,135.09,0.245,-4913036433.27,153397674216.15,56319449555.06,MOODYS,A-,0,1238412104.25,0
2020,ISSUER0001906,NOTES,73985060165.02,2441700265.03,1494495064.83,4269131261.3,7.714,15.986,1.813,49.65,2.466,7143819417.01,109521115203.97,53803772738.36,FITCH,A-,0,529502111.93,0
2022,ISSUER0001907,GO_BOND,176760884557.11,23032933646.87,37383364810.55,13070052570.24,8.133,6.51,3.64,326.49,1.262,6197358638.1,109466525127.88,39622579846.25,MOODYS,A,0,994152929.42,0
2009,ISSUER0001908,GO_BOND,234544454293.86,10224487348.83,24426789666.83,6421733311.01,7.582,19.58,0.754,299.97,1.082,4325227704.83,122196338142.97,7550291864.24,S&P,AA+,0,1639381603.72,0
2024,ISSUER0001909,GO_BOND,145145959897.52,21374832323.58,589417283.15,2857884513.23,5.834,8.923,1.947,374.37,1.352,4042063819.55,112806614105.91,70408941121.94,S&P,AA,0,2276695396.89,0
2023,ISSUER0001910,NOTES,195881319658.72,36262438502.9,5097567933.04,8278827718.51,1.467,14.968,4.356,7.76,0.06,-6128539532.2,86793625550.46,13970604787.41,S&P,AA-,0,2263155493.93,0
2001,ISSUER0001911,REVENUE_BOND,78095314272.1,3144991984.09,19342294075.75,5896029078.61,1.449,12.996,4.395,38.75,0.699,-3018233063.88,49870353476.09,56099501153.5,S&P,BBB,0,2162079944.77,0
2022,ISSUER0001912,LEASE,109650731781.65,24345249351.74,39390837226.38,1489427418.97,6.241,14.203,2.8,324.45,1.136,-2574803467.57,143967069141.86,69785971758.85,FITCH,AA-,0,690361514.74,0
2003,ISSUER0001913,GO_BOND,128752160070.02,28512062314.51,21373486686.05,5541869636.66,8.444,8.573,0.898,461.67,0.454,6564625743.57,73647901720.47,61690887024.34,S&P,AA-,0,2381796555.18,1
2000,ISSUER0001914,REVENUE_BOND,177242021676.01,33217890585.67,35108564505.44,2675047836.36,0.749,6.994,0.542,445.69,2.693,-5601961461.13,156777480724.8,435537729.28,S&P,A,0,1495177909.98,0
2017,ISSUER0001915,REVENUE_BOND,174469396509.07,15886834462.13,18010445904.51,10231244481.56,5.586,15.629,0.966,160.69,1.72,-392725582.42,151705006650.73,58265212480.8,S&P,A,0,1501712154.84,0
2013,ISSUER0001916,GO_BOND,135236169740.88,5915994767.39,24602383160.16,5817289938.36,4.936,8.408,0.307,6.63,0.095,269177827.66,127814725721.52,56868034700.13,KBRA,AA,0,572531903.69,0
2012,ISSUER0001917,REVENUE_BOND,225224269025.92,11222706588.59,11463286625.38,10209204731.23,3.765,5.25,1.694,16.93,0.773,5950632404.05,119302409805.83,57355762145.85,S&P,BBB+,0,1194425272.83,0
2024,ISSUER0001918,REVENUE_BOND,20353557556.84,7304602149.82,26362305593.51,1193953769.51,1.427,8.377,0.586,165.34,1.314,-729241687.45,64445534643.38,58156449954.7,S&P,AA,0,800018778.58,0
2008,ISSUER0001919,LEASE,41431845981.59,43194770834.06,26890001552.57,2046814197.63,6.005,10.785,1.377,348.59,1.587,2347151826.22,21934987576.86,21549446555.99,FITCH,BBB,0,1708048342.55,0
2004,ISSUER0001920,REVENUE_BOND,159562880304.52,36098942354.4,18814403503.82,4122684692.15,7.459,8.189,3.304,347.19,0.17,-5325839168.98,18607431915.15,32391232221.93,KBRA,BBB+,0,2359044832.83,0
2004,ISSUER0001921,REVENUE_BOND,67177719888.52,35498334436.37,1371731833.59,691458182.2,1.181,3.82,2.469,307.01,1.423,5829233668.51,9744293566.94,7677381959.98,FITCH,A+,0,1307248313.19,0
2022,ISSUER0001922,REVENUE_BOND,144848547241.71,41153187785.42,31819675732.55,2431163224.45,2.986,10.938,0.352,266.14,0.715,4692059310.26,73815758124.49,78247958449.72,S&P,AA+,0,2090106488.48,0
2014,ISSUER0001923,NOTES,130098326683.41,576608930.83,16536334432.0,2656231863.07,6.08,17.265,3.56,13.0,0.81,5024603063.94,6638530669.68,49248501068.89,FITCH,AA-,0,1677907299.22,0
2024,ISSUER0001924,REVENUE_BOND,70837017481.85,28727535772.85,36883006058.38,3927157664.7,2.405,27.374,3.84,357.35,2.82,5592802224.59,38757286510.04,10836911267.76,FITCH,BBB-,0,2410509293.45,1
2014,ISSUER0001925,NOTES,165744362555.28,34593597563.94,19989524408.08,8959312824.55,0.519,25.257,2.857,390.22,1.011,-2240145577.16,19515701936.4,33589716614.64,FITCH,AA+,0,1838080698.1,0
2023,ISSUER0001926,NOTES,162740158901.19,19523873724.07,39186806111.91,8112799937.22,0.639,19.514,2.429,173.17,0.063,4609891755.89,149752847866.05,11095542962.2,MOODYS,AA,0,1975075665.79,0
2009,ISSUER0001927,GO_BOND,247676946157.37,28924005939.61,20597629859.29,11563348604.06,8.362,16.689,2.092,23.81,0.652,-4107321509.87,61323676450.2,75796804644.08,FITCH,AA,0,518282164.77,0
2021,ISSUER0001928,REVENUE_BOND,56098155330.97,14643560854.51,32624192252.18,2374593877.06,0.744,27.09,3.216,118.28,1.919,3016070184.99,135912015890.47,39799491131.6,MOODYS,AA,0,1959052594.65,1
2018,ISSUER0001929,GO_BOND,159093941933.49,42205574067.57,38772681981.19,10842213337.76,1.683,3.317,0.624,389.82,0.715,-1546953455.15,117465355472.96,35155663572.96,FITCH,AAA,0,1288017649.23,0
2004,ISSUER0001930,REVENUE_BOND,129709475818.92,13134896688.3,28870657072.97,8585305931.01,4.871,1.473,0.999,439.94,2.177,-312334649.23,58949629180.1,57301124308.15,KBRA,BB+,0,1231144075.19,0
2008,ISSUER0001931,NOTES,60283849609.08,23009180938.21,29948959299.44,2088253687.98,5.29,7.4,4.319,66.6,0.305,-924623666.0,126831580661.81,43558078151.51,FITCH,BBB+,0,2473509217.17,0
2018,ISSUER0001932,CERT_PARTICIPATION,129357883976.12,36076772680.14,36373226961.5,5414506316.16,2.467,10.643,0.861,345.1,0.21,7777514904.74,80443001860.78,28052915177.15,S&P,A,0,1049173940.55,0
2005,ISSUER0001933,GO_BOND,223789022197.35,4358757397.88,13289788364.38,16388241598.16,3.928,28.007,3.35,161.73,2.369,-183631743.48,42927720422.95,21891551512.05,NONE,BBB-,0,711453960.58,0
