qol_amen_inventory_year,qol_amen_service_area_id,qol_amen_park_acres_per_1k,qol_amen_playground_count,qol_amen_trail_miles_total,qol_amen_library_branches_count,qol_amen_library_visits_per_capita,qol_amen_public_pool_count,qol_amen_recreation_program_participation,qol_amen_arts_venue_count,qol_amen_community_center_count,qol_amen_clinic_access_points_count,qol_amen_childcare_slots_per_1k,qol_amen_senior_center_count,qol_amen_public_restroom_count,qol_amen_tree_canopy_acres,qol_amen_streetlight_density,qol_amen_sidewalk_coverage_pct,qol_amen_accessibility_score_ada,qol_amen_amenity_equity_index
2014,SVC000001766,73.7165,31,105.21,83,15.156,19,0.1948,125,3,85,10.99,35,213,32439.77,44.069,28.46,20.97,0.3269
2023,SVC000001767,72.1196,37,576.82,30,28.52,32,0.6386,145,70,180,118.08,31,376,36562.02,48.482,84.79,59.71,0.636
2025,SVC000001768,90.8897,295,516.79,92,33.265,43,0.7835,61,1,133,107.1,56,321,5388.66,149.101,14.93,18.63,0.0617
2011,SVC000001769,49.3918,95,220.25,62,15.492,32,0.6242,90,69,52,70.8,52,650,43601.88,137.924,48.82,98.65,0.1279
2014,SVC000001770,39.7579,107,78.34,95,24.927,36,0.8796,49,10,11,53.03,25,471,5288.31,212.025,70.66,74.38,0.0981
2011,SVC000001771,101.839,419,261.62,67,31.381,14,0.4935,88,21,4,44.65,31,340,13125.62,22.595,97.17,90.48,0.7518
2023,SVC000001772,75.5761,235,204.34,98,29.574,13,0.1165,3,74,115,103.82,19,248,4917.39,85.621,76.88,40.27,0.6233
2016,SVC000001773,61.5282,412,839.3,54,16.434,7,0.304,77,21,147,13.47,54,289,25112.13,80.209,8.51,28.81,0.7989
2023,SVC000001774,114.3683,142,864.55,87,36.525,45,0.6881,124,31,198,11.85,50,7,3503.17,54.931,56.78,64.63,0.6028
2020,SVC000001775,33.1534,323,529.34,75,1.307,27,0.1404,51,20,64,107.14,48,61,20841.26,199.455,50.24,87.11,0.0063
2013,SVC000001776,43.5825,193,480.1,34,32.939,29,0.2421,5,41,101,47.71,34,104,46612.09,150.59,81.11,87.06,0.5935
2025,SVC000001777,44.3396,144,125.96,86,0.289,23,0.6356,63,60,36,79.56,22,520,28166.75,29.543,38.02,46.74,0.9894
2020,SVC000001778,90.6247,424,482.86,12,10.726,9,0.0324,115,33,165,87.97,32,93,37835.47,40.818,49.65,25.04,0.2992
2022,SVC000001779,2.5898,296,67.73,75,24.704,36,0.1719,55,53,56,55.18,15,228,6670.51,12.545,0.22,49.69,0.519
2025,SVC000001780,107.7779,87,79.2,81,18.414,26,0.98,143,47,96,94.83,47,223,46672.9,78.709,82.01,21.09,0.9469
2016,SVC000001781,25.91,430,378.06,74,39.806,27,0.9281,133,67,88,109.39,41,328,8793.19,203.694,79.21,79.13,0.3068
2016,SVC000001782,45.0621,252,134.58,98,22.902,26,0.7078,106,61,146,56.55,48,548,38928.7,98.952,31.96,17.75,0.375
2018,SVC000001783,69.7252,50,396.6,13,9.845,2,0.3385,68,13,156,90.44,4,554,3052.03,214.08,1.6,50.13,0.5657
2012,SVC000001784,81.6593,238,199.89,68,2.807,14,0.766,62,53,12,2.83,38,102,28028.33,178.283,69.89,39.89,0.8008
2020,SVC000001785,60.7054,351,152.47,87,24.159,17,0.6919,95,29,36,4.82,60,58,35822.64,89.709,69.82,88.94,0.2528
2009,SVC000001786,26.1705,247,88.15,29,22.571,12,0.2897,147,22,154,106.19,7,34,5165.39,143.563,7.24,38.52,0.7353
2012,SVC000001787,55.8356,164,607.39,63,22.374,14,0.6324,94,27,34,40.77,41,137,28803.95,35.841,18.13,79.96,0.2466
2018,SVC000001788,16.9537,45,830.13,85,31.815,44,0.3082,17,41,176,86.11,26,153,20703.02,78.7,49.36,97.42,0.2021
2017,SVC000001789,15.5728,164,40.69,16,39.298,20,0.0854,0,13,62,80.15,20,91,29594.78,67.418,45.22,77.12,0.4896
2012,SVC000001790,108.3889,488,104.27,56,20.729,6,0.4455,52,10,146,90.35,24,526,40905.36,212.151,41.71,70.34,0.6602
2014,SVC000001791,80.725,416,41.13,35,38.957,43,0.0205,99,75,47,74.27,37,599,9338.48,138.17,9.55,28.5,0.0153
2024,SVC000001792,43.6281,372,639.96,59,6.871,12,0.235,148,28,138,20.02,44,307,4955.21,234.057,90.39,46.83,0.233
2011,SVC000001793,43.5252,79,439.81,26,16.608,35,0.4371,46,73,189,48.65,6,123,31.7,67.285,5.68,50.71,0.347
2009,SVC000001794,94.3813,13,426.84,37,20.565,25,0.2304,34,3,193,98.34,54,421,11357.33,75.53,62.51,75.64,0.5646
2022,SVC000001795,74.6164,499,784.27,55,27.576,5,0.8405,76,37,141,111.68,9,428,38279.16,142.719,68.07,77.6,0.3834
2012,SVC000001796,24.1775,294,896.8,80,1.276,45,0.9075,44,31,155,61.37,9,566,13716.36,87.698,62.45,87.77,0.8867
2019,SVC000001797,95.3436,75,315.28,31,7.465,28,0.3061,78,5,189,18.05,21,329,6568.69,122.161,70.8,93.66,0.0595
2016,SVC000001798,10.3587,352,197.27,89,8.258,36,0.5427,130,25,200,40.87,54,480,9246.65,96.381,39.28,51.33,0.4129
2017,SVC000001799,26.5008,356,748.13,57,7.428,44,0.7372,67,49,9,44.26,37,214,19855.8,217.603,30.95,12.45,0.0985
2014,SVC000001800,118.7749,367,14.54,88,27.201,44,0.8908,142,29,65,105.25,39,606,3305.87,228.984,45.57,80.26,0.8627
2015,SVC000001801,60.249,398,649.25,57,1.194,32,0.2889,67,47,195,90.07,40,156,12803.87,12.643,31.11,82.15,0.2146
2012,SVC000001802,93.4601,238,811.21,36,15.948,23,0.8538,1,15,81,109.64,50,540,27794.07,57.206,29.26,20.61,0.566
2014,SVC000001803,13.2572,79,250.26,99,27.689,31,0.4095,85,30,20,58.7,28,445,22113.95,68.917,33.97,13.57,0.7175
2017,SVC000001804,83.5733,225,381.28,28,22.821,27,0.3623,136,57,8,118.72,14,646,7516.04,200.78,29.03,80.81,0.7914
2011,SVC000001805,86.7844,495,476.13,23,5.836,36,0.2348,129,70,39,22.37,10,261,43118.52,242.854,19.04,70.34,0.2534
2024,SVC000001806,94.0765,256,456.81,99,11.789,11,0.5155,79,70,6,100.68,17,614,40619.09,21.488,4.05,72.53,0.6015
2023,SVC000001807,26.3216,203,798.47,67,14.124,0,0.0378,123,42,83,28.52,51,525,47495.7,108.364,27.45,64.06,0.6518
2020,SVC000001808,108.1037,202,632.21,57,4.574,13,0.2545,36,61,145,40.78,22,35,5635.47,203.581,12.8,39.01,0.0243
2023,SVC000001809,4.7768,10,804.73,38,19.29,20,0.5374,134,60,189,35.84,3,454,27592.27,192.52,21.43,45.17,0.2494
2019,SVC000001810,66.8729,173,719.17,17,14.849,31,0.6242,12,14,148,55.49,52,654,13472.58,109.406,75.34,26.88,0.6238
2010,SVC000001811,96.734,372,194.57,95,29.972,0,0.4571,97,21,135,41.14,19,446,38522.15,29.683,49.05,8.54,0.6304
2022,SVC000001812,53.7031,236,609.06,94,0.145,0,0.7353,79,41,59,22.63,26,168,6880.26,53.025,65.33,75.2,0.9706
2023,SVC000001813,50.3192,384,867.56,7,21.613,48,0.5175,59,17,147,109.88,5,203,31638.14,249.366,11.0,50.46,0.2364
2014,SVC000001814,88.8353,276,857.06,19,26.19,22,0.3317,85,71,185,18.38,58,297,46213.36,47.289,34.99,62.45,0.6335
2011,SVC000001815,93.9964,38,304.3,39,11.945,25,0.5534,68,8,86,110.67,52,569,22894.02,186.341,63.67,52.85,0.8916
2013,SVC000001816,12.4695,484,686.17,66,22.33,19,0.9171,39,29,35,49.35,16,104,22644.2,19.766,34.08,98.99,0.3636
2012,SVC000001817,92.7766,423,56.18,12,18.606,16,0.1574,74,13,35,5.57,27,273,40872.2,34.101,82.71,94.64,0.5803
2025,SVC000001818,75.5467,2,457.74,77,4.595,11,0.6135,67,51,54,59.45,29,333,1199.27,149.796,5.94,49.25,0.7824
2019,SVC000001819,66.4178,135,682.48,31,14.74,27,0.9841,88,38,180,25.07,20,244,11874.34,229.177,48.03,42.73,0.7984
2019,SVC000001820,1.1789,1,458.0,30,21.723,35,0.6327,130,50,11,17.46,13,439,35764.92,80.818,93.47,17.86,0.4104
2014,SVC000001821,21.965,164,585.55,29,6.49,34,0.7897,138,36,168,92.21,19,5,42976.0,101.892,48.99,55.62,0.9733
2015,SVC000001822,110.8101,344,139.68,58,15.586,30,0.4096,90,11,113,61.32,36,543,2449.39,25.056,96.73,88.59,0.2714
2014,SVC000001823,79.3782,330,426.49,82,30.183,24,0.3359,122,11,43,113.73,56,3,46339.7,12.072,13.34,56.55,0.2088
2014,SVC000001824,104.4193,91,206.09,50,6.315,14,0.2862,133,47,1,45.57,37,544,10671.47,203.09,18.13,47.77,0.0664
2021,SVC000001825,83.8904,469,454.33,61,29.712,21,0.2757,54,8,178,93.1,12,224,32958.4,125.42,4.11,71.79,0.5167
2019,SVC000001826,5.9105,85,401.0,6,16.983,15,0.8914,98,65,14,15.16,37,352,34554.49,170.283,93.64,85.97,0.0157
2017,SVC000001827,91.5136,448,809.34,1,35.391,16,0.612,136,24,55,90.03,44,667,29208.19,224.248,17.25,66.38,0.5918
2018,SVC000001828,40.0147,481,188.02,76,20.884,33,0.0124,27,45,87,103.06,14,389,4216.58,232.269,95.05,6.46,0.8255
2017,SVC000001829,2.0698,124,638.09,22,19.846,6,0.8724,34,3,178,61.19,20,233,37016.86,49.624,21.44,56.97,0.5528
2016,SVC000001830,69.3749,272,477.9,75,17.397,15,0.0865,87,12,143,52.44,21,411,44783.07,90.336,96.49,37.86,0.3858
2014,SVC000001831,119.469,81,157.45,26,16.671,6,0.9686,107,45,21,56.84,34,637,37956.51,133.494,89.0,55.04,0.8646
2010,SVC000001832,114.5071,150,827.61,24,4.193,40,0.4013,33,52,101,106.76,6,554,16373.19,99.464,34.33,18.77,0.6507
2023,SVC000001833,101.2552,422,161.64,7,21.177,17,0.0506,33,7,60,68.38,10,269,32131.46,13.668,93.91,26.78,0.7372
2021,SVC000001834,63.6523,379,734.17,40,20.53,12,0.8047,20,78,112,48.18,3,202,34649.75,218.592,47.88,74.42,0.5669
2011,SVC000001835,39.4804,228,351.12,71,18.722,6,0.1665,142,34,107,13.49,12,292,47626.76,97.503,32.11,14.03,0.3629
2020,SVC000001836,77.5475,240,329.7,70,30.996,34,0.5101,6,21,60,33.71,28,588,7795.13,149.856,63.6,69.38,0.6817
2009,SVC000001837,33.3026,333,58.07,93,8.565,18,0.5943,137,59,184,50.15,41,332,48972.31,198.259,55.07,20.95,0.8257
2025,SVC000001838,30.4957,334,97.69,42,11.956,14,0.6812,77,79,198,31.87,18,0,29298.2,23.936,11.82,50.08,0.1457
2013,SVC000001839,95.4008,454,591.96,43,25.719,26,0.968,6,15,154,20.39,19,140,7170.37,3.593,76.07,19.95,0.4895
2019,SVC000001840,98.3319,420,476.82,86,28.868,24,0.2606,80,52,169,45.13,31,257,22561.32,144.259,29.59,32.65,0.6674
2022,SVC000001841,34.108,176,463.39,42,22.512,44,0.5003,19,63,156,40.31,39,248,9870.99,162.622,2.46,12.68,0.6861
2020,SVC000001842,74.1721,24,899.39,42,18.283,44,0.1147,110,28,103,13.96,9,239,7070.89,89.043,41.17,26.96,0.9037
2009,SVC000001843,70.4952,232,858.57,82,27.728,39,0.2948,144,35,147,116.3,35,317,41305.65,182.734,83.06,68.75,0.3948
2016,SVC000001844,41.3413,250,873.23,16,35.173,21,0.6109,102,9,42,59.11,6,400,6149.14,148.366,94.74,99.43,0.9683
2012,SVC000001845,66.6414,308,261.0,45,38.861,9,0.9566,97,79,51,49.46,19,258,30119.37,60.115,68.17,80.34,0.0622
2022,SVC000001846,3.9955,288,533.6,0,19.111,36,0.0548,78,31,170,36.21,20,130,15331.34,2.696,95.71,26.96,0.8698
2023,SVC000001847,21.2856,56,60.94,82,38.775,11,0.8473,128,50,155,33.6,25,555,7015.47,168.353,37.58,95.75,0.7198
2017,SVC000001848,83.8107,467,474.74,89,22.427,14,0.3868,97,75,111,68.59,14,243,9405.4,161.513,53.27,1.59,0.8208
2017,SVC000001849,28.7948,95,109.35,20,11.22,34,0.4418,94,27,45,38.14,7,240,18672.87,130.792,39.47,80.72,0.7051
2014,SVC000001850,93.0559,117,427.71,49,11.16,23,0.6241,63,8,140,111.74,21,233,20534.58,15.558,97.48,86.03,0.1607
2021,SVC000001851,94.374,231,292.96,73,32.659,5,0.1585,90,50,185,73.84,8,203,5574.05,121.757,69.08,30.04,0.3443
2023,SVC000001852,55.5141,93,633.7,85,38.852,42,0.1898,138,31,18,76.02,17,484,9972.82,92.87,50.46,99.85,0.5458
2012,SVC000001853,51.9312,323,80.56,48,4.984,38,0.5336,136,16,175,94.77,37,84,40141.71,65.458,74.59,75.12,0.3897
2024,SVC000001854,41.6333,209,307.47,99,16.809,28,0.8967,50,35,129,2.03,44,355,11945.16,44.903,62.25,61.82,0.0703
2025,SVC000001855,73.6404,395,501.85,34,8.469,45,0.1984,97,70,151,111.41,1,640,28483.28,130.334,68.38,73.64,0.6743
2017,SVC000001856,108.1695,199,883.91,98,1.772,4,0.1742,97,30,137,54.01,50,58,12007.89,138.9,17.69,14.38,0.9557
2025,SVC000001857,79.1096,396,515.63,8,24.784,19,0.8573,15,56,120,75.27,21,679,49894.39,143.848,97.31,85.17,0.3427
2022,SVC000001858,66.4617,370,848.68,57,24.759,18,0.3821,93,55,179,77.13,20,87,18428.89,83.267,49.16,45.47,0.823
2012,SVC000001859,72.4778,162,679.39,59,32.231,0,0.529,109,17,197,16.05,50,594,19145.88,129.271,83.94,16.57,0.683
2025,SVC000001860,102.7779,245,411.65,61,25.906,25,0.6121,146,29,86,38.67,26,464,2506.03,185.696,52.22,7.23,0.1445
2019,SVC000001861,65.367,318,401.22,14,7.737,19,0.7408,62,5,179,38.5,8,538,3184.79,193.722,83.49,53.8,0.9647
2009,SVC000001862,55.3081,45,275.62,76,5.864,50,0.3819,74,40,185,93.85,50,301,46920.68,129.013,53.47,91.81,0.0171
2016,SVC000001863,24.3652,57,619.74,39,9.961,26,0.3879,29,43,168,75.5,48,694,13326.65,206.491,67.83,63.62,0.5887
2015,SVC000001864,116.4203,432,529.0,46,28.88,2,0.5504,138,12,27,101.59,45,175,20423.38,172.58,0.88,72.81,0.0141
2025,SVC000001865,51.7764,53,724.94,4,36.07,28,0.6395,87,23,165,5.79,9,483,18293.97,131.34,87.43,14.06,0.4256
2019,SVC000001866,104.7775,112,750.65,24,24.223,23,0.388,138,23,53,4.41,9,366,27171.91,71.3,60.45,78.24,0.5427
2025,SVC000001867,77.9766,441,503.94,49,35.002,19,0.2085,18,68,62,92.15,20,21,34304.34,240.305,6.49,59.67,0.1965
2009,SVC000001868,94.8897,140,200.75,25,13.774,50,0.2297,7,4,187,55.25,23,421,40008.69,72.384,56.45,63.3,0.3085
2011,SVC000001869,64.3118,463,292.07,86,38.887,13,0.0011,126,44,83,62.6,11,288,10839.47,72.306,27.21,74.64,0.9996
2019,SVC000001870,50.3699,365,474.31,95,7.392,35,0.8025,110,13,102,45.39,7,525,3581.64,82.824,95.36,19.86,0.2284
2021,SVC000001871,31.05,154,728.12,100,27.936,50,0.2268,39,65,52,115.93,12,121,34141.66,65.204,64.53,4.73,0.9937
2014,SVC000001872,75.8691,100,539.79,65,15.647,39,0.7885,22,43,108,26.67,3,87,2632.04,29.823,45.39,30.64,0.0218
2014,SVC000001873,17.0272,467,196.91,79,29.844,34,0.4963,129,39,29,12.15,47,676,20943.01,247.563,86.07,56.4,0.934
2018,SVC000001874,111.6093,372,571.45,38,1.778,39,0.5497,85,20,155,98.45,1,60,28215.85,142.082,32.71,93.15,0.8876
2020,SVC000001875,108.4754,445,141.96,40,29.302,19,0.94,108,3,152,33.18,2,217,35087.29,221.281,95.44,34.47,0.7824
2020,SVC000001876,11.3835,280,232.49,27,23.298,34,0.7215,129,32,92,58.32,42,359,18921.64,247.67,59.13,17.93,0.2261
2011,SVC000001877,58.7876,373,473.3,38,30.321,42,0.0212,51,56,82,93.91,31,17,31013.21,213.631,67.82,21.32,0.7474
2012,SVC000001878,72.6477,273,81.41,40,18.653,12,0.9041,81,28,102,14.92,24,700,40307.96,82.787,80.2,58.78,0.1097
2022,SVC000001879,108.6838,490,225.37,18,4.127,48,0.5016,21,19,79,54.13,32,675,37469.39,79.856,61.35,14.36,0.2839
2017,SVC000001880,87.7869,160,61.87,93,36.91,20,0.6118,13,72,177,8.39,41,307,10515.79,227.238,22.16,47.83,0.9932
2025,SVC000001881,51.361,236,646.26,34,0.36,11,0.6875,146,47,162,23.82,10,526,18946.44,4.749,82.01,44.58,0.1388
2013,SVC000001882,89.2441,81,840.52,51,24.645,14,0.3623,123,75,95,119.76,17,365,40655.73,150.089,94.45,78.36,0.207
2020,SVC000001883,104.0632,46,887.84,61,18.189,8,0.9993,63,37,47,100.68,16,321,12277.02,179.446,44.21,19.35,0.2677
2014,SVC000001884,8.0103,347,67.87,16,33.538,42,0.9011,53,57,6,108.77,45,54,33961.29,134.156,95.97,31.34,0.2899
2010,SVC000001885,15.5584,77,10.73,57,0.89,15,0.9717,23,61,85,81.83,34,346,35590.1,230.327,21.35,59.08,0.7998
2016,SVC000001886,12.4685,397,720.17,35,7.874,40,0.7069,52,69,175,9.0,33,25,40421.67,36.608,39.69,26.67,0.9855
2010,SVC000001887,46.6656,473,133.18,80,1.005,45,0.2935,62,73,47,24.47,49,104,24199.35,168.87,81.78,25.26,0.2667
2009,SVC000001888,56.8517,475,442.54,84,21.706,48,0.321,61,59,200,97.86,8,641,42864.64,227.303,42.17,67.97,0.5049
2012,SVC000001889,42.2638,139,1.0,27,2.645,18,0.9179,46,8,1,69.25,55,139,16567.46,21.506,59.65,90.97,0.4461
2014,SVC000001890,30.5929,414,86.5,52,16.168,3,0.0836,143,40,65,9.7,18,370,35774.65,188.496,78.63,34.15,0.9562
2009,SVC000001891,8.844,65,719.39,62,6.912,22,0.3768,31,57,149,37.77,58,644,29096.69,239.868,79.22,39.91,0.1546
2023,SVC000001892,99.0531,462,671.17,9,11.64,44,0.8851,123,50,122,34.92,21,326,16444.3,213.707,61.57,80.08,0.9305
2016,SVC000001893,87.0282,75,720.47,39,2.839,37,0.9074,120,72,79,44.86,1,202,16977.32,69.285,49.76,12.18,0.8177
2021,SVC000001894,111.1873,17,549.5,27,5.223,8,0.3188,65,30,170,26.13,57,104,48411.56,102.859,22.09,81.45,0.704
2010,SVC000001895,36.3754,224,442.42,14,27.077,34,0.9191,14,48,85,9.88,31,560,49471.22,97.95,3.89,15.9,0.4792
2014,SVC000001896,50.0765,17,210.13,76,15.759,42,0.6197,52,43,76,3.07,33,146,15409.27,28.37,11.24,45.33,0.9292
2013,SVC000001897,45.3986,82,95.58,94,4.623,42,0.6237,126,75,121,4.91,29,577,43991.18,58.3,79.68,32.45,0.4477
2021,SVC000001898,56.7707,91,875.53,76,28.648,42,0.4048,141,58,84,117.14,48,317,22437.88,125.643,98.4,54.65,0.686
2020,SVC000001899,24.9018,321,95.14,77,33.568,35,0.6202,34,22,59,80.34,28,430,23955.57,35.893,60.16,36.75,0.1051
2009,SVC000001900,39.0279,78,268.46,82,8.801,21,0.6977,79,9,99,81.66,26,117,37817.65,172.632,47.41,66.79,0.4816
2020,SVC000001901,76.914,349,725.18,34,38.988,49,0.2381,30,38,134,97.64,18,461,3610.1,1.312,72.56,32.86,0.9255
2024,SVC000001902,113.3721,191,483.88,16,24.307,26,0.2284,142,78,73,84.89,1,164,37222.06,116.207,81.12,32.12,0.5787
2024,SVC000001903,119.4202,123,811.18,71,21.162,5,0.4922,97,29,130,21.17,49,299,27809.17,220.335,85.48,40.65,0.4967
2023,SVC000001904,102.0783,468,276.62,31,14.028,6,0.4416,49,23,152,51.03,7,665,21722.88,76.496,69.03,67.46,0.9069
2009,SVC000001905,93.8194,67,466.75,15,3.878,1,0.7449,58,61,39,36.87,32,554,18684.01,183.065,20.26,53.7,0.0681
2021,SVC000001906,55.1745,134,685.93,85,38.241,17,0.177,14,58,97,71.01,59,518,14201.79,106.473,31.17,69.24,0.7069
2023,SVC000001907,61.5376,339,758.56,49,9.275,24,0.4993,57,73,100,33.09,14,39,34910.03,69.68,17.15,14.57,0.0319
2021,SVC000001908,5.0037,29,653.64,65,6.078,28,0.6123,106,19,67,90.48,47,80,1803.26,73.357,35.5,19.22,0.9211
2021,SVC000001909,103.1978,468,620.38,40,31.776,34,0.7807,29,61,47,67.89,40,461,47305.62,89.407,60.24,53.23,0.6541
2013,SVC000001910,26.9029,390,332.79,37,1.973,40,0.9083,58,43,144,70.22,32,642,23072.34,17.89,17.99,67.65,0.748
2011,SVC000001911,94.454,1,318.8,54,8.783,22,0.4989,48,62,170,76.2,8,647,4439.27,139.01,33.52,74.68,0.4911
2010,SVC000001912,57.3501,107,398.41,81,37.939,7,0.5816,71,15,29,15.51,7,140,8108.04,20.724,86.64,9.86,0.8952
2014,SVC000001913,73.4862,155,424.99,36,33.255,22,0.1359,86,31,131,7.35,8,359,46892.32,161.065,57.14,3.83,0.8986
2012,SVC000001914,80.1103,40,301.32,63,12.769,30,0.3874,62,63,198,29.19,15,140,23262.83,8.914,13.24,77.62,0.8564
2016,SVC000001915,98.9394,235,403.29,54,37.917,46,0.8674,20,48,28,37.27,31,199,27161.48,165.807,0.75,98.33,0.0684
2024,SVC000001916,6.0615,467,824.88,15,33.46,41,0.817,34,9,171,114.72,57,344,28371.76,209.086,61.73,91.69,0.4533
2023,SVC000001917,25.1926,61,513.19,49,12.308,6,0.523,15,50,15,70.38,42,130,48626.05,149.707,97.67,76.64,0.8468
2018,SVC000001918,116.6827,258,492.82,85,5.274,50,0.1622,39,57,16,61.23,44,628,1292.03,153.594,92.97,31.13,0.1915
2016,SVC000001919,26.8698,119,95.35,24,9.495,16,0.2154,96,28,170,50.85,16,438,5413.34,46.777,64.42,32.21,0.5922
2021,SVC000001920,91.6019,450,601.25,55,2.061,18,0.8762,124,16,41,21.76,25,104,48297.34,105.12,97.52,98.58,0.399
2016,SVC000001921,87.201,459,315.61,51,0.531,25,0.0438,148,74,33,64.55,1,315,26793.94,31.521,47.12,39.1,0.3051
2012,SVC000001922,79.9321,434,221.37,54,30.701,15,0.7868,45,17,61,75.54,18,695,31569.51,44.736,37.91,86.79,0.7639
2019,SVC000001923,95.9282,424,642.81,50,13.726,31,0.8298,8,10,44,20.99,16,280,34057.48,149.074,5.72,14.79,0.1245
2010,SVC000001924,76.4043,350,541.62,10,34.7,43,0.8434,8,34,133,32.73,55,501,18088.31,246.519,95.56,55.31,0.3476
2014,SVC000001925,44.4764,293,389.22,39,0.67,42,0.1414,115,56,176,27.68,55,689,10923.19,110.441,6.25,24.74,0.6745
2013,SVC000001926,55.4335,494,463.94,36,36.549,42,0.8791,48,59,59,40.9,4,120,26866.0,201.464,17.03,95.17,0.3339
2025,SVC000001927,24.2826,411,236.4,3,35.813,34,0.2638,36,57,143,14.65,25,223,24948.62,143.468,93.35,97.26,0.0944
2024,SVC000001928,80.9947,78,569.59,17,20.149,49,0.0273,123,29,83,54.49,3,95,1927.39,238.249,57.7,98.41,0.6938
2019,SVC000001929,10.4868,14,684.96,0,15.516,44,0.3915,43,31,117,40.5,59,430,43100.36,171.285,22.88,13.13,0.1275
2019,SVC000001930,21.1739,243,523.19,63,21.345,38,0.8051,88,53,96,54.52,53,361,723.07,131.123,70.97,9.22,0.1303
2014,SVC000001931,16.907,307,177.67,91,36.953,28,0.7825,23,46,68,43.48,36,659,38322.24,211.056,30.66,81.49,0.6991
2013,SVC000001932,22.0421,317,554.19,46,23.516,12,0.8668,74,42,128,15.88,58,92,46047.53,53.895,63.84,6.28,0.0025
2019,SVC000001933,20.7782,66,602.62,36,20.146,42,0.054,103,76,150,67.08,36,35,17835.21,35.572,55.96,59.87,0.8459
2017,SVC000001934,101.9563,247,126.2,79,36.161,23,0.2162,61,52,176,20.15,13,136,44812.26,137.564,15.32,45.17,0.5061
2017,SVC000001935,28.2144,186,87.85,36,10.244,33,0.1555,50,15,65,78.74,47,378,41492.03,155.19,55.79,2.39,0.7824
2023,SVC000001936,110.1555,341,347.89,83,8.652,40,0.5254,2,5,138,24.74,31,311,41496.11,185.489,44.18,26.6,0.0987
2013,SVC000001937,72.8296,409,295.24,50,8.473,12,0.6492,58,46,137,44.92,52,270,46894.17,24.179,30.67,53.66,0.1918
2016,SVC000001938,30.2657,105,845.8,3,6.025,39,0.2303,21,59,185,98.44,47,287,45825.88,18.83,58.54,65.81,0.0984
2021,SVC000001939,73.9548,359,254.75,43,12.651,13,0.8696,59,63,191,47.07,0,646,39467.29,99.49,19.57,25.89,0.1111
2025,SVC000001940,53.7239,198,357.78,96,22.132,19,0.8906,10,25,114,69.22,49,610,36546.14,97.495,91.91,64.11,0.4403
2011,SVC000001941,28.416,472,178.97,16,5.479,7,0.5275,113,60,125,50.09,4,63,30015.08,172.421,3.31,63.71,0.4563
2019,SVC000001942,45.1951,383,838.94,88,36.305,24,0.7802,146,31,181,68.41,28,173,45890.05,103.018,56.79,67.11,0.7552
2015,SVC000001943,109.7082,240,598.83,95,39.541,1,0.8563,102,42,49,90.62,40,522,24347.86,170.614,35.27,4.4,0.6084
2019,SVC000001944,19.0933,125,260.68,44,27.713,43,0.9238,68,38,195,98.8,39,44,6491.57,173.327,23.88,67.03,0.6281
2013,SVC000001945,90.7594,415,395.06,14,2.485,17,0.3709,8,3,115,118.79,25,535,7138.45,101.035,68.21,37.0,0.7093
2018,SVC000001946,23.8715,291,419.05,16,30.278,13,0.1217,103,67,169,2.61,40,383,43520.99,195.977,51.41,72.05,0.7289
2012,SVC000001947,117.6946,262,800.87,31,1.443,36,0.0652,80,42,117,106.98,52,517,17067.23,190.755,12.47,69.4,0.7906
2021,SVC000001948,115.3067,59,151.67,9,7.531,6,0.0139,133,37,152,114.3,36,5,43221.6,80.283,34.09,12.86,0.4918
2025,SVC000001949,90.0028,252,704.41,55,17.376,7,0.7545,75,67,198,77.26,41,260,24256.38,49.532,24.63,29.39,0.5899
2023,SVC000001950,62.1189,394,883.3,28,37.542,45,0.266,77,68,130,5.83,19,122,32645.85,44.257,78.87,63.56,0.2341
2024,SVC000001951,116.595,171,726.06,20,29.508,25,0.3908,45,78,198,103.27,49,633,46941.25,96.195,79.71,98.34,0.5
2013,SVC000001952,90.9731,167,0.56,13,9.957,50,0.9806,118,66,137,87.55,55,498,47917.87,77.653,12.98,20.41,0.3605
2021,SVC000001953,18.6752,379,46.31,18,10.566,32,0.8505,43,5,196,22.52,35,600,34909.31,96.3,32.43,45.95,0.7876
2021,SVC000001954,95.7873,389,362.96,62,7.634,46,0.3743,86,65,85,57.15,58,535,3404.0,24.502,13.25,72.57,0.7781
2015,SVC000001955,7.5554,75,500.48,44,6.146,35,0.3892,104,50,194,39.26,45,536,45461.95,33.342,68.23,69.74,0.0566
2017,SVC000001956,87.7005,234,733.89,65,24.68,6,0.7516,26,28,196,62.12,59,569,8869.91,65.654,51.3,36.01,0.5473
2014,SVC000001957,80.9806,170,431.95,83,19.212,14,0.414,100,62,140,28.83,21,476,40487.73,4.919,34.56,19.63,0.2046
2010,SVC000001958,112.6997,448,608.01,93,20.215,1,0.3724,72,38,25,10.15,18,579,34169.16,193.334,34.14,18.98,0.1849
2014,SVC000001959,10.4338,32,717.33,49,1.816,11,0.4709,146,64,92,50.43,24,235,17523.6,138.124,70.58,98.57,0.379
2025,SVC000001960,105.4359,12,432.52,6,21.251,12,0.1227,123,47,129,90.95,26,475,41870.72,25.921,40.47,29.49,0.7538
2023,SVC000001961,83.967,114,417.27,89,23.079,42,0.7313,55,25,122,116.85,57,667,27380.63,33.987,52.46,15.1,0.4642
