edu_att_reference_year,edu_att_country_iso2,edu_att_region_nuts_code,edu_att_age_group,edu_att_sex,edu_att_isc_level,edu_att_early_school_leavers_rate_pct,edu_att_tertiary_attainment_rate_pct,edu_att_vet_participation_rate_pct,edu_att_adult_learning_rate_pct,edu_att_neet_rate_pct,edu_att_pisa_reading_score,edu_att_pisa_math_score,edu_att_pisa_science_score,edu_att_digital_skills_students_pct,edu_att_teacher_shortage_index,edu_att_education_expenditure_pct_gdp,edu_att_eurostat_table_code,edu_att_survey_weight,edu_att_data_extract_date
2022,IT,PT8,25_34,X,ISCED_3_4,14.79,27.84,48.79,11.48,11.71,486,474,508,78.62,63.41,5.32,edat_lfse_14,3.6898,2024-06-06
2023,PT,SE642,35_44,F,ISCED_0_2,11.37,49.02,26.2,9.4,12.25,424,423,457,68.44,73.45,5.57,edat_lfse_29,3.0254,2024-09-19
2024,BE,CZ653,45_54,M,ISCED_5_8,14.23,22.25,47.76,9.33,12.56,470,415,428,59.32,52.4,4.65,edat_lfs_9912,1.547,2025-06-27
2025,FI,HR99,55_64,X,ISCED_3_4,5.4,39.88,24.4,6.02,6.08,536,540,504,72.14,67.93,8.12,edat_lfse_03,3.6551,2024-02-20
2006,LV,GR935,15_24,F,ISCED_0_2,14.38,36.67,22.9,13.62,15.34,508,517,462,64.92,27.89,5.17,edat_lfse_14,1.6694,2026-01-07
2007,RO,CZ90,25_34,M,ISCED_5_8,4.32,48.06,20.58,14.76,5.45,400,397,421,55.87,32.93,4.4,edat_lfse_29,0.5139,2024-03-24
2008,BG,RO325,35_44,X,ISCED_3_4,4.97,59.74,11.59,18.51,6.02,509,509,498,58.02,9.14,5.95,edat_lfs_9912,3.5267,2025-06-11
2009,FR,RO431,45_54,F,ISCED_0_2,5.23,25.93,50.15,9.11,14.58,498,463,456,56.33,46.02,4.38,edat_lfse_03,2.2952,2025-05-30
2010,LT,SE136,55_64,M,ISCED_5_8,7.16,41.47,44.39,18.3,15.88,472,524,508,66.52,16.98,6.2,edat_lfse_14,0.9791,2025-07-19
2011,SK,CY261,15_24,X,ISCED_3_4,6.76,42.96,26.17,7.59,8.98,441,479,477,80.38,10.86,6.77,edat_lfse_29,1.4048,2025-01-24
2012,HR,PT82,25_34,F,ISCED_0_2,13.69,26.05,46.48,6.1,18.4,397,412,389,41.06,27.03,6.68,edat_lfs_9912,4.068,2025-01-19
2013,DE,IT64,35_44,M,ISCED_5_8,13.19,41.2,56.68,5.24,16.36,421,441,431,22.05,18.38,4.74,edat_lfse_03,4.2746,2024-10-26
2014,LU,AT789,45_54,X,ISCED_3_4,9.43,37.34,34.06,11.89,15.24,453,496,446,57.7,8.85,4.91,edat_lfse_14,2.5528,2025-02-06
2015,SI,GR74,55_64,F,ISCED_0_2,11.87,40.29,53.69,8.26,9.91,396,435,418,69.08,28.28,6.22,edat_lfse_29,4.3102,2025-02-16
2016,CY,IE120,15_24,M,ISCED_5_8,13.29,47.65,31.43,3.76,16.91,453,428,439,50.42,44.06,3.43,edat_lfs_9912,0.7482,2024-10-31
2017,GR,ES32,25_34,X,ISCED_3_4,7.3,41.16,26.49,14.15,7.1,508,494,474,24.2,56.83,3.24,edat_lfse_03,2.5042,2025-08-03
2018,MT,NL58,35_44,F,ISCED_0_2,7.72,23.96,46.56,14.81,15.08,467,441,475,24.83,37.86,3.33,edat_lfse_14,2.6913,2024-10-19
2019,ES,HR567,45_54,M,ISCED_5_8,15.53,54.35,46.18,16.65,9.62,425,469,429,65.53,42.9,6.5,edat_lfse_29,0.7381,2025-09-21
2020,CZ,FR395,55_64,X,ISCED_3_4,14.5,45.21,29.87,10.37,15.19,457,417,444,33.93,67.32,5.28,edat_lfs_9912,1.5679,2024-06-29
2021,HU,FR423,15_24,F,ISCED_0_2,12.51,47.02,17.01,16.48,18.41,493,482,480,46.87,37.29,5.09,edat_lfse_03,0.5103,2024-11-25
2022,NL,IE251,25_34,M,ISCED_5_8,6.46,28.65,17.3,8.23,15.81,455,484,481,78.54,22.06,4.0,edat_lfse_14,4.0644,2024-02-15
2023,SE,IT33,35_44,X,ISCED_3_4,4.23,59.52,31.13,19.06,6.54,529,527,523,32.99,71.58,7.14,edat_lfse_29,2.5782,2024-06-22
2024,DK,HU35,45_54,F,ISCED_0_2,5.04,43.47,26.81,13.65,15.87,513,481,515,70.95,71.34,3.68,edat_lfs_9912,0.4861,2024-09-03
2025,IE,LU1,55_64,M,ISCED_5_8,5.52,46.8,33.2,12.8,10.92,533,581,511,72.65,75.38,3.39,edat_lfse_03,2.1813,2024-09-25
2006,PL,BG252,15_24,X,ISCED_3_4,13.56,45.42,46.72,3.0,20.0,528,513,482,26.18,63.67,4.84,edat_lfse_14,0.2982,2025-09-13
2007,AT,LU72,25_34,F,ISCED_0_2,14.71,35.21,33.78,8.85,18.33,419,461,461,48.44,7.97,4.28,edat_lfse_29,4.0746,2025-04-03
2008,EE,DE892,35_44,M,ISCED_5_8,10.09,32.41,48.13,7.57,7.88,534,477,549,58.92,38.98,6.83,edat_lfs_9912,3.3536,2024-03-02
2009,IT,DE818,45_54,X,ISCED_3_4,8.91,20.88,47.94,5.54,16.49,415,424,444,26.35,63.22,3.54,edat_lfse_03,0.2686,2026-02-25
2010,PT,BE663,55_64,F,ISCED_0_2,9.5,17.91,32.07,8.99,13.21,478,472,475,32.13,38.69,4.76,edat_lfse_14,2.6948,2025-03-24
2011,BE,CZ67,15_24,M,ISCED_5_8,5.74,30.68,24.55,17.19,18.96,449,458,427,62.41,55.17,5.08,edat_lfse_29,2.8649,2025-05-20
2012,FI,GR553,25_34,X,ISCED_3_4,12.61,54.06,35.13,13.8,13.15,578,575,583,24.52,17.5,3.91,edat_lfs_9912,4.4404,2025-05-13
2013,LV,IT55,35_44,F,ISCED_0_2,10.93,31.11,44.01,12.53,9.12,427,407,415,24.75,48.07,4.28,edat_lfse_03,0.4681,2024-08-04
2014,RO,ES494,45_54,M,ISCED_5_8,13.58,45.79,18.37,6.22,11.2,486,496,456,28.64,28.68,5.51,edat_lfse_14,0.9453,2024-09-07
2015,BG,EE399,55_64,X,ISCED_3_4,8.01,57.5,24.57,3.74,18.45,475,483,509,59.67,37.94,6.63,edat_lfse_29,0.7591,2025-06-24
2016,FR,PT975,15_24,F,ISCED_0_2,14.98,21.84,18.95,13.94,21.42,470,418,454,32.83,63.61,4.47,edat_lfs_9912,1.4384,2024-10-31
2017,LT,ES716,25_34,M,ISCED_5_8,4.47,26.89,28.87,17.62,7.04,446,461,423,30.51,63.68,5.28,edat_lfse_03,4.7127,2025-11-02
2018,SK,IT1,35_44,X,ISCED_3_4,7.48,58.72,47.26,18.27,6.92,484,493,460,82.27,26.7,5.73,edat_lfse_14,2.1074,2025-11-09
2019,HR,SE37,45_54,F,ISCED_0_2,7.34,45.48,25.21,16.73,14.74,453,441,457,85.42,50.94,6.79,edat_lfse_29,0.2056,2025-05-06
2020,DE,LU18,55_64,M,ISCED_5_8,8.22,57.61,21.48,13.79,8.69,414,404,447,46.99,70.4,6.79,edat_lfs_9912,0.8637,2025-12-19
2021,LU,DE749,15_24,X,ISCED_3_4,16.38,43.04,29.29,8.21,14.46,506,464,513,77.14,66.1,3.56,edat_lfse_03,4.1204,2024-11-22
2022,SI,GR54,25_34,F,ISCED_0_2,8.26,49.22,59.19,9.25,8.82,475,441,429,87.29,23.24,6.99,edat_lfse_14,2.2164,2025-11-16
2023,CY,EE84,35_44,M,ISCED_5_8,10.86,41.55,34.0,4.54,15.79,504,438,485,61.12,57.57,6.55,edat_lfse_29,1.9545,2024-08-06
2024,GR,CZ81,45_54,X,ISCED_3_4,4.72,43.87,17.17,11.59,10.69,445,420,479,84.94,61.22,6.45,edat_lfs_9912,0.8155,2024-05-03
2025,MT,LU6,55_64,F,ISCED_0_2,12.94,56.19,17.73,18.21,11.56,437,410,441,36.34,31.12,5.78,edat_lfse_03,4.6079,2025-06-24
2006,ES,FR3,15_24,M,ISCED_5_8,6.73,33.85,10.88,14.88,18.2,496,442,447,53.12,9.21,6.33,edat_lfse_14,1.3599,2024-11-14
2007,CZ,LT317,25_34,X,ISCED_3_4,12.58,39.27,32.19,10.21,11.03,432,399,409,38.23,33.12,3.38,edat_lfse_29,0.5404,2025-11-07
2008,HU,BG4,35_44,F,ISCED_0_2,7.76,37.57,40.4,8.39,13.9,466,447,427,57.44,58.51,5.41,edat_lfs_9912,2.2403,2024-12-14
2009,NL,HU1,45_54,M,ISCED_5_8,5.55,31.79,13.98,5.87,5.94,473,424,439,53.63,48.15,4.61,edat_lfse_03,1.4216,2024-01-18
2010,SE,HU4,55_64,X,ISCED_3_4,6.03,22.92,44.14,15.58,13.41,501,528,471,30.99,22.38,6.11,edat_lfse_14,1.6949,2024-04-02
2011,DK,RO29,15_24,F,ISCED_0_2,7.08,47.26,47.53,15.03,10.25,522,573,529,77.06,7.85,6.31,edat_lfse_29,2.3653,2024-05-03
2012,IE,AT986,25_34,M,ISCED_5_8,8.88,61.63,35.64,6.35,7.26,440,436,444,47.99,55.34,7.03,edat_lfs_9912,2.0012,2026-02-03
2013,PL,IT2,35_44,X,ISCED_3_4,13.15,50.58,49.13,5.97,8.83,439,464,476,66.36,36.38,3.69,edat_lfse_03,3.9515,2024-06-21
2014,AT,AT569,45_54,F,ISCED_0_2,13.94,30.94,40.97,12.65,6.54,426,424,455,62.97,35.52,6.29,edat_lfse_14,4.4527,2024-05-31
2015,EE,MT7,55_64,M,ISCED_5_8,13.05,23.0,19.62,4.95,11.28,518,489,468,29.29,36.27,4.15,edat_lfse_29,2.8905,2025-12-18
2016,IT,SE539,15_24,X,ISCED_3_4,7.81,35.28,45.26,9.12,14.41,391,448,436,28.01,61.73,5.55,edat_lfs_9912,3.6323,2025-10-01
2017,PT,SI69,25_34,F,ISCED_0_2,4.86,31.13,20.03,11.32,5.89,507,484,456,60.55,51.24,5.81,edat_lfse_03,2.3935,2025-01-13
2018,BE,LT14,35_44,M,ISCED_5_8,4.12,56.17,18.22,15.63,12.67,413,433,441,42.92,26.24,3.89,edat_lfse_14,1.0154,2025-04-22
2019,FI,FI82,45_54,X,ISCED_3_4,7.79,56.26,18.82,8.72,4.52,528,522,573,79.22,30.34,7.28,edat_lfse_29,0.8532,2024-05-14
2020,LV,DE150,55_64,F,ISCED_0_2,8.39,24.31,50.88,13.27,20.27,469,484,501,45.13,19.57,6.0,edat_lfs_9912,4.2891,2024-06-04
2021,RO,CZ188,15_24,M,ISCED_5_8,18.17,40.75,9.66,15.4,25.74,387,417,434,69.31,29.88,4.92,edat_lfse_03,1.9433,2024-11-27
2022,BG,DK68,25_34,X,ISCED_3_4,16.87,33.3,31.9,5.03,4.6,473,442,503,65.07,11.29,5.45,edat_lfse_14,3.3832,2024-07-21
2023,FR,SK31,35_44,F,ISCED_0_2,7.46,46.85,34.23,9.89,7.45,471,540,489,70.66,69.86,7.02,edat_lfse_29,0.3662,2024-12-02
2024,LT,AT9,45_54,M,ISCED_5_8,8.04,26.41,48.08,9.4,8.76,439,443,423,42.96,33.99,6.21,edat_lfs_9912,1.8402,2024-01-11
2025,SK,BE868,55_64,X,ISCED_3_4,7.82,36.86,31.71,5.19,14.12,460,470,461,74.57,56.25,6.33,edat_lfse_03,4.4488,2024-09-30
2006,HR,PL522,15_24,F,ISCED_0_2,8.58,35.43,14.27,12.64,13.21,437,401,466,43.85,8.57,4.35,edat_lfse_14,2.3675,2025-09-04
2007,DE,RO8,25_34,M,ISCED_5_8,5.95,33.36,31.69,10.08,6.53,457,453,453,48.33,51.67,5.9,edat_lfse_29,1.0159,2024-07-06
2008,LU,SI794,35_44,X,ISCED_3_4,15.01,52.42,10.5,14.43,16.73,412,444,411,60.32,40.49,6.03,edat_lfs_9912,1.6828,2024-12-17
2009,SI,LT4,45_54,F,ISCED_0_2,5.22,29.28,43.65,9.91,15.55,483,499,488,72.8,26.79,6.81,edat_lfse_03,4.1343,2024-05-17
2010,CY,LU691,55_64,M,ISCED_5_8,8.12,32.72,16.44,9.92,10.88,439,396,449,35.63,34.09,4.38,edat_lfse_14,0.986,2025-03-18
2011,GR,ES17,15_24,X,ISCED_3_4,9.65,36.2,37.1,10.06,17.46,442,420,414,33.11,51.58,5.66,edat_lfse_29,1.3405,2026-02-02
2012,MT,PL4,25_34,F,ISCED_0_2,9.61,52.4,20.39,5.43,14.89,425,437,464,37.81,31.82,3.46,edat_lfs_9912,4.6945,2024-09-05
2013,ES,NL71,35_44,M,ISCED_5_8,12.55,38.88,47.04,4.36,8.2,479,498,522,34.63,36.41,4.84,edat_lfse_03,1.0042,2024-11-13
2014,CZ,DK835,45_54,X,ISCED_3_4,4.69,22.82,46.58,11.11,18.49,480,505,496,45.89,20.16,5.68,edat_lfse_14,3.4324,2024-06-05
2015,HU,LV6,55_64,F,ISCED_0_2,11.67,50.19,44.39,16.85,7.79,440,389,420,72.89,24.95,7.25,edat_lfse_29,1.1555,2024-04-19
2016,NL,PT218,15_24,M,ISCED_5_8,12.34,47.75,17.76,11.96,8.39,455,445,475,26.78,23.8,5.13,edat_lfs_9912,0.3041,2025-06-30
2017,SE,RO731,25_34,X,ISCED_3_4,13.73,54.57,16.95,9.18,7.83,494,538,542,29.61,28.8,5.3,edat_lfse_03,4.1427,2024-09-21
2018,DK,SI546,35_44,F,ISCED_0_2,10.22,60.32,51.51,3.37,7.86,520,583,580,93.83,56.08,5.7,edat_lfse_14,4.657,2025-10-12
2019,IE,LV250,45_54,M,ISCED_5_8,9.74,23.92,28.14,5.53,14.97,492,487,472,45.77,19.55,7.1,edat_lfse_29,3.3799,2024-01-18
2020,PL,MT336,55_64,X,ISCED_3_4,12.8,22.98,21.53,4.84,12.36,434,396,429,33.49,78.32,5.74,edat_lfs_9912,3.2886,2025-04-09
2021,AT,SK22,15_24,F,ISCED_0_2,10.49,43.8,55.16,7.49,22.06,476,476,484,80.86,74.64,5.35,edat_lfse_03,3.815,2024-04-10
2022,EE,BE34,25_34,M,ISCED_5_8,7.93,63.34,11.46,6.37,6.6,528,463,493,94.09,44.21,6.52,edat_lfse_14,4.5782,2024-01-19
2023,IT,SK194,35_44,X,ISCED_3_4,10.67,34.69,50.93,11.01,16.12,430,401,404,53.85,68.39,4.82,edat_lfse_29,2.3035,2025-11-17
2024,PT,BE5,45_54,F,ISCED_0_2,7.21,51.09,20.38,3.37,16.17,521,523,488,78.06,42.46,6.34,edat_lfs_9912,3.4328,2024-11-30
2025,BE,LV57,55_64,M,ISCED_5_8,13.33,55.85,19.17,15.3,11.47,483,470,460,43.84,52.62,6.31,edat_lfse_03,1.3193,2025-10-30
2006,FI,MT41,15_24,X,ISCED_3_4,13.87,33.48,18.02,9.41,8.98,458,459,479,66.2,28.99,4.59,edat_lfse_14,1.1748,2024-10-13
2007,LV,GR26,25_34,F,ISCED_0_2,15.31,26.71,26.52,6.32,17.03,491,508,512,36.0,9.43,3.19,edat_lfse_29,4.2429,2025-07-03
2008,RO,ES81,35_44,M,ISCED_5_8,18.29,64.49,42.02,8.83,9.64,504,474,484,72.22,13.0,6.49,edat_lfs_9912,1.1518,2026-02-19
2009,BG,HU51,45_54,X,ISCED_3_4,8.92,20.98,50.49,6.96,11.31,492,504,495,48.79,50.73,5.91,edat_lfse_03,2.2142,2025-04-07
2010,FR,HU579,55_64,F,ISCED_0_2,5.68,44.67,47.85,4.12,17.58,515,514,473,57.01,65.17,6.94,edat_lfse_14,3.8021,2026-02-15
2011,LT,LT118,15_24,M,ISCED_5_8,17.95,51.48,30.91,3.35,19.44,449,404,455,72.34,33.19,5.26,edat_lfse_29,1.1185,2025-08-21
2012,SK,HR985,25_34,X,ISCED_3_4,14.21,38.12,51.95,7.98,11.27,501,453,480,46.74,24.51,3.28,edat_lfs_9912,0.4542,2025-04-01
2013,HR,IT32,35_44,F,ISCED_0_2,9.1,53.45,20.54,18.63,16.87,472,478,456,78.85,25.05,5.48,edat_lfse_03,1.569,2024-03-03
2014,DE,PT61,45_54,M,ISCED_5_8,3.67,50.56,44.9,2.82,14.91,420,396,419,48.25,65.67,3.51,edat_lfse_14,2.3561,2024-08-12
2015,LU,HR87,55_64,X,ISCED_3_4,9.09,31.58,32.87,8.38,15.97,465,460,459,22.56,36.93,4.74,edat_lfse_29,3.0125,2024-06-18
2016,SI,IT144,15_24,F,ISCED_0_2,5.64,35.71,41.38,18.24,19.05,465,496,458,61.56,10.07,6.45,edat_lfs_9912,4.2791,2025-06-28
2017,CY,GR4,25_34,M,ISCED_5_8,7.87,24.45,37.84,12.36,8.32,507,467,542,67.49,31.28,5.9,edat_lfse_03,1.9636,2026-02-18
2018,GR,HU85,35_44,X,ISCED_3_4,9.83,62.31,44.19,10.6,18.0,459,434,449,81.18,64.53,5.45,edat_lfse_14,4.3654,2024-04-12
2019,MT,AT355,45_54,F,ISCED_0_2,14.22,28.33,20.34,8.54,7.05,457,467,418,71.43,24.65,4.42,edat_lfse_29,3.5535,2025-11-05
2020,ES,DK157,55_64,M,ISCED_5_8,12.74,25.29,27.73,9.71,6.86,459,493,500,77.98,35.65,4.1,edat_lfs_9912,3.1388,2026-02-21
2021,CZ,DK887,15_24,X,ISCED_3_4,7.91,50.66,21.57,9.17,13.59,466,451,482,61.22,37.52,3.51,edat_lfse_03,2.8897,2024-02-11
2022,HU,IE6,25_34,F,ISCED_0_2,12.84,54.36,40.13,6.54,5.79,444,451,415,35.51,25.71,7.24,edat_lfse_14,2.6648,2024-12-13
2023,NL,IT963,35_44,M,ISCED_5_8,7.76,59.04,29.51,15.71,13.07,530,571,519,67.32,43.35,5.82,edat_lfse_29,2.5466,2024-01-22
2024,SE,BG867,45_54,X,ISCED_3_4,14.53,24.76,32.54,8.08,12.5,475,442,460,62.66,10.93,5.81,edat_lfs_9912,4.6952,2025-10-28
2025,DK,LT70,55_64,F,ISCED_0_2,6.95,49.8,14.95,15.73,17.09,545,490,506,46.73,35.19,7.95,edat_lfse_03,4.0993,2024-02-21
2006,IE,FI828,15_24,M,ISCED_5_8,4.71,22.2,16.25,6.79,6.48,518,511,502,49.43,26.15,4.53,edat_lfse_14,1.0891,2025-06-13
2007,PL,DK868,25_34,X,ISCED_3_4,3.89,48.37,49.59,14.95,11.91,479,476,434,47.65,58.02,3.74,edat_lfse_29,3.0227,2024-01-12
2008,AT,PL602,35_44,F,ISCED_0_2,10.99,23.5,25.02,9.91,14.47,470,465,437,64.38,66.98,4.06,edat_lfs_9912,3.4508,2025-12-23
2009,EE,MT673,45_54,M,ISCED_5_8,5.98,43.05,36.46,13.07,12.01,477,518,478,32.17,41.69,6.86,edat_lfse_03,0.5279,2024-10-14
2010,IT,HR38,55_64,X,ISCED_3_4,10.1,52.01,38.79,3.86,14.65,425,405,412,26.0,41.29,5.62,edat_lfse_14,1.86,2025-10-16
2011,PT,SI17,15_24,F,ISCED_0_2,5.87,25.7,50.98,7.59,15.54,422,436,454,24.77,36.43,4.4,edat_lfse_29,1.2496,2025-02-14
2012,BE,RO98,25_34,M,ISCED_5_8,9.14,47.71,12.41,6.53,17.6,442,404,416,73.47,61.23,5.44,edat_lfs_9912,0.2857,2025-11-13
2013,FI,FI32,35_44,X,ISCED_3_4,8.64,57.23,51.46,3.99,7.0,535,554,510,54.66,33.79,6.41,edat_lfse_03,0.5211,2025-02-24
2014,LV,AT5,45_54,F,ISCED_0_2,12.41,17.78,14.72,4.1,12.94,482,475,473,46.07,59.2,4.52,edat_lfse_14,1.0242,2024-02-21
2015,RO,IE728,55_64,M,ISCED_5_8,6.07,46.19,50.65,11.85,7.99,444,473,411,63.38,41.91,5.19,edat_lfse_29,1.9234,2024-11-21
2016,BG,CZ4,15_24,X,ISCED_3_4,21.12,43.27,42.64,5.93,5.23,491,549,484,67.88,44.07,6.74,edat_lfs_9912,3.628,2026-02-24
2017,FR,BE1,25_34,F,ISCED_0_2,13.86,26.66,39.58,8.44,14.11,488,486,501,72.24,60.95,7.15,edat_lfse_03,4.583,2024-02-27
2018,LT,IE874,35_44,M,ISCED_5_8,10.3,20.41,33.52,9.79,5.97,398,437,440,44.24,27.38,4.0,edat_lfse_14,2.6393,2024-01-23
2019,SK,GR49,45_54,X,ISCED_3_4,7.77,49.82,43.15,6.76,5.66,398,428,437,55.89,48.29,6.87,edat_lfse_29,0.483,2024-07-04
2020,HR,HR925,55_64,F,ISCED_0_2,8.69,45.08,28.72,12.5,21.25,512,503,521,73.64,36.19,5.09,edat_lfs_9912,1.029,2026-01-21
2021,DE,CZ857,15_24,M,ISCED_5_8,4.52,52.7,55.56,5.58,20.21,418,396,414,86.69,32.16,5.79,edat_lfse_03,4.2468,2025-12-22
2022,LU,DK54,25_34,X,ISCED_3_4,15.35,27.62,39.34,13.14,18.25,470,440,457,60.85,69.09,3.93,edat_lfse_14,3.9579,2024-02-29
2023,SI,HU152,35_44,F,ISCED_0_2,7.72,29.92,38.69,8.96,17.42,442,459,398,64.94,52.05,3.14,edat_lfse_29,3.9063,2025-07-04
2024,CY,LV62,45_54,M,ISCED_5_8,4.05,48.94,30.98,14.77,11.91,484,487,499,72.22,65.7,5.93,edat_lfs_9912,1.3155,2025-10-06
2025,GR,BG89,55_64,X,ISCED_3_4,13.41,31.46,27.21,3.63,5.37,493,481,475,35.04,20.6,5.93,edat_lfse_03,2.005,2024-03-03
2006,MT,HU2,15_24,F,ISCED_0_2,5.42,40.25,16.96,7.81,16.01,477,497,524,28.26,62.07,6.12,edat_lfse_14,1.1851,2025-01-28
2007,ES,DK777,25_34,M,ISCED_5_8,10.98,55.15,9.65,3.23,13.44,395,439,409,46.63,60.44,3.72,edat_lfse_29,1.2199,2024-07-07
2008,CZ,MT771,35_44,X,ISCED_3_4,9.34,46.55,33.29,8.58,5.69,451,412,397,25.72,22.34,3.96,edat_lfs_9912,3.0586,2025-05-22
2009,HU,DK1,45_54,F,ISCED_0_2,13.81,35.89,18.41,4.68,12.68,494,505,510,58.39,64.83,5.24,edat_lfse_03,3.5904,2025-08-15
2010,NL,LU28,55_64,M,ISCED_5_8,5.6,35.04,20.05,13.99,5.91,488,494,448,58.41,54.29,4.54,edat_lfse_14,0.8273,2024-09-11
2011,SE,DE528,15_24,X,ISCED_3_4,9.8,50.45,44.24,14.35,9.2,503,510,476,54.86,44.04,4.53,edat_lfse_29,4.6907,2025-05-24
2012,DK,HR438,25_34,F,ISCED_0_2,11.28,60.85,38.53,6.41,14.74,521,558,582,65.33,22.63,7.47,edat_lfs_9912,3.4207,2025-05-09
2013,IE,SI53,35_44,M,ISCED_5_8,5.95,37.38,11.19,5.07,16.13,520,483,527,25.1,8.11,5.84,edat_lfse_03,1.7967,2025-01-23
2014,PL,SK393,45_54,X,ISCED_3_4,4.29,38.28,12.32,3.23,16.66,462,411,454,50.77,38.3,3.81,edat_lfse_14,1.7967,2026-01-14
2015,AT,LT356,55_64,F,ISCED_0_2,13.14,44.18,38.46,11.17,16.72,425,396,389,58.59,24.08,4.09,edat_lfse_29,0.7974,2024-03-05
2016,EE,EE96,15_24,M,ISCED_5_8,14.82,25.45,34.11,6.96,7.4,516,530,570,43.69,33.91,6.36,edat_lfs_9912,2.6352,2025-07-17
2017,IT,DE833,25_34,X,ISCED_3_4,6.03,32.42,25.02,7.11,9.34,492,494,462,54.64,18.7,5.02,edat_lfse_03,3.2129,2025-05-19
2018,PT,RO95,35_44,F,ISCED_0_2,10.3,22.99,40.78,16.0,4.62,492,509,465,75.94,33.06,5.71,edat_lfse_14,3.3124,2025-05-26
2019,BE,LV149,45_54,M,ISCED_5_8,10.17,26.69,50.68,12.39,13.19,476,418,418,49.37,49.61,4.69,edat_lfse_29,1.8456,2026-01-25
2020,FI,SI8,55_64,X,ISCED_3_4,11.86,31.16,47.12,16.24,18.04,502,536,537,72.42,76.88,6.34,edat_lfs_9912,0.9659,2024-08-23
2021,LV,FR714,15_24,F,ISCED_0_2,12.55,24.24,25.23,8.05,10.86,396,428,429,33.93,69.14,6.2,edat_lfse_03,0.7441,2024-07-16
2022,RO,SK367,25_34,M,ISCED_5_8,10.11,46.91,36.83,18.88,7.03,494,541,509,44.74,66.21,7.35,edat_lfse_14,3.0032,2024-05-18
2023,BG,BG5,35_44,X,ISCED_3_4,9.09,26.1,16.76,7.43,8.06,435,443,418,78.98,34.88,3.42,edat_lfse_29,0.5629,2024-07-06
2024,FR,LU87,45_54,F,ISCED_0_2,6.7,33.36,16.07,11.47,13.69,464,451,450,73.97,71.76,3.99,edat_lfs_9912,3.4124,2025-07-08
2025,LT,MT374,55_64,M,ISCED_5_8,10.17,22.66,42.69,3.84,12.41,479,488,531,87.95,19.79,6.43,edat_lfse_03,2.6936,2024-05-30
2006,SK,LV1,15_24,X,ISCED_3_4,13.11,49.33,40.01,8.32,17.92,442,384,392,22.4,67.56,4.79,edat_lfse_14,2.5983,2026-01-27
2007,HR,MT725,25_34,F,ISCED_0_2,10.44,38.26,32.45,3.69,4.72,469,452,477,66.9,15.76,4.32,edat_lfse_29,2.9852,2025-06-29
2008,DE,LT2,35_44,M,ISCED_5_8,7.02,59.05,34.93,14.14,9.63,410,465,435,38.57,22.79,5.92,edat_lfs_9912,1.538,2026-02-15
2009,LU,ES63,45_54,X,ISCED_3_4,8.47,50.35,36.03,8.88,9.56,467,468,456,80.65,20.64,7.16,edat_lfse_03,4.4587,2025-12-05
2010,SI,ES34,55_64,F,ISCED_0_2,11.77,19.4,58.08,11.69,8.07,483,496,539,33.86,42.52,3.25,edat_lfse_14,0.3562,2025-05-10
2011,CY,FR43,15_24,M,ISCED_5_8,7.24,36.51,23.15,5.16,19.35,503,462,478,61.05,14.32,4.79,edat_lfse_29,0.8533,2024-01-21
2012,GR,EE472,25_34,X,ISCED_3_4,14.32,40.74,17.08,14.91,10.49,453,465,436,21.27,54.02,4.97,edat_lfs_9912,1.883,2026-01-14
2013,MT,ES85,35_44,F,ISCED_0_2,11.76,31.37,25.93,10.77,5.2,524,465,484,79.19,23.38,5.64,edat_lfse_03,0.5619,2024-04-01
2014,ES,NL54,45_54,M,ISCED_5_8,12.76,49.57,27.57,8.76,5.04,492,494,456,53.69,29.07,6.37,edat_lfse_14,1.5153,2024-12-26
2015,CZ,FR6,55_64,X,ISCED_3_4,14.33,39.71,14.19,4.24,17.63,457,486,443,64.51,15.56,6.65,edat_lfse_29,2.0914,2025-04-24
2016,HU,GR39,15_24,F,ISCED_0_2,7.21,56.45,37.74,16.19,13.61,473,441,434,34.77,27.76,7.24,edat_lfs_9912,3.0984,2024-06-05
2017,NL,PL43,25_34,M,ISCED_5_8,7.3,34.16,35.69,10.65,18.23,505,484,447,31.08,46.61,4.7,edat_lfse_03,3.1109,2024-11-28
2018,SE,LU3,35_44,X,ISCED_3_4,14.64,33.33,32.72,3.83,7.95,479,433,465,75.16,53.27,6.39,edat_lfse_14,2.4179,2025-09-17
2019,DK,CY21,45_54,F,ISCED_0_2,12.27,42.3,47.79,5.57,15.96,534,510,556,65.85,11.87,4.56,edat_lfse_29,1.9243,2025-12-29
2020,IE,IT910,55_64,M,ISCED_5_8,8.69,52.43,47.49,12.72,19.53,486,464,468,72.24,30.13,5.73,edat_lfs_9912,0.2606,2026-02-16
2021,PL,GR87,15_24,X,ISCED_3_4,15.5,43.95,18.98,10.98,10.18,502,479,485,28.23,61.76,5.13,edat_lfse_03,0.7712,2025-07-15
2022,AT,FR444,25_34,F,ISCED_0_2,8.42,33.25,58.14,7.21,12.72,517,529,486,87.64,24.84,7.15,edat_lfse_14,2.2977,2024-01-12
2023,EE,BG985,35_44,M,ISCED_5_8,9.94,50.23,9.82,14.99,9.63,504,492,502,27.07,37.16,4.01,edat_lfse_29,3.1664,2024-03-06
