imm_refugee_arrival_month,imm_refugee_resettlement_agency_id,imm_refugee_case_size,imm_refugee_nationality_code,imm_refugee_refugee_category_code,imm_refugee_special_immigrant_visa_flag,imm_refugee_screening_completed_flag,imm_refugee_medical_clearance_flag,imm_refugee_travel_loan_amount_inr,imm_refugee_initial_cash_assistance_inr,imm_refugee_housing_placement_days,imm_refugee_school_enrollment_within_30d,imm_refugee_employment_within_90d,imm_refugee_english_training_enrollment,imm_refugee_healthcare_linkage_within_30d,imm_refugee_trauma_services_referral_flag,imm_refugee_secondary_migration_within_1yr,imm_refugee_public_benefit_uptake_rate,imm_refugee_self_sufficiency_score,imm_refugee_followup_contact_count
2025-03,RA018,4,AFG,TEMP_PROTECTION,1,0,0,213836,25460,115,0,1,1,1,0,0,53.03,74.6,16
2021-01,RA045,9,LKA,ASYLUM,0,0,0,165354,6993,141,0,1,1,0,0,0,76.15,15.4,9
2023-09,RA034,5,BGD,FAMILY_REUN,0,1,0,244096,126399,136,1,0,0,1,0,0,36.07,78.4,17
2020-09,RA029,6,SYR,SIV,1,0,0,87043,54741,150,1,0,1,1,1,1,10.72,51.3,13
2019-05,RA045,7,SYR,TEMP_PROTECTION,0,0,1,181954,7005,56,0,0,0,1,1,1,50.56,14.1,5
2025-03,RA024,1,BGD,FAMILY_REUN,0,0,0,68721,50412,56,1,1,1,0,0,1,25.9,67.2,28
2019-09,RA003,9,MMR,TEMP_PROTECTION,1,0,1,279766,80387,142,1,0,0,1,1,0,61.66,62.8,21
2019-11,RA015,8,SYR,FAMILY_REUN,1,0,0,398671,144271,6,0,1,0,0,0,0,52.03,62.2,18
2024-05,RA003,5,NPL,SIV,1,1,0,320678,97115,147,0,0,0,1,0,0,77.87,75.5,9
2024-03,RA055,3,IRN,ASYLUM,0,1,1,127262,121927,18,1,1,0,1,0,0,57.52,18.1,16
2021-02,RA031,5,MMR,FAMILY_REUN,0,1,0,22423,23823,133,1,1,0,1,0,0,43.08,69.7,28
2025-02,RA010,5,ERI,ASYLUM,0,1,0,249326,2334,178,0,1,0,0,1,1,11.99,88.7,18
2020-07,RA038,9,SOM,ASYLUM,1,1,1,27007,104534,38,1,0,1,0,0,1,12.01,53.0,19
2020-04,RA055,7,NPL,UNHCR,0,1,0,179193,123265,70,0,0,1,1,1,1,64.04,48.6,16
2023-08,RA022,2,SYR,TEMP_PROTECTION,0,1,1,93006,48200,24,0,1,1,1,0,0,88.08,79.8,13
2024-08,RA014,5,NPL,SIV,0,0,1,375300,66138,101,0,0,1,0,0,1,41.48,14.6,6
2025-06,RA009,9,IRN,UNHCR,1,1,0,96382,65196,150,0,1,0,1,1,0,53.08,34.1,18
2021-06,RA018,2,SYR,HUMANITARIAN_PAROLE,0,0,1,378288,48437,10,0,1,0,0,1,1,59.12,85.4,23
2019-07,RA008,8,IRQ,TEMP_PROTECTION,1,0,1,181333,146106,161,1,1,0,0,0,0,47.73,50.0,28
2019-12,RA059,3,IRQ,UNHCR,0,0,0,231306,115130,30,1,1,0,1,0,1,5.96,84.0,6
2020-12,RA038,4,IRN,FAMILY_REUN,1,0,0,158764,76360,165,0,0,1,1,1,0,58.91,25.2,11
2020-10,RA015,2,IRN,FAMILY_REUN,1,0,0,82542,71392,117,0,0,0,0,1,1,13.71,39.0,29
2022-11,RA046,9,MMR,FAMILY_REUN,0,1,1,149793,143231,113,0,0,0,1,1,0,55.58,82.4,5
2021-06,RA015,6,UKR,HUMANITARIAN_PAROLE,0,0,1,206730,19685,173,0,0,0,1,0,1,77.54,16.3,7
2023-12,RA052,9,IRN,ASYLUM,1,1,0,383132,133373,139,0,1,1,1,0,1,0.54,89.5,8
2022-03,RA006,8,SOM,FAMILY_REUN,1,1,1,397717,119138,8,0,1,1,0,0,1,43.05,31.0,17
2020-08,RA054,9,PAK,TEMP_PROTECTION,0,1,1,128711,14073,140,1,1,1,0,0,0,74.57,97.3,9
2021-02,RA012,5,IRN,TEMP_PROTECTION,1,0,0,138361,3566,19,0,0,1,0,1,0,52.85,82.8,24
2023-01,RA042,6,BGD,UNHCR,1,0,0,75696,22937,58,0,0,0,0,1,1,23.53,45.6,25
2024-09,RA019,7,LKA,ASYLUM,1,1,0,191711,81094,84,1,0,1,0,1,1,69.76,74.2,20
2022-06,RA040,5,NPL,UNHCR,0,1,1,346087,51628,149,1,1,1,0,1,1,78.35,55.5,15
2019-06,RA005,1,NPL,UNHCR,1,1,1,7190,64075,64,0,0,0,0,1,0,36.25,85.3,16
2023-05,RA027,9,IRQ,FAMILY_REUN,0,1,0,207044,7120,59,0,0,1,0,1,0,29.74,51.8,0
2021-10,RA010,2,BGD,UNHCR,0,1,1,51678,31636,124,0,0,1,0,0,1,54.51,98.8,6
2024-09,RA043,7,LKA,HUMANITARIAN_PAROLE,0,0,0,241157,118698,40,0,0,0,0,0,1,36.54,13.4,21
2019-10,RA052,8,NPL,TEMP_PROTECTION,1,1,0,352600,18773,80,0,1,1,1,1,0,83.59,67.6,25
2021-04,RA046,8,SYR,TEMP_PROTECTION,1,1,0,2445,129497,172,0,0,1,0,1,0,77.91,24.6,29
2019-03,RA014,1,PAK,TEMP_PROTECTION,1,1,1,283419,149286,3,1,1,1,0,0,0,31.19,19.1,8
2025-05,RA034,7,AFG,ASYLUM,0,1,1,225032,104844,69,0,1,1,1,1,1,45.7,40.8,11
2022-12,RA058,9,PAK,FAMILY_REUN,0,0,1,316530,85993,172,0,1,0,0,0,0,88.95,36.7,0
2024-06,RA049,3,SOM,FAMILY_REUN,0,1,1,211579,62508,82,1,0,0,0,0,0,14.74,4.6,25
2021-11,RA015,8,PAK,UNHCR,0,1,1,342787,93526,93,0,1,1,1,1,1,75.42,42.8,9
2023-04,RA029,8,AFG,UNHCR,0,0,1,165267,21213,150,1,1,0,0,1,0,31.68,95.2,9
2024-02,RA055,9,SSD,SIV,0,1,0,195240,106358,159,1,0,0,1,0,0,11.95,46.7,9
2023-04,RA026,8,IRQ,SIV,0,0,0,182500,29712,62,1,1,1,0,0,1,11.7,30.2,6
2022-11,RA027,5,IRN,FAMILY_REUN,0,0,0,333445,57534,7,0,1,1,0,1,0,27.63,94.9,28
2023-06,RA003,5,PAK,FAMILY_REUN,1,1,0,231488,146928,119,1,0,0,1,0,1,54.81,50.6,23
2021-04,RA003,3,IRN,UNHCR,1,1,1,175340,55070,84,1,0,0,0,1,1,90.79,28.7,14
2020-11,RA035,6,IRQ,HUMANITARIAN_PAROLE,1,0,0,74673,20151,90,0,0,1,1,0,1,30.3,78.3,9
2021-11,RA058,3,AFG,HUMANITARIAN_PAROLE,1,0,0,210879,83025,152,1,0,0,0,1,1,19.92,22.4,15
2021-08,RA060,2,SYR,TEMP_PROTECTION,0,1,0,345090,68391,160,1,0,0,1,0,0,47.87,24.8,15
2019-02,RA035,7,LKA,UNHCR,1,1,1,206323,84079,115,1,0,1,1,1,1,15.66,32.4,19
2020-04,RA050,3,UKR,SIV,0,0,0,257060,145201,105,0,0,1,0,1,0,27.17,39.5,0
2020-04,RA006,4,BGD,SIV,1,1,0,200300,46998,143,1,1,1,0,1,0,98.66,58.3,26
2023-03,RA014,8,IRQ,HUMANITARIAN_PAROLE,0,0,0,330729,20530,163,1,0,1,0,1,0,55.81,51.5,10
2024-07,RA026,1,NPL,FAMILY_REUN,1,1,0,224505,102095,71,0,0,0,1,1,0,78.39,74.4,28
2023-06,RA003,9,BGD,UNHCR,1,1,1,317442,42760,79,1,1,1,1,0,1,21.18,71.7,18
2020-08,RA033,6,UKR,TEMP_PROTECTION,1,0,1,93418,149363,6,0,1,0,0,0,0,52.01,4.6,17
2021-09,RA042,2,MMR,TEMP_PROTECTION,0,0,0,170938,20515,68,1,0,0,1,1,0,51.05,13.4,2
2019-08,RA013,3,ERI,FAMILY_REUN,1,1,0,310522,622,86,0,1,1,1,0,0,81.27,21.5,14
2020-12,RA029,5,UKR,SIV,1,0,1,324663,129706,7,0,0,0,1,0,1,2.16,59.8,27
2023-05,RA009,6,SSD,HUMANITARIAN_PAROLE,1,1,1,112707,7245,130,1,1,1,1,1,0,86.05,89.5,5
2024-04,RA032,9,BGD,FAMILY_REUN,1,1,1,11590,87579,162,1,0,1,1,0,0,7.96,32.5,9
2023-10,RA022,2,SYR,SIV,1,0,1,239982,80831,113,0,1,0,0,0,0,91.66,96.4,2
2022-01,RA022,5,BGD,SIV,0,1,0,97987,63532,35,1,0,0,0,0,0,14.28,17.3,9
2025-12,RA058,7,IRN,TEMP_PROTECTION,0,1,1,119741,103272,99,0,1,0,1,1,1,53.22,92.5,28
2019-12,RA057,7,NPL,SIV,1,0,0,356034,38191,78,1,1,1,0,0,1,9.94,80.1,15
2025-12,RA034,4,IRN,FAMILY_REUN,0,0,1,151062,66951,29,1,1,1,1,0,1,44.72,38.9,3
2025-12,RA010,3,AFG,ASYLUM,1,0,0,137741,105101,14,0,1,1,1,1,1,29.93,20.6,0
2019-04,RA025,8,SOM,HUMANITARIAN_PAROLE,1,1,1,278917,102566,86,1,0,0,0,0,1,42.01,39.1,21
2021-07,RA012,2,PAK,SIV,1,0,0,277792,99992,57,1,0,1,1,1,0,54.5,21.4,17
2025-07,RA051,5,SOM,FAMILY_REUN,1,1,1,332296,4158,155,1,1,1,0,0,1,45.94,56.1,3
2022-02,RA003,5,SSD,TEMP_PROTECTION,0,0,1,9867,24122,169,1,1,0,0,1,1,2.32,57.5,4
2022-01,RA019,1,IRQ,UNHCR,1,1,0,327932,106698,96,0,1,0,0,1,0,86.35,76.8,20
2025-03,RA033,7,PAK,TEMP_PROTECTION,1,1,0,98018,58882,145,0,1,1,0,1,1,9.5,52.8,3
2020-02,RA058,4,MMR,HUMANITARIAN_PAROLE,0,0,1,73588,114214,132,0,0,1,1,0,0,98.06,34.5,18
2025-03,RA047,2,SSD,UNHCR,1,1,0,173746,96533,136,0,0,1,1,1,1,85.13,91.2,19
2025-01,RA055,8,MMR,UNHCR,1,1,0,87843,58899,101,1,0,0,1,0,0,56.14,7.8,30
2020-12,RA026,4,NPL,TEMP_PROTECTION,0,0,1,381580,18834,114,0,0,1,1,0,0,24.52,80.9,18
2019-10,RA013,1,MMR,FAMILY_REUN,0,1,1,312801,111756,136,0,0,1,1,0,1,8.62,41.0,2
2022-02,RA007,8,BGD,TEMP_PROTECTION,1,1,1,44628,137562,17,0,0,0,0,0,0,67.18,18.1,19
2022-07,RA034,7,PAK,ASYLUM,1,1,0,274849,41746,142,1,1,1,1,1,1,20.15,12.0,12
2022-01,RA022,3,IRQ,FAMILY_REUN,1,1,1,162858,9167,77,1,1,1,0,1,1,73.32,22.1,24
2022-06,RA020,3,SOM,FAMILY_REUN,0,1,1,78754,19330,61,0,1,1,1,1,1,83.25,12.2,24
2021-08,RA043,7,SDN,HUMANITARIAN_PAROLE,1,1,0,44237,75927,162,1,0,0,1,0,1,98.9,45.9,23
2025-12,RA023,2,NPL,FAMILY_REUN,1,0,0,351953,145335,39,1,0,0,0,1,0,50.42,35.0,19
2020-02,RA048,5,PAK,HUMANITARIAN_PAROLE,1,0,1,381522,122404,178,0,0,0,1,0,0,97.47,35.7,17
2019-04,RA014,7,NPL,SIV,1,0,0,29792,36843,123,0,0,0,1,0,0,14.93,15.7,27
2020-12,RA030,6,ERI,HUMANITARIAN_PAROLE,0,1,0,371554,120784,59,0,1,1,0,1,0,83.62,66.0,24
2019-10,RA023,7,PAK,FAMILY_REUN,0,0,1,343187,123216,55,1,1,0,0,1,0,35.98,60.8,5
2020-04,RA047,2,PAK,SIV,1,0,0,249628,109435,83,0,0,0,1,0,1,36.48,98.2,23
2022-03,RA052,7,LKA,SIV,0,1,0,63871,79278,40,1,0,0,1,0,0,26.86,16.8,19
2020-06,RA019,2,SDN,ASYLUM,1,0,0,242759,149992,16,1,0,0,0,1,0,17.34,83.4,23
2021-01,RA039,7,AFG,TEMP_PROTECTION,0,0,1,207064,98969,104,0,0,1,1,1,0,44.22,3.4,5
2019-07,RA041,8,BGD,FAMILY_REUN,0,1,0,257744,129129,24,1,1,0,0,1,0,98.73,7.3,5
2023-08,RA036,8,NPL,UNHCR,0,0,1,371520,132304,125,1,1,1,0,0,0,32.99,64.8,30
2022-11,RA006,5,IRN,TEMP_PROTECTION,1,0,1,11899,77515,92,0,0,0,1,0,1,46.11,40.6,21
2025-10,RA023,7,NPL,FAMILY_REUN,1,0,0,65179,24311,136,1,1,1,0,1,0,22.85,23.1,28
2025-10,RA010,8,UKR,UNHCR,0,0,1,23584,97627,150,1,0,0,1,0,1,33.71,0.3,24
2019-03,RA035,4,IRN,TEMP_PROTECTION,1,0,1,273164,75489,117,1,0,0,1,0,1,5.51,66.3,16
2019-01,RA021,2,BGD,ASYLUM,0,0,1,32983,30767,1,1,1,0,0,1,0,95.6,44.1,16
2021-09,RA032,7,AFG,FAMILY_REUN,1,1,0,202852,88094,44,1,1,1,1,1,1,50.98,17.1,4
2024-11,RA060,1,MMR,TEMP_PROTECTION,0,1,1,164019,61110,118,1,1,0,1,0,0,73.3,97.2,16
2025-02,RA030,2,MMR,ASYLUM,0,0,1,51838,20954,165,0,1,1,1,0,0,51.33,35.1,25
2023-11,RA033,7,SOM,UNHCR,1,0,1,376140,7424,133,0,1,1,0,1,0,77.02,30.3,8
2024-12,RA006,1,LKA,HUMANITARIAN_PAROLE,1,0,1,237031,71898,175,0,0,1,0,1,0,53.41,51.0,19
2021-08,RA005,7,SDN,FAMILY_REUN,0,1,1,316875,146911,171,0,0,0,1,1,0,70.15,27.7,1
2020-05,RA055,5,IRN,SIV,1,0,1,16760,70074,6,1,0,0,1,1,0,68.48,27.3,18
2025-06,RA015,3,BGD,SIV,0,1,1,383792,6644,65,0,0,0,0,1,1,53.36,96.6,8
2020-05,RA057,2,IRQ,ASYLUM,0,1,0,204653,23778,157,0,0,0,0,0,0,23.06,26.1,30
2020-09,RA043,7,MMR,HUMANITARIAN_PAROLE,1,0,0,64646,31488,75,0,1,0,1,1,1,21.18,60.5,26
2023-07,RA052,9,IRQ,SIV,1,1,0,149283,135422,51,0,0,1,1,1,1,87.43,3.7,7
2019-06,RA025,9,SYR,SIV,1,0,1,24156,131141,93,0,1,0,1,0,0,12.07,15.4,18
2025-12,RA013,8,IRN,FAMILY_REUN,1,1,1,155033,7169,35,0,1,0,0,1,1,55.92,2.2,12
2023-01,RA006,2,ERI,SIV,0,0,0,175258,129348,34,0,0,0,0,0,1,50.25,53.4,23
2025-12,RA037,1,SOM,UNHCR,0,0,1,222686,144140,65,0,0,1,0,1,1,79.84,49.2,3
2021-02,RA002,8,PAK,ASYLUM,0,1,1,210118,144210,177,0,0,0,1,0,1,13.54,33.1,5
2021-08,RA017,2,LKA,TEMP_PROTECTION,1,0,0,29520,120622,130,0,1,0,0,0,0,68.73,70.0,3
2024-12,RA024,4,ERI,SIV,1,1,1,90864,132578,105,0,0,0,1,1,0,60.59,62.6,10
2022-08,RA012,4,LKA,FAMILY_REUN,0,0,0,89504,143352,75,1,1,0,0,1,1,70.12,60.0,20
2023-11,RA044,2,LKA,TEMP_PROTECTION,1,1,0,388193,30865,3,0,0,1,0,0,0,62.12,33.6,9
2021-05,RA054,4,IRQ,UNHCR,1,0,1,155897,99952,54,1,0,1,1,0,0,56.25,32.7,30
2020-05,RA014,7,BGD,TEMP_PROTECTION,1,0,0,113553,145183,179,0,0,0,0,1,1,92.63,87.3,15
2020-06,RA007,6,LKA,SIV,0,0,1,203880,35935,19,0,1,1,1,0,1,34.87,54.4,24
2022-04,RA054,6,ERI,ASYLUM,0,1,1,39238,84468,18,1,1,1,0,0,0,18.47,27.2,29
2024-03,RA026,4,SYR,ASYLUM,1,1,0,382433,5523,135,1,1,1,0,0,0,79.54,54.3,17
2025-10,RA032,2,ERI,ASYLUM,0,0,1,119554,82139,26,1,0,0,0,1,1,12.97,26.7,24
2025-03,RA029,5,ERI,SIV,0,0,1,309027,53349,135,1,0,1,1,0,0,67.97,18.5,18
2022-09,RA046,3,MMR,UNHCR,0,0,0,292786,112293,17,1,1,0,0,1,1,54.96,28.2,20
2025-04,RA039,3,MMR,HUMANITARIAN_PAROLE,0,1,1,72056,137989,28,1,0,0,0,0,0,0.13,62.9,22
2025-07,RA009,4,PAK,TEMP_PROTECTION,0,0,1,159371,67585,45,1,1,1,1,0,1,23.99,51.6,28
2019-03,RA014,5,AFG,ASYLUM,1,0,0,266720,118600,163,0,0,1,0,1,1,49.59,16.5,29
2019-03,RA053,2,IRN,UNHCR,0,0,1,269327,41730,130,1,1,1,0,1,1,32.97,90.8,29
2022-02,RA017,6,MMR,FAMILY_REUN,1,1,1,190172,62273,136,1,0,0,1,1,0,42.69,49.8,11
2025-01,RA049,6,SOM,FAMILY_REUN,1,0,1,393093,115427,137,1,1,1,0,0,0,60.13,79.4,13
2022-04,RA025,8,PAK,UNHCR,0,0,0,76350,20679,83,1,0,0,0,0,1,73.08,33.1,27
2024-08,RA053,2,UKR,FAMILY_REUN,0,1,0,288496,96200,0,0,1,1,1,1,1,15.12,95.8,17
2023-06,RA030,8,SDN,FAMILY_REUN,0,0,0,324068,20505,131,1,1,1,0,0,0,28.29,75.2,29
2020-08,RA045,8,SDN,ASYLUM,0,1,1,179478,97218,175,1,1,1,0,1,0,63.65,45.5,19
2020-03,RA029,4,SDN,SIV,1,1,0,77132,13642,100,1,0,0,1,0,1,58.84,90.2,0
2019-05,RA059,7,MMR,SIV,1,1,0,392107,121688,95,1,1,1,0,1,0,73.68,71.7,12
2022-03,RA029,7,PAK,SIV,1,1,0,55552,115197,17,1,0,0,0,1,1,64.05,43.1,28
2022-04,RA018,1,SYR,SIV,0,1,0,146616,83915,77,0,1,1,0,0,1,33.02,97.4,26
2019-07,RA031,1,AFG,UNHCR,1,0,1,220747,85021,44,0,1,0,1,1,1,49.92,29.9,2
2024-12,RA019,8,BGD,ASYLUM,1,0,0,59418,82842,111,0,1,1,1,1,0,88.47,25.7,13
2021-09,RA017,1,NPL,UNHCR,0,0,1,221182,108287,14,1,1,1,1,1,0,18.61,89.5,21
2022-01,RA006,3,SSD,TEMP_PROTECTION,0,0,0,132157,103731,178,1,0,1,1,1,1,37.67,70.7,17
2021-08,RA012,6,MMR,TEMP_PROTECTION,0,0,1,358369,139284,3,0,0,1,0,1,0,84.17,34.6,23
2022-07,RA038,8,IRQ,FAMILY_REUN,1,0,0,298641,17448,146,0,1,1,0,0,0,36.42,23.2,22
2024-03,RA003,5,MMR,ASYLUM,0,0,1,348392,87931,87,0,0,1,1,1,1,41.22,17.8,18
2021-12,RA047,5,SYR,HUMANITARIAN_PAROLE,1,0,0,394703,112113,93,0,0,0,1,0,0,31.92,31.3,0
2023-01,RA035,4,SDN,SIV,0,1,1,74076,18283,76,0,1,1,1,1,1,89.95,12.6,14
2021-01,RA055,4,NPL,TEMP_PROTECTION,1,0,0,236829,98294,138,0,0,1,0,0,1,66.33,14.5,15
2024-06,RA047,7,SYR,TEMP_PROTECTION,1,0,1,81491,50118,27,0,0,0,0,1,1,20.88,77.7,27
2019-09,RA033,6,MMR,FAMILY_REUN,0,1,0,128686,120471,74,0,0,0,0,0,1,74.96,6.4,27
2020-06,RA053,8,BGD,SIV,1,0,1,354709,25089,53,0,0,1,0,1,0,3.85,43.9,9
2020-10,RA029,6,MMR,SIV,0,1,0,372092,40,64,0,0,0,1,1,0,39.64,40.5,19
2020-03,RA003,7,BGD,SIV,0,0,1,40105,64172,46,0,1,0,0,0,1,90.98,96.0,28
2019-07,RA005,5,SOM,TEMP_PROTECTION,0,0,0,46369,41992,117,1,0,1,0,0,0,68.98,46.6,3
2020-01,RA059,6,UKR,HUMANITARIAN_PAROLE,1,1,0,7102,80894,3,0,0,0,1,0,0,79.31,16.1,10
2021-12,RA014,1,UKR,FAMILY_REUN,1,0,0,125443,49279,33,1,1,1,1,1,1,93.13,8.8,15
2020-04,RA036,3,SOM,SIV,1,1,1,328689,84498,75,1,1,0,0,0,1,77.46,73.2,4
2022-05,RA054,8,ERI,SIV,0,1,0,325938,96195,60,1,1,0,0,1,0,8.86,14.8,18
2020-09,RA028,3,SOM,ASYLUM,1,1,0,350769,31363,100,1,0,0,0,0,0,23.06,93.8,30
2021-04,RA041,1,UKR,SIV,1,0,0,3079,12812,92,1,1,1,1,1,1,50.0,55.9,10
2025-02,RA032,3,UKR,ASYLUM,0,1,1,217444,81912,101,0,0,1,1,1,1,1.39,40.2,17
2025-11,RA018,4,SOM,FAMILY_REUN,0,1,1,256580,29428,112,1,1,1,1,0,1,62.46,68.4,14
2020-05,RA042,8,UKR,FAMILY_REUN,0,0,0,274311,24321,82,0,1,1,1,1,0,65.72,19.9,1
2024-05,RA040,9,LKA,FAMILY_REUN,0,1,0,329866,9085,147,0,0,1,1,1,0,69.64,38.2,23
2020-01,RA013,4,MMR,ASYLUM,0,1,1,44279,68342,130,0,1,1,0,0,1,55.57,3.3,12
2021-12,RA002,7,NPL,TEMP_PROTECTION,0,0,1,243228,60157,39,0,1,0,0,0,0,45.24,87.8,22
2023-10,RA052,1,SOM,TEMP_PROTECTION,0,0,1,9398,95795,150,1,1,0,0,0,0,85.55,42.5,11
2020-08,RA025,9,UKR,HUMANITARIAN_PAROLE,1,0,0,61140,50939,68,1,0,1,0,0,0,76.73,75.9,13
2023-04,RA020,4,SSD,HUMANITARIAN_PAROLE,0,1,0,135590,10440,31,1,1,0,0,0,0,61.24,91.7,29
2019-06,RA007,9,SOM,TEMP_PROTECTION,0,1,1,260927,133251,23,0,0,1,0,1,1,4.6,65.3,0
2020-11,RA011,3,LKA,TEMP_PROTECTION,0,0,0,311600,101427,112,1,0,1,0,1,0,69.39,37.6,11
2022-06,RA005,5,MMR,SIV,0,1,1,298366,5665,178,0,1,0,1,1,0,55.82,62.0,12
2020-12,RA029,1,ERI,FAMILY_REUN,0,1,1,6082,106517,114,1,1,0,0,1,1,69.35,36.0,24
2019-05,RA018,3,MMR,TEMP_PROTECTION,1,0,1,361298,3390,169,0,1,1,1,0,1,31.14,56.7,2
2021-08,RA008,5,SDN,UNHCR,0,0,1,153183,8359,34,0,1,1,0,0,1,77.7,43.2,2
2022-10,RA027,6,SDN,TEMP_PROTECTION,1,0,0,352750,74600,31,1,1,0,0,1,1,41.79,15.0,0
2020-05,RA058,8,ERI,SIV,1,1,1,282083,132853,44,1,1,0,1,1,1,89.45,78.0,10
2025-03,RA042,1,PAK,TEMP_PROTECTION,0,0,0,182898,128566,175,0,0,0,1,1,0,10.4,49.6,3
2021-03,RA002,3,AFG,HUMANITARIAN_PAROLE,0,1,0,314726,25972,107,1,1,1,0,1,0,48.45,19.0,25
2024-08,RA035,1,BGD,HUMANITARIAN_PAROLE,0,0,1,310963,90743,85,0,1,1,0,1,0,20.57,89.2,29
2020-11,RA026,5,IRQ,FAMILY_REUN,1,1,0,204148,149057,176,1,0,1,0,0,1,45.35,85.3,30
2021-10,RA023,8,SYR,ASYLUM,0,0,0,19533,100167,33,0,1,1,0,1,1,35.38,55.9,27
2020-09,RA005,4,SDN,SIV,1,1,0,178502,56485,143,0,0,1,0,1,0,80.34,97.0,10
2020-10,RA016,9,SYR,ASYLUM,1,1,1,396563,99025,10,0,0,0,1,1,1,16.72,92.7,1
2024-05,RA042,6,LKA,HUMANITARIAN_PAROLE,0,1,1,266093,130972,146,1,0,1,1,1,1,59.87,89.7,27
2021-08,RA011,6,LKA,FAMILY_REUN,0,1,1,95413,72778,91,0,1,1,1,0,0,40.65,13.3,29
2024-02,RA019,5,SYR,HUMANITARIAN_PAROLE,1,1,0,356958,77064,156,0,0,1,0,0,0,51.81,29.5,18
2021-04,RA016,5,LKA,FAMILY_REUN,1,1,0,161156,49394,53,0,1,0,0,1,0,71.44,41.0,11
2025-10,RA032,7,NPL,TEMP_PROTECTION,0,1,1,36174,72441,180,1,0,1,1,1,1,35.71,83.2,26
2019-07,RA012,8,IRQ,UNHCR,0,0,0,392171,70174,75,1,0,0,1,0,0,36.71,87.1,12
2023-06,RA002,7,PAK,ASYLUM,1,1,1,183741,102676,159,0,0,1,0,0,1,7.68,75.1,16
2024-10,RA043,1,NPL,SIV,1,1,1,195068,53797,99,1,1,1,0,0,0,55.19,47.2,18
2020-02,RA022,1,BGD,FAMILY_REUN,0,1,1,305808,57746,115,0,1,0,0,1,0,41.69,16.2,29
2023-07,RA026,6,SDN,TEMP_PROTECTION,1,1,0,97527,50605,123,0,0,0,0,1,0,81.23,3.5,3
2023-10,RA033,3,ERI,TEMP_PROTECTION,0,1,0,110260,56060,82,1,1,1,0,1,0,43.93,69.9,30
2022-08,RA024,9,AFG,UNHCR,0,0,1,47634,47141,55,0,0,0,1,1,0,97.08,99.4,5
2022-10,RA005,7,SYR,TEMP_PROTECTION,0,0,1,70793,110909,62,0,0,0,1,1,0,17.18,34.5,2
2020-02,RA021,2,SSD,TEMP_PROTECTION,1,0,1,386785,3501,131,1,1,0,0,1,1,26.71,56.9,10
2022-08,RA046,3,UKR,UNHCR,1,1,0,259416,66722,138,0,0,1,0,1,1,39.19,81.1,21
2022-05,RA018,8,SDN,ASYLUM,1,1,1,233691,99685,130,0,0,1,0,1,1,17.04,18.6,11
2025-01,RA039,1,ERI,TEMP_PROTECTION,0,1,1,363135,47018,154,1,1,1,0,1,1,97.23,83.0,11
2019-02,RA005,5,PAK,FAMILY_REUN,0,0,0,121998,64127,110,0,0,1,0,1,1,64.1,62.5,17
2025-10,RA008,1,PAK,SIV,0,0,0,300435,59198,171,0,0,0,0,1,1,1.12,57.0,30
2019-05,RA021,9,IRN,SIV,1,0,0,292748,149360,145,0,1,1,0,0,1,57.85,76.2,29
2019-12,RA047,7,PAK,SIV,0,1,1,93738,12225,157,0,0,0,0,0,0,78.12,24.1,13
2025-06,RA057,5,NPL,HUMANITARIAN_PAROLE,0,1,0,53726,132824,69,1,0,1,1,1,0,5.13,61.5,10
2025-05,RA005,6,MMR,HUMANITARIAN_PAROLE,0,1,1,187089,126889,174,0,1,1,0,1,1,57.79,24.0,23
2022-11,RA013,3,ERI,FAMILY_REUN,1,1,1,228264,87191,33,0,0,0,1,1,1,37.43,18.0,20
2025-07,RA019,3,SOM,TEMP_PROTECTION,1,0,1,351791,98841,118,1,1,1,1,0,0,58.15,62.3,16
2021-11,RA029,7,AFG,TEMP_PROTECTION,1,0,0,168155,56734,75,1,1,1,0,1,1,25.26,26.9,21
2020-07,RA002,7,LKA,SIV,1,0,1,362862,18774,41,0,1,1,0,1,1,66.6,71.4,15
2025-07,RA037,7,MMR,UNHCR,1,0,0,185539,114049,22,1,1,0,1,1,0,67.13,51.4,2
2024-03,RA026,2,SOM,TEMP_PROTECTION,1,0,0,249580,74918,39,1,0,1,0,0,0,53.95,69.5,3
2019-08,RA029,2,PAK,SIV,1,1,0,326600,102240,14,0,1,0,0,1,1,92.38,89.2,25
2020-11,RA058,5,LKA,FAMILY_REUN,0,0,1,300718,83415,114,0,0,0,0,0,1,90.95,13.8,7
2020-01,RA005,4,PAK,SIV,0,1,0,313265,38984,56,1,0,1,1,1,0,4.75,6.7,23
2020-11,RA032,7,UKR,ASYLUM,0,1,1,289823,20907,110,1,1,1,0,0,0,28.99,40.0,10
2021-07,RA038,3,MMR,SIV,0,0,1,338938,3370,141,0,1,1,1,0,1,36.43,71.7,12
2021-06,RA048,5,AFG,TEMP_PROTECTION,1,0,0,1759,136898,139,0,1,1,0,1,0,5.53,88.6,23
2022-06,RA002,2,SOM,TEMP_PROTECTION,1,1,1,55718,53227,106,1,0,0,0,1,1,52.36,3.5,11
2019-02,RA005,1,UKR,UNHCR,0,1,0,159700,4695,116,1,0,0,1,0,1,2.46,79.3,4
2019-11,RA047,9,SYR,FAMILY_REUN,0,1,0,160747,32864,34,0,0,1,1,1,0,67.81,7.5,15
