mig_permits_reference_year,mig_permits_host_country_iso2,mig_permits_nuts_code,mig_permits_applicant_citizenship_iso2,mig_permits_permit_type_code,mig_permits_permit_reason_code,mig_permits_duration_months,mig_permits_first_permit_flag,mig_permits_renewal_flag,mig_permits_blue_card_flag,mig_permits_family_reunification_flag,mig_permits_student_permit_flag,mig_permits_seasonal_worker_flag,mig_permits_biometrics_collected_flag,mig_permits_processing_time_days_median,mig_permits_decision_outcome_code,mig_permits_appeal_lodged_flag,mig_permits_residence_permit_count,mig_permits_eurostat_table_code,mig_permits_data_extract_date
2026,LU,FI3,IE,D_VISA,FAMILY,9,1,0,0,1,0,0,1,111,PENDING,0,122,migr_resfirst,2025-02-23
2010,RO,HR98,SI,D_VISA,STUDY,36,0,1,0,0,0,0,1,105,GRANTED,0,122,migr_resvalid,2025-12-08
2011,AT,SK28,GE,D_VISA,WORK,1,1,0,0,0,0,0,1,94,WITHDRAWN,0,114,migr_resbc,2024-07-25
2012,CZ,RO296,MK,D_VISA,OTHER,9,1,0,0,0,0,0,1,110,PARTIALLY_GRANTED,0,120,migr_reslt,2024-10-19
2013,DE,GR5,VN,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,98,REFUSED,0,115,migr_asyappctza,2025-06-09
2014,LV,CY11,DE,D_VISA,INVESTOR,1,0,1,0,0,0,0,0,101,PENDING,0,114,migr_resfirst,2025-05-23
2015,PL,ES586,PT,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,99,GRANTED,0,114,migr_resvalid,2024-02-06
2016,ES,LT7,DZ,D_VISA,FAMILY,36,1,0,0,0,0,0,1,92,WITHDRAWN,0,111,migr_resbc,2024-11-07
2017,HR,IE7,MA,D_VISA,STUDY,1,1,0,0,0,1,0,1,97,PARTIALLY_GRANTED,0,110,migr_reslt,2025-05-27
2018,FI,CZ99,TR,D_VISA,WORK,9,0,1,0,0,0,0,1,93,REFUSED,1,129,migr_asyappctza,2025-12-28
2019,IE,SE5,EE,D_VISA,OTHER,36,1,0,0,0,0,0,1,105,PENDING,0,137,migr_resfirst,2025-01-03
2020,MT,IE258,MT,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,109,GRANTED,0,132,migr_resvalid,2024-10-17
2021,SK,AT35,BY,D_VISA,INVESTOR,9,1,1,0,0,0,0,1,109,WITHDRAWN,0,125,migr_resbc,2024-02-28
2022,BE,BE945,IS,D_VISA,PROTECTION,36,0,1,0,0,0,0,1,126,PARTIALLY_GRANTED,0,127,migr_reslt,2024-04-22
2023,DK,AT96,RU,D_VISA,FAMILY,1,1,0,0,1,0,0,1,100,REFUSED,1,114,migr_asyappctza,2025-10-16
2024,GR,FI19,CY,D_VISA,STUDY,9,1,0,0,0,1,0,1,106,PENDING,0,143,migr_resfirst,2025-05-01
2025,LT,GR48,LV,D_VISA,WORK,36,1,0,0,0,0,0,1,127,GRANTED,0,144,migr_resvalid,2024-10-22
2026,PT,CZ78,SE,D_VISA,OTHER,1,0,1,0,0,0,0,1,109,WITHDRAWN,0,134,migr_resbc,2025-01-06
2010,SE,CY244,IN,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,102,PARTIALLY_GRANTED,0,129,migr_reslt,2025-10-20
2011,CY,SI2,NO,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,122,REFUSED,0,124,migr_asyappctza,2025-11-27
2012,FR,CZ937,BE,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,116,PENDING,0,132,migr_resfirst,2024-04-15
2013,IT,LV288,HU,D_VISA,FAMILY,9,0,1,0,1,0,0,1,114,GRANTED,0,132,migr_resvalid,2026-01-01
2014,NL,LU656,SK,D_VISA,STUDY,36,1,0,0,0,1,0,0,107,WITHDRAWN,0,146,migr_resbc,2024-08-11
2015,SI,GR276,GB,D_VISA,WORK,1,1,0,0,0,0,0,1,108,PARTIALLY_GRANTED,0,134,migr_reslt,2025-08-30
2016,BG,PL889,ME,D_VISA,OTHER,9,1,0,0,0,0,0,1,115,REFUSED,0,126,migr_asyappctza,2024-02-06
2017,EE,LV2,US,D_VISA,RESEARCH,36,0,1,0,0,0,0,1,126,PENDING,0,143,migr_resfirst,2024-04-24
2018,HU,HU897,FR,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,132,GRANTED,0,136,migr_resvalid,2024-03-26
2019,LU,IT2,PL,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,117,WITHDRAWN,0,144,migr_resbc,2026-01-01
2020,RO,BG376,CN,D_VISA,FAMILY,36,1,0,0,1,0,0,1,114,PARTIALLY_GRANTED,0,142,migr_reslt,2024-05-19
2021,AT,SE137,KE,D_VISA,STUDY,1,0,1,0,0,1,0,1,125,REFUSED,0,144,migr_asyappctza,2025-08-29
2022,CZ,BE7,TN,D_VISA,WORK,9,1,0,0,0,0,0,1,122,PENDING,0,149,migr_resfirst,2025-04-05
2023,DE,DE619,DK,D_VISA,OTHER,36,1,0,0,0,0,0,1,129,GRANTED,0,160,migr_resvalid,2025-12-17
2024,LV,CY9,LU,D_VISA,RESEARCH,1,1,1,0,0,0,0,1,141,WITHDRAWN,0,150,migr_resbc,2025-02-18
2025,PL,SK774,BA,D_VISA,INVESTOR,9,0,1,0,0,0,0,1,133,PARTIALLY_GRANTED,0,153,migr_reslt,2024-08-24
2026,ES,PT376,IR,D_VISA,PROTECTION,36,1,0,0,0,0,0,0,131,REFUSED,0,157,migr_asyappctza,2024-08-18
2010,HR,CZ77,RS,D_VISA,FAMILY,1,1,0,0,1,0,0,1,131,PENDING,0,138,migr_resfirst,2024-01-28
2011,FI,PL21,HR,D_VISA,STUDY,9,1,0,0,0,1,0,1,137,GRANTED,0,163,migr_resvalid,2025-03-26
2012,IE,HR30,IT,D_VISA,WORK,36,0,0,0,0,0,0,1,134,WITHDRAWN,0,164,migr_resbc,2024-06-09
2013,MT,SE544,ES,D_VISA,OTHER,1,1,0,0,0,0,0,1,145,PARTIALLY_GRANTED,0,168,migr_reslt,2026-02-09
2014,SK,GR80,GH,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,144,REFUSED,0,162,migr_asyappctza,2024-11-25
2015,BE,IE2,NG,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,152,PENDING,0,159,migr_resfirst,2024-02-22
2016,DK,SK99,AT,D_VISA,PROTECTION,1,0,1,0,0,0,0,1,127,GRANTED,0,149,migr_resvalid,2024-04-06
2017,GR,RO8,GR,D_VISA,FAMILY,9,1,0,0,1,0,0,1,133,WITHDRAWN,0,169,migr_resbc,2024-02-13
2018,LT,DK24,RO,D_VISA,STUDY,36,1,0,0,0,1,0,1,133,PARTIALLY_GRANTED,0,164,migr_reslt,2024-10-17
2019,PT,BE653,EG,D_VISA,WORK,1,1,1,0,0,0,0,0,140,REFUSED,0,155,migr_asyappctza,2025-08-14
2020,SE,BE975,MD,D_VISA,OTHER,9,0,1,0,0,0,0,1,131,PENDING,0,146,migr_resfirst,2024-12-23
2021,CY,IT4,UA,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,156,GRANTED,0,173,migr_resvalid,2025-06-30
2022,FR,CZ574,FI,D_VISA,INVESTOR,1,1,1,0,0,0,0,1,136,WITHDRAWN,0,147,migr_resbc,2024-08-07
2023,IT,SI373,NL,D_VISA,PROTECTION,9,1,1,0,0,0,0,1,140,PARTIALLY_GRANTED,0,167,migr_reslt,2025-07-20
2024,NL,BG81,CH,D_VISA,FAMILY,36,0,1,0,1,0,0,1,160,REFUSED,0,166,migr_asyappctza,2024-11-19
2025,SI,AT775,JP,D_VISA,STUDY,1,1,1,0,0,1,0,1,149,PENDING,0,158,migr_resfirst,2024-03-10
2026,BG,ES1,SY,D_VISA,WORK,9,1,0,0,0,0,0,0,145,GRANTED,0,166,migr_resvalid,2025-08-13
2010,EE,HR90,CZ,D_VISA,OTHER,36,1,0,0,0,0,0,1,165,WITHDRAWN,0,174,migr_resbc,2024-06-19
2011,HU,HU795,LT,D_VISA,RESEARCH,1,0,1,0,0,0,0,1,166,PARTIALLY_GRANTED,0,154,migr_reslt,2025-12-01
2012,LU,HU1,AL,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,145,REFUSED,0,160,migr_asyappctza,2024-05-24
2013,RO,CZ9,IQ,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,155,PENDING,0,176,migr_resfirst,2024-06-11
2014,AT,NL844,PK,D_VISA,FAMILY,1,1,0,0,1,0,0,1,169,GRANTED,0,178,migr_resvalid,2025-03-31
2015,CZ,AT744,BG,D_VISA,STUDY,9,0,1,0,0,1,0,0,164,WITHDRAWN,0,162,migr_resbc,2025-05-23
2016,DE,MT976,IE,D_VISA,WORK,36,1,0,0,0,0,0,1,170,PARTIALLY_GRANTED,0,171,migr_reslt,2026-02-18
2017,LV,CZ416,SI,D_VISA,OTHER,1,1,0,0,0,0,0,1,153,REFUSED,0,188,migr_asyappctza,2025-10-29
2018,PL,CZ571,GE,D_VISA,RESEARCH,9,1,1,0,0,0,0,1,158,PENDING,0,170,migr_resfirst,2025-08-18
2019,ES,GR560,MK,D_VISA,INVESTOR,36,0,1,0,0,0,0,1,172,GRANTED,0,165,migr_resvalid,2024-02-15
2020,HR,MT644,VN,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,172,WITHDRAWN,0,190,migr_resbc,2024-05-28
2021,FI,LV436,DE,D_VISA,FAMILY,9,1,1,0,1,0,0,1,167,PARTIALLY_GRANTED,0,172,migr_reslt,2024-02-08
2022,IE,AT661,PT,D_VISA,STUDY,36,1,0,0,0,1,0,1,161,REFUSED,1,165,migr_asyappctza,2024-12-26
2023,MT,PL280,DZ,D_VISA,WORK,1,0,1,0,0,0,1,1,162,PENDING,0,174,migr_resfirst,2025-11-22
2024,SK,RO76,MA,D_VISA,OTHER,9,1,0,0,0,0,0,1,176,GRANTED,0,177,migr_resvalid,2024-05-31
2025,BE,NL95,TR,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,155,WITHDRAWN,0,181,migr_resbc,2024-02-18
2026,DK,CY2,EE,D_VISA,INVESTOR,1,1,0,0,0,0,0,0,158,PARTIALLY_GRANTED,0,182,migr_reslt,2024-10-25
2010,GR,DE478,MT,D_VISA,PROTECTION,9,0,1,0,0,0,0,1,173,REFUSED,0,177,migr_asyappctza,2025-05-23
2011,LT,LT5,BY,D_VISA,FAMILY,36,1,0,0,1,0,0,1,180,PENDING,0,171,migr_resfirst,2025-10-25
2012,PT,SE683,IS,D_VISA,STUDY,1,1,0,0,0,1,0,1,160,GRANTED,0,198,migr_resvalid,2025-03-14
2013,SE,HU649,RU,D_VISA,WORK,9,1,1,0,0,0,0,1,173,WITHDRAWN,0,197,migr_resbc,2025-07-12
2014,CY,NL270,CY,D_VISA,OTHER,36,0,0,0,0,0,0,1,160,PARTIALLY_GRANTED,0,186,migr_reslt,2024-10-05
2015,FR,LU37,LV,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,182,REFUSED,0,175,migr_asyappctza,2025-11-20
2016,IT,HU676,SE,D_VISA,INVESTOR,9,1,1,0,0,0,0,1,180,PENDING,0,200,migr_resfirst,2024-06-14
2017,NL,IT476,IN,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,163,GRANTED,0,198,migr_resvalid,2024-02-08
2018,SI,HR92,NO,D_VISA,FAMILY,1,0,1,0,1,0,0,1,190,WITHDRAWN,0,184,migr_resbc,2025-06-04
2019,BG,HR57,BE,D_VISA,STUDY,9,1,1,0,0,1,0,1,185,PARTIALLY_GRANTED,0,203,migr_reslt,2024-07-28
2020,EE,SE479,HU,D_VISA,WORK,36,1,1,0,0,0,0,1,172,REFUSED,1,207,migr_asyappctza,2025-03-12
2021,HU,FR18,SK,D_VISA,OTHER,1,1,1,0,0,0,0,1,165,PENDING,0,208,migr_resfirst,2024-10-10
2022,LU,AT535,GB,D_VISA,RESEARCH,9,0,1,0,0,0,0,1,180,GRANTED,0,209,migr_resvalid,2025-06-25
2023,RO,FR978,ME,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,185,WITHDRAWN,0,211,migr_resbc,2024-03-02
2024,AT,IT10,US,D_VISA,PROTECTION,1,1,1,0,0,0,0,1,186,PARTIALLY_GRANTED,0,185,migr_reslt,2026-01-27
2025,CZ,GR349,FR,D_VISA,FAMILY,9,1,0,0,0,0,0,1,187,REFUSED,0,210,migr_asyappctza,2024-03-22
2026,DE,CZ5,PL,D_VISA,STUDY,36,0,1,0,0,1,0,1,194,PENDING,0,192,migr_resfirst,2024-02-18
2010,LV,HR667,CN,D_VISA,WORK,1,1,0,0,0,0,0,1,196,GRANTED,0,202,migr_resvalid,2025-08-02
2011,PL,AT28,KE,D_VISA,OTHER,9,1,0,0,0,0,0,1,193,WITHDRAWN,0,196,migr_resbc,2024-06-05
2012,ES,IT40,TN,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,172,PARTIALLY_GRANTED,0,210,migr_reslt,2024-04-02
2013,HR,HR795,DK,D_VISA,INVESTOR,1,0,1,0,0,0,0,1,185,REFUSED,0,207,migr_asyappctza,2024-11-30
2014,FI,BE403,LU,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,189,PENDING,0,210,migr_resfirst,2025-04-29
2015,IE,CY185,BA,D_VISA,FAMILY,36,1,0,0,1,0,0,1,179,GRANTED,0,192,migr_resvalid,2024-07-27
2016,MT,PL63,IR,D_VISA,STUDY,1,1,0,0,1,1,0,1,201,WITHDRAWN,0,221,migr_resbc,2024-06-07
2017,SK,NL9,RS,D_VISA,WORK,9,0,1,0,0,0,0,1,184,PARTIALLY_GRANTED,0,213,migr_reslt,2025-10-21
2018,BE,SK696,HR,D_VISA,OTHER,36,1,0,0,0,0,0,1,203,REFUSED,0,199,migr_asyappctza,2025-06-25
2019,DK,SI4,IT,D_VISA,RESEARCH,1,1,1,0,0,0,0,1,202,PENDING,0,204,migr_resfirst,2024-03-28
2020,GR,IT24,ES,D_VISA,INVESTOR,9,1,1,0,0,0,0,1,197,GRANTED,0,206,migr_resvalid,2025-11-17
2021,LT,DE51,GH,D_VISA,PROTECTION,36,0,1,0,0,0,0,1,192,WITHDRAWN,0,218,migr_resbc,2024-07-31
2022,PT,LV894,NG,D_VISA,FAMILY,1,1,0,0,1,0,0,1,194,PARTIALLY_GRANTED,0,221,migr_reslt,2024-09-21
2023,SE,DE965,AT,D_VISA,STUDY,9,1,0,0,0,1,0,1,208,REFUSED,0,228,migr_asyappctza,2024-02-20
2024,CY,FI3,GR,D_VISA,WORK,36,1,0,0,0,0,0,1,190,PENDING,0,222,migr_resfirst,2024-01-28
2025,FR,HR98,RO,D_VISA,OTHER,1,0,0,0,0,0,0,1,25,GRANTED,0,22,migr_resvalid,2025-11-03
2026,IT,SK28,EG,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,10,WITHDRAWN,0,12,migr_resbc,2024-02-17
2010,NL,RO296,MD,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,23,PARTIALLY_GRANTED,0,20,migr_reslt,2024-02-05
2011,SI,GR5,UA,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,18,REFUSED,1,9,migr_asyappctza,2025-08-11
2012,BG,CY11,FI,D_VISA,FAMILY,9,0,0,0,1,0,0,1,14,PENDING,0,30,migr_resfirst,2024-12-09
2013,EE,ES586,NL,D_VISA,STUDY,36,1,1,0,0,0,0,1,17,GRANTED,0,6,migr_resvalid,2025-04-07
2014,HU,LT7,CH,D_VISA,WORK,1,1,0,0,0,0,1,1,11,WITHDRAWN,0,8,migr_resbc,2025-08-11
2015,LU,IE7,JP,D_VISA,OTHER,9,1,1,0,0,0,0,1,26,PARTIALLY_GRANTED,0,23,migr_reslt,2024-04-01
2016,RO,CZ99,SY,D_VISA,RESEARCH,36,0,0,0,0,0,0,1,17,REFUSED,0,28,migr_asyappctza,2025-12-02
2017,AT,SE5,CZ,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,21,PENDING,0,23,migr_resfirst,2025-12-07
2018,CZ,IE258,LT,D_VISA,PROTECTION,9,1,0,0,1,0,0,1,44,GRANTED,0,30,migr_resvalid,2025-06-18
2019,DE,AT35,AL,D_VISA,FAMILY,36,1,0,0,1,0,0,1,35,WITHDRAWN,0,28,migr_resbc,2025-01-11
2020,LV,BE945,IQ,D_VISA,STUDY,1,0,0,0,0,1,0,1,27,PARTIALLY_GRANTED,0,20,migr_reslt,2024-12-22
2021,PL,AT96,PK,D_VISA,WORK,9,1,0,0,0,0,0,1,41,REFUSED,0,32,migr_asyappctza,2025-01-04
2022,ES,FI19,BG,D_VISA,OTHER,36,1,0,0,0,0,0,1,36,PENDING,0,37,migr_resfirst,2025-03-12
2023,HR,GR48,IE,D_VISA,RESEARCH,1,1,0,0,1,0,0,1,34,GRANTED,0,40,migr_resvalid,2025-04-05
2024,FI,CZ78,SI,D_VISA,INVESTOR,9,0,1,0,0,0,0,1,46,WITHDRAWN,0,39,migr_resbc,2025-11-26
2025,IE,CY244,GE,D_VISA,PROTECTION,36,1,1,0,0,0,0,1,32,PARTIALLY_GRANTED,0,48,migr_reslt,2024-06-20
2026,MT,SI2,MK,D_VISA,FAMILY,1,1,1,0,1,0,0,1,27,REFUSED,0,41,migr_asyappctza,2024-08-05
2010,SK,CZ937,VN,D_VISA,STUDY,9,1,0,0,0,1,0,1,42,PENDING,0,43,migr_resfirst,2024-03-29
2011,BE,LV288,DE,D_VISA,WORK,36,0,1,0,0,0,1,1,34,GRANTED,0,48,migr_resvalid,2025-11-17
2012,DK,LU656,PT,D_VISA,OTHER,1,1,0,0,0,0,0,1,52,WITHDRAWN,0,49,migr_resbc,2024-08-25
2013,GR,GR276,DZ,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,45,PARTIALLY_GRANTED,0,40,migr_reslt,2024-06-06
2014,LT,PL889,MA,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,37,REFUSED,0,38,migr_asyappctza,2025-09-05
2015,PT,LV2,TR,D_VISA,PROTECTION,1,0,1,0,0,0,0,1,37,PENDING,0,47,migr_resfirst,2026-02-07
2016,SE,HU897,EE,D_VISA,FAMILY,9,1,0,0,1,0,0,1,58,GRANTED,0,56,migr_resvalid,2024-03-31
2017,CY,IT2,MT,D_VISA,STUDY,36,1,0,0,0,1,0,0,33,WITHDRAWN,0,29,migr_resbc,2025-05-31
2018,FR,BG376,BY,D_VISA,WORK,1,1,0,0,0,0,0,1,58,PARTIALLY_GRANTED,0,41,migr_reslt,2024-09-20
2019,IT,SE137,IS,D_VISA,OTHER,9,0,1,0,0,0,0,1,62,REFUSED,0,49,migr_asyappctza,2024-11-11
2020,NL,BE7,RU,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,56,PENDING,0,34,migr_resfirst,2025-01-29
2021,SI,DE619,CY,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,58,GRANTED,0,37,migr_resvalid,2025-10-25
2022,BG,CY9,LV,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,60,WITHDRAWN,0,55,migr_resbc,2024-08-13
2023,EE,SK774,SE,D_VISA,FAMILY,36,0,0,0,0,0,0,1,61,PARTIALLY_GRANTED,0,53,migr_reslt,2025-06-29
2024,HU,PT376,IN,D_VISA,STUDY,1,1,0,0,0,1,0,1,66,REFUSED,0,53,migr_asyappctza,2024-06-08
2025,LU,CZ77,NO,D_VISA,WORK,9,1,1,0,1,0,0,0,68,PENDING,0,54,migr_resfirst,2024-10-16
2026,RO,PL21,BE,D_VISA,OTHER,36,1,0,0,0,0,0,1,68,GRANTED,0,43,migr_resvalid,2025-02-11
2010,AT,HR30,HU,D_VISA,RESEARCH,1,0,0,0,0,0,0,1,59,WITHDRAWN,0,61,migr_resbc,2024-12-02
2011,CZ,SE544,SK,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,63,PARTIALLY_GRANTED,0,62,migr_reslt,2025-04-12
2012,DE,GR80,GB,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,47,REFUSED,0,57,migr_asyappctza,2024-04-06
2013,LV,IE2,ME,D_VISA,FAMILY,1,1,0,0,1,0,0,1,52,PENDING,0,60,migr_resfirst,2025-05-31
2014,PL,SK99,US,D_VISA,STUDY,9,0,1,0,0,1,0,1,74,GRANTED,0,44,migr_resvalid,2025-09-12
2015,ES,RO8,FR,D_VISA,WORK,36,1,0,0,0,0,0,1,50,WITHDRAWN,0,42,migr_resbc,2024-05-05
2016,HR,DK24,PL,D_VISA,OTHER,1,1,0,0,1,0,0,1,77,PARTIALLY_GRANTED,0,46,migr_reslt,2024-12-30
2017,FI,BE653,CN,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,64,REFUSED,0,60,migr_asyappctza,2024-03-30
2018,IE,BE975,KE,D_VISA,INVESTOR,36,0,1,0,0,0,0,1,63,PENDING,0,54,migr_resfirst,2025-06-22
2019,MT,IT4,TN,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,65,GRANTED,0,76,migr_resvalid,2024-04-08
2020,SK,CZ574,DK,D_VISA,FAMILY,9,1,0,0,1,0,0,1,77,WITHDRAWN,0,76,migr_resbc,2024-03-03
2021,BE,SI373,LU,D_VISA,STUDY,36,1,0,0,0,1,0,1,55,PARTIALLY_GRANTED,0,53,migr_reslt,2025-04-07
2022,DK,BG81,BA,D_VISA,WORK,1,0,1,0,0,0,0,1,58,REFUSED,1,53,migr_asyappctza,2024-02-11
2023,GR,AT775,IR,D_VISA,OTHER,9,1,0,0,0,0,0,1,67,PENDING,0,64,migr_resfirst,2025-01-30
2024,LT,ES1,RS,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,78,GRANTED,0,52,migr_resvalid,2024-10-03
2025,PT,HR90,HR,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,77,WITHDRAWN,0,56,migr_resbc,2025-01-09
2026,SE,HU795,IT,D_VISA,PROTECTION,9,0,1,0,0,0,0,1,87,PARTIALLY_GRANTED,0,61,migr_reslt,2025-02-06
2010,CY,HU1,ES,D_VISA,FAMILY,36,1,0,0,1,0,0,0,62,REFUSED,1,62,migr_asyappctza,2025-04-08
2011,FR,CZ9,GH,D_VISA,STUDY,1,1,0,0,0,1,0,0,71,PENDING,0,71,migr_resfirst,2025-05-27
2012,IT,NL844,NG,D_VISA,WORK,9,1,0,0,0,0,0,1,81,GRANTED,0,61,migr_resvalid,2024-06-12
2013,NL,AT744,AT,D_VISA,OTHER,36,0,0,0,0,0,0,1,88,WITHDRAWN,0,75,migr_resbc,2024-07-20
2014,SI,MT976,GR,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,81,PARTIALLY_GRANTED,0,77,migr_reslt,2025-03-08
2015,BG,CZ416,RO,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,88,REFUSED,0,59,migr_asyappctza,2026-02-24
2016,EE,CZ571,EG,D_VISA,PROTECTION,36,1,0,0,1,0,0,1,72,PENDING,0,85,migr_resfirst,2025-07-09
2017,HU,GR560,MD,D_VISA,FAMILY,1,0,1,0,1,0,0,1,65,GRANTED,0,72,migr_resvalid,2024-06-20
2018,LU,MT644,UA,D_VISA,STUDY,9,1,0,0,0,1,0,1,75,WITHDRAWN,0,80,migr_resbc,2025-10-29
2019,RO,LV436,FI,D_VISA,WORK,36,1,0,0,0,0,0,0,88,PARTIALLY_GRANTED,0,68,migr_reslt,2025-03-03
2020,AT,AT661,NL,D_VISA,OTHER,1,1,1,0,0,0,0,1,84,REFUSED,0,82,migr_asyappctza,2025-03-31
2021,CZ,PL280,CH,D_VISA,RESEARCH,9,0,1,0,0,0,0,1,75,PENDING,0,80,migr_resfirst,2024-06-14
2022,DE,RO76,JP,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,99,GRANTED,0,68,migr_resvalid,2025-05-08
2023,LV,NL95,SY,D_VISA,PROTECTION,1,1,0,0,1,0,0,1,97,WITHDRAWN,0,92,migr_resbc,2024-08-03
2024,PL,CY2,CZ,D_VISA,FAMILY,9,1,0,0,1,0,0,1,82,PARTIALLY_GRANTED,0,70,migr_reslt,2024-02-24
2025,ES,DE478,LT,D_VISA,STUDY,36,0,1,0,0,1,0,1,88,REFUSED,1,90,migr_asyappctza,2024-09-13
2026,HR,LT5,AL,D_VISA,WORK,1,1,1,0,0,0,1,1,91,PENDING,0,98,migr_resfirst,2025-05-08
2010,FI,SE683,IQ,D_VISA,OTHER,9,1,1,0,0,0,0,1,105,GRANTED,0,98,migr_resvalid,2025-07-16
2011,IE,HU649,PK,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,88,WITHDRAWN,0,80,migr_resbc,2024-11-05
2012,MT,NL270,BG,D_VISA,INVESTOR,1,0,0,0,0,0,0,0,107,PARTIALLY_GRANTED,0,80,migr_reslt,2025-02-24
2013,SK,LU37,IE,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,85,REFUSED,1,87,migr_asyappctza,2025-04-25
2014,BE,HU676,SI,D_VISA,FAMILY,36,1,1,0,1,0,0,0,108,PENDING,0,80,migr_resfirst,2025-07-13
2015,DK,IT476,GE,D_VISA,STUDY,1,1,0,0,0,1,0,1,85,GRANTED,0,104,migr_resvalid,2024-03-27
2016,GR,HR92,MK,D_VISA,WORK,9,0,1,0,0,0,0,1,100,WITHDRAWN,0,106,migr_resbc,2024-10-27
2017,LT,HR57,VN,D_VISA,OTHER,36,1,0,0,0,0,0,1,89,PARTIALLY_GRANTED,0,81,migr_reslt,2024-02-06
2018,PT,SE479,DE,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,109,REFUSED,1,107,migr_asyappctza,2024-02-12
2019,SE,FR18,PT,D_VISA,INVESTOR,9,1,1,0,0,0,0,1,94,PENDING,0,109,migr_resfirst,2025-04-02
2020,CY,AT535,DZ,D_VISA,PROTECTION,36,0,0,0,0,0,0,1,102,GRANTED,0,106,migr_resvalid,2024-02-26
2021,FR,FR978,MA,D_VISA,FAMILY,1,1,0,0,1,0,0,1,106,WITHDRAWN,0,105,migr_resbc,2024-07-06
2022,IT,IT10,TR,D_VISA,STUDY,9,1,0,0,1,1,0,0,88,PARTIALLY_GRANTED,0,99,migr_reslt,2026-01-15
2023,NL,GR349,EE,D_VISA,WORK,36,1,0,0,1,0,0,1,104,REFUSED,0,92,migr_asyappctza,2025-07-09
2024,SI,CZ5,MT,D_VISA,OTHER,1,0,0,0,0,0,0,1,107,PENDING,0,93,migr_resfirst,2024-12-13
2025,BG,HR667,BY,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,113,GRANTED,0,115,migr_resvalid,2025-01-30
2026,EE,AT28,IS,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,105,WITHDRAWN,0,105,migr_resbc,2025-12-27
2010,HU,IT40,RU,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,93,PARTIALLY_GRANTED,0,91,migr_reslt,2024-08-14
2011,LU,HR795,CY,D_VISA,FAMILY,9,0,1,0,1,0,0,1,113,REFUSED,0,90,migr_asyappctza,2026-02-11
2012,RO,BE403,LV,D_VISA,STUDY,36,1,0,0,0,1,0,1,108,PENDING,0,108,migr_resfirst,2024-07-06
2013,AT,CY185,SE,D_VISA,WORK,1,1,0,0,0,0,0,1,106,GRANTED,0,94,migr_resvalid,2024-05-13
2014,CZ,PL63,IN,D_VISA,OTHER,9,1,0,0,0,0,0,1,99,WITHDRAWN,0,122,migr_resbc,2025-03-13
2015,DE,NL9,NO,D_VISA,RESEARCH,36,0,0,0,0,0,0,1,122,PARTIALLY_GRANTED,0,112,migr_reslt,2024-07-28
2016,LV,SK696,BE,D_VISA,INVESTOR,1,1,1,0,1,0,0,0,126,REFUSED,0,118,migr_asyappctza,2024-06-19
2017,PL,SI4,HU,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,99,PENDING,0,111,migr_resfirst,2024-03-07
