care_coverage_coverage_year,care_coverage_state_ut_code,care_coverage_district_lgd_code,care_coverage_scheme_type_code,care_coverage_pmjay_beneficiary_count,care_coverage_abha_id_linked_share_pct,care_coverage_premium_benchmark_inr,care_coverage_deductible_individual_inr,care_coverage_oop_max_individual_inr,care_coverage_network_tier_type,care_coverage_covered_lives_count,care_coverage_uninsured_rate_estimate,care_coverage_esic_enrollment,care_coverage_cghs_enrollment,care_coverage_employer_covered_share_pct,care_coverage_subsidy_eligible_share_pct,care_coverage_plan_switch_rate_pct,care_coverage_special_enrollment_count,care_coverage_rate_review_status,care_coverage_data_source_agency
2025,IN-LD,LGD-D-6637335,PrivateGroup,985357,52.01,5643.06,10696.18,146581.23,EHS_Network,11082990,0.63,1345217,200549,7.12,33.77,1.55,168307,NotApplicable,ESIC
2016,IN-NL,LGD-D-5400440,PrivateGroup,2536127,0.73,14770.75,6062.94,127884.61,EHS_Network,3823971,23.93,2553229,109156,27.61,18.46,20.13,99226,Approved,IRDAI
2022,IN-MZ,LGD-D-3606044,PMJAY,3084001,78.07,21028.21,13991.92,6487.6,Open,9486360,10.4,3263795,639597,10.76,77.99,33.27,216225,Rejected,CGHS
2016,IN-TN,LGD-D-6724957,PMJAY,3458384,92.58,14381.39,22846.28,128626.99,Restricted,4012433,29.96,5573596,231340,42.25,82.84,28.92,146851,Approved,NIC
2016,IN-GA,LGD-D-7671570,CGHS,515568,48.6,32134.64,12862.46,75966.71,Preferred,11456577,8.72,3561589,417479,23.59,11.22,32.21,204313,PendingDocs,NHA
2021,IN-GJ,LGD-D-7683958,ESIC,2001132,50.34,1596.92,15529.07,4063.36,Tiered,5029774,30.3,2938895,197255,19.21,22.41,2.84,151695,Rejected,CGHS
2023,IN-PB,LGD-D-7016869,CGHS,2749877,95.5,21716.76,13499.72,147976.2,Preferred,11754476,34.4,1321570,552853,5.19,24.08,20.91,204616,PendingDocs,StateHealthDept
2021,IN-SK,LGD-D-5519757,PrivateGroup,689536,86.57,5417.47,5016.05,6385.5,Preferred,4274491,11.03,4373968,28984,24.91,46.32,30.73,219674,Rejected,ESIC
2021,IN-HR,LGD-D-7814193,PrivateGroup,970749,25.25,9213.58,3084.39,133809.36,Preferred,9932952,7.53,4873453,130598,39.14,42.05,32.41,222379,Approved,NHA
2025,IN-KA,LGD-D-7804281,PrivateGroup,1613348,76.09,34470.71,21917.62,59460.63,Tiered,5753233,26.44,1675349,71858,35.42,57.85,32.92,156903,Approved,NIC
2018,IN-MH,LGD-D-1450740,CommunityBased,2254761,36.52,22888.64,5563.41,148313.66,Restricted,4578872,25.06,4330127,58548,8.89,11.31,20.46,151041,UnderReview,IRDAI
2019,IN-DH,LGD-D-5814263,PMJAY,3098613,23.51,1355.85,17597.86,50707.11,Restricted,4867144,18.14,2785142,679891,23.74,24.73,12.78,62718,UnderReview,StateHealthDept
2017,IN-MP,LGD-D-3777193,PMJAY,1114986,30.74,27456.31,19347.52,82493.6,Restricted,5633186,33.6,3265979,280299,44.34,11.06,8.81,103433,Approved,IRDAI
2025,IN-AN,LGD-D-7569945,CGHS,2278298,31.26,9127.71,23344.04,65701.12,Open,10093289,23.46,1178951,241333,10.22,4.05,29.57,153679,UnderReview,NIC
2017,IN-MP,LGD-D-6491182,Mixed,309020,91.84,1655.78,18530.52,90641.72,Preferred,1732475,17.49,2119401,292281,19.03,80.99,28.97,228235,PendingDocs,CGHS
2024,IN-PY,LGD-D-7172299,CommunityBased,2855720,43.89,22856.64,22463.43,128243.75,Tiered,3556596,34.49,2840420,572869,3.78,2.28,19.94,199395,PendingDocs,IRDAI
2021,IN-CH,LGD-D-5187981,ESIC,2499115,61.52,14359.15,23537.38,148099.29,Open,1420040,29.35,4692550,404510,39.02,33.56,7.73,52171,Approved,NIC
2020,IN-MP,LGD-D-2580136,ESIC,2848506,75.82,15989.24,10307.44,83324.95,Tiered,695025,4.87,1476378,212579,41.84,57.99,18.44,144710,NotApplicable,NHA
2023,IN-AS,LGD-D-3426024,PMJAY,904788,28.44,3107.26,3003.82,64667.17,Restricted,1162914,7.06,3720101,598621,4.92,81.14,0.36,246672,NotApplicable,NHA
2024,IN-RJ,LGD-D-6500055,CommunityBased,1570886,54.22,2413.27,7838.29,2070.91,Restricted,2201593,18.78,5566233,525297,18.06,41.48,15.42,159834,Approved,NHA
2021,IN-WB,LGD-D-3826857,ESIC,1915340,77.93,2262.2,15005.35,91136.27,Preferred,2072182,14.48,637740,211238,33.53,69.49,34.1,85898,PendingDocs,StateHealthDept
2021,IN-TS,LGD-D-1675419,StateScheme,1586331,9.85,19550.99,14446.6,95875.52,Restricted,7442773,20.9,4213921,281412,11.93,35.14,15.86,219756,Approved,ESIC
2022,IN-NL,LGD-D-4530787,CGHS,2775916,91.34,10777.21,7417.24,126895.1,Restricted,332546,33.3,3162493,635320,12.37,72.6,6.44,42352,Rejected,NHA
2016,IN-ML,LGD-D-6518903,PrivateGroup,2202660,12.29,18517.94,14213.25,120313.84,EHS_Network,11804435,12.59,485867,294526,5.56,46.36,18.35,68092,PendingDocs,ESIC
2024,IN-NL,LGD-D-6380555,CommunityBased,3164445,10.01,20703.45,9216.81,12992.36,Restricted,4807411,5.05,2205868,620286,40.88,70.73,6.83,139216,Rejected,NIC
2018,IN-LD,LGD-D-9085563,PMJAY,3000604,96.03,10883.57,19046.98,93609.53,Tiered,6013231,10.08,4260097,663121,12.03,29.29,20.55,15516,Rejected,ESIC
2017,IN-GJ,LGD-D-8683296,StateScheme,408892,11.16,26643.86,22568.29,40926.05,Tiered,5824073,21.96,2267591,354733,38.93,35.16,9.18,111200,PendingDocs,ESIC
2024,IN-HP,LGD-D-9096736,Mixed,1217738,8.19,19654.29,17276.04,44838.94,Tiered,9112747,2.97,3635467,257888,27.99,21.59,4.63,176362,Approved,MoHFW
2024,IN-CG,LGD-D-1457805,PMJAY,813361,63.74,22078.25,20863.6,16800.28,Preferred,2466154,24.49,4764387,563849,44.49,45.99,13.5,114858,Rejected,IRDAI
2022,IN-AP,LGD-D-3360706,ESIC,3254501,15.67,30774.52,23029.06,107927.32,EHS_Network,4671371,6.41,2409412,591389,41.02,11.38,5.11,112225,PendingDocs,NIC
2020,IN-BR,LGD-D-3317625,PMJAY,1137613,53.09,5355.54,23057.13,118131.7,Preferred,5209123,3.86,1078068,621810,2.29,81.14,28.52,45425,PendingDocs,NHA
2020,IN-HP,LGD-D-7516113,PrivateGroup,1514135,38.79,20114.93,18101.85,66357.31,Tiered,5009512,34.87,484915,173754,9.64,26.66,8.37,40035,NotApplicable,MoHFW
2022,IN-KL,LGD-D-7365713,ESIC,2696934,12.37,22329.01,21204.31,55595.45,Open,3261721,8.13,2557955,21484,48.74,42.15,34.12,232501,NotApplicable,NIC
2019,IN-DH,LGD-D-5570680,Mixed,1284011,51.99,16178.59,4040.84,30552.07,Restricted,9902474,2.41,4954172,409644,15.47,7.5,14.49,55218,Approved,ESIC
2025,IN-DH,LGD-D-6895005,CGHS,1236584,2.18,10920.98,15356.34,76269.4,Open,6894191,5.31,2247964,387105,42.63,49.54,11.61,130612,UnderReview,IRDAI
2022,IN-JH,LGD-D-2725363,ESIC,2123403,23.24,32762.01,18781.69,41990.61,Tiered,2098945,18.91,402930,531578,49.48,46.19,4.04,26025,PendingDocs,NHA
2016,IN-SK,LGD-D-8815300,CGHS,2701597,38.71,10601.76,21748.77,97416.3,EHS_Network,3175858,14.19,3882302,43388,49.18,51.54,23.07,7642,PendingDocs,ESIC
2022,IN-ML,LGD-D-9623780,PrivateGroup,1432477,44.78,24460.36,20470.43,117382.22,Open,10962746,15.04,2646090,111644,47.92,64.09,3.41,12435,UnderReview,CGHS
2018,IN-DL,LGD-D-5037259,Mixed,991537,28.94,13960.97,8605.82,62896.46,Restricted,3124901,5.32,3103276,112389,17.15,3.32,33.83,159052,PendingDocs,MoHFW
2021,IN-CG,LGD-D-4943696,CGHS,1953,77.31,15046.18,1203.81,37317.45,Tiered,4543379,6.11,1939604,198835,6.26,51.22,8.44,139793,Approved,MoHFW
2020,IN-PB,LGD-D-9761999,CommunityBased,3405825,97.25,11155.77,9135.43,13386.16,Preferred,7089953,2.26,5700415,609314,39.23,31.17,12.4,160788,Approved,IRDAI
2020,IN-MN,LGD-D-6028465,CommunityBased,3384005,59.55,30729.31,6784.54,100070.78,EHS_Network,7457136,7.67,828733,57367,41.79,64.15,28.28,2963,UnderReview,CGHS
2024,IN-MN,LGD-D-1978781,Mixed,2538438,57.31,9825.15,21340.79,146001.84,EHS_Network,10170602,26.19,5256940,585640,20.5,68.18,4.21,203941,Rejected,NIC
2025,IN-RJ,LGD-D-4625254,PMJAY,1273557,42.66,32074.97,7744.11,43014.83,Open,3767770,30.88,2165424,355089,11.44,68.12,18.55,4155,Rejected,CGHS
2020,IN-NL,LGD-D-3684825,PMJAY,535793,83.54,32269.89,7980.44,55059.67,Open,2210893,0.54,2677334,584038,51.69,15.27,19.41,69481,PendingDocs,MoHFW
2025,IN-BR,LGD-D-1244991,Mixed,1769331,19.76,5400.81,530.99,101513.96,Preferred,8102362,19.61,4887384,158587,16.02,80.72,18.63,207107,PendingDocs,NHA
2024,IN-KA,LGD-D-3923074,ESIC,572838,44.88,12805.16,11153.55,31403.39,Restricted,42883,14.69,5106119,564990,49.28,80.24,22.58,35350,NotApplicable,MoHFW
2021,IN-TR,LGD-D-2435931,CommunityBased,1334435,4.74,34636.63,9700.59,8378.82,Open,398931,8.69,3052936,68982,53.84,30.13,17.77,90937,NotApplicable,IRDAI
2023,IN-GA,LGD-D-7531750,CGHS,351201,24.83,6568.48,4715.82,121461.48,EHS_Network,5478766,29.31,1339511,77437,13.46,59.03,29.95,53243,NotApplicable,IRDAI
2016,IN-AP,LGD-D-7149247,PMJAY,752387,13.32,22465.94,1657.78,79869.29,Tiered,10088169,8.47,2756510,422306,43.12,55.66,8.04,96110,UnderReview,MoHFW
2020,IN-DH,LGD-D-3546923,CGHS,450738,18.67,13043.57,7875.72,82144.12,EHS_Network,2661626,27.74,2307169,625070,40.07,80.18,23.32,245032,Approved,IRDAI
2023,IN-KA,LGD-D-8183595,CommunityBased,745078,75.65,27206.22,12043.16,139871.35,Tiered,11326156,21.61,421022,123199,33.02,40.28,2.27,20967,UnderReview,ESIC
2016,IN-RJ,LGD-D-5422963,ESIC,1684460,61.6,29380.49,23394.76,118800.53,Preferred,10008968,20.09,5609676,538738,42.69,77.35,34.13,191634,Approved,CGHS
2024,IN-GJ,LGD-D-1448515,StateScheme,952762,43.41,9660.58,16129.09,8930.13,Restricted,7546543,5.33,1471556,125788,41.3,62.87,7.99,208479,Approved,NHA
2016,IN-MP,LGD-D-5146219,CommunityBased,921894,95.17,21797.43,19511.35,139523.71,Restricted,10750915,19.65,4169555,223987,53.19,17.49,5.07,78959,Approved,IRDAI
2025,IN-KA,LGD-D-5676511,CGHS,3149231,25.79,26368.65,10646.41,48942.99,Restricted,1752286,30.31,4105604,102217,35.42,70.85,24.52,28284,Rejected,StateHealthDept
2024,IN-LD,LGD-D-6601344,StateScheme,3412462,55.45,29231.52,20486.17,123555.58,EHS_Network,7455363,16.49,3134097,606525,51.72,68.91,7.59,120275,Rejected,StateHealthDept
2021,IN-OD,LGD-D-2158372,ESIC,3074860,82.82,10617.7,8465.02,107803.64,Tiered,9029212,24.3,4762284,511711,47.56,4.89,19.01,128610,PendingDocs,MoHFW
2023,IN-JH,LGD-D-8393317,CGHS,709928,4.69,22816.39,9124.61,116462.11,EHS_Network,5213602,15.27,3421066,57879,48.51,42.63,4.56,107409,UnderReview,StateHealthDept
2016,IN-ML,LGD-D-1424785,CommunityBased,1465419,22.83,11938.66,6593.67,96726.39,Tiered,9575393,22.36,1023486,650050,42.79,29.32,34.6,129402,Rejected,ESIC
2025,IN-DL,LGD-D-3902472,CGHS,2632144,5.06,34373.78,22013.36,138195.89,Tiered,9746880,5.93,4029420,307263,41.11,30.61,29.24,35186,Rejected,ESIC
2017,IN-HR,LGD-D-4005014,CommunityBased,2653018,50.65,6289.46,22747.98,142026.72,Preferred,7979501,12.67,5519381,267199,28.65,23.65,3.26,212329,PendingDocs,StateHealthDept
2019,IN-AS,LGD-D-8476390,Mixed,1125354,92.88,3465.31,18480.52,96922.28,EHS_Network,11255795,34.77,4977691,176686,46.6,65.11,23.84,4514,Approved,ESIC
2016,IN-LA,LGD-D-1190872,StateScheme,2274011,13.51,25276.12,18034.59,32804.81,EHS_Network,9993435,9.45,5727613,344491,30.54,52.07,17.32,41791,PendingDocs,CGHS
2021,IN-MH,LGD-D-8471216,PrivateGroup,899709,56.71,30710.8,1581.56,104248.64,EHS_Network,4835374,16.59,1572441,608781,36.56,63.42,28.96,242923,Rejected,StateHealthDept
2016,IN-JK,LGD-D-8960145,Mixed,2873635,55.39,2655.48,17780.38,99596.06,Open,10997655,13.92,3712738,123924,38.4,42.64,30.09,56747,PendingDocs,IRDAI
2025,IN-AP,LGD-D-3151171,CGHS,1120575,17.78,24728.35,4368.47,86605.72,EHS_Network,10947321,17.81,2565221,620730,18.84,78.76,13.68,145569,Approved,NIC
2017,IN-AS,LGD-D-3669459,CommunityBased,2193713,21.28,20149.32,7111.69,34555.99,Open,1481101,1.69,3781785,549822,41.59,61.99,13.17,197504,NotApplicable,StateHealthDept
2022,IN-TN,LGD-D-9249389,PrivateGroup,2076239,16.68,33299.44,9203.68,88846.8,EHS_Network,3801474,4.24,3763887,588984,49.07,32.5,15.44,116894,Rejected,StateHealthDept
2023,IN-NL,LGD-D-5702741,Mixed,3029748,43.16,24843.7,23152.88,39823.03,Open,5738543,14.4,39320,93204,23.98,69.76,9.38,242457,NotApplicable,NHA
2022,IN-PY,LGD-D-8027919,PMJAY,151863,15.96,19124.74,18791.06,110417.24,Tiered,4538622,33.68,1886577,163127,14.19,5.09,3.58,196458,NotApplicable,IRDAI
2020,IN-TN,LGD-D-5630875,CommunityBased,282239,44.04,33979.44,18545.15,60153.78,Restricted,10755424,11.1,1095344,223969,37.77,77.97,2.55,236532,Approved,StateHealthDept
2019,IN-AN,LGD-D-7010647,StateScheme,1966424,66.72,11206.6,8159.95,96958.75,Open,220963,33.29,483203,35325,51.53,58.4,1.41,145940,Rejected,StateHealthDept
2023,IN-CH,LGD-D-9408363,CGHS,1307600,89.78,18486.45,20898.45,88890.43,Preferred,2145822,7.31,3365393,529323,0.17,58.95,14.97,112765,UnderReview,StateHealthDept
2019,IN-CH,LGD-D-7814101,PMJAY,2660371,13.75,24735.52,18439.74,69472.77,Preferred,10119963,7.95,1719498,470964,50.92,66.41,7.64,212350,Rejected,NIC
2019,IN-UK,LGD-D-7196962,PrivateGroup,739666,60.04,9147.44,16738.08,32672.51,EHS_Network,8836801,28.0,104280,219599,37.62,30.18,12.87,244043,NotApplicable,IRDAI
2022,IN-WB,LGD-D-2925565,PrivateGroup,2958405,12.13,29347.45,15843.64,141329.92,Tiered,11929383,29.77,1237344,363699,40.92,83.56,33.68,185481,PendingDocs,ESIC
2016,IN-LA,LGD-D-3022602,ESIC,436526,67.14,31312.62,14076.33,85523.03,EHS_Network,7515057,21.63,2268531,27165,40.26,72.25,29.19,4496,Rejected,IRDAI
2024,IN-NL,LGD-D-6515577,CGHS,1778743,70.38,15826.63,17292.95,14067.2,Open,1021455,7.66,4459096,492192,26.49,7.86,21.27,196681,Rejected,NIC
2024,IN-DL,LGD-D-8618371,CommunityBased,2309923,0.52,19726.64,5730.0,90344.72,EHS_Network,1336727,27.25,1798326,8052,23.17,65.48,25.72,237214,NotApplicable,CGHS
2016,IN-DH,LGD-D-1088326,PrivateGroup,1559374,79.78,23551.51,20841.13,37427.71,Open,10503181,15.76,5551039,165084,48.31,80.8,9.48,244340,NotApplicable,NIC
2023,IN-PB,LGD-D-9873349,Mixed,2748806,19.4,2042.94,24424.56,69332.62,EHS_Network,9975797,8.04,3708936,526538,3.96,72.13,13.96,20540,UnderReview,MoHFW
2019,IN-AP,LGD-D-4627514,ESIC,3467192,30.81,20479.07,17143.68,135793.4,Restricted,187189,6.22,3093872,610560,8.16,28.64,0.04,212197,Rejected,NHA
2021,IN-BR,LGD-D-3538228,PrivateGroup,2153804,8.05,23974.91,12313.95,97483.61,Open,640815,14.66,4562666,402241,33.86,31.05,14.2,57675,PendingDocs,MoHFW
2017,IN-SK,LGD-D-3862470,Mixed,2911338,7.06,26736.47,20981.02,117180.83,Open,4327730,18.56,2966770,124338,44.77,6.8,25.13,37519,NotApplicable,CGHS
2018,IN-MZ,LGD-D-2926962,CommunityBased,3099807,62.24,10584.48,20964.82,30094.4,Preferred,2078369,1.69,2336345,535395,52.96,9.85,14.53,82854,Approved,ESIC
2024,IN-AR,LGD-D-4166824,CGHS,3386227,73.3,10535.92,9849.69,67382.26,Restricted,7865275,9.65,270263,367525,27.56,56.1,20.31,193054,NotApplicable,NHA
2021,IN-TR,LGD-D-2092045,PMJAY,2051436,51.32,17764.76,21028.37,43655.94,Restricted,2488045,33.31,2781,266351,16.9,47.41,34.24,137781,PendingDocs,MoHFW
2016,IN-DH,LGD-D-7165134,PrivateGroup,2277168,21.24,3556.08,24111.81,83959.97,Restricted,7113006,16.84,4653365,2161,12.6,70.95,16.26,79014,NotApplicable,CGHS
2016,IN-BR,LGD-D-4919917,ESIC,2236439,83.93,29891.9,19931.01,81118.79,Tiered,2622658,21.78,1067593,403013,26.44,17.29,23.48,96019,Rejected,CGHS
2023,IN-MN,LGD-D-5783911,CommunityBased,547526,55.82,11372.69,9868.2,139658.46,Tiered,4885906,23.87,397846,158010,38.33,26.94,12.56,94321,PendingDocs,CGHS
2019,IN-UP,LGD-D-3201534,PMJAY,427802,35.59,34233.89,5340.53,120328.68,Tiered,3555841,3.19,4747541,450586,49.68,38.86,8.32,89409,PendingDocs,CGHS
2025,IN-TS,LGD-D-2530559,PMJAY,2920284,78.97,31413.41,12852.78,106466.42,Tiered,2035433,33.3,4852775,219202,42.3,70.19,21.42,187037,NotApplicable,NIC
2025,IN-MP,LGD-D-1300140,ESIC,2399406,15.08,4409.18,5828.59,136319.27,Restricted,9021498,26.02,5163295,218932,26.0,82.33,17.43,215627,Rejected,NIC
2022,IN-GJ,LGD-D-2040281,PrivateGroup,485815,70.57,11372.83,3247.41,88552.57,Tiered,8589912,21.3,4226251,290633,39.6,36.35,22.18,169144,Rejected,StateHealthDept
2020,IN-JK,LGD-D-2202199,PrivateGroup,370131,80.11,27095.74,22907.47,19597.29,Open,9230786,19.3,2598317,630760,6.1,73.9,19.15,59234,NotApplicable,CGHS
2025,IN-BR,LGD-D-3470416,CommunityBased,1555923,25.39,14908.47,5601.24,106316.93,Tiered,2377111,17.79,1036427,383930,50.72,61.12,0.38,114664,Rejected,ESIC
2019,IN-GJ,LGD-D-5456675,PrivateGroup,1283538,9.94,28041.22,1161.58,126371.16,EHS_Network,971603,19.53,4436146,443805,30.34,32.2,17.3,215264,PendingDocs,MoHFW
2019,IN-UK,LGD-D-7603020,PMJAY,2909152,39.92,27445.56,4495.88,21651.69,Restricted,6651247,8.31,3046302,586393,17.07,50.61,28.44,247073,UnderReview,NIC
2019,IN-HP,LGD-D-1152086,PrivateGroup,500083,28.94,29974.46,19832.82,20882.57,Preferred,3198977,17.83,3038304,556808,34.69,80.67,14.63,152157,Approved,CGHS
2022,IN-UP,LGD-D-2519434,CGHS,1965879,60.36,6466.45,1184.79,21177.97,Restricted,5257998,2.11,1078364,389463,21.83,49.76,14.82,73950,Approved,IRDAI
2019,IN-AS,LGD-D-2663026,StateScheme,2540158,94.69,29498.8,18839.25,42420.14,EHS_Network,5251918,34.53,584368,177999,15.99,53.74,6.84,196110,Rejected,CGHS
2016,IN-DH,LGD-D-7205224,PrivateGroup,3436591,61.98,23943.54,6718.94,101611.51,Open,1340210,12.27,316857,500842,10.9,50.54,3.23,30266,Approved,StateHealthDept
2020,IN-MZ,LGD-D-9290733,Mixed,3060926,17.73,3406.96,24801.53,6747.71,Preferred,4881868,17.16,5063845,137270,2.79,17.27,0.48,77094,Approved,IRDAI
2016,IN-CG,LGD-D-6229653,CommunityBased,456261,42.89,7572.8,19319.1,97580.77,Open,11988879,25.0,1476519,422552,40.25,23.83,24.72,15787,Rejected,StateHealthDept
2022,IN-GA,LGD-D-3930357,CommunityBased,2440436,27.98,10593.13,23880.45,29008.2,Restricted,4479892,28.39,3979357,745,50.01,54.44,34.59,210286,UnderReview,NIC
2018,IN-TR,LGD-D-7536869,PrivateGroup,3183450,1.52,6923.4,639.66,140543.52,Tiered,8590347,25.79,243985,29183,32.45,56.2,9.69,26634,NotApplicable,ESIC
2016,IN-DL,LGD-D-4694385,CommunityBased,3493202,44.3,12072.15,16938.63,145148.5,EHS_Network,5277713,24.23,5915607,681066,17.92,67.46,30.13,28850,Approved,NHA
2025,IN-MH,LGD-D-8794769,PMJAY,1303918,73.03,20348.11,14911.94,18225.18,Tiered,11276644,12.8,2491445,455802,14.06,24.99,10.72,26788,PendingDocs,CGHS
2016,IN-MZ,LGD-D-7175529,StateScheme,1982319,15.03,14118.45,10092.02,14601.81,Tiered,429492,20.48,2945251,288027,10.35,75.41,22.95,191197,UnderReview,NIC
2020,IN-KL,LGD-D-4488905,ESIC,1194553,68.67,25703.0,4368.83,5608.32,EHS_Network,10299685,3.64,3233786,258580,51.92,68.64,11.25,237926,Rejected,IRDAI
2022,IN-CG,LGD-D-2878280,CommunityBased,3323310,54.57,22052.76,19060.38,117032.2,Tiered,8276170,1.04,4106579,11733,43.72,30.34,13.64,112295,Rejected,ESIC
2020,IN-WB,LGD-D-5180867,PMJAY,371931,57.78,14130.37,19771.4,69020.79,EHS_Network,2380753,24.3,1609395,28310,21.62,59.19,27.8,194567,Rejected,CGHS
2018,IN-AR,LGD-D-2002531,CGHS,3326032,43.81,6151.79,10613.56,106702.25,Open,5197790,9.24,4695714,620910,22.21,12.5,0.17,171100,PendingDocs,NIC
2022,IN-HR,LGD-D-2414082,StateScheme,1495291,56.57,21914.78,5341.52,60901.94,Preferred,7943146,31.27,2414259,430935,50.2,36.3,2.26,173873,UnderReview,NHA
2020,IN-CG,LGD-D-2767229,ESIC,2492920,77.66,20160.76,4572.94,57898.52,Tiered,11890042,30.59,1261273,307182,36.1,38.4,27.48,170768,NotApplicable,NHA
2016,IN-DH,LGD-D-6399834,ESIC,612499,58.84,13486.75,2592.22,7176.93,EHS_Network,8959575,11.61,2204028,642352,54.77,66.8,31.97,214540,UnderReview,ESIC
2020,IN-AS,LGD-D-1465570,Mixed,919992,63.93,33462.64,3512.42,134159.99,Open,3703631,25.9,5479219,561044,3.3,6.52,15.12,19672,PendingDocs,NIC
2023,IN-AR,LGD-D-7655659,PrivateGroup,836519,8.47,27607.48,20906.07,137108.57,EHS_Network,6718569,15.49,600835,358475,44.39,55.64,23.54,117573,Approved,MoHFW
2025,IN-MH,LGD-D-3214270,StateScheme,2638271,8.47,21411.27,7212.75,4468.51,Tiered,10891992,27.98,3890586,501221,10.42,11.06,27.01,123831,PendingDocs,IRDAI
2021,IN-LA,LGD-D-4852136,CommunityBased,1878444,86.17,2261.99,18717.62,4641.6,Tiered,2215662,34.28,5143798,361222,20.24,8.51,19.19,233549,Approved,NHA
2024,IN-NL,LGD-D-9574953,PrivateGroup,2070086,78.88,22713.3,469.57,57474.49,Tiered,2221178,19.59,4444780,441796,24.45,20.14,23.27,32405,Rejected,StateHealthDept
2025,IN-JK,LGD-D-9456793,PrivateGroup,931102,6.58,11360.1,23774.98,37754.98,Preferred,9934471,11.34,2218597,606695,53.98,0.14,3.24,44248,PendingDocs,MoHFW
2018,IN-LD,LGD-D-6945636,PrivateGroup,1256981,81.66,34529.85,12049.79,74518.3,Open,7955619,2.04,4691038,62363,39.47,35.07,1.25,109834,Rejected,NHA
2021,IN-HP,LGD-D-5355735,PMJAY,2415292,0.79,3959.58,8472.3,136490.71,EHS_Network,10203531,15.86,5024319,335624,7.37,4.92,12.35,224674,PendingDocs,NIC
2022,IN-UK,LGD-D-1203495,CGHS,2749906,97.37,19166.92,24874.98,99569.43,EHS_Network,5468082,17.71,5374852,258862,19.07,24.67,29.93,206913,UnderReview,StateHealthDept
2025,IN-GA,LGD-D-9140393,StateScheme,1376108,90.41,16503.4,20227.18,108101.77,Restricted,10242260,29.63,3931991,395926,7.82,66.87,28.85,198326,Approved,StateHealthDept
2016,IN-LD,LGD-D-9126487,Mixed,1108546,32.08,24621.77,20942.19,148395.36,EHS_Network,315273,13.71,5321181,31148,25.79,80.92,5.75,3233,NotApplicable,CGHS
2022,IN-BR,LGD-D-8877323,StateScheme,3497776,56.44,27465.46,5488.69,139911.16,Tiered,2911756,3.82,5375535,562395,5.23,44.35,17.08,203620,Rejected,MoHFW
2022,IN-CG,LGD-D-4363020,CGHS,1264103,43.32,31925.79,1280.67,19516.35,EHS_Network,5017588,30.29,802466,223985,45.98,6.4,21.98,222177,Approved,CGHS
2024,IN-HP,LGD-D-1486012,ESIC,776615,90.79,20411.44,23710.75,6289.54,Open,3624951,25.7,671055,432589,17.72,81.1,16.16,40822,UnderReview,StateHealthDept
2019,IN-HP,LGD-D-1429870,StateScheme,2084183,70.36,13172.14,22923.92,79615.75,Restricted,4903962,34.33,1152079,350124,23.17,75.29,31.04,65161,NotApplicable,MoHFW
2025,IN-MP,LGD-D-4278248,ESIC,1235794,77.3,9238.92,20237.52,59380.35,EHS_Network,5926370,14.43,4636255,194602,35.8,22.33,28.34,200135,UnderReview,ESIC
2024,IN-PB,LGD-D-4156307,PrivateGroup,3261928,63.35,18183.34,23777.73,108225.15,Restricted,4181396,32.81,182040,209307,41.89,29.44,19.9,149681,Rejected,ESIC
2025,IN-NL,LGD-D-9210648,CGHS,1634148,72.52,23372.36,10582.17,19467.11,EHS_Network,5492597,12.53,2463558,640760,34.95,12.53,26.71,28755,Approved,StateHealthDept
2019,IN-AR,LGD-D-2956860,CGHS,491195,40.58,23025.0,11703.75,1099.61,Preferred,5952996,26.19,4337743,58057,7.8,29.55,10.06,67442,Rejected,MoHFW
2016,IN-WB,LGD-D-1080561,StateScheme,1107443,67.12,28341.74,5597.14,82849.49,Preferred,6745190,20.31,4219373,195351,32.6,38.8,33.82,40590,NotApplicable,StateHealthDept
2016,IN-PY,LGD-D-6054059,PMJAY,1919410,58.4,15296.35,9232.76,3123.68,Open,1536138,25.24,3205835,225824,26.71,73.63,16.01,204488,PendingDocs,ESIC
2023,IN-PY,LGD-D-2190462,StateScheme,1765542,17.13,15073.25,23775.19,131181.33,Tiered,9072273,28.93,1993690,238462,37.59,45.29,31.07,43305,Rejected,ESIC
2018,IN-MH,LGD-D-3583481,CommunityBased,2283347,96.31,6624.26,13814.57,11732.09,Open,5331475,6.06,544829,206639,12.27,3.94,12.93,192178,Approved,NHA
2018,IN-JH,LGD-D-5935190,Mixed,2424488,43.65,34429.25,6914.05,135948.47,Restricted,841148,32.76,3199226,31544,18.65,46.46,12.59,66375,Approved,CGHS
2023,IN-DH,LGD-D-5894860,StateScheme,1862967,93.56,29541.25,10094.85,91114.27,Preferred,10463410,21.58,3126302,588656,26.81,77.97,30.87,66855,PendingDocs,MoHFW
2017,IN-KL,LGD-D-7042609,StateScheme,2140401,43.27,14132.11,7564.32,36636.34,Preferred,8225097,15.19,4807695,200779,9.97,36.71,27.37,161712,NotApplicable,MoHFW
2016,IN-LD,LGD-D-2592385,CGHS,2927681,0.84,33788.66,19643.55,34743.98,EHS_Network,233362,16.14,2490404,355335,2.86,18.19,33.82,103853,UnderReview,NIC
2024,IN-AS,LGD-D-2380016,PrivateGroup,651958,50.44,21906.26,2310.92,139139.66,Preferred,11316514,19.76,626750,16771,50.96,48.78,4.25,109468,UnderReview,IRDAI
