safe_terror_reference_year,safe_terror_country_iso2,safe_terror_attack_type_code,safe_terror_attack_count,safe_terror_fatalities_count,safe_terror_injuries_count,safe_terror_arrests_count,safe_terror_plot_disrupted_count,safe_terror_radicalisation_channel_code,safe_terror_online_propaganda_takedowns_count,safe_terror_foreign_fighter_returnees_count,safe_terror_financing_case_count,safe_terror_ct_policy_measure_code,safe_terror_public_alert_level_code,safe_terror_critical_infrastructure_threat_flag,safe_terror_cross_border_cooperation_flag,safe_terror_eu_agency_dataset,safe_terror_data_source,safe_terror_revision_round,safe_terror_data_extract_date
2018,PL,VEHICLE_ATTACK,5,11,33,128,31,TRAVEL_RELATED,1555,4,61,ONLINE_CONTENT_ACTION,HIGH,0,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-08-09
2019,ES,SABOTAGE,1,0,1,95,9,UNKNOWN,2985,69,42,DERADICALISATION_PROGRAM,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-08-03
2020,HR,ARSON,10,10,54,64,18,ONLINE,956,29,22,BORDER_SCREENING,GUARDED,1,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-11-17
2021,FI,EXPLOSIVE_DEVICE,3,2,41,116,4,PRISON,990,15,27,CRITICAL_INFRA_PROTECTION,LOW,1,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-06-29
2022,IE,ATTACK_ATTEMPTED,8,7,57,12,21,IN_PERSON_NETWORK,779,19,18,CT_STRATEGY_UPDATE,SEVERE,0,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-04-16
2023,MT,STABBING,10,0,4,77,2,FAMILY_PEER,3265,16,10,FINANCIAL_SANCTIONS,HIGH,1,1,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-07-15
2024,SK,FIREARM,5,3,30,109,2,TRAVEL_RELATED,1065,1,27,INTELLIGENCE_SHARING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-06-27
2025,BE,ATTACK_COMPLETED,2,2,1,219,21,UNKNOWN,1292,39,14,ONLINE_CONTENT_ACTION,GUARDED,0,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2024-06-12
2006,DK,VEHICLE_ATTACK,9,35,13,59,15,ONLINE,3878,26,42,DERADICALISATION_PROGRAM,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-06-20
2007,GR,SABOTAGE,10,15,37,251,30,PRISON,594,14,35,BORDER_SCREENING,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-06-11
2008,LT,ARSON,0,0,0,135,43,IN_PERSON_NETWORK,1708,52,66,CRITICAL_INFRA_PROTECTION,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-03-02
2009,PT,EXPLOSIVE_DEVICE,5,5,25,224,42,FAMILY_PEER,1176,24,26,CT_STRATEGY_UPDATE,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-04-06
2010,SE,ATTACK_ATTEMPTED,2,2,18,158,39,TRAVEL_RELATED,2693,23,63,FINANCIAL_SANCTIONS,GUARDED,1,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-07-23
2011,CY,STABBING,3,4,28,124,5,UNKNOWN,2524,4,35,INTELLIGENCE_SHARING,LOW,1,0,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-10-26
2012,FR,FIREARM,9,30,50,87,36,ONLINE,6118,10,33,ONLINE_CONTENT_ACTION,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-10-10
2013,IT,ATTACK_COMPLETED,10,0,94,250,10,PRISON,220,75,17,DERADICALISATION_PROGRAM,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2025-01-07
2014,NL,VEHICLE_ATTACK,9,35,27,112,35,IN_PERSON_NETWORK,3393,10,34,BORDER_SCREENING,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-01-14
2015,SI,SABOTAGE,9,2,78,10,18,FAMILY_PEER,4123,59,89,CRITICAL_INFRA_PROTECTION,GUARDED,1,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-07-08
2016,BG,ARSON,7,4,57,75,7,TRAVEL_RELATED,2120,3,69,CT_STRATEGY_UPDATE,LOW,0,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-01-28
2017,EE,EXPLOSIVE_DEVICE,4,8,26,101,3,UNKNOWN,2500,11,49,FINANCIAL_SANCTIONS,SEVERE,0,1,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-07-19
2018,HU,ATTACK_ATTEMPTED,1,1,6,61,27,ONLINE,568,58,63,INTELLIGENCE_SHARING,HIGH,0,1,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2025-07-08
2019,LU,STABBING,4,5,14,231,14,PRISON,1640,49,51,ONLINE_CONTENT_ACTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-04-28
2020,RO,FIREARM,1,2,0,195,5,IN_PERSON_NETWORK,588,0,71,DERADICALISATION_PROGRAM,GUARDED,0,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-09-24
2021,AT,ATTACK_COMPLETED,7,1,44,197,34,FAMILY_PEER,3467,37,58,BORDER_SCREENING,LOW,0,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-06-18
2022,CZ,VEHICLE_ATTACK,5,8,54,82,37,TRAVEL_RELATED,3616,30,96,CRITICAL_INFRA_PROTECTION,SEVERE,1,1,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2025-01-31
2023,DE,SABOTAGE,11,17,35,114,25,UNKNOWN,2795,2,31,CT_STRATEGY_UPDATE,HIGH,0,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-08-07
2024,LV,ARSON,7,10,41,155,22,ONLINE,8537,30,28,FINANCIAL_SANCTIONS,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-01-04
2025,PL,EXPLOSIVE_DEVICE,4,14,20,250,20,PRISON,3427,38,23,INTELLIGENCE_SHARING,GUARDED,0,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-03-14
2006,ES,ATTACK_ATTEMPTED,3,0,16,64,22,IN_PERSON_NETWORK,2208,25,45,ONLINE_CONTENT_ACTION,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-12-25
2007,HR,STABBING,6,3,21,32,21,FAMILY_PEER,1888,63,9,DERADICALISATION_PROGRAM,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-06-28
2008,FI,FIREARM,3,3,0,146,37,TRAVEL_RELATED,3687,26,17,BORDER_SCREENING,HIGH,0,1,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-05-22
2009,IE,ATTACK_COMPLETED,0,0,0,156,4,UNKNOWN,3747,46,52,CRITICAL_INFRA_PROTECTION,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2024-11-27
2010,MT,VEHICLE_ATTACK,2,8,2,114,2,ONLINE,10932,22,34,CT_STRATEGY_UPDATE,GUARDED,1,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2024-08-08
2011,SK,SABOTAGE,5,5,22,112,41,PRISON,183,6,1,FINANCIAL_SANCTIONS,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-01-02
2012,BE,ARSON,3,6,7,188,9,IN_PERSON_NETWORK,3629,2,30,INTELLIGENCE_SHARING,SEVERE,0,1,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-01-25
2013,DK,EXPLOSIVE_DEVICE,10,32,31,152,23,FAMILY_PEER,1714,37,10,ONLINE_CONTENT_ACTION,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-02-11
2014,GR,ATTACK_ATTEMPTED,7,6,46,19,0,TRAVEL_RELATED,1791,42,83,DERADICALISATION_PROGRAM,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-03-23
2015,LT,STABBING,11,10,50,52,43,UNKNOWN,2781,42,43,BORDER_SCREENING,GUARDED,1,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-01-24
2016,PT,FIREARM,9,22,5,159,3,ONLINE,13476,17,12,CRITICAL_INFRA_PROTECTION,LOW,0,1,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-06-16
2017,SE,ATTACK_COMPLETED,4,7,32,68,42,PRISON,472,6,46,CT_STRATEGY_UPDATE,SEVERE,0,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-02-07
2018,CY,VEHICLE_ATTACK,6,18,72,200,17,IN_PERSON_NETWORK,2823,67,47,FINANCIAL_SANCTIONS,HIGH,0,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-04-09
2019,FR,SABOTAGE,9,17,28,127,25,FAMILY_PEER,1722,20,14,INTELLIGENCE_SHARING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-04-23
2020,IT,ARSON,5,0,43,58,13,TRAVEL_RELATED,1568,19,33,ONLINE_CONTENT_ACTION,GUARDED,0,1,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-02-25
2021,NL,EXPLOSIVE_DEVICE,11,19,35,53,11,UNKNOWN,3713,29,34,DERADICALISATION_PROGRAM,LOW,0,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2024-06-12
2022,SI,ATTACK_ATTEMPTED,5,7,7,240,42,ONLINE,5430,5,27,BORDER_SCREENING,SEVERE,0,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2025-05-28
2023,BG,STABBING,8,0,10,43,0,PRISON,4123,23,53,CRITICAL_INFRA_PROTECTION,HIGH,0,1,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-03-08
2024,EE,FIREARM,4,12,33,23,9,IN_PERSON_NETWORK,1070,0,101,CT_STRATEGY_UPDATE,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-07-24
2025,HU,ATTACK_COMPLETED,3,4,13,68,40,FAMILY_PEER,2349,32,27,FINANCIAL_SANCTIONS,GUARDED,0,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2024-09-14
2006,LU,VEHICLE_ATTACK,11,10,146,135,24,TRAVEL_RELATED,2900,77,15,INTELLIGENCE_SHARING,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-11-15
2007,RO,SABOTAGE,0,0,0,91,33,UNKNOWN,1905,64,25,ONLINE_CONTENT_ACTION,SEVERE,1,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-12-16
2008,AT,ARSON,3,5,25,232,7,ONLINE,8719,69,26,DERADICALISATION_PROGRAM,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-03-07
2009,CZ,EXPLOSIVE_DEVICE,1,2,4,93,27,PRISON,1088,22,10,BORDER_SCREENING,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-01-25
2010,DE,ATTACK_ATTEMPTED,3,1,24,111,40,IN_PERSON_NETWORK,2124,45,17,CRITICAL_INFRA_PROTECTION,GUARDED,0,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-03-18
2011,LV,STABBING,9,1,60,21,12,FAMILY_PEER,3545,19,37,CT_STRATEGY_UPDATE,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-03-14
2012,PL,FIREARM,11,38,67,176,39,TRAVEL_RELATED,4181,29,9,FINANCIAL_SANCTIONS,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-09-24
2013,ES,ATTACK_COMPLETED,8,9,65,75,21,UNKNOWN,990,29,6,INTELLIGENCE_SHARING,HIGH,0,0,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2025-06-17
2014,HR,VEHICLE_ATTACK,10,17,155,206,3,ONLINE,10339,7,7,ONLINE_CONTENT_ACTION,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2024-04-04
2015,FI,SABOTAGE,11,10,44,5,19,PRISON,3181,67,13,DERADICALISATION_PROGRAM,GUARDED,1,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-08-06
2016,IE,ARSON,2,0,12,19,26,IN_PERSON_NETWORK,2003,43,29,BORDER_SCREENING,LOW,0,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-12-10
2017,MT,EXPLOSIVE_DEVICE,6,3,49,240,20,FAMILY_PEER,1920,48,31,CRITICAL_INFRA_PROTECTION,SEVERE,0,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-10-05
2018,SK,ATTACK_ATTEMPTED,2,2,5,131,38,TRAVEL_RELATED,2489,5,7,CT_STRATEGY_UPDATE,HIGH,0,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2025-08-08
2019,BE,STABBING,0,0,0,32,11,UNKNOWN,54,41,95,FINANCIAL_SANCTIONS,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-11-15
2020,DK,FIREARM,6,11,55,209,39,ONLINE,5171,20,0,INTELLIGENCE_SHARING,GUARDED,0,1,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-05-08
2021,GR,ATTACK_COMPLETED,3,6,24,139,42,PRISON,2335,3,3,ONLINE_CONTENT_ACTION,LOW,1,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-05-27
2022,LT,VEHICLE_ATTACK,10,42,89,54,34,IN_PERSON_NETWORK,3415,9,61,DERADICALISATION_PROGRAM,SEVERE,0,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-03-08
2023,PT,SABOTAGE,2,2,2,150,26,FAMILY_PEER,2818,30,42,BORDER_SCREENING,HIGH,1,1,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-09-23
2024,SE,ARSON,1,2,6,93,34,TRAVEL_RELATED,2159,40,34,CRITICAL_INFRA_PROTECTION,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-05-09
2025,CY,EXPLOSIVE_DEVICE,6,17,30,53,31,UNKNOWN,2241,30,9,CT_STRATEGY_UPDATE,GUARDED,0,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2024-10-08
2006,FR,ATTACK_ATTEMPTED,9,6,61,155,27,ONLINE,6378,19,36,FINANCIAL_SANCTIONS,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-07-19
2007,IT,STABBING,10,1,4,237,41,PRISON,336,5,50,INTELLIGENCE_SHARING,SEVERE,1,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-02-04
2008,NL,FIREARM,11,26,44,76,7,IN_PERSON_NETWORK,3978,28,7,ONLINE_CONTENT_ACTION,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-08-05
2009,SI,ATTACK_COMPLETED,9,15,17,200,27,FAMILY_PEER,3469,59,24,DERADICALISATION_PROGRAM,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2024-03-19
2010,BG,VEHICLE_ATTACK,11,20,148,49,16,TRAVEL_RELATED,3150,50,0,BORDER_SCREENING,GUARDED,0,1,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-05-20
2011,EE,SABOTAGE,7,2,40,114,25,UNKNOWN,2637,57,1,CRITICAL_INFRA_PROTECTION,LOW,0,0,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-08-27
2012,HU,ARSON,7,9,45,195,38,ONLINE,7291,21,3,CT_STRATEGY_UPDATE,SEVERE,1,1,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-01-17
2013,LU,EXPLOSIVE_DEVICE,4,0,6,0,16,PRISON,1290,75,27,FINANCIAL_SANCTIONS,HIGH,0,0,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-01-21
2014,RO,ATTACK_ATTEMPTED,1,0,5,9,3,IN_PERSON_NETWORK,717,10,97,INTELLIGENCE_SHARING,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2024-12-11
2015,AT,STABBING,7,8,50,134,32,FAMILY_PEER,180,19,13,ONLINE_CONTENT_ACTION,GUARDED,0,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-03-03
2016,CZ,FIREARM,5,13,28,249,42,TRAVEL_RELATED,2196,5,7,DERADICALISATION_PROGRAM,LOW,0,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-02-16
2017,DE,ATTACK_COMPLETED,11,24,80,187,43,UNKNOWN,4183,22,54,BORDER_SCREENING,SEVERE,1,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-04-06
2018,LV,VEHICLE_ATTACK,10,13,14,27,0,ONLINE,4989,12,5,CRITICAL_INFRA_PROTECTION,HIGH,0,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2025-08-18
2019,PL,SABOTAGE,10,12,75,16,3,PRISON,618,52,67,CT_STRATEGY_UPDATE,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-03-27
2020,ES,ARSON,8,9,56,108,22,IN_PERSON_NETWORK,2371,26,8,FINANCIAL_SANCTIONS,GUARDED,0,1,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-02-06
2021,HR,EXPLOSIVE_DEVICE,11,44,73,13,3,FAMILY_PEER,419,24,65,INTELLIGENCE_SHARING,LOW,0,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-03-17
2022,FI,ATTACK_ATTEMPTED,7,8,48,17,3,TRAVEL_RELATED,669,2,64,ONLINE_CONTENT_ACTION,SEVERE,0,1,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2025-04-29
2023,IE,STABBING,1,0,4,124,14,UNKNOWN,2385,37,72,DERADICALISATION_PROGRAM,HIGH,0,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-04-13
2024,MT,FIREARM,6,1,19,87,13,ONLINE,7338,45,4,BORDER_SCREENING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-04-18
2025,SK,ATTACK_COMPLETED,4,4,36,131,22,PRISON,3739,38,13,CRITICAL_INFRA_PROTECTION,GUARDED,0,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-03-26
2006,BE,VEHICLE_ATTACK,9,25,137,186,43,IN_PERSON_NETWORK,635,65,53,CT_STRATEGY_UPDATE,LOW,1,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2025-09-09
2007,DK,SABOTAGE,5,1,27,10,25,FAMILY_PEER,922,77,31,FINANCIAL_SANCTIONS,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-11-03
2008,GR,ARSON,2,2,16,24,8,TRAVEL_RELATED,3016,15,33,INTELLIGENCE_SHARING,HIGH,1,1,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-03-17
2009,LT,EXPLOSIVE_DEVICE,8,16,53,162,16,UNKNOWN,173,75,42,ONLINE_CONTENT_ACTION,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-03-11
2010,PT,ATTACK_ATTEMPTED,7,2,66,225,18,ONLINE,5499,74,36,DERADICALISATION_PROGRAM,GUARDED,0,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2024-10-02
2011,SE,STABBING,8,0,4,36,12,PRISON,1913,70,100,BORDER_SCREENING,LOW,1,0,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-02-20
2012,CY,FIREARM,5,11,32,170,12,IN_PERSON_NETWORK,3647,38,63,CRITICAL_INFRA_PROTECTION,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-07-31
2013,FR,ATTACK_COMPLETED,6,2,35,155,17,FAMILY_PEER,3564,15,67,CT_STRATEGY_UPDATE,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-09-26
2014,IT,VEHICLE_ATTACK,4,13,60,123,35,TRAVEL_RELATED,992,20,87,FINANCIAL_SANCTIONS,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-07-18
2015,NL,SABOTAGE,2,0,17,43,43,UNKNOWN,2505,29,51,INTELLIGENCE_SHARING,GUARDED,0,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-11-25
2016,SI,ARSON,10,16,9,160,24,ONLINE,14795,13,50,ONLINE_CONTENT_ACTION,LOW,0,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-09-01
2017,BG,EXPLOSIVE_DEVICE,5,2,73,67,12,PRISON,528,15,53,DERADICALISATION_PROGRAM,SEVERE,1,1,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-03-26
2018,EE,ATTACK_ATTEMPTED,0,0,0,141,16,IN_PERSON_NETWORK,399,52,31,BORDER_SCREENING,HIGH,0,1,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2025-10-09
2019,HU,STABBING,6,4,21,38,11,FAMILY_PEER,3432,21,38,CRITICAL_INFRA_PROTECTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-07-28
2020,LU,FIREARM,8,8,45,213,16,TRAVEL_RELATED,702,53,9,CT_STRATEGY_UPDATE,GUARDED,0,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-07-15
2021,RO,ATTACK_COMPLETED,3,6,0,31,26,UNKNOWN,1349,29,83,FINANCIAL_SANCTIONS,LOW,0,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2024-08-20
2022,AT,VEHICLE_ATTACK,11,0,160,129,14,ONLINE,6075,16,7,INTELLIGENCE_SHARING,SEVERE,1,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2025-03-25
2023,CZ,SABOTAGE,2,4,15,100,36,PRISON,2175,16,43,ONLINE_CONTENT_ACTION,HIGH,0,1,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-07-18
2024,DE,ARSON,3,0,2,23,0,IN_PERSON_NETWORK,2187,46,40,DERADICALISATION_PROGRAM,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-05-27
2025,LV,EXPLOSIVE_DEVICE,11,22,118,164,25,FAMILY_PEER,2240,16,66,BORDER_SCREENING,GUARDED,1,1,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-04-12
2006,PL,ATTACK_ATTEMPTED,1,0,8,234,7,TRAVEL_RELATED,517,4,32,CRITICAL_INFRA_PROTECTION,LOW,0,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2025-01-14
2007,ES,STABBING,10,14,95,29,11,UNKNOWN,2989,7,38,CT_STRATEGY_UPDATE,SEVERE,1,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-11-19
2008,HR,FIREARM,8,23,52,225,37,ONLINE,14886,63,47,FINANCIAL_SANCTIONS,HIGH,1,1,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-10-08
2009,FI,ATTACK_COMPLETED,1,1,3,109,38,PRISON,522,26,63,INTELLIGENCE_SHARING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2024-04-11
2010,IE,VEHICLE_ATTACK,1,1,7,34,17,IN_PERSON_NETWORK,1693,73,36,ONLINE_CONTENT_ACTION,GUARDED,0,1,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-11-08
2011,MT,SABOTAGE,9,6,81,154,32,FAMILY_PEER,484,3,21,DERADICALISATION_PROGRAM,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-11-06
2012,SK,ARSON,4,0,8,192,22,TRAVEL_RELATED,2336,64,3,BORDER_SCREENING,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2026-01-01
2013,BE,EXPLOSIVE_DEVICE,8,24,68,105,10,UNKNOWN,3082,55,19,CRITICAL_INFRA_PROTECTION,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2025-10-09
2014,DK,ATTACK_ATTEMPTED,8,6,12,16,24,ONLINE,2065,51,2,CT_STRATEGY_UPDATE,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2026-02-17
2015,GR,STABBING,10,11,48,70,43,PRISON,1510,75,8,FINANCIAL_SANCTIONS,GUARDED,1,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-02-25
2016,LT,FIREARM,2,5,4,50,39,IN_PERSON_NETWORK,1574,74,3,INTELLIGENCE_SHARING,LOW,1,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-11-20
2017,PT,ATTACK_COMPLETED,10,4,18,167,28,FAMILY_PEER,1887,40,2,ONLINE_CONTENT_ACTION,SEVERE,1,1,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-04-23
2018,SE,VEHICLE_ATTACK,10,39,123,246,9,TRAVEL_RELATED,3030,70,54,DERADICALISATION_PROGRAM,HIGH,0,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2025-01-26
2019,CY,SABOTAGE,8,5,3,41,24,UNKNOWN,3373,14,47,BORDER_SCREENING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-05-26
2020,FR,ARSON,3,4,10,170,15,ONLINE,461,9,14,CRITICAL_INFRA_PROTECTION,GUARDED,0,1,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-10-26
