tax_env_reference_year,tax_env_country_iso2,tax_env_tax_type_code,tax_env_tax_base_unit,tax_env_tax_rate_value,tax_env_tax_revenue_eur,tax_env_tax_revenue_pct_gdp,tax_env_ets_auction_revenue_eur,tax_env_ets_allowances_auctioned_count,tax_env_cbam_revenue_eur,tax_env_energy_tax_revenue_eur,tax_env_transport_tax_revenue_eur,tax_env_pollution_tax_revenue_eur,tax_env_resource_tax_revenue_eur,tax_env_revenue_recycled_to_households_flag,tax_env_green_budget_tagging_flag,tax_env_fossil_fuel_subsidy_eur,tax_env_policy_reference_fit55_flag,tax_env_data_source,tax_env_data_extract_date
2016,EE,RESOURCE,EUR_PER_VEHICLE,156.9928,124903680.6,0.0238,974864077.66,26469263,101201990.53,7061472.1,20420578.03,10259476.11,87162154.36,1,1,1391505018.14,0,BUDGET_REPORTING,2026-01-25
2017,HU,ENERGY,EUR_PER_TCO2,5.2782,9392857.82,0.0018,2903362413.44,26506814,77244176.38,4167558.58,1866279.32,439591.48,2919428.44,1,1,5816506461.49,0,EUROSTAT_ENV_TAX,2024-03-07
2018,LU,POLLUTION,EUR_PER_MWH,178.1568,181719953.07,0.0342,141654262.42,26648569,145280903.81,19088982.1,19452710.8,58666620.53,84511639.64,1,1,488270565.4,0,ETS_AUCTION_PLATFORM,2024-10-09
2019,RO,CARBON,EUR_PER_LITRE,66.66,70953659.41,0.0133,1755010568.33,26745000,179510796.55,41189261.05,10625027.34,5493022.76,13646348.26,0,1,2487921009.97,0,NATIONAL_ENV_MINISTRY,2025-07-06
2020,AT,TRANSPORT,EUR_PER_TONNE,35.9978,25984101.18,0.0048,2228301418.04,26668625,182025611.47,2931568.88,8720081.75,603623.73,13728826.82,1,1,627645852.94,1,BUDGET_REPORTING,2024-01-09
2021,CZ,RESOURCE,EUR_PER_VEHICLE,41.4813,26071562.6,0.0048,3649722707.5,26702542,87542801.68,2819610.4,3869694.6,3684927.07,15697330.53,1,1,2847214401.79,1,EUROSTAT_ENV_TAX,2024-08-10
2022,DE,ENERGY,EUR_PER_TCO2,119.0973,91240152.42,0.0169,3098379303.93,26887097,53760726.0,30451510.26,14712415.71,3493119.59,42583106.86,0,1,5847731705.94,1,ETS_AUCTION_PLATFORM,2024-07-11
2023,LV,POLLUTION,EUR_PER_MWH,21.4742,8454891.87,0.0016,2065775813.51,26799119,772677424.84,1822892.13,557253.16,2710892.92,3363853.66,1,1,6497839635.31,1,NATIONAL_ENV_MINISTRY,2024-01-19
2024,PL,CARBON,EUR_PER_LITRE,58.6387,39878501.03,0.0073,1840759485.36,26811574,194262873.77,23740515.18,2190631.48,3149958.9,10797395.47,1,1,3363158555.07,1,BUDGET_REPORTING,2024-05-15
2025,ES,TRANSPORT,EUR_PER_TONNE,43.5061,105348832.64,0.0192,2515378392.78,26846961,213202251.37,14350368.0,20116682.98,15075566.03,55806215.63,1,1,3969123168.15,1,EUROSTAT_ENV_TAX,2024-05-10
2026,HR,RESOURCE,EUR_PER_VEHICLE,32.7989,30478522.87,0.0055,3267367439.43,26870338,574079671.26,3537688.55,4853742.47,2212029.2,19875062.65,0,0,3351818905.05,1,ETS_AUCTION_PLATFORM,2024-11-12
2010,FI,ENERGY,EUR_PER_TCO2,104.5859,133497181.35,0.0241,1469223621.0,27010474,135767766.61,77636953.98,7261345.21,12658732.08,35940150.08,0,1,1307399275.37,0,NATIONAL_ENV_MINISTRY,2024-01-18
2011,IE,POLLUTION,EUR_PER_MWH,92.808,79714853.83,0.0143,669462445.48,27049470,4564693.93,11569291.02,12337188.71,26035903.86,29772470.24,0,1,868365006.86,0,BUDGET_REPORTING,2024-07-08
2012,MT,CARBON,EUR_PER_LITRE,56.804,37042292.0,0.0066,1226838680.2,26984574,94308312.8,23671440.49,2208632.4,3505313.1,7656906.01,0,0,1867649016.79,1,EUROSTAT_ENV_TAX,2024-07-31
2013,SK,TRANSPORT,EUR_PER_TONNE,154.5944,144612640.41,0.0258,965207634.41,27151273,37119841.31,20056286.8,16106866.73,17270781.68,91178705.2,0,1,2917866831.87,0,ETS_AUCTION_PLATFORM,2025-12-26
2014,BE,RESOURCE,EUR_PER_VEHICLE,131.9823,32977312.91,0.0058,752229553.21,27160367,88404977.4,3122752.48,5519053.92,3950586.51,20384920.0,0,1,3110059728.9,0,NATIONAL_ENV_MINISTRY,2024-08-18
2015,DK,ENERGY,EUR_PER_TCO2,50.7004,15197065.05,0.0027,3135889789.58,27264667,69967883.64,8122551.8,790271.79,1335952.94,4948288.52,0,1,2492470312.61,0,BUDGET_REPORTING,2024-10-02
2016,GR,POLLUTION,EUR_PER_MWH,112.2649,97688186.97,0.0171,599280024.21,27260609,179485326.94,10507298.01,8152114.49,11309927.01,67718847.46,1,1,3419906528.83,0,EUROSTAT_ENV_TAX,2025-01-22
2017,LT,CARBON,EUR_PER_LITRE,44.9205,9562195.26,0.0017,1432723126.33,27230061,106161434.59,3689379.78,1765148.64,915423.35,3192243.49,1,1,2393196417.41,0,ETS_AUCTION_PLATFORM,2026-02-21
2018,PT,TRANSPORT,EUR_PER_TONNE,161.4521,15794356.3,0.0027,354393786.04,27359768,180706025.57,2677056.88,6503378.07,324248.26,6289673.09,1,0,2299349073.88,1,NATIONAL_ENV_MINISTRY,2024-01-30
2019,SE,RESOURCE,EUR_PER_VEHICLE,143.0387,72129849.81,0.0125,1973350280.34,27322059,202306582.71,14557144.17,11152092.09,1583648.69,44836964.86,0,1,5820660637.12,1,BUDGET_REPORTING,2025-07-27
2020,CY,ENERGY,EUR_PER_TCO2,47.243,49166484.19,0.0085,2242575940.28,27389914,71359283.73,17380682.68,8207351.03,4433576.33,19144874.15,1,0,2166822753.81,1,EUROSTAT_ENV_TAX,2025-02-11
2021,FR,POLLUTION,EUR_PER_MWH,52.7608,17007934.1,0.0029,1993718353.23,27441521,209932154.88,1447344.84,1073255.01,2123608.22,12363726.03,0,1,1206697866.27,1,ETS_AUCTION_PLATFORM,2025-08-02
2022,IT,CARBON,EUR_PER_LITRE,116.2494,92661783.39,0.0158,2192784672.75,27463640,100578502.94,44995247.14,17313401.15,10924748.24,19428386.86,1,0,2701623567.4,1,NATIONAL_ENV_MINISTRY,2025-06-04
2023,NL,TRANSPORT,EUR_PER_TONNE,140.6244,48857395.39,0.0083,1294655636.05,27433381,230999435.07,10210114.58,7236438.34,6820615.46,24590227.01,1,1,5714755245.58,1,BUDGET_REPORTING,2025-12-18
2024,SI,RESOURCE,EUR_PER_VEHICLE,179.2468,14440238.75,0.0024,1518280895.45,27489834,436086823.82,3510282.13,2614896.81,1182842.78,7132217.03,1,0,4227312515.61,1,EUROSTAT_ENV_TAX,2026-02-16
2025,BG,ENERGY,EUR_PER_TCO2,69.0402,26458946.75,0.0045,2279305900.08,27659812,602311996.84,11708974.92,1947617.24,3360547.88,9441806.71,0,0,5576562410.55,0,ETS_AUCTION_PLATFORM,2024-05-25
2026,EE,POLLUTION,EUR_PER_MWH,152.4706,138349834.49,0.0232,3657868763.47,27599978,648000021.11,23725233.76,13817154.04,20891655.62,79915791.07,1,0,1813711715.8,0,NATIONAL_ENV_MINISTRY,2025-11-07
2010,HU,CARBON,EUR_PER_LITRE,105.7592,35689242.95,0.006,1969773415.13,27631498,201205053.32,9047069.14,6705891.17,1824064.11,18112218.53,1,1,3960077234.7,0,BUDGET_REPORTING,2024-10-04
2011,LU,TRANSPORT,EUR_PER_TONNE,169.1551,83565763.02,0.0139,3731221644.15,27723143,60896284.8,14028192.84,19425325.41,5576321.84,44535922.93,0,0,2162607553.77,0,EUROSTAT_ENV_TAX,2024-12-14
2012,RO,RESOURCE,EUR_PER_VEHICLE,8.5232,1346066.72,0.0002,140388639.65,27816322,160386160.35,250262.33,159651.21,177954.56,758198.62,0,0,3945054871.65,1,ETS_AUCTION_PLATFORM,2024-07-22
2013,AT,ENERGY,EUR_PER_TCO2,114.5013,67079900.68,0.0111,1188328434.05,27852651,66616567.18,24074439.57,6350090.54,5872730.21,30782640.36,0,1,1321807143.1,0,NATIONAL_ENV_MINISTRY,2024-01-04
2014,CZ,POLLUTION,EUR_PER_MWH,169.9082,214922414.32,0.0353,4150534988.77,27895951,34951612.18,32137341.02,36631157.19,29122729.22,117031186.89,1,1,3963312567.62,0,BUDGET_REPORTING,2024-08-31
2015,DE,CARBON,EUR_PER_LITRE,23.7737,16061527.5,0.0026,878035115.54,27791866,130062859.53,8130803.42,2857183.02,2214508.27,2859032.79,0,0,446436116.48,0,EUROSTAT_ENV_TAX,2024-05-16
2016,LV,TRANSPORT,EUR_PER_TONNE,104.8342,155656926.35,0.0253,2039954947.83,27944019,145210098.05,25259165.25,63177331.84,4462255.37,62758173.89,1,0,4459177431.82,0,ETS_AUCTION_PLATFORM,2024-11-26
2017,PL,RESOURCE,EUR_PER_VEHICLE,68.5579,54929320.43,0.0089,127152934.17,27874151,173429463.46,12077627.7,8627856.41,3477626.54,30746209.78,0,0,5167212384.78,0,NATIONAL_ENV_MINISTRY,2026-01-03
2018,ES,ENERGY,EUR_PER_TCO2,88.0779,78592954.07,0.0127,2183189856.88,28018285,68805330.92,21580653.28,11245102.49,6468515.88,39298682.42,0,0,407153278.49,0,BUDGET_REPORTING,2025-04-11
2019,HR,POLLUTION,EUR_PER_MWH,28.272,545342.27,0.0001,1896695301.14,27954347,29051116.92,78470.42,104526.13,185768.72,176577.0,1,0,2844383325.24,0,EUROSTAT_ENV_TAX,2026-01-08
2020,FI,CARBON,EUR_PER_LITRE,36.2041,43341634.15,0.0069,1226564422.82,28025832,126295964.22,14951658.48,8422705.55,2584333.62,17382936.5,0,1,2635985479.6,1,ETS_AUCTION_PLATFORM,2024-12-09
2021,IE,TRANSPORT,EUR_PER_TONNE,107.0636,125647249.8,0.02,3320142171.84,28182000,41321967.38,22249674.24,34867994.6,13718279.54,54811301.42,0,0,1671874510.14,0,NATIONAL_ENV_MINISTRY,2024-09-04
2022,MT,RESOURCE,EUR_PER_VEHICLE,94.8046,34153108.78,0.0054,3812178515.67,28239894,67071027.37,1759920.86,4692426.28,777120.42,26923641.22,1,1,3425939456.17,1,BUDGET_REPORTING,2025-09-07
2023,SK,ENERGY,EUR_PER_TCO2,112.8507,174547986.28,0.0276,4089076500.44,28227939,362707500.93,94989142.51,16471485.77,21521231.88,41566126.12,1,1,7181050211.05,1,EUROSTAT_ENV_TAX,2024-04-17
2024,BE,POLLUTION,EUR_PER_MWH,51.9282,43028929.43,0.0068,925386677.1,28257230,515376348.19,3976681.47,8237891.25,7106398.89,23707957.82,1,0,923818696.82,1,ETS_AUCTION_PLATFORM,2024-02-22
2025,DK,CARBON,EUR_PER_LITRE,132.4359,57081790.57,0.009,615014408.95,28187109,73896761.24,17427046.43,8370214.29,3154650.54,28129879.31,0,1,4281073606.47,1,NATIONAL_ENV_MINISTRY,2025-07-10
2026,GR,TRANSPORT,EUR_PER_TONNE,25.1953,1343338.27,0.0002,2670191127.64,28377817,484628691.98,275935.21,150291.45,164419.89,752691.72,0,1,441125609.97,0,BUDGET_REPORTING,2025-09-07
2010,LT,RESOURCE,EUR_PER_VEHICLE,125.073,24335087.0,0.0038,314590872.08,28360166,184566280.18,4004886.17,1990214.66,2466979.04,15873007.13,0,1,4938230819.93,0,EUROSTAT_ENV_TAX,2025-03-22
2011,PT,ENERGY,EUR_PER_TCO2,117.3868,144137037.52,0.0223,81192798.44,28334459,62672849.81,39984726.67,27697952.43,20539857.72,55914500.7,0,1,4314577925.21,0,ETS_AUCTION_PLATFORM,2025-05-30
2012,SE,POLLUTION,EUR_PER_MWH,87.519,81009796.61,0.0125,1461327518.7,28539571,30531531.06,4629109.73,14524934.27,23709297.79,38146454.82,1,1,2157874499.56,0,NATIONAL_ENV_MINISTRY,2025-08-03
2013,CY,CARBON,EUR_PER_LITRE,132.1841,33210957.73,0.0051,1305865714.86,28487336,110172841.95,17230918.19,3434670.54,2468289.29,10077079.71,1,1,5677462396.17,0,BUDGET_REPORTING,2025-06-10
2014,FR,TRANSPORT,EUR_PER_TONNE,77.6701,80969542.46,0.0124,2345859453.54,28446718,196770376.2,18985389.46,24932610.54,7068477.61,29983064.85,1,1,651578617.06,0,EUROSTAT_ENV_TAX,2025-10-19
2015,IT,RESOURCE,EUR_PER_VEHICLE,164.4541,140872577.72,0.0215,1409352777.5,28603965,190951038.81,9324254.51,21759698.14,6700700.39,103087924.68,0,1,3594378701.64,0,ETS_AUCTION_PLATFORM,2025-05-02
2016,NL,ENERGY,EUR_PER_TCO2,36.1593,58119844.69,0.0088,3753760936.43,28659675,102961798.48,24567905.38,6327467.16,7033641.59,20190830.56,0,0,5968537599.6,0,NATIONAL_ENV_MINISTRY,2026-01-30
2017,SI,POLLUTION,EUR_PER_MWH,72.2745,130824504.3,0.0198,441340027.03,28644759,84269204.27,7972317.12,20400325.49,22136429.62,80315432.07,0,0,392909339.58,1,BUDGET_REPORTING,2024-02-04
2018,BG,CARBON,EUR_PER_LITRE,179.6424,59961849.82,0.009,482169478.6,28580167,73761135.6,33469876.24,3450136.62,6628432.6,16413404.36,0,1,5072032671.59,1,EUROSTAT_ENV_TAX,2025-02-14
2019,EE,TRANSPORT,EUR_PER_TONNE,64.3197,31883406.06,0.0048,793503391.34,28794128,15891275.94,1918825.41,4350774.33,1257721.45,24356084.87,1,1,711985115.07,0,ETS_AUCTION_PLATFORM,2025-12-25
2020,HU,RESOURCE,EUR_PER_VEHICLE,71.0656,158157008.59,0.0237,1219264608.71,28846872,180954508.74,7941941.82,18583662.32,19314640.58,112316763.87,1,0,5783260921.68,0,NATIONAL_ENV_MINISTRY,2024-02-24
2021,LU,ENERGY,EUR_PER_TCO2,76.9044,23958858.87,0.0036,2744407251.91,28823034,63902808.1,8020222.79,4685247.14,1200453.08,10052935.86,0,1,973998243.48,1,BUDGET_REPORTING,2025-11-20
2022,RO,POLLUTION,EUR_PER_MWH,127.4902,221021354.0,0.0328,3343777121.6,28933670,209157816.05,45037699.36,26851310.72,42064116.13,107068227.79,1,1,6510212177.69,1,EUROSTAT_ENV_TAX,2025-12-23
2023,AT,CARBON,EUR_PER_LITRE,122.8437,302027771.9,0.0446,365368767.58,28935296,846352364.76,77835957.2,36045530.28,14556448.51,173589835.91,0,1,4484945909.77,1,ETS_AUCTION_PLATFORM,2024-11-25
2024,CZ,TRANSPORT,EUR_PER_TONNE,48.3108,2100083.21,0.0003,1529049288.66,28894062,10979427.7,220786.31,569436.91,110353.68,1199506.31,1,1,1730470968.52,1,NATIONAL_ENV_MINISTRY,2025-03-13
2025,DE,RESOURCE,EUR_PER_VEHICLE,31.3171,7298816.93,0.0011,3248735696.65,28888635,677275627.56,1263955.81,1162751.92,910755.2,3961354.0,1,0,1281110379.53,1,BUDGET_REPORTING,2025-06-04
2026,LV,ENERGY,EUR_PER_TCO2,134.989,180889583.82,0.0264,6605718.98,28929532,836009538.86,106321840.74,15753194.57,9214424.73,49600123.78,1,1,5843134813.17,1,EUROSTAT_ENV_TAX,2025-03-10
2010,PL,POLLUTION,EUR_PER_MWH,167.6423,109413538.46,0.0159,2046433170.83,28948343,126216682.97,8922542.98,17537774.08,16577116.18,66376105.22,0,1,1004536116.67,0,ETS_AUCTION_PLATFORM,2024-04-17
2011,ES,CARBON,EUR_PER_LITRE,87.8837,59432186.47,0.0086,3667671700.49,29145385,192443705.65,23513806.61,6152920.36,8374876.77,21390582.73,0,0,1424041641.84,0,NATIONAL_ENV_MINISTRY,2024-03-17
2012,HR,TRANSPORT,EUR_PER_TONNE,17.9556,18977298.37,0.0027,100338620.9,29137743,106526518.29,3518394.61,5635683.12,437695.99,9385524.65,0,1,1054283034.32,0,BUDGET_REPORTING,2025-05-11
2013,FI,RESOURCE,EUR_PER_VEHICLE,132.9334,17210258.69,0.0025,2264762594.55,29093543,109289485.92,2386339.32,1629280.18,1405696.5,11788942.69,1,1,4103786993.45,0,EUROSTAT_ENV_TAX,2025-07-28
2014,IE,ENERGY,EUR_PER_TCO2,124.1893,67150971.52,0.0096,861501968.24,29121403,122058803.04,29191425.17,5599945.9,5899450.12,26460150.33,1,1,3970487838.33,0,ETS_AUCTION_PLATFORM,2024-03-07
2015,MT,POLLUTION,EUR_PER_MWH,98.6965,115347535.0,0.0165,229673482.58,29298726,25101139.66,26178321.64,16363880.16,19976971.56,52828361.64,1,0,1454602600.65,0,NATIONAL_ENV_MINISTRY,2025-06-24
2016,SK,CARBON,EUR_PER_LITRE,151.6077,37408523.92,0.0053,1816164682.98,29267453,170183343.88,14922224.77,6751549.41,5408659.42,10326090.32,1,0,4059588930.29,0,BUDGET_REPORTING,2024-04-25
2017,BE,TRANSPORT,EUR_PER_TONNE,106.7891,98882720.84,0.014,4460769860.23,29378135,30977882.16,16433642.05,21370636.96,7693720.85,53384720.98,0,1,226058825.76,0,EUROSTAT_ENV_TAX,2024-09-25
2018,DK,RESOURCE,EUR_PER_VEHICLE,79.4458,19659855.56,0.0028,1427421406.22,29417744,204673427.6,4457718.96,1449275.49,678604.7,13074256.41,0,0,585338305.96,0,ETS_AUCTION_PLATFORM,2025-12-18
2019,GR,ENERGY,EUR_PER_TCO2,107.3983,108475256.61,0.0153,666734175.32,29316956,93354927.47,54759355.58,21515785.83,3117664.86,29082450.34,0,1,1323744231.59,0,NATIONAL_ENV_MINISTRY,2024-12-21
2020,LT,POLLUTION,EUR_PER_MWH,81.4475,29871090.33,0.0042,1778852222.34,29421478,4443879.45,6587403.9,5797969.22,10002682.69,7483034.52,0,1,1876941102.78,1,BUDGET_REPORTING,2026-02-03
2021,PT,CARBON,EUR_PER_LITRE,123.5817,21197446.52,0.003,3428459308.72,29529270,20106864.58,7391952.71,3590770.5,1329517.05,8885206.26,1,0,3628464510.53,0,EUROSTAT_ENV_TAX,2024-10-10
2022,SE,TRANSPORT,EUR_PER_TONNE,40.5095,24477453.14,0.0034,2183363582.62,29521067,158151634.68,3495071.01,7689400.44,1358275.84,11934705.85,0,1,1112048375.66,1,ETS_AUCTION_PLATFORM,2024-03-26
2023,CY,RESOURCE,EUR_PER_VEHICLE,20.1265,5765599.91,0.0008,117156069.37,29462696,80226380.21,1220426.79,1112592.79,488593.3,2943987.03,1,1,3207236201.08,1,NATIONAL_ENV_MINISTRY,2024-10-08
2024,FR,ENERGY,EUR_PER_TCO2,133.7204,138777927.45,0.0192,506120305.11,29641123,117131527.06,84769491.78,14000921.12,15907404.88,24100109.67,0,1,4230364337.81,1,BUDGET_REPORTING,2025-03-21
2025,IT,POLLUTION,EUR_PER_MWH,68.6637,60700203.11,0.0084,2134618788.2,29596975,574856868.87,11095687.13,5271351.65,16027311.44,28305852.89,0,0,973114749.75,1,EUROSTAT_ENV_TAX,2025-11-11
2026,NL,CARBON,EUR_PER_LITRE,47.3189,28957355.11,0.004,1805016847.54,29731835,425009934.73,10700942.94,1787747.5,766809.39,15701855.28,1,1,542189976.21,1,ETS_AUCTION_PLATFORM,2025-04-09
2010,SI,TRANSPORT,EUR_PER_TONNE,29.5106,20466851.26,0.0028,257095004.95,29644509,38228700.03,3219865.22,2118532.91,1764336.03,13364117.1,1,0,4041499183.54,0,NATIONAL_ENV_MINISTRY,2025-11-09
2011,BG,RESOURCE,EUR_PER_VEHICLE,52.8473,18027441.33,0.0025,3916485982.19,29720933,31208318.27,3277658.15,2988419.04,2609144.28,9152219.86,0,1,496566534.68,0,BUDGET_REPORTING,2025-03-25
2012,EE,ENERGY,EUR_PER_TCO2,105.7685,54044686.72,0.0073,2095854618.66,29889194,19815670.46,22689444.35,4339047.86,1549752.05,25466442.46,1,0,1525290443.96,0,EUROSTAT_ENV_TAX,2024-03-20
2013,HU,POLLUTION,EUR_PER_MWH,89.0613,146669428.73,0.0199,1182760843.36,29896612,26066235.48,34473110.93,8428116.91,26443027.73,77325173.16,1,0,5032166263.3,0,ETS_AUCTION_PLATFORM,2025-05-16
2014,LU,CARBON,EUR_PER_LITRE,107.6036,165719805.8,0.0224,865930766.56,29944611,74881680.38,101862844.36,13751784.69,13365549.64,36739627.11,0,0,5655578858.47,0,NATIONAL_ENV_MINISTRY,2025-04-13
2015,RO,TRANSPORT,EUR_PER_TONNE,91.9413,101765763.96,0.0137,2979899850.71,29849771,86337206.79,22249331.88,29554913.33,12510782.38,37450736.37,1,0,4452594918.01,0,BUDGET_REPORTING,2024-12-09
2016,AT,RESOURCE,EUR_PER_VEHICLE,162.8582,93834839.71,0.0126,2970507854.47,30051712,109399621.93,6580537.96,6044353.15,13282904.5,67927044.1,1,1,3546253876.61,0,EUROSTAT_ENV_TAX,2025-11-12
2017,CZ,ENERGY,EUR_PER_TCO2,169.6146,117413229.13,0.0157,1916301375.71,29919319,185701297.78,44579064.1,10638382.11,6957217.28,55238565.64,1,1,3588586051.99,0,ETS_AUCTION_PLATFORM,2025-04-23
2018,DE,POLLUTION,EUR_PER_MWH,72.2607,38020305.01,0.0051,1933857367.09,30078931,111009052.88,2891829.82,6645521.82,9376157.28,19106796.09,1,1,3859298614.91,1,NATIONAL_ENV_MINISTRY,2026-01-15
2019,LV,CARBON,EUR_PER_LITRE,24.2868,33449942.67,0.0044,1250530911.04,30120227,200867498.35,18595045.46,6403454.1,4604369.68,3847073.43,1,0,2560428139.65,0,BUDGET_REPORTING,2024-01-19
2020,PL,TRANSPORT,EUR_PER_TONNE,55.7864,37906455.77,0.005,626050097.16,30161560,39755008.56,9218326.18,11491876.27,1484613.33,15711639.99,0,1,4131522057.76,1,EUROSTAT_ENV_TAX,2024-08-20
2021,ES,RESOURCE,EUR_PER_VEHICLE,97.1596,105944172.31,0.014,3849142988.61,30150644,155800119.38,17972179.08,14452126.86,10584865.44,62935000.93,0,0,3749259317.63,1,ETS_AUCTION_PLATFORM,2024-01-19
2022,HR,ENERGY,EUR_PER_TCO2,119.9122,69063253.14,0.0091,1414555585.45,30258339,19487734.3,44207441.08,13152215.43,7612067.53,4091529.1,0,1,2110200797.09,1,NATIONAL_ENV_MINISTRY,2024-08-03
2023,FI,POLLUTION,EUR_PER_MWH,50.1002,45757017.3,0.006,3488022775.26,30261345,635719270.15,4523083.16,4955540.39,14290080.57,21988313.18,1,0,2896292028.1,1,BUDGET_REPORTING,2025-05-09
2024,IE,CARBON,EUR_PER_LITRE,96.0255,173709966.67,0.0226,1811779378.82,30308029,495261027.02,45314210.19,21664001.2,14432101.73,92299653.55,0,1,1700892227.0,1,EUROSTAT_ENV_TAX,2024-09-07
2025,MT,TRANSPORT,EUR_PER_TONNE,53.6927,115514579.45,0.015,2191939856.98,30302408,822050514.38,27732456.45,43880599.3,2913078.96,40988444.74,0,1,694743299.34,1,ETS_AUCTION_PLATFORM,2025-02-16
2026,SK,RESOURCE,EUR_PER_VEHICLE,53.1107,38073353.66,0.0049,2011766873.41,30281923,152403316.38,2674002.59,4458023.93,3146133.33,27795193.81,0,1,4620885374.84,0,NATIONAL_ENV_MINISTRY,2025-08-08
2010,BE,ENERGY,EUR_PER_TCO2,136.6121,170810051.73,0.022,828976478.39,30407391,114105293.6,45794125.65,34102894.52,22662720.59,68250310.97,1,1,7282048120.73,1,BUDGET_REPORTING,2025-02-05
2011,DK,POLLUTION,EUR_PER_MWH,38.1507,61135273.37,0.0079,1681122565.18,30476994,184444818.27,3165861.01,6493284.18,20472906.12,31003222.06,1,1,2974000973.66,0,EUROSTAT_ENV_TAX,2024-01-22
2012,GR,CARBON,EUR_PER_LITRE,34.2895,38730550.16,0.005,1324520759.15,30487775,169221758.6,24740493.15,4778706.37,4740058.98,4471291.66,0,0,5596736801.4,0,ETS_AUCTION_PLATFORM,2024-03-16
2013,LT,TRANSPORT,EUR_PER_TONNE,5.194,1310406.42,0.0002,2731596503.23,30529516,172881783.28,101307.49,404325.91,183111.86,621661.16,0,0,3695014595.47,0,NATIONAL_ENV_MINISTRY,2026-02-25
2014,PT,RESOURCE,EUR_PER_VEHICLE,131.5095,102054822.01,0.013,2037156001.14,30474379,94087555.64,5731255.43,16032155.02,7162108.92,73129302.64,1,1,2284639209.21,0,BUDGET_REPORTING,2024-10-10
2015,SE,ENERGY,EUR_PER_TCO2,3.8215,865583.35,0.0001,1076498540.76,30655190,192039905.53,397816.35,100191.87,25690.03,341885.1,1,0,4019275144.5,0,EUROSTAT_ENV_TAX,2024-05-25
2016,CY,POLLUTION,EUR_PER_MWH,122.8622,110544605.49,0.014,1140536841.37,30670294,117702753.68,23039336.15,10726954.18,27038715.61,49739599.55,1,1,2826777005.68,0,ETS_AUCTION_PLATFORM,2024-10-10
2017,FR,CARBON,EUR_PER_LITRE,135.1932,87557168.17,0.011,3187973564.94,30609233,36010979.12,48282322.95,16672886.04,5530961.75,17070997.43,1,0,4247846949.91,0,NATIONAL_ENV_MINISTRY,2024-08-20
2018,IT,TRANSPORT,EUR_PER_TONNE,116.0661,174333957.5,0.0219,1382914660.34,30760371,43075824.3,43213347.67,18850089.27,18660497.79,93610022.77,0,1,1058284130.21,0,BUDGET_REPORTING,2024-05-20
2019,NL,RESOURCE,EUR_PER_VEHICLE,43.232,52566373.68,0.0066,3338622167.79,30669265,117273290.1,10098004.43,9308704.91,1227782.2,31931882.14,1,1,719740035.99,0,EUROSTAT_ENV_TAX,2025-12-06
2020,SI,ENERGY,EUR_PER_TCO2,152.522,281105747.32,0.0351,2248319558.36,30878225,156414836.63,139048058.86,49387756.1,25599061.36,67070871.0,1,1,5004010756.68,1,ETS_AUCTION_PLATFORM,2025-08-01
2021,BG,POLLUTION,EUR_PER_MWH,160.0416,117077542.27,0.0146,3750242025.66,30887794,54147002.23,15229575.49,19144194.0,28942883.48,53760889.3,0,1,3683253003.97,1,NATIONAL_ENV_MINISTRY,2026-02-23
2022,EE,CARBON,EUR_PER_LITRE,81.292,25035236.29,0.0031,1405752420.71,30862230,20987142.38,13954352.55,2407863.48,1407853.71,7265166.55,0,0,2283583044.29,1,BUDGET_REPORTING,2024-09-22
2023,HU,TRANSPORT,EUR_PER_TONNE,104.3132,132813651.17,0.0164,1621789897.8,30982815,562994737.86,6764534.48,37246318.52,17842575.18,70960222.99,0,1,2392422359.32,1,EUROSTAT_ENV_TAX,2025-08-03
2024,LU,RESOURCE,EUR_PER_VEHICLE,112.2151,81426844.12,0.01,769673299.56,30883537,349318872.22,13025519.65,8052443.91,2383473.76,57965406.8,0,1,6709684611.54,1,ETS_AUCTION_PLATFORM,2025-02-23
2025,RO,ENERGY,EUR_PER_TCO2,122.9557,24314798.11,0.003,508611648.31,31001580,710356572.25,12568671.45,3042842.64,2714578.23,5988705.79,0,1,2575074991.75,1,NATIONAL_ENV_MINISTRY,2024-04-07
2026,AT,POLLUTION,EUR_PER_MWH,136.485,37606206.47,0.0046,2474963947.82,31034192,139899272.05,3428271.36,3549196.14,6847840.04,23780898.93,0,1,4655379460.62,1,BUDGET_REPORTING,2024-10-08
2010,CZ,CARBON,EUR_PER_LITRE,62.7739,15311711.13,0.0019,738948712.96,31157393,193687635.15,5229468.8,2532962.5,891812.08,6657467.75,0,1,879271984.08,1,EUROSTAT_ENV_TAX,2025-12-01
2011,DE,TRANSPORT,EUR_PER_TONNE,137.6292,74378304.53,0.009,2869494998.19,31102667,58673890.11,9433025.89,23362794.58,5558906.47,36023577.59,1,1,444378209.34,0,ETS_AUCTION_PLATFORM,2025-09-19
2012,LV,RESOURCE,EUR_PER_VEHICLE,1.0114,1073533.81,0.0001,1995659934.42,31202095,97579991.07,194804.12,204415.16,108968.88,565345.65,0,1,5657872017.28,0,NATIONAL_ENV_MINISTRY,2025-05-04
2013,PL,ENERGY,EUR_PER_TCO2,23.3803,1836274.27,0.0002,3202140731.83,31132413,211648682.09,1142041.46,176613.63,70874.62,446744.56,1,1,3740167956.41,0,BUDGET_REPORTING,2024-04-20
