tax_property_assessment_year,tax_property_parcel_geocode,tax_property_property_class_code,tax_property_assessed_value_total,tax_property_market_value_estimate,tax_property_tax_rate_millage,tax_property_tax_bill_amount_usd,tax_property_homestead_exemption_flag,tax_property_senior_exemption_flag,tax_property_disabled_exemption_flag,tax_property_appeal_filed_flag,tax_property_appeal_outcome_code,tax_property_assessment_ratio,tax_property_equalization_factor,tax_property_delinquency_rate_pct,tax_property_foreclosure_initiation_flag,tax_property_tax_increment_district_flag,tax_property_school_levy_share_pct,tax_property_municipal_levy_share_pct,tax_property_payment_plan_enrolled_flag
2018,PARCEL0000001649,AG,163115162.15,188821189.39,36.1963,6225846.34,0,0,0,0,PENDING,1.0082,0.9988,15.24,0,0,0.2778,0.4985,1
2010,PARCEL0000001650,RES_MF,116201805.48,125785991.69,35.0325,4178279.62,0,0,0,0,UPHELD,0.5784,1.0014,14.1,0,1,0.6694,0.1794,0
2019,PARCEL0000001651,AG,172252527.24,180322628.89,7.4417,1383120.97,0,0,1,1,UPHELD,1.1439,1.2003,6.82,0,0,0.3469,0.5453,0
2023,PARCEL0000001652,RES_SF,189545387.86,187354340.28,6.4347,1252496.8,1,1,0,0,PENDING,0.7505,0.9793,9.75,0,0,0.4758,0.2947,0
2015,PARCEL0000001653,RES_SF,34531019.99,44678206.38,17.8344,624799.01,1,0,0,0,REDUCED,1.1735,0.8651,4.08,0,0,0.261,0.3314,1
2011,PARCEL0000001654,RES_MF,37434328.4,42760715.33,30.6496,1073005.08,1,0,0,1,UPHELD,1.0471,1.1593,2.85,0,0,0.3996,0.474,0
2023,PARCEL0000001655,RES_SF,13741885.66,17192423.86,4.4855,57909.46,0,0,0,0,REDUCED,0.6282,1.1008,0.27,0,0,0.7062,0.1202,0
2006,PARCEL0000001656,IND,36071022.03,32440966.5,1.7251,58613.87,0,0,1,0,NONE,0.7361,0.8674,12.62,0,0,0.6535,0.1495,0
2024,PARCEL0000001657,RES_SF,82909220.35,102990149.71,36.2675,2945582.06,1,0,0,0,NONE,1.132,1.2478,6.93,0,0,0.1976,0.4099,0
2020,PARCEL0000001658,RES_SF,57212879.43,64796303.76,29.8863,1820056.62,1,0,0,0,REDUCED,0.7012,1.1128,9.81,0,0,0.6772,0.2227,1
2008,PARCEL0000001659,COMM,184209980.59,244792602.1,38.8816,7359262.61,1,0,0,0,NONE,1.0116,1.0138,17.49,0,0,0.5215,0.4046,0
2019,PARCEL0000001660,RES_SF,90917972.59,111377021.4,37.6401,3512430.21,0,0,0,0,WITHDRAWN,0.952,1.1524,15.54,0,0,0.4202,0.2693,0
2019,PARCEL0000001661,IND,204526103.71,267119639.11,3.8464,780742.44,1,0,0,0,PENDING,0.5048,1.0809,10.68,0,0,0.7082,0.1632,0
2017,PARCEL0000001662,RES_SF,28539898.55,31846732.62,25.9083,746845.23,1,0,0,0,REDUCED,1.052,1.0842,16.51,0,0,0.4936,0.4223,0
2015,PARCEL0000001663,RES_SF,121574761.15,115834889.97,4.4614,553766.72,0,0,0,0,PENDING,0.619,1.1658,5.08,0,0,0.658,0.2113,0
2010,PARCEL0000001664,RES_SF,155441563.14,182429235.91,13.1923,1896417.77,1,0,0,0,NONE,1.1228,1.1691,4.01,0,0,0.3812,0.499,0
2017,PARCEL0000001665,IND,60542097.03,72315969.26,21.5357,1313161.0,0,1,0,0,REDUCED,0.6605,0.9565,16.89,0,0,0.468,0.2613,0
2014,PARCEL0000001666,COMM,22860047.3,30266349.18,6.2018,134603.27,0,0,0,1,NONE,0.815,1.0565,12.47,0,0,0.3527,0.4103,0
2019,PARCEL0000001667,RES_SF,169032836.6,195961748.86,14.598,2579312.09,0,0,0,0,NONE,0.8047,1.1482,1.64,0,0,0.6787,0.1654,0
2018,PARCEL0000001668,VACANT,165215944.23,208025246.85,41.7744,7196294.56,1,1,0,1,UPHELD,0.9095,1.2334,10.24,0,0,0.6457,0.2245,0
2016,PARCEL0000001669,RES_SF,233784216.1,287928213.04,8.7333,2045968.79,0,0,0,1,NONE,0.7442,1.0836,10.6,0,0,0.5648,0.3959,0
2008,PARCEL0000001670,COMM,88172270.73,104904135.93,29.1882,2715245.33,1,1,0,0,PENDING,0.7863,1.1796,10.66,0,1,0.3791,0.5461,0
2015,PARCEL0000001671,RES_MF,146455885.58,165640473.75,39.688,6229820.68,1,0,0,1,NONE,0.8683,1.0794,17.9,0,0,0.691,0.2733,0
2012,PARCEL0000001672,RES_SF,9149648.36,8723658.16,0.1583,1503.24,1,0,0,0,NONE,0.6894,1.1339,15.97,0,0,0.6677,0.1493,0
2010,PARCEL0000001673,RES_MF,4533110.72,5896909.44,36.52,152942.0,1,0,0,1,NONE,0.8331,0.9966,0.44,0,0,0.6067,0.3172,0
2012,PARCEL0000001674,IND,45001143.18,57054070.65,30.6186,1335617.97,1,0,0,0,UPHELD,0.8151,0.8531,7.56,0,0,0.4137,0.3994,0
2022,PARCEL0000001675,RES_MF,232481068.39,248237116.05,38.881,8711634.35,1,0,0,1,UPHELD,1.023,1.1608,13.75,0,0,0.5341,0.2382,0
2019,PARCEL0000001676,RES_SF,84119752.82,90755817.35,19.3462,1569649.32,0,0,0,1,UPHELD,0.8346,1.1546,5.48,0,0,0.4716,0.4417,0
2015,PARCEL0000001677,RES_SF,124891637.86,111147799.9,21.281,2861468.21,1,1,0,1,UPHELD,0.8877,1.0894,14.5,0,0,0.5729,0.2211,0
2018,PARCEL0000001678,RES_SF,66203826.72,84604835.36,11.8263,819887.57,1,0,0,0,REDUCED,1.0108,1.2301,2.14,0,0,0.5521,0.2021,0
2013,PARCEL0000001679,COMM,88367361.95,101138620.89,36.3871,3415899.41,0,0,0,1,WITHDRAWN,0.9284,0.9739,8.27,0,0,0.1679,0.5894,0
2024,PARCEL0000001680,AG,220148244.71,226828803.85,14.8965,3266685.97,0,0,0,0,UPHELD,1.186,0.9857,12.95,0,0,0.4956,0.3878,0
2020,PARCEL0000001681,RES_SF,236958765.16,249232046.7,35.931,7929006.58,1,0,0,0,NONE,0.6889,0.9872,17.22,0,0,0.5171,0.3639,0
2010,PARCEL0000001682,RES_MF,171169639.77,184690592.8,27.8798,4804656.74,0,0,0,0,NONE,0.8252,1.1689,17.28,0,0,0.5597,0.3328,0
2021,PARCEL0000001683,RES_SF,131643284.65,121517021.78,20.9114,2834118.83,1,0,0,0,NONE,0.5641,1.1872,16.0,0,0,0.6236,0.2494,0
2022,PARCEL0000001684,RES_SF,18455542.21,23118149.86,3.8013,65111.07,0,0,0,0,NONE,0.8992,1.1707,13.41,0,0,0.4512,0.2673,0
2008,PARCEL0000001685,IND,55590726.83,72514141.87,40.5861,2089143.43,0,0,0,1,PENDING,0.5021,0.8575,9.09,0,1,0.2159,0.5182,0
2022,PARCEL0000001686,RES_SF,2625843.63,3314303.5,39.6753,109450.43,0,0,0,0,NONE,0.9389,1.12,10.2,0,0,0.5506,0.4153,0
2018,PARCEL0000001687,RES_SF,156198100.56,195754618.65,44.96,7220240.88,1,0,0,0,NONE,0.8731,0.9504,13.94,0,0,0.6305,0.2078,0
2006,PARCEL0000001688,RES_SF,199862563.66,243969157.57,27.1757,5502776.39,1,1,0,0,UPHELD,0.7922,1.2086,0.31,0,0,0.3672,0.4856,0
2006,PARCEL0000001689,COMM,26297395.44,33130060.99,44.3595,1162720.32,1,0,0,0,NONE,0.5835,1.0993,10.81,0,1,0.2794,0.5733,0
2021,PARCEL0000001690,RES_MF,191044659.86,177097573.55,16.9751,3378981.1,0,0,0,1,PENDING,0.9575,0.9553,17.79,0,0,0.6691,0.3015,0
2024,PARCEL0000001691,RES_SF,236533685.62,308612305.62,22.1326,5037832.62,0,0,0,0,UPHELD,1.0328,0.9685,5.69,0,0,0.5808,0.389,0
2008,PARCEL0000001692,RES_SF,76999670.24,85985785.55,23.7295,1845278.74,1,0,0,0,UPHELD,0.7651,1.0919,6.55,0,0,0.5247,0.4359,0
2018,PARCEL0000001693,IND,84132399.78,89352031.44,11.239,971593.1,0,0,0,0,PENDING,0.7008,0.943,4.19,0,1,0.2826,0.376,0
2020,PARCEL0000001694,IND,127314078.12,157007971.04,7.9064,977707.62,0,0,1,0,REDUCED,0.711,0.9836,14.35,0,1,0.4711,0.37,0
2011,PARCEL0000001695,COMM,145593902.42,153026629.2,35.8901,5565704.86,0,0,1,0,UPHELD,0.9025,1.0789,9.19,0,0,0.1657,0.7542,0
2018,PARCEL0000001696,RES_MF,201990128.94,176096590.5,19.2874,4190175.47,1,0,0,0,UPHELD,0.9017,1.1122,2.19,0,0,0.501,0.4294,0
2012,PARCEL0000001697,RES_SF,176986455.45,207288137.73,29.6816,4959575.86,1,0,0,0,NONE,0.9051,1.0801,15.8,0,0,0.499,0.4169,0
2007,PARCEL0000001698,RES_SF,3753397.73,3232904.07,10.5386,37355.07,1,0,0,0,REDUCED,0.623,1.2206,9.52,0,0,0.6687,0.2136,0
2014,PARCEL0000001699,IND,121473701.63,142784039.23,42.1067,5451344.32,1,0,0,0,REDUCED,1.1415,0.8797,16.25,0,0,0.2578,0.3386,0
2011,PARCEL0000001700,AG,104367120.21,139952260.51,41.4853,4115799.75,1,0,0,0,NONE,0.8664,1.1382,15.22,0,0,0.6302,0.1512,1
2018,PARCEL0000001701,RES_SF,38530145.06,44279254.15,39.7312,1539134.5,0,0,0,1,NONE,0.9406,1.1948,9.06,0,1,0.4829,0.3599,0
2009,PARCEL0000001702,COMM,148686778.98,146544563.83,37.9228,5409539.12,1,0,0,0,NONE,0.9126,1.2058,2.51,0,0,0.4101,0.5036,0
2023,PARCEL0000001703,RES_SF,236655662.3,318529290.91,23.8874,5610638.59,1,0,0,0,UPHELD,0.6305,0.9735,11.21,0,1,0.1872,0.7664,0
2020,PARCEL0000001704,RES_SF,37736172.04,34499745.63,26.8504,939928.46,1,0,0,1,NONE,0.7282,1.0358,7.25,0,0,0.4586,0.4809,0
2017,PARCEL0000001705,RES_MF,62686958.17,66685018.81,5.1391,333212.52,1,1,0,0,REDUCED,0.6392,0.9094,3.77,0,1,0.3895,0.283,0
2017,PARCEL0000001706,AG,98498166.02,86589684.34,21.9875,2204492.23,0,0,0,0,NONE,1.1055,0.8811,5.95,0,0,0.3803,0.3259,0
2013,PARCEL0000001707,IND,125530582.74,156392588.8,10.0454,1351627.81,1,1,0,0,NONE,1.013,1.0544,16.1,0,0,0.5201,0.2212,0
2015,PARCEL0000001708,VACANT,130713357.97,168470600.04,44.0236,6081098.59,0,1,0,1,PENDING,0.5375,0.9073,16.21,0,0,0.3821,0.5012,0
2020,PARCEL0000001709,RES_SF,211142899.85,197009482.83,21.3708,4740500.02,0,0,0,0,UPHELD,1.0563,1.0569,10.94,0,1,0.2047,0.6108,0
2008,PARCEL0000001710,RES_SF,210621305.5,193252894.83,13.753,3069104.02,1,0,0,1,NONE,1.0396,1.0975,16.6,0,0,0.4605,0.2381,0
2010,PARCEL0000001711,RES_SF,247469401.58,230057009.65,11.8151,2901950.94,1,0,0,1,PENDING,0.7871,0.8753,7.33,0,0,0.192,0.5787,0
2007,PARCEL0000001712,COMM,242311487.81,241381729.55,2.5534,600875.7,1,0,0,0,PENDING,0.549,1.0031,13.46,0,0,0.1509,0.7277,0
2018,PARCEL0000001713,AG,207574967.41,225870361.44,23.8465,5193911.46,1,1,0,0,UPHELD,0.5224,1.1271,4.99,0,0,0.7251,0.1857,1
2017,PARCEL0000001714,IND,237840541.09,225865084.92,21.1394,4795445.5,0,0,0,0,REDUCED,0.8719,0.8565,12.94,0,0,0.7132,0.1281,0
2024,PARCEL0000001715,RES_SF,116436259.22,107293356.44,12.5586,1509212.99,0,0,0,0,NONE,1.0225,1.2247,6.16,0,1,0.6737,0.2322,0
2009,PARCEL0000001716,RES_SF,160182495.35,166134484.44,20.2181,3369140.79,1,0,0,0,UPHELD,0.5127,0.9691,12.78,0,0,0.5622,0.316,0
2007,PARCEL0000001717,AG,152520085.33,131497437.92,35.0247,5200469.03,0,0,0,0,UPHELD,1.0221,1.1114,3.59,0,1,0.4482,0.2325,0
2017,PARCEL0000001718,RES_SF,73458503.91,80944674.78,0.3308,24220.54,1,0,0,0,REDUCED,1.0054,1.2289,7.83,0,0,0.2566,0.6885,0
2016,PARCEL0000001719,RES_SF,89820445.88,79628063.37,15.02,1329768.15,0,1,0,0,NONE,1.0315,1.0077,11.5,0,0,0.4395,0.2653,1
2010,PARCEL0000001720,AG,96876058.9,127861402.47,35.4132,3673343.72,1,0,0,0,NONE,0.9071,0.8746,2.52,0,0,0.3232,0.6212,0
2013,PARCEL0000001721,RES_MF,19133225.15,25075349.16,36.9061,655413.23,1,0,0,0,REDUCED,1.0113,0.9626,17.67,0,0,0.4297,0.3625,0
2009,PARCEL0000001722,RES_SF,50582353.2,57076805.52,1.7229,90265.51,1,0,0,0,NONE,1.1677,0.9997,4.0,0,0,0.6293,0.2175,0
2013,PARCEL0000001723,MIXED,189513683.81,215550905.66,34.1923,6498669.48,0,0,0,0,UPHELD,0.5395,1.1594,8.98,0,1,0.3496,0.367,0
2016,PARCEL0000001724,RES_MF,69541858.6,85328035.42,26.9429,1872122.07,1,0,0,0,UPHELD,0.5169,1.2017,15.59,0,0,0.3771,0.4071,0
2019,PARCEL0000001725,COMM,24879685.08,27152042.47,10.3213,270835.24,0,0,0,0,UPHELD,0.57,0.9905,12.38,0,0,0.428,0.5315,1
2006,PARCEL0000001726,RES_SF,179724598.01,196415499.09,11.7139,2128295.55,1,0,0,0,PENDING,0.6451,1.091,4.01,0,0,0.3446,0.5249,0
2007,PARCEL0000001727,RES_SF,83554649.69,73028843.59,3.4122,307800.51,0,0,0,0,PENDING,1.1031,0.8934,5.79,0,0,0.1804,0.3479,0
2016,PARCEL0000001728,RES_SF,96654855.87,91972534.8,7.7025,723952.07,1,0,0,0,UPHELD,0.8121,0.8604,0.71,0,0,0.6073,0.3438,0
2007,PARCEL0000001729,RES_SF,195394025.9,204039347.19,32.0011,6169940.52,1,0,0,0,UPHELD,0.9417,0.9945,13.56,0,1,0.6423,0.303,0
2012,PARCEL0000001730,RES_MF,184817968.97,181852352.57,1.1512,223439.88,1,0,0,0,NONE,0.5581,0.866,3.49,0,0,0.4625,0.3442,0
2008,PARCEL0000001731,IND,34576003.06,34785041.12,24.373,884500.9,0,1,0,0,NONE,0.692,0.9138,3.04,0,0,0.5144,0.4008,1
2014,PARCEL0000001732,RES_SF,114986712.71,120767689.21,38.8483,4272891.8,1,0,0,1,NONE,0.586,1.0427,5.41,0,0,0.3354,0.5947,0
2022,PARCEL0000001733,RES_SF,66421874.85,87506039.18,14.4527,885197.69,1,0,0,0,NONE,0.5163,1.225,2.44,0,0,0.4431,0.2964,0
2019,PARCEL0000001734,AG,110565459.49,129226948.27,33.77,3564370.05,1,0,1,0,PENDING,0.519,1.0236,2.05,0,0,0.2998,0.3131,0
2021,PARCEL0000001735,RES_SF,154482125.22,140726833.81,19.913,3198113.9,1,0,1,0,NONE,0.8254,1.112,8.02,0,0,0.3601,0.4802,0
2009,PARCEL0000001736,MIXED,116022368.18,130942271.71,16.5058,2030658.9,0,1,0,0,UPHELD,0.5045,0.8626,12.4,0,0,0.4082,0.5616,1
2018,PARCEL0000001737,COMM,126278887.41,160513724.7,5.8354,686681.27,1,0,0,0,NONE,1.1372,1.0271,14.38,0,0,0.195,0.3367,0
2006,PARCEL0000001738,RES_SF,36140605.3,43014484.56,3.4262,120336.97,1,0,0,0,NONE,0.9388,1.2176,8.73,0,0,0.7352,0.1709,0
2021,PARCEL0000001739,RES_SF,58553903.54,68078682.25,35.2527,2229167.58,1,0,0,1,NONE,0.5283,1.0327,12.32,0,1,0.2228,0.3166,0
2011,PARCEL0000001740,RES_SF,177547494.12,224960245.2,34.1803,5918331.4,1,1,0,0,REDUCED,1.0684,1.1001,12.96,0,0,0.1746,0.3793,0
2013,PARCEL0000001741,RES_SF,147708893.11,198357813.52,34.5333,5369700.49,0,0,1,0,UPHELD,1.0707,1.2121,9.48,0,1,0.5562,0.3049,0
2014,PARCEL0000001742,RES_SF,203509827.64,199822863.65,16.5861,3322466.15,1,1,0,0,REDUCED,1.1935,0.9153,12.41,1,1,0.7351,0.1093,0
2013,PARCEL0000001743,RES_SF,235960574.63,309515304.69,30.8207,7457958.13,1,0,0,0,REDUCED,0.7417,1.0515,17.97,0,0,0.6985,0.2023,0
2013,PARCEL0000001744,RES_SF,66956129.28,84789709.41,20.1142,1411705.15,1,0,0,0,UPHELD,1.1064,0.8502,0.35,0,1,0.7122,0.2045,0
2008,PARCEL0000001745,RES_SF,13498426.81,15083465.05,21.6062,311309.49,1,0,0,0,UPHELD,1.0368,0.8943,17.27,0,0,0.1548,0.7919,0
2020,PARCEL0000001746,RES_SF,11932175.37,10964196.89,34.4733,443642.98,0,0,0,1,REDUCED,0.6558,0.9808,15.97,0,0,0.5366,0.364,0
2014,PARCEL0000001747,RES_MF,98950299.55,96020020.9,34.8083,3572474.4,0,0,0,0,NONE,0.735,0.9924,9.85,0,1,0.7452,0.2222,0
2016,PARCEL0000001748,RES_SF,176899998.82,201454803.26,28.2029,4819359.45,1,0,1,0,UPHELD,0.6749,1.0768,0.46,0,1,0.3557,0.4873,0
2014,PARCEL0000001749,AG,243311902.82,288395063.7,42.8703,10781747.79,0,0,0,0,NONE,0.5693,0.8647,7.7,0,0,0.2011,0.6961,0
2020,PARCEL0000001750,IND,919104.65,795084.35,7.8026,6646.42,0,0,0,1,NONE,0.6926,0.9045,9.39,0,0,0.4764,0.3581,0
2007,PARCEL0000001751,RES_MF,39232072.83,36908991.81,18.2321,670524.74,0,0,0,1,UPHELD,0.6869,1.211,4.36,0,0,0.4777,0.3867,0
2011,PARCEL0000001752,RES_SF,149079700.67,181445837.86,14.9903,2238924.86,1,0,0,0,NONE,0.7813,1.2154,11.34,0,0,0.5423,0.3917,0
2013,PARCEL0000001753,COMM,203571575.55,182735683.17,22.0718,4434719.36,0,0,0,0,NONE,0.5674,0.9396,10.92,0,0,0.3481,0.2749,1
2010,PARCEL0000001754,RES_SF,110697679.78,121929060.66,11.633,1201185.84,1,0,0,0,NONE,0.8187,1.1884,2.99,0,0,0.5423,0.3209,0
2025,PARCEL0000001755,RES_SF,363810.98,462091.05,18.3931,6972.81,0,1,0,0,NONE,1.0116,1.0544,0.98,0,0,0.227,0.3132,0
2023,PARCEL0000001756,COMM,207351285.23,272817615.11,38.9954,7891730.95,1,0,0,1,REDUCED,0.9173,1.2332,13.55,0,0,0.3865,0.5146,0
2007,PARCEL0000001757,RES_MF,143268182.55,126137610.06,11.5073,1684694.76,1,0,0,0,NONE,1.1821,0.8717,13.06,0,0,0.6543,0.1619,0
2007,PARCEL0000001758,COMM,127749560.74,169768873.08,43.1389,5181586.07,0,0,0,0,NONE,1.1988,1.2242,15.41,0,1,0.4895,0.3392,0
2009,PARCEL0000001759,IND,172552640.68,178885931.39,20.7764,3694383.88,1,0,0,0,NONE,0.962,0.9012,6.17,0,0,0.5586,0.1792,0
2019,PARCEL0000001760,RES_SF,51601281.17,61787443.82,27.4362,1481017.3,0,0,0,0,PENDING,0.6673,0.9631,17.11,0,0,0.1842,0.6707,0
2016,PARCEL0000001761,COMM,24283704.88,28485242.64,26.4505,651569.94,1,0,0,0,REDUCED,0.5285,1.0702,7.15,0,0,0.6414,0.2241,0
2011,PARCEL0000001762,RES_SF,236751168.05,311016438.03,36.1876,7916955.57,1,0,0,0,NONE,0.6658,0.9469,5.24,0,0,0.5293,0.2893,0
2011,PARCEL0000001763,COMM,129058344.03,151221672.21,11.2538,1354057.33,1,1,0,0,PENDING,1.0721,0.8662,4.47,0,0,0.1864,0.3739,0
2022,PARCEL0000001764,MIXED,44471485.34,50828315.03,22.485,1041269.89,1,0,0,0,REDUCED,0.5898,0.8874,7.96,0,0,0.6604,0.2683,0
2022,PARCEL0000001765,RES_MF,8844178.04,9952274.95,16.7149,145037.98,1,0,0,1,NONE,0.9274,1.0686,14.42,0,0,0.3129,0.4834,0
2025,PARCEL0000001766,RES_SF,233311364.4,311400894.73,16.7925,4046712.67,1,0,0,0,NONE,0.6763,1.0489,10.23,0,0,0.5344,0.3524,0
2018,PARCEL0000001767,VACANT,215736978.54,288121917.36,25.6149,5729407.04,1,0,0,0,REDUCED,0.8995,0.9348,13.4,0,0,0.6387,0.3,0
2018,PARCEL0000001768,RES_SF,100852669.41,116311304.57,10.4681,979776.24,1,0,0,0,UPHELD,0.7478,1.0903,0.69,0,0,0.6216,0.3053,0
2007,PARCEL0000001769,COMM,213698853.66,264825125.25,21.1535,4629481.38,1,0,0,1,NONE,1.0405,1.1004,6.96,0,0,0.4301,0.2861,0
2016,PARCEL0000001770,RES_SF,76750155.81,93236124.83,5.7469,421849.67,0,0,0,0,UPHELD,1.0005,1.215,14.04,0,0,0.2334,0.4757,1
2014,PARCEL0000001771,RES_SF,44340592.09,53735737.39,40.8279,1774552.99,1,0,0,0,NONE,1.1651,1.1821,17.72,0,1,0.7071,0.128,0
2011,PARCEL0000001772,COMM,185096768.29,203990391.16,13.3229,2555394.13,1,1,0,0,NONE,1.0152,1.0604,14.3,0,0,0.3703,0.3642,0
2015,PARCEL0000001773,RES_MF,33876879.52,33518532.29,38.057,1199500.93,1,0,0,0,REDUCED,0.9316,0.9958,0.48,0,0,0.5365,0.3389,0
2010,PARCEL0000001774,RES_SF,178385501.83,169484330.37,19.4151,3393677.8,0,1,0,1,NONE,0.6185,0.9281,5.06,1,0,0.5024,0.2955,0
2013,PARCEL0000001775,IND,25970363.57,25150431.76,19.6429,472491.05,1,0,0,0,REDUCED,0.9053,1.0202,3.27,0,0,0.3953,0.5222,0
2022,PARCEL0000001776,RES_SF,121940293.49,161200383.64,29.5226,3322835.8,1,0,0,1,UPHELD,0.9618,1.1523,8.23,0,1,0.462,0.2622,0
2022,PARCEL0000001777,RES_SF,231259745.85,308808747.09,12.468,3092544.54,0,0,0,0,UPHELD,0.794,0.9442,17.62,0,0,0.1869,0.5148,0
2006,PARCEL0000001778,RES_MF,132728337.35,117692002.84,33.0765,4450209.04,0,0,0,1,UPHELD,0.525,1.0584,17.44,0,0,0.5423,0.2704,0
2025,PARCEL0000001779,RES_SF,201433897.3,256475496.48,8.5963,1708451.66,0,1,0,0,UPHELD,0.6909,1.0079,4.78,0,0,0.2764,0.3466,0
2018,PARCEL0000001780,IND,147113742.39,159189520.45,38.6453,5708269.05,1,0,0,0,NONE,0.7287,1.149,13.09,0,0,0.2865,0.649,0
2023,PARCEL0000001781,COMM,47256324.75,45130745.4,10.1196,511649.34,1,0,0,0,NONE,0.7122,0.9904,17.31,0,1,0.4893,0.478,0
2015,PARCEL0000001782,RES_SF,185355221.21,179659222.14,30.8422,5507196.94,1,0,0,1,UPHELD,0.7551,0.9148,12.87,0,0,0.6653,0.1666,0
2013,PARCEL0000001783,RES_SF,75924694.44,89781690.17,1.6333,126788.69,1,0,0,1,NONE,0.7656,1.2378,0.46,0,1,0.4996,0.3306,1
2025,PARCEL0000001784,RES_MF,110070073.65,98019096.44,26.2084,2931360.36,1,0,0,0,PENDING,0.5335,0.9259,11.35,0,0,0.745,0.2364,0
2018,PARCEL0000001785,RES_SF,199039654.62,232246950.88,38.9277,7820735.77,0,0,0,0,PENDING,0.9787,0.9285,2.17,0,1,0.528,0.3273,0
2018,PARCEL0000001786,RES_MF,36929398.21,37717705.71,42.9504,1466309.72,0,1,0,0,NONE,0.8463,0.8571,1.14,0,0,0.484,0.4393,0
2013,PARCEL0000001787,RES_MF,209520808.3,269988900.97,33.5152,7221020.93,1,0,0,0,PENDING,0.9111,1.0255,2.3,0,1,0.6574,0.2594,0
2016,PARCEL0000001788,RES_SF,228661187.71,249710283.43,20.856,4537807.3,0,0,0,0,UPHELD,0.985,0.885,2.39,0,0,0.367,0.4863,0
2016,PARCEL0000001789,RES_SF,114771800.05,142194366.13,43.6179,5081265.65,1,1,0,0,REDUCED,0.6837,0.8567,12.29,0,0,0.4088,0.5012,0
2022,PARCEL0000001790,RES_MF,18525593.39,20564625.11,20.2716,355411.28,0,0,0,1,NONE,0.8805,1.0896,14.39,0,0,0.1982,0.5807,0
2020,PARCEL0000001791,RES_SF,194629517.58,220997797.35,13.8862,2758292.58,1,0,0,0,NONE,0.6959,1.2107,1.04,1,0,0.1849,0.5574,0
2019,PARCEL0000001792,COMM,110590863.35,123311992.46,12.256,1440327.43,1,0,0,0,REDUCED,0.849,0.9471,8.47,0,0,0.6985,0.1943,0
2021,PARCEL0000001793,RES_SF,45812525.4,61328603.93,23.9786,1018519.18,1,0,0,0,UPHELD,0.6973,0.8536,11.58,0,0,0.2161,0.3883,0
2021,PARCEL0000001794,RES_SF,209557348.42,233139931.76,17.9556,3944529.67,0,0,0,0,UPHELD,1.0213,0.8625,11.97,0,0,0.4873,0.3535,0
2011,PARCEL0000001795,RES_SF,25613951.53,29731216.28,32.8441,779189.77,1,0,0,0,UPHELD,1.1711,1.2072,4.41,0,0,0.1519,0.5265,0
2020,PARCEL0000001796,RES_SF,192122553.03,185309192.53,23.5853,4266459.01,0,1,0,0,UPHELD,1.1545,0.8626,14.1,0,0,0.2396,0.6886,0
2017,PARCEL0000001797,RES_MF,52066558.43,61247329.02,17.7027,871188.3,1,0,0,0,UPHELD,1.0669,1.1069,5.41,0,0,0.7377,0.1458,0
2025,PARCEL0000001798,RES_SF,128588738.95,125444514.08,36.6446,4804745.6,1,0,0,0,UPHELD,1.0332,0.8871,8.39,0,0,0.6513,0.286,0
2018,PARCEL0000001799,RES_SF,12715858.11,16765818.82,14.8923,192226.89,1,0,0,0,NONE,0.6483,0.9368,4.83,1,0,0.323,0.3025,0
2009,PARCEL0000001800,COMM,191728659.96,252465478.32,38.4244,7696731.06,1,1,1,0,NONE,0.7352,0.9983,2.26,0,1,0.7162,0.1629,0
2010,PARCEL0000001801,RES_MF,181893672.64,184100903.92,0.8332,144432.15,0,0,0,0,NONE,0.5073,1.0789,16.08,0,0,0.5605,0.2492,0
2024,PARCEL0000001802,RES_MF,38941468.87,50241866.52,4.7583,192565.69,1,0,0,0,PENDING,0.7502,1.1346,0.62,0,0,0.5761,0.2456,0
2024,PARCEL0000001803,RES_SF,104632647.64,135444581.96,10.0731,999256.06,1,0,0,0,UPHELD,0.9848,1.0244,8.05,0,0,0.3107,0.3081,0
2018,PARCEL0000001804,IND,155768919.38,208194228.54,13.9455,2260943.11,0,1,0,0,NONE,0.988,1.1759,9.23,0,0,0.4608,0.4705,0
2008,PARCEL0000001805,MIXED,183747793.45,159917898.5,0.6133,106561.17,1,0,0,1,PENDING,0.5681,0.8868,9.69,0,1,0.6759,0.2219,0
2008,PARCEL0000001806,RES_SF,201082907.02,271001573.88,32.5442,7045003.05,1,0,0,0,REDUCED,0.8191,1.2085,8.92,0,0,0.6654,0.2575,0
2023,PARCEL0000001807,COMM,184462122.99,237334761.67,37.1133,7119743.55,0,1,0,0,REDUCED,1.1268,1.2363,5.29,0,0,0.523,0.2415,0
2011,PARCEL0000001808,COMM,36904252.42,35870715.29,22.7655,880879.6,0,0,0,0,UPHELD,1.0893,0.9087,6.38,0,0,0.3315,0.5089,0
2017,PARCEL0000001809,COMM,247323295.05,306711450.17,6.7365,1794091.6,1,1,0,1,REDUCED,0.969,1.0764,4.49,0,0,0.169,0.3577,0
2010,PARCEL0000001810,RES_SF,197645268.56,188094580.73,26.8039,5402256.66,0,0,0,0,NONE,0.6878,1.1392,2.55,0,0,0.258,0.6499,0
2022,PARCEL0000001811,RES_SF,96696362.97,113937977.81,25.3236,2410410.26,0,0,0,0,REDUCED,0.5676,1.1695,8.04,0,0,0.5437,0.2459,0
2006,PARCEL0000001812,RES_SF,74217371.07,96971394.94,43.1142,3226896.51,1,0,0,0,UPHELD,1.1868,1.0974,17.52,0,0,0.2656,0.3619,0
