energy_renew_reference_year,energy_renew_country_iso2,energy_renew_sector_code,energy_renew_share_pct,energy_renew_target_2030_pct,energy_renew_fit55_alignment_flag,energy_renew_installed_capacity_mw,energy_renew_new_installations_mw,energy_renew_permitting_time_months_median,energy_renew_grid_connection_queue_count,energy_renew_curtailment_rate_pct,energy_renew_storage_capacity_mwh,energy_renew_hydrogen_production_tonnes,energy_renew_rfnsbo_compliance_flag,energy_renew_renewable_guarantees_of_origin_count,energy_renew_support_scheme_code,energy_renew_support_amount_eur,energy_renew_repower_eu_flag,energy_renew_data_source,energy_renew_data_extract_date
2017,IE,INDUSTRY,6.24,59.32,1,265365.59,14458.91,54.06,4868,5.61,426451.25,34011.2,0,10419959,AUCTION_CFD,2850661544.21,1,ENTSOE_RENEWABLES,2024-08-26
2018,MT,TRANSPORT,67.93,55.32,1,70169.55,3719.09,34.66,7108,11.71,449807.98,3809.98,0,10561574,CONTRACTS_FOR_DIFFERENCE,4819626161.78,0,COMMISSION_PROGRESS_REPORT,2025-12-12
2019,SK,HEATING_COOLING,15.87,35.5,0,202800.21,17768.4,39.68,9914,10.45,120022.6,39290.56,0,841475,CAPEX_GRANT,5461826658.06,0,GO_REGISTRY,2024-07-23
2020,BE,ELECTRICITY,10.14,55.45,0,201364.03,2834.14,37.33,6611,5.75,349947.36,255454.34,0,21751800,FEED_IN_TARIFF,7048890777.25,0,NATIONAL_ENERGY_STAT,2024-03-05
2021,DK,INDUSTRY,81.4,57.21,1,244998.79,8833.48,24.63,8221,2.35,140628.83,126911.82,0,2934180,TAX_CREDIT,7358935789.69,0,ENTSOE_RENEWABLES,2025-12-23
2022,GR,TRANSPORT,15.66,44.46,1,69610.63,6210.26,39.6,11469,3.65,394400.25,239723.77,0,7683972,FEED_IN_PREMIUM,3689843457.36,1,COMMISSION_PROGRESS_REPORT,2024-02-03
2023,LT,HEATING_COOLING,13.34,36.35,0,229463.76,14513.24,21.1,4326,2.63,361736.39,102318.67,0,585423,NET_METERING,8038530321.26,1,GO_REGISTRY,2025-10-30
2024,PT,ELECTRICITY,46.08,47.98,1,343662.93,29396.66,29.85,14389,7.05,154764.46,165496.37,0,27328134,AUCTION_CFD,2044110419.74,0,NATIONAL_ENERGY_STAT,2026-01-03
2025,SE,INDUSTRY,60.71,56.18,1,342168.63,19558.64,17.33,10122,6.1,62060.07,377806.4,0,3317950,CONTRACTS_FOR_DIFFERENCE,4751012228.54,1,ENTSOE_RENEWABLES,2024-10-20
2004,CY,TRANSPORT,80.44,40.55,0,213290.83,656.11,9.72,4826,3.82,309174.34,72819.85,0,2245911,CAPEX_GRANT,2567378724.46,0,COMMISSION_PROGRESS_REPORT,2025-08-05
2005,FR,HEATING_COOLING,46.97,57.94,1,43992.73,1700.07,9.79,3575,5.05,18767.72,4895.55,0,6403288,FEED_IN_TARIFF,5311675897.87,0,GO_REGISTRY,2024-03-14
2006,IT,ELECTRICITY,75.85,32.4,1,189370.34,3921.89,6.2,7251,7.46,705010.24,83905.29,0,8417844,TAX_CREDIT,135478582.87,0,NATIONAL_ENERGY_STAT,2024-08-30
2007,NL,INDUSTRY,32.19,56.26,1,202877.21,10244.08,19.51,11599,9.58,304592.51,106624.51,0,8318254,FEED_IN_PREMIUM,2143863119.87,0,ENTSOE_RENEWABLES,2025-05-19
2008,SI,TRANSPORT,7.14,52.4,1,322690.93,19039.33,52.5,7426,2.76,398196.06,76581.37,0,2629708,NET_METERING,4591874592.21,0,COMMISSION_PROGRESS_REPORT,2025-03-02
2009,BG,HEATING_COOLING,46.88,52.73,1,324592.64,685.16,24.06,8892,4.46,169188.22,43579.85,0,12395248,AUCTION_CFD,6951371057.43,1,GO_REGISTRY,2025-03-05
2010,EE,ELECTRICITY,77.42,43.92,1,207987.87,13133.96,16.05,770,11.29,405696.17,97014.36,0,23820683,CONTRACTS_FOR_DIFFERENCE,6965156527.93,1,NATIONAL_ENERGY_STAT,2024-01-15
2011,HU,INDUSTRY,75.28,52.48,1,206094.16,1686.12,24.87,2361,12.12,412942.19,108614.85,0,7480876,CAPEX_GRANT,4562101289.16,0,ENTSOE_RENEWABLES,2026-02-06
2012,LU,TRANSPORT,83.5,55.42,1,85477.79,1435.49,6.08,5262,5.02,322210.6,29018.54,0,1176325,FEED_IN_TARIFF,8841070093.67,0,COMMISSION_PROGRESS_REPORT,2025-07-25
2013,RO,HEATING_COOLING,51.35,56.04,0,136949.04,8388.14,16.16,2014,10.12,220350.83,109862.55,0,4744723,TAX_CREDIT,5037260817.64,0,GO_REGISTRY,2024-05-22
2014,AT,ELECTRICITY,65.56,50.13,1,53341.31,3331.26,50.78,5648,0.38,764224.86,12394.19,0,5724409,FEED_IN_PREMIUM,7689747506.28,0,NATIONAL_ENERGY_STAT,2025-10-10
2015,CZ,INDUSTRY,20.34,58.92,0,159627.32,1924.71,19.6,4333,0.42,428097.96,55394.84,0,7194035,NET_METERING,257760211.42,0,ENTSOE_RENEWABLES,2024-10-28
2016,DE,TRANSPORT,65.01,39.38,1,183872.29,8453.66,18.59,4328,4.82,346664.71,3708.49,0,11271158,AUCTION_CFD,5233211765.14,0,COMMISSION_PROGRESS_REPORT,2025-10-30
2017,LV,HEATING_COOLING,16.18,52.84,1,73850.58,4254.64,10.34,2131,8.28,1566.15,67486.05,0,7333607,CONTRACTS_FOR_DIFFERENCE,4084142220.03,0,GO_REGISTRY,2024-06-30
2018,PL,ELECTRICITY,76.96,38.4,1,37390.65,2461.89,28.3,7963,11.21,224153.61,4302.73,0,20359720,CAPEX_GRANT,5664796759.08,0,NATIONAL_ENERGY_STAT,2025-09-28
2019,ES,INDUSTRY,5.96,59.92,0,61503.5,367.67,17.24,5602,4.77,478654.9,5159.97,0,478278,FEED_IN_TARIFF,6360604186.13,0,ENTSOE_RENEWABLES,2024-10-13
2020,HR,TRANSPORT,74.65,41.02,0,296360.56,7295.13,5.38,7376,4.96,501498.86,281185.17,0,2601467,TAX_CREDIT,5565117713.74,0,COMMISSION_PROGRESS_REPORT,2025-03-20
2021,FI,HEATING_COOLING,73.52,50.48,1,118297.6,2815.84,36.5,8618,3.41,449158.63,201058.18,0,12738946,FEED_IN_PREMIUM,6533504720.8,0,GO_REGISTRY,2024-09-21
2022,IE,ELECTRICITY,62.65,41.79,1,34965.6,1978.59,12.04,11095,2.58,5558.95,81120.8,0,14563331,NET_METERING,2576867960.12,1,NATIONAL_ENERGY_STAT,2025-12-21
2023,MT,INDUSTRY,65.85,38.63,1,192891.49,1337.14,25.88,7505,1.02,390836.97,75953.5,1,2095423,AUCTION_CFD,4356638716.89,1,ENTSOE_RENEWABLES,2025-05-23
2024,SK,TRANSPORT,52.39,54.3,1,185509.01,10023.76,24.56,9153,11.84,401104.59,353501.41,0,1990056,CONTRACTS_FOR_DIFFERENCE,7944030412.45,1,COMMISSION_PROGRESS_REPORT,2024-11-13
2025,BE,HEATING_COOLING,26.84,36.31,0,247785.34,13101.82,39.45,11968,1.21,175452.55,140956.18,0,10640716,CAPEX_GRANT,4847479320.76,0,GO_REGISTRY,2024-09-01
2004,DK,ELECTRICITY,82.89,48.74,1,206472.47,7026.82,15.41,10839,1.65,1058485.54,74988.47,0,19446966,FEED_IN_TARIFF,5731847176.76,1,NATIONAL_ENERGY_STAT,2025-07-29
2005,GR,INDUSTRY,83.44,58.21,1,34067.86,2020.79,50.04,10585,0.52,211892.44,96757.35,0,8799674,TAX_CREDIT,5873591350.07,1,ENTSOE_RENEWABLES,2024-08-30
2006,LT,TRANSPORT,10.89,32.28,0,201755.95,7713.52,10.23,6930,9.98,388946.15,22813.11,0,5723036,FEED_IN_PREMIUM,5069252618.54,0,COMMISSION_PROGRESS_REPORT,2025-12-10
2007,PT,HEATING_COOLING,72.47,38.87,0,197956.12,7055.78,23.77,347,5.47,138941.75,65044.15,0,4561891,NET_METERING,2113082091.0,0,GO_REGISTRY,2025-06-19
2008,SE,ELECTRICITY,16.87,47.88,0,145299.83,5237.97,29.39,8535,6.6,553744.98,8992.97,0,21900636,AUCTION_CFD,5084205776.81,0,NATIONAL_ENERGY_STAT,2025-11-02
2009,CY,INDUSTRY,40.91,56.13,0,3317.78,297.98,39.92,11566,11.28,138552.5,52628.07,0,4262642,CONTRACTS_FOR_DIFFERENCE,159135412.85,0,ENTSOE_RENEWABLES,2026-02-01
2010,FR,TRANSPORT,41.47,46.36,1,95080.77,5951.06,20.5,6944,10.29,220272.07,38512.1,0,3986314,CAPEX_GRANT,4314185525.09,1,COMMISSION_PROGRESS_REPORT,2024-02-27
2011,IT,HEATING_COOLING,55.48,51.64,1,271044.86,8728.4,11.96,6017,3.01,18234.66,76885.33,0,3056424,FEED_IN_TARIFF,1078491888.84,0,GO_REGISTRY,2025-11-15
2012,NL,ELECTRICITY,63.7,36.06,0,34095.63,1003.71,11.87,2906,11.41,281523.03,54882.44,0,193060,TAX_CREDIT,6319339663.54,0,NATIONAL_ENERGY_STAT,2024-01-27
2013,SI,INDUSTRY,48.79,44.77,1,10049.24,760.05,10.96,9068,2.14,308054.47,1394.42,0,3187836,FEED_IN_PREMIUM,740323691.09,0,ENTSOE_RENEWABLES,2026-01-16
2014,BG,TRANSPORT,43.03,59.81,1,257362.22,4278.31,24.57,10471,9.29,108771.26,102521.25,0,12353250,NET_METERING,6165540544.42,0,COMMISSION_PROGRESS_REPORT,2024-01-17
2015,EE,HEATING_COOLING,61.12,34.88,1,400634.38,32033.79,44.46,4980,4.38,137697.09,90670.01,0,5725744,AUCTION_CFD,10297799387.71,0,GO_REGISTRY,2026-01-17
2016,HU,ELECTRICITY,64.28,35.94,1,196729.09,4157.47,21.73,6700,6.42,239859.87,79740.68,0,26575563,CONTRACTS_FOR_DIFFERENCE,4462344132.49,0,NATIONAL_ENERGY_STAT,2024-05-11
2017,LU,INDUSTRY,77.63,47.13,1,149672.95,2132.6,8.23,11864,8.51,155048.18,76034.58,0,3344241,CAPEX_GRANT,9102385650.88,0,ENTSOE_RENEWABLES,2024-11-01
2018,RO,TRANSPORT,78.08,36.8,1,229341.91,5296.49,4.37,916,1.4,376357.99,16982.18,0,4041906,FEED_IN_TARIFF,3118116417.76,0,COMMISSION_PROGRESS_REPORT,2025-07-25
2019,AT,HEATING_COOLING,37.21,53.06,0,169519.14,12756.36,27.93,1157,9.23,363296.17,73304.68,0,48109,TAX_CREDIT,5015970135.21,0,GO_REGISTRY,2025-02-11
2020,CZ,ELECTRICITY,69.77,39.08,1,346401.27,12276.7,10.63,1595,9.07,913413.24,220309.12,0,30702471,FEED_IN_PREMIUM,250310283.63,0,NATIONAL_ENERGY_STAT,2024-06-11
2021,DE,INDUSTRY,45.8,52.41,1,55815.39,2829.95,42.35,2360,9.39,490627.0,296310.77,0,7825413,NET_METERING,5499962871.84,0,ENTSOE_RENEWABLES,2024-01-05
2022,LV,TRANSPORT,72.34,58.44,1,3813.25,291.0,9.53,7122,0.43,374132.9,134622.69,0,2647059,AUCTION_CFD,793023942.88,1,COMMISSION_PROGRESS_REPORT,2025-07-30
2023,PL,HEATING_COOLING,58.57,34.01,1,204148.95,4267.46,10.34,1356,5.45,294468.7,137232.97,1,6487177,CONTRACTS_FOR_DIFFERENCE,4532556715.86,0,GO_REGISTRY,2025-10-30
2024,ES,ELECTRICITY,62.96,59.57,1,19766.46,1036.1,33.63,6561,1.97,183079.06,319038.25,0,24282033,CAPEX_GRANT,2756359088.17,1,NATIONAL_ENERGY_STAT,2025-07-17
2025,HR,INDUSTRY,81.15,53.56,1,154930.7,6800.44,5.48,2153,5.56,173047.05,374808.71,1,1647269,FEED_IN_TARIFF,1542365294.28,1,ENTSOE_RENEWABLES,2025-10-24
2004,FI,TRANSPORT,78.1,46.95,1,239439.54,5703.23,21.92,7506,10.33,58405.72,25281.76,0,9693476,TAX_CREDIT,4365674348.72,0,COMMISSION_PROGRESS_REPORT,2025-09-10
2005,IE,HEATING_COOLING,43.1,57.51,0,100743.2,3440.23,7.37,5613,10.65,490814.48,10766.04,0,5128696,FEED_IN_PREMIUM,9469298722.35,0,GO_REGISTRY,2025-09-23
2006,MT,ELECTRICITY,24.3,50.91,1,146761.44,4669.28,15.62,11240,9.51,194154.24,24176.17,0,11722886,NET_METERING,8080283569.11,0,NATIONAL_ENERGY_STAT,2024-06-23
2007,SK,INDUSTRY,9.39,47.99,1,160111.32,1072.71,12.16,7580,3.28,205978.76,87895.49,0,6924438,AUCTION_CFD,2610773701.86,0,ENTSOE_RENEWABLES,2025-12-25
2008,BE,TRANSPORT,65.5,36.81,1,201251.78,855.37,56.29,11960,10.74,501237.96,84517.73,0,2143036,CONTRACTS_FOR_DIFFERENCE,6771092784.74,0,COMMISSION_PROGRESS_REPORT,2025-01-24
2009,DK,HEATING_COOLING,40.78,50.75,1,87443.05,693.03,41.44,5896,1.16,62821.2,67100.22,0,13109175,CAPEX_GRANT,2700589637.78,1,GO_REGISTRY,2025-11-09
2010,GR,ELECTRICITY,63.09,48.48,1,265191.61,14897.3,19.33,8992,1.0,1079625.18,37505.79,0,18618951,FEED_IN_TARIFF,1901805695.98,0,NATIONAL_ENERGY_STAT,2025-02-16
2011,LT,INDUSTRY,26.89,44.68,1,93492.26,846.47,41.32,2899,3.56,472900.91,34710.41,0,10667524,TAX_CREDIT,6291147099.43,0,ENTSOE_RENEWABLES,2025-07-10
2012,PT,TRANSPORT,81.82,47.06,1,336160.2,11657.81,10.21,9526,3.55,334316.49,21128.87,0,871805,FEED_IN_PREMIUM,3401148059.07,0,COMMISSION_PROGRESS_REPORT,2025-03-19
2013,SE,HEATING_COOLING,4.2,35.14,1,119429.15,9996.35,21.91,1857,2.18,226761.02,109995.94,0,10308455,NET_METERING,2749710404.21,0,GO_REGISTRY,2025-07-08
2014,CY,ELECTRICITY,36.22,55.4,0,263364.21,12461.43,15.47,10146,9.83,665690.05,44280.5,0,15987721,AUCTION_CFD,5452087807.81,0,NATIONAL_ENERGY_STAT,2024-10-31
2015,FR,INDUSTRY,70.87,56.29,0,4756.94,246.54,43.23,8758,6.6,75717.09,21371.23,0,372595,CONTRACTS_FOR_DIFFERENCE,4873523599.27,0,ENTSOE_RENEWABLES,2024-11-16
2016,IT,TRANSPORT,17.7,59.73,0,207322.01,8213.99,30.79,337,10.34,423530.51,76595.29,0,11032145,CAPEX_GRANT,6663684883.0,1,COMMISSION_PROGRESS_REPORT,2024-09-25
2017,NL,HEATING_COOLING,6.06,47.44,1,190093.83,2674.05,33.72,4056,9.25,351910.03,53875.35,0,13730918,FEED_IN_TARIFF,2773273180.95,1,GO_REGISTRY,2025-05-09
2018,SI,ELECTRICITY,72.5,41.26,0,143095.2,11398.46,12.89,9853,5.13,619354.19,74230.52,0,15637842,TAX_CREDIT,529662037.63,0,NATIONAL_ENERGY_STAT,2025-03-21
2019,BG,INDUSTRY,52.64,43.0,1,32241.68,454.84,33.32,6731,4.18,507636.7,4093.29,0,407811,FEED_IN_PREMIUM,1483541160.11,1,ENTSOE_RENEWABLES,2025-05-19
2020,EE,TRANSPORT,57.58,48.94,1,232787.79,16001.46,4.35,3146,7.7,364867.19,45798.49,0,314160,NET_METERING,4054934341.71,0,COMMISSION_PROGRESS_REPORT,2025-12-08
2021,HU,HEATING_COOLING,47.42,40.01,1,16364.35,623.35,19.34,4667,11.59,495451.73,79424.83,0,12515723,AUCTION_CFD,3270785685.4,0,GO_REGISTRY,2024-02-22
2022,LU,ELECTRICITY,27.91,43.69,0,42077.34,3004.07,13.86,3178,7.03,264395.97,374836.37,0,26019632,CONTRACTS_FOR_DIFFERENCE,4791731546.98,1,NATIONAL_ENERGY_STAT,2025-02-25
2023,RO,INDUSTRY,55.21,43.49,1,189218.8,9138.32,6.31,5989,5.45,78080.78,199842.71,1,10730485,CAPEX_GRANT,2918317451.44,0,ENTSOE_RENEWABLES,2024-03-22
2024,AT,TRANSPORT,55.94,50.17,1,155786.62,2318.73,23.55,6265,3.3,515166.23,341036.86,1,5346506,FEED_IN_TARIFF,6059006861.52,1,COMMISSION_PROGRESS_REPORT,2025-01-05
2025,CZ,HEATING_COOLING,61.19,58.4,1,237692.14,1823.64,39.79,10166,6.29,280181.1,265428.73,1,5894223,TAX_CREDIT,1976286978.05,1,GO_REGISTRY,2024-05-27
2004,DE,ELECTRICITY,52.41,36.61,1,203580.83,14172.49,37.68,9053,4.12,1084963.36,74949.05,0,17206279,FEED_IN_PREMIUM,4517117664.2,0,NATIONAL_ENERGY_STAT,2024-06-05
2005,LV,INDUSTRY,13.43,50.44,1,282011.83,15789.98,39.41,9194,1.08,268177.45,49248.35,0,9557994,NET_METERING,1992652107.02,1,ENTSOE_RENEWABLES,2025-01-25
2006,PL,TRANSPORT,34.25,58.95,0,119164.25,972.6,22.94,7776,6.99,209560.83,70864.28,0,5088280,AUCTION_CFD,4481074531.38,0,COMMISSION_PROGRESS_REPORT,2024-11-13
2007,ES,HEATING_COOLING,45.67,42.96,1,52096.05,1730.57,27.87,10624,4.02,324520.85,93349.8,0,4336899,CONTRACTS_FOR_DIFFERENCE,2883901841.49,0,GO_REGISTRY,2024-10-21
2008,HR,ELECTRICITY,20.82,36.84,0,249479.46,3041.45,52.53,5576,10.38,543251.06,7705.4,0,2256974,CAPEX_GRANT,7432912586.36,0,NATIONAL_ENERGY_STAT,2025-12-07
2009,FI,INDUSTRY,15.23,46.29,0,168291.67,4008.07,12.79,4109,6.74,194467.65,4503.64,0,5480327,FEED_IN_TARIFF,5304268679.49,1,ENTSOE_RENEWABLES,2025-06-28
2010,IE,TRANSPORT,27.89,59.77,0,229855.9,3455.92,6.98,6869,11.28,199462.44,105591.78,0,11723496,TAX_CREDIT,2591650929.08,0,COMMISSION_PROGRESS_REPORT,2024-05-16
2011,MT,HEATING_COOLING,73.09,52.88,1,94909.3,1911.93,27.44,7113,1.69,407251.53,88141.06,0,150457,FEED_IN_PREMIUM,3347806189.88,0,GO_REGISTRY,2025-11-23
2012,SK,ELECTRICITY,76.36,52.97,1,178452.34,11847.87,41.4,13738,4.75,397908.17,111310.43,0,7074795,NET_METERING,1040324192.45,0,NATIONAL_ENERGY_STAT,2024-06-23
2013,BE,INDUSTRY,49.98,59.72,1,317317.8,15496.41,12.15,4879,3.58,56056.53,106011.76,0,9798641,AUCTION_CFD,7811527536.26,0,ENTSOE_RENEWABLES,2024-09-30
2014,DK,TRANSPORT,49.34,57.42,1,66792.85,5630.29,29.82,3686,8.25,420888.48,40538.92,0,12113959,CONTRACTS_FOR_DIFFERENCE,2208112513.26,0,COMMISSION_PROGRESS_REPORT,2026-02-17
2015,GR,HEATING_COOLING,18.77,50.14,0,19600.92,930.05,29.24,328,11.61,208987.57,61058.5,0,506398,CAPEX_GRANT,276979462.66,0,GO_REGISTRY,2024-03-28
2016,LT,ELECTRICITY,68.41,51.68,1,61366.66,1178.71,52.04,9066,1.91,69474.64,102162.82,0,16415006,FEED_IN_TARIFF,2278891095.83,0,NATIONAL_ENERGY_STAT,2025-05-14
2017,PT,INDUSTRY,75.13,56.53,0,112317.3,7087.85,25.62,5065,8.97,178210.91,68037.31,0,3775492,TAX_CREDIT,47756268.8,0,ENTSOE_RENEWABLES,2025-11-14
2018,SE,TRANSPORT,18.88,44.44,0,183771.34,9123.45,20.02,8983,11.63,371359.57,90701.39,0,9321598,FEED_IN_PREMIUM,1020458614.05,1,COMMISSION_PROGRESS_REPORT,2024-06-23
2019,CY,HEATING_COOLING,6.32,40.0,0,245754.39,15423.43,15.92,10686,2.71,388562.15,59961.34,0,7591835,NET_METERING,3864576361.77,0,GO_REGISTRY,2024-04-04
2020,FR,ELECTRICITY,19.46,35.36,0,155864.05,4788.85,5.43,12850,8.85,373198.34,113771.48,0,11098695,AUCTION_CFD,3935776837.64,0,NATIONAL_ENERGY_STAT,2025-07-19
2021,IT,INDUSTRY,82.14,45.4,1,163012.05,11697.44,33.69,4631,1.63,424084.86,94455.07,0,8450308,CONTRACTS_FOR_DIFFERENCE,10967188034.15,0,ENTSOE_RENEWABLES,2024-09-15
2022,NL,TRANSPORT,51.92,34.1,1,216879.65,1432.97,42.2,5698,6.08,479350.9,255549.97,0,8773552,CAPEX_GRANT,4084658205.91,1,COMMISSION_PROGRESS_REPORT,2026-02-14
2023,SI,HEATING_COOLING,11.04,33.23,0,303692.98,13980.75,34.85,9332,5.7,243284.8,85573.48,1,13152296,FEED_IN_TARIFF,14594303.44,0,GO_REGISTRY,2025-10-25
2024,BG,ELECTRICITY,68.96,41.18,1,65319.48,3273.7,27.11,12234,9.18,1061024.62,328991.85,1,6792646,TAX_CREDIT,4074405782.32,1,NATIONAL_ENERGY_STAT,2024-06-20
2025,EE,INDUSTRY,17.67,38.19,0,402883.4,33681.44,21.01,6604,6.49,441191.21,307783.73,1,4302958,FEED_IN_PREMIUM,2696209082.81,0,ENTSOE_RENEWABLES,2025-08-27
2004,HU,TRANSPORT,44.43,36.55,1,74922.14,5726.22,30.58,7533,1.38,34276.48,90775.34,0,8737321,NET_METERING,8560722912.56,0,COMMISSION_PROGRESS_REPORT,2025-08-23
2005,LU,HEATING_COOLING,54.42,56.84,1,213782.84,706.47,20.22,2442,2.18,199211.6,67503.05,0,13303763,AUCTION_CFD,6348728740.1,0,GO_REGISTRY,2025-08-16
2006,RO,ELECTRICITY,14.66,33.24,1,215005.48,8850.76,8.38,5008,0.24,895816.67,1197.91,0,14547781,CONTRACTS_FOR_DIFFERENCE,2934814128.03,0,NATIONAL_ENERGY_STAT,2024-05-08
2007,AT,INDUSTRY,63.51,52.81,0,93135.78,446.33,16.11,4712,9.63,264255.94,11039.82,0,11636810,CAPEX_GRANT,7709371384.76,0,ENTSOE_RENEWABLES,2026-01-12
2008,CZ,TRANSPORT,63.68,47.14,1,262514.65,15741.64,53.13,9256,0.03,219144.62,94100.06,0,5235685,FEED_IN_TARIFF,7766873169.85,0,COMMISSION_PROGRESS_REPORT,2025-07-26
2009,DE,HEATING_COOLING,15.97,42.34,0,132641.93,1679.04,9.25,11645,1.43,436361.2,100300.23,0,2551633,TAX_CREDIT,4782083670.13,0,GO_REGISTRY,2024-07-16
2010,LV,ELECTRICITY,57.05,54.9,1,153772.84,2528.04,13.75,4659,9.85,591324.59,40043.85,0,10535692,FEED_IN_PREMIUM,3589886346.82,0,NATIONAL_ENERGY_STAT,2025-04-13
2011,PL,INDUSTRY,46.5,57.98,0,43410.7,489.66,27.72,10885,5.88,214131.15,76281.74,0,7522945,NET_METERING,10047963372.6,0,ENTSOE_RENEWABLES,2024-11-25
2012,ES,TRANSPORT,80.62,41.99,1,255402.14,20181.17,13.66,4149,11.89,369464.87,81962.0,0,2341110,AUCTION_CFD,6253470818.12,0,COMMISSION_PROGRESS_REPORT,2025-06-01
2013,HR,HEATING_COOLING,36.19,51.23,0,174845.8,12202.92,54.42,1917,1.08,490330.3,106281.2,0,344451,CONTRACTS_FOR_DIFFERENCE,2693911195.56,0,GO_REGISTRY,2024-11-18
2014,FI,ELECTRICITY,13.84,51.34,0,191349.1,11301.22,42.17,8599,3.24,1050397.69,13420.99,0,11294826,CAPEX_GRANT,6989552299.19,1,NATIONAL_ENERGY_STAT,2024-03-13
2015,IE,INDUSTRY,51.07,40.04,1,285798.16,24217.21,9.56,3133,11.71,183045.14,61381.18,0,10770600,FEED_IN_TARIFF,1329888058.83,0,ENTSOE_RENEWABLES,2024-09-20
2016,MT,TRANSPORT,73.87,35.99,1,86634.43,2454.28,34.22,4282,5.37,497288.87,95787.44,0,2786557,TAX_CREDIT,4207428966.36,0,COMMISSION_PROGRESS_REPORT,2024-09-07
2017,SK,HEATING_COOLING,40.7,53.84,1,42551.84,1920.64,56.48,5713,4.26,52409.71,91396.41,0,6181133,FEED_IN_PREMIUM,7147113066.07,0,GO_REGISTRY,2025-08-10
2018,BE,ELECTRICITY,69.71,45.82,0,76473.53,3378.39,22.01,535,0.63,447271.02,14403.33,0,7355743,NET_METERING,4936331682.58,0,NATIONAL_ENERGY_STAT,2024-01-06
2019,DK,INDUSTRY,40.23,58.15,0,181285.9,8694.05,24.47,9085,1.24,483130.24,12082.31,0,13440853,AUCTION_CFD,3212569400.43,1,ENTSOE_RENEWABLES,2026-02-11
2020,GR,TRANSPORT,39.66,34.64,1,97971.42,217.7,39.13,8400,2.66,93572.88,52959.47,0,3820131,CONTRACTS_FOR_DIFFERENCE,4539818878.93,0,COMMISSION_PROGRESS_REPORT,2024-06-06
2021,LT,HEATING_COOLING,82.7,41.59,1,19778.07,1588.14,9.66,7319,11.84,279794.1,152123.7,0,4109443,CAPEX_GRANT,2703934438.63,0,GO_REGISTRY,2024-12-12
2022,PT,ELECTRICITY,41.83,50.22,1,85625.89,495.93,10.42,3911,1.85,235362.91,302651.92,0,20381543,FEED_IN_TARIFF,7198880858.03,1,NATIONAL_ENERGY_STAT,2024-12-08
2023,SE,INDUSTRY,79.71,41.82,0,102413.42,6845.18,14.92,7781,4.62,220994.28,122906.12,0,5682717,TAX_CREDIT,7214565049.76,0,ENTSOE_RENEWABLES,2025-11-05
2024,CY,TRANSPORT,76.08,47.83,1,300438.92,2969.16,21.28,10853,1.64,298340.68,193591.61,1,2984521,FEED_IN_PREMIUM,6873884280.42,1,COMMISSION_PROGRESS_REPORT,2024-04-17
2025,FR,HEATING_COOLING,53.49,48.35,1,342903.46,28271.3,42.15,11661,0.13,14107.76,61582.26,0,10659346,NET_METERING,9944097331.42,1,GO_REGISTRY,2025-03-20
2004,IT,ELECTRICITY,40.73,46.21,1,268885.51,3350.01,30.97,11610,6.72,1032243.0,99282.94,0,10286224,AUCTION_CFD,7338380213.72,1,NATIONAL_ENERGY_STAT,2025-01-18
2005,NL,INDUSTRY,8.61,55.07,0,147868.07,11330.12,26.1,4367,1.29,115223.74,64514.95,0,8036850,CONTRACTS_FOR_DIFFERENCE,6567987892.45,0,ENTSOE_RENEWABLES,2024-01-26
2006,SI,TRANSPORT,19.05,44.52,0,183743.91,7002.16,39.0,7447,0.66,33561.42,32135.8,0,899151,CAPEX_GRANT,2776617590.82,0,COMMISSION_PROGRESS_REPORT,2025-01-15
2007,BG,HEATING_COOLING,46.09,36.65,1,176132.5,14767.36,46.09,1012,3.62,439456.23,98864.75,0,5646045,FEED_IN_TARIFF,4169948807.69,0,GO_REGISTRY,2025-09-12
2008,EE,ELECTRICITY,28.12,51.13,0,269247.66,13250.35,40.63,8000,6.88,641519.9,34528.27,0,26035889,TAX_CREDIT,1385340959.53,0,NATIONAL_ENERGY_STAT,2025-03-20
2009,HU,INDUSTRY,25.8,57.28,1,95893.07,7452.22,25.74,8,9.74,345957.08,54806.31,0,4738009,FEED_IN_PREMIUM,2439515317.21,1,ENTSOE_RENEWABLES,2025-10-05
2010,LU,TRANSPORT,81.06,59.95,1,54335.81,2807.9,45.36,9997,1.64,469631.7,82049.05,0,13031104,NET_METERING,2778636905.72,1,COMMISSION_PROGRESS_REPORT,2025-06-06
2011,RO,HEATING_COOLING,35.99,32.12,1,227081.48,17172.28,29.76,7085,2.13,469252.62,27552.5,0,6488041,AUCTION_CFD,2140812339.04,0,GO_REGISTRY,2025-07-27
2012,AT,ELECTRICITY,42.6,50.99,1,215093.81,1192.0,51.72,3588,3.95,375824.9,21083.46,0,24480817,CONTRACTS_FOR_DIFFERENCE,3530902189.45,0,NATIONAL_ENERGY_STAT,2024-01-20
2013,CZ,INDUSTRY,60.37,37.78,1,27142.16,1703.0,23.1,7971,11.9,378879.56,54470.91,0,1809522,CAPEX_GRANT,5500373135.23,0,ENTSOE_RENEWABLES,2026-01-05
2014,DE,TRANSPORT,60.81,32.7,1,125921.07,10569.96,7.79,539,9.54,142563.79,97131.82,0,12810821,FEED_IN_TARIFF,1293171855.9,0,COMMISSION_PROGRESS_REPORT,2026-02-11
