qol_cult_reference_year,qol_cult_country_iso2,qol_cult_region_nuts_code,qol_cult_cultural_venue_type_code,qol_cult_visits_per_capita,qol_cult_participation_rate_pct,qol_cult_public_spend_culture_eur_per_capita,qol_cult_employment_cultural_sector_pct,qol_cult_creative_industries_turnover_eur,qol_cult_libraries_per_100k,qol_cult_museums_per_100k,qol_cult_cinema_admissions_per_capita,qol_cult_festival_events_count,qol_cult_european_capital_of_culture_flag,qol_cult_cross_border_cultural_projects_count,qol_cult_digital_culture_consumption_pct,qol_cult_copyright_collecting_society_revenues_eur,qol_cult_data_source,qol_cult_methodology_version,qol_cult_data_extract_date
2008,FR,GR651,FESTIVAL_SITE,6.95,53.51,194.03,3.81,5954424013.6,9.29,15.92,3.11,44,0,128,31.32,143272420.98,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-10-12
2009,LT,AT638,THEATRE,9.6,40.28,137.37,2.3,3378876058.07,15.66,5.3,4.94,291,1,2,41.03,869360343.73,EUROSTAT_CULT,CULT_V3,2025-05-26
2010,SK,CZ11,CONCERT_HALL,5.31,54.86,106.35,1.47,16709946668.29,26.56,5.14,1.67,375,0,68,26.14,276182207.92,CULTURE_STATS_SURVEY,CULT_V2,2025-04-08
2011,HR,PT383,HERITAGE_SITE,3.51,63.5,174.24,1.45,12062938562.15,17.49,13.59,5.96,149,0,36,49.19,917539908.38,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-06-19
2012,DE,LT246,CINEMA,6.65,27.52,221.1,1.55,9120982682.73,19.85,12.32,5.52,377,0,13,54.99,1547014522.35,NATIONAL_CULTURE_MINISTRY,CULT_V3,2026-01-25
2013,LU,IE11,CULTURAL_CENTRE,3.68,27.31,128.68,3.17,13185310598.55,11.09,15.56,4.56,49,0,108,25.84,518371579.56,EUROSTAT_CULT,CULT_V2,2024-04-13
2014,SI,LT3,MUSEUM,2.64,45.06,172.09,2.11,4205159814.61,14.71,14.9,1.08,149,0,153,20.17,213665348.36,CULTURE_STATS_SURVEY,CULT_V1,2024-05-30
2015,CY,BE627,LIBRARY,1.77,57.17,202.01,1.37,6907713797.33,17.52,4.66,3.05,152,0,119,54.05,612199555.13,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-05-17
2016,GR,IT855,FESTIVAL_SITE,5.0,25.72,129.9,3.09,7426318234.28,16.0,4.03,3.08,290,0,80,53.98,55083171.71,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-07-22
2017,MT,FR77,THEATRE,10.26,73.04,170.95,2.52,11991261660.02,24.81,5.62,6.31,161,0,40,65.54,141498210.09,EUROSTAT_CULT,CULT_V1,2024-04-13
2018,ES,DE7,CONCERT_HALL,9.74,48.93,148.88,4.07,29774517901.86,15.45,10.52,2.55,207,0,57,27.01,1509214902.17,CULTURE_STATS_SURVEY,CULT_V3,2025-03-06
2019,CZ,GR48,HERITAGE_SITE,8.88,31.13,107.27,3.69,11374594310.65,13.06,3.12,5.68,338,0,6,41.67,888987648.44,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-02-06
2020,HU,HU12,CINEMA,3.76,51.6,207.01,1.76,15233658044.91,15.23,13.26,3.89,256,1,134,64.61,145362549.76,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-05-18
2021,NL,SI9,CULTURAL_CENTRE,11.06,39.97,150.01,2.42,1014098694.95,12.76,6.2,0.89,223,0,79,59.83,1341703143.11,EUROSTAT_CULT,CULT_V3,2024-11-06
2022,SE,LU61,MUSEUM,12.09,34.69,79.24,3.88,20917929971.61,14.25,11.74,1.32,223,0,39,67.62,1303573779.67,CULTURE_STATS_SURVEY,CULT_V2,2024-10-20
2023,DK,NL323,LIBRARY,5.92,61.14,194.61,1.33,26052168218.24,17.76,9.05,4.22,295,0,106,46.44,269980057.51,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-03-02
2024,IE,BE82,FESTIVAL_SITE,9.96,50.72,161.92,2.2,9652202318.5,12.93,6.15,5.66,275,0,38,82.32,488682377.67,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-10-23
2025,PL,IT3,THEATRE,2.38,52.59,113.0,2.6,20823240170.97,16.74,7.38,3.66,259,0,77,26.83,906132963.88,EUROSTAT_CULT,CULT_V2,2024-09-06
2006,AT,FI692,CONCERT_HALL,1.76,34.02,218.67,3.8,5240276631.01,14.44,13.26,5.5,294,0,49,26.23,559448589.81,CULTURE_STATS_SURVEY,CULT_V1,2025-06-22
2007,EE,MT305,HERITAGE_SITE,3.66,60.6,187.28,1.76,407547028.16,16.93,13.57,2.4,103,0,79,29.15,716937823.49,CREATIVE_ECON_ACCOUNTS,CULT_V3,2026-02-12
2008,IT,IT858,CINEMA,10.49,41.02,98.28,1.82,18072478463.96,25.88,6.24,3.26,179,0,131,58.58,620494635.11,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-11-09
2009,PT,IE84,CULTURAL_CENTRE,2.33,61.75,219.47,2.63,11802528817.61,29.88,7.35,5.5,345,0,30,47.23,849557008.92,EUROSTAT_CULT,CULT_V1,2025-06-17
2010,BE,PL757,MUSEUM,10.95,85.49,295.56,3.37,3901380815.04,16.81,7.8,1.52,184,0,146,63.33,446307245.09,CULTURE_STATS_SURVEY,CULT_V3,2025-01-11
2011,FI,ES9,LIBRARY,8.57,52.06,93.8,2.29,20937665604.9,16.15,11.64,1.28,188,0,78,20.48,878187602.7,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-02-02
2012,LV,DK81,FESTIVAL_SITE,5.77,71.29,206.23,1.96,16314276157.41,26.71,3.35,2.98,223,0,15,34.24,755745960.04,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-02-11
2013,RO,CY489,THEATRE,8.53,63.12,92.68,1.27,6529569719.37,16.81,10.18,3.61,193,0,8,39.77,754405124.8,EUROSTAT_CULT,CULT_V3,2024-06-24
2014,BG,DK205,CONCERT_HALL,8.45,28.51,83.1,2.58,7389505370.01,9.09,8.34,3.24,34,0,92,51.3,28291791.64,CULTURE_STATS_SURVEY,CULT_V2,2024-12-21
2015,FR,BE46,HERITAGE_SITE,5.98,65.59,286.05,2.34,15033233910.01,17.18,13.92,2.51,469,0,54,42.93,242648768.14,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-07-18
2016,LT,SE5,CINEMA,8.1,46.68,89.79,2.64,3630577829.81,14.6,2.16,2.93,371,0,85,48.3,143801204.63,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-05-13
2017,SK,IE380,CULTURAL_CENTRE,8.8,39.37,207.29,3.6,1248061873.67,26.19,15.94,4.73,39,0,150,71.28,788337847.63,EUROSTAT_CULT,CULT_V2,2024-02-15
2018,HR,EE62,MUSEUM,6.14,52.96,241.07,3.5,16928408590.56,24.32,14.86,4.66,285,0,62,26.94,622734304.0,CULTURE_STATS_SURVEY,CULT_V1,2026-01-18
2019,DE,SI58,LIBRARY,4.16,64.32,143.49,3.08,34276316475.51,11.27,19.26,6.01,167,0,83,66.77,405646654.41,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-09-24
2020,LU,FI585,FESTIVAL_SITE,5.14,25.23,138.75,3.42,4606090507.06,16.64,5.34,2.93,5,0,113,98.63,567369314.06,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-06-21
2021,SI,LU386,THEATRE,1.46,49.66,114.12,3.74,1941908577.5,13.05,8.33,3.43,377,1,96,72.12,824579639.25,EUROSTAT_CULT,CULT_V1,2024-07-11
2022,CY,BE90,CONCERT_HALL,2.02,53.25,193.66,2.42,6794126371.27,17.21,3.22,4.71,6,0,5,31.11,272187404.16,CULTURE_STATS_SURVEY,CULT_V3,2026-01-03
2023,GR,BG551,HERITAGE_SITE,7.47,35.4,245.72,3.33,19158607037.04,13.13,12.85,6.34,157,0,124,41.09,30613661.21,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-03-07
2024,MT,CY920,CINEMA,2.99,29.56,217.83,2.5,13409562004.21,9.61,16.87,4.5,218,0,93,38.91,163736401.74,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-05-07
2025,ES,BG78,CULTURAL_CENTRE,3.63,65.43,167.37,4.33,34281638060.44,11.6,19.65,3.45,473,0,41,67.13,731408319.17,EUROSTAT_CULT,CULT_V3,2024-01-08
2006,CZ,ES316,MUSEUM,3.41,34.98,146.47,3.65,17568921417.36,12.69,3.65,2.51,330,0,68,49.61,156090278.88,CULTURE_STATS_SURVEY,CULT_V2,2025-10-01
2007,HU,SI380,LIBRARY,7.56,27.41,173.15,1.38,17225998549.61,19.01,16.44,4.01,206,0,71,39.95,494902234.04,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-06-28
2008,NL,RO9,FESTIVAL_SITE,2.7,73.72,246.73,3.0,614897258.94,19.66,11.93,1.49,328,0,33,20.07,1111142541.76,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-05-25
2009,SE,CY8,THEATRE,7.86,49.55,172.77,3.81,12585955720.79,10.05,6.95,5.88,65,0,105,67.11,961813989.27,EUROSTAT_CULT,CULT_V2,2025-06-18
2010,DK,SI415,CONCERT_HALL,1.03,42.24,155.62,1.68,17116483244.78,9.71,12.96,3.22,5,0,36,32.98,268986239.1,CULTURE_STATS_SURVEY,CULT_V1,2025-12-28
2011,IE,SK30,HERITAGE_SITE,4.77,47.52,183.93,3.15,18414871663.9,16.52,6.96,1.63,119,0,83,34.37,298330403.2,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-10-03
2012,PL,LV30,CINEMA,1.47,41.43,68.17,1.47,11027367199.56,16.7,8.49,5.76,239,0,131,45.94,656369665.43,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-06-13
2013,AT,IT317,CULTURAL_CENTRE,4.54,58.53,239.68,3.62,17629348882.35,10.87,4.07,3.82,150,0,16,53.55,904963191.72,EUROSTAT_CULT,CULT_V1,2025-02-23
2014,EE,CZ520,MUSEUM,2.51,33.04,226.14,1.18,22158333086.56,26.2,13.17,2.38,353,0,41,60.58,828320291.28,CULTURE_STATS_SURVEY,CULT_V3,2025-07-16
2015,IT,LU332,LIBRARY,9.13,57.27,275.32,3.4,24345609345.15,11.42,4.59,4.93,212,0,39,40.53,100423591.83,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-06-10
2016,PT,BE25,FESTIVAL_SITE,5.84,67.55,178.16,2.68,1484117669.79,9.62,7.76,4.41,332,0,37,61.65,492208605.2,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-07-05
2017,BE,BE342,THEATRE,10.03,48.08,289.62,2.27,15560311638.52,14.27,15.1,6.12,401,1,95,42.14,29001680.16,EUROSTAT_CULT,CULT_V3,2024-11-28
2018,FI,CY42,CONCERT_HALL,6.28,33.25,83.65,1.58,22464150468.58,19.14,10.8,3.24,308,0,31,79.57,842117897.64,CULTURE_STATS_SURVEY,CULT_V2,2024-05-05
2019,LV,LT8,HERITAGE_SITE,2.61,62.14,241.94,2.31,19297113563.83,19.07,9.13,1.06,66,0,46,27.8,901824611.08,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-04-15
2020,RO,IT72,CINEMA,3.65,37.99,228.22,3.32,24971247225.2,12.84,4.91,3.69,42,0,89,95.97,142901967.78,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-06-07
2021,BG,IT665,CULTURAL_CENTRE,3.82,65.25,72.82,2.71,5008827740.44,20.55,12.44,3.03,262,0,105,56.54,89807302.78,EUROSTAT_CULT,CULT_V2,2025-10-30
2022,FR,LV980,MUSEUM,13.88,51.66,261.83,3.64,1975528515.36,25.44,8.39,1.5,400,0,121,78.88,1185652870.19,CULTURE_STATS_SURVEY,CULT_V1,2025-05-29
2023,LT,BG96,LIBRARY,4.98,57.64,194.77,3.55,23036563469.99,10.27,8.91,4.03,178,0,41,44.49,949661591.72,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-11-16
2024,SK,GR22,FESTIVAL_SITE,5.21,54.15,57.54,2.19,19739421684.86,30.02,2.57,5.98,203,0,38,60.2,792943318.1,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-08-01
2025,HR,IE424,THEATRE,10.27,62.01,220.43,2.49,5184181550.72,15.15,11.6,5.3,105,0,45,63.03,411889796.64,EUROSTAT_CULT,CULT_V1,2025-09-28
2006,DE,CZ49,CONCERT_HALL,6.9,40.86,122.46,4.06,23297423889.03,26.34,7.81,6.5,304,0,136,59.79,263992311.6,CULTURE_STATS_SURVEY,CULT_V3,2024-10-05
2007,LU,FI66,HERITAGE_SITE,3.63,62.78,144.72,1.98,3839472798.12,29.81,10.97,5.28,225,0,55,31.66,349808619.66,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-06-26
2008,SI,SI43,CINEMA,4.63,25.31,95.5,3.69,10610623547.73,19.6,4.2,5.02,119,1,131,43.14,142473012.14,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-06-02
2009,CY,SE488,CULTURAL_CENTRE,9.32,68.65,145.5,2.55,221591595.26,17.1,9.81,5.84,12,0,64,56.54,915743826.72,EUROSTAT_CULT,CULT_V3,2025-03-17
2010,GR,LT11,MUSEUM,7.07,66.85,65.51,3.41,17598577323.68,12.16,9.24,5.83,232,0,90,26.25,780632253.04,CULTURE_STATS_SURVEY,CULT_V2,2025-03-01
2011,MT,AT127,LIBRARY,4.56,28.91,95.2,2.11,2789526138.85,16.66,5.28,2.51,336,0,27,32.57,363536799.3,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-07-29
2012,ES,SE826,FESTIVAL_SITE,6.15,38.0,159.52,2.14,13458025891.65,12.98,14.27,4.42,340,0,85,23.83,1454825305.2,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-02-02
2013,CZ,PT355,THEATRE,6.53,72.55,88.14,3.51,6414596678.9,10.41,7.47,1.76,184,0,20,57.09,76260183.68,EUROSTAT_CULT,CULT_V2,2025-06-16
2014,HU,AT86,CONCERT_HALL,1.06,69.81,66.98,1.94,15010579854.45,29.89,4.24,1.65,11,0,72,63.07,254093786.48,CULTURE_STATS_SURVEY,CULT_V1,2024-02-29
2015,NL,LU70,HERITAGE_SITE,13.16,73.84,234.38,3.1,619046071.76,31.22,4.23,2.21,387,0,51,44.75,624756321.3,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-12-07
2016,SE,LU66,CINEMA,10.46,70.0,231.79,2.73,13652739905.06,27.28,4.96,3.98,213,0,30,38.19,1003041860.02,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-08-22
2017,DK,ES41,CULTURAL_CENTRE,1.17,27.3,195.23,1.32,8596815081.97,21.67,6.35,2.66,81,0,62,58.79,917387743.72,EUROSTAT_CULT,CULT_V1,2025-03-01
2018,IE,HR882,MUSEUM,12.24,72.32,117.06,2.75,5434023183.26,25.72,1.96,4.51,216,0,36,22.68,708576474.06,CULTURE_STATS_SURVEY,CULT_V3,2025-01-27
2019,PL,FR592,LIBRARY,5.24,49.69,161.5,2.02,4765098897.67,16.51,5.53,5.79,235,0,20,51.99,920027332.73,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-07-19
2020,AT,CY12,FESTIVAL_SITE,12.45,41.0,245.02,1.85,11558936783.15,21.04,6.17,2.39,111,0,114,34.47,627598783.71,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-08-26
2021,EE,LT5,THEATRE,2.08,30.19,126.26,1.24,14362244653.22,12.71,11.8,2.45,149,0,3,65.98,140033936.79,EUROSTAT_CULT,CULT_V3,2024-07-21
2022,IT,PL54,CONCERT_HALL,1.93,77.19,207.4,2.73,34846804493.51,25.34,2.57,3.32,259,0,76,32.5,645209951.57,CULTURE_STATS_SURVEY,CULT_V2,2025-07-26
2023,PT,FI6,HERITAGE_SITE,9.79,69.63,240.49,3.55,19865638377.02,23.91,15.23,5.17,323,0,21,45.25,244450747.74,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-07-01
2024,BE,IT769,CINEMA,9.68,44.51,107.54,3.61,31245135333.3,22.71,13.08,5.89,353,0,81,45.24,235318009.44,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-08-04
2025,FI,HR717,CULTURAL_CENTRE,2.36,62.07,141.52,2.17,20620476931.64,29.47,12.32,1.57,132,0,45,45.5,732403658.44,EUROSTAT_CULT,CULT_V2,2024-09-18
2006,LV,CZ118,MUSEUM,2.23,67.67,123.32,3.63,12719336022.15,24.06,7.63,3.46,286,0,7,43.97,480084180.85,CULTURE_STATS_SURVEY,CULT_V1,2024-11-21
2007,RO,BG638,LIBRARY,2.02,44.63,107.6,3.47,18977261962.79,27.58,3.09,5.64,244,0,118,55.97,687803378.44,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-08-27
2008,BG,SK55,FESTIVAL_SITE,3.79,30.3,205.67,2.91,3097001076.89,18.85,15.22,4.68,51,0,64,61.35,776074910.41,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-08-23
2009,FR,SI377,THEATRE,9.2,53.64,147.7,2.56,25793676469.85,11.62,12.88,6.42,116,0,112,32.43,1367039682.03,EUROSTAT_CULT,CULT_V1,2024-10-20
2010,LT,IT546,CONCERT_HALL,3.65,45.98,80.6,1.25,8680750379.77,21.45,8.36,4.41,274,0,108,59.2,832527942.16,CULTURE_STATS_SURVEY,CULT_V3,2025-03-01
2011,SK,LU47,HERITAGE_SITE,6.46,61.27,246.59,1.29,20263297002.34,14.95,9.64,1.04,60,0,17,62.36,753228348.61,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-11-03
2012,HR,CZ17,CINEMA,10.58,54.64,164.6,2.4,4708452119.82,26.21,8.04,1.29,198,0,127,52.2,452049512.91,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-02-27
2013,DE,GR354,CULTURAL_CENTRE,11.76,47.97,195.4,4.38,25151270371.33,21.1,10.55,3.88,279,0,5,35.57,1228702582.59,EUROSTAT_CULT,CULT_V3,2024-08-09
2014,LU,GR8,MUSEUM,6.82,57.7,66.28,2.26,1134062368.78,17.64,16.01,2.87,132,0,55,35.49,814789438.51,CULTURE_STATS_SURVEY,CULT_V2,2025-10-15
2015,SI,FR71,LIBRARY,7.89,26.73,102.26,2.9,14596712876.14,29.75,10.33,2.06,132,0,46,32.77,641315739.15,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-04-06
2016,CY,CY742,FESTIVAL_SITE,3.74,54.12,61.92,1.96,18512170011.49,12.03,7.34,6.28,261,0,20,59.71,640426975.39,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-07-16
2017,GR,GR73,THEATRE,9.52,42.79,162.13,1.75,17385584807.94,10.17,13.63,4.65,124,0,113,44.87,377158602.41,EUROSTAT_CULT,CULT_V2,2025-09-17
2018,MT,AT4,CONCERT_HALL,4.74,44.21,178.99,3.12,7026304002.53,13.13,6.37,2.03,161,0,99,57.81,787862057.13,CULTURE_STATS_SURVEY,CULT_V1,2025-08-04
2019,ES,HR312,HERITAGE_SITE,6.19,52.33,178.69,4.2,22770094848.77,15.8,7.32,2.74,181,0,109,87.25,1398869072.12,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-03-16
2020,CZ,SE61,CINEMA,6.2,55.43,109.09,1.42,21766481577.97,9.56,4.97,2.46,90,1,173,81.81,840146667.81,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-01-06
2021,HU,HU75,CULTURAL_CENTRE,5.09,32.16,230.27,1.29,20259085864.37,9.04,6.85,5.05,106,0,95,69.56,727465581.3,EUROSTAT_CULT,CULT_V1,2026-01-01
2022,NL,BG50,MUSEUM,1.44,82.53,230.63,4.17,14010414337.65,11.59,17.97,1.61,186,0,20,51.05,368954731.01,CULTURE_STATS_SURVEY,CULT_V3,2025-06-05
2023,SE,HR406,LIBRARY,9.32,26.88,228.51,2.48,17960178563.79,31.72,14.59,5.63,366,0,88,90.0,14861494.68,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-01-09
2024,DK,CY993,FESTIVAL_SITE,10.78,52.22,224.53,2.68,9431741588.36,11.83,13.97,1.61,372,1,132,41.28,163186773.37,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-03-07
2025,IE,EE264,THEATRE,3.53,69.08,153.29,1.63,15081568621.91,27.51,4.49,3.62,130,0,53,47.42,911929670.6,EUROSTAT_CULT,CULT_V3,2024-09-06
2006,PL,FI81,CONCERT_HALL,8.23,55.92,84.24,1.86,2148634536.16,12.02,3.14,1.63,39,0,123,34.71,52290073.55,CULTURE_STATS_SURVEY,CULT_V2,2025-08-17
2007,AT,IE612,HERITAGE_SITE,12.06,50.78,241.15,3.7,11783879814.71,17.35,10.96,3.66,133,0,44,32.63,193987803.83,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-06-11
2008,EE,NL2,CINEMA,5.39,55.69,209.0,2.18,8010670523.5,20.23,4.65,2.74,181,0,116,25.95,594742948.51,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-07-02
2009,IT,MT93,CULTURAL_CENTRE,7.71,56.61,261.12,2.4,25073770396.04,12.33,8.42,1.72,368,0,53,37.16,1225475606.68,EUROSTAT_CULT,CULT_V2,2024-01-14
2010,PT,IT558,MUSEUM,1.33,31.68,132.27,1.32,14068425048.77,11.33,2.73,3.05,226,0,33,49.32,408970740.66,CULTURE_STATS_SURVEY,CULT_V1,2025-02-05
2011,BE,SI512,LIBRARY,4.05,68.49,102.87,1.96,15641821441.34,17.84,9.35,3.58,398,0,43,58.91,491163356.57,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-12-11
2012,FI,SK38,FESTIVAL_SITE,10.22,31.02,192.48,2.54,6196741677.52,25.8,6.21,2.83,255,0,132,61.72,900783207.39,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-09-17
2013,LV,MT369,THEATRE,1.16,66.04,125.11,3.42,20084734106.84,9.37,15.2,3.1,35,0,99,51.85,578982946.84,EUROSTAT_CULT,CULT_V1,2025-01-20
2014,RO,SE881,CONCERT_HALL,3.19,68.48,140.85,1.24,10744123023.55,28.87,3.36,2.05,149,0,78,20.81,83916658.67,CULTURE_STATS_SURVEY,CULT_V3,2025-02-09
2015,BG,RO8,HERITAGE_SITE,1.34,33.98,233.39,3.4,19923866440.75,25.05,16.57,3.26,83,0,100,67.22,272609506.92,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-08-05
2016,FR,FI431,CINEMA,6.0,85.26,289.97,1.44,18169243525.01,8.82,10.53,1.31,157,0,5,67.53,620423936.61,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-10-24
2017,LT,RO966,CULTURAL_CENTRE,7.14,64.02,246.94,1.19,2511743770.74,30.19,16.75,4.4,258,0,93,26.19,598621919.92,EUROSTAT_CULT,CULT_V3,2024-12-07
2018,SK,DE933,MUSEUM,3.85,59.15,210.01,2.48,837529974.6,15.12,7.38,2.92,218,0,106,57.66,391721686.39,CULTURE_STATS_SURVEY,CULT_V2,2024-10-26
2019,HR,FR736,LIBRARY,3.96,73.71,60.13,1.51,19474336333.88,21.38,6.62,1.18,346,0,50,45.39,298988008.39,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-12-01
2020,DE,HR336,FESTIVAL_SITE,1.16,48.23,211.94,2.74,8530092590.52,22.9,13.14,1.43,190,0,93,44.56,850929865.0,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-11-15
2021,LU,SE73,THEATRE,8.71,56.12,104.59,1.85,9304447204.63,17.98,16.23,2.93,87,0,120,56.83,714666269.01,EUROSTAT_CULT,CULT_V2,2025-03-15
2022,SI,DE8,CONCERT_HALL,5.97,66.21,170.67,2.47,15186451419.56,13.28,7.18,4.68,234,0,12,51.67,113977075.38,CULTURE_STATS_SURVEY,CULT_V1,2025-05-22
2023,CY,SI8,HERITAGE_SITE,5.96,74.06,227.21,1.56,1856620739.96,9.96,11.6,4.09,186,0,97,76.14,663864215.63,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-11-01
2024,GR,HR666,CINEMA,8.3,33.56,178.99,3.63,18801664469.13,18.05,2.74,3.25,142,0,134,82.48,348567482.86,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-10-22
2025,MT,HR642,CULTURAL_CENTRE,9.0,66.48,108.72,2.95,10703873363.86,29.96,2.74,5.9,219,0,17,79.54,790678484.81,EUROSTAT_CULT,CULT_V1,2024-02-02
2006,ES,HU80,MUSEUM,7.59,69.79,93.21,3.19,23890115893.79,24.63,18.62,6.12,89,0,129,40.75,1371398644.98,CULTURE_STATS_SURVEY,CULT_V3,2024-06-29
2007,CZ,EE245,LIBRARY,2.05,42.27,87.86,3.56,14161455187.13,26.86,7.44,1.88,166,0,34,39.91,950034194.47,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-05-31
2008,HU,RO605,FESTIVAL_SITE,6.11,51.45,183.47,3.45,7322096786.91,10.18,12.09,1.89,11,0,3,49.44,127931864.37,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-06-05
2009,NL,EE701,THEATRE,1.43,76.91,138.65,2.15,9176274981.08,11.77,8.88,5.55,343,0,54,52.34,1329177327.35,EUROSTAT_CULT,CULT_V3,2024-11-30
2010,SE,HU3,CONCERT_HALL,5.48,63.24,90.48,2.28,6127099680.61,13.99,16.73,6.3,264,0,19,61.16,1575699891.08,CULTURE_STATS_SURVEY,CULT_V2,2025-10-11
2011,DK,MT17,HERITAGE_SITE,9.25,50.02,54.43,2.65,14656341198.31,16.02,7.02,1.79,93,0,125,48.96,425785909.06,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-12-08
2012,IE,HU5,CINEMA,3.87,30.5,245.21,3.34,10499737573.49,26.77,4.9,5.81,135,0,23,50.02,346684921.15,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-06-04
2013,PL,BG54,CULTURAL_CENTRE,2.04,71.29,203.62,3.19,7553175004.27,26.29,5.06,1.19,305,0,29,33.55,813163436.88,EUROSTAT_CULT,CULT_V2,2025-12-12
2014,AT,EE41,MUSEUM,11.9,54.12,182.76,4.1,3071786817.73,15.72,4.78,2.13,307,0,139,53.75,579789281.67,CULTURE_STATS_SURVEY,CULT_V1,2025-04-21
2015,EE,RO20,LIBRARY,6.95,25.7,190.74,1.35,5025643506.31,7.66,13.63,5.44,36,0,19,24.22,578995483.41,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-09-20
2016,IT,DE390,FESTIVAL_SITE,1.83,29.45,133.68,2.77,16863129510.29,8.73,16.79,3.27,15,1,131,41.06,1249618153.43,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-04-02
2017,PT,SE9,THEATRE,3.59,35.46,192.07,2.97,15344469417.6,13.04,8.58,5.28,199,0,5,87.2,409355115.62,EUROSTAT_CULT,CULT_V1,2025-09-29
2018,BE,IE909,CONCERT_HALL,6.31,55.1,276.87,4.31,3831094789.31,17.63,2.63,3.91,299,0,32,73.94,373311547.86,CULTURE_STATS_SURVEY,CULT_V3,2025-07-20
2019,FI,EE4,HERITAGE_SITE,4.56,46.71,120.65,1.65,23734548146.85,14.84,10.4,4.64,232,0,5,76.06,907776591.12,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-03-17
2020,LV,CZ782,CINEMA,9.7,53.94,237.57,2.65,6467690600.66,19.39,4.49,3.88,9,0,116,28.22,510167018.79,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-03-28
2021,RO,BG24,CULTURAL_CENTRE,5.91,73.2,110.06,3.77,2271414099.89,24.09,5.93,4.2,130,0,32,43.03,474075663.97,EUROSTAT_CULT,CULT_V3,2024-12-23
2022,BG,PL2,MUSEUM,10.52,51.35,133.32,3.27,10739051198.0,30.17,10.16,6.08,172,0,133,72.73,182756161.45,CULTURE_STATS_SURVEY,CULT_V2,2026-02-01
