edu_credential_reporting_quarter,edu_credential_training_provider_id,edu_credential_credential_type,edu_credential_credential_framework_level,edu_credential_program_duration_hours,edu_credential_tuition_cost_usd,edu_credential_completion_count,edu_credential_completion_rate_pct,edu_credential_employment_placement_rate,edu_credential_median_wage_post_training,edu_credential_industry_alignment_naics,edu_credential_occupation_alignment_soc,edu_credential_work_based_learning_flag,edu_credential_apprenticeship_registered_flag,edu_credential_license_required_flag,edu_credential_exam_pass_rate_pct,edu_credential_recredentialing_interval_months,edu_credential_stackable_credential_flag,edu_credential_online_delivery_flag,edu_credential_equity_access_index
2025Q1,TP101727,LICENSE,LEVEL_6,148,827,1194,84.61,55.9,52939,511,222727,0,0,1,92.68,32,1,0,0.7476
2017Q2,TP101728,MICROCREDENTIAL,LEVEL_6,2149,28328,1833,57.29,32.21,25187,921,232728,1,0,0,96.7,100,1,1,0.1525
2021Q3,TP101729,LICENSE,LEVEL_4,1068,20448,1353,69.06,29.31,61742,623,242729,0,0,0,61.64,46,1,0,0.7873
2014Q2,TP101730,BOOTCAMP_BADGE,LEVEL_5,946,22486,854,79.56,93.49,25500,611,252730,1,0,1,71.07,9,1,1,0.1002
2014Q1,TP101731,MICROCREDENTIAL,LEVEL_4,920,8477,1174,59.14,69.5,70594,221,262731,0,0,1,53.76,12,1,0,0.1513
2022Q1,TP101732,CEU,LEVEL_3,2121,16371,1238,65.47,27.08,132610,621,272732,1,0,0,45.29,51,1,1,0.4998
2020Q3,TP101733,MICROCREDENTIAL,LEVEL_3,1799,31284,701,67.63,90.24,42679,445,282733,1,0,0,97.02,70,0,0,0.5138
2019Q4,TP101734,CERTIFICATE,LEVEL_1,464,20060,1607,85.23,57.87,127229,484,292734,1,0,0,71.15,9,1,0,0.9492
2025Q2,TP101735,BOOTCAMP_BADGE,LEVEL_3,2192,1017,1671,36.56,81.53,128891,445,302735,1,0,0,69.17,64,0,1,0.2174
2016Q4,TP101736,MICROCREDENTIAL,LEVEL_7,1060,10812,548,53.93,77.51,100349,561,312736,0,1,0,82.88,29,1,0,0.0398
2018Q4,TP101737,CERTIFICATE,LEVEL_1,102,15478,1563,56.08,84.8,93704,621,322737,0,0,0,54.99,119,0,1,0.023
2023Q1,TP101738,ASSOCIATE,LEVEL_2,679,28474,161,85.83,52.51,79274,511,332738,0,0,1,68.95,54,1,0,0.7014
2017Q1,TP101739,CERTIFICATE,LEVEL_4,1367,2532,751,52.7,71.34,102521,221,342739,0,1,0,65.16,59,0,0,0.1076
2025Q2,TP101740,APPRENTICESHIP,LEVEL_7,959,26819,1915,68.54,49.86,81763,221,352740,0,0,1,71.47,73,1,1,0.1823
2017Q4,TP101741,CEU,LEVEL_5,706,30891,402,76.19,73.33,48957,517,362741,1,0,1,94.23,109,1,1,0.9375
2019Q3,TP101742,CERTIFICATE,LEVEL_5,1393,2102,595,69.1,47.2,114425,111,372742,0,0,0,40.41,62,1,0,0.8597
2014Q3,TP101743,APPRENTICESHIP,LEVEL_5,1986,19646,2218,58.93,44.78,86842,236,382743,1,0,0,51.83,94,1,1,0.819
2018Q1,TP101744,MICROCREDENTIAL,LEVEL_7,1009,1392,1499,72.61,42.85,136978,811,392744,0,0,0,96.19,71,1,1,0.506
2022Q3,TP101745,MICROCREDENTIAL,LEVEL_3,1520,670,2362,65.56,72.42,109766,611,402745,0,0,1,96.39,31,0,1,0.6495
2015Q2,TP101746,ASSOCIATE,LEVEL_4,1114,17128,2106,57.83,54.52,32385,621,412746,0,0,0,62.03,52,1,1,0.0481
2023Q1,TP101747,CEU,LEVEL_6,848,30342,30,76.04,89.04,35790,623,422747,0,0,0,68.32,36,0,1,0.6634
2019Q1,TP101748,APPRENTICESHIP,LEVEL_7,618,18464,2030,51.73,92.46,61978,561,432748,1,0,0,50.76,54,0,1,0.7727
2024Q4,TP101749,MICROCREDENTIAL,LEVEL_7,1834,26278,807,88.17,91.46,125299,921,442749,0,0,0,71.79,90,1,1,0.5914
2023Q4,TP101750,APPRENTICESHIP,LEVEL_7,936,30076,434,73.31,59.8,61828,311,452750,1,0,1,76.05,78,1,1,0.893
2015Q4,TP101751,LICENSE,LEVEL_4,447,19698,1463,53.01,56.86,128647,811,462751,1,0,0,41.19,109,0,1,0.8534
2018Q4,TP101752,MICROCREDENTIAL,LEVEL_3,2044,17721,243,90.48,93.36,78112,522,472752,0,0,1,43.89,72,0,1,0.547
2021Q4,TP101753,BOOTCAMP_BADGE,LEVEL_6,441,1731,2025,82.18,47.75,133620,517,482753,1,0,1,43.42,93,0,0,0.5113
2025Q2,TP101754,BOOTCAMP_BADGE,LEVEL_2,1963,2918,1757,80.65,28.12,28612,541,492754,0,0,1,63.64,5,1,1,0.496
2023Q4,TP101755,ASSOCIATE,LEVEL_4,882,2061,2322,65.26,58.88,44727,221,502755,0,0,1,47.72,83,0,0,0.5053
2020Q2,TP101756,BOOTCAMP_BADGE,LEVEL_6,1542,7698,1719,75.77,43.62,107528,622,512756,1,0,0,54.06,119,1,0,0.5311
2023Q4,TP101757,CERTIFICATE,LEVEL_1,1198,20834,1119,90.9,80.17,97509,445,522757,0,1,0,95.46,106,0,0,0.8416
2016Q4,TP101758,ASSOCIATE,LEVEL_1,1942,17249,1131,69.53,61.29,55416,236,532758,0,0,0,70.57,18,1,0,0.5461
2019Q3,TP101759,MICROCREDENTIAL,LEVEL_4,1520,5863,665,59.93,29.25,59637,221,542759,0,0,0,63.9,92,0,1,0.1987
2020Q2,TP101760,CERTIFICATE,LEVEL_6,1883,8542,1517,53.58,56.1,133624,111,112760,1,0,0,74.08,43,0,1,0.0291
2019Q2,TP101761,MICROCREDENTIAL,LEVEL_1,30,3736,179,36.35,68.85,45095,484,122761,0,0,1,74.55,103,0,1,0.9667
2015Q3,TP101762,APPRENTICESHIP,LEVEL_4,1336,10005,842,69.43,71.57,131342,722,132762,0,0,0,87.44,118,0,1,0.7306
2017Q3,TP101763,ASSOCIATE,LEVEL_6,1985,16158,2330,84.09,91.76,50004,423,142763,0,0,0,57.37,100,0,0,0.5209
2025Q4,TP101764,CERTIFICATE,LEVEL_7,1692,27948,1000,41.6,94.87,20830,541,152764,1,0,0,77.15,68,0,1,0.2236
2022Q4,TP101765,CERTIFICATE,LEVEL_6,1640,19769,224,45.36,59.92,119578,484,162765,1,0,0,47.78,53,0,1,0.3641
2017Q2,TP101766,APPRENTICESHIP,LEVEL_1,286,18639,1721,95.72,51.2,121431,112,172766,0,0,0,87.48,77,1,0,0.8585
2025Q4,TP101767,APPRENTICESHIP,LEVEL_4,2116,2693,1336,95.33,74.28,92934,561,182767,0,0,0,91.75,52,1,1,0.7874
2016Q1,TP101768,CEU,LEVEL_6,1986,10742,1337,96.11,78.2,67456,541,192768,0,0,1,88.94,96,1,1,0.8326
2017Q4,TP101769,APPRENTICESHIP,LEVEL_7,922,29128,57,44.73,28.0,90676,221,202769,0,0,1,69.5,52,1,0,0.1169
2018Q4,TP101770,BOOTCAMP_BADGE,LEVEL_1,1639,19858,2224,65.53,73.29,59597,623,212770,0,0,0,46.51,59,0,0,0.7703
2023Q2,TP101771,LICENSE,LEVEL_4,329,9245,2251,58.63,78.11,138421,522,222771,0,0,0,49.17,99,1,1,0.4771
2017Q3,TP101772,CERTIFICATE,LEVEL_2,1983,11329,2154,59.88,78.54,51834,522,232772,0,0,0,42.51,92,0,1,0.8614
2021Q2,TP101773,CEU,LEVEL_2,97,6182,2186,73.3,58.61,115917,445,242773,1,0,0,60.18,72,0,1,0.1632
2015Q4,TP101774,CERTIFICATE,LEVEL_1,53,16954,1882,91.09,91.24,85106,517,252774,0,0,1,77.28,37,0,0,0.9252
2022Q2,TP101775,LICENSE,LEVEL_3,1882,6503,813,96.9,46.62,66416,112,262775,0,1,0,96.5,51,0,0,0.2811
2023Q4,TP101776,CEU,LEVEL_1,1393,15373,358,53.34,78.45,93891,236,272776,1,0,1,55.91,47,1,1,0.6371
2025Q1,TP101777,ASSOCIATE,LEVEL_5,786,10214,266,74.58,29.6,47365,561,282777,0,0,0,61.21,70,1,1,0.8465
2020Q2,TP101778,CERTIFICATE,LEVEL_3,1341,14753,2321,91.48,57.58,19513,311,292778,0,0,1,71.4,93,0,1,0.5902
2022Q1,TP101779,LICENSE,LEVEL_4,1161,2121,1815,41.7,84.82,93669,236,302779,0,0,0,51.02,85,1,1,0.4885
2019Q3,TP101780,APPRENTICESHIP,LEVEL_7,1845,15387,2314,75.96,32.49,32678,445,312780,0,0,0,85.6,105,1,1,0.7647
2021Q4,TP101781,ASSOCIATE,LEVEL_6,1922,5380,1012,84.74,26.45,91904,111,322781,0,0,0,46.43,72,1,1,0.5623
2019Q1,TP101782,APPRENTICESHIP,LEVEL_3,2180,13912,1097,42.64,71.16,56001,561,332782,1,0,0,85.78,46,1,1,0.869
2017Q4,TP101783,BOOTCAMP_BADGE,LEVEL_2,1754,21671,763,44.87,36.93,57686,221,342783,1,0,0,69.25,54,0,1,0.2519
2021Q1,TP101784,MICROCREDENTIAL,LEVEL_1,1118,18696,1628,86.67,27.76,70009,561,352784,1,0,1,91.13,14,0,0,0.7741
2014Q4,TP101785,APPRENTICESHIP,LEVEL_3,946,31397,2299,47.96,89.6,23319,522,362785,1,0,0,42.87,27,1,0,0.1794
2020Q2,TP101786,LICENSE,LEVEL_6,919,16128,2052,46.59,45.79,128929,921,372786,1,0,0,43.29,87,1,1,0.7289
2022Q3,TP101787,LICENSE,LEVEL_7,1107,17870,2027,55.9,89.23,67818,112,382787,1,0,0,66.33,102,0,0,0.4581
2018Q4,TP101788,MICROCREDENTIAL,LEVEL_2,1250,27654,1552,61.34,31.55,97256,921,392788,1,0,0,92.29,99,0,1,0.1514
2020Q1,TP101789,CERTIFICATE,LEVEL_2,1060,29467,135,84.61,47.45,47408,561,402789,0,0,1,42.81,95,1,0,0.7155
2014Q3,TP101790,MICROCREDENTIAL,LEVEL_1,696,484,1320,70.83,35.26,33720,522,412790,0,0,0,86.98,101,0,1,0.2371
2025Q1,TP101791,MICROCREDENTIAL,LEVEL_4,333,6030,47,91.85,33.49,23226,623,422791,0,0,1,89.28,115,0,0,0.0012
2017Q4,TP101792,LICENSE,LEVEL_3,279,1403,2091,80.14,76.79,81893,722,432792,1,0,0,85.66,114,0,1,0.4844
2019Q3,TP101793,CERTIFICATE,LEVEL_3,1675,22393,1691,90.1,91.94,136743,111,442793,0,0,0,46.75,120,0,0,0.2037
2024Q3,TP101794,CEU,LEVEL_6,21,11590,891,35.55,56.72,88032,221,452794,1,0,0,53.36,50,1,0,0.9223
2024Q2,TP101795,ASSOCIATE,LEVEL_4,179,29456,111,95.96,28.82,50890,622,462795,0,0,0,55.04,2,1,1,0.2821
2016Q4,TP101796,CEU,LEVEL_5,1419,17268,1402,42.13,39.12,132335,622,472796,0,0,0,50.76,32,0,0,0.6734
2014Q4,TP101797,LICENSE,LEVEL_6,1712,13606,209,97.34,80.09,66846,921,482797,1,0,0,55.13,72,0,0,0.6599
2022Q1,TP101798,CERTIFICATE,LEVEL_3,204,9709,294,54.29,32.67,25923,622,492798,0,0,1,56.47,46,0,0,0.7116
2022Q2,TP101799,ASSOCIATE,LEVEL_7,140,3248,212,54.14,53.69,93126,423,502799,0,0,0,84.46,110,0,0,0.5673
2020Q1,TP101800,APPRENTICESHIP,LEVEL_5,1856,28953,2103,69.09,95.65,29618,811,512800,0,0,0,67.23,51,0,1,0.4682
2018Q2,TP101801,MICROCREDENTIAL,LEVEL_7,868,10887,397,95.25,45.28,123801,445,522801,1,0,0,70.07,7,1,1,0.4305
2020Q3,TP101802,LICENSE,LEVEL_2,1858,18415,1006,58.55,65.9,89797,517,532802,1,0,0,70.01,8,0,1,0.5868
2014Q1,TP101803,APPRENTICESHIP,LEVEL_7,593,15037,1184,90.39,84.86,63847,811,542803,1,0,0,62.99,80,0,1,0.9245
2021Q2,TP101804,MICROCREDENTIAL,LEVEL_4,1145,883,1507,63.47,84.43,124786,111,112804,0,0,0,96.3,106,1,1,0.3462
2021Q1,TP101805,APPRENTICESHIP,LEVEL_2,1017,25314,2202,56.39,51.82,103588,522,122805,0,0,0,91.33,99,0,1,0.4416
2016Q3,TP101806,CEU,LEVEL_4,1779,6924,2268,97.96,63.84,129902,511,132806,1,0,0,88.74,69,0,0,0.7286
2016Q2,TP101807,BOOTCAMP_BADGE,LEVEL_5,170,28650,958,48.94,25.84,27812,484,142807,0,0,0,55.54,107,1,0,0.2347
2015Q4,TP101808,CEU,LEVEL_5,2112,19204,260,95.93,35.34,71906,517,152808,0,0,0,82.98,5,1,0,0.8826
2025Q4,TP101809,APPRENTICESHIP,LEVEL_7,569,3095,1017,74.79,80.06,57634,722,162809,0,1,0,51.54,75,0,1,0.3628
2025Q3,TP101810,CERTIFICATE,LEVEL_7,1353,15499,69,92.89,65.61,116130,541,172810,1,0,0,70.06,12,1,0,0.4667
2023Q1,TP101811,BOOTCAMP_BADGE,LEVEL_3,1394,23182,2129,67.88,29.6,24078,517,182811,1,0,0,98.57,24,1,1,0.5696
2021Q3,TP101812,APPRENTICESHIP,LEVEL_4,1497,26892,2191,50.78,78.22,99925,622,192812,1,1,0,49.02,93,1,1,0.6248
2021Q3,TP101813,CERTIFICATE,LEVEL_7,76,21689,1955,93.01,51.71,21986,511,202813,0,0,1,42.65,84,0,1,0.7711
2025Q2,TP101814,CEU,LEVEL_5,1225,15338,1264,42.6,56.76,112667,112,212814,0,0,0,91.56,96,1,0,0.04
2024Q3,TP101815,ASSOCIATE,LEVEL_7,895,16306,834,69.31,62.49,93389,311,222815,0,0,0,49.19,120,0,0,0.4623
2023Q1,TP101816,CEU,LEVEL_1,1589,24742,778,78.1,41.53,109344,623,232816,1,0,0,55.57,15,1,1,0.4599
2018Q3,TP101817,LICENSE,LEVEL_2,1361,52,2236,88.96,92.72,16211,423,242817,0,0,0,81.74,3,1,0,0.3895
2014Q4,TP101818,CEU,LEVEL_5,36,12467,20,51.34,63.51,71200,531,252818,0,0,0,98.67,30,1,0,0.937
2024Q2,TP101819,MICROCREDENTIAL,LEVEL_3,1496,11503,508,81.74,62.09,17791,311,262819,1,0,1,41.33,0,1,0,0.5521
2021Q4,TP101820,APPRENTICESHIP,LEVEL_6,60,12011,1922,37.31,92.31,76303,541,272820,1,0,0,98.08,61,0,1,0.2772
2021Q1,TP101821,ASSOCIATE,LEVEL_3,753,840,2109,42.13,40.37,15978,621,282821,0,0,1,67.83,77,0,1,0.7041
2016Q4,TP101822,CERTIFICATE,LEVEL_4,2104,21917,2186,62.98,59.38,83041,921,292822,0,0,0,62.87,63,0,1,0.9329
2014Q4,TP101823,APPRENTICESHIP,LEVEL_4,1135,15459,1968,90.15,66.79,58893,623,302823,0,0,0,79.71,115,0,1,0.4861
2023Q1,TP101824,MICROCREDENTIAL,LEVEL_5,1965,4463,1075,76.55,29.44,40988,541,312824,0,1,1,67.73,95,0,0,0.6257
2019Q1,TP101825,APPRENTICESHIP,LEVEL_1,1595,25030,1267,76.82,41.94,71838,112,322825,1,0,0,92.98,50,0,1,0.1309
2018Q1,TP101826,LICENSE,LEVEL_2,1033,16024,1675,45.49,36.64,85185,621,332826,1,1,1,63.11,53,1,0,0.6914
2019Q3,TP101827,APPRENTICESHIP,LEVEL_2,231,9231,1738,83.62,68.01,102354,621,342827,1,1,1,51.98,28,0,1,0.1058
2021Q4,TP101828,APPRENTICESHIP,LEVEL_2,1935,3116,2092,78.46,49.2,56050,221,352828,0,0,0,67.69,108,1,0,0.9612
2020Q2,TP101829,ASSOCIATE,LEVEL_5,970,28962,268,74.61,77.0,96774,561,362829,0,0,0,45.23,88,1,1,0.1031
2018Q1,TP101830,LICENSE,LEVEL_1,2186,19550,1740,60.36,25.76,37668,423,372830,0,1,1,75.15,5,0,0,0.2016
2016Q3,TP101831,CEU,LEVEL_5,495,29958,1913,60.9,63.4,119079,623,382831,0,0,0,49.51,94,1,0,0.9157
2015Q3,TP101832,CEU,LEVEL_4,684,11548,1832,37.45,44.26,82539,221,392832,1,0,1,63.14,95,0,1,0.5285
2018Q1,TP101833,MICROCREDENTIAL,LEVEL_3,1914,25832,1519,64.1,31.19,127645,236,402833,0,0,1,86.69,117,0,0,0.1122
2017Q1,TP101834,MICROCREDENTIAL,LEVEL_1,1056,26714,2314,37.95,62.41,88696,531,412834,1,0,1,76.07,60,0,1,0.6418
2015Q3,TP101835,APPRENTICESHIP,LEVEL_2,953,6245,300,96.29,46.16,29856,611,422835,0,0,1,80.8,25,1,1,0.3917
2021Q3,TP101836,CEU,LEVEL_2,2115,17262,408,51.48,57.37,126634,722,432836,1,1,0,93.53,35,1,1,0.7633
2021Q3,TP101837,ASSOCIATE,LEVEL_5,639,1816,455,66.67,59.83,56498,236,442837,0,0,0,59.66,70,0,0,0.6598
2017Q1,TP101838,MICROCREDENTIAL,LEVEL_6,765,18906,1918,55.49,46.27,60794,484,452838,0,1,1,43.28,71,1,1,0.721
2017Q2,TP101839,ASSOCIATE,LEVEL_4,852,9264,421,49.93,72.26,95929,445,462839,0,0,0,80.41,11,0,0,0.1444
2024Q1,TP101840,BOOTCAMP_BADGE,LEVEL_1,1314,26373,1823,94.45,50.51,89538,522,472840,1,0,1,51.59,20,0,0,0.4082
2014Q3,TP101841,APPRENTICESHIP,LEVEL_7,1241,7002,1850,72.75,65.69,60156,623,482841,1,0,1,93.71,15,1,1,0.2063
2014Q1,TP101842,CERTIFICATE,LEVEL_7,1329,22179,447,37.86,46.77,52699,111,492842,0,0,1,69.98,41,1,0,0.5246
2016Q1,TP101843,ASSOCIATE,LEVEL_3,2101,19871,2108,69.55,57.95,70443,112,502843,0,0,0,90.02,94,0,0,0.0764
2024Q1,TP101844,APPRENTICESHIP,LEVEL_4,140,27339,1598,94.2,73.72,71077,623,512844,0,0,1,42.98,59,0,0,0.8245
2022Q4,TP101845,ASSOCIATE,LEVEL_5,460,26014,1957,44.99,42.74,32169,522,522845,1,0,0,40.21,72,0,1,0.9188
2025Q2,TP101846,CERTIFICATE,LEVEL_7,2055,14977,1327,61.76,80.74,78392,211,532846,1,0,0,86.18,18,1,0,0.8338
2021Q2,TP101847,BOOTCAMP_BADGE,LEVEL_4,1653,10212,1489,77.2,25.87,34072,921,542847,0,0,0,59.54,82,0,1,0.8661
2014Q1,TP101848,CERTIFICATE,LEVEL_7,611,30432,1809,40.37,82.43,131295,511,112848,0,0,0,67.17,6,1,1,0.3906
2022Q2,TP101849,LICENSE,LEVEL_3,277,23871,1162,92.33,36.39,63761,541,122849,1,0,0,89.3,83,1,1,0.8942
2020Q4,TP101850,CERTIFICATE,LEVEL_4,1028,11086,782,59.63,41.77,39716,511,132850,0,0,0,74.81,66,0,1,0.9532
2021Q2,TP101851,APPRENTICESHIP,LEVEL_3,439,22420,848,50.11,44.01,118285,111,142851,0,0,0,51.55,0,0,0,0.4892
2022Q3,TP101852,CEU,LEVEL_3,815,29287,488,69.84,44.38,26501,722,152852,0,0,1,63.82,22,0,1,0.8997
2022Q4,TP101853,LICENSE,LEVEL_3,1225,1678,33,75.46,32.13,82663,221,162853,0,0,0,70.54,26,0,1,0.3365
2019Q3,TP101854,CERTIFICATE,LEVEL_3,871,11350,103,50.23,83.27,17159,221,172854,1,0,0,89.63,39,0,1,0.1911
2020Q3,TP101855,CEU,LEVEL_1,1945,3163,1797,82.34,60.74,124464,531,182855,1,0,1,82.94,63,0,1,0.2434
2025Q4,TP101856,MICROCREDENTIAL,LEVEL_1,1370,6325,1630,72.76,84.59,84293,621,192856,0,0,0,43.85,38,1,0,0.5982
2018Q2,TP101857,CEU,LEVEL_4,1821,19117,673,93.18,43.36,86416,111,202857,0,0,0,80.7,22,0,0,0.5181
2018Q3,TP101858,MICROCREDENTIAL,LEVEL_6,133,22835,1889,64.15,68.88,87795,112,212858,0,0,0,53.98,6,0,1,0.7532
2014Q2,TP101859,ASSOCIATE,LEVEL_1,621,25960,1869,70.25,86.96,88656,921,222859,1,0,0,96.74,4,1,0,0.4744
2019Q2,TP101860,BOOTCAMP_BADGE,LEVEL_4,670,17781,282,79.11,57.07,55614,921,232860,0,1,1,62.92,16,0,0,0.6498
2022Q4,TP101861,LICENSE,LEVEL_1,1590,14134,1548,40.52,36.67,124023,221,242861,0,0,1,95.09,60,0,0,0.1844
2018Q2,TP101862,APPRENTICESHIP,LEVEL_7,1712,3608,760,50.82,86.84,16741,111,252862,1,0,0,87.18,59,1,0,0.0653
2017Q2,TP101863,ASSOCIATE,LEVEL_1,672,27477,681,89.2,59.19,101804,423,262863,0,0,0,46.25,69,1,0,0.1061
2025Q2,TP101864,CEU,LEVEL_3,335,31467,596,49.16,65.65,24281,522,272864,1,0,0,96.5,77,1,1,0.5776
2020Q3,TP101865,CEU,LEVEL_7,2010,10185,1258,70.19,63.67,25573,611,282865,0,0,0,58.42,61,0,1,0.0598
2015Q1,TP101866,MICROCREDENTIAL,LEVEL_4,1090,6878,1466,80.12,77.68,78157,561,292866,1,0,0,63.97,110,0,0,0.0348
2021Q3,TP101867,CERTIFICATE,LEVEL_4,646,17801,1355,72.37,87.21,38906,541,302867,0,0,0,91.98,41,1,0,0.79
2022Q4,TP101868,MICROCREDENTIAL,LEVEL_6,2032,26572,422,61.01,64.25,115750,211,312868,1,0,1,63.3,99,1,1,0.134
2016Q2,TP101869,BOOTCAMP_BADGE,LEVEL_6,258,19022,137,45.77,46.33,73673,445,322869,0,0,0,47.99,29,0,1,0.6537
2014Q4,TP101870,LICENSE,LEVEL_4,2078,10821,218,85.1,32.46,28420,531,332870,0,0,0,95.06,32,1,0,0.7795
2019Q2,TP101871,CEU,LEVEL_3,1169,11587,417,70.92,84.04,114646,522,342871,0,0,0,84.79,59,0,1,0.296
2025Q4,TP101872,BOOTCAMP_BADGE,LEVEL_1,1699,12494,1723,52.85,91.75,113347,621,352872,0,0,1,83.55,70,0,1,0.6896
2023Q4,TP101873,MICROCREDENTIAL,LEVEL_1,1732,28248,1036,67.51,30.71,28829,531,362873,0,0,0,56.44,82,1,0,0.9343
2023Q4,TP101874,BOOTCAMP_BADGE,LEVEL_1,1111,8634,316,86.76,56.01,106837,722,372874,0,0,1,54.64,71,0,1,0.147
2019Q1,TP101875,BOOTCAMP_BADGE,LEVEL_7,2094,19052,20,49.97,33.27,39458,522,382875,1,0,1,84.2,112,1,0,0.4338
2025Q3,TP101876,BOOTCAMP_BADGE,LEVEL_2,2195,27543,602,56.4,38.86,37259,511,392876,0,0,0,75.68,14,0,0,0.4894
2019Q1,TP101877,LICENSE,LEVEL_5,814,28357,1418,66.64,88.94,102409,236,402877,0,0,0,71.68,13,0,1,0.8069
2022Q4,TP101878,CERTIFICATE,LEVEL_4,1962,11258,1568,68.05,25.79,51927,423,412878,0,0,0,68.94,22,0,1,0.2161
2015Q4,TP101879,CEU,LEVEL_3,737,6919,1991,64.66,27.81,99087,511,422879,0,0,1,89.66,67,1,1,0.1716
2021Q3,TP101880,MICROCREDENTIAL,LEVEL_1,487,19521,2286,49.17,35.82,15968,722,432880,1,1,0,77.74,86,1,0,0.3153
2021Q1,TP101881,CEU,LEVEL_3,159,13737,2380,38.62,95.45,102620,221,442881,1,0,0,97.91,99,1,1,0.1068
2016Q4,TP101882,MICROCREDENTIAL,LEVEL_4,528,23920,710,81.52,92.27,89577,623,452882,1,1,0,83.07,107,1,0,0.9072
2015Q1,TP101883,CEU,LEVEL_1,799,12770,2161,82.77,80.36,53752,236,462883,0,0,1,89.39,100,0,1,0.5282
2022Q2,TP101884,CERTIFICATE,LEVEL_3,1178,21626,613,45.14,52.31,37106,221,472884,0,0,0,95.65,27,1,1,0.6416
2021Q4,TP101885,CEU,LEVEL_7,371,7759,1931,66.05,41.42,64693,111,482885,0,0,0,80.27,28,0,0,0.9109
2014Q3,TP101886,ASSOCIATE,LEVEL_2,795,21999,1823,67.88,51.51,112028,611,492886,0,1,0,79.27,6,0,0,0.1616
2018Q4,TP101887,CEU,LEVEL_1,1658,6693,2297,35.19,66.55,42509,423,502887,1,0,0,47.45,15,0,0,0.8468
2015Q3,TP101888,BOOTCAMP_BADGE,LEVEL_2,1130,14809,1161,78.07,49.01,93831,236,512888,0,0,0,91.6,56,1,0,0.7674
2019Q2,TP101889,ASSOCIATE,LEVEL_4,1132,23793,656,83.11,74.28,73519,623,522889,1,1,1,92.36,21,0,1,0.9606
2023Q1,TP101890,LICENSE,LEVEL_5,1135,8274,868,95.73,88.0,23350,445,532890,0,0,1,90.55,49,1,1,0.178
2018Q4,TP101891,BOOTCAMP_BADGE,LEVEL_2,1859,1176,2386,67.85,42.96,81364,236,542891,1,1,0,67.55,51,1,1,0.3852
2020Q4,TP101892,CERTIFICATE,LEVEL_7,992,12734,1751,44.55,77.43,42489,531,112892,1,0,0,48.44,16,1,1,0.8434
2023Q1,TP101893,MICROCREDENTIAL,LEVEL_2,657,11779,1380,52.85,88.02,97902,623,122893,0,0,0,81.81,69,0,1,0.7315
2024Q4,TP101894,MICROCREDENTIAL,LEVEL_1,874,24538,104,72.37,27.21,41460,111,132894,1,0,0,78.02,98,0,0,0.6222
2017Q2,TP101895,MICROCREDENTIAL,LEVEL_5,1433,12199,262,69.91,67.72,50027,811,142895,1,0,1,56.07,74,0,0,0.4034
2022Q4,TP101896,MICROCREDENTIAL,LEVEL_6,1118,6363,1286,35.06,37.77,77760,112,152896,0,0,1,71.54,93,0,0,0.3428
2023Q2,TP101897,BOOTCAMP_BADGE,LEVEL_3,1192,12114,560,48.37,73.99,77495,211,162897,0,0,1,64.96,51,1,0,0.0786
2016Q4,TP101898,APPRENTICESHIP,LEVEL_2,1347,23236,2185,86.09,48.45,117147,621,172898,0,0,0,97.73,57,0,1,0.3369
2016Q2,TP101899,BOOTCAMP_BADGE,LEVEL_7,1101,4237,1658,57.39,43.11,15305,517,182899,0,0,0,68.18,85,0,1,0.2576
2024Q1,TP101900,CEU,LEVEL_4,684,4219,2090,69.65,73.72,73609,921,192900,0,1,1,64.73,36,0,1,0.8971
2021Q4,TP101901,BOOTCAMP_BADGE,LEVEL_2,930,27007,692,68.04,41.82,37051,517,202901,0,1,0,96.56,15,0,0,0.4503
2016Q3,TP101902,CEU,LEVEL_6,1282,23167,946,35.94,49.58,27040,531,212902,1,0,0,57.65,111,0,0,0.1168
2019Q1,TP101903,APPRENTICESHIP,LEVEL_4,1927,27062,1009,56.62,83.57,109478,484,222903,1,0,0,86.85,7,1,1,0.1597
2025Q4,TP101904,BOOTCAMP_BADGE,LEVEL_7,133,11165,1981,50.31,49.17,72736,112,232904,0,0,0,62.59,42,1,1,0.6249
2025Q3,TP101905,MICROCREDENTIAL,LEVEL_7,1637,15662,591,36.07,56.95,33772,611,242905,0,0,0,58.68,106,0,0,0.3809
2015Q4,TP101906,CERTIFICATE,LEVEL_7,715,13238,604,76.28,51.31,105243,445,252906,1,0,0,94.2,75,1,0,0.0274
2015Q3,TP101907,CEU,LEVEL_3,1726,12032,2093,54.95,73.06,65013,921,262907,1,0,0,59.59,108,0,1,0.5038
2017Q1,TP101908,CERTIFICATE,LEVEL_1,1485,22766,294,80.64,83.45,53407,511,272908,1,0,1,60.32,75,0,0,0.6621
2019Q4,TP101909,LICENSE,LEVEL_2,1533,31861,1491,82.93,49.69,35179,623,282909,1,1,0,40.62,57,0,0,0.6104
2020Q4,TP101910,CEU,LEVEL_6,2073,2275,103,56.48,27.39,59842,522,292910,0,0,0,71.35,76,1,1,0.5166
2015Q4,TP101911,BOOTCAMP_BADGE,LEVEL_5,682,29310,846,95.23,65.24,130906,111,302911,0,0,0,71.95,23,1,1,0.2138
2016Q4,TP101912,CERTIFICATE,LEVEL_6,2040,11050,1729,64.92,27.77,74020,811,312912,0,0,0,80.27,77,1,1,0.4183
