health_cap_reference_year,health_cap_country_iso2,health_cap_region_nuts_code,health_cap_hospital_type_code,health_cap_hospitals_count,health_cap_beds_total,health_cap_icu_beds_total,health_cap_doctors_per_1000,health_cap_nurses_per_1000,health_cap_gps_per_1000,health_cap_specialists_per_1000,health_cap_occupancy_rate_pct,health_cap_avg_length_of_stay_days,health_cap_surgery_wait_time_days_median,health_cap_emergency_wait_time_minutes_median,health_cap_staff_vacancy_rate_pct,health_cap_cross_border_patient_flows_count,health_cap_data_source,health_cap_revision_round,health_cap_data_extract_date
2017,PL,LT340,DAY_SURGERY,24,8655,178,4.45,3.62,0.8,4.35,57.53,7.81,72.5,125.96,8.93,16214,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-08-14
2018,ES,FR1,PSYCHIATRIC,111,24762,1147,4.53,8.1,1.86,2.93,76.07,9.49,11.4,172.01,14.69,80623,OECD_HEALTH_STAT,FLASH,2025-09-01
2019,HR,DE8,REHABILITATION,7,2684,131,2.5,4.55,0.51,3.24,61.07,6.8,83.15,62.98,11.39,71162,EUROSTAT_HEALTH,FIRST,2024-06-28
2020,FI,IT9,SPECIALISED,208,90276,2115,4.14,14.47,1.74,2.57,86.62,5.29,61.51,32.97,13.61,11996,NATIONAL_HEALTH_MINISTRY,SECOND,2025-03-11
2021,IE,BG50,UNIVERSITY,50,12866,926,2.59,14.47,1.61,1.47,73.9,10.08,170.31,153.3,13.49,18721,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-12-15
2022,MT,MT197,GENERAL_ACUTE,227,82936,2371,4.32,8.53,1.81,2.62,57.88,10.98,137.49,111.19,21.27,39110,OECD_HEALTH_STAT,FLASH,2024-01-06
2023,SK,LU531,DAY_SURGERY,94,21883,669,1.73,11.95,1.7,0.6,73.59,10.13,62.39,62.63,4.82,117712,EUROSTAT_HEALTH,FIRST,2024-02-12
2024,BE,AT359,PSYCHIATRIC,89,11924,308,3.92,13.31,1.2,2.58,72.98,13.89,170.18,175.57,2.32,136533,NATIONAL_HEALTH_MINISTRY,SECOND,2025-02-02
2025,DK,SE170,REHABILITATION,15,2593,65,4.26,5.26,1.5,2.4,77.83,5.47,42.2,101.17,10.22,212928,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-06-17
2006,GR,LT9,SPECIALISED,34,13780,841,1.87,7.43,1.54,0.6,55.5,5.66,82.11,27.07,5.34,27282,OECD_HEALTH_STAT,FLASH,2024-01-26
2007,LT,BE96,UNIVERSITY,33,1555,119,5.49,5.89,1.19,4.13,55.04,9.05,191.48,108.84,6.79,118699,EUROSTAT_HEALTH,FIRST,2024-07-15
2008,PT,FR832,GENERAL_ACUTE,128,15615,852,5.58,4.4,0.71,6.23,95.19,3.92,128.41,114.47,3.02,101649,NATIONAL_HEALTH_MINISTRY,SECOND,2025-03-18
2009,SE,RO672,DAY_SURGERY,115,37370,798,5.23,9.38,1.62,4.49,65.02,7.0,27.08,30.19,3.63,91012,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-05-12
2010,CY,PL98,PSYCHIATRIC,36,16263,328,5.28,11.92,2.15,3.01,75.13,14.94,196.23,77.9,9.19,55987,OECD_HEALTH_STAT,FLASH,2025-02-06
2011,FR,NL39,REHABILITATION,130,13305,236,5.77,5.42,1.86,4.23,67.87,7.47,16.02,136.29,1.16,86423,EUROSTAT_HEALTH,FIRST,2025-02-27
2012,IT,IE22,SPECIALISED,244,63239,2279,2.37,8.22,1.43,0.64,69.09,11.68,95.15,82.32,12.21,24393,NATIONAL_HEALTH_MINISTRY,SECOND,2024-03-29
2013,NL,DE110,UNIVERSITY,63,18718,1356,4.35,4.58,1.52,2.27,63.66,4.31,123.59,26.47,4.87,155624,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-12-27
2014,SI,ES474,GENERAL_ACUTE,250,120853,9194,5.74,11.04,0.61,6.45,79.43,9.06,105.28,94.98,6.1,112332,OECD_HEALTH_STAT,FLASH,2025-04-18
2015,BG,IE98,DAY_SURGERY,76,5450,190,2.27,10.14,2.12,0.6,83.24,7.58,134.7,49.22,4.81,22834,EUROSTAT_HEALTH,FIRST,2024-08-12
2016,EE,LU9,PSYCHIATRIC,82,34739,1950,2.07,5.8,0.47,1.96,83.46,11.26,31.49,139.32,3.75,43315,NATIONAL_HEALTH_MINISTRY,SECOND,2024-08-02
2017,HU,MT43,REHABILITATION,90,35617,1697,5.75,7.71,2.15,3.16,85.77,5.65,130.48,130.8,13.9,107320,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-07-27
2018,LU,FI48,SPECIALISED,177,78341,2174,6.36,11.4,0.69,6.63,75.82,12.23,49.09,131.31,2.73,77031,OECD_HEALTH_STAT,FLASH,2025-11-21
2019,RO,PL56,UNIVERSITY,37,9546,820,4.85,12.82,1.89,3.73,79.02,7.89,143.82,83.73,7.28,118351,EUROSTAT_HEALTH,FIRST,2025-12-06
2020,AT,BE929,GENERAL_ACUTE,254,71407,1972,5.06,4.44,2.07,3.58,60.55,8.64,92.53,22.59,20.59,2471,NATIONAL_HEALTH_MINISTRY,SECOND,2024-10-30
2021,CZ,CY841,DAY_SURGERY,11,4388,332,2.96,5.65,0.54,1.85,86.94,8.84,16.42,183.48,1.36,120202,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-02-08
2022,DE,EE2,PSYCHIATRIC,103,39313,1362,2.47,3.13,0.97,0.97,53.17,7.83,48.91,41.77,10.18,159525,OECD_HEALTH_STAT,FLASH,2024-06-30
2023,LV,MT7,REHABILITATION,77,31520,845,2.64,3.5,1.72,1.88,54.61,14.28,174.48,176.09,16.69,21547,EUROSTAT_HEALTH,FIRST,2025-04-07
2024,PL,LT403,SPECIALISED,196,66125,5865,1.89,8.99,0.93,1.51,78.71,4.71,141.57,12.1,21.9,120016,NATIONAL_HEALTH_MINISTRY,SECOND,2024-08-03
2025,ES,BG28,UNIVERSITY,23,6992,529,5.55,3.46,1.38,4.38,71.48,10.56,84.24,102.25,19.81,53196,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-02-02
2006,HR,DE44,GENERAL_ACUTE,205,61981,5481,3.1,3.49,1.84,1.21,66.27,10.27,108.42,75.35,12.14,92432,OECD_HEALTH_STAT,FLASH,2025-04-12
2007,FI,BE842,DAY_SURGERY,154,48034,2849,5.89,13.7,2.19,5.1,79.69,2.82,111.44,149.66,1.43,50388,EUROSTAT_HEALTH,FIRST,2025-04-11
2008,IE,HR469,PSYCHIATRIC,107,12599,964,4.07,8.16,1.76,2.27,76.47,4.64,152.4,184.68,12.42,18323,NATIONAL_HEALTH_MINISTRY,SECOND,2025-05-10
2009,MT,IT13,REHABILITATION,71,6317,246,5.32,8.45,1.97,4.33,65.53,10.57,26.63,88.09,14.0,104450,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-11-10
2010,SK,IT7,SPECIALISED,211,71265,2520,5.15,6.39,1.93,3.0,71.59,9.34,164.09,138.33,5.3,65124,OECD_HEALTH_STAT,FLASH,2025-06-19
2011,BE,CY183,UNIVERSITY,21,3063,70,5.06,6.09,1.36,4.45,59.2,4.21,190.09,78.01,3.69,1792,EUROSTAT_HEALTH,FIRST,2024-02-29
2012,DK,PL658,GENERAL_ACUTE,165,42369,1540,4.59,5.28,0.55,4.9,71.81,5.66,148.0,133.91,9.2,169990,NATIONAL_HEALTH_MINISTRY,SECOND,2025-05-25
2013,GR,PL9,DAY_SURGERY,44,3803,78,6.09,6.78,1.77,4.27,60.19,9.26,183.21,47.76,8.23,82845,HOSPITAL_ADMIN_REPORT,BENCHMARK,2026-02-17
2014,LT,NL929,PSYCHIATRIC,86,40514,611,6.27,11.34,2.02,5.27,59.21,11.33,26.61,143.59,2.52,86099,OECD_HEALTH_STAT,FLASH,2024-01-24
2015,PT,IE888,REHABILITATION,153,79605,3007,5.1,11.15,0.84,4.44,61.95,11.59,50.26,78.2,5.34,85618,EUROSTAT_HEALTH,FIRST,2025-06-10
2016,SE,SI27,SPECIALISED,76,29404,1581,3.51,11.29,2.16,2.69,52.9,6.88,8.77,81.09,11.6,79990,NATIONAL_HEALTH_MINISTRY,SECOND,2024-03-20
2017,CY,PL19,UNIVERSITY,117,18386,679,4.63,8.25,1.53,3.18,72.71,8.55,115.26,144.66,5.46,21172,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-06-20
2018,FR,CY91,GENERAL_ACUTE,187,43441,3396,5.94,6.34,1.05,6.0,84.67,4.82,15.6,118.13,7.95,48189,OECD_HEALTH_STAT,FLASH,2025-04-11
2019,IT,HU14,DAY_SURGERY,94,28645,516,2.5,8.83,1.37,1.26,60.04,11.93,199.45,179.35,14.18,96433,EUROSTAT_HEALTH,FIRST,2025-06-18
2020,NL,LT956,PSYCHIATRIC,13,4258,135,4.07,4.46,0.92,4.09,78.56,16.64,189.03,153.25,15.03,110878,NATIONAL_HEALTH_MINISTRY,SECOND,2024-01-18
2021,SI,PL72,REHABILITATION,77,12500,792,6.18,10.95,0.96,6.11,86.91,5.02,49.53,33.71,4.17,16219,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-06-21
2022,BG,FI73,SPECIALISED,255,74895,1702,4.0,4.64,1.86,3.03,76.74,11.57,181.68,46.84,4.29,6454,OECD_HEALTH_STAT,FLASH,2025-08-15
2023,EE,SE53,UNIVERSITY,111,26225,1602,4.16,4.3,1.66,2.98,70.16,8.7,202.22,14.04,8.23,111765,EUROSTAT_HEALTH,FIRST,2024-03-26
2024,HU,LU80,GENERAL_ACUTE,61,6203,177,6.22,3.4,1.61,4.48,93.41,3.71,75.45,77.31,4.31,25976,NATIONAL_HEALTH_MINISTRY,SECOND,2024-05-01
2025,LU,SI361,DAY_SURGERY,142,41583,3716,5.84,6.39,0.64,6.53,87.09,3.56,200.34,213.17,14.48,73083,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-12-25
2006,RO,LT109,PSYCHIATRIC,16,4893,432,2.67,12.55,0.99,2.17,82.09,10.58,55.59,141.71,12.25,65209,OECD_HEALTH_STAT,FLASH,2024-09-05
2007,AT,BG16,REHABILITATION,6,821,26,2.75,8.77,2.14,1.89,76.19,6.27,78.65,18.35,14.18,186797,EUROSTAT_HEALTH,FIRST,2024-07-26
2008,CZ,SE265,SPECIALISED,68,20902,1181,2.63,13.31,1.44,2.49,74.85,5.86,186.09,158.41,7.36,53092,NATIONAL_HEALTH_MINISTRY,SECOND,2024-11-25
2009,DE,SK20,UNIVERSITY,47,24255,696,4.09,6.37,1.77,1.73,72.49,6.6,34.56,55.86,7.66,129147,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-11-24
2010,LV,GR30,GENERAL_ACUTE,85,22774,2022,3.37,3.13,0.69,3.04,82.72,3.68,59.02,91.97,2.73,109977,OECD_HEALTH_STAT,FLASH,2024-05-08
2011,PL,SK95,DAY_SURGERY,128,16703,1465,6.13,9.45,0.72,5.94,55.26,4.07,79.79,111.37,15.25,86313,EUROSTAT_HEALTH,FIRST,2024-04-16
2012,ES,HU60,PSYCHIATRIC,95,29864,732,5.2,5.42,1.31,3.67,72.25,14.63,41.05,35.42,4.65,70383,NATIONAL_HEALTH_MINISTRY,SECOND,2024-10-30
2013,HR,FR9,REHABILITATION,1,241,9,3.83,8.99,1.12,3.2,63.04,6.25,105.99,73.43,9.14,86421,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-07-02
2014,FI,SI52,SPECIALISED,200,66535,3257,4.02,9.42,1.84,2.05,70.56,9.44,112.71,51.7,7.45,47846,OECD_HEALTH_STAT,FLASH,2026-02-24
2015,IE,RO28,UNIVERSITY,94,38209,603,6.37,5.13,0.48,6.11,81.27,3.22,179.95,145.34,15.01,107773,EUROSTAT_HEALTH,FIRST,2025-05-23
2016,MT,IE68,GENERAL_ACUTE,132,23564,1038,3.18,13.92,1.25,1.65,70.53,9.96,131.8,11.09,9.22,62266,NATIONAL_HEALTH_MINISTRY,SECOND,2024-05-10
2017,SK,CY880,DAY_SURGERY,119,20860,408,4.81,6.15,1.82,3.52,63.49,8.58,157.95,119.71,13.63,42944,HOSPITAL_ADMIN_REPORT,BENCHMARK,2026-02-11
2018,BE,HR78,PSYCHIATRIC,137,16662,1000,5.95,8.79,1.56,4.54,52.68,9.71,181.84,182.9,11.48,138377,OECD_HEALTH_STAT,FLASH,2025-09-10
2019,DK,GR98,REHABILITATION,109,6030,470,4.8,13.13,1.75,2.62,56.19,14.1,34.1,135.11,15.06,110542,EUROSTAT_HEALTH,FIRST,2025-06-16
2020,GR,PL929,SPECIALISED,25,7755,108,3.03,13.02,1.26,2.29,61.57,3.46,143.87,140.17,17.28,10845,NATIONAL_HEALTH_MINISTRY,SECOND,2024-04-17
2021,LT,SE508,UNIVERSITY,38,5673,252,4.28,13.25,1.39,2.99,78.8,6.33,57.66,47.15,12.38,99237,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-01-29
2022,PT,IE758,GENERAL_ACUTE,18,5623,316,4.6,12.78,2.11,2.76,90.81,6.81,43.52,73.0,18.8,51686,OECD_HEALTH_STAT,FLASH,2025-07-15
2023,SE,FI2,DAY_SURGERY,46,18975,796,2.1,5.26,2.13,0.6,53.17,12.06,80.08,84.95,10.94,40935,EUROSTAT_HEALTH,FIRST,2024-12-29
2024,CY,HR587,PSYCHIATRIC,25,11119,493,2.88,13.93,1.01,2.4,76.65,14.2,183.6,116.17,9.68,74344,NATIONAL_HEALTH_MINISTRY,SECOND,2025-12-28
2025,FR,EE31,REHABILITATION,148,50598,4312,5.42,8.68,1.52,3.56,68.05,6.79,53.86,55.09,17.3,42772,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-02-19
2006,IT,SE505,SPECIALISED,87,35644,2289,5.14,3.35,1.39,3.36,80.98,3.31,181.03,121.61,7.77,97779,OECD_HEALTH_STAT,FLASH,2024-08-10
2007,NL,IT1,UNIVERSITY,118,44047,2548,2.3,5.85,0.54,3.11,67.86,11.65,76.82,133.11,1.44,65040,EUROSTAT_HEALTH,FIRST,2025-07-11
2008,SI,CY440,GENERAL_ACUTE,273,127459,11448,4.39,3.46,1.05,3.02,71.64,2.93,40.99,106.11,3.81,87017,NATIONAL_HEALTH_MINISTRY,SECOND,2024-08-05
2009,BG,SK31,DAY_SURGERY,3,1302,98,2.12,9.53,0.9,0.72,66.51,4.02,146.11,187.59,6.78,31269,HOSPITAL_ADMIN_REPORT,BENCHMARK,2026-02-05
2010,EE,HR1,PSYCHIATRIC,48,10382,740,4.23,13.99,0.41,3.72,62.4,8.28,97.81,106.81,1.62,113341,OECD_HEALTH_STAT,FLASH,2024-02-12
2011,HU,BE55,REHABILITATION,72,6656,137,6.38,9.89,1.89,5.47,55.22,14.78,27.13,63.39,2.36,90215,EUROSTAT_HEALTH,FIRST,2025-07-21
2012,LU,IE58,SPECIALISED,146,61273,2487,3.36,13.47,1.26,1.58,61.93,5.7,50.18,78.1,8.58,12103,NATIONAL_HEALTH_MINISTRY,SECOND,2024-02-10
2013,RO,DK118,UNIVERSITY,89,22900,338,4.15,12.46,0.97,3.07,52.76,9.16,117.26,183.6,12.34,64818,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-08-21
2014,AT,HR6,GENERAL_ACUTE,167,8776,515,2.65,5.16,1.22,2.09,83.88,6.41,122.54,100.59,2.49,46746,OECD_HEALTH_STAT,FLASH,2025-12-21
2015,CZ,PL521,DAY_SURGERY,154,35437,3103,1.86,10.05,1.9,1.02,68.18,3.49,184.13,181.42,13.87,73848,EUROSTAT_HEALTH,FIRST,2024-11-06
2016,DE,BE8,PSYCHIATRIC,65,25683,394,3.92,13.24,1.48,1.94,81.76,6.23,67.27,166.51,3.41,26323,NATIONAL_HEALTH_MINISTRY,SECOND,2025-06-07
2017,LV,IE48,REHABILITATION,107,35498,895,4.48,7.96,1.12,4.35,85.99,5.5,169.38,231.85,5.07,1645,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-04-05
2018,PL,IT774,SPECIALISED,268,85348,7229,2.68,11.09,0.73,2.05,59.31,10.42,166.43,8.69,13.82,119892,OECD_HEALTH_STAT,FLASH,2024-10-31
2019,ES,SE990,UNIVERSITY,19,4432,236,4.41,3.88,0.52,4.35,65.31,6.29,42.65,28.04,7.56,99982,EUROSTAT_HEALTH,FIRST,2025-06-02
2020,HR,SE849,GENERAL_ACUTE,246,129829,1567,2.28,3.1,1.62,0.6,73.02,8.33,11.84,151.16,21.78,100904,NATIONAL_HEALTH_MINISTRY,SECOND,2025-04-28
2021,FI,AT74,DAY_SURGERY,25,1310,98,1.93,4.34,1.96,0.6,65.8,11.86,46.43,40.72,5.8,43750,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-06-14
2022,IE,LU39,PSYCHIATRIC,146,30494,588,3.63,9.19,0.79,2.37,75.77,7.36,153.71,178.01,5.15,26427,OECD_HEALTH_STAT,FLASH,2024-07-10
2023,MT,DE570,REHABILITATION,164,36279,2280,4.3,6.41,0.72,3.22,52.74,8.96,196.14,83.5,5.64,79,EUROSTAT_HEALTH,FIRST,2024-11-09
2024,SK,PT33,SPECIALISED,18,8431,204,3.61,13.02,1.48,2.08,83.16,3.1,44.61,13.28,12.84,119739,NATIONAL_HEALTH_MINISTRY,SECOND,2026-01-30
2025,BE,GR48,UNIVERSITY,24,11339,696,3.52,14.08,0.63,3.53,54.79,7.87,92.67,155.54,19.57,115257,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-05-26
2006,DK,SI635,GENERAL_ACUTE,53,16821,779,3.14,13.46,1.21,2.35,81.37,9.98,109.54,70.69,10.49,96669,OECD_HEALTH_STAT,FLASH,2025-07-22
2007,GR,MT710,DAY_SURGERY,71,26095,1206,1.97,7.5,1.59,0.6,71.86,5.69,142.19,8.64,12.39,112480,EUROSTAT_HEALTH,FIRST,2025-09-23
2008,LT,NL54,PSYCHIATRIC,156,77380,3703,6.1,4.2,0.74,5.63,85.44,6.84,38.53,137.42,12.38,106379,NATIONAL_HEALTH_MINISTRY,SECOND,2024-11-03
2009,PT,DE580,REHABILITATION,122,46834,4009,1.82,14.33,1.78,0.6,58.17,10.9,46.1,22.73,3.9,105617,HOSPITAL_ADMIN_REPORT,BENCHMARK,2026-02-14
2010,SE,DE975,SPECIALISED,68,19305,1051,6.34,5.36,1.96,4.02,54.37,8.5,139.69,64.26,7.14,19977,OECD_HEALTH_STAT,FLASH,2024-06-13
2011,CY,PL21,UNIVERSITY,45,23162,1033,5.65,6.86,0.99,4.47,55.7,7.4,103.81,179.74,5.03,43934,EUROSTAT_HEALTH,FIRST,2024-01-19
2012,FR,MT477,GENERAL_ACUTE,210,56175,909,2.93,13.49,1.8,0.65,68.64,12.25,194.56,117.37,13.87,204648,NATIONAL_HEALTH_MINISTRY,SECOND,2025-05-10
2013,IT,IT25,DAY_SURGERY,33,4035,111,4.19,9.16,1.29,3.34,80.32,9.23,86.36,125.97,8.92,49939,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-02-01
2014,NL,CY891,PSYCHIATRIC,1,393,17,3.57,6.74,1.31,2.89,70.79,11.72,137.02,52.12,5.85,128102,OECD_HEALTH_STAT,FLASH,2024-09-18
2015,SI,SE463,REHABILITATION,80,16877,562,1.97,3.85,2.18,0.6,86.82,8.3,95.58,125.88,1.9,121505,EUROSTAT_HEALTH,FIRST,2025-03-16
2016,BG,SE147,SPECIALISED,174,19831,901,4.02,8.86,0.94,4.35,79.74,3.44,110.98,94.23,9.78,108734,NATIONAL_HEALTH_MINISTRY,SECOND,2026-01-26
2017,EE,HU54,UNIVERSITY,103,17823,1172,5.53,10.49,2.14,2.91,73.47,10.34,92.89,29.71,4.41,8661,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-07-25
2018,HU,SE35,GENERAL_ACUTE,232,31179,1585,4.72,11.57,0.76,4.28,73.03,6.9,89.64,110.6,9.49,115463,OECD_HEALTH_STAT,FLASH,2025-06-07
2019,LU,IT35,DAY_SURGERY,159,29841,1018,5.17,14.44,1.17,3.87,55.78,10.87,34.62,178.31,14.46,63437,EUROSTAT_HEALTH,FIRST,2025-03-14
2020,RO,FI142,PSYCHIATRIC,126,55835,3173,2.14,11.0,1.59,0.61,83.96,8.73,44.6,139.49,7.85,35043,NATIONAL_HEALTH_MINISTRY,SECOND,2024-07-18
2021,AT,LT362,REHABILITATION,30,3135,232,3.72,11.05,1.14,2.19,62.77,8.84,212.41,186.26,9.95,52762,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-05-08
2022,CZ,EE97,SPECIALISED,31,14147,448,4.49,6.49,2.17,2.49,73.47,9.85,95.63,72.66,2.53,91817,OECD_HEALTH_STAT,FLASH,2024-01-21
2023,DE,SK649,UNIVERSITY,154,47916,512,2.07,3.15,2.17,1.13,86.88,5.44,26.16,113.35,1.4,1856,EUROSTAT_HEALTH,FIRST,2024-04-05
2024,LV,ES908,GENERAL_ACUTE,112,5436,357,4.85,10.91,1.52,3.99,75.52,11.59,201.1,178.89,11.45,24459,NATIONAL_HEALTH_MINISTRY,SECOND,2024-04-25
2025,PL,GR7,DAY_SURGERY,156,31334,696,5.43,4.61,2.1,3.47,55.22,3.3,54.31,156.03,1.89,46764,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-01-26
2006,ES,AT761,PSYCHIATRIC,121,22488,860,2.48,4.9,1.25,1.77,78.51,16.32,125.39,22.55,13.04,58877,OECD_HEALTH_STAT,FLASH,2024-07-25
2007,HR,HR47,REHABILITATION,78,7934,628,4.38,7.04,1.75,2.81,64.98,15.32,108.19,62.98,2.68,71138,EUROSTAT_HEALTH,FIRST,2025-05-24
2008,FI,FR41,SPECIALISED,163,37808,1971,4.79,11.84,1.82,4.3,82.89,7.99,114.75,123.89,10.34,11754,NATIONAL_HEALTH_MINISTRY,SECOND,2024-02-08
2009,IE,PL1,UNIVERSITY,7,2779,132,4.91,13.45,1.31,3.87,56.18,8.92,151.86,160.73,3.47,61931,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-07-02
2010,MT,DK157,GENERAL_ACUTE,195,52335,3586,4.58,4.32,2.17,3.8,64.13,10.3,45.29,101.17,5.09,67715,OECD_HEALTH_STAT,FLASH,2025-11-28
2011,SK,LV9,DAY_SURGERY,149,16627,570,5.54,4.4,0.48,4.77,60.99,8.38,151.59,180.81,12.98,1806,EUROSTAT_HEALTH,FIRST,2024-03-23
2012,BE,LV888,PSYCHIATRIC,126,57755,4253,4.21,8.65,1.82,1.99,86.14,6.49,180.44,130.36,13.56,68977,NATIONAL_HEALTH_MINISTRY,SECOND,2024-12-07
2013,DK,RO7,REHABILITATION,71,26622,784,4.83,10.57,0.52,4.85,82.96,16.2,99.93,10.01,1.36,30676,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-03-06
2014,GR,SI9,SPECIALISED,115,37096,2508,2.79,11.03,2.03,0.6,52.59,6.38,88.82,19.89,8.27,16716,OECD_HEALTH_STAT,FLASH,2025-10-21
2015,LT,IE240,UNIVERSITY,36,13327,643,4.24,10.45,1.18,4.34,57.93,12.23,24.5,115.8,2.4,83806,EUROSTAT_HEALTH,FIRST,2025-06-22
2016,PT,DK2,GENERAL_ACUTE,265,75548,1690,4.26,12.8,0.77,3.6,62.13,9.92,9.24,161.08,8.8,110640,NATIONAL_HEALTH_MINISTRY,SECOND,2024-07-27
2017,SE,IT714,DAY_SURGERY,91,45443,4053,5.39,7.6,1.18,3.67,55.36,10.29,123.77,100.99,11.62,32679,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-02-14
2018,CY,LV7,PSYCHIATRIC,84,12326,1078,6.06,9.4,2.04,3.92,58.3,12.24,110.8,122.28,12.5,2649,OECD_HEALTH_STAT,FLASH,2025-08-04
2019,FR,PT87,REHABILITATION,95,9117,401,4.46,6.9,1.23,3.68,77.29,14.26,193.79,107.41,13.73,14932,EUROSTAT_HEALTH,FIRST,2024-09-04
2020,IT,NL24,SPECIALISED,148,9826,149,5.98,9.74,0.59,6.69,79.56,6.6,23.17,94.91,1.23,95022,NATIONAL_HEALTH_MINISTRY,SECOND,2024-03-09
2021,NL,CY46,UNIVERSITY,147,61478,4105,2.1,11.77,2.06,0.6,53.89,4.49,103.82,177.23,20.49,200027,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-08-11
2022,SI,FR6,GENERAL_ACUTE,63,22342,987,5.04,10.61,1.59,2.97,82.8,11.36,138.48,10.62,12.87,100013,OECD_HEALTH_STAT,FLASH,2024-09-09
2023,BG,DK799,DAY_SURGERY,60,29383,1285,1.96,12.71,0.7,1.44,68.22,7.58,202.75,129.95,20.63,48764,EUROSTAT_HEALTH,FIRST,2026-01-11
2024,EE,RO27,PSYCHIATRIC,3,476,22,2.36,9.54,2.1,1.01,62.44,15.09,116.46,98.98,5.26,125068,NATIONAL_HEALTH_MINISTRY,SECOND,2024-12-12
2025,HU,SE632,REHABILITATION,41,18740,665,4.09,13.07,1.5,2.8,60.33,15.07,39.36,69.62,6.53,3853,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-07-10
2006,LU,HU149,SPECIALISED,220,51532,1540,5.81,8.4,0.94,5.87,67.45,7.03,197.0,50.59,6.07,6414,OECD_HEALTH_STAT,FLASH,2025-08-24
2007,RO,GR455,UNIVERSITY,164,22289,1652,4.78,3.05,0.7,4.34,54.49,8.53,174.72,44.5,2.35,39248,EUROSTAT_HEALTH,FIRST,2025-08-04
2008,AT,HU6,GENERAL_ACUTE,175,32560,1737,5.24,5.52,1.56,4.22,95.53,5.49,20.69,31.4,6.05,4314,NATIONAL_HEALTH_MINISTRY,SECOND,2025-02-13
2009,CZ,CZ802,DAY_SURGERY,26,8070,99,5.98,12.57,2.19,3.72,73.3,11.77,199.39,50.44,1.07,81555,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-10-29
2010,DE,LT86,PSYCHIATRIC,33,7845,228,2.26,13.52,1.86,0.6,78.06,7.99,193.57,73.18,6.08,147719,OECD_HEALTH_STAT,FLASH,2025-09-19
2011,LV,FI5,REHABILITATION,158,32941,1828,4.14,10.06,2.02,2.83,68.46,12.93,101.35,127.45,1.1,114107,EUROSTAT_HEALTH,FIRST,2025-06-11
2012,PL,PT5,SPECIALISED,46,9690,723,1.87,5.09,1.6,0.6,83.09,5.78,24.33,129.62,4.06,35150,NATIONAL_HEALTH_MINISTRY,SECOND,2025-12-24
2013,ES,IE20,UNIVERSITY,73,4745,62,2.45,12.55,0.89,1.63,86.86,6.55,12.8,96.7,8.86,76987,HOSPITAL_ADMIN_REPORT,BENCHMARK,2024-08-31
2014,HR,FI76,GENERAL_ACUTE,97,9182,392,3.15,4.47,1.26,2.56,87.53,9.16,134.23,237.84,10.43,44166,OECD_HEALTH_STAT,FLASH,2025-05-18
2015,FI,MT200,DAY_SURGERY,7,948,42,4.64,11.71,2.0,2.38,83.56,10.23,179.42,33.61,0.75,21370,EUROSTAT_HEALTH,FIRST,2025-02-23
2016,IE,DK47,PSYCHIATRIC,26,3866,209,6.23,3.84,0.75,6.11,78.83,11.44,34.61,144.38,4.74,98179,NATIONAL_HEALTH_MINISTRY,SECOND,2024-09-19
2017,MT,NL94,REHABILITATION,54,10621,409,4.99,12.82,2.01,3.07,86.42,7.7,66.0,66.65,7.28,86024,HOSPITAL_ADMIN_REPORT,BENCHMARK,2025-01-17
2018,SK,HR111,SPECIALISED,7,1771,35,2.75,7.02,2.16,0.6,53.79,10.77,58.61,106.8,7.51,61687,OECD_HEALTH_STAT,FLASH,2025-02-01
2019,BE,SK16,UNIVERSITY,121,67770,882,6.07,6.91,0.82,6.36,54.25,3.83,56.63,77.06,3.68,34822,EUROSTAT_HEALTH,FIRST,2025-08-01
