labor_wage_wage_survey_year,labor_wage_occupation_soc_6,labor_wage_industry_naics_3,labor_wage_pay_period_type,labor_wage_wage_p10,labor_wage_wage_p25,labor_wage_wage_median,labor_wage_wage_p75,labor_wage_wage_p90,labor_wage_annualized_wage_mean,labor_wage_overtime_share_pct,labor_wage_bonus_share_pct,labor_wage_benefits_cost_share_pct,labor_wage_union_coverage_rate_pct,labor_wage_gender_pay_gap_pct,labor_wage_race_pay_gap_pct,labor_wage_education_premium_pct,labor_wage_experience_premium_pct,labor_wage_cost_adjusted_wage_index,labor_wage_sampling_error_margin
2018,242769,332,BIWEEKLY,9.08,10.9,16.19,21.68,32.9,163462,0.71,9.6,22.18,23.19,-2.49,19.91,30.77,38.24,89.46,3.96
2022,252770,324,ANNUAL,13.06,20.26,33.63,39.28,51.29,198089,3.21,5.97,18.42,8.98,12.74,22.0,18.88,33.17,138.82,4.34
2022,262771,518,ANNUAL,30.37,35.53,37.2,54.2,57.96,169696,9.61,13.74,29.12,15.11,-4.49,30.05,12.44,33.33,81.55,1.41
2021,272772,315,MONTHLY,12.74,20.93,29.86,45.7,64.58,197127,5.87,14.49,9.93,21.62,6.94,-11.26,39.31,16.78,84.19,6.45
2025,282773,335,BIWEEKLY,20.64,30.22,33.54,53.19,59.78,117377,9.92,0.61,29.07,8.65,10.61,30.98,27.87,0.02,110.67,5.89
2021,292774,511,HOURLY,30.81,35.64,50.44,57.47,60.74,72793,4.32,13.48,20.12,0.19,14.18,13.36,6.9,19.19,132.9,5.3
2015,302775,312,WEEKLY,9.17,16.83,18.47,26.14,33.48,70977,10.87,17.15,22.11,26.77,10.38,4.74,39.66,30.73,89.6,2.29
2018,312776,522,BIWEEKLY,17.31,22.04,32.07,42.19,53.2,152145,7.21,11.67,33.82,34.78,27.76,6.03,51.95,0.09,134.35,3.71
2024,322777,311,HOURLY,23.01,31.5,34.12,47.64,61.47,162608,0.64,11.81,20.15,18.97,21.98,20.59,1.46,13.2,110.3,6.28
2020,332778,112,ANNUAL,31.67,38.06,49.4,52.21,73.41,117584,2.23,3.28,20.31,39.04,3.1,19.23,7.95,7.41,93.63,3.56
2017,342779,339,BIWEEKLY,23.88,31.92,43.56,46.89,51.22,141676,5.22,15.34,33.92,38.75,0.13,14.36,52.89,35.18,76.65,5.02
2022,352780,337,ANNUAL,24.97,28.0,39.01,50.67,61.94,155914,1.37,13.22,21.13,25.23,27.51,1.21,5.15,29.16,136.25,1.95
2019,362781,541,BIWEEKLY,27.03,30.84,40.72,43.17,46.7,104751,11.65,6.69,11.95,13.64,3.72,0.56,0.75,20.89,95.1,0.71
2020,372782,517,WEEKLY,29.35,37.39,48.93,65.55,85.44,143934,10.84,14.87,13.0,23.6,24.86,8.84,48.39,16.66,111.43,4.81
2023,382783,112,BIWEEKLY,20.66,26.32,38.05,57.62,75.67,177856,0.93,11.96,28.23,2.17,-8.36,27.16,38.01,1.67,109.09,4.37
2021,392784,522,WEEKLY,23.08,25.34,30.23,39.2,46.2,117095,3.2,9.21,19.12,26.78,8.53,-9.15,53.57,20.18,118.32,3.19
2018,402785,238,ANNUAL,18.16,25.74,33.57,47.69,58.63,194226,0.56,9.71,15.16,3.37,24.37,22.54,33.47,12.87,112.49,1.17
2022,412786,337,MONTHLY,11.55,13.91,15.71,31.81,42.5,134332,10.05,17.95,34.6,23.98,1.14,29.39,18.49,6.33,122.17,1.63
2024,422787,221,MONTHLY,19.36,23.95,38.15,40.37,60.12,114382,10.16,3.67,29.3,0.61,16.12,-6.0,37.45,36.78,115.81,1.37
2016,432788,425,BIWEEKLY,11.6,19.93,26.95,35.57,42.62,138557,0.34,15.64,18.97,6.43,16.6,-5.8,28.57,34.1,79.04,6.35
2021,442789,425,MONTHLY,11.65,13.28,19.01,29.46,38.0,160877,3.85,14.3,14.84,34.6,7.32,-4.42,46.99,1.9,83.75,2.24
2020,452790,213,HOURLY,12.12,18.41,19.73,33.4,43.76,90028,0.2,16.1,29.3,17.01,7.64,28.1,23.54,32.06,133.48,5.77
2016,462791,315,BIWEEKLY,9.05,13.82,24.93,44.43,63.76,187261,3.15,8.97,29.83,0.43,-3.67,20.19,37.08,33.82,114.22,2.05
2019,472792,445,HOURLY,13.73,18.27,23.5,27.18,30.27,39314,2.43,11.19,24.54,28.59,8.99,-9.36,16.0,11.61,111.16,5.79
2020,482793,424,ANNUAL,26.49,27.53,32.14,43.93,60.43,70654,11.8,7.36,13.43,11.2,6.63,26.51,12.88,6.37,113.05,4.84
2023,492794,488,MONTHLY,34.06,36.74,41.74,54.51,66.12,137079,11.84,4.55,27.69,31.13,-9.37,-8.45,39.22,33.9,136.5,4.23
2015,502795,112,HOURLY,23.08,26.4,39.63,53.87,58.46,60525,10.65,16.84,14.18,14.78,15.94,-9.94,53.34,19.07,113.88,5.33
2017,512796,221,MONTHLY,31.32,38.76,44.9,51.34,68.65,179011,8.2,2.09,34.41,29.98,1.29,7.89,46.07,33.03,88.9,2.38
2024,522797,452,HOURLY,16.32,17.38,20.75,39.14,43.48,44283,4.91,10.93,11.25,0.03,11.86,21.07,8.35,35.83,78.39,2.81
2024,532798,322,WEEKLY,22.91,26.96,38.7,54.28,58.01,166716,7.28,2.21,17.91,2.8,1.99,1.68,14.65,32.47,126.28,5.12
2015,542799,238,WEEKLY,11.97,13.69,26.39,44.06,61.1,55426,7.95,14.23,11.95,10.19,27.28,-11.0,31.32,28.2,112.18,2.05
2017,102800,425,WEEKLY,32.58,35.76,50.38,63.27,71.15,149865,5.15,7.91,29.68,2.99,-7.98,24.8,49.9,31.59,124.39,5.34
2022,112801,333,HOURLY,25.24,34.56,48.47,67.67,82.28,168379,10.98,9.75,25.86,43.81,10.25,31.16,24.85,14.69,118.38,0.55
2017,122802,336,BIWEEKLY,25.14,26.82,40.72,43.48,49.54,118369,7.95,13.31,21.34,10.33,16.03,23.74,17.58,13.09,135.71,1.52
2016,132803,517,ANNUAL,34.48,36.42,39.38,56.77,59.82,189446,10.96,7.28,24.28,38.34,15.0,24.92,34.24,6.91,122.47,0.39
2024,142804,445,BIWEEKLY,9.18,14.53,19.75,35.47,54.6,115502,11.59,0.87,16.88,41.76,3.49,17.35,48.53,30.61,93.49,5.28
2021,152805,237,ANNUAL,34.93,40.41,54.56,57.38,77.85,38983,3.39,8.37,22.81,22.86,18.38,29.69,41.7,32.35,129.27,4.76
2018,162806,722,MONTHLY,27.95,32.74,41.09,59.64,75.27,202979,7.99,3.72,10.12,38.9,12.22,22.21,51.26,34.36,70.69,1.38
2021,172807,425,HOURLY,31.5,41.19,52.67,54.77,71.49,154456,0.21,3.57,18.91,18.73,26.47,18.52,46.79,16.61,117.14,5.29
2018,182808,424,BIWEEKLY,31.05,33.45,39.4,55.98,67.22,171438,1.8,16.37,22.86,2.4,22.28,30.16,31.2,11.25,98.0,3.36
2016,192809,488,WEEKLY,14.41,22.18,34.34,50.39,59.79,168879,8.65,5.3,31.89,20.71,14.45,-4.19,0.35,2.93,123.34,2.73
2016,202810,333,BIWEEKLY,23.12,32.03,46.14,54.21,56.39,176030,9.66,1.28,31.16,10.55,10.26,10.6,34.21,22.36,71.19,3.68
2020,212811,221,MONTHLY,28.32,37.77,41.28,52.03,67.58,72342,0.57,6.96,34.36,10.8,0.27,10.56,11.92,3.49,139.24,3.55
2024,222812,445,HOURLY,17.84,26.41,40.46,60.32,80.68,67264,10.16,12.37,16.68,30.04,12.24,14.34,41.55,16.4,109.32,5.18
2023,232813,561,BIWEEKLY,33.98,40.78,46.14,49.65,66.57,69795,3.23,8.95,17.24,37.69,5.8,30.3,19.03,31.32,82.59,1.7
2016,242814,492,BIWEEKLY,23.19,28.73,33.2,40.23,63.91,66796,5.36,6.15,24.61,11.31,22.18,26.08,4.28,36.59,70.13,4.36
2023,252815,424,WEEKLY,19.35,25.82,38.13,47.55,63.63,185763,2.61,1.61,19.96,0.41,17.05,23.13,13.43,22.65,85.74,4.42
2023,262816,238,WEEKLY,28.12,29.26,36.45,48.89,62.8,36787,1.54,4.8,31.53,14.17,12.11,-9.97,27.82,22.19,123.44,2.11
2025,272817,313,BIWEEKLY,24.83,33.52,44.46,49.36,53.32,80760,9.84,15.75,33.69,24.02,-7.12,2.29,53.82,27.05,97.99,3.65
2020,282818,611,WEEKLY,14.18,18.46,31.76,37.93,47.03,171944,0.83,9.86,25.56,18.17,11.08,-9.01,15.55,17.58,132.02,3.96
2016,292819,423,HOURLY,27.52,31.89,39.77,43.34,49.87,53784,4.17,15.84,8.91,19.08,17.72,25.23,35.22,0.26,127.29,5.56
2018,302820,238,ANNUAL,10.02,14.55,21.03,27.64,50.27,142303,9.45,3.07,33.28,6.0,-2.08,29.85,13.17,26.66,134.0,3.78
2022,312821,921,BIWEEKLY,17.19,24.26,38.97,58.01,81.3,151772,3.82,7.54,29.1,39.67,15.65,21.63,45.75,31.08,136.42,6.47
2015,322822,211,ANNUAL,23.69,25.43,39.71,46.11,52.01,207702,3.23,6.6,24.28,43.45,-0.3,6.16,49.16,4.24,126.22,2.2
2017,332823,312,HOURLY,11.92,16.12,28.86,36.25,41.26,209118,3.96,12.27,34.06,33.76,16.36,25.98,30.07,6.31,122.03,3.87
2022,342824,331,WEEKLY,16.22,19.13,20.16,27.06,31.24,117958,9.71,12.23,24.56,0.9,0.38,1.44,12.37,8.89,131.63,5.44
2024,352825,811,BIWEEKLY,14.6,22.84,26.13,44.58,55.69,58340,7.63,15.48,34.31,12.77,23.36,0.85,47.76,23.37,74.99,3.66
2020,362826,314,BIWEEKLY,30.71,39.14,47.4,53.91,73.94,133179,5.81,14.4,27.04,2.2,-1.38,22.41,22.73,4.37,90.46,2.89
2021,372827,621,ANNUAL,33.68,40.38,43.75,59.92,79.24,205745,4.44,12.69,18.91,44.87,-6.45,12.89,42.32,34.46,119.84,1.79
2020,382828,326,WEEKLY,23.82,28.2,31.42,36.06,56.86,53056,10.83,7.67,9.63,35.78,-3.26,26.99,16.98,36.33,84.83,3.34
2018,392829,324,WEEKLY,9.9,19.1,23.17,37.46,55.58,192236,2.63,5.79,24.91,0.95,-4.11,8.08,20.26,3.02,107.56,3.85
2023,402830,523,ANNUAL,22.79,32.27,44.28,63.73,76.25,132990,1.4,13.16,24.7,13.42,10.89,13.72,10.03,28.39,134.29,3.81
2022,412831,334,WEEKLY,10.33,18.57,26.7,44.88,66.71,58181,5.14,2.04,24.6,3.95,-7.46,24.57,32.41,23.42,96.48,0.63
2023,422832,621,HOURLY,29.03,31.89,38.07,41.36,62.49,126811,4.96,16.96,8.25,41.78,25.28,27.3,7.06,34.34,70.64,5.32
2015,432833,315,BIWEEKLY,20.35,26.18,38.75,51.4,57.87,67014,0.53,6.2,27.88,2.03,-6.52,21.61,43.89,0.78,83.11,4.64
2017,442834,531,MONTHLY,29.5,36.97,48.63,57.94,76.72,175637,4.17,7.4,19.27,43.91,-6.08,15.51,36.21,4.21,136.15,4.79
2021,452835,488,ANNUAL,25.22,31.35,38.36,42.32,67.25,150533,10.51,15.35,14.2,11.51,21.63,22.28,48.33,7.1,120.62,5.9
2021,462836,332,HOURLY,28.53,34.06,38.86,44.96,65.45,34108,8.7,7.66,20.51,22.78,-0.41,14.63,15.61,5.61,101.13,5.69
2024,472837,112,MONTHLY,19.54,27.32,39.31,43.66,54.39,46962,10.04,3.88,30.49,21.72,6.1,-0.35,42.15,11.18,98.71,6.29
2022,482838,333,ANNUAL,13.43,16.95,18.83,38.64,60.47,40581,5.53,7.15,24.39,13.38,19.81,-6.76,34.37,23.56,83.73,4.03
2024,492839,424,HOURLY,24.15,29.48,41.15,60.6,72.32,35547,8.78,5.61,33.64,30.35,-3.93,13.87,51.47,16.28,88.12,0.69
2018,502840,337,ANNUAL,10.78,16.9,23.78,30.59,39.25,92098,4.65,16.11,22.88,14.85,-2.54,22.73,47.46,17.95,101.69,0.33
2023,512841,326,BIWEEKLY,10.25,12.01,24.12,38.93,41.59,104093,6.32,4.14,29.57,43.18,17.3,23.51,36.58,15.35,104.66,6.35
2017,522842,324,ANNUAL,21.73,25.89,34.92,53.97,73.09,110620,0.92,0.18,28.26,12.2,-6.13,-2.3,8.29,6.16,81.57,3.24
2024,532843,492,WEEKLY,9.02,18.95,29.54,37.08,51.73,131645,6.64,6.41,9.77,34.18,9.13,10.98,21.68,14.71,115.54,3.12
2023,542844,313,WEEKLY,20.56,28.16,29.28,33.9,39.53,189250,3.94,10.52,24.42,43.54,21.82,22.52,44.97,22.68,90.02,1.89
2015,102845,425,ANNUAL,14.53,20.86,35.0,43.58,56.84,199679,4.8,5.99,29.46,16.59,9.95,2.29,45.61,20.41,80.52,5.02
2022,112846,518,MONTHLY,9.36,12.34,17.23,32.45,42.32,85374,7.17,14.83,33.59,18.59,-6.04,20.78,28.24,19.38,71.57,0.54
2017,122847,522,WEEKLY,22.8,31.52,38.03,42.8,46.65,103665,8.46,6.77,24.4,3.23,6.67,2.38,37.71,14.86,131.79,2.7
2018,132848,337,MONTHLY,26.49,32.0,35.38,44.26,58.37,172742,2.61,16.4,21.94,41.0,11.33,1.14,26.46,10.38,74.3,0.69
2020,142849,425,WEEKLY,24.56,28.82,43.58,56.38,65.54,149104,0.01,4.46,25.3,1.03,23.78,-6.6,54.12,12.77,74.56,0.41
2018,152850,531,WEEKLY,18.68,23.21,25.32,42.95,52.25,184656,9.62,16.95,34.45,39.01,0.71,5.6,22.7,6.39,119.0,5.41
2018,162851,811,BIWEEKLY,16.56,17.7,28.36,46.04,49.9,117936,10.59,11.97,11.57,10.16,23.23,-2.76,51.7,36.66,92.67,0.48
2021,172852,237,ANNUAL,33.35,36.44,43.19,49.34,64.03,126709,4.98,12.96,17.96,6.79,20.99,-8.65,20.94,10.33,99.14,3.53
2017,182853,324,WEEKLY,34.4,37.92,47.44,60.82,75.34,104980,4.99,10.0,31.39,34.14,-9.7,-6.9,34.73,2.61,101.75,1.29
2016,192854,722,HOURLY,30.07,37.33,50.32,54.37,78.0,108990,6.94,14.73,13.02,10.36,-8.16,-5.26,29.15,0.67,136.08,0.82
2022,202855,561,BIWEEKLY,30.21,35.86,42.11,57.25,64.19,50606,3.09,0.48,11.55,34.78,16.18,-2.56,39.87,14.42,114.42,2.57
2025,212856,519,MONTHLY,9.47,13.56,15.36,23.6,26.63,175761,1.89,9.87,14.61,8.51,20.14,-7.52,26.23,13.03,98.5,2.48
2016,222857,561,HOURLY,18.95,23.06,36.76,44.67,46.91,60095,8.27,7.67,11.23,28.35,14.2,-1.31,53.07,9.1,137.82,4.99
2019,232858,315,MONTHLY,18.61,25.27,32.88,37.02,48.78,41445,8.24,10.49,30.27,21.15,10.59,-5.65,10.17,8.17,91.8,1.44
2022,242859,531,ANNUAL,29.61,38.89,51.2,70.63,77.99,132387,6.95,7.89,9.74,28.34,-0.17,0.82,17.42,8.01,126.14,3.25
2025,252860,237,WEEKLY,22.85,25.3,39.03,44.1,59.63,103735,6.61,12.78,32.18,1.64,-3.61,18.46,10.75,9.61,95.12,3.38
2018,262861,213,BIWEEKLY,26.65,33.91,43.06,62.24,83.38,87523,2.47,9.49,27.44,1.22,-6.51,27.12,1.18,2.92,74.97,4.38
2022,272862,237,ANNUAL,9.53,17.98,22.83,36.92,42.81,70641,4.75,15.48,13.86,14.34,0.46,26.71,24.78,7.48,115.21,2.91
2017,282863,336,HOURLY,13.27,17.58,20.03,39.55,51.66,65085,5.76,8.6,33.51,18.79,15.35,28.71,21.09,18.91,100.84,3.32
2017,292864,111,HOURLY,29.93,37.61,44.68,55.51,68.04,65076,3.87,11.1,25.96,38.99,-4.32,31.16,6.53,29.72,120.42,5.36
2022,302865,531,MONTHLY,27.52,29.53,40.05,53.19,75.8,64685,1.79,11.67,21.46,4.09,-4.51,1.47,37.21,16.03,124.23,4.75
2023,312866,518,WEEKLY,14.78,20.25,25.78,36.63,51.75,92062,10.4,14.17,30.2,43.42,15.54,-11.05,46.25,28.33,107.64,1.58
2018,322867,811,WEEKLY,34.67,40.04,44.0,49.81,66.41,65250,10.61,5.38,11.89,38.4,6.75,-7.08,21.87,20.19,128.76,2.46
2020,332868,211,ANNUAL,14.72,24.58,29.61,49.28,52.63,95833,9.45,11.14,28.64,14.08,-1.53,-12.0,17.48,5.87,75.39,5.91
2020,342869,484,WEEKLY,21.55,25.03,32.29,48.38,52.43,187816,5.82,5.52,16.23,7.06,-7.72,24.85,41.46,38.71,100.23,4.89
2015,352870,322,WEEKLY,22.49,30.81,39.14,49.39,71.2,71207,11.08,9.95,31.25,38.01,9.62,-1.14,11.12,30.21,99.24,3.37
2024,362871,111,HOURLY,26.22,32.51,46.45,52.25,55.36,121349,8.49,3.57,34.48,8.98,17.83,10.7,34.84,37.26,131.05,2.29
2020,372872,921,WEEKLY,9.07,16.14,25.28,28.91,50.34,155217,5.07,4.17,17.73,11.91,7.04,5.17,38.46,8.07,109.47,4.94
2018,382873,336,MONTHLY,17.0,23.54,37.26,46.19,55.56,62352,3.8,0.58,13.88,5.92,16.76,7.55,11.5,2.53,98.01,0.98
2023,392874,327,MONTHLY,15.07,18.5,20.36,30.07,36.45,110800,11.57,17.09,19.32,21.64,2.44,31.38,34.18,10.47,93.08,4.93
2021,402875,335,ANNUAL,10.27,18.29,30.42,34.68,44.44,131920,9.98,5.44,29.15,43.13,0.38,19.01,34.63,11.39,119.21,1.18
2022,412876,519,WEEKLY,26.5,29.98,41.9,55.27,79.77,186918,8.71,3.89,16.52,0.3,-5.13,8.59,38.36,10.12,96.28,5.71
2025,422877,111,ANNUAL,13.69,17.32,32.08,51.39,75.66,194885,1.57,12.38,17.04,16.07,21.15,16.72,23.15,14.55,118.48,4.57
2019,432878,481,ANNUAL,10.02,12.5,26.91,36.14,46.2,154920,6.91,8.01,32.69,7.89,-5.43,14.7,22.49,38.2,129.9,1.14
2019,442879,722,MONTHLY,20.86,28.56,41.46,51.13,75.37,195063,6.99,11.99,26.94,3.04,-7.6,31.77,47.23,3.92,134.69,2.5
2022,452880,221,ANNUAL,16.51,24.37,33.09,36.68,58.86,202572,1.28,9.32,27.96,2.27,16.96,-7.38,31.36,1.36,97.97,1.41
2021,462881,324,BIWEEKLY,17.31,22.98,25.59,32.43,35.63,176222,9.93,0.01,16.27,13.53,20.98,0.29,35.35,12.91,126.96,4.81
2021,472882,314,ANNUAL,31.41,33.93,47.86,60.31,76.37,163125,9.37,2.38,34.16,28.87,6.91,2.72,52.18,25.1,79.32,2.52
2023,482883,611,ANNUAL,27.23,30.56,37.27,52.05,63.69,170719,3.32,8.26,12.29,25.52,21.06,-1.14,2.36,10.45,98.35,5.77
2019,492884,337,ANNUAL,16.61,24.8,26.01,29.49,42.44,75343,3.08,7.01,28.55,9.2,19.06,17.86,30.78,25.01,138.89,2.71
2021,502885,237,MONTHLY,20.17,28.49,38.23,52.76,58.8,116665,4.69,6.63,31.15,29.15,-9.43,13.22,42.69,25.8,133.37,2.48
2024,512886,333,WEEKLY,24.77,33.54,48.35,57.71,65.81,107486,5.85,1.91,13.62,11.84,10.52,-7.77,47.7,7.07,86.87,6.39
2015,522887,331,BIWEEKLY,28.8,37.85,41.78,52.83,77.31,72933,8.95,3.38,16.87,29.85,25.02,10.96,6.5,2.85,128.65,0.4
2025,532888,518,MONTHLY,10.8,19.8,22.8,39.27,62.56,45360,6.23,5.36,29.63,4.38,19.42,8.31,40.65,32.03,138.0,5.39
2015,542889,517,HOURLY,20.29,27.55,40.08,51.88,57.82,54847,1.59,17.89,22.65,3.38,-4.64,19.03,18.33,19.13,71.82,1.69
2019,102890,331,WEEKLY,11.22,20.01,30.0,40.25,45.42,135533,8.57,12.28,28.32,31.5,8.79,3.83,33.14,4.07,115.86,2.59
2025,112891,336,BIWEEKLY,10.21,17.86,25.47,33.86,56.95,78713,11.88,16.18,18.34,41.56,19.8,5.48,43.25,23.84,99.69,6.13
2023,122892,523,HOURLY,24.12,25.91,38.07,44.98,57.35,67055,8.75,17.0,29.62,44.12,0.84,-4.77,3.13,25.28,129.21,2.19
2015,132893,811,WEEKLY,10.32,18.09,32.25,40.85,43.19,145499,6.59,5.07,17.73,42.67,1.55,-0.91,18.62,39.64,122.77,4.84
2022,142894,445,BIWEEKLY,16.55,22.33,28.48,41.33,48.54,163851,3.0,1.37,31.38,32.35,2.74,-8.11,44.26,20.46,122.41,5.29
2024,152895,523,WEEKLY,17.56,18.83,20.52,38.28,43.01,180207,1.95,3.92,11.45,32.61,16.94,17.28,45.71,10.18,111.84,2.38
2021,162896,531,HOURLY,15.61,22.8,31.51,50.66,54.73,63526,11.26,15.6,14.03,26.13,18.74,-9.23,15.68,27.39,101.84,6.11
2022,172897,327,MONTHLY,12.34,17.92,19.93,35.69,58.68,136771,1.47,10.16,25.23,27.51,11.44,-1.75,49.4,34.58,118.21,1.14
2023,182898,541,ANNUAL,33.8,36.29,47.52,51.11,70.12,83165,8.68,13.22,32.4,6.38,16.78,23.2,13.81,13.06,106.24,5.78
2019,192899,236,WEEKLY,30.2,34.77,40.44,50.81,72.25,162542,2.21,9.86,15.48,34.77,-0.83,3.52,17.88,27.04,87.86,4.78
2019,202900,335,HOURLY,22.15,30.37,42.51,55.55,79.93,83699,0.6,5.95,24.85,28.5,12.39,8.46,53.88,14.35,108.78,2.6
2017,212901,722,MONTHLY,25.5,33.83,44.46,58.97,63.9,113355,3.76,14.67,9.01,29.08,20.63,26.89,15.34,36.1,102.93,5.58
2019,222902,327,WEEKLY,16.25,19.47,33.99,37.6,44.64,47433,3.13,7.82,14.47,12.43,-9.94,-4.11,28.77,18.62,85.79,5.92
2025,232903,311,BIWEEKLY,31.74,38.46,48.34,53.92,72.02,146402,4.34,7.99,27.68,18.28,26.11,0.53,36.91,32.36,131.14,4.17
2021,242904,611,MONTHLY,16.28,17.28,20.78,24.72,27.95,74915,8.51,5.99,18.94,0.3,21.02,17.61,46.97,35.71,137.4,3.01
2025,252905,488,WEEKLY,27.7,34.85,48.64,65.47,73.7,56129,10.56,11.07,33.49,38.23,-4.34,28.04,36.72,27.5,121.36,3.47
2015,262906,339,HOURLY,24.27,32.94,47.63,57.42,69.53,100314,1.89,5.73,18.18,13.86,1.9,5.32,13.13,11.76,76.09,3.37
2024,272907,326,BIWEEKLY,27.23,31.09,38.19,41.92,58.65,204490,3.86,5.29,20.97,41.62,12.22,17.2,37.33,3.59,123.51,4.29
2016,282908,511,ANNUAL,25.43,33.86,40.59,43.16,61.25,195473,10.8,8.11,18.87,27.92,24.12,15.19,15.22,15.34,109.15,0.47
2019,292909,452,WEEKLY,33.78,40.45,50.92,60.03,66.73,82985,7.48,0.97,16.24,28.28,20.38,2.31,17.41,17.01,91.9,6.15
2024,302910,424,HOURLY,25.41,28.83,32.85,46.04,51.62,97859,1.92,14.18,25.82,41.13,-0.36,13.71,10.93,23.19,76.37,3.26
2019,312911,238,ANNUAL,31.56,39.02,48.24,61.33,66.55,124978,4.99,6.91,27.84,10.39,-5.81,0.36,29.55,22.04,80.54,5.32
2017,322912,221,HOURLY,30.24,35.19,40.93,60.28,78.54,91367,11.81,17.7,17.23,17.06,-4.66,-6.27,28.78,29.56,95.24,4.64
2025,332913,492,HOURLY,17.06,21.61,32.49,41.02,53.47,105040,7.6,4.02,22.02,11.66,-5.63,-10.09,18.83,38.32,105.34,2.48
2023,342914,711,MONTHLY,18.36,20.85,34.27,53.5,62.48,182554,9.17,5.09,16.28,38.79,-5.97,2.87,23.84,39.36,132.93,4.84
2016,352915,711,MONTHLY,27.31,33.27,36.57,46.17,50.86,202159,3.43,12.59,24.41,20.32,26.76,9.01,48.58,18.97,91.61,5.91
2020,362916,531,MONTHLY,33.66,42.53,47.72,64.78,83.06,114594,10.06,11.62,25.26,17.63,4.41,-9.0,35.87,25.32,86.21,2.89
2015,372917,452,MONTHLY,32.35,33.83,44.02,53.48,61.15,183065,8.05,8.11,31.64,11.24,-6.76,9.37,38.73,2.51,80.77,5.0
2016,382918,524,ANNUAL,17.02,22.72,26.45,43.12,58.56,44550,4.82,10.43,11.77,16.8,10.82,3.17,3.12,13.49,85.03,2.64
2025,392919,236,MONTHLY,18.04,21.65,34.54,49.42,69.72,128411,11.38,5.53,8.5,1.2,21.99,31.68,14.12,32.27,85.91,2.33
2019,402920,322,BIWEEKLY,34.67,37.98,39.12,41.99,51.42,35768,8.17,16.6,10.4,13.9,-6.68,0.8,35.5,22.02,112.11,0.84
2016,412921,237,BIWEEKLY,30.67,33.88,39.4,46.0,58.51,51857,0.83,8.86,32.58,19.63,15.48,14.14,30.91,38.35,107.98,4.21
2020,422922,213,MONTHLY,24.77,27.68,37.01,46.46,63.15,152839,3.47,1.99,31.5,43.8,17.46,15.12,1.69,24.62,119.86,0.36
2016,432923,111,WEEKLY,17.32,22.02,31.26,38.72,60.28,128122,1.81,17.86,33.54,6.8,-5.78,30.31,30.37,3.12,73.46,2.73
2021,442924,238,HOURLY,25.02,32.01,40.64,47.4,63.48,79078,0.35,0.75,20.42,26.16,-5.28,-3.8,14.43,29.2,89.01,4.37
2024,452925,311,ANNUAL,26.47,28.64,30.83,33.1,56.99,156783,4.23,10.68,33.12,15.43,23.25,15.34,19.35,8.85,77.39,1.51
2017,462926,236,ANNUAL,16.82,26.31,38.67,48.49,68.93,178074,7.41,15.1,23.53,4.02,7.29,22.41,23.88,34.34,92.75,2.43
2022,472927,441,BIWEEKLY,27.23,28.97,42.18,59.79,84.32,51685,6.92,8.43,11.48,6.13,25.53,5.4,27.76,18.57,130.49,1.72
2015,482928,221,WEEKLY,23.66,30.39,41.34,47.06,51.04,47267,0.62,17.23,16.67,44.59,10.99,-5.61,25.52,11.75,124.87,3.49
2016,492929,441,MONTHLY,11.94,19.33,32.92,36.16,59.08,131998,11.96,16.77,18.87,39.37,17.67,23.29,5.3,4.95,107.82,2.09
2019,502930,921,MONTHLY,27.15,28.24,36.36,51.67,74.07,189777,8.45,8.13,23.0,27.98,20.05,-3.88,46.81,2.91,80.4,1.3
2015,512931,236,MONTHLY,30.26,37.02,47.4,61.32,72.86,83876,10.83,17.91,11.48,27.88,-1.54,28.03,51.14,32.77,122.55,5.64
2023,522932,488,WEEKLY,30.1,36.01,45.39,47.58,61.43,83782,5.24,0.75,12.02,17.3,-4.38,-7.66,8.21,8.56,93.87,1.46
2022,532933,333,MONTHLY,33.73,43.65,50.87,53.63,74.66,82000,8.6,16.85,25.18,41.35,2.58,-10.53,10.62,30.3,72.12,3.26
2023,542934,334,ANNUAL,18.93,27.74,34.93,45.0,55.48,71112,6.69,6.86,34.19,28.2,-7.32,10.36,15.22,36.0,84.15,2.38
2025,102935,339,HOURLY,30.52,38.25,52.14,61.22,75.04,119967,7.4,10.31,10.35,39.09,14.81,29.89,23.16,14.86,109.27,2.86
2021,112936,332,ANNUAL,22.9,26.72,33.15,48.73,52.13,206970,0.13,15.14,34.39,2.83,-4.05,29.91,35.21,21.33,98.77,5.77
2020,122937,511,HOURLY,31.46,39.92,50.66,62.02,86.72,81333,6.84,8.4,8.03,43.53,19.3,9.61,4.66,28.27,97.3,1.71
2025,132938,237,HOURLY,12.19,20.67,24.48,30.6,45.26,47529,5.59,10.31,8.18,40.23,-5.78,26.02,24.08,39.75,82.07,1.93
2015,142939,339,ANNUAL,28.27,36.42,37.7,46.04,69.54,63849,0.13,10.34,32.96,43.57,11.89,30.85,47.18,9.55,109.56,3.54
2023,152940,541,HOURLY,23.49,32.26,43.69,46.96,57.29,134471,9.47,17.78,32.33,20.73,-4.51,29.87,27.62,8.34,118.07,2.18
2023,162941,423,HOURLY,21.19,28.34,35.92,46.91,71.1,108487,1.99,16.98,18.56,18.17,-5.17,27.78,9.68,7.17,108.81,3.96
2021,172942,339,HOURLY,26.09,31.08,44.74,64.63,89.17,190063,4.47,6.16,8.69,33.5,10.22,-11.44,5.66,23.34,80.86,0.57
