gov_rrf_reference_year,gov_rrf_member_state_iso2,gov_rrf_plan_component_code,gov_rrf_measure_id,gov_rrf_milestone_id,gov_rrf_target_id,gov_rrf_milestone_due_date,gov_rrf_milestone_status_code,gov_rrf_payment_request_date,gov_rrf_payment_disbursed_eur,gov_rrf_total_allocation_eur,gov_rrf_green_share_pct,gov_rrf_digital_share_pct,gov_rrf_reforms_flag,gov_rrf_investments_flag,gov_rrf_procurement_linked_flag,gov_rrf_state_aid_compliance_flag,gov_rrf_audit_findings_count,gov_rrf_data_source,gov_rrf_data_extract_date
2021,PL,C05,PL_C05_M027,PL_C05_M027_MS27,PL_C05_M027_T17,2024-09-25,CANCELLED,2022-05-07,359209814.15,17535095193.9,29.27,25.67,1,0,0,1,39,COMMISSION_IMPLEMENTING_DECISIONS,2025-04-17
2022,ES,C06,ES_C06_M028,ES_C06_M028_MS28,ES_C06_M028_T18,2023-05-06,REVISED,2020-07-13,163140097.91,19317188661.62,35.47,15.9,0,1,0,1,52,NATIONAL_RRF_REPORT,2025-07-14
2023,HR,C07,HR_C07_M029,HR_C07_M029_MS29,HR_C07_M029_T19,2025-03-21,PLANNED,2024-08-09,968269354.28,20521608158.35,46.8,36.13,1,1,0,1,22,RRF_SCOREBOARD,2025-04-21
2024,FI,C08,FI_C08_M030,FI_C08_M030_MS30,FI_C08_M030_T20,2024-04-29,IN_PROGRESS,,916480857.65,38888503180.7,37.68,15.2,1,1,1,1,52,ECA_AUDIT_SUMMARY,2025-09-27
2025,IE,C09,IE_C09_M031,IE_C09_M031_MS31,IE_C09_M031_T21,2025-01-08,COMPLETED,2025-03-06,172876859.66,7565872941.36,29.09,18.52,0,0,0,1,3,COMMISSION_IMPLEMENTING_DECISIONS,2024-10-14
2026,MT,C10,MT_C10_M032,MT_C10_M032_MS32,MT_C10_M032_T22,2026-01-26,DELAYED,2022-01-07,1608613792.69,37688018952.1,32.61,19.41,1,1,0,1,16,NATIONAL_RRF_REPORT,2025-03-12
2020,SK,C11,SK_C11_M033,SK_C11_M033_MS33,SK_C11_M033_T23,2025-05-24,CANCELLED,2025-10-10,170867526.89,31708529003.72,22.8,23.72,1,1,0,1,28,RRF_SCOREBOARD,2024-05-24
2021,BE,C12,BE_C12_M034,BE_C12_M034_MS34,BE_C12_M034_T24,2026-01-31,REVISED,,131324558.72,8746971979.01,24.39,24.78,0,0,0,0,45,ECA_AUDIT_SUMMARY,2024-01-08
2022,DK,C13,DK_C13_M035,DK_C13_M035_MS35,DK_C13_M035_T25,2024-07-31,PLANNED,2020-01-28,368510906.12,12801571913.02,32.65,21.93,0,0,0,0,2,COMMISSION_IMPLEMENTING_DECISIONS,2026-01-21
2023,GR,C14,GR_C14_M036,GR_C14_M036_MS36,GR_C14_M036_T26,2024-05-31,IN_PROGRESS,2020-07-12,1356029239.98,29526107624.53,25.71,17.45,1,1,0,0,17,NATIONAL_RRF_REPORT,2024-01-05
2024,LT,C15,LT_C15_M037,LT_C15_M037_MS37,LT_C15_M037_T27,2024-08-11,COMPLETED,2025-06-04,517523680.63,40441160293.11,54.41,24.59,1,0,0,1,54,RRF_SCOREBOARD,2025-02-10
2025,PT,C16,PT_C16_M038,PT_C16_M038_MS38,PT_C16_M038_T28,2025-07-02,DELAYED,2023-08-11,788851675.04,27350802115.78,41.23,18.26,1,1,1,1,42,ECA_AUDIT_SUMMARY,2025-08-02
2026,SE,C17,SE_C17_M039,SE_C17_M039_MS39,SE_C17_M039_T29,2026-01-30,CANCELLED,,79167350.59,20964522456.76,28.77,19.03,0,1,1,0,4,COMMISSION_IMPLEMENTING_DECISIONS,2025-06-07
2020,CY,C18,CY_C18_M040,CY_C18_M040_MS40,CY_C18_M040_T30,2025-12-31,REVISED,2025-05-12,222742788.04,13987281678.07,47.97,28.85,1,0,0,0,42,NATIONAL_RRF_REPORT,2024-08-26
2021,FR,C01,FR_C01_M041,FR_C01_M041_MS01,FR_C01_M041_T01,2022-09-15,PLANNED,2020-09-07,396949561.1,17732792711.66,37.14,27.55,0,1,1,1,27,RRF_SCOREBOARD,2025-05-20
2022,IT,C02,IT_C02_M042,IT_C02_M042_MS02,IT_C02_M042_T02,2025-10-03,IN_PROGRESS,2024-05-09,575305148.95,33592869262.32,29.98,34.48,1,0,0,0,54,ECA_AUDIT_SUMMARY,2024-06-30
2023,NL,C03,NL_C03_M043,NL_C03_M043_MS03,NL_C03_M043_T03,2023-03-27,COMPLETED,2025-02-05,3371759888.77,37849453676.12,28.0,22.46,1,1,1,1,8,COMMISSION_IMPLEMENTING_DECISIONS,2025-10-09
2024,SI,C04,SI_C04_M044,SI_C04_M044_MS04,SI_C04_M044_T04,2025-06-01,DELAYED,2025-08-02,196099482.63,12733584342.58,33.35,35.97,1,0,0,0,45,NATIONAL_RRF_REPORT,2025-06-08
2025,BG,C05,BG_C05_M045,BG_C05_M045_MS05,BG_C05_M045_T05,2026-01-06,CANCELLED,,8747937.15,1195577913.18,24.09,18.51,1,1,1,0,5,RRF_SCOREBOARD,2025-08-22
2026,EE,C06,EE_C06_M046,EE_C06_M046_MS06,EE_C06_M046_T06,2026-02-17,REVISED,2022-09-26,39572053.92,14845427543.67,33.17,21.47,1,0,0,1,28,ECA_AUDIT_SUMMARY,2024-04-21
2020,HU,C07,HU_C07_M047,HU_C07_M047_MS07,HU_C07_M047_T07,2020-09-08,PLANNED,2023-10-09,261243054.37,5571275744.66,38.95,26.81,1,0,0,0,26,COMMISSION_IMPLEMENTING_DECISIONS,2024-10-26
2021,LU,C08,LU_C08_M048,LU_C08_M048_MS08,LU_C08_M048_T08,2026-01-12,IN_PROGRESS,,384723439.88,11685452872.33,42.7,16.0,1,1,1,0,19,NATIONAL_RRF_REPORT,2024-11-13
2022,RO,C09,RO_C09_M049,RO_C09_M049_MS09,RO_C09_M049_T09,2025-10-16,COMPLETED,2025-10-23,2688777670.59,25824647254.05,33.47,16.05,1,1,1,1,17,RRF_SCOREBOARD,2024-08-11
2023,AT,C10,AT_C10_M050,AT_C10_M050_MS10,AT_C10_M050_T10,2024-04-11,DELAYED,2021-01-28,573430259.28,27151316246.81,33.26,35.64,0,1,1,0,43,ECA_AUDIT_SUMMARY,2025-04-28
2024,CZ,C11,CZ_C11_M051,CZ_C11_M051_MS11,CZ_C11_M051_T11,2025-03-13,CANCELLED,,41884421.36,21650805807.03,47.94,18.55,1,1,0,1,27,COMMISSION_IMPLEMENTING_DECISIONS,2025-02-16
2025,DE,C12,DE_C12_M052,DE_C12_M052_MS12,DE_C12_M052_T12,2025-10-16,REVISED,2020-03-15,392540978.03,12739081147.37,31.06,19.03,1,1,1,1,48,NATIONAL_RRF_REPORT,2025-11-29
2026,LV,C13,LV_C13_M053,LV_C13_M053_MS13,LV_C13_M053_T13,2026-02-13,PLANNED,,1318750970.51,27410352580.96,49.08,31.36,0,1,0,0,43,RRF_SCOREBOARD,2024-07-09
2020,PL,C14,PL_C14_M054,PL_C14_M054_MS14,PL_C14_M054_T14,2024-12-25,IN_PROGRESS,2020-11-27,1941157960.24,42650767614.21,53.82,22.72,1,1,0,1,11,ECA_AUDIT_SUMMARY,2025-11-12
2021,ES,C15,ES_C15_M055,ES_C15_M055_MS15,ES_C15_M055_T15,2024-10-31,COMPLETED,2025-04-12,1629076723.0,21147226849.42,38.34,17.9,0,1,1,1,54,COMMISSION_IMPLEMENTING_DECISIONS,2024-02-29
2022,HR,C16,HR_C16_M056,HR_C16_M056_MS16,HR_C16_M056_T16,2022-05-11,DELAYED,,1026489629.75,28833103445.23,54.26,25.0,1,0,0,1,27,NATIONAL_RRF_REPORT,2024-04-06
2023,FI,C17,FI_C17_M057,FI_C17_M057_MS17,FI_C17_M057_T17,2025-08-15,CANCELLED,2024-11-26,181135922.17,29534164072.32,50.36,19.35,1,1,1,1,6,RRF_SCOREBOARD,2025-06-16
2024,IE,C18,IE_C18_M058,IE_C18_M058_MS18,IE_C18_M058_T18,2024-06-21,REVISED,,352586383.07,7547519459.33,29.72,38.86,0,1,0,1,25,ECA_AUDIT_SUMMARY,2025-05-22
2025,MT,C01,MT_C01_M059,MT_C01_M059_MS19,MT_C01_M059_T19,2025-03-26,PLANNED,2021-03-15,195693328.04,5001703212.72,48.39,30.43,0,0,0,1,10,COMMISSION_IMPLEMENTING_DECISIONS,2024-10-19
2026,SK,C02,SK_C02_M060,SK_C02_M060_MS20,SK_C02_M060_T20,2026-01-24,IN_PROGRESS,2023-06-07,334818944.44,8094222969.75,53.16,36.61,1,1,1,0,24,NATIONAL_RRF_REPORT,2025-03-17
2020,BE,C03,BE_C03_M061,BE_C03_M061_MS21,BE_C03_M061_T21,2023-10-08,COMPLETED,2025-06-20,443343262.95,11112061777.55,23.6,25.23,1,1,1,0,0,RRF_SCOREBOARD,2024-08-31
2021,DK,C04,DK_C04_M062,DK_C04_M062_MS22,DK_C04_M062_T22,2025-05-26,DELAYED,,911882363.48,21060188318.62,29.11,28.14,0,1,0,1,15,ECA_AUDIT_SUMMARY,2025-10-09
2022,GR,C05,GR_C05_M063,GR_C05_M063_MS23,GR_C05_M063_T23,2022-03-26,CANCELLED,,409335421.34,35928228228.78,49.78,27.89,1,1,1,1,11,COMMISSION_IMPLEMENTING_DECISIONS,2026-01-28
2023,LT,C06,LT_C06_M064,LT_C06_M064_MS24,LT_C06_M064_T24,2023-01-15,REVISED,2021-07-25,300769561.92,13807279001.77,52.2,39.32,0,1,1,1,40,NATIONAL_RRF_REPORT,2024-12-11
2024,PT,C07,PT_C07_M065,PT_C07_M065_MS25,PT_C07_M065_T25,2024-10-02,PLANNED,2021-06-29,117466039.76,9232853532.01,28.06,20.78,1,1,0,1,6,RRF_SCOREBOARD,2025-04-30
2025,SE,C08,SE_C08_M066,SE_C08_M066_MS26,SE_C08_M066_T26,2025-11-22,IN_PROGRESS,2023-01-05,693669845.51,16510598836.79,49.44,23.58,0,0,0,0,23,ECA_AUDIT_SUMMARY,2026-02-06
2026,CY,C09,CY_C09_M067,CY_C09_M067_MS27,CY_C09_M067_T27,2026-01-11,COMPLETED,2026-01-11,3573617370.62,31103448563.85,36.55,30.12,1,0,0,1,16,COMMISSION_IMPLEMENTING_DECISIONS,2025-05-30
2020,FR,C10,FR_C10_M068,FR_C10_M068_MS28,FR_C10_M068_T28,2022-06-12,DELAYED,2022-05-22,53653509.65,9215644303.01,42.13,37.26,1,1,1,0,26,NATIONAL_RRF_REPORT,2024-02-18
2021,IT,C11,IT_C11_M069,IT_C11_M069_MS29,IT_C11_M069_T29,2023-11-03,CANCELLED,,577875960.57,24381448415.3,51.69,39.46,1,1,1,0,67,RRF_SCOREBOARD,2024-06-13
2022,NL,C12,NL_C12_M070,NL_C12_M070_MS30,NL_C12_M070_T30,2025-01-28,REVISED,2023-12-10,615101304.59,22032895899.59,29.8,34.76,1,1,1,1,17,ECA_AUDIT_SUMMARY,2025-09-08
2023,SI,C13,SI_C13_M071,SI_C13_M071_MS31,SI_C13_M071_T01,2023-11-12,PLANNED,,212887265.78,15282937672.77,41.82,25.09,1,1,0,1,38,COMMISSION_IMPLEMENTING_DECISIONS,2026-01-27
2024,BG,C14,BG_C14_M072,BG_C14_M072_MS32,BG_C14_M072_T02,2024-12-02,IN_PROGRESS,,167105146.77,9127641235.71,35.57,30.51,0,1,1,0,12,NATIONAL_RRF_REPORT,2025-05-19
2025,EE,C15,EE_C15_M073,EE_C15_M073_MS33,EE_C15_M073_T03,2025-09-12,COMPLETED,2025-10-09,2438821656.24,30011793381.25,54.11,32.38,1,0,0,0,38,RRF_SCOREBOARD,2025-04-05
2026,HU,C16,HU_C16_M074,HU_C16_M074_MS34,HU_C16_M074_T04,2026-02-19,DELAYED,2021-08-13,394524895.05,13023973748.63,46.8,34.01,1,1,0,1,20,ECA_AUDIT_SUMMARY,2024-11-04
2020,LU,C17,LU_C17_M075,LU_C17_M075_MS35,LU_C17_M075_T05,2021-04-28,CANCELLED,2020-12-29,10113735.4,5531694689.01,28.16,19.33,1,1,1,1,51,COMMISSION_IMPLEMENTING_DECISIONS,2024-11-29
2021,RO,C18,RO_C18_M076,RO_C18_M076_MS36,RO_C18_M076_T06,2023-04-20,REVISED,,187195291.99,27606687367.39,42.46,24.41,1,1,1,0,22,NATIONAL_RRF_REPORT,2024-10-08
2022,AT,C01,AT_C01_M077,AT_C01_M077_MS37,AT_C01_M077_T07,2024-03-27,PLANNED,,193057054.72,28126910576.29,33.21,38.17,0,0,0,0,0,RRF_SCOREBOARD,2025-10-04
2023,CZ,C02,CZ_C02_M078,CZ_C02_M078_MS38,CZ_C02_M078_T08,2023-04-09,IN_PROGRESS,2022-07-10,509379600.49,28356475237.35,46.72,32.47,1,1,1,0,33,ECA_AUDIT_SUMMARY,2025-08-24
2024,DE,C03,DE_C03_M079,DE_C03_M079_MS39,DE_C03_M079_T09,2024-11-16,COMPLETED,2025-07-14,1700997079.81,36105817217.68,36.44,30.16,1,1,1,0,24,COMMISSION_IMPLEMENTING_DECISIONS,2025-02-07
2025,LV,C04,LV_C04_M080,LV_C04_M080_MS40,LV_C04_M080_T10,2025-09-16,DELAYED,2026-01-22,294163446.44,21836423881.31,44.6,37.86,0,1,1,0,7,NATIONAL_RRF_REPORT,2025-12-22
2026,PL,C05,PL_C05_M081,PL_C05_M081_MS01,PL_C05_M081_T11,2026-02-12,CANCELLED,,729204377.76,23748721558.75,45.08,31.62,0,1,1,1,0,RRF_SCOREBOARD,2024-01-17
2020,ES,C06,ES_C06_M082,ES_C06_M082_MS02,ES_C06_M082_T12,2022-03-27,REVISED,2020-07-24,1489899778.29,34914684573.25,24.0,39.37,0,1,1,1,34,ECA_AUDIT_SUMMARY,2024-06-06
2021,HR,C07,HR_C07_M083,HR_C07_M083_MS03,HR_C07_M083_T13,2021-12-29,PLANNED,,682434935.66,18677574804.52,25.7,29.82,1,0,0,0,44,COMMISSION_IMPLEMENTING_DECISIONS,2024-03-15
2022,FI,C08,FI_C08_M084,FI_C08_M084_MS04,FI_C08_M084_T14,2025-02-17,IN_PROGRESS,,260596774.0,12379620062.01,46.95,29.89,1,0,0,0,36,NATIONAL_RRF_REPORT,2025-04-15
2023,IE,C09,IE_C09_M085,IE_C09_M085_MS05,IE_C09_M085_T15,2025-10-05,COMPLETED,2025-11-20,5180303185.24,48372798678.7,31.28,32.66,1,1,1,0,13,RRF_SCOREBOARD,2024-10-02
2024,MT,C10,MT_C10_M086,MT_C10_M086_MS06,MT_C10_M086_T16,2024-03-25,DELAYED,2022-12-06,1225551979.6,31571435948.59,43.48,18.14,1,1,1,1,37,ECA_AUDIT_SUMMARY,2024-08-17
2025,SK,C11,SK_C11_M087,SK_C11_M087_MS07,SK_C11_M087_T17,2025-04-04,CANCELLED,2024-12-15,9963725.87,15383996677.77,30.69,32.3,1,1,1,0,4,COMMISSION_IMPLEMENTING_DECISIONS,2025-10-27
2026,BE,C12,BE_C12_M088,BE_C12_M088_MS08,BE_C12_M088_T18,2026-01-16,REVISED,,776103704.16,21043299169.56,40.59,37.39,1,1,0,1,8,NATIONAL_RRF_REPORT,2025-07-04
2020,DK,C13,DK_C13_M089,DK_C13_M089_MS09,DK_C13_M089_T19,2024-06-22,PLANNED,2021-09-30,85301953.66,5919306050.38,50.85,31.44,1,0,0,1,47,RRF_SCOREBOARD,2024-08-21
2021,GR,C14,GR_C14_M090,GR_C14_M090_MS10,GR_C14_M090_T20,2023-04-22,IN_PROGRESS,,896482344.76,23431218168.76,51.78,35.03,1,1,1,1,40,ECA_AUDIT_SUMMARY,2024-09-10
2022,LT,C15,LT_C15_M091,LT_C15_M091_MS11,LT_C15_M091_T21,2022-10-09,COMPLETED,2024-04-19,36598742.5,2408709538.91,34.84,27.83,1,0,0,1,39,COMMISSION_IMPLEMENTING_DECISIONS,2025-12-10
2023,PT,C16,PT_C16_M092,PT_C16_M092_MS12,PT_C16_M092_T22,2025-01-06,DELAYED,,1525326531.92,35660209167.73,39.67,20.45,0,1,1,1,27,NATIONAL_RRF_REPORT,2024-05-17
2024,SE,C17,SE_C17_M093,SE_C17_M093_MS13,SE_C17_M093_T23,2024-02-26,CANCELLED,2025-07-12,79691596.63,8936004268.6,47.26,23.06,1,1,1,1,49,RRF_SCOREBOARD,2024-09-24
2025,CY,C18,CY_C18_M094,CY_C18_M094_MS14,CY_C18_M094_T24,2025-02-25,REVISED,2024-04-14,624983104.39,29270929680.12,30.06,26.79,1,0,0,0,19,ECA_AUDIT_SUMMARY,2024-08-01
2026,FR,C01,FR_C01_M095,FR_C01_M095_MS15,FR_C01_M095_T25,2026-02-05,PLANNED,,904971439.94,27175249944.59,47.98,16.16,1,1,1,1,21,COMMISSION_IMPLEMENTING_DECISIONS,2024-01-22
2020,IT,C02,IT_C02_M096,IT_C02_M096_MS16,IT_C02_M096_T26,2025-12-31,IN_PROGRESS,2025-05-27,35176714.97,4302307554.93,29.69,30.86,0,1,0,1,51,NATIONAL_RRF_REPORT,2025-10-27
2021,NL,C03,NL_C03_M097,NL_C03_M097_MS17,NL_C03_M097_T27,2023-04-30,COMPLETED,2025-02-10,1734160362.29,36553585362.87,44.03,30.82,1,0,0,0,17,RRF_SCOREBOARD,2026-01-31
2022,SI,C04,SI_C04_M098,SI_C04_M098_MS18,SI_C04_M098_T28,2023-08-06,DELAYED,,167959603.66,7477574932.02,40.38,24.29,1,0,0,1,50,ECA_AUDIT_SUMMARY,2025-10-15
2023,BG,C05,BG_C05_M099,BG_C05_M099_MS19,BG_C05_M099_T29,2025-06-26,CANCELLED,2023-02-02,1006894355.51,21038765224.46,30.21,26.6,0,1,1,0,52,COMMISSION_IMPLEMENTING_DECISIONS,2025-01-31
2024,EE,C06,EE_C06_M100,EE_C06_M100_MS20,EE_C06_M100_T30,2024-03-04,REVISED,2026-02-05,676925028.71,14189469281.84,21.08,21.24,0,1,1,1,36,NATIONAL_RRF_REPORT,2025-05-19
2025,HU,C07,HU_C07_M101,HU_C07_M101_MS21,HU_C07_M101_T01,2025-12-23,PLANNED,,114119349.28,19929837060.98,27.22,26.05,0,1,1,1,44,RRF_SCOREBOARD,2024-06-06
2026,LU,C08,LU_C08_M102,LU_C08_M102_MS22,LU_C08_M102_T02,2026-01-04,IN_PROGRESS,,28252565.67,1222352530.6,41.66,28.25,1,1,1,1,30,ECA_AUDIT_SUMMARY,2025-07-31
2020,RO,C09,RO_C09_M103,RO_C09_M103_MS23,RO_C09_M103_T03,2023-02-02,COMPLETED,2023-09-13,123164941.63,3579594033.53,24.83,20.05,1,1,1,1,50,COMMISSION_IMPLEMENTING_DECISIONS,2024-12-21
2021,AT,C10,AT_C10_M104,AT_C10_M104_MS24,AT_C10_M104_T04,2021-12-08,DELAYED,2022-10-31,719260536.66,17812445353.64,54.31,18.23,1,1,0,1,12,NATIONAL_RRF_REPORT,2024-01-20
2022,CZ,C11,CZ_C11_M105,CZ_C11_M105_MS25,CZ_C11_M105_T05,2022-01-01,CANCELLED,2021-08-17,820057501.01,38184810355.14,26.01,34.86,1,1,1,0,40,RRF_SCOREBOARD,2024-06-27
2023,DE,C12,DE_C12_M106,DE_C12_M106_MS26,DE_C12_M106_T06,2025-07-28,REVISED,2024-02-26,213613294.8,27750919027.17,23.92,30.84,1,0,0,1,5,ECA_AUDIT_SUMMARY,2024-01-04
2024,LV,C13,LV_C13_M107,LV_C13_M107_MS27,LV_C13_M107_T07,2024-06-20,PLANNED,,1002171155.69,35982470541.23,29.72,31.82,1,1,1,0,31,COMMISSION_IMPLEMENTING_DECISIONS,2024-02-03
2025,PL,C14,PL_C14_M108,PL_C14_M108_MS28,PL_C14_M108_T08,2025-03-25,IN_PROGRESS,,21090788.22,1308838310.37,34.03,28.87,1,1,1,1,55,NATIONAL_RRF_REPORT,2025-03-02
2026,ES,C15,ES_C15_M109,ES_C15_M109_MS29,ES_C15_M109_T09,2026-01-12,COMPLETED,2026-02-11,502739857.08,12674357591.72,32.12,37.69,0,1,1,0,16,RRF_SCOREBOARD,2024-11-30
2020,HR,C16,HR_C16_M110,HR_C16_M110_MS30,HR_C16_M110_T10,2020-06-18,DELAYED,2023-05-17,915207715.76,21925587194.04,26.86,35.25,0,1,0,0,9,ECA_AUDIT_SUMMARY,2024-08-03
2021,FI,C17,FI_C17_M111,FI_C17_M111_MS31,FI_C17_M111_T11,2023-05-22,CANCELLED,2023-05-23,403187345.27,10181207054.99,31.65,37.05,1,1,1,1,54,COMMISSION_IMPLEMENTING_DECISIONS,2024-04-19
2022,IE,C18,IE_C18_M112,IE_C18_M112_MS32,IE_C18_M112_T12,2025-01-17,REVISED,2022-09-29,64292000.55,5880334383.04,23.94,39.64,1,1,1,0,29,NATIONAL_RRF_REPORT,2024-04-14
2023,MT,C01,MT_C01_M113,MT_C01_M113_MS33,MT_C01_M113_T13,2024-04-03,PLANNED,2024-03-05,568121606.02,36227791334.95,20.12,19.09,1,1,0,0,8,RRF_SCOREBOARD,2024-06-20
2024,SK,C02,SK_C02_M114,SK_C02_M114_MS34,SK_C02_M114_T14,2026-01-12,IN_PROGRESS,2021-08-09,79046588.48,12643822263.44,37.27,17.0,0,1,1,1,14,ECA_AUDIT_SUMMARY,2024-11-14
2025,BE,C03,BE_C03_M115,BE_C03_M115_MS35,BE_C03_M115_T15,2025-01-04,COMPLETED,2025-03-14,1892582205.6,41460955741.75,35.24,32.33,1,1,0,0,16,COMMISSION_IMPLEMENTING_DECISIONS,2025-08-23
2026,DK,C04,DK_C04_M116,DK_C04_M116_MS36,DK_C04_M116_T16,2026-02-03,DELAYED,2025-03-09,655719462.62,40612425137.0,40.62,21.61,0,0,0,1,40,NATIONAL_RRF_REPORT,2025-09-05
2020,GR,C05,GR_C05_M117,GR_C05_M117_MS37,GR_C05_M117_T17,2020-12-31,CANCELLED,,577941135.64,22850809494.88,28.12,36.21,1,1,1,0,12,RRF_SCOREBOARD,2024-07-02
2021,LT,C06,LT_C06_M118,LT_C06_M118_MS38,LT_C06_M118_T18,2023-08-06,REVISED,2021-01-06,260962781.83,23866663639.02,23.9,29.02,0,1,1,1,32,ECA_AUDIT_SUMMARY,2024-04-05
2022,PT,C07,PT_C07_M119,PT_C07_M119_MS39,PT_C07_M119_T19,2025-08-05,PLANNED,,723845657.1,24441560407.36,54.79,37.88,1,1,1,1,31,COMMISSION_IMPLEMENTING_DECISIONS,2026-01-24
2023,SE,C08,SE_C08_M120,SE_C08_M120_MS40,SE_C08_M120_T20,2024-02-15,IN_PROGRESS,,100812586.76,2299357519.44,27.81,29.67,1,1,0,1,15,NATIONAL_RRF_REPORT,2024-02-01
2024,CY,C09,CY_C09_M121,CY_C09_M121_MS01,CY_C09_M121_T21,2025-12-01,COMPLETED,2026-01-23,286811857.22,26612259831.65,23.6,37.6,0,1,1,1,10,RRF_SCOREBOARD,2025-03-24
2025,FR,C10,FR_C10_M122,FR_C10_M122_MS02,FR_C10_M122_T22,2026-01-27,DELAYED,,720506533.81,27231179019.81,30.76,30.29,0,1,1,0,22,ECA_AUDIT_SUMMARY,2024-04-23
2026,IT,C11,IT_C11_M123,IT_C11_M123_MS03,IT_C11_M123_T23,2026-02-25,CANCELLED,,243485761.8,22059897060.29,28.19,21.07,1,0,0,0,7,COMMISSION_IMPLEMENTING_DECISIONS,2025-06-06
2020,NL,C12,NL_C12_M124,NL_C12_M124_MS04,NL_C12_M124_T24,2022-02-28,REVISED,2023-09-09,255607355.08,28450530078.56,23.97,38.41,1,1,1,0,8,NATIONAL_RRF_REPORT,2024-01-04
2021,SI,C13,SI_C13_M125,SI_C13_M125_MS05,SI_C13_M125_T25,2021-01-16,PLANNED,,309754964.12,9505188674.0,24.64,18.55,0,1,1,0,51,RRF_SCOREBOARD,2025-12-01
2022,BG,C14,BG_C14_M126,BG_C14_M126_MS06,BG_C14_M126_T26,2024-04-16,IN_PROGRESS,,1145880726.96,25838124800.11,22.08,31.62,0,1,1,1,25,ECA_AUDIT_SUMMARY,2025-12-12
2023,EE,C15,EE_C15_M127,EE_C15_M127_MS07,EE_C15_M127_T27,2025-06-13,COMPLETED,2026-01-25,1395528164.15,16100343550.01,27.33,22.55,1,1,1,0,17,COMMISSION_IMPLEMENTING_DECISIONS,2025-04-08
2024,HU,C16,HU_C16_M128,HU_C16_M128_MS08,HU_C16_M128_T28,2025-11-06,DELAYED,2023-08-15,212103402.27,4396781655.54,43.15,35.49,1,0,1,0,3,NATIONAL_RRF_REPORT,2025-02-07
2025,LU,C17,LU_C17_M129,LU_C17_M129_MS09,LU_C17_M129_T29,2025-03-25,CANCELLED,,814362204.47,22473541499.74,33.16,15.2,1,1,1,0,19,RRF_SCOREBOARD,2026-01-30
2026,RO,C18,RO_C18_M130,RO_C18_M130_MS10,RO_C18_M130_T30,2026-01-18,REVISED,,1467645480.82,29811795196.39,45.85,28.63,1,1,1,1,54,ECA_AUDIT_SUMMARY,2024-12-10
2020,AT,C01,AT_C01_M131,AT_C01_M131_MS11,AT_C01_M131_T01,2020-03-01,PLANNED,,420324115.34,16434560318.76,25.07,27.9,1,0,0,0,38,COMMISSION_IMPLEMENTING_DECISIONS,2024-06-16
2021,CZ,C02,CZ_C02_M132,CZ_C02_M132_MS12,CZ_C02_M132_T02,2025-03-04,IN_PROGRESS,,292994469.57,15523175087.24,31.73,20.19,1,1,1,0,26,NATIONAL_RRF_REPORT,2024-11-12
2022,DE,C03,DE_C03_M133,DE_C03_M133_MS13,DE_C03_M133_T03,2022-12-29,COMPLETED,2024-05-21,1527899820.44,16660974068.72,41.79,39.81,1,1,1,1,35,RRF_SCOREBOARD,2024-06-12
2023,LV,C04,LV_C04_M134,LV_C04_M134_MS14,LV_C04_M134_T04,2024-02-24,DELAYED,2025-05-27,166310547.44,6378719188.23,29.05,23.96,0,0,0,1,43,ECA_AUDIT_SUMMARY,2025-03-14
2024,PL,C05,PL_C05_M135,PL_C05_M135_MS15,PL_C05_M135_T05,2024-08-18,CANCELLED,2020-08-14,501720563.16,13885195265.58,28.17,36.72,0,1,1,1,25,COMMISSION_IMPLEMENTING_DECISIONS,2025-01-03
2025,ES,C06,ES_C06_M136,ES_C06_M136_MS16,ES_C06_M136_T06,2026-02-05,REVISED,,761302547.72,48094926863.51,52.52,20.23,0,1,0,1,51,NATIONAL_RRF_REPORT,2025-04-04
2026,HR,C07,HR_C07_M137,HR_C07_M137_MS17,HR_C07_M137_T07,2026-01-10,PLANNED,,353021336.41,12940101719.14,25.92,15.52,0,1,1,1,46,RRF_SCOREBOARD,2024-07-31
2020,FI,C08,FI_C08_M138,FI_C08_M138_MS18,FI_C08_M138_T08,2026-01-31,IN_PROGRESS,,580326337.07,33710932074.13,49.87,27.81,1,0,0,0,16,ECA_AUDIT_SUMMARY,2025-03-29
2021,IE,C09,IE_C09_M139,IE_C09_M139_MS19,IE_C09_M139_T09,2023-05-28,COMPLETED,2024-02-04,1053307077.1,39893527071.77,51.57,18.21,1,1,1,0,5,COMMISSION_IMPLEMENTING_DECISIONS,2024-07-19
2022,MT,C10,MT_C10_M140,MT_C10_M140_MS20,MT_C10_M140_T10,2022-07-13,DELAYED,2022-04-19,122611148.89,3141211384.33,52.82,15.19,0,0,0,0,64,NATIONAL_RRF_REPORT,2024-06-08
2023,SK,C11,SK_C11_M141,SK_C11_M141_MS21,SK_C11_M141_T11,2023-07-29,CANCELLED,2021-12-11,487907067.29,24039405353.73,45.04,25.98,0,1,0,0,17,RRF_SCOREBOARD,2024-06-29
2024,BE,C12,BE_C12_M142,BE_C12_M142_MS22,BE_C12_M142_T12,2025-08-18,REVISED,2022-07-15,318899241.96,16641826950.49,54.91,38.19,1,0,0,0,54,ECA_AUDIT_SUMMARY,2026-01-13
