ph_mental_reference_year,ph_mental_country_iso2,ph_mental_region_nuts_code,ph_mental_age_group,ph_mental_sex,ph_mental_depressive_symptoms_rate_pct,ph_mental_anxiety_rate_pct,ph_mental_wellbeing_index_score,ph_mental_self_harm_rate_per_100k,ph_mental_suicide_rate_per_100k,ph_mental_psych_services_access_rate_pct,ph_mental_waiting_time_days_median,ph_mental_antidepressant_use_did,ph_mental_sick_leave_due_to_mental_health_days,ph_mental_work_stress_index,ph_mental_loneliness_rate_pct,ph_mental_mental_health_strategy_flag,ph_mental_ehis_table_code,ph_mental_survey_weight,ph_mental_data_extract_date
2016,PT,FR308,75_PLUS,F,9.6,16.8,46.45,53.31,3.81,67.08,26.3,51.65,2087,39.2,38.59,1,HLTH_EHIS_MH3,1.2517,2025-03-22
2017,BE,GR355,45_54,M,13.76,23.47,31.78,55.98,9.18,41.3,157.3,107.91,2322,56.93,7.42,1,HLTH_EHIS_MH4,4.7836,2025-04-17
2018,FI,ES674,15_24,X,19.21,17.82,55.19,83.14,14.03,33.84,99.95,16.26,14541,25.16,17.52,1,HLTH_EHIS_MH1,3.7141,2024-10-29
2019,LV,FR431,55_64,F,19.93,13.24,61.18,84.56,8.31,34.79,22.07,128.21,245,52.96,22.12,1,HLTH_EHIS_MH2,4.3142,2025-10-18
2020,RO,SK21,25_34,M,24.49,9.8,41.1,85.29,19.79,27.46,181.79,22.52,1023,87.73,41.28,0,HLTH_EHIS_MH3,2.6491,2025-08-16
2021,BG,SI475,65_74,X,12.23,29.21,34.32,44.91,20.23,32.68,211.62,79.2,20262,56.29,43.53,1,HLTH_EHIS_MH4,1.9453,2025-05-23
2022,FR,SI64,35_44,F,6.7,9.14,33.94,17.17,9.02,55.16,84.95,69.73,12537,19.37,12.61,0,HLTH_EHIS_MH1,2.1739,2024-10-05
2023,LT,NL387,75_PLUS,M,7.99,7.12,65.43,77.1,23.97,49.97,69.87,153.76,4505,24.97,36.87,1,HLTH_EHIS_MH2,0.92,2024-09-06
2024,SK,SI9,45_54,X,14.28,14.99,34.54,23.75,17.02,57.04,129.05,34.0,9183,81.79,27.19,1,HLTH_EHIS_MH3,2.5337,2025-01-13
2025,HR,BE659,15_24,F,12.04,15.52,63.63,54.56,15.37,49.4,19.47,33.6,10787,37.76,24.38,1,HLTH_EHIS_MH4,2.9927,2024-09-28
2006,DE,ES369,55_64,M,6.04,9.38,72.2,67.48,26.29,38.09,63.97,99.82,8983,75.47,27.16,1,HLTH_EHIS_MH1,3.232,2025-01-20
2007,LU,HU25,25_34,X,13.15,9.15,45.85,36.4,14.04,78.67,61.24,30.48,5564,70.91,18.11,0,HLTH_EHIS_MH2,2.5956,2025-03-16
2008,SI,NL291,65_74,F,6.76,16.38,30.84,66.27,5.58,42.79,42.02,137.05,3095,34.81,38.55,0,HLTH_EHIS_MH3,3.2362,2025-01-31
2009,CY,DK89,35_44,M,10.3,7.4,52.46,53.47,18.73,43.98,50.56,53.17,12786,52.99,12.93,0,HLTH_EHIS_MH4,1.9839,2025-08-28
2010,GR,HU228,75_PLUS,X,14.35,12.16,41.58,54.43,15.43,25.27,146.06,146.48,12520,18.73,10.33,0,HLTH_EHIS_MH1,0.2094,2025-03-19
2011,MT,HR130,45_54,F,15.78,22.28,63.17,18.08,16.79,39.84,75.79,41.4,12316,39.03,10.56,0,HLTH_EHIS_MH2,4.7141,2025-10-30
2012,ES,BE1,15_24,M,17.38,25.87,58.94,83.92,7.98,44.59,69.05,54.3,6567,52.71,33.89,0,HLTH_EHIS_MH3,4.2591,2025-11-19
2013,CZ,EE27,55_64,X,18.09,17.95,31.0,69.52,16.27,76.09,51.9,136.52,3359,46.97,5.91,0,HLTH_EHIS_MH4,0.2998,2024-02-04
2014,HU,FR455,25_34,F,5.07,17.25,34.49,30.82,12.05,32.89,147.46,12.78,11592,33.75,30.92,1,HLTH_EHIS_MH1,2.8015,2024-01-09
2015,NL,LV233,65_74,M,11.58,11.9,65.49,31.3,22.68,80.59,43.92,139.51,8078,67.12,18.11,1,HLTH_EHIS_MH2,1.2501,2025-03-18
2016,SE,SE293,35_44,X,10.79,21.39,49.54,33.85,13.55,38.35,74.07,42.36,10235,50.8,30.64,1,HLTH_EHIS_MH3,2.3072,2025-11-10
2017,DK,GR982,75_PLUS,F,22.39,13.26,54.46,73.0,4.31,52.86,50.38,90.3,4926,27.67,19.49,1,HLTH_EHIS_MH4,4.1543,2025-08-05
2018,IE,BG310,45_54,M,7.73,23.28,64.94,61.9,18.96,58.71,115.1,88.83,3542,77.12,26.43,1,HLTH_EHIS_MH1,4.5179,2025-07-11
2019,PL,NL438,15_24,X,10.23,9.35,55.21,60.93,6.71,53.63,59.42,102.44,13852,17.42,29.01,1,HLTH_EHIS_MH2,1.374,2024-03-01
2020,AT,FI133,55_64,F,16.99,24.47,69.05,36.66,7.14,54.24,117.23,41.91,17357,31.48,7.63,1,HLTH_EHIS_MH3,2.0452,2025-05-29
2021,EE,EE943,25_34,M,27.36,8.61,40.02,84.4,20.29,51.95,101.53,87.23,16421,30.28,27.95,0,HLTH_EHIS_MH4,2.0556,2024-09-05
2022,IT,FR26,65_74,X,4.27,11.44,62.85,63.26,11.75,33.63,81.57,122.28,983,19.74,33.72,1,HLTH_EHIS_MH1,4.4881,2024-02-04
2023,PT,PT62,35_44,F,14.21,24.58,36.73,75.29,6.55,66.39,18.8,22.29,10392,20.81,19.82,0,HLTH_EHIS_MH2,4.7834,2025-03-22
2024,BE,IT42,75_PLUS,M,19.98,7.28,59.67,24.99,17.2,72.53,84.53,52.0,16057,75.0,16.32,1,HLTH_EHIS_MH3,4.3984,2024-12-03
2025,FI,CY564,45_54,X,4.73,14.03,47.67,28.68,13.07,77.01,38.53,119.0,11060,38.07,10.07,0,HLTH_EHIS_MH4,3.6672,2025-06-12
2006,LV,PL9,15_24,F,6.81,16.95,53.68,86.55,3.2,49.67,33.68,67.04,9219,47.99,32.65,0,HLTH_EHIS_MH1,3.7562,2025-11-04
2007,RO,RO78,55_64,M,19.12,17.77,27.69,23.11,18.27,34.69,159.54,77.44,22,64.86,19.65,0,HLTH_EHIS_MH2,1.6146,2024-06-19
2008,BG,CZ713,25_34,X,15.85,14.48,32.23,21.81,7.14,41.48,107.32,64.77,13693,47.88,9.38,0,HLTH_EHIS_MH3,1.4102,2025-06-11
2009,FR,FR535,65_74,F,24.4,8.18,39.5,13.83,20.24,86.53,108.39,154.21,947,25.92,33.25,0,HLTH_EHIS_MH4,1.9411,2025-10-30
2010,LT,EE89,35_44,M,9.05,12.06,54.97,76.14,7.13,62.81,51.13,96.28,1201,22.47,26.42,0,HLTH_EHIS_MH1,0.8169,2024-06-10
2011,SK,AT65,75_PLUS,X,20.78,18.27,42.7,11.03,19.13,78.6,109.9,69.09,16259,25.89,20.09,1,HLTH_EHIS_MH2,4.437,2024-03-29
2012,HR,CY29,45_54,F,14.23,21.49,38.31,42.99,10.88,58.98,41.16,136.11,12703,67.87,26.38,0,HLTH_EHIS_MH3,0.9245,2025-12-01
2013,DE,ES713,15_24,M,15.23,8.9,53.88,69.9,15.19,58.32,11.0,21.21,13554,28.81,13.93,0,HLTH_EHIS_MH4,2.5538,2024-09-27
2014,LU,FI75,55_64,X,5.39,19.01,42.7,43.96,3.93,24.83,137.2,51.75,5278,30.16,22.74,1,HLTH_EHIS_MH1,2.9289,2024-08-12
2015,SI,CY27,25_34,F,19.12,22.63,50.85,50.08,15.89,54.54,72.5,50.19,6399,75.21,34.66,1,HLTH_EHIS_MH2,3.6578,2025-08-30
2016,CY,LT72,65_74,M,21.94,19.26,54.63,29.73,15.31,27.78,156.15,69.01,16758,40.32,11.09,1,HLTH_EHIS_MH3,2.8357,2024-07-06
2017,GR,DK23,35_44,X,7.91,15.78,64.12,37.32,7.23,52.11,120.33,35.88,11512,54.59,22.7,1,HLTH_EHIS_MH4,2.812,2025-06-13
2018,MT,EE980,75_PLUS,F,15.39,20.39,49.23,45.43,10.37,81.17,49.78,142.81,8979,71.96,38.3,1,HLTH_EHIS_MH1,0.4199,2025-10-03
2019,ES,HR4,45_54,M,11.5,22.55,56.78,18.01,26.5,79.58,131.79,57.0,9515,22.78,22.14,1,HLTH_EHIS_MH2,2.4826,2026-02-21
2020,CZ,LV298,15_24,X,28.24,15.04,44.59,17.33,15.19,43.23,38.04,14.74,17885,49.86,41.7,1,HLTH_EHIS_MH3,2.4582,2024-02-21
2021,HU,ES88,55_64,F,20.13,21.57,62.56,32.21,10.67,21.53,79.62,183.19,523,26.26,35.3,1,HLTH_EHIS_MH4,1.826,2025-10-04
2022,NL,BG66,25_34,M,14.16,21.45,38.08,108.83,6.34,56.9,95.27,70.42,3084,24.82,31.02,1,HLTH_EHIS_MH1,1.5963,2025-12-28
2023,SE,AT91,65_74,X,14.71,25.72,36.42,32.68,19.85,79.92,129.59,69.9,12167,52.06,43.61,1,HLTH_EHIS_MH2,4.2582,2024-10-01
2024,DK,CZ8,35_44,F,20.47,11.77,52.62,80.71,16.43,61.94,30.47,81.7,18032,74.27,26.87,1,HLTH_EHIS_MH3,1.0717,2025-03-12
2025,IE,PL575,75_PLUS,M,21.42,21.23,62.35,33.83,16.54,79.72,13.83,63.19,680,32.33,9.85,1,HLTH_EHIS_MH4,4.3534,2024-01-04
2006,PL,CY365,45_54,X,7.94,14.94,38.72,45.88,11.57,30.19,148.45,31.66,6390,59.03,14.12,0,HLTH_EHIS_MH1,2.5781,2024-04-21
2007,AT,FR998,15_24,F,5.06,12.88,47.65,53.4,3.83,47.99,27.01,68.16,5026,48.39,14.64,0,HLTH_EHIS_MH2,1.1656,2025-01-13
2008,EE,BG205,55_64,M,10.03,18.69,41.12,59.61,13.83,79.83,52.13,131.29,1025,50.04,33.1,0,HLTH_EHIS_MH3,3.8396,2024-04-01
2009,IT,DE40,25_34,X,5.36,16.82,73.26,79.97,9.14,79.67,117.82,34.4,4895,39.28,8.88,0,HLTH_EHIS_MH4,1.8354,2026-01-04
2010,PT,DK542,65_74,F,16.58,11.42,33.73,84.64,11.43,65.42,33.39,99.3,3511,35.04,35.54,0,HLTH_EHIS_MH1,3.7629,2024-12-25
2011,BE,LT6,35_44,M,18.51,4.82,52.12,42.86,23.03,83.39,123.52,35.22,16734,51.69,34.92,0,HLTH_EHIS_MH2,1.3363,2025-12-01
2012,FI,IT401,75_PLUS,X,17.08,14.79,32.25,32.87,6.31,80.46,136.5,73.91,16877,53.55,23.49,0,HLTH_EHIS_MH3,1.065,2024-05-19
2013,LV,EE318,45_54,F,16.57,9.25,34.74,59.68,7.35,78.22,39.33,99.48,5958,53.44,23.81,0,HLTH_EHIS_MH4,1.9787,2025-07-17
2014,RO,GR36,15_24,M,17.05,6.05,46.71,52.91,23.58,37.15,144.37,138.16,12884,34.32,20.41,1,HLTH_EHIS_MH1,3.7749,2025-11-08
2015,BG,ES966,55_64,X,13.26,19.58,33.99,26.04,16.16,43.18,14.52,97.46,13592,20.48,13.4,1,HLTH_EHIS_MH2,0.4616,2024-12-17
2016,FR,AT879,25_34,F,18.96,18.86,47.74,50.8,10.79,79.13,24.67,113.38,12282,39.94,21.72,0,HLTH_EHIS_MH3,0.4573,2025-09-05
2017,LT,SK9,65_74,M,18.07,9.98,38.06,77.08,7.92,35.58,107.97,102.67,2486,28.07,40.67,1,HLTH_EHIS_MH4,1.9677,2025-07-31
2018,SK,CZ60,35_44,X,15.6,11.11,56.08,35.76,6.71,59.8,120.09,114.15,6833,26.1,26.17,1,HLTH_EHIS_MH1,4.7369,2024-12-22
2019,HR,RO207,75_PLUS,F,19.07,21.58,61.19,58.42,4.07,31.09,108.33,145.35,9809,22.41,23.13,1,HLTH_EHIS_MH2,0.3942,2024-09-21
2020,DE,LT84,45_54,M,12.27,18.64,36.6,104.33,22.21,66.12,168.37,44.73,13649,91.47,12.82,1,HLTH_EHIS_MH3,2.5452,2025-07-16
2021,LU,CZ1,15_24,X,28.37,30.71,56.69,108.51,15.69,22.23,158.01,107.85,5248,32.16,21.37,1,HLTH_EHIS_MH4,2.623,2025-05-10
2022,SI,LT83,55_64,F,18.1,16.66,50.65,31.1,16.68,27.29,104.33,21.42,6509,32.59,24.55,1,HLTH_EHIS_MH1,3.2513,2024-05-29
2023,CY,BG6,25_34,M,4.82,19.93,71.38,44.15,5.94,65.7,64.75,82.17,13629,52.97,23.76,1,HLTH_EHIS_MH2,4.7321,2024-05-11
2024,GR,HR22,65_74,X,10.2,12.28,63.53,58.46,8.07,71.7,33.27,106.06,6655,46.16,17.86,1,HLTH_EHIS_MH3,4.1448,2024-05-27
2025,MT,DK138,35_44,F,17.63,22.41,52.93,38.24,5.36,66.23,78.11,104.89,8938,40.26,33.54,1,HLTH_EHIS_MH4,3.4583,2024-12-13
2006,ES,IT7,75_PLUS,M,14.73,20.06,44.32,74.04,6.17,46.92,109.93,108.38,8054,50.78,20.85,0,HLTH_EHIS_MH1,2.2072,2025-03-09
2007,CZ,LT4,45_54,X,15.45,8.92,37.59,45.97,9.84,34.77,55.1,69.45,7667,67.8,23.47,0,HLTH_EHIS_MH2,2.8774,2025-09-08
2008,HU,RO77,15_24,F,21.47,10.11,31.93,67.15,9.62,57.05,59.91,104.33,11515,48.65,10.74,0,HLTH_EHIS_MH3,1.8821,2024-10-22
2009,NL,CZ64,55_64,M,21.18,19.34,44.07,39.07,24.95,43.8,107.82,59.01,10351,39.65,12.47,0,HLTH_EHIS_MH4,4.0588,2024-01-25
2010,SE,BE167,25_34,X,20.95,15.77,61.51,65.94,15.73,87.06,35.84,87.51,12532,34.8,12.07,0,HLTH_EHIS_MH1,4.6689,2024-02-17
2011,DK,RO8,65_74,F,10.24,8.61,66.78,70.18,8.42,51.0,90.9,92.86,7050,55.33,16.42,0,HLTH_EHIS_MH2,3.0094,2025-06-10
2012,IE,HU99,35_44,M,15.63,16.21,46.65,10.64,12.95,62.84,48.3,24.32,9563,54.31,20.41,0,HLTH_EHIS_MH3,2.4919,2024-05-24
2013,PL,SE45,75_PLUS,X,14.19,12.27,48.43,46.26,7.36,79.52,89.34,168.86,16359,70.28,29.7,1,HLTH_EHIS_MH4,1.296,2024-05-10
2014,AT,DE4,45_54,F,10.72,23.16,51.4,24.04,17.16,32.51,59.45,13.87,10957,53.42,16.27,1,HLTH_EHIS_MH1,0.2542,2025-06-15
2015,EE,IT808,15_24,M,22.11,13.25,32.14,100.8,17.05,66.02,85.18,43.84,10557,18.39,12.53,1,HLTH_EHIS_MH2,0.3612,2025-08-04
2016,IT,IE107,55_64,X,13.56,21.06,46.98,53.9,12.36,23.91,163.49,34.0,5875,22.42,21.9,1,HLTH_EHIS_MH3,1.7731,2025-03-21
2017,PT,DK29,25_34,F,10.34,13.15,35.91,15.23,13.48,27.43,98.73,35.72,2297,47.61,21.06,1,HLTH_EHIS_MH4,2.7573,2026-02-08
2018,BE,SK3,65_74,M,18.51,5.84,44.24,55.81,17.37,51.27,36.06,133.91,666,41.97,25.46,1,HLTH_EHIS_MH1,3.1996,2025-10-12
2019,FI,IE5,35_44,X,18.13,11.43,39.58,12.37,14.8,32.01,43.98,124.6,9199,71.32,30.02,1,HLTH_EHIS_MH2,1.3683,2025-05-23
2020,LV,DE88,75_PLUS,F,26.83,34.49,33.51,58.7,20.52,22.58,153.65,23.93,8381,81.93,45.37,1,HLTH_EHIS_MH3,0.2814,2025-01-02
2021,RO,EE32,45_54,M,9.56,9.92,42.7,75.64,21.13,64.81,116.9,127.34,8572,81.18,29.78,0,HLTH_EHIS_MH4,2.0397,2024-08-03
2022,BG,CY31,15_24,X,11.81,14.4,47.14,18.21,14.69,82.95,96.58,75.95,10629,25.26,15.44,1,HLTH_EHIS_MH1,2.8878,2025-04-18
2023,FR,PT9,55_64,F,9.66,5.85,50.04,69.52,13.06,83.95,29.39,149.58,480,33.63,30.23,1,HLTH_EHIS_MH2,1.481,2024-01-15
2024,LT,SE4,25_34,M,14.73,16.38,49.66,90.34,13.2,25.33,25.84,42.61,11380,21.81,9.84,1,HLTH_EHIS_MH3,2.322,2024-12-05
2025,SK,DK13,65_74,X,4.79,11.94,70.85,82.44,18.03,35.89,47.97,122.21,8711,62.42,9.4,1,HLTH_EHIS_MH4,1.1078,2025-01-29
2006,HR,LT174,35_44,F,17.88,23.27,38.63,42.36,10.63,30.79,97.37,56.6,2940,33.17,26.6,0,HLTH_EHIS_MH1,4.4516,2025-09-21
2007,DE,CY36,75_PLUS,M,21.46,6.22,37.07,52.12,11.97,37.77,49.67,157.7,9524,18.25,35.61,0,HLTH_EHIS_MH2,1.9903,2025-09-03
2008,LU,IE457,45_54,X,9.45,6.02,64.25,34.06,10.65,51.06,90.29,41.09,1436,61.18,17.89,0,HLTH_EHIS_MH3,4.7801,2025-09-28
2009,SI,AT653,15_24,F,15.4,21.48,55.13,55.73,12.99,63.14,51.24,111.2,16174,52.07,32.93,0,HLTH_EHIS_MH4,1.1803,2024-03-21
2010,CY,FI91,55_64,M,14.75,15.4,34.58,22.06,6.43,77.68,118.43,26.24,16902,70.84,28.45,0,HLTH_EHIS_MH1,2.201,2024-09-19
2011,GR,LU815,25_34,X,10.28,8.78,68.25,75.91,9.05,57.53,82.06,100.75,419,81.8,19.34,1,HLTH_EHIS_MH2,3.9057,2024-07-28
2012,MT,FI152,65_74,F,20.95,16.62,33.3,55.56,14.76,76.92,77.25,119.55,6524,38.61,10.36,0,HLTH_EHIS_MH3,2.6822,2026-02-10
2013,ES,BG68,35_44,M,16.84,11.24,38.14,42.91,12.57,43.22,50.37,63.5,2465,24.39,7.54,0,HLTH_EHIS_MH4,3.223,2026-01-10
2014,CZ,BG14,75_PLUS,X,19.93,21.83,52.71,13.59,18.81,47.92,127.43,23.81,1240,27.26,17.38,1,HLTH_EHIS_MH1,1.8079,2024-12-21
2015,HU,RO5,45_54,F,9.13,13.61,60.57,18.24,19.99,63.77,23.34,132.24,5600,54.22,22.04,1,HLTH_EHIS_MH2,1.8282,2025-10-02
2016,NL,HR9,15_24,M,12.56,11.51,54.36,27.2,23.14,39.54,19.91,22.8,10596,58.78,30.77,1,HLTH_EHIS_MH3,4.7174,2024-12-28
2017,SE,RO701,55_64,X,18.79,8.08,43.64,60.31,15.79,62.5,132.74,55.6,13853,17.25,35.35,1,HLTH_EHIS_MH4,3.4107,2024-09-14
2018,DK,ES781,25_34,F,19.38,19.89,48.03,82.7,12.18,83.87,111.36,120.3,14511,84.73,32.86,1,HLTH_EHIS_MH1,1.7644,2025-09-06
2019,IE,PT49,65_74,M,10.52,13.53,52.62,12.5,11.39,42.68,132.87,68.29,11893,48.51,39.19,1,HLTH_EHIS_MH2,1.423,2025-05-27
2020,PL,GR429,35_44,X,7.14,29.46,58.71,15.44,12.4,28.53,160.11,77.54,8737,91.44,30.74,1,HLTH_EHIS_MH3,3.9915,2025-11-08
2021,AT,LV82,75_PLUS,F,29.21,34.88,30.18,36.26,16.72,40.38,126.29,133.99,13128,91.64,46.04,1,HLTH_EHIS_MH4,2.8651,2024-05-26
2022,EE,PT99,45_54,M,4.49,8.44,55.09,53.87,5.39,29.32,11.96,22.57,12811,69.01,35.67,1,HLTH_EHIS_MH1,1.8705,2024-02-14
2023,IT,NL72,15_24,X,18.49,25.93,41.83,60.63,4.47,67.15,92.29,52.77,16196,71.99,34.83,0,HLTH_EHIS_MH2,1.2346,2024-10-30
2024,PT,IE9,55_64,F,7.58,17.35,60.28,28.41,11.38,33.15,64.01,168.57,7566,54.62,24.57,0,HLTH_EHIS_MH3,2.584,2025-10-13
2025,BE,LU675,25_34,M,19.03,25.5,37.18,117.47,18.24,49.28,111.87,63.42,12078,31.06,18.67,0,HLTH_EHIS_MH4,2.8268,2024-11-02
2006,FI,SE3,65_74,X,11.56,24.57,60.96,18.49,18.38,72.09,120.96,182.14,13187,25.1,11.75,0,HLTH_EHIS_MH1,3.5948,2024-12-24
2007,LV,LV19,35_44,F,17.22,12.79,36.8,71.7,4.19,69.26,14.98,100.55,349,26.6,26.39,0,HLTH_EHIS_MH2,4.7453,2026-01-09
2008,RO,SE97,75_PLUS,M,8.82,11.17,67.16,79.42,15.81,65.18,17.21,77.71,5716,62.78,42.28,0,HLTH_EHIS_MH3,1.0879,2024-04-22
2009,BG,DK68,45_54,X,9.93,5.57,46.01,36.15,5.59,22.09,157.52,19.76,9006,56.19,31.69,0,HLTH_EHIS_MH4,0.696,2025-11-20
2010,FR,LU83,15_24,F,11.67,26.85,59.07,49.76,7.45,29.14,31.71,68.49,8423,17.74,21.1,0,HLTH_EHIS_MH1,3.0143,2025-07-24
2011,LT,HU580,55_64,M,8.8,8.08,60.41,23.94,16.75,32.39,41.78,30.76,8091,77.65,22.53,0,HLTH_EHIS_MH2,2.95,2025-05-22
2012,SK,SK723,25_34,X,6.28,18.52,58.73,70.47,14.34,25.47,132.05,17.07,696,45.99,7.68,0,HLTH_EHIS_MH3,1.0538,2024-03-04
2013,HR,LU41,65_74,F,6.83,23.4,39.34,33.62,12.75,24.41,71.79,23.9,5830,36.18,26.88,0,HLTH_EHIS_MH4,4.6509,2025-01-09
2014,DE,HU43,35_44,M,6.95,22.43,51.74,15.41,6.32,31.64,58.04,134.92,6770,76.68,26.6,0,HLTH_EHIS_MH1,1.9735,2024-04-10
2015,LU,HR94,75_PLUS,X,19.89,11.65,47.78,69.3,12.27,50.91,58.42,22.88,2208,18.86,24.89,1,HLTH_EHIS_MH2,3.3095,2024-11-19
2016,SI,DK5,45_54,F,16.14,22.35,60.02,45.5,10.25,42.21,29.57,129.55,12011,43.8,23.96,0,HLTH_EHIS_MH3,0.6818,2025-09-15
2017,CY,IT2,15_24,M,13.3,9.22,69.54,85.95,7.54,40.6,147.29,130.84,17869,41.08,11.68,1,HLTH_EHIS_MH4,4.489,2025-01-28
2018,GR,ES27,55_64,X,12.1,14.5,34.29,52.64,19.06,52.76,8.46,160.6,10895,18.82,21.84,1,HLTH_EHIS_MH1,3.8197,2025-06-10
2019,MT,CY2,25_34,F,18.7,14.46,36.29,23.18,10.76,39.21,111.12,13.09,5544,64.74,24.15,1,HLTH_EHIS_MH2,4.7091,2024-11-26
2020,ES,MT524,65_74,M,18.52,6.33,57.06,96.37,25.82,52.99,131.46,131.61,5962,73.54,42.8,1,HLTH_EHIS_MH3,1.68,2025-06-04
2021,CZ,LV13,35_44,X,10.18,24.17,33.57,101.88,14.91,29.6,10.63,127.3,1311,66.98,36.01,1,HLTH_EHIS_MH4,3.1996,2025-08-13
2022,HU,BG77,75_PLUS,F,13.09,19.21,40.3,46.78,15.9,38.48,124.55,180.11,2050,26.55,21.1,1,HLTH_EHIS_MH1,3.7043,2024-11-21
2023,NL,SE205,45_54,M,15.73,21.37,64.17,18.76,18.17,79.26,86.25,136.46,16487,63.35,22.32,0,HLTH_EHIS_MH2,0.3085,2025-11-02
2024,SE,LU965,15_24,X,8.55,24.72,52.48,34.48,15.36,29.62,24.49,45.33,5807,67.72,15.97,1,HLTH_EHIS_MH3,3.6553,2025-06-22
2025,DK,ES39,55_64,F,11.3,17.06,46.18,38.99,17.42,71.88,7.78,176.89,3018,53.53,28.61,1,HLTH_EHIS_MH4,1.02,2025-03-25
2006,IE,ES421,25_34,M,13.15,17.79,41.87,37.46,4.73,25.21,67.62,114.07,1011,40.94,10.42,0,HLTH_EHIS_MH1,2.126,2024-11-18
2007,PL,AT559,65_74,X,7.95,22.14,36.53,32.87,17.65,65.5,33.78,80.02,9970,49.88,29.66,1,HLTH_EHIS_MH2,4.0566,2025-12-17
2008,AT,EE519,35_44,F,5.84,26.44,65.78,20.16,4.16,72.31,15.15,44.79,1330,24.57,24.51,0,HLTH_EHIS_MH3,4.2965,2025-11-15
2009,EE,CZ4,75_PLUS,M,13.17,19.49,46.46,19.52,11.33,25.41,122.38,39.04,15092,22.28,27.72,0,HLTH_EHIS_MH4,4.7213,2025-05-31
2010,IT,NL67,45_54,X,7.78,10.15,60.56,63.63,9.43,83.35,55.47,113.76,5848,54.75,24.67,0,HLTH_EHIS_MH1,4.1204,2024-12-20
2011,PT,DE97,15_24,F,12.23,15.11,47.84,40.0,13.01,44.29,121.0,18.23,13030,66.55,7.61,0,HLTH_EHIS_MH2,3.122,2024-11-08
2012,BE,HU34,55_64,M,20.49,7.77,42.2,38.96,16.22,43.3,159.14,38.92,10954,44.33,12.17,0,HLTH_EHIS_MH3,4.1251,2025-07-26
2013,FI,DK113,25_34,X,8.82,16.76,57.76,98.83,9.77,45.09,30.01,73.25,3291,51.78,35.7,1,HLTH_EHIS_MH4,0.9632,2024-03-20
2014,LV,LT9,65_74,F,15.95,14.02,57.14,48.79,13.27,73.22,95.22,41.12,8964,77.47,33.28,1,HLTH_EHIS_MH1,3.742,2024-06-24
2015,RO,GR1,35_44,M,18.05,8.47,43.8,31.3,19.68,31.77,7.61,77.91,11925,35.09,32.35,1,HLTH_EHIS_MH2,4.1494,2026-02-23
2016,BG,HU344,75_PLUS,X,5.1,26.34,68.42,12.55,4.39,60.93,92.65,181.35,11811,17.78,32.76,1,HLTH_EHIS_MH3,2.4242,2025-08-09
2017,FR,LT3,45_54,F,18.39,13.17,58.25,55.21,14.96,53.94,53.81,94.99,4325,74.28,27.35,1,HLTH_EHIS_MH4,3.2804,2025-11-09
2018,LT,SK20,15_24,M,21.07,20.71,61.05,76.52,9.89,40.61,88.3,81.49,5755,48.05,27.19,1,HLTH_EHIS_MH1,3.4469,2024-03-16
2019,SK,FI92,55_64,X,20.62,21.49,30.62,9.37,19.5,76.18,134.02,139.7,11869,77.3,13.05,0,HLTH_EHIS_MH2,1.0105,2025-08-18
2020,HR,PL82,25_34,F,27.28,14.9,33.88,47.61,9.58,39.27,167.36,119.32,21222,88.24,41.28,1,HLTH_EHIS_MH3,3.4719,2024-05-14
2021,DE,IT558,65_74,M,23.55,16.61,32.53,105.12,21.67,25.34,150.7,61.84,7035,48.43,51.04,1,HLTH_EHIS_MH4,1.5823,2025-10-07
2022,LU,PL43,35_44,X,7.94,14.31,38.37,76.66,8.74,42.3,137.04,72.03,13417,69.26,29.39,0,HLTH_EHIS_MH1,2.9768,2024-10-09
2023,SI,FI90,75_PLUS,F,5.16,8.85,58.44,65.01,7.92,38.09,92.77,85.33,2451,24.57,33.85,1,HLTH_EHIS_MH2,4.2732,2024-09-16
2024,CY,HU50,45_54,M,5.29,19.0,68.31,54.31,28.33,65.07,22.07,89.45,7109,35.39,35.93,1,HLTH_EHIS_MH3,1.3465,2025-08-15
2025,GR,DE993,15_24,X,17.16,16.03,50.8,81.78,7.22,21.92,102.79,127.71,5286,57.08,30.73,1,HLTH_EHIS_MH4,0.8535,2024-11-28
2006,MT,PL15,55_64,F,11.56,12.51,62.66,73.07,13.25,57.47,78.04,49.01,7077,32.47,26.11,0,HLTH_EHIS_MH1,1.3806,2025-10-22
2007,ES,FR89,25_34,M,13.13,23.9,59.31,96.96,15.38,35.81,44.03,108.17,8496,42.65,17.01,0,HLTH_EHIS_MH2,3.28,2024-01-02
2008,CZ,CZ54,65_74,X,6.4,7.25,49.18,82.04,9.78,46.78,80.59,92.16,12735,39.72,17.88,1,HLTH_EHIS_MH3,1.098,2025-08-18
2009,HU,LV2,35_44,F,19.15,8.82,55.96,19.2,12.98,42.15,22.25,33.39,5557,57.15,33.89,0,HLTH_EHIS_MH4,1.9966,2025-03-18
2010,NL,PL6,75_PLUS,M,15.96,11.21,34.96,52.54,27.98,51.91,71.02,38.69,7194,63.95,31.37,0,HLTH_EHIS_MH1,4.4607,2026-02-18
2011,SE,SE19,45_54,X,14.07,17.55,50.28,43.62,4.42,61.71,127.8,29.15,10088,34.45,13.2,0,HLTH_EHIS_MH2,0.5246,2025-02-16
