gov_budget_budget_fiscal_year,gov_budget_government_unit_id,gov_budget_fund_type_code,gov_budget_revenue_taxes_total,gov_budget_revenue_fees_total,gov_budget_revenue_intergov_total,gov_budget_revenue_charges_services,gov_budget_expenditure_public_safety,gov_budget_expenditure_education,gov_budget_expenditure_health,gov_budget_expenditure_transport,gov_budget_expenditure_housing,gov_budget_expenditure_general_gov,gov_budget_capital_outlay_total,gov_budget_debt_service_total,gov_budget_pension_contribution_total,gov_budget_rainy_day_fund_balance,gov_budget_general_fund_balance,gov_budget_audit_opinion_code,gov_budget_cash_flow_stress_index
2012,GOV97401644,GOVRY0QR,43385,42807790,58186,518807,12553,520601696,509220553,775534,389036,4101,387292,val_974e_01644,val_974e_01644,422639669,4598298,GOV5LS08,30.57
2022,GOV97401645,GOVAD9FY,15315,4427786,631441,230792,1177485,14107436,847098437,507291340,2271599,512651,363726,val_974e_01645,val_974e_01645,866241347,45221,GOVEN0G8,43.43
2010,GOV97401646,GOVP2X9Q,4510609,723434243,325816,128744,8965362,695312,8528393,33197,2692217,68400193,4664196,val_974e_01646,val_974e_01646,627432,3018355,GOVH9TZZ,35.45
2011,GOV97401647,GOV0LTX3,26836,68860184,53592656,172980,23485124,191636,60371,608368,4166822,44017,56968792,val_974e_01647,val_974e_01647,46361683,53335,GOVH7W4Z,11.7
2023,GOV97401648,GOV922H5,93050612,81774,291065,5989055,65437,481500,37020,622482828,6445510,68991600,140178640,val_974e_01648,val_974e_01648,53041076,179965,GOVPR742,1.03
2025,GOV97401649,GOV2S09C,56537,198802,67469,4068459,39865,31522440,4939057,7357028,107462,66852,42342989,val_974e_01649,val_974e_01649,24082355,1470596,GOVU3OCZ,58.8
2018,GOV97401650,GOVX2D5Y,381875,1264,77837,249262482,527897285,5476290,1386452,6219612,61306,39771390,383848561,val_974e_01650,val_974e_01650,477506044,9094603,GOV8TJOZ,57.78
2018,GOV97401651,GOVFV8KW,19133,76499,564522,541347699,46412,81853,266749732,6783765,799494,583644639,501499950,val_974e_01651,val_974e_01651,21841877,69992562,GOV20Y7K,74.99
2016,GOV97401652,GOVHOYRM,554346216,4535186,637307,50687,655036,114968080,64693624,5714121,4141948,47703,41223040,val_974e_01652,val_974e_01652,6815828,81055,GOVM146Q,42.64
2012,GOV97401653,GOVKYOZ8,580016057,4472027,38149,407176,594381057,18573722,34755,32174440,323420060,3869146,55305,val_974e_01653,val_974e_01653,47700710,95826906,GOVK8E4C,69.93
2023,GOV97401654,GOVOUX80,257916,414008,4850367,30333378,36844823,48624513,4774131,51722,35582029,5375050,878575,val_974e_01654,val_974e_01654,718989,59517,GOVSBZZ6,34.15
2011,GOV97401655,GOVM0P2C,65346,5025470,552126177,551310997,14128661,681514,58455346,504327,1049252,5873740,1725721,val_974e_01655,val_974e_01655,437281846,5827922,GOV01THC,31.36
2021,GOV97401656,GOVYMPDO,61899799,25802128,27949115,775644197,57141,5582299,30262,26881,15817435,37685620,62188012,val_974e_01656,val_974e_01656,40399,7185791,GOVUQDML,17.06
2024,GOV97401657,GOVQPGRQ,5580427,3814368,3576640,25550,6030345,50359,1450033,73617,81867,23628,22854662,val_974e_01657,val_974e_01657,549733,428150482,GOVADHHZ,41.83
2020,GOV97401658,GOVA51HP,34634315,26088,42193251,48877093,266594,752854,494950621,4483819,7767730,74999,70909,val_974e_01658,val_974e_01658,671821,39239,GOVQDRMH,0.61
2010,GOV97401659,GOVODUKH,870652557,5303319,606987763,706056604,223460,797921746,48562,45398,373944363,56264,31471,val_974e_01659,val_974e_01659,4963184,77043,GOVTAM1L,39.77
2015,GOV97401660,GOV7CQEL,3231659,46557248,40266355,43030,18501,390722542,26121,2255459,19085,21553,78005126,val_974e_01660,val_974e_01660,689671,441000,GOV1UFF9,6.08
2016,GOV97401661,GOV8EH1J,6160968,61327,421758176,612818,74151930,63256093,5790907,583057533,4283473,721811004,96235347,val_974e_01661,val_974e_01661,59241,3972104,GOVSQLW8,60.91
2017,GOV97401662,GOV4E4TY,578629700,44270,54956922,57005,250653,6512626,25354935,2767213,89819,795362,783307215,val_974e_01662,val_974e_01662,4320601,7091362,GOVSYEXA,21.56
2014,GOV97401663,GOV4NDLS,365498984,63951093,63989202,371459405,29516470,59585,720662,553870,59580,325530,72560,val_974e_01663,val_974e_01663,8657502,359588163,GOVWKYB8,91.58
2012,GOV97401664,GOVTAOHX,45014985,650029,589188586,62557107,68811,58928,74627106,451963,466636201,342308,50409,val_974e_01664,val_974e_01664,5512642,19123,GOVQHR2V,54.09
2013,GOV97401665,GOV76JQ7,36451,34571,64071,587389,652112526,40792358,538934188,157414,7133987,6087303,7231930,val_974e_01665,val_974e_01665,4465399,49326,GOVR5XJD,89.17
2010,GOV97401666,GOVS2PM3,700327,327163667,672647716,73061,2277676,530777,27466272,62513,7184096,735178,55528802,val_974e_01666,val_974e_01666,581180029,292652,GOVZ3LG1,65.33
2015,GOV97401667,GOVN3ADR,667653633,7060221,54556,12384623,35317,34129772,61482,631526,52969,45723754,43695664,val_974e_01667,val_974e_01667,720514,77924790,GOVDVHSV,48.13
2019,GOV97401668,GOV8HF36,645838,574920,6816511,56033,76919,76772523,60100097,171472428,59472,503103317,506902,val_974e_01668,val_974e_01668,28449342,2978582,GOVL4744,18.48
2021,GOV97401669,GOVFZ5OR,548904,37629113,26697,43730,2976515,901755111,482127,45474,4154114,72429,51397,val_974e_01669,val_974e_01669,194765104,512586,GOVGQ4YJ,80.04
2010,GOV97401670,GOV4OVDG,26675258,593926885,587450601,639505083,503184237,447342,403002008,45061,58681,3121,5774135,val_974e_01670,val_974e_01670,643000,456546554,GOVZ9A97,63.25
2022,GOV97401671,GOV3V5A1,4133833,753202853,7571156,320816,29057,67219,5909061,63026043,38399,5691915,4637353,val_974e_01671,val_974e_01671,220425,524469,GOVZL3LM,24.29
2024,GOV97401672,GOVBFJ2X,52317798,454836889,4808499,47492240,59618,6421692,48192,6382535,39047,581291,4621002,val_974e_01672,val_974e_01672,53066,5772033,GOV7UGGB,20.36
2024,GOV97401673,GOVXNO6S,301683330,50629,3247979,144217,62786788,53643,244268,206709838,756868,88700948,667888234,val_974e_01673,val_974e_01673,155662820,74388353,GOVRAZQP,30.98
2026,GOV97401674,GOVB1NTT,6089788,373418334,1965752,31828818,35468090,614134293,48941,59770,3732086,505696,307667654,val_974e_01674,val_974e_01674,7703113,328315,GOV163XI,66.04
2023,GOV97401675,GOV3ZWT7,36363061,781785695,50883,4872160,75101,47161353,432035006,45025524,421122534,38129001,1469734,val_974e_01675,val_974e_01675,3836697,51472975,GOVHCNEC,39.66
2014,GOV97401676,GOVIA83F,367599,20685583,70204,57666944,30118945,492507,59855296,65285,79021,64777783,9338314,val_974e_01676,val_974e_01676,57531610,342428902,GOV77Q5U,96.75
2023,GOV97401677,GOVM6ATV,708897,674191,536193,492431263,666536,619290820,435670469,265363555,55033,47976,42722128,val_974e_01677,val_974e_01677,6499187,5134492,GOV7JTE7,47.91
2018,GOV97401678,GOVNCBOY,4908806,389860615,314067,306437545,199027125,3971434,2124653,38003,42606340,47447039,658745,val_974e_01678,val_974e_01678,29033004,493362,GOVUEHWV,33.26
2013,GOV97401679,GOV7FMLQ,6532133,29100,5046553,69679135,56273,59849587,861067,40861,61033977,23779,403104,val_974e_01679,val_974e_01679,55485971,21999,GOVBYB1J,81.04
2018,GOV97401680,GOVZOVA5,727920384,43266936,39341,24173,36884921,69388,23443677,33088649,7294799,64986,393314457,val_974e_01680,val_974e_01680,3196787,675019,GOVTX2SH,43.25
2023,GOV97401681,GOVC1Y6F,706865,56204,702888,56890,4454800,7870326,49150,1128310,27474,7588879,5089456,val_974e_01681,val_974e_01681,297346203,377823,GOVSF9OZ,73.29
2021,GOV97401682,GOV9NPLC,347218,22842,3132746,41405063,55080490,42425124,2078905,63690714,491502165,442075041,61150,val_974e_01682,val_974e_01682,408985769,67547,GOVU8NSQ,51.41
2013,GOV97401683,GOVYOJLT,132928,668674,88594,2363864,359913969,60087450,60775,6102606,42695,91404,7095220,val_974e_01683,val_974e_01683,7540772,19164837,GOVWK4SR,64.34
2015,GOV97401684,GOVP6V4B,55004,5414821,4027362,4533970,47490,671761,26606584,3324724,3638415,43058,4193509,val_974e_01684,val_974e_01684,5601466,32642638,GOVNF0AU,85.38
2010,GOV97401685,GOVTFLFH,42072,3685113,5573992,22408533,811492232,77408,725519780,66864742,53126,34640767,94711,val_974e_01685,val_974e_01685,6821191,672379407,GOVFOHC9,12.46
2023,GOV97401686,GOVU9I96,394454,467279819,35576,700449911,76687342,392769,321392,46346840,53124161,30631,36967582,val_974e_01686,val_974e_01686,5796174,5579215,GOVTDV85,93.06
2016,GOV97401687,GOVEVL8B,48840279,29022966,7505513,295889,335048,356660,44178392,1099939251,61214,727344748,266750324,val_974e_01687,val_974e_01687,37249298,42570939,GOV0BSGY,63.67
2013,GOV97401688,GOVLG5XL,52491,76956527,681429,87843,6023522,50582148,54290055,68012,319271751,6228023,622045057,val_974e_01688,val_974e_01688,4356872,580792673,GOVLC7DF,70.36
2017,GOV97401689,GOV0XRGH,44907705,29078,713712,4508378,3545063,794362,48988,1332816477,75926,37792,44379,val_974e_01689,val_974e_01689,4718769,38888,GOVQGGGD,40.49
2015,GOV97401690,GOVX7HQN,23382,7901542,403788033,72722,311925643,35795,2289862,34059538,25539134,84453,3034529,val_974e_01690,val_974e_01690,41154492,21791122,GOVU7BR2,63.18
2023,GOV97401691,GOVGEWTP,46071383,5169934,553968,749744681,27318834,28422319,1184627,57222,64843,531604516,92908,val_974e_01691,val_974e_01691,6114781,94910,GOVNXXTU,29.68
2024,GOV97401692,GOVMFVGV,49801677,483609,314394,6273202,228483286,79440264,427363887,791243,504155,4629655,644690218,val_974e_01692,val_974e_01692,17471,74040,GOVNUIDQ,63.88
2026,GOV97401693,GOVBB0UO,425517,59218332,638800332,784723,86169,32832078,25316027,53272806,696099,56426811,420579432,val_974e_01693,val_974e_01693,2707771,176973,GOVVKW2B,86.66
2024,GOV97401694,GOV267MQ,4302115,257826544,436844713,42674,5642324,59413,3496131,58010454,2763266,410579351,56411,val_974e_01694,val_974e_01694,557142926,54784,GOV2YC1A,66.0
2021,GOV97401695,GOV91QPS,190547105,76989,570754361,58883308,644818,255934,36492351,30988921,41959,767066,2670288,val_974e_01695,val_974e_01695,51226024,354288636,GOVJ5Q6U,86.62
2021,GOV97401696,GOVXLCD0,7688433,354734768,3379927,7454665,10037827,731858,3567666,10928,3671238,43546229,58087,val_974e_01696,val_974e_01696,1666757,45321936,GOVGZANA,99.96
2010,GOV97401697,GOV0U84Q,682114223,365789136,508738,71980778,339884551,555315468,499108528,59960550,66633,4663314,64237,val_974e_01697,val_974e_01697,245791617,59963146,GOVG29BQ,36.75
2011,GOV97401698,GOVOJN82,18081831,563325,429238,354436806,294980,48758,810275583,68373,245210,739683444,52919562,val_974e_01698,val_974e_01698,577457,5886437,GOVC0D9W,13.57
2016,GOV97401699,GOVS44JQ,19837097,583089,363120446,447847439,4170455,51366481,54069036,59975,4275038,4076474,490877489,val_974e_01699,val_974e_01699,66858987,591022,GOV0PIBD,83.39
2024,GOV97401700,GOVXV69M,56510,71515,447981900,33710639,145113,50575523,586530,48672,85529,676371862,708778,val_974e_01700,val_974e_01700,754930,18392,GOV4F0L3,51.31
2025,GOV97401701,GOV8695T,228098,5395103,5440761,427343315,440740,278248139,5628764,871840,431935353,57787209,25646120,val_974e_01701,val_974e_01701,41135321,649584078,GOVYA0JH,25.43
2012,GOV97401702,GOVUJQ8D,165956586,675674579,47630491,522876,47396,646687041,56238,357463027,56242533,74779409,6054490,val_974e_01702,val_974e_01702,375179,36035366,GOV1T069,22.4
2025,GOV97401703,GOV2O0O5,609674,18072,228931316,482263906,35419047,362489,156737847,73437,36437788,47686208,2248759,val_974e_01703,val_974e_01703,28825,24687408,GOVD0D1A,68.16
2016,GOV97401704,GOVPQQ3X,12651701,50095,825148072,53528533,21860372,2529234,5226048,41517625,31339,43903,17691148,val_974e_01704,val_974e_01704,32955,52554059,GOVZZCEL,44.49
2011,GOV97401705,GOVX2I0Q,2790125,6434960,71565,669454906,25550,6740155,34055,457048178,7793570,524108,136369,val_974e_01705,val_974e_01705,554626,61336209,GOVUDB9E,8.01
2010,GOV97401706,GOV5A9KD,8160790,44782170,4755935,592466,3468219,4217274,3590416,787573391,76609366,645255,55025656,val_974e_01706,val_974e_01706,655643,101889677,GOVH6CI2,37.39
2011,GOV97401707,GOVI7K62,45632,46431,339991854,58543803,2943671,394797,3707980,505804934,52480149,46389,52555629,val_974e_01707,val_974e_01707,56194008,518275,GOV9FUHV,22.51
2013,GOV97401708,GOVY4HU5,5463835,75513,6388708,25111,83704,59877073,359635,541475,5964714,272364539,832608735,val_974e_01708,val_974e_01708,48735635,4597172,GOV88SLQ,1.03
2010,GOV97401709,GOVZPY2L,716097,493467828,4765420,23393,7924291,6692184,291740292,532361,82955,5814726,25478632,val_974e_01709,val_974e_01709,80766,53344459,GOVTZLMX,55.96
2024,GOV97401710,GOVRLRZ6,53883,522675061,16129774,316171951,30365045,29246103,49501225,24012985,36605,724768408,4988998,val_974e_01710,val_974e_01710,44434,881498,GOV4T8KM,15.6
2019,GOV97401711,GOV7BEY9,177656,172055537,724140,359315,46090,44638,415101,64822,54223538,65110382,5834705,val_974e_01711,val_974e_01711,35906,687922,GOV3YTFK,9.69
2021,GOV97401712,GOVEQUPF,57878977,32331,6088689,69713226,403834,53834788,65253859,7614698,82175,960127,9304809,val_974e_01712,val_974e_01712,7466671,79170,GOVHDWM5,19.06
2021,GOV97401713,GOVD8C6C,9867,86817531,79172,32969,33784,8709514,6694223,494640704,82558,265573,469837814,val_974e_01713,val_974e_01713,74773,99484154,GOV6FKC3,51.94
2013,GOV97401714,GOV6HZRE,35001674,5745919,51512770,22651,4101118,17299,45343563,432484,7367322,8865264,57084659,val_974e_01714,val_974e_01714,41082,271791,GOVFE67V,30.28
2013,GOV97401715,GOV90QHH,42082,56890,66179,282275,5096702,77953,6279713,526117766,751033,342852525,243818579,val_974e_01715,val_974e_01715,69645,49890,GOVAXSOT,40.47
2026,GOV97401716,GOV0Q014,38918562,63913495,463748,57859521,24553,531193,403460,65157,504062,59701,55690257,val_974e_01716,val_974e_01716,5748260,536156189,GOVJQXQU,21.49
2020,GOV97401717,GOVLRS7X,344385704,943446,343827556,736520375,5562683,3673885,259886407,2942604,31118830,9669,38188622,val_974e_01717,val_974e_01717,38363,46672,GOV2GERE,60.82
2012,GOV97401718,GOVLMLQU,197911225,685550007,5006488,60130,38969,63226,618051414,3426926,448401048,369172,3796126,val_974e_01718,val_974e_01718,48960293,163192,GOVXVFAJ,90.93
2021,GOV97401719,GOVTN5YC,464160,59778860,46034054,62108,30857128,43548,319376,73555442,3142900,38859,62831,val_974e_01719,val_974e_01719,553056,49996144,GOVLDAS0,72.37
2017,GOV97401720,GOV2PUV2,50728623,619082532,30438526,373120,706347,40538166,334250,5813686,38821,516208787,626828818,val_974e_01720,val_974e_01720,22805,2849895,GOVDBZM6,2.7
2020,GOV97401721,GOVKBH2Y,3079948,3975318,486295,38779981,63898,30689,4267904,831165919,631746,740375,3081871,val_974e_01721,val_974e_01721,860591343,50409,GOV026TC,27.96
2010,GOV97401722,GOV85TJA,471000,4556707,7791987,46329,68923692,53698330,60712928,31161,5430563,584305,71788,val_974e_01722,val_974e_01722,289536039,513551582,GOVUE5DR,41.38
2014,GOV97401723,GOVEF0Y3,977243644,7831006,7074590,541105,184734,193783379,3344403,500646,575994673,5874127,563478,val_974e_01723,val_974e_01723,24402856,71301,GOVCBNS6,44.73
2011,GOV97401724,GOVNYAA4,541842,3180882,60065,5419212,762386,556545,568964046,26617,1006776,36982,5067218,val_974e_01724,val_974e_01724,50946888,64335,GOVORGXH,67.39
2012,GOV97401725,GOV7M3PM,2815079,4853328,6848614,435277,87063745,24426,57813346,487544054,991335,353182936,779106134,val_974e_01725,val_974e_01725,6028812,721506995,GOVEC57C,16.25
2022,GOV97401726,GOV5E9K9,512646,4687448,190450,500943437,53996516,433022143,57195955,508241,47127536,423196,3300889,val_974e_01726,val_974e_01726,3578537,613562,GOVXFHX3,65.69
2022,GOV97401727,GOVZAKQ9,627085891,3189283,42180,77615461,244220,26483693,422956586,733163372,6089936,29800876,731533,val_974e_01727,val_974e_01727,5352338,23214829,GOVFZ1YS,93.57
2022,GOV97401728,GOVDLB7Q,3826850,88967730,40204,17241,6128443,747154,674504,74617125,743612203,22045098,384769949,val_974e_01728,val_974e_01728,545274216,39526,GOV7REO6,66.69
2026,GOV97401729,GOVJTVIU,666747193,77581837,415128,70043157,34808,198742823,353402,7044995,44829832,4268489,668196,val_974e_01729,val_974e_01729,3368322,1023946,GOVQER4Z,51.08
2011,GOV97401730,GOVZOPRI,41007,17637,841659853,383553322,762317186,437911,164511169,58923,321759,377602342,51245108,val_974e_01730,val_974e_01730,17615066,28308239,GOVPEF13,58.2
2015,GOV97401731,GOVIY3VE,300974443,30954690,6403716,62704762,34792800,30645,205248516,7055256,32453752,6476574,4214723,val_974e_01731,val_974e_01731,2006160,29615660,GOVLLI1U,21.92
2015,GOV97401732,GOV0ST31,80980993,29623259,629327,1590982,62701,593882357,84617,798068761,47751974,5184465,59873,val_974e_01732,val_974e_01732,583432,5706143,GOVH7J1Z,96.54
2021,GOV97401733,GOVDT9M2,314480,537952337,517708,20704,6792594,90418801,25164222,7321125,74346015,25868550,25822,val_974e_01733,val_974e_01733,43606,6448836,GOVCPEJB,70.41
2013,GOV97401734,GOVP6NI0,43799460,70127272,69118593,309752,443400,142135,68489967,765769486,42156051,520432,563761,val_974e_01734,val_974e_01734,592659,6276203,GOVL1R4E,73.45
2022,GOV97401735,GOVZSI66,643870,291657937,517791759,632222,181830,88527,354732770,38858146,7660780,2762641,276002385,val_974e_01735,val_974e_01735,2129870,52811849,GOV3L1R5,77.81
2017,GOV97401736,GOVLANMC,4786204,1511229,543592027,71885226,4053645,69125098,1034854,445315176,4555327,52042,42725,val_974e_01736,val_974e_01736,4574959,43546072,GOVDT8CA,21.36
2015,GOV97401737,GOV3Z9J1,5115552,446682,60400898,54203,61432332,503686,685034945,322013220,51314464,65009250,6095331,val_974e_01737,val_974e_01737,36707812,403888377,GOVYJU18,1.02
2013,GOV97401738,GOVAG4AN,408650,59049411,638730879,510074,6608746,25367,245594372,598332546,33877,132781278,52855,val_974e_01738,val_974e_01738,32610,526825711,GOVQ3IV8,69.83
2014,GOV97401739,GOV6YNCS,3179362,617848219,293803839,3863517,657045,759206305,408914,382694,44456594,85285,2630315,val_974e_01739,val_974e_01739,33438,68392,GOVVM2JA,34.03
2025,GOV97401740,GOV35TEE,3490708,48624724,586482,558379,49599,309339,65210,76471089,5773520,48542177,37492902,val_974e_01740,val_974e_01740,223240,45751,GOV9CBI6,15.4
2015,GOV97401741,GOVUULUA,559386,58347058,58262082,5748847,317297,57146,51686263,686030404,308546343,3636488,537810,val_974e_01741,val_974e_01741,490480161,42914,GOV3PNHJ,98.45
2014,GOV97401742,GOVENCAC,46932,20258455,27588,45525,671794,621616214,48415469,339018181,80463266,65205,635043,val_974e_01742,val_974e_01742,6032102,230814,GOVDEPES,52.86
2017,GOV97401743,GOVRQ6TH,31825240,6249851,46315612,296244,4804669,66957,524823,456896,4694258,758334,44822879,val_974e_01743,val_974e_01743,548445262,63397173,GOV3DOM6,83.66
2013,GOV97401744,GOVPNXQH,29165,572422517,646213991,263327,829681513,8312405,50088,33317,426471442,433153,600455169,val_974e_01744,val_974e_01744,6548529,45483,GOVW8GYM,38.44
2023,GOV97401745,GOVNLOEQ,595060,75624,279169606,42404101,65000,34678507,685644726,69346,583258470,51182,57712,val_974e_01745,val_974e_01745,454234051,80475955,GOV2HNG8,23.83
2017,GOV97401746,GOVJ942Y,345195791,607641,7082928,4713038,577400,5544788,3425252,503007,394131,622751859,262116307,val_974e_01746,val_974e_01746,75955977,2475003,GOVBHMSF,86.59
2016,GOV97401747,GOVOBTCM,5336825,671831,35823,49876849,71039940,362966,616032849,59937920,4532126,31509841,53214263,val_974e_01747,val_974e_01747,26077,4658923,GOVMXZF3,73.86
2010,GOV97401748,GOVEQO51,183015,53978,32729663,480214,637029512,488300,3264763,3609493,6631829,94506,6782884,val_974e_01748,val_974e_01748,3449482,220919237,GOVH9QOL,29.64
2026,GOV97401749,GOVOJ1EV,17004402,90640,641908051,643789,2192040,155878174,2892566,289961129,154313817,52909432,891066,val_974e_01749,val_974e_01749,74979,2892448,GOV0745B,93.44
2016,GOV97401750,GOVU85TH,57845437,39739,658750783,43945026,405289,663782789,5418542,62674198,30958405,778788,813387,val_974e_01750,val_974e_01750,43889,2358350,GOVSQ36Q,39.5
2016,GOV97401751,GOV0FOHB,49365,7045066,317586706,32485,453253922,71031,527647,411594070,673797274,522633723,69978,val_974e_01751,val_974e_01751,52340709,498496995,GOV8PP31,70.17
2022,GOV97401752,GOVB8IC3,97050,537949,51477492,45076,384779254,8207161,830059,3150127,551986887,38900,68371889,val_974e_01752,val_974e_01752,8307707,46210,GOV26R8Q,37.37
2023,GOV97401753,GOVSUNC2,535551,36060,5081761,41352,80406255,199039,39833,304446150,69689,417095,60768,val_974e_01753,val_974e_01753,918939,227006572,GOVYD1NG,83.25
2026,GOV97401754,GOVRPYXF,627663,566792380,5468567,83563,2981168,3222557,62455,45706553,283278344,28555,657864,val_974e_01754,val_974e_01754,489879,45750,GOV1L6VH,76.67
2018,GOV97401755,GOV4DHXK,97830,3161521,48435,553570,621105257,3051655,289404,7564610,498468,5959782,6977928,val_974e_01755,val_974e_01755,74106,270637,GOVIU5PQ,91.27
2022,GOV97401756,GOV1S05Z,55398038,8688601,27903833,5363508,47420458,334433102,2258334,40347248,71340,619745991,637899,val_974e_01756,val_974e_01756,327588,91331,GOVPF6NI,35.47
2014,GOV97401757,GOV21XNX,67433045,617668,687994,74617061,649332946,30121747,52967810,3387786,8740552,48563,27125886,val_974e_01757,val_974e_01757,670046876,48952,GOVQISJC,27.48
