labor_indmix_establishment_year,labor_indmix_county_business_pattern_code,labor_indmix_industry_naics_4,labor_indmix_establishment_size_class,labor_indmix_employment_march,labor_indmix_employment_annual_avg,labor_indmix_payroll_q1,labor_indmix_payroll_annual,labor_indmix_average_weekly_wage,labor_indmix_job_creation_count,labor_indmix_job_destruction_count,labor_indmix_churn_rate_pct,labor_indmix_new_establishment_count,labor_indmix_closures_count,labor_indmix_multiunit_share_pct,labor_indmix_women_owned_share_pct,labor_indmix_minority_owned_share_pct,labor_indmix_veteran_owned_share_pct,labor_indmix_rural_urban_class,labor_indmix_confidentiality_flag
2023,CBP101673,1121,100_249,50655,49197,1067924285,3967464522,962.76,1165,10975,38.21,7,1107,31.01,30.8,68.9,24.63,SUBURBAN,0
2010,CBP101674,5111,500_999,67888,58575,856151465,3028354190,2470.38,8006,8177,15.93,211,515,25.72,7.09,27.73,16.81,URBAN_CORE,0
2013,CBP101675,3371,50_99,1587,1489,21707944,76540879,1288.66,8690,11265,15.74,1615,1488,68.58,19.45,41.86,4.19,SMALL_TOWN,0
2016,CBP101676,4521,250_499,24584,24458,188616658,677830387,747.77,5739,9847,18.11,1256,1663,71.65,32.06,73.25,5.64,SUBURBAN,0
2014,CBP101677,5231,1_4,55913,57186,674750145,2801290660,2576.26,3039,4451,25.29,1706,1525,54.78,51.6,15.33,23.45,RURAL,0
2010,CBP101678,1111,20_49,1665,1446,30043360,102655838,2537.38,10261,6012,26.21,291,16,37.55,54.23,57.97,34.24,SMALL_TOWN,0
2015,CBP101679,3321,100_249,7749,7584,152505145,568118714,656.75,4994,10977,27.79,1373,621,17.06,13.19,42.73,10.19,SUBURBAN,0
2015,CBP101680,5181,20_49,17350,17244,386207179,1357098259,1024.04,5775,665,41.27,1322,1203,44.91,28.33,13.05,5.06,SMALL_TOWN,0
2023,CBP101681,1121,1_4,36509,38457,470514170,1605276090,996.58,2626,2167,37.95,669,307,54.92,49.5,39.15,21.76,SMALL_TOWN,0
2025,CBP101682,1112,1000_PLUS,73387,80765,1144549470,4116784601,1047.01,5521,3711,23.72,280,1362,35.98,35.69,57.44,34.62,SMALL_TOWN,0
2022,CBP101683,3151,10_19,59217,57796,622404570,2590089287,1031.88,6669,2151,10.42,245,1519,22.0,43.76,72.75,11.26,RURAL,0
2023,CBP101684,2211,50_99,32348,30222,697663718,2375276191,1098.19,10626,1301,47.77,494,247,44.76,16.14,64.63,27.08,SMALL_TOWN,0
2010,CBP101685,3151,5_9,41627,41747,337008743,1169920144,1790.48,6,10628,48.93,512,75,29.17,32.31,15.4,20.72,SMALL_TOWN,0
2014,CBP101686,2211,500_999,10874,11050,228437787,910039480,534.74,5106,1188,44.71,698,191,41.6,14.25,1.67,21.76,RURAL,0
2013,CBP101687,3131,100_249,50856,50300,1061573227,3696008951,1502.68,3537,7610,37.5,551,1088,59.09,48.84,72.84,34.65,URBAN_CORE,0
2011,CBP101688,3131,50_99,53604,51476,314559822,1165854843,1348.03,7350,8939,30.56,1780,1756,68.15,26.45,49.74,11.01,SMALL_TOWN,0
2011,CBP101689,3271,10_19,26543,27066,570000988,2030598987,1366.98,6446,4035,40.07,675,321,59.09,57.99,55.85,1.75,SMALL_TOWN,0
2021,CBP101690,9211,1000_PLUS,55218,61158,987974018,3751857662,2215.15,7662,1585,18.23,786,821,3.89,58.95,7.61,8.84,SMALL_TOWN,0
2020,CBP101691,2111,10_19,70551,68112,1570513052,6403025074,1179.0,1144,3565,9.59,262,1783,18.92,8.41,10.82,28.59,RURAL,0
2025,CBP101692,1121,50_99,58024,55833,404820439,1404444105,1043.89,977,8317,1.26,1111,1384,58.38,3.94,39.61,9.29,SMALL_TOWN,1
2013,CBP101693,5241,100_249,71921,66720,1272225947,5136363242,960.92,8532,10050,42.48,891,541,76.85,46.26,0.57,16.88,RURAL,0
2016,CBP101694,3111,1000_PLUS,72307,75756,1043444534,4358936272,2441.11,1332,4020,48.9,202,410,58.15,57.72,25.98,20.03,SMALL_TOWN,0
2019,CBP101695,4841,1_4,45409,40936,334735887,1144293603,2196.48,7935,3110,10.58,1603,630,74.62,45.08,23.2,27.82,SUBURBAN,0
2024,CBP101696,3321,50_99,31616,28957,559338899,2320505197,1974.38,8811,1094,43.15,1114,231,7.73,26.86,23.37,15.26,URBAN_CORE,0
2016,CBP101697,3331,100_249,32867,31694,439395162,1794526094,1763.74,404,1954,14.98,1271,324,7.14,62.76,16.67,17.32,SMALL_TOWN,0
2025,CBP101698,5191,10_19,565,563,3851547,13544064,532.56,6234,11478,9.99,390,1486,78.11,64.92,16.47,13.66,RURAL,0
2016,CBP101699,1111,50_99,47511,46433,702230773,2425851666,2404.21,8688,793,33.09,418,62,84.4,61.59,71.99,10.18,RURAL,0
2024,CBP101700,4841,10_19,64863,64034,1203249822,4683982524,2078.49,5215,5299,7.58,329,204,31.93,37.64,34.65,9.37,SUBURBAN,0
2013,CBP101701,3121,10_19,47461,53115,940511048,3283772884,2377.88,9851,720,25.03,303,1617,66.18,33.45,67.19,5.12,RURAL,0
2010,CBP101702,3141,10_19,10693,10111,114402605,414402379,1612.67,2561,244,32.04,1063,1586,5.81,4.69,30.17,32.63,RURAL,0
2023,CBP101703,3241,20_49,33561,35488,522853110,1838397254,2427.15,1046,3345,4.56,41,344,38.19,25.69,44.59,22.08,SMALL_TOWN,0
2022,CBP101704,6211,20_49,16803,18284,326754682,1283493484,521.93,10609,368,22.88,1164,952,0.01,60.91,65.77,6.76,SUBURBAN,0
2010,CBP101705,5111,10_19,52425,56422,1148745458,4222148884,1511.88,3227,226,41.88,980,1584,46.91,39.07,3.46,20.17,URBAN_CORE,0
2011,CBP101706,4241,1000_PLUS,5497,5176,94687589,361259874,1266.15,10765,7473,41.47,804,225,58.72,0.04,12.91,10.1,SUBURBAN,0
2019,CBP101707,3241,10_19,14745,14567,208322539,830955609,1192.64,9926,5891,28.13,394,1552,54.23,41.44,60.38,1.15,SMALL_TOWN,0
2012,CBP101708,3151,1000_PLUS,47622,52629,760356530,2873008291,1834.96,8665,3167,43.59,494,1066,14.11,56.88,3.57,6.18,SUBURBAN,0
2025,CBP101709,3321,20_49,21949,19029,134103457,483959113,2406.81,8306,8445,27.44,179,909,6.56,61.11,25.85,3.21,RURAL,0
2020,CBP101710,8111,250_499,64964,59580,1130646499,4407708329,617.0,11666,796,4.64,1458,85,28.24,28.07,43.65,24.14,RURAL,0
2024,CBP101711,5411,5_9,29406,30498,622827338,2281325639,1439.36,8995,1760,22.05,300,187,19.48,4.86,23.36,34.86,RURAL,0
2011,CBP101712,2371,10_19,36620,38972,860465834,3581153503,1368.09,11301,2581,38.59,1250,433,64.79,46.09,27.88,10.31,RURAL,0
2016,CBP101713,5411,5_9,63680,56072,342000803,1367752326,2064.6,11073,5578,35.14,836,1364,81.11,47.48,3.35,2.06,RURAL,0
2022,CBP101714,3241,5_9,40449,36224,584846280,2108941255,911.5,3272,1200,43.85,1266,962,77.31,12.06,62.63,19.5,SUBURBAN,0
2020,CBP101715,3151,250_499,45900,41105,791077071,2734127880,2148.83,2607,3174,47.96,860,526,83.36,47.23,42.65,33.56,RURAL,0
2017,CBP101716,3261,500_999,29274,28992,333695469,1187540642,513.39,10802,1075,5.79,1758,161,84.82,47.11,17.71,33.97,RURAL,1
2015,CBP101717,2211,1000_PLUS,65860,57801,397507635,1537209752,1275.8,7149,8620,15.5,785,980,24.17,63.4,58.63,29.26,URBAN_CORE,0
2011,CBP101718,5411,100_249,28137,27874,271715269,1112922720,820.49,11096,1103,17.15,1577,930,3.82,2.4,35.83,7.71,SMALL_TOWN,0
2011,CBP101719,6221,100_249,12768,14142,328891592,1340135471,2195.61,11045,9205,1.43,1461,293,58.8,62.89,59.61,13.29,SUBURBAN,0
2019,CBP101720,4841,5_9,13482,14976,177320659,738434650,2363.77,53,11594,50.65,293,478,50.81,64.46,60.29,13.98,SMALL_TOWN,0
2010,CBP101721,1111,1000_PLUS,20407,18046,424886610,1743935970,600.72,4002,5003,1.34,603,58,55.24,13.0,31.79,7.25,URBAN_CORE,0
2020,CBP101722,3391,100_249,56597,56873,1251495405,4624080098,2270.0,1614,3443,38.25,328,1776,50.41,14.64,23.12,11.48,SUBURBAN,0
2021,CBP101723,3121,50_99,43204,38965,558601485,1935708748,1325.95,4315,7969,32.28,115,425,73.19,58.69,49.0,33.61,URBAN_CORE,0
2017,CBP101724,3341,1_4,64479,63373,1277088722,4346274176,616.8,11792,2630,6.13,1198,190,40.0,54.58,53.92,16.11,SMALL_TOWN,0
2016,CBP101725,2211,5_9,10924,11659,199239569,748724777,1748.33,9606,6430,27.26,161,935,24.07,11.42,48.84,26.7,SMALL_TOWN,0
2016,CBP101726,9211,250_499,2386,2153,23274410,88553586,2184.02,4510,7183,1.09,1122,1236,48.64,12.94,5.93,11.89,SMALL_TOWN,0
2011,CBP101727,1112,50_99,27712,28160,476957152,1624208938,2386.52,3100,10368,43.33,682,1794,65.47,36.91,68.22,5.65,RURAL,0
2011,CBP101728,9211,5_9,12805,11140,94139404,369275268,951.67,3513,6447,37.98,222,1114,42.61,58.24,58.86,11.86,SUBURBAN,0
2010,CBP101729,3121,5_9,41890,42114,503499367,1901012336,1817.01,5056,11071,3.81,448,965,62.03,5.34,56.41,14.33,SMALL_TOWN,0
2025,CBP101730,3261,250_499,18888,17513,352459175,1291627294,1964.67,4855,1572,31.93,1718,318,17.02,16.26,29.66,34.19,RURAL,0
2022,CBP101731,5111,1_4,73120,66025,1397755485,5097610253,513.46,5221,7705,39.87,1197,1429,13.54,34.92,59.98,4.78,SMALL_TOWN,0
2024,CBP101732,3351,500_999,29939,27124,507089274,2077976629,2275.67,8437,11520,51.02,383,1747,12.37,13.99,69.31,31.01,RURAL,0
2010,CBP101733,1111,50_99,32980,35558,772316328,2966006506,1824.8,7027,9300,4.02,48,347,42.78,52.56,32.97,19.62,SUBURBAN,0
2017,CBP101734,5611,100_249,31984,35805,529600874,1952522039,1205.69,2949,4977,22.03,155,1460,35.67,49.27,9.77,8.28,SMALL_TOWN,0
2018,CBP101735,6111,10_19,34252,36656,536641770,2074840219,1476.34,9627,4265,19.74,800,1228,75.06,36.82,52.03,19.47,RURAL,0
2017,CBP101736,3251,250_499,32933,29782,274143902,1076573263,1099.91,7343,6689,28.81,72,1312,66.1,28.05,37.33,23.67,SMALL_TOWN,0
2022,CBP101737,5221,100_249,65963,70474,442046272,1849592562,1920.55,3645,4587,26.8,1224,296,1.12,42.88,20.23,32.31,SUBURBAN,1
2014,CBP101738,5221,500_999,22262,22351,145379120,595400975,1629.14,1860,7652,4.25,584,1779,21.72,17.88,40.42,3.41,SUBURBAN,0
2012,CBP101739,3151,5_9,3191,3334,68834622,267184996,623.6,10021,8427,51.59,369,1205,9.8,58.72,49.11,32.27,SUBURBAN,0
2014,CBP101740,5171,10_19,2512,2603,42399477,157728511,2240.79,8715,11809,33.39,412,412,11.34,58.14,27.75,15.11,URBAN_CORE,0
2024,CBP101741,7221,500_999,16816,16998,212139468,866322431,1740.94,5286,9718,5.17,638,1190,77.16,56.59,22.48,2.02,RURAL,0
2022,CBP101742,4521,250_499,72537,78094,1561849096,5987874048,1319.6,11101,4621,27.55,125,352,33.78,3.6,16.0,6.36,URBAN_CORE,0
2013,CBP101743,8111,20_49,42853,36781,385333600,1540562885,540.77,2801,4577,51.58,1381,234,81.02,62.43,61.07,6.61,RURAL,0
2010,CBP101744,3221,1_4,36998,40162,588520335,2078178764,1050.05,11609,11034,34.8,1157,1628,78.92,30.44,58.86,3.15,URBAN_CORE,0
2018,CBP101745,3251,50_99,55457,48099,618916533,2579727822,1540.01,9071,3398,47.18,1768,195,64.02,25.54,58.64,2.8,SUBURBAN,0
2016,CBP101746,2211,250_499,42841,38233,746371047,2630928457,2267.37,10045,11369,21.54,708,794,73.1,27.0,11.25,24.32,SMALL_TOWN,0
2016,CBP101747,5241,20_49,71622,67540,1619475756,5661143254,1153.78,5794,5833,39.73,740,297,72.23,26.16,35.79,23.28,RURAL,0
2023,CBP101748,5181,10_19,59756,64510,732267702,3016788240,1917.72,11319,4822,9.66,551,1626,45.75,31.95,54.42,32.28,RURAL,0
2023,CBP101749,3151,10_19,61929,57431,516765016,2066754306,513.86,6232,2696,27.39,428,341,31.33,27.36,19.93,18.5,URBAN_CORE,0
2022,CBP101750,5241,5_9,42959,45296,411463117,1701882533,1006.27,10882,5551,22.4,1675,806,4.44,12.19,21.62,19.52,RURAL,0
2022,CBP101751,4811,20_49,32290,33482,399234324,1410499205,2412.87,9025,7408,15.05,1743,3,84.34,29.91,20.68,20.72,RURAL,0
2025,CBP101752,3361,50_99,7737,7381,148924711,607758629,1756.94,1185,10504,33.87,1657,422,71.62,56.6,33.52,27.84,URBAN_CORE,0
2020,CBP101753,9211,50_99,55793,51932,1012561513,4219445314,2582.67,9694,9232,3.39,833,1056,34.99,3.6,42.46,12.79,URBAN_CORE,0
2025,CBP101754,5111,250_499,40658,44009,457259221,1593345350,2298.98,9286,2972,47.72,73,1407,9.99,47.97,20.82,23.41,SUBURBAN,0
2011,CBP101755,5221,1000_PLUS,44537,45630,545056216,1977997431,1285.92,6997,9554,28.22,1723,647,2.27,28.83,37.6,12.45,RURAL,0
2025,CBP101756,3351,1000_PLUS,17978,19885,271726515,942939316,1877.99,7575,7312,12.77,865,1700,8.74,55.08,67.26,18.88,RURAL,0
2012,CBP101757,2211,5_9,23629,21317,231023459,787296351,2237.1,9854,11283,14.4,688,346,69.79,21.61,21.41,29.55,URBAN_CORE,0
2016,CBP101758,5241,10_19,48630,42457,890404515,3687856352,1116.64,11132,5651,9.09,175,869,34.3,7.12,17.54,3.44,RURAL,1
2016,CBP101759,2381,250_499,9238,8323,174501037,638589018,1381.31,3091,534,19.21,1710,388,19.59,12.05,62.6,3.46,SMALL_TOWN,0
2024,CBP101760,2371,10_19,12990,13781,255584458,1041962860,1380.37,3611,7288,27.9,30,967,2.42,44.28,57.6,22.27,RURAL,0
2010,CBP101761,2381,1000_PLUS,58022,50292,1008234840,4048676567,2509.62,3245,3457,25.48,918,1172,35.23,44.52,73.43,29.75,SMALL_TOWN,0
2010,CBP101762,2111,1_4,46764,39895,390084058,1411034600,1172.59,8403,10031,31.58,715,473,19.51,37.58,32.98,25.89,SUBURBAN,0
2020,CBP101763,5171,10_19,56985,50662,706024905,2625429219,1793.51,3499,5651,38.22,1339,1577,18.62,1.82,44.83,17.07,RURAL,0
2016,CBP101764,3361,500_999,32258,32889,501590356,1739720608,2572.92,11002,10807,54.06,720,919,20.67,40.13,27.31,15.03,SMALL_TOWN,0
2025,CBP101765,3361,5_9,40269,38629,486189499,1836417567,1539.59,2560,6607,5.48,852,428,30.23,47.93,27.46,3.57,URBAN_CORE,0
2015,CBP101766,9211,20_49,66517,67065,662816051,2742762676,549.03,11395,6842,0.9,1356,249,29.65,15.58,70.16,2.54,RURAL,0
2025,CBP101767,7221,50_99,41919,44469,392403268,1449216332,706.8,10428,9662,33.82,1381,1421,72.96,35.23,11.86,18.21,SMALL_TOWN,0
2023,CBP101768,4411,100_249,1609,1674,23178357,78891807,1832.42,11574,2984,21.23,1717,1661,39.24,22.45,64.29,2.39,RURAL,1
2024,CBP101769,4811,1_4,16424,16180,207231624,861726806,1115.53,9857,1913,18.55,158,332,50.41,12.84,62.6,2.24,SUBURBAN,0
2018,CBP101770,4841,50_99,34258,35854,543609328,1861933996,2072.93,7920,1752,53.98,567,562,19.33,18.24,46.26,1.15,SMALL_TOWN,0
2022,CBP101771,2111,100_249,22645,22232,475197068,1620507829,767.25,6853,406,52.69,624,472,12.03,56.99,40.43,19.79,SMALL_TOWN,0
2018,CBP101772,4811,100_249,17298,17292,296265352,1019579108,2288.17,5240,6249,13.34,806,102,46.74,48.65,51.93,19.6,SMALL_TOWN,0
2016,CBP101773,4921,20_49,23105,25615,394291176,1431040981,1086.56,8705,7786,46.98,1701,509,73.75,3.12,47.56,9.41,SUBURBAN,0
2022,CBP101774,2211,1_4,21644,21597,406889207,1625764516,773.0,8076,11262,4.33,4,379,43.5,15.43,68.15,33.74,SUBURBAN,0
2010,CBP101775,2381,1_4,18837,16851,160469643,562844381,568.49,5757,2323,5.51,528,194,79.74,32.05,69.24,15.27,SMALL_TOWN,0
2012,CBP101776,6111,250_499,45819,41723,881176207,3457934971,1688.62,8737,5968,9.6,879,1041,4.98,14.72,35.1,11.69,RURAL,0
2022,CBP101777,7221,5_9,37208,32184,526653705,2055681244,831.3,4575,8195,54.28,237,1182,9.68,63.48,61.85,2.97,SMALL_TOWN,0
2017,CBP101778,9211,5_9,53727,60110,591625141,2177947108,687.77,8542,9521,8.03,364,1722,84.38,63.02,46.94,25.39,URBAN_CORE,0
2016,CBP101779,3261,250_499,71267,70367,1508730539,6147326760,2100.77,6261,6651,38.64,692,1644,52.51,62.13,28.71,29.22,SUBURBAN,0
2012,CBP101780,3341,20_49,74985,75001,1261333540,4933301259,1700.4,11874,8612,27.92,780,952,53.36,38.96,39.93,25.62,SUBURBAN,0
2021,CBP101781,5411,10_19,46561,45578,883273069,3592103947,748.42,5408,9876,37.59,1559,1148,77.55,16.06,37.34,24.17,SMALL_TOWN,0
2017,CBP101782,2361,100_249,10684,10974,171662700,711462999,457.63,1565,9970,23.5,271,1707,34.22,44.67,64.46,13.13,RURAL,0
2016,CBP101783,4241,20_49,43891,45739,588872959,2254850158,1528.26,10298,3846,38.41,1365,1227,41.72,27.63,50.31,2.42,RURAL,0
2019,CBP101784,6221,100_249,28582,30942,649543812,2585865148,847.61,6843,9942,14.98,66,594,39.49,58.61,52.87,27.61,SMALL_TOWN,0
2013,CBP101785,4231,10_19,13709,14833,219428460,835006670,2107.37,541,11856,4.58,329,1047,51.38,35.55,33.84,28.08,SUBURBAN,0
2018,CBP101786,2371,10_19,63924,62091,603579059,2511735527,1068.0,431,9414,50.3,868,1116,45.21,16.33,13.81,30.57,RURAL,0
2013,CBP101787,8111,50_99,36843,34270,505366103,1891163691,1135.61,7016,11923,7.62,1165,1455,66.14,35.09,30.0,18.73,RURAL,0
2011,CBP101788,3271,10_19,4392,4514,28662580,115260945,521.15,8911,8636,15.38,651,1355,73.66,7.35,71.83,7.92,SMALL_TOWN,0
2017,CBP101789,3121,1000_PLUS,18395,19801,121566194,495646364,2042.58,4425,10610,7.01,1690,1638,38.5,12.61,9.95,27.27,SUBURBAN,0
2022,CBP101790,4241,100_249,48429,51103,394772147,1472105333,1622.12,6034,11115,41.53,1294,1453,12.97,15.94,10.8,22.77,SMALL_TOWN,0
2022,CBP101791,4231,1000_PLUS,60477,54865,707425151,2840939572,1745.01,6209,11963,23.1,129,1386,15.87,52.76,6.22,15.37,RURAL,0
2023,CBP101792,3231,20_49,38655,33369,772330155,2951209030,2472.71,312,10870,23.73,509,1026,55.41,33.83,66.7,9.13,SUBURBAN,0
2023,CBP101793,4451,250_499,47388,46351,696711151,2735475443,1571.72,6881,3241,51.01,715,1677,36.71,49.02,13.7,23.35,SUBURBAN,0
2013,CBP101794,2211,1000_PLUS,48734,48586,685619257,2876938363,1141.4,5375,2252,12.46,598,168,68.65,27.1,27.9,4.5,RURAL,0
2023,CBP101795,7221,20_49,18973,19660,299586999,1069709777,2120.76,1234,5254,54.38,1165,1647,19.31,64.07,10.21,15.28,URBAN_CORE,0
2012,CBP101796,3141,100_249,4503,4446,60086737,235247934,2331.06,8200,8162,2.43,862,211,3.66,43.87,30.96,29.09,RURAL,0
2017,CBP101797,1121,100_249,21857,21291,307918130,1143540109,1765.13,6860,5559,31.39,1231,981,36.19,9.51,68.45,20.68,URBAN_CORE,0
2016,CBP101798,3251,250_499,71247,76768,1196610016,4571907021,1923.36,7793,9359,19.62,790,790,41.92,36.36,35.7,22.04,SUBURBAN,0
2017,CBP101799,2361,250_499,73203,70523,1676025200,6866709687,2533.94,9343,7312,24.15,1681,1537,42.36,25.3,49.79,0.4,SMALL_TOWN,0
2015,CBP101800,5111,100_249,25995,25053,496066614,2027094247,2064.73,8424,1870,30.67,1411,504,11.74,42.34,44.5,0.07,SMALL_TOWN,1
2012,CBP101801,5191,20_49,50617,44876,538347135,2019456410,2235.79,8647,3399,24.42,284,1155,1.94,59.25,38.76,16.52,URBAN_CORE,0
2014,CBP101802,5231,10_19,7057,7026,105662486,406183096,2275.49,700,4881,33.6,1187,1012,64.34,17.28,19.89,22.27,SMALL_TOWN,0
2012,CBP101803,5311,250_499,56548,62003,681136392,2793787598,2256.8,8118,3092,20.79,319,742,69.69,42.22,49.5,12.99,SUBURBAN,0
2023,CBP101804,2361,50_99,33227,30590,403397621,1640457109,2010.07,4746,638,14.27,858,943,21.73,46.12,28.92,12.3,URBAN_CORE,0
2011,CBP101805,3241,100_249,41186,38306,872059389,3044664032,2075.94,4992,3771,23.89,615,668,2.96,24.96,31.56,6.9,SMALL_TOWN,0
2018,CBP101806,1111,10_19,58401,62013,1151338728,4596679326,1144.3,5505,3406,16.15,1339,1687,39.09,63.51,61.59,18.79,URBAN_CORE,0
2020,CBP101807,4521,100_249,39193,41031,461743641,1831101479,1464.87,2712,7857,8.16,683,157,61.42,59.33,11.11,27.89,SMALL_TOWN,0
2015,CBP101808,3371,1000_PLUS,61954,56899,1165593789,4525328391,2525.09,9192,4770,16.09,1288,1528,13.64,21.0,8.62,26.47,SMALL_TOWN,0
2021,CBP101809,4921,50_99,34459,35666,668906286,2362430732,2437.71,7205,7202,5.27,256,618,35.92,7.32,70.73,7.76,RURAL,0
2018,CBP101810,3351,250_499,13876,14940,151554478,517024898,2363.18,2987,11444,11.75,1356,858,56.62,42.87,43.55,6.71,SMALL_TOWN,0
2017,CBP101811,2371,1_4,72625,63645,789174876,3229431292,2194.52,11315,7460,26.22,127,1118,82.43,52.16,2.9,17.77,SUBURBAN,0
2023,CBP101812,3331,1_4,56785,56254,1068421398,3865322035,777.88,3578,6947,14.95,1761,1547,22.32,54.04,7.94,19.9,SUBURBAN,0
2014,CBP101813,2111,100_249,31495,34227,640878507,2599012586,2015.61,5033,4081,32.57,989,13,67.88,53.08,68.95,18.02,RURAL,0
2023,CBP101814,3321,10_19,45497,39397,625503262,2149051871,1643.11,8333,214,36.17,24,1047,67.15,58.8,72.72,14.82,RURAL,0
2010,CBP101815,5111,1_4,61868,63657,454104733,1709761715,1333.11,8356,9862,4.02,810,681,51.49,38.15,26.89,3.71,SUBURBAN,0
2010,CBP101816,4231,50_99,9924,10091,98915337,336869613,1858.31,11517,637,14.63,1164,671,15.67,20.0,14.67,29.3,URBAN_CORE,0
2022,CBP101817,3121,50_99,17825,17773,418035791,1612238379,2381.73,3935,5205,3.07,784,1340,13.8,26.92,22.35,17.49,SMALL_TOWN,0
2018,CBP101818,6211,50_99,43868,48689,770316729,3006816992,2283.78,1203,11027,43.18,724,835,66.04,39.68,67.79,22.42,SMALL_TOWN,0
2018,CBP101819,5411,10_19,2658,2438,22849859,87167812,494.39,3183,8837,2.22,535,168,28.4,1.81,52.75,32.6,SMALL_TOWN,0
2013,CBP101820,4451,5_9,53556,56434,933571093,3903825410,1271.77,6990,853,1.05,271,159,81.5,30.97,65.49,29.5,RURAL,0
2017,CBP101821,3151,250_499,8929,8803,68918112,279434304,2135.86,1991,3711,39.89,1666,474,14.84,14.35,64.89,6.6,SUBURBAN,0
2017,CBP101822,2371,1_4,14368,14489,225853103,911520868,2296.78,5243,1431,22.54,829,315,69.26,30.78,9.43,17.51,RURAL,0
2013,CBP101823,6111,50_99,23977,25683,575738962,2149696023,597.72,2179,3351,3.51,1369,407,4.66,51.86,65.31,11.26,SMALL_TOWN,0
2024,CBP101824,6111,1_4,72350,71736,708281878,2625245682,2169.14,10358,7079,18.07,317,936,11.8,15.26,3.48,25.57,SMALL_TOWN,0
2012,CBP101825,3231,50_99,46584,45305,549644268,2161376843,2440.88,591,6512,53.29,1436,1454,15.21,53.95,70.4,3.41,SMALL_TOWN,0
2025,CBP101826,5221,1_4,19226,21492,230208310,885067962,1976.68,9420,4356,33.82,526,55,63.0,26.54,74.12,3.62,SMALL_TOWN,0
2017,CBP101827,4411,50_99,1107,1147,19670068,71320591,937.69,1897,9890,41.91,1474,1259,5.15,41.06,33.83,24.94,SMALL_TOWN,1
2017,CBP101828,4521,10_19,48261,46164,341280785,1318351457,2120.95,10908,9973,13.43,1695,1561,41.18,26.0,49.05,25.41,SMALL_TOWN,0
2021,CBP101829,3351,50_99,40152,35188,661727972,2486957260,2098.45,4725,8308,37.83,789,1466,76.05,32.95,44.58,26.53,SMALL_TOWN,0
2024,CBP101830,1112,5_9,28677,29743,436389234,1791176727,839.03,2719,1414,8.6,471,1648,59.88,50.64,6.81,33.21,RURAL,0
2017,CBP101831,4521,10_19,59648,57992,1239841816,4452317553,2100.31,5060,11733,34.25,493,1777,22.1,45.92,39.63,32.64,URBAN_CORE,0
2025,CBP101832,5241,20_49,33324,30135,541870312,1916629155,1209.02,9032,9236,34.6,210,680,84.98,31.57,53.65,1.9,URBAN_CORE,0
2018,CBP101833,5411,20_49,41098,34954,413921251,1560590949,1807.99,9400,2742,13.45,744,265,83.81,36.23,3.5,13.37,RURAL,0
2019,CBP101834,5231,250_499,37898,37187,385659629,1472572189,2206.03,1705,8330,14.85,795,1123,62.75,41.39,73.48,4.43,SMALL_TOWN,0
2025,CBP101835,4411,500_999,54034,48899,400649805,1451802269,1442.87,3936,11700,47.25,821,398,17.02,30.62,59.76,24.72,SMALL_TOWN,0
2022,CBP101836,5111,10_19,35859,35493,346222900,1419730349,2594.68,9517,7545,13.2,171,1294,1.79,43.92,68.51,33.88,RURAL,0
2016,CBP101837,3371,500_999,73304,81243,1817285400,6612598085,1675.47,7483,469,39.07,1051,607,78.52,35.54,63.96,14.57,SUBURBAN,0
2016,CBP101838,9211,500_999,22980,25091,259994363,958720396,663.77,11070,159,32.69,358,666,10.22,31.99,24.44,27.51,SMALL_TOWN,0
2022,CBP101839,2211,1_4,25967,25135,391698205,1567258585,2593.24,3234,9689,46.86,368,449,35.42,1.09,5.09,3.04,RURAL,0
2015,CBP101840,5231,250_499,72206,77589,1255087105,4846915332,1027.8,8456,2809,3.56,1061,1278,4.65,59.29,33.32,0.04,RURAL,0
2010,CBP101841,2371,50_99,64011,60120,525594756,1826369593,720.5,10090,7713,38.11,502,1174,43.51,13.9,30.73,30.96,SUBURBAN,0
2020,CBP101842,3271,500_999,1157,1254,11114811,42443728,2351.63,505,9853,31.6,846,1149,64.74,15.6,38.46,5.72,URBAN_CORE,0
2023,CBP101843,2361,1_4,62000,64958,922009702,3720156052,2031.14,3798,6248,53.97,972,1248,64.89,11.74,1.56,9.63,URBAN_CORE,0
2016,CBP101844,5241,20_49,7042,6859,149063007,523664461,2571.23,8894,11524,16.93,1583,1633,6.87,46.33,22.94,33.2,SMALL_TOWN,0
2016,CBP101845,4841,20_49,60662,52801,698722436,2606626545,1526.6,1739,9454,50.72,987,721,7.52,22.55,65.28,6.51,RURAL,0
2013,CBP101846,3261,250_499,5549,5161,118222921,458779933,2594.68,4919,11819,26.38,1747,1570,36.87,25.27,56.97,7.31,SMALL_TOWN,0
2025,CBP101847,6231,5_9,7589,8018,128371791,499594841,1427.83,7193,811,40.3,706,519,26.79,25.11,19.53,20.07,SMALL_TOWN,0
2012,CBP101848,4841,20_49,26992,30094,704028046,2491470776,1569.47,1051,9709,33.24,841,146,45.77,47.59,0.76,4.57,SUBURBAN,0
2013,CBP101849,3321,20_49,61591,56523,772895014,2699732735,802.72,919,7360,47.3,484,1184,8.26,33.42,48.38,8.06,SUBURBAN,0
2015,CBP101850,6211,100_249,36616,33658,229105765,803968633,1022.81,957,5574,17.52,1361,1408,67.0,26.29,47.22,34.42,URBAN_CORE,0
