demo_nativity_estimate_year,demo_nativity_subdistrict_lgd_code,demo_nativity_nativity_category,demo_nativity_country_of_birth,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_english_proficiency_level,demo_nativity_primary_language,demo_nativity_secondary_language,demo_nativity_ancestry_first,demo_nativity_ancestry_second,demo_nativity_language_isolates_count,demo_nativity_foreign_language_speaker_count,demo_nativity_limited_english_households,demo_nativity_naturalization_rate_estimate,demo_nativity_visa_class_at_entry,demo_nativity_refugee_admission_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_cultural_linguistic_diversity_index
2024,52851357,Native,Bhutan,1990,Resident,Basic,Gujarati,Other,Marathi,Other,7,65195,10022,0.187,Other,Y,Y,N,0.161
2022,70120492,Interstate_migrant,Bhutan,1990,OCI,Advanced,Bengali,Urdu,Malayalam,Kannada,9,191656,5097,0.484,Refugee,N,Y,N,0.741
2018,40240866,Native,Nepal,1997,Other,Advanced,Assamese,Telugu,Kannada,Bengali,1,169735,133,0.712,Work,Y,N,Y,0.696
2020,79261565,Interstate_migrant,Other,2001,Citizen,Intermediate,Telugu,Marathi,Other,Assamese,3,39042,37298,0.443,Family,N,Y,N,0.18
2020,36947881,Native,India,1993,OCI,None,Odia,Assamese,Gujarati,Assamese,2,27595,13095,0.92,Work,N,N,N,0.501
2023,26606511,Native,Pakistan,1991,Citizen,Advanced,Assamese,Tamil,Gujarati,Bengali,1,187820,27364,0.047,Other,Y,Y,Y,0.996
2022,73359559,Native,Pakistan,2007,OCI,Intermediate,Kannada,Punjabi,Hindi,Other,1,66684,17992,0.733,Refugee,N,N,N,0.511
2020,93139512,Native,Nepal,2023,Other,Basic,Urdu,Kannada,Other,Assamese,0,143841,18090,0.84,Study,Y,Y,Y,0.711
2025,82465655,Native,Bhutan,2013,OCI,Intermediate,Tamil,Kannada,Hindi,Urdu,1,151627,2977,0.024,Family,Y,N,N,0.691
2023,13046254,Interstate_migrant,Sri_Lanka,1993,Other,None,Other,Marathi,Odia,Hindi,8,154797,15108,0.016,Study,Y,N,Y,0.519
2019,29707478,International_migrant,Sri_Lanka,2021,Resident,Advanced,Bengali,Odia,Assamese,Telugu,5,65222,6401,0.281,Refugee,Y,Y,N,0.535
2018,40942372,International_migrant,Bangladesh,2020,OCI,Advanced,Tamil,Urdu,Malayalam,Bengali,7,26385,11776,0.151,Work,N,N,N,0.186
2025,40643704,Native,Bangladesh,2021,Citizen,Basic,Marathi,Telugu,Marathi,Other,1,119613,28826,1.0,Other,Y,Y,Y,0.858
2023,88075869,Interstate_migrant,Other,1995,Citizen,Advanced,Urdu,Punjabi,Hindi,Odia,6,29255,17990,0.635,Tourist,Y,Y,Y,0.819
2021,90795608,International_migrant,Nepal,2018,Citizen,Intermediate,Telugu,Assamese,Marathi,Malayalam,7,61552,6581,0.236,Study,N,N,N,0.523
2025,66241734,Native,Myanmar,1999,Citizen,Basic,Assamese,Odia,Telugu,Punjabi,1,93266,21549,0.182,Other,N,Y,N,0.531
2022,46516893,Interstate_migrant,Bhutan,2019,Resident,Advanced,Tamil,Bengali,Assamese,Kannada,2,33704,8837,0.816,Other,N,Y,Y,0.589
2023,33463115,Native,India,2004,Other,Intermediate,Assamese,Odia,Other,Telugu,3,129470,16062,0.574,Other,N,N,Y,0.777
2022,67005156,Interstate_migrant,India,2011,Resident,Advanced,Kannada,Tamil,Odia,Gujarati,9,42356,19542,0.029,Family,Y,Y,Y,0.78
2022,13708935,Native,Bangladesh,1990,Other,Intermediate,Urdu,Odia,Odia,Assamese,9,122857,33668,0.056,Family,N,N,N,0.151
2023,75041959,International_migrant,Bangladesh,2018,OCI,Intermediate,Telugu,Hindi,Marathi,Hindi,5,66922,22276,0.829,Tourist,N,N,Y,0.669
2019,45861573,Interstate_migrant,Bangladesh,1995,Citizen,Intermediate,Odia,Malayalam,Urdu,Gujarati,3,169445,22973,0.163,Other,Y,Y,Y,0.79
2020,68659129,Interstate_migrant,Myanmar,2010,Citizen,Advanced,Other,Punjabi,Assamese,Hindi,9,114342,5601,0.786,Family,N,N,N,0.841
2021,98098891,Interstate_migrant,Other,2009,Resident,Intermediate,Assamese,Punjabi,Kannada,Gujarati,1,53785,24008,0.723,Tourist,Y,N,Y,0.943
2018,78892798,Native,Bhutan,2014,Other,Advanced,Assamese,Malayalam,Tamil,Malayalam,7,27069,10602,0.138,Study,Y,Y,Y,0.394
2025,53374439,Interstate_migrant,Bhutan,1998,Resident,Intermediate,Urdu,Telugu,Telugu,Marathi,2,95207,27254,0.81,Other,Y,Y,Y,0.624
2025,29314130,Interstate_migrant,Nepal,1993,Resident,Advanced,Gujarati,Other,Other,Punjabi,8,105552,4642,0.716,Family,Y,Y,Y,0.509
2020,25099398,Interstate_migrant,Nepal,2022,Citizen,None,Urdu,Telugu,Punjabi,Hindi,10,171098,20786,0.715,Refugee,N,Y,Y,0.696
2018,37343199,Native,Bangladesh,2000,Citizen,Basic,Tamil,Kannada,Assamese,Assamese,4,164148,19688,0.595,Study,Y,Y,Y,0.113
2022,67800341,Interstate_migrant,Pakistan,2013,Other,Advanced,Odia,Kannada,Gujarati,Telugu,9,49209,24287,0.103,Work,N,Y,Y,0.272
2023,99138366,Interstate_migrant,Other,2001,Citizen,None,Hindi,Bengali,Hindi,Gujarati,10,80198,5195,0.519,Tourist,N,N,Y,0.852
2021,17628023,International_migrant,Sri_Lanka,2009,Other,None,Kannada,Tamil,Punjabi,Punjabi,1,21952,15882,0.924,Study,N,Y,Y,0.744
2018,98307253,International_migrant,India,2016,Other,None,Telugu,Hindi,Telugu,Hindi,10,165368,9308,0.5,Study,Y,Y,N,0.328
2025,33119942,International_migrant,Sri_Lanka,2005,OCI,None,Telugu,Other,Assamese,Assamese,2,188053,25158,0.691,Work,N,N,Y,0.966
2024,46046661,Native,Nepal,1993,Other,None,Kannada,Malayalam,Kannada,Marathi,2,154365,14815,0.354,Tourist,Y,N,Y,0.919
2025,66099231,International_migrant,India,2023,Other,Advanced,Tamil,Assamese,Bengali,Assamese,6,168558,30314,0.81,Refugee,Y,N,Y,0.159
2022,21563674,International_migrant,Bhutan,2017,Resident,None,Punjabi,Kannada,Tamil,Assamese,9,156675,4359,0.107,Work,Y,Y,Y,0.51
2020,39431642,Interstate_migrant,Pakistan,1991,Resident,Advanced,Odia,Kannada,Malayalam,Marathi,5,119756,38764,0.49,Refugee,N,Y,Y,0.729
2024,58195065,Native,India,2004,Resident,None,Odia,Telugu,Urdu,Tamil,2,98542,22417,0.924,Refugee,Y,N,Y,0.974
2022,85387023,Native,Bhutan,2019,Other,Basic,Odia,Assamese,Gujarati,Other,7,109475,3685,0.772,Study,N,N,Y,0.195
2025,50245729,Native,Nepal,2006,Citizen,Advanced,Marathi,Bengali,Telugu,Malayalam,5,87296,25686,0.193,Refugee,Y,Y,Y,0.987
2020,90149758,Native,Bangladesh,1999,Other,None,Marathi,Urdu,Urdu,Tamil,9,89342,30918,0.323,Tourist,N,N,N,0.53
2025,13566506,Native,Myanmar,2011,Resident,Basic,Other,Marathi,Hindi,Punjabi,1,10241,8567,0.297,Other,Y,Y,Y,0.096
2021,30288169,International_migrant,Bangladesh,2002,Other,None,Marathi,Assamese,Tamil,Bengali,8,24013,14023,0.095,Refugee,Y,Y,N,0.101
2019,14838580,Native,Pakistan,1991,Resident,Advanced,Malayalam,Hindi,Kannada,Marathi,3,138147,26466,0.558,Study,Y,Y,N,0.163
2022,94368034,International_migrant,Myanmar,1993,Other,None,Malayalam,Tamil,Tamil,Other,6,17303,32787,0.671,Study,Y,N,Y,0.27
2022,59186301,Native,Pakistan,2019,Resident,Advanced,Telugu,Marathi,Punjabi,Hindi,6,177720,30453,0.783,Family,N,Y,Y,0.841
2023,63207393,Interstate_migrant,Bhutan,1995,Other,Intermediate,Malayalam,Gujarati,Tamil,Punjabi,9,151100,2255,0.028,Tourist,Y,Y,Y,0.756
2025,86100555,International_migrant,Other,2008,Citizen,Advanced,Odia,Bengali,Hindi,Other,8,116236,20220,0.59,Tourist,Y,Y,N,0.391
2022,19815006,Interstate_migrant,India,2024,Resident,Advanced,Other,Hindi,Telugu,Bengali,0,159914,2818,0.102,Work,Y,Y,Y,0.624
2024,31079563,International_migrant,India,2007,Other,Advanced,Telugu,Hindi,Hindi,Tamil,3,174033,6111,0.489,Work,N,N,N,0.903
2024,95355531,Native,Bhutan,2015,Resident,Intermediate,Other,Malayalam,Assamese,Hindi,1,115847,25537,0.359,Other,Y,Y,N,0.817
2023,57238314,International_migrant,Sri_Lanka,2020,Other,Advanced,Other,Bengali,Urdu,Punjabi,9,64085,573,0.337,Family,Y,Y,Y,0.987
2023,35724070,Native,Bhutan,2005,Other,None,Telugu,Urdu,Other,Malayalam,8,103872,3071,0.248,Tourist,Y,Y,Y,0.443
2019,60307168,Interstate_migrant,Bhutan,2005,OCI,Intermediate,Odia,Assamese,Bengali,Urdu,5,187806,537,0.007,Tourist,Y,N,Y,0.481
2021,91695511,Native,Other,2005,Resident,Intermediate,Assamese,Malayalam,Punjabi,Telugu,4,39805,24638,0.884,Tourist,Y,N,Y,0.082
2025,39823901,Native,Nepal,1992,Other,Basic,Urdu,Kannada,Gujarati,Malayalam,2,159536,39248,0.613,Study,Y,Y,Y,0.242
2023,69524750,International_migrant,Bangladesh,2016,Citizen,None,Bengali,Kannada,Hindi,Hindi,3,61140,20361,0.917,Refugee,Y,N,N,0.223
2021,52464414,Interstate_migrant,Nepal,2025,Other,None,Kannada,Urdu,Malayalam,Odia,3,38186,5671,0.624,Family,N,N,N,0.809
2019,61783367,Native,Bangladesh,2017,Resident,Advanced,Tamil,Other,Assamese,Punjabi,10,12046,387,0.372,Refugee,Y,Y,N,0.901
2023,44013680,International_migrant,Pakistan,2025,Resident,None,Kannada,Tamil,Hindi,Other,5,107047,18818,0.383,Tourist,Y,N,Y,0.866
2024,72581768,Interstate_migrant,Other,2016,Resident,None,Urdu,Bengali,Odia,Urdu,6,153461,7427,0.322,Study,Y,N,N,0.47
2023,22187294,International_migrant,India,1992,Other,None,Kannada,Bengali,Other,Other,1,19315,20573,0.668,Family,Y,Y,N,0.471
2018,16174693,Native,Sri_Lanka,1998,Other,Intermediate,Kannada,Tamil,Gujarati,Assamese,0,142792,9291,0.077,Tourist,Y,Y,N,0.779
2022,42270526,Interstate_migrant,India,1995,Citizen,Basic,Bengali,Kannada,Malayalam,Assamese,8,151468,12132,0.867,Work,Y,Y,Y,0.889
2019,14028818,Native,Other,2007,Citizen,None,Kannada,Marathi,Gujarati,Urdu,5,199211,29889,0.034,Refugee,N,N,Y,0.459
2023,73995929,Native,Bhutan,2002,Resident,Intermediate,Telugu,Punjabi,Gujarati,Odia,10,127663,37534,0.66,Refugee,N,Y,Y,0.578
2024,69874993,Native,India,2022,Citizen,Advanced,Tamil,Bengali,Bengali,Gujarati,10,59903,28863,0.994,Study,Y,Y,Y,0.591
2023,82770521,Native,Sri_Lanka,2001,Other,None,Kannada,Gujarati,Urdu,Hindi,6,188329,21074,0.694,Family,Y,N,N,0.219
2021,56486570,Native,Myanmar,2001,Other,None,Malayalam,Tamil,Malayalam,Gujarati,6,9954,23406,0.978,Family,Y,N,N,0.857
2021,15708643,International_migrant,Pakistan,2017,Other,Advanced,Telugu,Hindi,Gujarati,Punjabi,2,145012,6818,0.378,Other,Y,Y,Y,0.879
2018,83423089,Interstate_migrant,Bhutan,2013,Resident,Advanced,Assamese,Gujarati,Kannada,Gujarati,3,57763,38189,0.164,Refugee,Y,N,Y,0.679
2018,93012718,Native,Sri_Lanka,2015,Other,Intermediate,Punjabi,Kannada,Gujarati,Kannada,5,103180,23854,0.636,Work,Y,Y,N,0.984
2025,78546445,International_migrant,Myanmar,2006,Resident,Intermediate,Kannada,Assamese,Malayalam,Hindi,10,86260,23203,0.699,Family,N,Y,N,0.743
2018,95297219,Interstate_migrant,Nepal,2023,Other,Advanced,Malayalam,Bengali,Hindi,Other,3,133761,17211,0.013,Other,Y,Y,N,0.337
2021,22452697,International_migrant,Myanmar,2017,Citizen,None,Kannada,Urdu,Marathi,Marathi,7,68260,20615,0.898,Refugee,Y,N,N,0.359
2025,16888951,International_migrant,Myanmar,2024,Other,None,Other,Hindi,Kannada,Assamese,6,167670,17578,0.41,Family,N,N,Y,0.583
2023,39716215,Interstate_migrant,India,2000,Other,Basic,Telugu,Assamese,Gujarati,Urdu,8,121839,36155,0.615,Refugee,N,Y,N,0.054
2019,70969757,International_migrant,Myanmar,2004,Citizen,None,Assamese,Assamese,Kannada,Urdu,10,147142,1861,0.107,Family,Y,Y,Y,0.433
2022,50321856,International_migrant,Bangladesh,2023,Resident,Basic,Tamil,Marathi,Hindi,Kannada,6,83299,1825,0.009,Other,N,N,Y,0.518
2020,76810221,Interstate_migrant,Bangladesh,1990,OCI,Intermediate,Bengali,Hindi,Assamese,Bengali,9,169616,11303,0.446,Other,N,N,Y,0.298
2025,72947182,Native,Myanmar,2016,Other,Intermediate,Hindi,Urdu,Hindi,Odia,3,70230,5109,0.013,Work,N,Y,N,0.306
2022,99809277,International_migrant,Sri_Lanka,2021,OCI,Basic,Marathi,Kannada,Urdu,Malayalam,6,38412,2801,0.159,Work,Y,Y,N,0.918
2019,92245123,International_migrant,India,2004,Resident,Intermediate,Odia,Marathi,Tamil,Urdu,0,1927,17375,0.251,Work,Y,Y,Y,0.301
2023,68942946,Native,Pakistan,2016,Citizen,Basic,Telugu,Assamese,Other,Marathi,9,123214,11760,0.216,Family,Y,Y,N,0.446
2019,64813478,Interstate_migrant,Bhutan,1991,Other,None,Marathi,Punjabi,Odia,Other,2,11397,16360,0.167,Family,Y,Y,N,0.281
2022,47714338,Native,Bhutan,2006,OCI,Advanced,Bengali,Bengali,Telugu,Hindi,4,167083,37577,0.198,Work,Y,N,Y,0.113
2018,73148652,Native,Myanmar,1993,Other,Advanced,Malayalam,Other,Assamese,Odia,2,26861,18441,0.313,Family,Y,Y,N,0.492
2019,19401092,International_migrant,India,1993,Resident,Advanced,Urdu,Telugu,Tamil,Odia,1,168790,20369,0.801,Refugee,N,Y,N,0.759
2018,35128760,International_migrant,Bhutan,2015,Citizen,Intermediate,Odia,Bengali,Marathi,Kannada,2,101361,32476,0.355,Family,Y,N,Y,0.113
2019,13242621,International_migrant,Sri_Lanka,1999,Citizen,Basic,Gujarati,Urdu,Hindi,Hindi,3,47147,38367,0.171,Tourist,N,Y,Y,0.767
2020,40679295,Interstate_migrant,Bhutan,2021,Citizen,Advanced,Odia,Punjabi,Kannada,Marathi,6,4187,39773,0.855,Tourist,Y,N,Y,0.131
2019,75586690,International_migrant,Myanmar,2007,Resident,Basic,Bengali,Kannada,Gujarati,Hindi,7,73919,34174,0.077,Other,Y,N,N,0.149
2021,46514958,International_migrant,Other,1997,Resident,Advanced,Odia,Gujarati,Hindi,Hindi,6,89897,19348,0.439,Tourist,Y,N,Y,0.118
2018,80306666,Interstate_migrant,India,2000,Citizen,Advanced,Kannada,Punjabi,Tamil,Odia,4,189267,10242,0.694,Family,Y,N,N,0.581
2023,67476480,Native,Other,2010,OCI,Intermediate,Urdu,Gujarati,Hindi,Urdu,7,4517,23235,0.526,Tourist,N,N,Y,0.811
2022,57548483,International_migrant,Sri_Lanka,2019,OCI,Basic,Gujarati,Hindi,Tamil,Gujarati,4,163413,11329,0.072,Refugee,Y,Y,N,0.778
2022,56720532,Interstate_migrant,Bangladesh,2011,Citizen,Basic,Hindi,Punjabi,Bengali,Punjabi,4,126827,26866,0.276,Work,Y,Y,Y,0.953
2019,98170932,Native,Sri_Lanka,1993,Resident,Advanced,Hindi,Gujarati,Malayalam,Odia,6,188438,3231,0.178,Tourist,Y,Y,N,0.315
2023,33449013,Interstate_migrant,Other,2012,Resident,Intermediate,Marathi,Kannada,Gujarati,Hindi,7,82350,17272,0.725,Tourist,Y,Y,N,0.124
2025,21430260,Interstate_migrant,Bangladesh,2021,Other,Basic,Gujarati,Bengali,Assamese,Urdu,9,53802,30015,0.919,Other,N,N,N,0.575
2021,44852726,Interstate_migrant,Bhutan,1991,Citizen,Intermediate,Gujarati,Marathi,Punjabi,Odia,9,10220,25942,0.623,Refugee,Y,N,Y,0.974
2023,67582933,Native,Nepal,2023,Other,None,Other,Punjabi,Odia,Punjabi,6,10733,36524,0.367,Work,N,Y,N,0.059
2024,44943062,International_migrant,Pakistan,2012,Citizen,Advanced,Tamil,Bengali,Hindi,Urdu,3,42242,2733,0.232,Tourist,Y,Y,N,0.044
2021,33723160,Native,Bhutan,1991,Other,Basic,Other,Telugu,Kannada,Hindi,5,174440,22138,0.442,Family,Y,Y,N,0.545
2024,99169221,Interstate_migrant,Bangladesh,2003,Resident,None,Tamil,Assamese,Bengali,Telugu,7,101979,36797,0.257,Work,Y,N,N,0.474
2025,28854000,Interstate_migrant,India,2002,Resident,None,Urdu,Hindi,Odia,Kannada,7,116843,39710,0.826,Family,Y,Y,Y,0.936
2019,49467713,International_migrant,Other,1992,Citizen,Intermediate,Marathi,Tamil,Odia,Malayalam,6,5423,21104,0.62,Study,N,Y,N,0.228
2024,18964295,Native,Sri_Lanka,2010,Resident,Intermediate,Malayalam,Hindi,Bengali,Hindi,9,138489,29170,0.437,Other,N,Y,Y,0.67
2024,38018514,Interstate_migrant,Bhutan,2000,Citizen,Advanced,Assamese,Odia,Bengali,Hindi,0,149197,14273,0.714,Family,Y,N,Y,0.366
2024,17945587,Native,Nepal,2004,Citizen,Intermediate,Tamil,Urdu,Hindi,Urdu,5,173200,10509,0.822,Family,N,N,Y,0.764
2023,22956627,Interstate_migrant,Myanmar,2012,OCI,Advanced,Malayalam,Telugu,Tamil,Telugu,0,133881,13011,0.651,Tourist,N,N,N,0.26
2022,57888719,Native,Sri_Lanka,2014,Citizen,Intermediate,Urdu,Telugu,Odia,Kannada,7,93641,8558,0.124,Refugee,N,N,N,0.95
2024,43959633,Native,Myanmar,1991,Other,Basic,Telugu,Odia,Malayalam,Punjabi,3,41277,22348,0.762,Refugee,N,N,Y,0.271
2020,42941115,Interstate_migrant,Bhutan,2021,Citizen,Advanced,Telugu,Tamil,Kannada,Tamil,4,75731,23712,0.591,Family,Y,N,N,0.104
2023,25883271,International_migrant,Sri_Lanka,2010,Other,Basic,Kannada,Assamese,Malayalam,Kannada,5,80328,16707,0.589,Family,N,N,N,0.816
2023,26428401,Native,Sri_Lanka,2019,Resident,None,Marathi,Other,Hindi,Gujarati,3,106050,7033,0.736,Work,N,Y,Y,0.523
2019,56904071,Native,Sri_Lanka,2009,Other,Basic,Kannada,Marathi,Gujarati,Kannada,5,186775,32421,0.291,Tourist,Y,N,N,0.542
2025,42445364,Interstate_migrant,India,2005,Resident,Advanced,Tamil,Telugu,Gujarati,Kannada,3,99180,35230,0.941,Refugee,Y,Y,N,0.524
2024,45396592,International_migrant,Bangladesh,2002,Citizen,Intermediate,Gujarati,Punjabi,Marathi,Other,5,176042,7932,0.695,Other,N,N,Y,0.085
2018,42104654,International_migrant,Other,2000,Citizen,Advanced,Kannada,Urdu,Marathi,Gujarati,10,72460,10416,0.972,Study,N,N,N,0.755
2024,86556238,Interstate_migrant,Bhutan,1998,Resident,Basic,Punjabi,Kannada,Malayalam,Urdu,8,53157,16101,0.982,Family,N,Y,Y,0.855
2024,91679119,Native,Bangladesh,2007,Other,Intermediate,Assamese,Gujarati,Punjabi,Telugu,2,44606,31767,0.144,Work,N,Y,N,0.973
2023,25617063,Native,Bangladesh,2012,Resident,Intermediate,Odia,Tamil,Malayalam,Assamese,9,173343,18106,0.313,Work,N,N,N,0.732
2022,47276405,International_migrant,Pakistan,2020,Citizen,None,Malayalam,Assamese,Gujarati,Telugu,0,41271,23348,0.292,Other,N,Y,Y,0.165
2021,88497072,International_migrant,Other,2004,Other,Intermediate,Telugu,Other,Other,Urdu,0,151982,39756,0.469,Family,Y,N,Y,0.321
2024,57632822,Interstate_migrant,Bangladesh,1992,Resident,Advanced,Odia,Malayalam,Tamil,Punjabi,8,166846,2036,0.438,Refugee,Y,Y,N,0.014
2024,90726881,Interstate_migrant,Other,2023,Resident,None,Punjabi,Other,Tamil,Marathi,3,45966,20242,0.906,Other,Y,Y,Y,0.782
2019,40282718,International_migrant,Nepal,1995,Resident,Basic,Telugu,Assamese,Hindi,Urdu,9,138182,32479,0.669,Refugee,N,Y,N,0.895
2025,18191833,Interstate_migrant,Myanmar,2020,Resident,None,Bengali,Kannada,Malayalam,Marathi,9,17917,30666,0.708,Other,Y,N,N,0.398
2021,95434599,International_migrant,Nepal,2003,Resident,Intermediate,Malayalam,Telugu,Tamil,Bengali,1,177657,23643,0.834,Family,Y,Y,Y,0.584
2021,88070183,Interstate_migrant,India,1994,Citizen,Intermediate,Kannada,Malayalam,Other,Kannada,1,183665,21051,0.985,Work,N,N,Y,0.964
2023,60164741,Native,Myanmar,2005,Other,Advanced,Urdu,Malayalam,Telugu,Bengali,10,119999,13890,0.695,Tourist,N,N,Y,0.366
2022,58188285,Interstate_migrant,Other,2025,Citizen,None,Kannada,Tamil,Tamil,Other,4,80890,9051,0.517,Tourist,Y,Y,N,0.443
2022,68453785,International_migrant,India,2024,Other,Advanced,Kannada,Urdu,Bengali,Other,4,7371,30610,0.294,Study,Y,N,N,0.049
2019,38325398,Interstate_migrant,Myanmar,2017,Other,Basic,Hindi,Malayalam,Hindi,Telugu,7,27659,13547,0.745,Other,N,Y,N,0.915
2020,84701961,International_migrant,Nepal,2016,Citizen,Intermediate,Urdu,Hindi,Hindi,Urdu,9,122487,37590,0.856,Work,N,Y,Y,0.858
2021,54612861,Interstate_migrant,India,1996,Resident,Basic,Assamese,Marathi,Marathi,Odia,0,101891,32787,0.858,Study,N,N,Y,0.839
2022,20862534,Native,Myanmar,1997,Citizen,Intermediate,Tamil,Gujarati,Odia,Other,10,59624,35666,0.415,Tourist,N,Y,Y,0.629
2023,12752837,Native,Nepal,2015,Resident,None,Marathi,Malayalam,Assamese,Bengali,4,161899,25068,0.135,Refugee,N,Y,N,0.318
2018,15364045,International_migrant,India,1998,Citizen,None,Telugu,Hindi,Tamil,Urdu,7,40242,26714,0.66,Other,Y,N,N,0.903
2023,93773619,Interstate_migrant,India,2019,OCI,Advanced,Other,Assamese,Tamil,Marathi,5,103533,1948,0.203,Study,Y,Y,N,0.277
2022,97486022,Native,Nepal,2001,Other,Intermediate,Tamil,Assamese,Urdu,Telugu,6,68627,18680,0.67,Work,Y,Y,N,0.88
2023,26249957,Interstate_migrant,India,2008,Other,Intermediate,Bengali,Other,Tamil,Punjabi,10,40899,28021,0.095,Tourist,N,Y,N,0.26
2025,76215463,Native,India,2010,Other,Basic,Hindi,Punjabi,Telugu,Assamese,4,132590,7475,0.39,Other,N,N,Y,0.586
2022,58973392,Native,Sri_Lanka,2018,Resident,None,Marathi,Telugu,Telugu,Hindi,8,41577,20740,0.462,Study,N,Y,Y,0.494
2022,31311864,Interstate_migrant,India,2000,Resident,Intermediate,Gujarati,Urdu,Kannada,Other,0,169951,8155,0.634,Work,Y,Y,N,0.16
2018,95561910,International_migrant,Bangladesh,1998,Resident,Advanced,Telugu,Malayalam,Telugu,Marathi,1,110590,1942,0.597,Refugee,Y,Y,N,0.811
2022,52329695,International_migrant,Sri_Lanka,2020,Citizen,Intermediate,Odia,Other,Punjabi,Odia,6,96299,30236,0.188,Family,N,N,Y,0.08
2021,52042226,Native,Other,2004,Citizen,None,Telugu,Gujarati,Tamil,Other,4,31311,30102,0.679,Study,Y,Y,N,0.274
2020,39658572,Native,Other,2017,Resident,Intermediate,Kannada,Hindi,Other,Tamil,2,196581,9461,0.787,Tourist,N,Y,N,0.791
2020,57711691,Interstate_migrant,Other,2016,Citizen,Intermediate,Tamil,Punjabi,Bengali,Telugu,8,54099,37251,0.214,Tourist,Y,Y,Y,0.246
2021,62847985,International_migrant,Pakistan,2002,Resident,Intermediate,Punjabi,Bengali,Urdu,Odia,0,133513,35557,0.266,Tourist,N,Y,N,0.15
2020,67035659,Native,Other,1997,Other,None,Punjabi,Other,Malayalam,Assamese,2,130901,22843,0.844,Work,N,N,Y,0.106
2024,30007191,Interstate_migrant,Bangladesh,2024,OCI,None,Telugu,Gujarati,Punjabi,Odia,9,193060,9194,0.774,Tourist,Y,Y,N,0.895
2023,48079701,Native,Other,1999,Resident,None,Telugu,Malayalam,Malayalam,Marathi,3,3856,3522,0.976,Study,N,Y,N,0.615
2020,74195853,Interstate_migrant,Nepal,1996,Other,Intermediate,Hindi,Marathi,Telugu,Assamese,1,162429,33652,0.56,Refugee,Y,Y,N,0.848
2020,15451508,International_migrant,Myanmar,2009,Resident,Intermediate,Hindi,Kannada,Gujarati,Hindi,5,76455,30624,0.821,Family,N,N,Y,0.565
2021,89338809,Interstate_migrant,Bangladesh,2002,OCI,Intermediate,Urdu,Assamese,Malayalam,Punjabi,1,42260,35291,0.655,Other,N,Y,Y,0.024
2019,29990514,International_migrant,Pakistan,2010,Citizen,Intermediate,Marathi,Assamese,Marathi,Telugu,4,86127,36727,0.039,Family,N,Y,Y,0.827
2019,32169621,Native,Other,2004,Citizen,None,Tamil,Kannada,Malayalam,Kannada,9,91049,809,0.414,Family,Y,Y,Y,0.094
2018,68821456,Native,Bhutan,2002,Citizen,Advanced,Other,Malayalam,Urdu,Tamil,7,89871,2049,0.767,Study,Y,Y,Y,0.462
2022,66121925,Native,Bangladesh,2009,Citizen,Basic,Urdu,Punjabi,Punjabi,Odia,1,55393,4078,0.829,Refugee,N,Y,N,0.883
2022,52253560,Native,Myanmar,2008,Citizen,Advanced,Urdu,Odia,Tamil,Tamil,2,110520,1978,0.716,Family,N,Y,N,0.147
2024,59416293,Native,Nepal,2016,OCI,None,Telugu,Malayalam,Tamil,Urdu,6,73948,39290,0.539,Refugee,Y,N,N,0.598
2018,40425769,International_migrant,Myanmar,1995,Resident,Basic,Telugu,Punjabi,Marathi,Odia,7,9160,39236,0.793,Family,N,N,Y,0.858
2018,46672016,Native,India,2010,Citizen,Intermediate,Punjabi,Kannada,Bengali,Punjabi,8,81599,34791,0.381,Work,N,N,Y,0.245
2019,89452560,Interstate_migrant,India,1995,OCI,Intermediate,Assamese,Bengali,Urdu,Punjabi,7,129008,20254,0.391,Other,N,Y,N,0.282
2019,32816817,Interstate_migrant,Bangladesh,2003,Citizen,Advanced,Punjabi,Urdu,Tamil,Odia,3,186195,7161,0.307,Study,Y,Y,N,0.004
2022,91701487,International_migrant,Pakistan,2015,OCI,Basic,Urdu,Tamil,Malayalam,Odia,6,155340,22736,0.075,Refugee,Y,N,N,0.013
2025,79305782,International_migrant,Bangladesh,2000,OCI,Intermediate,Gujarati,Telugu,Kannada,Urdu,8,21876,11701,0.11,Tourist,Y,N,Y,0.073
2019,21343058,International_migrant,Sri_Lanka,2009,OCI,Basic,Punjabi,Marathi,Telugu,Malayalam,3,184709,31541,0.625,Study,N,N,N,0.38
2021,70578877,Interstate_migrant,Nepal,2006,Resident,Advanced,Marathi,Gujarati,Hindi,Tamil,3,52236,27019,0.305,Tourist,N,Y,Y,0.334
2023,43053157,Native,Myanmar,2019,Other,Basic,Gujarati,Tamil,Urdu,Urdu,2,187380,15531,0.5,Family,N,N,Y,0.363
2023,20919390,Interstate_migrant,Sri_Lanka,1995,OCI,Intermediate,Telugu,Bengali,Hindi,Malayalam,0,171706,39363,0.897,Other,Y,Y,N,0.414
2023,88840928,Interstate_migrant,Bangladesh,2010,OCI,Advanced,Urdu,Malayalam,Malayalam,Other,0,83637,22141,0.681,Refugee,N,Y,Y,0.594
2022,81370358,Native,India,2007,Citizen,Intermediate,Tamil,Marathi,Kannada,Malayalam,1,136238,3583,0.044,Work,N,Y,Y,0.689
