econ_consumer_transaction_week,econ_consumer_merchant_category_code,econ_consumer_payment_channel_type,econ_consumer_spend_amount_inr,econ_consumer_transaction_count,econ_consumer_unique_cardholders,econ_consumer_median_ticket_size,econ_consumer_share_online_pct,econ_consumer_share_instore_pct,econ_consumer_refund_rate_pct,econ_consumer_chargeback_rate_pct,econ_consumer_new_customer_share_pct,econ_consumer_repeat_customer_share_pct,econ_consumer_income_segment,econ_consumer_age_segment,econ_consumer_device_type,econ_consumer_daypart_peak,econ_consumer_holiday_effect_flag,econ_consumer_weather_sensitivity_score,econ_consumer_privacy_aggregation_level
2021-W17,4111,UPI,18614322.95,145969,91704,961.12,48.39,51.61,4.47,1.558,33.52,16.58,Low,35_44,Web,Evening,N,0.6481,PinCodeCluster
2023-W10,5812,UPI,5243714.65,207065,97201,368.06,60.49,39.51,8.43,2.625,12.88,28.51,Lower_Middle,35_44,POS,Morning,N,0.128,State
2024-W19,4722,CashOnDelivery,615096.66,104141,78533,1337.5,74.8,25.2,0.94,1.204,30.21,17.95,Low,18_24,Web,Morning,N,0.0186,State
2021-W20,8062,UPI,52944201.93,185327,69501,1077.14,32.34,67.66,8.48,2.615,30.29,77.2,Upper_Middle,65_plus,POS,Evening,N,0.4348,PinCodeCluster
2025-W24,5732,UPI,45131050.93,53276,66386,2235.73,17.8,82.2,5.56,0.101,7.32,33.59,Upper_Middle,25_34,FeaturePhone,Midday,Y,0.3276,PinCodeCluster
2022-W32,5812,UPI,59166890.78,29828,19703,4081.59,61.68,38.32,7.74,1.13,28.72,38.63,Lower_Middle,65_plus,Web,Night,N,0.6841,State
2024-W25,5311,Card,151619.14,221867,11651,3857.05,27.0,73.0,0.44,2.576,34.7,35.71,Lower_Middle,45_54,Android,Midday,N,0.5667,PinCodeCluster
2019-W34,5311,Card,17379915.76,59051,101361,3033.74,46.34,53.66,6.34,0.812,29.71,69.4,Low,35_44,POS,Night,Y,0.0576,PinCodeCluster
2019-W08,5912,CashOnDelivery,2752190.6,148128,18828,1564.5,48.02,51.98,1.23,1.692,36.66,92.63,Lower_Middle,18_24,iOS,Morning,Y,0.4874,City
2020-W01,5732,Card,20907193.29,118588,1814,3716.15,72.29,27.71,8.46,2.201,12.3,54.63,Lower_Middle,18_24,iOS,Midday,N,0.4154,District
2023-W09,5541,Card,45473042.71,130041,78356,1510.24,10.88,89.12,1.36,0.667,2.93,58.24,Middle,65_plus,Web,Morning,Y,0.0198,National
2023-W47,5999,UPI,29144126.46,19715,108542,4356.21,53.96,46.04,9.75,0.982,39.26,32.68,Middle,25_34,POS,Midday,Y,0.9712,National
2021-W45,5812,Wallet,505996.71,117753,109199,4419.2,59.9,40.1,9.41,2.886,26.01,85.87,Low,35_44,POS,Midday,Y,0.0288,City
2020-W39,4900,BNPL,2811352.55,202523,28591,3082.56,45.3,54.7,0.69,2.03,36.64,30.73,High,25_34,iOS,Midday,Y,0.0381,PinCodeCluster
2020-W35,5541,BNPL,51213245.97,36144,31902,1697.58,79.58,20.42,3.7,1.732,36.05,50.86,Upper_Middle,35_44,FeaturePhone,Evening,Y,0.1084,National
2024-W45,5541,CashOnDelivery,40516044.63,155766,108679,1556.0,47.39,52.61,11.68,2.673,18.55,96.53,Low,25_34,Android,Morning,N,0.3477,State
2020-W38,4722,Card,32209348.23,101502,102790,4007.97,12.12,87.88,0.43,1.267,17.5,52.06,High,65_plus,iOS,Evening,N,0.4995,PinCodeCluster
2023-W09,4814,NetBanking,42628808.41,37253,98748,893.48,66.56,33.44,8.51,0.345,19.47,77.87,Upper_Middle,35_44,iOS,Night,N,0.0136,National
2019-W44,4814,CashOnDelivery,55933498.19,102063,69350,3393.91,26.26,73.74,1.2,1.586,37.42,47.2,Lower_Middle,55_64,Web,Morning,Y,0.426,City
2022-W29,5812,NetBanking,50928059.79,209225,23822,1822.7,11.69,88.31,11.92,0.772,19.15,86.47,Upper_Middle,25_34,Android,Evening,Y,0.3696,State
2025-W04,5732,BNPL,7507989.63,166867,85454,3476.87,63.35,36.65,1.76,1.11,21.34,82.6,Lower_Middle,35_44,Android,Morning,Y,0.2074,State
2020-W28,4789,CashOnDelivery,1058204.15,101254,62123,849.37,23.77,76.23,5.56,2.858,14.26,33.98,Low,55_64,FeaturePhone,Evening,Y,0.5209,State
2024-W08,8062,CashOnDelivery,6656591.01,114938,119637,2048.52,87.7,12.3,1.3,0.805,23.66,49.35,Lower_Middle,55_64,Web,Night,N,0.5691,National
2020-W29,4111,CashOnDelivery,5785178.46,116089,7649,1141.52,62.65,37.35,11.08,0.506,35.41,50.02,Middle,18_24,Android,Night,Y,0.9486,District
2023-W20,4722,BNPL,58653145.7,31408,40518,1028.84,95.53,4.47,10.3,1.883,36.83,12.07,High,35_44,iOS,Night,Y,0.4239,District
2019-W21,5732,Wallet,37461162.7,214351,79101,837.54,48.17,51.83,5.2,0.773,24.33,50.89,Middle,35_44,Android,Morning,Y,0.6173,City
2022-W46,5411,Card,51861165.98,124290,96182,1366.36,59.72,40.28,10.63,1.887,23.18,23.55,Upper_Middle,18_24,Android,Morning,Y,0.3578,State
2022-W31,5311,NetBanking,35587913.41,181806,109061,1880.99,47.79,52.21,4.84,2.757,11.32,77.4,Upper_Middle,65_plus,Web,Evening,Y,0.3157,City
2023-W15,4511,CashOnDelivery,29168623.51,31046,57296,993.4,58.75,41.25,4.52,0.284,23.17,85.29,High,18_24,iOS,Midday,Y,0.9822,National
2022-W25,4111,BNPL,32865070.65,192528,24712,3286.01,88.0,12.0,5.91,0.069,9.48,93.33,Lower_Middle,65_plus,Web,Midday,Y,0.88,National
2021-W13,4511,Card,23067758.01,30033,14272,1584.66,73.98,26.02,0.31,1.651,23.85,55.01,Lower_Middle,18_24,iOS,Morning,Y,0.9586,District
2024-W33,4511,Wallet,38448871.02,177442,118631,4285.34,16.5,83.5,6.41,2.497,18.9,23.88,Middle,35_44,FeaturePhone,Morning,N,0.0885,PinCodeCluster
2020-W51,5311,Card,38158304.86,146547,89507,1929.76,45.78,54.22,2.56,1.03,1.95,17.31,High,45_54,iOS,Evening,N,0.7809,State
2025-W52,5732,CashOnDelivery,43226369.15,171439,85592,4250.88,84.8,15.2,2.24,0.786,8.65,74.46,Middle,18_24,FeaturePhone,Midday,N,0.3928,City
2025-W03,4789,NetBanking,21809484.24,146282,113240,2310.81,64.01,35.99,5.25,0.967,9.18,56.47,Low,65_plus,Web,Morning,N,0.4999,National
2023-W47,5541,NetBanking,29797552.69,83313,49354,1469.97,38.81,61.19,10.84,1.485,15.86,36.77,Upper_Middle,45_54,Web,Morning,Y,0.5852,National
2023-W30,4722,NetBanking,19197721.02,82511,98974,253.49,36.68,63.32,1.52,0.689,7.39,45.91,Middle,18_24,Android,Evening,N,0.6243,PinCodeCluster
2019-W27,5311,NetBanking,1768469.02,23451,48113,3912.2,48.85,51.15,2.84,0.147,37.25,27.73,Lower_Middle,35_44,Web,Midday,Y,0.7028,National
2019-W05,5912,UPI,31994463.44,11975,113847,3745.64,46.09,53.91,11.72,0.913,13.45,30.57,Lower_Middle,55_64,Web,Midday,Y,0.7967,District
2025-W34,5912,Card,24943953.53,175449,112776,609.44,48.28,51.72,8.02,1.193,2.11,51.02,Middle,25_34,Web,Night,N,0.2566,PinCodeCluster
2020-W20,4111,Wallet,24240441.68,121425,90417,3295.93,56.3,43.7,5.21,0.422,13.55,45.41,High,35_44,Android,Evening,Y,0.1352,City
2020-W51,5541,BNPL,53762663.07,184233,57843,259.79,21.52,78.48,10.44,0.033,32.86,55.85,Lower_Middle,55_64,iOS,Evening,Y,0.3671,City
2019-W15,5541,CashOnDelivery,59139994.04,162997,103026,3585.83,44.45,55.55,5.62,0.411,37.89,29.37,High,18_24,Web,Morning,N,0.2659,City
2024-W20,4900,Wallet,50296868.17,141294,6767,2491.84,8.68,91.32,10.59,0.768,4.95,96.64,Lower_Middle,18_24,iOS,Morning,N,0.1232,City
2020-W36,4722,Card,59069463.43,200678,116521,164.12,26.84,73.16,5.0,2.51,1.19,77.34,High,45_54,Android,Morning,N,0.5625,District
2019-W46,4789,UPI,4277250.66,206156,345,1543.0,18.78,81.22,6.48,2.755,37.07,17.92,Upper_Middle,35_44,Android,Evening,Y,0.5221,PinCodeCluster
2020-W37,8062,UPI,43516694.55,74273,74036,1265.64,92.26,7.74,8.08,2.027,35.77,36.99,Lower_Middle,45_54,FeaturePhone,Morning,N,0.4745,PinCodeCluster
2020-W24,5912,NetBanking,31621961.05,215865,91103,619.12,66.2,33.8,2.35,2.323,37.47,81.51,Lower_Middle,35_44,Android,Night,Y,0.4949,City
2020-W09,5999,Wallet,13722027.47,56864,34726,4351.34,52.88,47.12,11.42,2.556,27.37,39.31,Lower_Middle,55_64,iOS,Night,Y,0.1352,PinCodeCluster
2020-W07,5541,CashOnDelivery,8418112.11,148582,25574,139.47,24.68,75.32,11.51,1.859,3.92,35.79,Low,45_54,POS,Evening,N,0.2243,District
2020-W42,4814,Card,8565028.41,113632,47808,4060.68,30.06,69.94,1.8,1.242,18.52,51.99,Upper_Middle,45_54,Android,Midday,Y,0.3345,District
2022-W50,5732,UPI,14330180.85,73803,47886,1286.29,52.52,47.48,3.87,0.978,28.81,43.05,Low,18_24,Web,Night,N,0.892,District
2025-W25,5999,UPI,30075496.53,105050,103111,2219.15,54.39,45.61,5.76,1.392,19.43,83.63,High,35_44,POS,Evening,Y,0.7006,National
2025-W29,8062,NetBanking,50970979.73,82940,115491,2170.79,12.97,87.03,3.43,1.286,24.59,68.64,High,65_plus,POS,Midday,N,0.6391,District
2020-W09,4722,UPI,25544227.4,102968,82630,4497.54,52.14,47.86,4.23,1.473,38.1,88.41,High,55_64,POS,Morning,Y,0.136,State
2021-W37,5912,UPI,17295047.5,203207,18054,4183.7,67.13,32.87,11.42,0.468,3.33,44.76,Lower_Middle,55_64,iOS,Evening,N,0.6907,State
2019-W45,4111,NetBanking,22142375.7,1008,35578,2834.65,38.5,61.5,4.6,1.144,6.27,84.97,Low,55_64,iOS,Night,Y,0.199,District
2019-W44,4111,UPI,25281627.86,227400,59774,3780.25,33.35,66.65,0.91,1.612,34.73,42.87,Low,35_44,FeaturePhone,Evening,N,0.2253,PinCodeCluster
2020-W45,4789,Card,26823115.37,21239,31071,3120.39,30.96,69.04,7.08,2.887,4.4,22.59,Low,35_44,iOS,Evening,N,0.5974,PinCodeCluster
2020-W11,4511,CashOnDelivery,14143210.62,67052,10704,1597.61,49.4,50.6,6.25,2.022,14.47,15.73,Lower_Middle,45_54,Android,Midday,Y,0.4121,National
2022-W50,4111,Card,1694061.3,166690,54106,1888.26,80.31,19.69,1.69,0.197,24.33,58.7,Middle,55_64,FeaturePhone,Night,Y,0.545,State
2020-W43,4900,UPI,19238098.32,146477,48853,2043.3,85.71,14.29,1.78,2.547,2.7,87.24,Middle,25_34,iOS,Night,N,0.6864,PinCodeCluster
2024-W15,5812,UPI,34944300.61,199917,83827,1786.88,71.34,28.66,10.55,2.364,31.39,40.83,Low,25_34,POS,Night,N,0.8654,City
2024-W44,4814,BNPL,47572352.81,164065,90213,2289.57,25.51,74.49,6.37,1.8,4.55,94.2,Middle,18_24,FeaturePhone,Evening,Y,0.0781,State
2022-W36,5812,CashOnDelivery,29575519.41,37566,11766,4485.51,63.01,36.99,10.6,1.8,33.1,32.98,Lower_Middle,35_44,FeaturePhone,Evening,N,0.3055,District
2020-W37,4789,BNPL,55631992.97,50620,8559,1407.62,48.64,51.36,5.07,2.969,26.54,45.43,Upper_Middle,45_54,FeaturePhone,Morning,N,0.3135,City
2021-W43,4511,Wallet,57848290.69,243951,37484,3111.76,14.97,85.03,3.39,1.574,34.94,53.76,Middle,45_54,iOS,Midday,Y,0.1714,National
2019-W30,4511,BNPL,7671750.52,245181,50913,1256.9,88.41,11.59,8.23,2.737,28.45,92.37,High,25_34,POS,Morning,N,0.6855,District
2019-W46,5311,Wallet,48898120.26,87699,50983,708.39,13.9,86.1,8.88,0.895,20.48,86.33,Upper_Middle,18_24,iOS,Morning,Y,0.4351,State
2019-W15,5812,Card,53572117.73,65878,5481,3556.41,73.96,26.04,1.16,1.263,10.01,69.01,High,35_44,iOS,Midday,Y,0.857,National
2025-W05,5999,BNPL,29202105.09,102556,100872,4157.05,53.5,46.5,8.69,0.231,37.71,31.21,High,65_plus,FeaturePhone,Night,Y,0.6556,City
2022-W26,4511,UPI,9909412.63,202477,41803,4265.46,56.53,43.47,5.96,0.627,12.06,42.76,High,25_34,POS,Morning,N,0.2053,State
2019-W26,5812,Card,24199937.56,154793,83984,2058.71,78.49,21.51,1.66,0.795,18.35,43.95,Low,45_54,FeaturePhone,Midday,N,0.4575,National
2020-W31,5311,NetBanking,52247631.1,74637,34991,2656.9,52.07,47.93,10.15,1.271,8.5,29.66,Low,35_44,iOS,Night,N,0.0912,State
2020-W01,5732,Card,35514118.01,63833,16473,3877.97,70.92,29.08,8.0,2.279,1.21,77.82,High,65_plus,POS,Night,N,0.4545,District
2024-W41,5541,BNPL,55570859.99,7978,71428,502.16,42.67,57.33,10.0,2.17,8.14,59.11,Low,18_24,iOS,Morning,N,0.8728,District
2021-W48,5311,NetBanking,39395531.39,162383,88516,1658.86,40.78,59.22,7.61,2.607,25.3,15.19,Low,45_54,FeaturePhone,Night,Y,0.6248,City
2021-W10,4511,UPI,25203475.82,170039,19014,2505.26,83.89,16.11,4.17,0.163,32.2,46.75,Upper_Middle,65_plus,FeaturePhone,Midday,N,0.8631,National
2020-W14,4900,CashOnDelivery,34460025.24,140495,15173,4327.44,31.16,68.84,1.73,2.691,37.29,19.15,High,55_64,Web,Night,N,0.2268,National
2023-W42,5541,Card,22749645.61,9165,107214,3084.21,26.27,73.73,0.3,2.166,20.99,39.6,Middle,25_34,FeaturePhone,Evening,Y,0.0982,State
2020-W52,5541,UPI,36128618.44,220311,31071,1255.04,61.37,38.63,6.48,0.441,29.53,85.96,Upper_Middle,65_plus,Web,Morning,N,0.0218,City
2020-W36,4900,Wallet,31437236.65,218471,57449,1539.79,36.37,63.63,3.58,0.901,13.6,30.55,Low,55_64,Android,Midday,N,0.6772,District
2023-W35,5541,UPI,7745406.47,142968,10890,1412.13,22.46,77.54,5.11,1.746,22.24,28.02,High,55_64,POS,Night,N,0.3943,PinCodeCluster
2025-W25,5311,UPI,43741245.1,80673,15466,3776.68,48.61,51.39,2.03,0.133,34.09,24.29,Upper_Middle,65_plus,POS,Morning,N,0.785,State
2023-W36,5912,Wallet,51528111.29,22828,49747,223.21,12.23,87.77,9.79,2.068,12.6,94.52,Upper_Middle,18_24,iOS,Night,N,0.9147,National
2025-W44,8062,CashOnDelivery,53374920.17,243859,21991,3057.95,48.03,51.97,7.17,2.644,14.71,40.07,Low,45_54,POS,Evening,Y,0.7297,State
2021-W06,5311,NetBanking,1598400.15,152253,52997,1311.79,20.09,79.91,6.5,0.379,21.85,44.01,Lower_Middle,55_64,POS,Midday,N,0.8989,State
2019-W45,4722,Card,10973274.05,248820,5051,2802.93,83.35,16.65,6.97,2.874,38.88,73.69,Lower_Middle,18_24,POS,Night,Y,0.4707,National
2019-W13,4789,UPI,1882598.59,75911,59255,2146.96,43.04,56.96,9.31,0.691,37.2,89.28,High,25_34,POS,Night,N,0.9196,City
2023-W04,5311,BNPL,22636655.33,57598,59513,799.9,44.42,55.58,11.44,0.423,4.63,83.87,Middle,25_34,POS,Morning,Y,0.4897,PinCodeCluster
2020-W02,4111,Wallet,19267224.77,19024,28358,4061.25,50.99,49.01,6.79,1.667,26.55,53.52,High,65_plus,FeaturePhone,Night,N,0.1172,PinCodeCluster
2019-W40,5541,Card,14793117.31,196395,80391,4267.55,92.52,7.48,5.77,1.034,2.42,83.17,Lower_Middle,55_64,iOS,Night,N,0.8231,National
2020-W01,5812,Wallet,34076852.97,14237,109492,3107.6,44.1,55.9,0.57,2.037,10.21,56.16,Low,35_44,iOS,Evening,N,0.5966,PinCodeCluster
2021-W05,8062,NetBanking,8516456.88,147942,11904,642.21,66.5,33.5,6.97,0.766,3.41,83.88,Lower_Middle,25_34,POS,Night,N,0.1945,National
2022-W29,4511,NetBanking,40361014.7,223810,49570,1858.78,26.53,73.47,4.75,1.854,15.3,55.86,Middle,55_64,POS,Midday,N,0.5565,City
2021-W16,5541,Wallet,57786871.43,147685,23526,1267.13,55.78,44.22,3.66,1.542,19.96,68.31,Middle,35_44,FeaturePhone,Midday,N,0.7352,PinCodeCluster
2022-W48,4789,UPI,5221063.46,140954,72123,587.38,51.99,48.01,2.79,2.455,25.14,93.38,Middle,18_24,POS,Morning,Y,0.6333,State
2024-W42,4789,UPI,11895790.7,129844,71220,837.44,52.38,47.62,6.62,2.437,12.92,12.37,High,25_34,Android,Morning,Y,0.883,State
2022-W14,5541,Card,42491278.64,179715,83215,3000.83,91.26,8.74,2.64,1.231,19.71,74.09,High,55_64,POS,Morning,Y,0.0579,State
2025-W21,5912,UPI,42536859.43,79377,21585,1953.31,64.06,35.94,11.14,2.033,35.24,46.81,High,35_44,POS,Morning,N,0.0459,National
2025-W43,5999,NetBanking,42698811.75,205610,36718,1035.43,42.83,57.17,4.02,1.36,31.68,65.2,High,65_plus,POS,Evening,Y,0.9135,PinCodeCluster
2025-W05,5812,NetBanking,16055099.13,135224,28908,2497.91,54.81,45.19,11.6,0.986,37.82,50.23,Upper_Middle,35_44,FeaturePhone,Evening,N,0.764,City
2020-W52,4814,Card,13280415.48,185120,20606,4386.17,18.95,81.05,11.09,1.743,13.51,11.77,Upper_Middle,35_44,Web,Night,Y,0.0354,City
2024-W06,5541,UPI,39675695.18,213573,3033,358.31,67.85,32.15,7.11,0.951,17.57,61.39,Low,45_54,Web,Midday,Y,0.7946,PinCodeCluster
2020-W44,5912,Wallet,24419526.67,1290,78300,160.27,49.27,50.73,5.3,1.863,16.97,91.42,Low,65_plus,Web,Midday,N,0.9835,State
2019-W51,5732,UPI,19320752.54,125263,38042,4021.89,47.4,52.6,2.33,1.212,32.92,63.04,Upper_Middle,35_44,Android,Night,N,0.9208,National
2020-W03,5912,UPI,6973975.95,61092,109926,3022.97,53.3,46.7,6.45,1.382,18.77,26.98,Low,35_44,FeaturePhone,Evening,N,0.2067,State
2019-W20,5541,BNPL,701103.44,1173,92215,1897.85,46.39,53.61,3.04,2.529,8.4,40.98,Lower_Middle,45_54,Android,Midday,N,0.4684,District
2024-W34,5812,BNPL,11991880.95,106808,42198,520.25,50.74,49.26,10.97,1.964,35.53,41.27,Upper_Middle,18_24,iOS,Evening,N,0.9303,National
2022-W13,5732,NetBanking,37740191.98,131715,93446,723.92,44.57,55.43,11.5,1.047,35.59,40.43,High,55_64,iOS,Evening,Y,0.2269,District
2023-W45,5732,Wallet,849389.22,66356,12715,617.24,50.9,49.1,0.18,1.161,17.48,27.5,Low,55_64,iOS,Morning,Y,0.5857,National
2023-W50,4789,Card,19906493.14,78141,25018,2207.74,94.56,5.44,10.09,0.059,27.42,91.88,Middle,45_54,iOS,Night,Y,0.6026,National
2021-W41,4789,UPI,17956698.58,135314,95463,3230.29,15.23,84.77,9.68,2.196,2.56,24.15,Middle,35_44,Web,Night,Y,0.4111,City
2019-W47,4814,UPI,45063513.26,116798,81675,2925.72,17.42,82.58,10.68,2.986,31.48,67.38,High,35_44,Web,Night,N,0.5924,National
2024-W10,8062,Card,11733904.25,35498,24107,1521.24,46.93,53.07,6.44,0.799,6.2,43.74,Middle,65_plus,FeaturePhone,Night,N,0.1295,PinCodeCluster
2021-W23,5999,NetBanking,56808566.64,113157,74775,3982.63,84.39,15.61,10.93,1.111,2.2,28.63,Low,65_plus,iOS,Night,Y,0.0292,City
2024-W17,4511,UPI,13522102.25,121084,87135,2562.72,49.0,51.0,2.97,1.757,30.76,81.93,Upper_Middle,55_64,Android,Evening,Y,0.6012,National
2024-W23,5411,BNPL,2011701.42,116908,85496,3677.09,52.38,47.62,1.45,0.527,21.31,97.63,High,18_24,Android,Midday,Y,0.7125,City
2023-W36,4111,NetBanking,4706012.46,243788,7205,2266.17,90.12,9.88,1.34,0.543,13.84,93.01,Upper_Middle,45_54,POS,Midday,N,0.8407,City
2022-W08,5732,Card,59072998.55,204716,133,1189.08,29.96,70.04,7.52,1.691,18.02,15.03,Lower_Middle,65_plus,Android,Morning,Y,0.8337,City
2022-W48,4789,NetBanking,16884446.72,246271,60161,3228.8,25.48,74.52,2.44,1.221,37.74,77.25,Low,25_34,FeaturePhone,Morning,Y,0.8523,State
2025-W12,5912,NetBanking,14293592.96,235768,43029,2273.1,6.84,93.16,11.52,1.138,12.98,55.34,Middle,65_plus,iOS,Midday,N,0.7185,City
2025-W03,5912,Wallet,22349689.69,233828,105867,3189.84,62.87,37.13,2.17,2.287,25.27,74.6,High,65_plus,Web,Midday,Y,0.1016,District
2020-W48,5732,NetBanking,3505998.15,17496,76719,4164.76,96.75,3.25,4.11,0.082,37.84,48.86,High,65_plus,Android,Midday,Y,0.2281,PinCodeCluster
2021-W50,4511,BNPL,868020.12,224304,7586,918.98,48.83,51.17,5.28,2.618,26.71,58.12,High,65_plus,POS,Evening,Y,0.7195,District
2021-W24,4511,NetBanking,17158032.7,91676,66818,1052.37,56.59,43.41,2.25,1.267,14.32,65.57,Middle,18_24,POS,Night,Y,0.7299,District
2020-W05,4814,NetBanking,45177859.33,235251,7257,4401.47,58.85,41.15,6.47,2.239,10.52,73.84,Upper_Middle,18_24,FeaturePhone,Midday,N,0.6362,District
2022-W05,5812,Card,34537883.03,136271,10102,1484.76,41.99,58.01,5.62,2.059,14.52,97.25,Lower_Middle,25_34,FeaturePhone,Night,Y,0.2084,National
2020-W25,5912,BNPL,54802705.24,137381,73470,2690.82,86.34,13.66,5.51,1.123,8.46,55.21,Lower_Middle,65_plus,Android,Midday,N,0.8206,State
2019-W30,4789,Card,39665797.52,36183,7958,3275.12,27.57,72.43,7.31,1.741,23.18,54.93,High,55_64,FeaturePhone,Midday,N,0.4512,State
2020-W18,8062,Card,34475700.54,208697,92563,3638.83,33.22,66.78,7.9,1.997,15.01,53.4,Middle,45_54,Android,Morning,Y,0.4497,PinCodeCluster
2021-W06,4111,Card,25449909.04,242578,97082,1260.88,49.06,50.94,9.96,0.914,35.81,33.98,Lower_Middle,25_34,FeaturePhone,Night,N,0.2804,State
2024-W38,4111,CashOnDelivery,50332957.75,235136,83006,2303.51,6.79,93.21,10.68,2.64,12.65,38.52,Lower_Middle,55_64,iOS,Night,Y,0.3709,District
2023-W44,4111,UPI,10888063.08,179699,70329,1383.84,91.05,8.95,2.34,2.096,34.87,64.5,Upper_Middle,55_64,iOS,Midday,N,0.6795,City
2020-W34,5732,BNPL,58234420.61,162127,117050,1533.04,30.0,70.0,1.62,0.962,15.74,94.61,Upper_Middle,45_54,POS,Morning,N,0.7949,District
2020-W31,4111,Wallet,40795619.71,91526,110038,2795.66,72.68,27.32,2.97,1.942,18.46,39.67,Low,18_24,Android,Morning,Y,0.031,National
2023-W44,5411,CashOnDelivery,47738535.92,198384,86065,1262.51,5.44,94.56,4.73,2.188,36.94,92.45,Upper_Middle,55_64,Android,Morning,Y,0.8028,State
2019-W37,5999,NetBanking,13980890.81,72306,4363,3869.05,91.35,8.65,4.0,0.749,23.76,52.47,Middle,65_plus,iOS,Evening,N,0.0675,City
2022-W21,5812,UPI,6021219.5,246751,69502,1259.01,43.34,56.66,11.59,0.83,21.44,51.64,Low,65_plus,Web,Midday,Y,0.9493,PinCodeCluster
2021-W17,4814,Card,24543511.03,225495,63101,2234.18,24.54,75.46,1.2,0.687,9.63,63.77,Middle,55_64,POS,Night,N,0.8805,City
2024-W26,4722,Wallet,38790602.84,170392,97311,186.62,87.5,12.5,11.85,1.742,32.65,10.59,Middle,65_plus,POS,Evening,N,0.3492,District
2021-W45,5732,NetBanking,10425241.74,147659,87115,4125.34,76.46,23.54,1.55,1.017,10.91,68.44,High,65_plus,FeaturePhone,Night,Y,0.1458,PinCodeCluster
2025-W33,4111,Card,40000955.82,183714,42476,4212.48,50.39,49.61,4.67,0.897,26.53,42.81,Middle,55_64,POS,Evening,N,0.0826,State
2024-W04,8062,Wallet,40620690.19,218998,60858,2443.3,15.21,84.79,3.2,0.416,38.25,78.17,Lower_Middle,55_64,POS,Night,Y,0.2387,City
2020-W37,8062,BNPL,55714062.2,159122,51248,2039.4,46.37,53.63,2.44,0.721,12.38,14.96,Upper_Middle,25_34,iOS,Morning,N,0.3642,State
2020-W47,4511,BNPL,22314914.58,97862,88129,1086.81,53.13,46.87,1.58,0.291,19.91,87.93,Middle,65_plus,POS,Evening,Y,0.3287,District
2022-W27,4814,CashOnDelivery,33458572.19,147157,38847,3849.42,71.47,28.53,10.78,2.265,24.94,62.73,Lower_Middle,45_54,Web,Night,Y,0.4933,City
2025-W02,5999,Wallet,59000006.83,241353,28149,1244.16,51.44,48.56,10.66,2.787,29.68,66.78,Lower_Middle,55_64,iOS,Midday,N,0.4332,PinCodeCluster
2023-W47,5311,Wallet,28795964.66,202409,75186,1710.06,59.88,40.12,5.02,0.99,38.72,42.57,High,65_plus,FeaturePhone,Morning,Y,0.8435,District
2024-W17,5812,Wallet,5107767.3,27588,35278,2087.02,57.23,42.77,0.23,1.62,31.07,19.45,Lower_Middle,25_34,Android,Evening,N,0.7826,State
2020-W31,5812,Wallet,9040644.37,204038,112201,2217.76,2.89,97.11,0.36,0.913,23.18,29.98,Middle,35_44,iOS,Morning,N,0.0005,PinCodeCluster
2025-W03,4722,NetBanking,17604363.17,76472,2441,574.31,57.74,42.26,10.06,2.125,5.75,28.65,Low,18_24,Web,Evening,Y,0.812,PinCodeCluster
2019-W04,5311,NetBanking,23233041.9,80195,117651,3373.42,31.95,68.05,11.51,0.848,10.51,74.63,Middle,18_24,Android,Night,N,0.1574,National
2020-W29,5732,Card,53869665.85,79233,68441,1239.38,38.76,61.24,9.8,1.899,4.8,81.02,Upper_Middle,25_34,FeaturePhone,Night,N,0.4247,National
2022-W30,4111,CashOnDelivery,30121274.99,30287,63786,1799.37,54.71,45.29,10.36,0.09,37.97,55.86,Low,55_64,Web,Evening,N,0.7306,National
2023-W47,4814,BNPL,22203613.95,22809,37243,3739.58,68.42,31.58,9.15,2.012,13.1,78.42,High,18_24,Android,Night,N,0.178,National
2024-W10,5311,BNPL,43459226.32,212446,29539,202.38,75.88,24.12,9.75,0.888,37.73,37.52,Lower_Middle,35_44,iOS,Night,Y,0.5124,National
2022-W47,5732,UPI,12942734.42,208144,9497,3967.54,57.66,42.34,0.05,1.717,1.11,80.33,Upper_Middle,45_54,Web,Morning,Y,0.1009,District
2021-W04,5732,Card,51746303.09,160612,50209,688.25,20.83,79.17,3.15,0.622,38.6,93.48,Low,55_64,FeaturePhone,Morning,N,0.2285,PinCodeCluster
2025-W02,4814,NetBanking,37499731.34,216150,99608,1879.25,26.36,73.64,6.36,1.327,26.71,92.23,Lower_Middle,25_34,Web,Morning,N,0.3146,City
2020-W24,5912,UPI,2960469.02,29722,27239,554.82,73.45,26.55,11.3,2.447,33.48,96.67,Lower_Middle,25_34,Android,Morning,Y,0.7651,State
2019-W34,4814,NetBanking,51095601.44,50446,16425,3378.33,56.2,43.8,10.19,1.905,11.34,51.5,Upper_Middle,25_34,iOS,Morning,Y,0.4016,State
2020-W45,4511,UPI,14814947.09,226316,1702,2412.56,41.71,58.29,0.76,0.91,22.98,27.58,Lower_Middle,25_34,Web,Evening,N,0.9178,City
2025-W40,4111,CashOnDelivery,59251266.57,217630,56652,2360.2,57.83,42.17,10.68,2.583,4.03,14.76,High,45_54,FeaturePhone,Evening,N,0.9936,District
2025-W47,5411,NetBanking,43846297.7,152935,89551,3555.47,69.72,30.28,9.21,1.485,22.55,25.82,Middle,35_44,Web,Midday,Y,0.4807,National
