econ_fiscal_reference_year,econ_fiscal_country_iso2,econ_fiscal_gov_sector_esa2010,econ_fiscal_deficit_surplus_eur,econ_fiscal_deficit_surplus_pct_gdp,econ_fiscal_gross_debt_eur,econ_fiscal_gross_debt_pct_gdp,econ_fiscal_interest_expenditure_eur,econ_fiscal_primary_balance_pct_gdp,econ_fiscal_structural_balance_pct_gdp,econ_fiscal_excessive_deficit_procedure_status,econ_fiscal_sgp_corrective_arm_flag,econ_fiscal_sgp_preventive_arm_flag,econ_fiscal_debt_reduction_benchmark_flag,econ_fiscal_expenditure_benchmark_flag,econ_fiscal_one_off_measures_eur,econ_fiscal_revenue_total_eur,econ_fiscal_expenditure_total_eur,econ_fiscal_eurostat_table_code,econ_fiscal_data_extract_date
2011,NL,S1314,-17468880067.17,-8.005,324028630592.55,148.484,11697099496.36,-7.949,-6.504,OUT_EDP,0,1,1,0,637929179.84,86568715398.02,104037595465.19,gov_10dd_edpt2,2025-09-22
2012,SI,S1311,-26213451118.65,-11.945,404393780233.54,184.275,12159486805.76,-12.072,-11.484,IN_EDP,1,0,1,0,1055504603.47,100352193387.6,126565644506.25,gov_10dd_sgpe,2024-04-10
2013,BG,S1313,-26531884717.51,-11.932,57386429834.85,25.808,1023779087.25,-10.463,-12.203,UNKNOWN,0,0,0,1,-1083712982.01,102181641531.76,128713526249.27,gov_10dd_ma,2025-03-03
2014,EE,S13,-2594955504.76,-1.15,248626071635.49,110.183,7134515364.69,-2.304,-1.989,ON_WATCHLIST,0,1,0,1,1007811092.37,92516150230.91,95111105735.67,gov_10dd_edpt1,2024-10-23
2015,HU,S1312,-11321783594.11,-4.972,55732231187.83,24.475,554642879.43,-4.306,-5.433,OUT_EDP,0,1,0,1,595846342.74,89349925778.2,100671709372.31,gov_10q_ggdebt,2025-08-22
2016,LU,S1314,13779951280.4,5.995,268666526348.38,116.884,4322203152.14,6.004,6.486,IN_EDP,1,0,0,1,-1553420167.4,115597270402.0,101817319121.6,gov_10dd_edpt2,2025-11-20
2017,RO,S1311,-1111742999.21,-0.478,397994690429.89,171.12,8577325716.27,-1.561,-0.35,UNKNOWN,0,0,1,0,1634860261.15,117407224445.56,118518967444.77,gov_10dd_sgpe,2025-04-02
2018,AT,S1313,-9221749410.0,-3.926,417127959494.5,177.585,18565426388.57,-4.178,-2.076,ON_WATCHLIST,0,1,1,1,-1689063015.47,110422841173.93,119644590583.93,gov_10dd_ma,2024-01-05
2019,CZ,S13,-9058528185.4,-3.802,75177206689.61,31.553,3261615786.58,-4.118,-5.077,OUT_EDP,0,1,0,1,1305512024.1,107364082458.69,116422610644.09,gov_10dd_edpt1,2025-02-13
2020,DE,S1312,-15592530179.22,-6.504,55273889269.99,23.056,1085903098.87,-4.124,-7.541,IN_EDP,1,0,0,1,1358624543.19,114023848717.62,129616378896.84,gov_10q_ggdebt,2025-03-13
2021,LV,S1314,-28501835414.39,-11.792,145832618701.43,60.335,4340559865.08,-11.143,-12.377,UNKNOWN,0,0,1,0,1094188271.73,95595637032.45,124097472446.84,gov_10dd_edpt2,2024-01-13
2022,PL,S1311,6869982789.9,2.811,148685881526.87,60.838,4504161995.15,4.788,3.377,ON_WATCHLIST,0,1,0,1,997860673.62,122594167373.39,115724184583.49,gov_10dd_sgpe,2024-10-16
2023,ES,S1313,-16585680870.03,-6.684,175037990510.44,70.54,4445665106.33,-5.019,-5.133,OUT_EDP,0,1,0,1,-307858574.31,112499609933.71,129085290803.74,gov_10dd_ma,2026-02-14
2024,HR,S13,-10444072545.6,-4.171,105660160442.72,42.197,2015574868.68,-5.075,-4.962,IN_EDP,1,0,0,0,-56730237.24,114732150575.78,125176223121.38,gov_10dd_edpt1,2024-08-19
2025,FI,S1312,8868437996.47,3.507,160954436851.19,63.649,2215273905.13,3.932,3.468,UNKNOWN,0,0,1,1,569360503.65,118551047469.43,109682609472.96,gov_10q_ggdebt,2025-12-03
2026,IE,S1314,-27600613152.12,-10.821,245528382093.7,96.261,6330487797.02,-8.379,-9.837,ON_WATCHLIST,0,1,1,1,713388220.05,116135302869.77,143735916021.89,gov_10dd_edpt2,2025-03-09
2010,MT,S1311,-15362911237.84,-5.956,397888051696.56,154.256,8558038343.24,-6.176,-6.076,OUT_EDP,0,1,1,0,171135379.25,127400573689.38,142763484927.22,gov_10dd_sgpe,2025-01-06
2011,SK,S1313,14941012199.36,5.729,277938295186.28,106.573,12095785632.2,6.888,6.009,IN_EDP,1,0,1,1,554095833.34,123364534014.48,108423521815.12,gov_10dd_ma,2026-02-02
2012,BE,S13,-12527957949.53,-4.774,236377951458.23,90.076,4873671723.85,-2.837,-4.68,UNKNOWN,0,0,1,1,-1571890851.58,120703991906.4,133231949855.93,gov_10dd_edpt1,2024-07-28
2013,DK,S1312,-2718648182.11,-1.028,125311697919.39,47.384,5163783749.73,0.122,0.438,ON_WATCHLIST,0,1,0,1,1824113805.01,119264986496.34,121983634678.45,gov_10q_ggdebt,2024-08-23
2014,GR,S1314,11596204955.26,4.334,376387019719.89,140.672,13034728922.54,3.369,4.168,OUT_EDP,0,1,0,1,1825538445.24,106697345902.41,95101140947.15,gov_10dd_edpt2,2025-01-27
2015,LT,S1311,-31317405824.38,-11.579,475705958080.07,175.883,4161113453.47,-12.324,-11.889,IN_EDP,1,0,1,1,600400705.77,111066385486.18,142383791310.56,gov_10dd_sgpe,2024-10-19
2016,PT,S1313,-16233355000.69,-5.959,511943190444.76,187.926,5838954582.72,-5.417,-6.36,UNKNOWN,0,0,1,1,-853305873.72,115505040544.95,131738395545.64,gov_10dd_ma,2024-08-02
2017,SE,S13,-12498329541.5,-4.551,420615063923.73,153.158,15164350191.72,-2.707,-3.555,ON_WATCHLIST,0,1,1,1,-665671647.48,124952550938.75,137450880480.25,gov_10dd_edpt1,2024-04-16
2018,CY,S1312,-1211684923.29,-0.437,404400536331.34,145.849,13092242383.13,-1.799,0.063,OUT_EDP,0,1,0,0,1551313327.09,119984965427.62,121196650350.91,gov_10q_ggdebt,2025-09-23
2019,FR,S1314,-7299564039.85,-2.608,374483309154.69,133.796,8882422945.77,-4.098,-3.292,IN_EDP,1,0,1,1,1672842815.81,126955833886.52,134255397926.37,gov_10dd_edpt2,2025-10-21
2020,IT,S1311,16628913839.8,5.878,225661546488.48,79.767,8843907278.31,7.55,6.208,UNKNOWN,0,0,1,1,-312933411.41,140137476971.2,123508563131.4,gov_10dd_sgpe,2026-02-15
2021,NL,S1313,-26453981008.15,-9.257,392834616539.33,137.464,6865485255.98,-8.262,-7.63,ON_WATCHLIST,0,1,0,0,547057587.96,144415847198.15,170869828206.3,gov_10dd_ma,2025-02-20
2022,SI,S13,-12650715212.43,-4.402,108450713305.67,37.737,1434478651.09,-5.077,-6.146,OUT_EDP,0,1,0,1,897145577.94,148744150355.82,161394865568.25,gov_10dd_edpt1,2024-08-14
2023,BG,S1312,-8139603323.97,-2.814,377826270710.96,130.621,13447390203.86,-2.549,-2.229,IN_EDP,1,0,1,1,-286844403.0,133436894842.29,141576498166.26,gov_10q_ggdebt,2024-12-30
2024,EE,S1314,-27203576675.95,-9.276,360828639874.83,123.037,9077241339.09,-10.251,-7.745,UNKNOWN,0,0,1,1,-1462205411.85,151576251514.77,178779828190.72,gov_10dd_edpt2,2024-09-29
2025,HU,S1311,-5919843356.54,-2.004,437504191776.81,148.105,8878865657.78,-2.518,-1.425,ON_WATCHLIST,0,1,1,1,1914044525.43,117139366019.82,123059209376.36,gov_10dd_sgpe,2025-03-07
2026,LU,S1313,-20629174924.72,-6.947,333455007891.42,112.293,8865892906.61,-7.212,-5.734,OUT_EDP,0,1,1,1,-1657867494.4,136515956418.37,157145131343.09,gov_10dd_ma,2025-05-25
2010,RO,S13,8938202708.62,2.984,258521937390.27,86.307,6454327651.12,4.516,3.631,IN_EDP,1,0,0,1,438601440.02,134239553132.03,125301350423.41,gov_10dd_edpt1,2024-11-05
2011,AT,S1312,-7642529306.0,-2.522,358938267738.59,118.448,7439882230.24,-1.585,-1.263,UNKNOWN,0,0,1,0,-98872648.8,124465382041.36,132107911347.36,gov_10q_ggdebt,2024-07-02
2012,CZ,S1314,-6320407524.17,-2.075,144263682486.74,47.362,5228456314.94,-2.456,-0.357,ON_WATCHLIST,0,1,0,1,-83134975.66,141495906670.07,147816314194.24,gov_10dd_edpt2,2025-11-26
2013,DE,S1311,8307002080.3,2.696,191661888130.84,62.203,7833303878.08,2.695,4.529,OUT_EDP,0,1,1,0,687799618.41,152808936936.62,144501934856.32,gov_10dd_sgpe,2024-05-08
2014,LV,S1313,5351299529.2,1.724,68446349140.58,22.051,1207603495.41,2.568,0.971,IN_EDP,1,0,0,0,646635344.62,140714209537.71,135362910008.51,gov_10dd_ma,2024-05-20
2015,PL,S13,3918138356.14,1.257,191134706332.59,61.319,4202032369.73,-0.076,1.343,UNKNOWN,0,0,0,0,-270304545.53,126145354558.86,122227216202.72,gov_10dd_edpt1,2025-02-12
2016,ES,S1312,10690480067.16,3.4,396538204020.4,126.115,4226311232.25,2.711,1.462,ON_WATCHLIST,0,1,1,0,1039674610.6,146319618533.72,135629138466.56,gov_10q_ggdebt,2024-11-04
2017,HR,S1314,-33339859281.08,-10.478,553254568844.89,173.876,21216842625.21,-9.555,-10.316,OUT_EDP,0,1,0,0,-265806117.64,151727507299.7,185067366580.78,gov_10dd_edpt2,2025-12-22
2018,FI,S1311,-33553379599.36,-10.488,301887639124.22,94.363,6474287858.02,-10.877,-12.38,IN_EDP,1,0,0,0,561286576.43,158702166960.64,192255546560.0,gov_10dd_sgpe,2026-02-25
2019,IE,S1313,15474206641.45,4.806,135140116761.37,41.972,4746645776.54,6.459,6.282,UNKNOWN,0,0,0,0,1100343893.39,139726009267.42,124251802625.97,gov_10dd_ma,2024-01-23
2020,MT,S13,-18117179149.89,-5.583,332330007866.6,102.411,3050470256.07,-4.741,-4.514,ON_WATCHLIST,0,1,0,1,-1519083062.92,164709514714.87,182826693864.76,gov_10dd_edpt1,2025-04-27
2021,SK,S1312,-13152402385.76,-4.01,214220163845.64,65.313,6059656021.25,-4.749,-5.347,OUT_EDP,0,1,1,1,-283097478.02,143531455488.37,156683857874.13,gov_10q_ggdebt,2026-01-06
2022,BE,S1314,14555863832.35,4.411,414754671842.4,125.687,11082350031.39,5.21,3.239,IN_EDP,1,0,1,1,1302241433.77,168656846361.63,154100982529.28,gov_10dd_edpt2,2024-11-18
2023,DK,S1311,-28786542865.27,-8.668,595925938888.62,179.441,25853617903.74,-8.529,-7.718,UNKNOWN,0,0,1,1,975496701.59,147789212031.83,176575754897.1,gov_10dd_sgpe,2025-04-28
2024,GR,S1313,-12074097165.1,-3.61,483358552384.05,144.518,19325961250.99,-3.93,-2.603,ON_WATCHLIST,0,1,0,1,-1023308513.23,128143583248.41,140217680413.51,gov_10dd_ma,2024-02-17
2025,LT,S13,-18522093671.86,-5.484,228317566049.91,67.6,7157995730.63,-6.658,-6.515,OUT_EDP,0,1,0,1,764656165.02,148380965955.94,166903059627.8,gov_10dd_edpt1,2026-02-05
2026,PT,S1312,18876030509.35,5.561,511309270954.06,150.635,6440487885.3,6.511,6.867,IN_EDP,1,0,1,1,1913520255.66,151013842713.74,132137812204.39,gov_10q_ggdebt,2024-04-26
2010,SE,S1314,-14980427793.75,-4.383,394860561849.09,115.529,7273802014.38,-5.36,-5.034,UNKNOWN,0,0,1,1,1476680293.62,173161414493.3,188141842287.05,gov_10dd_edpt2,2026-01-21
2011,CY,S1311,-23239192445.08,-6.735,340192793102.48,98.592,11507905140.16,-8.143,-8.685,ON_WATCHLIST,0,1,0,1,1494928161.77,142545553467.66,165784745912.74,gov_10dd_sgpe,2025-03-21
2012,FR,S1313,13008429240.95,3.746,493768164800.1,142.189,10872634343.94,4.747,4.657,OUT_EDP,0,1,0,0,-1672188153.39,161117985601.64,148109556360.69,gov_10dd_ma,2024-02-18
2013,IT,S13,-8550178607.9,-2.441,608369201693.91,173.684,22921133944.1,-0.372,-1.773,IN_EDP,1,0,0,1,-977239402.76,179461624788.67,188011803396.57,gov_10dd_edpt1,2025-11-28
2014,NL,S1312,4347862057.46,1.232,133312085406.17,37.775,1337877938.92,1.329,2.404,UNKNOWN,0,0,0,0,427423916.31,142628139441.77,138280277384.31,gov_10q_ggdebt,2024-03-10
2015,SI,S1314,7585402741.8,2.141,272907981222.8,77.029,9285149037.14,3.673,2.387,ON_WATCHLIST,0,1,1,0,-234404535.2,172797511948.07,165212109206.27,gov_10dd_edpt2,2024-04-30
2016,BG,S1311,-19689410312.92,-5.496,332943056193.88,92.936,13711284179.93,-6.435,-3.994,OUT_EDP,0,1,1,0,-1185649684.12,182877999635.66,202567409948.58,gov_10dd_sgpe,2025-06-20
2017,EE,S1313,15642963062.13,4.348,666703949164.85,185.312,11576132109.66,3.186,5.844,IN_EDP,1,0,1,0,-676030350.28,168843461735.12,153200498672.99,gov_10dd_ma,2025-02-21
2018,HU,S13,17611000913.01,4.858,566252769372.84,156.201,11797595731.74,6.286,4.825,UNKNOWN,0,0,1,1,1643163096.94,143063811257.09,125452810344.08,gov_10dd_edpt1,2024-10-11
2019,LU,S1312,15323268349.26,4.206,337049969408.41,92.515,14992048191.0,5.962,5.027,ON_WATCHLIST,0,1,1,1,604183277.12,154501966781.75,139178698432.49,gov_10q_ggdebt,2024-02-14
2020,RO,S1314,11707486246.66,3.185,464836827560.33,126.458,16128313814.18,2.552,5.154,OUT_EDP,0,1,0,1,-1784833732.89,168588201957.02,156880715710.36,gov_10dd_edpt2,2024-04-22
2021,AT,S1311,-11339093372.19,-3.062,613462726630.64,165.659,21362840353.81,-2.451,-3.564,IN_EDP,1,0,1,0,-773726707.56,182988408738.08,194327502110.27,gov_10dd_sgpe,2024-10-07
2022,CZ,S1313,-27875936074.15,-7.488,515790440572.78,138.551,17484286407.59,-6.574,-8.643,UNKNOWN,0,0,1,1,-513889523.95,181514979190.92,209390915265.07,gov_10dd_ma,2024-01-13
2023,DE,S13,-16925979952.43,-4.512,457710459205.59,122.013,12308041131.29,-4.805,-5.394,ON_WATCHLIST,0,1,1,1,1179741031.44,160971466546.9,177897446499.33,gov_10dd_edpt1,2024-03-05
2024,LV,S1312,-15874507931.66,-4.213,358368994747.75,95.109,10359067673.68,-2.535,-3.45,OUT_EDP,0,1,0,1,-290157882.12,190398184911.4,206272692843.06,gov_10q_ggdebt,2024-07-27
2025,PL,S1314,-12773275679.65,-3.364,315098181413.75,82.985,13760592224.62,-2.118,-2.65,IN_EDP,1,0,1,0,-517476756.59,176948523919.18,189721799598.83,gov_10dd_edpt2,2024-12-28
2026,ES,S1311,5530061442.12,1.444,677064877145.75,176.794,29664863095.57,0.319,0.194,UNKNOWN,0,0,1,0,-576627870.17,149349818878.93,143819757436.81,gov_10dd_sgpe,2024-01-13
2010,HR,S1313,-23547996034.51,-6.122,408174239659.23,106.117,15151684896.82,-4.892,-7.574,ON_WATCHLIST,0,1,1,1,1588187818.34,170646398242.89,194194394277.4,gov_10dd_ma,2024-07-24
2011,FI,S13,-41903085700.34,-10.828,433291373331.94,111.965,18917299696.13,-11.526,-11.297,OUT_EDP,0,1,1,1,1630035571.04,155851238271.87,197754323972.21,gov_10dd_edpt1,2024-04-09
2012,IE,S1312,3223165473.76,0.827,538046481238.27,138.052,22178175599.82,1.1,-1.121,IN_EDP,1,0,0,1,1713319965.79,176128456820.9,172905291347.14,gov_10q_ggdebt,2026-02-19
2013,MT,S1314,-5334736268.07,-1.358,598613977909.62,152.382,8527061465.75,0.149,0.222,UNKNOWN,0,0,1,1,-975168896.22,177782134462.88,183116870730.95,gov_10dd_edpt2,2025-11-19
2014,SK,S1311,-34018179520.15,-8.619,283066459798.81,71.719,2494867888.36,-9.045,-8.967,ON_WATCHLIST,0,1,1,1,1851030579.95,182034030324.98,216052209845.13,gov_10dd_sgpe,2024-02-22
2015,BE,S1313,15704645439.63,3.951,122906439290.98,30.921,5269387152.68,4.577,3.611,OUT_EDP,0,1,0,1,-1934655902.29,152997869295.61,137293223855.98,gov_10dd_ma,2025-06-17
2016,DK,S13,-15590870184.04,-3.902,676584630959.61,169.332,19488283182.08,-5.138,-5.496,IN_EDP,1,0,0,1,1806790337.72,171102113382.27,186692983566.31,gov_10dd_edpt1,2026-01-07
2017,GR,S1312,-1660938600.91,-0.413,530406465367.47,131.888,5298643499.36,0.721,1.078,UNKNOWN,0,0,1,0,-1047258668.01,170392296926.67,172053235527.58,gov_10q_ggdebt,2024-02-13
2018,LT,S1314,-35451175510.81,-8.743,708873482366.04,174.823,30127275118.91,-7.008,-6.92,ON_WATCHLIST,0,1,1,1,717931312.27,163149963443.17,198601138953.98,gov_10dd_edpt2,2024-04-07
2019,PT,S1311,-10148096386.89,-2.49,566051850270.9,138.89,23914609256.7,-0.878,-2.425,OUT_EDP,0,1,0,0,78987206.99,172497756469.9,182645852856.79,gov_10dd_sgpe,2024-03-01
2020,SE,S1313,-5251697386.42,-1.283,292027939703.52,71.343,10574141308.15,-0.889,-3.077,IN_EDP,1,0,1,1,1489238595.57,184321722710.15,189573420096.57,gov_10dd_ma,2025-10-27
2021,CY,S13,5217022605.0,1.266,762719638935.24,185.087,30625029512.2,0.975,2.744,UNKNOWN,0,0,0,1,1830241611.95,212228151231.02,207011128626.02,gov_10dd_edpt1,2024-06-14
2022,FR,S1312,2259156556.87,0.545,224232687682.8,54.094,9068627179.14,1.012,0.693,ON_WATCHLIST,0,1,0,1,-126077677.45,203058879477.84,200799722920.97,gov_10q_ggdebt,2025-09-24
2023,IT,S1314,-6106417096.3,-1.462,634950428850.54,152.02,12920230575.04,-1.873,0.522,OUT_EDP,0,1,1,1,1980711563.39,205194515249.01,211300932345.31,gov_10dd_edpt2,2025-08-02
2024,NL,S1311,-20643962192.32,-4.916,452382448147.39,107.727,16343359979.96,-2.495,-5.617,IN_EDP,1,0,0,0,-307721754.31,180169164190.93,200813126383.25,gov_10dd_sgpe,2024-04-16
2025,SI,S1313,-9022720801.94,-2.139,765724864167.82,181.529,30879007055.8,-0.534,-0.536,UNKNOWN,0,0,1,1,-1841248023.66,172038078928.49,181060799730.43,gov_10dd_ma,2024-09-27
2026,BG,S13,-9238943838.02,-2.177,400258038189.83,94.314,9697077205.85,-3.115,-2.392,ON_WATCHLIST,0,1,1,1,-1066918511.24,219648995338.37,228887939176.39,gov_10dd_edpt1,2025-08-19
2010,EE,S1312,-14378542658.28,-3.359,262405193061.93,61.301,3740301834.95,-2.837,-4.855,OUT_EDP,0,1,1,1,1142192573.5,197880015018.15,212258557676.43,gov_10q_ggdebt,2025-11-21
2011,HU,S1314,-22144694389.01,-5.152,94549076567.35,21.997,3022381343.23,-3.557,-6.021,IN_EDP,1,0,0,1,872794451.25,187370309604.04,209515003993.05,gov_10dd_edpt2,2024-05-20
2012,LU,S1311,4720375259.2,1.093,183818236191.35,42.563,6041994571.18,2.538,2.821,UNKNOWN,0,0,0,0,-950286531.11,210140515232.82,205420139973.62,gov_10dd_sgpe,2025-07-04
2013,RO,S1313,-18532004286.36,-4.261,126844849803.26,29.165,1681181115.27,-2.163,-2.74,ON_WATCHLIST,0,1,0,1,-210514217.45,181156156371.13,199688160657.49,gov_10dd_ma,2025-11-06
2014,AT,S13,1129407669.73,0.258,213230417026.11,48.71,4700300453.51,-0.045,0.603,OUT_EDP,0,1,0,1,847962449.65,210214900699.99,209085493030.26,gov_10dd_edpt1,2025-04-01
2015,CZ,S1312,12128878977.12,2.757,117461395969.98,26.7,1960895257.6,4.363,3.132,IN_EDP,1,0,0,0,-775870841.44,178867730712.49,166738851735.37,gov_10q_ggdebt,2025-04-26
2016,DE,S1314,17266594335.44,3.897,724948840640.58,163.618,7869851690.36,2.709,3.849,UNKNOWN,0,0,0,1,1839975047.3,199946086637.96,182679492302.52,gov_10dd_edpt2,2024-12-14
2017,LV,S1311,-41294128882.64,-9.272,207860179379.91,46.672,2819495563.48,-7.762,-10.72,ON_WATCHLIST,0,1,0,0,-966061989.81,203367267292.78,244661396175.42,gov_10dd_sgpe,2024-10-19
2018,PL,S1313,25914077904.48,5.784,427268664149.21,95.366,4618704338.32,7.721,5.562,OUT_EDP,0,1,0,1,386339636.0,172875889854.56,146961811950.08,gov_10dd_ma,2025-08-13
2019,ES,S13,-27289073476.96,-6.058,730795801966.63,162.232,15438927216.83,-3.883,-7.362,IN_EDP,1,0,1,0,-1613302953.52,187338536826.84,214627610303.8,gov_10dd_edpt1,2025-09-03
2020,HR,S1312,-16399328681.07,-3.626,170614527072.49,37.724,5774279919.92,-3.322,-2.31,UNKNOWN,0,0,0,0,-280483322.64,211983220942.86,228382549623.93,gov_10q_ggdebt,2024-11-11
2021,FI,S1314,-21582606660.05,-4.743,788377173577.83,173.254,14452141736.67,-3.599,-4.695,ON_WATCHLIST,0,1,0,1,-519641142.49,216503957403.4,238086564063.45,gov_10dd_edpt2,2025-09-21
2022,IE,S1311,-10327155263.13,-2.254,504381195340.08,110.086,4966134993.58,0.063,-3.42,OUT_EDP,0,1,1,0,-355084772.69,213244921056.23,223572076319.36,gov_10dd_sgpe,2024-12-18
2023,MT,S1313,4279197978.98,0.93,602833165610.16,131.014,10642138392.78,1.68,0.926,IN_EDP,1,0,1,1,1799039006.15,218571095069.79,214291897090.81,gov_10dd_ma,2024-10-24
2024,SK,S13,-17956093086.6,-3.887,379660269209.08,82.186,16812010541.81,-3.968,-2.377,UNKNOWN,0,0,0,0,-70075931.68,179195605329.5,197151698416.1,gov_10dd_edpt1,2025-08-12
2025,BE,S1312,-29498226690.14,-6.354,486474689708.33,104.788,16518764784.53,-5.518,-5.787,ON_WATCHLIST,0,1,0,1,1204395423.56,224772726770.39,254270953460.53,gov_10q_ggdebt,2024-09-02
2026,DK,S1314,-12403460114.07,-2.65,361010897584.16,77.13,10565879457.66,-3.606,-3.102,OUT_EDP,0,1,0,0,648551135.86,221180269209.67,233583729323.74,gov_10dd_edpt2,2025-08-25
2010,GR,S1311,-43651681250.52,-9.281,888596970906.0,188.929,28096258853.35,-10.327,-8.185,IN_EDP,1,0,0,1,-516476660.21,219959599665.02,263611280915.54,gov_10dd_sgpe,2024-11-05
2011,LT,S1313,12298381761.22,2.6,665692484147.39,140.734,13500154486.73,1.424,1.516,UNKNOWN,0,0,1,1,1432537678.11,227468103464.84,215169721703.62,gov_10dd_ma,2025-06-20
2012,PT,S13,19931208020.76,4.195,566968037075.85,119.332,20235018078.92,3.713,2.31,ON_WATCHLIST,0,1,0,1,701484743.08,245431340444.98,225500132424.22,gov_10dd_edpt1,2025-06-29
2013,SE,S1312,-24210190632.77,-5.075,149754936816.55,31.392,4913961603.95,-4.218,-4.972,OUT_EDP,0,1,0,0,154039187.4,218822862498.45,243033053131.22,gov_10q_ggdebt,2025-12-29
2014,CY,S1314,-27766319464.66,-5.791,830059999896.88,173.119,31748648367.03,-3.436,-5.916,IN_EDP,1,0,0,1,1845013608.18,192737998436.48,220504317901.14,gov_10dd_edpt2,2025-07-31
2015,FR,S1311,-55140131750.65,-11.425,142910673196.36,29.611,2555147327.67,-9.156,-9.473,UNKNOWN,0,0,0,0,-1903482829.43,210819045748.21,265959177498.86,gov_10dd_sgpe,2024-08-14
2016,IT,S1313,5777779089.37,1.193,170538922945.42,35.213,2725808377.91,3.544,-0.118,ON_WATCHLIST,0,1,0,0,1344175855.0,197841239194.33,192063460104.96,gov_10dd_ma,2024-10-04
2017,NL,S13,1537197630.19,0.315,804344759988.03,164.825,33171568378.73,1.836,-0.385,OUT_EDP,0,1,1,0,834310981.13,197841347657.01,196304150026.82,gov_10dd_edpt1,2024-01-06
2018,SI,S1312,-36118943346.57,-7.38,365941668423.68,74.771,11437465125.66,-5.977,-7.003,IN_EDP,1,0,1,0,1422795349.55,197516724379.69,233635667726.26,gov_10q_ggdebt,2024-06-19
2019,BG,S1314,14314522836.51,2.906,636321424645.53,129.18,17928712074.07,2.967,3.269,UNKNOWN,0,0,0,1,561686159.43,250381793314.88,236067270478.37,gov_10dd_edpt2,2024-06-16
2020,EE,S1311,-33685851392.52,-6.81,695219582329.64,140.547,13429735417.87,-5.337,-7.162,ON_WATCHLIST,0,1,0,1,-1233596176.31,199833870159.05,233519721551.57,gov_10dd_sgpe,2025-04-27
2021,HU,S1313,437302795.31,0.088,865511680225.11,174.17,21079056302.76,1.444,-1.709,OUT_EDP,0,1,0,1,1511828740.18,250602755075.27,250165452279.96,gov_10dd_ma,2024-07-11
2022,LU,S13,16971755286.6,3.392,560643323000.69,112.051,7589199865.51,4.344,2.892,IN_EDP,1,0,0,0,208184670.94,209841849182.94,192870093896.34,gov_10dd_edpt1,2025-07-09
2023,RO,S1312,25265484109.55,5.032,358275811629.72,71.356,8409112913.27,3.662,5.688,UNKNOWN,0,0,1,0,-1885636001.21,246421941597.07,221156457487.52,gov_10q_ggdebt,2024-09-18
2024,AT,S1314,-24833626375.15,-4.917,948551597141.12,187.811,16049828921.81,-4.509,-5.072,ON_WATCHLIST,0,1,1,0,752348059.68,227428254212.89,252261880588.04,gov_10dd_edpt2,2025-01-04
2025,CZ,S1311,17959011948.7,3.542,356949305812.67,70.4,8776827818.02,3.547,2.08,OUT_EDP,0,1,0,1,833641217.34,215192691352.07,197233679403.37,gov_10dd_sgpe,2025-02-16
2026,DE,S1313,6967601703.32,1.367,172013622738.57,33.748,6733567254.29,0.593,1.14,IN_EDP,1,0,0,1,-1582857744.28,251562580857.78,244594979154.46,gov_10dd_ma,2025-02-16
2010,LV,S13,-1940179954.78,-0.378,921549549262.88,179.543,18086103348.53,0.384,0.238,UNKNOWN,0,0,0,1,-1923844438.13,255298029918.64,257238209873.42,gov_10dd_edpt1,2025-05-14
2011,PL,S1312,-26943921843.85,-5.225,305629159778.26,59.268,3837591620.15,-5.126,-5.516,ON_WATCHLIST,0,1,0,1,-1413517634.21,250030192299.89,276974114143.74,gov_10q_ggdebt,2025-01-12
2012,ES,S1314,-53436845198.75,-10.332,307918700711.65,59.536,12752342246.09,-8.082,-10.767,OUT_EDP,0,1,0,1,-761713215.12,198265866076.51,251702711275.26,gov_10dd_edpt2,2025-10-17
2013,HR,S1311,-32445742516.66,-6.232,216660714831.67,41.615,4625004948.42,-7.355,-8.084,IN_EDP,1,0,0,1,-1332567970.37,224079522298.76,256525264815.42,gov_10dd_sgpe,2024-01-31
2014,FI,S1313,6526884114.78,1.248,574857410359.33,109.918,20384170753.86,2.043,1.693,UNKNOWN,0,0,1,0,-1268774768.5,260937763925.68,254410879810.9,gov_10dd_ma,2024-08-26
2015,IE,S13,19903425751.8,3.788,621708829258.17,118.323,19471281573.86,3.798,4.615,ON_WATCHLIST,0,1,0,0,-1534218656.48,269401658931.82,249498233180.02,gov_10dd_edpt1,2025-10-18
2016,MT,S1312,2893971381.78,0.548,162590494347.12,30.788,3305211713.05,2.892,-0.373,OUT_EDP,0,1,0,1,352437880.13,259127995568.66,256234024186.88,gov_10q_ggdebt,2025-01-13
2017,SK,S1314,-54588586529.0,-10.296,731707619434.16,138.008,31454830344.37,-11.135,-8.873,IN_EDP,1,0,1,1,-504104508.62,231607758656.61,286196345185.61,gov_10dd_edpt2,2026-01-12
2018,BE,S1311,3574569110.7,0.672,902530826758.88,169.671,29481802655.7,-0.477,-1.324,UNKNOWN,0,0,1,0,629802771.07,207355157459.67,203780588348.97,gov_10dd_sgpe,2025-10-09
2019,DK,S1313,-36032943272.28,-6.736,282823299250.13,52.871,2962540938.38,-4.871,-8.272,ON_WATCHLIST,0,1,0,1,-725788913.0,226796992526.42,262829935798.7,gov_10dd_ma,2025-11-25
2020,GR,S13,-51588534618.65,-9.603,716571890781.81,133.387,21755397741.55,-10.024,-11.2,OUT_EDP,0,1,1,1,-1740007031.65,257393261163.11,308981795781.76,gov_10dd_edpt1,2024-03-27
