agri_livestock_reference_year,agri_livestock_country_iso2,agri_livestock_region_nuts_code,agri_livestock_species_code,agri_livestock_herd_count,agri_livestock_slaughtered_count,agri_livestock_meat_production_tonnes,agri_livestock_milk_production_tonnes,agri_livestock_egg_production_million,agri_livestock_feed_price_index,agri_livestock_veterinary_medicines_use_index,agri_livestock_antimicrobial_use_mg_pcu,agri_livestock_notifiable_disease_code,agri_livestock_outbreak_count,agri_livestock_animal_welfare_compliance_flag,agri_livestock_carbon_footprint_tco2e,agri_livestock_manure_management_type,agri_livestock_eurostat_table_code,agri_livestock_data_source,agri_livestock_data_extract_date
2023,DE,GR33,SHEEP,3960,6357,171.35,16173.26,0.0,146.043,87.28,195.87,AVIAN_INFLUENZA,3,1,9832.13,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2024-05-05
2024,LV,AT18,GOATS,4309,3573,63.68,9825.41,0.0,146.294,86.793,186.65,TB,4,0,6340.63,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2024-08-16
2025,PL,LU3,POULTRY,4048,2794,3.88,0.0,39.051,146.872,87.468,217.9,BSE,5,1,76.46,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2025-06-16
2026,ES,BG957,EQUINE,4339,6498,666.09,0.0,0.0,148.558,87.508,180.73,ASF,6,1,2895.73,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2025-09-05
2010,HR,DE67,BOVINE,3897,2797,700.09,1888.03,0.0,147.081,88.254,204.82,BLUETONGUE,7,1,10395.72,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2025-03-14
2011,FI,LU924,PIGS,4131,4993,569.54,0.0,0.0,148.074,88.602,118.4,FMD,8,1,6246.96,OTHER,apro_mt_lscatl,EUROSTAT,2025-03-02
2012,IE,HR9,SHEEP,3630,1792,47.38,21221.35,0.0,148.689,88.5,121.58,NONE,0,1,10442.84,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2024-08-04
2013,MT,GR16,GOATS,4139,5472,89.68,9575.31,0.0,149.026,89.374,208.51,BRUCELLOSIS,10,1,5005.12,COMPOSTING,apro_mk_pobta,EFSA,2025-05-01
2014,SK,FI7,POULTRY,4348,4943,10.08,0.0,43.236,149.156,90.287,8.0,AVIAN_INFLUENZA,11,1,191.82,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2025-09-04
2015,BE,LV65,EQUINE,3916,3394,335.7,0.0,0.0,149.883,89.975,102.61,TB,12,1,2789.77,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-07-27
2016,DK,GR555,BOVINE,4166,6692,1506.95,9219.71,0.0,150.807,90.253,167.81,BSE,1,1,6747.53,LAGOON,apro_mt_lscatl,EUROSTAT,2026-02-14
2017,GR,DE28,PIGS,3884,6895,493.69,0.0,0.0,150.417,91.871,207.58,ASF,2,1,10073.71,OTHER,agr_r_animal,ECDC_ZOONOSES,2024-08-13
2018,LT,DE174,SHEEP,3680,2488,68.08,10611.68,0.0,151.736,90.609,41.54,BLUETONGUE,3,1,5494.97,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2026-01-30
2019,PT,PL19,GOATS,4218,3277,73.37,21159.1,0.0,151.29,91.046,92.07,FMD,4,1,7327.31,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2025-07-31
2020,SE,NL7,POULTRY,3755,6741,12.3,0.0,26.835,152.054,91.887,51.53,NONE,0,0,183.85,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-04-01
2021,CY,BE389,EQUINE,4252,4774,543.85,0.0,0.0,152.077,92.996,74.71,BRUCELLOSIS,6,1,9467.54,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2024-08-06
2022,FR,FR11,BOVINE,4205,4910,1001.56,15381.48,0.0,153.061,92.309,167.23,AVIAN_INFLUENZA,7,1,30980.22,LAGOON,agr_r_animal,ECDC_ZOONOSES,2025-07-27
2023,IT,HU96,PIGS,3934,6657,693.6,0.0,0.0,154.242,94.156,44.86,TB,8,1,14445.06,OTHER,apro_mk_pobta,EFSA,2024-01-05
2024,NL,PL260,SHEEP,4464,7195,144.78,11899.14,0.0,153.308,94.91,132.12,BSE,9,1,5170.12,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2024-03-06
2025,SI,FR49,GOATS,4395,6773,167.96,9321.14,0.0,153.665,94.208,171.54,ASF,10,0,6198.73,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2026-02-17
2026,BG,FI5,POULTRY,3931,1722,3.42,0.0,55.477,155.481,93.682,143.76,BLUETONGUE,11,1,55.91,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2025-02-14
2010,EE,LU118,EQUINE,4045,2307,144.86,0.0,0.0,155.573,94.288,180.97,FMD,12,1,2036.92,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2024-06-22
2011,HU,LU29,BOVINE,3648,3542,1043.72,13671.31,0.0,154.655,95.117,184.83,NONE,0,0,19402.7,LAGOON,apro_mk_pobta,EFSA,2025-06-06
2012,LU,SI497,PIGS,4391,7559,902.98,0.0,0.0,155.663,96.66,194.14,BRUCELLOSIS,2,1,9891.78,OTHER,apro_mk_pobta,FARM_REPORTING,2024-02-21
2013,RO,SE51,SHEEP,4117,4555,100.94,22583.97,0.0,156.463,95.69,50.25,AVIAN_INFLUENZA,3,1,14331.45,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-11-29
2014,AT,LT475,GOATS,4342,6029,133.05,700.0,0.0,156.945,96.111,86.15,TB,4,0,925.06,COMPOSTING,apro_mt_lscatl,EUROSTAT,2025-08-20
2015,CZ,RO63,POULTRY,3831,1906,2.33,0.0,6.945,157.664,96.295,193.73,BSE,5,1,6.59,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2024-02-14
2016,DE,ES8,EQUINE,4507,7576,606.38,0.0,0.0,157.477,96.486,53.89,ASF,6,1,12311.18,SOLID_STORAGE,apro_mk_pobta,EFSA,2024-01-12
2017,LV,IE303,BOVINE,3950,4061,1002.81,9230.01,0.0,157.903,97.496,62.14,BLUETONGUE,7,1,12444.7,LAGOON,apro_mk_pobta,FARM_REPORTING,2024-06-08
2018,PL,PT326,PIGS,3932,5798,556.03,0.0,0.0,159.156,97.878,111.49,FMD,8,1,3360.31,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2024-04-09
2019,ES,BE29,SHEEP,3832,4815,133.01,14492.34,0.0,159.298,98.046,38.51,NONE,0,1,4665.32,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2026-02-14
2020,HR,CY260,GOATS,4311,6605,120.3,14577.86,0.0,160.015,97.512,11.56,BRUCELLOSIS,10,1,2487.37,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2024-07-25
2021,FI,SK58,POULTRY,3708,3675,7.48,0.0,47.931,159.362,98.47,195.24,AVIAN_INFLUENZA,11,1,53.32,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2024-12-22
2022,IE,EE76,EQUINE,4468,2845,329.9,0.0,0.0,159.537,98.385,111.56,TB,12,1,1151.29,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2025-12-01
2023,MT,PL98,BOVINE,4206,1528,488.75,21691.53,0.0,161.583,100.178,176.23,BSE,1,0,23884.22,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2026-01-07
2024,SK,EE420,PIGS,4397,4618,463.43,0.0,0.0,162.026,98.923,43.47,ASF,2,1,2482.38,OTHER,apro_mt_lscatl,EUROSTAT,2025-10-13
2025,BE,SE3,SHEEP,3689,6467,168.34,21903.73,0.0,161.346,100.736,68.21,BLUETONGUE,3,0,4327.31,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2025-01-14
2026,DK,FR92,GOATS,4059,3757,63.08,2267.64,0.0,161.732,101.589,178.89,FMD,4,1,2002.99,COMPOSTING,apro_mk_pobta,EFSA,2024-05-08
2010,GR,HU114,POULTRY,3993,6524,11.56,0.0,55.592,162.507,101.605,169.65,NONE,0,1,131.35,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2025-03-07
2011,LT,BG169,EQUINE,4081,4450,443.28,0.0,0.0,163.092,101.439,38.03,BRUCELLOSIS,6,0,7706.78,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-03-09
2012,PT,AT52,BOVINE,4285,1505,361.46,13473.68,0.0,162.599,100.545,127.45,AVIAN_INFLUENZA,7,1,9494.8,LAGOON,apro_mt_lscatl,EUROSTAT,2025-02-24
2013,SE,CY750,PIGS,4022,6773,555.95,0.0,0.0,163.501,101.135,172.53,TB,8,1,6062.13,OTHER,agr_r_animal,ECDC_ZOONOSES,2025-02-26
2014,CY,PL94,SHEEP,4137,3633,76.8,2123.69,0.0,164.639,102.57,170.77,BSE,9,1,2171.44,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2024-07-27
2015,FR,AT966,GOATS,4058,5646,118.95,2415.0,0.0,163.591,103.42,55.26,ASF,10,1,1461.76,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2024-06-09
2016,IT,PL97,POULTRY,3857,2700,5.87,0.0,8.193,165.71,102.38,151.9,BLUETONGUE,11,1,29.16,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-07-06
2017,NL,IE5,EQUINE,3931,3016,289.77,0.0,0.0,164.484,103.412,67.93,FMD,12,1,601.04,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2024-11-10
2018,SI,LV49,BOVINE,3960,3994,1016.88,3208.61,0.0,165.319,104.08,71.49,NONE,0,1,11856.32,LAGOON,agr_r_animal,ECDC_ZOONOSES,2024-07-28
2019,BG,BE168,PIGS,4150,1541,176.61,0.0,0.0,165.929,104.734,140.41,BRUCELLOSIS,2,1,2160.59,OTHER,apro_mk_pobta,EFSA,2025-03-03
2020,EE,IT321,SHEEP,4166,4941,112.6,6972.78,0.0,165.581,104.074,120.13,AVIAN_INFLUENZA,3,0,3994.99,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2024-02-24
2021,HU,EE63,GOATS,3890,3976,94.93,12336.64,0.0,167.424,105.538,9.68,TB,4,1,8843.97,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2025-06-07
2022,LU,DE198,POULTRY,4004,6938,14.06,0.0,40.998,166.855,105.28,69.68,BSE,5,1,56.96,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-05-20
2023,RO,FI88,EQUINE,4511,7464,790.22,0.0,0.0,167.992,105.569,145.19,ASF,6,1,17970.51,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2024-08-17
2024,AT,SK62,BOVINE,3887,3708,1044.95,2249.08,0.0,167.867,106.078,151.36,BLUETONGUE,7,1,12406.18,LAGOON,apro_mk_pobta,EFSA,2025-02-26
2025,CZ,LU66,PIGS,3978,5803,551.13,0.0,0.0,167.911,105.851,194.4,FMD,8,0,12183.97,OTHER,apro_mk_pobta,FARM_REPORTING,2024-08-12
2026,DE,HR106,SHEEP,4482,6297,187.43,8125.78,0.0,169.559,105.651,20.56,NONE,0,0,5663.44,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-06-01
2010,LV,SI47,GOATS,3920,6277,164.51,21881.08,0.0,169.84,106.308,40.99,BRUCELLOSIS,10,1,7604.65,COMPOSTING,apro_mt_lscatl,EUROSTAT,2025-04-22
2011,PL,IE261,POULTRY,4270,1669,2.67,0.0,0.863,170.754,108.278,53.88,AVIAN_INFLUENZA,11,1,28.21,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2024-10-16
2012,ES,SI25,EQUINE,3697,2263,213.43,0.0,0.0,171.022,107.803,20.03,TB,12,1,2092.53,SOLID_STORAGE,apro_mk_pobta,EFSA,2025-09-24
2013,HR,FI44,BOVINE,3928,3111,720.15,10828.12,0.0,169.796,108.184,214.24,BSE,1,1,13436.36,LAGOON,apro_mk_pobta,FARM_REPORTING,2024-03-26
2014,FI,FI363,PIGS,3752,1413,149.43,0.0,0.0,171.679,108.735,192.72,ASF,2,1,538.89,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2024-03-10
2015,IE,LT86,SHEEP,4374,4179,84.8,16533.31,0.0,171.372,107.929,182.26,BLUETONGUE,3,0,9413.71,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2025-08-11
2016,MT,LU32,GOATS,4305,4251,89.61,24047.6,0.0,172.819,107.801,37.76,FMD,4,1,17735.55,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2024-07-16
2017,SK,MT940,POULTRY,3775,6706,12.89,0.0,36.724,172.407,109.221,32.44,NONE,0,1,277.18,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2024-04-15
2018,BE,FR863,EQUINE,4399,5415,413.48,0.0,0.0,171.946,110.41,216.73,BRUCELLOSIS,6,1,7073.22,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2025-11-07
2019,DK,IT675,BOVINE,3747,3799,1080.84,4124.15,0.0,173.167,109.186,136.1,AVIAN_INFLUENZA,7,1,17413.18,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2025-02-24
2020,GR,LU30,PIGS,3835,5488,410.89,0.0,0.0,174.094,110.092,54.33,TB,8,1,9255.3,OTHER,apro_mt_lscatl,EUROSTAT,2024-08-11
2021,LT,ES4,SHEEP,3900,3240,64.99,19781.71,0.0,174.005,109.568,132.96,BSE,9,1,13339.29,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2024-08-13
2022,PT,IT9,GOATS,4095,3493,74.24,2137.28,0.0,175.236,110.557,195.19,ASF,10,1,663.92,COMPOSTING,apro_mk_pobta,EFSA,2025-09-03
2023,SE,HR531,POULTRY,4010,6943,11.39,0.0,12.767,175.823,111.219,212.22,BLUETONGUE,11,1,88.3,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2025-10-09
2024,CY,HU6,EQUINE,4388,7257,671.28,0.0,0.0,174.706,112.521,102.91,FMD,12,1,15453.45,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-10-07
2025,FR,CZ717,BOVINE,4392,4881,945.98,1188.44,0.0,175.278,113.043,126.68,NONE,0,1,17252.63,LAGOON,apro_mt_lscatl,EUROSTAT,2024-11-06
2026,IT,FR183,PIGS,4065,2154,191.92,0.0,0.0,175.722,111.917,140.18,BRUCELLOSIS,2,1,2390.63,OTHER,agr_r_animal,ECDC_ZOONOSES,2025-01-25
2010,NL,DE53,SHEEP,3860,2469,56.97,4326.46,0.0,176.579,112.857,203.38,AVIAN_INFLUENZA,3,1,4144.11,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2024-01-17
2011,SI,FR537,GOATS,4472,4590,116.62,3797.89,0.0,176.351,113.267,61.27,TB,4,0,4864.1,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2025-12-09
2012,BG,ES2,POULTRY,3753,2162,4.57,0.0,36.297,176.824,113.997,200.37,BSE,5,1,88.03,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-10-18
2013,EE,HU7,EQUINE,4387,1868,199.58,0.0,0.0,178.338,112.704,56.48,ASF,6,1,3650.95,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2025-03-05
2014,HU,NL824,BOVINE,4294,6089,1361.71,24103.53,0.0,178.413,113.766,83.54,BLUETONGUE,7,1,43378.29,LAGOON,agr_r_animal,ECDC_ZOONOSES,2025-09-23
2015,LU,ES6,PIGS,3859,6011,661.28,0.0,0.0,179.089,114.355,192.79,FMD,8,0,3110.32,OTHER,apro_mk_pobta,EFSA,2025-08-09
2016,RO,LU9,SHEEP,3898,5384,151.77,23110.79,0.0,179.835,115.387,40.87,NONE,0,1,8402.1,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2025-08-06
2017,AT,EE68,GOATS,4093,1614,26.4,11366.38,0.0,179.273,113.969,97.78,BRUCELLOSIS,10,1,3345.81,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2024-11-09
2018,CZ,SK663,POULTRY,3731,6017,12.84,0.0,10.209,180.163,114.874,174.03,AVIAN_INFLUENZA,11,1,269.45,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-07-02
2019,DE,BG9,EQUINE,4433,6805,677.88,0.0,0.0,179.595,114.968,70.56,TB,12,1,6389.79,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2024-06-29
2020,LV,GR757,BOVINE,4156,4908,1309.14,13238.46,0.0,181.234,117.21,124.13,BSE,1,1,13285.97,LAGOON,apro_mk_pobta,EFSA,2024-02-19
2021,PL,IT838,PIGS,4331,3808,436.3,0.0,0.0,180.901,117.213,8.37,ASF,2,1,8905.51,OTHER,apro_mk_pobta,FARM_REPORTING,2025-09-14
2022,ES,HR857,SHEEP,4328,4846,127.2,13531.15,0.0,182.205,117.994,201.11,BLUETONGUE,3,1,5635.99,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-01-01
2023,HR,MT8,GOATS,4359,2815,70.1,5239.71,0.0,181.53,116.698,165.41,FMD,4,1,4771.32,COMPOSTING,apro_mt_lscatl,EUROSTAT,2025-11-30
2024,FI,HU21,POULTRY,4348,7205,11.46,0.0,42.002,181.792,117.793,35.34,NONE,0,1,119.86,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2025-10-04
2025,IE,DE93,EQUINE,4548,6415,502.34,0.0,0.0,183.436,116.917,49.43,BRUCELLOSIS,6,1,2754.65,SOLID_STORAGE,apro_mk_pobta,EFSA,2025-01-26
2026,MT,SE97,BOVINE,3929,1992,618.88,16040.04,0.0,184.211,117.936,60.68,AVIAN_INFLUENZA,7,0,10910.91,LAGOON,apro_mk_pobta,FARM_REPORTING,2024-12-28
2010,SK,MT2,PIGS,3967,6033,721.83,0.0,0.0,182.953,119.294,160.35,TB,8,1,4154.71,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2025-12-26
2011,BE,CZ2,SHEEP,4049,6937,204.14,17060.96,0.0,74.091,118.499,33.95,BSE,9,1,16504.59,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2025-11-12
2012,DK,HR168,GOATS,4479,4961,77.84,6280.26,0.0,75.71,120.272,112.35,ASF,10,0,4977.01,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2025-05-25
2013,GR,RO62,POULTRY,4310,5702,7.08,0.0,0.675,75.718,119.035,25.35,BLUETONGUE,11,1,158.13,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2024-04-21
2014,LT,MT474,EQUINE,4079,4619,324.22,0.0,0.0,75.581,121.238,117.07,FMD,12,1,7486.28,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2025-10-16
2015,PT,AT860,BOVINE,4238,5628,1511.73,9403.66,0.0,75.917,121.392,11.83,NONE,0,0,11640.98,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2025-08-17
2016,SE,CZ95,PIGS,4027,4913,406.24,0.0,0.0,77.538,121.403,130.01,BRUCELLOSIS,2,1,5964.1,OTHER,apro_mt_lscatl,EUROSTAT,2025-10-10
2017,CY,AT711,SHEEP,4023,3547,98.1,14840.82,0.0,77.994,121.763,149.93,AVIAN_INFLUENZA,3,1,14376.2,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2024-01-29
2018,FR,FR719,GOATS,3886,4961,80.37,17882.65,0.0,78.041,120.493,184.47,TB,4,0,2988.39,COMPOSTING,apro_mk_pobta,EFSA,2025-05-02
2019,IT,MT99,POULTRY,4631,3928,9.12,0.0,4.56,78.319,120.835,184.01,BSE,5,1,218.02,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2025-03-23
2020,NL,SI6,EQUINE,4562,2880,303.48,0.0,0.0,79.34,121.519,130.36,ASF,6,1,7412.46,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-07-31
2021,SI,CY7,BOVINE,4006,1782,522.22,18259.89,0.0,79.618,121.561,107.57,BLUETONGUE,7,1,17807.34,LAGOON,apro_mt_lscatl,EUROSTAT,2025-10-07
2022,BG,MT1,PIGS,4387,7764,605.42,0.0,0.0,79.757,122.644,165.86,FMD,8,1,11132.33,OTHER,agr_r_animal,ECDC_ZOONOSES,2024-01-19
2023,EE,BE50,SHEEP,4144,5422,119.72,4675.13,0.0,79.233,123.913,205.12,NONE,0,1,2881.23,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2025-04-16
2024,HU,MT938,GOATS,4036,3362,79.77,5179.04,0.0,81.119,124.198,21.98,BRUCELLOSIS,10,1,1280.28,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2026-01-15
2025,LU,CY228,POULTRY,3995,3588,6.74,0.0,5.752,81.134,124.433,28.01,AVIAN_INFLUENZA,11,1,40.1,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-11-29
2026,RO,GR669,EQUINE,3945,3682,396.0,0.0,0.0,80.869,124.777,157.71,TB,12,1,2732.84,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2025-03-21
2010,AT,SE667,BOVINE,3808,3081,857.51,18219.71,0.0,81.185,125.551,159.74,BSE,1,1,14513.28,LAGOON,agr_r_animal,ECDC_ZOONOSES,2024-12-22
2011,CZ,LT93,PIGS,4434,6980,581.66,0.0,0.0,81.726,123.971,47.8,ASF,2,1,2859.24,OTHER,apro_mk_pobta,EFSA,2026-01-26
2012,DE,GR603,SHEEP,4246,6512,180.85,19264.52,0.0,82.475,126.365,127.14,BLUETONGUE,3,1,18306.18,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2024-10-29
2013,LV,FI47,GOATS,3965,6919,162.75,6771.76,0.0,83.472,126.139,148.38,FMD,4,1,2835.32,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2025-01-18
2014,PL,LV83,POULTRY,4279,5879,13.73,0.0,10.904,83.992,126.308,126.99,NONE,0,0,220.25,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-12-23
2015,ES,IE8,EQUINE,4453,2688,261.33,0.0,0.0,84.388,126.289,93.63,BRUCELLOSIS,6,1,701.79,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2025-05-01
2016,HR,FI81,BOVINE,4097,4203,1295.08,3138.11,0.0,83.98,125.715,115.04,AVIAN_INFLUENZA,7,1,21666.95,LAGOON,apro_mk_pobta,EFSA,2024-05-28
2017,FI,BG555,PIGS,3866,3707,357.05,0.0,0.0,85.089,126.416,65.57,TB,8,1,5548.81,OTHER,apro_mk_pobta,FARM_REPORTING,2024-01-16
2018,IE,SK638,SHEEP,4257,7254,185.46,14561.54,0.0,84.548,127.937,184.59,BSE,9,1,10528.87,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-11-14
2019,MT,FR284,GOATS,4465,2138,49.84,10651.19,0.0,85.677,128.26,97.13,ASF,10,1,6683.25,COMPOSTING,apro_mt_lscatl,EUROSTAT,2024-08-08
2020,SK,FR631,POULTRY,4053,2601,6.3,0.0,15.075,86.386,127.479,107.73,BLUETONGUE,11,0,24.17,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2024-08-27
2021,BE,RO1,EQUINE,4504,7453,675.98,0.0,0.0,87.227,128.999,16.41,FMD,12,0,3244.78,SOLID_STORAGE,apro_mk_pobta,EFSA,2024-03-01
2022,DK,HR69,BOVINE,4193,1834,378.72,20320.18,0.0,86.444,128.619,26.42,NONE,0,0,13798.45,LAGOON,apro_mk_pobta,FARM_REPORTING,2025-10-31
2023,GR,FR8,PIGS,3810,3263,390.82,0.0,0.0,86.277,129.842,213.05,BRUCELLOSIS,2,0,2206.98,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2024-11-03
2024,LT,SI146,SHEEP,3863,4143,89.46,8056.8,0.0,87.47,128.534,58.64,AVIAN_INFLUENZA,3,0,2061.53,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2024-04-21
2025,PT,PL66,GOATS,4391,4914,113.75,14936.18,0.0,88.907,131.045,208.73,TB,4,1,6963.0,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2025-03-08
2026,SE,IT66,POULTRY,4663,1804,3.84,0.0,56.192,88.001,130.664,123.94,BSE,5,1,79.43,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2025-04-18
2010,CY,MT45,EQUINE,3890,5130,568.15,0.0,0.0,89.657,129.648,148.94,ASF,6,1,10207.06,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2024-01-27
2011,FR,LV814,BOVINE,4669,2745,662.79,25900.87,0.0,89.672,131.871,76.55,BLUETONGUE,7,0,13403.55,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2025-03-10
2012,IT,EE830,PIGS,4558,3975,418.37,0.0,0.0,89.401,131.695,166.41,FMD,8,1,9543.23,OTHER,apro_mt_lscatl,EUROSTAT,2024-02-23
2013,NL,CZ383,SHEEP,3983,6746,175.24,6962.7,0.0,89.852,132.373,48.31,NONE,0,1,8188.12,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2024-06-22
2014,SI,BG73,GOATS,4420,6375,139.36,10254.52,0.0,90.356,131.307,12.68,BRUCELLOSIS,10,1,10975.72,COMPOSTING,apro_mk_pobta,EFSA,2025-02-18
2015,BG,IE10,POULTRY,4687,3500,6.24,0.0,34.581,91.453,131.882,178.69,AVIAN_INFLUENZA,11,0,51.01,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2024-06-23
2016,EE,LT91,EQUINE,4164,6211,547.9,0.0,0.0,90.52,131.56,46.81,TB,12,0,1741.79,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2025-10-20
2017,HU,IE768,BOVINE,4301,6502,1790.69,12467.0,0.0,91.31,132.246,33.22,BSE,1,1,21061.38,LAGOON,apro_mt_lscatl,EUROSTAT,2025-06-09
2018,LU,BE213,PIGS,3970,4732,367.39,0.0,0.0,91.964,133.93,43.93,ASF,2,1,5376.11,OTHER,agr_r_animal,ECDC_ZOONOSES,2024-08-29
2019,RO,NL94,SHEEP,3827,6413,184.94,3949.32,0.0,92.953,134.504,152.11,BLUETONGUE,3,0,3768.41,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2025-06-22
2020,AT,LT7,GOATS,4097,2953,51.84,23198.9,0.0,93.734,134.891,66.79,FMD,4,1,9417.57,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2026-02-17
2021,CZ,LT324,POULTRY,3947,1779,3.21,0.0,15.091,92.576,134.62,180.88,NONE,0,1,62.99,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-02-15
2022,DE,FR5,EQUINE,4134,6968,418.55,0.0,0.0,93.603,133.952,41.12,BRUCELLOSIS,6,1,1694.24,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2025-09-17
2023,LV,LU44,BOVINE,4392,6517,1330.07,14627.0,0.0,93.898,135.264,40.85,AVIAN_INFLUENZA,7,1,22768.17,LAGOON,agr_r_animal,ECDC_ZOONOSES,2025-03-09
2024,PL,IT436,PIGS,4236,2871,275.75,0.0,0.0,94.179,135.532,108.29,TB,8,1,6418.27,OTHER,apro_mk_pobta,EFSA,2024-10-16
