health_eh_reference_year,health_eh_country_iso2,health_eh_region_nuts_code,health_eh_ehr_coverage_pct,health_eh_e_prescription_coverage_pct,health_eh_e_referral_coverage_pct,health_eh_patient_portal_usage_pct,health_eh_interoperability_level_code,health_eh_eidas_authentication_supported_flag,health_eh_cross_border_ehealth_enabled_flag,health_eh_cyber_incidents_count,health_eh_gdpr_breach_notifications_count,health_eh_digital_health_apps_certified_count,health_eh_ai_in_clinical_use_cases_count,health_eh_telemedicine_visits_per_1k,health_eh_remote_monitoring_patients_count,health_eh_data_spaces_health_flag,health_eh_data_source,health_eh_methodology_version,health_eh_data_extract_date
2021,AT,BG3,64.68,74.44,81.73,67.5,LEVEL_0_NONE,0,0,22,45,2990,340,54.88,136398,0,EHDS_PILOT_REPORT,EHEALTH_V1,2024-06-29
2022,EE,GR5,65.7,59.45,55.03,60.38,LEVEL_1_BASIC,0,0,24,42,733,12,79.1,263426,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-04-13
2023,IT,LV8,70.5,68.54,58.61,54.93,LEVEL_2_STRUCTURED,0,1,83,21,731,257,124.82,174996,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-08-03
2024,PT,ES24,76.23,66.15,59.98,61.46,LEVEL_3_SEMANTIC,1,0,64,46,3461,82,188.0,4211,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-11-30
2025,BE,LU5,81.76,94.04,88.78,72.71,LEVEL_4_FEDERATED,1,0,77,23,2274,395,172.02,28183,1,EHDS_PILOT_REPORT,EHEALTH_V3,2025-05-03
2006,FI,NL5,17.82,36.07,29.58,12.22,LEVEL_0_NONE,0,0,54,14,73,99,145.76,126629,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-03-14
2007,LV,NL39,35.58,42.27,9.96,20.04,LEVEL_1_BASIC,0,0,48,29,1258,93,32.45,138166,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2026-02-25
2008,RO,FI935,35.92,40.92,10.26,18.84,LEVEL_2_STRUCTURED,1,0,45,20,504,69,30.89,11918,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-02-19
2009,BG,IT257,34.99,27.11,22.67,36.18,LEVEL_3_SEMANTIC,0,0,37,12,111,53,162.3,16664,0,EHDS_PILOT_REPORT,EHEALTH_V2,2025-06-23
2010,FR,SI1,32.47,37.48,33.03,20.19,LEVEL_4_FEDERATED,0,0,14,32,588,68,42.34,86871,1,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-09-07
2011,LT,LV36,25.9,21.24,47.01,27.16,LEVEL_0_NONE,0,0,23,19,845,24,3.92,117979,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-05-27
2012,SK,ES719,48.43,25.5,30.74,35.35,LEVEL_1_BASIC,0,0,0,30,763,54,10.88,33393,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-12-23
2013,HR,ES770,49.86,53.02,40.36,33.13,LEVEL_2_STRUCTURED,0,0,63,18,1397,2,112.03,100337,0,EHDS_PILOT_REPORT,EHEALTH_V1,2025-01-22
2014,DE,LU9,65.24,46.02,34.33,34.64,LEVEL_3_SEMANTIC,0,0,55,50,526,38,109.33,106577,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-01-09
2015,LU,NL87,52.85,34.91,56.94,52.38,LEVEL_4_FEDERATED,0,0,59,30,867,19,4.52,65582,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2026-01-17
2016,SI,AT167,50.77,42.61,40.0,47.29,LEVEL_0_NONE,1,0,2,26,604,63,27.15,92013,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-05-19
2017,CY,CZ239,38.94,48.09,66.95,31.36,LEVEL_1_BASIC,0,0,32,37,859,102,9.32,117006,0,EHDS_PILOT_REPORT,EHEALTH_V3,2024-05-28
2018,GR,GR85,49.92,38.53,39.15,56.71,LEVEL_2_STRUCTURED,1,0,7,37,2650,106,216.97,87423,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2024-05-15
2019,MT,NL493,55.07,58.71,46.88,51.61,LEVEL_3_SEMANTIC,1,1,40,7,1187,68,184.65,137421,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-12-11
2020,ES,LU439,65.22,78.6,63.87,64.0,LEVEL_4_FEDERATED,0,1,4,45,778,81,237.64,143803,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-09-22
2021,CZ,CY841,77.15,62.56,56.37,59.2,LEVEL_0_NONE,1,0,4,1,3120,194,207.32,20165,0,EHDS_PILOT_REPORT,EHEALTH_V2,2025-04-30
2022,HU,AT515,69.82,78.87,84.58,41.69,LEVEL_1_BASIC,0,1,17,7,3064,277,127.58,112160,1,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-07-05
2023,NL,LT7,91.19,77.58,82.58,66.18,LEVEL_2_STRUCTURED,1,1,23,44,1337,16,234.85,91355,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2026-02-13
2024,SE,CZ449,80.22,100.0,65.39,66.82,LEVEL_3_SEMANTIC,0,0,32,53,3137,22,144.43,152976,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-02-11
2025,DK,AT45,99.28,84.04,70.38,63.72,LEVEL_4_FEDERATED,0,0,101,21,587,190,168.14,65847,1,EHDS_PILOT_REPORT,EHEALTH_V1,2024-06-21
2006,IE,FI32,30.45,6.53,21.18,5.22,LEVEL_0_NONE,0,1,50,40,465,81,13.13,99585,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-01-16
2007,PL,FR538,25.18,28.34,7.49,24.39,LEVEL_1_BASIC,0,0,34,51,15,14,103.16,42716,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-09-06
2008,AT,DE44,16.8,17.65,35.41,18.31,LEVEL_2_STRUCTURED,1,0,52,6,61,57,50.05,142226,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-11-19
2009,EE,PT8,41.56,47.39,29.06,17.36,LEVEL_3_SEMANTIC,0,0,40,50,680,27,170.81,29691,1,EHDS_PILOT_REPORT,EHEALTH_V3,2025-04-22
2010,IT,SI26,31.19,34.43,35.98,25.58,LEVEL_4_FEDERATED,0,0,51,65,1023,38,151.69,98875,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-10-22
2011,PT,LV53,45.49,25.87,51.53,28.55,LEVEL_0_NONE,0,0,18,33,347,59,85.73,84079,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-03-03
2012,BE,LU47,45.38,20.84,34.88,33.81,LEVEL_1_BASIC,0,0,28,54,1366,0,177.02,73871,1,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-09-12
2013,FI,GR3,43.79,46.82,43.32,33.55,LEVEL_2_STRUCTURED,0,0,9,43,502,80,98.32,103678,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-06-21
2014,LV,IE25,36.69,53.3,37.62,39.98,LEVEL_3_SEMANTIC,0,0,22,18,505,108,124.83,19742,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-05-14
2015,RO,CY183,36.4,60.14,46.39,32.49,LEVEL_4_FEDERATED,1,1,26,24,484,25,54.19,109383,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2024-08-19
2016,BG,PL73,42.34,47.67,39.6,47.19,LEVEL_0_NONE,0,0,38,25,1102,88,194.21,2825,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2026-01-01
2017,FR,AT371,45.11,69.92,63.45,55.6,LEVEL_1_BASIC,1,0,8,9,461,95,139.41,52523,0,EHDS_PILOT_REPORT,EHEALTH_V1,2026-02-21
2018,LT,MT95,67.0,79.87,47.31,55.99,LEVEL_2_STRUCTURED,1,0,25,34,1069,85,249.75,103739,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-01-23
2019,SK,LU49,46.48,41.04,59.34,47.27,LEVEL_3_SEMANTIC,0,0,54,5,3277,46,229.18,130793,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2024-03-01
2020,HR,LU40,68.3,70.93,66.03,58.56,LEVEL_4_FEDERATED,0,1,85,33,2696,12,107.76,254970,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-07-14
2021,DE,SE34,92.37,100.0,39.93,41.45,LEVEL_0_NONE,0,0,28,32,3200,309,160.34,153940,0,EHDS_PILOT_REPORT,EHEALTH_V3,2024-12-26
2022,LU,SI27,96.47,72.02,66.07,54.36,LEVEL_1_BASIC,0,1,63,68,3347,354,169.48,99909,1,DESI_EHEALTH_MODULE,EHEALTH_V2,2024-11-07
2023,SI,SK6,97.7,100.0,70.05,57.81,LEVEL_2_STRUCTURED,0,1,98,34,182,115,26.85,10932,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2025-05-12
2024,CY,BG68,98.81,100.0,49.99,79.07,LEVEL_3_SEMANTIC,1,1,1,18,597,285,29.81,212667,1,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-12-29
2025,GR,SI67,74.91,77.44,64.94,80.46,LEVEL_4_FEDERATED,0,0,77,28,558,218,237.82,218735,1,EHDS_PILOT_REPORT,EHEALTH_V2,2024-11-21
2006,MT,SE18,21.83,12.18,27.14,10.12,LEVEL_0_NONE,0,0,37,51,258,104,76.4,90247,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-06-13
2007,ES,LV762,8.98,31.79,19.06,8.99,LEVEL_1_BASIC,0,0,56,23,203,66,205.06,45821,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2026-02-12
2008,CZ,IE49,15.41,16.53,40.08,33.93,LEVEL_2_STRUCTURED,0,0,59,39,772,23,214.14,138568,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-01-21
2009,HU,PL72,44.02,23.02,40.53,13.33,LEVEL_3_SEMANTIC,1,0,5,9,451,20,59.27,112532,0,EHDS_PILOT_REPORT,EHEALTH_V1,2025-03-09
2010,NL,EE14,30.31,33.95,23.42,38.32,LEVEL_4_FEDERATED,0,0,2,36,1425,37,167.19,94202,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-11-24
2011,SE,CZ804,54.98,44.39,23.77,26.49,LEVEL_0_NONE,0,0,5,45,1340,107,90.84,75548,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-01-24
2012,DK,CY88,66.67,26.58,35.2,39.6,LEVEL_1_BASIC,0,1,11,14,688,98,200.57,60578,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-09-26
2013,IE,LV586,32.56,49.3,42.69,46.99,LEVEL_2_STRUCTURED,0,0,51,45,634,14,201.11,59087,0,EHDS_PILOT_REPORT,EHEALTH_V3,2024-11-26
2014,PL,IE19,34.31,67.57,49.11,24.61,LEVEL_3_SEMANTIC,0,0,12,14,1259,13,103.24,114887,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-12-21
2015,AT,EE43,43.84,59.07,47.74,50.64,LEVEL_4_FEDERATED,0,0,21,9,1503,74,85.16,20930,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2025-10-01
2016,EE,LT109,54.44,56.79,35.66,29.19,LEVEL_0_NONE,0,0,7,12,685,6,117.93,130037,1,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-07-18
2017,IT,EE8,49.74,70.69,32.79,49.44,LEVEL_1_BASIC,1,0,35,55,152,95,59.96,71573,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-07-27
2018,PT,LV74,42.01,48.61,43.76,33.01,LEVEL_2_STRUCTURED,1,0,57,27,702,32,100.84,45658,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-11-14
2019,BE,FI762,55.25,78.39,38.75,53.8,LEVEL_3_SEMANTIC,1,0,49,24,1995,1,123.3,1095,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-08-04
2020,FI,BE41,72.36,76.26,60.91,47.17,LEVEL_4_FEDERATED,0,0,29,68,539,88,381.88,7538,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-01-03
2021,LV,BE9,75.46,81.7,56.04,55.03,LEVEL_0_NONE,1,0,37,48,516,16,71.57,167194,0,EHDS_PILOT_REPORT,EHEALTH_V1,2025-03-20
2022,RO,SK63,91.41,57.1,67.07,57.2,LEVEL_1_BASIC,1,1,13,38,2760,211,95.55,253635,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-12-09
2023,BG,SK95,96.81,76.8,83.17,49.4,LEVEL_2_STRUCTURED,1,1,77,44,2290,192,95.64,148375,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2024-12-15
2024,FR,HU30,67.7,76.59,82.36,65.3,LEVEL_3_SEMANTIC,1,0,72,60,2745,343,230.46,139520,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-06-21
2025,LT,MT21,98.91,85.61,87.61,69.41,LEVEL_4_FEDERATED,0,0,50,10,2373,89,57.65,50855,1,EHDS_PILOT_REPORT,EHEALTH_V3,2024-09-23
2006,SK,EE1,22.45,23.94,6.77,16.59,LEVEL_0_NONE,1,0,20,34,52,29,10.34,54920,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-01-04
2007,HR,PT3,37.88,26.34,14.04,20.12,LEVEL_1_BASIC,0,0,29,0,263,98,158.85,140458,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-07-24
2008,DE,HU7,43.87,26.23,22.57,22.33,LEVEL_2_STRUCTURED,0,0,44,67,498,39,54.4,105310,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-09-25
2009,LU,IT943,26.85,51.97,16.57,26.81,LEVEL_3_SEMANTIC,0,0,3,20,422,33,120.48,104153,0,EHDS_PILOT_REPORT,EHEALTH_V2,2025-07-19
2010,SI,IE68,52.04,23.85,25.54,18.0,LEVEL_4_FEDERATED,0,0,36,30,1131,49,103.26,72706,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2026-01-11
2011,CY,PT75,37.8,32.57,43.44,25.94,LEVEL_0_NONE,0,0,40,18,408,45,91.69,60899,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2024-07-21
2012,GR,RO399,38.6,38.2,46.09,28.83,LEVEL_1_BASIC,0,0,34,15,547,40,13.52,9770,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-01-03
2013,MT,DE3,37.92,66.4,39.75,30.74,LEVEL_2_STRUCTURED,0,0,62,38,757,55,47.0,132619,0,EHDS_PILOT_REPORT,EHEALTH_V1,2024-04-23
2014,ES,BG656,52.29,61.18,43.2,32.63,LEVEL_3_SEMANTIC,0,0,29,6,228,97,201.42,137363,1,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-03-09
2015,CZ,LT953,31.03,69.37,39.93,43.41,LEVEL_4_FEDERATED,0,0,50,37,620,37,163.87,120020,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-04-14
2016,HU,RO249,66.31,41.19,43.81,42.77,LEVEL_0_NONE,0,0,45,55,941,86,118.24,70208,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-07-27
2017,NL,SE508,57.16,53.21,43.41,35.3,LEVEL_1_BASIC,1,0,37,39,948,8,197.81,106339,0,EHDS_PILOT_REPORT,EHEALTH_V3,2024-08-31
2018,SE,AT99,67.57,45.91,31.77,45.92,LEVEL_2_STRUCTURED,1,0,13,23,345,46,25.19,41927,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2024-11-18
2019,DK,DK76,45.3,62.12,50.61,31.34,LEVEL_3_SEMANTIC,1,0,51,35,737,83,165.95,110570,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2025-07-11
2020,IE,HU57,82.18,76.85,73.95,57.56,LEVEL_4_FEDERATED,0,0,62,9,1531,12,134.1,75713,1,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2026-02-14
2021,PL,RO345,46.21,77.54,62.31,60.21,LEVEL_0_NONE,0,0,30,60,440,358,182.84,129524,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-06-08
2022,AT,IE844,89.59,77.94,61.72,67.15,LEVEL_1_BASIC,0,0,0,46,1157,83,56.49,262965,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2024-11-27
2023,EE,SE441,86.99,72.86,55.44,56.05,LEVEL_2_STRUCTURED,0,1,40,63,1694,16,180.06,139108,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2026-02-20
2024,IT,SE505,87.06,68.48,63.51,73.17,LEVEL_3_SEMANTIC,1,0,7,35,1393,88,114.84,56904,1,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-03-14
2025,PT,DE971,64.04,81.19,76.63,75.22,LEVEL_4_FEDERATED,0,1,28,13,3317,168,209.25,159961,1,EHDS_PILOT_REPORT,EHEALTH_V1,2026-02-06
2006,BE,HR82,9.31,35.09,34.5,7.89,LEVEL_0_NONE,0,0,29,64,1223,98,107.77,15131,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-02-06
2007,FI,AT2,9.68,34.89,26.45,24.08,LEVEL_1_BASIC,0,0,53,49,668,75,159.52,65701,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2024-11-19
2008,LV,DE65,26.45,45.61,29.83,6.99,LEVEL_2_STRUCTURED,0,1,54,11,831,30,1.63,104529,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-09-14
2009,RO,SI83,44.36,32.68,37.71,25.72,LEVEL_3_SEMANTIC,0,0,54,7,1225,49,121.32,17407,0,EHDS_PILOT_REPORT,EHEALTH_V3,2025-03-02
2010,BG,FR34,30.33,27.93,23.41,28.03,LEVEL_4_FEDERATED,0,0,25,19,531,83,65.07,104857,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-08-22
2011,FR,BE55,16.96,49.0,23.37,27.78,LEVEL_0_NONE,0,0,5,3,58,82,159.0,76531,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2025-06-27
2012,LT,BG32,49.66,26.01,36.51,38.15,LEVEL_1_BASIC,0,0,9,5,125,82,120.45,115814,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-02-16
2013,SK,NL78,49.11,64.51,35.8,32.29,LEVEL_2_STRUCTURED,0,0,34,9,491,79,205.6,26021,0,EHDS_PILOT_REPORT,EHEALTH_V2,2025-12-16
2014,HR,LU4,60.5,44.18,55.01,29.45,LEVEL_3_SEMANTIC,0,0,50,62,325,87,117.28,63605,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2024-11-24
2015,DE,LU173,39.87,40.48,55.78,49.07,LEVEL_4_FEDERATED,1,0,34,40,1365,1,29.39,18016,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2024-02-15
2016,LU,IE802,48.85,71.25,48.38,49.22,LEVEL_0_NONE,1,0,43,39,378,24,67.52,3982,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-09-06
2017,SI,CY324,38.9,67.18,68.12,33.99,LEVEL_1_BASIC,1,0,32,16,1328,7,132.84,6322,0,EHDS_PILOT_REPORT,EHEALTH_V1,2024-05-18
2018,CY,BE8,75.95,56.36,49.19,43.84,LEVEL_2_STRUCTURED,0,0,15,27,1993,105,10.99,38153,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-01-02
2019,GR,LT10,61.66,50.27,51.73,33.71,LEVEL_3_SEMANTIC,1,0,0,9,2505,105,181.79,30379,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-10-15
2020,MT,PL18,57.16,70.36,39.56,36.36,LEVEL_4_FEDERATED,1,0,29,14,906,23,112.36,178352,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-04-22
2021,ES,AT442,47.17,81.35,49.85,52.93,LEVEL_0_NONE,1,0,94,49,1032,343,32.56,60375,0,EHDS_PILOT_REPORT,EHEALTH_V3,2025-03-27
2022,CZ,DE71,52.12,86.48,48.81,58.46,LEVEL_1_BASIC,1,0,34,34,119,14,80.68,7204,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-04-05
2023,HU,ES64,85.74,86.22,54.37,70.92,LEVEL_2_STRUCTURED,1,0,44,25,2095,324,37.1,258697,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2026-02-09
2024,NL,PT45,75.88,81.55,57.36,68.64,LEVEL_3_SEMANTIC,0,0,93,44,1138,305,65.95,265407,1,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2026-01-10
2025,SE,AT74,93.15,99.36,86.29,61.08,LEVEL_4_FEDERATED,1,0,86,52,2104,326,26.48,236899,0,EHDS_PILOT_REPORT,EHEALTH_V2,2026-02-06
2006,DK,HU50,38.55,23.81,15.2,17.16,LEVEL_0_NONE,0,0,45,59,1042,103,64.28,95871,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2024-12-29
2007,IE,FI399,19.69,23.04,24.26,11.3,LEVEL_1_BASIC,0,0,22,2,163,95,45.45,30653,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-10-11
2008,PL,LU53,43.71,30.35,10.05,20.11,LEVEL_2_STRUCTURED,0,0,10,21,137,47,141.09,39830,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-03-29
2009,AT,BE511,43.64,39.1,19.24,27.33,LEVEL_3_SEMANTIC,0,0,1,33,640,32,41.48,110367,0,EHDS_PILOT_REPORT,EHEALTH_V1,2024-03-11
2010,EE,SI32,16.63,38.03,34.54,38.37,LEVEL_4_FEDERATED,0,0,51,23,1070,78,89.22,142721,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-12-28
2011,IT,EE4,32.91,43.48,34.73,34.16,LEVEL_0_NONE,0,0,5,1,1433,82,130.47,23485,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-02-13
2012,PT,SI635,42.75,27.47,24.63,35.33,LEVEL_1_BASIC,0,0,49,48,161,5,171.18,139483,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-08-16
2013,BE,LV71,54.22,40.93,50.27,25.21,LEVEL_2_STRUCTURED,0,0,2,25,971,0,63.36,7593,0,EHDS_PILOT_REPORT,EHEALTH_V3,2024-02-24
2014,FI,SK380,31.88,59.58,29.93,47.39,LEVEL_3_SEMANTIC,0,0,23,19,1013,35,18.26,111107,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2024-06-23
2015,LV,HR299,58.33,59.1,64.36,37.79,LEVEL_4_FEDERATED,0,0,32,33,292,98,2.34,66683,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2025-07-13
2016,RO,SE81,63.12,46.21,49.2,50.05,LEVEL_0_NONE,1,0,0,18,1478,0,210.51,119955,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-10-04
2017,BG,DE354,64.3,54.03,38.29,40.33,LEVEL_1_BASIC,0,0,13,30,338,61,62.66,93440,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-06-13
2018,FR,PT693,44.46,54.07,59.09,47.48,LEVEL_2_STRUCTURED,1,1,49,55,943,14,51.17,50613,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-01-17
2019,LT,PL21,51.8,67.43,45.84,44.59,LEVEL_3_SEMANTIC,0,0,7,22,2392,103,228.93,20387,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2024-07-30
2020,SK,EE782,75.3,56.4,62.05,51.65,LEVEL_4_FEDERATED,1,0,53,7,2260,7,101.11,178747,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-03-24
2021,HR,HU192,66.14,57.71,68.91,59.55,LEVEL_0_NONE,0,0,96,9,2415,395,331.04,192196,0,EHDS_PILOT_REPORT,EHEALTH_V1,2025-01-07
2022,DE,DK83,100.0,68.42,62.7,61.69,LEVEL_1_BASIC,1,1,95,67,1353,113,132.86,17890,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-11-24
2023,LU,PT680,81.47,71.93,72.27,68.26,LEVEL_2_STRUCTURED,0,1,72,7,2451,232,203.69,120864,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2024-03-24
2024,SI,EE643,95.49,75.16,61.56,45.78,LEVEL_3_SEMANTIC,0,1,54,3,1440,196,190.31,270269,1,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-05-27
2025,CY,IE352,65.24,67.92,87.76,48.56,LEVEL_4_FEDERATED,1,0,32,45,3240,156,31.36,16183,0,EHDS_PILOT_REPORT,EHEALTH_V3,2026-02-25
2006,GR,SE147,42.84,18.48,26.93,12.97,LEVEL_0_NONE,0,0,55,32,82,87,183.83,139417,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2026-02-10
2007,MT,MT547,22.98,39.53,16.3,19.32,LEVEL_1_BASIC,0,0,12,40,909,47,103.28,13096,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2026-02-10
2008,ES,AT47,49.81,45.1,15.25,21.74,LEVEL_2_STRUCTURED,0,0,5,30,1388,83,205.64,114361,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-05-19
2009,CZ,AT948,52.9,34.18,26.67,9.41,LEVEL_3_SEMANTIC,0,0,41,27,459,105,28.39,102371,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-05-24
2010,HU,CZ99,31.41,17.6,29.09,36.42,LEVEL_4_FEDERATED,0,0,0,23,165,71,186.23,68610,1,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-04-10
2011,NL,DE60,26.9,25.59,17.31,31.43,LEVEL_0_NONE,0,0,1,37,653,16,152.94,20102,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2024-12-24
2012,SE,CZ3,37.47,40.79,28.83,41.68,LEVEL_1_BASIC,0,0,50,51,177,9,106.66,95665,1,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-05-07
2013,DK,LT362,36.62,33.52,21.42,38.73,LEVEL_2_STRUCTURED,1,0,31,37,452,5,39.3,104782,0,EHDS_PILOT_REPORT,EHEALTH_V1,2025-06-20
2014,IE,DE18,62.45,27.28,45.43,29.05,LEVEL_3_SEMANTIC,0,0,13,43,886,85,129.04,103175,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-06-11
2015,PL,ES9,43.86,36.77,50.95,27.15,LEVEL_4_FEDERATED,0,0,32,58,1064,89,91.04,61960,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-10-11
2016,AT,ES509,42.21,47.55,32.71,48.9,LEVEL_0_NONE,1,0,9,44,1070,92,185.01,130376,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-05-18
2017,EE,DK16,62.0,60.07,39.88,50.34,LEVEL_1_BASIC,0,0,63,7,1102,24,181.42,50362,0,EHDS_PILOT_REPORT,EHEALTH_V3,2025-01-16
2018,IT,BG9,68.01,69.39,62.01,40.5,LEVEL_2_STRUCTURED,0,0,25,41,2654,63,162.76,70976,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2026-01-11
2019,PT,CZ1,50.28,54.02,37.51,38.6,LEVEL_3_SEMANTIC,1,0,48,1,1024,83,146.45,94990,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-06-16
2020,BE,AT761,65.63,76.41,73.24,40.04,LEVEL_4_FEDERATED,1,0,90,19,2347,22,11.78,257268,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-09-15
2021,FI,SE710,78.04,96.57,61.83,64.93,LEVEL_0_NONE,0,0,76,46,3194,136,194.62,25949,0,EHDS_PILOT_REPORT,EHEALTH_V2,2025-02-08
