soc_vuln_index_year,soc_vuln_community_geoid,soc_vuln_poverty_rate_pct,soc_vuln_unemployment_rate_local,soc_vuln_housing_cost_burden_rate,soc_vuln_single_parent_households_rate,soc_vuln_disability_prevalence_rate,soc_vuln_limited_english_rate,soc_vuln_no_vehicle_rate,soc_vuln_crowding_rate,soc_vuln_broadband_gap_rate,soc_vuln_health_insurance_gap_rate,soc_vuln_food_insecurity_rate,soc_vuln_violent_crime_rate_local,soc_vuln_heat_vulnerability_score,soc_vuln_flood_vulnerability_score,soc_vuln_social_isolation_index,soc_vuln_community_resilience_score,soc_vuln_resource_access_score,soc_vuln_overall_vulnerability_rank
2013,GEO00000001717,29.92,21.7,34.43,4.32,33.65,20.49,35.68,7.794,48.97,29.8,26.93,1344.12,44.95,22.47,0.3031,29.44,76.21,330
2024,GEO00000001718,29.06,29.56,56.14,33.13,38.06,43.07,2.37,3.845,32.72,9.29,9.79,604.73,51.9,74.89,0.7353,36.86,89.3,769
2011,GEO00000001719,0.59,13.96,2.97,12.15,28.51,3.42,38.88,8.347,10.53,25.66,22.7,1477.86,23.73,13.28,0.9405,52.97,69.02,264
2025,GEO00000001720,20.08,33.14,43.99,38.58,38.29,18.77,22.8,1.092,6.59,22.02,26.55,784.75,57.49,10.76,0.7468,0.01,78.37,428
2015,GEO00000001721,41.65,23.99,33.57,43.89,10.01,41.32,29.98,0.015,54.74,28.41,0.14,1296.5,72.17,96.6,0.8108,84.28,29.75,53
2014,GEO00000001722,0.91,4.53,74.04,48.48,22.29,0.19,26.82,6.388,58.34,18.32,20.4,656.0,73.03,26.93,0.961,16.26,14.92,808
2009,GEO00000001723,44.07,18.11,74.85,44.32,1.58,2.82,9.37,14.232,26.2,9.3,38.72,817.56,67.3,59.61,0.3887,62.98,97.85,566
2024,GEO00000001724,6.32,22.24,44.98,21.49,5.77,13.62,24.84,3.844,40.5,26.63,0.28,90.62,83.97,59.0,0.2753,8.19,94.19,1400
2019,GEO00000001725,34.13,25.48,24.04,22.89,2.33,42.33,11.68,4.347,8.86,6.52,30.41,516.34,42.18,9.04,0.5053,51.12,87.41,390
2022,GEO00000001726,52.27,4.44,48.62,38.59,10.25,43.4,6.31,11.873,24.46,10.44,37.52,6.66,30.06,41.0,0.5515,64.32,73.52,332
2022,GEO00000001727,30.53,9.53,68.34,27.05,24.77,6.81,17.95,16.984,30.09,2.3,11.86,263.02,10.08,16.85,0.1831,6.29,17.93,67
2020,GEO00000001728,44.65,5.72,21.56,3.61,39.32,7.98,30.27,19.545,12.89,20.6,23.39,585.45,80.86,30.0,0.1446,57.26,3.47,182
2019,GEO00000001729,31.17,9.19,57.14,25.61,30.99,19.42,21.47,3.446,34.37,17.12,19.86,1491.6,50.88,66.83,0.6716,82.88,13.4,1354
2016,GEO00000001730,43.58,12.59,39.8,15.73,3.34,31.53,0.18,4.448,37.03,23.35,3.91,39.05,38.37,28.43,0.9031,9.82,6.89,198
2020,GEO00000001731,33.52,7.74,38.84,26.2,9.3,41.51,20.67,12.278,47.18,4.06,20.35,136.73,58.04,73.43,0.2168,35.13,95.22,337
2016,GEO00000001732,43.64,19.11,71.43,36.74,1.49,29.42,31.94,5.928,14.94,5.51,7.7,1435.46,6.07,96.24,0.2941,26.51,91.45,874
2025,GEO00000001733,12.33,13.09,51.66,28.89,34.11,19.97,29.63,1.124,13.94,0.0,22.39,867.98,42.94,85.23,0.3879,75.2,44.76,1977
2013,GEO00000001734,49.82,30.01,29.29,2.59,20.98,30.96,11.44,7.887,4.83,27.32,30.91,106.07,65.16,72.14,0.4386,28.91,30.88,1301
2010,GEO00000001735,39.01,13.42,8.93,18.4,33.32,7.84,19.24,12.842,24.16,2.92,32.12,1454.32,75.27,98.67,0.3174,7.76,42.91,1888
2022,GEO00000001736,44.97,12.9,49.35,16.01,38.11,29.55,26.03,15.659,27.96,6.25,24.49,1030.08,45.83,91.04,0.7677,12.65,90.14,1272
2024,GEO00000001737,39.35,27.98,53.29,19.06,27.54,0.03,22.06,8.763,58.1,2.95,13.47,1069.49,86.54,28.72,0.932,57.6,77.97,1176
2013,GEO00000001738,28.18,7.47,30.76,18.02,38.65,13.26,12.95,3.05,14.89,5.86,23.73,893.74,22.69,13.37,0.5691,67.61,25.33,1633
2022,GEO00000001739,38.34,24.72,2.82,43.97,15.53,37.88,32.19,13.162,13.97,4.25,15.53,6.95,19.98,82.89,0.589,66.41,19.34,1766
2009,GEO00000001740,9.62,6.4,73.72,42.38,2.67,1.69,28.74,14.587,39.13,4.97,13.92,816.87,31.53,22.05,0.9784,14.7,82.0,789
2012,GEO00000001741,31.59,17.63,74.47,7.8,23.39,20.03,33.76,4.061,0.19,20.52,21.28,545.35,92.25,32.79,0.4067,44.02,51.09,794
2013,GEO00000001742,54.38,34.64,11.85,18.91,13.04,36.42,32.35,2.908,43.85,13.06,24.49,311.18,61.51,91.75,0.2734,82.81,29.69,31
2023,GEO00000001743,37.19,23.33,27.54,47.18,8.1,43.06,15.2,7.901,39.97,3.39,14.5,425.3,78.61,45.25,0.5555,80.34,78.87,1870
2009,GEO00000001744,46.96,4.32,39.87,30.43,30.09,44.77,27.2,13.82,19.25,17.22,7.8,478.25,1.49,61.11,0.7005,3.65,61.46,1624
2011,GEO00000001745,40.11,30.41,42.94,51.83,15.95,28.57,1.41,12.035,38.82,26.66,32.03,1464.32,24.8,92.59,0.2862,46.55,20.46,1508
2011,GEO00000001746,21.15,2.69,51.89,8.61,33.93,4.49,12.59,16.487,11.79,22.51,37.76,435.7,71.05,92.64,0.995,79.61,80.18,1286
2015,GEO00000001747,13.62,8.67,60.5,54.99,9.06,29.87,9.87,14.571,34.02,20.26,1.53,161.09,75.26,84.77,0.7695,28.79,11.68,807
2020,GEO00000001748,39.28,28.65,6.51,0.65,33.7,4.08,17.13,3.227,5.82,17.47,20.89,299.21,48.86,68.58,0.1776,13.58,96.37,808
2015,GEO00000001749,9.25,28.07,52.98,35.98,5.54,8.78,12.43,5.475,14.94,22.41,3.03,62.04,42.95,40.59,0.1239,36.3,92.28,1968
2020,GEO00000001750,47.86,24.82,12.38,29.46,12.54,15.33,26.15,7.386,24.23,13.86,34.25,440.73,57.42,41.35,0.2606,36.55,17.94,1708
2024,GEO00000001751,44.0,16.25,11.84,1.19,8.49,20.19,12.67,4.647,2.8,4.39,39.13,1369.03,4.13,78.55,0.8388,18.97,67.46,1542
2008,GEO00000001752,47.59,28.81,64.73,18.69,35.28,28.51,14.23,14.481,43.3,29.85,26.64,1232.11,72.53,87.44,0.9758,46.84,34.6,1071
2012,GEO00000001753,16.48,7.86,58.04,38.24,20.92,37.29,12.75,12.194,19.1,17.03,3.26,434.65,3.6,99.14,0.1266,13.98,61.0,511
2010,GEO00000001754,18.48,15.63,28.84,24.19,7.88,12.08,3.01,16.828,23.24,28.53,29.26,414.93,98.67,78.7,0.8376,18.46,87.01,417
2018,GEO00000001755,2.02,0.01,30.36,9.1,20.58,15.54,32.59,8.969,45.72,20.09,8.79,513.57,38.65,72.21,0.1078,54.98,42.74,1614
2019,GEO00000001756,44.61,33.65,50.14,25.28,10.53,13.53,23.75,3.497,54.41,1.25,6.73,244.77,84.89,54.55,0.5301,80.13,5.01,1292
2021,GEO00000001757,10.16,23.26,58.44,27.19,16.03,33.98,18.43,12.034,13.94,23.29,12.11,166.48,40.3,13.87,0.8135,22.8,55.6,1707
2012,GEO00000001758,18.43,13.1,25.16,27.89,33.05,34.87,30.26,19.056,7.84,25.92,33.95,710.05,9.34,15.31,0.2989,0.76,91.61,118
2014,GEO00000001759,45.5,12.1,37.84,27.27,30.9,17.65,15.39,9.878,41.8,21.57,24.59,1219.91,77.78,80.47,0.2139,27.08,91.0,1143
2011,GEO00000001760,13.07,3.03,7.51,44.47,10.66,22.27,8.45,0.024,20.65,9.61,30.55,808.83,83.91,70.27,0.2332,96.18,35.72,1878
2012,GEO00000001761,31.08,15.22,30.44,12.8,20.95,7.84,31.41,13.848,44.09,26.38,27.61,590.7,45.42,60.52,0.64,4.46,9.63,1408
2022,GEO00000001762,53.63,33.86,65.26,30.96,25.02,32.47,1.24,14.369,28.03,24.63,13.18,979.36,96.29,10.88,0.076,18.23,4.89,1956
2011,GEO00000001763,16.4,15.22,29.31,43.21,16.48,33.04,14.72,1.443,12.96,4.81,13.4,953.12,43.33,80.87,0.4968,14.23,65.11,970
2009,GEO00000001764,28.92,1.84,24.13,50.45,6.27,10.62,34.27,8.1,58.42,27.34,36.54,1037.56,9.75,77.6,0.4685,80.02,12.24,202
2017,GEO00000001765,30.89,20.68,49.99,53.47,0.31,4.23,3.75,19.987,58.06,28.94,1.06,656.35,77.53,76.05,0.1686,55.36,7.35,1199
2010,GEO00000001766,8.46,22.82,34.4,48.05,34.82,28.04,30.49,6.095,40.75,12.54,32.32,682.07,90.64,91.82,0.8589,75.74,71.68,1064
2015,GEO00000001767,28.0,19.85,42.48,15.0,10.63,31.05,9.11,6.859,3.24,8.61,12.38,365.66,75.14,83.89,0.7831,23.14,56.79,1756
2016,GEO00000001768,54.47,33.3,33.64,48.54,4.81,38.16,18.78,2.577,15.27,14.7,12.36,881.78,49.5,97.1,0.168,16.9,39.08,1962
2013,GEO00000001769,1.59,0.32,3.0,32.82,19.25,12.19,14.21,17.987,1.63,24.21,32.42,324.65,14.97,66.66,0.5698,94.78,85.62,719
2010,GEO00000001770,19.9,1.54,69.32,41.1,22.23,14.68,1.46,1.353,28.09,20.96,32.4,1083.6,88.36,38.86,0.9108,17.14,97.2,1085
2022,GEO00000001771,39.49,10.13,40.66,34.27,21.5,6.33,35.02,16.517,6.18,24.08,12.2,1107.99,16.92,85.34,0.3393,1.27,10.25,593
2023,GEO00000001772,3.26,10.23,27.78,43.89,10.25,31.39,35.96,2.951,29.75,12.9,14.26,113.69,35.21,78.28,0.8111,72.98,95.04,1863
2016,GEO00000001773,12.84,25.11,52.86,1.26,2.18,24.05,1.41,1.867,32.71,27.6,18.91,9.76,16.72,70.96,0.7919,40.82,17.06,1599
2018,GEO00000001774,27.22,24.15,1.01,23.38,15.69,18.62,34.54,2.616,25.52,19.0,23.89,926.67,43.08,63.24,0.038,2.83,42.35,324
2020,GEO00000001775,1.35,7.22,64.4,19.71,14.06,23.74,10.37,0.339,38.3,16.36,17.82,756.3,42.36,39.92,0.8335,24.42,66.67,1025
2016,GEO00000001776,31.36,32.14,7.47,45.04,23.8,0.48,38.6,4.116,18.57,27.81,19.02,78.07,80.17,74.48,0.7673,54.53,51.73,965
2017,GEO00000001777,54.69,10.92,28.08,13.05,38.02,5.82,2.31,11.707,50.19,21.33,5.78,410.15,20.09,80.74,0.8997,39.77,91.77,1319
2014,GEO00000001778,50.83,31.95,56.78,43.56,3.11,40.9,6.84,5.02,10.88,12.99,18.93,1489.45,28.11,93.0,0.1384,40.29,21.73,564
2022,GEO00000001779,19.87,1.35,51.87,34.63,39.57,37.55,9.07,7.534,30.34,29.54,22.18,1490.67,92.8,41.45,0.4118,98.64,33.58,283
2011,GEO00000001780,20.23,18.28,25.22,53.83,12.82,14.63,39.23,3.601,27.02,1.87,16.68,755.98,40.59,65.29,0.7626,29.56,92.47,691
2017,GEO00000001781,38.56,0.6,59.37,23.04,39.28,9.85,29.53,3.93,17.59,23.73,37.06,697.19,46.42,90.04,0.5817,10.5,31.37,663
2008,GEO00000001782,31.18,6.75,0.22,44.63,13.15,19.5,23.65,10.662,9.91,0.92,39.07,1476.37,49.22,35.65,0.2093,34.24,33.44,1983
2019,GEO00000001783,46.3,12.31,16.56,0.91,3.02,27.29,10.55,2.86,1.96,17.72,4.84,506.22,3.31,8.06,0.7271,96.43,53.61,1401
2015,GEO00000001784,36.4,3.73,35.62,20.81,10.35,42.23,36.14,19.497,11.12,0.89,14.51,587.56,55.94,93.93,0.1821,59.89,3.04,1662
2015,GEO00000001785,46.11,2.36,64.73,40.11,33.24,1.56,24.67,5.041,10.89,12.41,26.71,71.3,72.91,41.21,0.4833,65.75,37.81,1556
2014,GEO00000001786,9.8,13.52,51.52,47.64,10.68,14.98,10.0,12.295,35.39,19.46,5.01,478.29,3.14,26.49,0.2457,2.38,58.49,460
2024,GEO00000001787,44.9,27.64,12.22,39.69,36.5,24.78,2.64,4.986,49.58,26.07,33.8,294.93,68.21,83.58,0.7743,76.29,64.01,461
2025,GEO00000001788,45.41,15.74,52.94,0.09,19.48,5.65,34.9,12.109,15.94,25.3,31.33,708.38,96.35,78.26,0.8129,22.93,41.61,1453
2012,GEO00000001789,7.12,16.87,60.57,31.98,13.77,37.07,35.59,19.741,18.04,16.95,22.04,917.37,91.85,87.34,0.2399,67.79,4.64,75
2016,GEO00000001790,53.29,31.32,54.72,13.05,2.91,12.12,2.18,1.383,52.82,25.35,25.16,173.76,57.64,8.66,0.9378,66.04,75.29,1680
2007,GEO00000001791,52.69,21.69,9.05,25.86,20.04,34.64,16.73,4.346,2.53,22.74,7.51,583.76,98.45,94.43,0.9579,34.35,69.15,1306
2009,GEO00000001792,21.37,8.25,15.49,14.98,24.57,43.34,36.22,10.079,38.1,2.89,28.03,911.52,15.67,84.28,0.0544,74.68,4.66,1619
2017,GEO00000001793,10.99,10.71,35.75,53.0,32.2,24.82,28.14,14.632,39.09,3.75,4.12,137.87,67.27,30.63,0.3342,58.78,53.22,1794
2007,GEO00000001794,29.07,6.93,62.07,47.14,26.3,38.57,6.87,4.953,20.08,7.16,30.28,96.27,28.44,24.68,0.8163,35.03,60.39,767
2011,GEO00000001795,24.89,21.33,12.73,14.3,0.76,43.34,28.68,8.401,17.33,22.16,18.44,382.05,77.68,13.38,0.4243,62.27,78.99,162
2025,GEO00000001796,20.15,10.32,39.45,13.8,32.73,25.85,29.87,7.7,41.39,29.11,22.48,1170.57,15.03,55.88,0.227,45.91,77.69,1767
2019,GEO00000001797,11.72,16.43,4.25,43.09,26.61,6.31,23.32,13.361,2.24,11.92,32.1,108.85,25.26,76.4,0.713,1.37,32.36,347
2025,GEO00000001798,32.96,13.78,40.0,34.61,1.63,39.0,7.44,13.226,59.66,21.65,4.3,682.1,89.06,62.84,0.8876,73.16,96.25,424
2021,GEO00000001799,14.16,21.12,12.36,49.62,12.89,33.73,6.23,18.315,1.01,8.75,2.94,1014.73,72.29,1.12,0.7223,85.28,20.81,1379
2023,GEO00000001800,30.72,1.14,54.7,38.53,21.36,18.67,21.36,15.884,42.19,26.23,11.01,1136.7,85.66,46.7,0.8477,21.11,17.52,1895
2013,GEO00000001801,24.54,8.74,60.51,35.38,35.91,9.48,21.34,12.255,57.37,14.61,34.79,809.09,82.04,76.96,0.5405,30.11,51.21,477
2020,GEO00000001802,39.11,1.68,21.11,32.93,2.96,22.55,22.94,8.88,57.76,20.97,15.44,328.86,23.68,55.77,0.5508,63.07,27.85,1580
2011,GEO00000001803,0.05,30.1,22.67,36.79,0.39,34.75,19.08,3.076,37.2,13.5,18.94,788.86,13.03,20.56,0.5419,58.46,85.31,1740
2024,GEO00000001804,8.08,1.2,53.73,45.32,18.25,40.03,3.17,15.507,47.1,2.46,19.97,177.63,96.5,45.53,0.252,15.12,32.14,960
2019,GEO00000001805,0.06,27.62,40.38,9.19,16.64,20.95,4.03,16.824,5.82,14.12,10.04,1282.75,51.32,7.44,0.4524,10.75,49.75,1961
2011,GEO00000001806,36.42,5.99,71.77,0.88,25.77,20.18,28.71,16.159,52.43,9.13,23.96,817.96,95.51,21.64,0.1313,79.14,40.17,1584
2010,GEO00000001807,1.84,1.11,34.53,47.04,30.9,28.01,39.38,0.113,48.41,10.09,30.55,6.29,33.03,88.45,0.0288,51.56,90.68,824
2025,GEO00000001808,24.42,17.8,44.67,42.48,30.73,23.9,22.4,16.776,26.78,28.6,12.09,822.74,19.29,12.5,0.5791,20.28,31.65,1628
2010,GEO00000001809,11.91,1.09,14.28,24.34,1.19,33.67,29.68,14.622,2.54,22.63,18.84,1490.27,56.38,57.97,0.1294,54.73,77.72,667
2014,GEO00000001810,14.97,15.07,10.86,47.16,26.26,22.99,15.61,1.582,22.54,14.37,1.03,1135.87,47.34,65.44,0.5853,37.51,42.03,1118
2025,GEO00000001811,6.07,17.96,26.49,25.35,1.61,26.88,31.89,14.788,42.16,2.49,4.55,1327.91,46.56,58.45,0.1658,60.89,77.62,763
2024,GEO00000001812,42.44,25.88,47.42,14.27,21.61,39.13,6.94,12.34,54.03,2.53,22.0,1358.22,57.96,33.46,0.9489,5.93,96.34,506
2025,GEO00000001813,45.43,18.14,40.54,46.64,22.24,39.2,2.31,13.094,14.96,23.19,7.99,836.53,68.79,95.11,0.785,79.02,62.16,497
2015,GEO00000001814,20.08,34.81,15.49,45.65,34.42,31.45,1.53,15.321,42.77,13.32,6.65,364.86,55.42,96.33,0.8134,49.66,95.48,1697
2019,GEO00000001815,17.36,23.71,28.42,6.88,28.06,37.03,1.12,10.53,11.53,13.82,24.71,430.96,91.33,38.3,0.24,49.25,40.2,1747
2018,GEO00000001816,49.28,22.53,14.35,30.11,22.8,19.22,34.96,8.084,52.17,14.09,4.87,150.87,91.28,53.73,0.4482,1.75,70.9,1405
2012,GEO00000001817,0.4,9.21,68.6,33.12,21.21,38.25,24.24,15.155,19.19,25.55,17.06,224.34,26.39,60.72,0.6282,45.24,49.39,1850
2017,GEO00000001818,13.27,24.96,14.21,52.17,3.86,37.14,27.76,14.359,39.95,25.77,22.54,621.4,31.15,44.86,0.554,37.23,32.22,1508
2021,GEO00000001819,30.67,17.85,36.83,0.59,30.65,18.85,0.7,15.509,27.94,27.98,23.84,872.74,24.13,89.68,0.3696,11.03,75.05,1228
2023,GEO00000001820,8.49,29.92,69.19,26.91,18.25,12.58,2.94,5.949,19.5,3.97,24.59,300.21,53.89,22.08,0.2394,31.44,41.01,1768
2015,GEO00000001821,5.61,27.14,71.96,46.01,8.96,15.12,36.76,5.108,49.52,22.29,2.02,1134.96,59.63,59.57,0.8019,19.93,79.79,591
2016,GEO00000001822,41.25,27.57,11.43,20.12,18.66,0.3,3.97,9.113,54.02,26.73,19.69,960.39,50.19,70.9,0.7075,72.57,51.24,905
2023,GEO00000001823,24.53,14.83,64.76,23.47,19.88,39.21,13.04,1.205,23.16,11.59,33.87,539.45,34.74,19.41,0.7407,78.81,72.53,214
2025,GEO00000001824,37.69,19.06,27.24,1.05,0.6,12.37,24.67,0.648,23.86,20.79,7.52,338.73,8.12,98.49,0.0991,91.39,51.59,1047
2024,GEO00000001825,13.02,4.54,72.75,13.12,31.96,37.32,19.85,9.31,31.42,18.82,26.49,960.12,14.28,6.24,0.0267,63.99,64.86,497
2012,GEO00000001826,36.73,5.59,61.58,12.4,38.42,38.92,14.96,10.453,13.19,22.7,9.34,1088.26,55.25,50.34,0.5143,1.98,99.34,423
2018,GEO00000001827,8.01,31.96,49.39,46.01,37.64,14.84,20.29,19.969,40.73,15.64,35.1,854.96,23.63,4.6,0.1463,55.7,85.79,460
2007,GEO00000001828,24.84,13.4,54.09,29.75,4.79,27.92,22.64,16.782,56.18,18.04,20.85,753.42,38.95,12.98,0.1515,54.26,91.03,1881
2010,GEO00000001829,24.07,26.82,61.25,30.72,39.94,17.14,7.24,8.172,49.86,5.87,1.68,297.32,76.72,76.41,0.0742,0.37,78.88,1444
2022,GEO00000001830,8.93,13.36,66.89,24.51,39.55,7.58,37.22,3.065,30.1,15.66,18.52,885.4,94.09,81.59,0.8309,3.19,12.1,756
2019,GEO00000001831,22.9,8.16,11.51,23.64,24.04,12.27,14.98,18.591,57.48,9.35,17.98,323.45,85.85,8.93,0.2167,24.16,85.05,23
2019,GEO00000001832,16.44,12.48,15.4,44.83,22.76,13.08,25.86,12.205,35.23,26.35,32.05,852.48,25.01,87.89,0.2661,43.79,52.73,860
2022,GEO00000001833,15.4,0.79,39.13,9.88,9.34,15.61,1.32,0.736,53.36,16.89,22.16,1480.65,77.35,25.01,0.0179,13.14,88.01,572
2008,GEO00000001834,15.18,30.6,61.91,31.7,9.73,34.1,30.57,7.664,2.47,24.5,23.9,1265.04,1.0,16.92,0.7484,66.44,11.85,1373
2015,GEO00000001835,50.18,16.83,67.57,53.94,31.59,20.57,28.16,9.027,22.52,29.73,8.77,51.18,21.88,66.7,0.9801,89.5,76.69,856
2011,GEO00000001836,51.73,34.01,61.68,36.32,20.1,20.81,18.58,12.868,53.45,10.83,30.54,95.31,88.17,14.36,0.7528,27.6,25.59,331
2013,GEO00000001837,26.22,10.04,8.4,11.03,30.33,3.51,38.52,4.607,24.8,26.43,14.63,6.2,70.81,15.2,0.4189,39.96,80.59,1253
2019,GEO00000001838,4.22,33.12,20.05,50.85,20.5,12.59,5.97,16.752,23.63,21.69,31.37,723.48,23.3,58.65,0.6813,49.44,59.04,1845
2008,GEO00000001839,22.81,3.06,12.59,20.51,9.05,44.68,20.18,3.135,14.31,21.2,25.17,333.94,23.56,17.22,0.9521,44.92,34.82,1787
2007,GEO00000001840,52.37,24.7,56.09,17.92,34.05,34.62,24.38,8.583,41.92,1.56,34.51,99.15,36.08,49.21,0.0435,27.34,65.5,271
2025,GEO00000001841,17.75,23.26,40.56,16.48,26.48,24.59,5.31,17.1,13.16,1.35,24.45,840.43,0.75,43.11,0.6967,73.71,40.19,552
2012,GEO00000001842,54.25,17.03,27.32,2.31,15.67,44.15,17.8,12.704,5.63,3.13,34.91,1150.83,99.61,32.78,0.0536,33.56,24.04,1662
2013,GEO00000001843,0.16,15.35,14.96,53.71,27.09,19.26,21.19,13.447,3.25,10.22,24.52,884.37,40.21,98.82,0.4257,25.65,79.33,934
2010,GEO00000001844,28.51,12.84,29.51,34.27,4.25,32.12,34.14,12.132,16.52,19.17,24.66,550.06,87.18,28.13,0.6213,22.23,99.77,1294
2025,GEO00000001845,33.65,20.91,32.56,11.79,33.55,24.71,8.22,12.147,11.45,22.77,20.36,85.7,43.81,76.09,0.083,14.98,28.02,1257
2019,GEO00000001846,12.51,12.36,14.52,34.58,2.68,4.04,29.81,13.568,5.58,10.51,37.62,143.52,66.18,85.71,0.6424,57.95,23.86,1339
2020,GEO00000001847,13.97,7.53,26.03,22.02,7.84,34.57,34.62,3.65,5.15,22.24,28.21,732.39,92.45,4.1,0.9591,32.94,2.8,279
2008,GEO00000001848,28.7,5.64,5.32,4.07,29.68,18.79,30.09,0.301,30.43,17.34,13.59,118.56,40.35,50.17,0.3193,96.6,76.88,1728
2018,GEO00000001849,11.53,33.43,24.98,7.91,1.78,24.41,5.84,9.44,47.05,1.95,38.11,847.59,69.51,20.44,0.3134,67.16,20.73,1929
2018,GEO00000001850,0.9,12.34,67.18,40.45,35.41,27.91,9.19,18.628,9.4,27.7,17.13,645.47,69.24,64.29,0.3906,78.61,19.97,1327
2012,GEO00000001851,41.13,18.9,66.6,54.11,28.82,35.97,2.56,10.726,25.68,26.35,38.12,1053.51,53.44,22.0,0.1227,25.29,7.99,1234
2017,GEO00000001852,17.77,15.63,40.87,16.19,24.88,22.9,15.38,14.855,0.74,23.14,35.02,830.0,0.01,98.97,0.3259,73.19,56.63,1174
2007,GEO00000001853,44.31,25.27,54.96,38.25,11.19,29.05,20.26,19.644,21.91,8.31,29.38,736.1,29.7,69.52,0.8507,5.64,56.92,927
2018,GEO00000001854,2.32,32.91,25.64,31.65,4.13,32.72,11.33,5.695,51.23,11.03,2.89,1090.35,98.07,87.69,0.2217,22.25,87.18,1656
2021,GEO00000001855,36.49,12.62,38.73,38.23,36.15,40.65,35.01,16.057,59.48,24.35,31.24,255.27,39.43,16.95,0.7753,43.18,43.5,1781
2009,GEO00000001856,29.12,19.2,5.01,32.56,24.67,24.52,8.09,3.216,2.74,15.31,2.06,1429.18,4.53,64.0,0.027,70.88,90.25,879
2025,GEO00000001857,17.04,5.28,26.35,38.94,34.71,24.84,5.51,3.177,44.7,4.44,39.18,1356.21,63.84,9.31,0.3281,42.57,23.72,1884
2022,GEO00000001858,29.66,19.91,18.12,35.23,12.88,27.22,5.64,8.585,10.72,15.33,12.46,784.98,82.24,68.37,0.0662,35.45,47.7,37
2024,GEO00000001859,41.68,20.0,68.69,50.03,18.0,44.82,39.94,1.206,18.02,21.86,37.97,588.65,17.68,21.81,0.5739,74.21,70.45,1887
2012,GEO00000001860,47.72,10.21,38.83,10.83,14.36,29.26,9.48,19.725,38.08,17.28,6.79,702.52,44.41,96.51,0.8985,70.55,75.88,1757
2010,GEO00000001861,17.33,13.66,5.56,10.56,15.04,8.81,2.57,1.302,33.19,24.72,27.62,232.0,39.4,86.88,0.9922,76.55,53.54,1854
2009,GEO00000001862,25.44,14.75,31.85,10.51,0.05,30.88,13.11,14.064,10.98,29.93,28.53,301.37,42.81,69.26,0.6928,19.13,37.58,729
2011,GEO00000001863,32.07,11.25,17.53,47.76,9.34,38.92,39.66,19.908,30.03,18.77,19.74,1395.59,73.39,7.2,0.6535,23.13,95.7,476
2007,GEO00000001864,44.09,28.02,12.5,36.32,19.6,6.22,31.17,5.457,38.28,9.6,10.59,1324.15,59.85,95.9,0.4807,40.16,4.05,1220
2020,GEO00000001865,34.32,11.04,61.55,8.99,23.53,19.47,28.12,0.037,57.64,1.34,32.59,178.32,40.61,23.38,0.2474,68.86,98.53,1853
2023,GEO00000001866,46.74,0.26,47.15,44.88,19.98,11.08,23.65,11.106,39.83,16.66,21.77,793.23,98.87,32.38,0.6254,62.86,64.52,356
2016,GEO00000001867,33.06,31.85,7.39,51.39,35.23,24.68,6.06,4.715,17.11,14.65,22.51,389.46,93.79,39.09,0.7935,4.72,46.17,435
2010,GEO00000001868,44.37,33.1,74.9,35.01,10.6,39.24,9.06,16.219,25.84,12.57,20.94,411.78,86.28,95.92,0.4607,69.05,45.14,1502
2017,GEO00000001869,52.67,31.8,45.29,9.64,15.32,6.87,4.64,0.569,21.98,28.69,26.04,525.86,59.64,20.01,0.3723,90.57,21.93,1677
2010,GEO00000001870,25.04,15.63,68.57,43.28,38.76,36.35,19.66,12.986,19.79,7.71,7.19,282.8,67.18,15.78,0.8762,58.52,0.39,1056
2012,GEO00000001871,42.63,27.73,34.18,34.89,7.32,43.68,24.83,9.229,56.81,0.63,16.59,655.0,67.32,92.5,0.6489,63.01,72.74,1742
2015,GEO00000001872,6.42,24.17,44.91,40.18,16.92,2.89,13.26,1.212,13.45,15.95,28.17,1252.31,84.23,55.54,0.1059,14.1,87.89,1461
2014,GEO00000001873,1.84,34.0,34.97,14.7,23.96,15.84,33.52,18.483,14.38,6.85,39.49,1365.16,12.64,50.61,0.2581,52.3,40.47,1905
2016,GEO00000001874,25.52,28.25,66.1,12.37,9.78,5.45,25.99,11.673,43.02,1.47,22.22,697.18,20.48,62.32,0.215,95.2,76.78,1499
2019,GEO00000001875,0.03,30.79,21.46,42.92,1.3,12.86,35.3,13.805,53.94,14.17,28.14,1043.51,75.09,37.48,0.7273,1.26,73.22,1162
2010,GEO00000001876,29.48,1.41,12.81,39.27,8.8,8.98,27.64,18.682,13.64,21.13,30.05,341.76,20.38,62.21,0.4176,25.54,9.1,1612
2022,GEO00000001877,52.6,19.22,14.14,25.27,11.24,2.96,14.98,3.98,4.66,5.1,25.58,891.96,8.55,49.96,0.8711,24.2,79.3,1535
2012,GEO00000001878,48.22,22.16,71.45,12.53,12.29,18.63,32.89,11.34,19.92,25.75,38.85,1214.79,68.95,5.49,0.2316,5.43,81.02,1374
2025,GEO00000001879,12.27,32.71,13.89,33.81,15.56,6.07,16.03,6.177,46.13,5.27,16.47,169.23,74.46,80.63,0.5283,40.68,84.13,1273
2011,GEO00000001880,38.47,20.12,62.78,22.47,25.61,35.26,14.38,8.965,23.84,26.52,38.42,1346.64,92.48,74.15,0.0501,96.47,75.74,36
2021,GEO00000001881,51.14,4.95,50.74,44.56,30.93,29.51,26.04,13.823,56.94,28.98,35.02,297.71,98.37,32.78,0.8153,86.98,27.77,1723
