tax_income_tax_year,tax_income_agi_bracket_code,tax_income_return_count,tax_income_total_agi_usd,tax_income_taxable_income_usd,tax_income_total_tax_liability_usd,tax_income_effective_tax_rate_pct,tax_income_payroll_withholding_usd,tax_income_self_employment_tax_usd,tax_income_capital_gains_net_usd,tax_income_qualified_dividends_usd,tax_income_retirement_income_usd,tax_income_itemized_deduction_total,tax_income_standard_deduction_total,tax_income_earned_income_credit_total,tax_income_child_tax_credit_total,tax_income_audit_rate_pct,tax_income_underreporting_gap_estimate,tax_income_refund_amount_total,tax_income_processing_time_days_median
2007,AGI_0_25K,198735,5941018816062.0,4142076670691.25,544299813128.39,9.162,507275865593.06,63686700016.72,207824213449.93,86083087537.05,558381875041.65,233981517002.99,399433627316.57,4104862885.71,25722850466.6,2.139,205153151072.62,52412417173.53,74
2010,AGI_25K_50K,6520803,2099889179069.67,1903868633719.34,308518972554.07,14.692,255223098393.07,19247523134.7,96608707082.49,53506428809.51,153269649788.11,220163985131.61,448902776003.47,8645065518.86,23921687900.86,2.71,70786345090.43,264610699540.76,18
2017,AGI_100K_200K,3542444,3747763180660.42,3414149222157.26,496260475827.49,13.242,178521522283.14,1653912847.6,34281624000.64,87912534955.82,325557259836.18,399132585077.02,872843392371.16,2722867053.79,13779479846.1,1.013,40918695175.99,112637284672.45,120
2014,AGI_75K_100K,4619072,5277712011377.97,4758953470175.92,1330420203050.01,25.208,1014665324192.47,21563109425.87,92272248704.2,28771368128.51,137613304354.66,221406917563.35,1143857252135.29,5755614311.26,28524314070.37,1.781,156508255782.38,37777349969.31,35
2013,AGI_200K_500K,3884750,4108396329064.47,2635400832113.24,189255789392.47,4.607,144257084008.6,18616918239.6,75933799786.17,92353905596.25,27009888719.45,178087595180.78,206935989005.41,870025682.35,23356914226.88,3.127,165218537171.98,354775742107.67,78
2021,AGI_50K_75K,1387894,6522717219195.46,3040851840279.78,265829864505.36,4.075,105818595462.8,77759246886.73,407579067727.88,157228076328.48,599406423060.82,180201563504.43,708227995858.61,10337990963.67,24022191162.58,1.055,44433787962.15,210561693496.79,100
2017,AGI_50K_75K,4679753,7614076255140.73,3571682880267.54,656053740966.33,8.616,444679299715.33,5298322244.12,18356872142.86,157998917528.47,332276759374.24,405110892962.97,216541765508.69,1525002066.9,11278654413.3,0.519,273178891432.08,468672174472.9,35
2009,AGI_50K_75K,6757720,1023461904920.08,816364165804.55,169758882691.16,16.587,101539111727.09,12985872875.03,32307301382.55,27699777709.48,54522472257.49,15655563184.78,161240796888.29,1036935836.3,23792221335.54,3.39,241566479151.73,196928732939.24,43
2009,AGI_0_25K,7402429,4523832015413.61,3893620508845.71,751610399053.53,16.614,420628190858.55,67314120492.8,237548972780.32,88862413724.81,423201708280.21,608302497702.43,682645503736.57,1103993824.42,34459764154.05,2.954,33443713376.76,9106749050.67,46
2024,AGI_100K_200K,5601502,234367682098.34,140309683260.33,17412221879.41,7.429,7243632068.71,120117593.85,10636984143.08,1509469852.58,18075523794.44,3209424738.49,16171169336.88,2893174154.65,18647801326.76,3.494,50489807193.52,68724993827.54,8
2023,AGI_75K_100K,527474,7159392933082.18,4492343215769.8,308718670064.37,4.312,281773868156.49,7809170778.91,8156497290.67,91188310346.02,32217889223.43,662291863919.22,399961804719.96,1560737861.99,9149609959.99,3.357,238255494552.19,290785530091.76,89
2020,AGI_50K_75K,5092236,8090234330592.45,6689493147497.55,569750848157.38,7.042,353359011744.8,66209930147.44,382112270778.76,224116814481.06,260456421902.64,737477392008.53,857172046681.12,4419836531.4,20332349594.66,2.263,11368883116.47,5791335598.87,96
2025,AGI_100K_200K,2010337,1322547446651.45,626458913336.58,124084361459.43,9.382,50096016661.61,13560915569.58,855981883.26,28191184904.47,10536309830.49,24010284234.18,166314022746.52,6877920161.49,8913476927.95,3.257,191148799350.51,240187902971.96,16
2008,AGI_25K_50K,128794,7412455915243.53,4034386808606.51,1172042559214.63,15.812,716076809556.22,114351655855.55,309815996326.94,138574985508.43,329301338515.65,394989371233.37,342853707055.09,9854546876.83,3067542412.12,1.417,174848838804.62,77134577578.77,93
2014,AGI_50K_75K,3222415,823510578459.97,590691092857.64,75355299684.96,9.15,38557021988.24,14893104379.38,31094192117.52,11977449963.26,24621569808.71,86329389070.61,133899143792.73,9091766558.84,33175838466.84,0.758,217713216829.59,8862061722.56,48
2011,AGI_200K_500K,685793,4595851064178.24,2375013620993.86,594409447193.02,12.934,334023040348.08,1755191290.35,310587386950.68,28628423073.26,82984474144.88,245978650416.58,182730392207.82,768026581.22,33442900756.1,1.715,135503226534.31,1577064648.2,73
2018,AGI_200K_500K,3147261,6829777163068.88,4586081399980.59,511919986862.96,7.495,309341957815.62,129299860205.09,15439591648.34,119434353267.79,168786694133.22,161963552040.11,1000848634107.41,332701274.56,12711962716.75,2.949,9188305269.9,183305276121.14,12
2014,AGI_500K_1M,1636038,5403405744893.81,4846552504988.02,1189904632828.51,22.021,1062033160136.4,29920199339.0,65666329489.37,114389486510.94,524573439993.66,865174405406.46,451027192031.15,364012393.09,24981789749.55,0.6,124672460512.86,402900100648.2,60
2024,AGI_200K_500K,7318606,8857723833854.34,4945065881646.36,1422640444334.19,16.061,1296405494282.25,152531361295.12,73395521318.61,151048860624.97,765076951308.91,2234380027.27,616443997923.29,10776043697.91,30178753776.0,0.563,66535522363.26,57090327166.86,79
2006,AGI_75K_100K,7772702,5667138559548.87,4344058167456.36,911908465749.37,16.091,377485602486.58,74758590923.4,366903505022.7,154118541329.01,535115479406.71,324092053054.07,1127775571069.91,10713795651.72,21604769777.56,1.393,191910363715.66,189349282920.5,33
2011,AGI_100K_200K,663588,7233748403284.9,5470883578240.88,546050044220.62,7.549,350135934854.86,107061970135.38,8134219080.2,45531464598.46,468011983885.21,369054442021.68,729867889580.85,5074208376.34,25707794180.99,0.433,146148327364.45,368994150128.17,102
2013,AGI_100K_200K,1084817,8268192543461.15,4429709258687.3,760354033032.65,9.196,387260889205.41,120246538824.2,377129363587.62,32983426108.82,590213999085.21,125884727966.38,1152820319521.76,1751327212.04,23243697797.94,1.277,26683438444.69,10947308754.34,11
2019,AGI_50K_75K,4123795,5106180844914.78,2845820023938.43,839224926113.38,16.435,379374746789.43,86993652947.77,294447954118.18,41026604680.76,145804446172.27,220487042413.13,468380634665.44,4895167624.31,3730361547.71,0.115,217520409446.73,323821232238.21,94
2010,AGI_75K_100K,416794,5870419627890.65,3190040686935.25,335747789985.2,5.719,278677582234.61,28100325493.45,407135991451.76,23982202749.61,136867236612.43,174111294297.98,664150396243.62,4173726262.15,25619627531.53,0.243,272689128368.55,345544141104.23,12
2022,AGI_0_25K,2110907,7419459521482.81,4205297612335.3,683271181615.23,9.209,405011612570.64,129069275974.56,74238419081.74,181291686943.05,603930132138.35,512354275065.38,269438963628.15,10504362112.43,3759932453.09,0.042,208826622035.43,138792110773.23,10
2018,AGI_25K_50K,1935474,6411851748427.66,4407155847538.53,192785914090.5,3.007,122511386640.81,81826898147.3,215298637640.77,185363541062.34,217454978976.35,442041207464.75,861557428428.19,5110447642.99,22198916749.51,1.595,273261689663.94,152876426467.19,108
2020,AGI_100K_200K,5472308,5642295987744.14,2564339534833.2,231888215190.55,4.11,147475829248.54,97030564433.5,228852677550.97,149173792764.62,350090167992.07,149304911448.47,262040262430.51,9740851710.74,30066683517.55,1.364,299487645755.75,4310592965.21,50
2024,AGI_50K_75K,876237,1787913892549.24,1619528512645.51,364284772432.02,20.375,327162782134.67,28222251509.08,48762112757.5,43584239018.36,20903441718.65,142483373182.74,332836304854.46,4502278468.27,6443599156.94,1.966,207324770889.68,98266906221.12,83
2020,AGI_25K_50K,6455645,8054954870886.21,5904416441291.68,1275817983350.68,15.839,654217183601.23,23386138768.44,558031069542.49,218932465293.75,7169145461.16,893219617898.31,1172428681203.31,4644978374.29,12625783994.13,1.811,114659121873.21,99551077931.11,6
2022,AGI_200K_500K,143055,2695072673059.04,1723320049598.33,243732260403.58,9.044,219658718705.12,42186316848.26,12875018660.36,62435059744.42,198035752441.42,42062204979.35,412955292173.24,1057375075.9,31716328983.21,2.251,15298742699.29,124917601529.7,26
2019,AGI_0_25K,2025336,1280334332062.21,650647310975.03,147133349370.05,11.492,107937522289.78,1325257210.07,33243190484.02,25075384213.03,46571711079.3,70007051533.25,96808773122.96,3589779876.24,6017036717.99,0.982,50816891946.96,26742579122.42,75
2021,AGI_0_25K,1147384,4562252175308.42,2901940714257.8,776315937798.73,17.016,540840957606.44,22410933054.32,230625992298.53,27779337221.53,288155375252.21,24491810667.84,582178409338.84,11970569719.53,15881967319.47,0.482,35271381678.02,89866047129.5,5
2016,AGI_100K_200K,5499756,4411893466053.43,2012651236027.53,297335615901.31,6.739,142067128938.46,74454035209.62,94202885673.92,29548533896.6,21047653456.92,361779526249.84,535648299537.65,207127204.88,14819026904.04,0.652,144773761824.15,337302392446.87,75
2015,AGI_0_25K,2686352,1156833892303.22,717324584804.84,202389743440.87,17.495,111506626222.3,335526804.33,46000506891.37,16497538287.98,58776011294.92,126748998087.83,171029566439.37,6810957941.97,7697235228.3,0.231,3558180877.88,284481898750.59,28
2017,AGI_25K_50K,4692437,1581036645157.91,1091473821796.23,135170412658.09,8.549,107019559930.4,6495521774.51,43158680490.81,41471600236.49,124883475601.92,145882335632.46,160435021180.57,9539124760.01,28879209234.53,2.013,239730753174.85,195034872766.0,80
2018,AGI_75K_100K,3575338,4845639198946.98,3228654781763.64,703980811377.62,14.528,649032180787.54,93809744911.93,49586055897.71,8859490354.61,194850151137.55,284471405324.54,348905964768.72,7316917853.09,32725491456.22,3.046,189647240020.23,451290695305.52,111
2016,AGI_25K_50K,949988,2621127070778.27,1222998145783.25,210103494772.2,8.016,112751838997.49,5005328320.54,172285574772.79,77780172575.41,4228986947.44,75869856375.61,227113854204.31,11069543034.99,17219724938.69,1.582,96152949972.05,380639257783.37,97
2019,AGI_75K_100K,5759716,2015221438645.42,1036965774888.05,250626125411.16,12.437,122951691602.35,38555713923.98,17204696809.22,44865050372.89,20334386776.93,160332456615.94,116915086925.95,9869493124.52,6713427875.57,1.21,189724676811.47,22895816239.0,81
2024,AGI_100K_200K,6808380,4189097207589.56,3319663816174.37,693477924996.18,16.554,367528879582.78,15114622147.7,8969791509.47,53105721711.99,394258267397.42,221952385715.57,913728520472.82,9480804441.34,10757683717.82,2.409,242581637187.27,221307844986.01,50
2015,AGI_75K_100K,5168256,7628781900719.19,6146729338217.52,1165246986460.51,15.274,705872634206.71,100783220884.74,255548583781.97,45633252510.92,686939730025.44,405985076113.95,377184934854.53,5464679348.68,27827633620.77,1.402,26432099165.86,498107276285.67,93
2017,AGI_25K_50K,5969628,8318031816259.54,6630499667459.98,1590581589005.46,19.122,656651876104.52,159982637252.81,610298592396.89,153751181584.98,278037811634.5,69746143128.82,726190048220.7,10444916850.58,5415657263.77,0.657,282837089525.61,302434197138.71,21
2017,AGI_100K_200K,5023947,5551488568424.2,4887836095978.85,860237581982.9,15.496,596687001472.03,20998488698.44,143895057325.82,22193375139.3,25534085870.13,842445875601.88,683489324051.07,8277124664.84,24497655856.71,0.166,192780664397.71,157147115348.76,55
2009,AGI_75K_100K,6066320,8254024513873.41,6376502471439.37,1783388487320.22,21.606,1015806676218.41,145659708708.25,521250535563.28,163849561842.58,527395833109.51,308045164793.71,992496180300.48,1880418947.87,9548346526.38,2.415,40697855354.47,460017742482.02,100
2018,AGI_0_25K,5426122,1329758728619.71,974957194631.55,163714602442.66,12.312,122994836110.13,9695289504.78,97739149210.09,6109154438.42,104100488846.34,62111843792.88,177882615240.65,9154371954.08,23360093078.0,2.628,155225757686.2,386411503973.1,52
2009,AGI_50K_75K,651533,7917924571706.06,3817923250725.83,268181121554.25,3.387,174315034710.79,116770970031.05,85918117670.23,102892157806.7,514314258092.9,223384216128.98,204966395624.11,6131528819.05,10369932128.35,2.369,276846962045.09,438799223988.42,26
2025,AGI_200K_500K,2645322,474059477408.93,297862038223.26,62992223609.68,13.288,56060080435.3,4446021861.86,32209661236.45,4614368547.4,6744266783.42,12947993188.7,47445138924.99,8868348796.45,22290656911.12,2.829,228604160792.81,475846529064.41,40
2025,AGI_25K_50K,1906706,2531998017007.11,1849493354718.13,387226697267.27,15.293,226104610109.42,28491306134.58,118326208427.14,5647872509.78,113768965804.29,291421033693.8,309412945467.03,11260321307.4,17046296941.46,3.068,104334735227.57,204680576665.83,90
2012,AGI_0_25K,2697754,8087762358750.02,6604850402118.72,907608403415.17,11.222,857515308081.13,21843388425.43,376668451950.74,174302974210.41,474531811970.75,831799329952.37,1441186065484.69,819322647.85,13283451462.38,0.626,242650509415.28,290506292874.52,88
2015,AGI_25K_50K,2164338,6679585561890.74,3358695938648.77,429065011858.81,6.424,380941519073.48,39472503975.48,479252445324.16,96407285633.12,50898973597.55,448159892485.02,757196821142.99,6042102535.35,6957392182.29,2.704,104668142558.92,397271867788.12,65
2011,AGI_75K_100K,7511449,7047055396159.19,3973659541373.58,276293914925.3,3.921,195293841234.27,70592881003.78,171300580203.0,25193605904.3,151578571697.3,438144233069.61,1030456597076.33,11600085062.52,7945023656.9,1.237,78648035968.83,476307776299.9,83
2005,AGI_200K_500K,7116963,8986903541676.11,4555464105949.98,931982807255.48,10.37,519054647694.33,151336295581.23,512440289684.64,27036792460.06,419787578306.98,790537811989.8,1107174019601.75,8815098156.08,6403364281.94,2.943,106558925036.57,212111661328.65,11
2020,AGI_0_25K,5075826,6526126061913.12,5351689268185.98,851402407120.91,13.046,345208679527.62,71954536729.08,125147279248.58,168269565561.01,214730242777.16,378335242611.3,701361099684.89,4164249425.66,14347712559.77,3.042,184023065393.78,144520768343.48,17
2016,AGI_75K_100K,5559735,6772149658274.52,4239526493194.34,1170983319315.68,17.291,717852589898.94,42172707505.86,147441924854.73,157874840422.93,468184096217.09,744425892459.08,818036931300.57,3689299532.92,14212991151.43,2.074,268981618752.6,396286427279.14,34
2025,AGI_100K_200K,6221658,5382967394259.12,3121990197147.06,261476350454.85,4.857,194681058697.04,68105060971.47,80416014913.49,115039783219.88,193150106417.36,476540918223.11,324802816324.59,8281140877.85,7045005006.79,1.932,288317736471.95,362085616968.85,30
2020,AGI_50K_75K,2957024,849128552918.66,596894783129.04,164635408780.42,19.389,85914102339.81,7141058537.79,65511734656.36,9280901488.36,3057209859.92,19461384021.08,75784284079.52,10699148206.3,8906183472.3,2.037,272448162438.0,407693532601.67,81
2008,AGI_100K_200K,4705591,4731868614236.69,4011656558954.9,325989811315.89,6.889,223012788709.93,56438264353.34,179016688861.24,91800894718.52,185688243073.6,539574358455.38,520095711237.94,288404650.42,5017304403.89,0.95,143013263077.5,390375855535.06,102
2008,AGI_100K_200K,1967423,1006671718536.78,896435731872.79,44428568514.0,4.413,23756839276.69,14882095559.89,61460835301.33,15293375276.32,98008509758.9,155576461866.04,197180803786.04,11637760100.48,1921676814.87,1.091,154233199342.87,325580412494.98,111
2005,AGI_200K_500K,7674685,5999850873608.4,4936596997836.89,471550842540.97,7.859,273131644233.48,113203333753.68,361222102825.8,132176052658.78,579721425313.74,428892911084.25,296817799004.05,4872020819.4,4579818871.46,3.077,15046983256.32,447978736896.05,100
2024,AGI_0_25K,1433287,3269951714901.87,2673608636539.11,355838780767.68,10.882,207041360803.46,3466333736.31,171615083758.84,67845379847.98,83039063899.0,67426878643.28,714916992019.24,7835744566.39,20143788504.69,0.94,34474848493.31,123938236383.87,34
2021,AGI_50K_75K,7920482,3059748980881.57,2435705630960.29,690533663640.3,22.568,408392868219.66,25425873569.42,82105927438.58,78184465715.48,131863305413.93,318478183557.03,318349471702.88,6518989606.57,29682826261.84,0.686,206348586612.94,241448604342.92,18
2011,AGI_200K_500K,5416841,3034194704858.92,1775939235893.04,450894792341.98,14.86,256158089901.69,16499566237.7,176783853146.7,69809378790.62,1313783828.25,193348469599.32,291724159072.81,503699146.47,12666835063.49,2.423,44095770271.73,462705833554.94,98
2023,AGI_25K_50K,7439208,2348435489399.4,1744459931952.22,485051978862.54,20.654,226041940977.18,8222795341.44,183517852914.31,68365764576.44,231267430890.63,106883512605.34,392530900637.87,8346696139.97,7587116965.64,1.501,92021843480.56,90454616674.75,68
2023,AGI_75K_100K,1366844,1549948562739.95,1152283901634.68,208834778761.54,13.474,102786192994.25,4311514180.22,83257316773.83,15385316391.55,151492275927.69,112857720450.39,208487572547.37,8898708914.68,18244906014.52,1.083,179188633585.38,8555891188.2,93
2015,AGI_500K_1M,3249453,6209933705505.75,3327307795279.05,914374456006.65,14.724,325865869325.78,111141409910.26,61365783645.64,166197866528.8,541546988335.47,359295738171.97,198919206679.19,10379930868.41,24299674529.91,2.293,53463397640.99,368222150323.63,92
2014,AGI_25K_50K,6692198,6022933629516.12,5489430908338.81,1328124013523.01,22.051,787231325852.58,39860853836.69,199955703800.77,106077107348.63,17257704035.83,735736268762.91,1259818331090.91,1468857373.38,11029027403.54,0.754,283851689950.69,497247079317.72,45
2025,AGI_25K_50K,3661295,1858141778339.51,1111444680140.07,243777524972.91,13.119,109715228029.47,15603012225.07,131498950597.77,13885826677.85,81800609783.51,50432241213.53,277971927867.71,8283680706.69,34426612197.33,3.384,162181256969.67,311115639491.47,115
2017,AGI_75K_100K,1281738,3448783079869.93,2672247795359.03,692426425241.74,20.077,603651621122.97,10017467858.74,260676952166.17,93690658995.26,281332321296.03,324920216033.33,491466702672.58,8228527007.77,16879306297.61,2.209,270932639288.17,220341595080.86,87
