civic_ballot_election_cycle_year,civic_ballot_measure_id,civic_ballot_measure_type_code,civic_ballot_measure_topic_code,civic_ballot_ballot_title_short,civic_ballot_signature_requirement_count,civic_ballot_signatures_verified_count,civic_ballot_qualification_status_code,civic_ballot_campaign_spend_support_inr,civic_ballot_campaign_spend_oppose_inr,civic_ballot_endorsement_count_support,civic_ballot_endorsement_count_oppose,civic_ballot_media_mentions_count,civic_ballot_polling_support_pct,civic_ballot_polling_oppose_pct,civic_ballot_vote_yes_total,civic_ballot_vote_no_total,civic_ballot_measure_passed_flag,civic_ballot_implementation_start_date,civic_ballot_legal_challenge_flag
2019,BM2019-01779,STATE_POLICY,INFRA,INFRA_MEASURE_ZMWP,9851,10988,QUALIFIED,11619393,58175638,6,7,1794,43.78,27.3,99029,84109,1,2019-07-04,0
2016,BM2016-01780,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_00AC,105685,126767,QUALIFIED,66665099,79287471,9,7,785,54.29,29.9,262914,398083,0,2017-03-17,0
2017,BM2017-01781,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_A2H5,34082,35248,QUALIFIED,53353342,64500019,6,4,1595,48.46,35.21,156970,126540,1,2018-04-20,0
2025,BM2025-01782,REFERENDUM,EDU,EDU_MEASURE_SRRQ,40288,39501,FAILED,65360879,26901647,4,11,336,45.27,54.21,318151,205729,1,2025-01-31,1
2016,BM2016-01783,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_NMV3,145745,116946,FAILED,38878475,28991487,9,9,230,59.47,31.2,251184,233291,1,2016-06-24,1
2023,BM2023-01784,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_SKZW,140538,123296,FAILED,60074649,55711215,11,9,580,39.01,41.06,682054,480611,1,2023-10-13,0
2023,BM2023-01785,STATE_POLICY,EDU,EDU_MEASURE_22BI,90649,63806,FAILED,8709277,19664492,3,6,1430,45.8,51.66,266947,192440,1,2023-11-22,1
2026,BM2026-01786,INITIATIVE,EDU,EDU_MEASURE_SNKT,202949,157712,FAILED,11467156,77858169,6,7,1294,59.94,21.88,146915,76181,1,2026-08-26,0
2025,BM2025-01787,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_P2PX,149966,167847,QUALIFIED,70127602,75799707,6,8,1236,62.23,23.06,63287,21337,1,2025-10-27,0
2022,BM2022-01788,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_VHI6,34983,38641,QUALIFIED,8480782,4726363,6,7,1585,69.7,30.13,47359,22311,1,2022-02-18,0
2017,BM2017-01789,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_F6BI,190378,153795,FAILED,53207765,57317219,12,4,368,32.89,26.92,350333,502472,0,2017-04-24,0
2016,BM2016-01790,STATE_POLICY,INFRA,INFRA_MEASURE_00O7,112593,93476,FAILED,16780406,69262572,5,8,1311,32.65,49.31,217348,424736,0,2016-09-24,1
2024,BM2024-01791,STATE_POLICY,INFRA,INFRA_MEASURE_IO1Q,238825,252884,PENDING,29595275,2730442,7,6,1707,50.06,25.07,33019,28038,1,2025-04-20,0
2022,BM2022-01792,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_ML5H,64190,63697,FAILED,72297521,84404997,3,9,1489,47.45,47.22,134368,61313,1,2022-04-24,0
2018,BM2018-01793,REFERENDUM,ENV,ENV_MEASURE_L4JM,34889,26662,PENDING,32883764,73753294,8,6,803,66.59,26.43,123959,102187,1,2020-12-06,0
2022,BM2022-01794,REFERENDUM,EDU,EDU_MEASURE_6FWU,14810,17685,QUALIFIED,7169671,56102012,11,5,321,64.3,22.92,485966,502381,0,2024-05-18,0
2024,BM2024-01795,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_IBW1,111276,126017,QUALIFIED,71513042,87925910,2,2,76,67.49,27.62,428206,252679,1,2024-08-16,0
2014,BM2014-01796,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_IX5H,134357,114976,FAILED,33402187,83855215,8,6,910,55.32,25.59,544715,310112,1,2014-03-01,0
2016,BM2016-01797,REFERENDUM,HEALTH,HEALTH_MEASURE_9SM2,127101,156623,QUALIFIED,5713817,59666081,6,8,1185,61.22,27.72,365265,504793,0,2017-06-04,1
2024,BM2024-01798,STATE_POLICY,EDU,EDU_MEASURE_FJP2,94295,95474,QUALIFIED,49595914,47242287,8,7,800,66.83,26.41,331018,282480,1,2024-03-10,0
2019,BM2019-01799,STATE_POLICY,EDU,EDU_MEASURE_NKDW,106909,132570,QUALIFIED,14817362,28422792,14,6,1769,43.3,48.04,608312,559265,1,2021-08-17,0
2019,BM2019-01800,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_3LSP,103283,77975,FAILED,19341154,20485828,4,3,1274,63.32,22.65,45437,31332,1,2021-07-08,0
2022,BM2022-01801,REFERENDUM,INFRA,INFRA_MEASURE_8UI9,229234,168295,PENDING,63131300,85883861,5,5,1463,30.94,64.35,456919,729114,0,2023-02-23,0
2019,BM2019-01802,INITIATIVE,INFRA,INFRA_MEASURE_Z4UI,223621,249675,QUALIFIED,5819836,18090217,8,2,665,40.51,39.39,406514,449491,0,2021-09-15,0
2019,BM2019-01803,INITIATIVE,ENV,ENV_MEASURE_KPLR,23132,24763,QUALIFIED,1778339,55683011,2,3,607,33.53,53.37,844421,248614,1,2019-06-28,1
2014,BM2014-01804,INITIATIVE,HEALTH,HEALTH_MEASURE_GBI2,196781,166318,FAILED,33930723,47477514,4,7,706,53.71,27.24,236528,115897,1,2016-10-31,0
2024,BM2024-01805,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_WQ1F,135114,165317,QUALIFIED,65836011,17322241,6,7,483,32.96,55.35,538793,400803,1,2026-02-17,0
2015,BM2015-01806,INITIATIVE,ENV,ENV_MEASURE_J9U6,53489,40012,FAILED,53886054,71472689,8,7,1123,42.23,35.29,250942,325659,0,2015-10-06,0
2017,BM2017-01807,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_MCYM,245823,204418,FAILED,6666885,50436555,6,4,155,49.12,25.82,257013,233699,1,2017-07-02,0
2015,BM2015-01808,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_ZVL3,144746,167371,QUALIFIED,9887392,46720666,7,4,830,43.45,44.27,446562,298947,1,2016-09-14,1
2023,BM2023-01809,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_P1F3,119709,85744,FAILED,67100513,1153401,6,6,674,66.93,31.73,727203,455718,1,2023-05-21,0
2021,BM2021-01810,REFERENDUM,EDU,EDU_MEASURE_J8G5,174501,146602,FAILED,46744424,31068656,8,3,985,32.35,23.21,320315,354213,0,2021-10-08,0
2023,BM2023-01811,STATE_POLICY,INFRA,INFRA_MEASURE_TLRA,39210,38938,FAILED,16406564,53433710,10,8,1770,58.81,24.27,376071,331447,1,2023-06-30,0
2017,BM2017-01812,REFERENDUM,ENV,ENV_MEASURE_V1VM,13314,15728,QUALIFIED,56889673,729804,9,4,602,49.26,37.97,434256,637069,0,2019-10-13,1
2015,BM2015-01813,REFERENDUM,EDU,EDU_MEASURE_6KQB,52544,60203,QUALIFIED,12341582,46478648,5,6,120,52.66,33.98,358816,376630,0,2015-02-03,0
2014,BM2014-01814,INITIATIVE,INFRA,INFRA_MEASURE_R186,29596,33498,QUALIFIED,46538184,82259545,14,9,1195,39.17,21.89,191255,182024,1,2014-09-12,0
2019,BM2019-01815,INITIATIVE,ENV,ENV_MEASURE_ZCYX,234090,222428,PENDING,4605275,65312856,6,7,920,42.26,43.82,597598,595038,1,2021-10-26,0
2018,BM2018-01816,STATE_POLICY,INFRA,INFRA_MEASURE_6BWI,103093,126502,QUALIFIED,30824796,48156643,10,5,656,49.97,44.91,57686,37273,1,2020-06-22,0
2023,BM2023-01817,STATE_POLICY,EDU,EDU_MEASURE_YDDX,65287,75806,PENDING,66097966,19725623,12,11,694,38.92,50.76,512544,348155,1,2023-03-16,0
2016,BM2016-01818,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_RW20,168335,174655,QUALIFIED,66010495,13144182,7,3,892,53.69,22.22,486155,409584,1,2016-02-28,0
2025,BM2025-01819,STATE_POLICY,HEALTH,HEALTH_MEASURE_MLGM,156931,187096,QUALIFIED,65000259,10390530,5,5,406,56.67,38.62,413002,598031,0,2025-05-16,0
2026,BM2026-01820,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_S755,102418,126826,QUALIFIED,12786207,51207743,10,8,167,61.1,26.23,101292,119004,0,2026-10-29,0
2016,BM2016-01821,STATE_POLICY,INFRA,INFRA_MEASURE_YS78,227202,215181,FAILED,13425160,22289744,10,6,1199,67.17,23.29,429309,407879,1,2016-01-08,0
2017,BM2017-01822,REFERENDUM,INFRA,INFRA_MEASURE_6O7C,239643,280014,QUALIFIED,64928183,47501630,5,6,891,63.2,25.02,359055,342409,1,2017-11-04,0
2015,BM2015-01823,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_QYNO,57668,44465,FAILED,26347665,14884309,6,8,191,46.75,39.89,125590,83503,1,2016-08-26,0
2017,BM2017-01824,STATE_POLICY,EDU,EDU_MEASURE_4O96,196634,236117,QUALIFIED,74555181,20554361,11,10,886,40.55,45.12,380878,196982,1,2018-09-11,0
2014,BM2014-01825,REFERENDUM,ENV,ENV_MEASURE_I7IJ,161067,192371,QUALIFIED,44377378,38961752,11,3,901,34.9,62.92,198414,203396,0,2016-07-23,0
2016,BM2016-01826,REFERENDUM,HEALTH,HEALTH_MEASURE_UNEO,43830,52079,QUALIFIED,62928512,44612882,8,2,137,37.63,44.43,206056,153094,1,2017-11-07,0
2025,BM2025-01827,REFERENDUM,TAX,TAX_MEASURE_HM9G,157673,118219,FAILED,57919285,38161803,5,3,351,34.4,30.97,472067,466546,1,2025-02-17,0
2017,BM2017-01828,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_7SNV,138059,149455,QUALIFIED,59749985,87096329,7,7,1129,40.85,43.07,35211,59313,0,2017-09-04,0
2023,BM2023-01829,REFERENDUM,ENV,ENV_MEASURE_E8XP,6107,4915,FAILED,29969478,84355885,12,3,719,68.99,23.26,56952,42843,1,2025-06-07,0
2015,BM2015-01830,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_6U15,155015,136794,FAILED,881365,50481631,13,5,199,66.47,23.44,151950,225573,0,2017-08-27,0
2018,BM2018-01831,STATE_POLICY,ENV,ENV_MEASURE_KR1S,249612,300966,PENDING,49435410,12993567,10,12,731,36.7,20.13,440125,215630,1,2019-10-17,0
2023,BM2023-01832,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_HU7C,60276,47081,FAILED,3568667,43559525,8,8,528,45.56,38.83,207311,190783,1,2023-06-14,0
2024,BM2024-01833,INITIATIVE,INFRA,INFRA_MEASURE_WJHU,211894,225373,QUALIFIED,39713493,50355904,10,5,260,57.95,40.21,208345,143290,1,2025-09-06,0
2018,BM2018-01834,INITIATIVE,TAX,TAX_MEASURE_130P,242279,253014,QUALIFIED,56390117,70957089,5,9,514,33.41,27.91,208213,99915,1,2020-11-26,0
2015,BM2015-01835,INITIATIVE,TAX,TAX_MEASURE_AERO,231496,281220,QUALIFIED,26079918,64793449,6,4,1273,38.98,30.7,161453,93434,1,2016-08-05,0
2024,BM2024-01836,REFERENDUM,EDU,EDU_MEASURE_RHDV,97434,68574,FAILED,72679476,36801842,2,4,236,35.58,27.89,463595,520217,0,2025-08-07,0
2022,BM2022-01837,STATE_POLICY,TAX,TAX_MEASURE_QYAS,82323,91398,PENDING,49490051,62005479,4,5,1600,40.34,47.18,481618,276832,1,2023-07-13,0
2017,BM2017-01838,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_3A2G,108983,89664,FAILED,33019684,25082749,6,2,695,45.22,42.22,467058,688533,0,2018-08-11,0
2023,BM2023-01839,REFERENDUM,INFRA,INFRA_MEASURE_GPH0,72444,73830,PENDING,36154756,56689355,11,3,1151,44.71,33.98,264028,339963,0,2025-05-18,0
2014,BM2014-01840,STATE_POLICY,INFRA,INFRA_MEASURE_NWK1,144441,139854,PENDING,36097866,29949484,5,6,460,63.75,35.65,348607,188379,1,2014-01-04,0
2017,BM2017-01841,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_AKA9,248835,176358,FAILED,11967435,14106056,6,7,412,61.76,27.65,381496,325253,1,2017-06-26,0
2015,BM2015-01842,REFERENDUM,TAX,TAX_MEASURE_4FHH,142285,116301,FAILED,19804932,15409486,6,7,1207,51.17,41.47,148230,97882,1,2017-09-23,1
2024,BM2024-01843,INITIATIVE,HEALTH,HEALTH_MEASURE_1GQ5,94435,72266,FAILED,62505139,50207203,7,5,1409,33.61,29.75,51951,50675,1,2025-07-21,0
2015,BM2015-01844,STATE_POLICY,TAX,TAX_MEASURE_0LYI,42928,49022,QUALIFIED,5045892,30149761,3,7,1320,57.42,40.37,86666,82147,1,2016-02-04,0
2016,BM2016-01845,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_CUYF,225192,269448,QUALIFIED,45190697,18569360,16,4,1748,44.17,21.64,25849,27848,0,2017-06-15,0
2014,BM2014-01846,INITIATIVE,ENV,ENV_MEASURE_A44Y,101717,94384,FAILED,9199275,19803250,6,7,498,49.97,41.66,341117,314010,1,2014-05-04,0
2026,BM2026-01847,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_XOEC,96716,69199,FAILED,58411436,78339769,3,5,192,39.95,56.56,473982,678495,0,2026-08-31,0
2016,BM2016-01848,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_785Z,237256,244924,QUALIFIED,66716103,5259502,4,5,982,36.0,45.55,244879,437155,0,2018-09-25,0
2025,BM2025-01849,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_7SCR,246977,274789,QUALIFIED,45431882,56227306,14,13,1422,34.48,26.65,70136,79787,0,2025-03-05,0
2025,BM2025-01850,REFERENDUM,TAX,TAX_MEASURE_WPOO,39593,41831,QUALIFIED,72651645,18842823,8,5,599,60.66,32.24,441742,348797,1,2026-12-18,1
2017,BM2017-01851,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_GCIO,175102,164973,FAILED,55686616,82184135,9,1,1296,52.24,34.66,744194,399094,1,2017-10-27,0
2026,BM2026-01852,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_SMG9,125511,136569,PENDING,18346501,67184586,5,5,829,65.5,29.03,394118,694805,0,2026-03-13,0
2014,BM2014-01853,STATE_POLICY,ENV,ENV_MEASURE_BGXK,235032,232614,FAILED,67799783,18935497,11,6,385,65.21,23.01,462850,477870,0,2016-03-16,0
2022,BM2022-01854,REFERENDUM,TAX,TAX_MEASURE_RHWH,106260,79448,FAILED,45589025,62406888,6,4,1217,66.77,21.77,462430,597279,0,2022-02-11,0
2020,BM2020-01855,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_HZ0E,238135,195254,FAILED,20314214,323070,12,9,236,65.45,23.7,572163,535904,1,2020-01-22,0
2026,BM2026-01856,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_LQDW,225349,190849,FAILED,51329603,64225686,6,9,1725,68.46,29.84,178121,135118,1,2026-10-23,0
2017,BM2017-01857,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_INST,160071,153688,FAILED,63950428,58597056,6,8,1555,66.71,25.68,570906,622915,0,2019-02-09,0
2019,BM2019-01858,STATE_POLICY,EDU,EDU_MEASURE_E4OF,244957,265277,QUALIFIED,49137548,19082920,9,6,658,68.91,25.7,196810,154318,1,2020-01-14,1
2014,BM2014-01859,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_VSF0,163943,132326,PENDING,4803184,9237871,11,8,1087,43.62,33.84,354836,610562,0,2015-07-02,0
2021,BM2021-01860,INITIATIVE,ENV,ENV_MEASURE_SGAZ,9817,10606,QUALIFIED,44458010,1662477,5,6,1662,48.3,20.88,33626,34219,0,2023-11-15,0
2014,BM2014-01861,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_JQRJ,189290,177438,FAILED,59121673,2902162,11,8,1064,56.72,37.52,334366,830207,0,2016-04-11,1
2026,BM2026-01862,REFERENDUM,TAX,TAX_MEASURE_OD4P,159588,184126,QUALIFIED,38200980,49542105,7,4,1063,66.47,21.05,441692,197992,1,2026-05-10,0
2020,BM2020-01863,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_S98Z,54747,61547,QUALIFIED,8368593,85636308,7,5,1362,47.11,36.76,338790,248511,1,2021-04-05,0
2025,BM2025-01864,STATE_POLICY,EDU,EDU_MEASURE_4XXZ,121911,122197,QUALIFIED,41654496,24382105,15,12,247,64.03,25.37,107280,83498,1,2025-10-02,1
2025,BM2025-01865,REFERENDUM,TAX,TAX_MEASURE_UUJ2,109682,120532,PENDING,1459390,84872522,5,6,518,50.37,24.82,480344,681146,0,2026-07-11,0
2021,BM2021-01866,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_430L,40564,46529,QUALIFIED,48096277,67573875,7,12,188,60.47,36.13,401434,323842,1,2022-10-25,0
2018,BM2018-01867,STATE_POLICY,INFRA,INFRA_MEASURE_5C57,189237,143438,FAILED,39678289,45911423,3,7,1773,63.53,22.95,404896,449110,0,2019-04-24,0
2017,BM2017-01868,STATE_POLICY,HEALTH,HEALTH_MEASURE_WA05,167949,196493,QUALIFIED,36021218,36034204,7,6,1202,40.8,27.28,93699,116955,0,2017-10-24,0
2023,BM2023-01869,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_64ZV,245363,259083,QUALIFIED,1693747,68996920,8,5,324,49.77,36.84,643678,462879,1,2025-12-01,0
2015,BM2015-01870,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_PG8U,65683,64994,PENDING,40487244,48287424,6,5,1424,48.71,43.84,419955,366481,1,2017-10-22,0
2017,BM2017-01871,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_1NAE,101111,116016,QUALIFIED,60806502,55256310,6,7,1487,48.93,43.65,398828,348419,1,2019-11-15,1
2014,BM2014-01872,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_FQOD,83399,83301,FAILED,21233940,63087729,6,4,1203,52.53,29.8,214899,203933,1,2014-12-07,0
2023,BM2023-01873,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_IBTT,119360,129340,QUALIFIED,27012604,46810265,8,4,991,39.59,58.58,501146,566355,0,2024-02-29,0
2018,BM2018-01874,STATE_POLICY,TAX,TAX_MEASURE_AF66,151895,162378,QUALIFIED,25337753,29547553,8,4,100,34.29,41.24,64603,55202,1,2020-06-09,0
2016,BM2016-01875,INITIATIVE,ENV,ENV_MEASURE_7DCA,40945,32086,FAILED,46722672,62320327,7,11,1320,35.46,48.17,111049,165015,0,2018-05-21,0
2023,BM2023-01876,STATE_POLICY,INFRA,INFRA_MEASURE_4PHF,120911,149091,QUALIFIED,18120026,31166851,5,10,946,54.66,43.88,346581,679912,0,2023-04-24,0
2024,BM2024-01877,REFERENDUM,TAX,TAX_MEASURE_XI1S,60604,55051,PENDING,60915662,42495419,7,4,1066,43.92,54.87,54473,46304,1,2026-10-30,0
2023,BM2023-01878,STATE_POLICY,HEALTH,HEALTH_MEASURE_PAXU,139523,166259,QUALIFIED,37158309,13649040,16,5,543,45.88,37.99,813293,330812,1,2024-04-19,1
2017,BM2017-01879,REFERENDUM,HEALTH,HEALTH_MEASURE_O4RK,166809,159901,FAILED,17265239,25971228,7,2,1780,38.06,59.76,463747,467143,0,2017-03-20,0
2014,BM2014-01880,INITIATIVE,ENV,ENV_MEASURE_ORLO,37940,27793,FAILED,73759800,16483690,6,5,809,54.8,30.35,368968,400776,0,2016-06-10,0
2016,BM2016-01881,STATE_POLICY,TAX,TAX_MEASURE_VCJV,141907,105948,FAILED,22497297,18910807,6,2,664,34.9,30.82,508931,391912,1,2016-05-09,0
2023,BM2023-01882,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_96XR,248603,255907,QUALIFIED,68751244,46916365,7,2,185,66.81,20.51,418583,386597,1,2025-04-20,0
2025,BM2025-01883,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_X1SS,27382,28986,PENDING,19050360,69673598,2,3,1223,48.24,25.79,328970,369391,0,2026-12-28,0
2018,BM2018-01884,REFERENDUM,EDU,EDU_MEASURE_4L9E,223229,272556,QUALIFIED,31136255,15544495,13,2,591,59.15,36.0,173279,253429,0,2019-01-07,0
2019,BM2019-01885,INITIATIVE,INFRA,INFRA_MEASURE_4PL9,100328,102379,QUALIFIED,49841939,6558598,8,5,1763,53.16,21.16,144986,117581,1,2019-04-14,0
2023,BM2023-01886,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_BLBA,40816,35356,FAILED,36496304,73829501,3,5,557,43.3,35.36,105957,62228,1,2023-05-29,0
2019,BM2019-01887,REFERENDUM,HEALTH,HEALTH_MEASURE_N3VQ,31859,38689,QUALIFIED,5617065,5087336,8,7,804,46.27,51.21,473353,409718,1,2019-08-08,0
2016,BM2016-01888,REFERENDUM,EDU,EDU_MEASURE_A6Y8,31834,35008,QUALIFIED,10773213,22734335,6,7,1504,32.5,27.04,446084,312304,1,2016-05-05,0
2023,BM2023-01889,REFERENDUM,INFRA,INFRA_MEASURE_HSLO,193455,183244,FAILED,43352695,73172478,9,5,1543,47.25,28.4,554883,516112,1,2025-11-24,0
2016,BM2016-01890,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_LRIO,112068,118428,PENDING,45672663,59693142,8,3,750,30.04,55.98,584172,298105,1,2017-11-11,1
2026,BM2026-01891,INITIATIVE,ENV,ENV_MEASURE_WBVD,57439,58499,QUALIFIED,14014032,87054140,7,7,1560,45.05,38.61,652847,248245,1,2026-03-14,0
2024,BM2024-01892,REFERENDUM,ENV,ENV_MEASURE_T8NC,106390,98230,FAILED,35492344,13750012,8,10,1338,46.2,52.45,77229,51618,1,2024-09-26,1
2022,BM2022-01893,INITIATIVE,TAX,TAX_MEASURE_D8ME,45832,53403,QUALIFIED,31659171,66362328,6,7,7,42.13,31.73,256703,109371,1,2022-11-05,0
2017,BM2017-01894,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_2GWD,77665,57706,PENDING,57528312,77616788,10,5,1256,34.9,24.97,449217,496093,0,2018-08-27,0
2025,BM2025-01895,REFERENDUM,TAX,TAX_MEASURE_1V4A,61626,64584,PENDING,49655562,88532670,7,11,1350,42.21,52.04,131721,72165,1,2025-11-10,0
2026,BM2026-01896,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_XK3L,73422,68712,FAILED,71578905,28712592,6,7,1075,49.35,38.31,530877,470593,1,2026-11-26,0
2020,BM2020-01897,STATE_POLICY,ENV,ENV_MEASURE_W3BY,161739,132733,FAILED,23654791,1935590,6,9,195,38.9,33.19,228198,444002,0,2020-02-26,0
2021,BM2021-01898,INITIATIVE,TAX,TAX_MEASURE_UZY9,25363,18228,FAILED,66518902,86252098,11,5,270,36.2,51.8,509552,678068,0,2021-04-21,0
2016,BM2016-01899,STATE_POLICY,INFRA,INFRA_MEASURE_BW34,218118,197135,FAILED,23635807,18336864,6,4,567,36.55,32.37,473892,269506,1,2017-03-28,0
2014,BM2014-01900,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_623A,213837,236120,PENDING,67200064,35936770,3,6,1263,46.36,30.05,308430,170669,1,2014-08-24,0
2015,BM2015-01901,INITIATIVE,ENV,ENV_MEASURE_W9TT,13440,11081,FAILED,30569376,3389908,5,10,1742,35.28,53.09,58674,110705,0,2016-02-06,0
2024,BM2024-01902,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_YXAD,30766,25012,PENDING,62338177,89480408,13,4,227,66.68,28.77,111643,121392,0,2026-11-10,1
2015,BM2015-01903,INITIATIVE,INFRA,INFRA_MEASURE_IYUH,63532,71499,QUALIFIED,33875990,481355,5,6,1343,63.14,36.56,112178,66024,1,2017-10-08,0
2015,BM2015-01904,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_ANNS,64708,71033,QUALIFIED,21212333,31660636,5,10,1580,64.73,28.17,89168,85272,1,2017-04-23,0
2015,BM2015-01905,REFERENDUM,INFRA,INFRA_MEASURE_E7UT,227990,238890,QUALIFIED,10857523,61395881,3,12,1378,62.12,21.7,144783,283066,0,2015-09-25,0
2018,BM2018-01906,REFERENDUM,TAX,TAX_MEASURE_I5CQ,170998,209368,QUALIFIED,56699535,84100579,10,4,1646,39.46,23.45,139810,142489,0,2020-04-21,0
2026,BM2026-01907,STATE_POLICY,EDU,EDU_MEASURE_M3OQ,70750,78763,QUALIFIED,39509048,10415918,3,2,1745,56.35,39.51,494376,294158,1,2026-08-19,0
2016,BM2016-01908,REFERENDUM,ENV,ENV_MEASURE_EZ5X,54666,41437,FAILED,44395980,44630856,5,6,754,61.48,27.07,288754,204838,1,2017-03-03,0
2014,BM2014-01909,INITIATIVE,EDU,EDU_MEASURE_5CF8,33426,27149,PENDING,12349076,58146671,7,6,481,37.11,36.65,49627,37642,1,2014-10-21,0
2018,BM2018-01910,STATE_POLICY,HEALTH,HEALTH_MEASURE_2JMW,129865,135347,QUALIFIED,62842038,26722603,8,4,417,44.3,34.19,314080,416873,0,2019-06-07,0
2024,BM2024-01911,INITIATIVE,TAX,TAX_MEASURE_YAPN,80087,90639,PENDING,13173835,23599841,4,2,1524,38.6,44.84,376452,543169,0,2026-04-15,0
2026,BM2026-01912,STATE_POLICY,ENV,ENV_MEASURE_RVXJ,123071,150571,PENDING,72776599,34832105,8,5,1656,67.5,32.29,453061,721705,0,2026-01-09,0
2026,BM2026-01913,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_7NM5,227525,164446,FAILED,67424776,31153680,9,6,1596,61.83,28.47,183229,95985,1,2026-07-08,1
2022,BM2022-01914,REFERENDUM,TAX,TAX_MEASURE_7K4R,84622,103284,QUALIFIED,5180895,82267182,8,11,1348,40.21,51.86,284211,282022,1,2022-05-31,0
2025,BM2025-01915,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_NYLI,169145,198170,QUALIFIED,15702250,89589515,9,4,1548,51.11,21.52,204037,230402,0,2025-08-19,0
2022,BM2022-01916,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_MZ9K,96592,111130,PENDING,9443839,81847844,6,3,1647,59.0,33.84,452732,360867,1,2022-03-03,0
2016,BM2016-01917,INITIATIVE,HEALTH,HEALTH_MEASURE_FP4V,123035,122326,FAILED,5465069,31905161,9,6,1343,30.2,61.47,336908,150993,1,2018-11-18,0
2016,BM2016-01918,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_ES81,30250,33692,QUALIFIED,60476526,12627086,13,3,878,34.8,61.53,391811,238587,1,2018-09-15,0
2025,BM2025-01919,REFERENDUM,EDU,EDU_MEASURE_LP62,36054,28096,FAILED,19019061,59685359,5,3,639,58.66,27.18,77662,41910,1,2026-12-20,0
2022,BM2022-01920,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_LP0R,142497,101225,FAILED,39503680,48361552,8,8,660,43.43,35.77,291517,149759,1,2023-09-21,0
2021,BM2021-01921,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_NX14,144047,154112,QUALIFIED,52050611,39061929,7,8,1607,50.04,44.2,222979,229136,0,2021-07-15,0
2016,BM2016-01922,REFERENDUM,ENV,ENV_MEASURE_TSHC,156372,178463,QUALIFIED,73326499,86088212,6,5,896,41.54,42.92,661640,533137,1,2017-11-29,0
