edu_he_reference_year,edu_he_country_iso2,edu_he_institution_id,edu_he_institution_type_code,edu_he_students_total,edu_he_international_students_share_pct,edu_he_graduation_rate_pct,edu_he_staff_fte_total,edu_he_research_expenditure_eur,edu_he_publications_count,edu_he_citations_normalised_index,edu_he_horizon_participation_count,edu_he_patents_count,edu_he_spinouts_count,edu_he_open_access_share_pct,edu_he_microcredential_offers_count,edu_he_european_universities_alliance_flag,edu_he_data_source,edu_he_revision_round,edu_he_data_extract_date
2025,PL,HEI_PL_3313,TECHNICAL_UNIVERSITY,54062,24.4,82.82,5271,4382724269.15,15788,0.804,264,240,52,81.45,389,1,INSTITUTIONAL_REPORT,FIRST,2025-10-29
2006,ES,HEI_ES_3320,PUBLIC_UNIVERSITY,80257,7.4,64.22,9815,2366896097.67,8014,1.919,2,25,47,49.98,77,0,EUROSTAT_EDU,FLASH,2025-06-28
2007,HR,HEI_HR_3327,PRIVATE_UNIVERSITY,40056,13.11,57.27,3576,2591312538.78,1875,0.614,80,84,8,42.21,16,0,SCIMAGO_EXPORT,BENCHMARK,2025-03-24
2008,FI,HEI_FI_3334,UNIVERSITY_OF_APPLIED_SCIENCES,63251,11.94,71.34,3572,1644209097.15,16007,2.061,225,156,69,34.3,176,0,NATIONAL_HE_REGISTRY,SECOND,2024-07-22
2009,IE,HEI_IE_3341,RESEARCH_INSTITUTE,63408,32.18,64.61,6866,2941455682.94,21548,0.958,64,349,108,58.06,199,0,INSTITUTIONAL_REPORT,FIRST,2025-12-27
2010,MT,HEI_MT_3348,TECHNICAL_UNIVERSITY,33471,20.31,79.36,3345,5111678624.76,14273,1.951,115,115,83,18.25,139,0,EUROSTAT_EDU,FLASH,2026-01-10
2011,SK,HEI_SK_3355,PUBLIC_UNIVERSITY,56313,5.88,67.1,6701,975306743.64,13887,1.01,291,63,101,50.9,137,0,SCIMAGO_EXPORT,BENCHMARK,2026-01-12
2012,BE,HEI_BE_3362,PRIVATE_UNIVERSITY,35625,24.06,47.38,1537,2490595377.81,19337,1.388,96,1,18,35.45,71,0,NATIONAL_HE_REGISTRY,SECOND,2026-01-22
2013,DK,HEI_DK_3369,UNIVERSITY_OF_APPLIED_SCIENCES,45014,38.35,47.39,2438,1581100919.57,1087,1.1,218,16,8,29.69,166,0,INSTITUTIONAL_REPORT,FIRST,2025-09-14
2014,GR,HEI_GR_3376,RESEARCH_INSTITUTE,14287,15.69,52.88,1164,2108815567.69,25872,0.897,47,111,93,28.57,93,0,EUROSTAT_EDU,FLASH,2025-10-24
2015,LT,HEI_LT_3383,TECHNICAL_UNIVERSITY,20334,18.96,61.51,2536,163976736.85,11506,1.526,199,108,94,35.99,24,0,SCIMAGO_EXPORT,BENCHMARK,2024-03-06
2016,PT,HEI_PT_3390,PUBLIC_UNIVERSITY,91734,15.7,59.6,10168,1556598117.03,10414,1.292,203,143,72,59.85,59,0,NATIONAL_HE_REGISTRY,SECOND,2025-10-01
2017,SE,HEI_SE_3397,PRIVATE_UNIVERSITY,51071,40.01,68.4,4568,618617665.74,3949,0.785,255,62,94,58.98,50,0,INSTITUTIONAL_REPORT,FIRST,2025-10-17
2018,CY,HEI_CY_3404,UNIVERSITY_OF_APPLIED_SCIENCES,44289,6.66,67.24,2039,1022729723.95,12609,1.48,100,3,11,51.12,136,0,EUROSTAT_EDU,FLASH,2025-02-01
2019,FR,HEI_FR_3411,RESEARCH_INSTITUTE,36956,14.62,61.42,5813,2883078588.92,18662,1.504,282,332,7,66.21,179,0,SCIMAGO_EXPORT,BENCHMARK,2024-07-16
2020,IT,HEI_IT_3418,TECHNICAL_UNIVERSITY,14706,4.38,80.03,1776,3706520821.06,20211,0.708,588,221,25,84.58,181,0,NATIONAL_HE_REGISTRY,SECOND,2025-03-20
2021,NL,HEI_NL_3425,PUBLIC_UNIVERSITY,91254,29.43,72.73,8333,2292337568.94,6682,0.931,539,115,104,26.68,301,1,INSTITUTIONAL_REPORT,FIRST,2024-03-02
2022,SI,HEI_SI_3432,PRIVATE_UNIVERSITY,8971,17.12,54.11,590,1478599014.21,4739,1.266,49,172,37,41.06,121,0,EUROSTAT_EDU,FLASH,2024-08-11
2023,BG,HEI_BG_3439,UNIVERSITY_OF_APPLIED_SCIENCES,12199,16.14,63.51,930,2240310711.04,20349,1.61,20,112,55,28.45,184,0,SCIMAGO_EXPORT,BENCHMARK,2025-01-15
2024,EE,HEI_EE_3446,RESEARCH_INSTITUTE,40062,27.21,50.19,3971,2637218196.86,15387,1.193,492,283,53,72.27,294,1,NATIONAL_HE_REGISTRY,SECOND,2025-09-24
2025,HU,HEI_HU_3453,TECHNICAL_UNIVERSITY,53287,15.32,51.0,2140,3966996211.43,22139,1.057,547,217,82,80.14,342,1,INSTITUTIONAL_REPORT,FIRST,2024-08-10
2006,LU,HEI_LU_3460,PUBLIC_UNIVERSITY,10537,20.7,79.77,949,574119139.92,8528,2.068,180,129,19,20.89,74,0,EUROSTAT_EDU,FLASH,2026-01-05
2007,RO,HEI_RO_3467,PRIVATE_UNIVERSITY,34795,6.82,63.72,3640,1010301487.36,20630,1.547,124,170,67,26.02,137,0,SCIMAGO_EXPORT,BENCHMARK,2024-05-20
2008,AT,HEI_AT_3474,UNIVERSITY_OF_APPLIED_SCIENCES,23904,12.92,77.71,1160,688614328.27,16847,1.607,186,144,116,55.71,169,0,NATIONAL_HE_REGISTRY,SECOND,2024-01-09
2009,CZ,HEI_CZ_3481,RESEARCH_INSTITUTE,18199,18.6,57.01,1575,877847772.72,2348,1.214,221,238,67,20.85,112,0,INSTITUTIONAL_REPORT,FIRST,2024-08-04
2010,DE,HEI_DE_3488,TECHNICAL_UNIVERSITY,43669,26.49,61.77,2224,2182398219.72,29979,1.77,135,211,84,30.89,70,0,EUROSTAT_EDU,FLASH,2024-07-27
2011,LV,HEI_LV_3495,PUBLIC_UNIVERSITY,94784,26.57,48.7,8651,2072636460.45,12873,1.59,55,57,74,46.31,184,0,SCIMAGO_EXPORT,BENCHMARK,2025-05-08
2012,PL,HEI_PL_3502,PRIVATE_UNIVERSITY,22850,24.18,48.48,1027,1801949363.34,10968,1.569,38,37,109,48.83,70,0,NATIONAL_HE_REGISTRY,SECOND,2025-12-31
2013,ES,HEI_ES_3509,UNIVERSITY_OF_APPLIED_SCIENCES,22886,23.77,70.92,721,2089127610.91,16282,1.155,132,52,49,55.81,83,0,INSTITUTIONAL_REPORT,FIRST,2026-02-21
2014,HR,HEI_HR_3516,RESEARCH_INSTITUTE,30864,7.98,63.66,2028,5497779679.91,6805,1.074,96,138,17,22.99,174,0,EUROSTAT_EDU,FLASH,2024-11-04
2015,FI,HEI_FI_3523,TECHNICAL_UNIVERSITY,5526,2.27,66.72,363,3520644552.64,32019,1.028,486,38,58,44.03,197,0,SCIMAGO_EXPORT,BENCHMARK,2025-02-20
2016,IE,HEI_IE_3530,PUBLIC_UNIVERSITY,40648,40.06,47.39,1512,1634579741.59,2475,0.876,564,61,93,47.57,202,0,NATIONAL_HE_REGISTRY,SECOND,2024-01-14
2017,MT,HEI_MT_3537,PRIVATE_UNIVERSITY,61858,25.44,61.36,7167,983654206.8,9582,1.069,206,11,63,30.57,197,0,INSTITUTIONAL_REPORT,FIRST,2024-05-16
2018,SK,HEI_SK_3544,UNIVERSITY_OF_APPLIED_SCIENCES,22983,29.95,72.13,2391,1455276372.62,11312,2.004,343,111,14,35.55,168,0,EUROSTAT_EDU,FLASH,2025-12-09
2019,BE,HEI_BE_3551,RESEARCH_INSTITUTE,9136,30.74,63.64,492,5896001092.33,28059,1.013,474,334,112,41.07,1,0,SCIMAGO_EXPORT,BENCHMARK,2025-11-06
2020,DK,HEI_DK_3558,TECHNICAL_UNIVERSITY,6214,27.68,62.43,780,1742417470.41,31798,1.253,317,234,23,38.86,121,0,NATIONAL_HE_REGISTRY,SECOND,2025-03-09
2021,GR,HEI_GR_3565,PUBLIC_UNIVERSITY,14935,7.93,69.03,1246,2245203417.82,16996,1.321,52,74,106,20.39,319,0,INSTITUTIONAL_REPORT,FIRST,2025-01-03
2022,LT,HEI_LT_3572,PRIVATE_UNIVERSITY,61561,18.02,77.75,4718,3327154468.08,19799,1.78,235,106,10,41.52,502,0,EUROSTAT_EDU,FLASH,2024-08-30
2023,PT,HEI_PT_3579,UNIVERSITY_OF_APPLIED_SCIENCES,22463,7.82,69.27,1302,2880864768.4,20748,1.876,24,82,46,65.41,258,0,SCIMAGO_EXPORT,BENCHMARK,2024-10-01
2024,SE,HEI_SE_3586,RESEARCH_INSTITUTE,14884,27.62,49.61,1092,6706187611.42,34828,1.791,405,108,5,56.05,119,0,NATIONAL_HE_REGISTRY,SECOND,2025-01-06
2025,CY,HEI_CY_3593,TECHNICAL_UNIVERSITY,85864,4.2,83.36,7346,4482611756.4,18704,0.935,18,36,26,69.85,327,0,INSTITUTIONAL_REPORT,FIRST,2024-06-07
2006,FR,HEI_FR_3600,PUBLIC_UNIVERSITY,35156,32.98,70.31,3094,598421427.08,7585,1.004,115,111,31,45.2,149,0,EUROSTAT_EDU,FLASH,2025-08-01
2007,IT,HEI_IT_3607,PRIVATE_UNIVERSITY,62070,14.46,56.03,5426,1187269827.38,20708,1.118,130,133,113,19.66,202,0,SCIMAGO_EXPORT,BENCHMARK,2024-01-09
2008,NL,HEI_NL_3614,UNIVERSITY_OF_APPLIED_SCIENCES,55980,3.3,44.68,3863,1410648828.44,2117,1.123,146,132,86,32.85,196,0,NATIONAL_HE_REGISTRY,SECOND,2026-01-05
2009,SI,HEI_SI_3621,RESEARCH_INSTITUTE,5346,15.86,70.62,629,2670825420.82,23077,1.843,292,290,4,45.43,149,0,INSTITUTIONAL_REPORT,FIRST,2024-06-15
2010,BG,HEI_BG_3628,TECHNICAL_UNIVERSITY,37728,21.34,55.22,4173,2046814881.21,13329,1.257,237,286,108,41.09,27,0,EUROSTAT_EDU,FLASH,2025-10-13
2011,EE,HEI_EE_3635,PUBLIC_UNIVERSITY,55366,9.19,72.21,1534,594653853.98,20828,0.976,95,93,3,19.55,18,0,SCIMAGO_EXPORT,BENCHMARK,2024-12-21
2012,HU,HEI_HU_3642,PRIVATE_UNIVERSITY,15720,21.12,48.58,1210,1594180586.49,20671,1.967,41,38,30,44.55,132,0,NATIONAL_HE_REGISTRY,SECOND,2025-05-14
2013,LU,HEI_LU_3649,UNIVERSITY_OF_APPLIED_SCIENCES,52935,3.19,60.06,4154,2984869113.67,1826,1.067,86,10,61,38.75,173,0,INSTITUTIONAL_REPORT,FIRST,2024-04-26
2014,RO,HEI_RO_3656,RESEARCH_INSTITUTE,48438,19.08,74.87,3342,3749765837.6,11934,0.907,244,5,38,53.03,52,0,EUROSTAT_EDU,FLASH,2025-12-22
2015,AT,HEI_AT_3663,TECHNICAL_UNIVERSITY,62522,9.61,80.19,1687,3595100095.45,17541,0.907,582,43,14,36.61,67,0,SCIMAGO_EXPORT,BENCHMARK,2025-06-28
2016,CZ,HEI_CZ_3670,PUBLIC_UNIVERSITY,17529,20.14,82.53,1390,1532854674.36,7074,1.991,90,171,3,31.98,4,0,NATIONAL_HE_REGISTRY,SECOND,2024-09-24
2017,DE,HEI_DE_3677,PRIVATE_UNIVERSITY,15552,18.0,60.05,1035,89541631.92,17769,1.963,321,8,23,19.34,12,0,INSTITUTIONAL_REPORT,FIRST,2024-08-18
2018,LV,HEI_LV_3684,UNIVERSITY_OF_APPLIED_SCIENCES,22116,1.94,68.97,772,3196521492.2,4033,0.775,387,65,11,79.0,96,0,EUROSTAT_EDU,FLASH,2025-11-12
2019,PL,HEI_PL_3691,RESEARCH_INSTITUTE,37050,24.04,46.19,5551,3913052195.57,30947,0.952,584,292,95,68.72,75,0,SCIMAGO_EXPORT,BENCHMARK,2024-10-05
2020,ES,HEI_ES_3698,TECHNICAL_UNIVERSITY,14449,29.42,73.37,689,2203059135.72,16284,0.71,530,133,9,53.58,11,1,NATIONAL_HE_REGISTRY,SECOND,2024-03-22
2021,HR,HEI_HR_3705,PUBLIC_UNIVERSITY,35216,18.76,73.02,2501,2773104227.99,17017,1.951,107,178,64,25.16,309,0,INSTITUTIONAL_REPORT,FIRST,2025-11-26
2022,FI,HEI_FI_3712,PRIVATE_UNIVERSITY,17865,28.44,50.18,962,2083132410.97,6003,1.273,326,145,26,70.69,160,1,EUROSTAT_EDU,FLASH,2025-12-14
2023,IE,HEI_IE_3719,UNIVERSITY_OF_APPLIED_SCIENCES,26735,27.02,75.19,847,80256954.23,2784,1.165,172,99,105,64.66,89,0,SCIMAGO_EXPORT,BENCHMARK,2025-02-10
2024,MT,HEI_MT_3726,RESEARCH_INSTITUTE,45806,16.66,59.02,6891,846820991.15,12312,0.829,188,126,16,47.79,191,1,NATIONAL_HE_REGISTRY,SECOND,2025-11-09
2025,SK,HEI_SK_3733,TECHNICAL_UNIVERSITY,23410,22.89,56.68,2500,50651217.94,24555,1.046,71,201,89,66.48,177,0,INSTITUTIONAL_REPORT,FIRST,2026-02-24
2006,BE,HEI_BE_3740,PUBLIC_UNIVERSITY,34124,14.99,81.08,2757,2448587413.74,14351,1.634,337,86,24,39.58,16,0,EUROSTAT_EDU,FLASH,2024-12-18
2007,DK,HEI_DK_3747,PRIVATE_UNIVERSITY,37542,23.05,50.02,2945,1187973039.36,11550,1.893,19,157,3,41.52,13,0,SCIMAGO_EXPORT,BENCHMARK,2025-12-24
2008,GR,HEI_GR_3754,UNIVERSITY_OF_APPLIED_SCIENCES,58225,5.64,58.54,4782,2728917522.47,19924,2.005,137,99,101,50.46,145,0,NATIONAL_HE_REGISTRY,SECOND,2024-08-10
2009,LT,HEI_LT_3761,RESEARCH_INSTITUTE,2044,21.25,51.99,249,873468002.58,6297,0.997,166,62,64,36.82,176,0,INSTITUTIONAL_REPORT,FIRST,2025-07-16
2010,PT,HEI_PT_3768,TECHNICAL_UNIVERSITY,55886,5.27,81.47,3104,1959883543.66,24748,1.761,183,57,113,28.85,170,0,EUROSTAT_EDU,FLASH,2026-02-08
2011,SE,HEI_SE_3775,PUBLIC_UNIVERSITY,12750,6.6,55.69,1508,231872258.92,7823,1.013,314,149,87,19.16,113,0,SCIMAGO_EXPORT,BENCHMARK,2026-02-16
2012,CY,HEI_CY_3782,PRIVATE_UNIVERSITY,59039,21.4,70.78,2892,887508723.78,14077,1.414,218,8,4,52.38,123,0,NATIONAL_HE_REGISTRY,SECOND,2026-01-30
2013,FR,HEI_FR_3789,UNIVERSITY_OF_APPLIED_SCIENCES,34812,15.21,43.82,3083,1241414748.5,10984,0.766,241,42,92,24.37,171,0,INSTITUTIONAL_REPORT,FIRST,2024-02-18
2014,IT,HEI_IT_3796,RESEARCH_INSTITUTE,273,15.59,50.78,30,5911076785.08,32991,1.104,368,302,46,24.85,92,0,EUROSTAT_EDU,FLASH,2025-07-13
2015,NL,HEI_NL_3803,TECHNICAL_UNIVERSITY,75419,15.38,59.53,9272,521159899.91,25066,0.737,556,88,9,19.76,61,0,SCIMAGO_EXPORT,BENCHMARK,2025-06-20
2016,SI,HEI_SI_3810,PUBLIC_UNIVERSITY,31704,20.08,83.65,1475,1005121635.09,2014,1.518,307,125,100,38.73,47,0,NATIONAL_HE_REGISTRY,SECOND,2025-12-13
2017,BG,HEI_BG_3817,PRIVATE_UNIVERSITY,28670,14.63,70.95,1662,1985528605.7,17919,1.846,267,32,73,65.49,198,0,INSTITUTIONAL_REPORT,FIRST,2025-03-01
2018,EE,HEI_EE_3824,UNIVERSITY_OF_APPLIED_SCIENCES,41686,14.0,45.18,4879,1992193780.36,16199,0.871,388,105,51,76.52,110,0,EUROSTAT_EDU,FLASH,2024-06-16
2019,HU,HEI_HU_3831,RESEARCH_INSTITUTE,25537,13.22,69.64,2856,3197125200.09,30920,1.498,539,308,38,20.8,10,1,SCIMAGO_EXPORT,BENCHMARK,2025-11-24
2020,LU,HEI_LU_3838,TECHNICAL_UNIVERSITY,64040,23.84,61.58,1770,4265246083.61,4861,1.882,136,11,59,83.04,153,0,NATIONAL_HE_REGISTRY,SECOND,2024-01-25
2021,RO,HEI_RO_3845,PUBLIC_UNIVERSITY,91694,19.55,57.84,9226,3074918336.85,15945,0.713,434,59,28,54.83,268,0,INSTITUTIONAL_REPORT,FIRST,2025-08-09
2022,AT,HEI_AT_3852,PRIVATE_UNIVERSITY,34026,14.75,63.15,1764,3455286433.85,11464,1.213,384,88,113,59.75,51,0,EUROSTAT_EDU,FLASH,2024-06-29
2023,CZ,HEI_CZ_3859,UNIVERSITY_OF_APPLIED_SCIENCES,10705,2.03,52.42,442,1192095483.99,20892,1.103,184,50,52,49.3,236,0,SCIMAGO_EXPORT,BENCHMARK,2024-04-13
2024,DE,HEI_DE_3866,RESEARCH_INSTITUTE,7172,12.78,70.32,790,5509998889.51,10264,1.997,567,342,88,53.68,276,1,NATIONAL_HE_REGISTRY,SECOND,2025-07-12
2025,LV,HEI_LV_3873,TECHNICAL_UNIVERSITY,61892,8.18,53.15,3870,1945329275.55,7077,1.697,315,325,88,28.55,74,0,INSTITUTIONAL_REPORT,FIRST,2026-02-17
2006,PL,HEI_PL_3880,PUBLIC_UNIVERSITY,94068,18.22,78.55,8520,1978767949.25,17003,1.933,50,93,16,21.42,91,0,EUROSTAT_EDU,FLASH,2025-06-17
2007,ES,HEI_ES_3887,PRIVATE_UNIVERSITY,40154,9.4,49.28,4087,243940614.39,10313,1.974,110,94,40,35.19,196,0,SCIMAGO_EXPORT,BENCHMARK,2025-01-23
2008,HR,HEI_HR_3894,UNIVERSITY_OF_APPLIED_SCIENCES,5685,18.78,75.32,650,2049730770.06,13541,1.835,179,42,0,23.25,196,0,NATIONAL_HE_REGISTRY,SECOND,2025-08-31
2009,FI,HEI_FI_3901,RESEARCH_INSTITUTE,2532,29.02,73.5,325,1921672608.96,33330,2.047,272,210,76,19.39,106,0,INSTITUTIONAL_REPORT,FIRST,2024-06-29
2010,IE,HEI_IE_3908,TECHNICAL_UNIVERSITY,49712,38.88,57.57,1455,3324302943.54,10522,1.915,292,108,8,59.75,174,0,EUROSTAT_EDU,FLASH,2026-01-09
2011,MT,HEI_MT_3915,PUBLIC_UNIVERSITY,44032,11.56,62.88,5312,1000633672.22,9896,1.104,344,8,49,19.78,134,0,SCIMAGO_EXPORT,BENCHMARK,2025-12-22
2012,SK,HEI_SK_3922,PRIVATE_UNIVERSITY,41317,21.83,49.66,3638,2087032706.33,1412,1.009,163,8,25,61.24,87,0,NATIONAL_HE_REGISTRY,SECOND,2025-10-22
2013,BE,HEI_BE_3929,UNIVERSITY_OF_APPLIED_SCIENCES,4189,8.63,48.75,363,2992796140.46,19855,1.261,112,166,71,17.27,106,0,INSTITUTIONAL_REPORT,FIRST,2025-11-15
2014,DK,HEI_DK_3936,RESEARCH_INSTITUTE,52641,27.86,68.98,6217,195132466.86,996,0.607,64,330,25,31.68,123,0,EUROSTAT_EDU,FLASH,2025-07-22
2015,GR,HEI_GR_3943,TECHNICAL_UNIVERSITY,95015,22.51,66.28,8826,5331588519.66,357,0.657,198,212,34,35.83,169,0,SCIMAGO_EXPORT,BENCHMARK,2025-02-26
2016,LT,HEI_LT_3950,PUBLIC_UNIVERSITY,88402,29.0,71.47,3632,3117411025.64,13366,1.035,339,123,11,58.65,187,0,NATIONAL_HE_REGISTRY,SECOND,2025-08-30
2017,PT,HEI_PT_3957,PRIVATE_UNIVERSITY,42917,26.81,42.98,2410,2875529450.88,12157,0.86,111,39,96,32.08,35,0,INSTITUTIONAL_REPORT,FIRST,2024-10-15
2018,SE,HEI_SE_3964,UNIVERSITY_OF_APPLIED_SCIENCES,2151,11.27,57.71,124,1891493209.86,3342,1.124,221,120,49,59.02,138,0,EUROSTAT_EDU,FLASH,2024-04-23
2019,CY,HEI_CY_3971,RESEARCH_INSTITUTE,47038,26.33,64.3,5445,2329768914.42,281,1.187,398,215,77,44.88,146,0,SCIMAGO_EXPORT,BENCHMARK,2024-02-16
2020,FR,HEI_FR_3978,TECHNICAL_UNIVERSITY,38848,25.03,68.16,3552,561822072.19,20770,1.848,347,73,67,80.55,123,0,NATIONAL_HE_REGISTRY,SECOND,2025-07-17
2021,IT,HEI_IT_3985,PUBLIC_UNIVERSITY,21167,3.79,69.2,2116,1854955289.65,5898,1.849,594,161,28,40.66,86,1,INSTITUTIONAL_REPORT,FIRST,2025-08-15
2022,NL,HEI_NL_3992,PRIVATE_UNIVERSITY,35809,19.39,57.71,4276,563305399.0,267,1.283,126,14,54,21.29,186,0,EUROSTAT_EDU,FLASH,2024-06-21
2023,SI,HEI_SI_3999,UNIVERSITY_OF_APPLIED_SCIENCES,3805,13.51,62.06,326,2797137797.01,11120,1.016,12,122,50,61.81,363,0,SCIMAGO_EXPORT,BENCHMARK,2025-10-23
2024,BG,HEI_BG_4006,RESEARCH_INSTITUTE,41600,3.12,54.77,4536,997136778.25,32208,2.006,509,161,23,50.42,479,0,NATIONAL_HE_REGISTRY,SECOND,2025-09-24
2025,EE,HEI_EE_4013,TECHNICAL_UNIVERSITY,58060,25.36,84.67,2377,4079156708.82,1647,0.813,15,163,57,28.28,24,0,INSTITUTIONAL_REPORT,FIRST,2025-09-30
2006,HU,HEI_HU_4020,PUBLIC_UNIVERSITY,50626,11.92,76.27,1857,1968022363.79,15584,1.269,167,55,84,35.82,183,0,EUROSTAT_EDU,FLASH,2024-05-17
2007,LU,HEI_LU_4027,PRIVATE_UNIVERSITY,20243,20.06,48.39,1929,2825199167.4,20106,1.007,219,171,43,21.57,140,0,SCIMAGO_EXPORT,BENCHMARK,2024-02-06
2008,RO,HEI_RO_4034,UNIVERSITY_OF_APPLIED_SCIENCES,37430,11.18,61.61,1504,989643355.05,13754,0.952,175,9,1,39.58,27,0,NATIONAL_HE_REGISTRY,SECOND,2025-09-11
2009,AT,HEI_AT_4041,RESEARCH_INSTITUTE,34929,5.26,62.36,4420,2260084412.83,34029,1.41,355,269,88,61.26,188,0,INSTITUTIONAL_REPORT,FIRST,2024-02-22
2010,CZ,HEI_CZ_4048,TECHNICAL_UNIVERSITY,28876,9.59,72.21,1679,2540745357.63,3966,1.526,145,165,38,49.38,39,0,EUROSTAT_EDU,FLASH,2025-04-25
2011,DE,HEI_DE_4055,PUBLIC_UNIVERSITY,34064,40.98,69.83,1160,2098335570.83,16124,1.103,39,98,61,44.73,153,0,SCIMAGO_EXPORT,BENCHMARK,2025-12-30
2012,LV,HEI_LV_4062,PRIVATE_UNIVERSITY,39039,5.04,65.02,1676,2427301258.66,18039,1.327,81,38,61,62.74,122,0,NATIONAL_HE_REGISTRY,SECOND,2024-07-17
2013,PL,HEI_PL_4069,UNIVERSITY_OF_APPLIED_SCIENCES,15747,29.0,67.91,1470,2430810370.47,9793,0.871,55,175,99,47.37,13,0,INSTITUTIONAL_REPORT,FIRST,2026-02-18
2014,ES,HEI_ES_4076,RESEARCH_INSTITUTE,25286,27.15,59.53,2928,2143526140.1,9593,1.1,321,162,0,22.22,16,0,EUROSTAT_EDU,FLASH,2025-12-03
2015,HR,HEI_HR_4083,TECHNICAL_UNIVERSITY,41248,29.53,64.49,5047,3002995508.83,33794,1.19,78,83,43,60.28,23,0,SCIMAGO_EXPORT,BENCHMARK,2025-08-05
2016,FI,HEI_FI_4090,PUBLIC_UNIVERSITY,47598,26.69,70.93,2814,70776765.56,3313,1.448,98,146,23,19.67,50,0,NATIONAL_HE_REGISTRY,SECOND,2024-06-21
2017,IE,HEI_IE_4097,PRIVATE_UNIVERSITY,6836,21.43,58.77,729,65517635.73,13386,0.953,14,85,58,22.09,37,0,INSTITUTIONAL_REPORT,FIRST,2025-03-13
2018,MT,HEI_MT_4104,UNIVERSITY_OF_APPLIED_SCIENCES,45174,18.98,51.81,5301,464812955.21,16709,0.837,19,165,8,65.75,54,0,EUROSTAT_EDU,FLASH,2024-10-02
2019,SK,HEI_SK_4111,RESEARCH_INSTITUTE,60101,5.24,72.15,5787,4337516646.05,244,1.388,451,280,73,84.5,24,1,SCIMAGO_EXPORT,BENCHMARK,2024-08-25
2020,BE,HEI_BE_4118,TECHNICAL_UNIVERSITY,95583,4.89,77.13,3060,468792764.09,27323,1.118,514,73,74,30.51,179,1,NATIONAL_HE_REGISTRY,SECOND,2025-03-20
2021,DK,HEI_DK_4125,PUBLIC_UNIVERSITY,32038,19.39,85.57,1547,1151152799.07,11214,1.849,138,76,12,21.83,95,0,INSTITUTIONAL_REPORT,FIRST,2024-06-11
2022,GR,HEI_GR_4132,PRIVATE_UNIVERSITY,53224,27.33,74.28,6753,1724345886.35,8369,2.013,320,33,115,41.9,263,1,EUROSTAT_EDU,FLASH,2024-12-08
2023,LT,HEI_LT_4139,UNIVERSITY_OF_APPLIED_SCIENCES,48182,23.22,53.63,1482,3747717771.0,17668,0.874,346,176,82,70.68,544,0,SCIMAGO_EXPORT,BENCHMARK,2024-09-16
2024,PT,HEI_PT_4146,RESEARCH_INSTITUTE,58886,5.18,77.72,8555,88973370.02,14886,1.587,61,214,29,70.67,455,0,NATIONAL_HE_REGISTRY,SECOND,2025-10-20
2025,SE,HEI_SE_4153,TECHNICAL_UNIVERSITY,50926,6.8,69.27,4478,654629982.54,33438,1.598,229,199,77,43.6,320,1,INSTITUTIONAL_REPORT,FIRST,2025-05-18
2006,CY,HEI_CY_4160,PUBLIC_UNIVERSITY,65469,14.85,72.39,3725,1233001693.82,4062,1.187,301,153,62,21.45,173,0,EUROSTAT_EDU,FLASH,2024-05-05
2007,FR,HEI_FR_4167,PRIVATE_UNIVERSITY,26894,27.2,76.48,2907,385735075.58,7009,1.074,76,32,45,47.27,84,0,SCIMAGO_EXPORT,BENCHMARK,2024-07-02
2008,IT,HEI_IT_4174,UNIVERSITY_OF_APPLIED_SCIENCES,17537,5.14,65.78,2230,2722989136.64,9240,1.473,64,36,89,19.35,1,0,NATIONAL_HE_REGISTRY,SECOND,2025-07-20
2009,NL,HEI_NL_4181,RESEARCH_INSTITUTE,16767,23.32,71.5,1756,1092260393.93,4949,1.23,268,187,85,43.7,191,0,INSTITUTIONAL_REPORT,FIRST,2024-05-09
2010,SI,HEI_SI_4188,TECHNICAL_UNIVERSITY,28701,5.62,77.71,3280,3810061792.8,24733,1.854,58,23,64,24.7,22,0,EUROSTAT_EDU,FLASH,2024-11-18
2011,BG,HEI_BG_4195,PUBLIC_UNIVERSITY,61515,8.11,65.62,3202,1030728955.57,16135,1.321,185,65,3,34.05,58,0,SCIMAGO_EXPORT,BENCHMARK,2025-05-19
2012,EE,HEI_EE_4202,PRIVATE_UNIVERSITY,43408,21.16,69.75,5295,2249017486.56,2840,0.763,87,75,82,28.44,42,0,NATIONAL_HE_REGISTRY,SECOND,2025-07-08
2013,HU,HEI_HU_4209,UNIVERSITY_OF_APPLIED_SCIENCES,13153,19.1,48.13,1494,142377390.52,13842,2.02,112,95,63,47.48,7,0,INSTITUTIONAL_REPORT,FIRST,2025-06-06
2014,LU,HEI_LU_4216,RESEARCH_INSTITUTE,4481,4.49,57.85,280,5437049950.9,929,1.165,203,92,59,19.28,73,0,EUROSTAT_EDU,FLASH,2024-06-26
2015,RO,HEI_RO_4223,TECHNICAL_UNIVERSITY,68790,25.69,83.36,8376,2850859372.42,28822,0.907,514,91,113,22.47,51,0,SCIMAGO_EXPORT,BENCHMARK,2024-08-19
2016,AT,HEI_AT_4230,PUBLIC_UNIVERSITY,23874,10.93,73.92,1922,480451761.5,4571,1.823,345,13,0,56.76,130,0,NATIONAL_HE_REGISTRY,SECOND,2025-09-22
2017,CZ,HEI_CZ_4237,PRIVATE_UNIVERSITY,48274,29.41,55.72,5995,2248894307.3,6006,1.412,331,12,12,38.49,78,0,INSTITUTIONAL_REPORT,FIRST,2025-08-18
