safe_crime_reference_year,safe_crime_country_iso2,safe_crime_region_nuts_code,safe_crime_offence_code,safe_crime_reported_cases_count,safe_crime_victim_age_group,safe_crime_victim_sex,safe_crime_suspect_age_group,safe_crime_suspect_sex,safe_crime_clearance_rate_pct,safe_crime_convictions_count,safe_crime_imprisonment_rate_per_100k,safe_crime_prison_population_count,safe_crime_alternative_sanctions_count,safe_crime_domestic_violence_flag,safe_crime_hate_crime_flag,safe_crime_eurostat_table_code,safe_crime_data_source,safe_crime_revision_round,safe_crime_data_extract_date
2025,DK,IE428,VEHICLE_THEFT,11264,55_64,U,55_64,M,32.73,2202,174.34,15578,2022,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2026-01-12
2006,IE,IT4,CYBER_ENABLED_FRAUD,4450,15_19,F,65_PLUS,F,24.5,716,34.45,17015,439,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-11-10
2007,PL,CY225,SEXUAL_VIOLENCE,2434,45_54,M,UNKNOWN,U,30.95,614,161.3,62513,656,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-06-05
2008,AT,LT329,ROBBERY,701,0_14,X,0_14,X,46.3,121,158.33,138155,55,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-04-28
2009,EE,DK712,HUMAN_TRAFFICKING,150,35_44,U,15_19,M,34.61,26,158.46,38569,18,1,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2026-01-29
2010,IT,PL442,PROPERTY_DAMAGE,14647,UNKNOWN,F,20_24,F,13.94,1333,81.46,18142,522,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-06-30
2011,PT,CZ38,DRUG_TRAFFICKING,4551,25_34,M,25_34,U,34.09,951,121.71,130755,1235,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-04-21
2012,BE,GR9,HOMICIDE,99,65_PLUS,X,35_44,X,71.59,55,224.94,32149,65,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-12-11
2013,FI,PL87,BURGLARY,4105,20_24,U,45_54,M,34.14,1038,34.83,81877,560,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-08-24
2014,LV,ES901,DOMESTIC_VIOLENCE,14365,55_64,F,55_64,F,39.34,2787,163.63,43202,2684,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-05-04
2015,RO,SE8,HATE_SPEECH,10784,15_19,M,65_PLUS,U,51.19,4254,130.35,41934,4098,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-12-01
2016,BG,LV782,FRAUD,23735,45_54,X,UNKNOWN,X,16.53,1421,139.4,57281,743,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-02-25
2017,FR,LV95,ASSAULT,3292,0_14,U,0_14,M,25.78,675,168.75,111800,400,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-02-14
2018,LT,AT35,THEFT,11871,35_44,F,15_19,F,11.85,886,115.35,26043,469,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-11-22
2019,SK,IE537,VEHICLE_THEFT,9371,UNKNOWN,M,20_24,U,26.43,914,160.31,126058,1358,1,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-10-18
2020,HR,CZ5,CYBER_ENABLED_FRAUD,13640,25_34,X,25_34,X,19.17,1076,177.0,114024,849,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-10-03
2021,DE,FR24,SEXUAL_VIOLENCE,4812,65_PLUS,U,35_44,M,55.93,1743,167.6,87291,1010,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-04-28
2022,LU,LU10,ROBBERY,728,20_24,F,45_54,F,48.81,199,132.44,34967,291,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-07-30
2023,SI,LT9,HUMAN_TRAFFICKING,45,55_64,M,55_64,U,42.28,13,171.84,20106,6,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2026-02-07
2024,CY,BE93,PROPERTY_DAMAGE,4026,15_19,X,65_PLUS,X,17.1,316,146.77,48789,185,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-11-13
2025,GR,BE8,DRUG_TRAFFICKING,8395,45_54,U,UNKNOWN,M,48.68,2150,188.44,101946,3213,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-09-30
2006,MT,PL71,HOMICIDE,36,0_14,F,0_14,F,74.64,15,68.51,5798,8,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-11-10
2007,ES,CZ1,BURGLARY,21109,35_44,M,15_19,U,17.39,1968,65.52,16992,2811,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-06-04
2008,CZ,ES946,DOMESTIC_VIOLENCE,21938,UNKNOWN,X,20_24,X,47.81,6080,172.64,34490,9720,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-02-10
2009,HU,PT16,HATE_SPEECH,20724,25_34,U,25_34,M,55.06,6830,46.08,27848,11833,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-01-21
2010,NL,MT993,FRAUD,5068,65_PLUS,F,35_44,F,52.52,1393,73.39,88847,1608,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-12-27
2011,SE,IE749,ASSAULT,1639,20_24,M,45_54,U,57.31,558,105.37,70706,903,1,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-02-28
2012,DK,HU719,THEFT,29227,55_64,X,55_64,X,28.48,6268,32.12,112348,2143,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-09-24
2013,IE,EE69,VEHICLE_THEFT,9424,15_19,U,65_PLUS,M,9.62,352,57.26,15620,453,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-09-13
2014,PL,LV4,CYBER_ENABLED_FRAUD,2833,45_54,F,UNKNOWN,F,14.83,353,67.59,21760,223,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-09-25
2015,AT,PL704,SEXUAL_VIOLENCE,149,0_14,M,0_14,U,18.23,11,44.24,84347,11,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-11-27
2016,EE,ES28,ROBBERY,1802,35_44,X,15_19,X,27.81,325,50.31,54724,471,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-01-25
2017,IT,EE236,HUMAN_TRAFFICKING,306,UNKNOWN,U,20_24,M,55.89,98,88.8,87456,129,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-03-27
2018,PT,HR323,PROPERTY_DAMAGE,2289,25_34,F,25_34,F,18.55,337,83.52,88392,243,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-05-02
2019,BE,DK732,DRUG_TRAFFICKING,999,65_PLUS,M,35_44,U,38.32,294,174.54,64273,94,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-05-14
2020,FI,FR939,HOMICIDE,22,20_24,X,45_54,X,82.01,8,145.75,95342,6,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-10-14
2021,LV,SK61,BURGLARY,9172,55_64,U,55_64,M,16.37,696,81.0,13358,167,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-08-04
2022,RO,DK3,DOMESTIC_VIOLENCE,123,15_19,F,65_PLUS,F,34.84,30,117.28,43326,11,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-03-22
2023,BG,IT2,HATE_SPEECH,3008,45_54,M,UNKNOWN,U,56.74,1408,139.78,64906,531,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-07-27
2024,FR,LV3,FRAUD,10037,0_14,X,0_14,X,47.04,3986,144.0,33565,1086,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-04-23
2025,LT,CY58,ASSAULT,17599,35_44,U,15_19,M,29.73,3008,74.57,5569,4894,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-11-24
2006,SK,SE27,THEFT,4674,UNKNOWN,F,20_24,F,9.92,346,174.54,90568,85,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-11-04
2007,HR,MT528,VEHICLE_THEFT,14022,25_34,M,25_34,U,32.65,1985,71.11,68991,2135,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-12-26
2008,DE,BG873,CYBER_ENABLED_FRAUD,5435,65_PLUS,X,35_44,X,50.14,1048,32.16,82849,492,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2026-02-04
2009,LU,CY63,SEXUAL_VIOLENCE,1076,20_24,U,45_54,M,28.94,199,163.76,68903,332,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-06-19
2010,SI,MT3,ROBBERY,1668,55_64,F,55_64,F,33.32,399,134.83,83890,107,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-08-07
2011,CY,SI467,HUMAN_TRAFFICKING,496,15_19,M,65_PLUS,U,19.14,62,141.6,49362,24,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-05-31
2012,GR,EE78,PROPERTY_DAMAGE,9551,45_54,X,UNKNOWN,X,27.52,965,100.3,94027,569,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-08-25
2013,MT,HR6,DRUG_TRAFFICKING,5232,0_14,U,0_14,M,31.45,1353,143.4,62523,1851,1,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-07-15
2014,ES,SI490,HOMICIDE,33,35_44,F,15_19,F,65.85,18,133.93,50614,18,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-01-12
2015,CZ,GR908,BURGLARY,11764,UNKNOWN,M,20_24,U,34.12,3191,42.58,28846,5738,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-08-11
2016,HU,IE347,DOMESTIC_VIOLENCE,18965,25_34,X,25_34,X,67.32,10179,117.64,59383,5303,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-10-03
2017,NL,ES64,HATE_SPEECH,6532,65_PLUS,U,35_44,M,30.01,766,101.47,104879,675,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-07-13
2018,SE,NL26,FRAUD,10470,20_24,F,45_54,F,45.07,2373,85.58,69685,3597,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-03-14
2019,DK,FR91,ASSAULT,2839,55_64,M,55_64,U,37.73,885,167.91,62654,1523,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-02-14
2020,IE,RO328,THEFT,4644,15_19,X,65_PLUS,X,23.68,567,137.94,31031,327,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-01-23
2021,PL,CZ572,VEHICLE_THEFT,1678,45_54,U,UNKNOWN,M,17.01,135,103.24,56604,112,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-11-22
2022,AT,IE104,CYBER_ENABLED_FRAUD,12983,0_14,F,0_14,F,42.16,3666,99.76,11778,4141,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-05-10
2023,EE,MT5,SEXUAL_VIOLENCE,1669,35_44,M,15_19,U,40.31,381,100.31,83805,675,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-09-26
2024,IT,PT4,ROBBERY,755,UNKNOWN,X,20_24,X,43.37,157,38.72,10848,227,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-11-13
2025,PT,SE26,HUMAN_TRAFFICKING,199,25_34,U,25_34,M,48.62,41,150.39,26440,24,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-11-13
2006,BE,SE639,PROPERTY_DAMAGE,25529,65_PLUS,F,35_44,F,35.1,6375,71.36,16599,3780,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-04-26
2007,FI,NL9,DRUG_TRAFFICKING,3404,20_24,M,45_54,U,31.01,522,87.0,29587,753,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2026-02-20
2008,LV,HR269,HOMICIDE,87,55_64,X,55_64,X,71.43,24,161.39,130348,38,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-11-15
2009,RO,ES450,BURGLARY,2058,15_19,U,65_PLUS,M,32.75,454,59.53,37514,745,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-01-05
2010,BG,RO573,DOMESTIC_VIOLENCE,26019,45_54,F,UNKNOWN,F,62.62,7320,110.34,94608,8091,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2026-01-17
2011,FR,SI3,HATE_SPEECH,17422,0_14,M,0_14,U,51.51,3427,146.34,32278,3803,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-10-20
2012,LT,DE9,FRAUD,14145,35_44,X,15_19,X,16.96,1620,105.83,62392,2117,0,1,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-11-08
2013,SK,CZ13,ASSAULT,14792,UNKNOWN,U,20_24,M,55.55,3053,114.13,41301,3544,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-10-31
2014,HR,RO134,THEFT,478,25_34,F,25_34,F,28.8,95,53.74,62238,80,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-11-22
2015,DE,DE6,VEHICLE_THEFT,10921,65_PLUS,M,35_44,U,13.97,816,158.6,53944,1033,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-04-07
2016,LU,BE549,CYBER_ENABLED_FRAUD,7586,20_24,X,45_54,X,32.01,1145,70.31,93648,1648,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-03-05
2017,SI,HR46,SEXUAL_VIOLENCE,4153,55_64,U,55_64,M,48.66,1344,48.98,21317,709,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-02-09
2018,CY,GR87,ROBBERY,2910,15_19,F,65_PLUS,F,43.23,975,150.49,56735,1642,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-01-15
2019,GR,IT347,HUMAN_TRAFFICKING,136,45_54,M,UNKNOWN,U,53.78,33,117.04,104609,42,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2026-01-13
2020,MT,SI851,PROPERTY_DAMAGE,16951,0_14,X,0_14,X,49.54,5937,176.39,44718,4946,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-12-24
2021,ES,ES592,DRUG_TRAFFICKING,3846,35_44,U,15_19,M,52.44,1034,162.17,71131,743,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-11-19
2022,CZ,PL69,HOMICIDE,54,UNKNOWN,F,20_24,F,94.35,32,112.14,47014,52,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-09-23
2023,HU,NL950,BURGLARY,24113,25_34,M,25_34,U,9.13,842,61.07,75478,693,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-04-15
2024,NL,EE101,DOMESTIC_VIOLENCE,20924,65_PLUS,X,35_44,X,35.67,3530,173.3,85636,2733,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-04-23
2025,SE,LU20,HATE_SPEECH,5091,20_24,U,45_54,M,38.36,709,174.78,31936,705,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-11-09
2006,DK,BE850,FRAUD,11492,55_64,F,55_64,F,53.12,4132,175.25,15867,3716,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-02-20
2007,IE,SE76,ASSAULT,19858,15_19,M,65_PLUS,U,30.56,4043,57.01,80587,5329,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2026-01-14
2008,PL,LT431,THEFT,19460,45_54,X,UNKNOWN,X,22.62,3109,117.04,14511,3339,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-04-30
2009,AT,EE64,VEHICLE_THEFT,8975,0_14,U,0_14,M,25.16,1845,72.96,2514,3081,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-09-15
2010,EE,SI44,CYBER_ENABLED_FRAUD,7937,35_44,F,15_19,F,20.24,1332,163.19,89007,1974,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2026-01-30
2011,IT,DK198,SEXUAL_VIOLENCE,4842,UNKNOWN,M,20_24,U,27.53,768,51.98,8506,570,1,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-07-21
2012,PT,LU529,ROBBERY,1194,25_34,X,25_34,X,16.28,117,73.48,1644,117,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-11-09
2013,BE,MT196,HUMAN_TRAFFICKING,337,65_PLUS,U,35_44,M,54.21,144,134.38,77378,53,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-04-02
2014,FI,GR30,PROPERTY_DAMAGE,1373,20_24,F,45_54,F,55.27,460,61.68,36087,221,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-09-03
2015,LV,CZ17,DRUG_TRAFFICKING,2625,55_64,M,55_64,U,38.3,421,205.92,63354,271,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-03-04
2016,RO,EE55,HOMICIDE,60,15_19,X,65_PLUS,X,64.63,26,85.67,79173,17,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-08-31
2017,BG,AT236,BURGLARY,2028,45_54,U,UNKNOWN,M,33.25,247,91.21,69431,339,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-01-29
2018,FR,CY16,DOMESTIC_VIOLENCE,22350,0_14,F,0_14,F,64.49,10899,29.87,5569,5378,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-08-19
2019,LT,LU4,HATE_SPEECH,809,35_44,M,15_19,U,54.78,174,157.72,61985,68,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-08-23
2020,SK,EE91,FRAUD,127,UNKNOWN,X,20_24,X,19.78,16,171.21,100158,18,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-12-19
2021,HR,DK1,ASSAULT,14000,25_34,U,25_34,M,43.76,3114,51.55,46260,1852,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-05-21
2022,DE,SI45,THEFT,8230,65_PLUS,F,35_44,F,10.85,330,65.42,92278,156,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-05-10
2023,LU,AT239,VEHICLE_THEFT,11463,20_24,M,45_54,U,33.83,1721,57.58,64557,1964,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-02-15
2024,SI,DK28,CYBER_ENABLED_FRAUD,4074,55_64,X,55_64,X,54.39,1859,129.94,2350,1152,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-02-16
2025,CY,BE857,SEXUAL_VIOLENCE,1655,15_19,U,65_PLUS,M,37.44,382,44.36,67756,247,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-06-22
2006,GR,EE45,ROBBERY,330,45_54,F,UNKNOWN,F,46.03,127,115.24,89298,41,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-10-01
2007,MT,FR854,HUMAN_TRAFFICKING,329,0_14,M,0_14,U,56.35,136,191.48,3559,150,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-10-24
2008,ES,BG530,PROPERTY_DAMAGE,26766,35_44,X,15_19,X,26.41,5529,38.2,60382,6950,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-08-17
2009,CZ,LV7,DRUG_TRAFFICKING,2589,UNKNOWN,U,20_24,M,25.84,265,177.34,32912,460,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-09-25
2010,HU,PT213,HOMICIDE,74,25_34,F,25_34,F,60.5,36,194.72,74169,40,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-06-28
2011,NL,NL50,BURGLARY,10001,65_PLUS,M,35_44,U,12.65,970,131.29,38315,1247,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-04-23
2012,SE,LV333,DOMESTIC_VIOLENCE,11177,20_24,X,45_54,X,41.75,2113,98.56,22486,2785,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-03-12
2013,DK,IT599,HATE_SPEECH,298,55_64,U,55_64,M,31.28,57,168.02,19881,72,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-03-16
2014,IE,LU31,FRAUD,14918,15_19,F,65_PLUS,F,33.48,2473,59.29,19087,545,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-07-18
2015,PL,GR27,ASSAULT,13197,45_54,M,UNKNOWN,U,69.03,5456,154.57,89266,2227,1,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-12-12
2016,AT,NL59,THEFT,9159,0_14,X,0_14,X,9.64,312,97.88,81574,134,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-01-30
2017,EE,BG3,VEHICLE_THEFT,9730,35_44,U,15_19,M,31.6,2403,34.75,86887,2145,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-12-07
2018,IT,ES18,CYBER_ENABLED_FRAUD,12612,UNKNOWN,F,20_24,F,52.36,4549,178.12,32766,6947,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-02-02
2019,PT,BG28,SEXUAL_VIOLENCE,1089,25_34,M,25_34,U,27.31,208,130.61,43805,263,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-01-16
2020,BE,SE4,ROBBERY,5801,65_PLUS,X,35_44,X,16.87,344,81.79,79005,170,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-09-27
2021,FI,IE56,HUMAN_TRAFFICKING,5,20_24,U,45_54,M,20.8,0,190.29,71223,0,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-12-11
2022,LV,LU484,PROPERTY_DAMAGE,10822,55_64,F,55_64,F,24.88,1728,140.46,87408,2273,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-01-28
2023,RO,BE41,DRUG_TRAFFICKING,2465,15_19,M,65_PLUS,U,39.4,425,209.44,48698,234,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-10-28
2024,BG,CY91,HOMICIDE,77,45_54,X,UNKNOWN,X,93.18,38,117.64,42681,45,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-10-31
2025,FR,PL969,BURGLARY,2285,0_14,U,0_14,M,27.08,328,120.91,71445,501,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-07-11
2006,LT,LT58,DOMESTIC_VIOLENCE,18861,35_44,F,15_19,F,29.35,3790,112.64,78061,5377,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-12-13
2007,SK,ES7,HATE_SPEECH,11285,UNKNOWN,M,20_24,U,13.46,631,90.94,57006,599,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-06-17
2008,HR,SI985,FRAUD,24028,25_34,X,25_34,X,34.5,4048,101.69,16982,1093,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-04-10
2009,DE,FR7,ASSAULT,8499,65_PLUS,U,35_44,M,26.57,1398,155.5,59667,2495,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-10-07
2010,LU,HR780,THEFT,4997,20_24,F,45_54,F,26.5,689,100.3,57857,1115,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-10-24
2011,SI,PL8,VEHICLE_THEFT,9467,55_64,M,55_64,U,31.76,2239,53.01,108395,2144,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-09-27
2012,CY,LU5,CYBER_ENABLED_FRAUD,4108,15_19,X,65_PLUS,X,38.71,679,159.32,85377,427,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-02-13
2013,GR,AT625,SEXUAL_VIOLENCE,1100,45_54,U,UNKNOWN,M,16.03,133,166.9,39078,175,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-11-08
2014,MT,DK472,ROBBERY,640,0_14,F,0_14,F,19.87,90,164.67,55696,46,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-12-14
2015,ES,PT7,HUMAN_TRAFFICKING,488,35_44,M,15_19,U,42.13,73,68.56,80153,101,1,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-11-21
2016,CZ,LT8,PROPERTY_DAMAGE,28537,UNKNOWN,X,20_24,X,35.36,4356,158.6,62674,6390,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-03-10
2017,HU,RO8,DRUG_TRAFFICKING,7414,25_34,U,25_34,M,23.69,931,214.03,65325,299,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-07-04
2018,NL,CY8,HOMICIDE,96,65_PLUS,F,35_44,F,76.64,38,120.57,83609,24,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-09-16
2019,SE,FI6,BURGLARY,6380,20_24,M,45_54,U,25.73,679,54.88,40828,929,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-06-30
2020,DK,FI8,DOMESTIC_VIOLENCE,10879,55_64,X,55_64,X,46.43,3092,67.07,51504,2143,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-08-27
2021,IE,EE277,HATE_SPEECH,813,15_19,U,65_PLUS,M,37.93,110,134.12,74903,24,1,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-07-15
2022,PL,SK58,FRAUD,18320,45_54,F,UNKNOWN,F,51.65,5950,170.32,43563,1527,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2026-01-17
2023,AT,DE8,ASSAULT,19434,0_14,M,0_14,U,26.27,4032,74.32,43004,4650,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-08-24
2024,EE,NL72,THEFT,2264,35_44,X,15_19,X,31.91,439,147.83,69173,287,0,1,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-02-04
2025,IT,LV518,VEHICLE_THEFT,8413,UNKNOWN,U,20_24,M,16.08,718,51.03,117597,852,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-05-04
2006,PT,GR92,CYBER_ENABLED_FRAUD,4042,25_34,F,25_34,F,38.76,955,105.91,78371,1531,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2026-01-12
2007,BE,FI93,SEXUAL_VIOLENCE,536,65_PLUS,M,35_44,U,18.83,83,128.06,60783,148,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-06-17
2008,FI,HU1,ROBBERY,3512,20_24,X,45_54,X,57.03,1056,152.52,35475,798,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-12-31
2009,LV,MT10,HUMAN_TRAFFICKING,115,55_64,U,55_64,M,40.59,39,105.53,34422,64,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-12-02
2010,RO,SI388,PROPERTY_DAMAGE,16174,15_19,F,65_PLUS,F,49.63,6816,36.32,84196,11332,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-04-07
2011,BG,FI1,DRUG_TRAFFICKING,2339,45_54,M,UNKNOWN,U,21.32,389,75.84,91814,551,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-03-05
