gov_grants_award_fiscal_year,gov_grants_grant_program_code,gov_grants_grant_competitive_flag,gov_grants_allocation_formula_type,gov_grants_eligible_entity_type,gov_grants_match_rate_required_pct,gov_grants_award_min_inr,gov_grants_award_max_inr,gov_grants_award_median_inr,gov_grants_application_count,gov_grants_award_count,gov_grants_award_total_inr,gov_grants_performance_measure_code,gov_grants_reporting_compliance_rate,gov_grants_closeout_timeliness_rate,gov_grants_indirect_cost_rate_cap,gov_grants_technical_assistance_available_flag,gov_grants_overlap_duplication_risk_score,gov_grants_single_audit_findings_count,gov_grants_grant_portal_system
2021,GOVNYKII,1,GOVSCI1H,GOVPVZAR,66.46,498028,90010,199988,319049,354250,466802,GOVGTDWZ,34.32,87.74,70.1,1,58.76,214995,CPGRAMS
2019,GOVELDLH,0,GOVGO56V,GOVLVNOK,25.97,216221,215312,41814,64745,263512,285836,GOVRMLGA,74.55,42.01,69.85,1,7.49,67363,CPGRAMS
2025,GOV82BK4,1,GOVN1D9Y,GOVN7JT3,59.88,28640,94010,50245,72341,342445,316028,GOVLQ3E3,65.07,6.4,71.51,1,95.54,345923,GeM
2018,GOVWPHH1,1,GOVGJYCL,GOVFFLAW,97.95,403514,259406,29501,319367,43193,135655,GOV8UXN3,87.95,50.83,5.1,1,61.04,190088,CAG
2021,GOVKU6YR,0,GOVUGOXE,GOVI10SF,9.85,68641,304378,396171,386177,247911,388010,GOV03VXJ,18.24,95.41,35.73,1,26.69,438669,IFMIS
2019,GOVR2XGV,0,GOVKTEBC,GOV0M5QR,25.14,161390,111426,494152,129640,353059,295147,GOVFB3XN,6.45,70.21,21.81,1,51.73,122937,eProcure
2026,GOVHFLWT,0,GOVLTLPG,GOVMZM4F,45.38,261936,364147,68654,57473,367506,498313,GOVJTGAP,67.83,93.82,8.78,1,29.52,339301,DBT
2014,GOVFOU82,0,GOVZBKFO,GOVM5H6C,26.88,138965,333128,31520,97779,143964,3885,GOVVYJ4W,12.28,38.28,61.5,0,29.81,279309,eProcure
2014,GOV9RBZW,0,GOVTG4JR,GOVC9RIA,5.63,77838,199225,304208,422923,323438,96227,GOVQSDWL,50.64,19.97,18.83,0,1.54,2772,eProcure
2017,GOVXCP3V,1,GOV0OOSQ,GOVQBYTA,19.61,156524,228474,178443,340783,450614,217715,GOVLMDN7,10.64,78.1,30.73,1,3.34,190333,CAG
2014,GOVZU1H5,0,GOV9SZVG,GOVWSU05,44.23,324237,135371,454948,426343,193467,465318,GOVCE82T,15.99,61.63,90.71,1,97.73,380887,CPGRAMS
2014,GOV5TNJL,1,GOV75ZB2,GOVQNBSC,51.67,258323,483693,143041,270743,216482,297955,GOVWY91F,18.66,11.75,55.58,1,61.01,357530,CAG
2022,GOVEU074,0,GOVB23N3,GOVKZOF4,46.79,394371,371291,448650,384186,171815,416032,GOVSF5HG,37.27,33.86,44.57,0,63.5,404877,CAG
2017,GOVCOESD,0,GOVBHSFK,GOVRDUYM,53.76,75527,447926,88706,366977,276624,275611,GOVRR7M6,94.32,59.46,93.59,1,40.57,184313,CPGRAMS
2023,GOVWKI9C,1,GOVLS6OP,GOVTXHMQ,63.67,362856,289883,236081,214464,130666,478480,GOV6RGRV,54.01,46.57,5.56,0,56.36,424316,CPGRAMS
2022,GOVP7OWA,0,GOVZS6F1,GOVA509S,20.81,221793,59688,431612,431272,97631,470546,GOVDNYRG,90.55,99.4,20.98,0,71.63,221347,GeM
2021,GOVAPHS0,1,GOVMNP2J,GOVD18MU,8.7,497484,140305,416911,66338,81050,368357,GOVR9F3C,10.85,11.63,42.45,1,64.05,10146,CPGRAMS
2020,GOVF5HLJ,1,GOV8JKP9,GOV1V5KY,20.24,321766,433299,25375,419610,177258,127722,GOVOH36B,97.02,1.98,53.31,1,76.69,320287,DBT
2024,GOVAZAH8,1,GOVB9E4B,GOVQ8NVD,26.97,73547,352157,35755,355639,70985,55261,GOVZRN0L,72.57,95.76,80.65,0,90.75,380170,IFMIS
2025,GOVK6IXU,0,GOVD8I8O,GOV8HXTQ,50.22,344270,107913,197455,393296,321442,349135,GOVI0DU3,94.19,55.24,34.45,1,87.34,476956,GeM
2012,GOVDAA2B,1,GOVCYZ0L,GOVCIF9G,19.71,8409,132932,430671,60616,228549,116279,GOVY49NQ,81.98,14.65,40.75,1,71.54,474731,PFMS
2019,GOVLOS1J,0,GOVYIHDZ,GOVJPDPK,55.92,43945,395157,450309,322863,494794,153209,GOV3NZ6V,78.94,41.93,95.15,0,9.08,435175,CAG
2023,GOVJCAWM,1,GOVMB8PP,GOVEPXTN,22.19,45639,220532,110557,225438,59613,218515,GOVQ57BB,48.88,33.46,24.34,0,42.23,110299,CAG
2016,GOVJP095,1,GOVKSZOF,GOVO6ZMV,46.64,483775,158159,455760,466414,159845,283903,GOV8XGTP,84.78,22.92,97.42,1,99.99,155470,DBT
2021,GOVU1RB7,1,GOVZS15I,GOV2HD5V,43.9,320075,221641,333570,89790,379220,235425,GOVTO7UY,35.24,8.37,43.53,1,66.71,472139,CPGRAMS
2022,GOVW4186,0,GOVTH0CS,GOV8P760,6.66,427127,138602,58853,134024,358279,294658,GOV273VI,63.46,41.48,65.35,1,87.39,166927,eProcure
2012,GOVX9PVQ,0,GOV53N03,GOV5VY4F,1.75,151413,252644,104213,382145,207755,285792,GOVBS108,43.29,50.75,66.91,0,36.77,486693,CPGRAMS
2013,GOVSLSR8,1,GOVW6IP1,GOVDQGDA,89.06,383194,286581,327741,85400,329913,399125,GOVUMXR6,16.68,93.84,14.4,0,75.47,30570,GeM
2023,GOVRS0IG,0,GOVQI3GL,GOV5TVW3,80.89,141519,133894,202114,378770,210571,194931,GOV4JNGK,58.85,36.31,53.77,0,39.39,56082,DBT
2017,GOVO1O6P,0,GOVCRRUH,GOV6VEZJ,85.04,105224,492309,386204,268659,330229,484264,GOVUCJ0I,41.44,17.0,3.08,1,15.98,382346,GeM
2013,GOV5QYKU,1,GOVQ6PUF,GOVWXBYO,1.53,38798,215853,298371,66226,361529,123054,GOVB6TLD,28.43,70.91,72.71,1,17.3,473969,DBT
2011,GOVRSZ7X,0,GOVGE5FT,GOVGPDZ9,11.12,186494,196918,367938,296869,219116,50237,GOVVGXS9,99.46,41.35,38.43,0,13.81,172769,IFMIS
2022,GOVL297K,0,GOV4MFHM,GOV11XH8,95.5,116374,367472,183595,123040,424097,45201,GOVUBY1C,89.55,47.79,23.23,1,66.54,142785,CPGRAMS
2014,GOVF528R,0,GOVT0P7R,GOVRHZEO,92.91,460591,172925,450205,231853,158691,53222,GOVEF9OO,75.15,60.88,34.43,0,89.1,275941,PFMS
2025,GOVX2CMJ,0,GOVVD958,GOVW8TUG,35.05,384060,28001,11747,258213,390067,160213,GOVQ1LYO,13.03,0.69,11.41,1,61.46,88233,CAG
2013,GOVOW4FP,1,GOVEVRWY,GOVGIT6Q,12.13,16206,466289,289056,273546,140252,111543,GOVDWDI5,67.86,16.26,48.68,1,7.14,195960,CAG
2019,GOVWOYOF,0,GOVX4CEG,GOVCKIEG,8.03,438992,55395,450756,481490,71546,201456,GOVMRA7E,82.71,72.01,56.02,0,23.89,114729,eProcure
2019,GOV12B9U,1,GOVATNC3,GOVG7IZ1,81.49,402402,152860,497779,450706,416076,310333,GOVMO9L8,75.02,27.05,32.22,1,92.97,378428,IFMIS
2016,GOVJHITQ,0,GOVOSU8J,GOVTQGVS,5.71,285806,349014,458416,35383,33961,214578,GOVCIDHZ,58.87,77.32,27.94,1,65.84,219861,CAG
2023,GOVPU24L,0,GOVDKBIV,GOVGDUJC,60.68,468110,188175,169923,203113,352240,278499,GOVYCC8U,97.42,7.98,70.09,0,3.59,42780,IFMIS
2017,GOVVIQMF,0,GOVMQCXO,GOVC8YL8,7.13,85768,396095,211240,365697,36598,355552,GOVPXRED,61.03,42.16,29.95,1,37.64,160877,IFMIS
2019,GOVRQ6DY,0,GOVNP7H9,GOVM2TO0,60.19,296411,151263,451039,334445,157107,159201,GOVXUAWG,25.08,95.93,47.01,1,56.45,32473,PFMS
2019,GOV4FJWP,1,GOVW67XW,GOVWE3S7,29.8,434966,45698,437056,366976,195710,461730,GOVL4MT2,14.75,7.49,14.67,0,87.18,486666,CPGRAMS
2021,GOVSZJ6W,0,GOVWEEVH,GOVJXLHD,59.42,276928,250016,258647,262872,81903,221349,GOVQ15GE,82.61,48.82,95.84,1,42.5,455770,IFMIS
2014,GOVC6SZT,0,GOVFI0GM,GOV8JJ6M,98.24,42441,231832,319881,381606,362342,271853,GOVNNUB3,8.77,32.07,56.95,0,77.51,449782,DBT
2021,GOV24AOZ,1,GOVU21P2,GOVI0OHP,11.06,439862,288991,248922,266617,32982,29349,GOVVCU1N,9.41,97.9,55.65,1,65.21,307478,DBT
2021,GOVFVH81,1,GOVRZ1QY,GOVI8R7Z,31.99,288225,340734,369261,318001,491015,297804,GOV97SYF,38.6,62.53,50.61,1,74.81,94541,CAG
2017,GOVLXZ2J,0,GOVAIWR7,GOV9OYTK,43.34,957,185492,408007,393712,350271,219045,GOVLD2F1,81.61,77.2,19.82,0,5.46,265613,CPGRAMS
2012,GOVKKBBY,0,GOVU8S95,GOVC7HU3,92.7,1144,489293,422740,431610,402811,340010,GOVJ0HTH,3.12,31.32,48.37,0,16.8,254566,DBT
2026,GOVQZEEU,1,GOVOLT0Z,GOV2O7HG,51.41,489370,441245,163553,90429,421449,390326,GOV8JKDV,21.95,50.29,31.31,1,14.05,483305,GeM
2026,GOVXM7VK,1,GOVYJ23T,GOVR0HC3,44.76,63053,202418,73813,202489,301803,21748,GOVSIVAY,11.77,50.64,87.91,1,91.24,401116,GeM
2021,GOVEFR4C,1,GOVML8EU,GOVNSJC8,1.01,152631,122595,46576,346401,327215,368235,GOVQ4TCH,35.14,76.34,79.7,0,83.19,474346,eProcure
2010,GOV5658C,0,GOV2X0KJ,GOVNE8B6,41.17,406766,197184,246576,450890,356833,133237,GOV6OG1W,94.72,64.31,81.87,0,67.18,130951,GeM
2018,GOVJZDJT,0,GOVS7KFH,GOVNK8O3,92.45,268326,213158,113174,274210,374386,402952,GOV0XGQZ,63.64,52.31,36.09,0,70.43,315458,IFMIS
2018,GOVD13LI,0,GOV2867N,GOVZ6YLO,44.4,187760,369461,360268,406905,91654,314292,GOVM800J,13.16,76.83,52.07,0,34.13,211112,PFMS
2011,GOVK40UB,1,GOVHFEIR,GOVZ13S5,83.82,442090,489280,279116,126003,358239,426764,GOVOHX7P,76.75,87.29,43.91,1,97.16,249997,CPGRAMS
2025,GOVHPL58,0,GOV5Z1DK,GOVNGUEN,62.73,135412,340941,443553,229546,280341,219127,GOVB60I9,77.56,56.69,95.76,0,73.99,343261,IFMIS
2019,GOVXIFEH,0,GOVWU0MO,GOVTAPTL,68.29,496393,242607,96345,164674,73815,260142,GOVPTAYO,18.83,68.69,54.91,0,67.93,55696,DBT
2021,GOVWD8BL,0,GOV0FI2T,GOVKI0C9,47.73,220236,12846,42403,398854,489599,296695,GOVQHBH7,30.67,41.26,85.61,0,63.63,375718,GeM
2015,GOV1MWEF,0,GOVB6TGJ,GOVY1KVF,74.64,236408,177659,27581,217815,384280,428092,GOVRZL8A,40.82,42.43,24.3,1,75.29,40718,GeM
2013,GOVDJ2L4,1,GOV3LTKF,GOV5IZ5D,68.45,451624,346913,193482,1790,173263,493375,GOVII871,71.14,73.62,77.23,0,45.22,278571,eProcure
2023,GOVWEPV8,1,GOV42XOG,GOVXPEFK,84.33,69689,77205,344593,244461,445243,444947,GOV3KJZ4,79.26,37.02,26.04,1,22.92,10320,CAG
2017,GOV61Y1X,0,GOV6KKBE,GOVEA81Z,83.66,222476,66778,339043,214050,408850,349224,GOVHKCPP,39.57,16.43,86.15,1,71.58,313059,GeM
2013,GOVHOJ1J,1,GOVCFSJK,GOVX5K15,37.82,269469,279342,211130,425295,471371,249420,GOVYFTGW,94.31,63.7,89.42,1,96.36,170392,PFMS
2022,GOVBEQP9,1,GOVQ4L7T,GOVI364Q,60.85,402540,7823,39038,458722,264317,141923,GOVS7U2U,92.66,89.03,37.39,0,64.81,188504,CAG
2018,GOV7BG2A,1,GOV4N98D,GOVTIMQA,77.76,322361,47064,77164,43846,407567,132345,GOVB4KQM,35.59,78.79,41.74,1,13.56,426171,CAG
2018,GOV323HJ,0,GOVGCWDJ,GOVGHGXF,6.76,84430,84895,398892,304323,488575,129587,GOVEPO3L,30.14,21.68,7.49,1,43.78,431921,eProcure
2013,GOVFCBD4,1,GOVIFF1Y,GOVSJZBK,41.03,151443,73314,241622,414607,119520,407686,GOVIO9Q5,34.75,3.32,41.35,0,13.55,126742,CAG
2012,GOV3996N,0,GOVV2GBQ,GOVDW2PS,42.36,419927,44089,116402,100213,476610,494666,GOVE25YJ,18.88,16.78,8.06,1,77.88,224187,PFMS
2026,GOVWICQ6,1,GOVGT8DE,GOVIZGXM,65.03,168511,379656,481232,329300,125395,19379,GOV9K0HV,92.1,8.44,76.64,1,76.92,179608,PFMS
2010,GOVQMHSO,1,GOVZX95J,GOV1SNQ7,63.42,110890,375540,123840,89344,367145,194216,GOV4UMDI,96.47,52.36,71.06,1,79.73,133414,CAG
2025,GOV34Z5R,1,GOVTQCTV,GOVM0S9M,27.84,374198,407262,51673,275934,292201,6473,GOV3F3CN,31.98,87.25,9.44,1,62.94,211241,eProcure
2012,GOVB38E1,1,GOV4T6R0,GOV7HD6S,73.04,389857,198522,335876,226314,391581,24155,GOV5ZA7D,72.58,73.14,10.4,1,23.53,417273,IFMIS
2010,GOVY1J1T,1,GOVUOP8V,GOVRT774,31.79,40346,152280,99227,412806,303463,498878,GOV73TC9,57.42,80.87,78.12,1,29.5,142698,DBT
2019,GOVMDLD1,0,GOVTZPHP,GOVQT0Q3,17.46,83382,358120,51811,184963,179512,218621,GOVE1VPV,40.41,82.31,71.42,0,24.72,22657,eProcure
2023,GOVZFJDN,1,GOVJIM0S,GOVF1O2T,13.88,325496,473706,453972,23230,342066,237833,GOVAAN5A,19.54,75.31,77.41,0,6.08,178982,DBT
2011,GOVRVAHH,0,GOV8V4AB,GOV8I80A,89.82,438197,275247,383602,370043,247952,398953,GOVJKQ7Z,36.27,66.93,36.07,0,72.09,70136,DBT
2021,GOVCT3RE,1,GOVMKGST,GOVWE0K3,58.47,75786,70123,456455,261650,328138,282462,GOVR1I3C,24.85,93.35,83.89,1,69.61,6235,eProcure
2017,GOVCMJ2W,0,GOVB87OK,GOVQMFXG,94.22,412133,293269,306598,373753,413967,265772,GOVPGVZZ,41.14,62.98,28.42,0,26.36,26975,CPGRAMS
2016,GOVVH7YG,0,GOV3OHLV,GOV6R1JH,99.27,263011,36185,394792,139048,487525,258336,GOVVVWRK,12.58,21.23,63.91,1,31.52,376635,IFMIS
2017,GOVCP9OW,0,GOVIA2TN,GOVQ9969,29.16,118350,385415,89331,473144,482879,2185,GOV141N3,99.12,14.47,69.33,1,54.15,247608,eProcure
2020,GOVRNC7Z,1,GOVLK479,GOVJZU1E,75.45,399568,213842,392633,222694,61446,410764,GOVHD3LM,83.62,14.88,39.51,1,46.77,470568,CPGRAMS
2017,GOVEW66L,0,GOVJXMRP,GOVLPI68,97.76,203857,284618,470309,395757,4389,243814,GOVF8J5J,56.43,92.13,1.91,0,84.29,452006,GeM
2024,GOVI3UWX,1,GOVVBC2U,GOVAU4FZ,95.82,183565,348971,213440,109333,2917,85324,GOVANBXU,80.33,12.16,32.91,1,56.32,450349,eProcure
2011,GOVO96HL,0,GOVR6LWC,GOVSK6A7,76.68,383794,470818,455056,192621,207122,360277,GOV1TJQW,8.55,35.07,3.18,0,67.84,498240,PFMS
2022,GOV2K7JM,0,GOV4VQP0,GOVSG18X,76.97,461100,35156,4383,407201,113441,34090,GOVU7MOJ,53.45,38.94,75.6,1,19.86,91151,eProcure
2017,GOVMOJL1,0,GOVG7MAO,GOV7JYZD,57.36,47071,466913,203893,135130,321155,195902,GOVRQDTN,19.35,16.84,28.62,1,36.73,162589,eProcure
2012,GOVFYBFE,1,GOVG6CUZ,GOVVY73N,97.29,172300,74845,389694,88824,83998,288513,GOV7PL5S,88.21,53.47,14.38,0,22.34,205976,CPGRAMS
2024,GOV3G8EL,1,GOVW7LCC,GOVR8LGX,91.49,73340,433871,304787,475072,298037,191654,GOVQL6ZQ,47.4,84.12,88.24,1,15.44,129377,DBT
2024,GOVXHWFI,1,GOVPHR5Q,GOVQDPAK,55.7,35743,318732,480163,421184,33278,477852,GOVIQBY2,50.32,59.28,35.99,0,12.06,41826,CAG
2014,GOVY85YA,0,GOVLRC1H,GOVVQIQZ,46.07,288487,212359,177477,93615,249397,339481,GOVLW63M,32.23,61.24,12.08,0,83.46,443571,CAG
2011,GOV7C86M,0,GOV88CIE,GOVZ8T1J,91.67,227418,452428,369127,368452,372989,251216,GOVS6E8H,81.18,54.5,96.75,1,67.78,249048,DBT
2018,GOV6K4TG,0,GOVYC25P,GOVT5OLE,55.66,314031,205240,281426,303336,379955,392770,GOVNJPY2,31.33,62.39,73.19,0,79.73,147160,DBT
2023,GOV0V75P,1,GOVNHW2S,GOVFZ1Z5,44.39,364162,361232,201241,473298,75553,174002,GOVIJGUT,43.63,28.34,72.32,0,81.14,104067,CAG
2020,GOVNK9VR,0,GOVUKYVE,GOV6TPDA,81.29,13062,162949,344699,311692,324651,32139,GOVU23FP,38.75,27.37,81.02,1,23.08,65393,IFMIS
2011,GOV2N5N7,1,GOVZBRJ7,GOV5J97F,24.94,158915,50665,366252,119295,311176,239548,GOVLB5NT,7.2,82.64,87.79,1,63.71,322938,DBT
2011,GOVL4AMM,0,GOVQW4EO,GOVOYO51,42.53,467603,11327,483988,159770,102233,434727,GOVSCO10,26.04,90.85,73.77,0,81.57,474734,IFMIS
2024,GOV2Y6NR,0,GOVS3O52,GOV6YGSO,73.02,334676,265828,139947,497683,149871,345877,GOVLMLT0,52.07,13.19,90.39,0,5.47,118005,CPGRAMS
2012,GOVEWSKM,0,GOVNHWUN,GOVOFY6S,90.35,451552,374408,225652,298042,393101,377802,GOVW02S0,29.55,57.15,41.31,1,12.54,23558,PFMS
2024,GOV2YK0C,0,GOVUZ8ZP,GOVK52BI,40.29,7273,415869,188957,61706,75920,208168,GOVSEVQB,28.95,29.24,40.14,0,35.06,455348,IFMIS
2014,GOV30ITU,0,GOV81X32,GOVGIBW2,85.89,377864,163507,197308,373970,34609,167832,GOV21NTO,3.66,9.33,60.82,0,53.33,312598,PFMS
2015,GOV5IEW4,1,GOV3102F,GOV0P9OY,13.16,224940,159115,190952,178661,487300,227220,GOVLL90K,83.71,24.23,61.03,0,39.55,23724,GeM
2019,GOVQU56G,0,GOVVXC72,GOV30XNV,54.23,339485,197330,307412,421503,11438,367074,GOVML5ST,86.64,14.43,87.84,0,83.16,227292,CAG
2015,GOVJA5HK,1,GOVBNZV0,GOVKL40P,68.88,376611,435807,95821,133696,247773,341622,GOVM824R,98.78,35.82,51.77,1,75.6,50020,CPGRAMS
2024,GOVFAYP9,1,GOVRRWOW,GOVMXASF,73.27,271513,191680,407164,351680,352069,418811,GOVCMRK1,13.27,96.73,2.0,0,47.38,341311,DBT
2016,GOVMEJC2,0,GOVJNP0B,GOVJWBLE,80.4,338543,16380,289732,368980,124906,105999,GOVH1QES,71.74,16.05,41.01,1,99.23,90067,IFMIS
2022,GOVHZN3T,1,GOVXFIWG,GOVTSIOT,24.08,377719,81819,407169,103868,293134,380136,GOV4SA1E,52.34,74.18,62.11,1,94.32,444132,IFMIS
2019,GOVIL5YF,0,GOVFJJQ4,GOVW1R08,44.57,346672,426907,411952,155035,485452,433962,GOVVGJD6,96.89,90.04,56.92,1,55.43,203922,eProcure
2019,GOV1L4UC,1,GOVNH9P5,GOVUWZ57,73.98,358213,159298,174347,308700,11139,390832,GOVL9AY6,14.21,72.86,93.78,0,52.88,246425,GeM
2024,GOVGYWKT,0,GOV2VL09,GOVN95IG,62.33,474641,433660,174475,482371,16820,165240,GOVS33AZ,77.99,16.88,70.27,1,83.09,87635,CAG
2011,GOVXAMM6,0,GOVDJBXN,GOV7M4TQ,58.54,269204,118734,359852,141885,32133,272421,GOVUTPAV,46.6,64.29,85.22,0,22.29,152821,GeM
2024,GOVJGOW8,1,GOV5D3PD,GOV2IPRW,83.3,378373,222082,204977,190918,319412,239126,GOV4EWS5,18.33,6.81,60.43,0,24.42,185087,CAG
2021,GOVNFI8C,1,GOVK0O1Z,GOVT73XA,91.26,261744,146240,29092,340153,315789,121576,GOV9WQYQ,40.82,35.47,94.98,1,12.74,184920,GeM
2016,GOVXOODE,1,GOVWQZ3K,GOVC3ZR9,23.26,13015,323910,394935,199353,330778,390514,GOVE4DQJ,4.25,68.45,18.69,0,66.78,198039,IFMIS
2023,GOV4V4KU,0,GOVBZWP5,GOV1RZV1,67.86,34881,430388,67329,215754,175227,151129,GOVR21D7,41.59,19.94,47.36,0,61.04,195445,CAG
2013,GOVD3IPL,1,GOV4SU7N,GOVNCHPY,96.35,346499,126905,286878,99203,121175,306691,GOV1B7MI,19.56,73.63,94.79,1,69.17,99339,CAG
2022,GOVJ2RV3,1,GOVFQODE,GOVSU3ZI,5.06,371602,196137,265382,403089,51702,352157,GOVE5Z80,71.54,43.61,37.27,1,83.11,151827,IFMIS
2026,GOVN4L1K,0,GOVJG0DU,GOV76IRF,31.34,101815,230248,429081,134823,379916,268056,GOVYF101,29.59,98.64,66.42,1,36.4,78631,GeM
2015,GOVOJD7T,0,GOV858J0,GOVF13BY,47.22,281993,335637,339742,38778,46725,291665,GOVCF31D,87.42,70.49,24.48,0,44.04,345531,PFMS
2021,GOV6QXNK,0,GOV9Y0UH,GOVI3I9H,73.29,454871,463024,30639,402440,484029,472350,GOVAH47P,55.54,14.2,45.92,0,67.63,277765,GeM
2016,GOVFZ0KN,1,GOVZ733G,GOVYKKK4,64.34,92563,128037,452306,446191,442819,492971,GOVIT4EU,94.79,71.81,19.43,0,32.93,68447,PFMS
2025,GOVG7EYW,0,GOVE5ZIF,GOVD8XZC,1.62,55503,226348,97315,325120,489881,250068,GOVEXB3R,63.68,54.19,80.06,1,2.66,128982,IFMIS
2023,GOV8C5R1,0,GOVTVBZC,GOVMDWQF,79.02,99740,464332,274119,87768,71673,167176,GOV5WUPY,20.28,75.68,57.07,1,7.46,434093,CAG
2026,GOVW4HXX,0,GOVPIW7P,GOVKC7Y0,64.25,463721,77617,185700,435000,395651,260245,GOV9Q21M,45.46,80.59,34.55,1,94.81,157734,CPGRAMS
2023,GOVRIHTK,0,GOVF5UJU,GOVC8102,0.37,41139,460679,203619,369275,197972,212846,GOV7AUZ2,71.96,49.7,11.93,0,35.46,77289,DBT
2017,GOVFF0TG,1,GOV5N8J5,GOVDEWP1,66.2,78942,136031,46811,200282,302371,45606,GOVWB2MS,16.67,6.38,56.88,1,61.91,390917,DBT
2022,GOV5UK51,1,GOVG43PK,GOVJ6H8T,3.97,273438,44916,465064,258518,63952,497164,GOVDXPQJ,30.48,1.04,96.96,1,52.64,210716,DBT
2016,GOVQM6RL,0,GOVROT86,GOVVQHSM,19.61,338272,386976,241000,443765,261486,10227,GOVWBNIZ,59.86,67.08,94.39,1,9.03,131951,PFMS
2022,GOVI52RC,0,GOVP7TRY,GOV6723M,17.84,332808,390772,474618,212845,338230,236497,GOVMABK8,51.46,33.61,81.47,1,27.73,467153,CPGRAMS
2018,GOVFIVF2,0,GOVQ9U9D,GOV1Z7TC,96.72,342890,325101,406059,299848,70857,220651,GOVPIVSE,14.12,91.62,86.16,0,47.15,405736,DBT
2023,GOV628O4,1,GOVRKM6K,GOVOJMNS,60.34,98812,114089,317402,495263,300777,125953,GOVFIORY,59.47,43.84,91.06,0,56.75,167730,PFMS
2019,GOV7UYYX,0,GOV2H2EA,GOV4JDTX,7.87,280283,9898,273059,8104,167002,10119,GOVJG11K,91.9,99.13,96.6,1,93.54,396394,GeM
2014,GOV9NJBJ,0,GOVY6LB9,GOVATVDB,34.72,37068,233908,490730,242015,124109,264699,GOV3FSVI,66.79,94.46,98.59,1,52.34,376949,PFMS
2014,GOV1J15V,0,GOV36GYE,GOV3AYZU,79.9,270165,152807,433172,291517,66438,44818,GOVZU1UQ,63.97,51.6,26.31,0,16.93,265745,eProcure
2012,GOV5HD1G,1,GOVWP39A,GOV12XSQ,1.74,188876,398265,352244,444143,158857,466216,GOVUJOUH,76.62,74.57,85.27,0,24.51,394471,CPGRAMS
2021,GOVMAXPA,0,GOVFONRF,GOVL0CKN,88.04,139173,47601,334494,163983,82159,146277,GOVUIORY,26.87,60.16,17.24,1,64.03,287792,CAG
2010,GOVVGRDJ,0,GOVXUAZ1,GOVJMGX8,79.23,483321,345123,42142,381515,258448,298677,GOVKVHR4,43.33,13.3,27.69,0,77.38,390161,GeM
2018,GOVXLP0U,1,GOVS0SQW,GOVVNVWC,85.04,165738,468035,34102,266438,389017,371254,GOV2BYNU,96.85,7.49,47.7,1,37.16,94589,DBT
2022,GOV976T9,0,GOVSOSAT,GOVGNOKS,32.95,487493,120515,405063,319695,181103,162642,GOVVY8K2,18.71,58.04,66.64,0,49.03,207966,IFMIS
2013,GOVXSDNP,1,GOV8UF2E,GOV3L2QE,36.52,302340,209171,83600,107301,479822,282689,GOVSVR2V,30.17,98.49,69.88,0,33.07,127625,IFMIS
2017,GOVM5C9S,1,GOVRWKRL,GOVDNT4B,69.33,404670,359835,326417,450728,476846,259253,GOVDT3LH,93.8,98.73,65.2,0,14.4,107081,CAG
2013,GOVO32PG,1,GOVUPR0S,GOVE99GG,17.15,183940,181723,480984,249539,258086,163181,GOV15SC5,77.4,11.17,84.51,0,35.4,141186,CPGRAMS
2026,GOV9LGEE,0,GOVG3SM7,GOVEXCW5,97.69,70524,6702,221044,13426,137247,301187,GOV10XEI,83.89,66.26,94.47,1,72.48,190123,CAG
2019,GOVNJDHR,1,GOVUQZVE,GOVYNSXE,94.88,329188,418249,47940,391138,223064,343452,GOVCPDAM,26.98,81.05,95.56,1,44.02,344658,PFMS
2019,GOV7OW4C,1,GOV7K1KZ,GOVMA6EU,39.93,439583,112840,130104,84106,49804,170010,GOV3N2LI,74.93,38.95,68.87,0,40.28,267233,DBT
2013,GOVAE7RU,0,GOVB11MT,GOVTF4CQ,24.23,216276,430588,190533,256577,305067,198045,GOVSQOEV,59.79,63.72,1.9,1,26.75,298388,IFMIS
2013,GOVM01SY,0,GOVTW5TN,GOVNQAVH,10.36,193474,429535,128303,392039,225393,270402,GOVXCN1M,70.14,90.88,34.34,1,85.84,419018,CPGRAMS
2011,GOVQ3URS,0,GOVK03US,GOV9BCK4,54.12,305129,300592,62314,278710,306010,57623,GOV4SUVS,61.93,35.0,8.43,0,12.68,107119,CPGRAMS
2018,GOVX15WK,0,GOVL2XWQ,GOVAK5CW,88.19,116986,183117,427187,91281,400000,27264,GOV3USA7,16.61,44.9,83.78,0,26.37,24673,GeM
2024,GOVPZDNT,1,GOVN1LCA,GOVT6LPN,49.83,349540,499562,206534,168228,372902,237096,GOVO5EKO,39.97,44.15,84.58,1,89.61,136704,PFMS
2020,GOVT4JZK,1,GOVG17FC,GOV2I0AA,65.87,40494,219738,464893,486089,495175,396922,GOVF1VPA,36.12,5.13,42.71,1,76.9,62589,IFMIS
2025,GOVWP27T,1,GOVOWDFP,GOV2454V,54.4,51560,391510,226268,92789,442736,113047,GOV5SHE7,10.29,56.46,16.07,0,94.18,197639,CPGRAMS
2019,GOV29Y3I,1,GOVCFK23,GOVE41OR,11.41,369111,106687,52867,284979,359809,338514,GOVKUPEL,87.89,64.06,74.61,0,95.75,271948,IFMIS
2012,GOVOVIXC,0,GOV8XDEK,GOVZQQ1J,76.4,222880,436313,245597,184689,373660,471924,GOVF97Y3,2.25,43.58,72.38,0,84.36,162773,PFMS
