tax_property_assessment_year,tax_property_parcel_geocode,tax_property_property_class_code,tax_property_assessed_value_total,tax_property_market_value_estimate,tax_property_tax_rate_millage,tax_property_tax_bill_amount_inr,tax_property_homestead_exemption_flag,tax_property_senior_exemption_flag,tax_property_disabled_exemption_flag,tax_property_appeal_filed_flag,tax_property_appeal_outcome_code,tax_property_assessment_ratio,tax_property_equalization_factor,tax_property_delinquency_rate_pct,tax_property_foreclosure_initiation_flag,tax_property_tax_increment_district_flag,tax_property_school_levy_share_pct,tax_property_municipal_levy_share_pct,tax_property_payment_plan_enrolled_flag
2019,628320131562,RES,5653738,7410417,3.13,19307,0,0,0,0,NA,0.763,1.091,6.69,0,1,0.42,0.58,0
2018,778177867491,RES,18984587,21256933,3.2,70714,1,0,0,0,NA,0.893,1.164,2.28,0,0,0.63,0.37,0
2018,574702437217,MIX,4050431,4921774,2.82,11959,1,0,0,0,NA,0.823,1.047,4.27,0,0,0.3,0.7,1
2022,657058529409,COM,14770372,16958761,6.75,89431,0,0,0,0,NA,0.871,0.897,2.27,0,1,0.25,0.75,0
2023,995894817095,AGR,843154,1092456,2.21,2128,0,0,0,0,NA,0.772,1.142,2.31,0,0,0.67,0.33,0
2019,300440357666,RES,22509657,24639860,24.88,493395,0,0,0,0,NA,0.914,0.881,7.66,0,0,0.57,0.43,0
2025,669256666763,IND,16127529,22834272,18.21,281935,1,1,0,0,NA,0.706,0.96,8.63,0,0,0.58,0.42,0
2019,809049165952,RES,9086402,11534337,13.1,125936,0,1,0,0,NA,0.788,1.058,3.01,0,0,0.74,0.26,0
2019,232863871566,RES,12205490,15576192,8.21,103414,0,0,0,0,NA,0.784,1.032,1.54,0,0,0.67,0.33,0
2022,928785172227,RES,13303192,21724679,22.3,323064,1,0,0,0,NA,0.612,1.089,0.93,0,1,0.38,0.62,0
2023,362796357199,RES,916325,1041238,8.46,8163,0,0,0,0,NA,0.88,1.053,2.74,0,0,0.67,0.33,0
2021,792873282969,RES,19503340,21389904,24.43,499813,0,0,0,0,NA,0.912,1.049,5.67,0,0,0.58,0.42,0
2022,661863746932,RES,2299318,3043928,15.17,36729,1,1,0,0,NA,0.755,1.053,3.1,0,0,0.7,0.3,1
2025,594713333622,COM,6536223,8825181,8.29,52289,0,0,0,0,NA,0.741,0.965,8.5,0,0,0.68,0.32,1
2023,934418784286,RES,1635900,2113602,3.1,5928,0,0,0,1,UPHELD,0.774,1.169,1.04,0,0,0.39,0.61,0
2023,483600679708,RES,18104243,20219558,17.89,308986,1,0,0,0,NA,0.895,0.954,4.05,0,0,0.66,0.34,1
2019,515233022904,COM,8660023,14373416,4.38,38272,0,0,0,0,NA,0.603,1.009,6.09,0,0,0.49,0.51,0
2021,578290164437,MIX,3529986,5789723,9.27,38188,0,0,0,0,NA,0.61,1.167,3.58,0,0,0.32,0.68,0
2019,909159478070,IND,13849692,20530459,24.66,301916,0,0,0,0,NA,0.675,0.884,6.4,0,1,0.65,0.35,0
2022,985195808548,RES,9504519,10015052,2.39,23420,1,1,0,0,NA,0.949,1.031,4.07,0,0,0.48,0.52,0
2024,955055212242,MIX,18865752,27106839,4.25,74006,0,0,0,0,NA,0.696,0.923,6.95,0,0,0.49,0.51,0
2023,864145647711,RES,14038920,17533476,11.37,178618,1,0,1,0,NA,0.801,1.119,2.48,0,0,0.59,0.41,0
2024,533952698756,RES,16936278,19115382,2.72,46159,0,0,0,0,NA,0.886,1.002,7.83,0,0,0.25,0.75,0
2018,354533260349,RES,10724605,13869712,16.01,200890,0,0,0,0,NA,0.773,1.17,1.59,0,0,0.72,0.28,1
2025,952213550468,RES,14815166,25343716,21.23,308550,0,0,0,0,NA,0.585,0.981,2.13,0,0,0.38,0.62,0
2025,233331549046,AGR,15379742,18766323,12.32,223206,0,0,0,0,NA,0.82,1.178,2.21,0,0,0.59,0.41,0
2019,133646323645,AGR,11824976,16266999,14.44,170411,0,0,1,0,NA,0.727,0.998,0.68,0,1,0.31,0.69,1
2023,578352485014,RES,18572813,23704700,13.5,300629,1,0,0,0,NA,0.784,1.199,3.21,0,0,0.66,0.34,0
2022,641772055061,RES,18352367,22217401,10.52,182255,1,0,0,0,NA,0.826,0.944,7.23,0,0,0.31,0.69,1
2019,712298968762,RES,13451493,21020827,23.34,323063,1,0,0,0,NA,0.64,1.029,6.27,0,0,0.29,0.71,1
2021,467646546523,RES,4569769,7937855,2.74,13222,1,0,0,0,NA,0.576,1.056,8.6,0,0,0.63,0.37,0
2020,850165426919,RES,6478460,7045644,20.4,148681,0,0,0,0,NA,0.919,1.125,4.09,0,0,0.31,0.69,1
2024,711820567137,RES,402046,473957,19.31,6871,0,0,0,1,REDUCED,0.848,0.885,4.58,0,0,0.42,0.58,0
2018,861190830600,COM,7811039,9397169,12.5,107304,0,0,0,0,NA,0.831,1.099,1.33,0,0,0.31,0.69,0
2022,873980188272,IND,11722409,15131571,20.25,232631,0,0,0,0,NA,0.775,0.98,2.07,0,1,0.34,0.66,1
2023,899166432172,RES,12713062,16782127,1.74,21789,0,0,0,0,NA,0.758,0.985,8.23,0,0,0.39,0.61,0
2019,634477339404,COM,7058658,8248391,8.6,54391,0,0,0,0,NA,0.856,0.896,8.98,0,0,0.38,0.62,1
2024,188958415021,RES,15785139,27973269,23.02,332850,0,0,0,0,NA,0.564,0.916,6.22,0,0,0.73,0.27,0
2020,288238531237,RES,19349340,22885049,20.75,430005,0,0,0,0,NA,0.846,1.071,2.85,0,0,0.51,0.49,0
2021,269098562394,RES,1226200,1327868,23.83,25159,1,0,1,0,NA,0.923,0.861,7.81,0,0,0.43,0.57,0
2022,538408816432,COM,8126037,9357663,17.25,119428,0,0,0,0,NA,0.868,0.852,6.01,0,0,0.65,0.35,0
2024,245526358013,COM,12777777,13637255,4.2,62736,0,0,0,0,NA,0.937,1.169,2.2,0,0,0.34,0.66,0
2022,379560517157,RES,7357852,9946184,24.05,150413,1,0,0,0,NA,0.74,0.85,4.25,0,0,0.56,0.44,0
2024,302136477078,RES,3252295,3612960,12.25,35777,1,0,0,0,NA,0.9,0.898,4.37,0,0,0.64,0.36,0
2024,807445196070,AGR,7788404,9421518,24.85,198380,1,1,0,0,NA,0.827,1.025,8.58,0,0,0.57,0.43,0
2024,706651168495,RES,4836300,5441406,16.29,73032,1,0,0,1,PENDING,0.889,0.927,0.02,0,0,0.64,0.36,1
2025,838385994876,MIX,12625938,22101385,19.98,250248,0,0,0,0,NA,0.571,0.992,0.35,0,0,0.66,0.34,0
2024,112545393635,AGR,11462729,20821339,7.14,87655,0,0,0,0,NA,0.551,1.071,0.83,0,0,0.57,0.43,0
2021,731096923224,MIX,4344593,5047970,9.83,40401,1,0,0,0,NA,0.861,0.946,7.58,0,0,0.33,0.67,0
2019,110066998417,RES,12716546,16576543,1.05,11857,0,0,0,0,NA,0.767,0.888,1.41,0,1,0.63,0.37,0
2021,435536373619,AGR,4209140,7138311,19.62,74986,0,0,0,0,NA,0.59,0.908,1.96,0,0,0.72,0.28,0
2025,101061940989,COM,11309087,18144834,9.82,99061,0,0,0,0,NA,0.623,0.892,2.78,0,0,0.65,0.35,0
2022,797334709746,RES,11953495,19549093,2.55,31335,1,0,0,1,UPHELD,0.611,1.028,2.18,0,0,0.52,0.48,1
2022,313730407281,COM,2806875,4412088,2.77,6881,0,1,0,0,NA,0.636,0.885,8.16,0,1,0.4,0.6,0
2023,631541575609,IND,9807760,10350855,8.3,80346,0,0,0,0,NA,0.948,0.987,8.74,0,0,0.26,0.74,1
2019,157554273167,RES,1012845,1324652,24.59,22540,1,0,0,0,NA,0.765,0.905,3.24,0,0,0.47,0.53,1
2020,112926828602,IND,22305321,23697827,1.31,34976,1,0,0,0,NA,0.941,1.197,5.12,0,0,0.64,0.36,0
2024,946674517959,AGR,6795662,10803192,12.11,94475,0,0,0,0,NA,0.629,1.148,2.65,0,0,0.48,0.52,0
2022,926975187689,RES,3776106,5114554,18.83,80134,0,1,0,0,NA,0.738,1.127,8.62,0,0,0.38,0.62,1
2025,319003719842,COM,16533779,21786792,8.41,152954,1,0,0,0,NA,0.759,1.1,3.18,0,0,0.66,0.34,1
2019,959252159508,IND,8311420,9465766,10.44,102477,0,0,0,0,NA,0.878,1.181,8.46,0,1,0.63,0.37,0
2022,193887675011,RES,1103599,1973428,9.17,9493,0,0,0,0,NA,0.559,0.938,1.4,0,0,0.63,0.37,0
2021,265507266312,IND,11177075,15357238,2.17,28426,1,1,0,0,NA,0.728,1.172,2.82,0,0,0.75,0.25,0
2022,506213919985,RES,4645240,7257665,2.07,9721,0,0,0,0,NA,0.64,1.011,0.37,0,0,0.66,0.34,0
2022,672741183578,COM,13042600,15027775,19.77,229746,0,0,0,0,NA,0.868,0.891,4.23,0,0,0.62,0.38,1
2022,419753632762,RES,3852347,5292228,20.59,83127,1,0,0,0,NA,0.728,1.048,0.2,0,0,0.28,0.72,0
2021,499733861076,MIX,3414684,6200020,8.13,31009,1,0,1,0,NA,0.551,1.117,1.41,0,1,0.72,0.28,1
2024,205900465332,MIX,10215183,17470819,24.62,278408,1,0,0,0,NA,0.585,1.107,3.38,0,0,0.51,0.49,0
2022,962983821195,RES,10116756,16372753,2.85,28689,0,0,0,0,NA,0.618,0.995,8.4,0,1,0.68,0.32,0
2020,217106275406,COM,14719192,26372765,16.94,250590,0,0,0,0,NA,0.558,1.005,1.89,0,0,0.68,0.32,1
2020,158103593083,RES,14288774,21030443,8.88,137669,0,0,1,0,NA,0.679,1.085,0.62,0,0,0.35,0.65,0
2022,233961571237,MIX,14036474,15384870,12.13,166006,1,0,0,0,NA,0.912,0.975,6.79,0,0,0.31,0.69,0
2025,296124623244,MIX,15570637,19305174,9.96,176330,0,1,1,0,NA,0.807,1.137,6.04,0,0,0.59,0.41,0
2019,187239059359,RES,13904390,21536130,1.95,26897,0,0,0,0,NA,0.646,0.992,8.33,0,0,0.44,0.56,0
2023,357476931313,RES,11196317,19025163,21.45,221909,0,0,0,0,NA,0.589,0.924,7.63,0,1,0.67,0.33,0
2018,148846723793,COM,7543596,11481344,20.1,132976,0,0,0,0,NA,0.657,0.877,8.32,0,0,0.43,0.57,0
2019,283676083518,IND,20088421,23156965,2.45,44590,0,1,0,0,NA,0.867,0.906,6.71,0,1,0.46,0.54,0
2023,291746104412,MIX,18422889,29611163,17.23,332663,0,0,0,0,NA,0.622,1.048,7.86,0,0,0.61,0.39,0
2024,109542729634,RES,7557017,8922857,9.32,62966,0,0,0,0,NA,0.847,0.894,6.59,0,0,0.62,0.38,0
2022,180582757913,RES,10133472,11540257,5.42,54154,1,0,0,0,NA,0.878,0.986,4.99,0,0,0.42,0.58,0
2021,712748873808,RES,6934660,8342683,6.71,46857,0,0,0,0,NA,0.831,1.007,0.65,0,0,0.55,0.45,0
2018,796901628168,RES,736489,968037,3.22,2115,1,0,0,0,NA,0.761,0.892,4.3,0,0,0.56,0.44,0
2020,308785626999,RES,7259368,11165666,4.56,33930,0,0,0,0,NA,0.65,1.025,6.57,0,0,0.4,0.6,0
2020,735894306835,AGR,20833731,25732876,12.28,284492,1,0,0,0,NA,0.81,1.112,4.08,0,0,0.28,0.72,0
2024,466432462733,RES,13670213,17853091,20.73,309455,1,0,0,0,NA,0.766,1.092,8.16,0,0,0.48,0.52,0
2020,405445468343,COM,15290903,27565764,14.04,191284,1,1,0,0,NA,0.555,0.891,8.35,0,0,0.4,0.6,0
2022,728859348136,IND,14703439,15618285,14.04,203959,0,0,0,0,NA,0.941,0.988,3.41,0,1,0.35,0.65,0
2021,839745587927,RES,14288958,16755965,20.41,269473,0,0,0,0,NA,0.853,0.924,5.15,0,0,0.34,0.66,1
2018,631422255448,RES,751207,1334277,21.77,14032,1,1,0,1,UPHELD,0.563,0.858,2.56,0,0,0.41,0.59,0
2025,563125151974,MIX,17072739,23977045,16.03,304601,0,0,0,0,NA,0.712,1.113,5.1,0,0,0.41,0.59,0
2023,517235385387,IND,7351158,9276058,12.04,100899,0,0,0,0,NA,0.792,1.14,1.36,0,0,0.44,0.56,0
2023,379742658322,IND,3527428,3928917,6.58,21934,1,0,0,0,NA,0.898,0.945,6.12,0,0,0.68,0.32,1
2019,813868608064,RES,12157538,15220536,4.02,45697,0,1,0,0,NA,0.799,0.935,8.99,0,0,0.58,0.42,0
2023,778619904101,RES,15794566,25114678,16.01,242503,0,0,0,0,NA,0.629,0.959,2.84,0,1,0.58,0.42,1
2023,795061861704,MIX,4939203,6091465,21.96,117251,1,0,0,0,NA,0.811,1.081,0.84,0,1,0.62,0.38,1
2021,889436705616,RES,4188636,5559952,22.08,109872,1,0,0,0,NA,0.753,1.188,0.12,0,0,0.56,0.44,0
2022,927457429847,RES,11603991,15996072,11.16,137659,1,0,0,0,NA,0.725,1.063,5.38,0,1,0.37,0.63,0
2019,919579446524,AGR,21998981,27569705,4.92,129666,0,0,0,0,NA,0.798,1.198,7.12,0,0,0.53,0.47,0
2020,751119754428,RES,14320143,15770948,22.79,321134,0,0,0,0,NA,0.908,0.984,0.84,0,0,0.65,0.35,1
2024,424818075591,RES,2808263,4869051,14.95,36987,1,0,0,0,NA,0.577,0.881,4.61,0,1,0.65,0.35,0
2025,732682095559,RES,1001868,1413857,9.83,10489,0,0,0,0,NA,0.709,1.065,5.46,0,0,0.63,0.37,0
2021,920399085406,RES,15922107,20640825,3.9,59488,0,0,0,0,NA,0.771,0.958,6.81,0,0,0.54,0.46,0
2019,240557937803,IND,2804245,3659659,15.88,49742,1,0,0,0,NA,0.766,1.117,6.11,0,0,0.41,0.59,0
2021,179461049515,RES,19273684,21962901,7.35,136278,1,1,0,0,NA,0.878,0.962,7.7,0,1,0.7,0.3,1
2020,669440997192,RES,9849211,12416301,17.19,173202,0,1,0,0,NA,0.793,1.023,7.98,0,0,0.73,0.27,0
2021,586776945075,RES,15339436,26548969,19.15,292869,0,0,0,0,NA,0.578,0.997,2.35,0,1,0.74,0.26,0
2020,348504740364,MIX,17298126,24234544,6.69,128686,1,0,0,0,NA,0.714,1.112,2.68,0,0,0.26,0.74,0
2024,418845865207,RES,5545603,7258160,8.61,55340,0,0,0,0,NA,0.764,1.159,0.58,0,0,0.6,0.4,0
2022,304973643236,IND,12810153,16381634,12.35,143492,0,0,0,0,NA,0.782,0.907,8.78,0,0,0.44,0.56,0
2020,713624005203,MIX,3114130,4536254,13.84,51633,0,0,0,0,NA,0.686,1.198,6.24,0,0,0.49,0.51,0
2020,790973369695,RES,17485227,20159663,18.01,339157,0,0,0,0,NA,0.867,1.077,8.67,0,0,0.27,0.73,1
2018,282371615849,RES,1666488,1895891,2.69,5043,1,1,0,0,NA,0.879,1.125,0.16,0,1,0.58,0.42,0
2020,486711318866,RES,4439390,5149637,18.84,75442,1,0,0,0,NA,0.862,0.902,3.69,0,0,0.72,0.28,0
2023,221612685766,RES,15751761,19622547,23.04,345863,0,0,0,0,NA,0.803,0.953,8.92,0,0,0.27,0.73,1
2023,150055531898,MIX,6949793,9783325,16.48,137210,1,0,0,0,NA,0.71,1.198,5.14,0,0,0.46,0.54,1
2018,153819043596,AGR,7860043,9114495,8.32,65396,1,0,1,0,NA,0.862,1.0,6.5,0,1,0.28,0.72,1
2025,462544777894,COM,18613292,27903295,18.58,309868,0,0,0,0,NA,0.667,0.896,8.14,0,0,0.69,0.31,0
2022,824314561015,MIX,9266888,13743274,8.65,76551,0,0,0,0,NA,0.674,0.955,3.01,0,0,0.63,0.37,0
2021,405182694382,RES,14118241,22281507,2.81,46932,0,0,1,0,NA,0.634,1.183,2.98,0,0,0.42,0.58,0
2021,720074480888,MIX,8559820,9203513,6.63,51814,1,0,0,0,NA,0.93,0.913,8.02,0,0,0.53,0.47,0
2023,604632977933,RES,21394539,26875249,18.74,429801,1,0,0,0,NA,0.796,1.072,6.04,0,1,0.45,0.55,0
2022,464104030241,IND,15369023,25968888,9.85,162739,1,0,0,0,NA,0.592,1.075,3.57,0,0,0.73,0.27,0
2023,252025435400,RES,17686852,18664031,23.76,415197,1,0,0,0,NA,0.948,0.988,0.71,0,0,0.33,0.67,0
2018,263335515454,RES,13274038,14347291,20.26,286413,1,0,0,0,NA,0.925,1.065,6.27,0,0,0.49,0.51,1
2023,681198949417,RES,4757338,6868701,5.19,25357,0,1,1,0,NA,0.693,1.027,6.92,0,1,0.54,0.46,1
2019,394099371241,IND,7269719,10387894,20.69,178688,0,0,0,0,NA,0.7,1.188,0.62,0,0,0.31,0.69,0
2024,721068593891,RES,13738652,23441265,24.36,373830,0,0,0,0,NA,0.586,1.117,4.03,0,0,0.65,0.35,0
2021,646165002550,IND,9620751,11019634,20.51,226131,1,0,1,0,NA,0.873,1.146,2.57,0,0,0.28,0.72,0
2023,703923601286,MIX,11604476,15840196,18.89,191588,0,0,0,0,NA,0.733,0.874,6.42,0,0,0.29,0.71,0
2018,716713370221,RES,9872434,12692121,5.27,51716,0,0,0,0,NA,0.778,0.994,8.7,0,0,0.51,0.49,1
2025,501451206269,RES,8879475,11248203,4.38,40448,0,0,0,0,NA,0.789,1.04,1.95,0,0,0.39,0.61,0
2019,467022899176,IND,22277120,24636846,12.43,281612,0,0,0,0,NA,0.904,1.017,1.71,0,0,0.28,0.72,1
2025,679836938145,RES,21795970,23469385,7.42,161403,1,0,0,1,REDUCED,0.929,0.998,1.07,0,0,0.32,0.68,0
2022,950099084472,RES,2867464,3592697,8.07,27352,0,0,0,0,NA,0.798,1.182,8.05,0,1,0.68,0.32,0
2022,635106267504,RES,9661703,17469798,3.08,32407,0,0,0,0,NA,0.553,1.089,5.56,0,0,0.68,0.32,0
2022,872517441141,COM,13621851,17293057,10.36,157634,1,0,0,1,UPHELD,0.788,1.117,4.69,0,0,0.58,0.42,0
2021,301402817647,RES,9193232,12156649,7.73,73906,0,0,0,0,NA,0.756,1.04,4.89,0,0,0.54,0.46,0
2022,175158941838,RES,10472323,17956646,22.69,252824,0,0,1,0,NA,0.583,1.064,4.3,0,0,0.26,0.74,0
2025,662815263324,RES,6899545,10724118,22.28,179393,0,1,0,0,NA,0.643,1.167,8.37,0,0,0.47,0.53,0
2020,435675846593,RES,4533467,5436784,21.38,111367,0,0,0,0,NA,0.834,1.149,6.44,0,0,0.72,0.28,0
2020,678006098014,RES,4003964,6302655,14.89,54134,1,0,0,0,NA,0.635,0.908,6.41,0,0,0.68,0.32,0
2025,227137838016,RES,6521670,7576324,13.78,96609,0,0,0,0,NA,0.861,1.075,0.7,0,0,0.63,0.37,0
2020,459743159535,RES,5199752,8238287,5.08,28792,0,0,0,0,NA,0.631,1.09,8.91,0,0,0.49,0.51,0
2024,892824310098,COM,7288102,9004437,3.88,24375,1,1,0,0,NA,0.809,0.862,4.49,0,0,0.54,0.46,1
2018,355497244332,RES,8632893,11402102,10.25,93885,1,0,0,0,NA,0.757,1.061,0.17,0,0,0.57,0.43,0
2019,972606676989,COM,22080789,24811055,7.86,197679,0,0,0,0,NA,0.89,1.139,7.15,0,0,0.69,0.31,0
2025,620428566194,RES,22055316,25538712,13.26,273152,0,0,0,0,NA,0.864,0.934,6.43,0,1,0.6,0.4,0
2021,802361470985,AGR,7350174,12984587,5.26,36922,0,0,0,0,NA,0.566,0.955,6.24,0,0,0.55,0.45,0
2024,415919620271,AGR,14376408,23104175,18.89,312849,0,0,0,1,UPHELD,0.622,1.152,3.52,0,0,0.73,0.27,0
2018,514794816909,RES,8227573,10162653,23.78,208956,1,0,0,0,NA,0.81,1.068,4.67,0,0,0.43,0.57,0
2019,481294701646,RES,8514547,9126684,4.38,44268,0,1,0,0,NA,0.933,1.187,6.41,0,0,0.43,0.57,0
2019,776026892380,RES,12546578,20703184,16.12,237038,0,1,1,0,NA,0.606,1.172,0.02,0,0,0.69,0.31,0
2021,239209376220,RES,20732390,29800006,18.82,335948,1,0,1,0,NA,0.696,0.861,2.69,0,0,0.65,0.35,0
2022,532250364814,RES,20416200,26409867,12.64,244384,0,0,0,0,NA,0.773,0.947,7.78,0,0,0.37,0.63,0
2019,138980664190,RES,23127015,24616586,17.72,375387,0,0,0,0,NA,0.939,0.916,1.57,0,0,0.56,0.44,1
2023,784354581482,COM,13783104,18415306,5.82,73800,1,0,0,0,NA,0.748,0.92,3.18,0,0,0.69,0.31,0
2025,141573922342,RES,20598191,24076359,16.49,374989,0,0,0,0,NA,0.856,1.104,0.76,0,0,0.57,0.43,0
2023,486676779322,RES,13183782,18010891,18.16,255937,1,0,0,0,NA,0.732,1.069,2.37,0,0,0.48,0.52,0
2018,389423243778,COM,6656898,9309004,18.46,132963,1,1,0,0,NA,0.715,1.082,4.11,0,1,0.43,0.57,0
2025,398764165776,RES,12505506,15271749,11.7,165774,0,0,0,0,NA,0.819,1.133,7.92,0,0,0.58,0.42,0
2018,204963387092,RES,8712197,10858413,9.5,74158,1,0,0,1,UPHELD,0.802,0.896,6.15,0,0,0.68,0.32,0
2022,769286664139,RES,7388141,12026228,3.78,27089,0,1,0,0,NA,0.614,0.97,5.15,0,0,0.49,0.51,0
2023,304558607525,COM,14885103,24640205,4.4,63988,1,0,0,0,NA,0.604,0.977,6.76,0,0,0.41,0.59,0
2022,551001161159,RES,9638619,10417531,20.01,172039,0,0,0,0,NA,0.925,0.892,5.24,0,1,0.32,0.68,0
2019,919263482211,MIX,3708752,4664803,20.62,87334,1,0,0,0,NA,0.795,1.142,0.79,0,0,0.33,0.67,0
2024,591884561401,AGR,3791489,6003290,23.46,101757,0,0,0,0,NA,0.632,1.144,5.29,0,1,0.44,0.56,1
2018,582511388136,RES,11170643,19825334,19.72,247821,1,0,0,1,REDUCED,0.563,1.125,7.07,0,0,0.61,0.39,1
2025,228439975998,AGR,10248988,11434701,22.21,204639,0,0,0,0,NA,0.896,0.899,7.16,0,0,0.63,0.37,1
2022,713682750198,RES,12215641,14016928,4.6,53888,0,0,0,0,NA,0.871,0.959,1.67,0,0,0.42,0.58,0
2019,374262715736,IND,11219375,15131816,3.95,41214,0,0,0,0,NA,0.741,0.93,5.7,0,0,0.37,0.63,0
2021,490909887366,RES,24425980,26685109,13.67,388997,0,0,1,0,NA,0.915,1.165,1.71,0,0,0.63,0.37,1
2018,491301254353,RES,8656130,13518450,23.66,211972,0,0,0,0,NA,0.64,1.035,0.83,0,1,0.73,0.27,1
2020,318277629758,IND,21013409,22358356,21.91,419428,0,0,0,0,NA,0.94,0.911,0.64,0,0,0.49,0.51,0
2020,151956171832,RES,20047270,25846982,1.55,28587,0,0,0,1,PENDING,0.776,0.92,4.78,0,0,0.42,0.58,0
2018,684019110420,RES,13162091,18867515,22.21,275960,1,0,0,0,NA,0.698,0.944,0.61,0,0,0.46,0.54,0
2021,860031105917,AGR,14449024,25306515,4.67,74090,1,0,0,0,NA,0.571,1.098,0.09,0,0,0.68,0.32,0
2018,191612495064,RES,15629155,26671644,23.03,372897,0,0,1,1,REDUCED,0.586,1.036,4.46,0,0,0.26,0.74,1
2020,423361757527,COM,1683186,2658441,15.37,29285,0,0,0,0,NA,0.633,1.132,7.86,0,1,0.31,0.69,0
2024,414800200319,AGR,19384217,26284047,14.2,290670,1,0,1,0,NA,0.737,1.056,7.57,0,0,0.33,0.67,1
2020,173124827837,RES,5180587,9257924,8.36,43959,0,0,0,1,INCREASED,0.56,1.015,4.1,0,1,0.72,0.28,0
2025,376749899548,RES,21118266,28353706,20.46,454116,1,0,0,0,NA,0.745,1.051,0.93,0,0,0.53,0.47,0
2019,487862243738,MIX,7549951,8180230,5.94,51170,0,0,0,0,NA,0.923,1.141,4.79,0,0,0.36,0.64,0
2020,838765785964,RES,3737648,4340899,15.39,63160,1,0,0,0,NA,0.861,1.098,1.37,0,1,0.53,0.47,0
2023,140441121529,COM,26653139,28100426,16.58,451631,1,0,0,0,NA,0.948,1.022,1.14,0,0,0.5,0.5,0
2024,522096542418,RES,13043125,15206137,5.54,81291,0,0,0,0,NA,0.858,1.125,1.24,0,0,0.48,0.52,0
2022,438439035847,RES,11022881,15165760,15.48,152547,0,0,0,0,NA,0.727,0.894,4.94,0,0,0.51,0.49,0
2024,970025843778,RES,14139427,21394315,16.23,195290,0,0,0,0,NA,0.661,0.851,1.96,0,1,0.73,0.27,0
2022,967987343844,AGR,24308944,25773338,10.33,270698,1,0,1,0,NA,0.943,1.078,3.79,0,1,0.29,0.71,0
2024,951031327383,COM,11136813,14379150,18.8,244756,1,0,0,0,NA,0.775,1.169,4.57,0,1,0.47,0.53,1
2022,411497222287,RES,20908528,29993584,15.84,307677,1,0,0,0,NA,0.697,0.929,8.72,0,0,0.43,0.57,1
2025,343945084523,IND,19734746,22456453,16.34,301828,0,0,0,0,NA,0.879,0.936,0.82,0,0,0.46,0.54,0
2018,207155089800,RES,15940034,17935422,9.93,183927,0,1,0,1,INCREASED,0.889,1.162,3.2,0,0,0.52,0.48,0
2025,908948816346,MIX,9862168,13156134,23.73,249007,1,1,0,0,NA,0.75,1.064,8.19,0,0,0.5,0.5,1
2019,359509557577,RES,20073165,27500012,3.84,85020,0,0,0,0,NA,0.73,1.103,3.57,0,1,0.61,0.39,0
2020,742627002556,MIX,3701995,4062635,22.4,84583,1,0,0,0,NA,0.911,1.02,5.14,0,0,0.64,0.36,0
2023,286443606113,AGR,19010617,27947955,20.96,472178,1,1,0,0,NA,0.68,1.185,7.3,0,1,0.64,0.36,0
2018,322570285268,MIX,14423114,15948679,6.6,101570,0,0,0,0,NA,0.904,1.067,6.65,0,1,0.49,0.51,1
2023,667903120476,RES,6003384,6821775,1.13,5936,0,0,0,0,NA,0.88,0.875,6.1,0,0,0.29,0.71,0
2021,678545307948,RES,1310615,2114461,21.77,24909,0,0,0,0,NA,0.62,0.873,1.84,0,0,0.7,0.3,0
2019,382443455033,IND,10171843,16771621,6.17,67153,0,0,0,0,NA,0.606,1.07,5.97,0,1,0.74,0.26,0
2023,488348073849,RES,14883670,25084411,4.07,59244,0,0,0,0,NA,0.593,0.978,7.05,0,1,0.45,0.55,0
2023,522052662282,IND,15855678,17447175,19.59,282968,0,0,0,0,NA,0.909,0.911,3.68,0,0,0.56,0.44,0
2020,994784362960,RES,1464213,1785978,16.01,22598,1,0,0,0,NA,0.82,0.964,8.09,0,0,0.62,0.38,0
2023,682872801404,RES,11495641,17448430,16.01,218830,1,0,0,0,NA,0.659,1.189,5.09,0,0,0.33,0.67,0
2022,387354809065,RES,21044010,27887810,7.0,139059,0,1,0,0,NA,0.755,0.944,7.08,0,1,0.49,0.51,0
2020,226331948080,AGR,4615573,6749926,24.01,126113,0,1,0,0,NA,0.684,1.138,0.98,0,0,0.7,0.3,1
2020,911915267859,RES,6149394,6647929,22.16,132046,0,0,0,0,NA,0.925,0.969,1.65,0,0,0.32,0.68,0
2023,273363441447,RES,16586304,24778247,3.14,46248,0,1,0,0,NA,0.669,0.888,7.77,0,0,0.53,0.47,0
2021,997039477948,IND,12381598,19652556,23.97,279870,0,0,0,0,NA,0.63,0.943,0.42,0,0,0.38,0.62,0
2021,376803384221,AGR,6991624,9503109,9.01,59341,0,0,0,0,NA,0.736,0.942,0.56,0,0,0.58,0.42,0
2021,483383291003,RES,13906347,25266719,24.14,395454,0,0,0,0,NA,0.55,1.178,8.52,0,0,0.43,0.57,0
2021,658983841841,RES,15762973,17698768,11.34,160519,0,0,0,1,PENDING,0.891,0.898,0.35,0,0,0.34,0.66,0
2024,615105142277,RES,21878019,27080094,11.63,241210,1,0,0,0,NA,0.808,0.948,5.35,0,1,0.45,0.55,0
2023,190048430731,AGR,22339395,27091738,5.65,130383,0,0,0,0,NA,0.825,1.033,4.81,0,0,0.55,0.45,0
2024,297125417421,RES,9661647,14248804,6.4,56950,0,0,0,0,NA,0.678,0.921,5.04,0,0,0.34,0.66,0
2023,824551228992,RES,1315510,1724709,6.6,8569,0,0,0,0,NA,0.763,0.987,5.79,0,0,0.36,0.64,1
