biz_demog_reference_year,biz_demog_country_iso2,biz_demog_region_nuts_code,biz_demog_nace_section,biz_demog_enterprise_size_class,biz_demog_enterprises_active_count,biz_demog_births_count,biz_demog_deaths_count,biz_demog_survival_rate_1y_pct,biz_demog_survival_rate_3y_pct,biz_demog_employment_total,biz_demog_turnover_total_eur,biz_demog_value_added_total_eur,biz_demog_high_growth_enterprise_count,biz_demog_scaleup_count,biz_demog_business_register_source,biz_demog_missing_data_flag,biz_demog_data_revision_round,biz_demog_eurostat_table_code,biz_demog_data_extract_date
2020,DE,EE53,I,SMALL,771,32,103,66.55,47.64,2177,465185501.16,171914098.51,8,2,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2025-08-07
2021,LU,NL6,N,MICRO,1234,46,72,59.73,43.32,10623,2287687810.71,662665670.74,12,5,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-06-01
2022,SI,CY182,S,LARGE,1156,38,105,64.71,54.47,12058,3400367071.6,1491462731.75,10,3,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2026-02-15
2023,CY,LU231,C,MEDIUM,1249,44,68,66.31,49.05,13690,2243072868.37,1142428150.92,10,3,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-07-05
2024,GR,HU46,H,SMALL,892,42,118,82.0,57.99,3730,611439741.95,272782136.04,8,1,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-12-20
2025,MT,BG29,M,MICRO,815,93,49,56.89,36.98,7951,2042134098.08,758954325.61,14,8,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2024-10-30
2026,ES,CZ314,R,LARGE,1100,165,86,89.53,67.42,13921,2232513120.92,592085816.62,2,0,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2025-04-28
2010,CZ,IE22,B,MEDIUM,847,55,46,85.6,68.6,2558,206993278.53,55515445.29,10,5,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2024-08-05
2011,HU,FI976,G,SMALL,1221,53,145,87.05,74.15,16092,1469393103.23,583171989.03,4,1,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-02-27
2012,NL,HR60,L,MICRO,1209,82,65,64.45,50.96,13659,1644738439.59,349379786.6,6,1,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2025-05-10
2013,SE,AT39,Q,LARGE,1117,150,92,92.06,62.36,4810,545850742.94,182778870.06,4,0,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-03-03
2014,DK,NL867,A,MEDIUM,718,23,34,79.02,53.94,2498,155118290.44,37400628.59,14,3,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2025-06-21
2015,IE,CY6,F,SMALL,1205,168,30,69.95,59.84,19586,1557168931.84,436119274.57,13,3,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-07-19
2016,PL,IE50,K,MICRO,1297,179,26,60.79,39.53,15504,3709181804.61,701032258.67,12,3,MIXED_SOURCE,1,FLASH,bd_9bd_sz_cl_r2d,2025-12-06
2017,AT,FR957,P,LARGE,1034,62,103,86.22,75.41,16586,1295094035.9,269796705.09,17,2,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-01-27
2018,EE,IE361,U,MEDIUM,1140,42,35,84.82,67.38,18243,2236370917.09,1150791987.45,15,2,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-12-17
2019,IT,CY16,E,SMALL,923,79,106,89.15,63.89,9150,1252103475.46,585731592.07,6,1,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-04-07
2020,PT,CZ658,J,MICRO,938,56,38,76.89,65.62,3247,808011105.22,397040669.06,14,5,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2026-02-02
2021,BE,RO11,O,LARGE,872,72,36,55.54,21.79,6835,1036285033.47,469291311.92,17,9,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-06-18
2022,FI,PT732,T,MEDIUM,1011,79,66,63.39,43.06,6611,785139897.85,175217850.89,20,5,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2024-04-02
2023,LV,DK566,D,SMALL,1325,122,35,94.08,67.43,21272,4136342155.0,1623338149.13,11,4,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2024-09-08
2024,RO,CY27,I,MICRO,875,39,113,67.93,55.44,9053,2492742087.4,797173961.61,9,3,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-07-16
2025,BG,DK56,N,LARGE,1003,110,42,79.58,65.06,13792,1055346957.09,543589393.78,15,2,VAT_REGISTER,1,FIRST,bd_9bd_sz_cl_r2e,2024-08-20
2026,FR,LU19,S,MEDIUM,1025,59,49,79.81,58.97,2259,420622151.2,145918974.78,7,3,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-07-09
2010,LT,DK1,C,SMALL,923,101,70,85.71,55.47,11609,3648181616.57,1602024094.76,2,0,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2025-11-04
2011,SK,BG67,H,MICRO,1307,73,81,90.14,78.99,4632,452003582.21,101052300.1,18,5,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-05-16
2012,HR,EE98,M,LARGE,1176,129,125,68.67,44.63,13098,3291551010.99,1241054434.88,11,3,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2025-10-29
2013,DE,FR715,R,MEDIUM,951,105,65,69.92,44.77,4645,1120638859.36,518611628.89,8,2,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-08-21
2014,LU,HU918,B,SMALL,1178,43,57,64.06,49.6,14022,3434088792.28,1570929127.6,22,7,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-12-31
2015,SI,HU21,G,MICRO,1031,158,128,64.0,55.09,16432,3599653046.94,674554048.28,7,3,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-09-13
2016,CY,CZ86,L,LARGE,1296,141,158,65.5,45.49,4992,1314934013.66,259819981.42,7,2,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-10-20
2017,GR,PT90,Q,MEDIUM,826,25,110,86.45,60.58,14057,1329291897.07,356334963.15,6,1,EU_BUSINESS_REGISTER_NETWORK,1,SECOND,bd_9bd_sz_cl_r2f,2025-01-08
2018,MT,LV72,A,SMALL,819,79,19,64.99,48.74,6060,770416414.48,320166488.73,14,3,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-05-11
2019,ES,SE500,F,MICRO,1123,162,79,61.24,28.65,17651,1091920279.66,309592150.23,4,1,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-10-28
2020,CZ,EE9,K,LARGE,1253,54,91,78.16,66.42,5749,797834851.68,281745168.36,8,3,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-05-20
2021,HU,CZ544,P,MEDIUM,932,62,113,80.52,52.62,13868,1580287161.56,738342684.4,3,1,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2024-03-17
2022,NL,BG8,U,SMALL,1337,201,95,92.52,71.85,23080,1608114036.78,413001379.58,12,5,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2025-03-25
2023,SE,SK82,E,MICRO,1153,174,29,89.21,80.69,13674,1598898926.24,295053907.85,18,4,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-12-08
2024,DK,PL75,J,LARGE,1253,126,49,55.75,39.39,9922,2971891753.6,973769283.99,5,0,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2026-01-05
2025,IE,IE341,O,MEDIUM,947,121,87,87.76,68.16,4070,1024496053.36,306152276.69,9,1,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2025-06-12
2026,PL,SE7,T,SMALL,1164,69,121,90.13,59.27,16538,2713109408.69,1114959361.22,16,2,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2026-02-18
2010,AT,MT4,D,MICRO,1190,129,96,67.12,50.18,5276,590572254.91,232196048.29,14,7,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2025-12-03
2011,EE,AT15,I,LARGE,927,67,53,90.8,71.91,14943,1993087104.28,596913009.46,5,2,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2026-01-27
2012,IT,HR7,N,MEDIUM,892,32,84,75.98,64.74,7164,2123807453.19,754268376.22,9,4,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-04-17
2013,PT,PT82,S,SMALL,1013,140,125,60.26,30.44,3032,378776661.68,130797309.51,16,7,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2026-02-20
2014,BE,IE820,C,MICRO,1175,69,128,84.44,62.33,13216,2404352098.38,881761546.26,8,1,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2024-06-23
2015,FI,LV58,H,LARGE,1139,158,48,56.0,43.93,17461,1776320265.92,824466891.69,20,4,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-06-25
2016,LV,HU88,M,MEDIUM,805,92,56,67.47,44.18,14167,2513159582.19,772609454.33,8,4,VAT_REGISTER,1,SECOND,bd_9bd_sz_cl_r2e,2024-05-07
2017,RO,NL868,R,SMALL,1062,51,28,72.34,40.75,15279,3297407405.22,798075336.9,9,2,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-06-29
2018,BG,FI244,B,MICRO,920,111,41,62.81,53.14,7646,2363942531.23,797242783.31,14,5,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-04-18
2019,FR,PL62,G,LARGE,1366,145,117,78.42,50.5,19630,4173830263.96,1478986930.36,26,4,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-05-23
2020,LT,FI327,L,MEDIUM,936,43,91,79.93,71.42,3520,734730679.95,225438423.57,3,1,EU_BUSINESS_REGISTER_NETWORK,1,SECOND,bd_9bd_sz_cl_r2f,2025-12-10
2021,SK,FI30,Q,SMALL,1322,102,82,81.09,55.51,11639,2883091621.37,667756917.52,9,3,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2024-07-16
2022,HR,AT48,A,MICRO,821,90,41,74.44,52.52,5899,1559175922.16,397872797.47,5,1,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2026-02-11
2023,DE,IE4,F,LARGE,1361,197,97,76.57,49.2,7756,2445313924.34,1000706856.16,16,7,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-09-08
2024,LU,FI1,K,MEDIUM,1327,192,101,80.99,63.96,21155,2863964772.19,700736338.54,7,4,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-02-04
2025,SI,HU39,P,SMALL,1244,62,79,70.06,39.21,1880,255611675.4,75426627.96,8,2,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-04-25
2026,CY,CY15,U,MICRO,1237,76,44,68.21,54.42,2551,581399223.59,226486122.01,8,3,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2025-07-30
2010,GR,HU34,E,LARGE,1005,157,89,82.01,51.68,16821,3789214854.25,1826388387.42,6,0,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-05-13
2011,MT,AT99,J,MEDIUM,889,134,84,70.55,52.02,4153,323368098.68,144413616.4,10,5,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2024-05-22
2012,ES,GR49,O,SMALL,1010,49,25,89.56,78.62,7021,2242399679.02,688990981.49,4,0,NATIONAL_BUSINESS_REGISTER,1,BENCHMARK,bd_9bd_sz_cl_r2,2025-10-14
2013,CZ,BG60,T,MICRO,1333,199,60,80.07,71.18,9070,2239131542.76,421341885.85,21,10,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-10-15
2014,HU,AT82,D,LARGE,1356,161,88,55.49,28.53,11634,1598351906.81,679228109.21,13,5,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-11-24
2015,NL,FI9,I,MEDIUM,831,62,21,72.36,60.65,3861,231492305.41,100445709.27,8,4,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-06-16
2016,SE,SE12,N,SMALL,1138,42,131,79.41,70.09,3800,613177558.88,280354072.72,4,2,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-06-09
2017,DK,DK984,S,MICRO,880,68,51,72.41,53.21,15590,1315556604.57,595640845.74,17,2,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2024-08-11
2018,IE,FI159,C,LARGE,1121,150,24,83.08,51.99,13292,2031446173.66,442380773.14,14,2,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-07-20
2019,PL,LU15,H,MEDIUM,1036,140,138,79.64,60.43,8042,2045241902.31,679680044.18,10,2,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2026-02-04
2020,AT,AT69,M,SMALL,957,64,95,59.07,34.61,11270,1377076892.59,474594243.12,15,7,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-09-02
2021,EE,IT38,R,MICRO,1389,121,103,69.74,43.37,20163,1903662143.51,470991254.14,9,1,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-03-31
2022,IT,IT30,B,LARGE,1216,81,116,94.33,60.83,3051,180895353.98,70219785.58,14,3,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-03-11
2023,PT,CY244,G,MEDIUM,909,83,77,80.21,57.13,7224,779618586.54,233707326.26,2,0,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-07-13
2024,BE,DE435,L,SMALL,905,101,59,71.78,46.82,7086,1051099346.56,347871654.14,10,2,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-06-03
2025,FI,CZ211,Q,MICRO,1400,203,165,83.99,65.27,15209,4838943581.04,1128853585.48,9,1,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2026-02-13
2026,LV,EE4,A,LARGE,893,58,49,65.45,51.7,1669,407964973.1,146624495.66,8,1,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-12-23
2010,RO,SI833,F,MEDIUM,1083,99,63,83.18,64.58,15427,755054874.72,287543216.62,14,4,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2026-01-24
2011,BG,CY915,K,SMALL,1232,185,157,83.07,65.53,14089,3683402474.58,953405303.15,16,4,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-11-23
2012,FR,AT34,P,MICRO,1107,134,55,60.12,46.0,14850,3104656430.6,1051473749.96,18,8,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2026-02-14
2013,LT,CZ332,U,LARGE,1237,175,124,56.48,37.86,22215,3636591754.83,1175033224.78,11,5,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2024-08-06
2014,SK,HR3,E,MEDIUM,1277,144,104,91.43,75.38,8906,835252826.42,194986157.56,8,3,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2024-08-09
2015,HR,BG866,J,SMALL,1350,87,49,74.5,48.61,15103,4006132800.13,764829291.6,9,3,NATIONAL_BUSINESS_REGISTER,1,BENCHMARK,bd_9bd_sz_cl_r2,2025-04-12
2016,DE,MT8,O,MICRO,856,76,26,92.32,78.38,2917,752625163.27,358082778.35,9,4,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2025-02-02
2017,LU,SE3,T,LARGE,1106,42,94,57.86,27.01,5552,527939972.91,272528429.72,16,5,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2024-10-14
2018,SI,RO58,D,MEDIUM,994,96,47,92.69,77.49,8678,2236584060.13,448211895.43,6,2,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-03-02
2019,CY,SK89,I,SMALL,994,79,126,63.61,49.07,4756,716832589.4,340878249.13,13,6,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-09-21
2020,GR,IT81,N,MICRO,979,129,82,86.63,77.14,16754,3970509951.1,1354042110.94,19,5,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-12-07
2021,MT,LT362,S,LARGE,975,102,111,89.35,61.24,14038,3882433885.28,1529227890.93,12,1,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2026-01-30
2022,ES,IT7,C,MEDIUM,1355,192,106,79.1,47.49,18572,1632568616.72,377693468.0,7,4,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-03-31
2023,CZ,FR766,H,SMALL,1051,112,110,92.09,75.68,11480,2146143125.44,798097832.66,13,1,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2025-02-25
2024,HU,LU511,M,MICRO,1424,87,170,86.46,69.57,21320,1159807891.74,402283937.06,11,4,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2025-06-02
2025,NL,CY247,R,LARGE,893,136,71,58.5,28.06,13853,4327923835.74,1365334990.2,3,0,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-10-14
2026,SE,LT6,B,MEDIUM,956,131,90,76.91,66.65,4834,988962125.04,240947586.61,12,3,EU_BUSINESS_REGISTER_NETWORK,1,SECOND,bd_9bd_sz_cl_r2f,2025-11-04
2010,DK,LV991,G,SMALL,1382,209,63,69.12,37.22,5951,1593599224.19,432723087.37,12,5,VAT_REGISTER,1,BENCHMARK,bd_9bd_sz_cl_r2e,2025-02-27
2011,IE,BG36,L,MICRO,1382,128,100,71.36,39.72,22592,5869647378.78,1310279164.23,9,4,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-05-23
2012,PL,PT76,Q,LARGE,1472,71,195,83.0,74.9,4574,367537006.33,166388691.66,25,4,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2025-01-18
2013,AT,CZ75,A,MEDIUM,964,57,19,82.15,54.38,16182,5028420949.74,2008128853.31,6,2,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-03-16
2014,EE,BG3,F,SMALL,1394,99,170,63.58,29.28,8497,2364288514.09,495143104.33,23,13,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2025-09-22
2015,IT,NL71,K,MICRO,1013,159,27,80.89,47.5,14270,4037124717.77,1036705707.85,13,7,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-02-20
2016,PT,BG151,P,LARGE,1298,184,32,90.02,78.41,7679,1378996992.01,469726943.19,14,7,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-03-29
2017,BE,SE2,U,MEDIUM,1115,136,132,69.48,56.09,14576,2336608527.42,1086085296.75,18,8,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2024-08-20
2018,FI,BG90,E,SMALL,1234,116,123,82.31,51.44,15143,3516631433.98,915617873.38,23,6,NATIONAL_BUSINESS_REGISTER,1,BENCHMARK,bd_9bd_sz_cl_r2,2024-07-01
2019,LV,PL923,J,MICRO,1453,125,122,79.65,44.95,24938,2890825925.53,598880637.64,20,7,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2025-09-19
2020,RO,FI3,O,LARGE,1355,187,71,68.79,36.7,8944,754233745.27,166482198.46,15,3,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-10-10
2021,BG,DK41,T,MEDIUM,1407,203,164,61.9,47.82,22450,2225919151.65,714917425.12,12,7,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-10-10
2022,FR,PL303,D,SMALL,1374,137,79,81.47,72.13,23596,5793316046.02,2278237464.83,7,2,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-03-17
2023,LT,DK733,I,MICRO,1237,194,145,61.79,53.45,17261,4720635133.81,1206909940.83,17,7,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-02-19
2024,SK,HU4,N,LARGE,1264,99,32,57.13,34.2,9773,2009935088.22,410853638.16,8,3,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2026-01-31
2025,HR,HR765,S,MEDIUM,1003,139,67,80.66,46.02,17733,2732486451.79,1105245409.96,19,6,VAT_REGISTER,1,SECOND,bd_9bd_sz_cl_r2e,2024-06-04
2026,DE,MT15,C,SMALL,943,43,32,77.99,49.28,15194,1969497771.28,397357303.27,17,9,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-04-07
2010,LU,AT9,H,MICRO,1156,180,131,88.38,67.53,10632,2758764943.51,695354945.17,11,5,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-09-01
2011,SI,RO93,M,LARGE,1190,75,83,60.18,51.83,12755,2981169263.39,965717906.6,22,10,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-05-08
2012,CY,CY288,R,MEDIUM,981,83,27,55.0,34.59,3938,1150209727.85,367339312.91,7,3,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-12-10
2013,GR,LT1,B,SMALL,986,105,40,84.69,52.65,8701,450057625.65,197549921.95,5,1,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-02-14
2014,MT,AT5,G,MICRO,1397,93,143,80.42,62.05,18233,4486536681.46,949014644.13,24,7,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-11-30
2015,ES,NL69,L,LARGE,1219,147,149,82.21,70.61,20475,1550785912.99,585626978.07,2,0,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2025-09-03
2016,CZ,MT458,Q,MEDIUM,1111,108,62,89.12,68.57,8771,2498425046.37,609954847.72,3,0,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-08-29
2017,HU,SE49,A,SMALL,930,34,88,58.8,23.82,1798,105983196.23,29923864.01,7,3,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-05-19
2018,NL,PT98,F,MICRO,1357,196,73,76.04,49.0,16843,2147824751.05,824819799.45,26,5,VAT_REGISTER,1,FLASH,bd_9bd_sz_cl_r2e,2024-11-28
2019,SE,LV75,K,LARGE,1525,171,57,67.14,58.19,14921,2626409555.96,787755803.22,4,0,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-10-03
2020,DK,SI9,P,MEDIUM,1498,180,102,63.9,43.49,15765,4531124349.97,1491888652.3,15,7,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2024-03-05
2021,IE,EE91,U,SMALL,947,33,77,92.77,84.76,8918,1815785401.17,640405261.24,17,6,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2024-05-28
2022,PL,SI8,E,MICRO,999,69,26,79.78,62.78,9487,991064045.16,341248714.61,8,4,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2025-10-25
2023,AT,DE2,J,LARGE,1436,95,184,69.31,49.97,13283,3489890658.23,1089993703.66,3,1,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-05-04
2024,EE,SE4,O,MEDIUM,1254,136,123,66.28,50.81,2466,386427356.38,142780037.96,24,9,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2024-10-15
2025,IT,BG41,T,SMALL,1538,151,191,93.04,71.03,14519,4631905107.85,2166350402.73,21,4,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2025-03-29
2026,PT,HU1,D,MICRO,1481,153,65,74.51,65.48,25482,3818986009.83,1178097350.69,27,15,NATIONAL_BUSINESS_REGISTER,1,FLASH,bd_9bd_sz_cl_r2,2025-04-15
2010,BE,CZ3,I,LARGE,1201,78,93,85.05,56.57,14146,3689884407.11,1169350210.0,19,5,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2026-01-07
2011,FI,IE6,N,MEDIUM,1408,171,101,82.35,68.94,9156,833710534.91,408701261.14,6,1,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2024-07-24
2012,LV,GR8,S,SMALL,1517,93,61,68.12,59.47,9578,1334434580.4,384770714.9,9,1,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2026-02-18
2013,RO,FR185,C,MICRO,1138,38,44,61.03,50.12,14817,3901302555.58,1241616519.37,20,9,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-09-03
2014,BG,NL8,H,LARGE,1115,67,76,69.11,49.03,17359,2122156586.5,445079282.31,11,5,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-06-22
2015,FR,HR578,M,MEDIUM,1052,95,80,66.3,32.73,10844,1558458631.43,396168277.53,6,3,EU_BUSINESS_REGISTER_NETWORK,1,SECOND,bd_9bd_sz_cl_r2f,2025-05-30
2016,LT,HR401,R,SMALL,1265,116,65,75.49,46.07,3300,504757565.65,193788039.82,12,6,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2024-09-20
2017,SK,SI621,B,MICRO,1162,51,135,81.79,54.6,6143,1300169429.63,318969380.48,13,6,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-07-30
2018,HR,ES151,G,LARGE,1315,193,133,56.74,48.45,3268,970016407.56,334547665.33,17,5,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2025-07-08
2019,DE,LV261,L,MEDIUM,1433,129,58,66.54,57.54,8823,465243575.54,142055140.38,9,4,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2024-12-17
