edu_credential_reporting_quarter,edu_credential_training_provider_id,edu_credential_credential_type,edu_credential_credential_framework_level,edu_credential_program_duration_hours,edu_credential_tuition_cost_inr,edu_credential_completion_count,edu_credential_completion_rate_pct,edu_credential_employment_placement_rate,edu_credential_median_wage_post_training,edu_credential_industry_alignment_nic,edu_credential_occupation_alignment_nco,edu_credential_work_based_learning_flag,edu_credential_apprenticeship_registered_flag,edu_credential_license_required_flag,edu_credential_exam_pass_rate_pct,edu_credential_recredentialing_interval_months,edu_credential_stackable_credential_flag,edu_credential_online_delivery_flag,edu_credential_equity_access_index
2023-Q1,TP17009,MicroCredential,NSQF_6,353,196885.26,256,27.38,84.59,136620.18,56,329018,N,Y,N,30.23,5,Y,Y,47.82
2017-Q1,TP20890,Certificate,NSQF_6,1060,150970.23,806,97.7,59.16,51359.61,25,339480,N,N,N,41.51,31,Y,N,27.71
2025-Q3,TP15383,Certificate,NSQF_3,354,13520.04,402,77.46,14.3,78022.94,57,875543,Y,Y,Y,52.57,108,Y,Y,62.14
2016-Q1,TP46506,SkillBadge,NSQF_1,1513,228788.41,1735,90.04,70.32,97731.04,74,795765,Y,Y,Y,38.72,25,N,N,8.8
2022-Q4,TP19436,LicensePrep,NSQF_7,481,73308.16,1035,59.97,32.45,96752.27,98,556392,Y,N,Y,37.04,46,N,N,7.08
2024-Q3,TP82122,Diploma,NSQF_1,1204,46567.28,2220,91.21,5.93,95620.95,01,061339,N,N,Y,43.53,102,Y,N,86.09
2020-Q1,TP55606,Diploma,NSQF_3,634,67411.84,482,64.96,58.49,136154.66,38,309863,Y,N,Y,59.2,24,Y,Y,41.1
2022-Q3,TP40071,Certificate,NSQF_6,333,26990.71,1320,86.79,79.01,111186.31,01,711218,Y,N,Y,44.71,55,N,Y,20.73
2016-Q1,TP79294,LicensePrep,NSQF_4,1618,27768.88,564,99.12,45.19,63789.12,90,040529,Y,Y,N,44.14,117,Y,Y,42.93
2017-Q2,TP81324,MicroCredential,NSQF_3,1628,197741.08,1976,92.47,65.58,49865.54,24,617033,N,N,N,81.54,81,N,Y,97.4
2024-Q2,TP10151,Diploma,NSQF_5,1325,24642.78,1813,75.73,0.66,68839.3,08,811926,Y,N,N,98.84,100,N,Y,74.77
2019-Q1,TP96112,LicensePrep,NSQF_1,561,150302.24,2477,79.19,52.85,16111.87,61,928099,N,Y,N,54.3,27,Y,Y,32.85
2018-Q4,TP34855,MicroCredential,NSQF_5,358,2902.79,2304,77.19,91.91,52826.07,98,621412,N,N,Y,12.11,1,Y,N,82.63
2024-Q2,TP74890,Diploma,NSQF_3,1295,200359.86,2275,87.94,33.78,87794.0,65,584519,N,Y,N,13.54,111,Y,Y,67.83
2023-Q1,TP44732,SkillBadge,NSQF_7,1094,30115.58,218,24.74,22.96,107351.49,57,837666,N,N,Y,7.25,44,Y,N,47.55
2018-Q3,TP22946,Apprenticeship,NSQF_4,1596,200029.92,1524,80.72,14.55,69404.32,31,918809,N,N,Y,87.37,117,N,N,86.36
2025-Q4,TP62223,MicroCredential,NSQF_2,640,150965.52,95,10.73,27.14,9189.43,27,948079,N,N,N,24.15,109,N,Y,55.44
2020-Q2,TP73089,Certificate,NSQF_6,1650,198858.26,1645,72.72,33.0,12706.07,25,811906,N,N,N,9.49,68,N,Y,51.76
2021-Q4,TP67661,Diploma,NSQF_4,488,131134.87,548,60.96,87.52,8676.22,33,541476,Y,Y,N,83.76,100,N,N,24.1
2020-Q2,TP98566,Diploma,NSQF_7,879,60995.67,1046,61.75,17.35,138967.24,60,019558,N,Y,Y,24.12,57,N,Y,45.8
2021-Q4,TP68454,MicroCredential,NSQF_6,136,147074.15,2461,99.03,24.19,29843.58,48,895300,Y,N,Y,89.72,88,Y,N,80.35
2023-Q4,TP99224,LicensePrep,NSQF_6,33,36244.61,2276,81.93,20.27,18990.64,71,032293,Y,Y,N,49.76,103,Y,Y,4.48
2024-Q4,TP76931,Diploma,NSQF_2,1777,32573.1,1233,62.68,52.62,130202.27,71,760734,N,Y,Y,33.48,12,N,N,59.01
2023-Q4,TP12864,Diploma,NSQF_7,1320,1315.3,458,45.3,57.57,17439.23,10,803575,N,Y,N,4.16,59,Y,Y,37.41
2017-Q4,TP34535,SkillBadge,NSQF_1,1131,166310.53,1006,66.93,18.31,74393.14,60,745366,Y,Y,Y,63.62,63,Y,Y,31.39
2025-Q4,TP88113,Diploma,NSQF_6,754,162736.19,53,8.83,63.19,31691.76,18,423253,Y,Y,Y,92.59,50,Y,N,30.9
2019-Q2,TP89482,MicroCredential,NSQF_6,1172,164547.99,1141,82.15,32.39,32267.91,54,557396,N,Y,N,52.52,82,Y,N,86.76
2024-Q4,TP85279,SkillBadge,NSQF_5,194,85019.73,1117,74.67,26.4,53203.53,73,349274,N,Y,Y,17.49,35,Y,Y,32.95
2024-Q2,TP63358,Certificate,NSQF_6,781,169389.86,1511,74.03,14.17,42442.44,07,629704,N,N,N,80.56,49,N,N,47.99
2018-Q4,TP20081,LicensePrep,NSQF_4,1176,201532.42,82,9.74,3.09,61450.16,31,298206,N,N,Y,31.84,100,Y,N,64.45
2020-Q1,TP21354,SkillBadge,NSQF_4,534,136480.81,551,58.49,10.56,27511.01,32,145657,Y,Y,N,78.56,33,Y,N,78.25
2022-Q4,TP19309,LicensePrep,NSQF_2,887,57966.5,1457,73.47,20.57,8774.78,06,789249,N,N,N,8.92,94,Y,Y,85.8
2017-Q2,TP47563,Apprenticeship,NSQF_1,1312,197771.11,2077,95.54,9.02,136838.84,91,005258,Y,Y,Y,74.13,101,Y,N,6.66
2020-Q4,TP61830,LicensePrep,NSQF_1,28,30580.32,774,53.42,74.49,111823.52,84,337436,N,N,N,16.82,76,Y,N,62.42
2021-Q4,TP85589,Apprenticeship,NSQF_3,146,64216.22,308,46.74,89.01,9576.99,68,829168,Y,Y,Y,19.76,89,Y,Y,94.23
2016-Q1,TP57422,MicroCredential,NSQF_4,1251,94872.23,2297,90.43,31.79,103868.49,89,375722,Y,Y,Y,4.82,91,N,N,5.99
2022-Q1,TP39104,MicroCredential,NSQF_7,879,59137.45,620,78.18,75.3,53900.81,77,656099,Y,N,Y,59.23,58,Y,Y,54.57
2020-Q3,TP30874,MicroCredential,NSQF_3,971,179520.8,1566,97.39,25.37,112538.88,21,613862,Y,Y,Y,70.57,115,Y,N,14.71
2020-Q4,TP45474,SkillBadge,NSQF_7,1728,14722.54,711,72.77,4.84,29335.26,31,327670,N,Y,Y,46.15,105,N,N,84.87
2016-Q2,TP35223,Diploma,NSQF_6,548,8103.67,937,83.66,77.22,35172.22,50,764621,N,Y,Y,4.0,22,Y,N,52.97
2021-Q1,TP69121,Certificate,NSQF_1,425,182903.18,893,53.47,24.63,109138.7,55,970800,Y,N,N,46.93,54,Y,N,43.08
2023-Q3,TP87846,MicroCredential,NSQF_6,926,31797.66,1153,94.59,79.19,20606.9,12,765968,N,N,Y,33.69,25,N,N,26.01
2018-Q2,TP63259,Diploma,NSQF_5,1728,211827.4,210,71.92,93.24,67583.06,34,376509,Y,N,N,59.9,72,N,Y,37.68
2021-Q4,TP54906,LicensePrep,NSQF_7,277,26280.75,1333,71.06,56.48,57178.19,79,813630,N,N,Y,21.14,76,Y,N,47.7
2025-Q4,TP77115,MicroCredential,NSQF_4,1697,170460.5,227,28.2,29.98,31865.55,70,251090,Y,N,N,63.29,105,N,Y,92.62
2024-Q2,TP79647,Apprenticeship,NSQF_7,1668,199909.0,926,65.03,93.75,105555.2,52,569445,Y,N,Y,51.22,75,Y,Y,47.53
2018-Q4,TP81977,Certificate,NSQF_3,83,144680.24,2145,94.16,77.78,128933.09,62,459330,N,N,N,13.52,88,Y,Y,37.98
2016-Q4,TP21422,Diploma,NSQF_1,1606,107943.91,39,5.54,22.65,108107.12,80,411267,Y,N,N,75.55,80,Y,N,83.53
2021-Q2,TP97735,MicroCredential,NSQF_7,1614,174415.82,2218,74.23,76.14,80306.01,14,317102,Y,Y,Y,88.05,115,Y,Y,81.48
2019-Q2,TP44310,MicroCredential,NSQF_4,1025,96577.81,856,60.11,35.21,90811.63,39,164094,N,N,N,31.04,116,N,Y,52.75
2022-Q1,TP55652,MicroCredential,NSQF_4,1759,122684.56,1399,65.47,63.78,52936.66,72,154910,Y,Y,N,79.14,118,Y,N,3.58
2022-Q1,TP81303,Apprenticeship,NSQF_5,414,65940.92,852,85.8,73.63,139847.32,20,127671,N,N,Y,34.45,119,N,Y,87.36
2021-Q4,TP79918,MicroCredential,NSQF_4,392,244199.01,917,59.51,39.82,11593.76,47,950090,Y,N,Y,49.57,24,Y,Y,77.68
2023-Q2,TP49610,Diploma,NSQF_2,689,4800.11,1137,90.89,54.89,102811.81,88,087742,N,N,N,76.17,34,N,Y,38.18
2016-Q3,TP94487,LicensePrep,NSQF_5,700,234272.63,39,12.0,73.11,113575.6,94,847751,Y,N,Y,33.14,21,N,N,10.77
2023-Q2,TP41213,SkillBadge,NSQF_6,1397,1602.44,2466,90.3,24.78,44682.92,28,358753,Y,N,Y,7.16,110,Y,N,42.24
2016-Q3,TP75930,SkillBadge,NSQF_7,656,25112.72,2227,80.46,82.61,45862.5,11,783471,Y,N,N,72.2,52,N,Y,87.01
2025-Q1,TP91015,LicensePrep,NSQF_7,400,236019.88,1250,97.73,88.88,80609.3,65,077742,Y,Y,N,42.14,32,Y,N,18.32
2020-Q1,TP97428,SkillBadge,NSQF_6,1776,183240.85,854,51.66,26.03,22352.23,50,131840,Y,Y,N,93.86,39,N,Y,47.29
2017-Q3,TP38062,Apprenticeship,NSQF_2,589,112002.45,2053,85.97,81.28,62556.2,32,642523,Y,Y,Y,52.55,34,Y,N,1.09
2023-Q3,TP39185,SkillBadge,NSQF_6,1795,178993.34,2133,97.04,75.93,131743.6,75,422187,Y,Y,N,36.64,117,Y,Y,74.99
2025-Q2,TP73062,SkillBadge,NSQF_6,1544,204653.57,570,44.29,46.43,51881.22,18,201985,Y,Y,N,21.61,28,N,N,19.95
2020-Q4,TP71700,Apprenticeship,NSQF_6,497,197320.29,504,49.8,49.4,131806.13,67,159870,N,Y,N,91.84,48,Y,Y,55.74
2022-Q2,TP72059,Diploma,NSQF_4,242,18128.76,2242,77.77,77.16,115038.91,46,751958,N,N,N,42.83,82,Y,Y,0.23
2016-Q2,TP18467,SkillBadge,NSQF_3,293,30756.17,890,60.54,81.56,51140.94,22,441410,N,Y,Y,75.09,58,Y,Y,12.1
2020-Q1,TP43778,Diploma,NSQF_3,1401,88697.79,1479,69.73,55.84,67499.98,98,636227,Y,Y,Y,70.13,39,Y,N,69.96
2025-Q3,TP41145,Apprenticeship,NSQF_4,1726,60378.96,592,48.48,85.64,43680.23,32,406700,N,Y,N,39.92,105,N,N,50.9
2019-Q2,TP16068,MicroCredential,NSQF_6,826,231329.34,1016,87.66,90.74,45590.2,41,201022,Y,N,N,77.23,52,N,Y,23.07
2016-Q2,TP71917,MicroCredential,NSQF_5,334,152976.71,229,46.54,23.26,102794.51,44,369614,Y,Y,N,8.22,29,N,Y,96.45
2018-Q4,TP98879,Diploma,NSQF_3,565,214949.37,137,24.46,87.18,69515.01,71,911979,Y,N,N,29.58,72,N,N,86.67
2016-Q2,TP65642,Certificate,NSQF_6,1513,204346.92,75,24.43,39.13,40274.52,44,024035,N,Y,N,88.34,112,Y,N,18.23
2017-Q3,TP23085,MicroCredential,NSQF_5,477,240668.54,1761,88.05,27.04,123317.61,80,325512,Y,Y,N,48.9,24,Y,N,79.93
2023-Q2,TP51030,MicroCredential,NSQF_4,941,46861.42,1478,95.85,72.05,133301.82,78,977496,Y,Y,N,84.67,99,N,Y,5.59
2022-Q4,TP52386,Apprenticeship,NSQF_2,1334,178864.4,1218,75.23,57.76,108071.57,24,023438,N,Y,Y,39.12,12,N,Y,80.55
2022-Q4,TP61129,Certificate,NSQF_2,1172,32446.63,775,69.38,54.19,138680.55,70,707062,Y,N,N,41.81,8,Y,N,47.27
2021-Q1,TP45897,Apprenticeship,NSQF_6,606,225743.23,2429,75.95,36.83,114468.59,40,117183,Y,Y,N,44.66,18,N,N,97.33
2017-Q1,TP28791,MicroCredential,NSQF_3,1043,217651.45,482,65.14,78.77,21737.0,05,042610,N,Y,Y,49.98,63,Y,N,37.02
2019-Q3,TP77733,MicroCredential,NSQF_5,471,248880.49,1749,74.14,91.72,104841.51,12,266732,N,Y,N,49.57,2,Y,Y,26.91
2022-Q2,TP85207,Apprenticeship,NSQF_7,909,185010.51,1098,95.4,71.58,20679.05,24,507288,Y,N,Y,22.9,74,N,Y,55.23
2021-Q1,TP92775,LicensePrep,NSQF_3,34,108287.62,279,72.85,18.3,51116.81,41,826718,N,N,N,47.53,81,Y,N,9.75
2023-Q3,TP72356,Certificate,NSQF_5,524,67506.62,2162,84.65,61.91,132657.59,63,855811,N,Y,N,70.57,57,Y,Y,72.18
2024-Q4,TP65221,SkillBadge,NSQF_3,1439,10586.59,1911,87.22,73.96,47240.21,18,203444,Y,N,Y,86.91,60,N,Y,23.2
2025-Q1,TP85604,Diploma,NSQF_6,945,219039.94,1805,89.98,27.81,27268.6,92,933329,N,Y,Y,99.16,8,Y,Y,28.18
2025-Q4,TP31701,Diploma,NSQF_6,1478,32741.53,1326,89.9,32.61,22166.11,55,329915,N,N,Y,73.47,70,Y,Y,47.98
2024-Q2,TP57483,Apprenticeship,NSQF_4,1526,181287.49,2276,81.9,93.37,43026.32,06,097455,N,N,N,67.13,23,N,N,76.34
2021-Q3,TP26442,Certificate,NSQF_1,991,91211.53,1842,80.23,52.52,9342.99,24,992197,Y,N,Y,15.08,81,Y,N,27.26
2025-Q1,TP73284,Apprenticeship,NSQF_6,720,6699.78,985,78.8,40.41,126160.55,22,670175,Y,Y,Y,47.6,83,N,N,34.82
2023-Q1,TP16902,Diploma,NSQF_3,395,100926.15,2087,82.29,78.43,14212.56,62,260424,Y,N,N,58.65,6,N,Y,15.22
2022-Q3,TP60933,Apprenticeship,NSQF_4,728,104762.51,1978,81.3,35.62,28418.86,19,586922,N,Y,N,40.22,43,Y,Y,4.14
2025-Q3,TP26639,SkillBadge,NSQF_5,1491,230856.92,1861,86.24,46.29,36069.42,91,054626,N,N,Y,20.56,32,N,Y,8.02
2018-Q4,TP81404,Diploma,NSQF_6,273,168295.07,1075,95.3,6.15,105325.93,34,836713,Y,Y,N,90.21,67,N,N,42.55
2017-Q1,TP93479,SkillBadge,NSQF_7,1142,167114.67,544,60.38,0.06,10496.03,84,128290,N,Y,Y,9.63,73,N,N,80.75
2016-Q2,TP87339,SkillBadge,NSQF_5,1567,232168.57,1640,69.64,36.8,53700.78,32,073407,N,N,Y,41.31,40,Y,N,94.48
2021-Q4,TP97527,LicensePrep,NSQF_3,912,202791.63,1218,97.44,88.36,51861.1,30,436650,Y,Y,Y,47.23,7,N,Y,12.59
2021-Q3,TP27260,LicensePrep,NSQF_6,542,56618.98,988,61.44,15.68,100329.88,30,838884,N,N,N,93.28,67,Y,N,9.55
2025-Q4,TP19117,LicensePrep,NSQF_2,1550,91366.41,1969,75.1,78.4,96328.64,89,898285,Y,N,Y,32.94,96,Y,Y,24.04
2017-Q4,TP96287,Diploma,NSQF_1,689,242740.36,1015,74.36,14.42,25111.16,19,465269,Y,Y,N,56.16,75,Y,Y,21.12
2020-Q4,TP77229,LicensePrep,NSQF_2,986,233088.26,2205,98.53,53.67,89202.87,90,523887,N,Y,Y,25.34,119,Y,Y,64.93
2019-Q3,TP87956,SkillBadge,NSQF_6,1254,81558.82,1634,85.77,7.99,78035.32,71,164362,N,Y,Y,50.37,26,Y,Y,53.89
2021-Q2,TP88850,Apprenticeship,NSQF_6,1444,57689.37,585,43.82,33.13,53366.42,17,113834,N,Y,N,4.28,109,N,Y,20.74
2022-Q3,TP62945,Diploma,NSQF_2,1470,56384.27,1637,74.58,91.88,61138.09,85,056881,Y,Y,Y,75.89,71,Y,N,17.08
2017-Q2,TP21443,SkillBadge,NSQF_6,783,136394.63,2225,75.71,59.77,63287.83,14,430736,Y,N,N,92.59,26,N,N,98.07
2016-Q1,TP26055,Apprenticeship,NSQF_3,1133,134418.01,993,75.86,16.46,128571.41,44,385571,Y,N,N,82.06,85,N,N,93.15
2022-Q2,TP65288,Diploma,NSQF_1,1464,81877.46,2353,88.66,82.49,77145.38,55,638636,Y,Y,Y,19.1,2,N,Y,20.01
2025-Q3,TP82959,LicensePrep,NSQF_7,207,124479.34,2363,88.6,36.06,18084.76,02,263323,Y,N,N,94.04,87,Y,Y,63.28
2024-Q1,TP50063,LicensePrep,NSQF_1,260,175576.98,639,53.61,1.09,73257.66,96,294282,N,N,N,72.13,110,Y,Y,58.45
2024-Q2,TP84746,Diploma,NSQF_7,1096,62548.88,1934,89.04,5.3,102308.89,85,657071,Y,N,N,58.5,104,N,Y,34.06
2025-Q3,TP77285,Diploma,NSQF_2,1687,110008.6,1625,69.47,46.83,49056.4,72,346661,Y,Y,N,15.2,15,Y,Y,75.69
2020-Q4,TP65940,SkillBadge,NSQF_4,1079,112936.38,1925,75.67,82.14,88474.03,06,007234,N,N,Y,13.49,84,Y,N,17.06
2022-Q3,TP34798,SkillBadge,NSQF_7,1225,143403.2,1806,72.73,7.44,70966.66,67,077447,N,Y,Y,14.8,4,N,Y,10.06
2024-Q2,TP82536,LicensePrep,NSQF_3,492,174771.56,412,67.76,63.55,47232.69,48,145408,N,N,N,97.48,78,Y,Y,13.09
2023-Q2,TP71888,Diploma,NSQF_3,103,137320.64,2100,74.31,40.53,114740.93,99,989080,Y,N,Y,50.7,54,N,Y,1.69
2016-Q4,TP63913,Apprenticeship,NSQF_4,1421,219747.48,2378,74.94,8.51,11476.48,60,513845,Y,Y,Y,9.67,9,Y,N,71.99
2023-Q1,TP64631,LicensePrep,NSQF_6,1403,39526.95,1563,87.12,4.54,19853.96,91,433406,N,Y,N,34.88,38,Y,Y,78.85
2024-Q1,TP66874,Diploma,NSQF_3,1550,187347.2,2261,78.75,18.25,71833.92,88,103690,N,N,N,38.93,95,Y,N,66.21
2023-Q3,TP77949,MicroCredential,NSQF_6,922,205389.17,344,38.91,34.16,79084.49,91,833994,N,Y,Y,28.8,114,N,Y,23.3
2021-Q4,TP90959,LicensePrep,NSQF_1,1252,66150.4,660,55.88,23.39,117348.42,77,337571,N,N,Y,82.73,87,Y,Y,35.56
2020-Q2,TP42220,Diploma,NSQF_6,1264,156265.93,565,81.53,8.45,123369.98,35,779858,N,N,Y,52.01,29,N,N,61.71
2025-Q1,TP98467,MicroCredential,NSQF_2,1509,17259.51,2114,74.02,38.33,113396.15,46,128269,Y,N,N,61.42,15,N,Y,41.93
2025-Q2,TP96757,Certificate,NSQF_1,1478,179863.96,47,23.04,90.65,6525.85,76,093834,N,N,N,21.78,84,Y,N,59.79
2022-Q4,TP63590,Certificate,NSQF_7,160,89655.59,264,26.29,2.1,25046.36,27,798982,Y,N,N,69.6,61,N,Y,52.29
2016-Q4,TP17583,Certificate,NSQF_1,386,8390.43,1231,77.52,64.54,130327.03,70,649795,Y,Y,Y,18.1,10,N,Y,77.75
2025-Q2,TP34186,Diploma,NSQF_1,1229,218439.09,561,51.47,87.82,52245.05,88,058609,N,N,Y,10.93,93,Y,Y,3.84
2016-Q3,TP33996,Certificate,NSQF_4,198,36411.44,927,70.12,18.81,31924.35,81,136579,N,N,Y,48.63,55,Y,Y,89.95
2020-Q2,TP20946,LicensePrep,NSQF_2,71,6305.78,414,52.74,43.8,139478.55,53,883524,N,Y,Y,16.82,31,N,N,67.37
2019-Q1,TP73102,LicensePrep,NSQF_6,833,193215.26,2472,80.18,53.63,131709.31,41,801037,N,N,N,0.68,81,N,Y,5.27
2017-Q2,TP55595,MicroCredential,NSQF_5,980,183819.86,2044,88.1,52.32,23557.92,12,418520,N,N,Y,8.84,11,Y,Y,95.33
2017-Q3,TP59461,LicensePrep,NSQF_2,608,88974.32,2336,74.63,4.46,124169.1,19,189977,N,Y,N,15.65,20,Y,Y,7.95
2019-Q4,TP44015,Diploma,NSQF_5,319,54189.85,2326,86.4,7.21,123749.97,89,954953,N,N,N,51.38,112,Y,N,57.27
2023-Q2,TP22483,Certificate,NSQF_7,1557,171496.14,1593,72.51,75.19,43626.04,85,450676,Y,Y,Y,94.09,87,N,N,73.91
2022-Q4,TP28698,LicensePrep,NSQF_1,940,25527.87,1737,82.83,48.27,53145.77,72,712804,Y,Y,Y,92.78,109,Y,Y,51.68
2023-Q4,TP28806,MicroCredential,NSQF_6,853,186229.98,2296,88.55,63.67,101694.75,27,703923,Y,N,Y,58.72,30,N,Y,72.13
2022-Q3,TP26730,Certificate,NSQF_4,1123,159731.83,2162,91.57,69.16,139732.08,47,977322,N,Y,N,90.0,54,N,Y,39.56
2025-Q1,TP69648,LicensePrep,NSQF_3,1575,92768.64,1146,99.13,62.06,40533.38,13,983191,N,N,N,38.78,35,N,N,88.0
2016-Q4,TP96433,LicensePrep,NSQF_6,1226,194365.76,542,49.01,52.18,71016.95,30,127663,Y,N,N,20.73,120,N,N,3.79
2024-Q1,TP75091,SkillBadge,NSQF_4,864,53841.89,708,87.84,39.79,82636.7,04,365954,Y,Y,N,75.73,2,Y,N,21.35
2021-Q4,TP84831,Diploma,NSQF_3,581,99560.41,2007,81.78,10.83,76916.91,20,373495,N,Y,Y,17.05,53,Y,N,67.1
2025-Q2,TP50712,LicensePrep,NSQF_5,696,12506.84,1831,85.0,85.38,56278.46,75,048523,Y,Y,Y,34.93,30,Y,Y,42.41
2020-Q4,TP92816,MicroCredential,NSQF_3,1128,92701.28,795,96.6,63.69,131720.27,22,509791,N,N,N,15.75,25,Y,Y,78.05
2021-Q1,TP28749,Apprenticeship,NSQF_6,1454,230298.96,1294,70.06,90.34,90546.18,34,622612,N,N,N,55.12,117,N,Y,34.5
2019-Q4,TP93831,Diploma,NSQF_6,1093,65903.14,1431,71.12,0.6,70859.97,19,254371,Y,Y,N,26.01,61,N,N,34.22
2019-Q2,TP37807,Apprenticeship,NSQF_4,587,219615.2,563,67.18,55.36,128412.71,28,884490,Y,Y,N,7.5,55,N,N,21.21
2023-Q4,TP64547,Certificate,NSQF_7,1210,234853.05,2417,91.94,59.58,81189.75,26,654537,Y,N,Y,65.38,54,Y,Y,92.63
2016-Q3,TP69318,Certificate,NSQF_6,1563,99930.18,208,27.08,13.78,139164.09,91,141974,N,Y,N,5.17,118,N,Y,22.17
2021-Q4,TP26347,Certificate,NSQF_3,1063,73763.87,1381,71.55,21.52,108250.83,05,608972,Y,N,Y,73.01,107,Y,Y,60.55
2016-Q3,TP18091,Diploma,NSQF_6,522,228143.45,2244,81.96,47.05,55250.56,23,879883,Y,N,Y,70.87,35,N,N,40.11
2024-Q2,TP12816,Apprenticeship,NSQF_4,30,182087.55,2388,91.92,76.76,129707.33,05,364022,N,Y,Y,3.69,111,N,Y,0.34
2021-Q2,TP64252,SkillBadge,NSQF_6,942,10634.77,96,13.22,69.26,6000.41,33,701262,N,Y,Y,48.45,6,Y,Y,55.82
2017-Q1,TP84580,Apprenticeship,NSQF_1,644,50610.9,2033,76.8,54.7,113028.1,18,508094,N,N,Y,41.67,62,Y,Y,97.5
2023-Q4,TP48416,Certificate,NSQF_4,203,147626.2,1859,86.18,82.08,100406.54,92,726279,Y,N,N,93.14,81,N,N,53.12
2022-Q1,TP44962,Apprenticeship,NSQF_4,400,28533.78,1441,67.84,67.56,44255.86,32,875621,Y,Y,N,94.19,108,N,Y,54.12
2023-Q3,TP31561,MicroCredential,NSQF_5,1481,155978.59,569,46.87,83.89,9611.49,83,932551,Y,Y,Y,71.52,18,N,N,1.61
2019-Q2,TP16213,SkillBadge,NSQF_4,1543,98415.64,1382,92.75,71.21,113693.51,22,681629,N,Y,Y,47.45,9,N,Y,6.25
2017-Q3,TP42971,Apprenticeship,NSQF_2,389,194693.66,1472,70.46,1.93,45598.19,81,905189,N,N,N,53.1,82,N,N,11.36
2024-Q3,TP48056,Certificate,NSQF_6,1488,52815.72,2052,81.88,27.31,73614.05,01,093321,N,Y,Y,17.46,98,Y,Y,81.34
2016-Q3,TP54801,Diploma,NSQF_5,1124,232918.08,45,40.18,87.22,46046.82,44,684697,Y,N,Y,67.52,27,N,N,26.02
2021-Q1,TP58451,Certificate,NSQF_4,673,246385.06,2040,86.7,43.68,109837.78,63,341079,N,N,Y,58.51,63,N,N,59.68
2023-Q1,TP24652,Diploma,NSQF_3,401,72338.62,1256,63.69,21.05,137112.3,86,361583,Y,Y,N,69.36,25,N,N,82.57
2023-Q4,TP51049,Diploma,NSQF_2,1380,151136.08,1648,69.07,52.08,9053.89,88,323040,N,Y,Y,79.48,39,N,N,75.54
2021-Q2,TP48941,Certificate,NSQF_2,548,22528.57,476,55.03,54.09,39112.46,68,832908,N,N,N,82.92,9,Y,N,22.1
2021-Q1,TP64019,MicroCredential,NSQF_7,468,184914.64,747,86.46,15.88,125759.27,56,991870,Y,N,N,19.14,115,N,N,21.21
2020-Q3,TP69063,Diploma,NSQF_1,740,126050.13,2478,94.04,33.08,98315.38,60,619119,N,N,Y,41.93,77,Y,N,59.01
2016-Q1,TP95618,Diploma,NSQF_7,397,92148.11,525,55.85,84.88,80863.18,37,764410,Y,N,N,21.62,104,N,N,53.61
2024-Q2,TP11128,MicroCredential,NSQF_6,983,114799.02,2213,80.44,52.08,116128.05,32,096507,N,N,Y,32.49,6,Y,N,40.4
2017-Q1,TP56509,Certificate,NSQF_6,1407,35162.72,725,51.2,8.19,20523.74,30,480459,Y,Y,Y,60.35,5,N,N,67.24
2025-Q4,TP43374,SkillBadge,NSQF_1,1094,121207.79,1037,79.34,15.42,36603.02,07,653675,N,Y,N,64.65,21,N,N,72.28
2023-Q3,TP58731,SkillBadge,NSQF_3,1067,238149.56,2126,87.71,31.63,15187.88,16,956065,Y,N,Y,98.81,79,N,Y,0.87
2016-Q1,TP77208,MicroCredential,NSQF_4,428,43401.54,229,27.29,2.96,98026.14,97,333072,N,N,Y,96.06,54,N,Y,75.45
2022-Q1,TP99788,MicroCredential,NSQF_2,856,175591.01,1209,84.49,92.08,73512.24,63,414897,Y,Y,N,0.39,105,Y,N,44.56
2024-Q1,TP25078,SkillBadge,NSQF_2,551,165451.02,1754,89.35,31.7,55312.9,17,573622,Y,Y,N,14.52,11,Y,Y,73.92
2016-Q2,TP24371,MicroCredential,NSQF_7,507,115155.77,283,42.3,7.6,128044.79,20,017856,Y,N,N,10.98,57,Y,Y,49.66
2017-Q1,TP89484,LicensePrep,NSQF_3,662,61629.12,1954,83.26,21.81,109106.49,83,560061,N,N,Y,52.46,34,Y,Y,87.79
2024-Q2,TP92149,Diploma,NSQF_1,1325,126808.59,1707,88.68,94.47,64790.84,52,302491,N,N,N,87.37,99,N,N,4.17
2016-Q3,TP54179,Certificate,NSQF_6,1036,137304.77,2082,92.37,24.89,16733.22,32,975746,N,Y,N,33.06,118,Y,N,51.2
2025-Q1,TP42993,Diploma,NSQF_7,385,28497.61,1255,95.08,53.9,17781.82,38,289724,Y,Y,Y,60.44,37,Y,N,35.64
2019-Q1,TP93016,SkillBadge,NSQF_3,1254,130730.2,742,64.47,21.5,88357.63,26,157703,N,Y,Y,35.6,56,Y,N,68.37
2020-Q4,TP55857,MicroCredential,NSQF_7,1261,114241.96,1556,92.23,52.61,74314.63,08,239247,N,N,N,76.36,3,N,Y,47.67
2025-Q2,TP32691,Apprenticeship,NSQF_3,238,47066.26,661,54.85,29.57,23252.1,33,981146,Y,N,Y,47.2,18,N,Y,15.34
2021-Q1,TP33078,SkillBadge,NSQF_1,1253,165987.59,2489,82.44,49.51,7204.93,81,432558,Y,N,N,40.94,30,Y,Y,32.03
2016-Q3,TP51472,MicroCredential,NSQF_2,1713,48500.29,1124,65.01,75.86,42182.66,75,675205,N,Y,Y,62.57,63,N,N,39.84
