qol_amen_inventory_year,qol_amen_service_area_id,qol_amen_park_acres_per_1k,qol_amen_playground_count,qol_amen_trail_km_total,qol_amen_library_branches_count,qol_amen_library_visits_per_capita,qol_amen_public_pool_count,qol_amen_recreation_program_participation,qol_amen_arts_venue_count,qol_amen_community_center_count,qol_amen_clinic_access_points_count,qol_amen_childcare_slots_per_1k,qol_amen_senior_center_count,qol_amen_public_restroom_count,qol_amen_tree_canopy_acres,qol_amen_streetlight_density,qol_amen_sidewalk_coverage_pct,qol_amen_accessibility_score_ada,qol_amen_amenity_equity_index
2026,SA3081,5.54,54,329.1,113,5.82,26,168558,241,72,239,75.19,30,62,187646,39.67,49.91,47.3,0.835
2025,SA4742,11.99,305,594.3,28,20.09,4,132292,87,78,439,70.07,55,182,64427,17.65,73.5,94.2,0.885
2026,SA7319,16.89,311,265.8,8,17.19,0,51557,236,55,283,7.51,65,188,30289,4.49,81.42,59.7,0.337
2018,SA4514,9.84,292,393.4,81,2.21,19,20328,46,27,40,46.58,72,447,112855,30.06,71.53,38.0,0.86
2025,SA7615,5.99,190,369.7,32,21.16,53,48577,94,30,437,75.7,36,247,110982,1.26,50.44,8.8,0.086
2026,SA9828,21.15,196,61.2,16,17.05,37,28358,11,37,214,58.94,53,583,152590,31.85,61.55,72.0,0.957
2023,SA6294,21.32,419,560.7,83,15.89,5,192161,59,22,764,18.64,40,345,212036,50.79,59.43,15.5,0.336
2019,SA7510,11.87,359,708.0,74,4.45,5,123591,184,87,571,73.85,51,346,102867,32.28,42.74,96.4,0.76
2018,SA9307,6.49,114,25.3,66,19.29,27,189672,146,79,573,38.5,7,357,121483,50.58,81.57,63.1,0.313
2021,SA3971,13.91,33,552.8,47,0.39,9,224968,153,9,273,30.97,72,44,242329,30.39,11.56,88.9,0.103
2019,SA5837,20.19,166,53.9,59,20.92,21,109637,228,117,798,38.08,6,324,158979,1.14,48.39,31.2,0.683
2016,SA6136,24.14,306,653.3,76,13.01,45,64369,108,105,461,57.39,73,560,142736,32.1,62.85,66.9,0.7
2026,SA7140,22.34,143,801.7,96,1.75,13,37964,213,70,376,21.35,50,480,205653,34.06,55.75,99.2,0.86
2018,SA7569,19.02,96,621.8,52,1.24,4,39146,138,11,276,42.55,32,409,128472,33.41,41.19,75.5,0.038
2019,SA7462,13.19,117,193.3,114,0.3,42,61536,47,94,253,9.7,19,616,123748,44.49,40.03,66.0,0.711
2025,SA3565,22.65,118,680.1,82,24.83,49,26175,95,43,10,75.22,75,567,86706,43.64,81.07,17.5,0.502
2019,SA5332,1.34,239,205.6,57,11.78,16,41380,171,22,295,30.71,30,587,157916,41.04,1.89,81.0,0.027
2025,SA7963,7.47,437,8.6,49,7.55,7,26872,8,22,763,54.68,15,246,47061,8.32,62.62,58.2,0.867
2016,SA4109,24.29,369,179.3,39,4.38,12,2170,26,45,582,72.91,60,71,200640,11.11,79.75,75.8,0.393
2023,SA6243,9.06,213,517.1,48,13.07,46,130751,101,112,535,49.8,39,156,72711,39.74,30.96,99.2,0.312
2016,SA3052,1.14,43,771.5,94,4.69,5,179012,78,26,610,6.44,22,185,28304,35.04,86.93,5.7,0.385
2021,SA2537,24.77,10,853.0,77,22.8,44,147632,36,35,688,41.79,65,160,151550,52.22,20.13,44.2,0.923
2021,SA8454,12.29,319,565.7,116,13.8,53,104672,198,5,831,48.32,45,169,61439,25.0,35.45,98.6,0.502
2022,SA5875,14.84,350,167.5,102,18.69,3,105760,184,96,251,28.47,78,537,220796,38.5,44.29,53.0,0.128
2026,SA5256,19.34,62,847.4,32,15.47,33,52301,179,92,241,78.22,71,202,215411,38.54,27.11,95.6,0.216
2022,SA8536,21.9,403,253.4,61,0.97,55,226699,193,25,67,43.76,19,620,161186,16.49,56.26,7.4,0.892
2021,SA3781,20.7,154,698.5,115,11.07,20,224534,162,61,111,7.08,75,224,114312,41.23,8.55,75.2,0.267
2018,SA5840,23.72,232,748.1,59,1.37,30,144733,228,51,11,54.77,48,538,192757,35.3,6.54,99.1,0.356
2020,SA1887,23.47,150,244.1,72,6.26,17,131696,181,30,485,79.82,36,110,210913,35.5,58.9,69.4,0.147
2023,SA1352,3.93,369,528.1,116,15.19,17,53076,156,51,372,43.75,35,222,85895,43.27,95.49,78.0,0.006
2016,SA3229,11.08,152,675.2,74,8.02,33,236693,171,3,363,57.64,9,611,159745,11.8,99.36,74.5,0.239
2023,SA7817,11.76,78,319.8,83,22.18,24,176118,141,82,621,9.93,0,508,8614,21.08,31.04,13.0,0.238
2022,SA1757,5.83,204,697.0,120,13.22,29,156614,68,13,93,59.97,42,567,30100,51.44,65.95,98.5,0.187
2021,SA5481,3.97,214,375.5,29,13.4,10,70364,36,69,527,49.57,73,228,63866,31.5,32.93,51.3,0.684
2025,SA6264,9.97,28,593.6,3,14.97,57,182475,161,77,151,78.4,24,344,41064,7.87,82.01,14.7,0.146
2022,SA5300,7.99,15,866.7,49,12.08,38,53606,208,58,662,58.47,68,142,108020,22.93,34.65,60.0,0.818
2017,SA6892,8.1,447,71.3,56,5.57,33,229266,234,89,809,2.11,34,203,136354,53.3,89.19,60.3,0.503
2026,SA6556,7.6,450,406.9,33,1.33,26,142832,235,26,447,44.11,80,72,229471,44.4,13.09,89.4,0.577
2019,SA1841,7.56,337,273.1,101,12.17,22,130940,47,98,824,68.61,64,517,101402,0.81,11.15,29.2,0.644
2020,SA1078,23.06,421,763.1,16,15.28,17,236579,53,2,88,56.05,19,611,123754,1.57,89.22,46.7,0.563
2016,SA8736,12.34,22,155.1,112,23.85,47,126355,100,6,98,57.62,39,407,235878,14.55,83.76,8.2,0.344
2017,SA7747,9.73,209,161.5,3,24.33,21,186459,200,107,296,52.2,55,484,25156,15.97,67.46,57.7,0.435
2020,SA7797,18.34,328,712.1,91,8.73,11,169774,97,11,130,50.67,45,178,226146,20.9,59.84,63.4,0.17
2022,SA6072,14.26,262,494.5,36,17.57,27,118842,173,62,418,47.27,57,211,101164,35.85,36.49,99.0,0.354
2023,SA4916,8.34,51,721.4,22,15.26,21,178926,21,24,182,26.08,64,515,227123,12.64,18.23,20.5,0.521
2026,SA4489,21.74,53,458.9,20,24.01,51,111045,226,25,654,66.5,32,632,11984,6.78,52.07,92.4,0.958
2018,SA3631,13.79,323,751.8,37,15.94,31,199778,243,111,301,68.16,54,534,39190,53.75,22.07,23.5,0.717
2023,SA6004,24.29,415,94.7,61,1.73,39,96367,13,9,616,58.08,38,228,7853,6.88,3.97,97.7,0.238
2023,SA1646,12.15,244,592.1,37,3.93,58,210295,5,73,639,8.63,43,419,82852,46.19,82.59,82.4,0.47
2020,SA7192,1.63,163,561.9,67,18.76,48,26215,17,40,865,5.2,38,458,92775,1.27,47.94,62.6,0.279
2021,SA3383,13.4,48,563.8,107,12.99,59,167105,25,41,386,77.64,31,196,16407,25.85,21.89,57.6,0.221
2026,SA6688,24.6,71,695.0,34,8.19,50,70545,145,25,531,36.28,79,244,174508,31.35,28.02,10.8,0.474
2021,SA4184,3.18,86,104.5,120,20.21,54,61520,172,81,786,39.63,65,465,170089,2.51,84.44,52.1,0.032
2025,SA3702,9.67,258,764.9,8,0.75,9,171038,164,10,700,58.04,69,234,126045,43.66,58.13,78.2,0.371
2021,SA5875,7.71,200,523.0,6,3.07,20,188818,122,26,60,15.72,55,356,161568,21.43,35.87,63.7,0.496
2023,SA3271,17.79,246,867.6,70,1.23,39,184082,178,81,97,17.3,44,383,146789,10.23,24.46,54.9,0.697
2023,SA8677,18.38,84,628.3,26,23.59,29,106174,27,83,174,2.47,3,188,7441,49.83,88.04,28.1,0.742
2020,SA3039,21.16,59,332.0,107,9.93,44,223838,39,108,235,16.15,7,28,203597,43.1,36.39,1.5,0.851
2018,SA4970,23.67,154,793.2,95,19.47,49,6948,120,66,230,62.34,2,499,217548,52.2,36.55,14.8,0.284
2022,SA4704,13.13,406,20.5,56,24.17,34,2693,88,94,766,65.61,78,81,4084,22.71,54.16,83.7,0.952
2026,SA9612,9.28,373,300.7,49,4.23,36,186500,53,36,329,7.55,77,288,98268,11.96,83.78,46.8,0.671
2018,SA4119,1.08,351,356.1,75,8.77,18,67843,139,98,510,68.43,22,239,170626,32.76,26.82,35.6,0.631
2021,SA6623,16.93,109,375.8,71,2.38,54,196661,27,65,239,27.18,24,253,30554,8.56,97.25,94.2,0.159
2016,SA9361,17.5,229,615.9,61,24.49,50,84995,53,47,452,36.15,17,248,116332,47.1,70.07,44.1,0.896
2017,SA5931,12.07,79,473.9,16,21.03,51,143913,110,50,749,22.03,56,291,145153,34.54,0.85,79.2,0.042
2026,SA3268,21.41,163,128.4,3,21.02,30,69494,219,99,864,44.9,32,495,199560,46.5,95.25,96.3,0.908
2022,SA9441,23.28,395,361.8,6,13.13,59,87889,137,37,185,64.69,43,212,173007,19.07,36.18,28.9,0.747
2023,SA9505,18.41,117,611.9,83,19.23,29,111928,15,21,309,77.65,42,488,98706,36.46,94.34,81.8,0.123
2021,SA8764,18.37,400,743.3,75,12.45,38,77295,24,90,129,33.21,53,144,99319,43.98,85.65,59.2,0.979
2016,SA3599,0.87,189,509.4,38,4.85,38,140925,227,11,532,65.64,12,557,168559,11.96,68.59,87.0,0.345
2021,SA9323,7.28,74,892.3,52,2.24,33,168273,137,50,885,47.8,58,112,75890,26.71,51.61,21.2,0.208
2016,SA4384,7.79,66,41.2,85,11.7,40,77754,29,24,255,55.74,24,449,237217,12.78,10.94,98.4,0.236
2017,SA9975,10.83,158,878.5,76,3.57,41,90487,59,75,420,78.75,40,173,60487,23.57,48.25,97.6,0.253
2025,SA4435,14.15,398,330.2,8,22.26,9,185723,7,15,778,10.0,55,401,201510,22.29,64.59,71.0,0.868
2017,SA2980,15.47,177,688.4,70,21.86,15,92150,198,17,875,64.6,15,557,33894,42.52,42.15,53.9,0.681
2026,SA5130,18.93,75,827.8,74,7.45,42,169398,18,41,278,17.12,64,3,23738,13.35,46.04,53.7,0.943
2016,SA4603,21.31,26,499.0,99,20.3,1,204781,229,86,755,39.01,45,228,49393,5.81,17.37,95.6,0.6
2019,SA6843,0.22,101,99.2,46,13.16,31,205705,177,74,785,72.97,5,514,160454,15.55,84.55,61.2,0.366
2023,SA1166,1.63,304,550.8,21,5.13,34,199851,194,60,244,34.82,47,273,39001,6.61,75.14,40.9,0.052
2026,SA1861,19.37,304,391.0,3,20.71,59,68204,127,63,612,36.47,35,303,249695,5.83,24.99,74.9,0.179
2020,SA3598,2.36,444,103.0,49,19.25,1,9689,72,16,34,68.54,69,462,200903,22.35,6.23,47.0,0.554
2017,SA8947,4.14,178,329.3,96,5.75,58,66049,1,4,661,50.89,68,441,5773,43.94,15.1,46.3,0.305
2026,SA7070,13.61,145,17.1,119,3.04,11,80822,46,84,595,16.19,70,571,198496,2.0,38.73,15.1,0.566
2020,SA2277,19.61,327,307.0,47,4.24,35,102537,91,80,765,78.09,78,401,102235,7.65,90.59,67.9,0.352
2016,SA7313,5.44,36,166.0,77,5.43,30,20204,201,45,295,28.43,35,630,221480,4.02,16.64,75.3,0.847
2016,SA3780,4.27,77,266.4,20,24.49,59,199282,136,118,577,49.23,66,270,161547,0.14,2.67,58.0,0.966
2018,SA3730,17.99,131,480.6,83,0.83,32,85556,162,24,130,70.05,12,290,241112,21.32,38.63,79.4,0.007
2023,SA9793,13.14,71,440.6,74,2.31,43,132199,64,84,393,7.85,45,103,90839,43.89,0.57,19.2,0.945
2019,SA9776,15.98,353,787.5,119,20.0,17,186260,145,26,734,26.07,14,428,36398,11.45,64.39,26.5,0.549
2024,SA4553,22.03,327,55.9,97,11.56,46,165371,72,26,622,47.36,14,436,64120,20.97,48.44,54.5,0.339
2026,SA4723,14.96,327,166.0,32,16.38,8,124364,25,44,566,78.23,8,252,43982,2.2,53.9,89.3,0.052
2018,SA4374,1.3,437,27.2,57,14.64,3,185304,189,114,571,5.06,0,296,165598,34.41,16.06,68.1,0.999
2024,SA3524,20.39,201,79.8,39,21.64,29,190635,230,102,236,18.22,62,378,56364,9.35,21.38,98.5,0.494
2023,SA4431,24.54,239,720.3,95,23.76,57,140934,224,4,761,33.55,6,548,54896,5.03,96.65,35.8,0.516
2018,SA8647,20.84,66,587.8,55,19.94,40,209741,39,49,137,71.56,52,481,128994,44.93,39.05,11.3,0.363
2026,SA4126,18.04,271,434.1,19,0.79,13,27699,42,95,649,47.19,64,612,208910,54.38,80.76,6.3,0.214
2019,SA5287,19.54,99,417.2,58,2.57,24,241672,176,60,80,25.98,50,428,41329,13.2,49.32,23.4,0.951
2025,SA3437,17.01,85,346.9,75,5.01,51,103524,140,31,498,45.74,17,137,97460,32.33,27.28,69.1,0.273
2021,SA7733,7.64,57,361.0,94,20.85,59,227474,188,61,838,4.63,42,516,78975,3.32,42.87,78.1,0.64
2017,SA7701,9.13,383,45.9,119,7.45,50,109584,3,85,696,32.93,6,237,13132,44.98,88.19,88.8,0.396
2024,SA6106,2.64,162,595.6,93,6.92,10,72782,238,116,789,68.81,11,242,226722,2.57,30.68,5.0,0.229
2021,SA2264,20.87,412,40.8,27,13.31,40,34832,3,119,40,30.44,43,151,13365,49.21,84.35,91.5,0.444
2020,SA1635,20.24,403,155.6,3,12.61,12,19568,147,51,133,53.74,63,509,30301,32.95,75.83,99.6,0.468
2023,SA1979,21.12,212,398.2,119,10.0,23,44805,125,109,336,73.74,1,537,179243,46.26,14.01,75.1,0.129
2026,SA2222,0.99,257,208.0,111,22.48,1,86173,100,92,674,7.93,21,250,57572,37.98,26.4,93.8,0.231
2016,SA5645,19.0,19,741.2,67,0.85,13,87560,235,13,778,4.91,70,312,242693,26.89,78.2,57.7,0.805
2025,SA7687,7.33,394,324.8,57,0.92,1,132330,195,95,48,68.76,16,108,56012,41.76,19.77,75.9,0.139
2016,SA2622,20.97,68,612.8,74,20.67,15,148154,60,75,733,61.66,48,187,50375,6.23,96.54,35.3,0.503
2021,SA4239,23.97,169,474.8,98,8.64,12,94242,244,84,292,23.28,49,374,118379,6.87,97.2,76.9,0.535
2024,SA4423,12.06,325,889.7,94,22.66,47,40671,56,68,173,71.3,15,179,51979,5.55,6.05,29.2,0.026
2016,SA8105,21.73,155,593.6,0,24.56,47,190954,38,19,844,10.78,22,261,178903,26.85,36.1,24.4,0.676
2022,SA4345,19.57,67,412.7,50,2.44,49,3732,230,62,121,28.47,80,153,17682,47.02,12.86,93.7,0.333
2017,SA5076,16.55,430,774.2,111,19.16,8,181318,10,114,567,0.16,36,289,228687,3.05,20.08,65.0,0.57
2017,SA4854,14.15,382,13.4,31,10.65,47,217837,11,14,186,39.9,3,26,76900,42.25,64.25,60.4,0.454
2022,SA2953,12.04,280,822.6,49,5.02,41,237890,99,65,533,31.32,0,406,130820,4.68,34.6,58.5,0.183
2025,SA8200,0.84,45,748.4,106,5.0,42,113697,156,95,126,59.34,21,538,139977,13.13,15.53,24.8,0.139
2023,SA1621,22.6,406,435.4,87,1.38,38,102714,132,14,535,30.19,80,617,50647,39.1,28.73,39.3,0.732
2019,SA3199,19.71,126,388.8,85,10.94,21,109479,47,48,284,23.19,6,170,75042,35.78,98.32,71.9,0.333
2021,SA7688,9.26,371,787.1,77,1.22,8,151389,125,70,61,0.93,24,174,5426,22.25,82.38,13.0,0.554
2021,SA6835,9.59,153,6.3,104,11.14,5,183514,232,13,624,0.19,74,242,50832,46.88,4.89,62.8,0.842
2026,SA1815,11.8,389,436.4,70,10.61,41,40058,29,6,316,14.86,60,319,55862,28.04,94.19,68.6,0.089
2024,SA5764,5.24,344,7.0,0,11.92,51,120376,56,65,848,38.24,60,362,87600,1.06,24.01,13.8,0.64
2024,SA9390,14.38,441,205.7,79,12.63,44,104484,225,114,4,53.85,6,297,199995,7.61,53.34,77.3,0.882
2019,SA5732,3.23,109,3.0,106,1.94,41,165445,229,113,138,42.38,14,407,88507,40.84,30.0,59.8,0.005
2023,SA2105,19.24,59,65.5,108,9.12,43,76664,187,20,467,43.76,53,166,237827,12.04,96.44,53.8,0.021
2018,SA2822,8.51,306,485.0,40,24.78,3,166665,98,64,258,48.74,25,80,145913,16.4,42.84,10.1,0.272
2017,SA1023,5.87,371,451.3,36,2.24,35,199383,244,54,563,2.11,7,237,37891,2.57,79.54,41.1,0.976
2022,SA5190,11.6,295,191.6,76,0.85,51,123793,70,37,575,33.84,78,176,45868,28.95,37.91,63.0,0.424
2021,SA6731,22.84,442,368.5,37,11.47,45,242455,97,114,328,17.04,78,90,178522,30.69,24.68,20.7,0.25
2018,SA6989,20.32,420,186.3,91,7.8,1,160723,157,72,438,48.06,63,64,107162,27.44,93.12,53.6,0.781
2020,SA2024,13.45,430,609.9,102,16.6,33,122093,116,91,6,56.92,78,535,76378,16.97,80.72,6.5,0.791
2025,SA1904,22.87,270,732.2,70,6.33,45,215763,134,109,197,18.5,47,99,67635,39.24,56.51,80.9,0.777
2019,SA2560,7.06,246,806.8,97,16.51,56,1033,177,78,508,55.58,12,43,200427,33.17,69.59,92.8,0.185
2018,SA8784,0.48,431,496.8,113,12.06,34,20990,137,94,523,75.55,38,639,167263,2.04,28.43,34.6,0.352
2023,SA1019,5.71,446,267.0,39,19.12,36,177919,232,28,75,48.97,34,618,149141,30.13,52.35,59.9,0.561
2021,SA9413,2.0,435,762.1,18,11.35,35,4163,48,25,812,25.06,6,492,184313,33.83,64.51,88.8,0.985
2026,SA2150,2.4,188,785.6,107,13.35,36,36108,224,46,498,78.33,63,352,220075,16.21,53.05,12.4,0.739
2024,SA3071,18.41,58,629.7,66,13.44,8,126735,216,68,189,28.24,20,423,153650,32.55,41.52,38.6,0.128
2019,SA6617,9.57,254,110.0,63,10.47,13,37804,148,44,880,34.75,61,556,245173,17.87,14.56,66.5,0.281
2023,SA2744,0.39,5,19.1,10,0.97,31,214809,222,31,162,36.37,32,6,7380,52.93,73.69,90.9,0.113
2022,SA5872,4.03,162,562.5,69,11.94,13,83202,5,80,419,47.17,3,521,29407,18.67,28.02,53.2,0.753
2018,SA6494,4.55,357,303.8,29,2.29,50,11557,203,18,662,64.4,40,201,126542,45.03,3.37,44.4,0.633
2025,SA3603,21.7,3,446.5,51,0.47,45,26170,173,31,148,63.61,6,553,12252,33.14,29.56,65.8,0.129
2020,SA1934,21.51,195,428.5,25,10.94,42,122918,202,66,43,56.25,38,472,157269,3.99,90.55,90.6,0.227
2026,SA8813,17.6,55,274.6,74,13.94,30,82752,70,73,136,73.76,26,529,27535,26.79,37.09,3.9,0.61
2016,SA9840,12.18,160,689.3,105,10.41,8,226628,117,1,205,66.39,79,303,25160,44.98,64.46,84.7,0.752
2020,SA8594,19.26,207,107.4,80,23.53,40,45435,217,113,801,7.6,66,99,7644,22.39,76.03,11.8,0.888
2022,SA8098,22.22,230,571.2,120,2.98,11,222545,133,7,56,49.26,6,220,145465,8.28,36.71,71.8,0.485
2018,SA3294,20.6,187,533.7,23,5.35,3,192994,177,55,117,7.41,60,519,201350,49.11,65.63,47.1,0.457
2022,SA5705,3.6,5,362.8,72,12.7,41,127553,110,96,229,76.8,12,467,230470,49.07,71.24,5.6,0.292
2020,SA8424,11.71,343,640.7,35,16.33,11,5734,86,13,189,54.46,21,492,213616,4.77,16.43,58.0,0.546
2020,SA1110,23.94,332,215.5,81,20.31,46,109337,68,114,455,51.34,68,341,243670,45.89,17.71,25.2,0.581
2017,SA2264,5.5,80,778.6,100,8.58,57,232984,18,53,198,2.52,21,493,12453,2.89,12.79,38.7,0.929
2024,SA8302,19.18,266,805.4,100,18.06,56,198644,0,26,246,14.14,75,319,46640,9.83,65.18,47.2,0.13
2018,SA4663,9.32,239,628.2,99,10.83,46,170587,34,16,686,50.17,8,44,80960,46.88,24.5,20.2,0.715
2024,SA4566,4.74,234,30.7,26,6.12,10,2197,152,93,786,16.02,6,248,153477,30.89,19.93,49.2,0.277
2020,SA9533,24.56,21,743.4,34,4.98,20,12340,61,57,60,25.61,39,81,37434,43.3,6.02,51.8,0.399
2024,SA6912,23.52,6,508.2,117,12.66,30,85948,0,19,752,62.84,64,407,149104,42.75,51.75,97.4,0.527
2023,SA7268,7.23,171,309.5,19,22.43,46,9717,44,44,720,6.58,78,311,12610,29.39,90.82,83.8,0.914
2026,SA7672,22.59,106,664.1,47,22.76,19,64805,48,98,230,3.03,49,524,187226,11.53,23.12,21.2,0.456
2016,SA7659,10.78,165,462.2,88,11.34,41,76976,18,80,509,53.37,61,552,193355,0.33,86.99,64.1,0.588
2023,SA2857,18.46,38,642.8,27,19.63,48,238684,20,28,604,11.74,41,1,45095,54.19,53.96,94.1,0.377
2023,SA3932,15.99,427,359.1,81,4.73,7,204925,180,4,34,46.68,58,578,79899,3.72,98.46,81.1,0.017
2020,SA5327,17.31,59,255.2,20,11.6,41,160872,47,104,715,22.51,67,328,107614,10.95,3.0,85.7,0.498
2019,SA7753,24.87,49,688.7,84,5.51,6,191524,124,117,498,38.92,2,339,46414,24.15,25.19,64.4,0.882
2019,SA4619,19.33,63,835.7,19,10.05,56,110335,54,114,781,46.71,13,50,220507,15.45,20.69,43.9,0.023
2026,SA8783,13.35,439,628.5,1,20.38,9,189744,39,7,324,9.86,29,563,76582,35.82,39.61,41.0,0.853
2017,SA7414,19.83,68,293.1,77,18.75,20,193215,106,7,773,11.58,57,282,231258,48.39,74.52,48.3,0.348
2018,SA5249,24.8,150,163.1,95,12.9,8,198571,234,27,406,24.96,8,57,181612,25.19,32.0,78.2,0.855
2024,SA8992,20.37,140,315.2,96,5.79,36,160850,85,51,656,42.83,11,155,84953,26.16,75.27,91.2,0.004
2026,SA7178,16.31,8,812.2,52,8.02,14,139982,112,92,488,39.74,17,250,104335,37.28,82.26,33.5,0.93
2020,SA7587,24.25,283,554.7,74,19.75,34,197032,207,30,702,5.95,35,212,88110,16.64,18.02,35.0,0.128
2022,SA4955,8.8,123,161.1,89,7.02,35,191771,169,89,94,63.32,47,95,185019,20.61,21.07,9.4,0.076
2019,SA1369,8.99,53,515.5,54,0.59,20,171472,161,28,706,61.42,65,606,17895,31.79,67.48,45.9,0.858
2026,SA3136,20.75,44,779.2,68,9.01,30,182923,67,31,113,67.77,50,193,227268,54.57,17.72,41.8,0.165
2024,SA7188,22.52,50,434.4,92,17.66,11,144574,161,67,772,21.03,73,632,129176,53.78,48.25,14.0,0.0
2020,SA7885,16.38,114,221.0,80,15.24,54,75689,80,109,845,8.54,59,114,144422,19.75,4.09,76.0,0.276
2018,SA3800,13.44,51,473.8,99,2.62,42,94730,60,27,459,6.45,62,526,162207,2.09,36.65,13.6,0.558
2022,SA8930,24.24,427,111.5,65,22.66,4,242852,102,25,669,11.93,17,262,216941,28.54,34.49,41.2,0.205
2018,SA2154,2.05,395,489.1,97,24.28,8,232098,125,87,471,31.27,5,408,110592,53.08,19.05,10.5,0.291
2025,SA7615,10.55,374,794.2,28,25.0,9,83198,119,108,871,33.78,7,359,225738,12.36,92.22,24.4,0.059
2024,SA6258,22.53,107,100.4,47,6.66,44,224228,23,85,849,77.26,11,104,43664,5.37,88.59,80.6,0.522
2021,SA4532,10.67,123,895.1,103,22.56,19,223222,27,114,435,56.93,20,191,119312,16.34,20.07,3.4,0.977
2026,SA8199,23.21,225,874.7,116,6.41,21,194417,77,58,257,10.03,64,587,79870,39.48,27.04,35.6,0.887
2019,SA6648,8.96,441,377.7,32,10.57,5,180831,219,100,831,16.33,21,457,56365,48.86,90.37,66.2,0.316
2018,SA2059,7.75,11,548.0,45,1.5,41,97320,120,116,502,60.77,74,121,86163,47.22,74.88,63.7,0.241
2016,SA9167,17.72,240,607.4,85,18.07,30,49814,10,73,885,30.65,36,538,91136,49.53,70.68,49.5,0.421
2016,SA2342,16.67,50,604.2,60,23.29,35,116552,25,1,450,79.36,59,530,248530,7.43,0.34,56.8,0.987
2016,SA4340,24.52,109,350.9,44,23.24,22,108187,32,118,865,37.08,61,582,105588,37.75,7.04,96.2,0.522
2019,SA5422,22.61,58,502.0,17,17.43,3,129656,144,82,708,16.94,12,100,247235,25.23,7.79,24.2,0.26
2026,SA9412,12.91,317,660.1,65,2.59,39,95130,148,120,275,74.37,35,111,4973,0.48,40.64,79.6,0.759
2024,SA4638,12.4,78,301.3,119,11.41,60,139706,67,16,200,30.6,62,445,200637,34.14,91.86,48.1,0.695
2021,SA4020,13.69,340,26.3,13,13.85,27,240856,91,30,99,3.14,39,445,183477,27.1,12.93,56.6,0.523
2020,SA5866,20.03,351,419.7,25,5.84,15,189900,221,10,120,6.71,20,259,160736,29.25,35.47,21.9,0.243
2021,SA1041,20.95,216,269.5,1,23.4,43,119822,178,21,825,13.54,49,160,210368,9.75,79.97,90.9,0.85
2025,SA4146,16.86,374,0.6,35,11.22,34,22774,249,28,316,24.23,18,325,118872,44.38,62.72,32.2,0.406
2019,SA5977,18.57,396,434.6,109,22.52,49,37443,236,42,383,29.05,10,599,224973,46.99,12.11,76.1,0.2
2022,SA6588,24.96,415,76.2,95,3.68,33,245825,171,85,532,54.31,11,643,227846,12.09,48.36,94.4,0.344
2018,SA8255,12.96,355,673.6,115,21.06,31,120644,208,65,86,21.82,39,474,197373,42.75,68.55,35.9,0.548
2021,SA1902,10.52,72,863.8,108,22.31,23,190627,52,81,618,3.9,78,311,83797,30.96,21.83,24.3,0.95
2022,SA2899,5.73,149,401.8,83,6.29,6,248737,138,42,327,72.47,42,280,208926,22.5,36.71,84.8,0.586
2025,SA8743,24.97,79,432.5,60,17.64,34,132711,111,33,358,78.18,8,104,118877,15.48,56.74,81.6,0.52
2026,SA9321,18.47,143,372.6,22,2.37,5,110268,35,21,481,10.95,76,209,204716,7.45,29.39,44.4,0.142
2019,SA5429,16.11,239,816.1,41,21.6,0,31474,39,73,641,15.18,50,242,71479,31.74,0.09,27.8,0.182
2026,SA5082,13.65,86,41.7,8,19.57,5,126031,75,1,464,59.82,4,603,65885,25.48,5.06,62.6,0.727
2019,SA6611,12.77,165,895.7,13,9.35,36,30367,158,68,656,17.46,5,447,130205,51.84,66.34,16.3,0.874
2022,SA9795,10.27,95,10.9,18,8.72,6,166722,39,93,569,78.28,53,328,91233,2.77,97.67,24.2,0.463
2026,SA5649,0.98,303,582.9,31,4.52,51,191156,204,95,282,54.58,34,460,105077,31.61,59.47,75.9,0.719
2026,SA1150,1.36,328,121.5,23,11.07,22,191494,231,55,661,25.82,5,542,163290,47.75,61.75,0.9,0.012
2021,SA7368,21.16,410,179.2,46,24.03,45,187139,102,21,878,22.39,0,178,88532,34.88,64.79,36.7,0.133
2022,SA7432,18.43,101,839.1,33,21.94,49,37717,48,47,474,31.44,55,139,227034,50.56,78.71,4.1,0.3
2020,SA2536,2.89,64,343.2,87,9.81,38,55158,123,56,482,10.72,9,90,192774,17.21,44.53,80.7,0.239
2026,SA6926,20.02,32,805.9,20,8.22,10,219612,187,45,381,6.51,55,493,141096,31.4,91.84,13.6,0.557
2021,SA3275,8.66,361,499.4,99,4.18,44,200307,86,34,59,66.64,16,166,153066,7.04,82.65,5.3,0.995
2022,SA8835,20.32,227,750.9,113,2.14,58,187377,20,98,561,53.0,80,268,97256,49.42,72.03,75.5,0.707
2020,SA4184,6.29,183,851.0,83,12.74,31,104149,230,113,342,7.27,36,490,60205,3.66,94.7,14.6,0.996
2025,SA4328,19.88,353,708.7,19,15.08,56,214251,114,76,519,11.09,10,342,220403,52.34,64.77,34.1,0.836
2016,SA3326,0.24,153,226.8,80,20.06,22,160182,27,97,775,17.31,18,140,61337,20.38,69.35,48.5,0.241
2022,SA3083,0.59,400,156.4,114,14.2,54,53453,111,13,710,52.09,42,337,174600,42.52,95.51,30.8,0.722
2023,SA4608,17.21,157,69.5,95,8.03,60,99228,239,33,530,42.35,19,234,184604,37.22,4.67,70.8,0.104
2017,SA5732,21.95,129,518.1,58,12.07,26,148844,100,45,571,51.54,0,17,30598,21.63,24.54,34.2,0.123
