demo_household_survey_year,demo_household_household_id_sample,demo_household_country_iso2,demo_household_region_nuts_code,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_household_size,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly_eur,demo_household_sampling_stratum
2025,EUHH2025001606,SE,AT939,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,2,0,0,20.94,2.53,1,DSL,ES,SEVERE,75,474.84,INTERMEDIATE_TOWNS
2026,EUHH2026001607,BE,BE61,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,1,0,0,16.57,1.41,4,MOBILE,DA,SOME,1,135.54,COASTAL_TOURISM
2019,EUHH2019001608,HR,FI56,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,55.09,2.07,2,NONE,IT,NONE,66,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001609,CZ,MT191,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,42.12,0.94,0,CABLE,ET,SEVERE,4,306.71,URBAN_MIXED
2021,EUHH2021001610,EE,SE598,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,2,0,0,19.6,0.96,0,FIBER,PL,SOME,77,203.54,RURAL_LOW_DENSITY
2022,EUHH2022001611,FR,CZ886,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,3,0,0,63.84,1.48,0,DSL,LV,NONE,62,343.67,RURAL_AGRI
2023,EUHH2023001612,GR,IE3,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,2,0,0,28.67,1.38,2,MOBILE,RO,SEVERE,12,938.92,INTERMEDIATE_TOWNS
2024,EUHH2024001613,IE,BE7,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,0,0,0,65.6,1.63,3,NONE,LT,SOME,11,0.0,COASTAL_TOURISM
2025,EUHH2025001614,LV,HU582,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,2,1,0,56.44,0.9,2,CABLE,NL,NONE,29,617.85,URBAN_HIGH_INCOME
2026,EUHH2026001615,LU,PT43,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,3,0,0,5.2,1.17,0,FIBER,GA,SEVERE,11,23.81,URBAN_MIXED
2019,EUHH2019001616,NL,SE968,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,8.47,2.55,3,DSL,SV,SOME,35,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001617,PT,BG75,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,1,0,0,11.7,2.64,4,MOBILE,MT,NONE,61,387.98,RURAL_AGRI
2021,EUHH2021001618,SK,DE727,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,2,0,0,43.52,2.68,2,NONE,FI,SEVERE,17,557.82,INTERMEDIATE_TOWNS
2022,EUHH2022001619,ES,SI103,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,3,0,0,18.96,1.57,4,CABLE,SK,SOME,8,10.02,COASTAL_TOURISM
2023,EUHH2023001620,AT,GR751,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,4,0,0,16.37,1.39,2,FIBER,EL,NONE,49,335.99,URBAN_HIGH_INCOME
2024,EUHH2024001621,BG,DK55,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,1,0,0,67.09,1.02,2,DSL,SL,SEVERE,69,829.95,URBAN_MIXED
2025,EUHH2025001622,CY,DE84,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,0,0,0,6.64,2.43,0,MOBILE,HU,SOME,3,0.0,RURAL_LOW_DENSITY
2026,EUHH2026001623,DK,LU37,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,1,0,0,6.44,2.34,1,NONE,CY,NONE,57,693.28,RURAL_AGRI
2019,EUHH2019001624,FI,IT59,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,6.83,2.72,1,CABLE,CS,SEVERE,47,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001625,DE,ES461,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,42.84,2.75,3,FIBER,EN,SOME,69,708.52,COASTAL_TOURISM
2021,EUHH2021001626,HU,LV75,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,2,0,0,12.23,0.88,4,DSL,PT,NONE,39,751.91,URBAN_HIGH_INCOME
2022,EUHH2022001627,IT,FI347,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,1,1,0,68.23,0.99,3,MOBILE,DE,SEVERE,32,1154.07,URBAN_MIXED
2023,EUHH2023001628,LT,DK921,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,4,1,0,68.8,1.97,0,NONE,BG,SOME,36,1473.91,RURAL_LOW_DENSITY
2024,EUHH2024001629,MT,CY617,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,3,0,0,41.62,2.7,0,CABLE,FR,NONE,25,648.82,RURAL_AGRI
2025,EUHH2025001630,PL,ES5,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,0,0,0,45.99,1.75,2,FIBER,HR,SEVERE,75,0.0,INTERMEDIATE_TOWNS
2026,EUHH2026001631,RO,IT56,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,5,0,0,45.85,2.58,4,DSL,ES,SOME,9,949.25,COASTAL_TOURISM
2019,EUHH2019001632,SI,PL147,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,61.75,2.12,1,MOBILE,DA,NONE,57,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001633,SE,GR596,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,1,0,0,25.06,1.27,2,NONE,IT,SEVERE,0,885.8,URBAN_MIXED
2021,EUHH2021001634,BE,BE637,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,1,0,0,61.78,1.06,0,CABLE,ET,SOME,77,1383.49,RURAL_LOW_DENSITY
2022,EUHH2022001635,HR,LU31,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,3,1,0,60.57,1.73,2,FIBER,PL,NONE,21,1365.63,RURAL_AGRI
2023,EUHH2023001636,CZ,LV71,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,4,0,0,15.13,0.73,4,DSL,LV,SEVERE,57,940.48,INTERMEDIATE_TOWNS
2024,EUHH2024001637,EE,IE55,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,1,0,0,64.12,2.68,3,MOBILE,RO,SOME,26,1208.92,COASTAL_TOURISM
2025,EUHH2025001638,FR,MT427,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,2,0,0,36.26,1.85,2,NONE,LT,NONE,72,181.85,URBAN_HIGH_INCOME
2026,EUHH2026001639,GR,DK77,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,0,1,0,9.57,2.31,1,CABLE,NL,SEVERE,21,0.0,URBAN_MIXED
2019,EUHH2019001640,IE,HU103,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,9.81,2.5,4,FIBER,GA,SOME,11,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001641,LV,MT76,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,62.41,1.89,4,DSL,SV,NONE,68,108.4,RURAL_AGRI
2021,EUHH2021001642,LU,SI899,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,1,0,0,32.67,2.74,4,MOBILE,MT,SEVERE,67,617.67,INTERMEDIATE_TOWNS
2022,EUHH2022001643,NL,NL92,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,0,0,0,40.92,0.98,1,NONE,FI,SOME,30,0.0,COASTAL_TOURISM
2023,EUHH2023001644,PT,SK351,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,2,1,0,21.02,1.89,1,CABLE,SK,NONE,22,484.03,URBAN_HIGH_INCOME
2024,EUHH2024001645,SK,FR9,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,2,0,0,56.72,1.4,0,FIBER,EL,SEVERE,26,119.95,URBAN_MIXED
2025,EUHH2025001646,ES,PT874,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,3,0,0,11.68,2.4,0,DSL,SL,SOME,27,1245.97,RURAL_LOW_DENSITY
2026,EUHH2026001647,AT,LT46,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,2,0,0,60.22,1.01,4,MOBILE,HU,NONE,12,438.8,RURAL_AGRI
2019,EUHH2019001648,BG,IE811,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,16.73,1.09,2,NONE,CY,SEVERE,56,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001649,CY,RO32,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,51.06,2.1,2,CABLE,CS,SOME,15,1498.21,COASTAL_TOURISM
2021,EUHH2021001650,DK,DE8,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,2,0,0,54.38,1.11,1,FIBER,EN,NONE,0,100.77,URBAN_HIGH_INCOME
2022,EUHH2022001651,FI,NL802,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,2,0,0,22.04,1.72,3,DSL,PT,SEVERE,47,673.07,URBAN_MIXED
2023,EUHH2023001652,DE,CY8,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,0,0,0,29.15,1.84,3,MOBILE,DE,SOME,50,0.0,RURAL_LOW_DENSITY
2024,EUHH2024001653,HU,SI22,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,5,0,0,46.34,2.64,3,NONE,BG,NONE,18,1174.7,RURAL_AGRI
2025,EUHH2025001654,IT,LT399,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,3,0,0,9.98,1.08,0,CABLE,FR,SEVERE,14,720.25,INTERMEDIATE_TOWNS
2026,EUHH2026001655,LT,HR47,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,0,0,0,36.44,2.45,1,FIBER,HR,SOME,16,0.0,COASTAL_TOURISM
2019,EUHH2019001656,MT,BE19,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,67.58,2.35,2,DSL,ES,NONE,42,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001657,PL,RO88,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,1,0,0,66.51,1.84,2,MOBILE,DA,SEVERE,10,576.65,URBAN_MIXED
2021,EUHH2021001658,RO,IT72,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,2,0,0,23.89,2.42,4,NONE,IT,SOME,1,1172.75,RURAL_LOW_DENSITY
2022,EUHH2022001659,SI,SI47,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,2,0,0,6.81,1.32,1,CABLE,ET,NONE,66,1103.55,RURAL_AGRI
2023,EUHH2023001660,SE,IE81,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,4,1,0,48.1,1.2,1,FIBER,PL,SEVERE,2,1171.79,INTERMEDIATE_TOWNS
2024,EUHH2024001661,BE,FR254,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,3,0,0,30.86,0.84,4,DSL,LV,SOME,75,55.94,COASTAL_TOURISM
2025,EUHH2025001662,HR,IT64,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,5,0,0,43.42,2.35,3,MOBILE,RO,NONE,42,1107.68,URBAN_HIGH_INCOME
2026,EUHH2026001663,CZ,LT23,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,5,1,0,11.55,1.82,3,NONE,LT,SEVERE,2,1464.71,URBAN_MIXED
2019,EUHH2019001664,EE,GR86,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,65.01,1.61,0,CABLE,NL,SOME,42,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001665,FR,DK2,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,64.04,2.13,0,FIBER,GA,NONE,54,1271.38,RURAL_AGRI
2021,EUHH2021001666,GR,PL785,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,0,0,0,32.53,1.31,3,DSL,SV,SEVERE,6,0.0,INTERMEDIATE_TOWNS
2022,EUHH2022001667,IE,FI11,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,3,0,0,63.46,1.55,4,MOBILE,MT,SOME,68,494.79,COASTAL_TOURISM
2023,EUHH2023001668,LV,MT3,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,4,0,0,16.56,1.04,4,NONE,FI,NONE,47,218.93,URBAN_HIGH_INCOME
2024,EUHH2024001669,LU,BE1,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,4,0,0,44.78,2.38,0,CABLE,SK,SEVERE,43,1421.87,URBAN_MIXED
2025,EUHH2025001670,NL,ES25,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,2,0,0,10.42,1.41,0,FIBER,EL,SOME,51,771.29,RURAL_LOW_DENSITY
2026,EUHH2026001671,PT,BG589,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,4,0,0,10.81,1.8,0,DSL,SL,NONE,10,570.78,RURAL_AGRI
2019,EUHH2019001672,SK,BG531,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,54.97,1.68,4,MOBILE,HU,SEVERE,62,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001673,ES,ES70,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,1,0,0,22.67,2.77,4,NONE,CY,SOME,41,175.1,COASTAL_TOURISM
2021,EUHH2021001674,AT,DE34,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,2,0,0,44.96,1.49,3,CABLE,CS,NONE,57,561.76,URBAN_HIGH_INCOME
2022,EUHH2022001675,BG,EE36,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,3,1,0,66.89,1.86,2,FIBER,EN,SEVERE,3,210.89,URBAN_MIXED
2023,EUHH2023001676,CY,RO475,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,0,0,0,68.28,2.27,2,DSL,PT,SOME,23,0.0,RURAL_LOW_DENSITY
2024,EUHH2024001677,DK,AT22,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,5,0,0,17.76,2.04,3,MOBILE,DE,NONE,75,927.95,RURAL_AGRI
2025,EUHH2025001678,FI,DE471,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,3,1,0,19.29,2.57,4,NONE,BG,SEVERE,45,695.97,INTERMEDIATE_TOWNS
2026,EUHH2026001679,DE,MT762,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,0,1,0,40.56,1.24,0,CABLE,FR,SOME,80,0.0,COASTAL_TOURISM
2019,EUHH2019001680,HU,FR379,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,15.94,1.2,0,FIBER,HR,NONE,22,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001681,IT,RO696,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,38.75,1.58,4,DSL,ES,SEVERE,78,1015.35,URBAN_MIXED
2021,EUHH2021001682,LT,LV394,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,1,0,0,7.88,1.78,2,MOBILE,DA,SOME,59,588.69,RURAL_LOW_DENSITY
2022,EUHH2022001683,MT,MT397,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,3,1,0,5.17,1.47,1,NONE,IT,NONE,54,216.32,RURAL_AGRI
2023,EUHH2023001684,PL,DK812,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,4,0,0,14.79,2.32,4,CABLE,ET,SEVERE,45,304.56,INTERMEDIATE_TOWNS
2024,EUHH2024001685,RO,SK426,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,3,1,0,60.72,2.19,4,FIBER,PL,SOME,46,298.92,COASTAL_TOURISM
2025,EUHH2025001686,SI,ES476,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,5,0,0,33.56,0.9,0,DSL,LV,NONE,55,595.35,URBAN_HIGH_INCOME
2026,EUHH2026001687,SE,IE718,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,2,0,0,62.24,2.02,2,MOBILE,RO,SEVERE,73,746.65,URBAN_MIXED
2019,EUHH2019001688,BE,CZ858,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,20.63,1.31,1,NONE,LT,SOME,60,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001689,HR,SK43,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,21.6,2.76,0,CABLE,NL,NONE,64,1151.97,RURAL_AGRI
2021,EUHH2021001690,CZ,HR7,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,2,0,0,18.24,2.18,4,FIBER,GA,SEVERE,17,845.5,INTERMEDIATE_TOWNS
2022,EUHH2022001691,EE,GR44,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,3,1,0,33.74,2.55,2,DSL,SV,SOME,74,1033.65,COASTAL_TOURISM
2023,EUHH2023001692,FR,CY9,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,3,1,0,24.41,1.58,4,MOBILE,MT,NONE,10,1365.15,URBAN_HIGH_INCOME
2024,EUHH2024001693,GR,FR37,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,0,0,0,66.58,2.71,3,NONE,FI,SEVERE,78,0.0,URBAN_MIXED
2025,EUHH2025001694,IE,SE9,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,4,0,0,6.9,1.19,3,CABLE,SK,SOME,18,2.3,RURAL_LOW_DENSITY
2026,EUHH2026001695,LV,EE2,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,5,0,0,65.92,1.82,1,FIBER,EL,NONE,27,867.45,RURAL_AGRI
2019,EUHH2019001696,LU,EE4,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,64.73,2.35,0,DSL,SL,SEVERE,71,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001697,NL,RO972,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,1,0,0,35.95,2.5,2,MOBILE,HU,SOME,21,1340.09,COASTAL_TOURISM
2021,EUHH2021001698,PT,IE954,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,2,0,0,49.6,2.77,2,NONE,CY,NONE,31,130.9,URBAN_HIGH_INCOME
2022,EUHH2022001699,SK,AT941,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,1,0,0,19.11,0.91,0,CABLE,CS,SEVERE,27,1494.82,URBAN_MIXED
2023,EUHH2023001700,ES,LU2,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,3,0,0,22.16,0.68,4,FIBER,EN,SOME,23,1498.49,RURAL_LOW_DENSITY
2024,EUHH2024001701,AT,SK73,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,2,0,0,48.32,1.18,3,DSL,PT,NONE,3,1190.13,RURAL_AGRI
2025,EUHH2025001702,BG,GR669,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,4,1,0,49.97,1.73,0,MOBILE,DE,SEVERE,69,90.96,INTERMEDIATE_TOWNS
2026,EUHH2026001703,CY,DK72,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,6,0,0,6.91,1.61,2,NONE,BG,SOME,69,1173.63,COASTAL_TOURISM
2019,EUHH2019001704,DK,CY1,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,19.12,0.69,2,CABLE,FR,NONE,39,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001705,FI,IT8,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,6.62,2.5,4,FIBER,HR,SEVERE,16,1386.69,URBAN_MIXED
2021,EUHH2021001706,DE,LU70,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,2,0,0,28.28,2.55,4,DSL,ES,SOME,50,777.67,RURAL_LOW_DENSITY
2022,EUHH2022001707,HU,CY906,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,3,1,0,67.4,1.22,4,MOBILE,DA,NONE,38,624.44,RURAL_AGRI
2023,EUHH2023001708,IT,DK3,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,3,0,0,62.2,0.98,1,NONE,IT,SEVERE,68,597.89,INTERMEDIATE_TOWNS
2024,EUHH2024001709,LT,LT606,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,2,1,0,26.76,1.27,2,CABLE,ET,SOME,59,140.39,COASTAL_TOURISM
2025,EUHH2025001710,MT,FI580,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,5,0,0,52.99,2.32,2,FIBER,PL,NONE,17,580.27,URBAN_HIGH_INCOME
2026,EUHH2026001711,PL,FR41,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,6,0,0,40.42,2.36,0,DSL,LV,SEVERE,52,653.21,URBAN_MIXED
2019,EUHH2019001712,RO,HR5,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,64.3,1.19,0,MOBILE,RO,SOME,10,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001713,SI,IE19,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,0,0,0,33.14,0.68,0,NONE,LT,NONE,20,0.0,RURAL_AGRI
2021,EUHH2021001714,SE,NL571,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,2,0,0,46.39,2.15,0,CABLE,NL,SEVERE,70,157.63,INTERMEDIATE_TOWNS
2022,EUHH2022001715,BE,DE225,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,3,0,0,34.66,0.99,0,FIBER,GA,SOME,2,876.71,COASTAL_TOURISM
2023,EUHH2023001716,HR,RO20,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,4,0,0,47.21,2.18,3,DSL,SV,NONE,23,138.54,URBAN_HIGH_INCOME
2024,EUHH2024001717,CZ,FI68,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,4,0,0,16.74,0.64,0,MOBILE,MT,SEVERE,48,292.38,URBAN_MIXED
2025,EUHH2025001718,EE,HR802,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,6,0,0,57.34,2.62,1,NONE,FI,SOME,35,385.3,RURAL_LOW_DENSITY
2026,EUHH2026001719,FR,GR72,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,1,0,0,53.56,2.78,0,CABLE,SK,NONE,44,1196.06,RURAL_AGRI
2019,EUHH2019001720,GR,RO84,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,39.52,1.46,1,FIBER,EL,SEVERE,73,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020001721,IE,BE621,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,30.6,0.87,3,DSL,SL,SOME,22,1150.48,COASTAL_TOURISM
2021,EUHH2021001722,LV,SE613,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,2,0,0,69.94,1.61,1,MOBILE,HU,NONE,62,1012.42,URBAN_HIGH_INCOME
2022,EUHH2022001723,LU,IT6,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,0,0,0,41.11,1.68,3,NONE,CY,SEVERE,6,0.0,URBAN_MIXED
2023,EUHH2023001724,NL,AT49,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,2,0,0,14.24,1.06,2,CABLE,CS,SOME,36,1097.24,RURAL_LOW_DENSITY
2024,EUHH2024001725,PT,LV811,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,3,1,0,45.6,2.07,3,FIBER,EN,NONE,25,422.36,RURAL_AGRI
2025,EUHH2025001726,SK,CY811,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,1,0,0,9.81,0.92,0,DSL,PT,SEVERE,12,417.65,INTERMEDIATE_TOWNS
2026,EUHH2026001727,ES,LU24,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,3,0,0,55.27,2.5,3,MOBILE,DE,SOME,48,1232.0,COASTAL_TOURISM
2019,EUHH2019001728,AT,DE6,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,13.57,1.9,3,NONE,BG,NONE,7,0.0,URBAN_HIGH_INCOME
2020,EUHH2020001729,BG,FR3,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,38.64,1.09,4,CABLE,FR,SEVERE,37,259.42,URBAN_MIXED
2021,EUHH2021001730,CY,AT39,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,0,0,0,60.29,1.08,2,FIBER,HR,SOME,18,0.0,RURAL_LOW_DENSITY
2022,EUHH2022001731,DK,DE627,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,2,0,0,32.05,2.58,4,DSL,ES,NONE,17,192.3,RURAL_AGRI
2023,EUHH2023001732,FI,BE25,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,1,0,0,33.93,2.39,0,MOBILE,DA,SEVERE,53,1086.46,INTERMEDIATE_TOWNS
2024,EUHH2024001733,DE,MT354,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,2,1,0,6.84,2.47,4,NONE,IT,SOME,46,1233.65,COASTAL_TOURISM
2025,EUHH2025001734,HU,SI905,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,2,1,0,19.44,1.22,2,CABLE,ET,NONE,54,461.62,URBAN_HIGH_INCOME
2026,EUHH2026001735,IT,SI98,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,3,1,0,36.27,2.39,0,FIBER,PL,SEVERE,11,209.19,URBAN_MIXED
2019,EUHH2019001736,LT,BG40,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,30.07,1.13,3,DSL,LV,SOME,45,0.0,RURAL_LOW_DENSITY
2020,EUHH2020001737,MT,SE90,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,1,0,0,42.59,2.17,4,MOBILE,RO,NONE,34,896.43,RURAL_AGRI
2021,EUHH2021001738,PL,BG804,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,2,0,0,63.15,1.61,3,NONE,LT,SEVERE,35,568.03,INTERMEDIATE_TOWNS
2022,EUHH2022001739,RO,RO68,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,3,0,0,30.79,1.57,2,CABLE,NL,SOME,73,1071.64,COASTAL_TOURISM
2023,EUHH2023001740,SI,GR19,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,1,0,0,38.18,1.46,4,FIBER,GA,NONE,35,1364.31,URBAN_HIGH_INCOME
2024,EUHH2024001741,SE,CZ815,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,1,1,0,55.62,0.96,3,DSL,SV,SEVERE,32,1114.36,URBAN_MIXED
